geo,time,gc_nld_totl_cn
lva,2009,-2094542717.4575
lva,2010,-2111597258.97974
lva,2011,-1030153499.41093
lva,2012,-303852852.28883
lva,2013,-236084313.69201
lva,2014,-431251102.72565
lva,2015,-588068650.71912
lva,2016,-20884912.43647
lva,2017,-194351483.48615
lva,2018,-64434749.94451
lva,2019,-513594117.27879
mac,1996,755610000
mac,1997,1448630000
mac,1998,90000
mac,1999,-284256847.54
mac,2000,805162944.66
mac,2001,1798180882.04999
mac,2002,1576668883.06315
mac,2003,3174570231.64961
mac,2004,6657896673.94536
mac,2005,8100000000
mac,2006,11593000000
mac,2007,24267390657.735
mac,2008,29476751446.86
mac,2009,23037126984.57
mac,2010,43855418814.91
mac,2011,72886766796.08
mac,2012,82754609588.77
mac,2013,111112048625
mac,2014,105947169609.12
mac,2015,49701387163.2
mac,2016,41131570302.78
mac,2017,53677237230.11
mac,2018,59369047751.06
mac,2019,64210327520.62
mar,1990,-5301000000
mar,1991,-5771000000
mar,1992,-3213000000
mar,1993,-7513000000
mar,1994,-10388000000
mar,1995,-13518000000
mar,1997,-1957000000
mar,1998,-9327000000
mar,1999,-8900000000
mar,2002,-22007870857.143
mar,2003,-20202508857.143
mar,2004,-18960274862.915
mar,2005,-32627606000
mar,2006,-11763013999.999
mar,2007,-814431000
mar,2008,4856419000
mar,2009,-13196976758.192
mar,2010,-31609480958.265
mar,2011,-54110494040.404
mar,2012,-60851686000
mar,2013,-45689228000
mar,2014,-44866475000
mar,2015,9529081000
mar,2016,-42097836246
mar,2017,-36017879027.9817
mar,2018,-41352660000
mar,2019,-45370479000
mda,1997,-559900000
mda,1998,-326000000
mda,1999,-359900000
mda,2000,-238900000
mda,2001,182800000
mda,2003,548300000
mda,2004,86100000
mda,2005,679100000
mda,2006,87500000
mda,2007,-180000000
mda,2008,-255400000
mda,2009,-3576800000
mda,2010,-1841000000
mda,2011,-1478400000
mda,2012,-1805000000
mda,2013,-1748200000
mda,2014,-1804500000
mda,2015,-2378100000
mda,2016,-3247000000
mda,2017,-1331700000
mda,2018,-1748500000
mda,2019,-2813262000
mdg,2003,-249983200000
mdg,2004,-367372400000
mdg,2005,-469100000000
mdg,2006,-46600000000
mdg,2007,-366622000000
mdg,2008,-292597000000
mdg,2009,-338800717000
mdg,2010,-125673615000
mdg,2011,-273844300000
mdg,2012,-228139400000
mdg,2013,-398350700000
mdg,2014,-575825700000
mdg,2015,-499491636973.28003
mdg,2016,-267870524002.13
mdg,2017,-767462721126.5
mdg,2018,-479216244560.30096
mdg,2019,-535287420964.51001
mdv,1990,-154200000
mdv,1991,-219300000
mdv,1992,-331300000
mdv,1993,-399000000
mdv,1994,-213200000
mdv,1995,-309100000
mdv,1996,-124800000
mdv,1997,-112200000
mdv,1998,-183700000
mdv,1999,-269600000
mdv,2000,-367200000
mdv,2001,-389500000
mdv,2002,-420600000
mdv,2003,-464000000
mdv,2004,-354400000
mdv,2005,-1162500000
mdv,2006,-912000000
mdv,2007,-754200000
mdv,2008,-2885900000
mdv,2009,-5369400000
mex,1972,-10000000
mex,1973,-20000000
mex,1974,-29000000
mex,1975,-28000000
mex,1976,-42000000
mex,1977,-45000000
mex,1978,-46000000
mex,1979,-66000000
mex,1980,-31000000
mex,1981,-211000000
mex,1982,-1126000000
mex,1983,-1313000000
mex,1984,-1708000000
mex,1985,-3836000000
mex,1986,-10209000000
mex,1987,-27369000000
mex,1988,-41850000000
mex,1989,-24735000000
mex,1990,-18806000000
mex,1991,-3000000
mex,1992,11007000000
mex,1993,2941000000
mex,1994,-30000000
mex,1995,-11341000000
mex,1996,-3344000000
mex,1997,-48043000000
mex,1998,-62759000000
mex,1999,-77688000000
mex,2000,-64344000000
mex,2008,-242731464478.26001
mex,2009,-548733150092.78003
mex,2010,-531586233073.73999
mex,2011,-521924287799.59198
mex,2012,-604375258784.60999
mex,2013,-543128733404.98999
mex,2014,-727773416593.57983
mex,2015,-599712010627.77002
mex,2016,-336537733316.51599
mex,2017,-190491136209.19
mex,2018,-510898573340.02002
mex,2019,-511350384256.76001
mhl,2008,5401941.39644
mhl,2009,2286857
mhl,2010,5657772
mhl,2011,3675678
mhl,2012,-1377587
mhl,2013,-430038
mhl,2014,5944306.00048
mhl,2015,5165430.00019
mhl,2016,7827965
mhl,2017,9351538
mhl,2018,5617000
mhl,2019,595000.4
mkd,2005,7163326051.75
mkd,2006,-482644056.33
mkd,2007,940921072.5
mkd,2008,-4002000000
mkd,2009,-11132000000
mkd,2010,-11068000000
mkd,2011,-12262000000
mkd,2012,-18354000000
mkd,2013,-19846462259.5
mkd,2014,-22867955851
mkd,2015,-19934441422
mkd,2016,-16493556357
mkd,2017,-17137804332
mkd,2018,-11598699249
mkd,2019,-13619847613
mli,2000,-58081666000
mli,2001,-81882283000
mli,2002,-97389088221.08
mli,2003,-36354232436.203
mli,2004,-77113022116.446
mli,2005,-69787707467.265
mli,2006,983494003400
mli,2007,-161900000000
mli,2008,-68227000000
mli,2009,-87323000169
mli,2010,-116546000000
mli,2011,-175449000000
mli,2012,29000000
mli,2013,-77153000000
mli,2014,-86009608000
mli,2015,-201159836362
mli,2016,-294000000000
mli,2017,-151000000000
mli,2018,-437641000000
mli,2019,-158971849145
mlt,1972,-5986489.63429
mlt,1973,24248777.07897
mlt,1974,15560214.30235
mlt,1975,20684835.77918
mlt,1976,29443279.75775
mlt,1977,21569997.67063
mlt,1978,44491031.91242
mlt,1980,28138830.65455
mlt,1981,64313999.53413
mlt,1982,42767295.59748
mlt,1983,45073375.26205
mlt,1984,14861402.28279
mlt,1985,14651758.67692
mlt,1986,-32890752.38761
mlt,1987,-81155369.20568
mlt,1988,9829955.74191
mlt,1989,-82599580.71279
mlt,1990,-211504717.15748
mlt,1991,-223550393.71185
mlt,1992,-132882260.72823
mlt,1993,-174987868.86425
mlt,1994,-239611295.78436
mlt,1995,-248506871.65153
mlt,1996,-571777311.9031
mlt,1997,-557204751.92173
mlt,1998,-778921500.11647
mlt,1999,-592948986.72257
mlt,2000,-536095970.18402
mlt,2001,-612245515.95621
mlt,2002,-569226648.03168
mlt,2003,-997868623.34032
mlt,2004,-488369438.62101
mlt,2005,-343780573.02586
mlt,2006,-314171907.75681
mlt,2007,-285241090.14675
mlt,2008,-255742000
mlt,2009,-198584000
mlt,2010,-160732000
mlt,2011,-162991000
mlt,2012,-247338000
mlt,2013,-182702000
mlt,2014,-145438000
mlt,2015,-103021000
mlt,2016,94807000
mlt,2017,365130000
mlt,2018,240564000
mlt,2019,59105000
mmr,2003,-206164000000
mmr,2004,-179226000000
mmr,2005,-182711000000
mmr,2012,821749941000
mmr,2013,-820008724000
mmr,2014,-690518297000
mmr,2015,-3109135815000
mmr,2016,-2383791432000
mmr,2017,-5196415913000
mmr,2018,-771302383000
mmr,2019,-4102122958000
mng,1992,-291000000
mng,1993,6166000000
mng,1994,1441000000
mng,1995,15912000000
mng,1996,5491000000
mng,1997,-284000000
mng,1998,-9175000000
mng,1999,-29343000000
mng,2000,2246000000
mng,2001,13839000000
mng,2002,-19396356652.1669
mng,2003,-6961703222
mng,2006,111002745520.69299
mng,2007,353705729832.90002
mng,2008,-215244107972.5
mng,2009,-269701538613.98999
mng,2010,256620921160
mng,2011,-348693382093.07001
mng,2012,-1183140142276.31006
mng,2013,-210787183096
mng,2014,-750361989093.57983
mng,2015,-1090707107546
mng,2016,-3054522407512.00977
mng,2017,-766203745680.87012
mng,2018,1135875142289.33008
moz,2010,-12152494440
moz,2011,-13502428940.793
moz,2012,-11452898728.948
moz,2016,-23460285785.3952
moz,2017,12225605120.162
moz,2018,-35640409970.49
moz,2019,21101622000
mus,1973,-400000
mus,1974,-128700000
mus,1975,-117100000
mus,1976,-115700000
mus,1977,-352300000
mus,1978,-550500000
mus,1979,-717400000
mus,1980,-557200000
mus,1981,-880700000
mus,1982,-1047500000
mus,1983,-575300000
mus,1984,-412000000
mus,1985,-470800000
mus,1986,-83600000
mus,1987,265300000
mus,1988,304500000
mus,1989,215300000
mus,1990,121300000
mus,1991,232800000
mus,1992,-114400000
mus,1993,293400000
mus,1994,-65200000
mus,1995,-844200000
mus,1996,-2590500000
mus,1997,-1920800000
mus,1998,-903000000
mus,1999,-2262000000
mus,2000,-1284000000
mus,2001,-5020100000
mus,2002,-5108200000
mus,2003,-4781800000
mus,2004,-5209400000
mus,2005,-3783900000
mus,2006,-5834700000
mus,2007,-4968500000
mus,2008,1700000000
mus,2009,1623900000
mus,2010,-7080960000
mus,2011,-3699100000
mus,2012,-2035300000
mus,2013,-10812907000
mus,2014,-8388100000
mus,2015,-3496963000
mus,2016,-9826726000
mus,2017,-10254209730
mus,2018,-9268548422
mus,2019,-10820794670.3
mwi,2009,-40425132357
mwi,2010,424002957
mwi,2011,-23039673235
mwi,2012,-80138162224
mwi,2013,-18304721529.581
mwi,2014,-124514283071.142
mwi,2015,-141603724656.27399
mwi,2016,-129575400716.593
mwi,2017,-138399526099.15601
mwi,2018,-299621675688.08899
mwi,2019,-355542726541.69897
mwi,2020,-558133005709.35095
mys,1996,3689000000
mys,1997,8228000000
mys,1998,-2328000000
mys,1999,-11519300000
mys,2000,-14698600000
mys,2001,-12360303000
mys,2002,-18783000000
mys,2003,-20320000000
mys,2004,-19550000000
mys,2005,-20443000000
mys,2006,-17661773817.84
mys,2007,-21121578928.43
mys,2008,-33945803058.81
mys,2009,-43722050772.3
mys,2010,-41076350123.35
mys,2011,-42091938000
mys,2012,-42603599000
mys,2013,-38373878000
mys,2014,-36587959000
mys,2015,-36505221000
mys,2016,-37804188388.73
mys,2017,-39565330262.37
mys,2018,-52484377871.8199
mys,2019,-50986351501
nam,1991,-176400000
nam,1992,-404700000
nam,1999,-578000000
nam,2000,-363660946.84
nam,2001,-988103050.84
nam,2002,-276489216.47
nam,2003,-2087426875.28
nam,2004,-739738549.84
nam,2005,93358504.66
nam,2006,2944803210.16
nam,2007,4489038813.3
nam,2008,2626570266.06
nam,2009,-222310125.49
nam,2010,-3882884263.52
nam,2011,-5457612470.3
nam,2012,605895701.93
nam,2013,-4380555283.59
nam,2014,-8797801997.92
nam,2015,-12339606963.98
nam,2016,-11170442935.04
nam,2017,-6989646193.93
nam,2018,-4530789426.23537
nam,2019,13126545338.56
ner,1976,-4899000000
ner,1977,-4856000000
ner,1978,-8163000000
ner,1979,-8260000000
ner,1980,-21291000000
nic,1990,-53568000
nic,1991,438110000
nic,1992,-204470000
nic,1993,8800000
nic,1994,-417950000
nic,1995,153010000
nic,1996,-182000000
nic,1997,-158960000
nic,1998,-301910000
nic,1999,-961610000
nic,2000,-1814140000
nic,2001,-3532000000
nic,2002,-1413829910
nic,2003,-1763634040
nic,2004,-1579749620
nic,2005,-1494000000
nic,2006,61600600
nic,2007,440692400
nic,2008,-1438049920
nic,2009,-2853965211.92
nic,2010,-1351335257.808
nic,2011,1005569363
nic,2012,1262741027
nic,2013,176514226
nic,2014,-861273777.9775
nic,2015,-2027835552.2319
nic,2016,-2228766345.51349
nic,2017,-2435746202.82709
nic,2018,-7967607860.95959
nic,2019,1083525947.20309
nld,1973,2078313389.69285
nld,1974,1447558889.32756
nld,1975,-1148063946.70811
nld,1976,-780501971.67499
nld,1977,-730586147.90506
nld,1978,-2436799760.40398
nld,1979,-4424357106.87885
nld,1980,-4991582376.9915
nld,1981,-7228718842.31593
nld,1982,-10332575520.3725
nld,1983,-10219130466.3499
nld,1984,-11321816391.4486
nld,1985,-8158968285.30113
nld,1986,-8771571577.02237
nld,1987,-11634924740.5507
nld,1988,-9061990915.31979
nld,1989,-11553244301.6555
nld,1990,-10632070462.9917
nld,1991,-5694941711.93167
nld,1992,-8635437512.19464
nld,1993,-8190732900.42676
nld,1994,-11789210014.0221
nld,1995,-28838000000
nld,1996,-6952000000
nld,1997,-8696000000
nld,1998,-5311000000
nld,1999,1023000000
nld,2000,5332000000
nld,2001,-1363000000
nld,2002,-8184000000
nld,2003,-13765000000
nld,2004,-7889000000
nld,2005,-495000000
nld,2006,2261000000
nld,2007,1588000000
nld,2008,5857000000
nld,2009,-25981000000
nld,2010,-26387000000
nld,2011,-24488000000
nld,2012,-22724000000
nld,2013,-16949000000
nld,2014,-12881000000
nld,2015,-12703000000
nld,2016,-308000000
nld,2017,9822000000
nld,2018,12003000000
nld,2019,15286000000
nor,1972,3239000000
nor,1973,4518000000
nor,1974,4472000000
nor,1975,3621000000
nor,1976,2187000000
nor,1977,501000000
nor,1978,-2136000000
nor,1979,-480000000
nor,1980,9747000000
nor,1981,17686000000
nor,1982,15690000000
nor,1983,23023000000
nor,1984,26931000000
nor,1985,40377000000
nor,1986,40822000000
nor,1987,26527000000
nor,1988,20414000000
nor,1989,10763000000
nor,1990,13742000000
nor,1991,2931000000
nor,1992,-19408000000
nor,1993,-19966000000
nor,1994,-7614000000
nor,1995,30666000000
nor,1996,66672000000
nor,1997,86377000000
nor,1998,52785000000
nor,1999,83695000000
nor,2000,232165000000
nor,2001,217369000000
nor,2002,140279000000
nor,2003,132843000000
nor,2004,204044000000
nor,2005,294132000000
nor,2006,398938000000
nor,2007,412213000000
nor,2008,512820000000
nor,2009,272789000000
nor,2010,304712000000
nor,2011,392240000000
nor,2012,424660000000
nor,2013,351563000000
nor,2014,294812000000
nor,2015,197370000000
nor,2016,138776000000
nor,2017,176947000000
nor,2018,295286000000
nor,2019,252737000000
npl,2010,-16381315000
npl,2011,-13676516000
npl,2012,-9554770000
npl,2013,29278490000
npl,2014,34902931000
npl,2015,22527625907.47
npl,2016,30689561292.09
npl,2017,-91479028486.42909
npl,2018,-164304562852.81
npl,2019,-184985769000
nru,2014,9268940.64
nru,2015,-1336284.623
nru,2016,13545994.22
nru,2017,7298673.54
nru,2018,44211889.45
nzl,1972,-85000000
nzl,1973,18000000
nzl,1974,17000000
nzl,1975,-370000000
nzl,1976,7000000
nzl,1977,-79000000
nzl,1978,-753000000
nzl,1979,-511000000
nzl,1980,-925000000
nzl,1981,-1322000000
nzl,1982,-1673000000
nzl,1983,-2384000000
nzl,1984,-2450000000
nzl,1985,-1397000000
nzl,1986,-1868000000
nzl,1987,-1147000000
nzl,1988,-1332000000
nzl,2002,2203372000
nzl,2003,4053025000
nzl,2004,5483856000
nzl,2005,7070534000
nzl,2006,7980000000
nzl,2007,5612000000
nzl,2008,5938000000
nzl,2009,869450000
nzl,2010,-5363410000
nzl,2011,-14012900000
nzl,2012,-5118690000
nzl,2013,-2422600000
nzl,2014,-1061680000
nzl,2015,709700000
nzl,2016,2058850000
nzl,2017,4117380000
nzl,2018,3748740000
nzl,2019,4870880000
pan,2014,-1812116515.798
pan,2015,-2245662715.93777
pan,2016,-2006882293.41
pan,2017,-1801293440.89
pan,2018,-1766270836.40001
per,1972,-3
per,1973,-12
per,1974,-10
per,1975,-18
per,1976,-32
per,1977,-38
per,1978,-85
per,1979,-19
per,1980,-142
per,1981,-420
per,1982,-557
per,1983,-2343
per,1984,-3064
per,1985,-4563
per,1986,-14734
per,1987,-44988
per,1988,-155000
per,1989,-5956000
per,1990,-441460000
per,1991,-543800000
per,1992,-1554080000
per,1993,-2020350000
per,1994,-1871990000
per,1995,-1588100000
per,1996,3659900000
per,1997,757800000
per,1998,-622300000
per,1999,-4090300000
per,2000,-3822100000
per,2001,-3879400000
per,2002,-2789900000
per,2003,-3576497000
per,2004,-2853288000
per,2005,-2157705000
per,2006,5521804190.06633
per,2007,5727738938.43673
per,2008,7526980843.34111
per,2009,-4160926655.72681
per,2010,2101221931.48209
per,2011,6192797958.79181
per,2012,10384970309.6241
per,2013,5733135044.37354
per,2014,-1776131306.88216
per,2015,-14564445920.91
per,2016,-11440632495.1985
per,2017,-23519845765.4382
per,2018,-15328811672.9241
per,2019,-16394484246.4658
phl,1990,-30282000000
phl,1991,-18683000000
phl,1992,-22915000000
phl,1993,-11989000000
phl,2000,-149554000000
phl,2001,-162012000000
phl,2002,-219535000000
phl,2003,-205010000000
phl,2004,-196623000000
phl,2005,-251633000000
phl,2006,-78461000000
phl,2007,-97512000000
phl,2008,-92753000000
phl,2009,-302216000000
phl,2010,-311572000000
phl,2011,-171269000000
phl,2012,-205887000000
phl,2013,-140002000000
phl,2014,-62619000000
phl,2015,-177757000000
phl,2016,-330317000000
phl,2017,-350347000000
phl,2018,-565056320000
phl,2019,-640732660000
plw,2008,-3395218.93473
plw,2009,-1607869.55119
plw,2010,-1793691.22952
plw,2011,2510799.16843
plw,2012,2161392.47509
plw,2013,1674021
plw,2014,8770701
plw,2015,14429981
plw,2016,10661305
plw,2017,13329244
plw,2018,17826215.03224
plw,2019,970000
png,1990,-66850000
png,1991,-60380000
png,1992,-231050000
png,1993,-278060000
png,1994,-137556000
png,1995,-28977000
png,1996,38849000
png,1997,20301000
png,1998,-136050000
png,1999,-241729000
png,2000,-183308000
png,2001,-132515000
png,2002,-263810000
png,2014,-3579100000
png,2015,-3070341811.22998
png,2016,-3082049771.00005
png,2017,-1794645726.40829
png,2018,-2048370057.81995
png,2019,-4172025789.78797
pol,1984,-4440000
pol,1985,-18090000
pol,1986,40000
pol,1987,-15190000
pol,1988,-44450000
pol,1994,-4886000000
pol,1995,-6899000000
pol,1996,-12397000000
pol,1997,-15720000000
pol,1998,-17330000000
pol,1999,-9848000000
pol,2000,-27103000000
pol,2001,-36462000000
pol,2002,-36698000000
pol,2003,-48159000000
pol,2004,-48160000000
pol,2005,-37824700000
pol,2006,-35009000000
pol,2007,-22276000000
pol,2008,-43807000000
pol,2009,-84646000000
pol,2010,-88513000000
pol,2011,-64257000000
pol,2012,-55737000000
pol,2013,-65928000000
pol,2014,-57573690000
pol,2015,-45768700000
pol,2016,-49455000000
pol,2017,-31616000000
pol,2018,1590000000
pol,2019,-11145000000
prt,1975,-136670623.79665
prt,1976,-226454245.2689
prt,1978,-328209016.27078
prt,1979,-397541923.96325
prt,1980,-477848385.3912
prt,1981,-687343502.1598
prt,1982,-729741323.41058
prt,1983,-810047784.83853
prt,1984,-929759280.13488
prt,1985,-2190720363.92295
prt,1986,-2109915104.59792
prt,1987,-1906355682.80448
prt,1988,-1778104767.51024
prt,1989,-1392144930.71695
prt,1990,-2292475134.92482
prt,1995,-4676623000
prt,1996,-4209036000
prt,1997,-3379282000
prt,1998,-5298029000
prt,1999,-3905084000
prt,2000,-3646926000
prt,2001,-5968925000
prt,2002,-4100795000
prt,2003,-7571171000
prt,2004,-8888982000
prt,2005,-9142746000.00001
prt,2006,-6744834999.99999
prt,2007,-4622586000
prt,2008,-5529935000
prt,2009,-15933065000
prt,2010,-18929786000
prt,2011,-13276663000
prt,2012,-11241275000
prt,2013,-9021272000
prt,2014,-13384625000
prt,2015,-8771334000
prt,2016,-4455193000
prt,2017,-6109055000
prt,2018,-1215277000
prt,2019,-411559000
pry,2005,498000000000
pry,2006,647300000000
pry,2007,1080485976473.80005
pry,2008,2367346756572
pry,2009,583817576106
pry,2010,1826045124558
pry,2011,1700418738217
pry,2012,-1066347245024
pry,2013,-1792490000000
pry,2014,-85806190015
pry,2015,-1176261281223
pry,2016,352330639645
pry,2017,787520202120
pry,2018,-2347542321714
pry,2019,-5646218385958
rou,1980,537800
rou,1981,1207000
rou,1982,2382100
rou,1983,2527100
rou,1984,5344200
rou,1985,2122200
rou,1986,3640600
rou,1987,6045600
rou,1988,5046700
rou,1989,6630200
rou,1990,804000
rou,1991,4283000
rou,1992,-20556000
rou,1993,7741000
rou,1994,-102879000
rou,1995,-158700000
rou,1996,-419700000
rou,1997,-1139900000
rou,1998,-1194300000
rou,1999,-2506500000
rou,2000,-3944900000
rou,2001,-4276100000
rou,2002,-2940000000
rou,2003,-3082400000
rou,2004,-2173900000
rou,2005,-2247400000
rou,2006,-7354300000
rou,2007,-10633900000
rou,2008,-23480600000
rou,2009,-44293700000
rou,2010,-36034400000
rou,2011,-26934000000
rou,2012,-18899100000
rou,2013,-14084100000
rou,2014,-11393200000
rou,2015,-9551100000
rou,2016,-21529200000
rou,2017,-24081500000
rou,2018,-27276500000
rou,2019,-44647400000
rus,1994,-42714000000
rus,1995,133152000000
rus,1998,-164502000000
rus,1999,-5704000000
rus,2000,180392000000
rus,2001,235240000000
rus,2002,760634000000
rus,2003,291579067957.34998
rus,2004,899191899500
rus,2005,2135707900000
rus,2006,2160400000000
rus,2007,2056700000000
rus,2008,2319700000000
rus,2009,-2030800000000
rus,2010,-865900000000
rus,2011,1837500000000
rus,2012,1566200000000
rus,2013,622800000000
rus,2014,-729254504519.03101
rus,2015,-1885834454668.65991
rus,2016,-1905577000000
rus,2017,-1425907000000
rus,2018,3115144000000
rus,2019,2469515400000
rwa,1990,-11421000000
rwa,1991,-7920000000
rwa,1992,-15349000000
rwa,2014,-98100202370.63988
rwa,2015,-141868002384.229
rwa,2016,-141854479814.23499
rwa,2017,-236933230217.48901
rwa,2018,-242381648155.5
rwa,2019,-398543186632.10199
sau,2010,86987418892.60001
sau,2011,290830000000
sau,2012,329338888190.65997
sau,2013,157875000000
sau,2014,-100462000000
sau,2015,-388598000000
sau,2016,-311064526574.52002
sau,2017,-238492679548.48999
sau,2018,-173345000000
sau,2019,-132635292024.5
sdn,1998,-89860000
sdn,1999,-104620000
sdn,2009,-4549300000
sdn,2010,-7323900000
sdn,2012,-7436500000
sdn,2013,-5794900000
sdn,2014,-3989500000
sdn,2015,-6366800000
sdn,2016,-11124300000
sen,2015,-398975722153.92999
sen,2016,-258163842124.51001
sen,2017,-488969928703.35297
sen,2018,-487447836553.5
sgp,1972,451000000
sgp,1973,696000000
sgp,1974,813000000
sgp,1975,990000000
sgp,1976,604000000
sgp,1977,700000000
sgp,1978,756000000
sgp,1979,1155000000
sgp,1980,1593000000
sgp,1981,1863000000
sgp,1982,3125000000
sgp,1983,3444000000
sgp,1984,1223000000
sgp,1985,4184000000
sgp,1986,3534000000
sgp,1987,-1466000000
sgp,1988,2717000000
sgp,1989,4152000000
sgp,1990,7413000000
sgp,1991,7268000000
sgp,1992,10759000000
sgp,1993,17233000000
sgp,1994,22918000000
sgp,1995,23685000000
sgp,1996,22215000000
sgp,1997,30084000000
sgp,1998,15592000000
sgp,1999,17753000000
sgp,2000,18279000000
sgp,2001,8830000000
sgp,2002,7551000000
sgp,2003,4965000000
sgp,2004,7514000000
sgp,2005,13548000000
sgp,2006,14513000000
sgp,2007,30310000000
sgp,2008,20904000000
sgp,2009,4421322000
sgp,2010,24406800000
sgp,2011,31889500000
sgp,2012,31184800000
sgp,2013,31006200000
sgp,2014,28332600000
sgp,2015,17777700000
sgp,2016,22209185941.21
sgp,2017,35872536600
sgp,2018,24283874227.9532
sgp,2019,38123821147.438
slb,2011,499382941.6815
slb,2012,403913294.52411
slb,2013,335286710.21783
slb,2014,209513845.15
slb,2015,83686073.23776
slb,2016,-390137117.42
slb,2017,-263327468.07352
slb,2018,191099059.13961
slb,2019,-201698000.51001
slb,2020,-307588465.83281
slv,1998,10650000
slv,1999,-142430000
slv,2000,259470000
slv,2001,-460500000
slv,2002,-677200000
slv,2003,-375900000
slv,2004,-519100000
slv,2005,-747800000
slv,2006,-601400000
slv,2007,167900000
slv,2008,71200000
slv,2009,-1048700000
slv,2010,-568400000
slv,2011,-514523567.2
slv,2012,-182865027.33
slv,2013,-333800000
slv,2014,-517148956.90646
slv,2015,-305969424.35415
slv,2016,-44960917.36415
slv,2017,-143798429.50414
slv,2018,-161400000
slv,2019,-239200000
smr,1995,19400000000
smr,2002,12057995.1
smr,2003,29108763.86
smr,2004,25865916.4
smr,2005,59514602.3
smr,2006,74241626.85
smr,2007,55128496.24
smr,2019,-36644617
som,2017,2687840.87126
som,2018,7774710.92218
som,2019,26467512.5283
srb,2007,-21212500000
srb,2008,-46008533543.25
srb,2009,-75663100000
srb,2010,-115415344000
srb,2011,-142031900400.72
srb,2012,-218263475000
srb,2013,-180187012435.89001
srb,2014,-193567983135.56
srb,2015,-125082166368.99001
srb,2016,-41457665864.6001
srb,2017,37892710528.71
srb,2018,32463542851.9099
srb,2019,11074153244.73
svk,1995,-85458000
svk,1996,-1724141000
svk,1997,-1240081000
svk,1998,-1182444000
svk,1999,-1854691000
svk,2000,-4124108000
svk,2001,-2480624000
svk,2002,-3199169000
svk,2003,-1279468000
svk,2004,-1290855000
svk,2005,-1576745000
svk,2006,-1968972000
svk,2007,-1332842000
svk,2008,-1773451000
svk,2009,-4869773000
svk,2010,-4591522000
svk,2011,-3068768000
svk,2012,-3407688000
svk,2013,-2397685000
svk,2014,-2313996000
svk,2015,-2245354000
svk,2016,-2532862000
svk,2017,-768564000
svk,2018,-1018988000
svk,2019,-1415013000
svn,1994,-10432315.13937
svn,2002,-518618000
svn,2003,-647226000
svn,2004,-511730000
svn,2005,-372459000
svn,2006,-362996000
svn,2007,30006000
svn,2008,-270205000
svn,2009,-1931575000
svn,2010,-1941369000
svn,2011,-2485771000
svn,2012,-1466912000
svn,2013,-5261701000
svn,2014,-2022851000
svn,2015,-1218911000
svn,2016,-847947000
svn,2017,-39581000
svn,2018,417233000
svn,2019,280953000
swe,1972,9540000000
swe,1973,7110000000
swe,1974,4370000000
swe,1975,5150000000
swe,1976,14090000000
swe,1977,9110000000
swe,1978,-1730000000
swe,1979,-16190000000
swe,1980,-22040000000
swe,1981,-31630000000
swe,1982,-32030000000
swe,1983,-48350000000
swe,1984,-39000000000
swe,1985,-36490000000
swe,1986,-29240000000
swe,1987,16980000000
swe,1988,30110000000
swe,1989,47780000000
swe,1990,46840000000
swe,1991,-5170000000
swe,1992,-55020000000
swe,1993,-202520000000
swe,1994,-184280000000
swe,1995,-126019000000
swe,1996,-54023000000
swe,1997,-22332000000
swe,1998,21514000000
swe,1999,21733000000
swe,2000,74300000000
swe,2001,40915000000
swe,2002,-22840000000
swe,2003,-25382000000
swe,2004,8757000000
swe,2005,42104000000
swe,2006,65803000000
swe,2007,107558000000
swe,2008,68648000000
swe,2009,-16054000000
swe,2010,-6553000000
swe,2011,4872000000
swe,2012,-29857000000
swe,2013,-49438000000
swe,2014,-44435000000
swe,2015,15945000000
swe,2016,69691000000
swe,2017,75861000000
swe,2018,72695000000
swe,2019,69203000000
syc,1985,-75300000
syc,1986,-148100000
syc,1987,10600000
syc,1988,31900000
syc,1989,12000000
syc,1993,-119600000
syc,1994,-37000000
syc,1995,-104300000
syc,1996,-331100000
syc,1997,-392100000
syc,1998,-479000000
syc,1999,-371400000
syc,2000,-488100000
syc,2005,359673287.51
syc,2006,126572000
syc,2007,-349616657.81
syc,2008,667105936.26
syc,2009,388526921.24
syc,2010,122922355.23
syc,2011,728856590.23
syc,2012,742857865.79
syc,2013,377236381.7
syc,2014,260630290.55
syc,2015,196032680.13
syc,2016,-80870035.9
syc,2017,113397003.575
syc,2018,700799117.39
tgo,2004,-3434214267
tgo,2005,-64009522736
tgo,2006,-40623232965
tgo,2007,-9953150838.42001
tgo,2008,3817057618.10999
tgo,2009,-8262861437
tgo,2010,-4973302626
tgo,2011,-19200000000
tgo,2012,-122437126378.927
tgo,2013,-64251058648
tgo,2014,-75304869023.22189
tgo,2015,-155168729804.33301
tgo,2016,-193931366451.71097
tgo,2017,8854532924.17798
tgo,2018,-23033430235.744
tgo,2019,73919143188.07201
tha,1972,-6213000000
tha,1973,-6277000000
tha,1974,2835000000
tha,1975,-5377000000
tha,1976,-12289000000
tha,1977,-11969000000
tha,1978,-16827000000
tha,1979,-19038000000
tha,1980,-27657000000
tha,1981,-27140000000
tha,1982,-48860000000
tha,1983,-34073000000
tha,1984,-33770000000
tha,1985,-50120000000
tha,1986,-43169000000
tha,1987,-23360000000
tha,1988,21090000000
tha,1989,57144000000
tha,1990,103735000000
tha,1991,121110000000
tha,1992,86106000000
tha,1993,68291000000
tha,1994,79813000000
tha,1995,122489000000
tha,1996,118152000000
tha,1997,-84281000000
tha,1998,-293835000000
