geo,time,gc_nld_totl_cn
fin,1983,-1067152393.39824
fin,1984,-216626049.28244
fin,1985,-68116110.21692
fin,1986,506750222.42857
fin,1987,-704707411.87374
fin,1988,880463795.02605
fin,1989,2011863976.33256
fin,1990,914101380.31836
fin,1991,-4357917362.54423
fin,1992,-6930351697.77305
fin,1993,-8878977013.75609
fin,1994,-8290319271.14087
fin,1995,-7142000000
fin,1996,-4270000000
fin,1997,-763000000
fin,1998,2278000000
fin,1999,2337000000
fin,2000,9093000000
fin,2001,7815000000
fin,2002,6577000000
fin,2003,4719000000
fin,2004,4745000000
fin,2005,5565000000
fin,2006,7442000000
fin,2007,9900000000
fin,2008,8877000000
fin,2009,-3381000000
fin,2010,-4361000000
fin,2011,-963000000
fin,2012,-2211000000
fin,2013,-3712000000
fin,2014,-4667000000
fin,2015,-3806000000
fin,2016,-2796000000
fin,2017,-1012000000
fin,2018,-58000000
fin,2019,608000000
fji,1990,16960000
fji,1991,-67070000
fji,1992,-61080000
fji,1993,-109950000
fji,1994,-92720000
fji,1995,-84690000
fji,1996,-137920000
fji,2005,-167220000
fji,2006,-156607466.5
fji,2010,-141649023.28111
fji,2011,-110863029.66
fji,2012,-155850335.33
fji,2013,-115496970.59
fji,2014,-240876583.23
fji,2015,-211049620.51
fji,2016,-83849885.7
fji,2017,-98340800.98
fji,2018,-508586566.42378
fji,2019,-437691783.95
fra,1972,2195265848.21873
fra,1973,2866041524.06327
fra,1974,2942266032.68204
fra,1975,-2881286425.78703
fra,1976,1661694287.88773
fra,1977,106714312.06651
fra,1978,-3735000922.31664
fra,1979,-350632739.64645
fra,1980,2301980160.28406
fra,1981,-5976001475.70639
fra,1982,-10900104732.4746
fra,1983,-15290636428.9119
fra,1984,-16144350925.4417
fra,1985,-18004228935.7382
fra,1986,-19162841466.7417
fra,1987,-14129584713.6327
fra,1988,-12910145024.7505
fra,1989,-10137859646.2881
fra,1990,-14741819966.8582
fra,1991,-20214739685.6803
fra,1992,-39941642516.2019
fra,1993,-63327321760.4209
fra,1994,-64928036441.4126
fra,1995,-58421000000
fra,1996,-47998000000
fra,1997,-48697000000
fra,1998,-34792000000
fra,1999,-25320000000
fra,2000,-20668000000
fra,2001,-22130000000
fra,2002,-51618000000
fra,2003,-65813000000
fra,2004,-58343000000
fra,2005,-55803000000
fra,2006,-41222000000
fra,2007,-43051000000
fra,2008,-55052000000
fra,2009,-132641000000
fra,2010,-135446000000
fra,2011,-105347000000
fra,2012,-100373000000
fra,2013,-77960000000
fra,2014,-79096000000
fra,2015,-79595000000
fra,2016,-84300000000
fra,2017,-69601000000
fra,2018,-56749000000
fra,2019,-72083000000
fsm,2008,1637113.8259
fsm,2009,5118122.563
fsm,2010,2896293.22
fsm,2011,1207524
fsm,2012,7971452
fsm,2013,11193632
fsm,2014,42923744.21
fsm,2015,35378533.21
fsm,2016,26612002
fsm,2017,46801308.03341
fsm,2018,97944833.83385
fsm,2019,71223528.04355
gab,2012,151491990984.45999
gab,2013,149874266472.51999
gab,2014,304759733143.64001
gab,2015,-195132569717.02097
gab,2016,-399090935117.84399
gab,2017,19589635832.4412
gab,2018,38419105091.5708
gab,2019,286394027759.15002
gbr,1972,530000000
gbr,1973,-338000000
gbr,1974,-870000000
gbr,1975,-3480000000
gbr,1976,-4443000000
gbr,1977,-3271000000
gbr,1978,-6732000000
gbr,1979,-7640000000
gbr,1980,-6427000000
gbr,1981,-10291000000
gbr,1982,-5950000000
gbr,1983,-8604000000
gbr,1984,-9014000000
gbr,1985,-6596000000
gbr,1986,-6830000000
gbr,1987,-5205000000
gbr,1988,4180000000
gbr,1989,6173000000
gbr,1990,-5599000000
gbr,1991,-15128000000
gbr,1992,-41022000000
gbr,1993,-52980000000
gbr,1994,-46216000000
gbr,1995,-40520000000
gbr,1996,-32142000000
gbr,1997,-17098000000
gbr,1998,698000000
gbr,1999,9488000000
gbr,2000,18874000000
gbr,2001,6772000000
gbr,2002,-19607000000
gbr,2003,-38413000000
gbr,2004,-35632000000
gbr,2005,-37890000000
gbr,2006,-39164000000
gbr,2007,-38253000000
gbr,2008,-76444000000
gbr,2009,-147452000000
gbr,2010,-145590000000
gbr,2011,-120555000000
gbr,2012,-131608000000
gbr,2013,-95747000000
gbr,2014,-104954000000
gbr,2015,-85886000000
gbr,2016,-58697000000
gbr,2017,-41393000000
gbr,2018,-41127000000
gbr,2019,-41926000000
geo,1995,-108600000
geo,1996,-221900000
geo,1997,-275500000
geo,1998,-135400000
geo,1999,-180825000
geo,2000,-36000000
geo,2001,-35856000
geo,2002,-64260000
geo,2003,-76500000
geo,2004,52600000
geo,2005,177200000
geo,2006,214500000
geo,2007,129600000
geo,2008,-361700000
geo,2009,-1395100000
geo,2010,-918600000
geo,2011,-293900000
geo,2012,-121000000
geo,2013,-248600000
geo,2014,-702200000
geo,2015,-390400000
geo,2016,-546000000
geo,2017,-229700000
geo,2018,-808200000
geo,2019,-966100000
geo,2020,-4119300000
gha,2001,-247712100
gha,2002,-245331900
gha,2003,-239651545
gha,2004,-108637804
gha,2005,-137029296
gha,2006,-786535997
gha,2007,-1085336680
gha,2008,-1772639219
gha,2009,-2066515747
gha,2010,-3314982110
gha,2011,-2343529503
gha,2012,-7751137507.54263
gha,2013,-10343952767.9707
gha,2014,-8901433176.80056
gha,2015,-16767564158.6319
gha,2016,-15608036816.2414
gha,2017,-12246116147.5
gha,2018,-11418684701.2
gha,2019,-15206498701.634
gin,1989,-51682000000
gin,1990,-60692000000
gin,1991,-80640000000
gin,1992,-84665000000
gmb,1990,52360000
gnb,2017,-12318726726.2688
gnb,2019,-32719619136.847
gnq,2006,1149481000000
gnq,2007,1075045000000
gnq,2008,1292456000000
gnq,2009,-219432000000
gnq,2010,-365922000000
gnq,2011,82009368409.25
gnq,2012,-828790187770.50891
gnq,2013,-617736250329.849
gnq,2014,-499110474511.69098
gnq,2015,-261085327914.65302
gnq,2016,-268671802448.772
gnq,2017,-149565592788.20001
gnq,2018,7577302442.07104
gnq,2019,129391860626.465
grc,1972,-18958180.48423
grc,1973,-38092443.14013
grc,1974,-68936170.21277
grc,1975,-74717534.8496
grc,1976,-96316947.90902
grc,1977,-137021276.59574
grc,1978,-139398385.91342
grc,1979,-158239178.28319
grc,1980,-237681584.73954
grc,1981,-643257520.17608
grc,1982,-1393220836.39032
grc,1983,-464475421.86354
grc,1984,-1557241379.31034
grc,1985,-1944768892.14967
grc,1986,-1776610418.19515
grc,1987,-2466881878.20983
grc,1988,-3380777696.25824
grc,1989,-6816082171.68009
grc,1990,-8947498165.81069
grc,1995,-9095000000
grc,1996,-8455000000
grc,1997,-6943000000
grc,1998,-7729000000
grc,1999,-7895000000
grc,2000,-5720000000
grc,2001,-8553000000
grc,2002,-9817000000
grc,2003,-14102000000
grc,2004,-16841000000
grc,2005,-12399000000
grc,2006,-12885000000
grc,2007,-15580000000
grc,2008,-24509000000
grc,2009,-35941000000
grc,2010,-24639000000
grc,2011,-21767000000
grc,2012,-17569000000
grc,2013,-24528000000
grc,2014,-6888000000
grc,2015,-10443000000
grc,2016,394000000
grc,2017,644000000
grc,2018,1174000000
grc,2019,2709000000
gtm,1990,-655460000
gtm,1991,32960000
gtm,1992,127030000
gtm,1993,-448380000
gtm,1994,-877150000
gtm,1995,-398762000
gtm,1996,-113900000
gtm,1997,-735740000
gtm,1998,-1536890000
gtm,1999,-2218400000
gtm,2000,-2666390000
gtm,2001,-2841350000
gtm,2002,-1552180000
gtm,2003,-4516040000
gtm,2004,-1992430000
gtm,2005,-3570150000
gtm,2006,-4497400000
gtm,2007,-3751112296
gtm,2008,-4684249960
gtm,2009,-9681425084.4901
gtm,2010,-10986917520.92
gtm,2011,-10184787012.77
gtm,2012,-9201424988.03
gtm,2013,-1771743029
gtm,2014,-8613604200.21001
gtm,2015,-7024406582
gtm,2016,-5573314826.27
gtm,2017,-7256909624.22
gtm,2018,-10338344441.11
gtm,2019,-13275932529.27
hnd,1972,-43600000
hnd,1973,-8200000
hnd,1974,-12800000
hnd,1975,-62600000
hnd,1976,-61600000
hnd,2003,-4236000000
hnd,2004,-1168540000
hnd,2005,-1403900000
hnd,2006,1800450000
hnd,2007,-2478754000
hnd,2008,-559216818
hnd,2009,-12288300000
hnd,2010,-8928700000
hnd,2011,-8593926937
hnd,2012,-11650290375
hnd,2013,-14059267897
hnd,2014,-10845557747.999
hnd,2015,-3956421165.02533
hrv,1991,-20490000
hrv,1992,-118330000
hrv,1993,-438470000
hrv,1994,1408270000
hrv,2001,-5272759000
hrv,2002,-7603988000
hrv,2003,-10904387000
hrv,2004,-13048195000
hrv,2005,-10061257000
hrv,2006,-9927763000
hrv,2007,-8478534000
hrv,2008,-11178440000
hrv,2009,-19684369000
hrv,2010,-21965579000
hrv,2011,-26485268000
hrv,2012,-18432828000
hrv,2013,-18341562000
hrv,2014,-18078862000
hrv,2015,-12217063000
hrv,2016,-3168503000
hrv,2017,3019015000
hrv,2018,1381805000
hrv,2019,3122129000
hun,1981,-20100000000
hun,1982,-15100000000
hun,1983,-6800000000
hun,1984,15700000000
hun,1985,-10800000000
hun,1986,-29700000000
hun,1987,-39700000000
hun,1988,-2100000000
hun,1989,-31200000000
hun,1990,17100000000
hun,1991,-115700000000
hun,1992,-240300000000
hun,1993,-312500000000
hun,1994,-351900000000
hun,1995,-509673341000
hun,1996,-338678000000
hun,1997,-488570840000
hun,1998,-744276609000
hun,1999,-614322000000
hun,2000,-369391000000
hun,2001,-633386000000
hun,2002,-1384221000000
hun,2003,-1344851000000
hun,2004,-1332353000000
hun,2005,-1637016000000
hun,2006,-2062664000000
hun,2007,-1279701000000
hun,2008,-1049094000000
hun,2009,-1156331000000
hun,2010,-985722000000
hun,2011,-1657219000000
hun,2012,-813687000000
hun,2013,-1539781500000
hun,2014,-1352132748000
hun,2015,-758245401000
hun,2016,-753755172000
hun,2017,-974427074000
hun,2018,-939827950000
hun,2019,-942360800000
idn,1972,-74000000000
idn,1973,-83000000000
idn,1974,-24000000000
idn,1975,-292000000000
idn,1976,-407000000000
idn,1977,-73000000000
idn,1978,-492000000000
idn,1979,-234000000000
idn,1980,-421000000000
idn,1981,-483000000000
idn,1982,-753000000000
idn,1983,-848000000000
idn,1984,1921000000000
idn,1985,-423000000000
idn,1986,-3520000000000
idn,1987,-1274900000000
idn,1988,-4603300000000
idn,1989,-3451700000000
idn,1990,846000000000
idn,1991,1096000000000
idn,1992,-1555000000000
idn,1993,1335000000000
idn,1994,7603000000000
idn,1995,13704000000000
idn,1996,12334000000000
idn,1997,6488400000000
idn,1998,-16686300000000
idn,2002,-5365491000000
idn,2003,-46627307801765
idn,2004,-25365291000000
idn,2008,-4121000000000
idn,2009,-88610900000000
idn,2010,-46844300000000
idn,2011,-83845000000000
idn,2012,-151657000000000
idn,2013,-209377000000000
idn,2014,-224268622679683
idn,2015,-298940989572120
idn,2016,-307999656466809
idn,2017,-340586221757934
idn,2018,-269123206801754
idn,2019,-347653212443460
ind,1974,-680000000
ind,1975,1280000000
ind,1976,1180000000
ind,1977,1920000000
ind,1978,-1209999999.99998
ind,1979,-11210000000
ind,1980,-14760000000
ind,1981,-8670000000
ind,1982,-15200000000
ind,1983,-28760000000
ind,1984,-50470000000
ind,1985,-64660000000
ind,1986,-93010000000
ind,1987,-111390000000
ind,1988,-131560000000
ind,1989,-135440000000
ind,1990,-195090000000
ind,1991,-148970000000
ind,1992,-175580000000
ind,1993,-342020000000
ind,1994,-247020000000
ind,1995,-262900000000
ind,1996,-281570000000
ind,1997,-431180000000
ind,1998,-585370000000
ind,1999,-652360000000
ind,2000,-815360000000
ind,2001,-1006680000000
ind,2002,-1161970000000
ind,2003,-957850000000
ind,2004,-1037520000000
ind,2005,-1173710000000
ind,2006,-963260000000
ind,2007,-234700000000
ind,2008,-2741960000000
ind,2009,-3510140000000
ind,2010,-2657240000000
ind,2011,-2801300000000
ind,2012,-3743400000000
ind,2013,-4567250000000
ind,2014,-4048891455000
ind,2015,-3822810000000
ind,2016,-3722500000000
ind,2017,-4365250000000
ind,2018,-4353140000000
irl,1972,-67296118.15675
irl,1973,-82532975.09789
irl,1974,-187921235.60752
irl,1975,-420283303.96006
irl,1976,-342829281.17588
irl,1977,-410125399.33262
irl,1978,-675500657.72433
irl,1979,-869770583.72399
irl,1980,-1083086580.9001
irl,1981,-1455119837.87984
irl,1982,-1886830784.54577
irl,1983,-1787791214.42828
irl,1984,-1657008192.35006
irl,1985,-2191567923.36877
irl,1986,-2299495660.03526
irl,1987,-2220771899.17265
irl,1988,-1329415768.11531
irl,1989,-675500657.72427
irl,1990,-898339690.48864
irl,1991,-936939728.07291
irl,1992,-1085626057.05688
irl,1993,-1204359264.77084
irl,1994,-1124943496.65552
irl,1995,-1098631000
irl,1996,-77117000
irl,1997,979199000
irl,1998,1807856000
irl,1999,3340236000
irl,2000,5402192000
irl,2001,1728809000
irl,2002,-268758000
irl,2003,81847000
irl,2004,1911459000
irl,2005,2341679000
irl,2006,4810399000
irl,2007,895133000
irl,2008,-12490308000
irl,2009,-23418717000
irl,2010,-53746304000
irl,2011,-22160776000
irl,2012,-14551513000
irl,2013,-11431628000
irl,2014,-7126884000
irl,2015,-5747316999.99999
irl,2016,-1953850000
irl,2017,-1075518000
irl,2018,288412000
irl,2019,2213633000
irn,1972,-55500000000
irn,1973,-14400000000
irn,1974,140300000000
irn,1975,12000000000
irn,1976,-37600000000
irn,1977,-262400000000
irn,1978,-549400000000
irn,1979,-323600000000
irn,1980,-937600000000
irn,1981,-891900000000
irn,1982,-619000000000
irn,1983,-862700000000
irn,1984,-609100000000
irn,1985,-619600000000
irn,1986,-1420900000000
irn,1987,-1454300000000
irn,1988,-2047600000000
irn,1989,-1093700000000
irn,1990,-671400000000
irn,1991,-1168000000000
irn,1992,-970000000000
irn,1993,-545000000000
irn,1994,-328000000000
irn,1995,2054000000000
irn,1996,2058000000000
irn,1997,-1356000000000
irn,1998,-18878000000000
irn,1999,531014897955.59399
irn,2000,10399637722500
irn,2001,6581998625000
irn,2002,6563739200000
irn,2003,18087351000000
irn,2004,57744580000000
irn,2005,103051535831091
irn,2006,64667367129570
irn,2007,208454671378612
irn,2008,88986799382271.01562
irn,2009,18550000000000
irq,2014,-7363000000000
irq,2015,-11701894869101
irq,2016,-13928782822021.69922
irq,2017,2532330666927.58984
irq,2018,25341452477566.39844
irq,2019,5529757595624.40918
isl,1972,4600000
isl,1973,-600000
isl,1974,-34000000
isl,1975,-49900000
isl,1976,31700000
isl,1977,-14500000
isl,1978,-800000
isl,1979,-13600000
isl,1980,75800000
isl,1981,241500000
isl,1982,318000000
isl,1983,-1581000000
isl,1984,879400000
isl,1985,-2294800000
isl,1986,-6443000000
isl,1987,-4624300000
isl,1988,-8909300000
isl,1989,-10849500000
isl,1990,-9693100000
isl,1991,-15034200000
isl,1992,-10606300000
isl,1993,-12727000000
isl,1994,-12748100000
isl,1995,-11110900000
isl,1996,-5637200000
isl,1997,2209700000
isl,1998,7079971000
isl,1999,17438489000
isl,2000,18531600000
isl,2001,-463752256.66666
isl,2002,-10153393372
isl,2003,-17365243869.333
isl,2004,7412696515.66681
isl,2005,52624032044.4334
isl,2006,75871194700.66721
isl,2007,69664235018.8
isl,2008,-180156150554.82101
isl,2009,-124666235249.85001
isl,2010,-98962615791.02179
isl,2011,-110268644303.77901
isl,2012,-39494575036.6664
isl,2013,-15877383551.0004
isl,2014,23778200389.5103
isl,2015,5161815613.82361
isl,2016,316357040717.03802
isl,2017,60224675235.3782
isl,2018,43206336476.9603
isl,2019,-27834484605.9673
isr,1972,-400000
isr,1973,-600000
isr,1974,-1000000
isr,1975,-1100000
isr,1976,-1200000
isr,1977,-1900000
isr,1978,-1700000
isr,1979,-3500000
isr,1980,-11500000
isr,1981,-40600000
isr,1982,-61700000
isr,1983,-264900000
isr,1984,-1011100000
isr,1985,1132100000
isr,1986,2408200000
isr,1987,567900000
isr,1988,-408400000
isr,1989,-2477400000
isr,1990,-4475900000
isr,1991,-4602000000
isr,1992,-5794000000
isr,1993,-4562000000
isr,1994,-5864000000
isr,1995,-10997000000
isr,1996,-12822000000
isr,1997,-8703000000
isr,1998,-10977000000
isr,1999,-12440000000
isr,2000,-5349919173.62949
isr,2001,-21815277611.7372
isr,2002,-46133727241.8534
isr,2003,-27046460093.7663
isr,2004,-22732021688.9803
isr,2005,-19039522050.8724
isr,2006,-7727940586.15564
isr,2007,-3444058590.46222
isr,2008,-27529574779.3412
isr,2009,-52345058635.0348
isr,2010,-32382228766.293
isr,2011,-30214174063.2002
isr,2012,-43701706444.7892
isr,2013,-41283626147.4686
isr,2014,-25819315585.4355
isr,2015,-13523098602.6948
isr,2016,-18755651648.4073
isr,2017,-13604805569.1016
isr,2018,-44647868032.4723
isr,2019,-54213965157.52
ita,1973,-2142779674.32237
ita,1974,-2468663977.64781
ita,1975,-6121563624.90771
ita,1976,-5296265500.16269
ita,1977,-5338098508.98898
ita,1978,-7741172460.45237
ita,1979,-12110914283.6485
ita,1980,-18346098426.3559
ita,1986,-59522174076.1689
ita,1987,-71500358937.54539
ita,1988,-53198159348.4043
ita,1989,-56628982528.528
ita,1995,-72587000000
ita,1996,-66865000000
ita,1997,-28368000000
ita,1998,-26529000000
ita,1999,-19804000000
ita,2000,-26999000000
ita,2001,-36455000000
ita,2002,-27900000000
ita,2003,-40281000000
ita,2004,-37396000000
ita,2005,-49306000000
ita,2006,-42103000000
ita,2007,-21091000000
ita,2008,-40056000000
ita,2009,-77557000000
ita,2010,-61087000000
ita,2011,-54603000000
ita,2012,-53021000000
ita,2013,-46783000000
ita,2014,-51689000000
ita,2015,-48923000000
ita,2016,-44261000000
ita,2017,-44996000000
ita,2018,-41905000000
ita,2019,-29408000000
jam,1988,-716758997.4
jam,1989,748283002.9
jam,1990,807111698
jam,1991,2057062003
jam,1992,3175789003
jam,1993,3617535744.724
jam,1994,4258745304.93
jam,1995,6224704447.5366
jam,1996,-12295720063.285
jam,1997,-17806335093.3298
jam,1998,-17547175731.9976
jam,1999,-10738487681.9023
jam,2000,-3304813800.5127
jam,2001,-20380365099.5
jam,2002,-30984446102.268
jam,2003,-27988527485
jam,2004,-27608866368.208
jam,2005,-21039875530.53
jam,2006,-36647162326.458
jam,2007,-42180743074.868
jam,2008,-75321609078.662
jam,2009,-121258401147.205
jam,2010,-72726575271.31598
jam,2011,-80972383112.207
jam,2012,-54601125483.607
jam,2013,1737604653.05402
jam,2014,-7270897032.20599
jam,2015,-4883656117.77899
jam,2016,-3476191812.15094
jam,2017,8723468462.44995
jam,2018,24387723638.6371
jor,1990,-93140000
jor,1991,-63930000
jor,1992,165740000
jor,1993,47800000
jor,1994,25200000
jor,1995,43900000
jor,1996,-80100000
jor,1997,-164280000
jor,1998,-282380000
jor,1999,-75020000
jor,2000,-121780000
jor,2001,-199630000
jor,2002,-212350000
jor,2003,-23330000
jor,2004,-116534901
jor,2005,-457220000
jor,2006,-388620000
jor,2007,-568600000
jor,2008,-339000000
jor,2009,-1508900000
jor,2010,-944200000
jor,2011,-1382600000
jor,2012,-1824000000
jor,2013,-1318200000
jor,2014,-583500000
jor,2015,-926700000
jor,2016,-878600000
jor,2017,-747400000
jor,2018,-455900000
jor,2019,-1058300000
kaz,1997,-30152000000
kaz,1998,-43083000000
kaz,1999,-56681000000
kaz,2000,2341098000
kaz,2001,2102677000
kaz,2002,13143166000
kaz,2003,-28178964000
kaz,2004,12970226000
kaz,2010,1014315633936.48999
kaz,2011,2232083220546.49023
kaz,2012,1816011983203.14966
kaz,2013,1767023241585.92993
kaz,2014,1292985597234.03003
kaz,2015,-988613614316.60083
kaz,2016,-1358275764869.57007
kaz,2017,-1692360233578.30005
kaz,2018,815925619540.54102
kaz,2019,-614348152054.521
ken,2014,-299683693224.39093
ken,2015,-547231506890.40399
ken,2016,-515509096166.53998
ken,2017,-891822530460.32996
ken,2018,-762682247000
ken,2019,-415263784081.65002
kgz,2014,-150893000
kgz,2015,-4506600000
kgz,2016,-17838800000
kgz,2017,-14337599000
kgz,2018,-1636260000
kgz,2019,2677560000
khm,2002,-568002479353
khm,2003,-819179508818.52991
khm,2004,-462508982259.62
khm,2005,10392539049.7002
khm,2006,-511413263785.47998
khm,2007,-281921000000
khm,2008,-129285313258.939
khm,2009,-1953778610388.14966
khm,2010,-1659528690233.65991
khm,2011,-2376416390116.7998
khm,2012,-404157100000
khm,2013,-1676383100000
khm,2014,-893644970081.76001
khm,2015,-636470276672.81995
khm,2016,-314682027150.86902
khm,2017,-907607873241.71106
khm,2018,372954000000
khm,2019,2390727441185
kir,2011,-12576244.63
kir,2012,6475654.2683
kir,2013,39244863.56
kir,2014,89148849.1449
kir,2015,127290579.58
kir,2016,51566333
kir,2017,41392761.62
kir,2018,135703024.57
kir,2019,53032723.9416
kna,1990,-6320000
kna,1991,-14320000
kna,1992,-10160000
kna,1993,-13630000
kna,1994,-10030000
kna,2000,-126600000
kna,2001,-109500000
kna,2002,-17580000
kna,2003,-30094000
kna,2004,-19526000
kna,2005,-73904129
kna,2006,-56557696
kna,2007,-45807678
kna,2008,10526502.01
kna,2009,-10755715.81
kna,2010,-73938586.18
kna,2011,48457963.83
kna,2012,222358160.77
kna,2013,282566040.21
kna,2014,241640000
kna,2015,168460000
kna,2016,48070000
kna,2017,50950000
kor,1972,-166000000000
kor,1973,-13000000000
kor,1974,-27000000000
kor,1975,-36000000000
kor,1976,33000000000
kor,1977,154000000000
kor,1978,327000000000
kor,1979,221000000000
kor,1980,271000000000
kor,1981,560000000000
kor,1982,-132000000000
kor,1983,856000000000
kor,1984,729000000000
kor,1985,587000000000
kor,1986,892000000000
kor,1987,1714000000000
kor,1988,3436000000000
kor,1989,2186000000000
kor,1990,3085000000000
kor,1991,1199000000000
kor,1992,3029000000000
kor,1993,5740000000000
kor,1994,7222000000000
kor,1995,9767000000000
kor,1996,11672000000000
kor,1997,12975000000000
kor,1998,6072871000000
kor,1999,7021785000000
kor,2000,26388586000000
kor,2001,17731170000000
kor,2002,26257410000000
kor,2003,13095809000000
kor,2004,813460000000
kor,2005,7880500000000
kor,2006,10383400000000
kor,2007,22610124000000
kor,2008,16818965000000
kor,2009,203452000000
kor,2010,19399991000000
kor,2011,22533107000000
kor,2012,17144500000000
kor,2013,19310600000000
kor,2014,15602316602228
kor,2015,12679009312957
kor,2016,32682707243493
kor,2017,34715408250649
kor,2018,45856929818099
kor,2019,718834825918
kwt,1972,230000000
kwt,1973,238000000
kwt,1974,1834000000
kwt,1977,1724000000
kwt,1978,1438000000
kwt,1979,2015000000
kwt,1980,4776000000
kwt,1981,3774000000
kwt,1982,1252000000
kwt,1983,1066000000
kwt,1984,1320000000
kwt,1985,729000000
kwt,1986,1776000000
kwt,1990,197000000
kwt,1991,-6376000000
kwt,1992,-5298000000
kwt,1993,-2092000000
kwt,1994,-1585000000
kwt,1995,-1102000000
kwt,1996,-873000000
kwt,1997,444000000
kwt,1998,-441000000
lbn,1998,-3936077000000
lbn,1999,-4029770000000
lbn,2000,-4788300000000
lbn,2001,-4003300000000
lbn,2002,-3670400000000
lbn,2003,-4011778496500
lbn,2004,-2734700000000
lbn,2005,-2582295636000
lbn,2006,-3700198172000
lbn,2007,-4209665000000
lbn,2008,-4413011437470
lbn,2009,-4335560974810
lbn,2010,-4348220000000
lbn,2011,-3878610000000
lbn,2012,-5718870000000
lbn,2013,-7103260000000
lbn,2014,-5966143581473.59961
lbn,2015,-5229144786041.2998
lbn,2016,-7141480318061.90039
lbn,2017,-5983484667961.90039
lbn,2018,-9801611158894.19922
lbn,2019,-8883459696589.5
lca,2000,-23330474
lca,2001,-62702597
lca,2002,-44868000
lca,2003,-129783000
lca,2004,-100386889
lca,2005,-133207293
lca,2006,-84131843
lca,2007,14006813
lca,2008,1357497
lca,2009,-65206315
lca,2010,-20451569
lca,2011,-161820866
lca,2012,-228878711
lca,2013,-241021726
lca,2014,-137592156
lca,2015,-92970000
lca,2016,-23080000
lca,2017,-46500000
lka,1990,-16639000000
lka,1991,-24730000000
lka,1992,-20526000000
lka,1993,-28208000000
lka,1994,-39181000000
lka,1995,-50595000000
lka,1996,-58768000000
lka,1997,-56367000000
lka,1998,-71576000000
lka,1999,-64945000000
lka,2000,-105621000000
lka,2001,-131468000000
lka,2002,-120520000000
lka,2003,-125060000000
lka,2004,-153331000000
lka,2005,-171116000000
lka,2006,-202271000000
lka,2007,-233360000000
lka,2008,-289717000000
lka,2009,-431347000000
lka,2010,-404752002436.27002
lka,2011,-419206000000
lka,2012,-463571000000
lka,2013,-506175000000
lka,2014,-578131910082.96997
lka,2015,-828940680593.43103
lka,2016,-641259259631.92004
lka,2017,-726473846756.91101
lka,2018,-769815146802.40991
lka,2019,-1021415811452.68994
lso,1987,-155340000
lso,1988,-171085000
lso,1989,-93055000
lso,1991,207895221.05
lso,1992,119898941.98
lso,1993,218929073.12
lso,1994,189199784.32
lso,1995,195698459.09
lso,1996,90634531.26
lso,1997,13127815.17
lso,1998,-629184185.28
lso,1999,-885677956.64
lso,2000,-59934128.53349
lso,2001,-203457009.22783
lso,2002,-202581633.11536
lso,2003,80300000
lso,2004,605300000
lso,2005,488900000
lso,2006,1398438289.29246
lso,2007,1252547489.92593
lso,2008,575431723.79183
lso,2009,-872996139.28615
lso,2010,-499493604.61949
lso,2011,-1875783486.8691
lso,2012,909062912.55837
lso,2013,-697068596.46953
lso,2014,856461265.54493
lso,2015,-387764361.7989
lso,2016,-2729037205.89836
lso,2017,-596002066.84302
lso,2018,-1426253358.2329
lso,2019,-1729310656.89
ltu,1991,3976772.47451
ltu,1993,63224050.04634
ltu,1994,-74721964.78221
ltu,1995,-94755000
ltu,1996,-290635000
ltu,1997,-1356580000
ltu,1998,-519089000
ltu,1999,-287790000
ltu,2000,-417230000
ltu,2001,-438919000
ltu,2002,-284146000
ltu,2003,-204790000
ltu,2004,-280494000
ltu,2005,-61364000
ltu,2006,18037000
ltu,2007,-143285000
ltu,2008,-929753000
ltu,2009,-2336886000
ltu,2010,-1953342000
ltu,2011,-2680404000
ltu,2012,-965448000
ltu,2013,-816583000
ltu,2014,-270563000
ltu,2015,-223230000
ltu,2016,-101770000
ltu,2017,109740000
ltu,2018,187001000
ltu,2019,91000000
lux,1972,33837466.13155
lux,1973,60411651.98724
lux,1974,121914035.48348
lux,1975,44670413.16414
lux,1976,40877642.23511
lux,1977,63807793.27664
lux,1978,126202593.46206
lux,1979,32945049.44237
lux,1980,38026866.70022
lux,1981,30887533.18675
lux,1982,-44372940.93441
lux,1983,35151301.81285
lux,1984,123079135.04991
lux,1985,297050810.73577
lux,1986,299232273.75378
lux,1987,189787282.56639
lux,1988,141175362.35835
lux,1989,444745772.79567
lux,1990,289688373.05001
lux,1991,315518878.33138
lux,1992,186515088.03938
lux,1993,255826117.56598
lux,1994,316560031.13543
lux,1995,353106000
lux,1996,303086000
lux,1997,358145000
lux,1998,469726000
lux,1999,608469000
lux,2000,1165380000
lux,2001,1310790000
lux,2002,478430000
lux,2003,72665000
lux,2004,-363776000
lux,2005,27644000
lux,2006,579593000
lux,2007,1499890000
lux,2008,1176934000
lux,2009,-35030000
lux,2010,-177085000
lux,2011,153260000
lux,2012,6723000
lux,2013,250879000
lux,2014,542115000
lux,2015,516094000
lux,2016,917553000
lux,2017,658989000
lux,2018,1602047000
lux,2019,1256301000
lva,1994,-53912612.90488
lva,1995,-76974519.21162
lva,1996,-163984553.30362
lva,1997,57777132.74256
lva,1998,-29786398.48379
lva,1999,-281149509.67837
lva,2000,-241585136.11192
lva,2001,-130366361.0338
lva,2002,-172656956.98943
lva,2003,-191108758.62972
lva,2004,-127978782.13556
lva,2005,-47771498.17019
lva,2006,-8932789.22715
lva,2007,42489798.00912
lva,2008,-1052660485.71152
