geo,time,gb_xpd_rsdv_gd_zs
mli,2015,0.31462
mli,2017,0.29179
mlt,2002,0.25039
mlt,2003,0.23886
mlt,2004,0.49406
mlt,2005,0.52921
mlt,2006,0.58025
mlt,2007,0.5485
mlt,2008,0.53331
mlt,2009,0.5174
mlt,2010,0.60667
mlt,2011,0.6737
mlt,2012,0.82675
mlt,2013,0.77248
mlt,2014,0.71161
mlt,2015,0.74253
mlt,2016,0.56778
mlt,2017,0.58424
mlt,2018,0.57246
mmr,1997,0.05985
mmr,1998,0.03417
mmr,1999,0.04406
mmr,2000,0.11306
mmr,2001,0.07144
mmr,2002,0.16216
mmr,2017,0.03105
mne,2003,0.79772
mne,2004,1.01874
mne,2005,0.92443
mne,2006,1.22991
mne,2007,1.14521
mne,2011,0.31485
mne,2013,0.37431
mne,2014,0.3632
mne,2015,0.374
mne,2016,0.32454
mne,2017,0.34898
mne,2018,0.36415
mng,1997,0.16786
mng,1998,0.16643
mng,1999,0.15016
mng,2000,0.18757
mng,2001,0.26749
mng,2002,0.25173
mng,2003,0.2518
mng,2004,0.26777
mng,2005,0.23776
mng,2006,0.19121
mng,2007,0.23827
mng,2008,0.33667
mng,2009,0.30478
mng,2010,0.24438
mng,2011,0.23054
mng,2012,0.23913
mng,2013,0.23246
mng,2014,0.2234
mng,2015,0.15468
mng,2016,0.18337
mng,2017,0.13485
mng,2018,0.10215
moz,2002,0.37671
moz,2006,0.41336
moz,2008,0.13981
moz,2010,0.38695
moz,2015,0.31312
mrt,2018,0.01081
mus,1997,0.27899
mus,1998,0.26178
mus,1999,0.31008
mus,2000,0.28402
mus,2001,0.36257
mus,2002,0.36805
mus,2003,0.32604
mus,2004,0.36818
mus,2005,0.36053
mus,2012,0.17773
mus,2017,0.36636
mus,2018,0.34691
mys,1996,0.21645
mys,1998,0.39789
mys,2000,0.46899
mys,2002,0.65254
mys,2004,0.5999
mys,2006,0.61106
mys,2008,0.78847
mys,2009,1.01001
mys,2010,1.03608
mys,2011,1.03342
mys,2012,1.09269
mys,2014,1.26275
mys,2015,1.27945
mys,2016,1.41517
mys,2018,1.04086
nam,2010,0.14165
nam,2014,0.35209
nga,2007,0.13223
nic,1997,0.0651
nic,2002,0.03493
nic,2011,0.08344
nic,2012,0.10449
nic,2013,0.10284
nic,2014,0.08935
nic,2015,0.10742
nld,1996,1.84093
nld,1997,1.84477
nld,1998,1.74206
nld,1999,1.82282
nld,2000,1.7898
nld,2001,1.79609
nld,2002,1.74543
nld,2003,1.7839
nld,2004,1.78901
nld,2005,1.77388
nld,2006,1.74067
nld,2007,1.6703
nld,2008,1.62269
nld,2009,1.6657
nld,2010,1.70404
nld,2011,1.88131
nld,2012,1.91627
nld,2013,1.92987
nld,2014,1.97568
nld,2015,1.98487
nld,2016,1.99685
nld,2017,1.98308
nld,2018,2.16374
nor,1997,1.5935
nor,1999,1.60535
nor,2001,1.56259
nor,2002,1.6297
nor,2003,1.67958
nor,2004,1.54416
nor,2005,1.48239
nor,2006,1.45532
nor,2007,1.56457
nor,2008,1.55448
nor,2009,1.72472
nor,2010,1.64999
nor,2011,1.62712
nor,2012,1.62087
nor,2013,1.65238
nor,2014,1.71506
nor,2015,1.93526
nor,2016,2.0446
nor,2017,2.09919
nor,2018,2.07264
npl,2008,0.05439
npl,2009,0.25924
npl,2010,0.3022
nzl,1997,1.05649
nzl,1999,0.96387
nzl,2001,1.10029
nzl,2003,1.14891
nzl,2005,1.12043
nzl,2007,1.15653
nzl,2009,1.2523
nzl,2011,1.23065
nzl,2013,1.15375
nzl,2015,1.2323
nzl,2017,1.34692
omn,2011,0.1363
omn,2012,0.20857
omn,2013,0.16956
omn,2014,0.21253
omn,2015,0.25163
omn,2016,0.26034
omn,2017,0.22819
omn,2018,0.21967
pak,1997,0.15565
pak,1998,0.10919
pak,1999,0.1159
pak,2000,0.11566
pak,2001,0.15165
pak,2002,0.19887
pak,2005,0.39849
pak,2007,0.6325
pak,2009,0.44806
pak,2011,0.32917
pak,2013,0.29285
pak,2015,0.24605
pak,2017,0.23627
pan,1996,0.3101
pan,1997,0.29911
pan,1998,0.26922
pan,1999,0.27205
pan,2000,0.36264
pan,2001,0.36074
pan,2002,0.3422
pan,2003,0.32109
pan,2004,0.22646
pan,2005,0.23183
pan,2006,0.23537
pan,2007,0.18172
pan,2008,0.19065
pan,2009,0.1321
pan,2010,0.14453
pan,2011,0.17304
pan,2012,0.07534
pan,2013,0.06206
pan,2014,0.14052
pan,2015,0.12033
pan,2016,0.14494
pan,2017,0.14714
per,1997,0.0836
per,1998,0.10072
per,1999,0.09849
per,2000,0.11266
per,2001,0.11096
per,2002,0.10614
per,2003,0.10813
per,2004,0.15578
per,2011,0.08282
per,2012,0.0553
per,2013,0.08174
per,2014,0.10805
per,2015,0.11702
per,2016,0.12008
per,2017,0.12085
per,2018,0.12715
phl,2002,0.13263
phl,2003,0.12527
phl,2005,0.10692
phl,2007,0.10498
phl,2009,0.10901
phl,2011,0.11222
phl,2013,0.13207
phl,2015,0.15683
png,2016,0.03158
pol,1996,0.64037
pol,1997,0.64412
pol,1998,0.66083
pol,1999,0.6818
pol,2000,0.64202
pol,2001,0.62284
pol,2002,0.55785
pol,2003,0.53884
pol,2004,0.55251
pol,2005,0.56282
pol,2006,0.55082
pol,2007,0.56189
pol,2008,0.59921
pol,2009,0.66097
pol,2010,0.7207
pol,2011,0.74588
pol,2012,0.88086
pol,2013,0.87053
pol,2014,0.93978
pol,2015,1.00324
pol,2016,0.96408
pol,2017,1.03443
pol,2018,1.20953
pri,2009,0.45131
pri,2013,0.43859
pri,2015,0.42883
prt,1996,0.5495
prt,1997,0.56374
prt,1998,0.62486
prt,1999,0.68121
prt,2000,0.72156
prt,2001,0.76482
prt,2002,0.72183
prt,2003,0.69802
prt,2004,0.7293
prt,2005,0.75755
prt,2006,0.95448
prt,2007,1.12417
prt,2008,1.44335
prt,2009,1.58001
prt,2010,1.53529
prt,2011,1.45741
prt,2012,1.37861
prt,2013,1.32468
prt,2014,1.28992
prt,2015,1.2433
prt,2016,1.28075
prt,2017,1.31928
prt,2018,1.34753
pry,2001,0.06699
pry,2002,0.07493
pry,2003,0.06135
pry,2004,0.06066
pry,2005,0.06091
pry,2008,0.0412
pry,2011,0.04221
pry,2012,0.06515
pry,2013,0.07147
pry,2014,0.07921
pry,2015,0.09687
pry,2016,0.11688
pry,2017,0.14883
pry,2018,0.14626
pse,2007,0.20833
pse,2008,0.16338
pse,2009,0.39655
pse,2010,0.39273
pse,2013,0.4922
qat,2012,0.4786
qat,2015,0.51883
qat,2018,0.50901
rou,1996,0.67472
rou,1997,0.57451
rou,1998,0.49541
rou,1999,0.39832
rou,2000,0.36626
rou,2001,0.39129
rou,2002,0.37721
rou,2003,0.39708
rou,2004,0.38942
rou,2005,0.41262
rou,2006,0.45682
rou,2007,0.51148
rou,2008,0.55215
rou,2009,0.44395
rou,2010,0.45688
rou,2011,0.49832
rou,2012,0.48383
rou,2013,0.38787
rou,2014,0.38225
rou,2015,0.48793
rou,2016,0.48033
rou,2017,0.50322
rou,2018,0.50077
rus,1996,0.96592
rus,1997,1.04374
rus,1998,0.95383
rus,1999,0.99623
rus,2000,1.04983
rus,2001,1.17694
rus,2002,1.24652
rus,2003,1.28603
rus,2004,1.15133
rus,2005,1.06797
rus,2006,1.07294
rus,2007,1.11611
rus,2008,1.04435
rus,2009,1.25192
rus,2010,1.1302
rus,2011,1.01545
rus,2012,1.02766
rus,2013,1.02732
rus,2014,1.07241
rus,2015,1.10085
rus,2016,1.10238
rus,2017,1.10967
rus,2018,0.98275
rwa,2016,0.64656
sau,2003,0.06233
sau,2004,0.05315
sau,2005,0.0423
sau,2006,0.04245
sau,2007,0.04521
sau,2008,0.04902
sau,2009,0.07338
sau,2010,0.884
sau,2011,0.89784
sau,2012,0.87684
sau,2013,0.81516
sdn,1999,0.53007
sdn,2000,0.47277
sdn,2001,0.44686
sdn,2002,0.39509
sdn,2003,0.33982
sdn,2004,0.29586
sdn,2005,0.29844
sen,2008,0.2909
sen,2010,0.43137
sen,2015,0.5772
sgp,1996,1.31991
sgp,1997,1.41564
sgp,1998,1.73707
sgp,1999,1.81624
sgp,2000,1.81699
sgp,2001,2.00931
sgp,2002,2.03282
sgp,2003,1.99679
sgp,2004,2.07859
sgp,2005,2.14812
sgp,2006,2.11661
sgp,2007,2.31988
sgp,2008,2.59674
sgp,2009,2.12924
sgp,2010,1.93137
sgp,2011,2.07065
sgp,2012,1.91939
sgp,2013,1.92335
sgp,2014,2.08464
sgp,2015,2.18198
sgp,2016,2.07629
sgp,2017,1.92465
slv,1998,0.08818
slv,2007,0.1056
slv,2008,0.13399
slv,2009,0.0909
slv,2010,0.07806
slv,2011,0.0355
slv,2012,0.03397
slv,2013,0.06387
slv,2014,0.09377
slv,2015,0.14348
slv,2016,0.14493
slv,2017,0.18078
slv,2018,0.1647
srb,1997,0.70915
srb,1998,0.75301
srb,1999,0.94682
srb,2000,0.85424
srb,2001,0.30401
srb,2002,0.63968
srb,2003,0.49138
srb,2004,0.28953
srb,2005,0.3953
srb,2006,0.43985
srb,2007,0.57877
srb,2008,0.66966
srb,2009,0.8173
srb,2010,0.70228
srb,2011,0.68334
srb,2012,0.85316
srb,2013,0.68367
srb,2014,0.72309
srb,2015,0.81146
srb,2016,0.83951
srb,2017,0.87353
srb,2018,0.9197
svk,1996,0.88963
svk,1997,1.05108
svk,1998,0.76541
svk,1999,0.64475
svk,2000,0.63806
svk,2001,0.62465
svk,2002,0.56314
svk,2003,0.56146
svk,2004,0.50069
svk,2005,0.49332
svk,2006,0.47488
svk,2007,0.44746
svk,2008,0.46137
svk,2009,0.47272
svk,2010,0.61147
svk,2011,0.65779
svk,2012,0.7964
svk,2013,0.82157
svk,2014,0.87814
svk,2015,1.1626
svk,2016,0.79078
svk,2017,0.88612
svk,2018,0.83806
svn,1996,1.26473
svn,1997,1.24643
svn,1998,1.30515
svn,1999,1.33688
svn,2000,1.35982
svn,2001,1.46767
svn,2002,1.44325
svn,2003,1.24792
svn,2004,1.37026
svn,2005,1.41778
svn,2006,1.53705
svn,2007,1.42703
svn,2008,1.62673
svn,2009,1.81184
svn,2010,2.05133
svn,2011,2.41297
svn,2012,2.56061
svn,2013,2.56487
svn,2014,2.36548
svn,2015,2.19565
svn,2016,2.01145
svn,2017,1.86635
svn,2018,1.95039
swe,1997,3.27394
swe,1999,3.38132
swe,2001,3.8738
swe,2003,3.57948
swe,2004,3.36129
swe,2005,3.35958
swe,2006,3.475
swe,2007,3.23383
swe,2008,3.46999
swe,2009,3.39528
swe,2010,3.16789
swe,2011,3.18702
swe,2012,3.23025
swe,2013,3.26042
swe,2014,3.10184
swe,2015,3.21903
swe,2016,3.24736
swe,2017,3.36279
swe,2018,3.31278
swz,2015,0.26661
syc,2001,0.42525
syc,2002,0.40707
syc,2003,0.41183
syc,2004,0.34658
syc,2005,0.30209
syc,2016,0.22175
syr,2015,0.02053
tcd,2016,0.3005
tgo,2010,0.23476
tgo,2012,0.22324
tgo,2014,0.26654
tha,1996,0.11918
tha,1997,0.10214
tha,1999,0.24836
tha,2000,0.24471
tha,2001,0.25231
tha,2002,0.23055
tha,2003,0.24534
tha,2004,0.23828
tha,2005,0.21889
tha,2006,0.23271
tha,2007,0.2008
tha,2008,0.20331
tha,2009,0.23455
tha,2011,0.36146
tha,2013,0.44164
tha,2014,0.47988
tha,2015,0.61609
tha,2016,0.77817
tha,2017,1.00179
tjk,2001,0.08953
tjk,2002,0.07068
tjk,2003,0.06885
tjk,2004,0.06697
tjk,2005,0.0957
tjk,2006,0.10732
tjk,2007,0.06778
tjk,2008,0.06983
tjk,2009,0.08577
tjk,2010,0.08914
tjk,2011,0.12148
tjk,2012,0.11432
tjk,2013,0.11851
tjk,2014,0.11624
tjk,2015,0.10888
tjk,2016,0.10683
tjk,2017,0.11536
tjk,2018,0.09703
tto,1996,0.10325
tto,1997,0.11553
tto,1998,0.12715
tto,1999,0.12292
tto,2000,0.108
tto,2001,0.10417
tto,2002,0.13178
tto,2003,0.11501
tto,2004,0.11441
tto,2005,0.11431
tto,2006,0.07233
tto,2007,0.05922
tto,2008,0.03072
tto,2009,0.05665
tto,2010,0.04771
tto,2011,0.04024
tto,2012,0.04378
tto,2013,0.05667
tto,2014,0.08172
tto,2015,0.08623
tto,2016,0.09183
tto,2017,0.09112
tto,2018,0.08399
tun,2002,0.54302
tun,2003,0.65043
tun,2004,0.73095
tun,2005,0.71195
tun,2006,0.67726
tun,2007,0.66551
tun,2008,0.6394
tun,2009,0.70644
tun,2010,0.69026
tun,2011,0.70863
tun,2012,0.68206
tun,2013,0.67071
tun,2014,0.65423
tun,2015,0.62936
tun,2016,0.60364
tun,2018,0.60132
tur,1996,0.45159
tur,1997,0.49169
tur,1998,0.36224
tur,1999,0.45646
tur,2000,0.46783
tur,2001,0.52638
tur,2002,0.51294
tur,2003,0.46945
tur,2004,0.50215
tur,2005,0.56931
tur,2006,0.55749
tur,2007,0.69182
tur,2008,0.69292
tur,2009,0.8094
tur,2010,0.79892
tur,2011,0.79988
tur,2012,0.83217
tur,2013,0.81821
tur,2014,0.86077
tur,2015,0.8815
tur,2016,0.94464
tur,2017,0.95978
tza,2007,0.33462
tza,2010,0.37307
tza,2013,0.51456
uga,2002,0.36756
uga,2003,0.25612
uga,2004,0.26056
uga,2005,0.21514
uga,2006,0.30033
uga,2007,0.38821
uga,2008,0.32632
uga,2009,0.25755
uga,2010,0.36284
uga,2014,0.14381
ukr,1997,1.1923
ukr,1998,1.06993
ukr,1999,0.96968
ukr,2000,0.96213
ukr,2001,1.02429
ukr,2002,0.99917
ukr,2003,1.11287
ukr,2004,1.08258
ukr,2005,1.03197
ukr,2006,0.95
ukr,2007,0.85403
ukr,2008,0.84727
ukr,2009,0.85727
ukr,2010,0.83346
ukr,2011,0.7378
ukr,2012,0.75167
ukr,2013,0.76175
ukr,2014,0.65034
ukr,2015,0.61477
ukr,2016,0.48339
ukr,2017,0.44839
ukr,2018,0.47109
ury,1996,0.26501
ury,1997,0.34994
ury,1998,0.19186
ury,1999,0.22417
ury,2000,0.20925
ury,2002,0.23818
ury,2006,0.36539
ury,2007,0.42472
ury,2008,0.37973
ury,2009,0.41252
ury,2010,0.34115
ury,2011,0.3487
ury,2012,0.3276
ury,2013,0.32113
ury,2014,0.33579
ury,2015,0.36446
ury,2016,0.40845
ury,2017,0.48393
ury,2018,0.41865
usa,1996,2.45001
usa,1997,2.47983
usa,1998,2.50401
usa,1999,2.54965
usa,2000,2.62879
usa,2001,2.6483
usa,2002,2.55926
usa,2003,2.56455
usa,2004,2.50243
usa,2005,2.51697
usa,2006,2.55764
usa,2007,2.63161
usa,2008,2.76791
usa,2009,2.8127
usa,2010,2.7354
usa,2011,2.76525
usa,2012,2.68166
usa,2013,2.70972
usa,2014,2.71924
usa,2015,2.71742
usa,2016,2.76145
usa,2017,2.81741
usa,2018,2.83283
uzb,2000,0.36063
uzb,2001,0.34544
uzb,2002,0.29356
uzb,2003,0.26825
uzb,2004,0.27041
uzb,2005,0.23741
uzb,2006,0.22395
uzb,2007,0.21721
uzb,2008,0.19354
uzb,2009,0.20315
uzb,2010,0.1645
uzb,2011,0.15842
uzb,2012,0.1646
uzb,2013,0.1644
uzb,2014,0.16172
uzb,2015,0.17373
uzb,2016,0.18156
uzb,2017,0.15566
uzb,2018,0.13003
vct,2001,0.04306
vct,2002,0.12028
ven,2005,0.18907
ven,2006,0.31742
ven,2007,0.2011
ven,2008,0.23803
ven,2009,0.24014
ven,2010,0.18823
ven,2011,0.15296
ven,2012,0.2501
ven,2013,0.31853
ven,2014,0.33713
vir,2002,0.06603
vir,2003,0.03765
vir,2004,0.03422
vir,2005,0.02929
vir,2006,0.03108
vir,2007,0.02707
vnm,2002,0.19273
vnm,2011,0.19044
vnm,2013,0.37359
vnm,2015,0.44113
vnm,2017,0.52674
zaf,1997,0.58354
zaf,2001,0.71578
zaf,2003,0.76051
zaf,2004,0.81334
zaf,2005,0.86315
zaf,2006,0.89815
zaf,2007,0.88287
zaf,2008,0.88816
zaf,2009,0.83562
zaf,2010,0.73704
zaf,2011,0.73451
zaf,2012,0.73363
zaf,2013,0.72488
zaf,2014,0.77115
zaf,2015,0.79846
zaf,2016,0.81882
zaf,2017,0.83215
zmb,1996,0.01104
zmb,1997,0.00737
zmb,2002,0.00544
zmb,2003,0.00847
zmb,2004,0.02223
zmb,2005,0.02493
zmb,2008,0.27819
