geo,time,tm_tax_manf_sm_ar_zs
gnb,2010,12.86
gnb,2011,12.78
gnb,2012,13.02
gnb,2013,13.43
gnb,2014,12.99
gnb,2017,13.37
gnb,2018,13.23
gnb,2019,11.74
gnb,2020,12.5
gnq,1998,18.33
gnq,2001,18.5
gnq,2002,18.55
gnq,2005,18.44
gnq,2007,18.13
grc,1988,2.55
grc,1989,2.84
grc,1990,5.86
grc,1991,4.32
grc,1992,3.3
grc,1993,3.14
grc,1994,3.95
grc,1995,4.23
grc,1996,2.82
grc,1997,2.23
grc,1998,2.86
grc,1999,3.31
grc,2000,2.3
grc,2001,3.04
grc,2002,1.75
grc,2003,1.68
grc,2004,1.76
grc,2005,1.7
grc,2006,1.8
grc,2007,1.67
grc,2008,1.59
grc,2009,1.6
grc,2010,2
grc,2011,1.51
grc,2012,1.5
grc,2013,1.47
grc,2014,2.07
grc,2015,2.03
grc,2016,1.75
grc,2017,1.87
grc,2018,1.81
grc,2019,1.79
grc,2020,1.6
grd,1996,20.89
grd,1999,17.64
grd,2000,11.72
grd,2001,17.53
grd,2002,11.96
grd,2003,11.9
grd,2006,10.02
grd,2007,10.03
grd,2008,10.07
grd,2010,8.95
grd,2011,11.06
grd,2012,10.54
grd,2013,10.27
grd,2015,9.88
grd,2016,10.01
grd,2019,9.24
gtm,1995,9.29
gtm,1997,8.01
gtm,1998,7.4
gtm,1999,6.83
gtm,2000,6.56
gtm,2001,6.87
gtm,2002,6.57
gtm,2003,6.08
gtm,2004,4.93
gtm,2005,6.46
gtm,2006,6.29
gtm,2007,5.21
gtm,2008,4.38
gtm,2009,4.93
gtm,2010,4.02
gtm,2011,3.9
gtm,2012,3.75
gtm,2013,3.73
gtm,2014,3.43
gtm,2015,3.24
gtm,2020,2.49
guy,1996,19.92
guy,1999,17.13
guy,2000,17.28
guy,2001,10.88
guy,2002,10.92
guy,2003,10.9
guy,2006,10.59
guy,2007,11.08
guy,2008,9.6
guy,2009,10.93
guy,2010,9.56
guy,2011,8.92
guy,2012,8.92
guy,2013,9.87
guy,2015,8.85
guy,2016,8.78
guy,2017,8.63
guy,2018,8.75
guy,2019,7.75
guy,2020,8.38
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,9.13
hnd,1996,6.79
hnd,1997,8.74
hnd,1998,7.52
hnd,1999,7.4
hnd,2000,7.58
hnd,2001,7.36
hnd,2002,6.29
hnd,2003,6.27
hnd,2004,5.35
hnd,2005,6.34
hnd,2006,6.17
hnd,2007,5.19
hnd,2008,4.57
hnd,2009,6.14
hnd,2010,6.12
hnd,2011,6.07
hnd,2012,5.92
hnd,2013,5.92
hnd,2015,4.12
hnd,2018,3.76
hnd,2020,3.67
hrv,1988,2.55
hrv,1989,2.84
hrv,1990,5.86
hrv,1991,4.32
hrv,1992,3.3
hrv,1993,3.14
hrv,1994,3.95
hrv,1995,4.23
hrv,1996,2.82
hrv,1997,2.23
hrv,1998,2.86
hrv,1999,3.31
hrv,2000,2.3
hrv,2001,3.04
hrv,2002,1.75
hrv,2003,1.68
hrv,2004,1.76
hrv,2005,1.7
hrv,2006,1.8
hrv,2007,1.67
hrv,2008,1.59
hrv,2009,1.6
hrv,2010,2
hrv,2011,1.51
hrv,2012,1.5
hrv,2013,1.47
hrv,2014,2.07
hrv,2015,2.03
hrv,2016,1.75
hrv,2017,1.87
hrv,2018,1.81
hrv,2019,1.79
hrv,2020,1.6
hti,2001,2.59
hti,2002,2.9
hti,2007,2.69
hti,2008,2.58
hti,2009,2.94
hti,2010,6.55
hti,2011,6.1
hti,2012,2.47
hti,2013,5.69
hti,2014,5.72
hti,2015,5.38
hti,2016,5.79
hti,2020,5.68
hun,1988,2.55
hun,1989,2.84
hun,1990,5.86
hun,1991,4.32
hun,1992,3.3
hun,1993,3.14
hun,1994,3.95
hun,1995,4.23
hun,1996,2.82
hun,1997,2.23
hun,1998,2.86
hun,1999,3.31
hun,2000,2.3
hun,2001,3.04
hun,2002,1.75
hun,2003,1.68
hun,2004,1.76
hun,2005,1.7
hun,2006,1.8
hun,2007,1.67
hun,2008,1.59
hun,2009,1.6
hun,2010,2
hun,2011,1.51
hun,2012,1.5
hun,2013,1.47
hun,2014,2.07
hun,2015,2.03
hun,2016,1.75
hun,2017,1.87
hun,2018,1.81
hun,2019,1.79
hun,2020,1.6
idn,1989,25.88
idn,1990,24.2
idn,1993,16.89
idn,1995,14.32
idn,1996,10.6
idn,1997,21.05
idn,1998,8.24
idn,1999,9.72
idn,2000,8.32
idn,2001,6.15
idn,2002,6.19
idn,2003,5.79
idn,2004,5.97
idn,2005,6.02
idn,2006,6.08
idn,2007,5.79
idn,2008,6.81
idn,2009,5.12
idn,2010,5.07
idn,2011,5.18
idn,2012,5.21
idn,2013,5.23
idn,2016,6.21
idn,2017,5.75
idn,2018,6.11
idn,2019,6.19
idn,2020,6.32
ind,1990,82.13
ind,1992,56.95
ind,1996,37.64
ind,1997,29.04
ind,1999,32.68
ind,2000,33.58
ind,2001,31.62
ind,2002,28.62
ind,2003,25.13
ind,2004,28.26
ind,2005,15.2
ind,2006,12.94
ind,2007,13.3
ind,2008,8.91
ind,2009,9.22
ind,2010,7.78
ind,2011,9.37
ind,2012,9.43
ind,2013,9.3
ind,2015,8.51
ind,2016,7.84
ind,2017,7.8
ind,2018,7.93
ind,2019,8.86
ind,2020,8.18
irl,1988,2.55
irl,1989,2.84
irl,1990,5.86
irl,1991,4.32
irl,1992,3.3
irl,1993,3.14
irl,1994,3.95
irl,1995,4.23
irl,1996,2.82
irl,1997,2.23
irl,1998,2.86
irl,1999,3.31
irl,2000,2.3
irl,2001,3.04
irl,2002,1.75
irl,2003,1.68
irl,2004,1.76
irl,2005,1.7
irl,2006,1.8
irl,2007,1.67
irl,2008,1.59
irl,2009,1.6
irl,2010,2
irl,2011,1.51
irl,2012,1.5
irl,2013,1.47
irl,2014,2.07
irl,2015,2.03
irl,2016,1.75
irl,2017,1.87
irl,2018,1.81
irl,2019,1.79
irl,2020,1.6
irn,2000,38.62
irn,2003,19.32
irn,2004,19.05
irn,2007,21.69
irn,2008,20.96
irn,2011,21.41
irn,2019,16.51
irn,2020,15.6
isl,1993,3.61
isl,1996,4.77
isl,1998,4.77
isl,1999,4.78
isl,2000,5.1
isl,2001,5.16
isl,2003,5.11
isl,2004,4.97
isl,2005,4.94
isl,2006,2.52
isl,2007,2.43
isl,2008,2.36
isl,2009,1.77
isl,2010,1.67
isl,2011,1.64
isl,2012,1.67
isl,2013,1.55
isl,2014,1.44
isl,2015,1.18
isl,2016,0.56
isl,2017,0
isl,2019,0
isr,1993,7.89
isr,1999,10.12
isr,2000,8.29
isr,2001,5.67
isr,2002,5.56
isr,2003,5.49
isr,2004,2.39
isr,2005,2.12
isr,2006,4.48
isr,2007,2.08
isr,2008,2.15
isr,2009,5.5
isr,2011,4.45
isr,2012,1.61
isr,2013,1.28
isr,2014,1.33
isr,2015,3.69
isr,2016,3.52
isr,2017,1.37
ita,1988,2.55
ita,1989,2.84
ita,1990,5.86
ita,1991,4.32
ita,1992,3.3
ita,1993,3.14
ita,1994,3.95
ita,1995,4.23
ita,1996,2.82
ita,1997,2.23
ita,1998,2.86
ita,1999,3.31
ita,2000,2.3
ita,2001,3.04
ita,2002,1.75
ita,2003,1.68
ita,2004,1.76
ita,2005,1.7
ita,2006,1.8
ita,2007,1.67
ita,2008,1.59
ita,2009,1.6
ita,2010,2
ita,2011,1.51
ita,2012,1.5
ita,2013,1.47
ita,2014,2.07
ita,2015,2.03
ita,2016,1.75
ita,2017,1.87
ita,2018,1.81
ita,2019,1.79
ita,2020,1.6
jam,1996,20.55
jam,1999,17.3
jam,2000,8.27
jam,2001,8.3
jam,2002,8.7
jam,2003,8.81
jam,2004,8.7
jam,2006,8.34
jam,2007,8.46
jam,2010,7.69
jam,2011,7.63
jam,2012,10.52
jam,2013,10.32
jam,2015,8.64
jam,2016,9.17
jam,2020,8.14
jor,2000,23.26
jor,2001,15.64
jor,2002,15.89
jor,2003,13.65
jor,2004,13.3
jor,2005,11.86
jor,2006,10.37
jor,2007,10.16
jor,2008,10.03
jor,2009,9.03
jor,2010,10.41
jor,2011,10.44
jor,2012,10.19
jor,2013,10.27
jor,2014,5.42
jor,2015,5.36
jor,2016,5.08
jor,2017,3.83
jor,2020,3.86
jpn,1988,3.96
jpn,1989,3.76
jpn,1990,3.25
jpn,1991,3.21
jpn,1992,3.26
jpn,1993,3.32
jpn,1994,3.39
jpn,1995,2.89
jpn,1996,3.16
jpn,1997,2.55
jpn,1998,2.46
jpn,1999,2.34
jpn,2000,2.26
jpn,2001,2.45
jpn,2002,2.41
jpn,2003,2.33
jpn,2004,2.38
jpn,2005,2.36
jpn,2006,2.84
jpn,2007,2.77
jpn,2008,2.65
jpn,2009,2.62
jpn,2010,2.57
jpn,2011,2.44
jpn,2012,2.44
jpn,2013,1.88
jpn,2014,2.3
jpn,2015,2.15
jpn,2016,2.09
jpn,2017,2.08
jpn,2018,2.08
jpn,2019,1.28
jpn,2020,1.13
kaz,2004,2.29
kaz,2008,4.18
kaz,2010,7.52
kaz,2011,7.43
kaz,2012,7.51
kaz,2013,7.68
kaz,2014,7.07
kaz,2015,6.94
kaz,2016,5.15
kaz,2017,4.81
kaz,2018,4.63
kaz,2019,4.61
kaz,2020,4.15
ken,1994,31.15
ken,1999,17.58
ken,2000,21.01
ken,2001,20.22
ken,2002,16.41
ken,2004,16.26
ken,2005,12.06
ken,2006,11.98
ken,2007,11.78
ken,2008,11.65
ken,2009,11.68
ken,2010,12.01
ken,2011,11.92
ken,2012,11.36
ken,2013,11.08
ken,2014,11.22
ken,2015,11.4
ken,2016,11.5
ken,2018,11.81
ken,2019,12.37
ken,2020,13.24
kgz,1995,0
kgz,2000,4.43
kgz,2001,4.28
kgz,2002,8.16
kgz,2003,3.87
kgz,2006,2.76
kgz,2007,2.65
kgz,2008,2.94
kgz,2009,2.87
kgz,2010,3.07
kgz,2011,3.15
kgz,2012,3.11
kgz,2013,3.11
kgz,2014,3.1
kgz,2015,5.61
kgz,2016,4.68
kgz,2017,4.19
kgz,2018,3.92
kgz,2019,4.14
kgz,2020,3.9
khm,2001,16.54
khm,2002,16
khm,2003,16.1
khm,2005,13.75
khm,2006,13.46
khm,2007,12.08
khm,2008,12.17
khm,2010,13.01
khm,2011,11.97
khm,2012,11.97
khm,2014,7.74
khm,2016,12
khm,2020,8.05
kna,1996,21.77
kna,1999,18.08
kna,2000,13.98
kna,2001,13.82
kna,2002,13.94
kna,2003,14.39
kna,2006,12.54
kna,2007,12.14
kna,2008,12.2
kna,2009,13.55
kna,2010,11.93
kna,2011,11.57
kna,2012,10.86
kna,2013,10.86
kna,2014,11.43
kna,2015,11.43
kna,2016,11.43
kna,2017,11.38
kna,2018,11.44
kna,2019,12.32
kna,2020,9.82
kor,1988,18.81
kor,1989,15.08
kor,1990,12.87
kor,1992,10.92
kor,1995,7.81
kor,1996,8.17
kor,1997,8.14
kor,1998,8.5
kor,1999,8.14
kor,2000,8.05
kor,2001,8
kor,2002,7.85
kor,2003,7.65
kor,2004,7.28
kor,2005,7.25
kor,2006,7.33
kor,2007,6.49
kor,2008,7.31
kor,2009,7.27
kor,2010,7.31
kor,2011,7.41
kor,2012,7.22
kor,2013,7.17
kor,2014,3.05
kor,2015,2.67
kor,2016,7.29
kor,2017,2.42
kor,2018,2.38
kor,2020,2.39
kwt,2002,3.99
kwt,2003,4.94
kwt,2004,4.94
kwt,2005,4.28
kwt,2006,4.35
kwt,2007,4.15
kwt,2008,4.15
kwt,2009,3.62
kwt,2010,4.73
kwt,2011,4.73
kwt,2012,4.34
kwt,2013,4.37
kwt,2014,4.01
kwt,2015,3.97
kwt,2016,3.97
kwt,2017,3.97
kwt,2018,3.97
kwt,2019,3.98
kwt,2020,3.98
lao,2000,8.6
lao,2001,8.87
lao,2004,7.85
lao,2005,6.26
lao,2006,5.61
lao,2007,5.17
lao,2008,8.43
lao,2014,3.89
lao,2015,2.62
lao,2016,1.96
lao,2017,1.88
lao,2018,1.72
lao,2019,2.75
lao,2020,2.75
lbn,1999,14.12
lbn,2000,18.98
lbn,2001,7.53
lbn,2002,7.9
lbn,2004,6.15
lbn,2005,7.72
lbn,2006,5.57
lbn,2007,6.83
lbn,2014,4.93
lbn,2015,4.81
lbn,2016,4.16
lbn,2017,2.41
lbn,2018,3.7
lbn,2019,3.66
lbn,2020,3.78
lbr,2012,9.89
lbr,2013,9.81
lbr,2014,9.74
lbr,2018,9.57
lbr,2020,12.57
lby,1996,22.6
lby,2002,19.53
lby,2006,0
lby,2020,4.84
lca,1996,21.71
lca,1999,17.7
lca,2000,17.77
lca,2001,11.38
lca,2002,12.12
lca,2003,11.97
lca,2005,11.85
lca,2006,9.3
lca,2007,8.78
lca,2010,12.2
lca,2011,12.18
lca,2012,10.46
lca,2013,11.05
lca,2014,8.03
lca,2015,7.45
lca,2016,7.77
lca,2019,7.5
lca,2020,7.85
lka,1990,25.37
lka,1993,22.91
lka,1994,23.31
lka,1997,19.25
lka,1998,10.02
lka,2000,8.82
lka,2001,8.8
lka,2003,8.89
lka,2004,9.79
lka,2005,11
lka,2006,10.68
lka,2007,10.25
lka,2008,10.14
lka,2009,9.99
lka,2010,8.79
lka,2011,8.79
lka,2012,8.56
lka,2014,8.22
lka,2015,7.29
lka,2017,8.28
lka,2018,8.07
lka,2019,8.07
lka,2020,7.23
lso,2001,0.96
lso,2004,9.99
lso,2005,9.91
lso,2006,9.47
lso,2007,9.02
lso,2008,9.18
lso,2009,9.24
lso,2010,9.28
lso,2011,8.75
lso,2012,8.31
lso,2013,2.99
lso,2014,3.66
lso,2015,3.86
lso,2016,3.38
lso,2017,2.53
lso,2018,6.34
lso,2019,6.34
lso,2020,6.34
ltu,1988,2.55
ltu,1989,2.84
ltu,1990,5.86
ltu,1991,4.32
ltu,1992,3.3
ltu,1993,3.14
ltu,1994,3.95
ltu,1995,4.23
ltu,1996,2.82
ltu,1997,2.23
ltu,1998,2.86
ltu,1999,3.31
ltu,2000,2.3
ltu,2001,3.04
ltu,2002,1.75
ltu,2003,1.68
ltu,2004,1.76
ltu,2005,1.7
ltu,2006,1.8
ltu,2007,1.67
ltu,2008,1.59
ltu,2009,1.6
ltu,2010,2
ltu,2011,1.51
ltu,2012,1.5
ltu,2013,1.47
ltu,2014,2.07
ltu,2015,2.03
ltu,2016,1.75
ltu,2017,1.87
ltu,2018,1.81
ltu,2019,1.79
ltu,2020,1.6
lux,1988,2.55
lux,1989,2.84
lux,1990,5.86
lux,1991,4.32
lux,1992,3.3
lux,1993,3.14
lux,1994,3.95
lux,1995,4.23
lux,1996,2.82
lux,1997,2.23
lux,1998,2.86
lux,1999,3.31
lux,2000,2.3
lux,2001,3.04
lux,2002,1.75
lux,2003,1.68
lux,2004,1.76
lux,2005,1.7
lux,2006,1.8
lux,2007,1.67
lux,2008,1.59
lux,2009,1.6
lux,2010,2
lux,2011,1.51
lux,2012,1.5
lux,2013,1.47
lux,2014,2.07
lux,2015,2.03
lux,2016,1.75
lux,2017,1.87
lux,2018,1.81
lux,2019,1.79
lux,2020,1.6
lva,1988,2.55
lva,1989,2.84
lva,1990,5.86
lva,1991,4.32
lva,1992,3.3
lva,1993,3.14
lva,1994,3.95
lva,1995,4.23
lva,1996,2.82
lva,1997,2.23
lva,1998,2.86
lva,1999,3.31
lva,2000,2.3
lva,2001,3.04
lva,2002,1.75
lva,2003,1.68
lva,2004,1.76
lva,2005,1.7
lva,2006,1.8
lva,2007,1.67
lva,2008,1.59
lva,2009,1.6
lva,2010,2
lva,2011,1.51
lva,2012,1.5
lva,2013,1.47
lva,2014,2.07
lva,2015,2.03
lva,2016,1.75
lva,2017,1.87
lva,2018,1.81
lva,2019,1.79
lva,2020,1.6
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,65.27
mar,1997,20.11
mar,2000,28.61
mar,2001,28.37
mar,2002,28.12
mar,2003,27.92
mar,2005,18.81
mar,2006,15.12
mar,2007,12.64
mar,2008,11
mar,2009,8.23
mar,2010,16.07
mar,2011,13.01
mar,2012,4
mar,2014,3.77
mar,2015,3.81
mar,2016,3.79
mar,2017,3.83
mar,2019,3.94
mar,2020,3.94
mda,1996,4.59
mda,2000,4.31
mda,2001,4.55
mda,2003,4.68
mda,2004,4.76
mda,2005,4.78
mda,2006,3.98
mda,2007,4.35
mda,2008,4.11
mda,2009,4.78
mda,2010,4.26
mda,2011,4.64
mda,2012,4.21
mda,2013,8.36
mda,2014,4.21
mda,2015,4.97
mda,2016,4.94
mda,2020,1.99
mdg,1995,7.63
mdg,1996,7.77
mdg,1997,7.75
mdg,1998,6.55
mdg,2000,6.14
mdg,2001,5.28
mdg,2002,5.54
mdg,2003,5.04
mdg,2004,3.54
mdg,2005,10.86
mdg,2006,13.2
mdg,2007,11.9
mdg,2008,11.9
mdg,2009,10.47
mdg,2010,10.29
mdg,2011,10.66
mdg,2012,10.68
mdg,2013,10.63
mdg,2014,10.38
mdg,2015,10.51
mdg,2016,9.85
mdg,2017,6.76
mdg,2018,8.82
mdg,2019,8.64
mdg,2020,7.99
mdv,2000,22.26
mdv,2001,21.94
mdv,2002,22.16
mdv,2003,22.08
mdv,2004,22.11
mdv,2005,22.19
mdv,2006,22.25
mdv,2008,22.55
mdv,2009,22.61
mdv,2010,23.05
mdv,2011,23.19
mdv,2012,12.09
mdv,2013,11.93
mdv,2014,11.85
mdv,2015,13.19
mdv,2016,13.02
mdv,2017,11.89
mdv,2018,12.96
mdv,2019,12.97
mdv,2020,12.98
mex,1991,14.45
mex,1995,12.51
mex,1996,14.51
mex,1997,14.67
mex,1998,14.65
mex,1999,16.06
mex,2000,17.89
mex,2001,18.02
mex,2002,15.47
mex,2003,18.27
mex,2004,10.29
mex,2005,9.27
mex,2006,8.13
mex,2007,6.31
mex,2008,6.11
mex,2009,5.11
mex,2010,7.41
mex,2011,7.03
mex,2012,6.32
mex,2013,6.06
mex,2014,2.82
mex,2015,5.72
mex,2016,5.8
mex,2017,2.8
mex,2018,3.14
mkd,2001,9.91
mkd,2002,9.17
mkd,2004,10.62
mkd,2005,3.52
mkd,2006,5.11
mkd,2007,8.41
mkd,2008,4.8
mkd,2009,3.91
mkd,2010,3.16
mkd,2011,2.77
mkd,2012,2.8
mkd,2013,7.91
mkd,2014,3.05
mkd,2015,2.59
mkd,2016,6.47
mkd,2017,2.86
mkd,2018,2.86
mkd,2019,2.85
mkd,2020,2.89
mli,1995,3.4
mli,1996,14.77
mli,1997,14.77
mli,1998,14.77
mli,1999,10.87
mli,2001,13.3
mli,2002,13.47
mli,2003,13.49
mli,2004,13.47
mli,2005,13.25
mli,2006,12.26
mli,2007,12.89
mli,2008,12.89
mli,2009,12.64
mli,2010,12.64
mli,2011,12.6
mli,2012,12.35
mli,2013,12.35
mli,2014,12.35
mli,2015,11.29
mli,2016,11.29
mli,2017,12.31
mli,2018,12.18
mli,2019,11.28
mli,2020,11.6
mlt,1988,2.55
mlt,1989,2.84
mlt,1990,5.86
mlt,1991,4.32
mlt,1992,3.3
mlt,1993,3.14
mlt,1994,3.95
mlt,1995,4.23
mlt,1996,2.82
mlt,1997,2.23
mlt,1998,2.86
mlt,1999,3.31
mlt,2000,2.3
mlt,2001,3.04
mlt,2002,1.75
mlt,2003,1.68
mlt,2004,1.76
mlt,2005,1.7
mlt,2006,1.8
mlt,2007,1.67
mlt,2008,1.59
mlt,2009,1.6
mlt,2010,2
mlt,2011,1.51
mlt,2012,1.5
mlt,2013,1.47
mlt,2014,2.07
mlt,2015,2.03
mlt,2016,1.75
mlt,2017,1.87
mlt,2018,1.81
mlt,2019,1.79
mlt,2020,1.6
mmr,1996,4.37
mmr,1997,4.37
mmr,1998,4.37
mmr,1999,4.37
mmr,2000,4.37
mmr,2001,4.2
mmr,2002,4.2
mmr,2003,4.16
mmr,2004,4.03
mmr,2005,3.98
mmr,2006,3.93
mmr,2007,3.77
mmr,2008,3.71
mmr,2010,3.3
mmr,2011,3.07
mmr,2012,4.37
mmr,2013,4.41
mmr,2015,1.86
mmr,2019,3.4
mne,2007,5.11
mne,2008,2.83
mne,2009,2.67
mne,2010,2.62
mne,2011,2.57
mne,2012,2.19
mne,2013,1.73
mne,2014,1.7
mne,2015,1.74
mne,2016,1.47
mne,2017,1.46
mne,2018,1.48
mne,2019,1.26
mne,2020,1.47
mng,1999,0
mng,2000,4.85
mng,2001,6.79
mng,2002,6.8
mng,2003,4.86
mng,2004,4.88
mng,2005,4.09
mng,2006,4.08
mng,2007,4.88
mng,2008,4.88
mng,2009,4.88
mng,2010,4.91
mng,2011,4.91
mng,2013,4.91
mng,2015,4.91
mng,2017,4.88
mng,2018,4.86
mng,2019,4.87
mng,2020,4.86
moz,2001,14.23
moz,2002,12.29
moz,2003,12.68
moz,2005,12.51
moz,2006,11.78
moz,2007,10.53
moz,2008,10.39
moz,2009,8.64
moz,2010,8.63
moz,2011,10.35
moz,2012,8.63
moz,2014,7.1
moz,2016,6.78
moz,2018,8.76
moz,2020,8.75
mrt,2001,12.88
mrt,2006,11.46
mrt,2007,12.66
mrt,2008,9.21
mrt,2009,9.27
mrt,2010,9.19
mrt,2011,9.08
mrt,2014,12.41
mrt,2015,12.45
mrt,2018,12.5
mrt,2019,12.5
mrt,2020,12.72
mus,1995,35.93
mus,1996,33.24
mus,1997,33.97
mus,1998,32.14
mus,1999,32.29
mus,2000,23.01
mus,2001,24.56
mus,2002,24.23
mus,2004,23.84
mus,2005,8.38
mus,2006,4.54
mus,2007,4.63
mus,2008,4.59
mus,2009,2.49
mus,2010,2.46
mus,2011,1.98
mus,2012,3.02
mus,2013,3.17
mus,2014,1.91
mus,2015,1.87
mus,2016,1.87
mus,2017,1.23
mus,2018,1.23
mus,2019,1.3
mus,2020,1.15
mwi,1994,31.75
mwi,1996,25.94
mwi,1997,27.02
mwi,1998,19.9
mwi,2000,15.61
mwi,2001,13
mwi,2003,15.41
mwi,2006,12.9
mwi,2008,12.02
mwi,2009,12.51
mwi,2010,11.4
mwi,2011,12.07
mwi,2012,11.24
mwi,2013,8.81
mwi,2014,9.08
mwi,2015,9.06
mwi,2016,9.05
mwi,2019,6.83
mwi,2020,9.18
mys,1988,18.88
mys,1991,16.21
mys,1993,12.96
mys,1996,9.98
mys,1997,8.07
mys,1998,14.08
mys,1999,9.3
mys,2000,8.92
mys,2001,8.12
mys,2002,8.07
mys,2003,7.92
mys,2004,9.5
mys,2005,8.3
mys,2006,6.96
mys,2007,6.4
mys,2008,6.21
mys,2009,6.08
mys,2010,5.02
mys,2011,6.27
mys,2012,6.3
mys,2013,6.12
mys,2014,3.7
mys,2016,5.83
mys,2020,5.71
nam,2001,6.24
nam,2002,5.32
nam,2004,7.31
nam,2005,6.7
nam,2006,6.46
nam,2007,6.78
nam,2008,6.5
nam,2009,6.71
nam,2010,6.92
nam,2011,6.64
nam,2012,6.77
nam,2013,7.04
nam,2014,7.04
nam,2015,7.15
nam,2016,7.71
nam,2017,6.3
nam,2018,6.62
nam,2019,6.58
nam,2020,7.02
ner,2001,14.23
ner,2002,14.07
ner,2003,14.15
ner,2004,13.9
ner,2005,14.05
ner,2006,12.73
ner,2007,12.47
ner,2008,12.47
ner,2009,12.47
ner,2010,12.51
ner,2011,12.89
ner,2012,12.94
ner,2013,13.11
ner,2014,13.05
ner,2015,10.27
ner,2016,10.39
ner,2017,12.63
ner,2018,12.12
ner,2019,11.48
ner,2020,10.32
nga,1988,25.12
nga,1989,27.2
nga,1990,27.39
nga,1992,27.57
nga,1995,86.48
nga,1996,22.58
nga,1997,22.63
nga,1998,22.63
nga,1999,24.32
nga,2000,24.21
nga,2001,23.67
nga,2002,23.68
nga,2003,23.62
nga,2005,10.26
nga,2006,10.31
nga,2008,10.67
nga,2009,9.68
nga,2010,10.81
nga,2011,10.94
nga,2013,11.09
nga,2014,11.54
nga,2015,11.09
nga,2016,11.34
nga,2020,12.33
nic,1995,7.55
nic,1996,8.53
nic,1997,6.07
nic,1998,4.46
nic,1999,8.61
nic,2000,2.79
nic,2001,3.98
nic,2002,4.08
nic,2003,4.35
nic,2004,5.02
nic,2005,6.33
nic,2006,5.35
nic,2007,5.13
nic,2008,5.2
nic,2009,4.14
nic,2010,4.02
nic,2011,4.18
nic,2012,4.11
nic,2013,3.79
nic,2014,3.74
nic,2015,3.65
nic,2016,3.43
nic,2017,3.31
nic,2018,3.21
nic,2019,3.05
nic,2020,3.12
nld,1988,2.55
nld,1989,2.84
nld,1990,5.86
nld,1991,4.32
nld,1992,3.3
nld,1993,3.14
nld,1994,3.95
nld,1995,4.23
nld,1996,2.82
nld,1997,2.23
nld,1998,2.86
nld,1999,3.31
nld,2000,2.3
nld,2001,3.04
nld,2002,1.75
nld,2003,1.68
nld,2004,1.76
nld,2005,1.7
nld,2006,1.8
nld,2007,1.67
nld,2008,1.59
nld,2009,1.6
nld,2010,2
nld,2011,1.51
nld,2012,1.5
nld,2013,1.47
nld,2014,2.07
nld,2015,2.03
nld,2016,1.75
nld,2017,1.87
nld,2018,1.81
nld,2019,1.79
nld,2020,1.6
nor,1988,2.08
nor,1993,2.97
nor,1995,7.14
nor,1996,1.43
nor,1997,5.45
nor,1998,2.9
nor,1999,1.35
nor,2000,2.28
nor,2001,1.65
nor,2002,0.7
nor,2003,0.54
nor,2004,0.51
nor,2005,0.41
nor,2006,0.43
nor,2007,0.46
nor,2008,0.43
nor,2009,0.34
nor,2010,0.38
nor,2011,0.37
nor,2012,0.36
nor,2013,0.31
nor,2014,0.37
nor,2015,0.35
nor,2016,0.38
nor,2017,0.37
nor,2018,0.35
nor,2019,0.31
nor,2020,0.34
npl,1993,22.54
npl,1998,23.23
npl,1999,14.87
npl,2000,14.12
npl,2002,14.71
npl,2003,14.95
npl,2004,14.86
npl,2005,14.8
npl,2006,12.74
npl,2007,12.69
npl,2008,13.78
npl,2009,12.18
npl,2010,12.29
npl,2011,12.38
npl,2012,12.13
npl,2013,11.21
npl,2014,12.12
npl,2015,12.07
npl,2016,11.89
npl,2018,11.11
npl,2019,12.57
npl,2020,11.17
nru,2016,10.01
nru,2017,9.97
nru,2018,9.89
nru,2019,10.29
nru,2020,13.23
nzl,1992,15.17
nzl,1993,10
nzl,1996,6.85
nzl,1997,6.17
nzl,1998,5.06
nzl,1999,4.12
nzl,2000,3.43
nzl,2001,3.86
nzl,2002,4.54
nzl,2003,5.1
nzl,2004,5.64
nzl,2005,4.24
nzl,2006,4.06
nzl,2007,4
nzl,2008,2.99
nzl,2009,2.71
nzl,2010,2.76
nzl,2011,3
nzl,2012,3.1
nzl,2013,2.49
nzl,2014,2.29
nzl,2015,2.29
nzl,2016,2.24
nzl,2017,2.24
nzl,2019,2.12
nzl,2020,2.03
omn,1992,5.15
omn,1997,4.9
omn,2001,4.95
omn,2002,7.66
omn,2003,4.7
omn,2004,4.85
omn,2005,3.8
omn,2006,3.88
omn,2007,3.67
omn,2008,3.85
omn,2009,3.57
omn,2012,3.52
