geo,time,gc_xpn_intp_rv_zs
fra,2002,6.47318
fra,2003,6.27951
fra,2004,6.1679
fra,2005,6.07663
fra,2006,5.7132
fra,2007,5.85748
fra,2008,6.14569
fra,2009,5.7086
fra,2010,5.72856
fra,2011,6.06999
fra,2012,5.75009
fra,2013,4.97441
fra,2014,4.72075
fra,2015,4.39048
fra,2016,4.11616
fra,2017,3.82708
fra,2018,3.78591
fra,2019,3.26896
fsm,2008,0.87234
fsm,2009,0.61506
fsm,2010,0.5793
fsm,2011,0.62102
fsm,2012,0.47417
fsm,2013,0.73102
fsm,2014,0.69114
fsm,2015,0.71403
fsm,2016,0.51004
fsm,2017,0.35943
fsm,2018,0.28641
fsm,2019,0.2935
gab,2012,3.32697
gab,2013,5.84691
gab,2014,4.80514
gab,2015,10.08923
gab,2016,13.36483
gab,2017,14.30992
gab,2018,14.31307
gab,2019,11.72073
gbr,1972,8.28049
gbr,1973,9.2194
gbr,1974,8.91789
gbr,1975,9.23416
gbr,1976,9.69642
gbr,1977,9.59978
gbr,1978,10.88344
gbr,1979,11.7915
gbr,1980,11.51035
gbr,1981,11.48471
gbr,1982,10.22593
gbr,1983,10.5447
gbr,1984,10.95242
gbr,1985,10.85942
gbr,1986,10.88435
gbr,1987,11.53374
gbr,1988,10.72212
gbr,1989,10.13848
gbr,1990,8.92451
gbr,1991,7.48964
gbr,1992,7.60264
gbr,1993,8.39161
gbr,1994,9.06444
gbr,1995,9.76581
gbr,1996,9.81209
gbr,1997,9.87088
gbr,1998,9.30339
gbr,1999,7.65399
gbr,2000,7.0939
gbr,2001,6.20004
gbr,2002,5.51611
gbr,2003,5.44937
gbr,2004,5.34278
gbr,2005,5.4772
gbr,2006,5.5721
gbr,2007,6.0575
gbr,2008,5.94601
gbr,2009,5.41433
gbr,2010,8.18405
gbr,2011,8.91612
gbr,2012,8.04927
gbr,2013,7.90921
gbr,2014,7.61656
gbr,2015,6.55032
gbr,2016,6.7991
gbr,2017,7.45116
gbr,2018,6.84249
gbr,2019,5.95719
geo,1995,5.12416
geo,1996,12.17244
geo,1997,12.78354
geo,1998,18.10601
geo,1999,18.59832
geo,2000,19.35484
geo,2001,10.88351
geo,2002,13.10559
geo,2003,13.30543
geo,2004,6.35346
geo,2005,4.43239
geo,2006,2.81536
geo,2007,2.01065
geo,2008,2.13154
geo,2009,3.35494
geo,2010,3.64584
geo,2011,4.34843
geo,2012,3.45432
geo,2013,3.04249
geo,2014,2.93181
geo,2015,3.36854
geo,2016,3.79862
geo,2017,4.01253
geo,2018,4.3498
geo,2019,4.52644
geo,2020,6.05539
gha,1990,10.21914
gha,1991,10.96411
gha,1992,16.6562
gha,1993,18.61035
gha,2001,29.27635
gha,2002,29.04759
gha,2003,22.14778
gha,2004,13.91834
gha,2005,12.06982
gha,2006,12.02844
gha,2007,9.61432
gha,2008,12.05371
gha,2009,15.17525
gha,2010,16.24769
gha,2011,12.4562
gha,2012,15.49148
gha,2013,23.83449
gha,2014,26.94675
gha,2015,27.14803
gha,2016,35.76756
gha,2017,34.19143
gha,2018,33.21349
gha,2019,37.03522
gin,1989,6.05461
gin,1990,7.58521
gin,1991,9.84088
gin,1992,7.40143
gmb,1990,14.2964
gnb,2017,3.66249
gnb,2019,6.38695
gnq,2006,0.03865
gnq,2007,0.03149
gnq,2008,0.05233
gnq,2009,0.01896
gnq,2010,0.85949
gnq,2011,0.92903
gnq,2012,0.98402
gnq,2013,1.35781
gnq,2014,1.8258
gnq,2015,1.47743
gnq,2016,4.41663
gnq,2017,2.34242
gnq,2018,3.09323
gnq,2019,4.38083
grc,1972,4.77206
grc,1973,4.43234
grc,1974,5.42722
grc,1975,5.40887
grc,1976,5.78216
grc,1977,5.24388
grc,1978,5.52244
grc,1979,7.2709
grc,1980,8.90621
grc,1981,10.49417
grc,1982,5.9522
grc,1983,7.22209
grc,1984,13.05629
grc,1985,15.16747
grc,1986,16.31502
grc,1987,18.24047
grc,1988,20.99926
grc,1989,24.14457
grc,1990,35.08651
grc,1997,22.55999
grc,1998,20.12549
grc,1999,19.63577
grc,2000,16.61108
grc,2001,16.07736
grc,2002,14.83633
grc,2003,13.49539
grc,2004,13.05606
grc,2005,12.69831
grc,2006,12.0584
grc,2007,11.9266
grc,2008,12.72013
grc,2009,13.91851
grc,2010,15.29471
grc,2011,17.74835
grc,2012,11.70171
grc,2013,8.8723
grc,2014,9.13367
grc,2015,8.0505
grc,2016,7.04585
grc,2017,7.03309
grc,2018,7.48209
grc,2019,6.70215
gtm,1990,13.94445
gtm,1991,17.60793
gtm,1992,9.26199
gtm,1993,10.05952
gtm,1994,11.5485
gtm,1995,11.15622
gtm,1996,11.47809
gtm,1997,7.52123
gtm,1998,10.60835
gtm,1999,10.7991
gtm,2000,10.75426
gtm,2001,11.60539
gtm,2002,10.57894
gtm,2003,10.17509
gtm,2004,10.89019
gtm,2005,11.5838
gtm,2006,10.7489
gtm,2007,11.42938
gtm,2008,11.17628
gtm,2009,12.64532
gtm,2010,12.95725
gtm,2011,12.4805
gtm,2012,12.90405
gtm,2013,13.14899
gtm,2014,12.61878
gtm,2015,14.37995
gtm,2016,13.40742
gtm,2017,13.35495
gtm,2018,13.59884
gtm,2019,14.55192
hnd,1972,6.22568
hnd,1973,5.95533
hnd,1974,5.32374
hnd,1975,4.93026
hnd,1976,4.30328
hnd,2003,6.88306
hnd,2004,6.26723
hnd,2005,5.64455
hnd,2006,3.8703
hnd,2007,2.59513
hnd,2008,2.4956
hnd,2009,2.89511
hnd,2010,3.89427
hnd,2011,5.52488
hnd,2012,6.92111
hnd,2013,8.94098
hnd,2014,7.63219
hnd,2015,7.73124
hrv,1991,0.41209
hrv,1992,6.94269
hrv,1993,2.70436
hrv,1994,3.11267
hrv,2001,5.29565
hrv,2002,3.94052
hrv,2003,4.21767
hrv,2004,4.60391
hrv,2005,4.67197
hrv,2006,4.33029
hrv,2007,4.32401
hrv,2008,4.71307
hrv,2009,5.89496
hrv,2010,6.49875
hrv,2011,7.43513
hrv,2012,8.20293
hrv,2013,8.43145
hrv,2014,9.1819
hrv,2015,8.85531
hrv,2016,7.63305
hrv,2017,6.61143
hrv,2018,5.74321
hrv,2019,5.42836
hun,1981,3.19098
hun,1982,3.23684
hun,1983,1.77503
hun,1984,2.37294
hun,1985,2.06052
hun,1986,3.74094
hun,1987,3.72502
hun,1988,5.19053
hun,1989,5.89127
hun,1990,5.68768
hun,1991,7.33878
hun,1992,11.39177
hun,1993,9.36469
hun,1994,13.9691
hun,1995,20.73078
hun,1996,21.77051
hun,1997,22.09029
hun,1998,18.95176
hun,1999,17.90426
hun,2000,13.89855
hun,2001,12.53757
hun,2002,10.92486
hun,2003,11.16918
hun,2004,11.89724
hun,2005,11.35618
hun,2006,10.63154
hun,2007,10.22322
hun,2008,9.65483
hun,2009,10.66865
hun,2010,10.13702
hun,2011,10.30796
hun,2012,10.40731
hun,2013,10.4698
hun,2014,9.4567
hun,2015,8.02471
hun,2016,7.61469
hun,2017,6.69946
hun,2018,6.05096
hun,2019,5.82792
idn,1972,2.63975
idn,1973,2.84314
idn,1974,1.90944
idn,1975,1.69565
idn,1976,3.06604
idn,1977,3.3847
idn,1978,5.43627
idn,1979,5.92908
idn,1980,3.85355
idn,1981,3.37136
idn,1982,5.30628
idn,1983,7.70421
idn,1984,7.96838
idn,1985,7.95695
idn,1986,11.84112
idn,1987,13.86143
idn,1988,18.27881
idn,1989,16.56412
idn,1990,12.71546
idn,1991,10.75563
idn,1992,10.63422
idn,1993,11.2646
idn,1994,10.891
idn,1995,8.86684
idn,1996,7.11715
idn,1997,9.50165
idn,1998,19.86514
idn,1999,21.60501
idn,2002,25.5254
idn,2003,18.70869
idn,2004,14.80991
idn,2008,9.00157
idn,2009,11.05066
idn,2010,8.88244
idn,2011,7.70447
idn,2012,7.51252
idn,2013,7.85661
idn,2014,8.59262
idn,2015,10.34957
idn,2016,11.74562
idn,2017,12.99312
idn,2018,13.27459
idn,2019,14.03566
ind,1974,10.33892
ind,1975,10.27339
ind,1976,11.46723
ind,1977,11.5947
ind,1978,12.77701
ind,1979,12.92573
ind,1980,13.78003
ind,1981,14.07324
ind,1982,15.56303
ind,1983,17.46057
ind,1984,19.01138
ind,1985,19.62412
ind,1986,20.58655
ind,1987,22.39896
ind,1988,23.9348
ind,1989,24.45902
ind,1990,27.63914
ind,1991,28.92361
ind,1992,29.49986
ind,1993,33.97427
ind,1994,33.63762
ind,1995,31.88935
ind,1996,32.15119
ind,1997,32.94177
ind,1998,37.40531
ind,1999,37.15799
ind,2000,38.91242
ind,2001,40.93629
ind,2002,39.46951
ind,2003,36.05854
ind,2004,31.90673
ind,2005,28.57095
ind,2006,25.63898
ind,2007,23.37026
ind,2008,26.5385
ind,2009,28.46291
ind,2010,22.82579
ind,2011,22.86839
ind,2012,24.90867
ind,2013,25.68916
ind,2014,27.18508
ind,2015,25.20962
ind,2016,24.21056
ind,2017,24.29194
ind,2018,23.01131
irl,1972,11.22302
irl,1973,11.40143
irl,1974,11.71548
irl,1975,13.48222
irl,1976,14.18048
irl,1977,15.31298
irl,1978,16.93262
irl,1979,17.37537
irl,1980,16.92958
irl,1981,18.68082
irl,1982,21.09863
irl,1983,20.70289
irl,1984,21.11853
irl,1985,23.49798
irl,1986,22.55715
irl,1987,21.94357
irl,1988,20.79957
irl,1989,20.83288
irl,1990,22.18696
irl,1991,20.65238
irl,1992,19.06277
irl,1993,17.85616
irl,1994,16.35118
irl,1995,14.48793
irl,1996,12.38743
irl,1997,10.63669
irl,1998,9.89668
irl,1999,7.02539
irl,2000,5.7959
irl,2001,4.5641
irl,2002,4.30826
irl,2003,3.94897
irl,2004,3.44471
irl,2005,3.12629
irl,2006,2.91664
irl,2007,3.00803
irl,2008,3.98939
irl,2009,6.48229
irl,2010,9.11966
irl,2011,10.50231
irl,2012,12.86875
irl,2013,13.18892
irl,2014,11.93325
irl,2015,10.12846
irl,2016,8.82202
irl,2017,8.02591
irl,2018,6.65241
irl,2019,5.26016
irn,1972,4.68944
irn,1973,3.93878
irn,1974,1.98304
irn,1975,2.04082
irn,1976,1.42428
irn,1977,1.74655
irn,1978,0.53541
irn,1979,2.07807
irn,1980,2.46853
irn,1981,1.08713
irn,1982,0.61891
irn,1983,0.35072
irn,1984,0.21079
irn,1985,0.32392
irn,1986,0.22804
irn,1987,0.16327
irn,1988,0.17319
irn,1989,0.08094
irn,1990,0.04534
irn,1991,0.03579
irn,1992,0.02444
irn,1993,0.0684
irn,1994,0.06139
irn,1995,0.01559
irn,1996,0.01943
irn,1997,0.12779
irn,1998,0.75932
irn,1999,0.00005
irn,2000,0.00006
irn,2001,0.00007
irn,2002,0.71017
irn,2003,0.73338
irn,2004,0.68089
irn,2005,0.6793
irn,2006,0.74529
irn,2007,0.83711
irn,2008,0.77586
irn,2009,0.56573
irq,2014,0.68207
irq,2015,1.10076
irq,2016,2.58173
irq,2017,2.9877
irq,2018,5.25976
irq,2019,0.00583
isl,1972,2.89406
isl,1973,3.43257
isl,1974,3.75542
isl,1975,6.82093
isl,1976,5.56066
isl,1977,6.08842
isl,1978,7.58476
isl,1979,7.98111
isl,1980,5.93573
isl,1981,6.39862
isl,1982,7.23823
isl,1983,9.36475
isl,1984,10.26416
isl,1985,11.51968
isl,1986,10.83895
isl,1987,7.87858
isl,1988,9.79691
isl,1989,10.2201
isl,1990,10.60048
isl,1991,11.11784
isl,1992,10.57265
isl,1993,11.19971
isl,1994,11.43247
isl,1995,12.21387
isl,1996,10.5429
isl,1997,10.13646
isl,1998,10.15708
isl,1999,9.41804
isl,2000,8.63157
isl,2001,8.97695
isl,2002,7.87679
isl,2003,7.02323
isl,2004,6.0169
isl,2005,13.11457
isl,2006,14.54327
isl,2007,15.57012
isl,2008,27.74705
isl,2009,34.23891
isl,2010,24.44916
isl,2011,25.40148
isl,2012,25.0835
isl,2013,23.17036
isl,2014,18.48634
isl,2015,19.91729
isl,2016,11.79468
isl,2017,15.78574
isl,2018,13.86114
isl,2019,13.06526
isr,1972,20
isr,1973,10.52632
isr,1974,15.38462
isr,1975,9.52381
isr,1976,9.67742
isr,1977,18.88889
isr,1978,15.27778
isr,1979,11.14754
isr,1980,12.62554
isr,1981,21.13924
isr,1982,21.68327
isr,1983,36.84021
isr,1984,31.67628
isr,1985,23.64229
isr,1986,22.91728
isr,1987,25.97102
isr,1988,20.46933
isr,1989,20.96651
isr,1990,19.54297
isr,1991,19.31582
isr,1992,16.15194
isr,1993,16.11533
isr,1994,15.18148
isr,1995,14.83055
isr,1996,13.71345
isr,1997,12.50487
isr,1998,13.24992
isr,1999,12.37427
isr,2000,13.29226
isr,2001,14.02878
isr,2002,21.21799
isr,2003,13.23286
isr,2004,14.52519
isr,2005,15.02297
isr,2006,12.88124
isr,2007,12.70707
isr,2008,15.08746
isr,2009,15.26684
isr,2010,11.97413
isr,2011,11.88009
isr,2012,10.76252
isr,2013,10.3597
isr,2014,7.1678
isr,2015,6.10624
isr,2016,6.25268
isr,2017,6.23787
isr,2018,7.19395
isr,2019,6.70953
ita,1973,7.28992
ita,1974,8.30854
ita,1975,11.4509
ita,1976,12.89492
ita,1977,13.25676
ita,1978,11.87848
ita,1979,12.08889
ita,1980,13.54669
ita,1985,20.4431
ita,1986,21.90872
ita,1987,20.11214
ita,1988,21.7554
ita,1989,23.07235
ita,1995,26.79386
ita,1996,26.33293
ita,1997,21.13011
ita,1998,19.91366
ita,1999,16.0139
ita,2000,16.12156
ita,2001,15.92323
ita,2002,14.46154
ita,2003,13.21363
ita,2004,12.34212
ita,2005,12.1718
ita,2006,11.48164
ita,2007,11.77448
ita,2008,12.0989
ita,2009,10.63165
ita,2010,10.53751
ita,2011,11.51048
ita,2012,12.38145
ita,2013,11.50596
ita,2014,11.02438
ita,2015,9.93135
ita,2016,9.44889
ita,2017,9.1687
ita,2018,8.96131
ita,2019,8.15395
jam,1988,30.71064
jam,1989,27.85062
jam,1990,30.32466
jam,1991,27.46601
jam,1992,29.17501
jam,1993,29.381
jam,1994,33.66952
jam,1995,30.68087
jam,1996,43.24347
jam,1997,36.97922
jam,1998,46.68115
jam,1999,46.00325
jam,2000,42.48645
jam,2001,49.72951
jam,2002,53.01836
jam,2003,58.8183
jam,2004,54.08928
jam,2005,47.29679
jam,2006,46.27924
jam,2007,40.35061
jam,2008,45.3676
jam,2009,62.86329
jam,2010,40.61324
jam,2011,37.44687
jam,2012,36.82793
jam,2013,27.68898
jam,2014,30.24238
jam,2015,27.57123
jam,2016,27.87794
jam,2017,24.10616
jam,2018,20.53913
jam,2019,20.23632
jor,1990,20.34392
jor,1991,18.18824
jor,1992,12.4988
jor,1993,9.51174
jor,1994,8.18207
jor,1995,8.76556
jor,1996,9.68477
jor,1997,13.24261
jor,1998,11.83975
jor,1999,11.28396
jor,2000,11.99158
jor,2001,11.49218
jor,2002,9.09147
jor,2003,7.22156
jor,2004,5.84837
jor,2005,6.75914
jor,2006,7.66736
jor,2007,8.08007
jor,2008,7.97316
jor,2009,8.67469
jor,2010,8.5251
jor,2011,7.93328
jor,2012,11.53473
jor,2013,12.78912
jor,2014,12.74148
jor,2015,13.46321
jor,2016,11.81396
jor,2017,11.52966
jor,2018,12.38195
jor,2019,14.3572
kaz,1997,3.8193
kaz,1998,6.65981
kaz,1999,10.08013
kaz,2000,9.96938
kaz,2001,8.13499
kaz,2002,6.98696
kaz,2003,4.90282
kaz,2004,3.57037
kaz,2010,1.72698
kaz,2011,1.61746
kaz,2012,1.61992
kaz,2013,2.05729
kaz,2014,2.56499
kaz,2015,4.48033
kaz,2016,7.8406
kaz,2017,4.55047
kaz,2018,5.72804
kaz,2019,6.28036
ken,2014,11.01086
ken,2015,12.34974
ken,2016,14.76624
ken,2017,13.24387
ken,2018,18.38189
ken,2019,19.28244
kgz,2014,2.39513
kgz,2015,2.94089
kgz,2016,3.56258
kgz,2017,2.8489
kgz,2018,3.44929
kgz,2019,3.09498
khm,2002,1.16586
khm,2003,1.60466
khm,2004,1.94594
khm,2005,1.76214
khm,2006,1.4706
khm,2007,1.4916
khm,2008,1.22685
khm,2009,1.32129
khm,2010,1.40655
khm,2011,1.76827
khm,2012,1.61733
khm,2013,1.86192
khm,2014,1.76844
khm,2015,1.63911
khm,2016,1.80794
khm,2017,1.56905
khm,2018,1.53946
khm,2019,1.34419
kir,2011,3.51949
kir,2012,4.59855
kir,2013,1.05941
kir,2014,0.07979
kir,2015,0.05821
kir,2016,0.06341
kir,2017,0.12168
kir,2018,0.18514
kir,2019,0.66814
kna,1990,11.72644
kna,1991,13.61466
kna,1992,12.12226
kna,1993,10.10116
kna,1994,7.92963
kna,2000,16.21622
kna,2001,18.09392
kna,2002,8.34806
kna,2003,8.62708
kna,2004,8.02151
kna,2005,10.99094
kna,2006,10.80497
kna,2007,9.76603
kna,2008,22.46264
kna,2009,20.39239
kna,2010,23.32443
kna,2011,17.50691
kna,2012,14.03869
kna,2013,8.44239
kna,2014,8.13222
kna,2015,5.02298
kna,2016,21.04519
kna,2017,4.88418
kor,1972,2.94627
kor,1973,3.11111
kor,1974,3.02144
kor,1975,3.15722
kor,1976,4.06223
kor,1977,4.49285
kor,1978,4.6523
kor,1979,5.30134
kor,1980,6.44108
kor,1981,6.64401
kor,1982,6.60253
kor,1983,6.01682
kor,1984,6.84997
kor,1985,7.22813
kor,1986,7.21328
kor,1987,6.12642
kor,1988,5.13343
kor,1989,3.19191
kor,1990,4.02783
kor,1991,3.46334
kor,1992,3.48729
kor,1993,2.41607
kor,1994,3.06404
kor,1995,2.74195
kor,1996,2.36709
kor,1997,2.48843
kor,1998,3.56442
kor,1999,5.55045
kor,2000,5.11581
kor,2001,5.07368
kor,2002,4.40404
kor,2003,3.92208
kor,2004,4.97007
kor,2005,5.35372
kor,2006,5.8957
kor,2007,5.69635
kor,2008,5.82135
kor,2009,4.6925
kor,2010,5.03672
kor,2011,5.06816
kor,2012,5.23502
kor,2013,5.17182
kor,2014,5.26324
kor,2015,4.99236
kor,2016,4.33275
kor,2017,4.00468
kor,2018,3.64699
kor,2019,3.66957
kwt,1972,0
kwt,1973,0
kwt,1974,0
kwt,1977,0
kwt,1978,0
kwt,1979,0
kwt,1980,0
kwt,1981,0
kwt,1982,0
kwt,1983,0
kwt,1984,0
kwt,1985,0
kwt,1986,0
kwt,1990,0
kwt,1991,0
kwt,1992,0
kwt,1993,14.2479
kwt,1994,16.38507
kwt,1995,5.96115
kwt,1996,5.997
kwt,1997,3.60468
kwt,1998,3.87283
lbn,1997,91.0278
lbn,1998,75.34663
lbn,1999,74.2588
lbn,2000,95.50053
lbn,2001,96.04207
lbn,2002,81.0729
lbn,2003,79.95858
lbn,2004,56.0276
lbn,2005,49.74595
lbn,2006,55.71839
lbn,2007,55.95693
lbn,2008,50.13873
lbn,2009,48.69982
lbn,2010,50.50476
lbn,2011,42.95818
lbn,2012,41.23186
lbn,2013,43.66356
lbn,2014,43.6458
lbn,2015,50.42641
lbn,2016,50.83547
lbn,2017,45.69642
lbn,2018,49.97976
lbn,2019,50.82533
lca,2000,5.60825
lca,2001,8.86742
lca,2002,9.16545
lca,2003,10.07103
lca,2004,11.37889
lca,2005,12.04674
lca,2006,12.15448
lca,2007,11.37572
lca,2008,9.77554
lca,2009,11.27649
lca,2010,11.0468
lca,2011,11.76892
lca,2012,14.77899
lca,2013,15.27165
lca,2014,15.25858
lca,2015,14.66878
lca,2016,14.39647
lca,2017,13.63539
lka,1990,27.80498
lka,1991,26.1848
lka,1992,27.58107
lka,1993,27.17383
lka,1994,32.14929
lka,1995,26.32775
lka,1996,31.77148
lka,1997,32.09961
lka,1998,30.13641
lka,1999,30.65441
lka,2000,32.90371
lka,2001,39.34557
lka,2002,43.6389
lka,2003,44.02497
lka,2004,37.42638
lka,2005,29.14309
lka,2006,29.74562
lka,2007,30.70197
lka,2008,30.95133
lka,2009,42.68061
lka,2010,42.26757
lka,2011,37.57128
lka,2012,38.29549
lka,2013,38.4985
lka,2014,36.76404
lka,2015,34.89022
lka,2016,36.08033
lka,2017,39.98592
lka,2018,44.09873
lka,2019,47.46936
lso,1984,7.55243
lso,1986,2.0498
lso,1987,8.225
lso,1988,9.39664
lso,1989,14.39989
lso,1991,7.44177
lso,1992,6.65258
lso,1993,4.91382
lso,1994,4.25488
lso,1995,4.72523
lso,1996,1.55832
lso,1997,2.46807
lso,1998,6.29053
lso,1999,4.5035
lso,2000,6.62609
lso,2001,5.16242
lso,2002,6.63034
lso,2003,6.14112
lso,2004,3.69573
lso,2005,2.53369
lso,2006,4.7242
lso,2007,4.20283
lso,2008,1.308
lso,2009,1.3399
lso,2010,1.03335
lso,2011,1.44341
lso,2012,1.2498
lso,2013,1.42976
lso,2014,1.19878
lso,2015,1.74335
lso,2016,1.75725
lso,2017,2.15857
lso,2018,2.78389
lso,2019,3.05057
ltu,1991,0
ltu,1993,0.01536
ltu,1994,0.46086
ltu,2004,2.97769
ltu,2005,2.42559
ltu,2006,2.12733
ltu,2007,1.94845
ltu,2008,1.7894
ltu,2009,3.45093
ltu,2010,5.39831
ltu,2011,5.68864
ltu,2012,6.37676
ltu,2013,5.80473
ltu,2014,5.39918
ltu,2015,5.13706
ltu,2016,4.68116
ltu,2017,4.07872
ltu,2018,3.25089
ltu,2019,3.01417
lux,1972,2.94027
lux,1973,2.58097
lux,1974,2.0908
lux,1975,1.85958
lux,1976,1.78743
lux,1977,1.84075
lux,1978,1.91852
lux,1979,2.00368
lux,1980,1.83753
lux,1981,1.87154
lux,1982,0.92271
lux,1983,0.93695
lux,1984,1.15803
lux,1985,1.28906
lux,1986,1.27404
lux,1987,1.41096
lux,1988,1.0611
lux,1989,0.80572
lux,1990,0.54363
lux,1991,0.37764
lux,1992,0.24842
lux,1993,0.42379
lux,1994,0.39472
lux,1995,1.03944
lux,1996,0.85003
lux,1997,0.74485
lux,1998,0.81338
lux,1999,0.63258
lux,2000,0.51945
lux,2001,0.53063
lux,2002,0.50973
lux,2003,0.44138
lux,2004,0.35445
lux,2005,0.34606
lux,2006,0.4114
lux,2007,0.52774
lux,2008,0.75359
lux,2009,0.81305
lux,2010,0.94203
lux,2011,1.12121
lux,2012,1.19826
lux,2013,1.30205
lux,2014,1.00574
lux,2015,0.85629
lux,2016,0.78283
lux,2017,0.7891
lux,2018,0.70181
lux,2019,0.7071
lva,1994,1.66292
lva,1995,3.66854
lva,1996,4.76187
lva,1997,2.56162
lva,1998,2.2185
lva,1999,2.13803
lva,2000,3.40812
lva,2001,3.0645
lva,2002,2.85561
lva,2003,2.68241
lva,2004,2.50033
lva,2005,1.83749
lva,2006,1.51784
lva,2007,1.38003
lva,2008,1.76223
lva,2009,4.5013
lva,2010,5.5418
lva,2011,5.63077
lva,2012,5.35398
lva,2013,4.88474
lva,2014,4.76314
lva,2015,4.37773
lva,2016,3.69609
lva,2017,3.2679
lva,2018,2.47236
lva,2019,2.35386
mac,1996,0.04335
mac,1997,0.00178
mac,1998,0.01166
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mar,1990,18.90808
mar,1991,21.27232
mar,1992,19.51806
mar,1993,21.17863
mar,1994,22.16913
mar,1995,23.22938
mar,1997,20.23996
mar,1998,19.16096
mar,1999,18.08417
mar,2002,15.94211
mar,2003,15.80132
mar,2004,14.52044
mar,2005,12.57926
mar,2006,11.75476
mar,2007,10.43167
mar,2008,8.13567
mar,2009,8.14768
mar,2010,8.34927
mar,2011,8.17502
mar,2012,8.45347
mar,2013,9.00016
mar,2014,9.55613
mar,2015,10.48025
mar,2016,10.25022
mar,2017,9.6761
mar,2018,9.41505
mar,2019,9.9266
mda,1995,13.94567
mda,1996,10.54078
mda,1997,12.94664
mda,1998,14.76923
mda,1999,27.55982
mda,2000,23.24316
mda,2001,17.76371
mda,2002,8.58762
mda,2003,7.85571
mda,2004,8.24504
mda,2005,3.7796
mda,2006,2.79004
mda,2007,3.16524
mda,2008,3.18598
mda,2009,3.99743
mda,2010,2.22103
mda,2011,2.46637
mda,2012,2.29329
mda,2013,1.52995
mda,2014,1.53734
mda,2015,2.59664
mda,2016,4.14267
mda,2017,3.89786
mda,2018,2.80212
mda,2019,2.76461
mdg,1990,14.92698
mdg,1991,28.09497
mdg,1992,38.06593
mdg,1993,46.47482
mdg,1994,65.70474
mdg,1995,59.88509
mdg,2003,10.95796
mdg,2004,14.45435
mdg,2005,15.82102
mdg,2006,11.22276
mdg,2007,6.98259
mdg,2008,4.07934
mdg,2009,6.9751
mdg,2010,5.73979
mdg,2011,5.38883
mdg,2012,5.55491
mdg,2013,4.25914
mdg,2014,4.18438
mdg,2015,6.28182
mdg,2016,5.66707
mdg,2017,5.18835
mdg,2018,5.4484
mdg,2019,4.75256
mdv,1979,1.25523
mdv,1980,1.05263
mdv,1981,3.88471
mdv,1982,4.85269
mdv,1983,4.71464
mdv,1984,3.73089
mdv,1985,5.85642
mdv,1986,4.15648
mdv,1987,4.5174
mdv,1988,3.69655
mdv,1989,1.50798
mdv,1990,2.31567
mdv,1991,2.70815
mdv,1992,2.57701
mdv,1993,3.37911
mdv,1994,4.91114
mdv,1995,5.44484
mdv,1996,5.17737
mdv,1997,4.78519
mdv,1998,4.23215
mdv,1999,4.44334
mdv,2000,4.49229
mdv,2001,4.64884
mdv,2002,5.03616
mdv,2003,4.41772
mdv,2004,4.07168
mdv,2005,3.38365
mdv,2006,3.25651
mdv,2007,3.10961
mdv,2008,3.77654
mdv,2009,10.80075
mex,1972,8.62069
mex,1973,10.29412
mex,1974,11.57895
mex,1975,10.44776
mex,1976,11.76471
mex,1977,13.27801
mex,1978,12.73292
mex,1979,12.07289
mex,1980,11.14413
mex,1981,19.33638
mex,1982,27.68924
mex,1983,54.19202
mex,1984,48.62247
mex,1985,59.87925
mex,1986,99.34008
mex,1987,114.43697
mex,1988,100.52965
mex,1989,66.08331
mex,1990,52.49702
mex,1991,30.60244
mex,1992,21.86753
mex,1993,16.24958
mex,1994,13.41937
mex,1995,18.8603
mex,1996,18.80672
mex,1997,15.11836
mex,1998,16.54967
mex,1999,18.27817
mex,2000,13.95981
mex,2008,11.87945
mex,2009,13.95671
mex,2010,12.99793
mex,2011,11.61522
mex,2012,11.99208
mex,2013,12.00304
mex,2014,12.54927
mex,2015,11.32946
mex,2016,11.68432
mex,2017,13.61923
mex,2018,14.49962
mex,2019,14.45346
mhl,2008,1.32347
mhl,2009,0.91825
mhl,2010,0.88367
mhl,2011,1.42241
mhl,2012,1.51065
mhl,2013,1.14881
mhl,2014,0.76898
mhl,2015,0.67531
mhl,2016,0.62375
mhl,2017,0.44069
mhl,2018,0.46169
mhl,2019,0.36902
mkd,2005,2.57412
mkd,2006,2.98987
mkd,2007,2.44545
mkd,2008,1.96247
mkd,2009,1.92377
mkd,2010,2.48039
mkd,2011,2.61765
mkd,2012,3.16866
mkd,2013,3.41957
mkd,2014,3.63176
mkd,2015,4.17152
mkd,2016,4.28686
mkd,2017,4.92256
mkd,2018,4.27748
mkd,2019,4.06263
mli,2000,4.97127
mli,2001,4.00843
mli,2002,4.40542
mli,2003,3.53763
mli,2004,3.15831
mli,2005,3.01984
mli,2006,0.85068
mli,2007,1.7981
mli,2008,1.87038
mli,2009,1.70384
mli,2010,2.04009
mli,2011,3.01963
mli,2012,3.00171
mli,2013,3.27142
mli,2014,4.04266
mli,2015,4.06826
mli,2016,2.96286
mli,2017,4.35036
mli,2018,6.38706
mli,2019,5.87255
mlt,1972,4.97549
mlt,1973,3.40337
