geo,time,gc_xpn_intp_rv_zs
mlt,1974,2.93779
mlt,1975,2.1251
mlt,1976,2.06769
mlt,1977,2.00191
mlt,1978,1.65777
mlt,1980,1.50461
mlt,1981,1.16682
mlt,1982,1.05963
mlt,1983,1.06356
mlt,1984,1.18212
mlt,1985,1.22366
mlt,1986,1.35413
mlt,1987,1.30868
mlt,1988,1.38022
mlt,1989,2.11831
mlt,1990,1.91419
mlt,1991,2.87602
mlt,1992,3.47852
mlt,1993,3.93042
mlt,1994,4.9951
mlt,1995,5.08365
mlt,1996,5.8632
mlt,1997,7.20961
mlt,1998,9.1651
mlt,1999,11.20291
mlt,2000,12.00566
mlt,2001,10.73397
mlt,2002,10.99552
mlt,2003,10.06232
mlt,2004,10.08879
mlt,2005,9.73536
mlt,2006,9.49267
mlt,2007,9.10112
mlt,2008,8.86636
mlt,2009,8.71915
mlt,2010,8.2477
mlt,2011,8.43399
mlt,2012,7.98766
mlt,2013,7.54154
mlt,2014,7.13601
mlt,2015,6.3121
mlt,2016,5.72503
mlt,2017,4.81149
mlt,2018,4.11492
mlt,2019,3.73655
mmr,2012,6.74262
mmr,2013,6.54238
mmr,2014,6.03031
mmr,2015,6.29137
mmr,2016,7.59523
mmr,2017,8.85397
mmr,2018,10.3799
mmr,2019,9.55531
mng,1992,0.62652
mng,1993,4.18801
mng,1994,2.63956
mng,1995,1.63705
mng,1996,3.16567
mng,1997,10.93777
mng,1998,6.17923
mng,1999,8.50225
mng,2000,5.99943
mng,2001,4.53119
mng,2002,4.97093
mng,2003,3.06044
mng,2006,1.18608
mng,2007,0.96886
mng,2008,0.97447
mng,2009,1.55791
mng,2010,1.39726
mng,2011,0.93916
mng,2012,2.72861
mng,2013,4.98413
mng,2014,8.66721
mng,2015,13.47026
mng,2016,18.2668
mng,2017,16.03479
mng,2018,10.93626
moz,2010,3.00268
moz,2011,3.27693
moz,2012,3.31479
moz,2016,9.18024
moz,2017,8.30413
moz,2018,12.05096
moz,2019,10.32094
mus,1973,9.89011
mus,1974,6.76234
mus,1975,4.69464
mus,1976,4.85685
mus,1977,6.24787
mus,1978,9.46439
mus,1979,12.65162
mus,1980,17.86837
mus,1981,22.2576
mus,1982,28.0596
mus,1983,24.03431
mus,1984,23.78683
mus,1985,23.66433
mus,1986,21.43856
mus,1987,17.08439
mus,1988,13.16081
mus,1989,11.4275
mus,1990,14.85691
mus,1991,15.36904
mus,1992,12.88936
mus,1993,9.5031
mus,1994,9.32621
mus,1995,11.27371
mus,1996,13.30442
mus,1997,12.5458
mus,1998,13.17237
mus,1999,13.13994
mus,2000,11.93362
mus,2001,13.4657
mus,2002,12.54238
mus,2003,13.31067
mus,2004,13.68848
mus,2005,11.83634
mus,2006,12.02282
mus,2007,14.7606
mus,2008,13.71291
mus,2009,11.68487
mus,2010,10.61208
mus,2011,8.52524
mus,2012,8.10744
mus,2013,7.48881
mus,2014,7.49999
mus,2015,10.11347
mus,2016,10.16019
mus,2017,7.52857
mus,2018,7.3053
mus,2019,7.98549
mwi,2009,8.59344
mwi,2010,8.38542
mwi,2011,8.38383
mwi,2012,9.22982
mwi,2013,7.04536
mwi,2014,17.58265
mwi,2015,15.46552
mwi,2016,16.42132
mwi,2017,18.50568
mwi,2018,18.89499
mwi,2019,19.80479
mwi,2020,20.68432
mys,1996,11.50564
mys,1997,9.72601
mys,1998,12.19225
mys,1999,13.43925
mys,2000,14.53661
mys,2001,12.05525
mys,2002,11.5777
mys,2003,11.38779
mys,2004,10.98513
mys,2005,10.91597
mys,2006,10.11396
mys,2007,9.22957
mys,2008,8.00835
mys,2009,8.96468
mys,2010,9.78441
mys,2011,9.55454
mys,2012,9.39692
mys,2013,9.73691
mys,2014,10.23827
mys,2015,11.08372
mys,2016,12.46567
mys,2017,12.64186
mys,2018,13.11701
mys,2019,12.45495
nam,1990,1.33526
nam,1991,0.79239
nam,1992,0.73748
nam,1993,2.26193
nam,1994,3.21988
nam,1995,3.56196
nam,1996,5.37346
nam,1997,6.20118
nam,1998,7.96954
nam,1999,7.07126
nam,2000,6.21633
nam,2001,7.2815
nam,2002,7.86286
nam,2003,8.87388
nam,2004,8.80009
nam,2005,8.87347
nam,2006,7.17871
nam,2007,5.71309
nam,2008,4.71542
nam,2009,4.98288
nam,2010,4.13128
nam,2011,3.81714
nam,2012,4.52343
nam,2013,4.22259
nam,2014,4.12453
nam,2015,5.0243
nam,2016,8.44991
nam,2017,8.98761
nam,2018,9.96604
nam,2019,10.93377
ner,1976,4.82532
ner,1977,7.20965
ner,1978,5.38486
ner,1979,9.0755
ner,1980,7.23234
nic,1990,0.01551
nic,1991,3.69929
nic,1992,11.70251
nic,1993,14.33076
nic,1994,18.80962
nic,1995,13.40299
nic,1996,10.42018
nic,1997,16.4693
nic,1998,15.93205
nic,1999,8.5706
nic,2000,11.0958
nic,2001,13.73303
nic,2002,12.75901
nic,2003,15.69029
nic,2004,10.12083
nic,2005,8.95531
nic,2006,7.94322
nic,2007,6.45054
nic,2008,5.35251
nic,2009,6.3524
nic,2010,6.54623
nic,2011,6.00042
nic,2012,5.63741
nic,2013,5.39513
nic,2014,4.90334
nic,2015,4.95001
nic,2016,5.33317
nic,2017,5.659
nic,2018,6.27949
nic,2019,6.60887
nld,1973,2.849
nld,1974,2.73102
nld,1975,2.67065
nld,1976,2.94585
nld,1977,3.02985
nld,1978,3.2496
nld,1979,3.47281
nld,1980,4.00189
nld,1981,4.89
nld,1982,6.14372
nld,1983,7.13184
nld,1984,8.21858
nld,1985,8.90766
nld,1986,9.39537
nld,1987,9.45712
nld,1988,9.42227
nld,1989,9.34235
nld,1990,9.35095
nld,1991,9.18254
nld,1992,9.53422
nld,1993,9.78459
nld,1994,9.93439
nld,1995,11.17694
nld,1996,10.45462
nld,1997,10.04128
nld,1998,9.66159
nld,1999,8.69034
nld,2000,7.31983
nld,2001,6.64742
nld,2002,6.20199
nld,2003,5.85233
nld,2004,5.62034
nld,2005,5.18905
nld,2006,4.5426
nld,2007,4.50633
nld,2008,4.59691
nld,2009,4.84506
nld,2010,4.31013
nld,2011,4.37476
nld,2012,4.11826
nld,2013,3.7886
nld,2014,3.62578
nld,2015,3.31606
nld,2016,2.85179
nld,2017,2.4707
nld,2018,2.16313
nld,2019,1.8905
nor,1972,2.54542
nor,1973,2.6033
nor,1974,2.88232
nor,1975,2.4743
nor,1976,4.13926
nor,1977,4.84734
nor,1978,5.61146
nor,1979,6.57487
nor,1980,6.65289
nor,1981,5.98102
nor,1982,5.67766
nor,1983,5.78472
nor,1984,5.76312
nor,1985,5.93294
nor,1986,7.2567
nor,1987,7.36582
nor,1988,6.05924
nor,1989,6.28523
nor,1990,5.97442
nor,1991,5.37814
nor,1992,5.6166
nor,1993,6.20529
nor,1994,6.01766
nor,1995,5.23783
nor,1996,4.58601
nor,1997,3.95495
nor,1998,3.95979
nor,1999,3.24321
nor,2000,2.715
nor,2001,3.23164
nor,2002,3.03731
nor,2003,3.53143
nor,2004,2.91283
nor,2005,2.97781
nor,2006,4.24253
nor,2007,4.38985
nor,2008,3.1951
nor,2009,2.28579
nor,2010,1.82641
nor,2011,1.48668
nor,2012,1.03435
nor,2013,0.99563
nor,2014,0.93756
nor,2015,0.96136
nor,2016,0.81981
nor,2017,0.67801
nor,2018,0.76434
nor,2019,0.74245
npl,1995,12.6835
npl,1996,12.30828
npl,1997,11.54729
npl,1998,10.20286
npl,1999,10.44814
npl,2000,10.47485
npl,2001,8.88108
npl,2002,10.50218
npl,2003,10.18458
npl,2004,9.20846
npl,2005,7.54097
npl,2006,7.32305
npl,2007,6.03203
npl,2008,5.28281
npl,2009,4.91145
npl,2010,4.61562
npl,2011,4.95005
npl,2012,5.31838
npl,2013,4.15111
npl,2014,2.97502
npl,2015,2.05843
npl,2016,1.65504
npl,2017,1.57634
npl,2018,2.0225
npl,2019,2.31697
nru,2014,0
nru,2015,0
nru,2016,0
nru,2017,0
nru,2018,0
nzl,1972,8.64082
nzl,1973,7.61615
nzl,1974,7.08106
nzl,1975,7.72311
nzl,1976,8.58078
nzl,1977,9.00971
nzl,1978,10.46388
nzl,1979,11.10948
nzl,1980,11.33274
nzl,1981,12.34226
nzl,1982,13.17387
nzl,1983,17.20605
nzl,1984,18.48469
nzl,1985,19.54887
nzl,1986,19.67895
nzl,1987,18.6141
nzl,1988,16.62899
nzl,2001,5.9539
nzl,2002,4.85223
nzl,2003,5.00843
nzl,2004,4.71487
nzl,2005,4.50935
nzl,2006,3.8514
nzl,2007,3.42246
nzl,2008,1.94416
nzl,2009,3.31477
nzl,2010,3.80208
nzl,2011,4.47865
nzl,2012,5.01027
nzl,2013,4.9808
nzl,2014,4.45751
nzl,2015,4.37595
nzl,2016,4.03535
nzl,2017,3.7699
nzl,2018,3.56094
nzl,2019,3.29334
pan,2014,13.46114
pan,2015,13.78533
pan,2016,13.44473
pan,2017,12.383
pan,2018,12.85441
per,1972,5.76923
per,1973,13.46154
per,1974,8.95522
per,1975,12.35955
per,1976,9.64912
per,1977,15.09434
per,1978,27.37643
per,1979,25.04537
per,1980,21.00098
per,1981,25.08207
per,1982,22.41449
per,1983,37.74746
per,1984,32.48901
per,1985,30.86579
per,1986,22.27213
per,1987,23.901
per,1988,32.5062
per,1989,28.47046
per,1990,61.61112
per,1991,28.03083
per,1992,29.24935
per,1993,27.53673
per,1994,21.77945
per,1995,19.23625
per,1996,13.73741
per,1997,10.44295
per,1998,11.29241
per,1999,13.03947
per,2000,13.50086
per,2001,12.78705
per,2002,12.56924
per,2003,12.41001
per,2004,11.94908
per,2005,10.56362
per,2006,9.46678
per,2007,8.74126
per,2008,7.63366
per,2009,6.99992
per,2010,5.82819
per,2011,5.44981
per,2012,4.94807
per,2013,5.04508
per,2014,4.81622
per,2015,5.10637
per,2016,5.74268
per,2017,6.25418
per,2018,6.51096
per,2019,6.48023
phl,1990,40.24106
phl,1991,34.58811
phl,1992,33.02662
phl,1993,29.56425
phl,1994,25.83642
phl,1995,21.47161
phl,1996,18.90417
phl,1997,16.86169
phl,1998,21.65634
phl,1999,22.40897
phl,2000,31.43996
phl,2001,34.84282
phl,2002,34.59024
phl,2003,37.6829
phl,2004,39.27247
phl,2005,38.69176
phl,2006,33.14398
phl,2007,26.47317
phl,2008,24.11807
phl,2009,25.72231
phl,2010,25.06997
phl,2011,20.81559
phl,2012,20.72991
phl,2013,18.95459
phl,2014,16.99408
phl,2015,15.32641
phl,2016,14.03441
phl,2017,12.56081
phl,2018,12.32005
phl,2019,11.5052
plw,2008,0.95505
plw,2009,0.74967
plw,2010,0.79742
plw,2011,0.73076
plw,2012,0.6094
plw,2013,0.63976
plw,2014,0.50836
plw,2015,0.65147
plw,2016,0.35974
plw,2017,0.39875
plw,2018,0.34575
plw,2019,0.46934
png,1990,11.67793
png,1991,7.91423
png,1992,12.34755
png,1993,11.98565
png,1994,12.97142
png,1995,18.74541
png,1996,14.23072
png,1997,14.00423
png,1998,16.86308
png,1999,15.45727
png,2000,14.69728
png,2001,14.79762
png,2002,19.90495
png,2014,7.85768
png,2015,10.31895
png,2016,11.90305
png,2017,13.23117
png,2018,13.15719
png,2019,15.35504
pol,1984,0.20529
pol,1985,0.65668
pol,1986,0.43193
pol,1987,0.54858
pol,1988,0.52029
pol,1994,9.91371
pol,1995,10.04818
pol,1996,2.31994
pol,1997,10.35597
pol,1998,9.76728
pol,1999,7.50911
pol,2000,8.38778
pol,2001,8.78278
pol,2002,7.95103
pol,2003,8.26504
pol,2004,7.98518
pol,2005,7.0042
pol,2006,6.73228
pol,2007,5.99946
pol,2008,5.91494
pol,2009,7.40311
pol,2010,7.35483
pol,2011,7.24028
pol,2012,7.48541
pol,2013,7.28915
pol,2014,5.68653
pol,2015,5.07165
pol,2016,4.89323
pol,2017,4.39891
pol,2018,3.91463
pol,2019,3.69763
prt,1975,3.1348
prt,1976,4.55259
prt,1978,9.8896
prt,1979,10.67151
prt,1980,10.14339
prt,1981,16.3248
prt,1982,17.14673
prt,1983,18.17729
prt,1984,21.33741
prt,1985,23.26608
prt,1986,25.07496
prt,1987,23.25975
prt,1988,21.51719
prt,1989,17.79732
prt,1990,20.43819
prt,2010,8.69796
prt,2011,11.94596
prt,2012,13.13408
prt,2013,12.34987
prt,2014,12.61982
prt,2015,11.93854
prt,2016,11.0183
prt,2017,10.11368
prt,2018,8.88833
prt,2019,7.92163
pry,2005,5.57484
pry,2006,4.61352
pry,2007,4.02815
pry,2008,2.93907
pry,2009,2.64102
pry,2010,1.7978
pry,2011,1.25351
pry,2012,1.03733
pry,2013,1.60842
pry,2014,1.73467
pry,2015,2.65688
pry,2016,3.11363
pry,2017,3.30957
pry,2018,3.84964
pry,2019,4.6931
rou,1980,0
rou,1981,0
rou,1982,0
rou,1983,0
rou,1984,0
rou,1985,3.02317
rou,1986,1.82263
rou,1987,1.76055
rou,1988,1.04098
rou,1989,0.26661
rou,1990,0
rou,1991,0.11168
rou,1992,0.67812
rou,1993,2.47332
rou,1994,4.36569
rou,2007,1.83852
rou,2008,1.81644
rou,2009,4.23511
rou,2010,4.40883
rou,2011,4.86499
rou,2012,5.45532
rou,2013,5.53916
rou,2014,5.09993
rou,2015,4.90221
rou,2016,4.96283
rou,2017,4.62105
rou,2018,4.18807
rou,2019,4.34657
rus,1999,16.05958
rus,2000,14.29114
rus,2001,9.51176
rus,2002,6.47817
rus,2003,5.99415
rus,2004,4.03377
rus,2005,3.10502
rus,2006,2.18717
rus,2007,1.35082
rus,2008,1.10071
rus,2009,1.73957
rus,2010,1.60126
rus,2011,1.52025
rus,2012,1.76462
rus,2013,1.94491
rus,2014,2.01431
rus,2015,2.64735
rus,2016,2.57525
rus,2017,2.50627
rus,2018,2.36353
rus,2019,2.61822
rwa,1973,2.64572
rwa,1974,2.10745
rwa,1975,1.75649
rwa,1976,1.34815
rwa,1977,0.74687
rwa,1978,1.02397
rwa,1979,1.92339
rwa,1980,2.35422
rwa,1989,6.49018
rwa,1990,7.34448
rwa,1991,10.80074
rwa,1992,12.14606
rwa,2014,2.87042
rwa,2015,2.8785
rwa,2016,3.24927
rwa,2017,3.88177
rwa,2018,4.45896
rwa,2019,4.40772
sau,2010,1.47496
sau,2011,0.70298
sau,2012,0.48992
sau,2013,0.3997
sau,2014,0.33918
sau,2015,0.42566
sau,2016,0.95247
sau,2017,1.30599
sau,2018,1.65595
sau,2019,2.27932
sdn,1998,7.20907
sdn,1999,9.39378
sdn,2009,6.33655
sdn,2010,8.0471
sdn,2012,11.38979
sdn,2013,4.40494
sdn,2014,7.36125
sdn,2015,6.58113
sdn,2016,5.12852
sen,2015,7.01239
sen,2016,7.62393
sen,2017,8.01157
sen,2018,9.00749
sgp,1972,5.62746
sgp,1973,7.04887
sgp,1974,6.88056
sgp,1975,6.92943
sgp,1976,9.36565
sgp,1977,11.09684
sgp,1978,12.72944
sgp,1979,13.01412
sgp,1980,11.62608
sgp,1981,9.87559
sgp,1982,10.40424
sgp,1983,14.70508
sgp,1984,16.54004
sgp,1985,11.12556
sgp,1986,11.43022
sgp,1987,29.31953
sgp,1988,10.24105
sgp,1989,10.11458
sgp,1990,11.30819
sgp,1991,13.19845
sgp,1992,8.76533
sgp,1993,4.38156
sgp,1994,3.88403
sgp,1995,3.84072
sgp,1996,2.93652
sgp,1997,2.48728
sgp,1998,2.56397
sgp,1999,2.07786
sgp,2000,1.24832
sgp,2001,1.27384
sgp,2002,1.2735
sgp,2003,1.14991
sgp,2004,0.79687
sgp,2005,0.52505
sgp,2006,0.3336
sgp,2007,0.10477
sgp,2008,0.05901
sgp,2009,0.06993
sgp,2010,0.00984
sgp,2011,0.00719
sgp,2012,0.00497
sgp,2013,0.00392
sgp,2014,0.00125
sgp,2015,0.00315
sgp,2016,0.00343
sgp,2017,0.00073
sgp,2018,0.00064
sgp,2019,0.41731
slb,2011,0.8467
slb,2012,0.61901
slb,2013,0.34622
slb,2014,0.32466
slb,2015,0.26296
slb,2016,0.27235
slb,2017,0.31003
slb,2018,0.22424
slb,2019,0.44915
slb,2020,0.51651
slv,1998,8.00857
slv,1999,8.9996
slv,2000,7.10323
slv,2001,7.46131
slv,2002,12.53525
slv,2003,11.24178
slv,2004,14.43754
slv,2005,13.61674
slv,2006,15.34849
slv,2007,10.82719
slv,2008,9.7539
slv,2009,12.30052
slv,2010,11.66853
slv,2011,10.35745
slv,2012,10.11626
slv,2013,10.54605
slv,2014,11.56905
slv,2015,10.5052
slv,2016,10.46741
slv,2017,10.85887
slv,2018,11.0424
slv,2019,11.43692
smr,1995,0.70538
smr,2002,2.25447
smr,2003,0.88426
smr,2004,0.73427
smr,2005,0.54928
smr,2006,2.04236
smr,2007,2.2753
smr,2008,1.0102
smr,2009,1.14644
smr,2010,0.87643
smr,2011,0.93436
smr,2012,0.91535
smr,2013,0.6965
smr,2014,1.19671
smr,2015,1.14275
smr,2016,1.26658
smr,2017,1.22296
smr,2018,0.89089
smr,2019,0.70558
som,2017,0
som,2018,0
som,2019,0
srb,2007,1.85548
srb,2008,1.44685
srb,2009,1.99068
srb,2010,2.88966
srb,2011,3.5331
srb,2012,5.11531
srb,2013,5.95625
srb,2014,7.1052
srb,2015,7.52952
srb,2016,7.21364
srb,2017,6.14783
srb,2018,5.24996
srb,2019,4.79917
svk,1995,5.52927
svk,1996,5.96355
svk,1997,5.76573
svk,1998,6.28671
svk,1999,8.49711
svk,2000,10.41082
svk,2001,10.84312
svk,2002,10.01013
svk,2003,7.05587
svk,2004,6.38976
svk,2005,4.87263
svk,2006,4.20598
svk,2007,4.19117
svk,2008,4.00161
svk,2009,4.10564
svk,2010,3.83967
svk,2011,4.26058
svk,2012,5.01443
svk,2013,5.01103
svk,2014,5.00893
svk,2015,4.26706
svk,2016,4.38557
svk,2017,3.74111
svk,2018,3.47735
svk,2019,3.14226
svn,1992,1.18402
svn,1993,2.98812
svn,1994,3.57433
svn,2002,5.32088
svn,2003,4.76008
svn,2004,4.1165
svn,2005,3.74634
svn,2006,3.41594
svn,2007,3.13697
svn,2008,2.73545
svn,2009,3.34574
svn,2010,4.09385
svn,2011,4.75371
svn,2012,4.97742
svn,2013,6.27458
svn,2014,8.02742
svn,2015,7.81158
svn,2016,7.66634
svn,2017,6.38158
svn,2018,5.08169
svn,2019,4.35411
swe,1972,2.99383
swe,1973,3.24823
swe,1974,3.41124
swe,1975,3.99061
swe,1976,3.361
swe,1977,3.85025
swe,1978,4.47462
swe,1979,5.28306
swe,1980,7.76975
swe,1981,11.11943
swe,1982,11.48492
swe,1983,17.70822
swe,1984,19.49889
swe,1985,21.47772
swe,1986,17.62181
swe,1987,14.53299
swe,1988,11.22059
swe,1989,9.99586
swe,1990,10.608
swe,1991,10
swe,1992,9.8373
swe,1993,13.56684
swe,1994,17.3136
swe,1995,12.2467
swe,1996,12.32048
swe,1997,12.28528
swe,1998,10.34848
swe,1999,9.36606
swe,2000,7.9596
swe,2001,6.6683
swe,2002,7.77083
swe,2003,5.43247
swe,2004,4.40152
swe,2005,4.43955
swe,2006,4.12012
swe,2007,4.02606
swe,2008,3.79094
swe,2009,2.96044
swe,2010,2.71769
swe,2011,2.7863
swe,2012,2.07287
swe,2013,1.981
swe,2014,1.72546
swe,2015,1.54323
swe,2016,1.38392
swe,2017,1.21626
swe,2018,1.21533
swe,2019,0.94605
syc,1985,9.10543
syc,1986,6.4051
syc,1987,16.44003
syc,1988,17.06683
syc,1989,14.89835
syc,1993,15.93256
syc,1994,18.45956
syc,1995,22.76332
syc,1996,22.32072
syc,1997,22.28603
syc,1998,21.25046
syc,1999,20.07934
syc,2000,18.63169
syc,2005,12.33384
syc,2006,17.3882
syc,2007,19.15536
syc,2008,14.0802
syc,2009,18.00906
syc,2010,15.83595
syc,2011,7.7054
syc,2012,10.32011
syc,2013,7.80704
syc,2014,8.02666
syc,2015,9.66252
syc,2016,8.6278
syc,2017,8.26368
syc,2018,0
tgo,2004,10.5337
tgo,2005,7.09035
tgo,2006,5.26656
tgo,2007,5.56261
tgo,2008,4.32529
tgo,2009,4.02306
tgo,2010,4.19114
tgo,2011,2.88363
tgo,2012,4.66332
tgo,2013,5.35872
tgo,2014,5.98286
tgo,2015,8.0736
tgo,2016,10.39484
tgo,2017,7.96433
tgo,2018,9.89769
tgo,2019,11.49539
tha,1972,10.02806
tha,1973,10.65571
tha,1974,8.39066
tha,1975,9.56705
tha,1976,8.39401
tha,1977,8.0414
tha,1978,8.4056
tha,1979,9.63106
tha,1980,9.99226
tha,1981,11.78482
tha,1982,13.74034
tha,1983,15.26504
tha,1984,15.72281
tha,1985,18.4188
tha,1986,19.66726
tha,1987,18.10374
tha,1988,15.61132
tha,1989,13.63452
tha,1990,9.78044
tha,1991,7.28165
tha,1992,5.89525
tha,1993,4.40121
tha,1994,3.17836
tha,1995,1.78833
tha,1996,1.15864
tha,1997,1.75987
tha,1998,1.14696
tha,1999,6.02101
tha,2000,7.38642
tha,2001,7.07801
tha,2002,7.63902
tha,2003,5.83241
tha,2004,6.67463
tha,2005,6.05992
tha,2006,7.15353
tha,2007,5.62539
tha,2008,4.91032
tha,2009,5.78225
tha,2010,6.1378
tha,2011,5.94728
tha,2012,5.96628
tha,2013,5.34522
tha,2014,5.60392
tha,2015,4.79425
tha,2016,4.1806
tha,2017,4.80684
tha,2018,5.13403
tha,2019,5.18065
tjk,1998,14.49308
tjk,1999,4.21145
tjk,2000,3.67759
tjk,2001,4.78827
tjk,2003,9.21328
tjk,2004,5.09205
tls,2010,0
tls,2011,0.01265
tls,2012,0.00001
tls,2013,0
tls,2014,0
tls,2015,0.00735
tls,2016,0
tls,2017,0.00005
tls,2018,0
tls,2019,0.08173
tto,1976,1.85858
tto,1977,1.47141
tto,1978,2.54678
tto,1979,3.05193
tto,1980,1.97407
tto,1981,2.50396
tto,2001,15.95017
tto,2002,16.4447
tto,2003,14.21372
tto,2004,10.95316
tto,2005,8.23438
tto,2006,6.08589
tto,2007,6.47133
tto,2008,5.02873
tto,2009,8.41324
tto,2010,7.07339
tto,2011,6.0968
tto,2012,5.62615
tto,2013,5.00436
tto,2014,5.02435
tto,2015,5.59256
tto,2016,8.07056
tto,2017,8.07056
tto,2018,10.01207
tun,1972,4.7619
tun,1973,4.46185
tun,1974,4.18006
tun,1975,3.11199
tun,1976,3.31523
tun,1977,3.39359
tun,1978,3.80069
tun,1979,5.06369
tun,1980,4.4582
tun,1981,4.85262
tun,1982,5.7762
tun,1983,6.39905
tun,1984,6.84236
tun,1985,8.07136
tun,1986,9.0255
tun,1987,10.27452
tun,1988,10
tun,1989,10.31731
tun,1990,10.57939
tun,1991,11.51713
tun,1992,10.68853
tun,1993,11.40269
tun,1994,11.02565
tun,1995,12.30003
tun,1996,13.27388
tun,1997,12.93417
tun,1998,11.42857
tun,1999,11.56759
tun,2000,11.34264
tun,2001,10.35972
tun,2002,10.09944
tun,2003,9.46604
tun,2004,9.53915
tun,2005,9.63758
tun,2006,9.31195
tun,2007,8.76215
tun,2008,7.00134
tun,2009,6.94389
tun,2010,6.27596
tun,2011,5.58253
tun,2012,5.60152
tur,1972,3.16456
tur,1973,3.37268
tur,1974,3.21229
tur,1975,3.03309
tur,1976,2.85317
tur,1977,2.72873
tur,1978,2.47083
tur,1979,2.9998
tur,1980,2.96202
tur,1981,5.35504
tur,1983,7.87395
tur,1984,13.82426
tur,1985,12.36179
tur,1986,15.45423
tur,1987,18.41262
tur,1988,19.25405
tur,1989,19.80314
tur,1990,22.5754
tur,1991,18.87372
tur,1992,15.23465
tur,1993,19.42267
tur,1994,23.78934
tur,1995,15.09112
tur,1996,18.29284
tur,1997,36.12022
tur,1998,49.85798
tur,2008,14.58161
tur,2009,14.10378
tur,2010,10.82494
tur,2011,9.37323
tur,2012,8.73009
tur,2013,7.11074
tur,2014,7.13861
tur,2015,6.25105
tur,2016,6.11131
tur,2017,6.89392
tur,2018,9.05778
tur,2019,7.90629
tur,2020,10.04566
tza,2009,4.46109
tza,2010,4.46109
tza,2011,4.39288
tza,2012,4.85323
tza,2013,6.40159
tza,2014,8.43502
tza,2015,9.41892
tza,2016,10.42992
tza,2017,9.92984
tza,2018,10.34575
uga,2015,10.74176
uga,2016,13.26316
uga,2017,16.66284
uga,2018,14.51942
uga,2019,13.17309
ukr,1999,9.79083
ukr,2000,9.15471
ukr,2001,6.88474
ukr,2002,3.97152
ukr,2003,3.05494
ukr,2004,2.82777
ukr,2005,2.08465
ukr,2006,1.69924
ukr,2007,1.48349
ukr,2008,1.27172
ukr,2009,3.05555
ukr,2010,4.39452
ukr,2011,5.17431
ukr,2012,4.87508
ukr,2013,6.461
ukr,2014,8.25599
ukr,2015,12.1224
ukr,2016,12.93707
ukr,2017,11.39066
ukr,2018,10.08651
ukr,2019,9.38919
ury,1972,2.52708
ury,1973,2.54545
ury,1974,1.32013
ury,1975,2.24719
ury,1976,0.89542
ury,1977,1.46341
ury,1978,3.80994
ury,1979,2.97471
ury,1980,1.60316
ury,1981,1.40341
ury,1982,4.72573
ury,1983,5.71935
ury,1984,10.5497
ury,1985,10.24482
ury,1986,8.17621
ury,1987,6.87402
ury,1988,6.83315
ury,1989,9.02778
ury,1990,7.94447
ury,1991,6.87196
ury,1992,6.0504
ury,1993,4.87805
ury,1994,6.1278
ury,1995,5.9391
ury,1996,4.40053
ury,1997,5.03005
ury,1998,4.86724
ury,1999,7.19468
ury,2000,7.78655
ury,2001,8.87516
ury,2002,14.78161
ury,2003,21.06879
ury,2004,18.53686
ury,2005,16.03243
ury,2006,15.41577
ury,2007,14.23666
ury,2008,10.85735
ury,2009,9.3315
ury,2010,7.94932
ury,2011,8.08179
ury,2012,7.75526
ury,2013,7.63509
ury,2014,7.37953
ury,2015,7.57011
ury,2016,7.42201
ury,2017,8.30077
ury,2018,8.23702
ury,2019,7.76309
usa,1972,6.9288
usa,1973,6.42781
usa,1974,8.28471
usa,1975,8.4182
usa,1976,9.22652
usa,1977,9.00595
usa,1978,8.22911
usa,1979,9.63325
usa,1980,11.23324
usa,1981,12.26496
usa,1982,14.68443
usa,1983,16.37482
usa,1984,17.20403
usa,1985,19.22926
usa,1986,18.79549
usa,1987,17.17263
usa,1988,17.47717
usa,1989,17.27581
usa,1990,18.08518
usa,1991,18.87988
usa,1992,18.7394
usa,1993,17.0468
usa,1994,16.10884
usa,1995,16.32097
usa,1996,16.49118
usa,1997,15.27792
usa,1998,14.08984
usa,1999,12.65241
usa,2000,11.20583
usa,2001,16.03537
usa,2002,15.84294
usa,2003,15.16506
usa,2004,14.86443
usa,2005,14.72409
usa,2006,14.45408
usa,2007,15.0994
usa,2008,14.83475
usa,2009,15.61792
usa,2010,15.44323
usa,2011,16.3898
usa,2012,15.51668
usa,2013,13.1395
usa,2014,13.22064
usa,2015,12.33959
usa,2016,12.98522
usa,2017,12.48993
usa,2018,14.99508
usa,2019,15.54122
usa,2020,15.06264
uzb,2011,0.14338
uzb,2012,0.11348
uzb,2013,0.10007
uzb,2014,0.12352
uzb,2015,0.13075
uzb,2016,0.11056
uzb,2017,0.19456
uzb,2018,0.28461
uzb,2019,0.96895
vct,2000,9.1473
vct,2001,8.4843
vct,2002,8.34787
vct,2003,8.62721
vct,2004,8.02142
vct,2005,10.55524
vct,2006,10.85647
vct,2007,9.76606
vct,2008,8.75449
vct,2009,9.38924
vct,2010,10.52332
vct,2011,9.23178
vct,2012,8.89143
vct,2013,9.8055
vct,2014,7.94557
vct,2015,8.19999
vct,2016,6.90927
vct,2017,8.13689
vut,1990,3.97292
vut,1995,2.51705
vut,1996,2.53463
vut,1997,2.35294
vut,1998,2.41199
vut,1999,3.67505
vut,2009,1.88047
vut,2010,1.9952
vut,2011,2.67953
vut,2012,2.9517
vut,2013,3.42628
vut,2014,3.16265
vut,2015,2.60395
vut,2016,3.07975
