geo,time,ne_gdi_ftot_cn
chl,1966,4059637.42116
chl,1967,5290496.06008
chl,1968,7607243.34148
chl,1969,10725401.28983
chl,1970,16191697.07098
chl,1971,20326235.8976
chl,1972,33792937.96027
chl,1973,162134720.06142
chl,1974,1725144397.78297
chl,1975,6953690506.14598
chl,1976,18968799471.71709
chl,1977,42714290761.2791
chl,1978,79931019781.5694
chl,1979,128700889350.192
chl,1980,200734075507.29501
chl,1981,266279250377.79599
chl,1982,189890755550.078
chl,1983,216274046225.255
chl,1984,301901636804.84802
chl,1985,475803252811.37598
chl,1986,624078349804.26501
chl,1987,953538848158.36401
chl,1988,1319589367032.15991
chl,1989,1932664535580.04004
chl,1990,2421076391377.31982
chl,1991,2769497114700
chl,1992,3966413587400
chl,1993,5292665444700
chl,1994,5967294789600
chl,1995,7504099207500
chl,1996,8669377071405.21094
chl,1997,9854653365870.80078
chl,1998,9953672769766.06055
chl,1999,8169666044227.32031
chl,2000,8832701589894.26953
chl,2001,9749951323578.67969
chl,2002,10255455525706.19922
chl,2003,11089747190026
chl,2004,12256992985679.59961
chl,2005,15248067915572.90039
chl,2006,16298732495687.5
chl,2007,18797347911329.89453
chl,2008,23974565453431.89453
chl,2009,21716920747413
chl,2010,24035476152230.19922
chl,2011,28207441655844.89453
chl,2012,32325359043322.19922
chl,2013,34199262944375.89453
chl,2014,35444691350218.79688
chl,2015,37934281286865.50781
chl,2016,38544659263435.79688
chl,2017,37781363435305.79688
chl,2018,40971708489873
chl,2019,44989253197765.20312
chl,2020,41901461647813
chn,1960,47993387760
chn,1961,23402925930
chn,1962,17989913990
chn,1963,22165333630
chn,1964,29788307220
chn,1965,35793882630
chn,1966,41219319890
chn,1967,32614267800
chn,1968,30289799040
chn,1969,41172135460
chn,1970,55032546060
chn,1971,61044779800
chn,1972,62858199860
chn,1973,66933391620
chn,1974,75097156030
chn,1975,88291066570
chn,1976,86780576550
chn,1977,91406619870
chn,1978,107933244300
chn,1979,116253769680
chn,1980,131024128950
chn,1981,134539520040
chn,1982,151740287720
chn,1983,169653197290
chn,1984,213413308470
chn,1985,276892278350
chn,1986,321241196560
chn,1987,372036584180
chn,1988,471393839400
chn,1989,439905629200
chn,1990,452736600850
chn,1991,565628247500
chn,1992,825281121800
chn,1993,1323199771900
chn,1994,1675103770600
chn,1995,1983791512300
chn,1996,2272327207700
chn,1997,2471413193200
chn,1998,2801449320000
chn,1999,2946704495500
chn,2000,3266867972500
chn,2001,3708762410400
chn,2002,4267214031700
chn,2003,5257448969100
chn,2004,6397487138200
chn,2005,7385200526700
chn,2006,8497862046100
chn,2007,10234464824700
chn,2008,12470070672900
chn,2009,15269109881000
chn,2010,18104112388800
chn,2011,21401720630600
chn,2012,23832072453600
chn,2013,26397990996200
chn,2014,28224163815700
chn,2015,28997023965800
chn,2016,31014479887600
chn,2017,34830011017200
chn,2018,39384789508100
chn,2019,42245130463600
chn,2020,43568260000000
civ,1965,48000000000
civ,1966,49399988200
civ,1967,51100000300
civ,1968,54999998500
civ,1969,61299998700
civ,1970,83100008400
civ,1971,91499913200
civ,1972,94199996400
civ,1973,121899999200
civ,1974,143599992800
civ,1975,183899996200
civ,1976,247200006100
civ,1977,397599998000
civ,1978,528799989800
civ,1979,527099985900
civ,1980,523600003100
civ,1981,558400012300
civ,1982,538699989000
civ,1983,461800013800
civ,1984,387599990800
civ,1985,368999989200
civ,1986,374799990800
civ,1987,356823007200
civ,1988,350803001300
civ,1989,321153007600
civ,1990,249906004000
civ,1991,253800005600
civ,1992,250999996400
civ,1993,292302389200
civ,1994,533080014800
civ,1995,751464742900
civ,1996,1774313294922.04004
civ,1997,1898999076306.13989
civ,1998,2107256125725.01001
civ,1999,2238527081853.2002
civ,2000,1926387560020.8501
civ,2001,1888755163762.36011
civ,2002,1936155388466.51001
civ,2003,1582855319324.21997
civ,2004,1672906016271.27002
civ,2005,1741041596544.33008
civ,2006,1881251170563.25
civ,2007,2298454015439.02002
civ,2008,2449725237474.97021
civ,2009,2567116571080.14014
civ,2010,3578809599191.27002
civ,2011,3086088638789.85986
civ,2012,3171651862132.64014
civ,2013,4378277375445.75049
civ,2014,5420462150785.23047
civ,2015,6408248000000
civ,2016,6117408000000
civ,2017,6027525000000
civ,2018,6367564000000
civ,2019,7239633574400
civ,2020,7922805919700
cmr,1975,100299997200
cmr,1976,118799999000
cmr,1977,330899980300
cmr,1978,474699989000
cmr,1979,511200002000
cmr,1980,282399998000
cmr,1981,441400000500
cmr,1982,447399985200
cmr,1983,552700018700
cmr,1984,619199987700
cmr,1985,659900006400
cmr,1986,1018153992200
cmr,1987,962300018700
cmr,1988,757500018700
cmr,1989,638209032200
cmr,1990,581199986700
cmr,1991,556000018400
cmr,1992,457100001300
cmr,1993,677280978900
cmr,1994,848753831500
cmr,1995,940022776600
cmr,1996,993962999900
cmr,1997,1143622289000
cmr,1998,1237432684400
cmr,1999,1246402587000
cmr,2000,1312548371200
cmr,2001,1542816892600
cmr,2002,1681015739300
cmr,2003,1700653906400
cmr,2004,1875459039600
cmr,2005,1911304133100
cmr,2006,1950587822000
cmr,2007,2128292178000
cmr,2008,2459312079600
cmr,2009,2443325336700
cmr,2010,2521468906700
cmr,2011,2733208762200
cmr,2012,2801531658600
cmr,2013,3064098295300
cmr,2014,3492059907800
cmr,2015,3544253963000
cmr,2016,3899027000000
cmr,2017,4044638000000
cmr,2018,4340760000000
cmr,2019,4436868000000
cmr,2020,4191867000000
cod,1991,0
cod,1994,5243700
cod,1995,38269000
cod,1996,784800000
cod,1997,200000000
cod,1998,209787900
cod,1999,1590479600
cod,2000,189900000000
cod,2001,148677229100
cod,2002,224792494500
cod,2003,341485022400
cod,2004,499477281100
cod,2005,662043000000
cod,2006,987034000000
cod,2007,1177323066400
cod,2008,1189343828500
cod,2009,2188625110200
cod,2010,5611307027400
cod,2011,5895984751400
cod,2012,3840476271800
cod,2013,6532886880300
cod,2014,7678405001100
cod,2015,7578984229100
cod,2016,7477868441900
cod,2017,13793049300500
cod,2018,15739021403700
cod,2019,17352683295000
cod,2020,21892946974300
cog,1974,47300001800
cog,1975,61499998200
cog,1976,53600006100
cog,1977,48899993600
cog,1978,46399995900
cog,1979,66199895900
cog,1980,128900000000
cog,1981,260900000000
cog,1982,424100000000
cog,1983,307200001000
cog,1984,291300000000
cog,1985,294000010000
cog,1986,188605500000
cog,1987,136235983000
cog,1988,122700000000
cog,1989,110600003600
cog,1990,131300000000
cog,1991,151100000000
cog,1992,159800000000
cog,1993,220000000000
cog,1994,520050000000
cog,1995,362280250000
cog,1996,412277000000
cog,1997,292818000000
cog,1998,279897000000
cog,1999,385300000000
cog,2000,479400000000
cog,2001,538063000000
cog,2002,474506500000
cog,2003,517703206500
cog,2004,537954530400
cog,2005,821285000000
cog,2006,1069269000000
cog,2007,2466996000000
cog,2008,2054726000000
cog,2009,2415776000000
cog,2010,2522918000000
cog,2011,2498691000000
cog,2012,3446310000000
cog,2013,4174300000000
cog,2014,4914783528151.66016
cog,2015,5671212634807.86035
cog,2016,4906664537532.15039
cog,2017,2366419388571.5
cog,2018,1890968860129.76001
cog,2019,1852784728128.5
cog,2020,1622742000000
col,1960,5077871100
col,1961,5854771700
col,1962,6437476400
col,1963,7519592400
col,1964,9073509400
col,1965,8068000000
col,1966,10972000000
col,1967,13040000000
col,1968,16244000000
col,1969,19497000000
col,1970,23919000000
col,1971,27302000000
col,1972,30486000000
col,1973,38416000000
col,1974,52843000000
col,1975,62129000000
col,1976,84571000000
col,1977,104041000000
col,1978,139897000000
col,1979,183325000000
col,1980,264894000000
col,1981,350048000000
col,1982,436091000000
col,1983,524847000000
col,1984,654459000000
col,1985,870466000000
col,1986,1204114000000
col,1987,1537235000000
col,1988,2287685000000
col,1989,2733476000000
col,1990,4578347000000
col,1991,5452435000000
col,1992,7590551000000
col,1993,11944468000000
col,1994,15727253000000
col,1995,18911122000000
col,1996,21749451000000
col,1997,24591756000000
col,1998,26602569000000
col,1999,20079111000000
col,2000,29464000000000
col,2001,34780000000000
col,2002,41031000000000
col,2003,49321000000000
col,2004,57957000000000
col,2005,70823000000000
col,2006,86157000000000
col,2007,103173000000000
col,2008,104431000000000
col,2009,113590000000000
col,2010,119927000000000
col,2011,135664000000000
col,2012,140801000000000
col,2013,152376000000000
col,2014,172954000000000
col,2015,188095000000000
col,2016,191152000000000
col,2017,199952000000000
col,2018,209687000000000
col,2019,227058000000000
col,2020,188786195072368
com,1980,7674438721.29333
com,1981,9132329145.96763
com,1982,10349639710.3668
com,1983,12498388437.9582
com,1984,13813636769.4376
com,1985,15127708671.2824
com,1986,16549423884.6929
com,1987,17362630869.608
com,1988,18174661424.8886
com,1989,18645527386.136
com,1990,20021067736.3885
com,1991,20478698900
com,1992,20722219800
com,1993,21949824100
com,1994,22749502200
com,1995,25532052400
com,1996,26008506400
com,1997,27306696500
com,1998,28029318400
com,1999,30228947700
com,2000,32013709100
com,2001,35587878800
com,2002,37933973600
com,2003,40711994500
com,2004,42899506600
com,2005,44256106400
com,2006,46840722300
com,2007,45731000000
com,2008,57259000000
com,2009,53150000000
com,2010,60187000000
com,2011,60485000000
com,2012,64945000000
com,2013,67051000000
com,2014,64868000000
com,2015,57811000000
com,2016,56160000000
com,2017,62515000000
com,2018,73094000000
com,2019,66321000000
com,2020,66984210000
cpv,2007,53943814400
cpv,2008,57285150200
cpv,2009,52336742100
cpv,2010,62624943800
cpv,2011,69128203700
cpv,2012,52844441500
cpv,2013,46336836800
cpv,2014,53317000000
cri,1960,460400000
cri,1961,504300000
cri,1962,590800000
cri,1963,620800000
cri,1964,590900000
cri,1965,729600000
cri,1966,735900000
cri,1967,834000000
cri,1968,882100000
cri,1969,1023500000
cri,1970,1269800000
cri,1971,1578500000
cri,1972,1800200000
cri,1973,2251600000
cri,1974,3174800000
cri,1975,3694800000
cri,1976,4846000000
cri,1977,5888800000
cri,1978,6952400000
cri,1979,9049900000
cri,1980,9894500000
cri,1981,13737500000
cri,1982,19808500000
cri,1983,23269500000
cri,1984,32678600000
cri,1985,38239800000
cri,1986,46023100000
cri,1987,56313100000
cri,1988,66210900000
cri,1989,87223900000
cri,1990,117070700000
cri,1991,149821714484.45999
cri,1992,223141562575.29999
cri,1993,277835288997.76001
cri,1994,329196634801.40002
cri,1995,411636414103.09003
cri,1996,435473998437.59003
cri,1997,565401376930.25
cri,1998,778434411860.08997
cri,1999,858732642513.09985
cri,2000,911046909831.56006
cri,2001,1042137967199.68994
cri,2002,1180192804887.56006
cri,2003,1362664418262.08008
cri,2004,1620097142805.45996
cri,2005,1910788553777.12012
cri,2006,2356698783557.25
cri,2007,3106286583625.72949
cri,2008,3848816427366.54004
cri,2009,3702119041425.43994
cri,2010,3852760228014.28955
cri,2011,4201994796098.2998
cri,2012,4757427818504.75
cri,2013,5045639806946.08984
cri,2014,5555449276054.82031
cri,2015,5729323420643.58008
cri,2016,6034449760675.34961
cri,2017,6242906054220.17969
cri,2018,6555711260331.75
cri,2019,6244507122532.45996
cri,2020,6270920545881.74023
cub,1970,1447337100
cub,1971,1758209300
cub,1972,1971501100
cub,1973,2105218300
cub,1974,2377506500
cub,1975,2714697400
cub,1976,2881061200
cub,1977,2999760700
cub,1978,3491142200
cub,1979,3630003000
cub,1980,3638158200
cub,1981,4285969100
cub,1982,4524543800
cub,1983,4814786800
cub,1984,5343949300
cub,1985,5311215800
cub,1986,5427559000
cub,1987,4815688000
cub,1988,5086205100
cub,1989,5401022600
cub,1990,5281060800
cub,1991,4030672800
cub,1992,2550997700
cub,1993,2264580600
cub,1994,1724971800
cub,1995,1848223300
cub,1996,2919000000
cub,1997,2979000000
cub,1998,3122000000
cub,1999,3291000000
cub,2000,3630200000
cub,2001,3417300000
cub,2002,3074100000
cub,2003,2944900000
cub,2004,3237500000
cub,2005,3821500000
cub,2006,5486000000
cub,2007,5677800000
cub,2008,6583500000
cub,2009,5386000000
cub,2010,5562000000
cub,2011,5320000000
cub,2012,5677000000
cub,2013,6360000000
cub,2014,5891000000
cub,2015,7531000000
cub,2016,8051000000
cub,2017,9564000000
cub,2018,11453000000
cub,2019,11596000000
cub,2020,10536000000
cyp,1975,86284400
cyp,1976,120114700
cyp,1977,212891700
cyp,1978,291145700
cyp,1979,375038000
cyp,1980,444236400
cyp,1981,471403100
cyp,1982,520610900
cyp,1983,539918100
cyp,1984,704798100
cyp,1985,688566400
cyp,1986,656103000
cyp,1987,714024500
cyp,1988,838581600
cyp,1989,1061724900
cyp,1990,1074539400
cyp,1991,1110932700
cyp,1992,1359875900
cyp,1993,1266415400
cyp,1994,1284014000
cyp,1995,1935110000
cyp,1996,1920587000
cyp,1997,2056069000
cyp,1998,1783111000
cyp,1999,2076508000
cyp,2000,2127888000
cyp,2001,2171769000
cyp,2002,2487914000
cyp,2003,2605828000
cyp,2004,2860754000
cyp,2005,3190722000
cyp,2006,4012445000
cyp,2007,4473860000
cyp,2008,5167368000
cyp,2009,4377405000
cyp,2010,4357968000
cyp,2011,3769766000
cyp,2012,3014332000
cyp,2013,2540001000
cyp,2014,2325973000
cyp,2015,2302775000
cyp,2016,3429055000
cyp,2017,4223923000
cyp,2018,4070870000
cyp,2019,4329766000
cyp,2020,4308334000
cze,1990,181951094000
cze,1991,208564915000
cze,1992,270178301000
cze,1993,332673912000
cze,1994,405246031000
cze,1995,539420000000
cze,1996,629811000000
cze,1997,642373000000
cze,1998,669092000000
cze,1999,677407000000
cze,2000,744358000000
cze,2001,802342000000
cze,2002,801076000000
cze,2003,829838000000
cze,2004,885877000000
cze,2005,945874000000
cze,2006,1004313000000
cze,2007,1155283000000
cze,2008,1182472000000
cze,2009,1091978000000
cze,2010,1084017000000
cze,2011,1086869000000
cze,2012,1069470000000
cze,2013,1050612000000
cze,2014,1103982000000
cze,2015,1227485000000
cze,2016,1196467000000
cze,2017,1273407000000
cze,2018,1423024000000
cze,2019,1567622000000
cze,2020,1490492000000
deu,1970,118393131000
deu,1971,134534139000
deu,1972,143441297000
deu,1973,151035551000
deu,1974,147174066000
deu,1975,146170080000
deu,1976,157278285000
deu,1977,169609294000
deu,1978,185055234000
deu,1979,208533063000
deu,1980,229179137000
deu,1981,229217752000
deu,1982,225279037000
deu,1983,237571431000
deu,1984,244303286000
deu,1985,249670751000
deu,1986,261615611000
deu,1987,270548513000
deu,1988,288504418000
deu,1989,317529914000
deu,1990,357444798000
deu,1991,394721000000
deu,1992,428939000000
deu,1993,421198000000
deu,1994,441679000000
deu,1995,445973000000
deu,1996,442442000000
deu,1997,444213000000
deu,1998,459252000000
deu,1999,474477000000
deu,2000,487502000000
deu,2001,473140000000
deu,2002,442301000000
deu,2003,431772000000
deu,2004,431938000000
deu,2005,436534000000
deu,2006,472315000000
deu,2007,501323000000
deu,2008,517013000000
deu,2009,471232000000
deu,2010,501148000000
deu,2011,548701000000
deu,2012,557877000000
deu,2013,559500000000
deu,2014,586665000000
deu,2015,605836000000
deu,2016,636299000000
deu,2017,666876000000
deu,2018,709177000000
deu,2019,742218000000
deu,2020,735869000000
dji,2013,90928503500
dji,2014,110665000000
dji,2015,130706000000
dji,2016,128345000000
dji,2017,128202000000
dji,2018,148849000000
dji,2019,189597840200
dji,2020,103274688000
dnk,1966,20242315000
dnk,1967,22453883000
dnk,1968,24368531000
dnk,1969,29251774000
dnk,1970,32314238000
dnk,1971,34987869000
dnk,1972,41684175000
dnk,1973,47781836000
dnk,1974,51704189000
dnk,1975,51928591000
dnk,1976,65193306000
dnk,1977,70043013000
dnk,1978,76562572000
dnk,1979,82686534000
dnk,1980,81988211000
dnk,1981,75908952000
dnk,1982,90014262000
dnk,1983,100536505000
dnk,1984,116367620000
dnk,1985,137228550000
dnk,1986,160946173000
dnk,1987,167489095000
dnk,1988,162142276000
dnk,1989,170659443000
dnk,1990,174674766000
dnk,1991,174331405000
dnk,1992,172463690000
dnk,1993,167673614000
dnk,1994,181781748000
dnk,1995,201853419000
dnk,1996,213306020000
dnk,1997,238567605000
dnk,1998,255772171000
dnk,1999,259725584000
dnk,2000,285387016000
dnk,2001,292181395000
dnk,2002,291064840000
dnk,2003,297398850000
dnk,2004,311180454000
dnk,2005,335806379000
dnk,2006,391507676000
dnk,2007,408861679000
dnk,2008,413328261000
dnk,2009,347337202000
dnk,2010,328025431000
dnk,2011,335355898000
dnk,2012,355837856000
dnk,2013,367649629000
dnk,2014,379663646000
dnk,2015,404229526000
dnk,2016,443161891000
dnk,2017,465471329000
dnk,2018,489584816000
dnk,2019,493777737000
dnk,2020,521014121000
dom,1960,75700000
dom,1961,55000000
dom,1962,91300000
dom,1963,133100000
dom,1964,171300000
dom,1965,89100000
dom,1966,141200000
dom,1967,153600000
dom,1968,171000000
dom,1969,192000000
dom,1970,245943000
dom,1971,293731000
dom,1972,426647000
dom,1973,497806000
dom,1974,643600000
dom,1975,802733000
dom,1976,780278000
dom,1977,939238000
dom,1978,1031844000
dom,1979,1334725000
dom,1980,1583500000
dom,1981,1655500000
dom,1982,1491200000
dom,1983,1759798069.7371
dom,1984,2039295339.15239
dom,1985,2682406569.0014
dom,1986,3428746072.91666
dom,1987,5053042010.00649
dom,1988,7532931604.73164
dom,1989,10799838898.3757
dom,1990,13907197115.786
dom,1991,17965100000
dom,1992,23233000000
dom,1993,27732100000
dom,1994,33220400000
dom,1995,38301800000
dom,1996,45145000000
dom,1997,56465400000
dom,1998,80561700000
dom,1999,81145700000
dom,2000,98500200000
dom,2001,100754400000
dom,2002,118174700000
dom,2003,126059900000
dom,2004,191309300000
dom,2005,244995300000
dom,2006,326452000000
dom,2007,394318345100
dom,2008,467113260800
dom,2009,402096919900
dom,2010,499705334500
dom,2011,546830589500
dom,2012,574553789000
dom,2013,584566932800
dom,2014,666477255100
dom,2015,745499743800
dom,2016,800164420000
dom,2017,902380069600
dom,2018,1092041841000
dom,2019,1221486278000
dom,2020,1218702812700
dza,1969,6200000000
dza,1970,8200000000
dza,1971,8300000300
dza,1972,9799999500
dza,1973,12400000000
dza,1974,16999999500
dza,1975,24000000000
dza,1976,31399999500
dza,1977,38400000000
dza,1978,50800001000
dza,1979,50400002000
dza,1980,54899998700
dza,1981,62999998500
dza,1982,71499997200
dza,1983,80299999200
dza,1984,89600000000
dza,1985,94500003800
dza,1986,103199998000
dza,1987,96099999700
dza,1988,91700002800
dza,1989,114800001000
dza,1990,149900001300
dza,1991,218399998000
dza,1992,283800010800
dza,1993,314899988500
dza,1994,423599996900
dza,1995,580000022500
dza,1996,639400017900
dza,1997,638099980300
dza,1998,728799969300
dza,1999,789799000000
dza,2000,852629000000
dza,2001,965463000000
dza,2002,1111309000000
dza,2003,1265165000000
dza,2004,1476903000000
dza,2005,1691640000000
dza,2006,1969458000000
dza,2007,2462124000000
dza,2008,3228343000000
dza,2009,3811419000000
dza,2010,4350922000000
dza,2011,4620307000000
dza,2012,4992412000000
dza,2013,5690894000000
dza,2014,6342765000000
dza,2015,7062260000000
dza,2016,7544331000000
dza,2017,7697958000000
dza,2018,8211269000000
dza,2019,7904610000000
dza,2020,7540700000000
ecu,1960,206829848.32278
ecu,1961,195609485.54481
ecu,1962,165546580.98874
ecu,1963,200210776.94989
ecu,1964,241139276.31988
ecu,1965,254420000
ecu,1966,273737000
ecu,1967,342052000
ecu,1968,384334000
ecu,1969,442828000
ecu,1970,450556000
ecu,1971,512330000
ecu,1972,633048000
ecu,1973,915277000
ecu,1974,966016000
ecu,1975,1430749000
ecu,1976,1719679000
ecu,1977,2180244000
ecu,1978,2612519000
ecu,1979,2855925000
ecu,1980,3370086000
ecu,1981,4153501000
ecu,1982,4031301000
ecu,1983,2677620000
ecu,1984,2703015000
ecu,1985,2877397000
ecu,1986,2954472000
ecu,1987,3037002000
ecu,1988,2687459000
ecu,1989,2862321000
ecu,1990,2788455000
ecu,1991,3108025000
ecu,1992,3185933000
ecu,1993,3476071000
ecu,1994,4044865000
ecu,1995,4232780000
ecu,1996,4224185000
ecu,1997,4804023000
ecu,1998,5284859000
ecu,1999,3270763000
ecu,2000,3483242000
ecu,2001,4661579000
ecu,2002,5906605000
ecu,2003,6240683000
ecu,2004,7209125000
ecu,2005,8476753000
ecu,2006,9759712000
ecu,2007,10593947000
ecu,2008,13818514000
ecu,2009,14257689000
ecu,2010,17127889000
ecu,2011,20470786000
ecu,2012,23707838000
ecu,2013,26211660000
ecu,2014,27684231000
ecu,2015,26390456000
ecu,2016,25080788000
ecu,2017,26496256000
ecu,2018,27517684000
ecu,2019,26908008000
ecu,2020,23252578000
egy,1960,168800000
egy,1961,222000000
egy,1962,247000000
egy,1963,295000000
egy,1964,366000000
egy,1965,358400000
egy,1966,377400000
egy,1967,358800000
egy,1968,292200000
egy,1969,333200000
egy,1970,350800000
egy,1971,355500000
egy,1972,365000000
egy,1973,463500000
egy,1974,680100000
egy,1975,1265300000
egy,1976,1450100000
egy,1977,1838300000
egy,1978,2637800000
egy,1979,3707000000
egy,1980,3841709418.35031
egy,1981,5258000000
egy,1982,6150000100
egy,1983,8375900000
egy,1984,9255200000
egy,1985,10738100000
egy,1986,13121000000
egy,1987,14723200000
egy,1988,21022300000
egy,1989,23997800000
egy,1990,26152200000
egy,1991,30449300000
egy,1992,32403300000
egy,1993,32732200000
egy,1994,40014800000
egy,1995,46021200000
egy,1996,54888300000
egy,1997,68480800000
egy,1998,61348600000
egy,1999,64023900000
egy,2000,64448800000
egy,2001,63581800000
egy,2002,67511500000
egy,2003,68103100000
egy,2004,79556000000
egy,2005,96456400000
egy,2006,115740900000
egy,2007,155341900000
egy,2008,199534700000
egy,2009,215653100000
egy,2010,231827200000
egy,2011,229066400000
egy,2012,246068200000
egy,2013,241612200000
egy,2014,265091300000
egy,2015,333709300000
egy,2016,392038900000
egy,2017,514300000000
egy,2018,721100000000
egy,2019,957800000000
egy,2020,799600000000
eri,1992,170800000
eri,1993,415800000
eri,1994,823300000
eri,1995,833700000
eri,1996,1216300000
eri,1997,1546100000
eri,1998,1772060700
eri,1999,2556303900
eri,2000,1495519700
eri,2001,3000295100
eri,2002,3008085300
eri,2003,3205770000
eri,2004,3098420000
eri,2005,3433399000
eri,2006,2547644700
eri,2007,2568155300
eri,2008,2697864500
eri,2009,2644507500
eri,2010,3026843500
eri,2011,4008780100
esp,1970,4637578000
esp,1971,4786041000
esp,1972,5881542000
esp,1973,7511237000
esp,1974,9734102000
esp,1975,10795708000
esp,1976,12252535000
esp,1977,14924176000
esp,1978,17296859000
esp,1979,19268898000
esp,1980,22833346000
esp,1981,25483317000
esp,1982,29009278000
esp,1983,32128679000
esp,1984,33227857000
esp,1985,37915865000
esp,1986,44561227000
esp,1987,52744808000
esp,1988,63518635000
esp,1989,75258565000
esp,1990,84649251000
esp,1991,90176574000
esp,1992,89405368000
esp,1993,85035901000
esp,1994,89796210000
esp,1995,100854000000
esp,1996,106093000000
esp,1997,114921000000
esp,1998,129417000000
esp,1999,147332000000
esp,2000,168058000000
esp,2001,181398000000
esp,2002,196051000000
esp,2003,217403000000
esp,2004,238989000000
esp,2005,269041000000
esp,2006,301421000000
esp,2007,321180000000
esp,2008,308857000000
esp,2009,247155000000
esp,2010,233732000000
esp,2011,212984000000
esp,2012,191038000000
esp,2013,177240000000
esp,2014,183515000000
esp,2015,194122000000
esp,2016,200048000000
esp,2017,216932000000
esp,2018,233996000000
esp,2019,249887000000
esp,2020,227599000000
est,1993,369433000
est,1994,563607000
est,1995,758466000
est,1996,994701000
est,1997,1307704000
est,1998,1598312000
est,1999,1400655000
est,2000,1647039000
est,2001,1916615000
est,2002,2390714000
est,2003,2864632000
est,2004,3101557000
est,2005,3727708000
est,2006,4993405000
est,2007,5968841000
est,2008,5173306000
est,2009,3204857000
est,2010,3130158000
est,2011,4412424000
est,2012,5143894000
est,2013,5276168000
est,2014,5161202000
est,2015,5053484000
est,2016,5313125000
est,2017,6177254000
est,2018,6375696000
est,2019,7051616000
est,2020,8233121000
eth,2011,165379700000
eth,2012,277242900000
eth,2013,295456400000
eth,2014,403042900000
eth,2015,527897440500
eth,2016,585665000000
eth,2017,704596000000
eth,2018,764076000000
eth,2019,948866000000
eth,2020,1037685000000
fin,1970,2239377000
fin,1971,2576719000
fin,1972,3051920000
fin,1973,3835763000
fin,1974,5012937000
fin,1975,6104368000
fin,1976,6190745000
fin,1977,6627900000
fin,1978,6500440000
fin,1979,7345255000
fin,1980,9195000000
fin,1981,10325000000
fin,1982,11735000000
fin,1983,13272000000
fin,1984,14072000000
fin,1985,15524000000
fin,1986,16384000000
fin,1987,18228000000
fin,1988,21616000000
fin,1989,26246000000
fin,1990,26996000000
fin,1991,22485000000
fin,1992,18844000000
fin,1993,16413000000
fin,1994,16927000000
fin,1995,18999000000
fin,1996,20930000000
fin,1997,23670000000
fin,1998,26757000000
fin,1999,28485000000
fin,2000,31460000000
fin,2001,33084000000
fin,2002,32076000000
fin,2003,33056000000
fin,2004,35336000000
fin,2005,37743000000
fin,2006,39358000000
fin,2007,45263000000
fin,2008,47583000000
fin,2009,41720000000
fin,2010,41949000000
fin,2011,44780000000
fin,2012,46395000000
fin,2013,44967000000
fin,2014,44425000000
fin,2015,44877000000
fin,2016,49474000000
fin,2017,52839000000
fin,2018,56183000000
fin,2019,57122000000
fin,2020,57193000000
fji,1980,249807000
fji,1981,280492000
fji,1982,262631000
fji,1983,239160000
fji,1984,217950000
fji,1985,239148000
fji,1986,215378000
fji,1987,229925000
fji,1988,191500000
fji,1989,211122000
fji,1990,247838000
fji,1991,294942000
fji,1992,263891000
fji,1993,364918000
fji,1994,320475000
fji,1995,350040000
fji,1996,493750000
fji,1997,562550000
fji,1998,879640000
fji,1999,812199000
fji,2000,551100000
fji,2001,577700000
fji,2002,772130000
fji,2003,940500000
fji,2004,873200000
fji,2005,989260700
fji,2006,912320500
fji,2007,726907100
fji,2008,1171300000
fji,2009,909330000
fji,2010,956858500
fji,2011,1223538200
fji,2012,1061200000
fji,2013,2004036500
fji,2014,1522000000
fji,2015,1826200000
fji,2016,1924700000
fji,2017,2010600000
fji,2018,1998600000
fji,2019,1881700000
fji,2020,1599445000
fra,1960,10573000000
fra,1961,12145000000
fra,1962,13488000000
fra,1963,15656000000
fra,1964,18011000000
fra,1965,19740000000
fra,1966,21655000000
fra,1967,23785000000
fra,1968,25660000000
fra,1969,29210000000
fra,1970,32273000000
fra,1971,36297000000
fra,1972,40699000000
fra,1973,47128000000
fra,1974,56219000000
fra,1975,59983000000
fra,1976,68142000000
fra,1977,73946000000
fra,1978,82475000000
fra,1979,93925000000
fra,1980,110359000000
fra,1981,121981000000
fra,1982,136214000000
fra,1983,142727000000
fra,1984,150558000000
fra,1985,160486000000
fra,1986,172908000000
fra,1987,187078000000
fra,1988,209277000000
fra,1989,230982000000
fra,1990,246347000000
fra,1991,253040000000
fra,1992,249731000000
fra,1993,236491000000
fra,1994,240972000000
fra,1995,244558000000
fra,1996,248701000000
fra,1997,252342000000
fra,1998,269042000000
fra,1999,291538000000
fra,2000,318108000000
fra,2001,330919000000
fra,2002,332704000000
fra,2003,343008000000
fra,2004,364057000000
fra,2005,384922000000
fra,2006,414923000000
fra,2007,450059000000
fra,2008,470123000000
fra,2009,427320000000
fra,2010,441067000000
fra,2011,461566000000
fra,2012,469106000000
fra,2013,466668000000
fra,2014,469073000000
fra,2015,472647000000
fra,2016,487382000000
fra,2017,516784000000
fra,2018,541023000000
fra,2019,572293000000
fra,2020,528846000000
fsm,1983,37800000
gab,1970,27200000000
gab,1971,32199990000
gab,1972,51500000000
gab,1973,52300010000
gab,1974,156300000000
gab,1975,258200000000
gab,1976,435500000000
gab,1977,338000000000
gab,1978,224000000000
gab,1979,203100000000
gab,1980,241200000000
gab,1981,347100000000
gab,1982,384500000000
gab,1983,469400000000
gab,1984,487100000000
gab,1985,613300000000
