geo,time,ic_imp_csdc_cd
afg,2014,900
afg,2015,900
afg,2016,900
afg,2017,900
afg,2018,900
afg,2019,900
ago,2014,460
ago,2015,460
ago,2016,460
ago,2017,460
ago,2018,460
ago,2019,460
alb,2014,10
alb,2015,10
alb,2016,10
alb,2017,10
alb,2018,10
alb,2019,10
are,2014,283.3333
are,2015,283.3333
are,2016,283.3333
are,2017,283.3333
are,2018,283.3333
are,2019,283.3333
arg,2014,120
arg,2015,120
arg,2016,120
arg,2017,120
arg,2018,120
arg,2019,120
arm,2014,100
arm,2015,100
arm,2016,100
arm,2017,100
arm,2018,100
arm,2019,100
atg,2014,131.9444
atg,2015,131.9444
atg,2016,100
atg,2017,100
atg,2018,100
atg,2019,100
aus,2014,100
aus,2015,100
aus,2016,100
aus,2017,100
aus,2018,100
aus,2019,100
aut,2014,0
aut,2015,0
aut,2016,0
aut,2017,0
aut,2018,0
aut,2019,0
aze,2014,200
aze,2015,200
aze,2016,200
aze,2017,200
aze,2018,200
aze,2019,200
bdi,2014,1025
bdi,2015,1025
bdi,2016,1025
bdi,2017,1025
bdi,2018,1025
bdi,2019,1025
bel,2014,0
bel,2015,0
bel,2016,0
bel,2017,0
bel,2018,0
bel,2019,0
ben,2014,110
ben,2015,110
ben,2016,110
ben,2017,110
ben,2018,110
ben,2019,110
bfa,2014,196.5
bfa,2015,196.5
bfa,2016,196.5
bfa,2017,196.5
bfa,2018,196.5
bfa,2019,196.5
bgd,2014,370
bgd,2015,370
bgd,2016,370
bgd,2017,370
bgd,2018,370
bgd,2019,370
bgr,2014,0
bgr,2015,0
bgr,2016,0
bgr,2017,0
bgr,2018,0
bgr,2019,0
bhr,2014,130
bhr,2015,130
bhr,2016,130
bhr,2017,130
bhr,2018,130
bhr,2019,130
bhs,2014,550
bhs,2015,550
bhs,2016,550
bhs,2017,550
bhs,2018,550
bhs,2019,550
bih,2014,26.5
bih,2015,26.5
bih,2016,26.5
bih,2017,26.5
bih,2018,26.5
bih,2019,26.5
blr,2014,0
blr,2015,0
blr,2016,0
blr,2017,0
blr,2018,0
blr,2019,0
blz,2014,75
blz,2015,75
blz,2016,75
blz,2017,75
blz,2018,75
blz,2019,75
bol,2014,30
bol,2015,30
bol,2016,30
bol,2017,30
bol,2018,30
bol,2019,30
bra,2014,106.9444
bra,2015,106.9444
bra,2016,106.9444
bra,2017,106.9444
bra,2018,106.9444
bra,2019,106.9444
brb,2014,150
brb,2015,150
brb,2016,150
brb,2017,150
brb,2018,150
brb,2019,150
brn,2014,50
brn,2015,50
brn,2016,50
brn,2017,50
brn,2018,50
brn,2019,50
btn,2014,50
btn,2015,50
btn,2016,50
btn,2017,50
btn,2018,50
btn,2019,50
bwa,2014,66.61538
bwa,2015,66.61538
bwa,2016,66.61538
bwa,2017,66.61538
bwa,2018,66.61538
bwa,2019,66.61538
caf,2014,500
caf,2015,500
caf,2016,500
caf,2017,500
caf,2018,500
caf,2019,500
can,2014,162.5
can,2015,162.5
can,2016,162.5
can,2017,162.5
can,2018,162.5
can,2019,162.5
che,2014,27
che,2015,27
che,2016,27
che,2017,27
che,2018,27
che,2019,27
chl,2014,50
chl,2015,50
chl,2016,50
chl,2017,50
chl,2018,50
chl,2019,50
chn,2014,125.8929
chn,2015,125.8929
chn,2016,125.8929
chn,2017,125.8929
chn,2018,77.25
chn,2019,77.25
civ,2014,266.6667
civ,2015,266.6667
civ,2016,266.6667
civ,2017,266.6667
civ,2018,266.6667
civ,2019,266.6667
cmr,2014,849
cmr,2015,849
cmr,2016,849
cmr,2017,849
cmr,2018,849
cmr,2019,849
cod,2014,765
cod,2015,765
cod,2016,765
cod,2017,765
cod,2018,765
cod,2019,765
cog,2014,310
cog,2015,310
cog,2016,310
cog,2017,310
cog,2018,310
cog,2019,310
col,2014,50
col,2015,50
col,2016,50
col,2017,50
col,2018,50
col,2019,50
com,2014,92.8
com,2015,92.8
com,2016,92.8
com,2017,92.8
com,2018,92.8
com,2019,92.8
cpv,2014,125
cpv,2015,125
cpv,2016,125
cpv,2017,125
cpv,2018,125
cpv,2019,125
cri,2014,75
cri,2015,75
cri,2016,75
cri,2017,75
cri,2018,75
cri,2019,75
cyp,2014,50
cyp,2015,50
cyp,2016,50
cyp,2017,50
cyp,2018,50
cyp,2019,50
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
deu,2019,0
dji,2014,100
dji,2015,100
dji,2016,100
dji,2017,100
dji,2018,100
dji,2019,100
dma,2014,50
dma,2015,50
dma,2016,50
dma,2017,50
dma,2018,50
dma,2019,50
dnk,2014,0
dnk,2015,0
dnk,2016,0
dnk,2017,0
dnk,2018,0
dnk,2019,0
dom,2014,40
dom,2015,40
dom,2016,40
dom,2017,40
dom,2018,40
dom,2019,40
dza,2014,399.7778
dza,2015,399.7778
dza,2016,399.7778
dza,2017,399.7778
dza,2018,399.7778
dza,2019,399.7778
ecu,2014,75
ecu,2015,75
ecu,2016,75
ecu,2017,75
ecu,2018,75
ecu,2019,75
egy,2014,650
egy,2015,650
egy,2016,1000
egy,2017,1000
egy,2018,1000
egy,2019,1000
esp,2014,0
esp,2015,0
esp,2016,0
esp,2017,0
esp,2018,0
esp,2019,0
est,2014,0
est,2015,0
est,2016,0
est,2017,0
est,2018,0
est,2019,0
eth,2014,750
eth,2015,750
eth,2016,750
eth,2017,750
eth,2018,750
eth,2019,750
fin,2014,0
fin,2015,0
fin,2016,0
fin,2017,0
fin,2018,0
fin,2019,0
fji,2014,57.5
fji,2015,57.5
fji,2016,57.5
fji,2017,57.5
fji,2018,57.5
fji,2019,57.5
fra,2014,0
fra,2015,0
fra,2016,0
fra,2017,0
fra,2018,0
fra,2019,0
fsm,2014,80
fsm,2015,80
fsm,2016,80
fsm,2017,80
fsm,2018,80
fsm,2019,80
gab,2014,170
gab,2015,170
gab,2016,170
gab,2017,170
gab,2018,170
gab,2019,170
gbr,2014,0
gbr,2015,0
gbr,2016,0
gbr,2017,0
gbr,2018,0
gbr,2019,0
geo,2014,189
geo,2015,189
geo,2016,189
geo,2017,189
geo,2018,189
geo,2019,189
gha,2014,474
gha,2015,474
gha,2016,474
gha,2017,474
gha,2018,474
gha,2019,474
gin,2014,180
gin,2015,180
gin,2016,180
gin,2017,180
gin,2018,180
gin,2019,180
gmb,2014,151.875
gmb,2015,151.875
gmb,2016,151.875
gmb,2017,151.875
gmb,2018,151.875
gmb,2019,151.875
gnb,2014,205
gnb,2015,205
gnb,2016,205
gnb,2017,205
gnb,2018,205
gnb,2019,205
gnq,2014,70
gnq,2015,70
gnq,2016,70
gnq,2017,70
gnq,2018,70
gnq,2019,70
grc,2014,0
grc,2015,0
grc,2016,0
grc,2017,0
grc,2018,0
grc,2019,0
grd,2014,50
grd,2015,50
grd,2016,50
grd,2017,50
grd,2018,50
grd,2019,50
gtm,2014,37
gtm,2015,37
gtm,2016,37
gtm,2017,37
gtm,2018,37
gtm,2019,37
guy,2014,62.5
guy,2015,62.5
guy,2016,62.5
guy,2017,62.5
guy,2018,62.5
guy,2019,62.5
hkg,2014,56.8
hkg,2015,56.8
hkg,2016,56.8
hkg,2017,56.8
hkg,2018,56.8
hkg,2019,56.8
hnd,2014,70
hnd,2015,70
hnd,2016,70
hnd,2017,70
hnd,2018,70
hnd,2019,70
hrv,2014,0
hrv,2015,0
hrv,2016,0
hrv,2017,0
hrv,2018,0
hrv,2019,0
hti,2014,150
hti,2015,150
hti,2016,150
hti,2017,150
hti,2018,150
hti,2019,150
hun,2014,0
hun,2015,0
hun,2016,0
hun,2017,0
hun,2018,0
hun,2019,0
idn,2014,164.4
idn,2015,164.4
idn,2016,164.4
idn,2017,164.4
idn,2018,164.4
idn,2019,164.4
ind,2014,144.7125
ind,2015,144.7125
ind,2016,134.83
ind,2017,134.83
ind,2018,100
ind,2019,100
irl,2014,75
irl,2015,75
irl,2016,75
irl,2017,75
irl,2018,75
irl,2019,75
irn,2014,196.6667
irn,2015,196.6667
irn,2016,196.6667
irn,2017,196.6667
irn,2018,90
irn,2019,90
irq,2014,500
irq,2015,500
irq,2016,500
irq,2017,500
irq,2018,500
irq,2019,500
isl,2014,0
isl,2015,0
isl,2016,0
isl,2017,0
isl,2018,0
isl,2019,0
isr,2014,70
isr,2015,70
isr,2016,70
isr,2017,70
isr,2018,70
isr,2019,70
ita,2014,0
ita,2015,0
ita,2016,0
ita,2017,0
ita,2018,0
ita,2019,0
jam,2014,90
jam,2015,90
jam,2016,90
jam,2017,90
jam,2018,90
jam,2019,90
jor,2014,190
jor,2015,190
jor,2016,190
jor,2017,190
jor,2018,190
jor,2019,190
jpn,2014,107
jpn,2015,107
jpn,2016,107
jpn,2017,107
jpn,2018,107
jpn,2019,107
kaz,2014,0
kaz,2015,0
kaz,2016,0
kaz,2017,0
kaz,2018,0
kaz,2019,0
ken,2014,115
ken,2015,115
ken,2016,115
ken,2017,115
ken,2018,115
ken,2019,115
kgz,2014,200
kgz,2015,200
kgz,2016,200
kgz,2017,200
kgz,2018,200
kgz,2019,200
khm,2014,120
khm,2015,120
khm,2016,120
khm,2017,120
khm,2018,120
khm,2019,120
kir,2014,120
kir,2015,120
kir,2016,120
kir,2017,120
kir,2018,120
kir,2019,120
kna,2014,90
kna,2015,90
kna,2016,90
kna,2017,90
kna,2018,90
kna,2019,90
kor,2014,26.75
kor,2015,26.75
kor,2016,26.75
kor,2017,26.75
kor,2018,26.75
kor,2019,26.75
kos,2014,42.22222
kos,2015,42.22222
kos,2016,42.22222
kos,2017,42.22222
kos,2018,42.22222
kos,2019,42.22222
kwt,2014,331.8182
kwt,2015,331.8182
kwt,2016,331.8182
kwt,2017,331.8182
kwt,2018,331.8182
kwt,2019,331.8182
lao,2014,115
lao,2015,115
lao,2016,115
lao,2017,115
lao,2018,115
lao,2019,115
lbn,2014,135
lbn,2015,135
lbn,2016,135
lbn,2017,135
lbn,2018,135
lbn,2019,135
lbr,2014,230
lbr,2015,230
lbr,2016,230
lbr,2017,230
lbr,2018,230
lbr,2019,405
lby,2014,60
lby,2015,60
lby,2016,60
lby,2017,60
lby,2018,60
lby,2019,60
lca,2014,97.5
lca,2015,97.5
lca,2016,97.5
lca,2017,97.5
lca,2018,97.5
lca,2019,97.5
lie,2018,27
lie,2019,27
lka,2014,282.7778
lka,2015,282.7778
lka,2016,282.7778
lka,2017,282.7778
lka,2018,282.7778
lka,2019,282.7778
lso,2014,90
lso,2015,90
lso,2016,90
lso,2017,90
lso,2018,90
lso,2019,90
ltu,2014,0
ltu,2015,0
ltu,2016,0
ltu,2017,0
ltu,2018,0
ltu,2019,0
lux,2014,0
lux,2015,0
lux,2016,0
lux,2017,0
lux,2018,0
lux,2019,0
lva,2014,0
lva,2015,0
lva,2016,0
lva,2017,0
lva,2018,0
lva,2019,0
mar,2014,116.4444
mar,2015,116.4444
mar,2016,116.4444
mar,2017,116.4444
mar,2018,116.4444
mar,2019,116.4444
mda,2014,41.11111
mda,2015,41.11111
mda,2016,41.11111
mda,2017,41.11111
mda,2018,41.11111
mda,2019,41.11111
mdg,2014,149.5455
mdg,2015,149.5455
mdg,2016,149.5455
mdg,2017,149.5455
mdg,2018,149.5455
mdg,2019,149.5455
mdv,2014,180.4444
mdv,2015,180.4444
mdv,2016,180.4444
mdv,2017,180.4444
mdv,2018,180.4444
mdv,2019,180.4444
mex,2014,100
mex,2015,100
mex,2016,100
mex,2017,100
mex,2018,100
mex,2019,100
mhl,2014,42.5
mhl,2015,42.5
mhl,2016,42.5
mhl,2017,42.5
mhl,2018,42.5
mhl,2019,42.5
mkd,2014,50
mkd,2015,50
mkd,2016,50
mkd,2017,50
mkd,2018,50
mkd,2019,50
mli,2014,90
mli,2015,90
mli,2016,90
mli,2017,90
mli,2018,90
mli,2019,90
mlt,2014,0
mlt,2015,0
mlt,2016,0
mlt,2017,0
mlt,2018,0
mlt,2019,0
mmr,2014,115
mmr,2015,115
mmr,2016,210
mmr,2017,210
mmr,2018,210
mmr,2019,210
mne,2014,60
mne,2015,60
mne,2016,60
mne,2017,60
mne,2018,60
mne,2019,60
mng,2014,82.55556
mng,2015,82.55556
mng,2016,82.55556
mng,2017,82.55556
mng,2018,82.55556
mng,2019,82.55556
moz,2014,60
moz,2015,60
moz,2016,60
moz,2017,60
moz,2018,60
moz,2019,60
mrt,2014,400
mrt,2015,400
mrt,2016,400
mrt,2017,400
mrt,2018,400
mrt,2019,400
mus,2014,165.625
mus,2015,165.625
mus,2016,165.625
mus,2017,165.625
mus,2018,165.625
mus,2019,165.625
mwi,2014,161.5385
mwi,2015,161.5385
mwi,2016,161.5385
mwi,2017,161.5385
mwi,2018,161.5385
mwi,2019,161.5385
mys,2014,60
mys,2015,60
mys,2016,60
mys,2017,60
mys,2018,60
mys,2019,60
nam,2014,62.5
nam,2015,62.5
nam,2016,62.5
nam,2017,62.5
nam,2018,62.5
nam,2019,62.5
ner,2014,457
ner,2015,457
ner,2016,282
ner,2017,282
ner,2018,282
ner,2019,282
nga,2014,564.2857
nga,2015,564.2857
nga,2016,564.2857
nga,2017,564.2857
nga,2018,564.2857
nga,2019,564.2857
nic,2014,86.11111
nic,2015,86.11111
nic,2016,86.11111
nic,2017,86.11111
nic,2018,86.11111
nic,2019,86.11111
nld,2014,0
nld,2015,0
nld,2016,0
nld,2017,0
nld,2018,0
nld,2019,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
nor,2018,0
nor,2019,0
npl,2014,80
npl,2015,80
npl,2016,80
npl,2017,80
npl,2018,80
npl,2019,80
nzl,2014,80
nzl,2015,80
nzl,2016,80
nzl,2017,80
nzl,2018,80
nzl,2019,80
omn,2014,124
omn,2015,124
omn,2016,124
omn,2017,124
omn,2018,124
omn,2019,124
pak,2014,180.7143
pak,2015,180.7143
pak,2016,180.7143
pak,2017,130
pak,2018,130
pak,2019,130
pan,2014,50
pan,2015,50
pan,2016,50
pan,2017,50
pan,2018,50
pan,2019,50
per,2014,80
per,2015,80
per,2016,80
per,2017,80
per,2018,80
per,2019,80
phl,2014,67.5
phl,2015,67.5
phl,2016,67.5
phl,2017,67.5
phl,2018,67.5
phl,2019,67.5
plw,2014,100
plw,2015,100
plw,2016,100
plw,2017,100
plw,2018,100
plw,2019,100
png,2014,85
png,2015,85
png,2016,85
png,2017,85
png,2018,85
png,2019,85
pol,2014,0
pol,2015,0
pol,2016,0
pol,2017,0
pol,2018,0
pol,2019,0
pri,2014,75
pri,2015,75
pri,2016,75
pri,2017,75
pri,2018,75
pri,2019,75
prt,2014,0
prt,2015,0
prt,2016,0
prt,2017,0
prt,2018,0
prt,2019,0
pry,2014,135
pry,2015,135
pry,2016,135
pry,2017,135
pry,2018,135
pry,2019,135
pse,2014,85
pse,2015,85
pse,2016,85
pse,2017,85
pse,2018,85
pse,2019,85
qat,2014,290
qat,2015,290
qat,2016,290
qat,2017,290
qat,2018,290
qat,2019,290
rou,2014,0
rou,2015,0
rou,2016,0
rou,2017,0
rou,2018,0
rou,2019,0
rus,2014,152.5
rus,2015,152.5
rus,2016,152.5
rus,2017,152.5
rus,2018,152.5
rus,2019,152.5
rwa,2014,121.0714
rwa,2015,121.0714
rwa,2016,121.0714
rwa,2017,121.0714
rwa,2018,121.0714
rwa,2019,121.0714
sau,2014,390.3846
sau,2015,390.3846
sau,2016,390.3846
sau,2017,390.3846
sau,2018,390.3846
sau,2019,267
sdn,2014,420
sdn,2015,420
sdn,2016,420
sdn,2017,420
sdn,2018,420
sdn,2019,420
sen,2014,545
sen,2015,545
sen,2016,545
sen,2017,545
sen,2018,545
sen,2019,545
sgp,2014,40
sgp,2015,40
sgp,2016,40
sgp,2017,40
sgp,2018,40
sgp,2019,40
slb,2014,215
slb,2015,215
slb,2016,215
slb,2017,215
slb,2018,215
slb,2019,215
sle,2014,387.1429
sle,2015,387.1429
sle,2016,387.1429
sle,2017,387.1429
sle,2018,387.1429
sle,2019,387.1429
slv,2014,66.66667
slv,2015,66.66667
slv,2016,66.66667
slv,2017,66.66667
slv,2018,66.66667
slv,2019,66.66667
smr,2014,100
smr,2015,100
smr,2016,100
smr,2017,100
smr,2018,100
smr,2019,100
som,2015,300
som,2016,300
som,2017,300
som,2018,300
som,2019,300
srb,2014,35
srb,2015,35
srb,2016,35
srb,2017,35
srb,2018,35
srb,2019,35
ssd,2014,350
ssd,2015,350
ssd,2016,350
ssd,2017,350
ssd,2018,350
ssd,2019,350
stp,2014,75
stp,2015,75
stp,2016,75
stp,2017,75
stp,2018,75
stp,2019,75
sur,2014,40
sur,2015,40
sur,2016,40
sur,2017,40
sur,2018,40
