global,time,eg_cft_accs_zs
world,2000,49.4611
world,2001,49.87605
world,2002,50.44683
world,2003,50.90287
world,2004,51.65509
world,2005,52.3946
world,2006,53.11735
world,2007,53.92909
world,2008,54.85488
world,2009,56.01167
world,2010,57.0104
world,2011,58.08872
world,2012,59.31579
world,2013,60.41724
world,2014,61.79686
world,2015,63.06848
world,2016,64.29914
world,2017,65.77276
world,2018,67.1458
world,2019,68.45565
world,2020,69.68053
