geo,time,sp_pop_0014_ma_zs
atg,1974,43.62836
atg,1975,43.24703
atg,1976,42.24796
atg,1977,41.31441
atg,1978,40.55897
atg,1979,39.98185
atg,1980,39.53175
atg,1981,38.57465
atg,1982,37.66225
atg,1983,36.87872
atg,1984,36.23728
atg,1985,35.6841
atg,1986,34.75493
atg,1987,33.83426
atg,1988,33.01152
atg,1989,32.3149
atg,1990,31.7609
atg,1991,31.50292
atg,1992,31.2745
atg,1993,31.13842
atg,1994,31.12367
atg,1995,31.17394
atg,1996,30.84277
atg,1997,30.60702
atg,1998,30.47368
atg,1999,30.41931
atg,2000,30.39485
atg,2001,29.94654
atg,2002,29.49748
atg,2003,29.03407
atg,2004,28.54324
atg,2005,28.0145
atg,2006,27.67208
atg,2007,27.26341
atg,2008,26.79041
atg,2009,26.25712
atg,2010,25.68973
atg,2011,25.36539
atg,2012,24.95331
atg,2013,24.52276
atg,2014,24.11128
atg,2015,23.743
atg,2016,23.55991
atg,2017,23.37016
atg,2018,23.20171
atg,2019,23.06034
atg,2020,22.93892
aus,1960,30.59812
aus,1961,30.70192
aus,1962,30.63522
aus,1963,30.46206
aus,1964,30.27903
aus,1965,30.13724
aus,1966,30.02109
aus,1967,29.93204
aus,1968,29.8799
aus,1969,29.82143
aus,1970,29.70015
aus,1971,29.43914
aus,1972,29.17962
aus,1973,28.90248
aus,1974,28.57099
aus,1975,28.16307
aus,1976,27.86007
aus,1977,27.37956
aus,1978,26.82115
aus,1979,26.317
aus,1980,25.92754
aus,1981,25.40444
aus,1982,25.07377
aus,1983,24.84742
aus,1984,24.58972
aus,1985,24.24527
aus,1986,24.03527
aus,1987,23.69247
aus,1988,23.29545
aus,1989,22.9618
aus,1990,22.7365
aus,1991,22.53153
aus,1992,22.43503
aus,1993,22.39756
aus,1994,22.34067
aus,1995,22.23243
aus,1996,22.16036
aus,1997,22.04735
aus,1998,21.91268
aus,1999,21.78781
aus,2000,21.6768
aus,2001,21.43578
aus,2002,21.20264
aus,2003,20.9724
aus,2004,20.74243
aus,2005,20.52499
aus,2006,20.26614
aus,2007,20.04011
aus,2008,19.8624
aus,2009,19.71604
aus,2010,19.57643
aus,2011,19.58001
aus,2012,19.5323
aus,2013,19.47478
aus,2014,19.45189
aus,2015,19.47485
aus,2016,19.53518
aus,2017,19.64665
aus,2018,19.77342
aus,2019,19.86015
aus,2020,19.87909
aut,1960,24.35642
aut,1961,24.59215
aut,1962,24.7902
aut,1963,24.99591
aut,1964,25.25005
aut,1965,25.5535
aut,1966,25.84054
aut,1967,26.15339
aut,1968,26.45107
aut,1969,26.66142
aut,1970,26.74025
aut,1971,26.66343
aut,1972,26.45711
aut,1973,26.13242
aut,1974,25.72361
aut,1975,25.25391
aut,1976,24.67098
aut,1977,24.07784
aut,1978,23.46321
aut,1979,22.82476
aut,1980,22.17988
aut,1981,21.57437
aut,1982,20.99666
aut,1983,20.45718
aut,1984,19.96086
aut,1985,19.50923
aut,1986,19.18205
aut,1987,18.82231
aut,1988,18.48408
aut,1989,18.2406
aut,1990,18.13014
aut,1991,18.12605
aut,1992,18.28114
aut,1993,18.5261
aut,1994,18.73317
aut,1995,18.82063
aut,1996,18.77414
aut,1997,18.58399
aut,1998,18.29515
aut,1999,18.0078
aut,2000,17.78149
aut,2001,17.5388
aut,2002,17.37111
aut,2003,17.24211
aut,2004,17.08017
aut,2005,16.85152
aut,2006,16.61898
aut,2007,16.32871
aut,2008,16.01038
aut,2009,15.71821
aut,2010,15.48262
aut,2011,15.26651
aut,2012,15.09213
aut,2013,14.9643
aut,2014,14.87159
aut,2015,14.80694
aut,2016,14.85832
aut,2017,14.91638
aut,2018,14.9778
aut,2019,15.03298
aut,2020,15.07211
aze,1960,42.48762
aze,1961,43.64144
aze,1962,44.74704
aze,1963,45.70609
aze,1964,46.40506
aze,1965,46.79343
aze,1966,47.22364
aze,1967,47.25142
aze,1968,46.97769
aze,1969,46.55447
aze,1970,46.05989
aze,1971,45.38095
aze,1972,44.71924
aze,1973,43.99465
aze,1974,43.10915
aze,1975,42.04612
aze,1976,40.98319
aze,1977,39.79705
aze,1978,38.56219
aze,1979,37.39726
aze,1980,36.37332
aze,1981,35.57355
aze,1982,34.95281
aze,1983,34.49415
aze,1984,34.16656
aze,1985,33.95165
aze,1986,34.06943
aze,1987,34.24215
aze,1988,34.42166
aze,1989,34.58576
aze,1990,34.73284
aze,1991,34.93075
aze,1992,35.08081
aze,1993,35.18279
aze,1994,35.22099
aze,1995,35.1653
aze,1996,34.94513
aze,1997,34.61578
aze,1998,34.16204
aze,1999,33.58497
aze,2000,32.90396
aze,2001,31.89097
aze,2002,30.88132
aze,2003,29.87336
aze,2004,28.86589
aze,2005,27.87262
aze,2006,27.08694
aze,2007,26.3037
aze,2008,25.57639
aze,2009,24.98669
aze,2010,24.57875
aze,2011,24.36563
aze,2012,24.32037
aze,2013,24.4054
aze,2014,24.52998
aze,2015,24.63132
aze,2016,24.88
aze,2017,24.99437
aze,2018,25.02841
aze,2019,25.05324
aze,2020,25.08504
bdi,1960,45.04265
bdi,1961,45.35466
bdi,1962,45.75687
bdi,1963,46.16033
bdi,1964,46.43443
bdi,1965,46.53594
bdi,1966,46.8587
bdi,1967,46.97583
bdi,1968,46.94456
bdi,1969,46.83564
bdi,1970,46.66617
bdi,1971,46.8122
bdi,1972,46.86466
bdi,1973,46.82791
bdi,1974,46.73022
bdi,1975,46.61053
bdi,1976,46.4658
bdi,1977,46.29442
bdi,1978,46.11868
bdi,1979,45.95259
bdi,1980,45.8168
bdi,1981,46.10399
bdi,1982,46.35211
bdi,1983,46.61545
bdi,1984,46.93052
bdi,1985,47.28941
bdi,1986,47.76096
bdi,1987,48.18929
bdi,1988,48.54994
bdi,1989,48.80937
bdi,1990,48.96067
bdi,1991,49.80064
bdi,1992,50.4841
bdi,1993,51.02482
bdi,1994,51.42976
bdi,1995,51.68692
bdi,1996,51.70537
bdi,1997,51.62594
bdi,1998,51.45051
bdi,1999,51.20739
bdi,2000,50.93591
bdi,2001,50.2775
bdi,2002,49.61396
bdi,2003,48.96294
bdi,2004,48.33645
bdi,2005,47.74901
bdi,2006,47.2712
bdi,2007,46.80691
bdi,2008,46.38925
bdi,2009,46.05567
bdi,2010,45.81999
bdi,2011,45.85795
bdi,2012,45.93804
bdi,2013,46.04653
bdi,2014,46.15296
bdi,2015,46.23406
bdi,2016,46.2753
bdi,2017,46.2653
bdi,2018,46.20468
bdi,2019,46.09587
bdi,2020,45.93925
bel,1960,24.39738
bel,1961,24.69075
bel,1962,24.81651
bel,1963,24.82673
bel,1964,24.8163
bel,1965,24.82616
bel,1966,24.85294
bel,1967,24.84186
bel,1968,24.80031
bel,1969,24.72308
bel,1970,24.60572
bel,1971,24.38494
bel,1972,24.17051
bel,1973,23.93344
bel,1974,23.63905
bel,1975,23.2781
bel,1976,22.90789
bel,1977,22.47133
bel,1978,21.99879
bel,1979,21.54094
bel,1980,21.12662
bel,1981,20.72338
bel,1982,20.38294
bel,1983,20.09377
bel,1984,19.8294
bel,1985,19.57786
bel,1986,19.39611
bel,1987,19.20935
bel,1988,19.03687
bel,1989,18.9062
bel,1990,18.82934
bel,1991,18.73927
bel,1992,18.71271
bel,1993,18.73011
bel,1994,18.74966
bel,1995,18.74139
bel,1996,18.71224
bel,1997,18.63642
bel,1998,18.53024
bel,1999,18.42841
bel,2000,18.35079
bel,2001,18.20255
bel,2002,18.09677
bel,2003,18.02025
bel,2004,17.94639
bel,2005,17.86382
bel,2006,17.80864
bel,2007,17.7406
bel,2008,17.67076
bel,2009,17.61376
bel,2010,17.57395
bel,2011,17.60632
bel,2012,17.62361
bel,2013,17.63794
bel,2014,17.65789
bel,2015,17.68394
bel,2016,17.69578
bel,2017,17.71451
bel,2018,17.73378
bel,2019,17.73773
bel,2020,17.71293
ben,1960,39.72745
ben,1961,40.2558
ben,1962,40.8479
ben,1963,41.45481
ben,1964,41.98524
ben,1965,42.39862
ben,1966,42.91032
ben,1967,43.28491
ben,1968,43.55968
ben,1969,43.78838
ben,1970,43.99777
ben,1971,44.39585
ben,1972,44.7188
ben,1973,44.98378
ben,1974,45.20398
ben,1975,45.38946
ben,1976,45.70035
ben,1977,45.95629
ben,1978,46.16308
ben,1979,46.32192
ben,1980,46.43741
ben,1981,46.67815
ben,1982,46.83967
ben,1983,46.94387
ben,1984,47.01443
ben,1985,47.06426
ben,1986,47.21381
ben,1987,47.31004
ben,1988,47.36186
ben,1989,47.3756
ben,1990,47.35845
ben,1991,47.32127
ben,1992,47.23135
ben,1993,47.10159
ben,1994,46.93795
ben,1995,46.74125
ben,1996,46.76057
ben,1997,46.71965
ben,1998,46.62974
ben,1999,46.50376
ben,2000,46.34995
ben,2001,46.23581
ben,2002,46.0783
ben,2003,45.88631
ben,2004,45.66787
ben,2005,45.42969
ben,2006,45.34716
ben,2007,45.23906
ben,2008,45.10525
ben,2009,44.9452
ben,2010,44.76105
ben,2011,44.63138
ben,2012,44.46096
ben,2013,44.26031
ben,2014,44.0407
ben,2015,43.80757
ben,2016,43.61317
ben,2017,43.39295
ben,2018,43.14962
ben,2019,42.88508
ben,2020,42.60184
bfa,1960,41.3299
bfa,1961,41.71377
bfa,1962,41.99905
bfa,1963,42.21841
bfa,1964,42.41385
bfa,1965,42.60852
bfa,1966,42.9912
bfa,1967,43.348
bfa,1968,43.66952
bfa,1969,43.93159
bfa,1970,44.12374
bfa,1971,44.53622
bfa,1972,44.83618
bfa,1973,45.05654
bfa,1974,45.24656
bfa,1975,45.43332
bfa,1976,45.84252
bfa,1977,46.23537
bfa,1978,46.59753
bfa,1979,46.9072
bfa,1980,47.15939
bfa,1981,47.57345
bfa,1982,47.87875
bfa,1983,48.10899
bfa,1984,48.30041
bfa,1985,48.46408
bfa,1986,48.71956
bfa,1987,48.90857
bfa,1988,49.03637
bfa,1989,49.10207
bfa,1990,49.10525
bfa,1991,49.17187
bfa,1992,49.17368
bfa,1993,49.11601
bfa,1994,49.00651
bfa,1995,48.85441
bfa,1996,48.8451
bfa,1997,48.77104
bfa,1998,48.65272
bfa,1999,48.51217
bfa,2000,48.36021
bfa,2001,48.33474
bfa,2002,48.26657
bfa,2003,48.16522
bfa,2004,48.03947
bfa,2005,47.89635
bfa,2006,47.87183
bfa,2007,47.80534
bfa,2008,47.70505
bfa,2009,47.5737
bfa,2010,47.41249
bfa,2011,47.32901
bfa,2012,47.19056
bfa,2013,47.01093
bfa,2014,46.80296
bfa,2015,46.57113
bfa,2016,46.34978
bfa,2017,46.10704
bfa,2018,45.83664
bfa,2019,45.531
bfa,2020,45.19035
bgd,1960,41.16611
bgd,1961,41.55309
bgd,1962,41.82365
bgd,1963,42.03758
bgd,1964,42.27045
bgd,1965,42.55058
bgd,1966,42.93542
bgd,1967,43.33363
bgd,1968,43.70769
bgd,1969,43.97622
bgd,1970,44.08073
bgd,1971,44.23803
bgd,1972,44.32719
bgd,1973,44.35316
bgd,1974,44.36197
bgd,1975,44.38714
bgd,1976,44.49225
bgd,1977,44.5054
bgd,1978,44.45445
bgd,1979,44.34245
bgd,1980,44.17099
bgd,1981,44.08289
bgd,1982,43.8891
bgd,1983,43.63113
bgd,1984,43.35599
bgd,1985,43.08236
bgd,1986,42.85586
bgd,1987,42.6084
bgd,1988,42.32971
bgd,1989,41.99438
bgd,1990,41.59095
bgd,1991,41.23268
bgd,1992,40.81953
bgd,1993,40.3622
bgd,1994,39.87702
bgd,1995,39.37334
bgd,1996,38.87268
bgd,1997,38.3499
bgd,1998,37.80842
bgd,1999,37.24988
bgd,2000,36.67757
bgd,2001,36.22034
bgd,2002,35.74135
bgd,2003,35.24534
bgd,2004,34.73655
bgd,2005,34.21495
bgd,2006,33.81691
bgd,2007,33.40351
bgd,2008,32.97581
bgd,2009,32.54098
bgd,2010,32.10341
bgd,2011,31.5609
bgd,2012,31.03857
bgd,2013,30.52496
bgd,2014,30.00711
bgd,2015,29.48311
bgd,2016,28.97665
bgd,2017,28.46568
bgd,2018,27.96151
bgd,2019,27.48075
bgd,2020,27.02958
bgr,1960,26.6645
bgr,1961,26.41257
bgr,1962,26.05376
bgr,1963,25.62621
bgr,1964,25.20087
bgr,1965,24.81312
bgr,1966,24.48998
bgr,1967,24.1901
bgr,1968,23.91502
bgr,1969,23.65802
bgr,1970,23.41899
bgr,1971,23.26829
bgr,1972,23.13965
bgr,1973,23.0369
bgr,1974,22.95958
bgr,1975,22.90189
bgr,1976,22.91495
bgr,1977,22.92349
bgr,1978,22.92013
bgr,1979,22.89473
bgr,1980,22.842
bgr,1981,22.82452
bgr,1982,22.75762
bgr,1983,22.65414
bgr,1984,22.53645
bgr,1985,22.41214
bgr,1986,22.17254
bgr,1987,21.98525
bgr,1988,21.79907
bgr,1989,21.54171
bgr,1990,21.17699
bgr,1991,20.86313
bgr,1992,20.40855
bgr,1993,19.85618
bgr,1994,19.29343
bgr,1995,18.7738
bgr,1996,18.23991
bgr,1997,17.76382
bgr,1998,17.33333
bgr,1999,16.90996
bgr,2000,16.47673
bgr,2001,15.9729
bgr,2002,15.51225
bgr,2003,15.08762
bgr,2004,14.70728
bgr,2005,14.3876
bgr,2006,14.28111
bgr,2007,14.19947
bgr,2008,14.16312
bgr,2009,14.18281
bgr,2010,14.25162
bgr,2011,14.42835
bgr,2012,14.57821
bgr,2013,14.72674
bgr,2014,14.89701
bgr,2015,15.09013
bgr,2016,15.14206
bgr,2017,15.28093
bgr,2018,15.44151
bgr,2019,15.53828
bgr,2020,15.53578
bhr,1960,38.67321
bhr,1961,39.86758
bhr,1962,40.81317
bhr,1963,41.72452
bhr,1964,42.65598
bhr,1965,43.45791
bhr,1966,43.05831
bhr,1967,42.63312
bhr,1968,42.23726
bhr,1969,41.87569
bhr,1970,41.52868
bhr,1971,40.56673
bhr,1972,39.27744
bhr,1973,37.89226
bhr,1974,36.63916
bhr,1975,35.62814
bhr,1976,33.98727
bhr,1977,32.69216
bhr,1978,31.69152
bhr,1979,30.83698
bhr,1980,30.01902
bhr,1981,29.88377
bhr,1982,29.83516
bhr,1983,29.8647
bhr,1984,29.94959
bhr,1985,30.05832
bhr,1986,30.02374
bhr,1987,29.85366
bhr,1988,29.65187
bhr,1989,29.42815
bhr,1990,29.11646
bhr,1991,28.87835
bhr,1992,28.45296
bhr,1993,27.91394
bhr,1994,27.34922
bhr,1995,26.84697
bhr,1996,26.79925
bhr,1997,26.69016
bhr,1998,26.71321
bhr,1999,26.91265
bhr,2000,27.21018
bhr,2001,25.99997
bhr,2002,24.85193
bhr,2003,23.85898
bhr,2004,23.01522
bhr,2005,22.27019
bhr,2006,20.61567
bhr,2007,19.26838
bhr,2008,18.21408
bhr,2009,17.37391
bhr,2010,16.66647
bhr,2011,16.76367
bhr,2012,16.85037
bhr,2013,16.98537
bhr,2014,17.16476
bhr,2015,17.34809
bhr,2016,16.83162
bhr,2017,16.17886
bhr,2018,15.48806
bhr,2019,14.89945
bhr,2020,14.47049
bhs,1960,44.30955
bhs,1961,44.17516
bhs,1962,44.17097
bhs,1963,44.28285
bhs,1964,44.44035
bhs,1965,44.55043
bhs,1966,44.24196
bhs,1967,43.87204
bhs,1968,43.51708
bhs,1969,43.2783
bhs,1970,43.14216
bhs,1971,42.42491
bhs,1972,42.09063
bhs,1973,41.96233
bhs,1974,41.7881
bhs,1975,41.44812
bhs,1976,41.05398
bhs,1977,40.29754
bhs,1978,39.36953
bhs,1979,38.54873
bhs,1980,37.97424
bhs,1981,37.16531
bhs,1982,36.78203
bhs,1983,36.61438
bhs,1984,36.3728
bhs,1985,35.92462
bhs,1986,35.64822
bhs,1987,35.04498
bhs,1988,34.29016
bhs,1989,33.65326
bhs,1990,33.25861
bhs,1991,32.78985
bhs,1992,32.65639
bhs,1993,32.68541
bhs,1994,32.60411
bhs,1995,32.27626
bhs,1996,32.12961
bhs,1997,31.71938
bhs,1998,31.15017
bhs,1999,30.63657
bhs,2000,30.30549
bhs,2001,29.90801
bhs,2002,29.62958
bhs,2003,29.4268
bhs,2004,29.2313
bhs,2005,29.03222
bhs,2006,28.7606
bhs,2007,28.57736
bhs,2008,28.37367
bhs,2009,28.09147
bhs,2010,27.71631
bhs,2011,27.24205
bhs,2012,26.674
bhs,2013,26.04462
bhs,2014,25.43184
bhs,2015,24.88327
bhs,2016,24.27988
bhs,2017,23.82298
bhs,2018,23.45
bhs,2019,23.05765
bhs,2020,22.60889
bih,1960,39.669
bih,1961,39.66512
bih,1962,39.54785
bih,1963,39.30128
bih,1964,38.94246
bih,1965,38.48879
bih,1966,38.32877
bih,1967,37.9629
bih,1968,37.46715
bih,1969,36.96299
bih,1970,36.51545
bih,1971,35.96846
bih,1972,35.54979
bih,1973,35.16526
bih,1974,34.68712
bih,1975,34.06878
bih,1976,33.33232
bih,1977,32.47432
bih,1978,31.55799
bih,1979,30.70069
bih,1980,29.96515
bih,1981,29.27201
bih,1982,28.71667
bih,1983,28.2482
bih,1984,27.7826
bih,1985,27.28209
bih,1986,26.83169
bih,1987,26.38273
bih,1988,25.94642
bih,1989,25.53098
bih,1990,25.10756
bih,1991,24.61729
bih,1992,24.16005
bih,1993,23.72448
bih,1994,23.33761
bih,1995,23.05682
bih,1996,22.73768
bih,1997,22.49969
bih,1998,22.3039
bih,1999,22.06044
bih,2000,21.70822
bih,2001,21.25058
bih,2002,20.60729
bih,2003,19.85813
bih,2004,19.14684
bih,2005,18.55427
bih,2006,17.92045
bih,2007,17.50782
bih,2008,17.22041
bih,2009,16.90822
bih,2010,16.51486
bih,2011,16.49609
bih,2012,16.32271
bih,2013,16.07563
bih,2014,15.91431
bih,2015,15.91216
bih,2016,15.58188
bih,2017,15.46571
bih,2018,15.45584
bih,2019,15.40043
bih,2020,15.23607
blr,1960,32.78
blr,1961,33.43501
blr,1962,33.87498
blr,1963,34.12724
blr,1964,34.24979
blr,1965,34.26507
blr,1966,33.97823
blr,1967,33.60186
blr,1968,33.11802
blr,1969,32.52232
blr,1970,31.83815
blr,1971,30.94183
blr,1972,30.12647
blr,1973,29.36962
blr,1974,28.63714
blr,1975,27.91071
blr,1976,27.32644
blr,1977,26.64795
blr,1978,25.95526
blr,1979,25.38179
blr,1980,24.999
blr,1981,24.74575
