geo,time,ny_tax_nind_cn
chl,2010,8821072505896.91016
chl,2011,9931448464999.57031
chl,2012,11073983975066.09961
chl,2013,11688982513946.40039
chl,2014,12685523548125.09961
chl,2015,13868989242139
chl,2016,14445782257132.19922
chl,2017,15521497382605.90039
chl,2018,16667310381808.19922
chl,2019,16699741724136.69922
chl,2020,16507363020314.19922
civ,2015,1999783000000
civ,2016,1943107000000
civ,2017,2227862000000
civ,2018,2150621000000
civ,2019,2235000000000
civ,2020,2344540715000
cmr,1965,0
cmr,1966,0
cmr,1967,0
cmr,1968,0
cmr,1969,0
cmr,1970,0
cmr,1971,-191800
cmr,1973,37200
cmr,1974,-17700
cmr,1975,-22800
cmr,1976,49000
cmr,1977,0
cmr,1978,0
cmr,1979,0
cmr,1980,117030002700
cmr,1981,135709999100
cmr,1982,125399998500
cmr,1983,120400003100
cmr,1984,241550000100
cmr,1985,174399995900
cmr,1986,134775570400
cmr,1987,131046998000
cmr,1988,106454999000
cmr,1989,81393000400
cmr,1990,79200002000
cmr,1991,72200003600
cmr,1992,81099997200
cmr,1993,238964754000
cmr,1994,269666864100
cmr,1995,328568946100
cmr,1996,382683251000
cmr,1997,460557574000
cmr,1998,525597637700
cmr,1999,561061033800
cmr,2000,628131841600
cmr,2001,702680036500
cmr,2002,715135844900
cmr,2003,759673861500
cmr,2004,660371999900
cmr,2005,734204835700
cmr,2006,845612147700
cmr,2007,906578845900
cmr,2008,840453568500
cmr,2009,851027396500
cmr,2010,851074677800
cmr,2011,830788775900
cmr,2012,917007426000
cmr,2013,1035658524100
cmr,2014,1264552566600
cmr,2015,1549872226100
cmr,2016,1634893000000
cmr,2017,1819859000000
cmr,2018,1858978000000
cmr,2019,1939443000000
cmr,2020,1711327000000
cod,1965,0
cod,1966,0
cod,1967,0
cod,1968,0
cod,1969,0
cod,1991,0
cod,1994,556000
cod,1995,3171400
cod,1996,25000000
cod,1997,105900000
cod,1998,206599900
cod,1999,323854700
cod,2000,14600000000
cod,2001,57300000000
cod,2002,83100000000
cod,2003,112300000000
cod,2004,171300000000
cod,2005,203182000000
cod,2006,341775000000
cod,2007,470829000000
cod,2008,709923000000
cod,2009,894052428300
cod,2010,1051000000000
cod,2011,1388037500700
cod,2012,1863987864500
cod,2013,2326252360800
cod,2014,2481098066200
cod,2015,2653285268700
cod,2016,2696974959800
cod,2017,2886705374300
cod,2018,4331177901800
cod,2019,5138716515700
cod,2020,2861381861500
cog,2005,97622000000.0009
cog,2006,88286000000
cog,2007,95560999999.99948
cog,2008,134065999999.99899
cog,2009,237403006746.67096
cog,2010,282942680000.00098
cog,2011,339733400000
cog,2012,352777000000
cog,2013,458119000000
cog,2014,490148728079.81299
cog,2015,466726415301.84003
cog,2016,491249074872.36096
cog,2017,348700824719.07501
cog,2018,337506854014.33502
cog,2019,285683042175.75403
cog,2020,336600000000
col,1965,762000000
col,1966,2153000000
col,1967,1284000000
col,1968,1787000000
col,1969,2168000000
col,1970,3090000000
col,1971,3464000000
col,1972,3566000000
col,1973,4834000000
col,1974,6389000000
col,1975,8329000000
col,1976,11006000000
col,1977,14772000000
col,1978,20066000000
col,1979,28814000000
col,1980,43717000000
col,1981,55434000000
col,1982,69704000000
col,1983,74239000000
col,1984,84698000000
col,1985,131156000000
col,1986,208087000000
col,1987,307817000000
col,1988,421269000000
col,1989,510173000000
col,1990,1508976000000
col,1991,1863082000000
col,1992,2408573000000
col,1993,3765582000000
col,1994,5227435000000
col,1995,6991695000000
col,1996,7664147000000
col,1997,9788427000000
col,1998,10115804000000
col,1999,10421275000000
col,2000,15002000000000
col,2001,16468000000000
col,2002,18405000000000
col,2003,21419000000000
col,2004,25269000000000
col,2005,30261000000000.10156
col,2006,35829000000000.10156
col,2007,40843000000000
col,2008,43700000000000
col,2009,43050999999999.89844
col,2010,48447000000000
col,2011,56740000000000.09375
col,2012,60149000000000
col,2013,60759000000000
col,2014,68150999999999.89844
col,2015,74149000000000
col,2016,76063000000000
col,2017,84564999999999.90625
col,2018,91135000000000
col,2019,100276000000000
col,2020,89450947451796.59375
com,2007,12380000000
com,2008,9008000000
com,2009,13966000000
com,2010,15563000000
com,2011,14957000000
com,2012,17748000000
com,2013,18629000000
com,2014,19572000000
com,2015,17534000000
com,2016,20722000000
com,2017,22355000000
com,2018,23537000000
com,2019,20804000000
com,2020,22029355600
cpv,2007,16611559500
cpv,2008,18478981700
cpv,2009,16620894400
cpv,2010,17598292600
cpv,2011,20399189600
cpv,2012,18621441200
cpv,2013,19025808200
cpv,2014,18570934100
cpv,2015,20031914900
cpv,2016,21691801700
cpv,2017,23943663800
cpv,2018,26688445800
cpv,2019,28060168200
cpv,2020,21747010700
cri,1991,69495951345.97
cri,1992,101851265010.38
cri,1993,109679066561.22
cri,1994,135416186676.21001
cri,1995,175044953114.92999
cri,1996,216810258141.13
cri,1997,257056475794.31
cri,1998,297686674696
cri,1999,364254735152.98999
cri,2000,435997973915.56
cri,2001,510334272575.47998
cri,2002,569673812762.78003
cri,2003,633992096019.45996
cri,2004,748159330968.62
cri,2005,892251444867.37012
cri,2006,1123300913235.87988
cri,2007,1418766592014.58008
cri,2008,1628033951075.8501
cri,2009,1474933010523.02002
cri,2010,1640416838612.27002
cri,2011,1865714713634.55005
cri,2012,1990059982402.67993
cri,2013,2113740803643.37012
cri,2014,2267348524551.35986
cri,2015,2409243419598.50977
cri,2016,2558228014985.54004
cri,2017,2624775905322.25
cri,2018,2624543010293.06982
cri,2019,2782969874898.97021
cri,2020,2570714280116.9502
cub,1970,515675000
cub,1971,626723900
cub,1972,702784700
cub,1973,749926700
cub,1974,845089400
cub,1975,968764200
cub,1976,1029324100
cub,1977,1069571700
cub,1978,1239272300
cub,1979,1276282500
cub,1980,1323948800
cub,1981,1540047900
cub,1982,1596915100
cub,1983,1670891800
cub,1984,1788118000
cub,1985,2260957100
cub,1986,1832839800
cub,1987,1537647000
cub,1988,1608794400
cub,1989,1476477500
cub,1990,1468862100
cub,1991,713548700
cub,1992,879420700
cub,1993,1119697800
cub,1994,3701351500
cub,1995,5120632600
cub,1996,375500000
cub,1997,336400000
cub,1998,361300000
cub,1999,388100000
cub,2000,395600000
cub,2001,403000000
cub,2002,319000000
cub,2003,370000000
cub,2004,395000000
cub,2005,494100000
cub,2006,590000000
cub,2007,660200000
cub,2008,895900000
cub,2009,628000000
cub,2010,658000000
cub,2011,780000000
cub,2012,823000000
cub,2013,891000000
cub,2014,827000000
cub,2015,917000000
cub,2016,978000000
cub,2017,994000000
cub,2018,1126000000
cub,2019,1528000000
cub,2020,762000000
cym,2006,223635100
cym,2007,210922900
cym,2008,215736200
cym,2009,174192300
cym,2010,173612000
cym,2011,193406000
cym,2012,201003200
cym,2013,203289800
cym,2014,206481600
cym,2015,203152600
cym,2016,223137900
cym,2017,227470600
cym,2018,280480800
cym,2019,284133600
cyp,1995,670700000
cyp,1996,661900000
cyp,1997,649800000
cyp,1998,645800000
cyp,1999,718100000
cyp,2000,941300000
cyp,2001,1074300000
cyp,2002,1173200000
cyp,2003,1448700000
cyp,2004,1666300000
cyp,2005,1872558000
cyp,2006,2064158000
cyp,2007,2395541000
cyp,2008,2593051000
cyp,2009,2255963000
cyp,2010,2300668000
cyp,2011,2208951000
cyp,2012,2201514000
cyp,2013,2002555000
cyp,2014,2159974000
cyp,2015,2229282000
cyp,2016,2367334000
cyp,2017,2571985000
cyp,2018,2783150000
cyp,2019,2849890000
cyp,2020,2416069000
cze,1990,54442056000
cze,1991,89671228000
cze,1992,101549948000
cze,1993,123233923000
cze,1994,138512927000
cze,1995,145961000000
cze,1996,169186000000
cze,1997,175284000000
cze,1998,189120000000
cze,1999,206908000000
cze,2000,212493000000
cze,2001,225295000000
cze,2002,230280000000
cze,2003,242306000000
cze,2004,291264000000
cze,2005,314048000000
cze,2006,321675000000
cze,2007,364203000000
cze,2008,374896000000
cze,2009,376261000000
cze,2010,379342000000
cze,2011,393420000000
cze,2012,411400000000
cze,2013,429796000000
cze,2014,415190000000
cze,2015,460204000000
cze,2016,482154000000
cze,2017,518123000000
cze,2018,534646000000
cze,2019,558609000000
cze,2020,512952000000
deu,1970,37987415000
deu,1971,42805172000
deu,1972,45665375000
deu,1973,48688708000
deu,1974,49852365000
deu,1975,52919199000
deu,1976,57367195000
deu,1977,60281775000
deu,1978,66502445000
deu,1979,73930274000
deu,1980,79052539000
deu,1981,82674013000
deu,1982,85023077000
deu,1983,89634204000
deu,1984,93658064000
deu,1985,94984850000
deu,1986,97301289000
deu,1987,101542655000
deu,1988,104805244000
deu,1989,116082928000
deu,1990,128720024000
deu,1991,142804000000
deu,1992,154807000000
deu,1993,162489000000
deu,1994,177911000000
deu,1995,178089000000
deu,1996,179722000000
deu,1997,182077000000
deu,1998,188560000000
deu,1999,202861000000
deu,2000,207281000000
deu,2001,209964000000
deu,2002,210995000000
deu,2003,215046000000
deu,2004,212846000000
deu,2005,218652000000
deu,2006,228123000000
deu,2007,251720000000
deu,2008,256937000000
deu,2009,252896000000
deu,2010,258716000000
deu,2011,275461000000
deu,2012,279510000000
deu,2013,283467000000
deu,2014,292037000000
deu,2015,304160000000
deu,2016,312297000000
deu,2017,323086000000
deu,2018,332695000000
deu,2019,342689000000
deu,2020,317238000000
dji,2013,24869000000
dji,2014,26786000000
dji,2015,31278000000
dji,2016,32320000000
dji,2017,34804816000
dji,2018,37480668800
dji,2019,37748000000
dji,2020,73519091100
dma,1977,13400000
dma,1978,16030000
dma,1979,13800000
dma,1980,15830000
dma,1981,25880000
dma,1982,30940000
dma,1983,35380000
dma,1984,39900000
dma,1985,42900000
dma,1986,49330000
dma,1987,57510000
dma,1988,68950000
dma,1989,76550000
dma,1990,79230000
dma,1991,79820000
dma,1992,81880000
dma,1993,88800000
dma,1994,83730000
dma,1995,94950000
dma,1996,100370000
dma,1997,106910000
dma,1998,115460000
dma,1999,113190000
dma,2000,102250000
dma,2001,103440000
dma,2002,103770000
dma,2003,119000000
dma,2004,142260000
dma,2005,152120000
dma,2006,170750000
dma,2007,202030000
dma,2008,221560000
dma,2009,232630000
dma,2010,234110000
dma,2011,225510000
dma,2012,216200000
dma,2013,213250000
dma,2014,227060000
dma,2015,231020000
dma,2016,249600000
dma,2017,226910000
dma,2018,321600000
dma,2019,319170000
dma,2020,229580000
dnk,1966,8859521000
dnk,1967,10307686000
dnk,1968,12509478000
dnk,1969,14322423000
dnk,1970,15666470000
dnk,1971,16685980000
dnk,1972,19330248000
dnk,1973,20861537000
dnk,1974,22247471000
dnk,1975,24468599000
dnk,1976,30575884000
dnk,1977,35624136000
dnk,1978,42245888000
dnk,1979,50449350000
dnk,1980,54165212000
dnk,1981,59691724000
dnk,1982,65306821000
dnk,1983,74279689000
dnk,1984,82597956000
dnk,1985,92113301000
dnk,1986,107512876000
dnk,1987,108866861000
dnk,1988,111792653000
dnk,1989,112686577000
dnk,1990,112835730000
dnk,1991,115934021000
dnk,1992,118753330000
dnk,1993,117048919000
dnk,1994,131602814000
dnk,1995,139112708000
dnk,1996,151513394000
dnk,1997,162073774000
dnk,1998,175412295000
dnk,1999,182309487000
dnk,2000,183788779000
dnk,2001,190407839000
dnk,2002,198653922000
dnk,2003,200926938000
dnk,2004,214679254000
dnk,2005,238333802000
dnk,2006,253606106000
dnk,2007,263830559000
dnk,2008,256017418000
dnk,2009,237201935000
dnk,2010,248182896000
dnk,2011,253111450000
dnk,2012,258915851000
dnk,2013,260220815000
dnk,2014,262186064000
dnk,2015,269229767000
dnk,2016,278670329000
dnk,2017,286085675000
dnk,2018,298157325000
dnk,2019,298926765000
dnk,2020,302293197000
dom,1960,96400000
dom,1961,85600000
dom,1962,109600000
dom,1963,119200000
dom,1964,132500000
dom,1965,84500000
dom,1966,116800000
dom,1967,119900000
dom,1968,137800000
dom,1969,151000000
dom,1970,160200000
dom,1971,180500000
dom,1972,205100000
dom,1973,228600000
dom,1974,397600000
dom,1975,432100000
dom,1976,386100000
dom,1977,449500000
dom,1978,403000000
dom,1979,455600000
dom,1980,507000000
dom,1981,541000000
dom,1982,473000000
dom,1983,574000000
dom,1984,789000000
dom,1985,1478100000
dom,1986,1617200000
dom,1987,1623600000
dom,1988,2380692000
dom,1989,3072241700
dom,1990,4522890200
dom,1991,8782200000
dom,1992,12025800000
dom,1993,13504500000
dom,1994,14697500000
dom,1995,17582400000
dom,1996,17428200000
dom,1997,22451400000
dom,1998,27622600000
dom,1999,29329600000
dom,2000,37265300000
dom,2001,39782900000
dom,2002,39778200000
dom,2003,39361100000
dom,2004,56393100000
dom,2005,73140500000
dom,2006,81128100000
dom,2007,116794452000
dom,2008,113463822200
dom,2009,120139757900
dom,2010,133394632900
dom,2011,139880332400
dom,2012,149581606800
dom,2013,170598642700
dom,2014,184840998900
dom,2015,223031296500
dom,2016,246417114600
dom,2017,272367378800
dom,2018,314040157800
dom,2019,337630658400
dom,2020,288426201800
dza,1999,226200000000
dza,2000,267826000000
dza,2001,302912000000
dza,2002,377502000000
dza,2003,403071000000
dza,2004,446179000000
dza,2005,494018000000
dza,2006,491535000000
dza,2007,532454000000
dza,2008,653929000000
dza,2009,715824000000
dza,2010,747689000000
dza,2011,854636000000
dza,2012,1077506000000
dza,2013,1239650000000
dza,2014,1242096000000
dza,2015,1353736000000
dza,2016,1395605000000
dza,2017,1477458000000
dza,2018,1543859000000
dza,2019,1619279000000
dza,2020,1476697000000
ecu,1960,57779521.15114
ecu,1961,50837695.14073
ecu,1962,45094626.63181
ecu,1963,68414494.37666
ecu,1964,95937866.37521
ecu,1965,90189000
ecu,1966,102049000
ecu,1967,123604000
ecu,1968,128522000
ecu,1969,135082000
ecu,1970,138962000
ecu,1971,135603000
ecu,1972,161824000
ecu,1973,221202000
ecu,1974,244692000
ecu,1975,266255000
ecu,1976,323563000
ecu,1977,452943000
ecu,1978,541679000
ecu,1979,587693000
ecu,1980,668216000
ecu,1981,651397000
ecu,1982,529291000
ecu,1983,483162000
ecu,1984,590611000
ecu,1985,662235000
ecu,1986,729055000
ecu,1987,632137000
ecu,1988,581411000
ecu,1989,590561000
ecu,1990,644473000
ecu,1991,680616000
ecu,1992,698256000
ecu,1993,705513000
ecu,1994,810273000
ecu,1995,766855000
ecu,1996,756309000
ecu,1997,1078436000
ecu,1998,1292748000
ecu,1999,810898000
ecu,2000,1045974000
ecu,2001,1936125000
ecu,2002,2309103000
ecu,2003,2261605000
ecu,2004,2393496000
ecu,2005,2301941000
ecu,2006,2304897000
ecu,2007,2496874000
ecu,2008,2211733000
ecu,2009,3506411000
ecu,2010,3055907000
ecu,2011,2740449000
ecu,2012,4068373000
ecu,2013,4595797000
ecu,2014,4831590000
ecu,2015,7247876000
ecu,2016,6899410000
ecu,2017,7213129000
ecu,2018,7606055000
ecu,2019,7236432000
ecu,2020,5491485000
egy,1960,140600000
egy,1961,154200000
egy,1962,161700000
egy,1963,190300000
egy,1964,250400000
egy,1965,268200000
egy,1966,297300000
egy,1967,315800000
egy,1968,351100000
egy,1969,355300000
egy,1970,397400000
egy,1971,398700000
egy,1972,387200000
egy,1973,470900000
egy,1974,242300000
egy,1975,245300000
egy,1976,540400000
egy,1977,810000000
egy,1978,756800000
egy,1979,546700100
egy,1980,1438210124.17275
egy,1981,886600000
egy,1982,930000000
egy,1983,1188000000
egy,1984,1520000000
egy,1985,1662000000
egy,1986,2667000000
egy,1987,2164998900.00001
egy,1988,2969999400
egy,1989,3829998100
egy,1990,4265000000
egy,1991,2489000000
egy,1992,8043000000
egy,1993,9040000000
egy,1994,12033000000
egy,1995,12990000000
egy,1996,15215000000
egy,1997,18872000000
egy,1998,20642600000
egy,1999,25022300000
egy,2000,24433000000
egy,2001,26156000000
egy,2002,24336200000
egy,2003,26880600000
egy,2004,28977600000
egy,2005,31988200000
egy,2006,36555900000
egy,2007,34413000000
egy,2008,40198200000
egy,2009,48144900000
egy,2010,56010400000
egy,2011,61194300000
egy,2012,-38446200000
egy,2013,-64408000000
egy,2014,-75594300000
egy,2015,-29200200000
egy,2016,34990500000
egy,2017,52850800000
egy,2018,102499732500
egy,2019,151992941100
egy,2020,273003354700
eri,1992,229500000
eri,1993,324400000
eri,1994,329900000
eri,1995,375900000
eri,1996,433000000
eri,1997,511460000
eri,1998,464789000
eri,1999,487500000
eri,2000,427700000
eri,2001,568100000
eri,2002,985400000
eri,2003,979900000
eri,2004,1233000000
eri,2005,1122000000
eri,2006,1076000000
eri,2007,892000000
eri,2008,740000000
eri,2009,795000000
esp,1970,1103656000
esp,1971,1161360000
esp,1972,1393996000
esp,1973,1776661000
esp,1974,1855624000
esp,1975,2036631000
esp,1976,2342763000
esp,1977,2933769000
esp,1978,2914332000
esp,1979,3653545000
esp,1980,4257913000
esp,1981,5656956000
esp,1982,6540825000
esp,1983,8461021000
esp,1984,10087259000
esp,1985,12895309000
esp,1986,17692313000
esp,1987,19312572000
esp,1988,20735530000
esp,1989,23753836000
esp,1990,25550470000
esp,1991,27608179000
esp,1992,31534268000
esp,1993,28517955000
esp,1994,31835202000
esp,1995,34150000000
esp,1996,37306000000
esp,1997,41769000000
esp,1998,48216000000
esp,1999,54289000000
esp,2000,58863000000
esp,2001,61875000000
esp,2002,66289000000
esp,2003,74383000000
esp,2004,84062000000
esp,2005,94947000000
esp,2006,106566000000
esp,2007,106366000000
esp,2008,86989000000
esp,2009,67278000000
esp,2010,87230000000
esp,2011,83524000000
esp,2012,82760000000
esp,2013,87900000000
esp,2014,92209000000
esp,2015,99121000000
esp,2016,103152000000
esp,2017,108687000000
esp,2018,114439000000
esp,2019,115894000000
esp,2020,97827000000
est,1995,327446000
est,1996,441990000
est,1997,561417000
est,1998,555708000
est,1999,543505000
est,2000,658790000
est,2001,750144000
est,2002,860006000
est,2003,936786000
est,2004,1112780000
est,2005,1290552000
est,2006,1633707000
est,2007,1989192000
est,2008,1799385000
est,2009,1866171000
est,2010,1843470000
est,2011,2052525000
est,2012,2260166000
est,2013,2342669000
est,2014,2565754000
est,2015,2740674000
est,2016,3002219000
est,2017,3157399000
est,2018,3372401000
est,2019,3644595000
est,2020,3351458000
eth,1981,872335000
eth,1982,871300000
eth,1983,953785000
eth,1984,1074530000
eth,1985,989500000
eth,1986,1110100000
eth,1987,1185900000
eth,1988,1305000000
eth,1989,1309000000
eth,1990,1234700000
eth,1991,1222000000
eth,1992,954600000
eth,1993,1468092000
eth,1994,2131300000
eth,1995,2711386000
eth,1996,3119825000
eth,1997,3571894000
eth,1998,3512089100
eth,1999,3737172300
eth,2000,4348950000
eth,2001,4957600000
eth,2002,4778000000
eth,2003,5228000000
eth,2004,7476000000
eth,2005,8467000000
eth,2006,9698000000
eth,2007,12186000000
eth,2008,16785000000
eth,2009,19139000000
eth,2010,28412000000
eth,2011,39431000000
eth,2012,56882000000
eth,2013,70618000000
eth,2014,86098000000
eth,2015,105128670000
eth,2016,118700000000
eth,2017,128755466000
eth,2018,137583456000
eth,2019,152599585000
eth,2020,191351000000
fin,1970,864326000
fin,1971,989771000
fin,1972,1165327000
fin,1973,1401588000
fin,1974,1536786000
fin,1975,1655000000
fin,1976,1921000000
fin,1977,2349000000
fin,1978,2716000000
fin,1979,3051000000
fin,1980,3573000000
fin,1981,4152000000
fin,1982,4736000000
fin,1983,5205000000
fin,1984,6211000000
fin,1985,6933000000
fin,1986,7646000000
fin,1987,8504000000
fin,1988,10861000000
fin,1989,11942000000
fin,1990,11926000000
fin,1991,11303000000
fin,1992,10857000000
fin,1993,10775000000
fin,1994,11326000000
fin,1995,12204000000
fin,1996,12889000000
fin,1997,14674000000
fin,1998,15703000000
fin,1999,16488000000
fin,2000,17061000000
fin,2001,17326000000
fin,2002,18268000000
fin,2003,19326000000
fin,2004,19725000000
fin,2005,20766000000
fin,2006,22139000000
fin,2007,22930000000
fin,2008,23325000000
fin,2009,22681000000
fin,2010,23480000000
fin,2011,26415000000
fin,2012,27376000000
fin,2013,28336000000
fin,2014,28487000000
fin,2015,28786000000
fin,2016,30124000000
fin,2017,30594000000
fin,2018,32154000000
fin,2019,32567000000
fin,2020,31888000000
fji,1960,6800000
fji,1961,6800000
fji,1962,7400000
fji,1963,8900000
fji,1964,11600000
fji,1965,12100000
fji,1966,10900000
fji,1967,13500000
fji,1968,16200000
fji,1969,18800000
fji,1970,22900000
fji,1971,27300000
fji,1972,30800000
fji,1973,37700000
fji,1974,39500000
fji,1975,47000000
fji,1976,52900000
fji,1977,54400000
fji,1978,59200000
fji,1979,72800000
fji,1980,82700000
fji,1981,102500100
fji,1982,92839000
fji,1983,110450100
fji,1984,166530000
fji,1985,138778000
fji,1986,135586000
fji,1987,135968000
fji,1988,154330000
fji,1989,199000000
fji,1990,238000000
fji,1991,236700000
fji,1992,292500000
fji,1993,352200000
fji,1994,379000000
fji,1995,397900000
fji,1996,409600000
fji,1997,438200000
fji,1998,469400000
fji,1999,532000000
fji,2000,434158000
fji,2001,465997000
fji,2002,525175000
fji,2003,664319000
fji,2004,703611000
fji,2005,712684000
fji,2006,780725000
fji,2007,791506000
fji,2008,884303000
fji,2009,828072000
fji,2010,973400000
fji,2011,1029652900
fji,2012,1109465600
fji,2013,1286709200
fji,2014,1956705900
fji,2015,2113705400
fji,2016,1920633000
fji,2017,2134181000
fji,2018,2287200000
fji,2019,2206200000
fji,2020,1923774556.21086
fra,1960,5760000000
fra,1961,6247000000
fra,1962,6997000000
fra,1963,7983000000
fra,1964,8986000000
fra,1965,9521000000
fra,1966,10264000000
fra,1967,10805000000
fra,1968,10838000000
fra,1969,13844000000
fra,1970,14741000000
fra,1971,16276000000
fra,1972,18361000000
fra,1973,19813000000
fra,1974,22899000000
fra,1975,25259000000
fra,1976,30209000000
fra,1977,31651000000
fra,1978,37381000000
fra,1979,44887000000
fra,1980,48755000000
fra,1981,54343000000
fra,1982,63182000000
fra,1983,70174000000
fra,1984,76326000000
fra,1985,83090000000
fra,1986,87510000000
fra,1987,92395000000
fra,1988,100592000000
fra,1989,106206000000
fra,1990,109693000000
fra,1991,112082000000
fra,1992,111083000000
fra,1993,111997000000
fra,1994,122759000000
fra,1995,127573000000
fra,1996,135403000000
fra,1997,138733000000
fra,1998,144729000000
fra,1999,149521000000
fra,2000,152244000000
fra,2001,154184000000
fra,2002,157610000000
fra,2003,161433000000
fra,2004,171329000000
fra,2005,179820000000
fra,2006,193687000000
fra,2007,198849000000
fra,2008,199575000000
fra,2009,186295000000
fra,2010,197499000000
fra,2011,209786000000
fra,2012,213479000000
fra,2013,217348000000
fra,2014,222535000000
fra,2015,230966000000
fra,2016,237339000000
fra,2017,251113000000
fra,2018,261536000000
fra,2019,268366000000
fra,2020,248588000000
fro,1998,995400000
fro,1999,1054900000
fro,2000,1145400000
fro,2001,1207200000
fro,2002,1324600000
fro,2003,1380600000
fro,2004,1379800000
fro,2005,1436000000
fro,2006,1673600000
fro,2007,1875600000
fro,2008,1779100000
fro,2009,1588600000
fro,2010,1667600000
fro,2011,1652200000
fro,2012,1709000000
fro,2013,1681200000
fro,2014,1846800000
fro,2015,1888300000
fro,2016,2033400000
fro,2017,2139200000
fro,2018,2253000000
fro,2019,2392900000
fsm,1983,5700000
fsm,1995,10632700
fsm,1996,8671300
fsm,1997,9607700
fsm,1998,11455400
fsm,1999,13282600
fsm,2000,14736300
fsm,2001,14536700
fsm,2002,15242900
fsm,2003,17309600
fsm,2004,18305600
fsm,2005,21526700
fsm,2006,21638400
fsm,2007,20892700
fsm,2008,19316700
fsm,2009,22629700
fsm,2010,26066700
fsm,2011,25036900
fsm,2012,25418500
fsm,2013,25038000
fsm,2014,20738700
fsm,2015,23352800
fsm,2016,24856000
fsm,2017,28360800
fsm,2018,30020100
fsm,2019,30431400
fsm,2020,30593400
gab,2001,301837000000
gab,2002,298884000000
gab,2003,307403000000
gab,2004,276471000000
gab,2005,279303000000
gab,2006,253647000000
gab,2007,385805000000
gab,2008,350369000000
gab,2009,438148000000
gab,2010,601581934100
gab,2011,700546270500
gab,2012,723006567300
gab,2013,712648018600
gab,2014,746855123500
gab,2015,720715194200
gab,2016,685311650800
gab,2017,573641985200
gab,2018,591998528700
gab,2019,622511533300
gab,2020,606953826800
gbm,2012,1307000
gbm,2013,1999000
gbm,2014,5753000
gbm,2015,8444000
gbm,2016,13672000
gbm,2017,14804000
gbm,2018,15078000
gbm,2019,20543000
gbr,1970,4678178000
gbr,1971,4851742000
gbr,1972,5067689000
gbr,1973,5384546000
gbr,1974,5342164000
gbr,1975,6566200000
gbr,1976,8690351000
gbr,1977,10733774000
gbr,1978,11876072000
gbr,1979,15563316000
gbr,1980,20188011000
gbr,1981,21650194000
gbr,1982,26242598000
gbr,1983,28315285000
gbr,1984,31616044000
gbr,1985,34802775000
gbr,1986,39763500000
gbr,1987,44316550000
gbr,1988,49646604000
gbr,1989,53124965000
gbr,1990,55862000000
gbr,1991,62272000000
gbr,1992,64479000000
gbr,1993,66922000000
gbr,1994,72645000000
gbr,1995,79331000000
gbr,1996,83316000000
gbr,1997,91510000000
gbr,1998,98710000000
gbr,1999,107063000000
gbr,2000,113237000000
gbr,2001,115018000000
gbr,2002,119282000000
gbr,2003,125442000000
gbr,2004,133224000000
gbr,2005,138843000000
gbr,2006,146111000000
gbr,2007,154479000000
gbr,2008,151577000000
gbr,2009,138624000000
gbr,2010,159550000000
gbr,2011,178267000000
gbr,2012,182105000000
gbr,2013,191541000000
gbr,2014,201775000000
gbr,2015,207569000000
gbr,2016,217346000000
gbr,2017,224722000000
gbr,2018,231761000000
gbr,2019,237939000000
gbr,2020,206049000000
geo,1980,800
geo,1981,800
geo,1982,900
geo,1983,900
geo,1984,900
geo,1985,900
geo,1986,900
geo,1987,1000
geo,1988,1000
geo,1989,1100
geo,1990,800
geo,1991,1400
geo,1992,1600
geo,1996,111600000
geo,1997,269500000
geo,1998,240400000
geo,1999,327000000
geo,2000,366800000
geo,2001,436000000
geo,2002,495400000
geo,2003,522200000
geo,2004,834800000
geo,2005,1336500000
geo,2006,1743000000
geo,2007,2382700000
geo,2008,2553000000
geo,2009,2439600000
geo,2010,2535200000
geo,2011,2856500000
geo,2012,2975700000
geo,2013,3054800000
geo,2014,3462800000
geo,2015,3737800000
geo,2016,4280200000
geo,2017,5414000000
geo,2018,5820900000
geo,2019,6114883800
geo,2020,6130130800
gha,1960,8500
gha,1961,10100
gha,1962,10200
gha,1963,11800
gha,1964,12600
gha,1965,18800
gha,1966,14700
gha,1967,16100
gha,1968,19400
gha,1969,24200
gha,1970,30900
gha,1971,30100
gha,1972,30300
gha,1973,28100
gha,1974,41800
gha,1975,54100
gha,1976,67200
gha,1977,86700
gha,1978,139800
gha,1979,152400
gha,1980,152400
gha,1981,286700
gha,1982,293700
gha,1984,1387000
gha,1985,2506800
gha,1986,267900
gha,1987,151900
gha,1988,220000
gha,1989,1295100
gha,1990,937300
gha,1991,261600
gha,1992,1151400
gha,1993,41520000
gha,1994,51920000
gha,1995,71240000
gha,1996,127220000
gha,1997,150490000
gha,1998,181370000
gha,1999,213976100
gha,2000,285360000
gha,2001,395300000
gha,2002,506300000
gha,2003,607190000
gha,2004,691232000
gha,2005,827390000
gha,2006,1302319700
gha,2007,1902172900
gha,2008,2203936600
gha,2009,2127584800
gha,2010,4166044900
gha,2011,5422145900
gha,2012,4688668200
gha,2013,6163861100
gha,2014,14447130500
gha,2015,15384412600
gha,2016,16571762400
gha,2017,18404297000
gha,2018,21623276100
gha,2019,22918292800
gha,2020,22991834200
gin,1986,4000000000
gin,1987,-54874499000
gin,1988,9300000000
gin,1989,29800000000
gin,1990,-67479367500
gin,1991,70550000000
gin,1992,89930000000
gin,1993,103990000000
gin,1994,111600000000
gin,1995,136900000000
gin,1996,133900000000
gin,1997,181080000000
gin,1998,190270000000
gin,1999,207300000000
gin,2000,325880000000
gin,2001,353430000000
