geo,time,ne_con_prvt_pp_kd
cri,2017,61936861361.9316
cri,2018,63144097552.7306
cri,2019,64278494985.0884
cri,2020,61197472206.88049
cyp,1990,6570785050.32019
cyp,1991,7222378732.4767
cyp,1992,7451820151.01323
cyp,1993,7106148924.3467
cyp,1994,7591699437.90856
cyp,1995,9798220829.51904
cyp,1996,10161892114.8722
cyp,1997,10414717022.8984
cyp,1998,11165572325.0619
cyp,1999,11631945191.9757
cyp,2000,12565108222.7481
cyp,2001,13261672892.1651
cyp,2002,13670595377.8826
cyp,2003,14266592984.6443
cyp,2004,15292816236.268
cyp,2005,15890751722.0078
cyp,2006,16513021023.4811
cyp,2007,18122719971.383
cyp,2008,19611293227.28609
cyp,2009,18331496034.6307
cyp,2010,19170186339.4253
cyp,2011,19001268138.68909
cyp,2012,18477664046.5286
cyp,2013,17183387550.5258
cyp,2014,17173322888.5991
cyp,2015,17708947534.482
cyp,2016,18618204553.9428
cyp,2017,19515534085.9061
cyp,2018,20517446037.8185
cyp,2019,21124964342.6097
cyp,2020,20078952509.60189
cze,1990,104892094330.58501
cze,1991,82416148278.6377
cze,1992,89678022480.4397
cze,1993,90793498408.1376
cze,1994,94590504265.69907
cze,1995,98924959153.1685
cze,1996,106300828400.964
cze,1997,109418945309.08
cze,1998,108981373110.94299
cze,1999,112465498394.536
cze,2000,114178234624.46899
cze,2001,117610494580.918
cze,2002,121248887857.48
cze,2003,127456496144.647
cze,2004,131122039407.53799
cze,2005,135812863540.01199
cze,2006,140908133936.216
cze,2007,146741397031.452
cze,2008,151135858405.55301
cze,2009,150423392595.841
cze,2010,152463920644.40799
cze,2011,153063286103.46399
cze,2012,151410456908.582
cze,2013,152787580943.384
cze,2014,154937372931.496
cze,2015,160930806190.64301
cze,2016,167019043070.52899
cze,2017,173772971055.42001
cze,2018,179868806980.392
cze,2019,184701873432.54401
cze,2020,172210592630.20801
deu,1990,1542952983688.72998
deu,1991,1610261932188.12012
deu,1992,1657423548490.12012
deu,1993,1658653849966.81006
deu,1994,1682029616399.6499
deu,1995,1708071040295.94995
deu,1996,1735342752877.02002
deu,1997,1748260943966.09009
deu,1998,1773482162613.95996
deu,1999,1819618531949.37012
deu,2000,1849555914785.82007
deu,2001,1871701366950.05005
deu,2002,1845864997563.84009
deu,2003,1853656928236.06006
deu,2004,1865549859566.61011
deu,2005,1879698339340.43994
deu,2006,1904919557988.31006
deu,2007,1900408448309.82007
deu,2008,1906765010203.34009
deu,2009,1905124612498.3999
deu,2010,1918657941533.88965
deu,2011,1954131693807.36011
deu,2012,1983453913113.55005
deu,2013,1990630693047.42969
deu,2014,2011545843734.96948
deu,2015,2050505445928.41992
deu,2016,2100537774203.97998
deu,2017,2130270102530.3501
deu,2018,2160822636105.14966
deu,2019,2194655977881.76001
deu,2020,2066089281689.03003
dji,2013,1965847250.53393
dji,2014,2149260158.96976
dji,2015,2374971295.4169
dji,2016,2643648526.63341
dji,2017,2923698044.59156
dji,2018,3063922236.00533
dji,2019,3217118347.8056
dji,2020,3056262430.41532
dma,2017,597730112.18042
dnk,1990,83828459551.9355
dnk,1991,85188651302.76689
dnk,1992,87374083990.02908
dnk,1993,86621981755.8831
dnk,1994,92389458693.10768
dnk,1995,93940515506.89769
dnk,1996,96246766046.54941
dnk,1997,99081893990.63219
dnk,1998,101412692152.578
dnk,1999,101291278043.213
dnk,2000,101682915510.19
dnk,2001,101915211502.44299
dnk,2002,103388835474.31799
dnk,2003,104768301133.73399
dnk,2004,109637119114.92101
dnk,2005,113691793354.52499
dnk,2006,117043158359.162
dnk,2007,119113701308.327
dnk,2008,119697825145.47301
dnk,2009,115589658408.589
dnk,2010,116495427858.91
dnk,2011,116816683567.90401
dnk,2012,117415277815.75101
dnk,2013,117743340886.896
dnk,2014,118816454854.907
dnk,2015,121526122832.058
dnk,2016,124470113340.46899
dnk,2017,127318229856.69099
dnk,2018,131761542923.98199
dnk,2019,133377301663.52499
dnk,2020,131616039247.394
dom,1990,30366103418.1329
dom,1991,31246720406.1535
dom,1992,35348091635.4043
dom,1993,36835214784.434
dom,1994,36841223345.6256
dom,1995,39086677115.9878
dom,1996,40488722920.8354
dom,1997,43715294814.972
dom,1998,45066105890.5456
dom,1999,47711537565.6577
dom,2000,49307664282.9884
dom,2001,50065660740.94869
dom,2002,51938384150.538
dom,2003,50581334884.1942
dom,2004,51956658053.7164
dom,2005,58503517364.19009
dom,2006,63811359832.47109
dom,2007,67513095521.6337
dom,2008,71187544299.3232
dom,2009,75170156245.545
dom,2010,80336537588.69131
dom,2011,83815844993.2012
dom,2012,85407970317.01871
dom,2013,87306608658.9742
dom,2014,91939854777.93201
dom,2015,97857549331.1855
dom,2016,103763867618.39799
dom,2017,108277657808.32001
dom,2018,114427326764.46201
dom,2019,119719871992.84
dom,2020,115679745512.86501
dza,1990,97048450997.16721
dza,1991,89897425405.2108
dza,1992,94229150746.3188
dza,1993,91848571485.968
dza,1994,91329241351.18849
dza,1995,93224513930.32208
dza,1996,90984692259.7019
dza,1997,89021255981.7198
dza,1998,90887712467.77901
dza,1999,93570818347.48088
dza,2000,95816517990.2191
dza,2001,100352873124.57201
dza,2002,104491288966.39301
dza,2003,109140200392.11
dza,2004,116062490923.92799
dza,2005,121273411068.187
dza,2006,125166331727.29201
dza,2007,131790733066.608
dza,2008,140797702767.42401
dza,2009,149362539759.457
dza,2010,157705000447.89099
dza,2011,167123612030.99701
dza,2012,175556220692.42999
dza,2013,184334031727.052
dza,2014,192444729122.36801
dza,2015,199950073559.48801
dza,2016,206548425984.95401
dza,2017,210266297653.92896
dza,2018,216153753989.74896
dza,2019,220692982823.09201
dza,2020,214292886321.371
ecu,1990,48343158798.0068
ecu,1991,50298124237.49409
ecu,1992,50816675931.0598
ecu,1993,52425539284.8933
ecu,1994,54773189316.7823
ecu,1995,56955502145.3577
ecu,1996,57675804058.1994
ecu,1997,61112522951.237
ecu,1998,65319402961.1402
ecu,1999,57352803561.7968
ecu,2000,57813964389.2059
ecu,2001,62138456119.7781
ecu,2002,66535511846.3165
ecu,2003,68532607676.8311
ecu,2004,72943246848.36189
ecu,2005,76172957333.88188
ecu,2006,79488066586.19209
ecu,2007,82856463970.21689
ecu,2008,87332482361.27921
ecu,2009,86467863520.18761
ecu,2010,93136651222.37511
ecu,2011,97913177442.24568
ecu,2012,100726323124.978
ecu,2013,104670333652.091
ecu,2014,107531673986.61301
ecu,2015,107432861474.308
ecu,2016,104843247437.987
ecu,2017,108751299144.799
ecu,2018,111020997222.291
ecu,2019,111341806598.96201
ecu,2020,103562073776.42999
egy,1990,290733871448.11902
egy,1991,302387268495.73499
egy,1992,312322355191.25293
egy,1993,321707487347.65002
egy,1994,335273409870.13397
egy,1995,346433522521.82599
egy,1996,360253013661.34302
egy,1997,375405286343.90698
egy,1998,390289024748.59601
egy,1999,407861187080.23102
egy,2000,428258142706.50293
egy,2001,445310437405.49402
egy,2002,454219962751.31201
egy,2003,464783217711.98401
egy,2004,474533914564.89801
egy,2005,497448052247.00897
egy,2006,529462840307.56799
egy,2007,566190465205.31006
egy,2008,598637211088.20801
egy,2009,632554036049.90002
egy,2010,658595437276.68396
egy,2011,695032397852.32605
egy,2012,740079821716.94592
egy,2013,764772874880.875
egy,2014,798390468320.95984
egy,2015,822974017931.31885
egy,2016,861245512735.56384
egy,2017,897326936321.69983
egy,2018,906130300751.42273
egy,2019,914757597892.552
egy,2020,981633823010.3501
esp,1990,600739160665.31604
esp,1991,618081044146.49805
esp,1992,631515101575.46997
esp,1993,619499638084.40698
esp,1994,626217882551.73291
esp,1995,636948583665.85999
esp,1996,652560882344.72717
esp,1997,671021148240.65601
esp,1998,700602797676.18298
esp,1999,734218828812.66492
esp,2000,766791559395.76099
esp,2001,796510598204.57312
esp,2002,821014565385.75806
esp,2003,840439419173.29602
esp,2004,874537744255.58301
esp,2005,910684029683.40613
esp,2006,946973429041.73413
esp,2007,979116817833.31299
esp,2008,972243055751.125
esp,2009,937313238732.59998
esp,2010,940775164711.53284
esp,2011,917613606198.49084
esp,2012,887164686344.09985
esp,2013,861547292783.58093
esp,2014,876101979516.00989
esp,2015,901925457136.45691
esp,2016,926219046839.79871
esp,2017,954227874179.06812
esp,2018,970399748326.21106
esp,2019,979958327744.68701
esp,2020,862368766744.68384
est,1993,6840446904.01959
est,1994,6900251339.72464
est,1995,7250443033.1048
est,1996,7961511808.32505
est,1997,9016646961.4704
est,1998,9340749541.52251
est,1999,9376626637.63905
est,2000,10036569376.9614
est,2001,10733876192.7279
est,2002,11770141478.5572
est,2003,12913302388.7844
est,2004,13963903556.2991
est,2005,15322407044.5064
est,2006,17295134279.2244
est,2007,18753272406.0192
est,2008,17903664021.5329
est,2009,15406714481.19
est,2010,15211087001.4491
est,2011,15678151870.2681
est,2012,16362750656.4975
est,2013,16968009042.0851
est,2014,17580585805.7066
est,2015,18441166539.7686
est,2016,19261972724.0131
est,2017,19735576827.95729
est,2018,20591054871.6318
est,2019,21434489244.2312
est,2020,20893207535.0574
eth,2011,95642630023.2186
eth,2012,98910777582.7459
eth,2013,108642347341.7
eth,2014,115732350358.241
eth,2015,127232955270.23599
eth,2016,132089071381.51401
eth,2017,143515318687.474
eth,2018,158762364740.41
eth,2019,208002598029.43799
eth,2020,253561657453.10999
fin,1990,79477139717.14798
fin,1991,77073645033.9516
fin,1992,73848129278.67468
fin,1993,71880456791.1747
fin,1994,73749961407.86189
fin,1995,77383251395.74579
fin,1996,80299160789.22861
fin,1997,83108272169.4095
fin,1998,87118052123.3775
fin,1999,90031803981.23811
fin,2000,91923962721.95911
fin,2001,94390025938.20088
fin,2002,96749291141.1409
fin,2003,100741810810.131
fin,2004,104520734452.517
fin,2005,107839024239.55099
fin,2006,112066715291.367
fin,2007,115991272588.256
fin,2008,118273945276.606
fin,2009,114818651977.558
fin,2010,118258842527.25
fin,2011,121681772791.964
fin,2012,122149958021.994
fin,2013,121512406245.616
fin,2014,122249204660.618
fin,2015,124213640844.68401
fin,2016,127230954412.41299
fin,2017,128193215299.94099
fin,2018,130388507795.589
fin,2019,131343217308.439
fin,2020,125121963341.655
fji,2017,6826849840.08622
fra,1990,956784866446.76196
fra,1991,963035159666.18091
fra,1992,973864697772.625
fra,1993,973298118872.13196
fra,1994,989602191381.52795
fra,1995,1006644967046.31006
fra,1996,1026377196560.06006
fra,1997,1031900739217.27002
fra,1998,1073029075974.79004
fra,1999,1110197340301.20996
fra,2000,1150897754437.09009
fra,2001,1179884099237.98999
fra,2002,1204452567503.21997
fra,2003,1222344015425.08008
fra,2004,1246192903730.45996
fra,2005,1276323164619.73999
fra,2006,1303679102050.51001
fra,2007,1338064676818.36011
fra,2008,1345051282197.76001
fra,2009,1349151207597.33008
fra,2010,1374563566128.82007
fra,2011,1383053875192.67993
fra,2012,1377201621920.04004
fra,2013,1384218109974.31006
fra,2014,1395565218726.98999
fra,2015,1416205887039.46997
fra,2016,1441412652148.09009
fra,2017,1462726281969.63989
fra,2018,1477092750684.41992
fra,2019,1503217516189.54004
fra,2020,1396975687893.75
gab,1990,5324259562.06582
gab,1991,5221579836.04683
gab,1992,5098760754.61212
gab,1993,5057548641.87861
gab,1994,4520504459.19362
gab,1995,4596113902.1946
gab,1996,4160151296.33784
gab,1997,4129902030.48098
gab,1998,4997984861.90665
gab,1999,5286096288.20563
gab,2000,5522389134.14918
gab,2001,5506063718.19374
gab,2002,5624341709.03973
gab,2003,5640180436.62389
gab,2004,5798675600.05194
gab,2005,6089289860.25798
gab,2006,6465558831.39896
gab,2007,6697185653.34373
gab,2008,6917156744.87054
gab,2009,7264033208.71538
gab,2010,7809494925.70759
gab,2011,8373021938.9383
gab,2012,8893907633.90597
gab,2013,9618850045.36034
gab,2014,10151734337.9104
gab,2015,10567955445.4037
gab,2016,10811018420.8011
gab,2017,10856424698.3109
gab,2018,10812998999.5342
gab,2019,10915237526.7379
gab,2020,10696932776.4106
gbr,1990,916361273857.31006
gbr,1991,897454965604.87585
gbr,1992,911602187105.10083
gbr,1993,951127504460.2301
gbr,1994,984599695670.68604
gbr,1995,1005905369474.79004
gbr,1996,1043085282698.81006
gbr,1997,1096020939192.15002
gbr,1998,1142246476295.3999
gbr,1999,1192621561875.25
gbr,2000,1244931219060.40991
gbr,2001,1282842900005.83008
gbr,2002,1323752979489.8501
gbr,2003,1367001023984.47998
gbr,2004,1407620857424.6499
gbr,2005,1437678647990.20996
gbr,2006,1461117329682.3999
gbr,2007,1493162575405.82007
gbr,2008,1490424905809.96997
gbr,2009,1450602022326.88989
gbr,2010,1475757589456.37012
gbr,2011,1473522932337.48999
gbr,2012,1499781684279.19995
gbr,2013,1534713412094.53003
gbr,2014,1575072513975.78003
gbr,2015,1631746946592.15991
gbr,2016,1691775208642.84009
gbr,2017,1719349910521.82007
gbr,2018,1759899641991.43994
gbr,2019,1782162576379.36011
gbr,2020,1595494347796.6001
geo,2010,23794585965.8356
geo,2011,25925841224.3008
geo,2012,27008392873.1437
geo,2013,27695191841.9649
geo,2014,29279139531.9954
geo,2015,30388629066.72309
geo,2016,28669874826.0254
geo,2017,30787661141.5481
geo,2018,32576805249.2755
geo,2019,34926797195.2171
geo,2020,37990461949.8921
gha,2006,57872334316.12569
gha,2007,61366045675.9334
gha,2008,70645786946.86481
gha,2009,72164292370.1666
gha,2010,84652976386.34641
gha,2011,89672906535.745
gha,2012,95383770509.34801
gha,2013,114290254307.71001
gha,2014,108513052650.30299
gha,2015,110857380117.703
gha,2016,108471376925.35699
gha,2017,112929710241.373
gha,2018,117262867932.938
gha,2019,133443645194.259
gha,2020,135164482605.246
gin,2006,15346398446.3907
gin,2007,16311826678.6819
gin,2008,15814777183.4475
gin,2009,15792646571.7937
gin,2010,15464891242.0541
gin,2011,16091946278.2781
gin,2012,17394122964.6318
gin,2013,19021858438.0245
gin,2014,18670900938.3429
gin,2015,19990380558.60749
gin,2016,21383523080.59529
gin,2017,21596388491.061
gin,2018,22353528728.0345
gin,2019,23181945398.8668
gin,2020,18719784101.2536
gmb,2004,2752103927.97326
gmb,2005,2770527347.48188
gmb,2006,2668437940.29651
gmb,2007,2867292555.45146
gmb,2008,3117614429.69242
gmb,2009,3243535966.70087
gmb,2010,3463518356.52167
gmb,2011,3252240609.8632
gmb,2012,3211590771.40611
gmb,2013,3575903590.28612
gmb,2014,3593788657.19403
gmb,2015,3624756912.63936
gmb,2016,3644864393.26215
gmb,2017,3992174787.5998
gmb,2018,4379322158.84315
gmb,2019,4555928314.5551
gmb,2020,4445426968.39762
gnb,2000,1459522601.79513
gnb,2001,1659232284.0922
gnb,2002,1696231584.15508
gnb,2003,1592321670.04729
gnb,2004,1709987155.03907
gnb,2005,1647706559.8596
gnb,2006,1743581619.9371
gnb,2007,1761589432.93634
gnb,2008,1864840125.48751
gnb,2009,1913937196.30026
gnb,2010,2157110810.40432
gnb,2011,2099302114.16362
gnb,2012,2097147664.71379
gnb,2013,2132898795.99642
gnb,2014,2044518036.87634
gnb,2015,2272058348.25312
gnb,2016,2518185439.4814
gnb,2017,2937477300.18047
gnb,2018,2558923459.007
gnb,2019,2587951834.39343
gnb,2020,2487106551.75805
gnq,2005,3317262418.25851
gnq,2006,5569985708.08339
gnq,2007,6113025074.12168
gnq,2008,6757140190.84345
gnq,2009,6864284476.26205
gnq,2010,7439740106.99706
gnq,2011,7738368711.61844
gnq,2012,8264651362.36736
gnq,2013,9760238751.8936
gnq,2014,10122210946.238
gnq,2015,10322598582.8377
gnq,2016,10604099102.517
gnq,2017,10966556211.6338
gnq,2018,11337372777.2194
gnq,2019,11723737159.7787
gnq,2020,12120926957.8706
grc,1990,140603410633.10101
grc,1991,144666520786.83499
grc,1992,147954502889.81699
grc,1993,146822538306.51501
grc,1994,149678106359.21799
grc,1995,153454728682.5
grc,1996,157559519835.73401
grc,1997,164589356528.79501
grc,1998,172104473695.436
grc,1999,178123449264.17401
grc,2000,182618292974.52701
grc,2001,189235616242.41
grc,2002,198858942434.758
grc,2003,207873405317.427
grc,2004,215371113442.25296
grc,2005,222316492633.06799
grc,2006,228501096696.565
grc,2007,237815248376.362
grc,2008,246338298713.668
grc,2009,242224294957.93896
grc,2010,226434126196.90302
grc,2011,206811284406.17801
grc,2012,191154934875.76801
grc,2013,184617899179.25696
grc,2014,184429298683.30896
grc,2015,183785789702.07101
grc,2016,182665375201.72501
grc,2017,187224563707.12
grc,2018,190499239565.259
grc,2019,193918566099.05701
grc,2020,178694986123.461
gtm,1990,35897188400.6513
gtm,1991,37470096903.9405
gtm,1992,39235238446.15391
gtm,1993,40922579398.255
gtm,1994,42905275768.8415
gtm,1995,45155660364.2646
gtm,1996,46420019689.6487
gtm,1997,48276819712.0106
gtm,1998,50483067426.07809
gtm,1999,52280619272.7793
gtm,2000,54113384551.7888
gtm,2001,56158936531.3906
gtm,2002,58049953120.0355
gtm,2003,60290528541.2258
gtm,2004,62612669710.8256
gtm,2005,65291719700.1149
gtm,2006,68349434925.5431
gtm,2007,72033537414.6058
gtm,2008,75166674304.74071
gtm,2009,74944683058.27779
gtm,2010,77527895387.1788
gtm,2011,80350123196.47939
gtm,2012,82874165030.09821
gtm,2013,85943097808.7959
gtm,2014,89843832249.5607
gtm,2015,94464408322.43719
gtm,2016,98310849727.21471
gtm,2017,101528992448.55901
gtm,2018,105128645944.455
gtm,2019,109891952716.804
gtm,2020,108690853638.009
hkg,1990,100419533743.88499
hkg,1991,109716778662.584
hkg,1992,119132476202.976
hkg,1993,128480248804.492
hkg,1994,136829872749.653
hkg,1995,139058990732.58499
hkg,1996,144238834623.70001
hkg,1997,152229469972.08499
hkg,1998,143862297490.37701
hkg,1999,145366328096.845
hkg,2000,151930691009.32401
hkg,2001,154058299785.16
hkg,2002,152446254910.63501
hkg,2003,150072210220.703
hkg,2004,160768345807.07599
hkg,2005,166465266404.37799
hkg,2006,176612253821.22
hkg,2007,191885985678.07401
hkg,2008,195530786462.789
hkg,2009,195881152071.77896
hkg,2010,207857423143.15799
hkg,2011,225302332556.24097
hkg,2012,234545721621.39896
hkg,2013,245381640378.19901
hkg,2014,253576806945.64896
hkg,2015,265650805211.936
hkg,2016,270952429895.46799
hkg,2017,285828445350.75201
hkg,2018,300949686476.23199
hkg,2019,298542662640.03101
hkg,2020,268933289229.151
hnd,1990,13839703467.3075
hnd,1991,14531084154.8259
hnd,1992,14846676140.786
hnd,1993,15497757771.837
hnd,1994,15569792335.2724
hnd,1995,15833499286.0308
hnd,1996,16660385550.9207
hnd,1997,17183769546.7907
hnd,1998,17959022645.5818
hnd,1999,17803115670.8736
hnd,2000,19005715076.5909
hnd,2001,19868643810.1088
hnd,2002,20699811849.7484
hnd,2003,21611124637.9374
hnd,2004,22687134632.5266
hnd,2005,24079945584.7698
hnd,2006,26172499278.7485
hnd,2007,27761516262.1673
hnd,2008,28592205750.5113
hnd,2009,28612355278.745
hnd,2010,29656302336.5323
hnd,2011,30724051024.5456
hnd,2012,32037447648.6379
hnd,2013,33244530324.3871
hnd,2014,34094059621.6297
hnd,2015,35424281101.797
hnd,2016,36841069992.6384
hnd,2017,38757592370.5855
hnd,2018,40902484464.15111
hnd,2019,42815279179.375
hnd,2020,40141814586.4192
hrv,1995,36653091984.5083
hrv,1996,37334913676.0046
hrv,1997,41760877668.5204
hrv,1998,41234059110.0144
hrv,1999,40024776960.9246
hrv,2000,41841039410.05
hrv,2001,44023676676.0303
hrv,2002,48212226915.7124
hrv,2003,50453378862.6446
hrv,2004,52750668421.8232
hrv,2005,55166324926.3515
hrv,2006,55876254066.7132
hrv,2007,58684125696.79009
hrv,2008,60455613763.4576
hrv,2009,55105791234.521
hrv,2010,54266383295.7399
hrv,2011,54843424860.055
hrv,2012,53542992038.2831
hrv,2013,52707722048.692
hrv,2014,51413764478.0136
hrv,2015,51603926609.8601
hrv,2016,53220290193.767
hrv,2017,54884732716.6331
hrv,2018,56721558547.6032
hrv,2019,59032799746.4979
hrv,2020,55881850515.7846
hti,1990,12925210205.0835
hti,1991,12358935144.7769
hti,1992,11551445337.8873
hti,1993,12744646249.0684
hti,1994,11416193692.0307
hti,1995,13517198188.421
hti,1996,15576127556.7684
hti,1997,16102142434.0636
hti,1998,16649669987.3011
hti,1999,18218900163.8083
hti,2000,21190663356.7884
hti,2001,21250050106.0562
hti,2002,21399406848.4035
hti,2003,21797967650.5591
hti,2004,21483891994.67929
hti,2005,22048883021.2606
hti,2006,22338982169.3045
hti,2007,23022524224.8648
hti,2008,23131274794.4268
hti,2009,25339471686.2913
hti,2010,23651607747.1326
hti,2011,24482688803.9946
hti,2012,24755609853.9838
hti,2013,26153074102.635
hti,2014,26147550547.3772
hti,2015,27314528377.5334
hti,2016,28841021842.7902
hti,2017,30295496179.6256
hti,2018,31539078995.18349
hti,2019,31215651845.4752
hti,2020,29952774887.7975
hun,1991,82384782430.103
hun,1992,83844512358.3024
hun,1993,87514065793.0437
hun,1994,87911587991.75021
hun,1995,81466109842.9859
hun,1996,79475784505.74429
hun,1997,81092043808.32718
hun,1998,85011792551.8676
hun,1999,90668450988.36168
hun,2000,93480300579.54808
hun,2001,97722379771.448
hun,2002,105426190786.81
hun,2003,114311204410.575
hun,2004,116611936440.33701
hun,2005,119947100359.797
hun,2006,121805581855.27901
hun,2007,123071417876.625
hun,2008,121505194666.80701
hun,2009,113340547892.694
hun,2010,111949549974.045
hun,2011,112901559839.978
hun,2012,110359049260.20799
hun,2013,110190437660.744
hun,2014,112839306504.53799
hun,2015,117104734963.02499
hun,2016,122604814760.298
hun,2017,128735236026.843
hun,2018,135303662506.47099
hun,2019,142068629611.83301
hun,2020,140119788297.48401
idn,1990,420633528628.75696
idn,1991,451345988123.39093
idn,1992,464228708453.01898
idn,1993,491286827232.17902
idn,1994,529742001261.74402
idn,1995,596406683304.43604
idn,1996,654382879653.18091
idn,1997,705558760561.63306
idn,1998,662037658331.26001
idn,1999,692711513685.99402
idn,2000,703677464714.22998
idn,2001,728264914100.36304
idn,2002,756199847927.62598
idn,2003,785637901562.54492
idn,2004,824661854974.19202
idn,2005,857263753235.46997
idn,2006,884467240482.07605
idn,2007,928750232472.95605
idn,2008,978309740034.39087
idn,2009,1025845267454.81995
idn,2010,1074467686337.13
idn,2011,1128835957709.27002
idn,2012,1191103754449.15991
idn,2013,1256351289851.87012
idn,2014,1322733441730.3501
idn,2015,1386773508876.46997
idn,2016,1456729787196.26001
idn,2017,1529298758724.69995
idn,2018,1607857172746.97998
idn,2019,1690833614656.62012
idn,2020,1645721543904.57007
ind,1990,1184968742374.54004
ind,1991,1210531587146.25
ind,1992,1241748760183.97998
ind,1993,1295726653149.52002
ind,1994,1358700482233.41992
ind,1995,1441416657950.71997
ind,1996,1553467506916.61011
ind,1997,1599910848130.45996
ind,1998,1703924083125.3999
ind,1999,1807511650088.66968
ind,2000,1869682628793.07007
ind,2001,1980982917283.44971
ind,2002,2037846607148.64966
ind,2003,2158595547681.76001
ind,2004,2270219234657.7002
ind,2005,2439479865425.14941
ind,2006,2559887115240.2998
ind,2007,2746286945253.25977
ind,2008,2868557060050.64014
ind,2009,3012007209001.70947
ind,2010,3214426397292.16943
ind,2011,3453000670277.77979
ind,2012,3641909393757.72021
ind,2013,3907884500877.40967
ind,2014,4157748991281.62012
ind,2015,4487379951452.91992
ind,2016,4852209530303.66016
ind,2017,5154929569768.16992
ind,2018,5544284911991.80957
ind,2019,5851775946078.24023
ind,2020,5316845069084.19043
irl,1990,36681590340.7024
irl,1991,37343648421.8528
irl,1992,38421659761.5196
irl,1993,39538152371.40391
irl,1994,41263601947.6415
irl,1995,42685838574.8478
irl,1996,45617715796.1841
irl,1997,48753493867.3048
irl,1998,52622859898.0225
irl,1999,57613975688.5778
irl,2000,63603409064.7717
irl,2001,66614593092.5509
irl,2002,69036623248.7056
irl,2003,70963986591.106
irl,2004,73672977897.70509
irl,2005,78847406257.89729
irl,2006,83883580401.2357
irl,2007,89482427653.0596
irl,2008,89653428720.60921
irl,2009,84880383040.89
irl,2010,85136825625.0098
irl,2011,84083701070.7628
irl,2012,83533054129.0098
irl,2013,83877480588.23828
irl,2014,86156850251.7191
irl,2015,88790013174.59918
irl,2016,93303838869.2276
irl,2017,95180366331.10429
irl,2018,98721267233.89488
irl,2019,101882903051.75101
irl,2020,90570875287.2845
irn,1990,211671569639.98096
irn,1991,230568300191.71399
irn,1992,241121400113.10001
irn,1993,248720067780.85696
irn,1994,237741241544.66296
irn,1995,223320404706.289
irn,1996,232219105379.60199
irn,1997,251640909288.229
irn,1998,259077007244.65201
irn,1999,259394435931.27097
irn,2000,286828436341.09698
irn,2001,304386706335.27698
irn,2002,338141378240.51501
irn,2003,343226092380.27094
irn,2004,373451870257.21893
irn,2005,400017596306.24402
irn,2006,430257007372.15106
irn,2007,485133063159.73901
irn,2008,467790494614.50598
irn,2009,477470691185.18701
irn,2010,498320181826.12701
irn,2011,520216744473.40894
irn,2012,508792267155.76801
irn,2013,499288429491.45502
irn,2014,509513785265.53497
irn,2015,491657222507.52301
irn,2016,510357023616.83002
irn,2017,523087231593.62494
irn,2018,509282558803.81201
irn,2019,470039528677.39801
irn,2020,468201594758.39001
irq,2007,113000987371.744
irq,2008,114666007967.06599
irq,2009,146997955420.65701
irq,2010,151469610113.129
irq,2011,151870281782.28299
irq,2012,190236259759.40701
irq,2013,193841773345.64401
irq,2014,207086002270.68301
irq,2015,195734660153.41199
irq,2016,201899324858.12399
irq,2017,205366030558.13599
irq,2018,210004967206.92801
irq,2019,213237795864.18301
isl,1990,4208383990.47695
isl,1991,4334962328.17641
isl,1992,4194682529.44529
isl,1993,4000040076.5529
isl,1994,4114998224.87014
isl,1995,4203960557.0347
isl,1996,4415466813.64231
isl,1997,4693126444.75601
isl,1998,5246055948.95098
isl,1999,5627950258.75934
isl,2000,5850191703.03892
isl,2001,5687011469.64917
isl,2002,5645792624.39376
isl,2003,5981071314.3097
isl,2004,6408639042.97622
isl,2005,7156162158.97969
isl,2006,7431646265.94919
isl,2007,7923444345.12467
isl,2008,7392896067.55626
isl,2009,6468863478.27082
isl,2010,6451930896.90964
isl,2011,6590245588.28578
isl,2012,6710167280.02884
isl,2013,6781853866.64451
isl,2014,6978896919.14674
isl,2015,7291971093.16135
isl,2016,7782991843.30473
isl,2017,8402921806.77577
isl,2018,8807241922.60831
isl,2019,8974087180.77088
isl,2020,8704212303.97767
isr,1990,45232803385.12009
isr,1991,48511828648.5295
isr,1992,52189159253.8822
isr,1993,55949568930.662
isr,1994,61297792614.1259
isr,1995,66471394296.1983
isr,1996,70452452362.1524
isr,1997,73305861234.16678
isr,1998,77599883935.8311
isr,1999,80903629333.7226
isr,2000,87722397383.22049
isr,2001,91152913302.0372
isr,2002,92520043087.4949
isr,2003,92657074456.07059
isr,2004,97560755633.0323
isr,2005,100863508974.89799
isr,2006,105826629202.683
isr,2007,114310422070.653
isr,2008,116865088352.81799
isr,2009,118265237257.017
isr,2010,124107492897.19501
isr,2011,129460981081.933
isr,2012,133411029902.80299
isr,2013,138079655629.56
isr,2014,144134738435.34601
isr,2015,149262461507.57501
isr,2016,158494213095.60901
isr,2017,164145609428.35999
isr,2018,169955083659.16101
isr,2019,176597506255.82901
isr,2020,160410102090.87601
ita,1990,1096028438484.47998
ita,1991,1125386364798.62988
ita,1992,1144802295902.21997
ita,1993,1109999868269.37012
ita,1994,1126996863823.92993
ita,1995,1144206713205.96997
ita,1996,1156208584460.09009
ita,1997,1196539139437.22998
ita,1998,1236813097157.12012
ita,1999,1270843531695.57007
ita,2000,1304644975032.25
ita,2001,1313049082245.84009
ita,2002,1312494949559.28003
ita,2003,1321353656351.84009
ita,2004,1334191865926.95996
ita,2005,1352692403400.3999
ita,2006,1370860513305.3501
ita,2007,1387133981232.93994
ita,2008,1371430128919.75
