geo,time,sh_mlr_incd_p3
com,2006,56.40242
com,2007,55.06028
com,2008,53.74855
com,2009,52.46483
com,2010,52.97696
com,2011,35.178
com,2012,68.85262
com,2013,71.68606
com,2014,2.90101
com,2015,1.67217
com,2016,1.43666
com,2017,3.9686
com,2018,18.24534
com,2019,20.68303
com,2020,5.22772
cpv,2000,1.2935
cpv,2001,0.94455
cpv,2002,0.65991
cpv,2003,0.5813
cpv,2004,0.37904
cpv,2005,0.56484
cpv,2006,0.65582
cpv,2007,0.14573
cpv,2008,0.27996
cpv,2009,0.5137
cpv,2010,0.36694
cpv,2011,0.05397
cpv,2012,0.00761
cpv,2013,0.16535
cpv,2014,0.19295
cpv,2015,0.05131
cpv,2016,0.34758
cpv,2017,3.02686
cpv,2018,0.01415
cpv,2019,0
cpv,2020,0
cri,2000,1.35489
cri,2001,0.96535
cri,2002,0.71134
cri,2003,0.49265
cri,2004,0.87165
cri,2005,2.36078
cri,2006,1.90874
cri,2007,0.79332
cri,2008,0.6184
cri,2009,0.16559
cri,2010,0.06866
cri,2011,0.00617
cri,2012,0.00366
cri,2013,0
cri,2014,0
cri,2015,0
cri,2016,0.00233
cri,2017,0.00693
cri,2018,0.04
cri,2019,0.05377
cri,2020,0.05048
dji,2000,3.40441
dji,2001,3.40546
dji,2002,3.40445
dji,2003,3.40549
dji,2004,3.40455
dji,2005,3.40499
dji,2006,3.40521
dji,2007,3.40548
dji,2008,3.40409
dji,2009,4.32669
dji,2010,1.60298
dji,2011,3.40527
dji,2012,3.40536
dji,2013,2.54227
dji,2014,14.00532
dji,2015,13.82062
dji,2016,19.83745
dji,2017,20.72178
dji,2018,34.54941
dji,2019,67.66572
dji,2020,97.62431
dom,2000,0.32661
dom,2001,0.27764
dom,2002,0.35061
dom,2003,0.40677
dom,2004,0.61619
dom,2005,0.98784
dom,2006,0.8931
dom,2007,0.67612
dom,2008,0.45396
dom,2009,0.40094
dom,2010,0.5996
dom,2011,0.38629
dom,2012,0.22522
dom,2013,0.11075
dom,2014,0.10109
dom,2015,0.13737
dom,2016,0.14859
dom,2017,0.07253
dom,2018,0.09123
dom,2019,0.26914
dom,2020,0.17054
dza,2000,0.01865
dza,2001,0.00325
dza,2002,0.00534
dza,2003,0.00264
dza,2004,0.00104
dza,2005,0.00051
dza,2006,0.00051
dza,2007,0.01295
dza,2008,0.00147
dza,2009,0
dza,2010,0.00047
dza,2011,0.00046
dza,2012,0.02505
dza,2013,0.00357
dza,2014,0
dza,2015,0
dza,2016,0
dza,2017,0
dza,2018,0
dza,2019,0
dza,2020,0
ecu,2000,282.86972
ecu,2001,289.37935
ecu,2002,226.51958
ecu,2003,133.63981
ecu,2004,72.51425
ecu,2005,42.31987
ecu,2006,24.0743
ecu,2007,19.6687
ecu,2008,11.54706
ecu,2009,9.58363
ecu,2010,4.31619
ecu,2011,2.74197
ecu,2012,1.20644
ecu,2013,0.80399
ecu,2014,0.52061
ecu,2015,1.30816
ecu,2016,2.4784
ecu,2017,2.6067
ecu,2018,3.32036
ecu,2019,3.56135
ecu,2020,3.76178
egy,2000,0
egy,2001,0
egy,2002,0
egy,2003,0
egy,2004,0
egy,2005,0
egy,2006,0
egy,2007,0
egy,2008,0
egy,2009,0
egy,2010,0
egy,2011,0
egy,2012,0
egy,2013,0
egy,2014,0
egy,2015,0
egy,2016,0
egy,2017,0
egy,2018,0
egy,2019,0
egy,2020,0
eri,2000,18.34224
eri,2001,22.93364
eri,2002,13.22943
eri,2003,19.0275
eri,2004,5.54929
eri,2005,9.7925
eri,2006,5.63291
eri,2007,12.53713
eri,2008,6.78044
eri,2009,8.86433
eri,2010,26.32792
eri,2011,23.85773
eri,2012,16.1481
eri,2013,15.02658
eri,2014,33.12422
eri,2015,19.15151
eri,2016,25.63587
eri,2017,33.96765
eri,2018,28.87977
eri,2019,57.2992
eri,2020,44.80256
eth,2000,222.32654
eth,2001,231.74076
eth,2002,205.86285
eth,2003,217.67103
eth,2004,222.27453
eth,2005,152.03924
eth,2006,141.754
eth,2007,121.48373
eth,2008,100.63729
eth,2009,135.90376
eth,2010,155.28339
eth,2011,155.21523
eth,2012,174.57854
eth,2013,191.60648
eth,2014,158.77764
eth,2015,133.78502
eth,2016,92.28263
eth,2017,67.05237
eth,2018,37.60894
eth,2019,34.70765
eth,2020,54.12619
gab,2000,324.14058
gab,2001,306.85019
gab,2002,274.96488
gab,2003,231.66251
gab,2004,177.57729
gab,2005,142.30772
gab,2006,120.26621
gab,2007,109.87019
gab,2008,117.10211
gab,2009,142.8494
gab,2010,172.40199
gab,2011,201.087
gab,2012,226.08287
gab,2013,241.24222
gab,2014,259.92024
gab,2015,253.92542
gab,2016,230.27698
gab,2017,218.92114
gab,2018,209.36971
gab,2019,206.64759
gab,2020,215.46343
geo,2000,5.61656
geo,2001,10.1934
geo,2002,11.13068
geo,2003,7.45476
geo,2004,6.08169
geo,2005,3.68162
geo,2006,1.40822
geo,2007,0.57598
geo,2008,0.14484
geo,2009,0.02428
geo,2010,0
geo,2011,0
geo,2012,0
geo,2013,0
geo,2014,0
geo,2015,0
geo,2016,0
geo,2017,0
geo,2018,0
geo,2019,0
gha,2000,435.23473
gha,2001,419.9304
gha,2002,391.17045
gha,2003,370.89555
gha,2004,352.26535
gha,2005,336.38535
gha,2006,327.99394
gha,2007,328.5893
gha,2008,342.20003
gha,2009,359.73102
gha,2010,371.74578
gha,2011,376.21636
gha,2012,366.07089
gha,2013,341.4901
gha,2014,310.78327
gha,2015,275.82082
gha,2016,237.48046
gha,2017,200.89351
gha,2018,171.7056
gha,2019,161.48149
gha,2020,162.84797
gin,2000,445.02232
gin,2001,442.74584
gin,2002,426.08574
gin,2003,404.38304
gin,2004,370.85565
gin,2005,343.66308
gin,2006,333.32499
gin,2007,336.53294
gin,2008,356.18592
gin,2009,384.61975
gin,2010,406.75085
gin,2011,421.86011
gin,2012,429.74279
gin,2013,414.73985
gin,2014,398.85077
gin,2015,382.21661
gin,2016,360.81329
gin,2017,353.73121
gin,2018,349.26921
gin,2019,327.84984
gin,2020,319.5383
gmb,2000,373.17069
gmb,2001,361.46669
gmb,2002,350.23852
gmb,2003,339.53687
gmb,2004,329.34587
gmb,2005,319.60395
gmb,2006,310.22078
gmb,2007,301.11181
gmb,2008,292.22371
gmb,2009,283.54394
gmb,2010,275.08715
gmb,2011,256.40562
gmb,2012,275.058
gmb,2013,292.6983
gmb,2014,150.05704
gmb,2015,215.96799
gmb,2016,138.22219
gmb,2017,66.8761
gmb,2018,85.96934
gmb,2019,46.8438
gmb,2020,87.26782
gnb,2000,399.44977
gnb,2001,330.87307
gnb,2002,260.8904
gnb,2003,192.06778
gnb,2004,127.45643
gnb,2005,94.82717
gnb,2006,77.35148
gnb,2007,75.47191
gnb,2008,88.40336
gnb,2009,107.59475
gnb,2010,124.62539
gnb,2011,127.8858
gnb,2012,121.28866
gnb,2013,111.83194
gnb,2014,95.04305
gnb,2015,78.49381
gnb,2016,65.64451
gnb,2017,57.1054
gnb,2018,56.74053
gnb,2019,63.46032
gnb,2020,88.91625
gnq,2000,388.12894
gnq,2001,389.03717
gnq,2002,388.94391
gnq,2003,392.42722
gnq,2004,394.42415
gnq,2005,396.47938
gnq,2006,392.60339
gnq,2007,385.91506
gnq,2008,358.81971
gnq,2009,327.20563
gnq,2010,312.49735
gnq,2011,310.3051
gnq,2012,328.21175
gnq,2013,347.71166
gnq,2014,345.01855
gnq,2015,333.6491
gnq,2016,319.90296
gnq,2017,296.21682
gnq,2018,265.81134
gnq,2019,246.2953
gnq,2020,240.83793
gtm,2000,7.23971
gtm,2001,4.74097
gtm,2002,4.58005
gtm,2003,3.90066
gtm,2004,3.53227
gtm,2005,4.70715
gtm,2006,3.61985
gtm,2007,1.73959
gtm,2008,0.79641
gtm,2009,0.76659
gtm,2010,0.85724
gtm,2011,0.70606
gtm,2012,0.54319
gtm,2013,0.6185
gtm,2014,0.4795
gtm,2015,0.52831
gtm,2016,0.46785
gtm,2017,0.3784
gtm,2018,0.27195
gtm,2019,0.18293
gtm,2020,0.09176
guy,2000,45.0344
guy,2001,50.95772
guy,2002,41.16065
guy,2003,51.91091
guy,2004,54.19605
guy,2005,73.15226
guy,2006,37.01957
guy,2007,21.02811
guy,2008,21.91306
guy,2009,23.90875
guy,2010,39.53805
guy,2011,51.67753
guy,2012,57.68162
guy,2013,75.67554
guy,2014,29.22563
guy,2015,23.49391
guy,2016,25.04268
guy,2017,32.46442
guy,2018,39.49772
guy,2019,33.60736
guy,2020,28.17208
hnd,2000,8.64758
hnd,2001,5.78903
hnd,2002,4.02308
hnd,2003,3.21676
hnd,2004,3.84317
hnd,2005,3.47348
hnd,2006,2.4899
hnd,2007,2.11538
hnd,2008,1.62412
hnd,2009,1.74726
hnd,2010,1.7664
hnd,2011,1.3368
hnd,2012,1.10902
hnd,2013,0.90731
hnd,2014,0.56127
hnd,2015,0.58053
hnd,2016,0.65722
hnd,2017,0.19975
hnd,2018,0.10743
hnd,2019,0.05029
hnd,2020,0.12239
hti,2000,9.58894
hti,2001,9.58891
hti,2002,9.5889
hti,2003,9.58897
hti,2004,9.58895
hti,2005,9.58887
hti,2006,9.72581
hti,2007,8.63954
hti,2008,10.39098
hti,2009,9.5889
hti,2010,9.58891
hti,2011,9.02976
hti,2012,7.15683
hti,2013,6.73158
hti,2014,3.51407
hti,2015,3.36818
hti,2016,3.74603
hti,2017,3.37571
hti,2018,1.61003
hti,2019,1.75928
hti,2020,3.73781
idn,2000,5.85618
idn,2001,5.85618
idn,2002,5.85618
idn,2003,5.85618
idn,2004,5.28846
idn,2005,5.6986
idn,2006,6.56447
idn,2007,5.85618
idn,2008,5.85618
idn,2009,5.85618
idn,2010,8.94418
idn,2011,8.0273
idn,2012,7.85594
idn,2013,6.59756
idn,2014,4.9515
idn,2015,4.36921
idn,2016,4.51534
idn,2017,3.05439
idn,2018,2.23019
idn,2019,2.43687
idn,2020,2.86942
ind,2000,19.91361
ind,2001,19.99201
ind,2002,18.5374
ind,2003,19.48512
ind,2004,21.27077
ind,2005,22.63057
ind,2006,18.2259
ind,2007,17.35703
ind,2008,17.90938
ind,2009,18.1424
ind,2010,17.53194
ind,2011,14.79684
ind,2012,11.81865
ind,2013,9.17626
ind,2014,9.18836
ind,2015,9.68201
ind,2016,10.04493
ind,2017,7.46636
ind,2018,5.35494
ind,2019,4.34568
ind,2020,3.21701
irn,2000,29.42625
irn,2001,28.45183
irn,2002,22.64705
irn,2003,33.87608
irn,2004,19.63233
irn,2005,26.62743
irn,2006,22.08467
irn,2007,21.57219
irn,2008,11.33834
irn,2009,5.83565
irn,2010,2.45248
irn,2011,2.14167
irn,2012,0.98021
irn,2013,0.61341
irn,2014,0.45263
irn,2015,0.20838
irn,2016,0.09971
irn,2017,0.0692
irn,2018,0
irn,2019,0
irn,2020,0
irq,2000,0.6089
irq,2001,0.40196
irq,2002,0.29372
irq,2003,0.10409
irq,2004,0.04531
irq,2005,0.01343
irq,2006,0.00673
irq,2007,0.00083
irq,2008,0.00163
irq,2009,0
irq,2010,0
irq,2011,0
irq,2012,0
irq,2013,0
irq,2014,0
irq,2015,0
irq,2016,0
irq,2017,0
irq,2018,0
irq,2019,0
irq,2020,0
kaz,2010,0
kaz,2011,0
kaz,2012,0
kaz,2013,0
kaz,2014,0
kaz,2015,0
kaz,2016,0
kaz,2017,0
kaz,2018,0
kaz,2019,0
ken,2000,216.79553
ken,2001,241.66136
ken,2002,223.48762
ken,2003,209.2249
ken,2004,178.07683
ken,2005,136.53356
ken,2006,103.49768
ken,2007,79.70837
ken,2008,66.3368
ken,2009,62.76892
ken,2010,64.01906
ken,2011,65.88106
ken,2012,68.78956
ken,2013,71.34954
ken,2014,70.74808
ken,2015,68.77052
ken,2016,65.96076
ken,2017,62.54176
ken,2018,59.74985
ken,2019,56.45128
ken,2020,50.92648
kgz,2000,0.00182
kgz,2001,0.00387
kgz,2002,0.69991
kgz,2003,0.11789
kgz,2004,0.02315
kgz,2005,0.05684
kgz,2006,0.07956
kgz,2007,0.02374
kgz,2008,0.00439
kgz,2009,0.00024
kgz,2010,0.00071
kgz,2011,0
kgz,2012,0
kgz,2013,0
kgz,2014,0
kgz,2015,0
kgz,2016,0
kgz,2017,0
kgz,2018,0
kgz,2019,0
khm,2000,77.839
khm,2001,44.30432
khm,2002,39.05086
khm,2003,51.13413
khm,2004,43.62263
khm,2005,41.40993
khm,2006,45.95124
khm,2007,19.76003
khm,2008,21.8855
khm,2009,42.76845
khm,2010,34.90538
khm,2011,35.7893
khm,2012,24.87575
khm,2013,15.88543
khm,2014,22.25972
khm,2015,19.93668
khm,2016,11.1336
khm,2017,17.90332
khm,2018,23.69294
khm,2019,12.01437
khm,2020,5.84734
kor,2000,1.26125
kor,2001,0.7654
kor,2002,0.53542
kor,2003,0.34663
kor,2004,0.25453
kor,2005,0.40158
kor,2006,0.59942
kor,2007,0.64881
kor,2008,0.30876
kor,2009,0.25996
kor,2010,0.36532
kor,2011,0.14491
kor,2012,0.11244
kor,2013,0.10868
kor,2014,0.15723
kor,2015,0.17624
kor,2016,0.16868
kor,2017,0.1219
kor,2018,0.13987
kor,2019,0.13526
kor,2020,0.0992
lao,2000,32.40096
lao,2001,22.0561
lao,2002,17.63391
lao,2003,15.75257
lao,2004,13.68952
lao,2005,11.6953
lao,2006,16.0966
lao,2007,14.76953
lao,2008,13.17292
lao,2009,14.83603
lao,2010,13.45945
lao,2011,9.19376
lao,2012,23.83859
lao,2013,20.14572
lao,2014,25.40425
lao,2015,17.81483
lao,2016,7.54091
lao,2017,4.03793
lao,2018,4.26031
lao,2019,3.10678
lao,2020,1.49877
lbr,2000,465.93214
lbr,2001,458.75153
lbr,2002,445.2458
lbr,2003,430.27473
lbr,2004,408.65829
lbr,2005,393.49569
lbr,2006,381.04974
lbr,2007,374.85568
lbr,2008,372.16186
lbr,2009,354.19987
lbr,2010,337.39644
lbr,2011,327.00402
lbr,2012,313.72922
lbr,2013,322.26092
lbr,2014,342.0675
lbr,2015,347.90168
lbr,2016,373.26186
lbr,2017,392.29586
lbr,2018,383.24491
lbr,2019,369.64751
lbr,2020,358.0458
lka,2000,48.6331
lka,2001,15.29348
lka,2002,9.44514
lka,2003,2.37701
lka,2004,0.83426
lka,2005,0.36482
lka,2006,0.13046
lka,2007,0.04339
lka,2008,0.1412
lka,2009,0.11473
lka,2010,0.14677
lka,2011,0.02643
lka,2012,0.00487
lka,2013,0
lka,2014,0
lka,2015,0
lka,2016,0
lka,2017,0
lka,2018,0
lka,2019,0
lka,2020,0
mar,2000,0.0001
mar,2001,0
mar,2002,0.00065
mar,2003,0.00013
mar,2004,0.00003
mar,2005,0
mar,2006,0
mar,2007,0
mar,2008,0
mar,2009,0
mar,2010,0
mar,2011,0
mar,2012,0
mar,2013,0
mar,2014,0
mar,2015,0
mar,2016,0
mar,2017,0
mar,2018,0
mar,2019,0
mar,2020,0
mdg,2000,57.46167
mdg,2001,68.35377
mdg,2002,53.5943
mdg,2003,68.29461
mdg,2004,46.85359
mdg,2005,36.14888
mdg,2006,35.30263
mdg,2007,22.75491
mdg,2008,23.47269
mdg,2009,42.91988
mdg,2010,42.24448
mdg,2011,37.87432
mdg,2012,71.35712
mdg,2013,65.20949
mdg,2014,45.7094
mdg,2015,96.80367
mdg,2016,56.5791
mdg,2017,75.66509
mdg,2018,70.39795
mdg,2019,71.02641
mdg,2020,133.45807
mex,2000,3.52463
mex,2001,2.3496
mex,2002,2.14499
mex,2003,1.74757
mex,2004,1.5372
mex,2005,1.32025
mex,2006,1.1025
mex,2007,1.02013
mex,2008,1.00328
mex,2009,1.1337
mex,2010,0.50687
mex,2011,0.45826
mex,2012,0.33505
mex,2013,0.1965
mex,2014,0.2571
mex,2015,0.20012
mex,2016,0.21073
mex,2017,0.27823
mex,2018,0.30016
mex,2019,0.2285
mex,2020,0.13024
mli,2000,406.2294
mli,2001,407.44648
mli,2002,416.45828
mli,2003,423.80886
mli,2004,429.37259
mli,2005,431.24027
mli,2006,405.71034
mli,2007,388.80552
mli,2008,379.05873
mli,2009,374.56231
mli,2010,383.60343
mli,2011,404.73295
mli,2012,435.65058
mli,2013,452.81593
mli,2014,441.00739
mli,2015,391.82931
mli,2016,384.22181
mli,2017,386.77755
mli,2018,386.77753
mli,2019,333.69544
mli,2020,357.45023
mmr,2000,48.78196
mmr,2001,48.78195
mmr,2002,48.78197
mmr,2003,48.78198
mmr,2004,48.78197
mmr,2005,48.78198
mmr,2006,34.69015
mmr,2007,43.4472
mmr,2008,52.9597
mmr,2009,49.89893
mmr,2010,66.98452
mmr,2011,43.71218
mmr,2012,57.33042
mmr,2013,19.82525
mmr,2014,12.33124
mmr,2015,8.67106
mmr,2016,5.13223
mmr,2017,3.80065
mmr,2018,3.39988
mmr,2019,2.44476
mmr,2020,2.54555
moz,2000,486.4447
moz,2001,501.87138
moz,2002,500.46869
moz,2003,483.08226
moz,2004,452.06408
moz,2005,415.13215
moz,2006,395.60604
moz,2007,382.64864
moz,2008,379.2337
moz,2009,375.63197
moz,2010,371.80495
moz,2011,368.02563
moz,2012,367.05506
moz,2013,366.406
moz,2014,355.99261
moz,2015,347.77197
moz,2016,341.57086
moz,2017,328.1009
moz,2018,315.26106
moz,2019,303.98284
moz,2020,320.19398
mrt,2000,153.56832
mrt,2001,159.00725
mrt,2002,124.17169
mrt,2003,118.74525
mrt,2004,92.54108
mrt,2005,84.2048
mrt,2006,74.07096
mrt,2007,71.023
mrt,2008,60.88913
mrt,2009,31.11356
mrt,2010,35.21407
mrt,2011,45.15309
mrt,2012,22.93477
mrt,2013,24.64992
mrt,2014,49.2028
mrt,2015,61.60882
mrt,2016,75.67709
mrt,2017,55.48825
mrt,2018,39.41465
mrt,2019,28.10705
mrt,2020,29.99058
mwi,2000,463.22947
mwi,2001,465.23561
mwi,2002,437.95532
mwi,2003,398.39384
mwi,2004,369.799
mwi,2005,363.37337
mwi,2006,350.05977
mwi,2007,348.56085
mwi,2008,365.88731
mwi,2009,380.74425
