geo,time,bx_trf_pwkr_cd
atg,2007,12410480
atg,2008,12534586.2963
atg,2009,12108409.25926
atg,2010,12502388.14815
atg,2011,12671205.92593
atg,2012,12823260.37037
atg,2013,12989962.59259
atg,2014,29788150.36341
atg,2015,29265407.77081
atg,2016,24428119.06667
atg,2017,21767221.05185
atg,2018,30785623.66296
atg,2019,34679717.38519
atg,2020,35120403.82963
aut,2005,397400185.74322
aut,2006,417797524.6914
aut,2007,467246719.93486
aut,2008,519096142.74652
aut,2009,508664565.11381
aut,2010,458145131.02453
aut,2011,434368646.92911
aut,2012,372769718.49566
aut,2013,382689422.39809
aut,2014,371381631.66806
aut,2015,310310910.38639
aut,2016,298710196.27808
aut,2017,300889306.3949
aut,2018,313651228.1685
aut,2019,293182444.50758
aut,2020,276429204.43389
aze,1999,54492000
aze,2000,57132000
aze,2001,104125000
aze,2002,163317000
aze,2003,154110000
aze,2004,191315000
aze,2005,490236000
aze,2006,662337000
aze,2007,1192131000
aze,2008,1416054000
aze,2009,1181731000
aze,2010,1337833000
aze,2011,1771671000
aze,2012,1852412000
aze,2013,1613468000
aze,2014,1708876000
aze,2015,1182496000
aze,2016,564194000
aze,2017,1020203000
aze,2018,1079629000
aze,2019,934277754.82216
aze,2020,1094029000
bdi,1985,0
bdi,1986,0
bdi,1987,0
bdi,1988,0
bdi,1989,0
bdi,1990,0
bdi,1991,0
bdi,1992,0
bdi,1993,0
bdi,1994,0
bdi,1995,0
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,0
bdi,2004,41783.99491
bdi,2005,71562.16161
bdi,2006,11470.97177
bdi,2007,189948.94055
bdi,2008,3645216.67748
bdi,2009,28232147.75625
bdi,2010,34498929.51307
bdi,2011,39415709.36927
bdi,2012,36120205.77043
bdi,2013,35869287.37818
bdi,2014,46417934.25085
bdi,2015,37790993.69234
bdi,2016,20695363.30451
bdi,2017,20441686.35469
bdi,2018,33073343.88977
bel,2002,39580696.73114
bel,2003,20062702.86229
bel,2004,18701747.65512
bel,2005,19772609.70515
bel,2006,26769638.67935
bel,2007,113992781.7486
bel,2008,138719070.0559
bel,2009,137521923.98226
bel,2010,123234661.03896
bel,2011,169511825.8658
bel,2012,130868329.94417
bel,2013,136788321.80751
bel,2014,246903642.57436
bel,2015,214075465.29245
bel,2016,183744920.79919
bel,2017,173084226.61822
bel,2018,273033357.88462
bel,2019,262088151.19048
bel,2020,365878241.45044
ben,1974,7307710.38743
ben,1975,17591101.5809
ben,1976,28039280.77467
ben,1977,39181098.50483
ben,1978,56236075.53043
ben,1979,72921587.52246
ben,1980,77002244.57623
ben,1981,62006071.95768
ben,1982,36949996.84355
ben,1983,43845418.95757
ben,1984,37761181.58134
ben,1985,38062340.80991
ben,1986,50822119.45957
ben,1987,60225617.32712
ben,1988,67251703.16411
ben,1989,82236731.90357
ben,1990,88764691.83392
ben,1991,111322335.67978
ben,1992,130470607.33302
ben,1993,102957813.32222
ben,1994,82295233.37521
ben,1995,92432826.80235
ben,1996,81162746.07059
ben,1997,66810084.35096
ben,1998,86581653.28422
ben,1999,69559470.03613
ben,2000,80680591.95774
ben,2001,77868896.26335
ben,2002,70298501.07702
ben,2003,49579457.85303
ben,2004,54192943.14088
ben,2005,137173737.05851
ben,2006,186359541.64678
ben,2007,234482017.60057
ben,2008,200408053.13125
ben,2009,123118880.95013
ben,2010,127232679.93685
ben,2011,152849252.11211
ben,2012,189169329.07426
ben,2013,229459174.55063
ben,2014,284301399.70874
ben,2015,196935041.03064
ben,2016,201395492.99969
ben,2017,186918175.11298
ben,2018,191050997.61734
ben,2019,213685683.26947
ben,2020,189051942.18951
bfa,2005,49495658.76747
bfa,2006,60667008.83281
bfa,2007,76488551.86496
bfa,2008,85343041.3991
bfa,2009,84343088.8703
bfa,2010,105839950.05262
bfa,2011,204605371.21546
bfa,2012,194481965.10618
bfa,2013,292127576.19586
bfa,2014,363941938.93867
bfa,2015,357756791.21664
bfa,2016,368042412.11384
bfa,2017,381135498.99675
bfa,2018,414370992.05516
bfa,2019,412467071.8992
bfa,2020,466051851.32659
bgd,1976,18761275.07132
bgd,1977,78875039.63906
bgd,1978,115435372.52158
bgd,1979,171138702.69027
bgd,1980,338666742.93933
bgd,1981,381052158.01295
bgd,1982,526463664.22214
bgd,1983,642408496.94956
bgd,1984,500747417.36126
bgd,1985,502471375.76054
bgd,1986,576282490.14276
bgd,1987,747808893.9127
bgd,1988,763622140.98122
bgd,1989,757979547.5674
bgd,1990,778865574.36414
bgd,1991,769365706.78688
bgd,1992,911759971.09575
bgd,1993,1007375042.59216
bgd,1994,1150881238.78396
bgd,1995,1201664266.51586
bgd,1996,1344661208.65883
bgd,1997,1525825321.90457
bgd,1998,1599665557.72545
bgd,1999,1796671303.95157
bgd,2000,1958106581.12325
bgd,2001,2094137426.90058
bgd,2002,2847658312.67135
bgd,2003,3179970788.99385
bgd,2004,3572205811.85125
bgd,2005,4302411781.65969
bgd,2006,5417662349.65995
bgd,2007,6553125797.28323
bgd,2008,8925333246.17883
bgd,2009,10507631662.1365
bgd,2010,10836030645.6675
bgd,2011,12053855504.6773
bgd,2012,14101727141.7058
bgd,2013,13845786126.7342
bgd,2014,14963574984.0944
bgd,2015,15271417295.8019
bgd,2016,13548987677.1179
bgd,2017,13474496432.369
bgd,2018,15536967161.4165
bgd,2019,18337122471.2125
bgd,2020,21693111324.5903
bgd,2021,22109800396.82949
bgr,1980,0
bgr,1981,0
bgr,1982,0
bgr,1983,0
bgr,1984,0
bgr,1985,0
bgr,1986,0
bgr,1987,0
bgr,1988,0
bgr,1989,0
bgr,1990,0
bgr,1992,0
bgr,1993,0
bgr,2001,402069306.25222
bgr,2002,499799182.00763
bgr,2003,681243668.44645
bgr,2004,436278447.96393
bgr,2005,461950768.53676
bgr,2006,419656518.59206
bgr,2007,905372125.74349
bgr,2008,1024729577.22791
bgr,2009,998893485.37268
bgr,2010,950640000
bgr,2011,1074410000
bgr,2012,1028600000
bgr,2013,1127740000
bgr,2014,1098730000
bgr,2015,940790000
bgr,2016,962730000
bgr,2017,1288150000
bgr,2018,1403220000
bgr,2019,1365130000
bgr,2020,401100000
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhs,1976,0
bhs,1977,0
bhs,1978,0
bhs,1979,0
bhs,1980,0
bhs,1981,0
bhs,1982,0
bhs,1983,0
bhs,1984,0
bhs,1985,0
bhs,1986,0
bhs,1987,0
bhs,1988,0
bih,1998,1144058569.85015
bih,1999,1098890304.98759
bih,2000,949798260.37616
bih,2001,918800647.36355
bih,2002,955632470.70151
bih,2003,1143454504.80781
bih,2004,1473962332.77661
bih,2005,1467347804.67369
bih,2006,1588910175.99418
bih,2007,1947461780.47821
bih,2008,1899373299.97186
bih,2009,1431700839.61626
bih,2010,1343028029.39206
bih,2011,1428694666.93242
bih,2012,1374111130.35999
bih,2013,1475196511.39195
bih,2014,1566875778.33524
bih,2015,1347933409.08157
bih,2016,1380049411.60091
bih,2017,1527800356.14919
bih,2018,1719711168.22385
bih,2019,1725325767.73308
bih,2020,1472499145.43158
blr,1993,400000
blr,1994,400000
blr,1995,28500000
blr,1996,22600000
blr,1997,29100000
blr,1998,31700000
blr,1999,53600000
blr,2000,100600000
blr,2001,50300000
blr,2002,60100000
blr,2003,74900000
blr,2004,113100000
blr,2005,78500000
blr,2006,92800000
blr,2007,131700000
blr,2008,169500000
blr,2009,170100000
blr,2010,247600000
blr,2011,395500000
blr,2012,458600000
blr,2013,592600000
blr,2014,521900000
blr,2015,507900000
blr,2016,537800000
blr,2017,645300000
blr,2018,581300000
blr,2019,601000000
blr,2020,429400000
blr,2021,553651507.55
blz,1984,17650000
blz,1985,20650000
blz,1986,16850000
blz,1987,15850000
blz,1988,12900000
blz,1989,17900000
blz,1990,13700000
blz,1991,12300000
blz,1992,16150000
blz,1993,13100000
blz,1994,12968000
blz,1995,13896500
blz,1996,13200000
blz,1997,17800000
blz,1998,18950000
blz,1999,22570711.82
blz,2000,22825147
blz,2001,26408157.60747
blz,2002,24946461.72111
blz,2003,29674262.23139
blz,2004,31211928.54085
blz,2005,40921492.8446
blz,2006,57849052.28706
blz,2007,70761753.68668
blz,2008,74131493.81317
blz,2009,76220892.10294
blz,2010,75777060.09221
blz,2011,72966044.3226
blz,2012,73588137.18826
blz,2013,72044200.8702
blz,2014,77976908.12386
blz,2015,82386565.03778
blz,2016,94313497.18131
blz,2017,87857006.79712
blz,2018,90155229.28403
blz,2019,94459240.61849
blz,2020,118326109.9179
bmu,2007,0
bmu,2008,231505.03
bmu,2009,609834.59
bmu,2010,1087019.34
bmu,2011,1504242.89
bmu,2012,1302521.14
bmu,2013,1526565.55
bmu,2014,1508874.57
bmu,2015,1500922.38
bmu,2016,1623280
bmu,2017,1623280
bmu,2018,0
bmu,2019,0
bmu,2020,0
bol,1976,0
bol,1977,0
bol,1978,0
bol,1979,0
bol,1980,0
bol,1981,500000
bol,1982,500000
bol,1983,500000
bol,1984,500000
bol,1985,300000
bol,1986,500000
bol,1987,600000
bol,1988,800000
bol,1989,800000
bol,1990,2000000
bol,1991,600000
bol,1992,800000
bol,1993,900000
bol,1994,1200000
bol,1995,1800000
bol,1996,2100000
bol,1997,68100000
bol,1998,63900000
bol,1999,72500000
bol,2000,101070000
bol,2001,107180000
bol,2002,83000000
bol,2003,126666413.29679
bol,2004,178308668.51647
bol,2005,303538056.69911
bol,2006,569482070.716
bol,2007,1020474581.7028
bol,2008,1097225258.533
bol,2009,1022980000
bol,2010,939330273.83072
bol,2011,1012308161.07748
bol,2012,1094341361.17571
bol,2013,1181829554.86968
bol,2014,1163553185.94213
bol,2015,1178418195.77568
bol,2016,1233038012.52616
bol,2017,1392265712.45674
bol,2018,1370057196.8386
bol,2019,1318217185.79497
bol,2020,1115662048.80652
bra,1975,0
bra,1976,0
bra,1977,0
bra,1978,0
bra,1979,5000000
bra,1980,56000000
bra,1981,69000000
bra,1982,34000000
bra,1983,18000000
bra,1984,29000000
bra,1985,25000000
bra,1986,18000000
bra,1987,22000000
bra,1988,19000000
bra,1989,88000000
bra,1990,527000000
bra,1991,1057000000
bra,1992,1719000000
bra,1993,1123000000
bra,1994,1834000000
bra,1995,2891000000
bra,1996,1866000000
bra,1997,1333352308.38013
bra,1998,987440000
bra,1999,1191180000
bra,2000,1112296000
bra,2001,1178484000
bra,2002,1710976000
bra,2003,2018075000
bra,2004,2458749000
bra,2005,2479867000
bra,2006,2889836000
bra,2007,2808782000
bra,2008,2912592000
bra,2009,2223780400
bra,2010,2518012120.6
bra,2011,2549924932.93
bra,2012,2191048550.46
bra,2013,2124462674.96
bra,2014,2127744943.22
bra,2015,2459375113.38
bra,2016,2365066659.73
bra,2017,2300370883.51
bra,2018,2565164068.63
bra,2019,2880484142.86
bra,2020,3311742805.82
bra,2021,3845137881.02
brb,1967,0
brb,1968,0
brb,1969,0
brb,1970,0
brb,1971,0
brb,1972,0
brb,1973,0
brb,1974,0
brb,1975,0
brb,1976,0
brb,1977,0
brb,1978,0
brb,1979,0
brb,1980,0
brb,1981,10650000
brb,1982,0
brb,1983,0
brb,1984,0
brb,1985,0
brb,1986,22500000
brb,1987,17650000
brb,1988,23750000
brb,1989,21850000
brb,1990,26000000
brb,1991,27200000
brb,1992,32000000
brb,1993,31450000
brb,1994,37350000
brb,1995,42350000
brb,1996,48250000
brb,1997,54950000
brb,1998,61200000
brb,1999,71050000
brb,2000,84150000
brb,2001,100200000
brb,2002,93250000
brb,2003,96900000
brb,2004,98600000
brb,2005,62200000
brb,2006,55000000
brb,2007,89900000
brb,2008,55238845.845
brb,2009,52841873.47
brb,2010,50856751.665
brb,2011,73158119.3266
brb,2012,82019154.688
brb,2013,127052274.154
brb,2014,121967837.3255
brb,2015,147465115.07115
brb,2016,126129781.5985
btn,2006,1231782.2622
btn,2007,1585883.38877
btn,2008,1922044.06245
btn,2009,3110790.64693
btn,2010,6722784.65172
btn,2011,9234992.77798
btn,2012,16907238.9618
btn,2013,9801264.25136
btn,2014,12482443.98022
btn,2015,17947299.71757
btn,2016,32305055.93939
btn,2017,41053421.40084
btn,2018,56081777.35463
btn,2019,52621235.48917
btn,2020,81925326.87985
bwa,1975,0
bwa,1976,0
bwa,1977,0
bwa,1978,0
bwa,1979,0
bwa,1980,0
bwa,1981,0
bwa,1982,0
bwa,1983,0
bwa,1984,0
bwa,1985,0
bwa,1986,0
bwa,1987,0
bwa,1988,0
bwa,1989,0
bwa,1990,0
bwa,1996,8332840.3153
bwa,1997,52317.82577
bwa,1998,390687.85673
bwa,1999,151371.14415
bwa,2000,352786.11199
bwa,2001,362298.28941
bwa,2002,15803.30157
bwa,2003,22627.78638
bwa,2004,50811348.22285
bwa,2005,82253227.14614
bwa,2006,78827704.64642
bwa,2007,80031617.23753
bwa,2008,26505908.90534
bwa,2009,3005444.34299
bwa,2010,2902299.4894
bwa,2011,3411255.71875
bwa,2012,2259997.77484
bwa,2013,4903126.17054
bwa,2014,4073066.44532
bwa,2015,2988525.74885
bwa,2016,4273513.20495
bwa,2017,5727054.47635
bwa,2018,6359930.72138
bwa,2019,8712036.08812
bwa,2020,16022146.5301
caf,1977,0
caf,1978,0
caf,1979,0
caf,1980,0
caf,1981,0
caf,1982,0
caf,1983,0
caf,1984,0
caf,1985,0
caf,1986,0
caf,1987,0
caf,1988,0
caf,1989,0
caf,1990,0
caf,1991,0
caf,1992,0
che,1977,0
che,1978,0
che,1979,0
che,1980,0
che,1981,0
che,1982,83732499.32977
che,1983,84796563.71186
che,1984,69371050.01441
che,1985,77326143.3586
che,1986,105619122.62988
che,1987,127414875.12783
che,1988,129843504.40785
che,1989,116142243.68476
che,1990,136773465.94761
che,1991,139470824.44691
che,1992,142225424.92809
che,1993,138060164.45402
che,1994,152080968.49255
che,1995,177594482.7314
che,1996,169901538.01345
che,1997,144696610.82641
che,1998,144984184.37174
che,1999,140197983.45227
chl,1975,0
chl,1976,0
chl,1977,0
chl,1978,0
chl,1979,0
chl,1980,0
chl,1981,0
chl,1982,0
chl,1983,0
chl,1984,0
chl,1985,0
chl,1986,0
chn,1982,541000000
chn,1983,446000000
chn,1984,317000000
chn,1985,180000000
chn,1986,208000000
chn,1987,166000000
chn,1988,129000000
chn,1989,76000000
chn,1990,124000000
chn,1991,207000000
chn,1992,228000000
chn,1993,108000000
chn,1994,395000000
chn,1995,350000000
chn,1996,1672000000
chn,1997,4423000000
chn,1998,247000000
chn,1999,384000000
chn,2000,556211000
chn,2001,912000000
chn,2002,1679318427.8313
chn,2003,3342737377
chn,2004,4626861352.4576
chn,2017,6977480835.8
chn,2018,6196417436.29
chn,2019,4036530449.73
chn,2020,4166101257.57
civ,2005,1889016.9802
civ,2006,2113219.46587
civ,2007,2365065.30213
civ,2008,2556471.94496
civ,2009,128188130.16014
civ,2010,191781696.822
civ,2011,204628454.46904
civ,2012,187178548.28576
civ,2013,196200001.55832
civ,2014,197826734.08548
civ,2015,168984004.107
civ,2016,172073968.60247
civ,2017,180066554.07728
civ,2018,193743297.79747
civ,2019,196275539.13993
civ,2020,191804524.66665
cmr,1977,0
cmr,1978,0
cmr,1979,3478724.5208
cmr,1980,10980712.23903
cmr,1981,21123796.84474
cmr,1982,17315556.08959
cmr,1983,25612358.692
cmr,1984,14166164.48415
cmr,1985,9971888.11862
cmr,1986,21888162.8127
cmr,1987,10115241.80522
cmr,1988,9065019.79667
cmr,1989,26927199.1161
cmr,1990,18988867.56104
cmr,1991,3615650.55002
cmr,1992,18776554.41501
cmr,1993,15644722.57536
cmr,1994,5817674.13942
cmr,1995,9055422.72689
cmr,1996,8817668.98771
cmr,1997,8752215.28141
cmr,1998,10918350.07145
cmr,1999,8253484.90819
cmr,2000,11876661.86919
cmr,2001,6794259.52019
cmr,2002,14215960.75054
cmr,2003,60693492.35141
cmr,2004,98561068.64536
cmr,2005,67154932.96695
cmr,2006,117752646.63241
cmr,2007,152515372.78313
cmr,2008,137210749.58515
cmr,2009,149117543.47262
cmr,2010,93713697.87451
cmr,2011,158678446.83031
cmr,2012,133859860.02429
cmr,2013,153737715.78882
cmr,2014,191794621.10246
cmr,2015,163224104.54544
cmr,2016,179084315.92941
cmr,2017,234467314.98811
cmr,2018,246193894.27678
cmr,2019,256055556.62446
cmr,2020,183819788.10388
cod,2011,1012900000
cod,2012,843653686.78749
cod,2013,968246924.4353
cod,2014,734032028.54439
cod,2015,1024660652.02976
cod,2016,577497384.71417
cod,2017,1064254996.0223
cod,2018,1764350630.11296
cod,2019,2006073458.77582
cod,2020,922333456.76837
cog,1978,0
cog,1979,0
cog,1980,780955.82735
cog,1981,0
cog,1982,0
cog,1983,0
cog,1984,0
cog,1985,0
cog,1986,0
cog,1987,0
cog,1988,0
cog,1989,0
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,1488535.19604
cog,1996,1004784.59212
cog,1997,1259274.57361
cog,1998,778029.6963
cog,1999,1044341.2482
cog,2000,1370832.19631
cog,2001,2208615.21514
cog,2002,1176490.49977
cog,2003,4645558.39973
cog,2004,5678754.99571
cog,2007,1558630.86519
cog,2008,1947275.04685
cog,2009,3695575.31459
cog,2010,4076506.50456
cog,2011,3005089.70162
cog,2012,5895866.8175
cog,2013,4748602.99202
cog,2014,6862656.52027
cog,2015,5227834.26275
cog,2016,6055565.80684
col,1968,0
col,1969,0
col,1970,5999999.99997
col,1971,8023839.99991
col,1972,8685680
col,1973,11921299.99997
col,1974,15634319.99985
col,1975,18000000
col,1976,42000000
col,1977,42030719.99951
col,1978,43819999.99976
col,1979,63000000
col,1980,68000000
col,1981,99000000
col,1982,71000000
col,1983,63000000
col,1984,71000000
col,1985,105000000
col,1986,393000000
col,1987,616000000
col,1988,448000000
col,1989,459000000
col,1990,488000000
col,1991,866000000
col,1992,630000000
col,1993,454600000
col,1994,965500000
col,1995,809250000
col,1996,745300000
col,1997,757700000
col,1998,788390000
col,1999,1297365679.111
col,2000,1578027887.011
col,2001,2021390693.14
col,2002,2453709821.79449
col,2003,3060095189.966
col,2004,3169898835.3209
col,2005,3313715037.20109
col,2006,3860943411.90309
col,2007,4429737167.11039
col,2008,4784914245.52759
col,2009,4090279515.20547
col,2010,3996348681.91662
col,2011,4064095892.35588
col,2012,3969659206.91179
col,2013,4401044089.56833
col,2014,4093206772.32991
col,2015,4957440613.1558
col,2016,5147472612.50667
col,2017,5783727159.35704
col,2018,6636200641.97598
col,2019,7086531994.84621
col,2020,6908845963.92159
col,2021,8597245700.56993
com,1980,1618722.15909
com,1981,1221804.87484
com,1982,2367595.21888
com,1983,1836967.52172
com,1984,2139818.42231
com,1985,4229184.81675
com,1986,4764614.0744
com,1987,6801226.79434
com,1988,7383017.57544
com,1989,7887008.9733
com,1990,9935265.38092
com,1991,10095549.04563
com,1992,15999875.61171
com,1993,16029796.28015
com,1994,15232992.22006
com,1995,12212938.08083
com,2003,32042448.36191
com,2004,48705002.15657
com,2005,54055725.52725
com,2006,63197512.57727
com,2007,74045486.76488
com,2008,101325440.0737
com,2009,100407532.58457
com,2010,87252086.92093
com,2011,108173891.04458
com,2012,110203511.03063
com,2014,156817666.55403
com,2015,129259756.07413
com,2016,112946697.75791
com,2017,128084110.02481
com,2018,168748126.3041
com,2019,164828046.85157
com,2020,223588845.93474
cpv,1977,24281503.30771
cpv,1978,23602318.26155
cpv,1979,24005556.59509
cpv,1980,40064799.96947
cpv,1981,31596889.46151
cpv,1982,25852012.80919
cpv,1983,20547992.97886
cpv,1984,20617848.18403
cpv,1985,20757016.3154
cpv,1986,26702878.84759
cpv,1987,34778044.82572
cpv,1988,40729593.78361
cpv,1989,44263591.15863
cpv,1990,56028492.00834
cpv,1991,59861220.67919
cpv,1992,73961610.41691
cpv,1993,73816749.61632
cpv,1994,83100387.71128
cpv,1995,103945393.82373
cpv,1996,98739014.20001
cpv,1997,74240153.11416
cpv,1998,71930162.31666
cpv,1999,78533210.18109
cpv,2000,88515518.97817
cpv,2001,79757554.78807
cpv,2002,84635330.55478
cpv,2003,108276813.39829
cpv,2004,113038697.23249
cpv,2005,136547495.77632
cpv,2006,135795020.99523
cpv,2007,138378968.58708
cpv,2008,154132846.12266
cpv,2009,135250625.90289
cpv,2010,130377334.07444
cpv,2011,176008771.13884
cpv,2012,174519195.6445
cpv,2013,173929173.07249
cpv,2014,194368629.78225
cpv,2015,197979928.63583
cpv,2016,195392801.61091
cpv,2017,197092188.18231
cpv,2018,212972745.20423
cpv,2019,221726184.42116
cpv,2020,233447638.10304
cri,1977,0
cri,1978,0
cri,1979,0
cri,1980,0
cri,1981,0
cri,1982,0
cri,1983,0
cri,1984,0
cri,1985,0
cri,1986,0
cri,1987,0
cri,1988,0
cri,1989,0
cri,1990,0
cri,1991,0
cri,1992,0
cri,1993,0
cri,1994,0
cri,1995,115900000
cri,1996,121690000
cri,1997,115840000
cri,1998,112370000
cri,1999,111813718.23906
cri,2000,120383769.75276
cri,2001,183973953.13125
cri,2002,234255268.38164
cri,2003,305971032
cri,2004,302222352.12
cri,2005,399753410
cri,2006,489829290.87698
cri,2007,595632087.50554
cri,2008,583879805
cri,2009,488557873.25307
cri,2010,505465786
cri,2011,487048673.31091
cri,2012,526787745.04609
cri,2013,561066893.68573
cri,2014,558505384.37877
cri,2015,517504507.63339
cri,2016,514795773.1105
cri,2017,527160862.33375
cri,2018,499038321.25372
cri,2019,518785239.83526
cri,2020,495260731.54968
cym,2016,9331417.41138
cym,2017,11097306.74637
cym,2018,8044574.4883
cym,2019,8124353.20551
cyp,1976,0
cyp,1977,0
cyp,1978,0
cyp,1979,0
cyp,1980,0
cyp,1981,0
cyp,1982,0
cyp,1983,0
cyp,1984,0
cyp,1985,0
cyp,1986,57127077.35009
cyp,1987,63812550.45981
cyp,1988,71362928.35169
cyp,1989,68941128.62288
cyp,1990,78588907.06662
cyp,1991,65672110.99233
cyp,1992,81192559.27659
cyp,1993,79412122.44478
cyp,1994,81269263.35508
cyp,2000,0
cyp,2002,5182318.28073
cyp,2003,6443443.60091
cyp,2004,44317277.20088
cyp,2005,50873972.3355
cyp,2006,69953504.95855
cyp,2007,98683269.73453
cyp,2008,745694221.1495
cyp,2009,480483921.91436
cyp,2010,754279194.02862
cyp,2011,633486321.93094
cyp,2012,501613941.95052
cyp,2013,351198422.98745
cyp,2014,249153397.13448
cyp,2015,230990468.3692
cyp,2016,332996913.09962
cyp,2017,378580355.05596
cyp,2018,430162822.84412
