geo,time,gc_nfn_totl_cn
gbr,1997,11057000000
gbr,1998,11850000000
gbr,1999,12134000000
gbr,2000,6780000000
gbr,2001,12321000000
gbr,2002,12641000000
gbr,2003,14017000000
gbr,2004,19344000000
gbr,2005,28981000000
gbr,2006,23017000000
gbr,2007,22697000000
gbr,2008,29535000000
gbr,2009,31415000000
gbr,2010,31287000000
gbr,2011,28902000000
gbr,2012,27947000000
gbr,2013,28461000000
gbr,2014,32415000000
gbr,2015,31985000000
gbr,2016,31753000000
geo,1997,75000000
geo,1998,-6300000
geo,1999,10900000
geo,2000,39300000
geo,2001,5000000
geo,2002,100000000
geo,2003,94200000
geo,2004,248100000
geo,2005,23100000
geo,2006,278700000
geo,2007,274000000
geo,2008,324700000
geo,2009,746800000
geo,2010,873600000
geo,2011,755800000
geo,2012,537700000
geo,2013,690200000
geo,2014,617700000
geo,2015,392800000
geo,2016,416100000
gha,2001,487393100
gha,2002,299117300
gha,2003,423381076
gha,2004,727752654
gha,2005,858078815
gha,2006,1134975240
gha,2007,1525342550
gha,2008,1206699731
gha,2009,2271400000
gha,2010,2892896699
gha,2011,2632596472
gha,2014,6327417980.50116
gha,2015,12329116219.0023
gmb,1990,160490000
gmb,2001,286400000
gmb,2002,686300000
gmb,2003,867800000
gmb,2004,1826300000
gmb,2005,1196300000
gmb,2006,893300000
gmb,2007,891100000
gmb,2008,1027000000
gmb,2009,1889100000
gnq,2006,759837000000
gnq,2007,1018846000000
gnq,2008,1391510000000
gnq,2009,2242257000000
gnq,2010,2062928000000
gnq,2011,2266436556000
gnq,2012,3208068133206.5
gnq,2013,2457203000000
gnq,2014,2338335744857.16016
gnq,2015,1646858978438.34009
grc,1972,68848129.12693
grc,1973,91914893.61702
grc,1974,84695524.57814
grc,1975,120939104.91563
grc,1976,152604548.78943
grc,1977,176111518.70873
grc,1978,201672780.63096
grc,1979,229258987.52751
grc,1980,256228906.82318
grc,1981,348584005.86941
grc,1982,343859134.26266
grc,1983,467820983.12546
grc,1984,608481291.26926
grc,1985,685341159.20763
grc,1986,666471019.80924
grc,1987,717388114.45341
grc,1988,814585473.22084
grc,1989,1144123257.52018
grc,1990,1143712399.11959
grc,1995,3091000000
grc,1996,3463000000
grc,1997,4062000000
grc,1998,5805000000
grc,1999,7383000000
grc,2000,6605000000
grc,2001,7304000000
grc,2002,8062000000
grc,2003,10417000000
grc,2004,10189000000
grc,2005,7821000000
grc,2006,8327000000
grc,2007,9471000000
grc,2008,11225000000
grc,2009,9741000000
grc,2010,6321000000
grc,2011,4162000000
grc,2012,3736000000
grc,2013,7366000000
grc,2014,5916000000
grc,2015,6770000000
grc,2016,5165000000
gtm,1990,310670000
gtm,1991,381670000
gtm,1992,399750000
gtm,1993,660290000
gtm,1994,701560000
gtm,1995,1122350000
gtm,1996,977900000
gtm,1997,1500460000
gtm,1998,1776720000
gtm,1999,2143620000
gtm,2000,1838630000
gtm,2001,1652210000
gtm,2002,1509080000
gtm,2003,1241830000
gtm,2004,1252630000
gtm,2005,1674040000
gtm,2006,3694400000
gtm,2007,4664312296
gtm,2008,5568049960
gtm,2009,5405017052.68
gtm,2010,6137503962.24
gtm,2011,6535487364.56
gtm,2012,3711895622.17
gtm,2013,-3498568553
gtm,2014,4274191528.43
gtm,2015,2061639301.47
gtm,2016,1280068604.85
hnd,1972,37700000
hnd,1973,46800000
hnd,1974,70400000
hnd,1975,103400000
hnd,1976,113500000
hnd,2003,4211700000
hnd,2004,4454200000
hnd,2005,5107300000
hnd,2006,3720400000
hnd,2007,5342000000
hnd,2008,7838800000
hnd,2009,8523200000
hnd,2010,6446100000
hnd,2011,6796917198
hnd,2012,6765596910
hnd,2013,11073742314
hnd,2014,9498740332.50309
hnd,2015,9730939355.53333
hrv,1991,5170000
hrv,1992,57610000
hrv,1993,920620000
hrv,1994,2269540000
hrv,1995,2066420000
hrv,1996,2382100000
hrv,1997,2584940000
hrv,1998,3392260000
hrv,1999,4759940000
hrv,2000,3304700000
hrv,2001,1637000000
hrv,2002,6129400000
hrv,2003,7996000000
hrv,2004,8373500000
hrv,2005,6699400000
hrv,2006,6109000000
hrv,2007,7811000000
hrv,2008,4228000000
hrv,2009,3601200000
hrv,2010,2679321200
hrv,2011,3372501200
hrv,2012,3133064500
hrv,2013,3653603700
hrv,2014,3215073000
hun,1981,21800000000
hun,1982,16800000000
hun,1983,33800000000
hun,1984,37900000000
hun,1985,37500000000
hun,1986,32000000000
hun,1987,34000000000
hun,1988,43500000000
hun,1989,49000000000
hun,1990,28000000000
hun,1991,48400000000
hun,1992,55800000000
hun,1993,149200000000
hun,1994,102700000000
hun,1995,78365000000
hun,1996,108697000000
hun,1997,137202000000
hun,1998,183293000000
hun,1999,139841000000
hun,2000,258349000000
hun,2001,366967000000
hun,2002,527827000000
hun,2003,352886000000
hun,2004,448328000000
hun,2005,568471000000
hun,2006,768780000000
hun,2007,716107000000
hun,2008,508859000000
hun,2009,530450000000
hun,2010,407339000000
hun,2011,451307000000
hun,2012,711976000000
hun,2013,834526000000
hun,2014,1124002181000
hun,2015,1464409495000
hun,2016,710865552000
idn,1972,242000000000
idn,1973,339000000000
idn,1974,440000000000
idn,1975,914000000000
idn,1976,1377000000000
idn,1977,1374000000000
idn,1978,2049000000000
idn,1979,3035000000000
idn,1980,4672000000000
idn,1981,6814000000000
idn,1982,5482000000000
idn,1983,6499000000000
idn,1984,5848000000000
idn,1985,7841000000000
idn,1986,9818000000000
idn,1987,11214900000000
idn,1988,12726300000000
idn,1989,13186700000000
idn,1990,13838000000000
idn,1991,15759000000000
idn,1992,21767000000000
idn,1993,19665200000000
idn,1994,23694000000000
idn,1995,22570000000000
idn,1996,22766000000000
idn,1997,26265400000000
idn,1998,45713000000000
idn,2002,36900100000000
idn,2003,68551672957480
idn,2004,60346340000000
idn,2008,72680000000000
idn,2009,75742900000000
idn,2010,80043300000000
idn,2011,117625000000000
idn,2012,144427000000000
idn,2013,180357000000000
idn,2014,154885304859437
idn,2015,247574095363953
idn,2016,153625272774676
ind,1974,7190000000
ind,1975,6190000000
ind,1976,5440000000
ind,1977,4370000000
ind,1978,5090000000
ind,1979,5270000000
ind,1980,6230000000
ind,1981,8450000000
ind,1982,9990000000
ind,1983,11780000000
ind,1984,16000000000
ind,1985,16820000000
ind,1986,24760000000
ind,1987,18620000000
ind,1988,22850000000
ind,1989,23220000000
ind,1990,24760000000
ind,1991,-4080000000
ind,1992,9840000000
ind,1993,30500000000
ind,1994,-21170000000
ind,1995,23320000000
ind,1996,36480000000
ind,1997,33810000000
ind,1998,-10400000000
ind,1999,46920000000
ind,2000,30250000000
ind,2001,-18950000000
ind,2002,69240000000
ind,2003,-60630000000
ind,2004,91130000000
ind,2005,172820000000
ind,2006,191800000000
ind,2007,-138920000000
ind,2008,306210000000
ind,2009,83570000000
ind,2010,148140000000
ind,2011,215400000000
ind,2012,225400000000
ind,2013,55050000000
irl,1972,29203975.80387
irl,1973,40631618.50973
irl,1974,49519785.05874
irl,1975,59677689.68617
irl,1976,52059261.2156
irl,1977,72375070.47046
irl,1978,110467212.82334
irl,1979,137131712.47035
irl,1980,176493592.90166
irl,1981,199348878.31338
irl,1982,250138401.45055
irl,1983,195539664.07809
irl,1984,179033069.05852
irl,1985,220934425.64668
irl,1986,206967306.78396
irl,1987,198079140.23495
irl,1988,148559355.17621
irl,1989,111736950.90177
irl,1990,171414640.58794
irl,1991,170144902.50951
irl,1992,168875164.43108
irl,1993,193000187.92124
irl,1994,239980496.82311
irl,1995,331360000
irl,1996,390630000
irl,1997,398190000
irl,1998,601850000
irl,1999,799280000
irl,2000,1024820000
irl,2001,1292190000
irl,2002,1516120000
irl,2003,1361040000
irl,2004,1361530000
irl,2005,1806100000
irl,2006,2142370000
irl,2007,2971780000
irl,2008,4194810000
irl,2009,2409460000
irl,2010,2433310000
irl,2011,2161000000
irl,2012,2115500000
irl,2013,2417940000
irl,2014,3561890000
irl,2015,3519110000
irl,2016,4205240000
irn,1972,107700000000
irn,1973,159800000000
irn,1974,253300000000
irn,1975,412300000000
irn,1976,521000000000
irn,1977,864600000000
irn,1978,677100000000
irn,1979,454400000000
irn,1980,520000000000
irn,1981,628500000000
irn,1982,870900000000
irn,1983,1085100000000
irn,1984,832000000000
irn,1985,683800000000
irn,1986,646200000000
irn,1987,699900000000
irn,1988,685000000000
irn,1989,840000000000
irn,1990,1716800000000
irn,1991,2448000000000
irn,1992,3263000000000
irn,1993,6734000000000
irn,1994,9568000000000
irn,1995,13485000000000
irn,1996,17480000000000
irn,1997,19024000000000
irn,1998,15885000000000
irn,1999,27530817000000
irn,2000,27525484300000
irn,2001,25935590000000
irn,2002,60052000000000
irn,2003,68571000000000
irn,2004,73832197000000
irn,2005,130383900000000
irn,2006,160934932000000
irn,2007,169349106000000
irn,2008,229239085000000
irn,2009,217171000000000
irq,2014,43212500000000
irq,2015,18645997509607.39844
irq,2016,15948693396725.90039
isl,1972,19400000
isl,1973,39500000
isl,1974,42900000
isl,1975,58600000
isl,1976,46100000
isl,1977,93700000
isl,1978,111500000
isl,1979,160500000
isl,1980,305100000
isl,1981,486400000
isl,1982,808100000
isl,1983,1323100000
isl,1984,1689100000
isl,1985,2369100000
isl,1986,2375800000
isl,1987,2643700000
isl,1988,3424300000
isl,1989,3780900000
isl,1990,6024600000
isl,1991,6627100000
isl,1992,5673200000
isl,1993,7386500000
isl,1994,7824100000
isl,1995,6835300000
isl,1996,7881500000
isl,1997,5725900000
isl,1998,10136400000
isl,1999,11573700000
isl,2000,10861000000
isl,2001,15446908166.6667
isl,2002,14798787890
isl,2003,17743584123
isl,2004,16607740939.8952
isl,2005,13363779383.0878
isl,2006,15595724757.3497
isl,2007,22471269542.2662
isl,2008,30859183163.3511
isl,2009,31451822551.0867
isl,2010,23486901971.8018
isl,2011,13205516708.0168
isl,2012,14944208989.7372
isl,2013,29930930823
isl,2014,36772924519.5038
isl,2015,41520480108.5871
isl,2016,43662242454.1711
isr,1974,100000
isr,1975,100000
isr,1976,200000
isr,1977,200000
isr,1978,200000
isr,1979,400000
isr,1980,800000
isr,1981,1400000
isr,1982,4900000
isr,1983,9600000
isr,1984,36400000
isr,1985,113800000
isr,1986,165500000
isr,1987,247400000
isr,1988,62000000
isr,1989,446200000
isr,1990,995000000
isr,1991,1835000000
isr,1992,1878000000
isr,1993,1840000000
isr,1994,2389000000
isr,1995,2710000000
isr,1996,3298000000
isr,1997,3211000000
isr,1998,3803000000
isr,1999,3723000000
isr,2000,5474085211.2422
isr,2001,7417421876.73866
isr,2002,7898305863.51633
isr,2003,8482960114.11793
isr,2004,6432549576.44433
isr,2005,5419104969.79778
isr,2006,4853787097.81384
isr,2007,4942843566.67698
isr,2008,5350177096.36858
isr,2009,5264097805.3828
isr,2010,3306747309.49375
isr,2011,3025130239.20633
isr,2012,6002345499.81199
isr,2013,5862171953.17619
isr,2014,7320979473.27529
isr,2015,3947116330.78174
isr,2016,6144201271.56204
ita,1973,694118072.37627
ita,1974,967323771.99461
ita,1975,1262220661.37471
ita,1976,1381005748.16529
ita,1977,1632520258.02187
ita,1978,384760389.82167
ita,1979,604254571.9347
ita,1980,799991736.68962
ita,1986,4685813445.43891
ita,1987,4763798437.20142
ita,1988,5594261130.93732
ita,1989,5384579629.90699
ita,1995,11471596585.6935
ita,1996,11815912639.9364
ita,1997,11928787519.1288
ita,1998,12625015651.6883
ita,1999,13810442020.0347
ita,2000,-250620452.441
ita,2001,13776614052.6392
ita,2002,6121908642.6516
ita,2003,14424576125.4613
ita,2004,13911070988.9451
ita,2005,15827108494.2087
ita,2006,16120891866.4277
ita,2007,17785063998.1592
ita,2008,19652818737.6899
ita,2009,24348445606.7753
ita,2010,20949515310.0454
ita,2011,21553197279.7986
ita,2012,16445803135.3188
ita,2013,15556413204.1211
ita,2014,16358716257.2242
ita,2015,14911613016.7518
ita,2016,16558830444.9125
jam,1988,1719600000
jam,1989,1532600000
jam,1990,1371800000
jam,1991,2379400000
jam,1992,4059800000
jam,1993,4627400000
jam,1994,5881991000
jam,1995,7907954635
jam,1996,11156143100
jam,1997,12118888814.3998
jam,1998,6900408488
jam,1999,8400523365
jam,2000,8545309893.0027
jam,2001,9290883000
jam,2002,7072061000
jam,2003,4642226200
jam,2004,10765815000
jam,2005,15474104000
jam,2006,23506370000
jam,2007,41401673000
jam,2008,41371888000
jam,2009,34414261000
jam,2010,55594121000
jam,2011,53230873000
jam,2012,37757921000
jam,2013,36988839026
jam,2014,23019023100
jam,2015,32747333900
jam,2016,41955259902.84
jor,1990,135210000
jor,1991,197810000
jor,1992,189370000
jor,1993,228620000
jor,1994,225680000
jor,1995,237560000
jor,1996,249100000
jor,1997,221030000
jor,1998,276180000
jor,1999,255360000
jor,2000,238620000
jor,2001,303090000
jor,2002,230180000
jor,2003,257490000
jor,2004,270910000
jor,2005,339420000
jor,2006,361030000
jor,2007,429500000
jor,2008,178100000
jor,2009,940500000
jor,2010,551700000
jor,2011,749400000
jor,2012,392900000
jor,2013,658000000
jor,2014,659800000
jor,2015,678000000
jor,2016,624300000
jpn,1972,1043000000000
jpn,1973,965000000000
jpn,1974,1325000000000
jpn,1975,1574000000000
jpn,1976,1656000000000
jpn,1977,1991000000000
jpn,1978,2429000000000
jpn,1979,2530000000000
jpn,1980,2600000000000
jpn,1981,2580000000000
jpn,1982,2585000000000
jpn,1983,2625000000000
jpn,1984,2560000000000
jpn,1985,2552000000000
jpn,1986,2833000000000
jpn,1987,3461000000000
jpn,1988,3352000000000
jpn,1989,3137000000000
jpn,1990,3475000000000
jpn,1994,6958700000000
jpn,1995,7621900000000
jpn,1996,7305400000000
jpn,1997,6800500000000
jpn,1998,7536400000000
jpn,1999,8188600000000
jpn,2000,8151500000000
jpn,2001,7574900000000
jpn,2002,7600600000000
jpn,2003,7273700000000
jpn,2004,6783600000000
jpn,2005,7061600000000
jpn,2006,6733200000000
jpn,2007,6606500000000
jpn,2008,6787000000000
jpn,2009,7189200000000
jpn,2010,6244100000000
jpn,2011,6177300000000
jpn,2012,6026800000000
jpn,2013,7030600000000
jpn,2014,6451800000000
jpn,2015,6126300000000
jpn,2016,6086200000000
kaz,1997,-39774000000
kaz,1998,-39370000000
kaz,1999,-16881000000
kaz,2000,-7427365000
kaz,2001,13057272000
kaz,2002,56435504000
kaz,2003,88077340000
kaz,2004,116738814000
kaz,2010,305828892436.58002
kaz,2011,363456051402.98999
kaz,2012,387826195574.33002
kaz,2013,504581506315.90002
kaz,2014,491095621055.23999
kaz,2015,414265654978.65002
kaz,2016,552776994903.54004
ken,2014,278650466651.72601
ken,2015,494412335043.26599
ken,2016,321690124263.10498
kgz,2013,16154783000
kgz,2014,23937676000
kgz,2015,26544700000
kgz,2016,32935300000
khm,2002,1363396664258
khm,2003,1219452255415.57007
khm,2004,1206295022355.62012
khm,2005,1169107836621.30005
khm,2006,1346796576112.47998
khm,2007,2082309000000
khm,2008,2736501950805.93994
khm,2009,3764660086511.14941
khm,2010,4427523065594.86035
khm,2011,4496009968252.59961
khm,2012,4820988500000
khm,2013,5373500000000
khm,2014,5404531168446.66016
khm,2015,5260108674209.5
khm,2016,5879159253783.96973
kir,2010,3369624.07
kir,2011,10058928.1
kir,2012,9044714.0833
kir,2013,8414389.16
kir,2014,7049868.68
kir,2015,8954641.55
kir,2016,14450083.12
kna,1990,10890000
kna,1991,14780000
kna,1992,16410000
kna,1993,20780000
kna,1994,18160000
kna,2000,94200000
kna,2001,92100000
kna,2002,56911000
kna,2003,80311000
kna,2004,75023000
kna,2005,92857260
kna,2006,100122199
kna,2007,130551296
kna,2008,115312450
kna,2009,104551282
kna,2010,77395371
kna,2011,52660215
kna,2012,48776854
kna,2013,117463483
kna,2014,113665581
kor,1972,82000000000
kor,1973,63000000000
kor,1974,76000000000
kor,1975,129000000000
kor,1976,173000000000
kor,1977,249000000000
kor,1978,336000000000
kor,1979,408000000000
kor,1980,504000000000
kor,1981,583000000000
kor,1982,890000000000
kor,1983,917000000000
kor,1984,1015000000000
kor,1985,908000000000
kor,1986,1191000000000
kor,1987,1393000000000
kor,1988,1282000000000
kor,1989,1581000000000
kor,1990,1654000000000
kor,1991,2789000000000
kor,1992,2597000000000
kor,1993,2745000000000
kor,1994,3379000000000
kor,1995,4065000000000
kor,1996,6261000000000
kor,1997,7028000000000
kor,1998,7219512000000
kor,1999,11177815000000
kor,2000,7966120000000
kor,2001,8670700000000
kor,2002,8026660000000
kor,2003,10246929000000
kor,2004,18468109000000
kor,2005,10051000000000
kor,2006,9142600000000
kor,2007,17027180000000
kor,2008,18369051000000
kor,2009,12613663000000
kor,2010,13241395000000
kor,2011,12976004000000
kor,2012,24645300000000
kor,2013,25593400000000
kor,2014,26299433960313
kor,2015,27729350413464
kor,2016,26316021922841
kwt,1972,75000000
kwt,1973,88000000
kwt,1974,150000000
kwt,1977,276000000
kwt,1978,562000000
kwt,1979,511000000
kwt,1980,680000000
kwt,1981,868000000
kwt,1982,1105000000
kwt,1983,918000000
kwt,1984,996000000
kwt,1985,907000000
kwt,1986,959000000
kwt,1987,740000000
kwt,1988,396000000
kwt,1989,401000000
kwt,1990,369000000
kwt,1991,59000000
kwt,1992,508000000
kwt,1993,371000000
kwt,1994,280000000
kwt,1995,322000000
kwt,1996,269000000
kwt,1997,230000000
kwt,1998,224000000
kwt,2001,429000000
kwt,2002,459000000
kwt,2003,573000000
kwt,2004,664000000
kwt,2008,1645300000
kwt,2009,1453000000
kwt,2010,2047000000
kwt,2011,2017000000
kwt,2012,2086000000
kwt,2013,2039000000
kwt,2014,2361000000
kwt,2015,2610000000
lbn,1998,1540000000000
lbn,1999,1553000000000
lbn,2000,1021000000000
lbn,2001,544600000000
lbn,2002,870000000000
lbn,2003,967000000000
lbn,2004,1171500000000
lbn,2005,735125472000
lbn,2006,951168163000
lbn,2007,783049000000
lbn,2008,890185887250
lbn,2009,851294470000
lbn,2010,1039720000000
lbn,2011,1153710000000
lbn,2012,1171470000000
lbn,2013,1325460000000
lbn,2014,1620782447000
lbn,2015,1324353788000
lbn,2016,1346751856000
lbr,1978,99900000
lbr,2005,9568926.16
lbr,2006,3663365
lbr,2007,17899880
lbr,2008,21295306
lbr,2010,26227136
lbr,2011,62310802.83
lbr,2012,52012350
lbr,2013,24890890
lca,2000,150715000
lca,2001,121561000
lca,2002,116844000
lca,2003,172806000
lca,2004,153936176
lca,2005,234113508
lca,2006,250391320
lca,2007,216278613
lca,2008,173191748
lca,2009,200143849
lca,2010,137548499
lca,2011,267838229
lca,2012,236497310
lca,2013,275818651
lca,2014,217959856
lka,1990,11696000000
lka,1991,14039000000
lka,1992,12594000000
lka,1993,20561000000
lka,1994,16747000000
lka,1995,22492000000
lka,1996,20903000000
lka,1997,25211000000
lka,1998,32178000000
lka,1999,32923000000
lka,2000,32896000000
lka,2001,36008000000
lka,2002,25156000000
lka,2003,36074000000
lka,2004,40342000000
lka,2005,88060000000
lka,2006,87695000000
lka,2007,110965000000
lka,2008,128827000000
lka,2009,143512000000
lka,2010,158248000000
lka,2011,202113000000
lka,2012,175731000000
lka,2013,252535000000
lka,2014,234698956239.76999
lka,2015,313161798766.60101
lka,2016,327794372670.08002
lso,2003,538610000
lso,2004,457379763.21366
lso,2005,698648040.72365
lso,2006,573597778.15
lso,2007,1204112978.93
lso,2008,1251900000
lso,2009,1728433638.49375
lso,2010,2014856658.49789
lso,2011,2978562239.97504
lso,2012,3395949468.98088
lso,2013,3409771515.53476
lso,2014,2983756231.43269
lso,2015,3685221129.35707
lso,2016,3368737455.85488
lso,2017,3282226778.26375
ltu,1991,6050162.18721
ltu,1993,50104263.20667
ltu,1994,88971269.69416
ltu,1995,186138000
ltu,1996,168069000
ltu,1997,161756000
ltu,1998,187691000
ltu,1999,267950000
ltu,2000,270410000
ltu,2001,178016000
ltu,2002,288444000
ltu,2003,349479000
ltu,2004,459321944.08986
ltu,2005,586464605.22904
ltu,2006,748394401.2832
ltu,2007,1081126484.18328
ltu,2008,1137682860.56786
ltu,2009,748057741.57522
ltu,2010,716933896.15802
ltu,2011,737283110.16678
ltu,2012,650333567.20291
ltu,2013,750359259.67242
ltu,2014,769357939.12374
ltu,2015,953091865.09413
ltu,2016,765843749.11829
lux,1972,49429968.83978
lux,1973,66088413.70455
lux,1974,65691784.06491
lux,1975,63931740.03902
lux,1976,76623888.50741
lux,1977,76946150.08961
lux,1978,91770182.87105
lux,1979,94596169.05347
lux,1980,152157045.50581
lux,1981,123946762.38662
lux,1982,155429240.03282
lux,1983,165791189.36834
lux,1984,147050438.89549
lux,1985,150570526.94727
lux,1986,145042501.34482
lux,1987,168889858.42801
lux,1988,207734773.75997
lux,1989,196207724.85802
lux,1990,218270248.56284
lux,1991,247323369.66626
lux,1992,329252179.60382
lux,1993,347695457.84695
lux,1994,327368188.81554
lux,1995,338963000
lux,1996,493481000
lux,1997,400804000
lux,1998,515219000
lux,1999,512501000
lux,2000,521656000
lux,2001,226702000
lux,2002,709989000
lux,2003,823437000
lux,2004,833280000
lux,2005,961146000
lux,2006,808599000
lux,2007,820176000
lux,2008,875228000
lux,2009,999872000
lux,2010,1312703000
lux,2011,1173899000
lux,2012,1171735000
lux,2013,1025631000
lux,2014,1162707000
lux,2015,1325660000
lux,2016,1366120000
lva,1994,26764218.758
lva,1995,73716142.76527
lva,1996,107919135.34926
lva,1997,70893165.09297
lva,1998,90525950.33608
lva,1999,97658806.72278
lva,2000,110914280.51064
lva,2001,102108126.87463
lva,2002,102239031.08121
lva,2003,255038389.08145
lva,2004,391535904.74727
lva,2005,462147341.22174
lva,2006,908803877.04111
lva,2007,1209015600.36653
lva,2008,816802408.6374
lva,2009,397930290.66425
lva,2010,390007740.42265
lva,2011,705165309.24696
lva,2012,783282394.52251
lva,2013,720431300.90324
lva,2014,797226538.26671
lva,2015,1202293953.9331
lva,2016,908737002.06601
mac,1996,1255200000
mac,1997,1465650000
mac,1998,1543440000
mac,1999,1159354545.94
mac,2000,791858407.12
mac,2001,880873360.41
mac,2002,1476856394.4329
mac,2003,2470804950.64249
mac,2004,3470520723.43804
mac,2005,4455000000
mac,2006,4549000000
mac,2007,3735043207.34024
mac,2008,3376056651.83
mac,2009,4240991287.55567
mac,2010,5477214674.86
mac,2011,9403560266.66
mac,2012,13951175194.24
mac,2013,3306162274
mac,2014,7587047876.27
mac,2015,9208872044.82
mac,2016,9053257720.42
mar,1990,16686000000
mar,1991,14735000000
mar,1992,16460000000
mar,1993,15556000000
mar,1994,15525000000
mar,1995,10086000000
mar,1997,5330000000
mar,1998,11292000000
mar,1999,13144000000
mar,2002,15496377000
mar,2003,14393000000
mar,2004,14789000000
mar,2005,15876000000
mar,2006,16602000000
mar,2007,19026000000
mar,2008,26571261436
mar,2009,32170109426
mar,2010,29510357171
mar,2011,36140590948
mar,2012,46058684000
mar,2013,45702200000
mar,2014,49673100000
mar,2015,2239000000
mar,2016,57338273200
mda,1997,62000000
mda,1998,183600000
mda,1999,-24700000
mda,2000,-3400000
mda,2001,60500000
mda,2003,692500000
mda,2004,554200000
mda,2005,730400000
mda,2006,1012700000
mda,2007,2129100000
mda,2008,2279300000
mda,2009,1457100000
mda,2010,1352400000
mda,2011,1311500000
mda,2012,1482800000
mda,2013,1518100000
mda,2014,1545100000
mda,2015,985300000
mda,2016,3007400000
mdg,2008,1676800000000
mdg,2009,727800000000
mdg,2010,913746000000
mdg,2011,841832000000
mdg,2012,595199000000
mdg,2013,730402000000
mdg,2014,999029000000
mdg,2015,1000465000000
mdg,2016,1668212912716.07007
mdv,1990,353200000
mdv,1991,583100000
mdv,1992,624500000
mdv,1993,702200000
mdv,1994,663600000
mdv,1995,836000000
mdv,1996,733900000
mdv,1997,750400000
mdv,1998,813900000
mdv,1999,945400000
mdv,2000,859800000
mdv,2001,924100000
mdv,2002,1021600000
mdv,2003,1178700000
mdv,2004,970300000
mdv,2005,1097100000
mdv,2006,1408900000
mdv,2007,1728800000
mdv,2008,2836900000
mdv,2009,2325400000
mdv,2010,2518900000
mdv,2011,3053500000
mex,1972,11000000
mex,1973,16000000
mex,1974,19000000
mex,1975,24000000
mex,1976,32000000
mex,1977,46000000
mex,1978,72000000
mex,1979,101000000
mex,1980,191000000
mex,1981,272000000
mex,1982,346000000
mex,1983,325000000
mex,1984,585000000
mex,1985,828000000
mex,1986,1376000000
mex,1987,2868000000
mex,1988,4393000000
mex,1989,6181000000
mex,1990,7763000000
mex,1991,11134000000
mex,1992,12325000000
mex,1993,14659000000
mex,1994,17918000000
mex,1995,17014000000
mex,1996,22790000000
mex,1997,31607000000
mex,1998,26896000000
mex,1999,25260000000
mex,2000,26201000000
mex,2008,62586503327.35
mex,2009,78496773098.83998
mex,2010,87621069276.63
mex,2011,109098762574.492
mex,2012,110257419619.08
mex,2013,96066082145.22
mex,2014,128631237964.31
mex,2015,120106533984.88
mex,2016,102289431232.686
mhl,2008,13855919
mhl,2009,16229142
mhl,2010,16485791
mhl,2011,13105093
mhl,2012,7299567
mhl,2013,7169878
mhl,2014,5428380
mhl,2015,6964810
mhl,2016,6178282
mkd,2005,5485257803.5
mkd,2006,6522576556
mkd,2007,9160818397.5
mkd,2008,12078000000
mkd,2009,8286000000
mkd,2010,7467000000
mkd,2011,10333000000
mkd,2012,14324000000
mkd,2013,12758251261
mkd,2014,13357646420
mkd,2015,13775770222
mkd,2016,11529379340
mli,2000,179730770350
mli,2001,166343692000
mli,2002,197730102653
mli,2003,213751147783
mli,2004,240794020092
mli,2005,264998050411
mli,2006,324886274600
mli,2007,431100000000
mli,2008,294907000000
mli,2009,376199000000
mli,2010,378125000000
mli,2011,437851000000
mli,2012,134178000000
mli,2013,388889000000
mli,2014,198400000000
mli,2015,524788297345
mli,2016,762200000000
mlt,1972,12671791.28814
mlt,1973,14535290.00699
mlt,1974,14884696.01677
mlt,1975,43093407.87328
mlt,1976,45026787.79408
mlt,1977,32914046.12159
mlt,1978,43699044.95691
mlt,1980,54926624.73795
mlt,1981,39156766.82972
mlt,1982,49289541.11344
mlt,1983,67062660.14442
mlt,1984,84696016.77149
mlt,1985,89098532.49476
mlt,1986,105590496.15653
mlt,1987,123759608.66527
mlt,1988,104938271.60494
mlt,1989,166620079.1987
mlt,1990,556488552.89048
mlt,1991,575859303.02522
mlt,1992,285894908.8514
mlt,1993,302281369.74969
mlt,1994,316931516.91042
mlt,1995,195470694.58627
mlt,1996,252154601.40284
mlt,1997,294566809.03379
mlt,1998,365049007.39479
mlt,1999,411852354.69529
mlt,2000,371907945.6118
mlt,2001,334809834.74526
mlt,2002,412653735.92554
mlt,2003,494828704.96036
mlt,2004,338194576.57085
mlt,2005,446512865.81779
mlt,2006,457170580.56245
mlt,2007,420170406.05552
mlt,2008,133575843.33487
mlt,2009,121602904.64494
mlt,2010,135580984.69235
mlt,2011,169735321.49665
mlt,2012,219259778.31424
mlt,2013,200298054.41454
mlt,2014,279327672.96225
mlt,2015,376827789.64488
mlt,2016,240945144.09917
mmr,2003,354442000000
mmr,2004,435859000000
mmr,2005,657470000000
mmr,2012,3894556514000
mmr,2013,4434904218000
mmr,2014,4514333898000
mmr,2015,4505122882000
mmr,2016,3895179979000
mmr,2017,5010602674000
mng,1992,830000000
mng,1993,8959000000
mng,1994,8766000000
mng,1995,17879000000
mng,1996,20407000000
mng,1997,13722000000
mng,1998,15151000000
mng,1999,28440000000
mng,2000,26909000000
mng,2001,42251000000
mng,2002,86180255366.0799
mng,2003,133695955900
mng,2006,473144516685.17999
mng,2007,413268931386.88
mng,2008,582132517667
mng,2009,427290118251.39001
mng,2010,508693254210
mng,2011,1104133298934.87012
mng,2012,1279337494809.04004
mng,2013,1083065782760
mng,2014,1248084972682.44995
mng,2015,951130871082.22083
mng,2016,1895996400000
moz,2010,25130294331.22
