geo,time,ne_con_totl_zs
caf,1968,89.09981
caf,1969,93.89811
caf,1970,91.64018
caf,1971,88.87562
caf,1972,90.44478
caf,1973,87.02302
caf,1974,100.09747
caf,1975,104.98832
caf,1976,95.17348
caf,1977,97.56657
caf,1978,99.57857
caf,1979,102.90617
caf,1980,108.85211
caf,1981,100.93689
caf,1982,105.37738
caf,1983,100.63461
caf,1984,99.80054
caf,1985,94.2434
caf,1986,97.65674
caf,1987,98.07504
caf,1988,96.79972
caf,1989,94.40343
caf,1990,96.09999
caf,1991,95.88797
caf,1992,97.09517
caf,1993,94.93487
caf,1994,89.91316
caf,1995,91.91497
caf,1996,96.86861
caf,1997,91.96976
caf,1998,94.72299
caf,1999,91.80306
caf,2000,93.84295
caf,2001,95.17522
caf,2002,94.55827
caf,2003,93.35444
caf,2004,98.43597
caf,2005,98.25766
caf,2006,97.52971
caf,2007,98.66299
caf,2008,99.70181
caf,2009,94.03154
caf,2010,89.92639
caf,2011,90.60983
caf,2012,99.12521
caf,2013,100.93805
caf,2014,97.75273
caf,2015,97.20435
caf,2016,98.42351
caf,2017,97.02275
caf,2018,102.19481
caf,2019,99.17876
caf,2020,99.17876
can,1961,79.87249
can,1962,78.52422
can,1963,77.99205
can,1964,76.67813
can,1965,75.55503
can,1966,74.8987
can,1967,76.45124
can,1968,77.16149
can,1969,77.20854
can,1970,77.64259
can,1971,77.65887
can,1972,77.70812
can,1973,75.57468
can,1974,74.59155
can,1975,77.50306
can,1976,76.52657
can,1977,77.44695
can,1978,77.33771
can,1979,75.3937
can,1980,75.35341
can,1981,74.38801
can,1982,76.85929
can,1983,77.1856
can,1984,76.06221
can,1985,76.47322
can,1986,77.89036
can,1987,76.82288
can,1988,75.89161
can,1989,76.5178
can,1990,78.74334
can,1991,81.59035
can,1992,82.42435
can,1993,81.80224
can,1994,79.51215
can,1995,77.73257
can,1996,77.43795
can,1997,76.72983
can,1998,76.91994
can,1999,75.56862
can,2000,73.64101
can,2001,74.60349
can,2002,75.7903
can,2003,75.57179
can,2004,74.13582
can,2005,73.38195
can,2006,73.66779
can,2007,73.97868
can,2008,74.18077
can,2009,79.53751
can,2010,78.47382
can,2011,77.04862
can,2012,77.07816
can,2013,76.6652
can,2014,76.06287
can,2015,78.68679
can,2016,79.53235
can,2017,78.67956
can,2018,78.50763
can,2019,78.58074
can,2020,79.80695
che,1980,67.97156
che,1981,67.92575
che,1982,68.23548
che,1983,69.38222
che,1984,68.00996
che,1985,67.47473
che,1986,67.151
che,1987,67.07885
che,1988,66.06744
che,1989,65.35597
che,1990,64.74814
che,1991,66.75149
che,1992,68.32653
che,1993,68.33521
che,1994,67.58269
che,1995,68.02378
che,1996,68.95227
che,1997,69.25749
che,1998,68.67588
che,1999,68.99048
che,2000,67.64729
che,2001,67.75663
che,2002,68.22767
che,2003,68.69899
che,2004,68.07425
che,2005,66.97999
che,2006,64.76362
che,2007,63.04961
che,2008,62.73933
che,2009,64.90988
che,2010,63.96261
che,2011,63.57506
che,2012,63.62005
che,2013,63.79133
che,2014,63.28055
che,2015,63.63973
che,2016,63.6265
che,2017,63.98761
che,2018,62.85231
che,2019,62.8643
che,2020,62.84848
chl,1960,88.95662
chl,1961,88.97934
chl,1962,89.01079
chl,1963,87.64876
chl,1964,86.75552
chl,1965,84.24542
chl,1966,82.51522
chl,1967,82.53722
chl,1968,82.86669
chl,1969,82.53816
chl,1970,82.90133
chl,1971,86.52927
chl,1972,91.32504
chl,1973,93.94314
chl,1974,78.17073
chl,1975,88.86896
chl,1976,82.88978
chl,1977,87.37742
chl,1978,85.53197
chl,1979,85.04105
chl,1980,83.13937
chl,1981,88.18491
chl,1982,90.94944
chl,1983,86.00325
chl,1984,83.19258
chl,1985,79.81709
chl,1986,78.05647
chl,1987,74.88682
chl,1988,70.27345
chl,1989,70.21954
chl,1990,71.61782
chl,1991,72.97614
chl,1992,74.82661
chl,1993,75.94065
chl,1994,74.58505
chl,1995,72.3863
chl,1996,73.62722
chl,1997,74.22654
chl,1998,76.33507
chl,1999,76.94518
chl,2000,76.13567
chl,2001,75.97908
chl,2002,75.45278
chl,2003,73.95718
chl,2004,70.34997
chl,2005,69.45696
chl,2006,64.69262
chl,2007,65.42394
chl,2008,71.12381
chl,2009,71.19729
chl,2010,70.4335
chl,2011,72.03899
chl,2012,73.57869
chl,2013,74.94896
chl,2014,75.80983
chl,2015,76.43385
chl,2016,77.17885
chl,2017,77.52296
chl,2018,78.12001
chl,2019,77.83756
chl,2020,74.92878
chn,1960,62.89319
chn,1961,80.57287
chn,1962,84.85371
chn,1963,81.16291
chn,1964,73.20561
chn,1965,66.66045
chn,1966,66.15285
chn,1967,71.18361
chn,1968,72.85486
chn,1969,69.21043
chn,1970,63.89857
chn,1971,63.20984
chn,1972,64.28224
chn,1973,63.45297
chn,1974,63.92855
chn,1975,61.99184
chn,1976,65.82381
chn,1977,63.24083
chn,1978,60.71756
chn,1979,62.89509
chn,1980,64.68937
chn,1981,66.41635
chn,1982,66.56635
chn,1983,67.45148
chn,1984,65.76415
chn,1985,65.07085
chn,1986,64.86818
chn,1987,62.78256
chn,1988,62.11547
chn,1989,64.28315
chn,1990,63.64912
chn,1991,61.91879
chn,1992,59.71528
chn,1993,58.3489
chn,1994,58.17905
chn,1995,59.06228
chn,1996,60.04747
chn,1997,59.64839
chn,1998,60.45133
chn,1999,62.57131
chn,2000,63.57079
chn,2001,61.93325
chn,2002,60.98344
chn,2003,58.02199
chn,2004,55.23625
chn,2005,54.38454
chn,2006,52.5725
chn,2007,50.99629
chn,2008,49.77349
chn,2009,50.08027
chn,2010,48.91336
chn,2011,50.15929
chn,2012,51.14261
chn,2013,51.71715
chn,2014,52.52494
chn,2015,53.99089
chn,2016,55.03874
chn,2017,54.86761
chn,2018,55.05769
chn,2019,56.01857
chn,2020,54.82224
civ,1960,70.90959
civ,1961,72.77143
civ,1962,75.76595
civ,1963,70.65147
civ,1964,66.69462
civ,1965,71.42857
civ,1966,70.469
civ,1967,72.78528
civ,1968,69.48297
civ,1969,70.78271
civ,1970,70.84265
civ,1971,74.4154
civ,1972,74.61918
civ,1973,74.29798
civ,1974,70.66306
civ,1975,77.41163
civ,1976,71.51706
civ,1977,66.37214
civ,1978,71.15212
civ,1979,75.09383
civ,1980,79.64091
civ,1981,81.16872
civ,1982,79.71528
civ,1983,80.34769
civ,1984,74.82857
civ,1985,72.6713
civ,1986,78.62213
civ,1987,83.87303
civ,1988,84.75166
civ,1989,88.11792
civ,1990,88.73294
civ,1991,89.61637
civ,1992,90.82009
civ,1993,86.67055
civ,1994,75.06613
civ,1995,77.0853
civ,1996,83.67542
civ,1997,81.15381
civ,1998,79.01279
civ,1999,83.79187
civ,2000,83.49147
civ,2001,83.95413
civ,2002,81.15615
civ,2003,81.80959
civ,2004,83.11743
civ,2005,85.22083
civ,2006,83.82769
civ,2007,86.72276
civ,2008,81.73326
civ,2009,81.10387
civ,2010,78.79274
civ,2011,77.55943
civ,2012,79.88529
civ,2013,77.12207
civ,2014,74.74604
civ,2015,74.5198
civ,2016,76.58263
civ,2017,78.57861
civ,2018,79.5737
civ,2019,78.78971
civ,2020,76.7812
cmr,1965,87.96992
cmr,1966,89.2396
cmr,1967,88.18932
cmr,1968,89.15058
cmr,1969,88.78015
cmr,1970,82.43243
cmr,1971,87.49271
cmr,1972,87.4471
cmr,1973,83.41199
cmr,1974,80.28115
cmr,1975,82.88421
cmr,1976,87.13357
cmr,1977,74.25659
cmr,1978,73.21802
cmr,1979,78.64347
cmr,1980,78.25628
cmr,1981,80.37464
cmr,1982,70.43728
cmr,1983,72.84683
cmr,1984,71.405
cmr,1985,73.32893
cmr,1986,73.98819
cmr,1987,79.00686
cmr,1988,79.02998
cmr,1989,79.93225
cmr,1990,79.31878
cmr,1991,77.96838
cmr,1992,83.46321
cmr,1993,79.61578
cmr,1994,77.38746
cmr,1995,75.90569
cmr,1996,79.22398
cmr,1997,77.48438
cmr,1998,79.88288
cmr,1999,80.71188
cmr,2000,81.02199
cmr,2001,82.27577
cmr,2002,83.06801
cmr,2003,83.27463
cmr,2004,81.87478
cmr,2005,81.83584
cmr,2006,80.97039
cmr,2007,80.87996
cmr,2008,83.15363
cmr,2009,84.45159
cmr,2010,84.27236
cmr,2011,84.33021
cmr,2012,84.28183
cmr,2013,83.74477
cmr,2014,83.8846
cmr,2015,85.31199
cmr,2016,82.92062
cmr,2017,83.05169
cmr,2018,83.57707
cmr,2019,84.74369
cmr,2020,85.448
cod,1994,89.36611
cod,1995,85.87035
cod,1996,72.45892
cod,1997,93.75
cod,1998,100.99913
cod,1999,90.83755
cod,2000,89.68168
cod,2001,94.36243
cod,2002,90.53837
cod,2003,96.50592
cod,2004,91.62047
cod,2005,94.64634
cod,2006,89.91672
cod,2007,88.28994
cod,2008,94.85959
cod,2009,94.75587
cod,2010,79.74395
cod,2011,81.2748
cod,2012,92.41746
cod,2013,82.7318
cod,2014,81.80247
cod,2015,84.31616
cod,2016,85.93064
cod,2017,78.71521
cod,2018,82.80506
cod,2019,82.54585
cod,2020,76.67989
cog,1960,111.96701
cog,1961,99.54819
cog,1962,96.16364
cog,1963,98.63354
cog,1964,97.98585
cog,1965,94.65021
cog,1966,90.95942
cog,1967,93.83564
cog,1968,97.26692
cog,1969,98.11322
cog,1970,98.8158
cog,1971,93.4611
cog,1972,94.39614
cog,1973,79.80131
cog,1974,71.18522
cog,1975,88.74696
cog,1976,95.1747
cog,1977,93.08522
cog,1978,90.01533
cog,1979,75.25494
cog,1980,64.34517
cog,1981,69.90954
cog,1982,53.50704
cog,1983,55.38038
cog,1984,53.60459
cog,1985,68.93284
cog,1986,84.38421
cog,1987,77.15822
cog,1988,81.18361
cog,1989,72.17631
cog,1990,51.35912
cog,1991,65.8872
cog,1992,54.15682
cog,1993,59.00733
cog,1994,61.21607
cog,1995,62.32324
cog,1996,58.70267
cog,1997,62.33011
cog,1998,69.66577
cog,1999,51.97408
cog,2000,35.07258
cog,2001,47.84965
cog,2002,48.09092
cog,2003,42.50637
cog,2004,50.50396
cog,2005,43.60473
cog,2006,42.38905
cog,2007,50.56215
cog,2008,44.23124
cog,2009,52.29743
cog,2010,39.8184
cog,2011,40.52638
cog,2012,37.46355
cog,2013,40.0697
cog,2014,44.34367
cog,2015,57.83621
cog,2016,66.76908
cog,2017,59.82
cog,2018,52.79024
cog,2019,55.3039
cog,2020,74.63778
col,1960,79.4181
col,1961,80.86577
col,1962,81.88627
col,1963,82.62025
col,1964,83.36867
col,1965,82.84949
col,1966,85.30668
col,1967,82.13102
col,1968,81.94785
col,1969,82.59255
col,1970,81.05191
col,1971,84.63493
col,1972,81.41646
col,1973,79.4699
col,1974,79.63454
col,1975,81.2018
col,1976,79.28608
col,1977,77.58108
col,1978,78.88832
col,1979,80.07767
col,1980,80.31049
col,1981,82.94293
col,1982,83.79096
col,1983,82.88757
col,1984,81.6142
col,1985,79.67665
col,1986,75.15498
col,1987,75.96872
col,1988,75.58073
col,1989,75.84074
col,1990,76.44574
col,1991,76.23538
col,1992,80.01998
col,1993,80.86635
col,1994,80.38237
col,1995,80.631
col,1996,83.49425
col,1997,84.99023
col,1998,86.16614
col,1999,86.57599
col,2000,85.94118
col,2001,87.09459
col,2002,86.09996
col,2003,84.68377
col,2004,82.88093
col,2005,81.82437
col,2006,81.24522
col,2007,80.77833
col,2008,79.22754
col,2009,80.31955
col,2010,79.69415
col,2011,77.92182
col,2012,79.1081
col,2013,79.63122
col,2014,80.21465
col,2015,83.28665
col,2016,83.60095
col,2017,83.39296
col,2018,83.53984
col,2019,84.30732
col,2020,87.60018
com,1980,100.04015
com,1981,100.04311
com,1982,100.04135
com,1983,100.04245
com,1984,100.04213
com,1985,100.043
com,1986,100.0424
com,1987,100.04239
com,1988,100.04332
com,1989,100.04315
com,1990,100.04189
com,1991,100.04346
com,1992,100.04295
com,1993,100.04289
com,1994,100.04289
com,1995,100.04223
com,1996,100.04278
com,1997,100.04262
com,1998,100.04214
com,1999,100.0419
com,2000,100.04224
com,2001,100.04232
com,2002,100.04241
com,2003,100.04246
com,2004,100.04229
com,2005,100.04254
com,2006,100.04275
com,2007,98.31809
com,2008,100.52696
com,2009,101.28236
com,2010,102.09736
com,2011,104.06669
com,2012,106.76712
com,2013,104.79035
com,2014,104.67991
com,2015,103.89452
com,2016,103.22642
com,2017,102.92828
com,2018,102.31001
com,2019,103.94325
com,2020,109.66494
cpv,2007,80.3997
cpv,2008,77.65726
cpv,2009,82.09291
cpv,2010,81.45039
cpv,2011,81.302
cpv,2012,82.22001
cpv,2013,82.72462
cpv,2014,83.31993
cpv,2015,84.06461
cpv,2016,80.47586
cpv,2017,83.24417
cpv,2018,79.40709
cpv,2019,79.18981
cpv,2020,84.19358
cri,1960,87.39031
cri,1961,85.31729
cri,1962,83.87308
cri,1963,86.24639
cri,1964,88.15475
cri,1965,91.12129
cri,1966,86.93453
cri,1967,86.98073
cri,1968,86.66199
cri,1969,85.32704
cri,1970,86.20737
cri,1971,85.9745
cri,1972,84.35088
cri,1973,82.08002
cri,1974,88.23899
cri,1975,86.84467
cri,1976,82.33957
cri,1977,81.1961
cri,1978,84.3889
cri,1979,84.95651
cri,1980,83.76641
cri,1981,75.88117
cri,1982,72.39488
cri,1983,76.56387
cri,1984,76.89007
cri,1985,75.86376
cri,1986,73.94449
cri,1987,77.01268
cri,1988,77.32059
cri,1989,77.29465
cri,1990,79.58179
cri,1991,86.22559
cri,1992,85.09921
cri,1993,86.24909
cri,1994,85.45723
cri,1995,83.97411
cri,1996,86.2827
cri,1997,84.34064
cri,1998,81.45056
cri,1999,81.34308
cri,2000,79.97759
cri,2001,79.72012
cri,2002,82.07855
cri,2003,83.01923
cri,2004,81.9112
cri,2005,83.32947
cri,2006,82.10084
cri,2007,82.00555
cri,2008,84.17785
cri,2009,82.04179
cri,2010,82.01935
cri,2011,83.64603
cri,2012,83.89171
cri,2013,83.29265
cri,2014,83.24226
cri,2015,81.90852
cri,2016,80.76934
cri,2017,81.48171
cri,2018,81.09846
cri,2019,81.4196
cri,2020,81.74045
cub,1970,86.2629
cub,1971,86.25414
cub,1972,86.25778
cub,1973,86.27363
cub,1974,86.30399
cub,1975,86.22494
cub,1976,86.21035
cub,1977,86.27599
cub,1978,86.35289
cub,1979,86.4558
cub,1980,85.82967
cub,1981,86.13739
cub,1982,86.60419
cub,1983,86.7374
cub,1984,86.97036
cub,1985,82.69904
cub,1986,87.67596
cub,1987,88.93818
cub,1988,87.40346
cub,1989,88.13514
cub,1990,84.90287
cub,1991,92.70561
cub,1992,95.85229
cub,1993,97.32353
cub,1994,95.22458
cub,1995,94.90318
cub,1996,86.10018
cub,1997,87.9527
cub,1998,90.79634
cub,1999,90.93691
cub,2000,90.31233
cub,2001,91.42615
cub,2002,92.47875
cub,2003,92.1794
cub,2004,90.46724
cub,2005,86.5505
cub,2006,88.03294
cub,2007,87.11178
cub,2008,88.93733
cub,2009,87.05702
cub,2010,85.07804
cub,2011,88.28236
cub,2012,86.26899
cub,2013,86.7294
cub,2014,87.49504
cub,2015,87.92995
cub,2016,87.74434
cub,2017,86.82306
cub,2018,86.004
cub,2019,86.89813
cub,2020,89.47109
cyp,1975,98.67703
cyp,1976,92.0036
cyp,1977,89.71874
cyp,1978,87.44324
cyp,1979,81.00985
cyp,1980,80.534
cyp,1981,80.11415
cyp,1982,80.99327
cyp,1983,82.49318
cyp,1984,77.77778
cyp,1985,77.87747
cyp,1986,75.27641
cyp,1987,76.14313
cyp,1988,77.29345
cyp,1989,75.50179
cyp,1990,78.56165
cyp,1991,84.16645
cyp,1992,82.48413
cyp,1993,76.34593
cyp,1994,74.88153
cyp,1995,74.27407
cyp,1996,76.17342
cyp,1997,77.30437
cyp,1998,78.43424
cyp,1999,77.4145
cyp,2000,76.99007
cyp,2001,77.53652
cyp,2002,78.36964
cyp,2003,78.80459
cyp,2004,78.05343
cyp,2005,78.0846
cyp,2006,78.33038
cyp,2007,80.37594
cyp,2008,83.80655
cyp,2009,82.47194
cyp,2010,84.31608
cyp,2011,84.90036
cyp,2012,85.71022
cyp,2013,85.49438
cyp,2014,85.49658
cyp,2015,83.70483
cyp,2016,80.86516
cyp,2017,79.77239
cyp,2018,79.35759
cyp,2019,79.47452
cyp,2020,83.66731
cze,1990,71.19671
cze,1991,68.95546
cze,1992,71.81697
cze,1993,70.83083
cze,1994,70.40414
cze,1995,68.89512
cze,1996,68.72508
cze,1997,71.16291
cze,1998,69.37218
cze,1999,70.6526
cze,2000,69.91806
cze,2001,69.17863
cze,2002,70.70935
cze,2003,71.82382
cze,2004,69.34818
cze,2005,68.12029
cze,2006,66.89481
cze,2007,65.18317
cze,2008,66.50809
cze,2009,69.30559
cze,2010,69.58303
cze,2011,69.02816
cze,2012,68.87664
cze,2013,69.29247
cze,2014,67.65631
cze,2015,66.07486
cze,2016,66.34814
cze,2017,66.10675
cze,2018,66.85782
cze,2019,66.39775
cze,2020,67.24819
deu,1970,71.88335
deu,1971,73.16185
deu,1972,74.14479
deu,1973,74.35538
deu,1974,75.52604
deu,1975,79.10086
deu,1976,78.47381
deu,1977,78.72721
deu,1978,78.26104
deu,1979,78.47713
deu,1980,79.71473
deu,1981,80.82047
deu,1982,80.41778
deu,1983,80.27388
deu,1984,79.87035
deu,1985,79.17481
deu,1986,77.58626
deu,1987,78.2211
deu,1988,77.48321
deu,1989,76.61434
deu,1990,75.44203
deu,1991,74.71522
deu,1992,75.24141
deu,1993,76.01134
deu,1994,75.506
deu,1995,75.26641
deu,1996,76.02327
deu,1997,75.54659
deu,1998,74.7507
deu,1999,75.44395
deu,2000,75.34377
deu,2001,75.41297
deu,2002,74.97334
deu,2003,75.7891
deu,2004,74.9604
deu,2005,75.31445
deu,2006,74.0132
deu,2007,71.84897
deu,2008,72.48024
deu,2009,76.43244
deu,2010,74.67189
deu,2011,73.45662
deu,2012,74.18383
deu,2013,74.18777
deu,2014,73.01128
deu,2015,72.6618
deu,2016,72.65569
deu,2017,71.94885
deu,2018,71.92766
deu,2019,72.21006
deu,2020,73.12573
dji,2013,78.04623
dji,2014,79.76474
dji,2015,81.28438
dji,2016,83.6667
dji,2017,84.4842
dji,2018,84.23247
dji,2019,79.11997
dji,2020,69.72637
dma,2009,104.44226
dma,2010,99.61675
dma,2011,98.69083
dma,2012,103.87368
dma,2013,96.37952
dma,2014,97.54799
dma,2015,99.8363
dma,2016,97.31331
dma,2017,104.0611
dma,2018,115.98932
dnk,1966,75.92843
dnk,1967,76.91793
dnk,1968,76.33908
dnk,1969,75.03798
dnk,1970,76.0865
dnk,1971,76.11313
dnk,1972,73.70114
dnk,1973,74.35653
dnk,1974,76.41296
dnk,1975,78.48837
dnk,1976,79.11754
dnk,1977,79.16113
dnk,1978,79.08117
dnk,1979,79.26388
dnk,1980,80.32589
dnk,1981,81.57961
dnk,1982,80.82004
dnk,1983,79.42615
dnk,1984,77.72046
dnk,1985,77.12526
dnk,1986,76.41446
dnk,1987,75.92346
dnk,1988,75.46661
dnk,1989,74.88172
dnk,1990,73.6455
dnk,1991,74.16995
dnk,1992,74.15363
dnk,1993,75.09464
dnk,1994,75.34227
dnk,1995,74.60427
dnk,1996,74.2728
dnk,1997,73.58079
dnk,1998,74.27085
dnk,1999,73.11257
dnk,2000,70.93785
dnk,2001,71.03438
dnk,2002,71.80496
dnk,2003,72.28316
dnk,2004,72.65957
dnk,2005,72.28906
dnk,2006,71.60835
dnk,2007,71.82495
dnk,2008,72.49254
dnk,2009,76.41455
dnk,2010,74.97808
dnk,2011,74.47855
dnk,2012,74.51359
dnk,2013,73.70169
dnk,2014,72.94661
dnk,2015,72.58067
dnk,2016,71.54147
dnk,2017,70.77157
dnk,2018,71.2561
dnk,2019,70.64375
dnk,2020,70.62318
dom,1960,83.43252
dom,1961,87.12729
dom,1962,90.59584
dom,1963,91.25216
dom,1964,91.8682
dom,1965,96.55444
dom,1966,95.07064
dom,1967,93.42868
dom,1968,94.63442
dom,1969,91.5319
dom,1970,90.83319
dom,1971,91.83806
dom,1972,83.65864
dom,1973,82.31632
dom,1974,86.00639
dom,1975,78.84623
dom,1976,84.567
dom,1977,85.41402
dom,1978,86.94763
dom,1979,84.38595
dom,1980,89.09357
dom,1981,84.68435
dom,1982,88.95693
dom,1983,87.62236
dom,1984,90.39888
dom,1985,87.29916
dom,1986,83.9751
dom,1987,84.16251
dom,1988,79.16982
dom,1989,82.3656
dom,1990,84.62734
dom,1991,86.28705
dom,1992,88.06603
dom,1993,85.46609
dom,1994,83.73643
dom,1995,83.39498
dom,1996,82.8148
dom,1997,81.68726
dom,1998,79.22216
dom,1999,79.22778
dom,2000,80.41208
dom,2001,79.95868
dom,2002,80.31851
dom,2003,80.73434
dom,2004,78.42912
dom,2005,80.21821
dom,2006,80.38978
dom,2007,80.0718
dom,2008,83.55486
dom,2009,84.97694
dom,2010,84.26847
dom,2011,85.58946
dom,2012,84.92657
dom,2013,83.62377
dom,2014,82.0807
dom,2015,81.20577
dom,2016,80.79502
dom,2017,80.38891
dom,2018,79.15743
dom,2019,78.86909
dom,2020,82.3206
dza,1960,82.73464
dza,1961,72.06465
dza,1962,67.1588
dza,1963,82.56427
dza,1964,81.93204
dza,1965,80.62519
dza,1966,81.34324
dza,1967,74.76293
dza,1968,73.18369
dza,1969,71.92924
dza,1970,70.43086
dza,1971,73.93991
dza,1972,70.97482
dza,1973,65.8019
dza,1974,56.7242
dza,1975,63.86984
dza,1976,60.71381
dza,1977,64.23902
dza,1978,62.41354
dza,1979,59.17152
dza,1980,56.92308
dza,1981,59.29989
dza,1982,60.78998
dza,1983,60.29097
dza,1984,66.59193
dza,1985,68.58908
dza,1986,76.76126
dza,1987,76.58326
dza,1988,79.45636
dza,1989,79.80156
dza,1990,72.90392
dza,1991,62.64062
dza,1992,67.79241
dza,1993,72.26415
dza,1994,73.44284
dza,1995,71.8929
dza,1996,68.50584
dza,1997,67.98432
dza,1998,72.78926
dza,1999,68.3812
dza,2000,55.15499
dza,2001,58.4865
dza,2002,59.47173
dza,2003,55.28645
dza,2004,52.33143
dza,2005,45.2118
dza,2006,42.93818
dza,2007,43.33232
dza,2008,43.38939
dza,2009,53.70457
dza,2010,51.54727
dza,2011,51.84486
dza,2012,52.46561
dza,2013,53.79345
dza,2014,55.89338
dza,2015,62.57082
dza,2016,63.40297
dza,2017,61.51317
dza,2018,59.21635
dza,2019,60.23201
dza,2020,68.30307
ecu,1960,74.98913
ecu,1961,75.53155
ecu,1962,75.764
ecu,1963,75.79623
ecu,1964,76.68845
ecu,1965,76.94593
ecu,1966,78.24623
ecu,1967,79.0203
ecu,1968,84.51833
ecu,1969,81.11538
ecu,1970,84.00888
ecu,1971,83.71085
ecu,1972,79.88865
ecu,1973,78.25615
ecu,1974,71.45707
ecu,1975,82.68842
ecu,1976,80.88687
ecu,1977,77.34677
ecu,1978,77.22861
ecu,1979,77.47818
ecu,1980,75.35408
ecu,1981,74.85323
ecu,1982,81.33515
ecu,1983,79.09075
ecu,1984,79.52362
ecu,1985,77.40296
ecu,1986,78.28295
ecu,1987,81.59096
ecu,1988,78.54049
ecu,1989,77.45697
ecu,1990,74.99417
ecu,1991,75.80202
ecu,1992,73.86901
ecu,1993,82.02211
ecu,1994,81.93184
ecu,1995,83.5127
ecu,1996,81.13132
ecu,1997,81.63839
ecu,1998,83.61555
ecu,1999,76.8177
ecu,2000,73.93091
ecu,2001,81.95037
ecu,2002,82.68942
ecu,2003,82.45528
ecu,2004,81.35754
ecu,2005,79.22638
ecu,2006,76.58382
ecu,2007,76.01877
ecu,2008,73.34216
ecu,2009,75.96737
ecu,2010,76.47601
ecu,2011,74.10544
ecu,2012,73.62566
ecu,2013,73.86252
ecu,2014,73.29002
ecu,2015,75.85734
ecu,2016,74.53272
ecu,2017,74.47583
ecu,2018,74.405
ecu,2019,74.07408
ecu,2020,75.1034
egy,1960,86.52376
egy,1961,86.02734
egy,1962,86.60173
egy,1963,87.36062
egy,1964,87.07204
egy,1965,86.12227
egy,1966,87.7561
egy,1967,88.21998
egy,1968,92.65065
egy,1969,92.33281
egy,1970,88.92429
egy,1971,91.6758
egy,1972,93.41136
egy,1973,91.42857
egy,1974,92.04169
egy,1975,91.43331
egy,1976,89.12239
egy,1977,85.78789
egy,1978,85.43266
egy,1979,84.29176
egy,1980,84.83967
egy,1981,80.43795
egy,1982,80.46446
egy,1983,80.45113
egy,1984,81.01266
egy,1985,79.89276
egy,1986,78.91156
egy,1987,84.07767
egy,1988,84.74026
egy,1989,82.85714
egy,1990,83.29854
egy,1991,84.17778
egy,1992,83.03379
egy,1993,84.40722
egy,1994,84.85714
egy,1995,85
egy,1996,87.31473
egy,1997,88.49191
egy,1998,87.99582
egy,1999,86.63849
egy,2000,87.06263
egy,2001,86.59047
egy,2002,86.35524
egy,2003,85.7006
egy,2004,84.42201
egy,2005,84.28969
egy,2006,82.88813
egy,2007,83.72718
egy,2008,83.20491
egy,2009,87.44963
egy,2010,85.73678
egy,2011,87.01772
egy,2012,91.89108
egy,2013,92.12535
egy,2014,94.78873
egy,2015,94.18961
egy,2016,94.51539
egy,2017,98.21614
egy,2018,93.79817
egy,2019,90.02649
egy,2020,93.75235
eri,1992,125.71912
eri,1993,124.41756
eri,1994,129.97985
eri,1995,138.25318
eri,1996,130.56072
eri,1997,124.9044
eri,1998,132.97174
eri,1999,131.67624
eri,2000,126.54337
eri,2001,115.18801
eri,2002,123.47887
eri,2003,134.57921
eri,2004,133.75719
eri,2005,128.43516
eri,2006,117.78071
eri,2007,110.34228
eri,2008,108.9899
eri,2009,109.6511
eri,2010,145.51704
eri,2011,124.78868
esp,1970,73.55327
esp,1971,73.92088
esp,1972,73.38891
esp,1973,73.08232
esp,1974,74.13901
esp,1975,74.83863
esp,1976,77.0973
esp,1977,76.6619
esp,1978,75.96564
esp,1979,77.05731
esp,1980,78.93301
esp,1981,80.34833
esp,1982,80.2028
esp,1983,80.00952
esp,1984,78.35791
esp,1985,78.35548
esp,1986,77.37498
esp,1987,77.8844
esp,1988,76.95307
esp,1989,77.73153
esp,1990,77.59027
esp,1991,78.20414
esp,1992,79.78358
esp,1993,80.24732
esp,1994,79.43637
esp,1995,78.60235
esp,1996,77.95394
esp,1997,77.21562
esp,1998,76.53046
esp,1999,76.39574
esp,2000,76.31523
esp,2001,75.81488
esp,2002,75.30698
esp,2003,74.70241
esp,2004,75.41484
esp,2005,75.41659
esp,2006,75.12918
esp,2007,75.3359
esp,2008,76.28091
esp,2009,77.56814
esp,2010,78.72182
esp,2011,79.15137
esp,2012,79.49916
esp,2013,78.85545
esp,2014,78.99847
esp,2015,77.96333
esp,2016,77.25912
esp,2017,76.98248
esp,2018,76.80499
esp,2019,76.18009
esp,2020,77.83569
est,1995,80.48247
est,1996,80.55775
est,1997,78.38811
est,1998,78.07946
est,1999,78.10694
est,2000,73.96161
est,2001,73.41208
est,2002,73.60656
est,2003,73.11779
est,2004,72.7979
est,2005,71.21634
est,2006,69.97244
est,2007,68.30522
est,2008,71.74811
est,2009,73.8762
est,2010,71.99094
est,2011,68.61758
est,2012,68.98815
est,2013,70.08809
est,2014,69.35989
est,2015,70.97195
est,2016,71.1903
est,2017,69.4807
est,2018,69.35638
est,2019,69.37448
est,2020,71.04664
eth,2011,82.75156
eth,2012,80.76534
eth,2013,82.42252
eth,2014,79.46412
eth,2015,80.25822
eth,2016,77.60132
eth,2017,77.63994
eth,2018,75.91469
eth,2019,77.87536
eth,2020,79.08681
fin,1970,68.52938
fin,1971,68.58539
fin,1972,69.12396
fin,1973,67.55745
fin,1974,66.01903
fin,1975,69.73603
fin,1976,71.26101
fin,1977,72.17333
fin,1978,71.82485
fin,1979,70.33981
fin,1980,69.59325
