geo,time,tm_tax_manf_sm_fn_zs
mex,2017,5.86
mex,2018,5.67
mkd,2001,14.02
mkd,2002,8.29
mkd,2004,9.16
mkd,2005,8.29
mkd,2006,7.94
mkd,2007,7.4
mkd,2008,7.39
mkd,2009,6.97
mkd,2010,6.51
mkd,2011,6.5
mkd,2012,6.49
mkd,2013,6.38
mkd,2014,6.4
mkd,2015,6.38
mkd,2016,6.35
mkd,2017,6.39
mkd,2018,6.39
mkd,2019,6.39
mkd,2020,6.39
mli,1995,3.08
mli,1996,15
mli,1997,15
mli,1998,15
mli,1999,10.77
mli,2001,12.04
mli,2002,12
mli,2003,12.01
mli,2004,12.01
mli,2005,12.02
mli,2006,12.02
mli,2007,11.9
mli,2008,11.9
mli,2009,11.9
mli,2010,11.9
mli,2011,11.87
mli,2012,11.87
mli,2013,11.87
mli,2014,11.87
mli,2015,11.77
mli,2016,11.77
mli,2017,11.79
mli,2018,11.79
mli,2019,11.79
mli,2020,11.79
mlt,1988,6.07
mlt,1989,6.06
mlt,1990,8.51
mlt,1991,7.01
mlt,1992,7.11
mlt,1993,7.06
mlt,1994,7
mlt,1995,6.57
mlt,1996,5.63
mlt,1997,5.75
mlt,1998,5.14
mlt,1999,4.72
mlt,2000,4.54
mlt,2001,4.6
mlt,2002,4.77
mlt,2003,4.53
mlt,2004,4.26
mlt,2005,4.26
mlt,2006,4.25
mlt,2007,4.03
mlt,2008,4.03
mlt,2009,4.02
mlt,2010,4.22
mlt,2011,4.21
mlt,2012,4.2
mlt,2013,4.19
mlt,2014,4.18
mlt,2015,4.19
mlt,2016,4.13
mlt,2017,4.14
mlt,2018,4.12
mlt,2019,4.1
mlt,2020,3.96
mmr,1996,5.11
mmr,1997,5.11
mmr,1998,5.11
mmr,1999,5.11
mmr,2000,5.11
mmr,2001,5.1
mmr,2002,5.1
mmr,2003,5.1
mmr,2004,5.1
mmr,2005,5.2
mmr,2006,5.2
mmr,2007,5.2
mmr,2008,5.2
mmr,2010,5.07
mmr,2011,5.07
mmr,2012,5.02
mmr,2013,5.02
mmr,2015,5.02
mmr,2019,6
mne,2007,3.97
mne,2008,3.97
mne,2009,3.97
mne,2010,3.97
mne,2011,3.98
mne,2012,3.97
mne,2013,3.04
mne,2014,3
mne,2015,2.96
mne,2016,2.93
mne,2017,2.9
mne,2018,2.89
mne,2019,2.88
mne,2020,2.88
mng,1999,0
mng,2000,4.94
mng,2001,6.91
mng,2002,6.91
mng,2003,4.94
mng,2004,4.94
mng,2005,4.32
mng,2006,4.32
mng,2007,4.95
mng,2008,4.95
mng,2009,4.95
mng,2010,4.95
mng,2011,4.95
mng,2013,4.95
mng,2015,4.94
mng,2017,5.03
mng,2018,5.03
mng,2019,5.03
mng,2020,5.03
moz,1994,5
moz,1997,15.22
moz,2001,13.4
moz,2002,11.71
moz,2003,11.71
moz,2005,11.7
moz,2006,11.7
moz,2007,10.08
moz,2008,9.67
moz,2009,9.63
moz,2010,9.64
moz,2011,9.63
moz,2012,9.63
moz,2014,9.64
moz,2016,9.64
moz,2018,9.66
moz,2020,9.66
mrt,2001,10.84
mrt,2006,10.71
mrt,2007,12.35
mrt,2008,9.48
mrt,2009,9.48
mrt,2010,9.48
mrt,2011,9.48
mrt,2014,12.15
mrt,2015,12.15
mrt,2018,12.16
mrt,2019,12.16
mrt,2020,11.82
mus,1995,32.72
mus,1996,31.26
mus,1997,31.56
mus,1998,31.16
mus,1999,29.09
mus,2000,20.26
mus,2001,20.54
mus,2002,19.85
mus,2004,18.81
mus,2005,5.75
mus,2006,3.2
mus,2007,3.22
mus,2008,3.06
mus,2009,1.54
mus,2010,1.54
mus,2011,2.21
mus,2012,1.95
mus,2013,1.89
mus,2014,1.24
mus,2015,1.22
mus,2016,1.22
mus,2017,0.78
mus,2018,0.77
mus,2019,0.77
mus,2020,0.77
mwi,1994,32.96
mwi,1996,28.28
mwi,1997,26.46
mwi,1998,20.92
mwi,2000,13.67
mwi,2001,13.28
mwi,2003,13.33
mwi,2006,13.35
mwi,2008,13.05
mwi,2009,12.96
mwi,2010,12.09
mwi,2011,12.55
mwi,2012,12.06
mwi,2013,11.55
mwi,2014,11.49
mwi,2015,11.48
mwi,2016,11.5
mwi,2019,11.54
mwi,2020,11.53
mys,1988,22.26
mys,1991,16.75
mys,1993,13.37
mys,1996,11.04
mys,1997,9.9
mys,1998,15.45
mys,1999,10.43
mys,2000,9.75
mys,2001,9.75
mys,2002,9.73
mys,2003,10.07
mys,2004,10.8
mys,2005,8.74
mys,2006,8.58
mys,2007,8.58
mys,2008,8.61
mys,2009,8.99
mys,2010,6.57
mys,2011,6.55
mys,2012,6.52
mys,2013,6.35
mys,2014,6.11
mys,2016,6.18
mys,2020,6.09
nam,2001,8.98
nam,2002,7.79
nam,2004,8.55
nam,2005,8.53
nam,2006,8.5
nam,2007,8.25
nam,2008,8.24
nam,2009,8.23
nam,2010,8.13
nam,2011,8.13
nam,2012,8.1
nam,2013,8.11
nam,2014,8.11
nam,2015,8.12
nam,2016,8.19
nam,2017,8.4
nam,2018,8.46
nam,2019,10
nam,2020,8.43
ner,2001,12.04
ner,2002,12
ner,2003,12.01
ner,2004,12.01
ner,2005,12.02
ner,2006,12.02
ner,2007,11.9
ner,2008,11.9
ner,2009,11.9
ner,2010,11.9
ner,2011,11.87
ner,2012,11.87
ner,2013,11.87
ner,2014,11.87
ner,2015,11.77
ner,2016,11.77
ner,2017,11.79
ner,2018,11.79
ner,2019,11.79
ner,2020,11.79
nga,1988,34.38
nga,1989,36.03
nga,1990,36.16
nga,1992,35.24
nga,1995,62.19
nga,1996,23.86
nga,1997,23.88
nga,1998,23.88
nga,1999,25.74
nga,2000,25.74
nga,2001,25.75
nga,2002,27.32
nga,2003,25.67
nga,2005,11.66
nga,2006,11.75
nga,2008,11.86
nga,2009,10.83
nga,2010,11.51
nga,2011,11.52
nga,2013,11.5
nga,2014,11.76
nga,2015,11.66
nga,2016,11.76
nga,2020,11.79
nic,1995,9.61
nic,1996,8.53
nic,1997,5.99
nic,1998,5
nic,1999,9.92
nic,2000,3.29
nic,2001,4.14
nic,2002,4.12
nic,2003,4.13
nic,2004,4.56
nic,2005,5.08
nic,2006,5.02
nic,2007,4.98
nic,2008,4.93
nic,2009,4.93
nic,2010,4.93
nic,2011,4.93
nic,2012,4.89
nic,2013,4.86
nic,2014,4.86
nic,2015,4.86
nic,2016,4.85
nic,2017,4.84
nic,2018,4.85
nic,2019,4.85
nic,2020,4.85
nld,1988,6.07
nld,1989,6.06
nld,1990,8.51
nld,1991,7.01
nld,1992,7.11
nld,1993,7.06
nld,1994,7
nld,1995,6.57
nld,1996,5.63
nld,1997,5.75
nld,1998,5.14
nld,1999,4.72
nld,2000,4.54
nld,2001,4.6
nld,2002,4.77
nld,2003,4.53
nld,2004,4.26
nld,2005,4.26
nld,2006,4.25
nld,2007,4.03
nld,2008,4.03
nld,2009,4.02
nld,2010,4.22
nld,2011,4.21
nld,2012,4.2
nld,2013,4.19
nld,2014,4.18
nld,2015,4.19
nld,2016,4.13
nld,2017,4.14
nld,2018,4.12
nld,2019,4.1
nld,2020,3.96
nor,1988,6.51
nor,1993,6.47
nor,1995,6.16
nor,1996,5.96
nor,1997,4.65
nor,1998,4.28
nor,1999,3.17
nor,2000,3.06
nor,2001,3.43
nor,2002,2.38
nor,2003,1.31
nor,2004,1.27
nor,2005,1.21
nor,2006,1.21
nor,2007,1.17
nor,2008,1.09
nor,2009,0.99
nor,2010,1.12
nor,2011,1.11
nor,2012,1.09
nor,2013,1.02
nor,2014,1.01
nor,2015,0.99
nor,2016,0.98
nor,2017,0.98
nor,2018,0.96
nor,2019,0.87
nor,2020,0.87
npl,1993,18.68
npl,1998,18.12
npl,1999,13.33
npl,2000,13.64
npl,2002,13.9
npl,2003,14.01
npl,2004,14.07
npl,2005,14.09
npl,2006,12.5
npl,2007,12.57
npl,2008,14.09
npl,2009,12.3
npl,2010,12.22
npl,2011,12.17
npl,2012,12.05
npl,2013,12.19
npl,2014,12.23
npl,2015,12.23
npl,2016,11.97
npl,2018,12.12
npl,2019,13.55
npl,2020,12.19
nru,2016,11.03
nru,2017,11.37
nru,2018,11.77
nru,2019,11.88
nru,2020,11.61
nzl,1992,11.39
nzl,1993,8.92
nzl,1996,6.34
nzl,1997,5.59
nzl,1998,4.61
nzl,1999,3.86
nzl,2000,3
nzl,2001,4
nzl,2002,4.11
nzl,2003,4.5
nzl,2004,4.56
nzl,2005,4.01
nzl,2006,3.86
nzl,2007,3.52
nzl,2008,2.58
nzl,2009,2.41
nzl,2010,2.7
nzl,2011,2.33
nzl,2012,2.43
nzl,2013,2.43
nzl,2014,2.41
nzl,2015,2.43
nzl,2016,2.43
nzl,2017,2.44
nzl,2019,2.4
nzl,2020,2.33
omn,1992,5.13
omn,1997,4.9
omn,2001,5
omn,2002,7.19
omn,2003,4.92
omn,2004,4.92
omn,2005,4.92
omn,2006,4.87
omn,2007,4.72
omn,2008,4.72
omn,2009,4.72
omn,2012,4.63
omn,2013,4.63
omn,2014,4.63
omn,2015,4.72
omn,2016,4.72
omn,2017,4.73
omn,2018,4.73
omn,2019,4.74
omn,2020,4.73
pak,1995,53.14
pak,1998,48.77
pak,1999,25.71
pak,2000,25.35
pak,2001,20.91
pak,2002,17.83
pak,2003,17.58
pak,2004,17.09
pak,2005,14.74
pak,2006,14.75
pak,2007,14.53
pak,2008,14.02
pak,2009,14.3
pak,2010,14.33
pak,2011,14.33
pak,2012,14.18
pak,2013,14.16
pak,2014,14.07
pak,2015,12.92
pak,2016,12.51
pak,2018,12.54
pak,2019,12.51
pak,2020,11.75
pan,1997,10.76
pan,1998,7.55
pan,1999,7.34
pan,2000,7.02
pan,2001,6.7
pan,2002,6.77
pan,2003,6.33
pan,2004,6.13
pan,2005,6.05
pan,2006,6.05
pan,2007,5.97
pan,2008,5.95
pan,2009,5.88
pan,2010,5.74
pan,2011,5.66
pan,2012,5.61
pan,2013,5.44
pan,2015,5.41
pan,2020,3.77
per,1993,18.12
per,1995,16.63
per,1997,13.31
per,1998,13.27
per,1999,13.27
per,2000,13.28
per,2001,11.73
per,2002,10.25
per,2003,9.7
per,2004,10.25
per,2005,9.67
per,2006,9.72
per,2007,9.72
per,2008,5.5
per,2009,5.5
per,2010,5.48
per,2011,3.88
per,2013,3.56
per,2014,3.56
per,2015,2.75
per,2017,2.78
per,2018,2.78
per,2019,2.78
per,2020,2.78
phl,1988,28.36
phl,1989,28.37
phl,1990,19.55
phl,1992,19.55
phl,1993,22.54
phl,1994,21.93
phl,1995,19.85
phl,1996,14.05
phl,1997,11.87
phl,1998,10.4
phl,1999,9.4
phl,2000,7.43
phl,2001,7.06
phl,2002,5.35
phl,2003,4.37
phl,2004,6
phl,2005,5.99
phl,2006,5.98
phl,2007,5.99
phl,2008,5.97
phl,2009,5.98
phl,2010,5.97
phl,2011,5.88
phl,2012,5.88
phl,2013,5.87
phl,2015,5.86
phl,2016,5.86
phl,2017,5.85
phl,2018,5.72
phl,2019,5.68
phl,2020,5.68
plw,2005,3.05
plw,2006,3.05
plw,2010,4.02
plw,2011,3.91
plw,2012,3.89
plw,2015,4.06
plw,2016,4.09
plw,2017,4.06
plw,2018,4.76
plw,2019,4.95
plw,2020,4.17
png,1997,16.95
png,1999,16.89
png,2000,5.2
png,2001,5.2
png,2002,5.23
png,2003,4.39
png,2004,4.39
png,2005,4.39
png,2006,3.48
png,2007,3.3
png,2008,3.21
png,2009,3.25
png,2010,3.16
png,2012,2.73
png,2013,2.74
png,2018,2.17
png,2019,2.2
png,2020,2.2
pol,1988,6.07
pol,1989,6.06
pol,1990,8.51
pol,1991,7.01
pol,1992,7.11
pol,1993,7.06
pol,1994,7
pol,1995,6.57
pol,1996,5.63
pol,1997,5.75
pol,1998,5.14
pol,1999,4.72
pol,2000,4.54
pol,2001,4.6
pol,2002,4.77
pol,2003,4.53
pol,2004,4.26
pol,2005,4.26
pol,2006,4.25
pol,2007,4.03
pol,2008,4.03
pol,2009,4.02
pol,2010,4.22
pol,2011,4.21
pol,2012,4.2
pol,2013,4.19
pol,2014,4.18
pol,2015,4.19
pol,2016,4.13
pol,2017,4.14
pol,2018,4.12
pol,2019,4.1
pol,2020,3.96
prt,1988,6.07
prt,1989,6.06
prt,1990,8.51
prt,1991,7.01
prt,1992,7.11
prt,1993,7.06
prt,1994,7
prt,1995,6.57
prt,1996,5.63
prt,1997,5.75
prt,1998,5.14
prt,1999,4.72
prt,2000,4.54
prt,2001,4.6
prt,2002,4.77
prt,2003,4.53
prt,2004,4.26
prt,2005,4.26
prt,2006,4.25
prt,2007,4.03
prt,2008,4.03
prt,2009,4.02
prt,2010,4.22
prt,2011,4.21
prt,2012,4.2
prt,2013,4.19
prt,2014,4.18
prt,2015,4.19
prt,2016,4.13
prt,2017,4.14
prt,2018,4.12
prt,2019,4.1
prt,2020,3.96
pry,1991,15.62
pry,1994,8.03
pry,1995,11.43
pry,1996,11.5
pry,1997,11.7
pry,1998,11.79
pry,1999,13.64
pry,2000,13.73
pry,2001,13.45
pry,2002,13.2
pry,2003,13.24
pry,2004,12.41
pry,2005,11.21
pry,2006,10.41
pry,2007,10.94
pry,2008,10.84
pry,2009,10.84
pry,2010,10.82
pry,2011,10.89
pry,2012,10.89
pry,2013,10.65
pry,2014,10.56
pry,2015,10.56
pry,2016,10.56
pry,2017,10.37
pry,2018,10.37
pry,2019,10.37
pry,2020,10.34
pse,2013,3.04
pse,2014,3.65
pse,2015,3.65
pse,2016,3.63
pse,2017,3.64
pyf,2008,11.56
pyf,2009,11.57
pyf,2011,11.58
pyf,2012,9.85
pyf,2013,9.85
pyf,2014,9.85
pyf,2015,9.85
pyf,2016,9.85
pyf,2017,8.99
pyf,2018,8.99
pyf,2019,9.85
pyf,2020,9.85
qat,2002,4.06
qat,2003,4.92
qat,2004,4.93
qat,2005,4.93
qat,2006,4.87
qat,2007,4.71
qat,2008,4.71
qat,2009,4.71
qat,2010,4.65
qat,2011,4.65
qat,2012,4.63
qat,2013,4.63
qat,2014,4.62
qat,2015,4.63
qat,2016,4.63
qat,2017,4.64
qat,2018,4.64
qat,2019,4.65
qat,2020,4.64
rou,1988,6.07
rou,1989,6.06
rou,1990,8.51
rou,1991,7.01
rou,1992,7.11
rou,1993,7.06
rou,1994,7
rou,1995,6.57
rou,1996,5.63
rou,1997,5.75
rou,1998,5.14
rou,1999,4.72
rou,2000,4.54
rou,2001,4.6
rou,2002,4.77
rou,2003,4.53
rou,2004,4.26
rou,2005,4.26
rou,2006,4.25
rou,2007,4.03
rou,2008,4.03
rou,2009,4.02
rou,2010,4.22
rou,2011,4.21
rou,2012,4.2
rou,2013,4.19
rou,2014,4.18
rou,2015,4.19
rou,2016,4.13
rou,2017,4.14
rou,2018,4.12
rou,2019,4.1
rou,2020,3.96
rus,1993,8.77
rus,1994,12.56
rus,1996,12.21
rus,1997,13.28
rus,2001,11.11
rus,2002,10.82
rus,2005,10.68
rus,2007,9.97
rus,2008,9.85
rus,2009,9.83
rus,2010,8.62
rus,2011,8.54
rus,2012,8.59
rus,2013,8.43
rus,2014,7.75
rus,2015,7.2
rus,2016,6.26
rus,2017,5.99
rus,2018,5.85
rus,2019,7.44
rus,2020,5.89
rwa,1993,33.69
rwa,2000,9.71
rwa,2001,9.69
rwa,2002,20.68
rwa,2003,9.68
rwa,2005,20.17
rwa,2006,20.17
rwa,2008,20.02
rwa,2009,11.63
rwa,2010,11.63
rwa,2011,11.53
rwa,2012,11.49
rwa,2013,11.49
rwa,2014,11.35
rwa,2015,11.41
rwa,2016,11.4
rwa,2018,11.47
rwa,2019,11.42
rwa,2020,11.43
sau,1994,12.21
sau,1999,12.18
sau,2000,12.44
sau,2001,12.43
sau,2002,6.14
sau,2003,6.15
sau,2004,6.14
sau,2005,4.92
sau,2006,4.86
sau,2007,4.71
sau,2008,4.7
sau,2009,4.7
sau,2011,4.93
sau,2012,4.63
sau,2013,4.63
sau,2014,4.62
sau,2015,5.05
sau,2017,4.73
sau,2020,5.42
sdn,1996,4.49
sdn,2002,22.95
sdn,2006,18.43
sdn,2008,18.55
sdn,2009,18.55
sdn,2010,18.16
sdn,2011,18.16
sdn,2020,19.85
sen,2001,12.04
sen,2002,12
sen,2003,12.01
sen,2004,12.01
sen,2005,12.02
sen,2006,12.02
sen,2007,11.9
sen,2008,11.9
sen,2009,11.9
sen,2010,11.9
sen,2011,11.87
sen,2012,11.87
sen,2013,11.87
sen,2014,11.87
sen,2015,11.77
sen,2016,11.77
sen,2017,11.79
sen,2018,11.79
sen,2019,11.79
sen,2020,11.79
sgp,1989,0.53
sgp,1995,0
sgp,1996,0
sgp,1997,0
sgp,1998,0
sgp,1999,0
sgp,2000,0
sgp,2001,0
sgp,2002,0
sgp,2003,0
sgp,2004,0
sgp,2005,0
sgp,2006,0
sgp,2007,0
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0
sgp,2018,0
sgp,2019,0
sgp,2020,0
slb,1995,41.51
slb,2006,13.97
slb,2007,9.21
slb,2008,9.19
slb,2010,9.29
slb,2011,9.14
slb,2013,9.14
slb,2015,9.07
slb,2016,9.07
slb,2017,9.18
slb,2018,9.62
slb,2019,10.57
slb,2020,9.67
sle,2004,13.73
sle,2006,13.38
sle,2010,11.59
sle,2011,11.59
sle,2012,11.59
sle,2020,11.79
slv,1995,9.73
slv,1996,8.57
slv,1997,7.8
slv,1998,3.95
slv,1999,6.91
slv,2000,6.92
slv,2001,6.93
slv,2002,6.66
slv,2003,7
slv,2004,7.01
slv,2005,5.23
slv,2006,6.97
slv,2007,5.07
slv,2008,5.08
slv,2009,5.05
slv,2010,5.06
slv,2011,5.07
slv,2012,5.01
slv,2013,5.01
slv,2014,5
slv,2015,4.98
slv,2017,4.97
slv,2018,4.97
slv,2019,4.98
slv,2020,4.97
srb,2001,13.8
srb,2002,8.77
srb,2005,6.64
srb,2007,6.64
srb,2008,6.58
srb,2009,6.55
srb,2010,6.56
srb,2011,6.56
srb,2013,6.54
srb,2015,6.54
srb,2016,6.55
srb,2017,6.55
srb,2018,6.55
stp,2013,10.04
stp,2014,10.04
stp,2015,10
stp,2016,10
stp,2018,9.87
stp,2019,9.87
sur,1996,20.07
sur,1999,16.66
sur,2000,12.45
sur,2007,8.94
sur,2009,8.79
sur,2010,8.8
sur,2011,8.88
sur,2012,8.81
sur,2013,8.81
sur,2018,8.79
sur,2019,8.79
sur,2020,8.79
svk,1988,6.07
svk,1989,6.06
svk,1990,8.51
svk,1991,7.01
svk,1992,7.11
svk,1993,7.06
svk,1994,7
svk,1995,6.57
svk,1996,5.63
svk,1997,5.75
svk,1998,5.14
svk,1999,4.72
svk,2000,4.54
svk,2001,4.6
svk,2002,4.77
svk,2003,4.53
svk,2004,4.26
svk,2005,4.26
svk,2006,4.25
svk,2007,4.03
svk,2008,4.03
svk,2009,4.02
svk,2010,4.22
svk,2011,4.21
svk,2012,4.2
svk,2013,4.19
svk,2014,4.18
svk,2015,4.19
svk,2016,4.13
svk,2017,4.14
svk,2018,4.12
svk,2019,4.1
svk,2020,3.96
svn,1988,6.07
svn,1989,6.06
svn,1990,8.51
svn,1991,7.01
svn,1992,7.11
svn,1993,7.06
svn,1994,7
svn,1995,6.57
svn,1996,5.63
svn,1997,5.75
svn,1998,5.14
svn,1999,4.72
svn,2000,4.54
svn,2001,4.6
svn,2002,4.77
svn,2003,4.53
svn,2004,4.26
svn,2005,4.26
svn,2006,4.25
svn,2007,4.03
svn,2008,4.03
svn,2009,4.02
svn,2010,4.22
svn,2011,4.21
svn,2012,4.2
svn,2013,4.19
svn,2014,4.18
svn,2015,4.19
svn,2016,4.13
svn,2017,4.14
svn,2018,4.12
svn,2019,4.1
svn,2020,3.96
swe,1988,6.07
swe,1989,6.06
swe,1990,8.51
swe,1991,7.01
swe,1992,7.11
swe,1993,7.06
swe,1994,7
swe,1995,6.57
swe,1996,5.63
swe,1997,5.75
swe,1998,5.14
swe,1999,4.72
swe,2000,4.54
swe,2001,4.6
swe,2002,4.77
swe,2003,4.53
swe,2004,4.26
swe,2005,4.26
swe,2006,4.25
swe,2007,4.03
swe,2008,4.03
swe,2009,4.02
swe,2010,4.22
swe,2011,4.21
swe,2012,4.2
swe,2013,4.19
swe,2014,4.18
swe,2015,4.19
swe,2016,4.13
swe,2017,4.14
swe,2018,4.12
swe,2019,4.1
swe,2020,3.96
swz,2001,8.84
swz,2002,7.63
swz,2004,8.55
swz,2005,8.53
swz,2006,8.5
swz,2007,8.25
swz,2008,8.24
swz,2009,8.23
swz,2010,8.13
swz,2011,8.13
swz,2012,8.1
swz,2013,8.11
swz,2014,8.11
swz,2015,8.12
swz,2016,8.19
swz,2017,8.4
swz,2018,8.47
swz,2019,10
swz,2020,8.43
syc,2000,25.23
syc,2001,24.96
syc,2005,6.73
syc,2006,4.35
syc,2007,4.35
syc,2015,1.99
syc,2016,1.99
syc,2017,1.9
syc,2018,0.87
syc,2019,0.86
syc,2020,0.86
syr,2002,20.69
syr,2009,13.71
syr,2010,13.71
syr,2013,16.3
syr,2020,10.92
tcd,1995,17.88
tcd,1997,17.88
tcd,2001,17.68
tcd,2002,17.67
tcd,2003,17.81
tcd,2004,17.81
tcd,2005,17.69
tcd,2006,17.81
tcd,2007,17.39
tcd,2008,17.26
tcd,2009,17.38
tcd,2010,17.26
tcd,2011,17.38
tcd,2013,17.22
tcd,2015,17.36
tcd,2016,17.36
tgo,1996,13.67
tgo,1997,13.78
tgo,1999,13.85
tgo,2000,12.06
tgo,2001,12.04
tgo,2002,12
tgo,2003,12.01
tgo,2004,12.01
tgo,2005,12.02
tgo,2006,12.02
tgo,2007,11.9
tgo,2008,11.9
tgo,2009,11.9
tgo,2010,11.9
tgo,2011,11.87
tgo,2012,11.87
tgo,2013,11.87
tgo,2014,11.87
tgo,2015,11.77
tgo,2016,11.77
tgo,2017,11.79
tgo,2018,11.79
tgo,2019,11.79
tgo,2020,11.79
tha,1989,44.68
tha,1991,44.77
tha,1993,46.7
tha,1995,21.08
tha,1999,46.44
tha,2000,16.21
tha,2001,15.15
tha,2003,14.32
tha,2004,10.4
tha,2005,10.76
tha,2006,10.75
tha,2007,8.87
tha,2008,8.86
tha,2009,8.85
tha,2010,8.85
tha,2011,8.88
tha,2013,8.87
tha,2014,8.87
tha,2015,8.41
tjk,2002,8.06
tjk,2006,7.42
tjk,2010,7.34
tjk,2012,7.29
tjk,2013,7.34
tjk,2014,7.13
tjk,2015,7.11
tjk,2016,7.14
tjk,2017,7.18
tjk,2020,7.69
tkm,1998,0
tkm,2002,4.15
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.53
ton,2009,11.33
ton,2010,11.34
ton,2011,11.34
ton,2012,11.71
ton,2013,11.71
ton,2015,11.73
ton,2016,11.75
ton,2017,11.74
ton,2020,11.67
tto,1991,17.28
tto,1992,17.27
tto,1996,9.17
tto,1999,17.9
tto,2001,6.68
tto,2002,6.57
tto,2003,6.57
tto,2004,6.56
tto,2005,6.59
tto,2006,6.55
tto,2007,5.64
tto,2008,5.63
tto,2010,9.03
tto,2011,9.03
tto,2012,9.03
tto,2013,9.03
tun,1990,29
tun,1992,29.04
tun,1995,29.43
tun,1998,28.68
tun,2000,25.61
tun,2002,27.56
tun,2003,22.56
tun,2004,22.86
tun,2005,21.67
tun,2006,21.32
tun,2008,19
tun,2009,19.32
tun,2010,15.89
tun,2011,13.74
tun,2012,12.34
tun,2013,12.16
tun,2015,12.16
tun,2016,7.65
tur,1993,9.53
tur,1995,8.65
tur,1996,6.05
tur,1997,5.88
tur,1998,5.62
tur,1999,6.64
tur,2000,5
tur,2001,4.75
tur,2002,4.64
tur,2003,4.5
tur,2004,4.29
tur,2005,4.29
tur,2006,4.31
tur,2007,4.26
tur,2008,4.3
tur,2009,4.37
tur,2010,4.35
tur,2011,4.29
tur,2013,4.36
tur,2015,4.39
tur,2016,4.39
tur,2017,4.42
tur,2018,4.41
tur,2019,4.42
tur,2020,4.44
tuv,2010,8.21
tuv,2017,8.31
tza,1993,19.01
tza,1997,22.16
tza,1998,22.44
tza,2000,16.17
tza,2003,13.29
tza,2005,11.92
tza,2006,11.89
tza,2007,11.89
tza,2008,11.66
tza,2009,11.63
tza,2010,11.63
tza,2011,11.55
tza,2012,11.49
tza,2013,11.49
tza,2014,11.34
tza,2015,11.44
tza,2016,11.51
tza,2018,11.63
tza,2019,11.61
tza,2020,11.6
uga,1994,16.34
uga,2000,8.53
uga,2001,8.38
uga,2002,8.28
uga,2003,7.91
uga,2004,7
uga,2005,11.92
uga,2006,11.9
uga,2007,11.89
uga,2008,11.66
uga,2009,11.63
uga,2010,11.63
uga,2011,11.53
uga,2012,11.49
uga,2013,11.32
uga,2014,11.34
uga,2015,11.41
uga,2016,11.45
uga,2018,11.48
uga,2019,11.42
uga,2020,11.73
ukr,1995,6.92
ukr,1997,7.72
ukr,2002,7.29
ukr,2006,4.74
ukr,2007,4.73
ukr,2008,4.77
ukr,2009,4.09
ukr,2010,4.06
ukr,2011,3.99
ukr,2012,4
ukr,2013,4.09
ukr,2014,4.07
ukr,2015,4.07
ukr,2016,4.07
ukr,2017,4.07
ukr,2018,4.07
ukr,2019,4.07
ukr,2020,4.07
ury,1992,5.66
ury,1995,11.63
ury,1996,11.99
ury,1997,12.19
ury,1998,14.38
ury,1999,14.49
ury,2000,14.7
ury,2001,14.62
ury,2002,13.71
ury,2004,13.73
ury,2005,11.49
ury,2006,11.24
ury,2007,11.24
ury,2008,11.17
ury,2009,11.17
ury,2010,11.18
ury,2011,11.15
ury,2012,11.15
ury,2013,11.24
ury,2014,11.2
ury,2015,11.2
ury,2016,11.1
ury,2017,11.14
ury,2018,11.13
ury,2019,11.1
ury,2020,11.1
usa,1989,6.39
usa,1990,6.39
usa,1991,6.37
usa,1992,6.39
usa,1993,6.4
usa,1995,5.73
usa,1996,5.42
usa,1997,5.19
usa,1998,4.71
usa,1999,4.34
usa,2000,4.31
usa,2001,4.19
usa,2002,4.1
usa,2003,3.96
usa,2004,3.82
usa,2005,3.8
usa,2006,3.79
usa,2007,3.65
usa,2008,3.84
usa,2009,3.88
usa,2010,3.9
usa,2011,3.89
usa,2012,3.79
usa,2013,3.78
usa,2014,3.77
usa,2015,3.78
usa,2016,3.78
usa,2017,3.53
usa,2018,3.76
usa,2019,4.15
usa,2020,3.7
uzb,2001,11.8
uzb,2006,15.52
uzb,2007,15.52
uzb,2008,15.36
uzb,2009,15.16
uzb,2012,15.16
uzb,2014,14.35
uzb,2015,13.98
uzb,2020,6.19
vct,1996,20.13
vct,1999,16.72
vct,2000,16.73
vct,2001,8.8
vct,2002,8.8
vct,2003,8.8
vct,2006,1.73
vct,2007,8.8
vct,2010,8.84
vct,2011,8.84
vct,2012,8.77
vct,2013,8.77
vct,2015,8.61
vct,2016,8.61
vct,2017,8.61
vct,2018,8.61
vct,2019,8.61
vct,2020,8.61
ven,1992,17.02
ven,1995,13.94
ven,1997,12.3
ven,1998,12.33
ven,1999,12.39
ven,2000,12.34
ven,2001,12.37
ven,2002,12.72
ven,2003,12.7
ven,2004,12.38
ven,2005,12.37
ven,2006,13.09
ven,2007,13.09
ven,2008,13.21
ven,2009,13.21
ven,2010,13.21
ven,2011,13.21
ven,2012,13.21
ven,2013,13.2
ven,2014,12.9
ven,2015,13.34
ven,2016,13.07
ven,2017,15.25
ven,2018,15.25
ven,2019,15.25
ven,2020,15.25
vnm,1994,14.36
vnm,1999,16.3
vnm,2001,16.32
vnm,2002,16.25
vnm,2003,16.62
vnm,2004,16.62
