geo,time,ip_tmk_resd
hkg,2018,14953
hkg,2019,13574
hnd,1980,298
hnd,1981,230
hnd,1982,362
hnd,1983,468
hnd,1984,632
hnd,1985,499
hnd,1986,1076
hnd,1987,1244
hnd,1988,1433
hnd,1989,619
hnd,1990,614
hnd,1991,906
hnd,1992,1156
hnd,1993,1658
hnd,1994,1207
hnd,1995,1462
hnd,1996,1305
hnd,1997,1420
hnd,1998,1546
hnd,1999,1421
hnd,2000,1554
hnd,2001,1474
hnd,2002,1385
hnd,2003,1959
hnd,2004,1641
hnd,2005,2156
hnd,2006,2046
hnd,2007,2353
hnd,2008,2093
hnd,2009,1828
hnd,2010,1930
hnd,2011,2089
hnd,2012,1929
hnd,2013,2073
hnd,2014,1956
hnd,2015,2043
hnd,2016,2185
hnd,2017,2292
hnd,2018,2551
hnd,2019,2676
hrv,1992,697
hrv,1993,580
hrv,1994,647
hrv,1995,588
hrv,1996,486
hrv,1997,599
hrv,1998,547
hrv,1999,648
hrv,2000,788
hrv,2001,992
hrv,2002,843
hrv,2003,1178
hrv,2004,1283
hrv,2005,1173
hrv,2006,1398
hrv,2007,1490
hrv,2008,1793
hrv,2009,1331
hrv,2010,1620
hrv,2011,1461
hrv,2012,1328
hrv,2013,1374
hrv,2014,1442
hrv,2015,1265
hrv,2016,1347
hrv,2017,1251
hrv,2018,1060
hrv,2019,1493
hti,1980,582
hti,1982,60
hti,1983,49
hti,1984,38
hti,1986,36
hti,1987,2
hti,1991,119
hti,1995,183
hti,1996,311
hti,1999,150
hti,2001,323
hti,2002,336
hti,2003,246
hti,2004,252
hti,2005,262
hti,2006,225
hti,2007,395
hti,2008,588
hti,2009,600
hti,2010,409
hti,2011,608
hti,2012,567
hti,2013,622
hti,2014,460
hun,1980,141
hun,1981,201
hun,1982,276
hun,1983,330
hun,1984,326
hun,1985,414
hun,1986,589
hun,1987,523
hun,1988,637
hun,1989,879
hun,1990,1373
hun,1991,1916
hun,1992,1956
hun,1993,2581
hun,1994,2205
hun,1995,3721
hun,1996,2201
hun,1997,2711
hun,1998,3302
hun,1999,4041
hun,2000,4693
hun,2001,4755
hun,2002,4317
hun,2003,4386
hun,2004,4293
hun,2005,3515
hun,2006,3490
hun,2007,3615
hun,2008,3291
hun,2009,3240
hun,2010,3481
hun,2011,3773
hun,2012,2474
hun,2013,3428
hun,2014,3489
hun,2015,3179
hun,2016,3671
hun,2017,3770
hun,2018,3492
hun,2019,3555
idn,1980,5425
idn,1982,10129
idn,1983,10513
idn,1984,10510
idn,1985,9802
idn,1986,11807
idn,1987,14912
idn,1988,15109
idn,1989,15728
idn,1990,16711
idn,1991,13363
idn,1992,22237
idn,1994,15696
idn,1996,16251
idn,2001,26128
idn,2002,20423
idn,2003,28317
idn,2004,35626
idn,2005,30734
idn,2006,36644
idn,2007,32181
idn,2008,33555
idn,2009,37759
idn,2010,43269
idn,2011,50653
idn,2013,44288
idn,2014,34521
idn,2015,37090
idn,2016,48756
idn,2017,51918
idn,2018,56583
idn,2019,39171
ind,1981,13212
ind,1982,12550
ind,1983,13049
ind,1984,14694
ind,1985,14189
ind,1986,14165
ind,1987,15061
ind,1988,15059
ind,1989,17047
ind,1990,18713
ind,1991,19980
ind,1992,20928
ind,1993,24623
ind,1994,33679
ind,1995,38109
ind,1999,60337
ind,2000,67262
ind,2001,79746
ind,2002,88190
ind,2003,76801
ind,2004,63906
ind,2005,73308
ind,2006,88210
ind,2007,117014
ind,2008,119371
ind,2009,134403
ind,2010,172120
ind,2011,176386
ind,2012,176044
ind,2013,183172
ind,2014,200140
ind,2015,250585
ind,2016,264662
ind,2017,242482
ind,2018,297750
ind,2019,322293
irl,1980,349
irl,1981,373
irl,1982,314
irl,1983,333
irl,1984,396
irl,1985,525
irl,1986,503
irl,1987,493
irl,1988,627
irl,1989,702
irl,1990,620
irl,1991,623
irl,1992,600
irl,1993,715
irl,1994,714
irl,1995,877
irl,1996,1403
irl,1997,1022
irl,1998,1039
irl,1999,1123
irl,2000,1258
irl,2001,918
irl,2002,1168
irl,2003,1285
irl,2004,1390
irl,2005,1506
irl,2006,1725
irl,2007,1906
irl,2008,1749
irl,2009,1569
irl,2010,1539
irl,2011,1487
irl,2012,1619
irl,2013,1704
irl,2014,1905
irl,2015,1982
irl,2016,1952
irl,2017,2052
irl,2018,1930
irl,2019,1642
irn,1980,1186
irn,1981,1987
irn,1982,2290
irn,1983,2238
irn,1984,1542
irn,1985,1681
irn,1986,1624
irn,1987,1651
irn,1988,1439
irn,1989,1708
irn,1990,2195
irn,1991,2533
irn,1992,2929
irn,1993,4573
irn,1994,5936
irn,1995,6184
irn,1996,5021
irn,1997,6145
irn,1998,5417
irn,1999,8723
irn,2000,9173
irn,2001,9858
irn,2002,11784
irn,2003,7468
irn,2004,17607
irn,2005,20439
irn,2006,23827
irn,2007,28604
irn,2008,30711
irn,2009,23465
irn,2010,25388
irn,2011,26825
irn,2012,24879
irn,2013,31732
irn,2016,51622
irn,2017,97236
irn,2018,101953
irn,2019,124721
irq,1980,368
irq,1981,176
irq,1982,104
irq,1983,75
irq,1984,630
irq,1985,561
irq,1986,474
irq,2017,772
irq,2018,1832
isl,1980,69
isl,1981,70
isl,1982,80
isl,1983,93
isl,1984,129
isl,1985,149
isl,1986,213
isl,1987,208
isl,1988,190
isl,1989,179
isl,1990,203
isl,1991,204
isl,1992,218
isl,1993,302
isl,1994,368
isl,1995,339
isl,1996,295
isl,1997,399
isl,1998,440
isl,1999,719
isl,2000,960
isl,2001,359
isl,2002,362
isl,2003,458
isl,2004,519
isl,2006,614
isl,2007,735
isl,2008,550
isl,2009,486
isl,2010,634
isl,2011,689
isl,2012,667
isl,2013,611
isl,2014,688
isl,2015,640
isl,2016,746
isl,2017,723
isl,2018,853
isl,2019,638
isr,1980,659
isr,1981,684
isr,1982,692
isr,1983,588
isr,1984,688
isr,1985,757
isr,1986,866
isr,1987,1145
isr,1988,843
isr,1989,956
isr,1990,1020
isr,1991,1063
isr,1992,1107
isr,1993,1318
isr,1994,1781
isr,1995,1743
isr,1996,1955
isr,1997,1891
isr,1998,2103
isr,1999,2612
isr,2000,2997
isr,2001,2468
isr,2002,2842
isr,2003,2196
isr,2004,2731
isr,2005,2816
isr,2006,3475
isr,2007,3293
isr,2008,3198
isr,2009,2734
isr,2010,2569
isr,2011,2514
isr,2012,2186
isr,2013,2244
isr,2014,2379
isr,2015,2507
isr,2016,2341
isr,2017,2568
isr,2018,2622
isr,2019,2676
ita,2009,34507
ita,2010,36158
ita,2011,37004
ita,2012,34617
ita,2013,36006
ita,2014,35560
ita,2016,37103
ita,2017,36873
ita,2018,37320
ita,2019,37690
jam,1982,202
jam,1983,200
jam,1984,250
jam,1985,202
jam,1986,152
jam,1987,205
jam,1988,227
jam,1989,176
jam,1990,173
jam,1991,277
jam,1992,186
jam,1993,301
jam,1994,325
jam,1995,303
jam,1996,445
jam,1997,568
jam,1998,581
jam,1999,374
jam,2000,320
jam,2001,378
jam,2002,386
jam,2003,359
jam,2004,412
jam,2005,583
jam,2006,679
jam,2007,593
jam,2008,660
jam,2009,827
jam,2010,973
jam,2011,1119
jam,2012,948
jam,2013,760
jam,2014,865
jam,2015,1395
jam,2016,1142
jam,2017,1151
jam,2018,1122
jam,2019,1232
jor,1980,184
jor,1981,142
jor,1982,112
jor,1989,414
jor,2000,3307
jor,2001,2352
jor,2002,2353
jor,2003,2690
jor,2004,3206
jor,2005,3638
jor,2006,4163
jor,2007,4512
jor,2010,1907
jor,2011,2298
jor,2012,2286
jor,2013,2113
jor,2014,2553
jor,2015,2725
jor,2016,3013
jor,2017,3085
jor,2018,2981
jor,2019,2730
jpn,1980,115285
jpn,1981,122059
jpn,1982,126014
jpn,1983,136045
jpn,1984,146734
jpn,1985,146557
jpn,1986,152996
jpn,1987,158393
jpn,1988,155027
jpn,1989,153101
jpn,1990,151935
jpn,1991,149163
jpn,1992,188357
jpn,1993,154774
jpn,1994,152708
jpn,1995,156790
jpn,1996,163518
jpn,1997,114389
jpn,1998,96845
jpn,1999,104252
jpn,2000,124361
jpn,2001,104658
jpn,2002,100654
jpn,2003,106973
jpn,2004,110276
jpn,2005,114033
jpn,2006,111770
jpn,2007,118148
jpn,2008,95671
jpn,2009,90473
jpn,2010,92162
jpn,2011,84674
jpn,2012,95547
jpn,2013,92505
jpn,2014,100044
jpn,2015,117956
jpn,2016,133335
jpn,2017,154777
jpn,2018,145270
jpn,2019,148914
kaz,1993,1454
kaz,1994,508
kaz,1995,348
kaz,1996,352
kaz,1997,736
kaz,1998,854
kaz,1999,698
kaz,2000,1548
kaz,2001,1796
kaz,2002,1809
kaz,2003,2875
kaz,2004,2908
kaz,2008,1851
kaz,2009,1755
kaz,2010,1611
kaz,2011,1891
kaz,2012,2245
kaz,2013,2371
kaz,2014,2559
kaz,2015,2357
kaz,2016,3083
kaz,2017,3033
kaz,2018,3739
kaz,2019,4068
ken,1980,565
ken,1981,570
ken,1982,457
ken,1983,487
ken,1984,452
ken,1985,613
ken,1986,568
ken,1987,497
ken,1988,356
ken,1989,350
ken,1991,210
ken,1994,314
ken,1997,467
ken,1998,483
ken,1999,418
ken,2001,628
ken,2002,734
ken,2003,750
ken,2004,778
ken,2005,1017
ken,2006,1228
ken,2007,1428
ken,2008,1372
ken,2009,1675
ken,2010,2031
ken,2011,2488
ken,2012,2328
ken,2013,2816
ken,2015,3437
ken,2017,3675
ken,2019,3903
kgz,1993,11
kgz,1994,66
kgz,1995,62
kgz,1996,71
kgz,1997,128
kgz,1998,126
kgz,1999,42
kgz,2000,45
kgz,2001,59
kgz,2002,67
kgz,2003,76
kgz,2004,133
kgz,2005,241
kgz,2006,198
kgz,2007,191
kgz,2008,239
kgz,2011,180
kgz,2012,184
kgz,2013,232
kgz,2014,274
kgz,2015,243
kgz,2016,187
kgz,2017,310
kgz,2018,319
kgz,2019,328
khm,1994,3
khm,1995,10
khm,1996,58
khm,1997,42
khm,1998,84
khm,1999,98
khm,2000,281
khm,2001,245
khm,2002,318
khm,2003,279
khm,2004,385
khm,2005,358
khm,2006,866
khm,2007,552
khm,2008,578
khm,2009,806
khm,2010,840
khm,2011,903
khm,2012,968
khm,2013,968
khm,2014,1182
khm,2016,1650
khm,2017,2063
khm,2018,2302
khm,2019,2815
kna,2015,1
kna,2016,9
kna,2017,11
kna,2018,5
kor,1980,8785
kor,1981,9292
kor,1982,12238
kor,1983,15617
kor,1984,15924
kor,1985,18962
kor,1986,20446
kor,1987,22175
kor,1988,24201
kor,1989,26918
kor,1990,33564
kor,1991,33468
kor,1992,33163
kor,1993,46559
kor,1994,56319
kor,1995,55218
kor,1996,66441
kor,1997,66222
kor,1998,42901
kor,1999,71262
kor,2000,90596
kor,2001,86408
kor,2002,90014
kor,2003,92368
kor,2004,91936
kor,2005,99435
kor,2006,105544
kor,2007,112157
kor,2008,107488
kor,2009,108170
kor,2010,106896
kor,2011,112578
kor,2012,120341
kor,2013,135233
kor,2014,138046
kor,2015,160026
kor,2016,157113
kor,2017,155665
kor,2018,170541
kor,2019,190193
kwt,2016,2968
kwt,2017,3601
kwt,2018,3543
lao,1991,3
lao,1992,1
lao,1993,1
lao,1994,26
lao,1995,20
lao,1996,11
lao,1997,14
lao,1998,17
lao,1999,33
lao,2000,24
lao,2001,12
lao,2002,19
lao,2003,52
lao,2004,28
lao,2005,63
lao,2006,88
lao,2007,79
lao,2008,94
lao,2009,88
lao,2010,109
lao,2011,148
lao,2012,174
lao,2013,112
lao,2014,163
lao,2015,182
lao,2016,197
lao,2017,297
lao,2018,249
lbn,2013,610
lbn,2014,712
lbn,2015,930
lbr,1991,104
lbr,1993,65
lca,1980,3
lca,1981,3
lca,1983,5
lca,1984,3
lca,1990,5
lca,1991,5
lca,1992,7
lca,1995,12
lca,1996,8
lca,2000,41
lca,2001,54
lca,2012,28
lca,2013,27
lca,2014,30
lca,2016,31
lca,2017,21
lca,2018,33
lie,1980,160
lie,1982,57
lie,1983,63
lie,1984,69
lie,1985,80
lie,1986,124
lie,1987,84
lie,1988,186
lie,1990,102
lie,1991,88
lie,1992,98
lie,1993,134
lie,1994,162
lie,1995,183
lie,1999,140
lie,2001,159
lie,2002,182
lie,2005,202
lie,2007,308
lie,2008,232
lie,2013,196
lie,2014,218
lie,2015,176
lie,2016,168
lie,2017,135
lie,2018,173
lie,2019,139
lka,1980,862
lka,1981,855
lka,1982,742
lka,1983,805
lka,1984,948
lka,1985,1131
lka,1986,1426
lka,1987,1253
lka,1988,1234
lka,1989,1038
lka,1990,1159
lka,1991,1148
lka,1992,1436
lka,1993,1593
lka,1994,1897
lka,1995,2266
lka,1996,2361
lka,1997,2891
lka,1998,2982
lka,1999,3114
lka,2000,3317
lka,2001,2818
lka,2002,3745
lka,2003,3989
lka,2004,2343
lka,2005,4587
lka,2006,4821
lka,2007,3382
lka,2008,2895
lka,2009,3012
lka,2010,3942
lka,2011,4732
lka,2012,5938
lka,2013,5481
lka,2015,5983
lka,2016,6893
lka,2018,7356
lka,2019,6676
lso,1993,1
lso,1996,15
lso,2018,68
ltu,1991,200
ltu,1992,537
ltu,1993,1459
ltu,1994,1206
ltu,1995,1452
ltu,1996,1112
ltu,1997,1829
ltu,1998,2516
ltu,1999,1674
ltu,2000,1514
ltu,2001,1323
ltu,2002,1540
ltu,2003,1795
ltu,2004,1929
ltu,2005,1839
ltu,2006,2019
ltu,2007,2219
ltu,2008,2417
ltu,2009,1833
ltu,2010,1963
ltu,2011,1980
ltu,2012,1996
ltu,2013,2009
ltu,2014,2182
ltu,2015,2193
ltu,2016,2390
ltu,2017,2528
ltu,2018,2438
ltu,2019,1937
lva,1992,319
lva,1993,545
lva,1994,839
lva,1995,750
lva,1996,724
lva,1997,1029
lva,1998,1508
lva,1999,842
lva,2000,995
lva,2001,1062
lva,2002,1262
lva,2003,1280
lva,2004,1290
lva,2005,1367
lva,2006,1455
lva,2007,1398
lva,2008,1536
lva,2009,1107
lva,2010,1260
lva,2011,1267
lva,2012,1297
lva,2013,1188
lva,2014,1205
lva,2015,1547
lva,2016,1182
lva,2017,1521
lva,2018,1843
lva,2019,1092
mac,1987,214
mac,1991,14
mac,1992,16
mac,1993,23
mac,1994,19
mac,1995,51
mac,1996,107
mac,1997,82
mac,1998,83
mac,1999,36
mac,2000,84
mac,2001,63
mac,2002,212
mac,2004,273
mac,2005,560
mac,2006,531
mac,2007,671
mac,2008,624
mac,2009,790
mac,2010,765
mac,2011,1240
mac,2012,985
mac,2013,1191
mac,2014,1421
mac,2015,1833
mac,2016,1684
mac,2017,2030
mac,2018,2438
mac,2019,2479
mar,1980,574
mar,1985,827
mar,1986,848
mar,1987,1352
mar,1988,1403
mar,1989,1236
mar,1990,1228
mar,1991,1446
mar,1992,1549
mar,1993,2776
mar,1994,3403
mar,1995,2711
mar,1996,4500
mar,1998,2368
mar,2000,2553
mar,2004,4163
mar,2005,4993
mar,2006,4297
mar,2007,5020
mar,2008,4631
mar,2009,5681
mar,2010,5523
mar,2011,5491
mar,2012,5656
mar,2013,5820
mar,2014,6165
mar,2015,6139
mar,2016,7216
mar,2017,7890
mar,2018,7495
mar,2019,9897
mco,1980,51
mco,1981,71
mco,1982,146
mco,1983,83
mco,1984,122
mco,1985,156
mco,1986,112
mco,1987,218
mco,1988,181
mco,1989,178
mco,1990,199
mco,1991,149
mco,1992,113
mco,1993,144
mco,1994,271
mco,1995,211
mco,1996,328
mco,1997,294
mco,1998,326
mco,1999,302
mco,2000,380
mco,2001,347
mco,2002,257
mco,2003,307
mco,2004,310
mco,2005,360
mco,2006,421
mco,2007,382
mco,2008,359
mco,2009,315
mco,2011,391
mco,2012,379
mco,2013,412
mco,2014,399
mco,2015,337
mco,2016,384
mco,2017,384
mco,2018,303
mco,2019,373
mda,1993,165
mda,1994,192
mda,1995,305
mda,1996,509
mda,1997,860
mda,1998,328
mda,1999,298
mda,2000,540
mda,2001,788
mda,2002,1391
mda,2003,1565
mda,2004,1851
mda,2005,2093
mda,2006,1520
mda,2007,1532
mda,2008,1581
mda,2009,1050
mda,2010,1401
mda,2011,1300
mda,2012,1288
mda,2013,1299
mda,2014,1483
mda,2015,1251
mda,2016,1273
mda,2017,1209
mda,2018,1254
mda,2019,1263
mdg,1994,57
mdg,1995,94
mdg,1996,150
mdg,1997,151
mdg,1998,130
mdg,1999,174
mdg,2000,227
mdg,2001,236
mdg,2002,162
mdg,2003,497
mdg,2004,411
mdg,2005,439
mdg,2006,446
mdg,2007,494
mdg,2008,514
mdg,2009,571
mdg,2010,610
mdg,2011,621
mdg,2012,739
mdg,2013,633
mdg,2014,800
mdg,2015,638
mdg,2016,860
mdg,2017,855
mdg,2018,770
mdg,2019,814
mdv,2002,13
mdv,2003,18
mdv,2004,12
mdv,2005,55
mdv,2006,65
mdv,2007,155
mex,1980,5803
mex,1981,9316
mex,1982,8451
mex,1983,7206
mex,1984,3489
mex,1985,8882
mex,1986,8022
mex,1987,10507
mex,1988,11859
mex,1989,15250
mex,1990,15863
mex,1991,15682
mex,1992,16095
mex,1993,16132
mex,1994,19184
mex,1995,16152
mex,1996,19562
mex,1997,21497
mex,1998,24669
mex,1999,29489
mex,2000,36698
mex,2001,40236
mex,2002,37764
mex,2003,34763
mex,2004,38314
mex,2005,41680
mex,2006,45161
mex,2007,54610
mex,2008,56592
mex,2009,59277
mex,2010,68928
mex,2011,71091
mex,2012,76010
mex,2013,77265
mex,2014,81101
mex,2015,90684
mex,2016,98739
mex,2017,108590
mex,2018,109353
mex,2019,112970
mkd,1993,200
mkd,1994,312
mkd,1995,332
mkd,1996,280
mkd,1997,157
mkd,1998,206
mkd,1999,368
mkd,2000,736
mkd,2001,440
mkd,2002,411
mkd,2003,478
mkd,2004,458
mkd,2005,433
mkd,2006,494
mkd,2007,618
mkd,2008,1276
mkd,2009,898
mkd,2010,945
mkd,2011,917
mkd,2012,876
mkd,2013,739
mli,1981,1
mli,1982,1
mlt,1980,123
mlt,1981,94
mlt,1982,118
mlt,1983,148
mlt,1984,135
mlt,1986,233
mlt,1987,156
mlt,1988,94
mlt,1989,116
mlt,1990,169
mlt,1991,148
mlt,1992,142
mlt,1993,168
mlt,1994,195
mlt,1995,252
mlt,1996,303
mlt,1997,250
mlt,1998,239
mlt,1999,253
mlt,2000,232
mlt,2001,393
mlt,2002,416
mlt,2003,454
mlt,2004,379
mlt,2005,403
mlt,2006,454
mlt,2007,422
mlt,2008,503
mlt,2009,446
mlt,2010,450
mlt,2011,423
mlt,2012,405
mlt,2013,503
mlt,2014,422
mlt,2015,410
mlt,2016,435
mlt,2017,771
mlt,2019,535
mmr,2010,3821
mmr,2011,4007
mmr,2012,4422
mne,2008,96
mne,2010,66
mne,2011,94
mne,2012,87
mne,2013,94
mne,2014,123
mne,2015,109
mne,2016,135
mne,2018,149
mne,2019,111
mng,1984,1
mng,1985,6
mng,1986,1
mng,1987,10
mng,1988,4
mng,1989,9
mng,1990,40
mng,1991,214
mng,1992,90
mng,1993,138
mng,1994,204
mng,1995,264
mng,1996,197
mng,1997,167
mng,1998,272
mng,1999,427
mng,2000,121
mng,2001,206
mng,2002,255
mng,2003,358
mng,2004,423
mng,2005,369
mng,2006,339
mng,2009,328
mng,2010,539
mng,2014,1026
mng,2015,1197
mng,2016,1138
mng,2017,1351
mng,2018,1431
mng,2019,1574
moz,1999,168
moz,2000,244
moz,2001,232
moz,2002,229
moz,2003,197
moz,2004,345
moz,2005,533
moz,2006,672
moz,2007,519
moz,2008,797
moz,2009,1209
moz,2010,1066
moz,2011,955
moz,2012,1388
moz,2013,1112
moz,2014,1274
moz,2015,1157
moz,2016,1295
moz,2017,1278
moz,2018,1247
moz,2019,1655
mus,1981,52
mus,1982,19
mus,1983,119
mus,1984,115
mus,1985,62
mus,1986,143
mus,1987,61
mus,1988,110
mus,1990,213
mus,1991,178
mus,1992,211
mus,1993,237
mus,1994,395
mus,1995,306
mus,1996,395
mus,1997,414
mus,1998,475
mus,2011,826
mus,2012,839
mus,2013,787
mus,2014,855
mus,2015,991
mus,2016,1110
mus,2017,1035
mus,2018,1086
mus,2019,1123
mwi,1980,17
mwi,1981,12
mwi,1982,10
mwi,1983,8
mwi,1984,24
mwi,1985,60
mwi,1986,143
mwi,1987,31
mwi,1988,29
mwi,1989,106
mwi,1990,135
mwi,1991,83
mwi,1992,69
mwi,1993,126
mwi,1994,184
mwi,1995,126
mwi,1996,86
mwi,1997,73
mwi,1998,87
mwi,1999,88
mwi,2000,105
mwi,2001,146
mwi,2002,138
mwi,2003,200
mwi,2004,137
mwi,2005,159
mwi,2006,222
mwi,2007,187
mwi,2008,186
mwi,2009,126
mwi,2010,205
mwi,2011,401
mwi,2012,409
mwi,2013,334
mwi,2014,393
mwi,2015,428
mwi,2016,499
mys,1985,2629
mys,1986,2672
mys,1987,3146
mys,1988,3662
mys,1989,3902
mys,1990,3614
mys,1991,3707
mys,1992,4214
mys,1993,5056
mys,1994,6011
mys,1995,6861
mys,1996,7329
mys,1997,9042
mys,1998,4063
mys,1999,5053
mys,2000,6303
mys,2001,6525
mys,2002,7661
mys,2003,8327
mys,2004,10406
mys,2005,10479
mys,2006,11209
mys,2007,12289
mys,2008,12562
mys,2009,12810
mys,2010,13099
mys,2011,13001
mys,2012,14044
mys,2013,14705
mys,2014,15400
mys,2015,15940
mys,2016,18527
mys,2017,19481
mys,2018,19863
mys,2019,22485
nam,1990,55
nam,1991,62
nam,1993,57
nam,2012,439
nam,2013,332
nam,2014,364
nam,2015,1608
nam,2016,739
nam,2017,3423
nam,2018,2005
nam,2019,342
nga,1990,1392
nga,2011,20560
nga,2012,17182
nga,2013,19332
nga,2017,15557
nga,2018,11221
nga,2019,11341
nic,1983,126
nic,1984,182
nic,1985,76
nic,1986,80
nic,1987,35
nic,1988,11
nic,1989,47
nic,1990,202
nic,1991,564
nic,1992,767
nic,1993,594
nic,1994,820
nic,1995,751
nic,1996,727
nic,1997,956
nic,1998,943
nic,1999,820
nic,2000,1164
nic,2001,668
nic,2002,498
nic,2003,794
nic,2004,908
nic,2005,1059
nic,2006,1154
nic,2007,1195
nic,2013,1146
nor,1980,543
nor,1981,745
nor,1982,838
nor,1983,972
nor,1984,1086
nor,1985,1285
nor,1986,1279
nor,1987,1217
nor,1988,1091
nor,1989,1052
nor,1990,1410
nor,1991,1369
nor,1992,1472
nor,1993,1639
nor,1994,1853
nor,1995,2117
nor,1996,2558
nor,1997,2809
nor,1998,3001
nor,1999,3186
nor,2000,3802
nor,2001,3317
nor,2002,2971
nor,2003,2907
nor,2004,2957
nor,2005,3090
nor,2006,3046
nor,2007,3326
nor,2008,3531
nor,2009,3443
nor,2010,3627
nor,2011,3413
nor,2012,3427
nor,2013,3508
nor,2014,4025
nor,2015,4157
nor,2016,4324
nor,2017,4514
nor,2018,4855
nor,2019,4251
npl,1980,399
npl,1981,229
npl,1982,394
npl,1984,365
npl,1995,540
npl,1998,571
npl,1999,678
npl,2000,660
npl,2001,804
npl,2002,1255
npl,2003,949
npl,2004,609
npl,2005,585
npl,2006,420
npl,2007,612
npl,2011,2204
npl,2012,2471
npl,2013,2845
npl,2014,2942
npl,2015,2464
npl,2016,3215
npl,2017,4005
nzl,1980,1969
nzl,1981,2013
nzl,1982,2101
nzl,1983,2163
nzl,1984,2487
nzl,1985,2971
nzl,1987,3030
nzl,1988,5397
nzl,1989,2900
nzl,1990,3528
nzl,1991,3005
nzl,1992,3767
nzl,1993,3872
nzl,1994,4752
nzl,1995,5143
nzl,1996,5197
nzl,1997,6095
nzl,1998,6261
nzl,1999,6776
nzl,2000,8224
nzl,2001,8382
nzl,2002,8818
nzl,2003,10435
nzl,2004,8426
nzl,2005,8269
nzl,2006,9751
nzl,2007,9665
nzl,2008,8330
nzl,2009,8438
nzl,2010,8429
nzl,2011,8632
nzl,2012,9241
nzl,2013,8087
nzl,2014,8910
nzl,2015,8791
nzl,2016,9201
nzl,2017,9320
nzl,2018,9666
nzl,2019,9453
omn,1991,220
omn,1992,241
omn,1993,236
omn,1994,220
omn,2015,6914
omn,2016,9172
omn,2017,11307
omn,2018,11486
omn,2019,11064
pak,1980,1611
pak,1981,1775
pak,1982,1835
pak,1983,1767
pak,1984,2410
pak,1986,2096
pak,1987,2148
pak,1988,1932
pak,1989,2156
pak,1990,2158
pak,1991,3470
pak,1992,3116
pak,1993,3338
pak,1994,3124
pak,1995,2960
pak,1996,3035
pak,1997,3848
pak,1998,3869
pak,1999,5254
pak,2000,5465
pak,2001,4852
pak,2002,5342
pak,2003,6318
pak,2004,8421
pak,2005,8789
pak,2006,9231
pak,2007,9033
pak,2008,10186
pak,2009,12437
pak,2011,14003
pak,2012,15323
pak,2013,15708
pak,2014,20576
pak,2015,23544
pak,2016,27017
pak,2017,30632
pak,2018,30543
pak,2019,32741
pan,1980,544
pan,1981,507
pan,1982,803
pan,1983,967
pan,1984,989
pan,1985,1048
pan,1986,1077
pan,1987,1267
pan,1988,1107
pan,1989,1407
pan,1990,1688
pan,1991,2113
pan,1992,2221
pan,1993,2252
pan,1994,1896
pan,1995,1872
pan,1996,4063
pan,1997,1701
pan,1998,1706
pan,1999,1675
pan,2000,2057
pan,2001,2142
pan,2002,1905
pan,2003,2593
pan,2005,2906
pan,2006,3973
pan,2007,3530
pan,2008,4407
pan,2009,3571
pan,2010,3702
pan,2011,4167
pan,2012,4455
pan,2013,3459
pan,2014,3397
pan,2015,3830
pan,2016,3625
pan,2017,3196
pan,2018,2779
pan,2019,3100
per,1980,2802
per,1986,5615
per,1987,7507
per,1988,5669
per,1989,2870
per,1990,4286
per,1991,4487
per,1992,3087
per,1993,7570
per,1994,6139
per,1995,8697
per,1996,9416
per,1997,9213
per,1998,7908
per,1999,7630
per,2000,7948
per,2001,6940
per,2002,8036
per,2003,8227
per,2004,8667
per,2005,10468
per,2006,11058
per,2007,12778
per,2008,14980
per,2010,14810
per,2012,16092
per,2013,15535
per,2014,16381
per,2015,17596
per,2016,17470
per,2017,18923
per,2018,21381
per,2019,26709
phl,1980,3271
phl,1981,3033
phl,1982,1938
phl,1983,1934
phl,1984,1581
phl,1985,2179
phl,1986,2209
phl,1987,2180
phl,1988,2033
phl,1989,2013
phl,1990,1949
phl,1991,2333
phl,1992,2887
phl,1993,3164
phl,1994,3016
phl,1995,2641
phl,1996,2909
phl,1997,3153
phl,1998,3668
phl,1999,4958
phl,2000,4975
phl,2001,5125
phl,2002,6281
phl,2003,6847
phl,2004,6870
phl,2005,7048
phl,2006,8317
phl,2007,8676
phl,2008,8882
phl,2009,8874
phl,2010,8855
phl,2011,10572
phl,2012,11679
phl,2013,12269
phl,2014,14490
phl,2015,14809
phl,2016,15761
phl,2017,18584
phl,2018,21625
phl,2019,23445
png,1985,9
png,1986,21
png,1987,33
png,1988,62
png,1989,63
png,1990,29
png,1991,59
png,1992,54
png,1993,78
png,1994,156
png,1995,108
png,1996,142
png,2000,35
png,2001,60
png,2002,40
png,2003,84
png,2004,96
png,2005,70
png,2006,107
png,2007,76
png,2012,139
png,2013,180
png,2014,117
png,2015,109
png,2016,108
pol,1980,162
pol,1981,106
pol,1982,221
pol,1983,334
pol,1984,412
pol,1985,369
pol,1986,414
pol,1987,494
pol,1988,867
pol,1989,1077
pol,1990,2554
pol,1991,5531
pol,1992,9682
pol,1993,7936
pol,1994,10803
pol,1995,9752
pol,1996,9860
pol,1997,10308
pol,1998,11263
pol,1999,12467
pol,2000,14111
pol,2001,12434
pol,2002,12355
pol,2003,13281
pol,2004,13776
pol,2005,13829
pol,2006,14044
pol,2007,13952
pol,2008,14707
pol,2009,13233
pol,2010,14065
pol,2011,14252
pol,2012,13248
pol,2013,13534
pol,2014,13140
pol,2015,12615
pol,2016,13854
pol,2017,13739
pol,2018,12811
pol,2019,13296
