geo,time,sh_xpd_oopc_pc_cd
bgd,2006,8.02754
bgd,2007,9.42412
bgd,2008,10.61469
bgd,2009,12.05096
bgd,2010,13.98158
bgd,2011,15.3916
bgd,2012,15.82763
bgd,2013,18.27552
bgd,2014,20.80199
bgd,2015,23.59101
bgd,2016,25.28834
bgd,2017,27.64385
bgd,2018,30.95901
bgd,2019,33.32732
bgr,2000,38.15401
bgr,2001,52.37305
bgr,2002,58.95457
bgr,2003,74.50168
bgr,2004,91.38802
bgr,2005,104.06415
bgr,2006,125.42982
bgr,2007,153.85974
bgr,2008,194.19327
bgr,2009,203.77928
bgr,2010,209.12865
bgr,2011,247.15793
bgr,2012,266.73657
bgr,2013,229.17798
bgr,2014,243.56188
bgr,2015,221.65492
bgr,2016,243.23891
bgr,2017,270.80061
bgr,2018,279.53161
bgr,2019,271.99207
bhr,2000,125.26925
bhr,2001,122.94258
bhr,2002,129.39245
bhr,2003,178.64083
bhr,2004,170.06529
bhr,2005,160.78036
bhr,2006,160.21527
bhr,2007,208.99318
bhr,2008,206.26096
bhr,2009,222.60446
bhr,2010,226.63589
bhr,2011,228.9981
bhr,2012,260.36398
bhr,2013,286.98126
bhr,2014,288.26498
bhr,2015,291.67574
bhr,2016,307.55397
bhr,2017,342.78001
bhr,2018,298.28927
bhr,2019,279.60126
bhs,2000,280.70205
bhs,2001,304.53367
bhs,2002,317.02888
bhs,2003,326.15258
bhs,2004,340.09229
bhs,2005,370.6908
bhs,2006,388.5935
bhs,2007,406.52404
bhs,2008,414.13289
bhs,2009,397.22929
bhs,2010,412.60553
bhs,2011,416.94434
bhs,2012,450.82542
bhs,2013,449.52297
bhs,2014,473.10108
bhs,2015,497.15141
bhs,2016,497.42224
bhs,2017,527.30131
bhs,2018,547.36939
bhs,2019,525.89107
bih,2000,44.75096
bih,2001,43.46514
bih,2002,45.71329
bih,2003,54.82038
bih,2004,104.41486
bih,2005,118.82772
bih,2006,136.57167
bih,2007,171.81402
bih,2008,212.07189
bih,2009,130.14351
bih,2010,125.64141
bih,2011,137.62724
bih,2012,132.32609
bih,2013,140.75278
bih,2014,145.99631
bih,2015,127.31889
bih,2016,132.18951
bih,2017,140.40561
bih,2018,158.25676
bih,2019,162.56259
blr,2000,9.24326
blr,2001,15.39832
blr,2002,20.05255
blr,2003,22.16096
blr,2004,27.43761
blr,2005,43.19735
blr,2006,54.58813
blr,2007,72.501
blr,2008,104.96034
blr,2009,89.88412
blr,2010,100.23424
blr,2011,107.39838
blr,2012,112.59429
blr,2013,154.25921
blr,2014,157.10213
blr,2015,131.32601
blr,2016,79.77566
blr,2017,90.24807
blr,2018,89.31577
blr,2019,102.60536
blz,2000,49.50864
blz,2001,52.92102
blz,2002,55.15416
blz,2003,56.41057
blz,2004,56.9475
blz,2005,55.74568
blz,2006,54.84762
blz,2007,56.3094
blz,2008,57.28263
blz,2009,58.83734
blz,2010,59.68587
blz,2011,62.04212
blz,2012,62.36523
blz,2013,64.33253
blz,2014,65.04545
blz,2015,66.27241
blz,2016,70.24377
blz,2017,67.53459
blz,2018,66.4124
blz,2019,63.99512
bol,2000,14.69243
bol,2001,15.13341
bol,2002,15.01841
bol,2003,15.10644
bol,2004,15.33399
bol,2005,16.79439
bol,2006,18.33004
bol,2007,19.83233
bol,2008,23.99567
bol,2009,27.32147
bol,2010,33.85306
bol,2011,39.45468
bol,2012,47.11276
bol,2013,55.13633
bol,2014,56.15694
bol,2015,54.34597
bol,2016,58.91107
bol,2017,54.54299
bol,2018,51.81051
bol,2019,58.69887
bra,2000,114.36506
bra,2001,102.15075
bra,2002,89.90402
bra,2003,89.19475
bra,2004,104.51618
bra,2005,138.09991
bra,2006,166.90665
bra,2007,199.4536
bra,2008,218.50224
bra,2009,225.2661
bra,2010,263.49629
bra,2011,302.24753
bra,2012,284.05914
bra,2013,276.46009
bra,2014,286.60639
bra,2015,194.01819
bra,2016,195.0293
bra,2017,230.08906
bra,2018,215.02563
bra,2019,212.32163
brb,2000,236.56706
brb,2001,235.71195
brb,2002,243.20563
brb,2003,280.9685
brb,2004,307.44415
brb,2005,328.16585
brb,2006,354.03446
brb,2007,374.17201
brb,2008,392.50617
brb,2009,412.37857
brb,2010,414.18056
brb,2011,479.05473
brb,2012,487.96092
brb,2013,505.40576
brb,2014,505.35195
brb,2015,492.63216
brb,2016,497.63459
brb,2017,521.6174
brb,2018,541.73945
brb,2019,534.23127
brn,2000,80.50988
brn,2001,78.11615
brn,2002,77.6592
brn,2003,91.27196
brn,2004,104.71821
brn,2005,105.54357
brn,2006,96.16435
brn,2007,89.83626
brn,2008,79.71511
brn,2009,70.41863
brn,2010,66.38216
brn,2011,74.31164
brn,2012,78.22233
brn,2013,79.90009
brn,2014,58.58832
brn,2015,36.99943
brn,2016,34.4621
brn,2017,35.10222
brn,2018,37.0763
brn,2019,38.14549
btn,2000,3.56553
btn,2001,2.852
btn,2002,3.72365
btn,2003,7.17305
btn,2004,7.62411
btn,2005,8.01593
btn,2006,8.18188
btn,2007,9.4708
btn,2008,9.10773
btn,2009,10.13534
btn,2010,12.21216
btn,2011,13.00284
btn,2012,17.63052
btn,2013,17.92581
btn,2014,18.82105
btn,2015,19.5101
btn,2016,19.90928
btn,2017,13.95251
btn,2018,13.5243
btn,2019,20.63348
bwa,2000,22.54109
bwa,2001,19.6269
bwa,2002,18.44878
bwa,2003,24.19542
bwa,2004,26.11538
bwa,2005,24.45629
bwa,2006,21.84634
bwa,2007,21.06538
bwa,2008,19.21282
bwa,2009,18.59922
bwa,2010,19.90288
bwa,2011,20.12743
bwa,2012,18.35957
bwa,2013,17.01841
bwa,2014,16.18995
bwa,2015,13.93133
bwa,2016,13.32264
bwa,2017,14.49399
bwa,2018,15.26684
bwa,2019,15.10516
caf,2000,4.79109
caf,2001,5.1186
caf,2002,5.43576
caf,2003,6.94554
caf,2004,7.82396
caf,2005,8.13635
caf,2006,8.78677
caf,2007,9.99486
caf,2008,11.44
caf,2009,11.32636
caf,2010,11.63968
caf,2011,12.97433
caf,2012,13.0007
caf,2013,8.90413
caf,2014,10.49387
caf,2015,9.26795
caf,2016,12.08835
caf,2017,16.95546
caf,2018,22.37425
caf,2019,22.43717
can,2000,333.41283
can,2001,328.70099
can,2002,343.5113
can,2003,390.88243
can,2004,447.18043
can,2005,506.61602
can,2006,601.23012
can,2007,657.02166
can,2008,692.95047
can,2009,662.47302
can,2010,784.63564
can,2011,813.58251
can,2012,818.0022
can,2013,789.10381
can,2014,757.45663
can,2015,677.53144
can,2016,716.19261
can,2017,743.39615
can,2018,752.2626
can,2019,752.94861
che,2000,1104.98994
che,2001,1133.52455
che,2002,1223.49357
che,2003,1436.42937
che,2004,1612.91354
che,2005,1540.13714
che,2006,1551.25619
che,2007,1682.28538
che,2008,1886.82049
che,2009,1912.00804
che,2010,2017.8372
che,2011,2357.31126
che,2012,2306.44625
che,2013,2334.05819
che,2014,2493.95429
che,2015,2426.21604
che,2016,2508.25509
che,2017,2536.64231
che,2018,2762.00471
che,2019,2444.92466
chl,2000,152.83392
chl,2001,139.40787
chl,2002,137.25188
chl,2003,149.66825
chl,2004,178.8906
chl,2005,212.62836
chl,2006,232.76447
chl,2007,254.15291
chl,2008,271.25876
chl,2009,254.5673
chl,2010,299.08623
chl,2011,341.95769
chl,2012,360.07431
chl,2013,396.75464
chl,2014,392.51695
chl,2015,388.92679
chl,2016,407.14871
chl,2017,453.00714
chl,2018,483.77869
chl,2019,451.2638
chn,2000,25.32023
chn,2001,28.02834
chn,2002,30.88594
chn,2003,33.7901
chn,2004,37.17823
chn,2005,41.45858
chn,2006,45.48061
chn,2007,49.79315
chn,2008,62.4727
chn,2009,70.66744
chn,2010,76.08856
chn,2011,95.17765
chn,2012,110.51488
chn,2013,124.41589
chn,2014,131.38086
chn,2015,136.88474
chn,2016,141.95868
chn,2017,157.63286
chn,2018,179.13201
chn,2019,188.5276
civ,2000,40.40227
civ,2001,41.15289
civ,2002,42.92103
civ,2003,47.83239
civ,2004,48.8876
civ,2005,45.29993
civ,2006,42.20248
civ,2007,42.35077
civ,2008,46.52288
civ,2009,44.75779
civ,2010,43.32656
civ,2011,43.98538
civ,2012,40.17243
civ,2013,40.86219
civ,2014,41.18566
civ,2015,27.05023
civ,2016,27.00163
civ,2017,27.36107
civ,2018,28.35347
civ,2019,28.003
cmr,2000,21.71132
cmr,2001,19.57841
cmr,2002,21.45246
cmr,2003,26.52789
cmr,2004,30.04772
cmr,2005,30.85566
cmr,2006,31.88137
cmr,2007,35.53295
cmr,2008,39.10141
cmr,2009,37.92306
cmr,2010,36.77727
cmr,2011,39.31688
cmr,2012,36.88018
cmr,2013,38.6791
cmr,2014,39.19488
cmr,2015,34.76279
cmr,2016,35.53235
cmr,2017,37.73485
cmr,2018,39.9487
cmr,2019,39.16357
cod,2000,10.1492
cod,2001,4.23405
cod,2002,3.20837
cod,2003,4.41668
cod,2004,6.0669
cod,2005,6.36298
cod,2006,7.61648
cod,2007,7.89188
cod,2008,8.13821
cod,2009,6.16094
cod,2010,4.77742
cod,2011,4.90319
cod,2012,5.64496
cod,2013,6.44094
cod,2014,7.49859
cod,2015,7.38787
cod,2016,7.67389
cod,2017,7.78973
cod,2018,7.70655
cod,2019,7.91912
cog,2000,9.21385
cog,2001,9.45389
cog,2002,10.56322
cog,2003,13.36816
cog,2004,15.5326
cog,2005,16.38939
cog,2006,17.92843
cog,2007,21.18485
cog,2008,24.61485
cog,2009,25.31045
cog,2010,24.01522
cog,2011,25.65058
cog,2012,22.27834
cog,2013,23.14297
cog,2014,23.26922
cog,2015,19.52557
cog,2016,25.19678
cog,2017,24.96473
cog,2018,24.85942
cog,2019,22.27002
col,2000,18.19261
col,2001,18.30327
col,2002,14.98538
col,2003,11.01363
col,2004,21.68017
col,2005,33.99056
col,2006,42.50523
col,2007,58.8989
col,2008,78.07826
col,2009,68.40049
col,2010,76.19086
col,2011,76.17761
col,2012,96.98444
col,2013,98.92098
col,2014,94.90455
col,2015,71.55866
col,2016,69.02756
col,2017,75.22415
col,2018,77.64474
col,2019,73.59094
com,2000,37.50258
com,2001,36.27929
com,2002,38.22932
com,2003,45.66027
com,2004,50.13573
com,2005,50.06423
com,2006,50.44351
com,2007,54.96406
com,2008,58.88023
com,2009,55.73599
com,2010,52.87661
com,2011,49.16818
com,2012,49.34523
com,2013,52.24232
com,2014,51.95394
com,2015,42.87129
com,2016,42.21169
com,2017,44.52472
com,2018,46.68603
com,2019,44.71633
cpv,2000,15.92198
cpv,2001,15.66541
cpv,2002,17.14463
cpv,2003,21.53177
cpv,2004,23.37825
cpv,2005,24.756
cpv,2006,28.16183
cpv,2007,30.5743
cpv,2008,32.57829
cpv,2009,32.80828
cpv,2010,42.44869
cpv,2011,41.69635
cpv,2012,43.4817
cpv,2013,46.3864
cpv,2014,49.13048
cpv,2015,40.70131
cpv,2016,43.54079
cpv,2017,47.59758
cpv,2018,51.81393
cpv,2019,44.3672
cri,2000,78.54357
cri,2001,81.10464
cri,2002,85.22746
cri,2003,88.93188
cri,2004,93.62486
cri,2005,102.15887
cri,2006,112.65549
cri,2007,132.00924
cri,2008,152.10927
cri,2009,141.13968
cri,2010,167.68535
cri,2011,193.2827
cri,2012,192.21991
cri,2013,191.70307
cri,2014,202.94787
cri,2015,199.75812
cri,2016,195.13928
cri,2017,183.07693
cri,2018,203.91617
cri,2019,205.74001
cub,2000,29.34454
cub,2001,37.06335
cub,2002,41.3495
cub,2003,46.15652
cub,2004,45.46519
cub,2005,49.21156
cub,2006,55.26031
cub,2007,55.88776
cub,2008,54.10711
cub,2009,55.0473
cub,2010,56.23637
cub,2011,75.69674
cub,2012,79.33896
cub,2013,87.5232
cub,2014,83.47997
cub,2015,94.94188
cub,2016,101.29594
cub,2017,104.85699
cub,2018,108.64222
cub,2019,109.23618
cyp,2000,419.55317
cyp,2001,431.87939
cyp,2002,469.9223
cyp,2003,545.67354
cyp,2004,641.96952
cyp,2005,680.71634
cyp,2006,712.36832
cyp,2007,826.76424
cyp,2008,1107.79844
cyp,2009,1051.13455
cyp,2010,881.64308
cyp,2011,874.93658
cyp,2012,804.79573
cyp,2013,816.33685
cyp,2014,845.33087
cyp,2015,687.71455
cyp,2016,726.4236
cyp,2017,777.34552
cyp,2018,863.89872
cyp,2019,610.28277
cze,2000,34.9694
cze,2001,41.35377
cze,2002,49.78268
cze,2003,66.4187
cze,2004,79.89462
cze,2005,94.58348
cze,2006,109.71929
cze,2007,151.32846
cze,2008,233.82109
cze,2009,217.06531
cze,2010,209.53661
cze,2011,227.80876
cze,2012,212.15503
cze,2013,211.19332
cze,2014,213.05015
cze,2015,190.40353
cze,2016,198.55774
cze,2017,218.56978
cze,2018,250.54762
cze,2019,260.95729
deu,2000,288.0884
deu,2001,288.2123
deu,2002,322.87482
deu,2003,404.83024
deu,2004,485.20682
deu,2005,502.42646
deu,2006,536.44477
deu,2007,602.83487
deu,2008,659.19167
deu,2009,649.50743
deu,2010,643.74895
deu,2011,705.45076
deu,2012,675.27952
deu,2013,678.75693
deu,2014,689.96394
deu,2015,605.01743
deu,2016,616.06235
deu,2017,645.98034
deu,2018,703.83091
deu,2019,697.24445
dji,2000,16.40482
dji,2001,16.98953
dji,2002,17.20784
dji,2003,17.03609
dji,2004,16.63946
dji,2005,17.07149
dji,2006,17.87298
dji,2007,18.08283
dji,2008,17.05932
dji,2009,16.68954
dji,2010,16.3205
dji,2011,16.66418
dji,2012,16.5731
dji,2013,16.24761
dji,2014,16.56936
dji,2015,16.90444
dji,2016,17.81706
dji,2017,18.89497
dji,2018,20.68966
dji,2019,14.92903
dma,2000,84.14205
dma,2001,93.38176
dma,2002,92.62329
dma,2003,95.13228
dma,2004,100.64532
dma,2005,102.75667
dma,2006,105.37576
dma,2007,122.54006
dma,2008,144.86651
dma,2009,145.35788
dma,2010,139.38099
dma,2011,138.6578
dma,2012,140.75405
dma,2013,132.64432
dma,2014,137.67346
dma,2015,133.47208
dma,2016,133.42742
dma,2017,113.84148
dma,2018,148.10311
dma,2019,149.03995
dnk,2000,383.3038
dnk,2001,393.41416
dnk,2002,426.50565
dnk,2003,525.08427
dnk,2004,623.8255
dnk,2005,653.49409
dnk,2006,694.20231
dnk,2007,796.29583
dnk,2008,866.51885
dnk,2009,851.41364
dnk,2010,864.80246
dnk,2011,913.93441
dnk,2012,850.08584
dnk,2013,861.27328
dnk,2014,878.92437
dnk,2015,747.91877
dnk,2016,763.17473
dnk,2017,796.85186
dnk,2018,855.7447
dnk,2019,850.62631
dom,2000,77.52502
dom,2001,79.22301
dom,2002,82.89964
dom,2003,65.43589
dom,2004,66.39306
dom,2005,92.25283
dom,2006,89.84221
dom,2007,94.46016
dom,2008,104.82273
dom,2009,109.77551
dom,2010,136.12331
dom,2011,142.18838
dom,2012,154.13412
dom,2013,151.67846
dom,2014,161.47195
dom,2015,171.5702
dom,2016,189.30752
dom,2017,198.49025
dom,2018,206.5157
dom,2019,210.90242
dza,2000,15.88482
dza,2001,14.47503
dza,2002,14.97079
dza,2003,16.01869
dza,2004,24.13895
dza,2005,28.29415
dza,2006,33.9888
dza,2007,42.4041
dza,2008,54.09418
dza,2009,57.12789
dza,2010,66.2244
dza,2011,80.10447
dza,2012,86.2928
dza,2013,91.48969
dza,2014,95.87503
dza,2015,82.24241
dza,2016,80.53249
dza,2017,83.9616
dza,2018,83.53209
dza,2019,83.00936
ecu,2000,30.59666
ecu,2001,43.36155
ecu,2002,60.86675
ecu,2003,81.90175
ecu,2004,91.20069
ecu,2005,105.52699
ecu,2006,115.72342
ecu,2007,105.52163
ecu,2008,125.199
ecu,2009,125.44645
ecu,2010,134.19708
ecu,2011,156.46885
ecu,2012,165.89797
ecu,2013,156.6516
ecu,2014,142.20121
ecu,2015,166.39031
ecu,2016,146.23389
ecu,2017,149.68674
ecu,2018,150.85314
ecu,2019,150.22106
egy,2000,46.02768
egy,2001,46.64237
egy,2002,43.52437
egy,2003,35.2033
egy,2004,34.81378
egy,2005,41.24296
egy,2006,43.11034
egy,2007,47.63288
egy,2008,60.09852
egy,2009,64.46504
egy,2010,70.9252
egy,2011,75.77306
egy,2012,91.76348
egy,2013,87.26166
egy,2014,92.18889
egy,2015,109.05858
egy,2016,90.55262
egy,2017,64.28012
egy,2018,78.16602
egy,2019,94.02197
eri,2000,8.76974
eri,2001,8.11712
eri,2002,7.00238
eri,2003,7.39694
eri,2004,7.77348
eri,2005,7.27442
eri,2006,7.58903
eri,2007,7.92243
eri,2008,6.4594
eri,2009,10.32824
eri,2010,12.2109
eri,2011,12.43014
eri,2012,13.89305
eri,2013,14.67528
eri,2014,16.7976
eri,2015,11.30238
eri,2016,12.78974
eri,2017,8.51365
eri,2018,11.72506
eri,2019,10.91464
esp,2000,244.52848
esp,2001,259.71897
esp,2002,288.94127
esp,2003,368.50377
esp,2004,426.3918
esp,2005,448.41677
esp,2006,471.40771
esp,2007,540.36168
esp,2008,618.22779
esp,2009,558.65798
esp,2010,566.02555
esp,2011,593.18637
esp,2012,565.01585
esp,2013,598.85423
esp,2014,619.94912
esp,2015,523.78266
esp,2016,521.89637
esp,2017,561.63217
esp,2018,609.80488
esp,2019,591.35061
est,2000,42.70728
est,2001,41.32051
est,2002,51.49591
est,2003,71.60165
est,2004,101.92435
est,2005,118.77131
est,2006,139.11486
est,2007,188.61833
est,2008,215.23303
est,2009,195.82961
est,2010,203.06254
est,2011,219.0011
est,2012,218.03902
est,2013,258.74772
est,2014,280.27557
est,2015,253.56787
est,2016,269.58793
est,2017,335.93331
est,2018,382.57621
est,2019,384.44186
eth,2000,1.93612
eth,2001,1.94087
eth,2002,1.97027
eth,2003,2.01286
eth,2004,2.05037
eth,2005,2.08526
eth,2006,3.35864
eth,2007,4.43301
eth,2008,5.17589
eth,2009,6.49592
eth,2010,7.06494
eth,2011,7.03242
eth,2012,8.71382
eth,2013,8.43148
eth,2014,8.56892
eth,2015,8.78766
eth,2016,8.88468
eth,2017,8.57454
eth,2018,8.61071
eth,2019,10.1287
fin,2000,372.59812
fin,2001,383.22786
fin,2002,426.14801
fin,2003,530.1459
fin,2004,602.93271
fin,2005,632.10315
fin,2006,641.20639
fin,2007,743.20613
fin,2008,832.29593
fin,2009,796.27839
fin,2010,799.09332
fin,2011,856.03872
fin,2012,798.4521
fin,2013,870.52297
fin,2014,868.23434
fin,2015,768.84246
fin,2016,791.55061
fin,2017,806.30513
fin,2018,832.27015
fin,2019,776.53181
fji,2000,8.34738
fji,2001,8.45959
fji,2002,8.99876
fji,2003,11.74847
fji,2004,15.24494
fji,2005,15.60563
fji,2006,19.5006
fji,2007,23.48115
fji,2008,23.72481
fji,2009,31.63621
fji,2010,30.23821
fji,2011,37.72787
fji,2012,40.26141
fji,2013,37.83571
fji,2014,37.57118
fji,2015,37.68308
fji,2016,38.25239
fji,2017,30.32094
fji,2018,31.20111
fji,2019,31.09638
fra,2000,157.2423
fra,2001,160.85192
fra,2002,174.86299
fra,2003,221.76373
fra,2004,250.62016
fra,2005,263.4417
fra,2006,356.71572
fra,2007,410.89451
fra,2008,482.16677
fra,2009,481.65994
fra,2010,470.03187
fra,2011,505.02143
fra,2012,470.03126
fra,2013,486.80417
fra,2014,491.81422
fra,2015,408.25936
fra,2016,407.68525
fra,2017,421.98478
fra,2018,433.9434
fra,2019,415.98319
fsm,2000,8.11875
fsm,2001,9.14475
fsm,2002,9.66271
fsm,2003,10.73769
fsm,2004,11.78054
fsm,2005,13.37872
fsm,2006,12.97473
fsm,2007,12.15346
fsm,2008,12.48563
fsm,2009,12.79854
fsm,2010,12.23067
fsm,2011,11.90971
fsm,2012,11.08271
fsm,2013,10.96437
fsm,2014,9.41375
fsm,2015,9.31705
fsm,2016,9.67955
fsm,2017,10.65032
fsm,2018,11.68543
fsm,2019,11.88125
gab,2000,67.98598
gab,2001,63.94656
gab,2002,74.57539
gab,2003,87.40548
gab,2004,95.50082
gab,2005,104.09642
gab,2006,114.31815
gab,2007,135.18436
gab,2008,148.9008
gab,2009,151.19226
gab,2010,55.87572
gab,2011,76.67213
gab,2012,66.53424
gab,2013,78.65869
gab,2014,68.84969
gab,2015,50.83633
gab,2016,48.94789
gab,2017,50.57907
gab,2018,50.49871
gab,2019,49.64367
gbr,2000,359.48815
gbr,2001,376.09957
gbr,2002,412.00754
gbr,2003,461.65076
gbr,2004,514.89742
gbr,2005,495.3585
gbr,2006,510.71957
gbr,2007,667.45668
gbr,2008,593.06989
gbr,2009,497.06576
gbr,2010,530.79985
gbr,2011,575.31133
gbr,2012,614.64559
gbr,2013,693.90993
gbr,2014,755.02357
gbr,2015,720.05314
gbr,2016,662.46598
gbr,2017,663.75291
gbr,2018,725.92885
gbr,2019,736.36582
geo,2000,41.99266
geo,2001,42.21097
geo,2002,49.40889
geo,2003,61.57198
geo,2004,80.13138
geo,2005,100.63194
geo,2006,112.0737
geo,2007,141.22039
geo,2008,178.4364
geo,2009,177.13866
geo,2010,197.10302
geo,2011,224.33268
geo,2012,239.75354
geo,2013,231.19381
geo,2014,227.78472
geo,2015,158.12391
geo,2016,167.41438
