geo,time,se_prm_enrr
chl,1975,123.91762
chl,1976,120.53454
chl,1977,119.40738
chl,1978,118.63598
chl,1979,118.573
chl,1980,115.54357
chl,1981,113.24364
chl,1982,110.80849
chl,1983,108.80641
chl,1984,104.96363
chl,1985,104.73944
chl,1986,102.8754
chl,1988,100.135
chl,1989,101.13763
chl,1990,102.62989
chl,1991,103.04319
chl,1992,100.4116
chl,1993,100.60247
chl,1996,100.30411
chl,1997,78.36396
chl,1998,103.00903
chl,1999,103.76987
chl,2000,103.01351
chl,2002,100.84305
chl,2003,99.72118
chl,2004,104.155
chl,2005,104.56108
chl,2006,105.41235
chl,2007,106.78148
chl,2008,107.54435
chl,2009,106.50496
chl,2010,103.75048
chl,2011,103.40725
chl,2012,103.24807
chl,2013,101.45874
chl,2014,100.94146
chl,2015,100.68484
chl,2016,100.97826
chl,2017,101.43016
chl,2018,102.17922
chl,2019,102.37054
chn,1970,107.04217
chn,1971,106.33583
chn,1972,108.04151
chn,1973,115.40075
chn,1974,119.11424
chn,1975,121.49876
chn,1976,121.5534
chn,1977,116.50097
chn,1978,110.61233
chn,1979,109.2433
chn,1980,109.71937
chn,1981,111.16999
chn,1982,110.75416
chn,1983,110.77841
chn,1984,111.5862
chn,1985,116.69518
chn,1986,121.48349
chn,1987,126.15071
chn,1988,128.0994
chn,1989,128.47421
chn,1990,127.54878
chn,1991,124.37638
chn,1992,121.72449
chn,1993,118.37723
chn,1994,114.94449
chn,1995,111.76382
chn,1996,108.07416
chn,1997,105.50709
chn,1998,105.76937
chn,2001,112.34159
chn,2006,100.99328
chn,2007,100.70705
chn,2008,100.74244
chn,2009,100.0061
chn,2010,98.96422
chn,2011,99.04702
chn,2012,99.7911
chn,2013,99.5646
chn,2014,95.79643
chn,2015,96.3186
chn,2016,97.96192
chn,2017,99.40481
chn,2018,100.22275
chn,2019,101.92572
chn,2020,103.17396
civ,1970,59.33253
civ,1971,61.64684
civ,1972,61.80449
civ,1973,63.44821
civ,1974,64.93514
civ,1975,65.81154
civ,1976,66.24248
civ,1977,68.93384
civ,1978,72.32378
civ,1979,75.58979
civ,1980,77.34176
civ,1981,79.17325
civ,1982,79.52405
civ,1983,78.91438
civ,1984,76.61091
civ,1985,74.1765
civ,1986,72.98209
civ,1987,71.59866
civ,1988,71.59329
civ,1989,71.98232
civ,1990,71.7442
civ,1991,70.15789
civ,1992,69.4382
civ,1993,68.00031
civ,1994,70.01078
civ,1995,70.55157
civ,1996,71.01518
civ,1997,71.84345
civ,1998,72.57142
civ,1999,74.57289
civ,2000,73.91165
civ,2001,76.12587
civ,2002,76.47013
civ,2003,71.86367
civ,2006,68.51096
civ,2007,68.9822
civ,2008,72.73877
civ,2009,71.831
civ,2011,79.69289
civ,2012,82.73464
civ,2013,83.99138
civ,2014,86.80014
civ,2015,90.65904
civ,2016,95.88669
civ,2017,98.36802
civ,2018,99.79975
civ,2019,100.31534
civ,2020,100.45793
cmr,1971,92.34769
cmr,1972,89.76547
cmr,1973,90.05778
cmr,1974,91.10964
cmr,1975,93.31077
cmr,1976,94.5878
cmr,1977,93.20308
cmr,1978,94.31754
cmr,1979,94.88775
cmr,1980,95.27756
cmr,1981,97.6725
cmr,1982,98.60742
cmr,1983,101.11214
cmr,1984,99.30524
cmr,1985,100.17787
cmr,1986,101.01607
cmr,1987,102.45328
cmr,1988,102.93865
cmr,1989,99.33313
cmr,1990,98.87776
cmr,1991,96.26161
cmr,1992,90.41086
cmr,1994,83.48693
cmr,1995,81.28503
cmr,1996,74.67914
cmr,1997,78.20269
cmr,1998,80.35401
cmr,1999,82.84076
cmr,2000,85.20452
cmr,2001,100.81173
cmr,2002,100.80282
cmr,2003,100.92099
cmr,2004,105.41287
cmr,2005,103.44945
cmr,2006,102.30476
cmr,2007,104.24175
cmr,2008,104.35048
cmr,2009,106.26686
cmr,2010,108.13266
cmr,2011,107.22814
cmr,2012,111.66619
cmr,2014,113.27903
cmr,2015,116.21044
cmr,2016,116.1173
cmr,2017,110.32068
cmr,2018,103.40212
cmr,2019,105.74784
cod,1971,96.4846
cod,1972,96.28687
cod,1973,96.49368
cod,1974,95.57854
cod,1975,94.69564
cod,1976,95.43182
cod,1977,95.03718
cod,1978,95.63
cod,1979,95.84722
cod,1980,96.42163
cod,1981,97.46707
cod,1982,98.1431
cod,1983,98.84041
cod,1984,99.64664
cod,1985,94.41336
cod,1986,94.88816
cod,1987,82.35548
cod,1988,83.68936
cod,1990,61.77511
cod,1991,79.62924
cod,1992,77.51647
cod,1993,78.32215
cod,1994,76.25873
cod,1995,80.66086
cod,1998,65.7622
cod,1999,53.37403
cod,2002,66.96289
cod,2007,93.10951
cod,2008,101.44362
cod,2009,100.49092
cod,2010,99.99916
cod,2011,101.16224
cod,2012,105.49105
cod,2013,106.55355
cod,2014,110.17665
cod,2015,107.97708
cod,2018,118.45961
cog,1971,111.22896
cog,1972,116.61661
cog,1973,118.97438
cog,1974,121.26018
cog,1975,122.70091
cog,1976,123.28927
cog,1977,123.19967
cog,1978,124.41738
cog,1979,124.70662
cog,1980,128.72478
cog,1981,127.10615
cog,1982,128.08981
cog,1983,128.77972
cog,1984,130.58583
cog,1985,130.85867
cog,1986,132.00562
cog,1987,134.36676
cog,1988,128.9812
cog,1989,127.16038
cog,1990,124.01422
cog,1991,122.35263
cog,1992,119.75343
cog,1993,122.2354
cog,1994,118.45559
cog,1995,119.01947
cog,1996,111.95344
cog,1997,110.09754
cog,1998,92.27097
cog,1999,58.35106
cog,2000,86.47666
cog,2001,101.24361
cog,2002,103.5903
cog,2003,97.95951
cog,2004,109.31365
cog,2005,108.52121
cog,2006,108.73477
cog,2007,106.16315
cog,2008,103.7749
cog,2009,107.36278
cog,2010,109.1602
cog,2011,109.23187
cog,2012,106.64006
cog,2018,93.69561
col,1970,102.30274
col,1971,104.74749
col,1972,105.26306
col,1973,108.03654
col,1974,108.4922
col,1975,111.46473
col,1976,115.13831
col,1977,118.50662
col,1978,122.28153
col,1979,125.21382
col,1980,120.87808
col,1981,122.28495
col,1982,112.99224
col,1983,112.60272
col,1984,110.80214
col,1985,109.07648
col,1986,105.98751
col,1987,107.21155
col,1988,107.06243
col,1989,107.253
col,1990,107.5103
col,1991,108.01575
col,1992,112.3544
col,1993,113.26475
col,1994,113.68068
col,1995,113.99457
col,1996,118.56033
col,1998,120.84898
col,1999,119.63711
col,2000,119.38394
col,2001,116.24857
col,2002,117.15305
col,2004,119.58101
col,2005,121.52662
col,2006,122.43024
col,2007,123.15247
col,2008,123.64575
col,2009,124.57891
col,2010,120.32321
col,2011,117.66947
col,2012,114.96005
col,2013,116.26921
col,2014,114.54442
col,2015,115.23189
col,2016,116.2337
col,2017,114.98327
col,2018,114.52666
col,2019,114.00099
com,1971,39.26978
com,1972,39.82821
com,1973,50.28414
com,1974,56.83968
com,1975,68.58581
com,1976,83.92025
com,1977,96.03938
com,1979,105.16562
com,1981,117.65088
com,1983,113.87366
com,1984,111.29789
com,1985,108.6289
com,1986,111.85133
com,1987,102.14089
com,1988,102.14267
com,1989,100.69533
com,1990,99.05364
com,1991,102.46511
com,1992,106.71251
com,1993,100.38617
com,1994,102.18182
com,1996,97.11477
com,1998,101.04473
com,1999,92.94511
com,2000,103.19
com,2002,111.99132
com,2003,110.33235
com,2004,108.18509
com,2007,103.97318
com,2008,108.64124
com,2011,108.02465
com,2013,107.03179
com,2014,104.97489
com,2017,99.44759
com,2018,99.50663
cpv,1971,57.29654
cpv,1972,68.1793
cpv,1973,82.71314
cpv,1974,94.67836
cpv,1975,100.77274
cpv,1976,125.66231
cpv,1977,117.98058
cpv,1978,116.88965
cpv,1979,115.72435
cpv,1980,114.33996
cpv,1981,113.41382
cpv,1982,112.85133
cpv,1983,107.07289
cpv,1984,113.2069
cpv,1985,114.79367
cpv,1986,116.24578
cpv,1987,119.29957
cpv,1988,122.27724
cpv,1989,124.93455
cpv,1990,126.17496
cpv,1991,125.80936
cpv,1994,124.35653
cpv,1998,124.44339
cpv,1999,122.97703
cpv,2000,120.12322
cpv,2001,117.95633
cpv,2002,116.85512
cpv,2003,115.39917
cpv,2004,113.99306
cpv,2005,114.22731
cpv,2006,115.92193
cpv,2007,116.02544
cpv,2008,115.3738
cpv,2009,113.38976
cpv,2010,111.11215
cpv,2011,109.01763
cpv,2012,107.90758
cpv,2013,108.19293
cpv,2014,107.42931
cpv,2015,105.49684
cpv,2016,103.90747
cpv,2017,103.28292
cpv,2018,104.02797
cpv,2019,100.88807
cri,1970,105.34762
cri,1971,104.79343
cri,1972,105.86854
cri,1973,107.53366
cri,1974,106.00685
cri,1975,105.02567
cri,1976,107.14407
cri,1977,108.43359
cri,1978,107.32391
cri,1979,106.57211
cri,1980,105.65527
cri,1981,105.77359
cri,1982,102.82676
cri,1983,101.03236
cri,1984,99.78487
cri,1985,99.38949
cri,1986,100.32573
cri,1987,100.19871
cri,1988,101.07261
cri,1989,101.09307
cri,1990,101.31107
cri,1991,102.59674
cri,1992,103.69681
cri,1993,103.96338
cri,1994,103.75014
cri,1995,103.87186
cri,1996,104.19657
cri,1997,104.13839
cri,1998,104.27978
cri,1999,112.08812
cri,2000,109.10442
cri,2001,109.81272
cri,2002,109.20161
cri,2004,113.81433
cri,2005,111.86185
cri,2006,114.12326
cri,2007,113.68903
cri,2008,115.35181
cri,2009,116.95175
cri,2010,116.89937
cri,2011,115.88819
cri,2012,114.66955
cri,2013,112.32019
cri,2014,111.77286
cri,2015,111.29795
cri,2016,111.76114
cri,2017,110.83347
cri,2018,113.29429
cri,2019,116.18229
cri,2020,115.00532
cub,1971,118.42504
cub,1972,117.36138
cub,1973,119.17333
cub,1974,119.83499
cub,1975,121.43301
cub,1976,123.14601
cub,1977,121.97421
cub,1978,119.49719
cub,1979,115.42085
cub,1980,110.53311
cub,1981,105.56584
cub,1982,102.89542
cub,1983,103.04109
cub,1984,102.43515
cub,1985,100.87341
cub,1986,100.76603
cub,1987,101.53288
cub,1988,100.91782
cub,1989,100.26729
cub,1990,99.10184
cub,1991,97.5667
cub,1992,99.28588
cub,1993,99.7858
cub,1994,101.40436
cub,1995,100.87182
cub,1996,104.53088
cub,1997,104.05868
cub,1998,102.0289
cub,1999,102.46123
cub,2000,102.63977
cub,2001,102.98116
cub,2002,103.61125
cub,2003,101.83209
cub,2004,101.69447
cub,2005,101.11218
cub,2006,100.33998
cub,2007,99.71524
cub,2008,99.38472
cub,2009,100.82344
cub,2010,101.45977
cub,2011,101.4262
cub,2012,100.82701
cub,2013,99.13198
cub,2014,100.03997
cub,2015,99.48758
cub,2016,99.56203
cub,2017,100.46015
cub,2018,101.90455
cub,2019,102.86714
cub,2020,103.17256
cym,1972,107.34127
cym,1973,107.04762
cym,1974,118.16514
cym,1975,111.85142
cym,1976,109.51841
cym,1977,121.47906
cym,1978,109.59833
cym,1979,106.1809
cym,1980,103.38235
cym,1981,103.20856
cym,1999,105.10735
cym,2000,102.84431
cym,2001,99.27273
cym,2002,95.38913
cym,2004,87.54884
cym,2005,85.15112
cym,2006,91.24703
cym,2007,96.68667
cym,2008,95.89322
cym,2011,93.65452
cym,2012,91.84696
cym,2013,87.52493
cym,2018,87.6274
cym,2020,93.21546
cyp,1971,87.84788
cyp,1972,86.24892
cyp,1973,85.68987
cyp,1974,86.13709
cyp,1975,77.86911
cyp,1976,78.45045
cyp,1977,77.75141
cyp,1978,78.57173
cyp,1979,78.67563
cyp,1980,74.89856
cyp,1981,74.12408
cyp,1982,70.47734
cyp,1983,70.61539
cyp,1984,71.0892
cyp,1985,71.87761
cyp,1986,77.0521
cyp,1987,81.02812
cyp,1988,82.34883
cyp,1989,82.66813
cyp,1990,82.37229
cyp,1991,81.9711
cyp,1992,80.4682
cyp,1993,101.09881
cyp,1994,100.77162
cyp,1995,99.88454
cyp,1996,99.78395
cyp,1997,99.79351
cyp,1999,97.43846
cyp,2000,96.73135
cyp,2001,96.64961
cyp,2002,97.77345
cyp,2003,97.61051
cyp,2004,97.74523
cyp,2005,100.85795
cyp,2006,102.38691
cyp,2007,102.47384
cyp,2008,103.35171
cyp,2009,105.36476
cyp,2010,101.62433
cyp,2011,101.20054
cyp,2012,100.17535
cyp,2013,99.76198
cyp,2014,99.15272
cyp,2015,99.30012
cyp,2016,98.54551
cyp,2017,99.30669
cyp,2018,99.79544
cyp,2019,100.4777
cze,1971,123.33871
cze,1972,126.73052
cze,1973,128.79532
cze,1974,130.02861
cze,1975,128.8022
cze,1976,125.272
cze,1977,122.38067
cze,1978,119.99511
cze,1979,117.02291
cze,1981,97.41405
cze,1982,99.12885
cze,1983,100.59233
cze,1984,100.2438
cze,1985,97.97718
cze,1986,96.45215
cze,1987,93.85519
cze,1988,91.81609
cze,1989,91.86854
cze,1990,93.19965
cze,1991,96.33417
cze,1992,100.70852
cze,1993,102.6717
cze,1994,105.53384
cze,1995,104.58572
cze,1996,104.23766
cze,1997,101.78807
cze,1998,103.09031
cze,1999,103.03382
cze,2000,103.33581
cze,2001,103.41559
cze,2002,101.5521
cze,2003,99.02735
cze,2004,98.59606
cze,2005,99.2147
cze,2006,99.9962
cze,2007,103.18527
cze,2008,105.73485
cze,2009,105.97286
cze,2010,103.80442
cze,2011,100.76086
cze,2012,99.36768
cze,2013,98.74181
cze,2014,98.66823
cze,2015,99.51668
cze,2016,100.20888
cze,2017,100.67099
cze,2018,100.50899
cze,2019,100.29667
deu,1991,101.67763
deu,1992,99.15635
deu,1993,100.83631
deu,1994,100.42782
deu,1995,101.37612
deu,1996,102.57969
deu,1997,104.05521
deu,1998,105.47468
deu,1999,105.26504
deu,2000,105.31711
deu,2001,104.36076
deu,2002,102.5475
deu,2003,102.09838
deu,2004,102.883
deu,2005,103.10638
deu,2006,104.21326
deu,2007,104.78634
deu,2008,104.02398
deu,2009,103.39642
deu,2010,102.99588
deu,2011,102.46656
deu,2012,101.6142
deu,2013,100.83825
deu,2014,100.53864
deu,2015,101.66745
deu,2016,102.67756
deu,2017,104.02236
deu,2018,103.89456
deu,2019,102.51618
dji,1971,24.6214
dji,1972,24.76102
dji,1973,25.75126
dji,1974,26.2495
dji,1975,26.49395
dji,1976,25.4988
dji,1977,23.68378
dji,1978,26.55669
dji,1979,26.63083
dji,1980,26.61412
dji,1981,27.85063
dji,1982,30.09684
dji,1983,31.51636
dji,1984,32.54917
dji,1985,32.10286
dji,1986,34.00089
dji,1987,33.98798
dji,1988,33.7132
dji,1989,32.93625
dji,1990,33.29796
dji,1991,32.83316
dji,1992,34.09205
dji,1993,30.95238
dji,1994,32.71612
dji,1995,33.66009
dji,1996,33.52957
dji,1997,32.8376
dji,1998,32.20049
dji,1999,32.53599
dji,2000,32.49772
dji,2001,36.46624
dji,2002,38.32571
dji,2003,40.16494
dji,2004,42.13891
dji,2005,43.61315
dji,2006,45.97519
dji,2007,48.95087
dji,2008,58.85699
dji,2009,58.6832
dji,2011,66.50891
dji,2012,69.41965
dji,2013,69.42004
dji,2014,70.98679
dji,2015,70.13204
dji,2016,69.38296
dji,2017,69.59624
dji,2018,70.29769
dji,2019,75.28794
dji,2020,73.84849
dji,2021,73.22976
dma,1971,129.17451
dma,1972,130.68884
dma,1973,127.50345
dma,1974,119.89591
dma,1975,118.75966
dma,1976,110.32134
dma,1977,110.57269
dma,1978,109.65343
dma,1979,106.25723
dma,1980,103.3795
dma,1981,101.34765
dma,1982,106.48108
dma,1984,101.44341
dma,1986,95.48866
dma,1987,99.72671
dma,1988,99.92862
dma,1990,106.54017
dma,1991,112.22242
dma,1992,113.01753
dma,1993,126.80872
dma,1994,134.33211
dma,1995,138.59071
dma,1999,123.59159
dma,2000,114.04494
dma,2001,105.66701
dma,2002,100.06377
dma,2003,95.57749
dma,2004,92.09814
dma,2005,91.47369
dma,2006,90.79055
dma,2007,92.79579
dma,2008,94.82212
dma,2009,98.46872
dma,2010,102.73955
dma,2011,108.31891
dma,2012,114.02968
dma,2013,114.69686
dma,2014,116.09837
dma,2015,116.19121
dma,2016,114.72662
dma,2019,100.37576
dma,2020,102.29904
dnk,1971,95.87278
dnk,1972,96.42209
dnk,1973,98.89114
dnk,1974,101.67111
dnk,1975,102.83372
dnk,1976,104.18355
dnk,1977,100.78191
dnk,1978,99.33132
dnk,1979,97.37077
dnk,1980,97.35111
dnk,1981,95.47403
dnk,1982,96.29635
dnk,1983,98.00094
dnk,1984,98.96528
dnk,1985,98.77726
dnk,1986,98.68262
dnk,1987,98.86003
dnk,1988,98.97548
dnk,1989,97.79877
dnk,1990,97.68508
dnk,1991,98.25418
dnk,1992,97.43151
dnk,1993,98.5662
dnk,1994,100.32467
dnk,1995,100.40299
dnk,1996,100.64478
dnk,1998,101.58511
dnk,1999,101.33479
dnk,2000,101.42744
dnk,2001,101.36166
dnk,2002,103.32261
dnk,2004,100.73233
dnk,2005,98.73159
dnk,2006,99.30144
dnk,2007,100.01467
dnk,2008,99.61479
dnk,2009,99.56537
dnk,2010,99.58201
dnk,2011,100.78067
dnk,2012,101.35656
dnk,2013,101.54556
dnk,2014,101.29423
dnk,2015,101.45644
dnk,2016,101.80483
dnk,2017,101.26809
dnk,2018,100.52391
dnk,2019,100.26767
dom,1971,94.30924
dom,1972,101.64924
dom,1973,98.19617
dom,1974,96.6265
dom,1975,98.31795
dom,1976,101.47839
dom,1977,102.46312
dom,1978,102.30781
dom,1979,110.08604
dom,1980,112.52916
dom,1981,114.93967
dom,1982,118.18387
dom,1983,111.28209
dom,1984,113.25445
dom,1985,120.6348
dom,1986,120.79063
dom,1991,100.20869
dom,1992,100.62768
dom,1993,102.48081
dom,1994,101.49306
dom,1995,99.21048
dom,1996,102.86824
dom,1997,101.92247
dom,1998,109.42933
dom,1999,112.57981
dom,2000,115.84567
dom,2002,118.13887
dom,2003,115.84297
dom,2004,107.87681
dom,2005,108.37692
dom,2006,103.63236
dom,2007,113.72905
dom,2008,109.53054
dom,2009,111.8577
dom,2010,110.50222
dom,2011,109.86045
dom,2012,107.95629
dom,2013,109.11459
dom,2014,107.55816
dom,2015,111.40536
dom,2016,110.29875
dom,2017,107.79981
dom,2018,105.69865
dom,2019,112.22821
dom,2020,105.72135
dza,1971,74.46568
dza,1972,78.60242
dza,1973,83.28133
dza,1974,87.0531
dza,1975,89.16047
dza,1976,92.15442
dza,1977,94.10461
dza,1978,95.1513
dza,1979,94.87488
dza,1980,94.76815
dza,1981,93.68376
dza,1982,92.56479
dza,1983,91.36303
dza,1984,90.95262
dza,1985,90.08359
dza,1986,89.04636
dza,1987,90.2454
dza,1988,91.75679
dza,1989,92.00285
dza,1990,92.59344
dza,1991,94.4481
dza,1992,96.47965
dza,1993,96.78732
dza,1994,97.42167
dza,1995,97.44247
dza,1996,98.5931
dza,1997,99.74812
dza,1998,100.90608
dza,1999,102.75233
dza,2000,105.16491
dza,2001,104.0217
dza,2002,105.14247
dza,2003,105.92675
dza,2004,106.8939
dza,2005,107.5861
dza,2006,108.15657
dza,2007,109.53171
dza,2008,109.23097
dza,2009,112.35897
dza,2010,115.33758
dza,2011,116.56791
dza,2012,118.07959
dza,2013,119.53932
dza,2014,118.50281
dza,2015,115.87784
dza,2016,113.8302
dza,2017,111.76448
dza,2018,109.88282
dza,2019,108.84585
dza,2020,111.28115
ecu,1971,97.29358
ecu,1972,97.84882
ecu,1973,99.32135
ecu,1974,102.32329
ecu,1975,102.53885
ecu,1976,104.35889
ecu,1977,104.97136
ecu,1978,106.48442
ecu,1979,111.75184
ecu,1980,113.02839
ecu,1981,117.45075
ecu,1982,119.44214
ecu,1983,120.59207
ecu,1984,121.89366
ecu,1985,121.87485
ecu,1986,123.03486
ecu,1987,124.95093
ecu,1988,125.35838
ecu,1989,123.83619
ecu,1990,122.89901
ecu,1991,121.20598
ecu,1992,130.47789
ecu,1993,126.30046
ecu,1994,109.59142
ecu,1995,109.5812
ecu,1996,110.20513
ecu,1997,113.15485
ecu,1998,111.36342
ecu,1999,111.03748
ecu,2000,111.4111
ecu,2001,112.10682
ecu,2002,112.59968
ecu,2003,111.72212
ecu,2004,110.64753
ecu,2005,109.87432
ecu,2006,109.21076
ecu,2007,110.01211
ecu,2008,107.68655
ecu,2009,112.23349
ecu,2010,113.08025
ecu,2011,114.11767
ecu,2012,112.27762
ecu,2013,111.3695
ecu,2014,112.87849
ecu,2015,107.68384
ecu,2016,104.93496
ecu,2017,103.53494
ecu,2018,103.26795
ecu,2019,101.19755
ecu,2020,99.02366
egy,1971,69.89312
egy,1972,70.86342
egy,1973,71.28776
egy,1974,68.59007
egy,1975,69.66446
egy,1976,68.95533
egy,1977,68.05886
egy,1978,67.82286
egy,1979,67.9091
egy,1980,69.33757
egy,1981,70.32909
egy,1982,72.3508
egy,1983,75.22891
egy,1984,77.95797
egy,1985,80.53628
egy,1986,82.98743
egy,1987,85.69511
egy,1988,88.21465
egy,1989,89.02877
egy,1990,91.01533
egy,1991,93.46299
egy,1992,85.28523
egy,1993,86.09588
egy,1994,95.50858
egy,1995,88.31235
egy,1996,97.1401
egy,1997,96.42913
egy,1999,94.42241
egy,2000,93.82132
egy,2001,93.96899
egy,2002,94.78853
egy,2003,95.33437
egy,2004,95.71114
egy,2005,95.70667
egy,2006,97.26132
egy,2007,98.3865
egy,2009,101.38257
egy,2010,102.28534
egy,2011,99.18449
egy,2012,104.77974
egy,2013,105.09443
egy,2014,103.87154
egy,2016,105.39358
egy,2017,106.13347
egy,2018,106.28493
egy,2019,106.40956
eri,1989,36.73285
eri,1990,32.15279
eri,1991,29.60636
eri,1992,46.68109
eri,1993,55.20258
eri,1994,59.99079
eri,1995,63.07301
eri,1996,66.25253
eri,1997,65.67089
eri,1999,71.01039
eri,2000,80.25584
eri,2001,81.24861
eri,2002,91.5184
eri,2003,101.58068
eri,2004,108.56859
eri,2005,112.46723
eri,2006,111.95072
eri,2007,103.10507
eri,2008,97.44982
eri,2009,91.38322
eri,2010,83.67567
eri,2011,86.23454
eri,2012,87.27343
eri,2013,92.24737
eri,2014,79.85055
eri,2015,76.161
eri,2017,68.47452
eri,2018,68.43383
esp,1971,110.57336
esp,1972,114.57886
esp,1973,109.97155
esp,1974,112.13022
esp,1975,112.95498
esp,1976,111.91744
esp,1977,111.06713
esp,1978,110.18592
esp,1979,109.79861
esp,1980,109.22708
esp,1981,108.70551
esp,1982,109.31616
esp,1983,109.41163
esp,1984,108.99387
esp,1985,108.62862
esp,1986,107.34144
esp,1987,106.93545
esp,1988,104.56569
esp,1989,104.46518
esp,1990,104.47305
esp,1991,105.30054
esp,1992,104.69158
esp,1993,106.48521
esp,1994,106.15853
esp,1995,105.08152
esp,1996,104.77669
esp,1997,104.28286
esp,1998,104.42103
esp,1999,104.54669
esp,2000,104.50306
esp,2001,104.02462
esp,2002,103.5991
esp,2003,103.42386
esp,2004,103.64733
esp,2005,103.05699
esp,2006,103.72332
esp,2007,104.15159
esp,2008,104.6608
esp,2009,104.58888
esp,2010,103.97558
esp,2011,104.55565
esp,2012,105.24018
esp,2013,108.19378
esp,2014,107.15204
esp,2015,106.36399
esp,2016,104.21417
esp,2017,102.71029
esp,2018,101.98935
esp,2019,102.40252
est,1981,102.88971
est,1982,102.39644
est,1983,102.12266
est,1984,102.23617
est,1985,103.26171
est,1986,104.7043
est,1987,111.90336
est,1988,114.42207
est,1989,113.24258
est,1990,93.52155
est,1991,92.24202
est,1992,91.72743
est,1993,89.63854
est,1994,90.45841
est,1995,91.73921
est,1996,95.49847
est,1997,97.21466
est,1998,99.56613
est,1999,101.38303
est,2000,102.96704
est,2001,103.77445
est,2002,102.38053
est,2003,101.18794
est,2004,99.68179
est,2005,98.90731
est,2006,97.70077
est,2007,98.90848
est,2008,101.61071
est,2009,103.06117
est,2010,103.03214
est,2011,101.71394
est,2012,100.95449
est,2013,99.56826
est,2014,98.00723
est,2015,97.14641
est,2016,97.1178
est,2017,97.23017
est,2018,97.66769
est,2019,97.92819
eth,1971,15.02952
eth,1972,15.8598
eth,1973,16.27112
eth,1974,17.72669
eth,1975,19.22424
eth,1976,21.25113
eth,1977,22.85655
eth,1978,22.00862
eth,1979,26.21832
eth,1980,33.91815
eth,1981,39.05548
eth,1982,41.8414
eth,1983,42.42442
eth,1984,40.46763
eth,1985,37.55205
eth,1986,36.98642
eth,1987,40.05847
eth,1988,40.87319
eth,1989,39.13881
eth,1990,35.25617
eth,1991,31.55646
eth,1992,25.28102
eth,1993,21.70808
eth,1994,25.53083
eth,1995,29.22492
eth,1996,35.12107
eth,1997,40.53781
eth,1998,50.21012
eth,1999,49.64948
eth,2000,54.71842
eth,2001,60.58218
eth,2002,63.79334
eth,2003,65.08452
eth,2004,67.91499
eth,2005,79.05261
eth,2006,83.2289
eth,2007,89.07444
eth,2008,94.75041
eth,2009,93.42682
eth,2010,91.65653
eth,2011,94.27972
eth,2012,94.26506
eth,2014,99.25276
eth,2015,100.97149
eth,2020,119.40298
fin,1971,81.7188
fin,1972,81.14138
fin,1973,82.19316
fin,1974,85.79645
fin,1975,89.82531
fin,1976,102.1845
fin,1977,100.61727
fin,1978,99.17355
fin,1979,98.15093
fin,1980,97.15375
fin,1981,96.08107
fin,1982,97.35912
fin,1983,99.93746
fin,1984,101.81618
fin,1985,102.6372
fin,1986,102.35172
fin,1987,102.14365
fin,1988,100.76449
fin,1989,99.18459
fin,1990,98.4718
fin,1991,98.68093
fin,1992,99.14487
fin,1993,99.31259
fin,1994,99.27769
fin,1995,98.96893
fin,1996,99.04809
fin,1997,99.20027
fin,1998,99.89593
fin,1999,100.39503
fin,2000,101.2672
fin,2001,101.26402
fin,2002,100.39057
fin,2003,99.67439
fin,2004,98.78333
fin,2005,98.41798
fin,2006,98.00863
fin,2007,98.5561
fin,2008,98.97755
fin,2009,99.21357
fin,2010,99.48232
fin,2011,99.75524
fin,2012,100.34098
fin,2013,100.34415
fin,2014,100.62072
fin,2015,100.56079
fin,2016,100.41884
fin,2017,100.15464
fin,2018,100.20511
fin,2019,99.91573
fji,1970,106.73944
fji,1971,109.99267
fji,1972,112.33852
fji,1973,115.62849
fji,1974,116.85003
fji,1975,117.52256
fji,1976,115.35741
fji,1977,112.70292
fji,1978,110.36443
fji,1979,106.7598
fji,1980,105.43206
fji,1981,105.26773
fji,1983,102.57133
fji,1984,101.74417
fji,1985,102.08511
fji,1986,103.67016
fji,1987,104.84667
fji,1991,108.71053
fji,1992,107.52708
fji,1994,107.99765
fji,1995,106.94414
fji,1996,104.844
fji,1997,105.14362
fji,1998,105.07456
fji,1999,103.76041
fji,2000,101.58609
fji,2001,104.00556
fji,2002,105.88808
fji,2003,108.66279
fji,2004,112.67828
fji,2006,113.37653
fji,2007,107.30326
fji,2008,106.25667
fji,2009,104.83107
fji,2011,105.6898
fji,2012,106.61729
fji,2013,107.81872
fji,2015,106.71646
fji,2016,106.43889
fji,2019,116.45911
fra,1971,116.27664
fra,1972,113.29803
fra,1973,110.62387
fra,1974,109.82357
fra,1975,109.06555
fra,1976,108.16937
fra,1977,107.83408
fra,1978,109.32511
fra,1979,110.17864
fra,1980,110.41897
fra,1981,109.8852
fra,1982,108.85131
fra,1983,106.85368
fra,1984,106.24291
fra,1985,106.12524
fra,1986,109.18348
fra,1987,111.75469
fra,1988,113.74472
fra,1989,113.79908
fra,1990,111.44689
fra,1991,108.80766
fra,1992,106.42709
fra,1993,104.38177
fra,1994,104.78763
fra,1995,105.26588
fra,1996,106.13069
fra,1997,105.12505
fra,1998,105.20645
fra,1999,100.80926
fra,2000,100.42826
fra,2001,100.38221
fra,2002,100.2493
fra,2003,99.97545
fra,2004,99.81118
fra,2005,104.63649
fra,2006,104.27885
fra,2007,103.85978
fra,2008,103.62215
fra,2009,103.04114
fra,2010,102.76151
fra,2011,102.6911
fra,2012,102.52316
fra,2013,102.27644
fra,2014,101.28035
fra,2015,101.98964
