geo,time,ag_lnd_crop_zs
ago,2016,0.23662
ago,2017,0.25267
ago,2018,0.25267
alb,1961,1.71533
alb,1962,1.86131
alb,1963,2.0073
alb,1964,2.11679
alb,1965,2.26277
alb,1966,2.37226
alb,1967,2.48175
alb,1968,2.55474
alb,1969,2.73723
alb,1970,2.84672
alb,1971,2.91971
alb,1972,3.06569
alb,1973,3.21168
alb,1974,3.46715
alb,1975,3.61314
alb,1976,4.0146
alb,1977,4.08759
alb,1978,4.16058
alb,1979,4.16058
alb,1980,4.27007
alb,1981,4.30657
alb,1982,4.37956
alb,1983,4.41606
alb,1984,4.52555
alb,1985,4.52555
alb,1986,4.52555
alb,1987,4.52555
alb,1988,4.52555
alb,1989,4.56204
alb,1990,4.56204
alb,1991,4.56204
alb,1992,4.56204
alb,1993,4.56204
alb,1994,4.56204
alb,1995,4.56204
alb,1996,4.56204
alb,1997,4.45255
alb,1998,4.45255
alb,1999,4.45255
alb,2000,4.41606
alb,2001,4.41606
alb,2002,4.41606
alb,2003,4.41606
alb,2004,4.41606
alb,2005,4.41606
alb,2006,4.41606
alb,2007,4.37956
alb,2008,3.17518
alb,2009,3.17518
alb,2010,2.55474
alb,2011,2.70073
alb,2012,2.80657
alb,2013,2.89051
alb,2014,2.93431
alb,2015,2.9562
alb,2016,3.0365
alb,2017,3.07299
alb,2018,3.08956
are,1961,0.04224
are,1962,0.04224
are,1963,0.04224
are,1964,0.04224
are,1965,0.05632
are,1966,0.05632
are,1967,0.05632
are,1968,0.05632
are,1969,0.05632
are,1970,0.0704
are,1971,0.0704
are,1972,0.0704
are,1973,0.0704
are,1974,0.0704
are,1975,0.05632
are,1976,0.0704
are,1977,0.0704
are,1978,0.08448
are,1979,0.09856
are,1980,0.09856
are,1981,0.11264
are,1982,0.12672
are,1983,0.12672
are,1984,0.11264
are,1985,0.12672
are,1986,0.12672
are,1987,0.12672
are,1988,0.14081
are,1989,0.14081
are,1990,0.28161
are,1991,0.35201
are,1992,0.4365
are,1993,0.49282
are,1994,0.56322
are,1995,0.56322
are,1996,0.5773
are,1997,0.70403
are,1998,0.87299
are,1999,2.43593
are,2000,2.63306
are,2001,2.68938
are,2002,2.68938
are,2003,2.6753
are,2004,2.68938
are,2005,2.66122
are,2006,2.64714
are,2007,2.64714
are,2008,2.64714
are,2009,0.53506
are,2010,0.58716
are,2011,0.6111
are,2012,0.55759
are,2013,0.58997
are,2014,0.5421
are,2015,0.54492
are,2016,0.55337
are,2017,0.55337
are,2018,0.55477
arg,1961,0.31973
arg,1962,0.32192
arg,1963,0.32375
arg,1964,0.32594
arg,1965,0.32777
arg,1966,0.32996
arg,1967,0.33179
arg,1968,0.33398
arg,1969,0.33581
arg,1970,0.338
arg,1971,0.34019
arg,1972,0.34202
arg,1973,0.34421
arg,1974,0.34604
arg,1975,0.34823
arg,1976,0.35006
arg,1977,0.35225
arg,1978,0.35408
arg,1979,0.35627
arg,1980,0.35846
arg,1981,0.36029
arg,1982,0.36248
arg,1983,0.36467
arg,1984,0.3665
arg,1985,0.36833
arg,1986,0.37052
arg,1987,0.37235
arg,1988,0.37454
arg,1989,0.37271
arg,1990,0.37271
arg,1991,0.37271
arg,1992,0.37271
arg,1993,0.37271
arg,1994,0.37271
arg,1995,0.37271
arg,1996,0.37271
arg,1997,0.37089
arg,1998,0.37089
arg,1999,0.3654
arg,2000,0.3654
arg,2001,0.3654
arg,2002,0.3654
arg,2003,0.3654
arg,2004,0.3654
arg,2005,0.3654
arg,2006,0.3654
arg,2007,0.3654
arg,2008,0.3654
arg,2009,0.3654
arg,2010,0.3654
arg,2011,0.3654
arg,2012,0.3654
arg,2013,0.3654
arg,2014,0.3654
arg,2015,0.3654
arg,2016,0.3654
arg,2017,0.3654
arg,2018,0.39025
arm,1992,2.10748
arm,1993,2.10748
arm,1994,2.28311
arm,1995,2.07236
arm,1996,1.96698
arm,1997,1.51036
arm,1998,1.33474
arm,1999,1.33474
arm,2000,1.33474
arm,2001,1.33474
arm,2002,1.26449
arm,2003,1.36986
arm,2004,1.75623
arm,2005,1.75623
arm,2006,1.79136
arm,2007,1.89673
arm,2008,1.89673
arm,2009,1.86161
arm,2010,1.93537
arm,2011,1.87566
arm,2012,1.99157
arm,2013,2.02669
arm,2014,2.01264
arm,2015,2.02318
arm,2016,2.03723
arm,2017,2.04074
arm,2018,2.07587
asm,1961,10
asm,1962,10
asm,1963,10
asm,1964,10
asm,1965,10
asm,1966,10
asm,1967,10
asm,1968,10
asm,1969,10
asm,1970,10
asm,1971,10
asm,1972,10
asm,1973,10
asm,1974,10
asm,1975,10
asm,1976,10
asm,1977,10
asm,1978,10
asm,1979,10
asm,1980,10
asm,1981,10
asm,1982,10
asm,1983,10
asm,1984,10
asm,1985,10
asm,1986,10
asm,1987,10
asm,1988,10
asm,1989,10
asm,1990,10
asm,1991,10
asm,1992,10
asm,1993,10
asm,1994,10
asm,1995,10
asm,1996,10
asm,1997,10
asm,1998,11.5
asm,1999,11.45
asm,2000,11.5
asm,2001,10
asm,2002,10
asm,2003,8.5
asm,2004,8.5
asm,2005,8.5
asm,2006,8.5
asm,2007,9
asm,2008,9.2
asm,2009,9.5
asm,2010,9.5
asm,2011,9.5
asm,2012,9.5
asm,2013,9.5
asm,2014,9.5
asm,2015,9.5
asm,2016,9.5
asm,2017,9.5
asm,2018,9.5
atg,1971,2.27273
atg,1972,2.27273
atg,1973,2.27273
atg,1974,2.27273
atg,1975,2.27273
atg,1976,2.27273
atg,1977,2.27273
atg,1978,2.27273
atg,1979,2.27273
atg,1980,2.27273
atg,1981,2.27273
atg,1982,2.27273
atg,1983,2.27273
atg,1984,2.27273
atg,1985,2.27273
atg,1986,2.27273
atg,1987,2.27273
atg,1988,2.27273
atg,1989,2.27273
atg,1990,2.27273
atg,1991,2.27273
atg,1992,2.27273
atg,1993,2.27273
atg,1994,2.27273
atg,1995,2.27273
atg,1996,2.27273
atg,1997,2.27273
atg,1998,2.27273
atg,1999,2.27273
atg,2000,2.27273
atg,2001,2.27273
atg,2002,2.27273
atg,2003,2.27273
atg,2004,2.27273
atg,2005,2.27273
atg,2006,2.27273
atg,2007,2.27273
atg,2008,2.27273
atg,2009,2.27273
atg,2010,2.27273
atg,2011,2.27273
atg,2012,2.27273
atg,2013,2.27273
atg,2014,2.27273
atg,2015,2.27273
atg,2016,2.27273
atg,2017,2.27273
atg,2018,2.27273
aus,1961,0.02249
aus,1962,0.02323
aus,1963,0.0235
aus,1964,0.02371
aus,1965,0.02386
aus,1966,0.02381
aus,1967,0.02376
aus,1968,0.02392
aus,1969,0.02423
aus,1970,0.02423
aus,1971,0.02473
aus,1972,0.02395
aus,1973,0.02317
aus,1974,0.0233
aus,1975,0.02265
aus,1976,0.02213
aus,1977,0.02174
aus,1978,0.02148
aus,1979,0.02187
aus,1980,0.02187
aus,1981,0.02213
aus,1982,0.02213
aus,1983,0.02239
aus,1984,0.02239
aus,1985,0.02252
aus,1986,0.02291
aus,1987,0.02148
aus,1988,0.02903
aus,1989,0.02304
aus,1990,0.02356
aus,1991,0.02265
aus,1992,0.02317
aus,1993,0.02421
aus,1994,0.02603
aus,1995,0.02642
aus,1996,0.02812
aus,1997,0.02981
aus,1998,0.03189
aus,1999,0.03515
aus,2000,0.03853
aus,2001,0.04165
aus,2002,0.04231
aus,2003,0.04361
aus,2004,0.04387
aus,2005,0.04426
aus,2006,0.04387
aus,2007,0.05272
aus,2008,0.04945
aus,2009,0.04808
aus,2010,0.0674
aus,2011,0.04987
aus,2012,0.04629
aus,2013,0.05079
aus,2014,0.04513
aus,2015,0.03987
aus,2016,0.04173
aus,2017,0.04186
aus,2018,0.04316
aut,1961,0.78712
aut,1962,0.78712
aut,1963,0.78712
aut,1964,0.81133
aut,1965,0.82344
aut,1966,0.84766
aut,1967,0.84766
aut,1968,0.85977
aut,1969,1.1504
aut,1970,1.1504
aut,1971,1.13829
aut,1972,1.13829
aut,1973,1.18673
aut,1974,1.18673
aut,1975,1.18673
aut,1976,1.18673
aut,1977,1.18673
aut,1978,1.18673
aut,1979,1.19884
aut,1980,1.19884
aut,1981,1.19884
aut,1982,1.19884
aut,1983,0.93243
aut,1984,0.93243
aut,1985,0.93243
aut,1986,0.8961
aut,1987,0.8961
aut,1988,0.8961
aut,1989,0.8961
aut,1990,0.95665
aut,1991,0.95665
aut,1992,0.84766
aut,1993,0.95665
aut,1994,0.92032
aut,1995,0.94454
aut,1996,0.92032
aut,1997,0.88399
aut,1998,0.87188
aut,1999,0.85977
aut,2000,0.85977
aut,2001,0.85977
aut,2002,0.85977
aut,2003,0.85977
aut,2004,0.79922
aut,2005,0.79922
aut,2006,0.82344
aut,2007,0.82346
aut,2008,0.80288
aut,2009,0.80288
aut,2010,0.79083
aut,2011,0.79093
aut,2012,0.791
aut,2013,0.79243
aut,2014,0.79251
aut,2015,0.79363
aut,2016,0.81035
aut,2017,0.81035
aut,2018,0.81035
aze,1992,3.72881
aze,1993,3.73121
aze,1994,3.70958
aze,1995,3.71919
aze,1996,3.15921
aze,1997,3.13398
aze,1998,3.00871
aze,1999,2.8644
aze,2000,2.86665
aze,2001,2.74805
aze,2002,2.73427
aze,2003,2.73194
aze,2004,2.69499
aze,2005,2.67965
aze,2006,2.67556
aze,2007,2.71938
aze,2008,2.75334
aze,2009,2.74866
aze,2010,2.75116
aze,2011,2.74868
aze,2012,2.79344
aze,2013,2.78615
aze,2014,2.82472
aze,2015,2.86706
aze,2016,2.91521
aze,2017,2.98565
aze,2018,3.08515
bdi,1961,8.95639
bdi,1962,8.95639
bdi,1963,8.95639
bdi,1964,8.95639
bdi,1965,9.34579
bdi,1966,9.34579
bdi,1967,9.7352
bdi,1968,9.7352
bdi,1969,9.92991
bdi,1970,10.12461
bdi,1971,10.12461
bdi,1972,10.51402
bdi,1973,11.68224
bdi,1974,11.68224
bdi,1975,11.68224
bdi,1976,11.68224
bdi,1977,12.46106
bdi,1978,12.46106
bdi,1979,12.46106
bdi,1980,12.46106
bdi,1981,12.46106
bdi,1982,12.46106
bdi,1983,12.46106
bdi,1984,12.46106
bdi,1985,12.46106
bdi,1986,13.23988
bdi,1987,13.62928
bdi,1988,14.01869
bdi,1989,14.01869
bdi,1990,14.01869
bdi,1991,14.01869
bdi,1992,14.4081
bdi,1993,14.4081
bdi,1994,14.4081
bdi,1995,14.4081
bdi,1996,14.4081
bdi,1997,14.01869
bdi,1998,14.01869
bdi,1999,14.01869
bdi,2000,14.01869
bdi,2001,14.09657
bdi,2002,14.2134
bdi,2003,14.01869
bdi,2004,14.79751
bdi,2005,14.79751
bdi,2006,15.57632
bdi,2007,15.57632
bdi,2008,15.57632
bdi,2009,15.57632
bdi,2010,15.57632
bdi,2011,15.57632
bdi,2012,13.62928
bdi,2013,13.62928
bdi,2014,13.62928
bdi,2015,13.62928
bdi,2016,13.62928
bdi,2017,13.62928
bdi,2018,13.62928
bel,1961,1.12736
bel,1962,1.09689
bel,1963,1.06642
bel,1964,1.03595
bel,1965,0.97502
bel,1966,0.91408
bel,1967,0.88361
bel,1968,0.82267
bel,1969,0.7922
bel,1970,0.76173
bel,1971,0.70079
bel,1972,0.63985
bel,1973,0.60938
bel,1974,0.57892
bel,1975,0.51798
bel,1976,0.45704
bel,1977,0.42657
bel,1978,0.42657
bel,1979,0.42657
bel,1980,0.3961
bel,1981,0.36563
bel,1982,0.36563
bel,1983,0.36563
bel,1984,0.3961
bel,1985,0.3961
bel,1986,0.3961
bel,1987,0.3961
bel,1988,0.3961
bel,1989,0.45704
bel,1990,0.45704
bel,1991,0.48751
bel,1992,0.51798
bel,1993,0.54845
bel,1994,0.54845
bel,1995,0.54845
bel,1996,0.54845
bel,1997,0.57892
bel,1998,0.60938
bel,1999,0.60938
bel,2000,0.68032
bel,2001,0.68692
bel,2002,0.69683
bel,2003,0.70013
bel,2004,0.70343
bel,2005,0.69353
bel,2006,0.69353
bel,2007,0.69022
bel,2008,0.70343
bel,2009,0.71334
bel,2010,0.71664
bel,2011,0.71664
bel,2012,0.72655
bel,2013,0.73646
bel,2014,0.73646
bel,2015,0.74306
bel,2016,0.75958
bel,2017,0.75958
bel,2018,0.7926
ben,1961,0.70947
ben,1962,0.70947
ben,1963,0.70947
ben,1964,0.70947
ben,1965,0.70947
ben,1966,0.70947
ben,1967,0.70947
ben,1968,0.70947
ben,1969,0.75381
ben,1970,0.75381
ben,1971,0.75381
ben,1972,0.75381
ben,1973,0.75381
ben,1974,0.75381
ben,1975,0.75381
ben,1976,0.75381
ben,1977,0.75381
ben,1978,0.75381
ben,1979,0.75381
ben,1980,0.75381
ben,1981,0.75381
ben,1982,0.79816
ben,1983,0.79816
ben,1984,0.79816
ben,1985,0.88684
ben,1986,0.88684
ben,1987,0.88684
ben,1988,0.88684
ben,1989,0.88684
ben,1990,0.93118
ben,1991,0.97552
ben,1992,1.01987
ben,1993,1.06421
ben,1994,1.33026
ben,1995,1.59631
ben,1996,1.86236
ben,1997,2.12841
ben,1998,2.2171
ben,1999,2.30578
ben,2000,2.35012
ben,2001,2.35012
ben,2002,2.35012
ben,2003,2.36786
ben,2004,2.36786
ben,2005,2.48315
ben,2006,2.57183
ben,2007,2.66052
ben,2008,4.4342
ben,2009,5.32104
ben,2010,5.32104
ben,2011,5.32104
ben,2012,5.32104
ben,2013,6.20788
ben,2014,6.20788
ben,2015,6.20788
ben,2016,5.32104
ben,2017,5.32104
ben,2018,5.32104
bfa,1961,0.05482
bfa,1962,0.05482
bfa,1963,0.05482
bfa,1964,0.0731
bfa,1965,0.0731
bfa,1966,0.0731
bfa,1967,0.0731
bfa,1968,0.0731
bfa,1969,0.0731
bfa,1970,0.0731
bfa,1971,0.0731
bfa,1972,0.0731
bfa,1973,0.0731
bfa,1974,0.0731
bfa,1975,0.10965
bfa,1976,0.12792
bfa,1977,0.12792
bfa,1978,0.12792
bfa,1979,0.12792
bfa,1980,0.1462
bfa,1981,0.16447
bfa,1982,0.16447
bfa,1983,0.18275
bfa,1984,0.20102
bfa,1985,0.20102
bfa,1986,0.2193
bfa,1987,0.23757
bfa,1988,0.25585
bfa,1989,0.25585
bfa,1990,0.25585
bfa,1991,0.25585
bfa,1992,0.25585
bfa,1993,0.25585
bfa,1994,0.25585
bfa,1995,0.25585
bfa,1996,0.25585
bfa,1997,0.25585
bfa,1998,0.25585
bfa,1999,0.25585
bfa,2000,0.25585
bfa,2001,0.25585
bfa,2002,0.25585
bfa,2003,0.25585
bfa,2004,0.25585
bfa,2005,0.25585
bfa,2006,0.25585
bfa,2007,0.25585
bfa,2008,0.25585
bfa,2009,0.25585
bfa,2010,0.2924
bfa,2011,0.32895
bfa,2012,0.3655
bfa,2013,0.3655
bfa,2014,0.3655
bfa,2015,0.3655
bfa,2016,0.3655
bfa,2017,0.3655
bfa,2018,0.3655
bgd,1961,2.11262
bgd,1962,2.15103
bgd,1963,2.11262
bgd,1964,2.15103
bgd,1965,1.99739
bgd,1966,1.93593
bgd,1967,1.93593
bgd,1968,1.84374
bgd,1969,2.0358
bgd,1970,1.99739
bgd,1971,1.98202
bgd,1972,1.98202
bgd,1973,1.98202
bgd,1974,1.98202
bgd,1975,1.99739
bgd,1976,1.99739
bgd,1977,1.99739
bgd,1978,2.01275
bgd,1979,2.0358
bgd,1980,2.04348
bgd,1981,2.08958
bgd,1982,2.10494
bgd,1983,2.11262
bgd,1984,2.11262
bgd,1985,2.11262
bgd,1986,2.15103
bgd,1987,2.15103
bgd,1988,2.22786
bgd,1989,2.22786
bgd,1990,2.53515
bgd,1991,2.57356
bgd,1992,2.61197
bgd,1993,2.61197
bgd,1994,2.68879
bgd,1995,2.84244
bgd,1996,2.84244
bgd,1997,2.88085
bgd,1998,2.91926
bgd,1999,3.45702
bgd,2000,3.45702
bgd,2001,3.84113
bgd,2002,3.84113
bgd,2003,3.84113
bgd,2004,4.45571
bgd,2005,6.14581
bgd,2006,6.14581
bgd,2007,6.52992
bgd,2008,6.52992
bgd,2009,6.52992
bgd,2010,6.52992
bgd,2011,6.52992
bgd,2012,6.52992
bgd,2013,6.37628
bgd,2014,6.37628
bgd,2015,6.37628
bgd,2016,6.37628
bgd,2017,6.37628
bgd,2018,6.37628
bgr,1961,3.31736
bgr,1962,3.47103
bgr,1963,3.55238
bgr,1964,3.56142
bgr,1965,3.5795
bgr,1966,3.59758
bgr,1967,3.68797
bgr,1968,3.65181
bgr,1969,3.58854
bgr,1970,3.48007
bgr,1971,3.47103
bgr,1972,3.45295
bgr,1973,3.45295
bgr,1974,3.52526
bgr,1975,3.48911
bgr,1976,3.49815
bgr,1977,3.39872
bgr,1978,3.27217
bgr,1979,3.22697
bgr,1980,3.1637
bgr,1981,3.09139
bgr,1982,3.00099
bgr,1983,2.97388
bgr,1984,2.96484
bgr,1985,2.92868
bgr,1986,2.83829
bgr,1987,2.76598
bgr,1988,2.71174
bgr,1989,2.69366
bgr,1990,2.71174
bgr,1991,2.69366
bgr,1992,2.55808
bgr,1993,2.23267
bgr,1994,1.95245
bgr,1995,1.84398
bgr,1996,1.79879
bgr,1997,1.79879
bgr,1998,2.53096
bgr,1999,2.54
bgr,2000,2.27786
bgr,2001,2.21459
bgr,2002,2.09559
bgr,2003,1.96745
bgr,2004,1.94005
bgr,2005,1.73049
bgr,2006,1.67541
bgr,2007,1.74017
bgr,2008,1.69413
bgr,2009,1.5199
bgr,2010,1.51069
bgr,2011,1.47384
bgr,2012,1.46463
bgr,2013,1.24355
bgr,2014,1.16986
bgr,2015,1.22973
bgr,2016,1.29882
bgr,2017,1.36413
bgr,2018,1.40936
bhr,1961,2.89855
bhr,1962,2.89855
bhr,1963,2.89855
bhr,1964,2.89855
bhr,1965,2.89855
bhr,1966,2.89855
bhr,1967,2.89855
bhr,1968,2.89855
bhr,1969,2.89855
bhr,1970,2.89855
bhr,1971,2.89855
bhr,1972,2.89855
bhr,1973,2.89855
bhr,1974,2.89855
bhr,1975,4.34783
bhr,1976,5.7971
bhr,1977,5.7971
bhr,1978,5.7971
bhr,1979,5.7971
bhr,1980,5.7971
bhr,1981,4.34783
bhr,1982,2.89855
bhr,1983,2.89855
bhr,1984,2.89855
bhr,1985,2.89855
bhr,1986,2.89855
bhr,1987,2.89855
bhr,1988,2.89855
bhr,1989,2.89855
bhr,1990,2.89855
bhr,1991,2.89855
bhr,1992,4.22535
bhr,1993,4.22535
bhr,1994,4.22535
bhr,1995,4.22535
bhr,1996,4.22535
bhr,1997,4.22535
bhr,1998,4.22535
bhr,1999,5.6338
bhr,2000,4.50704
bhr,2001,4.50704
bhr,2002,4.50704
bhr,2003,4.44444
bhr,2004,4.38356
bhr,2005,4.32432
bhr,2006,4.18919
bhr,2007,4
bhr,2008,3.94737
bhr,2009,3.94737
bhr,2010,3.93701
bhr,2011,3.91134
bhr,2012,3.8961
bhr,2013,3.8961
bhr,2014,3.89105
bhr,2015,3.85604
bhr,2016,3.85109
bhr,2017,3.84615
bhr,2018,3.84615
bhs,1961,0.1998
bhs,1962,0.1998
bhs,1963,0.1998
bhs,1964,0.1998
bhs,1965,0.1998
bhs,1966,0.1998
bhs,1967,0.1998
bhs,1968,0.1998
bhs,1969,0.1998
bhs,1970,0.1998
bhs,1971,0.1998
bhs,1972,0.1998
bhs,1973,0.1998
bhs,1974,0.1998
bhs,1975,0.1998
bhs,1976,0.1998
bhs,1977,0.1998
bhs,1978,0.1998
bhs,1979,0.1998
bhs,1980,0.1998
bhs,1981,0.1998
bhs,1982,0.1998
bhs,1983,0.1998
bhs,1984,0.1998
bhs,1985,0.1998
bhs,1986,0.1998
bhs,1987,0.1998
bhs,1988,0.1998
bhs,1989,0.1998
bhs,1990,0.1998
bhs,1991,0.1998
bhs,1992,0.1998
bhs,1993,0.1998
bhs,1994,0.3996
bhs,1995,0.3996
bhs,1996,0.3996
bhs,1997,0.3996
bhs,1998,0.3996
bhs,1999,0.3996
bhs,2000,0.3996
bhs,2001,0.3996
bhs,2002,0.3996
bhs,2003,0.3996
bhs,2004,0.3996
bhs,2005,0.3996
bhs,2006,0.3996
bhs,2007,0.3996
bhs,2008,0.3996
bhs,2009,0.3996
bhs,2010,0.3996
bhs,2011,0.3996
bhs,2012,0.3996
bhs,2013,0.3996
bhs,2014,0.3996
bhs,2015,0.3996
bhs,2016,0.3996
bhs,2017,0.3996
bhs,2018,0.3996
bih,1992,2.92969
bih,1993,2.73438
bih,1994,2.53906
bih,1995,2.44141
bih,1996,2.34375
bih,1997,2.24609
bih,1998,2.14844
bih,1999,2.05078
bih,2000,1.95312
bih,2001,1.89453
bih,2002,1.875
bih,2003,1.85547
bih,2004,1.90234
bih,2005,1.85547
bih,2006,1.875
bih,2007,1.85547
bih,2008,1.75781
bih,2009,1.99219
bih,2010,2.05078
bih,2011,1.99219
bih,2012,2.05078
bih,2013,2.07031
bih,2014,2.07031
bih,2015,2.05078
bih,2016,2.03125
bih,2017,2.08984
bih,2018,1.95312
blr,1992,0.87261
blr,1993,0.70992
blr,1994,0.72471
blr,1995,0.72471
blr,1996,0.71978
blr,1997,0.70992
blr,1998,0.61132
blr,1999,0.61132
blr,2000,0.61132
blr,2001,0.60639
blr,2002,0.60149
blr,2003,0.59163
blr,2004,0.58676
blr,2005,0.58177
blr,2006,0.59635
blr,2007,0.59635
blr,2008,0.59635
blr,2009,0.59166
blr,2010,0.60128
blr,2011,0.60125
blr,2012,0.5914
blr,2013,0.58598
blr,2014,0.58037
blr,2015,0.5577
blr,2016,0.54831
blr,2017,0.5616
blr,2018,0.54685
blz,1961,0.26304
blz,1962,0.26304
blz,1963,0.26304
blz,1964,0.26304
blz,1965,0.26304
blz,1966,0.26304
blz,1967,0.26304
blz,1968,0.26304
blz,1969,0.26304
blz,1970,0.26304
blz,1971,0.26304
blz,1972,0.26304
blz,1973,0.26304
blz,1974,0.26304
blz,1975,0.26304
blz,1976,0.26304
blz,1977,0.26304
blz,1978,0.26304
blz,1979,0.30688
blz,1980,0.30688
blz,1981,0.30688
blz,1982,0.30688
blz,1983,0.30688
blz,1984,0.30688
blz,1985,0.4384
blz,1986,0.48224
blz,1987,0.65761
blz,1988,0.74529
blz,1989,0.87681
blz,1990,1.09601
blz,1991,1.18369
blz,1992,1.35905
blz,1993,1.49057
blz,1994,1.49057
blz,1995,1.49057
blz,1996,1.49057
blz,1997,1.49057
blz,1998,1.49057
blz,1999,1.57826
blz,2000,1.53441
blz,2001,1.49057
blz,2002,1.40289
blz,2003,1.40289
blz,2004,1.40289
blz,2005,1.40289
blz,2006,1.40289
blz,2007,1.40289
blz,2008,1.40289
blz,2009,1.40289
blz,2010,1.40289
blz,2011,1.40289
blz,2012,1.40289
blz,2013,1.40289
blz,2014,1.40289
blz,2015,1.40289
blz,2016,1.40289
blz,2017,1.40289
blz,2018,1.40289
bol,1961,0.13662
bol,1962,0.13477
bol,1963,0.12739
bol,1964,0.12647
bol,1965,0.12923
bol,1966,0.12647
bol,1967,0.12923
bol,1968,0.12554
bol,1969,0.1237
bol,1970,0.12277
bol,1971,0.132
bol,1972,0.12554
bol,1973,0.12
bol,1974,0.12185
bol,1975,0.11816
bol,1976,0.10062
bol,1977,0.0997
bol,1978,0.10339
bol,1979,0.10616
bol,1980,0.10985
bol,1981,0.10985
bol,1982,0.10893
bol,1983,0.11262
bol,1984,0.11447
bol,1985,0.12647
bol,1986,0.132
bol,1987,0.14493
bol,1988,0.15693
bol,1989,0.16616
bol,1990,0.14308
bol,1991,0.1717
bol,1992,0.16708
bol,1993,0.16431
bol,1994,0.15324
bol,1995,0.15231
bol,1996,0.15047
bol,1997,0.15785
bol,1998,0.16339
bol,1999,0.15508
bol,2000,0.15508
bol,2001,0.16154
bol,2002,0.16616
bol,2003,0.17816
bol,2004,0.18185
bol,2005,0.1837
bol,2006,0.19108
bol,2007,0.20216
bol,2008,0.20216
bol,2009,0.20216
bol,2010,0.20216
bol,2011,0.20216
bol,2012,0.21139
bol,2013,0.21416
bol,2014,0.21508
bol,2015,0.22616
bol,2016,0.22801
bol,2017,0.22801
bol,2018,0.22801
bra,1961,0.93514
bra,1962,0.9349
bra,1963,0.93454
bra,1964,0.9343
bra,1965,0.93406
bra,1966,0.93382
bra,1967,0.93358
bra,1968,0.93334
bra,1969,0.9331
bra,1970,0.95524
bra,1971,0.96481
bra,1972,0.97438
bra,1973,0.98407
bra,1974,0.99364
bra,1975,1.00321
bra,1976,1.05311
bra,1977,1.10312
bra,1978,1.15301
bra,1979,1.20302
bra,1980,1.25291
bra,1981,1.24836
bra,1982,1.24382
bra,1983,1.23927
bra,1984,1.23472
bra,1985,1.18483
bra,1986,1.16605
bra,1987,1.14715
bra,1988,1.12836
bra,1989,1.10946
bra,1990,1.09067
bra,1991,1.07189
bra,1992,1.05299
bra,1993,1.0342
bra,1994,1.0153
bra,1995,0.90235
bra,1996,0.94734
bra,1997,0.99233
bra,1998,1.03731
bra,1999,1.0823
bra,2000,1.12728
bra,2001,1.17227
bra,2002,1.21726
bra,2003,1.26224
bra,2004,1.30723
bra,2005,1.35221
bra,2006,1.39732
bra,2007,1.35461
bra,2008,1.31201
bra,2009,1.2693
bra,2010,1.22659
bra,2011,1.184
bra,2012,1.14128
bra,2013,1.09869
bra,2014,1.05598
bra,2015,1.01326
bra,2016,0.97067
