geo,time,ny_trf_nctr_kn
bfa,2003,114914457507.28799
bfa,2004,95069191071.38063
bfa,2005,111514416226.444
bfa,2006,120517009776.321
bfa,2007,169694882210.728
bfa,2008,148409324307.629
bfa,2009,190792637755.59
bfa,2010,179924220773.34698
bfa,2011,192938103171.08801
bfa,2012,202028440734.952
bgd,1973,0
bgd,1974,13309272570.1686
bgd,1975,16004578094.2733
bgd,1976,20453177939.3362
bgd,1977,18125064537.2743
bgd,1978,26370546272.5702
bgd,1979,36946063881.7711
bgd,1980,37780416661.7007
bgd,1981,32261000000
bgd,1982,33790000000
bgd,1983,43411000000
bgd,1984,36457000000
bgd,1985,32596000000
bgd,1986,27222000000
bgd,1987,29930000000
bgd,1988,40322000000
bgd,1989,32489000000
bgd,1990,34020503257.3996
bgd,1991,39061942456.5615
bgd,1992,41916480494.8573
bgd,1993,42759098575.6923
bgd,1994,38829477669.20129
bgd,1995,46845055663.1363
bgd,1996,38168000000
bgd,1997,42729000000
bgd,1998,20606000000
bgd,1999,22539000000
bgd,2000,31577000000
bgd,2001,19904000000
bgd,2002,15585000000
bgd,2003,17025000000
bgd,2004,16048000000
bgd,2005,19306000000
bgd,2006,25013000000
bgd,2007,25576000000
bgd,2008,33429000000
bgd,2009,13319000000
bgd,2010,22077000000
bgd,2011,14990000000
bgd,2012,7979000000
bgd,2013,8308000000
bgr,1980,130176192.05107
bgr,1981,207817190.28805
bgr,1982,243929309.33084
bgr,1983,310606021.96696
bgr,1984,241520065.37298
bgr,1985,221638804.76366
bgr,1986,180355044.01675
bgr,1987,217397982.10544
bgr,1988,266229824.55207
bgr,1989,191932973.7488
bgr,1991,201099299.34069
bgr,1992,114349119.35371
bgr,1993,93224279.59336
bgr,1994,485119833.91841
bgr,1995,301921140.43414
bgr,1996,312564652.74689
bgr,1997,605444892.63042
bgr,1998,482792574.65507
bgr,1999,636464781.78229
bgr,2000,682267804.97169
bgr,2001,1137176235.37582
bgr,2002,1137233273.22185
bgr,2003,1193228634.35293
bgr,2004,1389782921.71454
bgr,2005,1415596505.44485
bgr,2006,1109317117.753
bgr,2007,1034756816.46692
bgr,2008,1201221023.14138
bgr,2009,1075799436.32511
bgr,2010,1014972821.92323
bgr,2011,1039246221.31407
bgr,2012,1021999363.18275
bhs,1997,51813445.9334
bhs,1998,43494184.31034
bhs,1999,40319434.82949
bhs,2000,45528214.14811
bhs,2001,45171806.92125
bhs,2002,43445046.31104
bhs,2003,50464137.82071
bhs,2004,275302243.55343
bhs,2005,85489772.49103
bhs,2006,52100000
bhs,2007,29583055.26257
bih,1995,1191312338.3554
bih,1996,1646251158.47587
bih,1997,1197791780.75804
bih,1998,2275329042.34943
bih,1999,2325388037.49853
bih,2000,1901745833.56396
bih,2001,1706700149.15972
bih,2002,1473622155.98574
bih,2003,1352374487.61043
bih,2004,1431628477.08668
bih,2005,1445030177.17582
blr,1992,53159211667.0268
blr,1993,28485669369.1966
blr,1994,11578852130.909
blr,1995,36606018232.2152
blr,1996,43736195660.7898
blr,1997,41789204364.9188
blr,1998,53615161109.7668
blr,1999,74144733535.87849
blr,2000,116330562034.228
blr,2001,121374961198.461
blr,2002,120523824486.79601
blr,2003,141498140387.569
blr,2004,156859020145.487
blr,2005,82375906557.30348
blr,2006,94111962870.99181
blr,2007,76029160632.32372
blr,2008,67607277022.9826
blr,2009,99109064135.2574
blr,2010,120212720995.735
blr,2011,-1246673242549.62012
blr,2012,-1419976442301.1499
blz,1968,0
blz,1969,0
blz,1990,-19566448
blz,1991,65509516
blz,1992,68476800
blz,1993,65591868
blz,1994,30866290
blz,1995,37724976
blz,1996,36932572
blz,1997,39641392
blz,1998,34584892
blz,1999,68493488
blz,2000,128084250.43265
blz,2001,193525607.84075
blz,2002,197641345.37042
blz,2003,317456168.65589
blz,2004,312678771.84649
blz,2005,158978719.35328
blz,2006,129307869.31481
blz,2007,158356958.33603
blz,2008,180587759.36325
blz,2009,126327495.60682
blz,2010,30308362.8666
blz,2011,65765133.78341
bol,1984,438660205.5314
bol,1985,453707602.92757
bol,1986,436439867.79136
bol,1987,396625241.17579
bol,1988,446100353.39146
bol,1989,489914826.31451
bol,1990,555213719.85814
bol,1991,538865866.03856
bol,1992,697095640.24255
bol,1993,673971561.16216
bol,1994,790600164.21131
bol,1995,595395861.9837
bol,1996,638230953.00693
bol,1997,732902704.31554
bol,1998,837668500.14248
bol,1999,975826763.1893
bol,2000,981875411.52483
bol,2001,1055775544.63794
bol,2002,1057243618.35239
bol,2003,1383876688.23782
bol,2004,1411348681.44189
bol,2005,1615034943.03586
bol,2006,2064727958.01875
bol,2007,2868919020.07223
bol,2008,2473636398.97912
bol,2009,2231907098.51817
bol,2010,1912882259.21226
bol,2011,1829998360.34603
bol,2012,1868291169.56021
bra,2000,2789000000
brb,1992,23870488
brb,1993,9038558
brb,1994,20081358
brb,1995,17966004
brb,1996,20379618
brb,1997,23257478
brb,1998,25114388
brb,1999,38915248
brb,2000,35391992
brb,2001,50906196
brb,2002,77780800
btn,2000,1982936621.12238
btn,2001,1987012054.62028
btn,2002,1783664072.21924
btn,2003,1919469204.09491
btn,2004,2381269823.79803
btn,2005,3102288185.71414
btn,2006,3381578696.48475
btn,2007,3289679524.11314
btn,2008,3738384604.20618
btn,2009,4939318020.70953
btn,2010,5796913779.99682
btn,2011,5128271443.35936
btn,2012,4001728189.4372
btn,2013,3705510000
bwa,1975,-77805446.01559
bwa,1976,222425056.37633
bwa,1977,439999836.09078
bwa,1978,207223215.85723
bwa,1979,321807385.21714
bwa,1980,477608054.28883
bwa,1981,352422503.89828
bwa,1982,153715782.39094
bwa,1983,354038546.66019
bwa,1984,275644214.78835
bwa,1985,451039076.12279
bwa,1986,565496539.77147
bwa,1987,1635893997.46889
bwa,1988,1539119806.04594
bwa,1989,1902240038.60275
bwa,1990,978099404.3284
bwa,1991,1350402811.41176
bwa,1992,487131974.44106
bwa,1993,5988254.85889
bwa,1994,452855278.7802
bwa,1995,-273862247.42795
bwa,1996,1325829467.67145
bwa,1997,1610733551.17727
bwa,1998,2054847175.32069
bwa,1999,2075527119.89154
bwa,2000,1716283952.90832
bwa,2001,1642822122.19895
bwa,2002,1934857177.0049
bwa,2003,3025215243.47377
bwa,2004,2774127978.14761
bwa,2005,3440715530.93093
bwa,2006,4594442693.74245
bwa,2007,6561001514.64896
bwa,2008,7140173414.45786
bwa,2009,5078513899.02047
bwa,2010,5621213139.47576
bwa,2011,4992593736.31451
bwa,2012,8123216485.06565
caf,2000,30096040081.6378
caf,2001,25192609419.8387
caf,2002,29170658134.1595
caf,2003,16909179719.1441
caf,2004,41281561421.1963
caf,2005,16243379771.2657
caf,2006,41948904595.1552
caf,2007,31109351703.7874
caf,2008,32050619658.0644
can,1960,-4314141872.14146
can,1961,-5046722199.40551
can,1962,-5312205868.79787
can,1963,-5727541415.37214
can,1964,-5974773953.2345
can,1965,-6314171841.41958
can,1966,-6778567232.39115
can,1967,-7204390283.99523
can,1968,-6810562720.50059
can,1969,-6216699674.98234
can,1970,-7167979009.5929
can,1971,-7433937528.40564
can,1972,-7095797452.08841
can,1973,-7959146256.692
can,1974,-8802772627.79873
can,1975,-9137848751.82631
can,1976,-11374162129.7388
can,1977,-13817582476.0015
can,1978,-16869760764.2166
can,1979,-19239949834.2676
can,1980,-19569055525.6087
can,1981,-25098015104.6832
can,1982,-25148510722.9676
can,1983,-21900544223.7767
can,1984,-24501387743.4056
can,1985,-25351565167.3926
can,1986,-28530481982.109
can,1987,-27208326620.0423
can,1988,-29840223293.1083
can,1989,-32435204339.4074
can,1990,-34005491816.7158
can,1991,-30660131466.9099
can,1992,-33453339333.08549
can,1993,-32551204040.2515
can,1994,-35846482804.4852
can,1995,-35410210849.6942
can,1996,-34701803628.8137
can,1997,-33787858738.9756
can,1998,-38085969988.7251
can,1999,-40075696706.2462
can,2000,-32883740173.3532
can,2001,-35935474941.2084
can,2002,-33271438776.6528
can,2003,-32894739764.6512
can,2004,-29710737502.69469
can,2005,-29022000000
can,2006,-23140068630.1983
can,2007,-21802138164.6458
can,2008,-22743606427.93
can,2009,-25644556287.3331
can,2010,-29147630307.7152
can,2011,-28364493016.5346
can,2012,-28077937203.3103
can,2013,-23559374413.9224
che,1970,10296956974.0939
che,1971,10084291988.4627
che,1972,10065937933.4737
che,1973,10901685297.6985
che,1974,12276081139.5796
che,1975,9495544857.58543
che,1976,10792760543.9221
che,1977,12599146860.7424
che,1978,11583452861.9946
che,1979,12966745388.0111
che,1980,13328166533.3782
che,1981,16674624798.1956
che,1982,13385228038.3397
che,1983,14937798494.3788
che,1984,17700898344.5158
che,1985,17529735223.2246
che,1986,13676276314.0943
che,1987,11946627956.5431
che,1988,15223504333.4718
che,1989,13348562010.2
che,1990,9781956894.57635
che,1991,10053917115.8667
che,1992,8901288206.7108
che,1993,10746082767.7228
che,1994,7474487258.81037
che,1995,11012481925.438
che,1996,12461200520.2933
che,1997,20075297656.5564
che,1998,22515522675.4088
che,1999,27064521219.4511
che,2000,32346235170.2551
che,2001,19982585588.7991
che,2002,14189467079.9507
che,2003,32980095636.928
che,2004,32102938120.4158
che,2005,44178766608
che,2006,40627560589.361
che,2007,4210756397.51874
che,2008,-35309136149.1801
che,2009,11626411867.8799
che,2010,34872962076.407
che,2011,4945537630.46135
che,2012,18623718208.6749
che,2013,30236460243.9567
chl,1985,161472572441.23099
chl,1986,112228994686.104
chl,1987,128000015316.29401
chl,1988,148322865751.92099
chl,1989,179673702168.802
chl,1990,149396048252.004
chl,1991,254735630657.384
chl,1992,350126573812.52698
chl,1993,301327066606.41901
chl,1994,277821643398.21002
chl,1995,183096823237.707
chl,1996,399814234748.29401
chl,1997,314682192268.49902
chl,1998,300933947061.68903
chl,1999,452348144015.53296
chl,2005,974077150837.4729
chl,2006,1722276285041.44995
chl,2007,1505496036677.73999
chl,2008,1523438870100
chl,2009,883141070000
chl,2010,2179696963600
chl,2011,1305299180151.82007
chl,2012,996888130405.58875
chl,2013,1094755612675.38
chn,1982,2986342979.59297
chn,1983,3191428953.07758
chn,1984,2981472717.80093
chn,1985,1904769128.59949
chn,1986,3477601889.80248
chn,1987,2054997201.88329
chn,1988,3438304921.3924
chn,1989,3116249162.37767
chn,1990,2696610227.2731
chn,1991,8088559233.6
chn,1992,10300924701.6646
chn,1993,9506267929.25578
chn,1994,13552609766.5415
chn,1995,12626388662.9063
chn,1996,17682929086.7178
chn,1997,42229589256.1326
chn,1998,35879384182.9762
chn,1999,42070177860.7304
chn,2000,52247507312
chn,2001,68877116080.3163
chn,2002,104685600135.37
chn,2003,137126337334.55499
chn,2004,168288183577.95499
chn,2005,167045148685.90601
chn,2006,184171371610.09296
chn,2007,215745374579.134
chn,2008,212689069600.069
chn,2009,154399170652.134
chn,2010,184396252429.44199
chn,2011,98315061346.1676
chn,2012,13197719783.7922
chn,2013,-32381982924.593
civ,1997,-212029139757.483
civ,1998,-210338766807.70401
civ,1999,-213423545282.79001
civ,2000,-205926642436.664
civ,2001,-166283064105.94
civ,2002,-219481268549.371
civ,2003,-190365823947.18301
civ,2004,-155665478374.319
civ,2005,-148440936003.67999
civ,2006,-170441753285.392
civ,2007,-124124528069.308
civ,2008,-73075724522.70869
cmr,1970,33811987196.49269
cmr,1971,31047059838.6096
cmr,1972,26870003314.27909
cmr,1973,26691747580.1207
cmr,1974,25060166851.47449
cmr,1975,49578704482.798
cmr,1976,62663134467.5359
cmr,1977,33751031934.0311
cmr,1978,12013400910.7519
cmr,1979,22702907716.9902
cmr,1980,0
cmr,1981,0
cmr,1982,-9471592919.22629
cmr,1983,0
cmr,1984,-13565853380.0808
cmr,1985,-4712004305.89638
cmr,1986,-2502737289.69425
cmr,1987,17694882415.4186
cmr,1988,23230268133.2194
cmr,1989,40862294081.9435
cmr,1990,-18499038706.9424
cmr,1991,25344323100.6284
cmr,1992,70893103629.203
cmr,1993,-6407612527.59683
cmr,1994,10444694327.6022
cmr,1995,33300578440.8157
cmr,1996,18756490974.7661
cmr,1997,48391973396.5843
cmr,1998,63144753786.9089
cmr,1999,67523679116.4341
cmr,2000,69377324355.52361
cmr,2001,83195516331.71678
cmr,2002,155025580040.181
cmr,2003,113979829888.783
cmr,2004,72169163706.6902
cmr,2005,113594093138.02901
cmr,2006,116281239995.784
cmr,2007,201342281813.52399
cmr,2008,232187001630.44296
cmr,2009,179138009509.315
cmr,2010,146524843119.383
cmr,2011,102398808739.138
cmr,2012,83181381270.5663
cog,1990,699978315.60113
cog,1991,-1247504716.90599
cog,1992,-4658723938.85152
cog,1993,-3310699600.90734
cog,1994,-11512067938.3345
cog,1995,13880860310.6978
cog,1996,9687259165.63102
cog,1997,708489590.54992
cog,1998,-1075924156.76217
cog,1999,-1699164549.90724
cog,2000,6844762541.31891
cog,2001,-6013756391.67149
cog,2002,-9311291332.20406
cog,2003,-4210074498.46256
cog,2004,-8340767405.66701
cog,2005,-8323269918.08628
cog,2006,-7355507377.85611
cog,2007,-6692065294.29138
cog,2008,1951010999.39985
cog,2009,-7977183732.6706
cog,2010,-13570210302.9622
cog,2011,-1784035296.12589
cog,2012,6479449021.42127
cog,2013,6479449021.42127
col,2000,4679520079182.54004
col,2001,6725145536323.2998
col,2002,7944959332549.29004
col,2003,10476463162913
col,2004,10185334767161
col,2005,9476383707862.13086
col,2006,10620815110159.09961
col,2007,9826799439563.10156
col,2008,9331870197347.07031
col,2009,8164637630021.83008
col,2010,6902435446908.58008
col,2011,7002938022938.94043
col,2012,6265666866617.12988
col,2013,6404296016402.30957
cri,1991,14363442405
cri,1992,18447946044.3
cri,1993,15605638629.4
cri,1994,16366000203.2
cri,1995,13200015746.8
cri,1996,14465589073.5
cri,1997,12104947097.1
cri,1998,10944490119
cri,1999,9602694166
cri,2000,8333434505.13262
cri,2001,13209945919.092
cri,2002,15308450323.3252
cri,2003,18280062082.6235
cri,2004,18098406593.3675
cri,2005,22193761803.8188
cri,2006,27143625280.5955
cri,2007,33152795478.5912
cri,2008,28329685908.7167
cri,2009,23668252460.3305
cri,2010,20877928436.7713
cri,2011,16851919937.4364
cri,2012,16600036740.0862
cri,2013,14690055099.6404
cyp,1980,260273186.49955
cyp,1981,219311911.85342
cyp,1982,149545378.8929
cyp,1983,89416292.1601
cyp,1984,84249368.90865
cyp,1985,76831508.05442
cyp,1986,70276380.7225
cyp,1987,61023530.57554
cyp,1988,79737161.64636
cyp,1989,62520310.44856
cyp,1990,54218133.1582
cyp,1991,46142934.73971
cyp,1992,37450931.33258
cyp,1993,35891959.75764
cyp,1994,32326076.29787
cyp,1995,44739685.09114
cyp,1996,34435002.78912
cyp,1997,34660888.66561
cyp,1998,42402601.45836
cyp,1999,99200063.19247
cyp,2000,188458738.98379
cyp,2001,57756026.83142
cyp,2002,112799128.25516
cyp,2003,114059909.30595
cyp,2004,119422434.20714
cyp,2005,61617933.50407
cyp,2006,137997509.31878
cyp,2007,-5654652.94819
cyp,2008,-31861771.79052
cze,1990,0.29025
cze,1991,0.3953
cze,1992,4355669193.09451
cze,1993,19456189259.5521
cze,1994,20058047532.4334
cze,1995,959338019.24266
cze,1996,-20864245760.75389
cze,1997,-22010712479.6544
cze,1998,-26202758385.1827
cze,1999,-39520356835.6411
cze,2000,-43844844969.9189
cze,2001,-73539977633.7655
cze,2002,-99565847425.73599
cze,2003,-97045441829.88249
cze,2004,-138474308727.85901
cze,2005,-131341000000
cze,2006,-171335298058.31201
cze,2007,-251607709582.30701
cze,2008,-170411222256.66599
cze,2009,-231364962227.77496
cze,2010,-267361723817.16101
cze,2011,-243952500873.43701
cze,2012,-265594288669.10101
cze,2013,-235198119020.13
deu,1970,6383664570.1068
deu,1971,5058664550.3991
deu,1972,4212533372.93771
deu,1973,4244328980.91093
deu,1974,4288376485.14384
deu,1975,5930978909.25553
deu,1976,7271002387.43523
deu,1977,5434652122.90575
deu,1978,10419941713.464
deu,1979,6689473782.1694
deu,1980,7025023095.79872
deu,1981,4608977451.77741
deu,1982,3326842917.22453
deu,1983,7895502034.55579
deu,1984,13945949027.1408
deu,1985,14383335493.6899
deu,1986,10896623090.2683
deu,1987,8756152433.72486
deu,1988,17240497486.8641
deu,1989,20039069393.6186
deu,1990,20937870839.2944
deu,1991,8593182177.50554
deu,1992,5929372730.89056
deu,1993,2138318381.04779
deu,1994,-11485505052.6316
deu,1995,-16958127654.6389
deu,1996,-12722671121.92
deu,1997,-16531902227.7528
deu,1998,-23067730609.379
deu,1999,-25181333433.8566
deu,2000,-22810275204.1026
deu,2001,-24777633825.3961
deu,2002,-29476048941.9379
deu,2003,-18457775994.4121
deu,2004,18926285669.627
deu,2005,25190000000
deu,2006,46983405922.4686
deu,2007,41030948991.888
deu,2008,28062143984.9624
deu,2009,57008956658.7482
deu,2010,51797940072.1443
deu,2011,55513667005.1726
deu,2012,59022101461.7462
deu,2013,69079320526.00819
dji,1991,15687258671.8948
dji,1992,14193530462.8602
dji,1993,14135435780.5636
dji,1994,9655008241.22159
dji,1995,8320842029.11398
dji,1996,7442107468.91719
dji,1997,6445538320.98438
dji,1998,6333697161.01779
dji,1999,7166284565.03711
dji,2000,6057376765.24377
dji,2001,6885713276.99345
dji,2002,5720762259.01454
dji,2003,3032615445.9511
dji,2004,1583411643.41946
dji,2005,1535503128.87879
dji,2006,-2012653182.60479
dnk,1960,0.09123
dnk,1961,0.09516
dnk,1962,0.10148
dnk,1963,0.10734
dnk,1964,0.11229
dnk,1965,0.12064
dnk,1966,0.12888
dnk,1967,0.13693
dnk,1968,0.14652
dnk,1969,0.15674
dnk,1970,3026974147.05598
dnk,1971,2162716412.12388
dnk,1972,1772970902.61811
dnk,1973,9884333389.69551
dnk,1974,3746419090.67561
dnk,1975,6534579589.70555
dnk,1976,7030747977.65502
dnk,1977,9857176603.11333
dnk,1978,10870523764.5439
dnk,1979,2908342741.09643
dnk,1980,-4906662687.42538
dnk,1981,-12574988895.1854
dnk,1982,-19639062822.9031
dnk,1983,-18114296693.6945
dnk,1984,-23703514736.9271
dnk,1985,-25824111037.8717
dnk,1986,-24113462550.1969
dnk,1987,-20324869165.0813
dnk,1988,-22411878762.3426
dnk,1989,-26024430549.0079
dnk,1990,-28968021569.07529
dnk,1991,-30258194165.3524
dnk,1992,-26172996934.6842
dnk,1993,-18384670149.1211
dnk,1994,-18034355502.10089
dnk,1995,-13492096307.6667
dnk,1996,-16561472333.4904
dnk,1997,-18946005177.4944
dnk,1998,-15444034488.2113
dnk,1999,-11822273598.1765
dnk,2000,-30693527431.619
dnk,2001,-20618260436.6092
dnk,2002,-17351668236.5231
dnk,2003,-9020633343.30462
dnk,2004,6930883230.57196
dnk,2005,21549000000
dnk,2006,29808685263.2811
dnk,2007,17463548692.1211
dnk,2008,25474880489.5411
dnk,2009,23976549107.0946
dnk,2010,35564157727.8158
dnk,2011,42142388846.1317
dnk,2012,46826901785.8415
dnk,2013,61655472838.3712
dom,2009,23639700000
dom,2010,22176395119.6425
dom,2011,23575831412.0842
dom,2012,19654946243.0974
dza,2000,3076966400
dza,2001,2589198080
dza,2002,4043295488
dza,2003,6189664256
dza,2004,7483274240
dza,2005,6131318275.44623
dza,2006,4602826209.54686
dza,2007,5213202441.25788
dza,2008,4770526369.74313
dza,2009,-17704632043.8523
ecu,1965,35633072
ecu,1966,33921140
ecu,1967,44713016
ecu,1968,44677540
ecu,1969,38931372
ecu,1970,60277612
ecu,1971,60706668
ecu,1972,47062204
ecu,1973,64215648
ecu,1974,59925484
ecu,1975,53932752
ecu,1976,48549204
ecu,1977,49547008
ecu,1978,48202572
ecu,1979,40746056
ecu,1980,25884708
ecu,1981,20334664
ecu,1982,17930732
ecu,1983,25162332
ecu,1984,22155498
ecu,1985,92013552
ecu,1986,55513136
ecu,1987,175375728
ecu,1988,135990496
ecu,1989,130667056
ecu,1990,143529712
ecu,1991,140320256
ecu,1992,146492544
ecu,1993,122639904
ecu,1994,117053096
ecu,1995,328191744
ecu,1996,356314272
ecu,1997,420513920
ecu,1998,526224672
ecu,1999,965075072
ecu,2000,1351759616
ecu,2001,2399035746.39835
ecu,2002,2210170299.24879
ecu,2003,2165773479.79318
ecu,2004,2351640540.00763
ecu,2005,2918223485.02437
ecu,2006,3229845346.35126
ecu,2007,3401567016.406
ecu,2008,2886856870.63829
ecu,2009,2338451330.57932
ecu,2010,2052957991.63139
ecu,2011,2196225716.48981
ecu,2012,1905160587.13408
ecu,2013,2031505229.24234
egy,1987,9743659553.06551
egy,1988,13254266887.8056
egy,1989,12736098991.3771
egy,1990,14195907979.8635
egy,1991,26662026110.3563
egy,1992,14557225190.8879
egy,1993,17903561417.9053
egy,1994,11649266816.4458
egy,1995,10758893535.3694
egy,1996,8301251014.44085
egy,1997,8983360695.0493
egy,1998,9563233225.46462
