geo,time,se_prm_tenr_ma
pyf,1984,94.49289
pyf,1985,93.51085
qat,1971,86.41855
qat,1972,86.75976
qat,1973,87.45417
qat,1974,87.16819
qat,1976,86.8279
qat,1977,91.75949
qat,1978,95.99522
qat,1979,98.36329
qat,1981,96.72356
qat,1983,96.28108
qat,1984,94.90548
qat,1985,91.24112
qat,1986,89.8595
qat,1987,89.72478
qat,1988,88.22591
qat,1989,87.95021
qat,1990,86.89754
qat,1991,81.67219
qat,1992,79.05634
qat,1993,76.84185
qat,1994,81.21777
qat,2000,94.38698
qat,2006,90.10303
qat,2014,92.22064
qat,2015,95.67039
qat,2016,97.45398
qat,2017,97.97295
qat,2018,96.99887
rou,1993,75.37871
rou,1994,83.32261
rou,1995,88.20719
rou,1996,89.50544
rou,1997,89.50598
rou,1998,93.01801
rou,1999,90.43785
rou,2000,90.38331
rou,2001,90.94164
rou,2002,93.86501
rou,2003,97.62902
rou,2005,98.8966
rou,2006,96.41052
rou,2007,96.33885
rou,2008,96.31834
rou,2009,96.62642
rou,2010,96.44655
rou,2011,95.84317
rou,2012,94.71408
rou,2015,89.53258
rou,2016,87.43009
rou,2017,85.61965
rus,1994,96.79671
rus,1995,93.12098
rus,2006,92.01692
rus,2007,92.90373
rus,2008,94.3023
rus,2009,95.63495
rus,2014,94.71377
rus,2015,95.9879
rus,2016,96.73209
rwa,1973,60.43786
rwa,1974,58.33915
rwa,1975,55.12967
rwa,1977,57.81911
rwa,1978,59.64476
rwa,1999,85.74915
rwa,2002,79.87698
rwa,2003,84.28068
rwa,2016,98.19931
rwa,2017,96.47141
rwa,2018,95.0189
sau,1979,55.6781
sau,2010,97.32113
sau,2011,97.16561
sau,2016,98.49126
sau,2017,95.79828
sau,2018,95.24174
sdn,2011,62.13571
sdn,2012,53.87082
sdn,2013,54.51002
sdn,2014,53.97449
sdn,2015,54.90123
sdn,2016,56.41174
sdn,2017,62.36444
sen,1978,36.61892
sen,1979,39.61145
sen,1980,40.93641
sen,1981,42.61276
sen,1982,44.76404
sen,1983,47.07933
sen,1984,47.92365
sen,1985,48.52876
sen,1986,54.15046
sen,1988,54.20197
sen,1990,51.35767
sen,1992,50.34326
sen,1996,54.92291
sen,1997,59.03978
sen,1998,61.16169
sen,1999,60.32928
sen,2000,62.54368
sen,2003,68.45854
sen,2004,64.79361
sen,2005,65.44789
sen,2006,67.81617
sen,2007,69.77419
sen,2008,70.01903
sen,2009,69.41064
sen,2010,70.01504
sen,2011,70.40713
sen,2012,72.98304
sen,2013,71.85589
sen,2014,72.40984
sen,2015,72.01499
sen,2016,69.89549
sen,2017,72.26251
slb,2005,76.69524
slb,2006,81.21749
slb,2007,81.77572
slb,2018,67.14029
sle,1983,52.054
sle,2012,96.2214
sle,2015,97.7164
slv,1970,65.99442
slv,1998,75.66229
slv,2000,91.08262
slv,2001,91.22208
slv,2002,92.85888
slv,2003,93.03807
slv,2010,95.94588
slv,2011,95.54668
slv,2012,94.52122
slv,2013,91.46186
slv,2014,88.85444
slv,2015,86.25367
slv,2016,84.6604
slv,2017,80.52724
slv,2018,81.1064
smr,1986,88.625
smr,1987,85.67931
smr,1988,80.4908
smr,1989,82.32323
smr,1990,85.25896
smr,1991,90.7173
smr,1992,90.35088
smr,1993,91.74174
smr,1994,90.59181
smr,1996,86.47059
smr,1997,87.42775
smr,2000,83.18241
som,1976,24.23065
som,1977,20.78916
som,1978,16.84905
som,1979,17.02339
som,1980,17.95045
srb,2006,99.83674
srb,2007,99.01852
srb,2008,98.70167
srb,2009,96.97347
srb,2010,95.14968
srb,2011,97.24685
srb,2012,96.1738
srb,2013,96.01174
srb,2014,98.32455
srb,2015,99.11464
srb,2016,99.11916
srb,2017,98.48353
srb,2018,98.03623
ssd,2011,50.67756
ssd,2015,39.96461
stp,1983,94.64001
stp,1984,94.80281
stp,1988,90.39691
stp,1990,95.97281
stp,1999,80.96036
stp,2002,97.63491
stp,2003,98.00434
stp,2004,99.10269
stp,2005,99.18154
stp,2007,88.96432
stp,2008,90.2858
stp,2009,89.414
stp,2010,89.59702
stp,2013,88.07155
stp,2014,88.84248
stp,2015,89.46936
stp,2017,93.95232
sur,1977,95.07477
sur,1978,96.99665
sur,2005,81.97843
sur,2006,83.62195
sur,2007,81.99621
sur,2008,86.93765
sur,2009,89.34581
sur,2010,87.82808
sur,2011,85.7652
sur,2012,86.43658
sur,2013,86.19023
sur,2014,85.09912
sur,2015,87.43125
sur,2016,88.53586
sur,2017,84.29531
sur,2018,84.43989
svk,2001,87.50992
svk,2002,84.52828
svk,2003,83.21784
svk,2004,81.70163
svk,2005,82.48824
svk,2006,84.54917
svk,2007,86.16997
svk,2008,86.21807
svk,2009,84.79292
svk,2010,83.3599
svk,2011,82.48173
svk,2012,83.36255
svk,2013,83.87354
svk,2014,83.10732
svk,2015,81.63458
svk,2016,81.45219
svk,2017,82.1849
svn,1995,92.87062
svn,1996,94.62649
svn,1997,95.51578
svn,1998,97.53323
svn,1999,96.59029
svn,2000,94.49439
svn,2001,96.41495
svn,2002,96.92895
svn,2003,97.91507
svn,2004,99.25239
svn,2007,99.26348
svn,2008,99.38095
svn,2009,99.28388
svn,2010,99.35225
svn,2011,99.40795
svn,2013,97.78428
svn,2014,97.55929
swe,1982,96.09421
swe,1987,98.27441
swe,1988,98.42153
swe,1989,98.7937
swe,1990,99.48998
swe,1991,99.61612
swe,2003,99.41154
swe,2004,97.15843
swe,2005,95.57057
swe,2006,95.2032
swe,2007,96.40416
swe,2008,98.73669
swz,1970,57.66546
swz,1971,57.37709
swz,1972,59.40993
swz,1973,62.52487
swz,1974,63.02283
swz,1975,65.06432
swz,1976,66.01636
swz,1977,67.16992
swz,1978,66.85964
swz,1979,67.12557
swz,1981,70.68142
swz,1982,69.98567
swz,1983,67.77965
swz,1984,68.1923
swz,1985,69.24635
swz,1986,68.64144
swz,1987,69.11539
swz,1988,69.32041
swz,1989,68.43175
swz,1990,70.5618
swz,1991,71.27699
swz,1992,72.98266
swz,1993,72.95269
swz,1994,74.58157
swz,1995,77.60523
swz,1996,77.24444
swz,2009,82.48328
swz,2010,88.47849
swz,2011,92.46736
swz,2012,90.05812
swz,2013,85.44877
swz,2014,86.05307
swz,2015,84.8899
swz,2016,85.02433
swz,2017,82.71865
syc,1979,82.44319
syc,1993,88.46001
syc,1994,89.9114
syc,1995,90.22801
syc,1996,90.99026
syc,2001,90.82338
syc,2002,99.07785
syr,1971,90.91126
syr,1973,98.75743
syr,1978,99.04287
syr,1979,97.72327
syr,1980,96.6011
syr,1981,95.40417
syr,1982,94.22702
syr,1983,93.85757
syr,1984,94.87068
syr,1985,95.53236
syr,1986,96.44669
syr,1987,99.1881
syr,1988,98.88485
syr,1989,98.93645
syr,1990,98.72691
syr,1996,99.99182
syr,1997,98.99943
syr,1998,99.76236
syr,2013,73.01293
tcd,1975,34.92437
tcd,1977,35.61371
tcd,1988,45.86107
tcd,1997,54.45845
tcd,1998,60.05901
tcd,1999,61.12024
tcd,2000,62.00287
tcd,2001,62.65741
tcd,2002,66.63468
tcd,2003,67.85252
tcd,2011,70.67251
tcd,2013,88.80859
tcd,2015,89.33986
tcd,2016,82.59868
tgo,1971,70.64646
tgo,1972,70.36263
tgo,1978,87.16564
tgo,1979,87.46991
tgo,1980,87.13663
tgo,1982,83.6713
tgo,1983,79.13413
tgo,1984,72.08842
tgo,1985,69.80282
tgo,1986,64.35187
tgo,1987,75.82939
tgo,1988,75.65176
tgo,1989,75.74408
tgo,1990,76.24196
tgo,1991,78.49331
tgo,1994,73.94212
tgo,1995,83.50066
tgo,1996,92.43562
tgo,1997,89.62625
tgo,2001,99.87226
tgo,2003,99.70027
tgo,2005,99.68112
tgo,2007,96.25005
tgo,2008,96.72775
tgo,2014,95.35523
tgo,2015,97.13257
tgo,2017,95.54365
tgo,2018,97.17986
tha,1973,79.20486
tha,1974,79.15192
tha,2006,99.71513
tha,2007,99.27698
tha,2008,98.65464
tha,2009,98.30077
tjk,2000,98.86873
tjk,2001,98.98594
tjk,2002,99.00023
tjk,2014,98.56027
tjk,2015,98.0314
tjk,2016,98.31221
tls,2008,85.55334
tls,2009,91.72228
tls,2010,91.30567
tls,2011,94.17208
tls,2012,92.18825
tls,2013,92.21522
tls,2014,91.71929
tls,2015,92.37504
tls,2016,92.70583
tls,2017,94.79412
tls,2018,94.14215
ton,1970,87.72182
ton,1971,90.34924
ton,1972,95.48048
ton,1974,89.79268
ton,1975,97.24708
ton,1983,87.57225
ton,1985,95.90274
ton,1986,97.00688
ton,1990,91.49388
ton,1993,91.90158
ton,1998,94.87414
ton,1999,97.47141
tto,1971,92.77118
tto,1972,91.99627
tto,1973,91.23603
tto,1974,91.183
tto,1975,91.89414
tto,1976,94.42931
tto,1977,95.87427
tto,1978,93.49437
tto,1979,88.75573
tto,1980,85.87887
tto,1981,90.21083
tto,1982,92.14739
tto,1983,91.11815
tto,1984,91.10539
tto,1985,91.26498
tto,1986,89.42297
tto,1987,91.79273
tto,1988,92.47867
tto,1989,91.34934
tto,1990,88.23278
tto,1991,89.54531
tto,1992,89.16055
tto,1993,88.11207
tto,1996,88.59643
tto,1997,88.14034
tto,1999,97.47331
tto,2000,97.94309
tto,2001,97.44232
tto,2002,93.62757
tto,2003,96.00445
tto,2004,96.48374
tto,2005,93.68295
tto,2008,98.27572
tto,2009,99.92127
tto,2010,99.11284
tun,1971,91.29857
tun,1975,89.71664
tun,1978,90.2737
tun,1979,90.87686
tun,1980,92.7131
tun,1981,93.58699
tun,1982,95.25605
tun,1983,97.6385
tun,1984,99.73013
tun,1985,99.79661
tun,1989,99.91801
tun,1990,98.50466
tun,1991,99.04292
tun,1992,98.93763
tun,1993,99.20477
tun,1994,98.76971
tun,1995,98.368
tun,1996,97.07137
tun,1997,95.3509
tun,1999,94.64936
tun,2000,95.47495
tun,2001,96.78883
tun,2005,97.61081
tun,2006,97.15298
tun,2007,96.42435
tun,2008,96.90128
tun,2009,97.458
tur,1974,93.50647
tur,1994,95.57022
tur,1995,94.88754
tur,1997,95.68077
tur,1999,99.02567
tur,2006,99.85322
tur,2007,99.89508
tur,2008,98.86255
tur,2009,96.15993
tur,2010,96.86511
tur,2011,95.81886
tur,2012,94.36469
tur,2013,94.0032
tur,2014,95.23614
tur,2015,95.1744
tur,2016,94.51123
tur,2017,95.21518
tuv,2014,92.12598
tuv,2015,96.35417
tuv,2016,91.32124
tza,1981,69.24586
tza,1982,63.60746
tza,1983,61.7791
tza,1985,55.56899
tza,1986,54.21568
tza,1987,53.1616
tza,1988,51.7529
tza,1989,51.83972
tza,1990,51.31119
tza,1991,50.7301
tza,1992,50.94181
tza,1993,49.95986
tza,1994,48.51911
tza,1995,48.4586
tza,1996,48.63518
tza,1997,49.0057
tza,1998,48.44742
tza,1999,48.88275
tza,2000,52.66916
tza,2001,57.84544
tza,2002,73.40063
tza,2003,82.304
tza,2004,86.7485
tza,2005,91.52838
tza,2006,97.27538
tza,2008,99.17816
tza,2010,91.7096
tza,2012,86.19075
tza,2013,83.39071
tza,2014,81.28122
tza,2016,82.49981
tza,2017,82.73426
tza,2018,80.59875
uga,1979,41.65295
uga,1981,45.61966
uga,1982,46.34556
uga,1986,60.85202
uga,2010,90.65686
uga,2011,93.73055
uga,2013,94.2301
ukr,2002,96.34509
ukr,2003,90.09016
ukr,2004,89.99561
ukr,2005,90.11815
ukr,2006,88.98568
ukr,2007,88.43516
ukr,2008,87.94854
ukr,2009,88.31583
ukr,2010,90.53871
ukr,2011,92.31717
ukr,2012,92.89629
ukr,2013,92.93466
ukr,2014,91.05204
ury,1984,87.36219
ury,1991,91.49508
ury,1992,93.59082
ury,1993,94.24188
ury,1994,92.6625
ury,1995,92.14842
ury,1996,91.51831
ury,1997,91.77476
ury,2007,98.45489
ury,2008,99.93902
ury,2014,96.95663
usa,2005,99.1522
usa,2010,97.58749
usa,2011,95.8711
usa,2012,97.51406
usa,2013,97.73349
usa,2014,97.67179
usa,2015,94.21559
usa,2016,99.70812
usa,2017,95.60171
uzb,2007,93.32266
uzb,2008,94.41699
uzb,2009,91.48385
uzb,2010,92.66936
uzb,2011,93.5492
uzb,2012,95.13307
uzb,2013,96.36826
uzb,2014,97.56889
vct,1984,93.70567
vct,1986,96.89599
vct,2005,99.58066
ven,1999,86.19975
ven,2000,88.62616
ven,2001,93.2315
ven,2002,94.2752
ven,2003,92.80112
ven,2004,93.00274
ven,2005,91.5845
ven,2006,92.36167
ven,2007,93.50969
ven,2008,91.59509
ven,2009,93.76448
ven,2010,94.56694
ven,2011,94.48118
ven,2012,95.63001
ven,2013,94.52391
ven,2014,93.07291
ven,2015,93.08515
ven,2016,91.07356
ven,2017,89.62393
vgb,1983,85.71429
vgb,1984,88.77778
vgb,1999,97.2
vgb,2000,82.10117
vgb,2001,83.2829
vgb,2005,89.21194
vgb,2006,88.1825
vgb,2012,94.02314
vgb,2013,96.30829
vut,1981,86.22218
vut,1989,75.9975
vut,1999,98.26156
vut,2004,97.88334
vut,2015,91.77725
wsm,1994,91.93514
wsm,1998,93.30598
wsm,1999,92.26062
yem,1999,71.78871
yem,2003,84.08438
yem,2004,86.45702
yem,2005,87.26698
yem,2008,84.36094
yem,2010,89.99423
yem,2012,93.0474
yem,2013,92.86338
yem,2016,89.701
zaf,1970,67.09642
zaf,1991,85.28781
zaf,1994,88.06054
zaf,1995,88.64971
zaf,1998,88.61866
zaf,1999,89.77929
zaf,2000,89.10641
zaf,2001,89.60135
zaf,2002,90.62202
zaf,2003,92.27055
zaf,2004,93.30931
zaf,2005,93.45577
zaf,2017,90.27715
zmb,1972,81.60143
zmb,1976,83.03719
zmb,1977,82.64441
zmb,1978,81.05621
zmb,1979,80.05813
zmb,1980,79.77315
zmb,1981,79.6443
zmb,1982,79.47282
zmb,1983,81.08597
zmb,1984,82.26314
zmb,1986,82.92254
zmb,1988,80.22794
zmb,1994,74.08579
zmb,1995,72.23732
zmb,1998,69.61823
zmb,1999,68.47504
zmb,2000,68.016
zmb,2001,67.49059
zmb,2002,70.75552
zmb,2004,82.96542
zmb,2005,90.5931
zmb,2006,88.30263
zmb,2007,91.82986
zmb,2009,88.07905
zmb,2010,85.13933
zmb,2011,88.69188
zmb,2012,89.61495
zmb,2013,87.39534
zmb,2017,83.202
zwe,1998,83.42723
zwe,1999,86.79585
zwe,2000,89.14567
zwe,2001,92.39187
zwe,2002,89.91671
zwe,2003,89.06417
