geo,time,fm_ast_domo_zg_m3
khm,2012,35.17804
khm,2013,35.39286
khm,2014,30.51032
khm,2015,27.52818
khm,2016,22.46457
khm,2017,19.0901
khm,2018,28.09505
khm,2019,28.39479
khm,2020,18.85395
kna,2002,2.12821
kna,2003,10.20193
kna,2004,13.64544
kna,2005,7.87836
kna,2006,9.59171
kna,2007,9.11672
kna,2008,8.09819
kna,2009,-12.46008
kna,2010,4.53156
kna,2011,3.68486
kna,2012,0.28278
kna,2013,-1.55055
kna,2014,-5.52864
kna,2015,1.4962
kna,2016,0.63097
kna,2017,1.47012
kna,2018,2.66392
kna,2019,-4.1031
kna,2020,0.37254
kor,2002,19.3392
kor,2003,2.69242
kor,2004,0.71773
kor,2005,9.8503
kor,2006,18.77964
kor,2007,17.39533
kor,2008,20.27265
kor,2009,2.80348
kor,2010,5.9378
kor,2011,8.49994
kor,2012,4.58316
kor,2013,3.629
kor,2014,8.813
kor,2015,8.85329
kor,2016,8.26708
kor,2017,7.33428
kor,2018,9.15249
kor,2019,10.39207
kor,2020,10.65814
kos,2002,12.12415
kos,2003,33.34503
kos,2004,26.75156
kos,2005,19.48413
kos,2006,14.18451
kos,2007,27.9901
kos,2008,25.85925
kos,2009,7.61056
kos,2010,10.92516
kos,2011,11.94345
kos,2012,3.9655
kos,2013,2.21247
kos,2014,4.02362
kos,2015,5.99335
kos,2016,8.66476
kos,2017,9.65934
kos,2018,9.61149
kos,2019,9.0784
kos,2020,6.27645
kwt,2002,8.5345
kwt,2003,17.93735
kwt,2004,14.42509
kwt,2005,16.96869
kwt,2006,30.71967
kwt,2007,35.62554
kwt,2008,19.14736
kwt,2009,7.14023
kwt,2010,2.04697
kwt,2011,2.73973
kwt,2012,2.83431
kwt,2013,7.13869
kwt,2014,4.87639
kwt,2015,7.72282
kwt,2016,2.77797
kwt,2017,3.35207
kwt,2018,4.18605
lbr,2008,17.94122
lbr,2009,13.70758
lbr,2010,14.61212
lbr,2011,15.15834
lbr,2012,5.94211
lbr,2013,17.59422
lbr,2014,-0.95648
lbr,2015,6.95175
lbr,2016,9.56989
lbr,2017,15.01745
lbr,2018,1.87357
lca,2002,0.92263
lca,2003,-1.2899
lca,2004,8.82111
lca,2005,15.54917
lca,2006,22.00292
lca,2007,28.19111
lca,2008,14.36755
lca,2009,3.1941
lca,2010,3.16844
lca,2011,2.85518
lca,2012,8.2087
lca,2013,-0.68744
lca,2014,-8.79754
lca,2015,-8.81534
lca,2016,-6.84189
lca,2017,-1.86272
lca,2018,-0.99875
lca,2019,-1.70162
lca,2020,2.26544
lka,2002,10.53517
lka,2003,11.15863
lka,2004,16.26995
lka,2005,15.62467
lka,2006,20.32673
lka,2007,17.12661
lka,2008,5.52953
lka,2009,-3.83837
lka,2010,21.71276
lka,2011,52.66102
lka,2012,20.0387
lka,2013,9.67863
lka,2014,11.39358
lka,2015,18.7479
lka,2016,14.91878
lka,2017,13.23332
lka,2018,13.79958
lka,2019,4.29206
lso,2002,6.60989
lso,2003,-25.69663
lso,2004,2.5127
lso,2005,10.28554
lso,2006,4.33366
lso,2007,9.44479
lso,2008,6.21646
lso,2009,7.22455
lso,2010,6.39046
lso,2011,7.79189
lso,2012,16.35405
lso,2013,10.89783
lso,2014,6.53492
lso,2015,4.43373
lso,2016,2.08466
lso,2017,4.99509
lso,2018,6.90931
lso,2019,4.27029
mac,2002,-2.19117
mac,2003,-0.48792
mac,2004,2.58167
mac,2005,6.61334
mac,2006,4.39071
mac,2007,12.65951
mac,2008,10.6433
mac,2009,4.91262
mac,2010,13.92416
mac,2011,15.29657
mac,2012,10.35227
mac,2013,15.6856
mac,2014,18.54056
mac,2015,10.26555
mac,2016,7.11467
mac,2017,6.69825
mac,2018,8.03405
mac,2019,3.9528
mac,2020,2.9016
mar,2002,3.33168
mar,2003,2.86574
mar,2004,5.61481
mar,2005,7.46819
mar,2006,12.40634
mar,2007,17.24574
mar,2008,16.27293
mar,2009,8.35813
mar,2010,8.30541
mar,2011,8.3621
mar,2012,4.22825
mar,2013,2.87152
mar,2014,3.108
mar,2015,1.28244
mar,2016,4.65775
mar,2017,2.65257
mar,2018,2.62785
mar,2019,4.31363
mar,2020,3.78046
mda,2002,24.38653
mda,2003,27.94944
mda,2004,15.8692
mda,2005,23.25724
mda,2006,23.58134
mda,2007,35.86913
mda,2008,15.3916
mda,2009,-4.00125
mda,2010,9.72064
mda,2011,10.91408
mda,2012,12.27731
mda,2013,13.94694
mda,2014,-2.54138
mda,2015,2.43522
mda,2016,-5.59905
mda,2017,-1.98351
mda,2018,2.05937
mda,2019,5.48909
mda,2020,5.35663
mdg,2007,7.65021
mdg,2008,11.62107
mdg,2009,4.10119
mdg,2010,8.86269
mdg,2011,2.53243
mdg,2012,3.99036
mdg,2013,8.37455
mdg,2014,8.86209
mdg,2015,8.45208
mdg,2016,5.22565
mdg,2017,8.05348
mdg,2018,6.95756
mdg,2019,11.12081
mdg,2020,6.98007
mdv,2002,9.43241
mdv,2003,0.5808
mdv,2004,31.41557
mdv,2005,38.46045
mdv,2006,41.88648
mdv,2007,57.20591
mdv,2008,41.87357
mdv,2009,-4.69896
mdv,2010,-2.34019
mdv,2011,6.65444
mdv,2012,-8.4641
mdv,2013,0.38755
mdv,2014,1.48121
mdv,2015,7.13909
mdv,2016,12.95518
mdv,2017,7.00278
mdv,2018,4.84751
mdv,2019,3.12964
mdv,2020,7.24356
mex,2002,10.122
mex,2003,4.88596
mex,2004,2.82801
mex,2005,8.81839
mex,2006,14.6522
mex,2007,12.35429
mex,2008,1.6808
mex,2009,8.05751
mex,2010,8.66001
mex,2011,13.361
mex,2012,8.11798
mex,2013,10.96491
mex,2014,7.05605
mex,2015,13.08807
mex,2016,14.94805
mex,2017,5.53722
mex,2018,4.63893
mex,2019,7.67807
mex,2020,-3.03067
mkd,2002,2.70597
mkd,2003,5.51826
mkd,2004,14.33815
mkd,2005,13.91746
mkd,2006,19.80935
mkd,2007,26.77614
mkd,2008,25.11099
mkd,2009,4.6387
mkd,2010,6.39615
mkd,2011,7.06497
mkd,2012,4.81047
mkd,2013,5.82754
mkd,2014,9.28872
mkd,2015,8.81824
mkd,2016,0.18026
mkd,2017,4.7542
mkd,2018,6.63054
mkd,2019,5.62395
mkd,2020,4.11877
mli,2002,14.38605
mli,2003,5.52646
mli,2004,11.51844
mli,2005,4.03755
mli,2006,10.27855
mli,2007,7.16499
mli,2008,-15.365
mli,2009,35.618
mli,2010,13.93147
mli,2011,14.16162
mli,2012,8.37341
mli,2013,9.5392
mli,2014,14.60713
mli,2015,18.79893
mli,2016,13.17656
mli,2017,3.74024
mli,2018,3.10503
mli,2019,3.86424
mli,2020,4.88618
mmr,2002,16.50831
mmr,2003,-18.03822
mmr,2004,5.67362
mmr,2005,5.70922
mmr,2006,3.04993
mmr,2007,4.30355
mmr,2008,2.63942
mmr,2009,5.189
mmr,2010,10.92781
mmr,2011,13.38615
mmr,2012,34.34791
mmr,2013,9.75323
mmr,2014,17.00513
mmr,2015,10.3978
mmr,2016,11.9685
mmr,2017,11.89434
mmr,2018,6.48828
mmr,2019,6.70799
mmr,2020,3.18022
mne,2014,-1.24898
mne,2015,3.8629
mne,2016,4.89785
mne,2017,6.58562
mne,2018,7.38317
mne,2019,4.54471
mne,2020,2.91756
mng,2002,29.55786
mng,2003,40.10055
mng,2004,27.36156
mng,2005,30.18381
mng,2006,33.22296
mng,2007,54.64399
mng,2008,23.47718
mng,2009,1.17167
mng,2010,23.84972
mng,2011,53.01709
mng,2012,23.39906
mng,2013,63.61771
mng,2014,26.39535
mng,2015,6.58446
mng,2016,9.75253
mng,2017,16.5121
mng,2018,21.70827
mng,2019,1.1379
mng,2020,-2.36853
moz,2002,11.89902
moz,2003,-0.9039
moz,2004,-1.92906
moz,2005,18.49917
moz,2006,14.87441
moz,2007,8.12554
moz,2008,21.11091
moz,2009,32.70169
moz,2010,19.54807
moz,2011,4.40696
moz,2012,13.615
moz,2013,18.18856
moz,2014,19.87134
moz,2015,14.16339
moz,2016,8.77038
moz,2017,-9.71967
moz,2018,-1.47839
moz,2019,2.62693
moz,2020,7.37499
mrt,2013,10.35599
mrt,2014,8.69585
mrt,2015,7.71793
mrt,2016,7.8354
mrt,2017,8.4375
mrt,2018,14.27583
mrt,2019,10.23434
mus,2002,5.78122
mus,2003,31.60068
mus,2004,9.29633
mus,2005,9.34103
mus,2006,9.70454
mus,2007,11.96969
mus,2008,21.92278
mus,2009,0.79862
mus,2010,9.86024
mus,2011,10.69732
mus,2012,16.6319
mus,2013,14.21858
mus,2014,-3.11287
mus,2015,8.20953
mus,2016,1.00007
mus,2017,13.78173
mus,2018,-8.54998
mus,2019,6.39085
mus,2020,6.36022
mys,2002,5.45481
mys,2003,5.86715
mys,2004,4.98739
mys,2005,6.5482
mys,2006,5.07449
mys,2007,7.03041
mys,2008,11.20817
mys,2009,5.49262
mys,2010,8.1371
mys,2011,11.03566
mys,2012,10.61598
mys,2013,9.36041
mys,2014,8.1765
mys,2015,7.70133
mys,2016,5.80817
mys,2017,5.78281
mys,2018,8.99413
mys,2019,5.11494
mys,2020,3.91158
nam,2002,16.30244
nam,2003,14.68161
nam,2004,25.29899
nam,2005,22.10686
nam,2006,26.03674
nam,2007,19.46517
nam,2008,11.13095
nam,2009,11.60776
nam,2010,11.21619
nam,2011,4.6806
nam,2012,12.85372
nam,2013,13.29991
nam,2014,15.17235
nam,2015,15.95356
nam,2016,8.69431
nam,2017,5.29742
nam,2018,7.18115
nam,2019,6.41939
nam,2020,0.83362
ner,2002,-17.66237
ner,2003,7.01961
ner,2004,-0.61438
ner,2005,1.23319
ner,2006,2.40736
ner,2007,46.55573
ner,2008,21.37142
ner,2009,14.91285
ner,2010,10.63843
ner,2011,11.93568
ner,2012,16.98731
ner,2013,5.3917
ner,2014,9.03993
ner,2015,9.57838
ner,2016,3.84654
ner,2017,5.2657
ner,2018,-3.47633
ner,2019,9.82939
ner,2020,6.38879
nga,2002,5.75078
nga,2003,19.54032
nga,2004,17.75321
nga,2005,21.88009
nga,2006,23.95469
nga,2007,79.15495
nga,2008,52.60213
nga,2009,16.745
nga,2010,-12.65601
nga,2011,29.68598
nga,2012,6.98399
nga,2013,8.57694
nga,2014,14.28069
nga,2015,2.87379
nga,2016,16.51053
nga,2017,-0.29602
nga,2018,4.54127
nga,2019,9.40904
nga,2020,9.3935
nic,2002,7.01645
nic,2003,14.38362
nic,2004,16.50898
nic,2005,18.94647
nic,2006,22.48993
nic,2007,27.89531
nic,2008,11.11838
nic,2009,-7.40277
nic,2010,4.75378
nic,2011,11.15716
nic,2012,18.87984
nic,2013,16.77697
nic,2014,16.939
nic,2015,20.94825
nic,2016,16.02874
nic,2017,16.36521
nic,2018,-4.10647
nic,2019,-20.61381
nic,2020,-5.53596
nor,2002,12.05303
nor,2003,14.01597
nor,2004,18.02602
nor,2005,26.46496
nor,2006,3.94169
nor,2007,34.78755
nor,2008,27.22965
nor,2009,-0.588
nor,2010,14.07032
nor,2011,11.94861
nor,2012,10.38914
nor,2013,10.2996
nor,2014,9.80344
nor,2015,12.65332
nor,2016,8.37946
nor,2017,14.41173
nor,2018,10.96286
nor,2019,11.18488
nor,2020,12.08786
npl,2002,-10.35296
npl,2003,11.12928
npl,2004,8.90167
npl,2005,6.99422
npl,2006,12.60563
npl,2007,14.71419
npl,2008,34.26844
npl,2009,26.94042
npl,2010,8.92046
npl,2011,8.76093
npl,2012,13.66118
npl,2013,10.47046
npl,2014,17.02103
npl,2015,10.46133
npl,2016,22.11389
npl,2017,11.66675
npl,2018,20.18679
npl,2019,13.20624
npl,2020,11.86349
nzl,2014,6.33394
nzl,2015,11.44771
nzl,2016,10.66595
nzl,2017,7.37723
nzl,2018,7.93007
nzl,2019,8.11791
nzl,2020,5.72332
omn,2002,1.09708
omn,2003,2.5027
omn,2004,7.53599
omn,2005,14.30171
omn,2006,22.44007
omn,2007,40.53018
omn,2008,44.97627
omn,2009,7.32708
omn,2010,16.05143
omn,2011,20.4281
omn,2012,20.01434
omn,2013,9.81258
omn,2014,14.9087
omn,2015,22.3526
omn,2016,12.24124
omn,2017,9.62889
omn,2018,9.42384
pak,2002,1.96169
pak,2003,12.74921
pak,2004,16.36425
pak,2005,16.928
pak,2006,11.33076
pak,2007,9.475
pak,2008,9.75541
pak,2009,6.40394
pak,2010,1.82149
pak,2011,-2.08827
pak,2012,3.67995
pak,2013,2.93088
pak,2014,4.23171
pak,2015,3.04375
pak,2016,5.3797
pak,2017,5.68848
pak,2018,8.16044
pak,2019,2.83599
pak,2020,1.62027
pan,2002,-8.44676
pan,2003,0.33856
pan,2004,7.90192
pan,2005,15.52838
pan,2006,12.80541
pan,2007,19.41896
pan,2008,17.14645
pan,2009,2.48493
per,2007,23.26002
per,2008,26.46636
per,2009,3.71829
per,2010,12.2659
per,2011,16.62906
per,2012,10.96397
per,2013,16.07671
per,2014,12.22833
per,2015,12.5762
per,2016,4.42501
per,2017,5.08142
per,2018,8.78518
per,2019,5.68594
per,2020,13.52554
phl,2002,2.18176
phl,2003,5.68292
phl,2004,5.74076
phl,2005,0.98885
phl,2006,9.70378
phl,2007,7.36503
phl,2008,5.43781
phl,2009,3.54531
phl,2010,7.54166
phl,2011,10.50401
phl,2012,9.23599
phl,2013,9.8805
phl,2014,11.12562
phl,2015,7.33835
phl,2016,10.09577
phl,2017,11.10588
phl,2018,10.2696
phl,2019,6.10389
phl,2020,-0.65769
png,2002,1.2124
png,2003,-3.32385
png,2004,0.18004
png,2005,11.29517
png,2006,15.69082
png,2007,14.38635
png,2008,13.68328
png,2009,8.36172
png,2010,9.33448
png,2011,3.92976
png,2012,7.36643
png,2013,7.50371
png,2014,8.93384
png,2015,7.10935
png,2016,4.28136
png,2017,-0.68883
png,2018,3.62477
png,2019,3.55305
png,2020,0.83622
pol,2002,3.97772
pol,2003,5.95616
pol,2004,6.72211
pol,2005,5.75996
pol,2006,16.33893
pol,2007,24.24794
pol,2008,35.63078
pol,2009,3.56799
pol,2010,8.30554
pol,2011,15.52687
pol,2012,2.81441
pol,2013,3.53306
pol,2014,8.71343
pol,2015,5.77157
pol,2016,3.42627
pol,2017,2.96655
pol,2018,6.48052
pol,2019,4.3572
pol,2020,4.85452
pry,2002,1.69209
pry,2003,-23.48532
pry,2004,9.49742
pry,2005,8.59191
pry,2006,4.98859
pry,2007,23.05348
pry,2008,39.39203
pry,2009,14.36845
pry,2010,27.21016
pry,2011,21.43278
pry,2012,11.14968
pry,2013,21.6479
pry,2014,18.77174
pry,2015,18.7726
pry,2016,3.72478
pry,2017,4.85805
pry,2018,13.5814
pry,2019,9.72039
pry,2020,8.81476
pse,2002,-1.82021
pse,2003,0.59972
pse,2004,6.23695
pse,2005,8.76623
pse,2006,0.97402
pse,2007,-2.0909
pse,2008,-1.175
pse,2009,5.53921
pse,2010,8.99152
pse,2011,7.92011
pse,2012,5.83266
pse,2013,4.6984
pse,2014,7.42806
pse,2015,9.11314
pse,2016,12.14334
pse,2017,11.40508
pse,2018,5.68293
pse,2019,3.42245
qat,2002,-1.65352
qat,2003,14.24098
qat,2004,19.38808
qat,2005,41.95605
qat,2006,34.66789
qat,2007,53.22483
qat,2008,46.30745
qat,2009,2.90002
qat,2010,21.58725
qat,2011,30.525
qat,2012,28.62643
qat,2013,13.46859
qat,2014,9.83191
qat,2015,12.30515
qat,2016,4.00919
qat,2017,8.39239
qat,2018,10.38761
qat,2019,22.14484
qat,2020,19.64998
rou,2002,20.00656
rou,2003,27.40782
rou,2004,21.07477
rou,2005,23.40114
rou,2006,34.51121
rou,2007,52.27517
rou,2008,34.66176
rou,2009,1.85892
rou,2010,5.77908
rou,2011,7.40994
rou,2012,2.1377
rou,2013,-3.18643
rou,2014,-2.66476
rou,2015,2.72545
rou,2016,0.80126
rou,2017,3.90794
rou,2018,5.33177
rou,2019,4.56455
rou,2020,3.70752
rus,2002,22.85088
rus,2003,31.42672
rus,2004,34.73929
rus,2005,28.5806
rus,2006,39.80093
rus,2007,42.63933
rus,2008,34.06188
rus,2009,2.88516
rus,2010,12.39317
rus,2011,24.49088
rus,2012,18.11493
rus,2013,16.95321
rus,2014,33.03695
rus,2015,9.26147
rus,2016,-1.07141
rus,2017,8.3468
rus,2018,12.22459
rus,2019,8.77658
rus,2020,14.33061
rwa,2002,9.75009
rwa,2003,11.67841
rwa,2004,20.58408
rwa,2005,17.09959
rwa,2006,20.48249
rwa,2007,18.52048
rwa,2008,29.96409
rwa,2009,-2.77762
rwa,2010,9.80634
rwa,2011,24.71356
rwa,2012,26.7528
rwa,2013,10.86319
rwa,2014,19.63062
rwa,2015,27.73033
rwa,2016,10.93094
rwa,2017,14.47975
rwa,2018,15.41919
rwa,2019,14.20191
rwa,2020,21.35831
sdn,2002,16.86384
sdn,2003,20.08222
sdn,2004,19.38281
sdn,2005,28.5247
sdn,2006,36.46537
sdn,2007,7.29962
sdn,2008,10.2377
sdn,2009,13.45281
sdn,2010,10.84211
sdn,2011,4.81562
sdn,2012,18.82014
sdn,2013,12.53705
sdn,2014,9.90493
sdn,2015,12.11101
sdn,2016,15.3939
sdn,2017,29.31321
sdn,2018,34.24977
sdn,2019,12.82626
sdn,2020,23.22921
sen,2002,3.60727
sen,2003,13.26748
sen,2004,9.81491
sen,2005,15.52808
sen,2006,5.62911
sen,2007,9.50455
sen,2008,21.69959
sen,2009,3.38668
sen,2010,14.49256
sen,2011,13.46361
sen,2012,11.3444
sen,2013,11.73327
sen,2014,10.43524
sen,2015,8.13497
sen,2016,8.91104
sen,2017,12.87626
sen,2018,1.43179
sen,2019,6.11236
sen,2020,1.24821
slb,2002,4.4912
slb,2003,9.76233
slb,2004,3.32474
slb,2005,23.53899
slb,2006,27.20227
slb,2007,29.46709
slb,2008,18.34698
slb,2009,-3.34889
slb,2010,-3.17915
slb,2011,2.65596
slb,2012,3.31645
slb,2013,6.13536
slb,2014,7.23928
slb,2015,7.64806
slb,2016,5.68859
slb,2017,2.92805
slb,2018,2.35479
slb,2019,2.80857
slb,2020,-0.24207
sle,2002,8.20957
sle,2003,11.10465
sle,2004,9.70297
sle,2005,5.64753
sle,2006,3.91186
sle,2007,9.89758
sle,2008,14.94725
sle,2009,23.21348
sle,2010,8.15192
sle,2011,9.06941
sle,2012,3.29791
sle,2013,4.19521
sle,2014,2.94445
sle,2015,0.32975
sle,2016,3.32338
sle,2017,1.20283
sle,2018,5.84123
sle,2019,3.44344
sle,2020,1.18817
slv,2002,2.42541
slv,2003,6.13031
slv,2004,3.81722
slv,2005,10.47562
slv,2006,7.62958
slv,2007,6.93555
slv,2008,2.76254
slv,2009,-3.49533
slv,2010,-0.05197
slv,2011,3.49249
slv,2012,3.10608
slv,2013,7.55594
slv,2014,5.32142
slv,2015,4.65978
slv,2016,4.97716
slv,2017,5.41301
slv,2018,6.14084
slv,2019,5.70598
slv,2020,2.12707
srb,2002,-71.03952
srb,2003,35.53916
srb,2004,42.95517
srb,2005,54.39632
srb,2006,19.79696
srb,2007,35.35511
srb,2008,32.12246
srb,2009,18.26563
srb,2010,29.1005
srb,2011,9.65604
srb,2012,11.31532
srb,2013,-5.30923
srb,2014,3.18418
srb,2015,2.93268
srb,2016,2.4278
srb,2017,1.75865
srb,2018,8.53044
srb,2019,7.90401
srb,2020,10.37214
ssd,2012,3.53368
ssd,2013,3.53069
ssd,2014,1.3775
ssd,2015,3.18516
ssd,2016,10.59887
ssd,2017,5.15052
ssd,2018,2.78315
ssd,2019,5.09059
ssd,2020,2.28224
stp,2002,9.599
stp,2003,27.00062
stp,2004,27.2084
stp,2005,48.33296
stp,2006,36.03799
stp,2007,28.35399
stp,2008,19.0235
stp,2009,29.22554
stp,2010,33.08868
stp,2011,15.76691
stp,2012,12.83401
stp,2013,2.26669
stp,2014,-0.6315
stp,2015,3.25339
stp,2016,4.60901
stp,2017,1.96846
stp,2018,-1.26217
stp,2019,2.17727
stp,2020,-1.12755
sur,2002,44.01954
sur,2003,14.22554
sur,2004,13.05534
sur,2005,9.56702
sur,2006,14.96682
sur,2007,16.36907
sur,2008,17.36665
sur,2009,6.96026
sur,2010,6.9736
sur,2011,11.04309
sur,2012,8.50267
sur,2013,9.41388
sur,2014,4.67477
sur,2015,8.99652
sur,2016,16.99029
sur,2017,0.4607
sur,2018,-0.39879
sur,2019,0.53351
sur,2020,11.97817
swe,2002,17.27437
swe,2003,10.68042
swe,2004,11.225
swe,2005,21.99806
swe,2006,22.20143
swe,2007,31.01487
swe,2008,42.79617
swe,2009,-11.56288
swe,2010,13.51735
swe,2011,19.62759
swe,2012,8.88865
swe,2013,-1.09452
swe,2014,24.63789
swe,2015,2.3339
swe,2016,14.0092
swe,2017,22.39306
swe,2018,-5.66338
swz,2002,16.85008
swz,2003,21.542
swz,2004,22.62745
swz,2005,19.32848
swz,2006,21.27463
swz,2007,21.12008
swz,2008,9.02311
swz,2009,12.51159
swz,2010,5.03128
swz,2011,16.58163
swz,2012,-2.47235
swz,2013,17.5717
swz,2014,9.93913
swz,2015,4.75587
swz,2016,12.24069
swz,2017,7.06996
swz,2018,3.7566
swz,2019,-0.30516
swz,2020,5.38035
syc,2002,3.11072
syc,2003,7.86392
syc,2004,6.00649
syc,2005,4.20928
syc,2006,0.31353
syc,2007,10.58035
syc,2008,21.63326
syc,2009,-6.3407
syc,2010,8.08274
syc,2011,2.31436
syc,2012,1.71073
syc,2013,2.24539
syc,2014,9.54691
syc,2015,5.23837
syc,2016,5.16336
syc,2017,7.00365
syc,2018,3.73528
syc,2019,9.86539
syc,2020,8.61785
syr,2002,-4.06254
syr,2003,4.98895
syr,2004,5.3371
syr,2005,9.30439
syr,2006,4.71326
syr,2007,13.58637
syr,2008,21.35001
syr,2009,6.88608
syr,2010,10.25687
syr,2011,-2.56229
tcd,2002,-1.07924
tcd,2003,8.82278
tcd,2004,-2.87232
tcd,2005,20.08184
tcd,2006,2.74798
tcd,2007,-2.5061
tcd,2008,12.80923
tcd,2009,5.76617
tcd,2010,9.33004
tcd,2011,9.22406
tcd,2012,11.35131
tcd,2013,5.2541
tcd,2014,19.38219
tcd,2015,2.65109
tcd,2016,6.39766
tcd,2017,2.08863
tcd,2018,-2.64823
tcd,2019,4.38945
tgo,2002,0.5279
tgo,2003,16.60095
tgo,2004,-1.44977
tgo,2005,11.15669
tgo,2006,1.74167
tgo,2007,14.69127
tgo,2008,13.54739
tgo,2009,13.8089
tgo,2010,5.91906
tgo,2011,13.46444
tgo,2012,13.33937
tgo,2013,23.4354
tgo,2014,0.74449
tgo,2015,18.59965
tgo,2016,7.35934
tgo,2017,1.69905
tgo,2018,3.09229
tgo,2019,4.37954
tgo,2020,0.23275
tha,2002,5.61027
tha,2003,10.53403
tha,2004,5.58469
tha,2005,5.51556
tha,2006,2.76389
tha,2007,3.5221
tha,2008,6.72202
tha,2009,3.60355
tha,2010,10.74041
tha,2011,14.58208
tha,2012,13.19549
tha,2013,8.59812
tha,2014,4.20168
tha,2015,5.10886
tha,2016,4.12667
tha,2017,4.64645
tha,2018,5.32641
tha,2019,2.47723
tha,2020,4.3107
tjk,2002,4.98081
tjk,2003,63.88717
tjk,2004,-34.03147
tjk,2005,84.15211
tjk,2006,42.89581
tjk,2007,70.99304
tjk,2008,73.05481
tjk,2009,-20.69286
tjk,2010,-14.98843
tjk,2011,27.81363
tjk,2012,11.5779
tjk,2013,37.68574
tjk,2014,26.73056
tjk,2015,22.28921
tjk,2016,-3.78346
tjk,2017,-11.28235
tjk,2018,0.33215
tjk,2019,5.70009
tjk,2020,7.64075
tls,2003,45.72882
tls,2004,100.6391
tls,2005,26.60191
tls,2006,7.1208
tls,2007,-10.96941
tls,2008,1.35467
tls,2009,0.56644
tls,2010,2.2797
tls,2011,7.83803
tls,2012,8.46006
tls,2013,5.3352
tls,2014,1.99754
tls,2015,3.35113
tls,2016,-0.6086
tls,2017,7.03952
tls,2018,-1.18599
tls,2019,1.62365
tls,2020,3.38592
ton,2002,20.60983
ton,2003,18.54743
ton,2004,-6.78143
ton,2005,38.04262
ton,2006,4.72154
ton,2007,17.98603
ton,2008,4.31917
ton,2009,-9.82472
ton,2010,-6.47839
ton,2011,-11.62504
ton,2012,-0.87987
ton,2013,4.77125
ton,2014,5.6111
ton,2015,10.37565
ton,2016,12.71987
ton,2017,9.53583
ton,2018,8.24537
ton,2019,2.86768
ton,2020,-0.74404
tto,2002,4.46472
tto,2003,5.90782
tto,2004,12.60797
tto,2005,16.45735
tto,2006,12.09898
tto,2007,15.09489
tto,2008,2.3602
tto,2009,3.7029
tto,2010,-0.82283
tto,2011,0.61612
tto,2012,1.54854
tto,2013,2.31542
tto,2014,5.2441
tto,2015,4.44713
tto,2016,0.73189
tto,2017,2.19073
tto,2018,3.03334
tto,2019,4.22348
tto,2020,-1.17461
tun,2002,6.80599
tun,2003,5.49124
tun,2004,9.75388
tun,2005,8.91707
tun,2006,7.39584
tun,2007,10.20105
tun,2008,14.1761
tun,2009,9.77576
tun,2010,18.71992
tun,2011,13.77436
tun,2012,8.94108
tun,2013,6.6755
tun,2014,10.4874
tun,2015,6.85104
tun,2016,10.70563
tun,2017,13.56283
tun,2018,10.64308
tun,2019,4.07213
tun,2020,4.80434
tur,2002,16.20084
tur,2003,11.65251
tur,2004,18.96827
tur,2005,25.09975
tur,2006,20.6578
tur,2007,17.82124
tur,2008,17.51012
tur,2009,9.4108
tur,2010,27.62174
tur,2011,26.19948
tur,2012,17.98409
tur,2013,34.5338
tur,2014,20.90458
tur,2015,24.26354
tur,2016,20.84747
tur,2017,26.01134
tur,2018,19.24413
tur,2019,16.46762
tur,2020,37.25873
tza,2002,12.24719
tza,2003,11.37755
tza,2004,11.52254
tza,2005,-41.57139
tza,2006,54.30796
tza,2007,16.28584
tza,2008,22.57471
tza,2009,5.8417
tza,2010,11.38797
tza,2011,14.80614
tza,2012,10.65993
tza,2013,9.43724
tza,2014,12.53903
tza,2015,16.54887
tza,2016,5.04702
tza,2017,1.25251
tza,2018,3.36368
tza,2019,7.62342
tza,2020,2.1647
uga,2002,8.16518
uga,2003,9.04665
uga,2004,8.18055
uga,2005,5.81041
uga,2006,15.63366
uga,2007,9.4813
uga,2008,28.24564
uga,2009,10.30629
uga,2010,20.77828
uga,2011,20.86708
uga,2012,8.79559
uga,2013,4.73335
uga,2014,9.63281
uga,2015,10.11526
uga,2016,4.87023
uga,2017,4.06129
uga,2018,7.37428
uga,2019,8.42654
uga,2020,4.87891
ukr,2002,30.90243
ukr,2003,43.62592
ukr,2004,23.21386
ukr,2005,45.96675
ukr,2006,53.00491
ukr,2007,72.07765
ukr,2008,78.52697
ukr,2009,-3.44006
ukr,2010,2.13927
ukr,2011,12.4823
ukr,2012,4.67968
ukr,2013,14.29767
ukr,2014,12.02113
ukr,2015,-3.24643
ukr,2016,-1.98966
ukr,2017,1.02808
ukr,2018,4.69261
ukr,2019,-7.95096
ukr,2020,-1.70683
ury,2002,45.0978
ury,2003,-27.83739
ury,2004,-28.07336
ury,2005,-3.11227
ury,2006,7.89807
ury,2007,4.53744
ury,2008,21.87934
ury,2009,-10.32622
ury,2010,11.27749
ury,2011,10.19408
ury,2012,8.20607
ury,2013,14.26915
ury,2014,10.89491
ury,2015,13.18038
ury,2016,0.82047
ury,2017,0.26383
ury,2018,6.5809
ury,2019,6.12496
ury,2020,6.51851
usa,2002,4.95108
usa,2003,7.47601
usa,2004,8.66792
usa,2005,11.49243
usa,2006,11.03011
usa,2007,11.02952
usa,2008,10.10474
usa,2009,-4.95272
usa,2010,-2.60344
usa,2011,-1.1119
usa,2012,3.24255
usa,2013,6.09145
usa,2014,5.18787
usa,2015,4.28137
usa,2016,3.62037
usa,2017,4.67933
usa,2018,2.74645
usa,2019,4.36686
usa,2020,7.69839
