geo,time,ne_dab_totl_kn
bfa,1985,1960999265470.08008
bfa,1986,2132251412092.61011
bfa,1987,2072594379645.62964
bfa,1988,2187011674527.34009
bfa,1989,2171413321542.04004
bfa,1990,2150169437616.86011
bfa,1991,2294320976400
bfa,1992,2260301374100
bfa,1993,2351174709000
bfa,1994,2189628797400
bfa,1995,2382534701300
bfa,1996,2723405475900
bfa,1997,2843791209700
bfa,1998,3100021788900
bfa,1999,3281520942300
bfa,2000,3303001021300
bfa,2001,3412865966700
bfa,2002,3585929069100
bfa,2003,3802736736000
bfa,2004,4059434447000
bfa,2005,4399523551000
bfa,2006,4592956964500
bfa,2007,4762928478300
bfa,2008,5126371659500
bfa,2009,5244912993500
bfa,2010,5654360510000
bfa,2011,6044090393500
bfa,2012,6727665823100
bfa,2013,7036244982700
bfa,2014,7012083015100
bfa,2015,7476161000000
bfa,2016,8014072000000
bfa,2017,8565461890200
bfa,2018,9001199530100
bfa,2019,9774414524900
bgd,1960,1331497948700
bgd,1961,1452555404500
bgd,1962,1441837526500
bgd,1963,1502088654800
bgd,1964,1665395718400
bgd,1965,1677470177700
bgd,1966,1709320403100
bgd,1967,1665523499500
bgd,1968,1705117588200
bgd,1969,1781131567900
bgd,1970,1948074129500
bgd,1971,1906442899200
bgd,1972,1804461566900
bgd,1973,1602953406500
bgd,1974,1605746173800
bgd,1975,1520497139300
bgd,1976,1652471590400
bgd,1977,1536580056900
bgd,1978,1733560285200
bgd,1979,1815317413600
bgd,1980,1892329359100
bgd,1981,1896027802900
bgd,1982,1863454597100
bgd,1983,1916450174900
bgd,1984,2057894364400
bgd,1985,2097335150800
bgd,1986,2169615767300
bgd,1987,2250279046800
bgd,1988,2326854933700
bgd,1989,2360705114300
bgd,1990,2526206064400
bgd,1991,2530735624400
bgd,1992,2638287514500
bgd,1993,2767833051300
bgd,1994,2892587326800
bgd,1995,3026330602800
bgd,1996,3084053000000
bgd,1997,3152719000000
bgd,1998,3253244000000
bgd,1999,3411844000000
bgd,2000,3595073000000
bgd,2001,3775590000000
bgd,2002,3882611000000
bgd,2003,4080615000000
bgd,2004,4353472000000
bgd,2005,4684988000000
bgd,2006,5050430000000
bgd,2007,5410771000000
bgd,2008,5702826000000
bgd,2009,5919773000000
bgd,2010,6262007000000
bgd,2011,6722384000000
bgd,2012,7117786000000
bgd,2013,7490025000000
bgd,2014,7933480000000
bgd,2015,8438208000000
bgd,2016,8868202000000
bgd,2017,9605348000000
bgd,2018,10670031000000
bgd,2019,11273985000000
bgd,2020,11745481000000
bgr,1980,45521612842.4385
bgr,1981,48390434256.4352
bgr,1982,50752407894.9262
bgr,1983,52704210311.9837
bgr,1984,54595947582.3599
bgr,1985,55929252193.0708
bgr,1986,57778004102.0902
bgr,1987,60917208612.3222
bgr,1988,64059787909.0598
bgr,1989,62195753786.77609
bgr,1990,65099335524.333
bgr,1991,50902217490.59329
bgr,1992,49252377206.9899
bgr,1993,47373917514.3652
bgr,1994,45208468984.9881
bgr,1995,53735119000
bgr,1996,52446963000
bgr,1997,39695481000
bgr,1998,44855920000
bgr,1999,47095742000
bgr,2000,50412841000
bgr,2001,54532640000
bgr,2002,57309750000
bgr,2003,62341971000
bgr,2004,67897126000
bgr,2005,74600576000
bgr,2006,82879139000
bgr,2007,91255260000
bgr,2008,97551853000
bgr,2009,87342371000
bgr,2010,84835002000
bgr,2011,85607924000
bgr,2012,87928469000
bgr,2013,84860514000
bgr,2014,86780066000
bgr,2015,88794045000
bgr,2016,89495292000
bgr,2017,92723304000
bgr,2018,97693178000
bgr,2019,102429495000
bgr,2020,102505183000
bhr,2000,3597020000
bhr,2001,3772460000
bhr,2002,3833880000
bhr,2003,4172810000
bhr,2004,4389930000
bhr,2005,4875200000
bhr,2006,5329180000
bhr,2007,6126010000
bhr,2008,7343320000
bhr,2009,6913590000
bhr,2010,7869690000
bhr,2011,8055260000
bhr,2012,8527530000
bhr,2013,9427250000
bhr,2014,9647180000
bhr,2015,9530900000
bhr,2016,9964510000
bhr,2017,10707350000
bhr,2018,11070240000
bhr,2019,10791410000
bhs,1989,7527225716.13014
bhs,1990,7356894890.6357
bhs,1991,7140005800
bhs,1992,6749682600
bhs,1993,6505463200
bhs,1994,6888812400
bhs,1995,7296219100
bhs,1996,7868510900
bhs,1997,9736560000
bhs,1998,9246350000
bhs,1999,10092800000
bhs,2000,10551950000
bhs,2001,10384790000
bhs,2002,10700250000
bhs,2003,10614460000
bhs,2004,10260110000
bhs,2005,11351090000
bhs,2006,12133100000
bhs,2007,12112730000
bhs,2008,11692530000
bhs,2009,10618450000
bhs,2010,10490400000
bhs,2011,10811120000
bhs,2012,11577750000
bhs,2013,11018930000
bhs,2014,11634400000
bhs,2015,11316670000
bhs,2016,11548290000
bhs,2017,12556380000
bhs,2018,12553980000
bhs,2019,12440690000
bhs,2020,10564550000
bih,2000,24948289945.5608
bih,2001,25988812592.7997
bih,2002,27338024699.2138
bih,2003,28509621395.8651
bih,2004,29539811547.722
bih,2005,30901253471.16949
bih,2006,31795721455.228
bih,2007,34784855340.7187
bih,2008,37160684085.071
bih,2009,34273595165.0432
bih,2010,33483751337.4589
bih,2011,34003919619.6964
bih,2012,34071731615.3993
bih,2013,33908228008.8002
bih,2014,34934024004.4306
bih,2015,35482612492.398
bih,2016,36768048999.6214
bih,2017,37918542465.2695
bih,2018,38795627874.1032
bih,2019,39922592375.8774
bih,2020,38453749000
blr,1990,30339348871.9071
blr,1991,30681492200
blr,1992,26896481700
blr,1993,25172925700
blr,1994,20620085800
blr,1995,17408727600
blr,1996,18181823500
blr,1997,20282619400
blr,1998,22332866000
blr,1999,22604039800
blr,2000,24652836300
blr,2001,27301724800
blr,2002,29180790900
blr,2003,32155475700
blr,2004,36347337400
blr,2005,40827358000
blr,2006,47744217100
blr,2007,53931570700
blr,2008,64181726300
blr,2009,63449230000
blr,2010,70968720000
blr,2011,73576050000
blr,2012,75324460000
blr,2013,81711470000
blr,2014,81725500000
blr,2015,75542410000
blr,2016,71460900000
blr,2017,74967600000
blr,2018,79351100000
blr,2019,83305952500
blr,2020,80441859500
blz,1980,677645557.52682
blz,1981,588455936.82427
blz,1982,588950409.65299
blz,1983,559240686.55474
blz,1984,538587791.20206
blz,1985,514151510.95858
blz,1986,501080783.35914
blz,1987,585466749.1918
blz,1988,682883264.40651
blz,1989,792182976.77413
blz,1990,807578950.05025
blz,1991,911700000
blz,1992,1309740100
blz,1993,1386029500
blz,1994,1360238300
blz,1995,1418319100
blz,1996,1426976900
blz,1997,1457858600
blz,1998,1524579800
blz,1999,1701351500
blz,2000,1975416700
blz,2001,2017549500
blz,2002,2135219700
blz,2003,2153633200
blz,2004,2145422400
blz,2005,2156565300
blz,2006,2091514700
blz,2007,2167065700
blz,2008,2291573400
blz,2009,2217051600
blz,2010,2157612700
blz,2011,2324461500
blz,2012,2309334900
blz,2013,2482010500
blz,2014,2575781800
blz,2015,2765494200
blz,2016,2900427500
blz,2017,2792430100
blz,2018,2696831400
blz,2019,2697696400
blz,2020,2657541338.852
bmu,2014,4927431743.01591
bmu,2015,4953023842.61783
bmu,2016,5369757311.61322
bmu,2017,5187654669.63784
bmu,2018,5004731019.41107
bmu,2019,5082500000
bmu,2020,4482900000
bol,1960,6101064360.3951
bol,1961,6378985750.8881
bol,1962,6806092733.60966
bol,1963,7162717558.55688
bol,1964,7291165189.25266
bol,1965,8041205963.63526
bol,1966,8576222481.10563
bol,1967,8914145718.5067
bol,1968,9638593282.31085
bol,1969,10039327464.3893
bol,1970,10620747419.2669
bol,1971,11189257916.694
bol,1972,11977375302.1339
bol,1973,12441953721.5644
bol,1974,12572459910.1662
bol,1975,14177411289.934
bol,1976,14533163854.1334
bol,1977,15316186497.3756
bol,1978,15764798408.8773
bol,1979,15772828040.6268
bol,1980,15076104000
bol,1981,15302955000
bol,1982,14346693000
bol,1983,13416161000
bol,1984,14005598000
bol,1985,14716140000
bol,1986,14236578000
bol,1987,14783027000
bol,1988,15019390000
bol,1989,14943639000
bol,1990,15620625000
bol,1991,16642556000
bol,1992,17281072000
bol,1993,17750801000
bol,1994,17919040000
bol,1995,18743291000
bol,1996,19751344000
bol,1997,21556145000
bol,1998,23606045000
bol,1999,23137503000
bol,2000,23251408000
bol,2001,22845907000
bol,2002,23866294000
bol,2003,23795622000
bol,2004,23999898000
bol,2005,25495579000
bol,2006,26166080000
bol,2007,27489892000
bol,2008,29888936000
bol,2009,31002201000
bol,2010,32372257245.5864
bol,2011,35304328925.8943
bol,2012,36137785731.6258
bol,2013,39091146459.9042
bol,2014,41817073118.9916
bol,2015,43794002656.7998
bol,2016,45757604139.859
bol,2017,49008672045.0523
bol,2018,50630279161.5162
bol,2019,52151316497.6626
bol,2020,46272673388.4344
bra,1970,774015790310.94092
bra,1971,872677049132.11011
bra,1972,979316136274.18274
bra,1973,1103534502807.63989
bra,1974,1216192041455.27002
bra,1975,1243278777730.43994
bra,1976,1399612667167.3501
bra,1977,1468426569565.95996
bra,1978,1515779067946.09009
bra,1979,1642370916095.21997
bra,1980,1766679121559.81006
bra,1981,1676723461819.30005
bra,1982,1702393150964.03003
bra,1983,1672126622741.63989
bra,1984,1752594634902.05005
bra,1985,1828208364604.6001
bra,1986,1976800053015.07007
bra,1987,1997438171764.51001
bra,1988,1986692673089.65991
bra,1989,2023257372903.30005
bra,1990,1974645071536.62012
bra,1991,2087675318600
bra,1992,2064917571200
bra,1993,2155518575900
bra,1994,2311202329100
bra,1995,2471134681200
bra,1996,2515523441300
bra,1997,2610157525000
bra,1998,2613526964800
bra,1999,2579928079400
bra,2000,2666479635000
bra,2001,2699192861100
bra,2002,2733381104200
bra,2003,2712342280900
bra,2004,2841100367600
bra,2005,2939681964600
bra,2006,3092506924200
bra,2007,3308322324400
bra,2008,3532456647200
bra,2009,3631765969800
bra,2010,3926299000000
bra,2011,4113243717645.0498
bra,2012,4223328298430.27979
bra,2013,4376265430908.62939
bra,2014,4400981055753.21973
bra,2015,4174296431776.88965
bra,2016,3979689070037.62939
bra,2017,4006021328040.79053
bra,2018,4108075501233.3999
bra,2019,4185895352329.31055
bra,2020,3998262107627.3999
brn,1990,6388239100
brn,1991,6594945100
brn,1992,7644690100
brn,1993,8877664000
brn,1994,8293330400
brn,1995,8573256700
brn,1996,12593339400
brn,1997,9863619500
brn,1998,8867903900
brn,1999,7972804700
brn,2000,6970102000
brn,2001,7440850400
brn,2002,8624561300
brn,2003,8117315700
brn,2004,8629235400
brn,2005,8601365800
brn,2006,9071947100
brn,2007,10423654000
brn,2008,10989862200
brn,2009,11295901000
brn,2010,11317605800
brn,2011,13322604200
brn,2012,15340898100
brn,2013,16622830200
brn,2014,13857852900
brn,2015,14254975800
brn,2016,13210720400
brn,2017,14132960100
brn,2018,16009126400
brn,2019,15957315100
brn,2020,15017589009.7192
btn,1990,12804997339.3408
btn,1991,13175377400
btn,1992,15637038700
btn,1993,13807706900
btn,1994,14389311600
btn,1995,14984649100
btn,1996,16455585900
btn,1997,17494151000
btn,1998,19629512900
btn,1999,21990402600
btn,2000,23467887300
btn,2001,26019966200
btn,2002,29917148800
btn,2003,32235655100
btn,2004,36161373400
btn,2005,37083419800
btn,2006,31656560500
btn,2007,36499462300
btn,2008,40827481500
btn,2009,46955605028.4192
btn,2010,57602131757.54729
btn,2011,62474653490.90951
btn,2012,62971966222.1443
btn,2013,62715705538.2404
btn,2014,65754653094.5568
btn,2015,74095166097.5943
btn,2016,77695309482.97749
btn,2017,79393984521.66631
btn,2018,82464413044.2084
btn,2019,81508369575.6022
btn,2020,74766621573.9893
bwa,1975,10534771952.832
bwa,1976,11190966325.0973
bwa,1977,12110315735.2317
bwa,1978,13699508707.0517
bwa,1979,15590362196.3361
bwa,1980,16833309590.5719
bwa,1981,17568671462.4582
bwa,1982,17221094392.8611
bwa,1983,16459439716.3967
bwa,1984,18391368071.7691
bwa,1985,20287507417.3689
bwa,1986,21705975863.2951
bwa,1987,22650769255.4136
bwa,1988,27691499518.4392
bwa,1989,36911479714.1645
bwa,1990,42035832814.2003
bwa,1991,43053705133.1935
bwa,1992,43328019386.3984
bwa,1993,44441759313.5952
bwa,1994,45270590398.64529
bwa,1995,50345932012.72289
bwa,1996,51880335891.4353
bwa,1997,57169210445.9865
bwa,1998,65675290012.1142
bwa,1999,62155811146.32649
bwa,2000,66093545769.2259
bwa,2001,64041599368.963
bwa,2002,66897534069.179
bwa,2003,68135295299.7197
bwa,2004,74612467374.80449
bwa,2005,73334759834.68489
bwa,2006,81420557993.99619
bwa,2007,89805475016.51428
bwa,2008,105137206219.91299
bwa,2009,102636169147.11301
bwa,2010,114942800082.37801
bwa,2011,123843090110.965
bwa,2012,132171431378.521
bwa,2013,138351814268.004
bwa,2014,141620637297.849
bwa,2015,149203004328.733
bwa,2016,150018420000
bwa,2017,151089850000
bwa,2018,160367150000
bwa,2019,172532410000
bwa,2020,178892760000
caf,2009,929091000000
caf,2010,943776000000
caf,2011,908288000000
caf,2012,950205000000
caf,2013,572927000000
caf,2014,622119000000
caf,2015,649663000000
caf,2016,752551000000
caf,2017,704715000000
caf,2018,805769055200
caf,2019,825306001500
caf,2020,904347051700
can,1970,555730166000
can,1971,586592807000
can,1972,621581392000
can,1973,667156798000
can,1974,709724942000
can,1975,735806106000
can,1976,769583166000
can,1977,789484625000
can,1978,805520272000
can,1979,838899610000
can,1980,846676717000
can,1981,869935745000
can,1982,820069543000
can,1983,846379515000
can,1984,887447433000
can,1985,935437970000
can,1986,962113054000
can,1987,1002309268000
can,1988,1055485260000
can,1989,1093191306000
can,1990,1090466030000
can,1991,1073114571000
can,1992,1077662390000
can,1993,1095808988000
can,1994,1129320296000
can,1995,1148200174000
can,1996,1164319452000
can,1997,1232981820000
can,1998,1261650680000
can,1999,1310743840000
can,2000,1374553433000
can,2001,1393024459000
can,2002,1438586885000
can,2003,1499104850000
can,2004,1560304213000
can,2005,1638941785000
can,2006,1709160712000
can,2007,1771469619000
can,2008,1821630813000
can,2009,1770200478000
can,2010,1862460532000
can,2011,1925878027000
can,2012,1965469967000
can,2013,2008100940000
can,2014,2042779162000
can,2015,2040370000000
can,2016,2049400052000
can,2017,2134683583000
can,2018,2183054680000
can,2019,2216910468000
can,2020,2089855936000
che,1970,296705941000
che,1971,311168292000
che,1972,322023985000
che,1973,330706056000
che,1974,333262780000
che,1975,297282340000
che,1976,296185778000
che,1977,302547320000
che,1978,312940209000
che,1979,327372843000
che,1980,346136757000
che,1981,340836296000
che,1982,343093363000
che,1983,350864801000
che,1984,347382522000
che,1985,356595020000
che,1986,378358730000
che,1987,386257259000
che,1988,395619774000
che,1989,414295529000
che,1990,435175299000
che,1991,429705754000
che,1992,425320668000
che,1993,423722445000
che,1994,434049461000
che,1995,440552953000
che,1996,443729531000
che,1997,443732948000
che,1998,462683318000
che,1999,471099297000
che,2000,479510516000
che,2001,489711710000
che,2002,489194216000
che,2003,492825519000
che,2004,492029031000
che,2005,512949985000
che,2006,524012592000
che,2007,526355866000
che,2008,541115931000
che,2009,551778588000
che,2010,552182744000
che,2011,578376792000
che,2012,573181072000
che,2013,570578839000
che,2014,586795311000
che,2015,596868611000
che,2016,601439968000
che,2017,610440572000
che,2018,617987531000
che,2019,629310674000
che,2020,622900799000
chl,1960,15429911786144.90039
chl,1961,16118219594537.90039
chl,1962,16969602483353.80078
chl,1963,17855399453425.19922
chl,1964,17684287198041.39844
chl,1965,17686243757416.39844
chl,1966,19474307181077.19922
chl,1967,20066419979701.39844
chl,1968,20988626384050.19922
chl,1969,22125938510651.5
chl,1970,22359953141313.30078
chl,1971,24805038674175.5
chl,1972,25820330431692.19922
chl,1973,24392983743096.80078
chl,1974,21657766899759.5
chl,1975,18916494128580.10156
chl,1976,18639062527698.39844
chl,1977,21238292451004.69531
chl,1978,23014656119083
chl,1979,24848591473509.69531
chl,1980,26429823877338.80078
chl,1981,29517179560408.69531
chl,1982,24648879349598.30078
chl,1983,23153490745158.19922
chl,1984,23635119577749.39844
chl,1985,23791416599506.30078
chl,1986,24891235256747.19922
chl,1987,26892500424517.80078
chl,1988,28826681956528.30078
chl,1989,32177262771873.60156
chl,1990,32991590503699.30078
chl,1991,35285063786900
chl,1992,40258858389900
chl,1993,44011226397400
chl,1994,46759045209900
chl,1995,53039390566800
chl,1996,56606057615518.09375
chl,1997,61263694755690.70312
chl,1998,63818466813021.39844
chl,1999,61778835971317.60156
chl,2000,64814750428024.60156
chl,2001,66245317790299
chl,2002,67890634727909.20312
chl,2003,71081156096662.59375
chl,2004,77393143961421.40625
chl,2005,85579555811431.20312
chl,2006,91571548496791.07812
chl,2007,98743947317268
chl,2008,105544172701377
chl,2009,102522778835125
chl,2010,113072497225921
chl,2011,123515827338730
chl,2012,132182991255486
chl,2013,137536055052694
chl,2014,138833439118654
chl,2015,141477263755447
chl,2016,144821622087363
chl,2017,147913728904699
chl,2018,153879375364283
chl,2019,156270167152720
chl,2020,144027251620458
chn,1995,8765058890500
chn,1996,9852602649500
chn,1997,10513818545200
chn,1998,11516314781600
chn,1999,12759911037100
chn,2000,14116682478800
chn,2001,15748112071600
chn,2002,17422508158900
chn,2003,19570427107200
chn,2004,21951336355800
chn,2005,24483870032900
chn,2006,27485059590900
chn,2007,31555385756900
chn,2008,34882660137000
chn,2009,40100843970300
chn,2010,45112230433200
chn,2011,49909825712000
chn,2012,53862411392200
chn,2013,58320188232100
chn,2014,62825091543600
chn,2015,66974720442300
chn,2016,72244532227700
chn,2017,77122709353000
chn,2018,82818483599700
chn,2019,87193099072900
chn,2020,88699979844400
civ,2008,17261529927558.69922
civ,2009,16828952699623.80078
civ,2010,18739838790423.80078
civ,2011,15418721713708.80078
civ,2012,19971947750636.69531
civ,2013,21656796109089
civ,2014,24228556381472
civ,2015,26545664000000
civ,2016,29027808000000
civ,2017,31230486000000
civ,2018,34412837000000
civ,2019,35242552000000
civ,2020,35406802303100
cmr,1960,2382494819229.93018
cmr,1961,2421304034961.87988
cmr,1962,2506915242391.0498
cmr,1963,2589459287378.47998
cmr,1964,2676674376003.41016
cmr,1965,2818867963898.12012
cmr,1966,2981822361335.77002
cmr,1967,2628701154006.3999
cmr,1968,2855306439555.41016
cmr,1969,2907614599741.93018
cmr,1970,3066322756256.3999
cmr,1971,3392386461306.08984
cmr,1972,3447530984428.39014
cmr,1973,3515004738191.33008
