geo,time,en_atm_ghgo_kt_ce
ago,1998,-4091.84171
ago,1999,-3809.492
ago,2000,-2730.1839
ago,2001,-1945.81891
ago,2002,-1079.99445
ago,2003,1883.65417
ago,2004,3070.82568
ago,2005,3464.71942
ago,2006,4681.31201
ago,2007,7244.0907
ago,2008,6583.13416
ago,2009,6826.58594
ago,2010,5488.927
ago,2011,6458.20044
ago,2012,7743.198
ago,2013,8441.25806
ago,2014,8094.43579
ago,2015,5850.06372
ago,2016,5203.06714
alb,1970,20.85856
alb,1971,51.08352
alb,1972,81.99969
alb,1973,110.9946
alb,1974,141.92255
alb,1975,169.38099
alb,1976,207.08868
alb,1977,237.31301
alb,1978,257.40203
alb,1979,297.15855
alb,1980,327.69539
alb,1981,348.85542
alb,1982,366.3388
alb,1983,414.07034
alb,1984,449.54079
alb,1985,463.80168
alb,1986,488.86139
alb,1987,239.34143
alb,1988,559.91266
alb,1989,457.04274
alb,1990,-459.98779
alb,1991,-182.54373
alb,1992,-59.98727
alb,1993,-77.89381
alb,1994,-142.33749
alb,1995,-70.56068
alb,1996,-30.73625
alb,1997,-28.31441
alb,1998,86.19131
alb,1999,45.25974
alb,2000,150.65604
alb,2001,-5.31384
alb,2002,-6.62413
alb,2003,59.41
alb,2004,79.30083
alb,2005,98.80537
alb,2006,151.18764
alb,2007,219.94318
alb,2008,248.67106
alb,2009,855.45293
alb,2010,809.1348
alb,2011,1014.18354
alb,2012,681.64368
alb,2013,715.21884
alb,2014,709.88639
alb,2015,403.39053
alb,2016,11.68136
are,1970,2393.42643
are,1971,2401.24338
are,1972,2413.85519
are,1973,2438.89578
are,1974,2475.73797
are,1975,2401.44539
are,1976,2405.77326
are,1977,2315.16136
are,1978,2302.33209
are,1979,2330.69273
are,1980,2351.94596
are,1981,2170.71995
are,1982,2117.41881
are,1983,2226.68598
are,1984,1947.74453
are,1985,1564.83214
are,1986,1345.03327
are,1987,-2870.77692
are,1988,1156.39094
are,1989,914.11041
are,1990,-67.71826
are,1991,-1756.64099
are,1992,-1389.53595
are,1993,-2233.36938
are,1994,-2720.92468
are,1995,-3226.68738
are,1996,-8227.1768
are,1997,-1251.83978
are,1998,-2108.41986
are,1999,-2275.08966
are,2000,-7665.83453
are,2001,3717.77203
are,2002,-5127.8731
are,2003,-5647.05998
are,2004,-4262.69266
are,2005,-1212.2319
are,2006,-3071.30222
are,2007,-3213.01741
are,2008,-1031.51379
are,2009,-4866.13187
are,2010,-6551.57288
are,2011,-8495.55267
are,2012,-9491.32806
are,2013,-6184.07599
are,2014,-8214.883
are,2015,-12963.21484
are,2016,-16708.68762
arg,1970,17602.07548
arg,1971,10638.49241
arg,1972,14205.92517
arg,1973,10569.76084
arg,1974,11693.03439
arg,1975,14271.12398
arg,1976,17906.51684
arg,1977,12852.30469
arg,1978,15510.3002
arg,1979,17601.01197
arg,1980,19326.46795
arg,1981,16800.2565
arg,1982,17864.03225
arg,1983,18212.1174
arg,1984,14073.78563
arg,1985,14934.18084
arg,1986,16058.06328
arg,1987,16165.09035
arg,1988,16691.83924
arg,1989,17256.47193
arg,1990,-4569.85645
arg,1991,-3650.96045
arg,1992,-4835.21533
arg,1993,-2950.81689
arg,1994,-7872.69922
arg,1995,-7740.10205
arg,1996,-6592.62744
arg,1997,-9600.4707
arg,1998,-7081
arg,1999,-8791.44043
arg,2000,-8326.80273
arg,2001,-5126.26172
arg,2002,-4499.00586
arg,2003,-3526.47754
arg,2004,-6496.55371
arg,2005,-6426.73145
arg,2006,-5605.78809
arg,2007,-2377.05078
arg,2008,-8523.21875
arg,2009,-9063.96094
arg,2010,-4037.26074
arg,2011,1716.7998
arg,2012,5004.81055
arg,2013,15125.32227
arg,2014,390.86719
arg,2015,4650.76953
arg,2016,3701.72754
arm,1970,-6425.55163
arm,1971,-6403.59319
arm,1972,-6922.57825
arm,1973,-7428.7083
arm,1974,-7948.66029
arm,1975,-5769.09684
arm,1976,-5967.7384
arm,1977,-6082.38425
arm,1978,-6194.88031
arm,1979,-6301.69666
arm,1980,-6375.17789
arm,1981,-6201.06476
arm,1982,-6032.63295
arm,1983,-6026.81371
arm,1984,-6106.15149
arm,1985,-6113.45206
arm,1986,-6033.57369
arm,1987,-6326.48699
arm,1988,-6023.25966
arm,1989,-5963.70635
arm,1990,-731.99048
arm,1991,-743.52411
arm,1992,19.75012
arm,1993,-18.6102
arm,1994,-5.51081
arm,1995,27.89848
arm,1996,58.72004
arm,1997,81.48195
arm,1998,89.83854
arm,1999,112.77703
arm,2000,109.09819
arm,2001,102.80267
arm,2002,162.99008
arm,2003,179.94008
arm,2004,193.95605
arm,2005,206.92642
arm,2006,198.26111
arm,2007,237.50525
arm,2008,218.58899
arm,2009,208.4928
arm,2010,468.6384
arm,2011,477.44308
arm,2012,1254.09457
arm,2013,1329.72871
arm,2014,1320.55766
arm,2015,1148.5704
arm,2016,722.15512
asm,1970,0
asm,1971,0
asm,1972,0
asm,1973,0
asm,1974,0
asm,1975,0
asm,1976,0
asm,1977,0
asm,1978,0
asm,1979,0
asm,1980,0
asm,1981,0
asm,1982,0
asm,1983,0
asm,1984,0
asm,1985,0
asm,1986,0
asm,1987,0
asm,1988,0
asm,1989,0
atg,1980,73.69055
atg,1981,185.64831
atg,1982,256.6295
atg,1983,206.88697
atg,1984,210.71429
atg,1985,138.91122
atg,1986,97.34289
atg,1987,75.31402
atg,1988,89.58692
atg,1989,78.83786
atg,1990,-33.71844
atg,1991,-26.39769
atg,1992,44.79465
atg,1993,38.96337
atg,1994,11.73093
atg,1995,32.07441
atg,1996,47.86319
atg,1997,84.95668
atg,1998,128.95371
atg,1999,144.03023
atg,2000,132.10373
atg,2001,157.2047
atg,2002,225.62918
atg,2003,243.49022
atg,2004,240.18969
atg,2005,265.44567
atg,2006,326.96579
atg,2007,369.34289
atg,2008,418.1947
atg,2009,1369.78181
atg,2010,478.37543
atg,2011,489.16125
atg,2012,707.82722
atg,2013,440.65547
atg,2014,434.459
atg,2015,447.77744
atg,2016,471.23656
aus,1970,12284.48873
aus,1971,9389.21587
aus,1972,20480.07334
aus,1973,10112.63191
aus,1974,13474.21852
aus,1975,18236.84287
aus,1976,28145.40549
aus,1977,28655.86546
aus,1978,18386.20462
aus,1979,29319.41095
aus,1980,33960.19847
aus,1981,17566.61197
aus,1982,29812.33262
aus,1983,18980.26206
aus,1984,21024.22162
aus,1985,36588.76408
aus,1986,27892.56441
aus,1987,9421.27089
aus,1988,20981.74076
aus,1989,23024.1855
aus,1990,-6368.11035
aus,1991,-7277.8877
aus,1992,-7024.25
aus,1993,-7833.6377
aus,1994,-9208.10938
aus,1995,-9568.01855
aus,1996,-8971.48828
aus,1997,-11488.48047
aus,1998,-10248.73828
aus,1999,-14568.70898
aus,2000,-14652.55273
aus,2001,-19953.36914
aus,2002,-22264.91016
aus,2003,-31996.65625
aus,2004,-33870.81445
aus,2005,-33892.53906
aus,2006,-25249.10547
aus,2007,-34203.03711
aus,2008,-32988.63867
aus,2009,-31081.38086
aus,2010,-21765.14062
aus,2011,-30485.05273
aus,2012,-20663.68164
aus,2013,-22742.50586
aus,2014,-22586.55273
aus,2015,-29898.16016
aus,2016,-17268.70508
aut,1970,705.02451
aut,1971,1033.03657
aut,1972,1091.84586
aut,1973,1184.45736
aut,1974,1036.32186
aut,1975,1097.45934
aut,1976,1133.05545
aut,1977,1202.17836
aut,1978,1303.89182
aut,1979,1377.23119
aut,1980,1362.7868
aut,1981,1380.05586
aut,1982,1330.76307
aut,1983,1420.48555
aut,1984,1836.06641
aut,1985,1895.02695
aut,1986,1959.25137
aut,1987,1463.34063
aut,1988,2279.43154
aut,1989,2383.70371
aut,1990,-1422.24902
aut,1991,-994.23975
aut,1992,-1343.39453
aut,1993,-1089.03027
aut,1994,-1147.76367
aut,1995,-1155.69141
aut,1996,-1170.31201
aut,1997,-1416.20996
aut,1998,-1775.24316
aut,1999,-1575.00928
aut,2000,-1626.54883
aut,2001,-1709.9502
aut,2002,-1950.81494
aut,2003,-2000.10449
aut,2004,-1727.62451
aut,2005,-2564.82764
aut,2006,-1973.50537
aut,2007,-2624.07568
aut,2008,-3889.25146
aut,2009,-2790.61816
aut,2010,-3482.37793
aut,2011,-4557.25244
aut,2012,-6628.8252
aut,2013,-6344.07129
aut,2014,-6359.18945
aut,2015,-7723.85742
aut,2016,-8604.11328
aze,1970,-13911.53268
aze,1971,-13888.93938
aze,1972,-15049.06852
aze,1973,-15631.05724
aze,1974,-16211.34192
aze,1975,-13216.26913
aze,1976,-14138.4328
aze,1977,-14930.46935
aze,1978,-15752.46561
aze,1979,-16386.99115
aze,1980,-17059.79462
aze,1981,-14747.88406
aze,1982,-14913.89792
aze,1983,-15447.98115
aze,1984,-16318.58691
aze,1985,-16279.46616
aze,1986,-18170.73569
aze,1987,-20652.62349
aze,1988,-19615.18727
aze,1989,-20384.60674
aze,1990,4348.75403
aze,1991,15085.79944
aze,1992,2851.70081
aze,1993,16831.04816
aze,1994,14856.24594
aze,1995,13928.55545
aze,1996,13717.35104
aze,1997,14139.63358
aze,1998,14081.21011
aze,1999,12591.34186
aze,2000,12248.19342
aze,2001,12351.30347
aze,2002,12007.55206
aze,2003,5759.09119
aze,2004,5834.60107
aze,2005,6641.53003
aze,2006,3756.86279
aze,2007,-89.88403
aze,2008,-842.59436
aze,2009,-248.65479
aze,2010,-53.94232
aze,2011,1115.26208
aze,2012,1882.73425
aze,2013,1679.15527
aze,2014,1716.49719
aze,2015,-1162.83118
aze,2016,-514.23474
bdi,1970,-128.29597
bdi,1971,-118.84273
bdi,1972,-132.09657
bdi,1973,-123.31015
bdi,1974,-123.89027
bdi,1975,-138.85031
bdi,1976,-111.9436
bdi,1977,-119.87337
bdi,1978,-116.93387
bdi,1979,-143.22327
bdi,1980,-142.73545
bdi,1981,-124.87581
bdi,1982,-152.05241
bdi,1983,-123.97747
bdi,1984,-94.17082
bdi,1985,-100.50987
bdi,1986,-92.10691
bdi,1987,-159.18231
bdi,1988,-106.35032
bdi,1989,-104.81136
bdi,1990,-233.07854
bdi,1991,-263.38096
bdi,1992,-292.51978
bdi,1993,-315.40647
bdi,1994,-400.85692
bdi,1995,-425.44556
bdi,1996,-409.54602
bdi,1997,-486.07934
bdi,1998,-388.87397
bdi,1999,-334.20088
bdi,2000,-265.81595
bdi,2001,-391.22079
bdi,2002,-386.24744
bdi,2003,-514.40465
bdi,2004,-527.19203
bdi,2005,-508.29733
bdi,2006,-472.09663
bdi,2007,-520.22428
bdi,2008,-559.81501
bdi,2009,-490.87128
bdi,2010,-446.86492
bdi,2011,-407.85434
bdi,2012,-388.11263
bdi,2013,-350.01152
bdi,2014,-377.4006
bdi,2015,-343.7417
bdi,2016,-293.61786
bel,1970,-4456.85168
bel,1971,71.93246
bel,1972,162.23031
bel,1973,753.73243
bel,1974,619.47261
bel,1975,643.81064
bel,1976,843.31408
bel,1977,763.13629
bel,1978,844.13819
bel,1979,1061.076
bel,1980,932.74828
bel,1981,906.80789
bel,1982,311.26715
bel,1983,535.42221
bel,1984,500.31805
bel,1985,973.11174
bel,1986,1209.84898
bel,1987,1034.62484
bel,1988,1014.6202
bel,1989,714.67658
bel,1990,-5542.09277
bel,1991,-5006.77539
bel,1992,-4701.38086
bel,1993,-4587.99805
bel,1994,-4885.36133
bel,1995,-5438.97656
bel,1996,-5607.96484
bel,1997,-4912.00391
bel,1998,-5007.14355
bel,1999,-4846.4248
bel,2000,-3647.87305
bel,2001,-2142.80664
bel,2002,-2465.33105
bel,2003,-4954.70361
bel,2004,-3384.56348
bel,2005,-2270.42676
bel,2006,-1649.67188
bel,2007,-1768.13281
bel,2008,-3268.46875
bel,2009,343.0708
bel,2010,651.63477
bel,2011,-294.8999
bel,2012,4130.30713
bel,2013,4545.52539
bel,2014,3824.5752
bel,2015,4896.52637
bel,2016,2697.18701
ben,1970,28812.87077
ben,1971,28159.97352
ben,1972,27873.38992
ben,1973,30056.98145
ben,1974,24030.45836
ben,1975,25524.61947
ben,1976,26131.49985
ben,1977,30389.92095
ben,1978,26143.62619
ben,1979,28368.49969
ben,1980,34776.20481
ben,1981,29399.2942
ben,1982,33775.02329
ben,1983,31624.1622
ben,1984,31494.3207
ben,1985,28854.95011
ben,1986,29117.91321
ben,1987,30344.43701
ben,1988,28242.17832
ben,1989,30507.2817
ben,1990,-9.87609
ben,1991,8.47699
ben,1992,7.94049
ben,1993,53.31691
ben,1994,47.45209
ben,1995,109.9177
ben,1996,42.76872
ben,1997,-38.53902
ben,1998,102.31445
ben,1999,109.91773
ben,2000,132.13923
ben,2001,140.87559
ben,2002,151.82569
ben,2003,154.64946
ben,2004,166.87241
ben,2005,171.36139
ben,2006,204.46307
ben,2007,263.32045
ben,2008,306.98952
ben,2009,369.37138
ben,2010,429.56883
ben,2011,164.3087
ben,2012,-163.61179
ben,2013,-156.41233
ben,2014,-64.11108
ben,2015,436.90747
ben,2016,1486.29076
bfa,1970,-178.78039
bfa,1971,-170.3644
bfa,1972,-224.85821
bfa,1973,-170.03532
bfa,1974,-169.64504
bfa,1975,-222.93364
bfa,1976,-141.36275
bfa,1977,-155.69641
bfa,1978,-143.07165
bfa,1979,-163.42696
bfa,1980,-133.30262
bfa,1981,-133.80692
bfa,1982,-144.25284
bfa,1983,-113.18183
bfa,1984,-94.65668
bfa,1985,-114.5062
bfa,1986,-47.17894
bfa,1987,-193.06024
bfa,1988,-100.3516
bfa,1989,-156.22234
bfa,1990,-126.63605
bfa,1991,-271.41622
bfa,1992,-252.39558
bfa,1993,-271.83943
bfa,1994,-407.40797
bfa,1995,-427.65299
bfa,1996,-347.53517
bfa,1997,-499.51982
bfa,1998,-294.7039
bfa,1999,-152.92714
bfa,2000,30.85987
bfa,2001,-29.95598
bfa,2002,48.25009
bfa,2003,44.69496
bfa,2004,19.02486
bfa,2005,-40.861
bfa,2006,190.72213
bfa,2007,308.41605
bfa,2008,268.93909
bfa,2009,395.214
bfa,2010,409.3631
bfa,2011,523.40245
bfa,2012,1046.0188
bfa,2013,1410.58548
bfa,2014,1527.48947
bfa,2015,1959.54155
bfa,2016,2087.92979
bgd,1970,8461.32624
bgd,1971,8526.61503
bgd,1972,8566.61149
bgd,1973,8598.21699
bgd,1974,8782.1089
bgd,1975,8801.20933
bgd,1976,8897.51539
bgd,1977,9204.3504
bgd,1978,9250.77576
bgd,1979,9293.71257
bgd,1980,9390.66175
bgd,1981,9426.88414
bgd,1982,9535.2822
bgd,1983,9629.43824
bgd,1984,11700.83206
bgd,1985,9725.517
bgd,1986,9828.04291
bgd,1987,8522.95905
bgd,1988,9717.57716
bgd,1989,9824.93502
bgd,1990,-1915.08289
bgd,1991,-1784.20508
bgd,1992,-2345.10181
bgd,1993,-2427.80188
bgd,1994,-2686.60938
bgd,1995,-3344.19312
bgd,1996,-3339.78076
bgd,1997,-2925.25
bgd,1998,-3055.15723
bgd,1999,-3659.92871
bgd,2000,-4120.26514
bgd,2001,-4612.36475
bgd,2002,-4650.72095
bgd,2003,-4926.19873
bgd,2004,-3975.52832
bgd,2005,-5085.91064
bgd,2006,-4113.31348
bgd,2007,-5554.93408
bgd,2008,-7955.11182
bgd,2009,-9047.61475
bgd,2010,-8226.08984
bgd,2011,-4216.9248
bgd,2012,-1652.13086
bgd,2013,-1632.91602
bgd,2014,-325.2832
bgd,2015,2224.11621
bgd,2016,1513.77051
bgr,1970,-2149.17646
bgr,1971,-2138.53447
bgr,1972,-2172.20615
bgr,1973,-2489.04316
bgr,1974,-3151.56436
bgr,1975,-3044.90938
bgr,1976,-3239.09307
bgr,1977,-3084.56846
bgr,1978,47.87578
bgr,1979,583.35771
bgr,1980,534.9702
bgr,1981,441.52766
bgr,1982,-115.95922
bgr,1983,-292.47641
bgr,1984,-615.74634
bgr,1985,-407.0979
bgr,1986,-486.25081
bgr,1987,-1120.79137
bgr,1988,14.24182
bgr,1989,8.52344
bgr,1990,-8363.29395
bgr,1991,-4139.80444
bgr,1992,-4730.72046
bgr,1993,-5060.34131
bgr,1994,-5181.46948
bgr,1995,-4950.47485
bgr,1996,-5460.96289
bgr,1997,-3080.52661
bgr,1998,-2398.10986
bgr,1999,-3134.88989
bgr,2000,-3661.00317
bgr,2001,-2922.27856
bgr,2002,-2811.69287
bgr,2003,-4495.51343
bgr,2004,-3450.27759
bgr,2005,-3796.47803
bgr,2006,-3891.80176
bgr,2007,-4038.57104
bgr,2008,-3394.66357
bgr,2009,-2348.00256
bgr,2010,-3038.41846
bgr,2011,-3183.80176
bgr,2012,-7040.59814
bgr,2013,-6756.7533
bgr,2014,-7532.19885
bgr,2015,-8189.00598
bgr,2016,-7702.90942
bhr,1970,46.20238
bhr,1971,168.8249
bhr,1972,1507.1638
bhr,1973,1281.09154
bhr,1974,1454.85792
bhr,1975,1435.08037
bhr,1976,1509.07583
bhr,1977,1500.77069
bhr,1978,1519.73636
bhr,1979,1567.03361
bhr,1980,1570.25007
bhr,1981,1621.92025
bhr,1982,2112.67111
bhr,1983,1302.43229
bhr,1984,2185.45398
bhr,1985,2159.32336
bhr,1986,1917.8716
bhr,1987,2153.71607
bhr,1988,1899.88207
bhr,1989,1933.5781
bhr,1990,-2085.18604
bhr,1991,-2164.03226
bhr,1992,-751.29559
bhr,1993,121.75311
bhr,1994,401.99698
bhr,1995,473.07497
bhr,1996,650.2039
bhr,1997,201.74327
bhr,1998,513.12723
bhr,1999,419.67009
bhr,2000,726.60716
bhr,2001,510.67378
bhr,2002,519.23128
bhr,2003,792.35014
bhr,2004,3583.33286
bhr,2005,5008.77315
bhr,2006,7057.58327
bhr,2007,4945.01869
bhr,2008,7443.76576
bhr,2009,7018.31407
bhr,2010,7983.92476
bhr,2011,7803.97948
bhr,2012,8513.8618
bhr,2013,9263.85419
bhr,2014,9861.82416
bhr,2015,9078.7189
bhr,2016,8391.61572
bhs,1970,666.23972
bhs,1981,2614.55682
bhs,1982,2355.95355
bhs,1983,2356.73397
bhs,1984,2043.13332
bhs,1985,1388.89087
bhs,1986,997.2803
bhs,1987,829.99293
bhs,1988,861.73243
bhs,1989,842.80509
bhs,1990,-795.60597
bhs,1991,-627.34086
bhs,1992,332.59978
bhs,1993,18.14698
bhs,1994,-216.87645
bhs,1995,-506.44958
bhs,1996,-933.99892
bhs,1997,-1040.72618
bhs,1998,-413.17478
bhs,1999,-278.87415
bhs,2000,-199.49858
bhs,2001,-304.23801
bhs,2002,-174.94923
bhs,2003,-512.3594
bhs,2004,-635.00337
bhs,2005,-709.56172
bhs,2006,-796.509
bhs,2007,-950.54036
bhs,2008,-981.00595
bhs,2009,2900.35112
bhs,2010,-1291.83078
bhs,2011,-1249.60705
bhs,2012,-35.19783
bhs,2013,-938.67227
bhs,2014,-1480.92807
bhs,2015,-1908.53053
bhs,2016,-2144.24659
bih,1970,3161.13008
bih,1971,3400.33028
bih,1972,2668.2753
bih,1973,2885.76569
bih,1974,3623.74926
bih,1975,-566.74536
bih,1976,-419.15876
bih,1977,-210.68444
bih,1978,744.22395
bih,1979,843.12684
bih,1980,4435.92716
bih,1981,-4361.14382
bih,1982,-2935.56881
bih,1983,-1395.11852
bih,1984,-2087.13712
bih,1985,-1788.29625
bih,1986,-2876.72048
bih,1987,-1852.67554
bih,1988,1796.1217
bih,1989,-289.98093
bih,1990,-476.89584
bih,1991,-435.56226
bih,1992,-192.65118
bih,1993,-140.75729
bih,1994,-79.66982
bih,1995,-63.92125
bih,1996,-88.55597
bih,1997,-64.51929
bih,1998,-60.81635
bih,1999,-90.91782
bih,2000,11.36819
bih,2001,-9.12689
bih,2002,35.16547
bih,2003,-8.06787
bih,2004,-161.13953
bih,2005,-302.10095
bih,2006,-482.30591
bih,2007,-497.37952
bih,2008,-526.10913
bih,2009,-613.01282
bih,2010,-892.4126
bih,2011,-820.34644
bih,2012,-2160.19739
bih,2013,-2137.49878
bih,2014,-4700.19678
bih,2015,-5645.15417
bih,2016,-3144.11926
blr,1970,44324.92373
blr,1971,44291.55283
blr,1972,44225.89365
blr,1973,43600.03662
blr,1974,43156.15977
blr,1975,45932.10801
blr,1976,47174.06094
blr,1977,48211.74023
blr,1978,49368.19385
blr,1979,50259.50439
blr,1980,51859.66973
blr,1981,50049.37625
blr,1982,47988.15064
blr,1983,45960.6543
blr,1984,44214.85936
blr,1985,42184.45725
blr,1986,39855.59391
blr,1987,39524.63633
blr,1988,45766.17656
blr,1989,46961.42016
blr,1990,-8312.70215
blr,1991,-8077.60352
blr,1992,-6367.70703
blr,1993,-5094.60986
blr,1994,-4780.12744
blr,1995,-4655.82812
blr,1996,-4562.03125
blr,1997,-4344.19189
blr,1998,-4509.57275
blr,1999,-4615.98486
blr,2000,-4817.66064
blr,2001,-4766.01562
blr,2002,-4887.22998
blr,2003,-4690.11279
blr,2004,-6658.60986
blr,2005,-6955.21582
blr,2006,-9131.77881
blr,2007,-7231.15283
blr,2008,-7099.31055
blr,2009,-7827.10156
blr,2010,-8944.12109
blr,2011,-7542.04004
blr,2012,-7006.10547
blr,2013,-7266.84961
blr,2014,-7290.16943
blr,2015,-4759.13281
blr,2016,-7365.66895
blz,1970,-90.11529
blz,1971,-86.08467
blz,1972,-100.85887
blz,1973,-100.48171
blz,1974,-106.04523
blz,1975,-111.05892
blz,1976,-86.71142
blz,1977,-115.10064
blz,1978,-127.22464
blz,1979,-112.98563
blz,1980,-148.32258
blz,1981,39.30567
blz,1982,40.54361
blz,1983,85.97982
blz,1984,69.2292
blz,1985,-12.36752
blz,1986,-67.26953
blz,1987,-113.97944
blz,1988,-158.67736
blz,1989,-172.65578
blz,1990,-169.29277
blz,1991,-100.96613
blz,1992,0.72279
blz,1993,-8.18244
blz,1994,-35.3951
blz,1995,-32.66206
blz,1996,-136.47819
blz,1997,-198.64652
blz,1998,-146.32958
blz,1999,-249.92612
blz,2000,-217.37224
blz,2001,-270.25235
blz,2002,-237.34152
blz,2003,-255.67621
blz,2004,-333.51911
blz,2005,-298.4652
blz,2006,-257.87546
blz,2007,-256.28245
blz,2008,-275.23271
blz,2009,666.73742
blz,2010,-327.04218
blz,2011,-241.77013
blz,2012,-176.18623
blz,2013,-450.69556
blz,2014,-466.52025
blz,2015,-337.48985
blz,2016,-344.10485
bmu,1970,63.00507
bmu,1971,62.72866
bmu,1972,69.18654
bmu,1973,64.44074
bmu,1975,76.40928
bmu,1977,75.32915
bmu,1978,77.1256
bmu,1980,68.12366
bmu,1981,327.57773
bmu,1982,363.9978
bmu,1983,545.07451
bmu,1984,477.79521
bmu,1985,257.20215
bmu,1986,134.61034
bmu,1987,97.21944
bmu,1988,134.22835
bmu,1989,142.11712
bol,1970,140601.42431
bol,1971,98908.32246
bol,1972,119635.99494
bol,1973,100003.3259
bol,1974,107025.91196
bol,1975,120666.49699
bol,1976,139344.06107
bol,1977,107639.84098
bol,1978,129766.47812
bol,1979,137121.74731
bol,1980,146029.36461
bol,1981,132456.32625
bol,1982,139672.83141
bol,1983,142348.23905
bol,1984,112195.34797
bol,1985,118432.72138
bol,1986,125794.6922
bol,1987,153379.52079
bol,1988,128733.747
bol,1989,129958.81214
bol,1990,-690.98999
bol,1991,-833.16199
bol,1992,-288.18903
bol,1993,-517.94385
bol,1994,70.90015
bol,1995,54.88605
bol,1996,112.302
bol,1997,-438.01306
bol,1998,102.63892
bol,1999,-103.69708
bol,2000,-152.63501
bol,2001,265.27814
bol,2002,111.32483
bol,2003,254.25708
bol,2004,-76.80017
bol,2005,-137.11755
bol,2006,162.07831
bol,2007,119.9209
bol,2008,43.82489
bol,2009,176.42603
bol,2010,53.91199
bol,2011,208.36133
bol,2012,524.10901
bol,2013,1600.16223
bol,2014,1762.25806
bol,2015,1614.36707
bol,2016,2436.27185
bra,1970,842173.47657
bra,1971,594544.58669
bra,1972,720044.18727
bra,1973,603518.12468
bra,1974,645415.79466
bra,1975,728692.07361
bra,1976,841514.59926
bra,1977,653738.69168
bra,1978,787376.83758
bra,1979,831776.01241
bra,1980,885050.42455
bra,1981,805651.29287
bra,1982,849106.00772
bra,1983,866006.8797
bra,1984,687466.52353
bra,1985,727147.30919
bra,1986,770917.36256
bra,1987,933248.6989
bra,1988,792279.21588
bra,1989,800860.00241
bra,1990,-13684.25391
bra,1991,-13521.77148
bra,1992,-12851.24121
bra,1993,-14610.97461
bra,1994,-14700.13672
bra,1995,-14670.88086
bra,1996,-15427.74219
bra,1997,-15411.36133
bra,1998,-15374.0293
bra,1999,-13747.58203
bra,2000,-17469.76953
bra,2001,-14040.26172
bra,2002,-15856.38672
bra,2003,-17547.42188
bra,2004,-17984.80469
bra,2005,-16294.97266
bra,2006,-19018.04297
bra,2007,-16734.85156
bra,2008,-15346.89844
bra,2009,-10642.39844
bra,2010,-14040.21094
bra,2011,-12347.65234
bra,2012,7323.02734
bra,2013,10895.32422
bra,2014,10504.25391
bra,2015,-4786.49219
bra,2016,-12454.91406
brb,1970,57.75641
brb,1971,57.13409
brb,1972,54.90191
brb,1973,56.2407
brb,1974,51.8849
brb,1975,50.15986
brb,1976,56.93175
brb,1977,60.50796
brb,1978,74.74507
brb,1979,79.45026
brb,1980,81.94946
brb,1981,300.87762
brb,1982,317.10933
brb,1983,448.98526
brb,1984,395.65182
brb,1985,302.44659
brb,1986,196.88424
brb,1987,102.28801
brb,1988,73.94496
brb,1989,47.03003
brb,1990,27.96957
brb,1991,-32.95929
brb,1992,170.16098
brb,1993,81.3381
brb,1994,156.14756
brb,1995,173.45012
brb,1996,159.88791
brb,1997,181.67743
brb,1998,206.6869
