geo,time,ag_lnd_crel_ha
cog,1986,25885
cog,1987,25890
cog,1988,25946
cog,1989,25979
cog,1990,9633
cog,1991,9800
cog,1992,10078
cog,1993,13400
cog,1994,13616
cog,1995,15149
cog,1996,15652
cog,1997,15990
cog,1998,16987
cog,1999,12951
cog,2000,12956
cog,2001,23257
cog,2002,24878
cog,2003,28420
cog,2004,28339
cog,2005,28666
cog,2006,27900
cog,2007,27906
cog,2008,29750
cog,2009,30200
cog,2010,31585
cog,2011,31811
cog,2012,32784
cog,2013,33843
cog,2014,35877
cog,2015,34720
cog,2016,35121
cog,2017,35563
cog,2018,36002
col,1961,1158170
col,1962,1196700
col,1963,1119160
col,1964,1256100
col,1965,1439697
col,1966,1390770
col,1967,1249700
col,1968,1276875
col,1969,1143960
col,1970,1044713
col,1971,1115010
col,1972,1106940
col,1973,1115860
col,1974,1194450
col,1975,1194250
col,1976,1277850
col,1977,1187825
col,1978,1429165
col,1979,1373100
col,1980,1335650
col,1981,1375115
col,1982,1482110
col,1983,1344190
col,1984,1262760
col,1985,1180900
col,1986,1229269
col,1987,1320800
col,1988,1413400
col,1989,1611400
col,1990,1742800
col,1991,1610968
col,1992,1440723
col,1993,1405774
col,1994,1448742
col,1995,1299313
col,1996,1183907
col,1997,1103403
col,1998,945294
col,1999,1084178
col,2000,1122072
col,2001,1133898
col,2002,1087130
col,2003,1186174
col,2004,1241409
col,2005,1128039
col,2006,1100420
col,2007,1118303
col,2008,1183054
col,2009,1160397
col,2010,1040328
col,2011,1137036
col,2012,1156992
col,2013,1171207
col,2014,988641
col,2015,933149
col,2016,1013594
col,2017,997653
col,2018,1049195
com,1961,10200
com,1962,10100
com,1963,11350
com,1964,11700
com,1965,13700
