geo,time,ag_lnd_crel_ha
aus,1983,18873052
aus,1984,17772613
aus,1985,17165159
aus,1986,15771295
aus,1987,13857882
aus,1988,13434992
aus,1989,13347412
aus,1990,13428753
aus,1991,11692782
aus,1992,13319773
aus,1993,13541766
aus,1994,12166478
aus,1995,14638839
aus,1996,16739387
aus,1997,15989006
aus,1998,16784700
aus,1999,16754700
aus,2000,17554290
aus,2001,17717090
aus,2002,17561143
aus,2003,17196654
aus,2004,20026924
aus,2005,20274539
aus,2006,19181586
aus,2007,18110965
aus,2008,20159099
aus,2009,20674118
aus,2010,20141256
aus,2011,19057341
aus,2012,19431383
aus,2013,18381762
aus,2014,17970210
aus,2015,18346326
aus,2016,16976392
aus,2017,18714853
aus,2018,16635179
aut,1961,902089
aut,1962,897794
aut,1963,888269
aut,1964,896099
aut,1965,866741
aut,1966,900828
aut,1967,902756
aut,1968,911199
aut,1969,957929
aut,1970,961847
aut,1971,969719
aut,1972,975268
aut,1973,982257
aut,1974,986019
aut,1975,987058
aut,1976,1024869
aut,1977,1026231
aut,1978,1053361
aut,1979,1067918
aut,1980,1068780
aut,1981,1050430
aut,1982,1051744
aut,1983,1067296
aut,1984,1051447
aut,1985,1053466
aut,1986,1058754
aut,1987,1000352
aut,1988,966344
aut,1989,946951
aut,1990,948437
aut,1991,924565
aut,1992,838900
aut,1993,826603
aut,1994,822728
aut,1995,809135
aut,1996,833764
aut,1997,849121
aut,1998,840960
aut,1999,811405
aut,2000,831695
aut,2001,825984
aut,2002,816775
aut,2003,812408
aut,2004,819595
aut,2005,800099
aut,2006,780782
aut,2007,815523
aut,2008,845637
aut,2009,839771
aut,2010,824426
aut,2011,809471
aut,2012,813509
aut,2013,786663
aut,2014,811771
aut,2015,783127
aut,2016,786833
aut,2017,778650
aut,2018,781374
aze,1992,626829
aze,1993,702734
aze,1994,631164
aze,1995,603597
aze,1996,621357
aze,1997,643759
aze,1998,579134
aze,1999,512170
aze,2000,640713
aze,2001,752066
aze,2002,813191
aze,2003,765399
aze,2004,806034
aze,2005,792935
aze,2006,773895
aze,2007,728677
aze,2008,882711
aze,2009,1113798
aze,2010,954540
aze,2011,954274
aze,2012,1017875
aze,2013,1061005
aze,2014,980523
aze,2015,940007
aze,2016,986891
aze,2017,959992
aze,2018,1055769
bdi,1961,137397
bdi,1962,127800
bdi,1963,141460
bdi,1964,149900
bdi,1965,150750
bdi,1966,155802
bdi,1967,155124
bdi,1968,157700
bdi,1969,152102
bdi,1970,154623
bdi,1971,154613
bdi,1972,151723
bdi,1973,158398
bdi,1974,146930
bdi,1975,162468
bdi,1976,164370
bdi,1977,167100
bdi,1978,163700
bdi,1979,194000
bdi,1980,203668
bdi,1981,210102
bdi,1982,205500
bdi,1983,207500
bdi,1984,202000
bdi,1985,222126
bdi,1986,219195
bdi,1987,227400
bdi,1988,244250
bdi,1989,216150
bdi,1990,217500
bdi,1991,219000
bdi,1992,220000
bdi,1993,214974
bdi,1994,176284
bdi,1995,202000
bdi,1996,196675
bdi,1997,212528
bdi,1998,204200
bdi,1999,202000
bdi,2000,207403
bdi,2001,221000
bdi,2002,223400
bdi,2003,220067
bdi,2004,218800
bdi,2005,220900
bdi,2006,232500
bdi,2007,232202
bdi,2008,232800
bdi,2009,239700
bdi,2010,261942
bdi,2011,292695
bdi,2012,232076
bdi,2013,215561
bdi,2014,177286
bdi,2015,215969
bdi,2016,315283
bdi,2017,326975
bdi,2018,341082
bel,1961,528292
bel,1962,522291
bel,1963,498118
bel,1964,499021
bel,1965,517591
bel,1966,550260
bel,1967,534118
bel,1968,528850
bel,1969,521931
bel,1970,507091
bel,1971,502217
bel,1972,506973
bel,1973,491124
bel,1974,467671
bel,1975,442933
bel,1976,459560
bel,1977,446311
bel,1978,446037
bel,1979,444496
bel,1980,430392
bel,1981,403244
bel,1982,398492
bel,1983,404149
bel,1984,401084
bel,1985,383992
bel,1986,387092
bel,1987,376564
bel,1988,385381
bel,1989,385422
bel,1990,368230
bel,1991,347798
bel,1992,346774
bel,1993,344213
bel,1994,322923
bel,1995,318535
bel,1996,310909
bel,1997,316305
bel,1998,345751
bel,1999,300668
bel,2000,313300
bel,2001,287000
bel,2002,310474
bel,2003,300210
bel,2004,319218
bel,2005,322166
bel,2006,320570
bel,2007,314751
bel,2008,350366
bel,2009,335264
bel,2010,325351
bel,2011,326241
bel,2012,341312
bel,2013,336226
bel,2014,335211
bel,2015,321445
bel,2016,327535
bel,2017,305433
bel,2018,304515
ben,1961,531800
ben,1962,585468
ben,1963,553182
ben,1964,556454
ben,1965,519948
ben,1966,493391
ben,1967,543196
ben,1968,508454
ben,1969,493091
ben,1970,493826
ben,1971,446885
ben,1972,488973
ben,1973,500470
ben,1974,473845
ben,1975,403870
ben,1976,383638
ben,1977,432443
ben,1978,563890
ben,1979,539828
ben,1980,481650
ben,1981,553152
ben,1982,542482
ben,1983,585376
ben,1984,604468
ben,1985,625625
ben,1986,593932
ben,1987,552571
ben,1988,667296
ben,1989,661838
ben,1990,643859
ben,1991,665691
ben,1992,667314
ben,1993,680219
ben,1994,674452
ben,1995,675896
ben,1996,707595
ben,1997,784772
ben,1998,821252
ben,1999,838189
ben,2000,901324
ben,2001,881728
ben,2002,960147
ben,2003,907779
ben,2004,967614
ben,2005,1013628
ben,2006,920580
ben,2007,901020
ben,2008,1093977
ben,2009,1059450
ben,2010,1110660
ben,2011,1017434
ben,2012,1147742
ben,2013,1211080
ben,2014,1173784
ben,2015,1229296
ben,2016,1246199
ben,2017,1350154
ben,2018,1616613
bfa,1961,1777392
bfa,1962,1872821
bfa,1963,1940525
bfa,1964,1934100
bfa,1965,1963000
bfa,1966,2018500
bfa,1967,2288401
bfa,1968,1733214
bfa,1969,2140460
bfa,1970,2061898
bfa,1971,1988087
bfa,1972,1908554
bfa,1973,1904280
bfa,1974,2225750
bfa,1975,2247300
bfa,1976,1994000
bfa,1977,2098896
bfa,1978,2029709
bfa,1979,2035662
bfa,1980,1839110
bfa,1981,2202721
bfa,1982,2129170
bfa,1983,2173976
bfa,1984,1846796
bfa,1985,2233598
bfa,1986,2701884
bfa,1987,2551189
bfa,1988,2889595
bfa,1989,2900530
bfa,1990,2528900
bfa,1991,2800600
bfa,1992,2844000
bfa,1993,2699678
bfa,1994,2833071
bfa,1995,2711913
bfa,1996,2707855
bfa,1997,2858017
bfa,1998,2988490
bfa,1999,2957438
bfa,2000,2661349
bfa,2001,3212574
bfa,2002,3308691
bfa,2003,3577488
bfa,2004,3084961
bfa,2005,3237581
bfa,2006,3057328
bfa,2007,3320950
bfa,2008,4191339
bfa,2009,3619256
bfa,2010,4291496
bfa,2011,3684446
bfa,2012,4071781
bfa,2013,4210656
bfa,2014,3646006
bfa,2015,3584230
bfa,2016,4017586
bfa,2017,4026919
bfa,2018,4505001
bgd,1961,8639332
bgd,1962,8855818
bgd,1963,9170275
bgd,1964,9364054
bgd,1965,9492394
bgd,1966,9208509
bgd,1967,10036709
bgd,1968,9931197
bgd,1969,10545400
bgd,1970,10146201
bgd,1971,9531242
bgd,1972,9857487
bgd,1973,10094822
bgd,1974,10012328
bgd,1975,10549360
bgd,1976,10123512
bgd,1977,10278378
bgd,1978,10371255
bgd,1979,10507816
bgd,1980,10817980
bgd,1981,11143697
bgd,1982,11181582
bgd,1983,10423553
bgd,1984,10895119
bgd,1985,11233180
bgd,1986,11304320
bgd,1987,11036881
bgd,1988,10935858
bgd,1989,11153325
bgd,1990,11140604
bgd,1991,10954903
bgd,1992,10860774
bgd,1993,10642068
bgd,1994,10632902
bgd,1995,10683381
bgd,1996,10994172
bgd,1997,11062180
bgd,1998,11020640
bgd,1999,11680974
bgd,2000,11672247
bgd,2001,11485595
bgd,2002,11588093
bgd,2003,11500907
bgd,2004,10978274
bgd,2005,11176338
bgd,2006,11178034
bgd,2007,11152085
bgd,2008,11930855
bgd,2009,11909888
bgd,2010,12093951
bgd,2011,12090666
bgd,2012,12011654
bgd,2013,12056374
bgd,2014,12165112
bgd,2015,12156367
bgd,2016,11793602
bgd,2017,12430005
bgd,2018,12695088
bgr,1961,2521386
bgr,1962,2451390
bgr,1963,2425275
bgr,1964,2448730
bgr,1965,2310600
bgr,1966,2328375
bgr,1967,2213008
bgr,1968,2166840
bgr,1969,2154263
bgr,1970,2172992
bgr,1971,2222151
bgr,1972,2202120
bgr,1973,2098266
bgr,1974,2075355
bgr,1975,2246457
bgr,1976,2269586
bgr,1977,2240961
bgr,1978,2141680
bgr,1979,2186389
bgr,1980,2064114
bgr,1981,2080033
bgr,1982,2134550
bgr,1983,2133798
bgr,1984,2056324
bgr,1985,1846596
bgr,1986,2098370
bgr,1987,1969203
bgr,1988,2109569
bgr,1989,2164286
bgr,1990,2055264
bgr,1991,2251105
bgr,1992,2232376
bgr,1993,2267609
bgr,1994,2301503
bgr,1995,2131732
bgr,1996,1783266
bgr,1997,2054766
bgr,1998,2003256
bgr,1999,1771884
bgr,2000,1783922
bgr,2001,2096588
bgr,2002,2145075
bgr,2003,1608438
bgr,2004,1830124
bgr,2005,1723955
bgr,2006,1548461
bgr,2007,1533535
bgr,2008,1713492
bgr,2009,1829228
bgr,2010,1770374
bgr,2011,1769184
bgr,2012,1903165
bgr,2013,2006986
bgr,2014,1960700
bgr,2015,1835350
bgr,2016,1816636
bgr,2017,1729267
bgr,2018,1817781
bhs,1961,150
bhs,1962,180
bhs,1963,240
bhs,1964,280
bhs,1965,330
bhs,1966,470
bhs,1967,480
bhs,1968,500
bhs,1969,500
bhs,1970,520
bhs,1971,535
bhs,1972,555
bhs,1973,580
bhs,1974,595
bhs,1975,604
bhs,1976,612
bhs,1977,621
bhs,1978,630
bhs,1979,630
bhs,1980,630
bhs,1981,630
bhs,1982,635
bhs,1983,600
bhs,1984,600
bhs,1985,610
bhs,1986,610
bhs,1987,550
bhs,1988,500
bhs,1989,500
bhs,1990,500
bhs,1991,450
bhs,1992,300
bhs,1993,250
bhs,1994,174
bhs,1995,174
bhs,1996,174
bhs,1997,200
bhs,1998,190
bhs,1999,175
bhs,2000,126
bhs,2001,100
bhs,2002,100
bhs,2003,100
bhs,2004,100
bhs,2005,100
bhs,2006,100
bhs,2007,100
bhs,2008,105
bhs,2009,100
bhs,2010,90
bhs,2011,94
bhs,2012,94
bhs,2013,93
bhs,2014,93
bhs,2015,95
bhs,2016,96
bhs,2017,86
bhs,2018,85
bih,1992,304100
bih,1993,274631
bih,1994,235000
bih,1995,187200
bih,1996,237900
bih,1997,352483
bih,1998,381096
bih,1999,364394
bih,2000,364765
bih,2001,355432
bih,2002,341599
bih,2003,314624
bih,2004,324504
bih,2005,317350
bih,2006,312527
bih,2007,310427
bih,2008,310520
bih,2009,308836
bih,2010,286769
bih,2011,300208
bih,2012,301933
bih,2013,303586
bih,2014,272202
bih,2015,298319
bih,2016,319268
bih,2017,312697
bih,2018,317749
blr,1992,2603000
blr,1993,2625828
blr,1994,2623860
blr,1995,2583092
blr,1996,2508524
blr,1997,2468056
blr,1998,2386888
blr,1999,2282620
blr,2000,2348652
blr,2001,2441884
blr,2002,2310016
blr,2003,2109314
blr,2004,2211921
blr,2005,2142953
blr,2006,2234936
blr,2007,2440144
blr,2008,2458912
blr,2009,2425695
blr,2010,2400594
blr,2011,2466930
blr,2012,2541965
blr,2013,2404759
blr,2014,2428139
blr,2015,2218602
blr,2016,2206134
blr,2017,2241784
blr,2018,2133721
blz,1961,8129
blz,1962,5419
blz,1963,5550
blz,1964,7291
blz,1965,7842
blz,1966,8128
blz,1967,8102
blz,1968,8410
blz,1969,8785
blz,1970,11892
blz,1971,13357
blz,1972,14424
blz,1973,13042
blz,1974,15475
blz,1975,15782
blz,1976,16857
blz,1977,16106
blz,1978,13961
blz,1979,12909
blz,1980,13800
blz,1981,15432
blz,1982,14342
blz,1983,12718
blz,1984,14305
blz,1985,16630
blz,1986,13056
blz,1987,16300
blz,1988,17000
blz,1989,17720
blz,1990,14815
blz,1991,16903
blz,1992,16653
blz,1993,19970
blz,1994,18104
blz,1995,22560
blz,1996,22335
blz,1997,25007
blz,1998,21247
blz,1999,22207
blz,2000,19797
blz,2001,18473
blz,2002,23042
blz,2003,21052
blz,2004,22800
blz,2005,25007
blz,2006,19979
blz,2007,23866
blz,2008,24523
blz,2009,32487
blz,2010,30554
blz,2011,29082
blz,2012,26550
blz,2013,30959
blz,2014,26295
blz,2015,27938
blz,2016,28932
blz,2017,27991
blz,2018,24567
bol,1961,431159
bol,1962,441960
bol,1963,475397
bol,1964,479702
bol,1965,432772
bol,1966,428936
bol,1967,392107
bol,1968,444767
bol,1969,464910
bol,1970,453355
bol,1971,463110
bol,1972,451760
bol,1973,456646
bol,1974,477335
bol,1975,519250
bol,1976,516695
bol,1977,536940
bol,1978,519405
bol,1979,526295
bol,1980,560535
bol,1981,589060
bol,1982,558838
bol,1983,476083
bol,1984,662023
bol,1985,728061
bol,1986,651475
bol,1987,649338
bol,1988,631546
bol,1989,624287
bol,1990,582495
bol,1991,664550
bol,1992,680232
bol,1993,724636
bol,1994,670717
bol,1995,697917
bol,1996,705642
bol,1997,680721
bol,1998,774566
bol,1999,832306
bol,2000,757852
bol,2001,742201
bol,2002,768259
bol,2003,744911
bol,2004,775942
bol,2005,861350
bol,2006,888530
bol,2007,983097
bol,2008,1018121
bol,2009,1014013
bol,2010,941043
bol,2011,972000
bol,2012,1005820
bol,2013,1457127
bol,2014,1250800
bol,2015,1287146
bol,2016,1260291
bol,2017,1234818
bol,2018,1400133
bra,1961,11168641
bra,1962,11522315
bra,1963,12565288
bra,1964,13107902
bra,1965,14247927
bra,1966,13523268
bra,1967,14493244
bra,1968,15119971
bra,1969,15774034
bra,1970,16821700
bra,1971,17674109
bra,1972,17468377
bra,1973,16803961
bra,1974,18023969
bra,1975,19309530
bra,1976,21558886
bra,1977,21283876
bra,1978,19860058
bra,1979,20861400
bra,1980,21080553
bra,1981,19893608
bra,1982,21903982
bra,1983,18083861
bra,1984,19502145
bra,1985,19702168
bra,1986,22404844
bra,1987,23456712
bra,1988,23082577
bra,1989,21970521
bra,1990,18512400
bra,1991,19821126
bra,1992,20564117
bra,1993,18293707
bra,1994,20063935
bra,1995,19752837
bra,1996,17519708
bra,1997,17794686
bra,1998,15788868
bra,1999,17435114
bra,2000,17601718
bra,2001,18148670
bra,2002,17883426
bra,2003,19925261
bra,2004,20420482
bra,2005,19313005
bra,2006,18423582
bra,2007,19543770
bra,2008,20814408
bra,2009,20077516
bra,2010,18601205
bra,2011,19216441
bra,2012,19611226
bra,2013,20906133
bra,2014,21851934
bra,2015,21203747
bra,2016,20128517
bra,2017,22646962
bra,2018,21445930
brb,1961,380
brb,1962,358
brb,1963,376
brb,1964,284
brb,1965,300
brb,1966,400
brb,1967,430
brb,1968,610
brb,1969,730
brb,1970,660
brb,1971,600
brb,1972,760
brb,1973,760
brb,1974,765
brb,1975,765
brb,1976,765
brb,1977,765
brb,1978,765
brb,1979,765
brb,1980,800
brb,1981,800
brb,1982,800
brb,1983,800
brb,1984,880
brb,1985,800
brb,1986,820
brb,1987,820
brb,1988,840
brb,1989,840
brb,1990,860
brb,1991,800
brb,1992,700
brb,1993,600
brb,1994,500
brb,1995,400
brb,1996,300
brb,1997,250
brb,1998,200
brb,1999,150
brb,2000,115
brb,2001,96
brb,2002,83
brb,2003,100
brb,2004,94
brb,2005,95
brb,2006,100
brb,2007,105
brb,2008,98
brb,2009,93
brb,2010,90
brb,2011,90
brb,2012,100
brb,2013,120
brb,2014,30
brb,2015,44
brb,2016,33
brb,2017,25
brb,2018,38
brn,1961,2836
brn,1962,2831
brn,1963,2821
brn,1964,2600
brn,1965,2510
brn,1966,2448
brn,1967,3480
brn,1968,3480
brn,1969,3650
brn,1970,3456
brn,1971,2734
brn,1972,2473
brn,1973,2522
brn,1974,3363
brn,1975,3636
brn,1976,3680
brn,1977,2833
brn,1978,2410
brn,1979,2121
brn,1980,1991
brn,1981,1828
brn,1982,1596
brn,1983,1694
brn,1984,2100
brn,1985,873
brn,1986,721
brn,1987,1016
brn,1988,890
brn,1989,700
brn,1990,600
brn,1991,550
brn,1992,600
brn,1993,350
brn,1994,470
brn,1995,310
brn,1996,270
brn,1997,357
brn,1998,417
brn,1999,380
brn,2000,460
brn,2001,480
brn,2002,510
brn,2003,690
brn,2004,757
brn,2005,975
brn,2006,1095
brn,2007,1355
brn,2008,1300
brn,2009,1731
brn,2010,1848
brn,2011,1604
brn,2012,1797
brn,2013,1280
brn,2014,966
brn,2015,924
brn,2016,1013
brn,2017,920
brn,2018,783
btn,1961,68300
btn,1962,70400
btn,1963,72600
btn,1964,74500
btn,1965,76600
btn,1966,78600
btn,1967,80900
btn,1968,83900
btn,1969,85700
btn,1970,87700
btn,1971,89700
btn,1972,91600
btn,1973,93700
btn,1974,95800
btn,1975,97450
btn,1976,99800
btn,1977,101700
btn,1978,104000
btn,1979,107450
btn,1980,110950
btn,1981,112300
btn,1982,115017
btn,1983,120150
btn,1984,124030
btn,1985,120700
btn,1986,119800
btn,1987,118200
btn,1988,93040
btn,1989,93380
btn,1990,94799
btn,1991,97352
btn,1992,95251
btn,1993,100313
btn,1994,102967
btn,1995,109483
btn,1996,110600
btn,1997,110204
btn,1998,107782
btn,1999,100386
btn,2000,74170
btn,2001,79342
btn,2002,59031
btn,2003,59426
btn,2004,51405
btn,2005,82499
btn,2006,83943
btn,2007,95467
btn,2008,60554
btn,2009,66446
btn,2010,58578
btn,2011,65794
btn,2012,56994
btn,2013,54297
btn,2014,53334
btn,2015,50518
btn,2016,52137
btn,2017,56005
btn,2018,56134
bwa,1961,181860
bwa,1962,49768
bwa,1963,48460
bwa,1964,41698
bwa,1965,35172
bwa,1966,80619
bwa,1967,206775
bwa,1968,99160
bwa,1969,161765
bwa,1970,182379
bwa,1971,215194
bwa,1972,83818
bwa,1973,125250
bwa,1974,160270
bwa,1975,150270
bwa,1976,191470
bwa,1977,177300
bwa,1978,127300
bwa,1979,73700
bwa,1980,193500
bwa,1981,196900
bwa,1982,67100
bwa,1983,63200
bwa,1984,63200
bwa,1985,103000
bwa,1986,118400
bwa,1987,127300
bwa,1988,288300
bwa,1989,267500
bwa,1990,204982
bwa,1991,137174
bwa,1992,77933
bwa,1993,109311
bwa,1994,247549
bwa,1995,136931
bwa,1996,276883
bwa,1997,158760
bwa,1998,60531
bwa,1999,91141
bwa,2000,161032
bwa,2001,41627
bwa,2002,96508
bwa,2003,29548
bwa,2004,97254
bwa,2005,83251
bwa,2006,117650
bwa,2007,48987
bwa,2008,101822
bwa,2009,152311
bwa,2010,135467
bwa,2011,163673
bwa,2012,102001
bwa,2013,88982
bwa,2014,164624
bwa,2015,46982
bwa,2016,94544
bwa,2017,73191
bwa,2018,96151
caf,1961,153500
caf,1962,154000
caf,1963,155000
caf,1964,131500
caf,1965,112000
caf,1966,106000
caf,1967,123000
caf,1968,114000
caf,1969,127000
caf,1970,129400
caf,1971,133000
caf,1972,143500
caf,1973,151810
caf,1974,201692
caf,1975,177461
caf,1976,182500
caf,1977,178000
caf,1978,156056
caf,1979,187340
caf,1980,191665
caf,1981,203789
caf,1982,214920
caf,1983,152200
caf,1984,132240
caf,1985,102860
caf,1986,149573
caf,1987,131796
caf,1988,128708
caf,1989,114578
caf,1990,110070
caf,1991,102426
caf,1992,93395
caf,1993,94609
caf,1994,114904
caf,1995,129788
caf,1996,143200
caf,1997,146000
caf,1998,149111
caf,1999,159907
caf,2000,166718
caf,2001,176834
caf,2002,184400
caf,2003,199911
caf,2004,208306
caf,2005,226872
caf,2006,229368
caf,2007,248704
caf,2008,248770
caf,2009,264307
caf,2010,172033
caf,2011,170184
caf,2012,154737
caf,2013,161644
caf,2014,148809
caf,2015,148954
caf,2016,162598
caf,2017,156058
caf,2018,145922
can,1961,16985264
can,1962,18340807
can,1963,18556188
can,1964,18664782
can,1965,18625128
can,1966,19599536
can,1967,19802974
can,1968,19840692
can,1969,18334919
can,1970,13531041
can,1971,18114448
can,1972,17843070
can,1973,18757283
can,1974,17874547
can,1975,18081682
can,1976,19646229
can,1977,18641159
can,1978,18477650
can,1979,17688300
can,1980,19318900
can,1981,21676900
can,1982,21480700
can,1983,21521900
can,1984,21101600
can,1985,21709000
can,1986,22161800
can,1987,21544800
can,1988,20231700
can,1989,21922393
can,1990,21547874
can,1991,20868753
can,1992,20177800
can,1993,19449800
can,1994,17968300
can,1995,18276700
can,1996,20565900
can,1997,19193300
can,1998,18322900
can,1999,17524800
can,2000,18209500
can,2001,17733700
can,2002,15174800
can,2003,17833000
can,2004,16161700
can,2005,15846800
can,2006,15946100
can,2007,16145100
can,2008,16519700
can,2009,15060300
can,2010,13141600
can,2011,13536700
can,2012,14988396
can,2013,15981384
can,2014,14144484
can,2015,14554200
can,2016,13797513
can,2017,13830500
can,2018,14978100
che,1961,180255
che,1962,184650
che,1963,175300
che,1964,174285
che,1965,173683
che,1966,171400
che,1967,168900
che,1968,169410
che,1969,175385
che,1970,171620
che,1971,173480
che,1972,181000
che,1973,178550
che,1974,179739
che,1975,177804
che,1976,175600
che,1977,172310
che,1978,173410
che,1979,172300
che,1980,170665
che,1981,174510
che,1982,175930
che,1983,177400
che,1984,181440
che,1985,184315
che,1986,188560
che,1987,186190
che,1988,196510
che,1989,208040
che,1990,211903
che,1991,208670
che,1992,201240
che,1993,201800
che,1994,208990
che,1995,205248
che,1996,196438
che,1997,186373
che,1998,186867
che,1999,182256
che,2000,182671
che,2001,179576
che,2002,173482
che,2003,166558
che,2004,161753
che,2005,167689
che,2006,164346
che,2007,157777
che,2008,156315
che,2009,152956
che,2010,151628
che,2011,145386
che,2012,147041
che,2013,145871
che,2014,141184
che,2015,141503
che,2016,144314
che,2017,143615
che,2018,142182
chl,1961,1024480
chl,1962,1013290
chl,1963,991550
chl,1964,987443
chl,1965,957810
chl,1966,1009247
chl,1967,968900
chl,1968,1008340
chl,1969,951251
chl,1970,967700
chl,1971,968330
chl,1972,982070
chl,1973,784560
chl,1974,879200
chl,1975,969970
chl,1976,969130
chl,1977,928550
chl,1978,855960
chl,1979,883810
chl,1980,852020
chl,1981,723930
chl,1982,656950
chl,1983,635460
chl,1984,782360
chl,1985,800220
chl,1986,797180
chl,1987,874770
chl,1988,792720
chl,1989,804080
chl,1990,823447
chl,1991,706970
chl,1992,694330
chl,1993,622470
chl,1994,583380
chl,1995,618407
chl,1996,604456
chl,1997,682719
chl,1998,613235
chl,1999,533827
chl,2000,593690
chl,2001,631247
chl,2002,652128
chl,2003,685127
chl,2004,706925
chl,2005,686445
chl,2006,594456
chl,2007,497056
chl,2008,565044
chl,2009,572191
chl,2010,526524
chl,2011,570215
chl,2012,556184
chl,2013,579184
chl,2014,567641
chl,2015,534984
chl,2016,564637
chl,2017,511870
chl,2018,512436
chn,1961,90552841
chn,1962,89761512
chn,1963,91216574
chn,1964,92897267
chn,1965,91910487
chn,1966,93712993
chn,1967,92806916
chn,1968,90488277
chn,1969,92117127
chn,1970,93712433
chn,1971,96997311
chn,1972,97317337
chn,1973,96958052
chn,1974,97681833
chn,1975,98094421
chn,1976,98627104
chn,1977,97255616
chn,1978,97445665
chn,1979,96233158
chn,1980,95054328
chn,1981,92653171
chn,1982,91007542
chn,1983,92800537
chn,1984,92388368
chn,1985,88792335
chn,1986,90393456
chn,1987,90299944
chn,1988,89372990
chn,1989,91447328
chn,1990,93583276
chn,1991,94139407
chn,1992,92600460
chn,1993,89308072
chn,1994,87905447
chn,1995,89769669
chn,1996,92642914
chn,1997,92580315
chn,1998,92530270
chn,1999,92012030
chn,2000,85639553
chn,2001,82960664
chn,2002,81807788
chn,2003,77249122
chn,2004,79610936
chn,2005,82166802
chn,2006,85184739
chn,2007,86057434
chn,2008,86521672
chn,2009,88676859
chn,2010,90102668
chn,2011,91283496
chn,2012,92870198
chn,2013,94064410
chn,2014,94910483
chn,2015,105693229
chn,2016,103355244
chn,2017,102822866
chn,2018,100662708
civ,1961,471000
civ,1962,574000
civ,1963,586000
civ,1964,618000
civ,1965,613000
civ,1966,624000
civ,1967,698200
civ,1968,712700
civ,1969,731050
civ,1970,714300
civ,1971,711200
civ,1972,711200
civ,1973,729700
civ,1974,784000
civ,1975,1020700
civ,1976,1041150
civ,1977,1073820
civ,1978,1123650
civ,1979,1166800
civ,1980,927200
civ,1981,943100
civ,1982,984700
civ,1983,1043500
civ,1984,1129200
civ,1985,1097000
civ,1986,1225000
civ,1987,1274000
civ,1988,1300000
civ,1989,1353000
civ,1990,1115596
civ,1991,1163560
civ,1992,1185538
civ,1993,1026144
civ,1994,1140765
civ,1995,1157449
civ,1996,974938
civ,1997,949280
civ,1998,829586
civ,1999,768277
civ,2000,764363
civ,2001,760406
civ,2002,759651
civ,2003,730329
civ,2004,743359
civ,2005,775972
civ,2006,788783
civ,2007,780280
civ,2008,811788
civ,2009,834856
civ,2010,864043
civ,2011,853734
civ,2012,1121491
civ,2013,1246187
civ,2014,1284853
civ,2015,1480275
civ,2016,1416480
civ,2017,1459351
civ,2018,1433734
cmr,1961,814452
cmr,1962,909688
cmr,1963,903695
cmr,1964,887702
cmr,1965,875932
cmr,1966,884051
cmr,1967,830487
cmr,1968,838210
cmr,1969,939792
cmr,1970,923573
cmr,1971,992652
cmr,1972,948409
cmr,1973,998927
cmr,1974,975229
cmr,1975,1042516
cmr,1976,964175
cmr,1977,981715
cmr,1978,1060681
cmr,1979,1066582
cmr,1980,1031730
cmr,1981,964842
cmr,1982,1079632
cmr,1983,992687
cmr,1984,610628
cmr,1985,706454
cmr,1986,792237
cmr,1987,582102
cmr,1988,771621
cmr,1989,766751
cmr,1990,648236
cmr,1991,843712
cmr,1992,950440
cmr,1993,1028449
cmr,1994,991838
cmr,1995,1006622
cmr,1996,964611
cmr,1997,905236
cmr,1998,998998
cmr,1999,626054
cmr,2000,723025
cmr,2001,793644
cmr,2002,890764
cmr,2003,979727
cmr,2004,1077637
cmr,2005,1122283
cmr,2006,1232779
cmr,2007,1412908
cmr,2008,1474005
cmr,2009,1636978
cmr,2010,1826815
cmr,2011,1747441
cmr,2012,2029134
cmr,2013,1907139
cmr,2014,2060250
cmr,2015,2256648
cmr,2016,2400592
cmr,2017,2425656
cmr,2018,2550780
cod,1961,719700
cod,1962,701700
cod,1963,660300
cod,1964,662700
cod,1965,693909
cod,1966,766207
cod,1967,797745
cod,1968,920806
cod,1969,908800
cod,1970,916343
cod,1971,926372
cod,1972,939813
cod,1973,961069
cod,1974,988829
cod,1975,1015151
cod,1976,1037000
cod,1977,1055000
cod,1978,1057500
cod,1979,1087400
cod,1980,1113100
cod,1981,1144000
cod,1982,1176800
cod,1983,1212300
cod,1984,1244200
cod,1985,1427330
cod,1986,1510170
cod,1987,1528440
cod,1988,1670030
cod,1989,1764270
cod,1990,1863672
cod,1991,1818200
cod,1992,1920940
cod,1993,2033426
cod,1994,2092101
cod,1995,1931426
cod,1996,1993683
cod,1997,1910655
cod,1998,1999289
cod,1999,2023140
cod,2000,1998412
cod,2001,1965544
cod,2002,1969559
cod,2003,1971819
cod,2004,1972721
cod,2005,1973988
cod,2006,1975199
cod,2007,1976380
cod,2008,1977476
cod,2009,1978828
cod,2010,1980367
cod,2011,1982815
cod,2012,3426558
cod,2013,3701347
cod,2014,4025336
cod,2015,4052955
cod,2016,3937898
cod,2017,3986270
cod,2018,4057515
cog,1961,7000
cog,1962,7100
cog,1963,9600
cog,1964,9650
cog,1965,9800
cog,1966,11000
cog,1967,11000
cog,1968,11500
cog,1969,10500
cog,1970,9000
cog,1971,10500
cog,1972,13084
cog,1973,18000
cog,1974,26099
cog,1975,31883
cog,1976,32180
cog,1977,31900
cog,1978,29500
cog,1979,29000
cog,1980,13855
cog,1981,13700
cog,1982,13100
cog,1983,16600
cog,1984,21200
cog,1985,20900
