geo,time,ny_gnp_atls_cd
dnk,1969,15354584954.4552
dnk,1970,16308902829.1272
dnk,1971,18209837016.5402
dnk,1972,21514494647.47549
dnk,1973,28034481926.5001
dnk,1974,34294617945.1249
dnk,1975,40897434958.1796
dnk,1976,45469951770.4695
dnk,1977,49764663381.8755
dnk,1978,57009817543.90009
dnk,1979,69394824026.0127
dnk,1980,77330606106.9046
dnk,1981,72637946716.6284
dnk,1982,65827045169.7867
dnk,1983,59870002447.53329
dnk,1984,58900360923.145
dnk,1985,60566510453.7051
dnk,1986,72028749107.2587
dnk,1987,91051027240.2749
dnk,1988,113499994083.61099
dnk,1989,118322639553.989
dnk,1990,125294775220.41499
dnk,1991,131647037884.091
dnk,1992,148438802998.51999
dnk,1993,148248698393.492
dnk,1994,158034734707.75699
dnk,1995,170386186049.67599
dnk,1996,183006046012.802
dnk,1997,185767038880.672
dnk,1998,177499552460.922
dnk,1999,175943753031.67099
dnk,2000,173982075496.50101
dnk,2001,168326949176.21301
dnk,2002,165858240090.47101
dnk,2003,187336162632.27701
dnk,2004,230447901207.84296
dnk,2005,268878364597.46497
dnk,2006,291089334212.18402
dnk,2007,304394817845.92401
dnk,2008,331766447444.54303
dnk,2009,331855278252.28497
dnk,2010,339645063298.32001
dnk,2011,345316374125.44897
dnk,2012,344719018070.69501
dnk,2013,354890532645.59998
dnk,2014,359299230657.39301
dnk,2015,343918872261.83801
dnk,2016,332444179525.38202
dnk,2017,326789059864.758
dnk,2018,354924768813.73499
dnk,2019,368962817142.18494
dnk,2020,367413962752.16302
dom,1962,778525998.72658
dom,1963,870722009.26543
dom,1964,985094769.09896
dom,1965,897126699.46043
dom,1966,1013967734.48043
dom,1967,1043388518.6777
dom,1968,1071023353.40608
dom,1969,1227498065.07179
dom,1970,1516951784.90452
dom,1971,1731786736.89067
dom,1972,2063350133.19142
dom,1973,2523182174.5555
dom,1974,3064372959.21916
dom,1975,3665475491.28902
dom,1976,4102484765.56116
dom,1977,4488922351.63946
dom,1978,4984803022.35931
dom,1979,5839259257.44651
dom,1980,6613270435.59384
dom,1981,7174906451.20348
dom,1982,7520248291.12678
dom,1983,7674409957.99596
dom,1984,8241966671.78237
dom,1985,7079136208.71594
dom,1986,6792800656.45048
dom,1987,6318716891.23666
dom,1988,6294996055.78781
dom,1989,6360536525.39893
dom,1990,6232628526.34146
dom,1991,7597412024.83767
dom,1992,10039051435.7156
dom,1993,12249955024.2251
dom,1994,13441399955.9918
dom,1995,15303742535.092
dom,1996,17266584159.0412
dom,1997,19100581394.1722
dom,1998,20118776309.1323
dom,1999,21206324232.7915
dom,2000,22728941404.1642
dom,2001,23561417592.4772
dom,2002,25201757455.6144
dom,2003,23372437380.261
dom,2004,22955557507.9064
dom,2005,27632800187.2842
dom,2006,33554118340.8836
dom,2007,41378494166.26009
dom,2008,45028614276.2154
dom,2009,47156340078.4078
dom,2010,51642801278.09609
dom,2011,54323476321.159
dom,2012,57491418701.0388
dom,2013,60588545852.7698
dom,2014,64373664413.3074
dom,2015,67656035528.3613
dom,2016,71379557038.83569
dom,2017,74568930202.2934
dom,2018,82662037363.65228
dom,2019,86959597751.13429
dom,2020,78787062624.7543
dza,1962,2182624584.62458
dza,1963,2777587301.64771
dza,1964,2918133243.34345
dza,1965,3079244010.90106
dza,1966,2957478218.25558
dza,1967,3345577524.14691
dza,1968,3857828427.30769
dza,1969,4366160238.41535
dza,1970,4799638098.44484
dza,1971,4690922615.05266
dza,1972,6664509810.48146
dza,1973,8365726611.59825
dza,1974,11506788742.0795
dza,1975,15141086434.3495
dza,1976,18096905173.5863
dza,1977,19366606698.9537
dza,1978,23906037558.4758
dza,1979,30659141804.2291
dza,1980,38178479703.587
dza,1981,43584556753.4778
dza,1982,46265979505.5828
dza,1983,46315260875.9091
dza,1984,49362278105.49129
dza,1985,53939773612.146
dza,1986,59892487396.3687
dza,1987,66741348496.024
dza,1988,67133041437.2401
dza,1989,64004944339.028
dza,1990,60956731963.58929
dza,1991,52339153619.564
dza,1992,51382830609.45969
dza,1993,47747229958.5287
dza,1994,45725004919.0763
dza,1995,44716425524.6254
dza,1996,44343274335.8005
dza,1997,44788295882.8196
dza,1998,46561981899.1075
dza,1999,47002790788.5116
dza,2000,49486742818.5789
dza,2001,52500422720.5825
dza,2002,55121958232.5755
dza,2003,62212393140.385
dza,2004,73519909844.38188
dza,2005,89834366466.4353
dza,2006,104551616095.481
dza,2007,123031123519.80299
dza,2008,146342268653.73401
dza,2009,151464898611.44501
dza,2010,160972035506.94901
dza,2011,168561243977.53699
dza,2012,194405266225.45599
dza,2013,210381799170.36801
dza,2014,213657634899.63599
dza,2015,192785022323.32199
dza,2016,177379963139.91101
dza,2017,163289908926.09399
dza,2018,167973192963.047
dza,2019,172714293453.33899
dza,2020,156596804852.177
ecu,1962,1828160459.88655
ecu,1963,1749123863.49362
ecu,1964,1944553377.19492
ecu,1965,2262322168.63254
ecu,1966,2419903706.452
ecu,1967,2583205315.62029
ecu,1968,2673951704.98414
ecu,1969,2952248350.82375
ecu,1970,3132279752.78787
ecu,1971,3192852152.24165
ecu,1972,3268070659.90278
ecu,1973,3961309376.77783
ecu,1974,5613338758.27074
ecu,1975,7646363527.70352
ecu,1976,9229584354.1258
ecu,1977,10026229590.2438
ecu,1978,11767351480.9636
ecu,1979,14139589696.5542
ecu,1980,16850559245.6777
ecu,1981,20157991345.8926
ecu,1982,20139161306.0383
ecu,1983,18198629122.77629
ecu,1984,16743559363.5858
ecu,1985,16511926022.3721
ecu,1986,16423532830.9488
ecu,1987,15597356163.5755
ecu,1988,14697805037.5776
ecu,1989,13629085110.3073
ecu,1990,14025773097.3235
ecu,1991,15529361348.9121
ecu,1992,17135233623.1408
ecu,1993,18262965998.7784
ecu,1994,20372379639.3964
ecu,1995,22580889671.0653
ecu,1996,24339953427.7738
ecu,1997,26063045890.6579
ecu,1998,26353511405.9407
ecu,1999,22149889064.8469
ecu,2000,19661166279.205
ecu,2001,20003756340.8093
ecu,2002,22713168266.8494
ecu,2003,28267931279.4378
ecu,2004,34628612048.7086
ecu,2005,39774151908.4115
ecu,2006,43595368123.9341
ecu,2007,47195930838.5928
ecu,2008,56025570794.0348
ecu,2009,60034252413.1376
ecu,2010,65981469618.6124
ecu,2011,74351850135.3428
ecu,2012,83330518510.62819
ecu,2013,91231515545.8978
ecu,2014,97416928184.96419
ecu,2015,96775306614.49808
ecu,2016,95704772390.2753
ecu,2017,98293807219.9115
ecu,2018,104000174349.082
ecu,2019,105787511375.515
ecu,2020,97645617107.0549
egy,1967,5534350991.47511
egy,1968,5771048919.08346
egy,1969,6432952423.73954
egy,1970,7452902779.97054
egy,1971,8397497876.96392
egy,1972,9533946247.41396
egy,1973,10781692491.9166
egy,1974,11275493940.2774
egy,1975,12655820123.6258
egy,1976,13695012143.7175
egy,1977,15026995974.7677
egy,1978,15944121321.25
egy,1979,17651029037.6006
egy,1980,21064278224.7076
egy,1981,23032587142.7878
egy,1982,25258546569.682
egy,1983,26289052557.8899
egy,1984,30715860546.187
egy,1985,33693330948.4395
egy,1986,37651397711.8639
egy,1987,45293783683.2557
egy,1988,44764587268.915
egy,1989,42825454815.6551
egy,1990,42420796567.5883
egy,1991,42843318975.4249
egy,1992,44228056330.4843
egy,1993,45241295295.0151
egy,1994,50271041898.9308
egy,1995,57511719356.55569
egy,1996,64873021591.9498
egy,1997,73071402511.9153
egy,1998,79937842215.2598
egy,1999,88414978341.44389
egy,2000,97432762040.192
egy,2001,100570319787.619
egy,2002,94941797647.9722
egy,2003,90657199756.31342
egy,2004,88795737076.88499
egy,2005,91810183216.46579
egy,2006,101586643878.46899
egy,2007,119972956028.603
egy,2008,146881389358.30099
egy,2009,172128963791.48801
egy,2010,196291853712.87601
egy,2011,216784268952.98199
egy,2012,245180041720.371
egy,2013,267961113983.78101
egy,2014,292268185049.24902
egy,2015,309136456239.70001
egy,2016,325198707864.42401
egy,2017,292428031960.32898
egy,2018,274939894089.646
egy,2019,269855667372.686
egy,2020,307449836229.80701
eri,1994,600670889.46426
eri,1995,600478396.2
eri,1996,653043067.39474
eri,1997,708238130.91713
eri,1998,723779022.59877
eri,1999,704156534.78431
eri,2000,696072844.28298
eri,2001,742638742.23352
eri,2002,749383258.59654
eri,2003,778771883.91395
eri,2004,922192926.08077
eri,2005,1100996798.87317
eri,2006,1183884594.40717
eri,2007,1244706195.89756
eri,2008,1252035687.16266
eri,2009,1501264214.29944
eri,2010,1632264941.84235
eri,2011,1940938992.48915
esp,1962,15590150082.2835
esp,1963,17979543841.4073
esp,1964,20166761185.1894
esp,1965,23299386117.8835
esp,1966,27029896903.8894
esp,1967,30406405492.62049
esp,1968,33422973182.5024
esp,1969,36985594977.6622
esp,1970,39511262130.1615
esp,1971,44759970994.5326
esp,1972,55060333862.047
esp,1973,72965740268.04788
esp,1974,96694794592.73039
esp,1975,116009853378.668
esp,1976,124068897217.686
esp,1977,133016278050.032
esp,1978,148887483184.93201
esp,1979,186235511904.82101
esp,1980,232940272860.08496
esp,1981,238353344690.983
esp,1982,215773758527.32697
esp,1983,185353521054.02802
esp,1984,175586146601.71799
esp,1985,175226957263.91199
esp,1986,208444173879.51501
esp,1987,274965489862.19501
esp,1988,364911037669.79999
esp,1989,415563087223.28894
esp,1990,474412139133.802
esp,1991,533723478509.612
esp,1992,611177393957.72498
esp,1993,590891838342.65918
esp,1994,572393498674.15198
esp,1995,588923521125.698
esp,1996,620844472484.43994
esp,1997,633758496525.79602
esp,1998,621065887239.77698
esp,1999,625078780345.42603
esp,2000,640418512729.07202
esp,2001,634682957970.71997
esp,2002,647442313866.23096
esp,2003,762627045647.72705
esp,2004,950024237000.375
esp,2005,1131111808789.34009
esp,2006,1236591434025.08008
esp,2007,1346264317678.96997
esp,2008,1481990831775.65991
esp,2009,1509573654162.15991
esp,2010,1489077969430.93994
esp,2011,1449739526468.36011
esp,2012,1381785650556.88989
esp,2013,1362481435025.12012
esp,2014,1354649553278.87988
esp,2015,1321277081360.38989
esp,2016,1280824054672.56006
esp,2017,1262881827775.43994
esp,2018,1371740782580.20996
esp,2019,1431770965839.51001
esp,2020,1295796575673.04004
est,2000,5820015771.00835
est,2001,5983865779.00945
est,2002,6368426359.99732
est,2003,7859558695.78931
est,2004,10218911832.9058
est,2005,13177819041.4769
est,2006,15485446035.5553
est,2007,18001208025.4176
est,2008,20338598067.0104
est,2009,19551068769.7099
est,2010,19584592679.55569
est,2011,21229088257.70449
est,2012,22342511980.5518
est,2013,24063643859.8772
est,2014,24988356410.7384
est,2015,24607823939.7391
est,2016,24265609935.024
est,2017,24756174876.1612
est,2018,28198547362.93489
est,2019,30879511970.0593
eth,1983,8177251848.63745
eth,1984,8021911901.18377
eth,1985,7842945608.87037
eth,1986,9595625103.87791
eth,1987,12154127956.3809
eth,1988,12192104396.6164
eth,1989,11833494724.8378
eth,1990,12294356405.5571
eth,1991,12270070224.3361
eth,1992,11447320876.0237
eth,1993,11400517948.1386
eth,1994,9098295681.6366
eth,1995,8359529603.62911
eth,1996,8709379048.9475
eth,1997,8749819777.23462
eth,1998,7969964500.66197
eth,1999,8003894080.0815
eth,2000,8282808160.47557
eth,2001,8565169694.41642
eth,2002,8244554537.35119
eth,2003,8231634992.17292
eth,2004,10032643822.7899
eth,2005,12291510934.1238
eth,2006,14407106797.3316
eth,2007,17783871681.3498
eth,2008,23011340074.888
eth,2009,28930389370.8786
eth,2010,33247716569.7411
eth,2011,35237153539.824
eth,2012,38143234738.8908
eth,2013,44574863493.5552
eth,2014,53613560417.0118
eth,2015,60070079523.1626
eth,2016,68942747989.1675
eth,2017,78378593589.7494
eth,2018,86862198769.10831
eth,2019,94972317026.588
eth,2020,102666247648.049
fin,1962,6166011016.59256
fin,1963,6659535607.88397
fin,1964,7377415818.7366
fin,1965,8275717549.43326
fin,1966,9012167271.55538
fin,1967,9488694557.16972
fin,1968,9646755513.00776
fin,1969,10474257505.0013
fin,1970,11334522614.3277
fin,1971,12401398803.9339
fin,1972,14709102153.6547
fin,1973,18794813603.5592
fin,1974,24079600334.1867
fin,1975,29765874593.6638
fin,1976,32300960782.1526
fin,1977,34053055425.526
fin,1978,37584607105.6107
fin,1979,45434843595.4803
fin,1980,54701878014.4699
fin,1981,57507983626.5404
fin,1982,56456653626.7383
fin,1983,52620625522.6552
fin,1984,52686638576.4084
fin,1985,54558436576.4478
fin,1986,64001867575.1523
fin,1987,81257441730.9483
fin,1988,106540371759.88901
fin,1989,119690769829.464
fin,1990,129669244387.187
fin,1991,125821822923.845
fin,1992,121883634535.049
fin,1993,104777902618.894
fin,1994,102649921599.38901
fin,1995,112511783953.91701
fin,1996,127959364497.40401
fin,1997,137111420265.186
fin,1998,133052397079.40401
fin,1999,134540658079.756
fin,2000,137074353924.42799
fin,2001,134096082161.771
fin,2002,133251313718.692
fin,2003,150119148873.17099
fin,2004,184950805338.49496
fin,2005,211060841439.46497
fin,2006,225600408692.85001
fin,2007,244301269049.38
fin,2008,266546584059.10199
fin,2009,261354962739.60101
fin,2010,266817714151.43701
fin,2011,270804958895.41696
fin,2012,265143689224.80701
fin,2013,269268432042.01199
fin,2014,269902044302.73999
fin,2015,258523105640.569
fin,2016,250227700270.44296
fin,2017,247000774858.20401
fin,2018,265936352027.55096
fin,2019,276020092378.38898
fin,2020,275386048317.315
fji,1962,118865283.50683
fji,1963,125007821.94536
fji,1964,135673486.24867
fji,1965,135618288.87363
fji,1966,145203293.52923
fji,1967,166346894.72986
fji,1968,174028044.76728
fji,1969,177185059.32363
fji,1970,207221440.47231
fji,1971,235244741.71158
fji,1972,287567744.19081
fji,1973,397090959.30316
fji,1974,527329652.91014
fji,1975,644322238.24818
fji,1976,719564386.49419
fji,1977,775855483.10961
fji,1978,831473437.69745
fji,1979,1030017022.88269
fji,1980,1185070765.50074
fji,1981,1325966161.23053
fji,1982,1202908485.56174
fji,1983,1085962371.06875
fji,1984,1164497681.92584
fji,1985,1127290339.25777
fji,1986,1284819830.7324
fji,1987,1279225108.03652
fji,1988,1293550966.00404
fji,1989,1295223022.68974
fji,1990,1306438613.11783
fji,1991,1315215786.69876
fji,1992,1482923606.30843
fji,1993,1578359315.17197
fji,1994,1708335371.18435
fji,1995,1906431213.984
fji,1996,2090335060.67677
fji,1997,2047360138.63136
fji,1998,1834803828.35226
fji,1999,1894428882.51756
fji,2000,1807708928.75244
fji,2001,1737747464.25251
fji,2002,1760320869.39687
fji,2003,1967263979.13592
fji,2004,2467110996.20893
fji,2005,2931314137.38163
fji,2006,2975266823.29393
fji,2007,3170326121.3619
fji,2008,3368733056.29126
fji,2009,3287996165.30994
fji,2010,3139459228.96268
fji,2011,3259485006.93931
fji,2012,3578014807.46532
fji,2013,4080892995.62841
fji,2014,4349749042.12999
fji,2015,4432138730.23684
fji,2016,4605373715.47751
fji,2017,4708583502.09695
fji,2018,5219723567.8558
fji,2019,5163385182.44496
fji,2020,4386539931.631
fra,1962,74257719231.573
fra,1963,82402900008.1591
fra,1964,92046177890.00201
fra,1965,101291021766.593
fra,1966,110847017803.804
fra,1967,119950868247.422
fra,1968,130916300563.677
fra,1969,145298011912.73099
fra,1970,157084523559.25
fra,1971,170066998995.673
fra,1972,193630241764.974
fra,1973,249514827239.13199
fra,1974,310283207713.698
fra,1975,362370456703.18799
fra,1976,387112580952.41907
fra,1977,425143609876.20001
fra,1978,482763119992.93298
fra,1979,593992524943.05896
fra,1980,721446919946.37012
fra,1981,731093492169.927
fra,1982,670840063940.79797
fra,1983,585220179556.5769
fra,1984,553014034748.33899
fra,1985,553525681710.91797
fra,1986,645340372152.703
fra,1987,828766656521.43604
fra,1988,1067258654367.77002
fra,1989,1129436061623.63989
fra,1990,1202145936912.01001
fra,1991,1254184480589.5
fra,1992,1403162273017.71997
fra,1993,1393951592841.72998
fra,1994,1446230962676.48999
fra,1995,1532495321827.92993
fra,1996,1619760912750.86011
fra,1997,1614713731073.04004
fra,1998,1554341527203.38989
fra,1999,1538180156809.5
fra,2000,1522271766487.29004
fra,2001,1464826179108.41992
fra,2002,1430744874133.82007
fra,2003,1618468949904.3999
fra,2004,1972485561467.75
fra,2005,2269679864844.39014
fra,2006,2410440040002.18018
fra,2007,2570817701452.16016
fra,2008,2803055847213.8999
fra,2009,2851510300886.52002
fra,2010,2859577961067.31982
fra,2011,2904061121299.66943
fra,2012,2850611704895.91016
fra,2013,2890901443153.52002
fra,2014,2874054536673.27002
fra,2015,2737258262085.12939
fra,2016,2608888577036.64014
fra,2017,2564093695579.52002
fra,2018,2764773859230.81006
fra,2019,2861603281456.54004
fra,2020,2661229723049.14941
fsm,1993,220592345.84427
fsm,1994,225447824.88272
fsm,1995,236899381.96869
fsm,1996,231704122.35047
fsm,1997,209061409.24798
fsm,1998,210483831.39586
fsm,1999,221056263.40707
fsm,2000,237473482.47892
fsm,2001,242232533.05787
fsm,2002,242857470.09691
fsm,2003,254239627.07631
fsm,2004,260265322.62153
fsm,2005,271266869.01875
fsm,2006,269741306.91663
fsm,2007,268923341.24141
fsm,2008,268472884.37497
fsm,2009,290074870.63582
fsm,2010,298659115.92916
fsm,2011,317802578.02613
fsm,2012,329647093.53409
fsm,2013,336936598.44538
fsm,2014,338033696.82555
fsm,2015,380262430.96066
fsm,2016,376139701.10372
fsm,2017,384876485.59226
fsm,2018,383187149.8397
fsm,2019,447516180.34894
fsm,2020,454829775.29492
gab,1962,170841076.69047
gab,1963,212043825.31764
gab,1964,176613128.96043
gab,1965,194223374.95533
gab,1966,228929496.42051
gab,1967,241325786.03674
gab,1968,262662268.46005
gab,1969,304356269.2351
gab,1970,336785947.12091
gab,1971,368968936.72647
gab,1972,419198222.42804
gab,1973,564468360.27146
gab,1974,1078590448.04934
gab,1975,1856414001.86995
gab,1976,2941692125.69931
gab,1977,2709185262.15954
gab,1978,2135476614.46442
gab,1979,2491821464.1933
gab,1980,3336537320.45711
gab,1981,3937952281.22621
gab,1982,3695130922.19719
gab,1983,3341475691.47663
gab,1984,3467392250.1312
gab,1985,3193851655.43753
gab,1986,3268387091.70291
gab,1987,2993634271.50844
gab,1988,3732911306.5504
gab,1989,4229284629.57425
gab,1990,4576829243.28
gab,1991,5045421382.48615
gab,1992,5133321392.51065
gab,1993,4562821079.31532
gab,1994,4369730592.10095
gab,1995,4239251640.34981
gab,1996,4562033053.01559
gab,1997,4877424252.20631
gab,1998,4615101410.29349
gab,1999,3933969198.27736
gab,2000,3803608936.95356
gab,2001,4311791999.66356
gab,2002,4649664075.32351
gab,2003,5116305551.73209
gab,2004,5839156155.83666
gab,2005,7672043727.38428
gab,2006,8213787187.06132
gab,2007,9703706818.34845
gab,2008,11120931273.4501
gab,2009,11915494724.9659
gab,2010,12755389058.5804
gab,2011,13678642470.7344
gab,2012,15897154916.488
gab,2013,16960100427.4251
gab,2014,17571304010.1805
gab,2015,15530344474.6952
gab,2016,14216590886.0959
gab,2017,13440719658.033
gab,2018,14478863235.3743
gab,2019,15577087071.4104
gab,2020,15646270947.808
gbm,1997,1259005537.55178
gbm,1998,1408951929.96716
gbm,1999,1619750798.33773
gbm,2000,1683150100.58847
gbm,2001,1746980215.1904
gbm,2002,1862710757.87208
gbm,2003,2191640213.38006
gbm,2004,2717237684.73664
gbm,2005,3179236374.78484
gbm,2006,3610668314.26629
gbm,2007,3891227437.27881
gbm,2008,3579973897.01642
gbm,2009,3880279159.94065
gbm,2010,6073128668.962
gbm,2011,6314863612.74412
gbm,2012,6949185477.6085
gbm,2013,7377533337.7917
gbm,2014,7430503063.1074
gbm,2015,6990841850.72615
gbm,2016,6568606843.98709
gbm,2017,6589389753.59967
gbm,2018,7033644436.04226
gbm,2019,7099039341.94481
gbr,1970,140990395834.742
gbr,1971,156184619856.04099
gbr,1972,179667675286.224
gbr,1973,219630231294.29001
gbr,1974,245481214203.94501
gbr,1975,274616436222.13901
gbr,1976,282153820270.979
gbr,1977,294069442260.53003
gbr,1978,334165210867.15002
gbr,1979,426175771148.18097
gbr,1980,537660545692.90198
gbr,1981,600481288172.11292
gbr,1982,600084468931.49402
gbr,1983,555397849059.58899
gbr,1984,522982744576.53198
gbr,1985,517946668816.13293
gbr,1986,580742269114.828
gbr,1987,721755120613.2179
gbr,1988,920148200125.27905
gbr,1989,992200455505.90002
gbr,1990,1063053542292.31006
gbr,1991,1113452816396.20996
gbr,1992,1237056281992.16992
gbr,1993,1232958364258.90991
gbr,1994,1266779528784.78003
gbr,1995,1222668043235.77002
gbr,1996,1325657512936.57007
gbr,1997,1491116150345.81006
gbr,1998,1573507366293.93994
gbr,1999,1646859227511.19995
gbr,2000,1724593406801
gbr,2001,1710669594367.19995
gbr,2002,1732704323212.83008
gbr,2003,1924662904590.6001
gbr,2004,2271388970930.60938
gbr,2005,2585574528697.68945
gbr,2006,2747844023921.33008
gbr,2007,2922006303079.0498
gbr,2008,3009241173629.37012
gbr,2009,2766021655549.83008
gbr,2010,2632246760871.45996
gbr,2011,2612859320081.3999
gbr,2012,2671456769740.16016
gbr,2013,2752179499947.04004
gbr,2014,2886100085577.68945
gbr,2015,2912434356328.87012
gbr,2016,2851713273816.00977
gbr,2017,2766683575960.68018
gbr,2018,2818874455124.56982
gbr,2019,2904902545933.43018
gbr,2020,2677080545997.02979
geo,1992,3672829955.92409
geo,1993,2658632994.30141
geo,1994,2468775246.39419
geo,1995,2574034133.03623
geo,1996,3012275682.12136
geo,1997,3572642101.23419
geo,1998,3700302848.51773
geo,1999,3474005513.62424
geo,2000,3214985838.48185
geo,2001,3138943080.69216
geo,2002,3361549941.63705
geo,2003,3922305516.63322
geo,2004,4742682025.5516
geo,2005,5913413572.27139
geo,2006,7399046054.0003
geo,2007,9175749482.21951
geo,2008,10858915447.3174
geo,2009,11243315005.9098
geo,2010,12144955849.9571
geo,2011,13215697560.6618
geo,2012,15483112913.7352
geo,2013,16836858018.7598
geo,2014,17620701378.7236
geo,2015,16438279018.5501
geo,2016,15220340445.5678
geo,2017,15049350073.8492
geo,2018,16629270048.1827
geo,2019,17433645938.4808
geo,2020,15864361107.4069
gha,1962,1359451952.11824
gha,1963,1464929848.31355
gha,1964,1597950908.94999
gha,1965,1803856783.61286
gha,1966,1950437605.58734
gha,1967,1987018197.62848
gha,1968,1860280373.97301
gha,1969,1903972569.60454
gha,1970,2163410728.29795
gha,1971,2423203284.83816
gha,1972,2374066624.60994
gha,1973,2637901011.92225
gha,1974,3074453990.67492
gha,1975,3005564097.30667
gha,1976,2918968562.04531
gha,1977,3132021846.26307
gha,1978,3678042220.49988
gha,1979,4116343281.70778
gha,1980,4642444567.42606
gha,1981,4626812751.83745
gha,1982,4160767451.74553
gha,1983,3797816634.53049
gha,1984,4214656764.97421
gha,1985,4493259375.27057
gha,1986,5177333538.89684
gha,1987,5663458260.25131
gha,1988,6085104485.82694
gha,1989,5765045089.35401
gha,1990,5849637026.69867
gha,1991,6301050069.15548
gha,1992,6775699102.90201
gha,1993,6714089648.76566
gha,1994,6202453477.71648
gha,1995,6287984432.56501
gha,1996,6597351432.50126
gha,1997,6985200988.56883
gha,1998,7122410598.57689
gha,1999,7391216455.71932
gha,2000,6465615373.82017
gha,2001,5838724984.98316
gha,2002,5507626441.20162
gha,2003,6555649350.93808
gha,2004,8152799569.76094
gha,2005,10033358098.0292
gha,2006,13324359864.0886
gha,2007,18163575987.99549
gha,2008,27049869740.496
gha,2009,28752850844.87049
gha,2010,30627351594.077
gha,2011,35138937512.5901
gha,2012,39843999850.5554
gha,2013,49028689327.1255
gha,2014,51229753677.4643
gha,2015,53903926861.4295
gha,2016,51692042794.0032
gha,2017,54862765793.5099
gha,2018,63156079745.6634
gha,2019,67723347104.58569
gha,2020,72856190053.20369
gin,1988,2394928803.37197
gin,1989,2415534246.63349
gin,1990,2587810702.88647
gin,1991,2737420444.0931
gin,1992,3085048988.7101
gin,1993,3382977875.96973
gin,1994,3505233695.96891
gin,1995,3669042932.22706
gin,1996,3842371486.82195
gin,1997,3887949417.47948
gin,1998,3690977280.25133
gin,1999,3591956514.60596
gin,2000,3325081107.05931
gin,2001,3056103285.39206
gin,2002,2989514560.0314
gin,2003,2967375694.57028
gin,2004,3330860789.43448
gin,2005,3263311085.61419
gin,2006,3711871838.76631
gin,2007,4437364535.96074
gin,2008,6048720211.41013
gin,2009,6707597650.46634
gin,2010,7036997569.86573
gin,2011,7089756956.69966
gin,2012,7465885100.39736
gin,2013,7611229260.60939
gin,2014,8305213021.67441
gin,2015,8703469932.98815
gin,2016,9099739325.79053
gin,2017,9948321888.81245
gin,2018,10687106702.9652
gin,2019,12107601887.137
gin,2020,13395348320.9566
gmb,1968,48395287.50695
gmb,1969,48347442.94547
gmb,1970,50731129.4667
gmb,1971,53545338.85394
gmb,1972,58337466.63566
gmb,1973,74418312.00689
gmb,1974,94624122.10627
gmb,1975,123052920.92387
gmb,1976,131068882.94351
gmb,1977,137836883.86067
gmb,1978,157980291.32083
gmb,1979,192231775.54618
gmb,1980,242710771.97806
gmb,1981,254051691.16997
gmb,1982,228670007.75138
gmb,1983,212992110.84305
gmb,1984,209584943.4448
gmb,1985,226473972.72584
gmb,1986,237978605.27574
gmb,1987,267680385.21778
gmb,1988,265450587.87643
gmb,1989,276036924.28212
gmb,1990,292371831.36484
gmb,1991,392770654.58986
gmb,1992,538927934.89858
gmb,1993,753790933.43943
gmb,1994,755431346.87048
gmb,1995,783890172.55439
gmb,1996,817288818.97869
gmb,1997,827318772.57968
gmb,1998,820170901.9895
gmb,1999,818538764.93759
gmb,2000,821354093.99544
gmb,2001,758143774.037
gmb,2002,624788690.63634
gmb,2003,572473266.00448
gmb,2004,700751979.97801
gmb,2005,795117462.8823
gmb,2006,1023448041.68349
gmb,2007,1146599044.66417
gmb,2008,1368407639.6326
gmb,2009,1529141712.46523
gmb,2010,1594473519.40463
gmb,2011,1398702610.22048
gmb,2012,1450724964.82034
gmb,2013,1433030067.67758
gmb,2014,1306587717.713
gmb,2015,1302539398.81551
gmb,2016,1339838091.8417
gmb,2017,1458120548.57705
gmb,2018,1642760969.69771
gmb,2019,1766916816.40982
gmb,2020,1807615669.51758
gnb,1972,90224341.39474
gnb,1973,99052861.97323
gnb,1974,112191893.65873
gnb,1975,127834796.78585
gnb,1976,117155196.86425
gnb,1977,110589562.777
gnb,1978,126867259.70466
gnb,1979,138611554.23439
gnb,1980,115103820.68694
gnb,1981,148700433.51614
gnb,1982,158730773.72539
gnb,1983,157219950.62143
gnb,1984,159166211.5915
gnb,1985,172173111.75081
gnb,1986,142858783.01335
gnb,1987,157419024.95099
gnb,1988,170460591.81315
gnb,1989,197040401.12042
gnb,1990,218659529.84104
gnb,1991,243610117.78145
gnb,1992,243777346.11126
gnb,1993,236932896.08746
gnb,1994,233414317.41175
gnb,1995,243578137.39134
gnb,1996,265377770.87773
gnb,1997,272444684.53821
gnb,1998,184428969.97835
gnb,1999,191831727.94654
gnb,2000,251824382.36593
gnb,2001,307357940.96874
gnb,2002,380389821.55017
gnb,2003,424667256.71793
gnb,2004,501541381.887
gnb,2005,576167997.50149
gnb,2006,607835605.52475
gnb,2007,658844473.61723
gnb,2008,744243077.5624
gnb,2009,832910592.95628
gnb,2010,890443051.49355
gnb,2011,998493461.78854
gnb,2012,1004412316.93011
gnb,2013,1050179957.05512
gnb,2014,1087414365.3328
gnb,2015,1106352160.95403
gnb,2016,1165880135.08111
gnb,2017,1237220687.70822
gnb,2018,1342845913.88599
gnb,2019,1535323264.19372
gnb,2020,1498359018.18873
gnq,1982,36066566.82668
gnq,1983,38955852.75847
gnq,1984,43691834.06101
gnq,1985,52142728.34189
gnq,1986,60976907.98755
gnq,1987,80417724.72617
gnq,1988,97125429.04911
gnq,1989,93336685.82555
gnq,1990,110248033.01165
gnq,1991,115578837.17882
