geo,time,nv_srv_totl_kd
bhs,1992,7268845844.53509
bhs,1993,7493203414.4832
bhs,1994,7560963595.09489
bhs,1995,7965229503.28714
bhs,1996,8265739978.84694
bhs,1997,6996576590.66084
bhs,1998,7228469320.04369
bhs,1999,8016029533.04205
bhs,2000,8102702826.32441
bhs,2001,8495024487.9847
bhs,2002,8657849436.78317
bhs,2003,8395225191.15237
bhs,2004,8619721521.70944
bhs,2005,8929953573.86674
bhs,2006,8810152747.8154
bhs,2007,9322691934.05243
bhs,2008,8939016766.7941
bhs,2009,8543569866.19333
bhs,2010,8568467603.08574
bhs,2011,8508879713.95412
bhs,2012,8592740292.19006
bhs,2013,8521693193.61005
bhs,2014,8781192200.30038
bhs,2015,9155700000
bhs,2016,9302690404.83343
bhs,2017,9291335370.01639
bhs,2018,9527915957.80994
bhs,2019,9623027396.23157
bhs,2020,7782990882.71437
bih,2000,6146911710.7712
bih,2001,6246751069.2933
bih,2002,6563573374.90841
bih,2003,6872108604.48159
bih,2004,7231994510.13194
bih,2005,7365204419.7016
bih,2006,7685177110.07453
bih,2007,8125732243.79097
bih,2008,8477532210.17918
bih,2009,8319499756.12399
bih,2010,8400196560.73991
bih,2011,8544815179.04989
bih,2012,8646006166.48039
bih,2013,8680713743.84115
bih,2014,8908843789.56098
bih,2015,9111563395.72546
bih,2016,9296297057.88868
bih,2017,9660456730.2292
bih,2018,9966126254.38009
bih,2019,10457086639.1956
bih,2020,10035037950.7478
blr,1990,14027831305.2433
blr,1991,13628179429.9077
blr,1992,11647197767.2369
blr,1993,10598051170.8947
blr,1994,10891573813.1705
blr,1995,9335688646.06335
blr,1996,9511489169.64387
blr,1997,10827912413.6254
blr,1998,11921589029.5144
blr,1999,12790754251.9752
blr,2000,13481484742.9772
blr,2001,14469685432.4614
blr,2002,14919203885.6036
blr,2003,15584787251.4423
blr,2004,16684350136.8769
blr,2005,18047970925.38729
blr,2006,19509261175.1831
blr,2007,20409023323.4207
blr,2008,21393416938.8611
blr,2009,21568551566.5792
blr,2010,23562430592.433
blr,2011,25378892248.3869
blr,2012,25132212040.8853
blr,2013,26559908610.4178
blr,2014,27357358023.5186
blr,2015,26952718824.5636
blr,2016,26265999772.3398
blr,2017,26629661908.5077
blr,2018,27406143782.481
blr,2019,27807053250.6684
blr,2020,27219362075.3903
blz,1980,214211489.1599
blz,1981,217220805.96425
blz,1982,212123050.7479
blz,1983,212162678.67078
blz,1984,219535188.53064
blz,1985,221128515.92586
blz,1986,232175337.91905
blz,1987,250949561.44343
blz,1988,273334730.1395
blz,1989,307403238.46376
blz,1990,333881361.39792
blz,1991,356530783.38063
blz,1992,401470521.67857
blz,1993,425629015.32887
blz,1994,435330036.95198
blz,1995,439068093.61981
blz,1996,445263807.72175
blz,1997,460341675.5436
blz,1998,485442012.9445
blz,1999,523830064.21126
blz,2000,581732039.4725
blz,2001,620537427.62461
blz,2002,665981899.95751
blz,2003,720380675.14658
blz,2004,745713017.88862
blz,2005,772377764.26757
blz,2006,794719512.91424
blz,2007,836550949.89191
blz,2008,849423186.38625
blz,2009,854091247.90002
blz,2010,885756474.88023
blz,2011,899711072.38628
blz,2012,920581325.76218
blz,2013,928543639.97837
blz,2014,968285417.3072
blz,2015,1034275100
blz,2016,1104725012.54511
blz,2017,1141417992.99596
blz,2018,1173176257.65104
blz,2019,1205684588.19794
blz,2020,1004137463.62417
bmu,2010,6787892263.05968
bmu,2011,6557928817.82779
bmu,2012,6231881494.46137
bmu,2013,6216086504.1967
bmu,2014,6002509374.0441
bmu,2015,6016445000
bmu,2016,5966326486.15507
bmu,2017,6179645311.96628
bmu,2018,6137572658.14398
bmu,2019,6120660128.0221
bol,1960,1827610955.83503
bol,1961,1873762747.64904
bol,1962,2016173990.96087
bol,1963,2127288091.5478
bol,1964,2195223137.50251
bol,1965,2224584894.65242
bol,1966,2393846788.81076
bol,1967,2553321430.58579
bol,1968,2842333236.25751
bol,1969,3070894365.44411
bol,1970,3262033647.28277
bol,1971,3429782087.41962
bol,1972,3618462741.92364
bol,1973,3781462670.46793
bol,1974,4012783020.90505
bol,1975,4382004024.32585
bol,1976,4734556782.97279
bol,1977,4997469271.76035
bol,1978,5246136225.77026
bol,1979,5391692642.34193
bol,1980,5457784171.03825
bol,1981,5627270470.60006
bol,1982,5399055949.41737
bol,1983,5171153300.08709
bol,1984,5087628973.02354
bol,1985,5091487622.80543
bol,1986,4902609467.79262
bol,1987,4988642528.72783
bol,1988,5090593284.40511
bol,1989,5279680118.37799
bol,1990,5443551195.81267
bol,1991,5679568628.44019
bol,1992,5916394787.58697
bol,1993,6169169981.53942
bol,1994,6435807420.69681
bol,1995,6671892119.8023
bol,1996,7039299329.31346
bol,1997,7566191536.13878
bol,1998,8034724722.58026
bol,1999,8380990383.82134
bol,2000,8529782304.31323
bol,2001,8671993575.84072
bol,2002,8789645703.38205
bol,2003,8896230966.51328
bol,2004,9100908335.53991
bol,2005,9301563474.94049
bol,2006,9670199826.45825
bol,2007,10108929376.8071
bol,2008,10515335855.7065
bol,2009,11031311018.9135
bol,2010,11600596738.3284
bol,2011,12128471127.0467
bol,2012,12781923589.4125
bol,2013,13591022645.9736
bol,2014,14313948024.7495
bol,2015,15172303235.0533
bol,2016,16017297361.3926
bol,2017,16801383683.6309
bol,2018,17685859806.3024
bol,2019,18307171007.4036
bol,2020,16738992164.0859
bra,1991,594568292637.13
bra,1992,603605730685.21802
bra,1993,622981474640.20996
bra,1994,634210852724.323
bra,1995,642443673719.34998
bra,1996,657214338167.24097
bra,1997,673869686095.17297
bra,1998,683448619171.349
bra,1999,695889538198.85706
bra,2000,722658683940.06799
bra,2001,737572293037.11011
bra,2002,760601878080.98706
bra,2003,768141874900.19482
bra,2004,806622370214.13403
bra,2005,836149817670.12305
bra,2006,872365515739.96191
bra,2007,923193990592.875
bra,2008,967729045354.08191
bra,2009,987730299308.55103
bra,2010,1045054736985.38
bra,2011,1081190874249.27002
bra,2012,1112576871558.58008
bra,2013,1143215322481.43994
bra,2014,1154480605512.62988
bra,2015,1122919858867.66992
bra,2016,1097975949920.65002
bra,2017,1106382748130.1001
bra,2018,1129474546273.94995
bra,2019,1148171726902.40991
bra,2020,1096924905664.26001
brn,1989,2313248012.38678
brn,1990,2396072227.40185
brn,1991,2377718025.37693
brn,1992,2468986904.67505
brn,1993,2535718399.40266
brn,1994,2592181208.88318
brn,1995,2666864177.47868
brn,1996,2654448184.45123
brn,1997,2851776073.16719
brn,1998,2818221495.49685
brn,1999,2871285941.81994
brn,2000,2943400192.20929
brn,2001,3123055777.20232
brn,2002,3209496380.57843
brn,2003,3262399658.70619
brn,2004,3327513647.8782
brn,2005,3464675425.57763
brn,2006,3721282636.26069
brn,2007,4065038527.57187
brn,2008,4172532763.79144
brn,2009,4259720753.73549
brn,2010,4422114598.97198
brn,2011,4640379575.68917
brn,2012,4897573878.28519
brn,2013,5126471297.01192
brn,2014,5156888700.0907
brn,2015,5098512910.02982
brn,2016,5013302688.2424
brn,2017,5067666016.27695
brn,2018,5107287622.88639
brn,2019,5283384622.86204
brn,2020,5173333410.41698
btn,1980,45921467.66386
btn,1981,47758610.49167
btn,1982,46744942.2001
btn,1983,47913289.09053
btn,1984,49677563.29149
btn,1985,58325425.49142
btn,1986,66557358.33361
btn,1987,75904830.74854
btn,1988,83578159.72364
btn,1989,91625453.78799
btn,1990,121478616.87438
btn,1991,123591279.9138
btn,1992,123321658.32094
btn,1993,130532749.77748
btn,1994,133696431.24251
btn,1995,140599923.74346
btn,1996,159261772.25088
btn,1997,177406060.33463
btn,1998,197249671.08656
btn,1999,210518517.22559
btn,2000,235945614.36135
btn,2001,249924173.10089
btn,2002,268000767.1945
btn,2003,293124305.6616
btn,2004,324779279.91707
btn,2005,372853973.63328
btn,2006,403266354.47014
btn,2007,427723655.95948
btn,2008,447716680.59285
btn,2009,507112361.7473
btn,2010,568642872.47003
btn,2011,644024254.18511
btn,2012,648314251.54561
btn,2013,658823668.44747
btn,2014,713112313.47191
btn,2015,773761918.19728
btn,2016,849593960.39072
btn,2017,906669439.20803
btn,2018,987429780.70872
btn,2019,1117806270.47032
btn,2020,1041203297.48884
bwa,1960,91384393.35072
bwa,1961,100634503.1777
bwa,1962,109312348.78693
bwa,1963,119891532.08814
bwa,1964,120195316.19187
bwa,1965,118704171.13517
bwa,1966,123490488.71486
bwa,1967,127828955.00236
bwa,1968,143396332.55392
bwa,1969,137232486.61397
bwa,1970,131979224.11429
bwa,1971,169165505.93062
bwa,1972,213860180.68836
bwa,1973,248961076.33646
bwa,1974,274289622.60398
bwa,1975,298412627.32494
bwa,1976,335130778.8786
bwa,1977,348263911.10058
bwa,1978,384535204.487
bwa,1979,430439104.96446
bwa,1980,437315998.59107
bwa,1981,464575323.89952
bwa,1982,497420576.52527
bwa,1983,510926098.56237
bwa,1984,602287041.35005
bwa,1985,746701871.58135
bwa,1986,834438148.62097
bwa,1987,964826098.25951
bwa,1988,1235234604.62765
bwa,1989,1484019369.25149
bwa,1990,1610956450.00595
bwa,1991,1713985771.46869
bwa,1992,1833375637.32103
bwa,1993,2017440776.71788
bwa,1994,2241018457.61568
bwa,1995,2468492123.33144
bwa,1996,2718102870.50308
bwa,1997,2919274743.37939
bwa,1998,3014662782.7732
bwa,1999,3321057842.38504
bwa,2000,3280147497.94012
bwa,2001,3375455460.44525
bwa,2002,3566872278.37227
bwa,2003,3693343561.31752
bwa,2004,3657032963.58939
bwa,2005,3788735120.06345
bwa,2006,4141941299.34944
bwa,2007,4583445465.3454
bwa,2008,5063029145.36956
bwa,2009,5304877442.0526
bwa,2010,5768682703.7165
bwa,2011,6289475516.52991
bwa,2012,6744647869.44492
bwa,2013,7425363329.63792
bwa,2014,7907148837.28109
bwa,2015,7743745680.71873
bwa,2016,8486398007.74568
bwa,2017,8782287890.54795
bwa,2018,9017937461.70713
bwa,2019,9635264764.89151
bwa,2020,9562217307.68301
caf,2009,662423286.63616
caf,2010,722729587.85507
caf,2011,762957807.3654
caf,2012,792166093.39804
caf,2013,647749411.91675
caf,2014,680818509.91025
caf,2015,714491949.3305
caf,2016,742503174.46016
caf,2017,786701452.2662
caf,2018,821102425.78865
caf,2019,845735498.56231
caf,2020,909236488.49128
can,1997,642796213056.9729
can,1998,669191071637.94897
can,1999,700874977739.78894
can,2000,735756491063.54492
can,2001,755436506322.27185
can,2002,782456258257.38
can,2003,798950408679.24097
can,2004,823970713018.84595
can,2005,851224974834.61206
can,2006,882212326659.06384
can,2007,906943751591.81274
can,2008,920112503297.34204
can,2009,914112905414.40613
can,2010,936779477760.76099
can,2011,963299067121.24402
can,2012,980399016227.67285
can,2013,1001470651129.27002
can,2014,1027994027674.81006
can,2015,1042876437217.57996
can,2016,1062561669923.90002
can,2017,1093505668919.05005
can,2018,1124314693045.44995
can,2019,1152308915143.33008
can,2020,1095073729314.38
che,1990,324011447361.112
che,1991,321252026617.25098
che,1992,321928392607.591
che,1993,321606904657.85901
che,1994,322684326849.90198
che,1995,325320801525.966
che,1996,329781654906.09399
che,1997,338810542673.50098
che,1998,351300272731.88202
che,1999,356665184591.41101
che,2000,373328707182.03998
che,2001,377591937235.04602
che,2002,376988219162.91199
che,2003,377814282571.32098
che,2004,390969023453.76495
che,2005,400369108156.94495
che,2006,415620500274.492
che,2007,432510061124.25
che,2008,445265675393.54999
che,2009,446674147233.71997
che,2010,456511965907.56403
che,2011,458595918434.11499
che,2012,469339308501.16895
che,2013,477935609945.58197
che,2014,492391311230.69293
che,2015,504144939102.35602
che,2016,514201393564.19507
che,2017,518141343238.67902
che,2018,529378681999.63098
che,2019,533828291396.02301
che,2020,523294891895.20306
chl,1960,12263460134.7651
chl,1961,12774368710.4591
chl,1962,13007351844.0055
chl,1963,13714159255.6578
chl,1964,14056603104.0183
chl,1965,14349279549.2958
chl,1966,15802598007.1929
chl,1967,16528705796.7721
chl,1968,17074768632.2615
chl,1969,18143320270.2014
chl,1970,18577303053.8723
chl,1971,20432345092.3341
chl,1972,20675667714.0555
chl,1973,20077493858.1634
chl,1974,19399912733.0861
chl,1975,18201221403.9821
chl,1976,18806977551.2027
chl,1977,20778786876.1223
chl,1978,22813184569.462
chl,1979,24879014306.854
chl,1980,27216703653.3312
chl,1981,28690011788.3669
chl,1982,25854786270.9022
chl,1983,23704586310.001
chl,1984,24058886104.8023
chl,1985,25206569292.2424
chl,1986,27146451978.3154
chl,1987,28900405570.4672
chl,1988,30529547712.5003
chl,1989,33677252217.77069
chl,1990,34896165665.4854
chl,1991,37930938938.7376
chl,1992,42509402850.0783
chl,1993,44987342771.5962
chl,1994,47303785498.56609
chl,1995,52076713057.0777
chl,1996,47101691392.2062
chl,1997,50306122276.27409
chl,1998,52029407641.7291
chl,1999,52351091366.045
chl,2000,54098366594.9583
chl,2001,55874285685.1655
chl,2002,57522125668.168
chl,2003,60238485956.1879
chl,2004,63493258698.4016
chl,2005,66971956830.4547
chl,2006,70595712350.33521
chl,2007,74827539434.65689
chl,2008,78145084761.59138
chl,2009,76671617285.20918
chl,2010,82187202909.2491
chl,2011,88278968804.34901
chl,2012,93184947424.9463
chl,2013,133837280042.52299
chl,2014,137341153482.084
chl,2015,141211306275.21201
chl,2016,144768132900.59799
chl,2017,146990733507.57199
chl,2018,152506009030.20499
chl,2019,155051071930.715
chl,2020,144905336967.52499
chn,1978,133648347578.817
chn,1979,144134650995.35901
chn,1980,152871820864.17801
chn,1981,167526201303.67899
chn,1982,188723119727.728
chn,1983,216339911197.056
chn,1984,258274082208.604
chn,1985,305057047933.966
chn,1986,342633031892.63898
chn,1987,392937324038.49103
chn,1988,444693470861.112
chn,1989,470655070887.83698
chn,1990,483215608072.37097
chn,1991,527691758458.14899
chn,1992,594182656218.04602
chn,1993,666494420152.16797
chn,1994,742264039148.51099
chn,1995,817104974820.88892
chn,1996,892405945852.56091
chn,1997,985495052363.94812
chn,1998,1068297977197.30005
chn,1999,1167106400930.68994
chn,2000,1281206831649.20996
chn,2001,1412650815960.6499
chn,2002,1560776235037.23999
chn,2003,1709671298224.62988
chn,2004,1882690656522.40967
chn,2005,2115352598906.86011
chn,2006,2414340962712.39014
chn,2007,2802361649681.25977
chn,2008,3095932589608.83008
chn,2009,3392726824518.33008
chn,2010,3720768953815.62012
chn,2011,4073800328299.56006
chn,2012,4400278751085.40039
chn,2013,4765465297612.68945
chn,2014,5162991689005.48047
chn,2015,5616132477620.23047
chn,2016,6070819054111.33984
chn,2017,6572862028755.78027
chn,2018,7097607127719.75
chn,2019,7607263944178.70996
chn,2020,7765904532761.51855
civ,2008,17727101395.0363
civ,2009,18721315969.027
civ,2010,20072328403.20029
civ,2011,18647111112.2417
civ,2012,22063909382.6927
civ,2013,23111044497.6797
civ,2014,24989522590.3434
civ,2015,21887376440.9602
civ,2016,24582105346.4553
civ,2017,25628712447.2422
civ,2018,27116404902.9442
civ,2019,28788682874.8794
civ,2020,28999781874.72969
cmr,1965,4302429963.37431
cmr,1966,4508296440.90905
cmr,1967,3445232344.14395
cmr,1968,1989574945.42343
cmr,1969,1906817508.49495
cmr,1970,2288684647.5615
cmr,1971,2353374537.41146
cmr,1972,3136142608.5609
cmr,1973,3120220549.3991
cmr,1974,3666142608.53814
cmr,1975,4589301166.14727
cmr,1976,4159997293.15894
cmr,1977,5148074617.08881
cmr,1978,7563305101.83724
cmr,1979,7092673158.88296
cmr,1980,6213534432.80767
cmr,1981,7087309347.11026
cmr,1982,7656071227.22933
cmr,1983,8541687119.02277
cmr,1984,8613049832.65882
cmr,1985,9410220873.1154
cmr,1986,10083481805.7425
cmr,1987,9304046313.99624
cmr,1988,9050422055.27468
cmr,1989,8144579621.72929
cmr,1990,7471455211.94909
cmr,1991,7303043792.27593
cmr,1992,6496502325.4462
cmr,1993,5081826550.26178
cmr,1994,5194923566.92706
cmr,1995,5494983173.04145
cmr,1996,5781575172.4374
cmr,1997,6135247259.74146
cmr,1998,6392513586.89672
cmr,1999,6632361106.09697
cmr,2000,6983300722.74831
cmr,2001,7425433761.43435
cmr,2002,7589268994.89997
cmr,2003,8248938600.04922
cmr,2004,9040158224.41628
cmr,2005,9674405824.73414
cmr,2006,10009402597.7287
cmr,2007,10773237226.1257
cmr,2008,11484346535.719
cmr,2009,12040802743.1842
cmr,2010,12603724056.0819
cmr,2011,13401239208.8418
cmr,2012,13810725112.3251
cmr,2013,14548038263.2819
cmr,2014,15464039921.0491
cmr,2015,15963495047.713
cmr,2016,16670468122.0837
cmr,2017,17463800846.6509
cmr,2018,18353493188.18
cmr,2019,18931148253.8479
cmr,2020,19037439012.0792
cod,1968,7764842064.04862
cod,1969,8314878549.77345
cod,1970,6170147306.21986
cod,1971,4882745866.40665
cod,1972,4787578637.52045
cod,1973,5292920455.42538
cod,1974,5259700685.15248
cod,1975,4979613232.58768
cod,1976,5507743142.71149
cod,1977,6297310042.95018
cod,1978,6226113011.07454
cod,1979,6947212783.02495
cod,1980,6337626340.16836
cod,1981,6947057315.02612
cod,1982,7293131073.75011
cod,1983,7060648930.75657
cod,1984,6517894350.26113
cod,1985,6183899462.21259
cod,1986,6629434140.36567
cod,1987,8055796599.31975
cod,1988,8151475669.37152
cod,1989,8326984340.97064
cod,1990,9329421981.80016
cod,1991,9514409005.1168
cod,1992,9873305395.40733
cod,1993,7769801896.46984
cod,1994,7244847365.80274
cod,1995,7453171267.83557
cod,1996,7247398737.88541
cod,1997,7076611383.23306
cod,1998,7241639028.93606
cod,1999,6537924512.14331
cod,2000,5435786254.66723
cod,2001,5427004452.74751
cod,2002,5696007080.59558
cod,2003,6326506775.53695
cod,2004,6920925848.87112
cod,2005,7179977620.91495
cod,2006,7630792473.98356
cod,2007,8524260629.19945
cod,2008,9343391313.49946
cod,2009,9716439696.22571
cod,2010,9274304231.34108
cod,2011,9370108529.04644
cod,2012,9989624094.68221
cod,2013,10771951510.437
cod,2014,11508539031.4023
cod,2015,12552419150.5262
cod,2016,13117705703.3947
cod,2017,13507035179.964
cod,2018,13684756706.9017
cod,2019,14459701684.4544
cod,2020,14478282136.8077
cog,1960,559419096.32709
cog,1961,628720169.14338
cog,1962,674983465.13748
cog,1963,634461142.94922
cog,1964,657896004.65594
cog,1965,705256646.91615
cog,1966,690185418.84149
cog,1967,639003729.48766
cog,1968,716546758.2078
cog,1969,811276826.07085
cog,1970,829818319.32738
cog,1971,929734784.13826
cog,1972,1030283223.99911
cog,1973,1105366902.82803
cog,1974,1133372826.29089
cog,1975,1135333897.95709
cog,1976,1104331892.36205
cog,1977,1045212174.24985
cog,1978,1145886773.0531
cog,1979,1178829822.36274
cog,1980,1367786493.93553
cog,1981,1866316938.57542
cog,1982,2222814965.50777
cog,1983,2206901298.81798
cog,1984,2374539946.00677
cog,1985,2398943911.13014
cog,1986,2228673210.25287
cog,1987,2170094691.05966
cog,1988,2166975234.53611
cog,1989,2099728385.31061
cog,1990,2060067717.40723
cog,1991,2214287305.49649
cog,1992,2242659381.62812
cog,1993,2160332155.7537
cog,1994,1983948617.06658
cog,1995,2030413906.02959
cog,1996,2094419622.75481
cog,1997,1797313734.81915
cog,1998,1829874108.53708
cog,1999,1658869093.44664
cog,2000,1920287791.08237
cog,2001,2156587966.04147
cog,2002,2316195244.83177
cog,2003,2422309373.5766
cog,2004,2533947251.54418
cog,2005,2629764094.56123
cog,2006,2893910639.51301
cog,2007,3248941107.1257
cog,2008,3209235924.06041
cog,2009,3133257955.41152
cog,2010,3279415048.91333
cog,2011,3639656310.0045
cog,2012,4306259118.75506
cog,2013,4533987275.78084
cog,2014,4837478567.15388
cog,2015,4709225100.75939
cog,2016,4573599340.8578
cog,2017,4135216303.11947
cog,2018,3960699893.286
cog,2019,3889951634.31281
cog,2020,3549851900.20792
col,1965,17642455287.1084
col,1966,18666533234.0112
col,1967,19202084625.033
col,1968,20231978364.2676
col,1969,21609656484.9508
col,1970,23452431826.692
col,1971,25624381014.4197
col,1972,27319767561.9206
col,1973,29329373060.8402
col,1974,31179625849.8653
col,1975,32051330037.6719
col,1976,33725281236.2923
col,1977,35655459628.5075
col,1978,38494729444.94849
col,1979,40470769513.83849
col,1980,42494997576.3353
col,1981,44329963139.8023
col,1982,45643667544.8343
col,1983,46082510617.6512
col,1984,46807158342.2077
col,1985,47719074579.8521
col,1986,49520973209.7747
col,1987,52007141348.9211
col,1988,54928164588.9995
col,1989,56360012661.117
col,1990,58598926543.40929
col,1991,60470544359.82249
col,1992,64072843025.8221
col,1993,68164110723.0806
col,1994,73645359759.20758
col,1995,78954097670.6902
col,1996,84604457855.1169
col,1997,88957071638.5237
col,1998,89160242416.2187
col,1999,85746845774.73811
col,2000,86974315676.47598
col,2001,88680702473.7289
col,2002,90747289765.06599
col,2003,93912804586.98988
col,2004,98884657913.25951
col,2005,103516166584.77
col,2006,110050367249.72301
col,2007,117410643182.933
col,2008,121201471588.354
col,2009,123094697512.20799
col,2010,129152947525.912
col,2011,137357899097.66
col,2012,143310382299.97501
col,2013,150989052806.77899
col,2014,159247617210.50699
col,2015,164982366666.61899
col,2016,168903032950.84799
col,2017,173254790169.76999
col,2018,179601528279.36499
col,2019,187565039750.63199
col,2020,178282626751.729
com,1980,208889865.64259
com,1981,216962658.03298
com,1982,230812637.91586
com,1983,241939450.12607
com,1984,251885374.67261
com,1985,257629476.95039
com,1986,262439558.1666
com,1987,266738091.063
com,1988,273907402.59002
com,1989,265195811.05399
com,1990,278697123.67411
com,1991,263658621.07801
com,1992,286151477.05098
com,1993,294753632.87681
com,1994,279201036.94438
com,1995,289279302.34978
com,1996,285543218.10353
com,1997,297051782.79122
com,1998,300861672.51644
com,1999,306651585.09152
com,2000,339917495.9789
com,2001,347847767.44436
com,2002,355933284.91733
com,2003,363423268.52544
com,2004,370399158.79721
com,2005,380907531.9939
com,2006,390990887.43234
com,2007,394711701.57948
com,2008,416026214.9053
com,2009,416026214.9053
com,2010,419769934.2011
com,2011,446635128.54944
com,2012,471199627.96685
com,2013,489577192.23261
com,2014,513566517.91729
com,2015,530345811.81068
com,2016,551591609.69056
com,2017,576481871.22208
com,2018,587880745.6979
com,2019,598565592.88487
com,2020,595604616.32388
cpv,1980,102780929.53643
cpv,1981,115007166.82209
cpv,1982,125687031.50621
cpv,1983,137718939.93682
cpv,1984,144839834.61263
cpv,1985,150974733.49093
cpv,1986,154496292.39871
cpv,1987,149646091.45291
cpv,1988,159160934.24102
cpv,1989,169509914.11273
cpv,1990,175446773.42506
cpv,1991,180173160.13819
cpv,1992,201599259.39569
cpv,1993,217435044.74759
cpv,1994,262573469.70423
cpv,1995,302813268.26707
cpv,1996,338778757.45568
cpv,1997,393011927.39864
cpv,1998,448482964.93473
cpv,1999,492196424.16964
cpv,2000,575918497.2725
cpv,2001,616724072.68816
cpv,2002,655442440.50575
cpv,2003,689340847.20662
cpv,2004,767827519.97636
cpv,2005,823503650.56997
cpv,2006,896315616.56026
cpv,2007,834063368.08139
cpv,2008,869844090.114
cpv,2009,874139230.17205
cpv,2010,902658978.19502
cpv,2011,931048255.69203
cpv,2012,968929090.92408
cpv,2013,972047007.93718
cpv,2014,970065167.47932
cpv,2015,966361526.8595
cpv,2016,1019750187.00348
cpv,2017,1034660547.07188
cpv,2018,1080083182.42375
cpv,2019,1147093457.47188
cpv,2020,984763024.28572
cri,1960,3298321813.87875
cri,1961,3198097632.29779
cri,1962,3486797346.10041
cri,1963,3676817759.7337
cri,1964,3797125399.66616
cri,1965,4161524302.63979
cri,1966,4468762593.38223
cri,1967,4652217261.01602
cri,1968,4934351228.8191
cri,1969,5086908268.21983
cri,1970,5519281953.30616
cri,1971,5863790508.10473
cri,1972,6292881320.19129
cri,1973,6810416593.09499
cri,1974,7192967852.65552
cri,1975,7258818422.82721
cri,1976,7680957268.56134
cri,1977,8498392645.50214
cri,1978,8957415534.9395
cri,1979,9496386037.42986
cri,1980,9586954710.188
cri,1981,9233949307.62534
cri,1982,8808141368.53852
cri,1983,8964753721.64485
cri,1984,9452743137.55069
cri,1985,9718655850.53141
cri,1986,10227694275.671
cri,1987,10717614793.3414
cri,1988,11133767223.6054
cri,1989,11744188491.3847
cri,1990,12293393833.2273
cri,1991,12476655390.5361
cri,1992,13309627628.6406
cri,1993,14058044268.6424
cri,1994,14631523445.8098
cri,1995,14993641041.054
cri,1996,15234551912.4724
cri,1997,15831730638.5638
cri,1998,16695291285.695
cri,1999,17628001944.2191
cri,2000,18356283741.8184
cri,2001,19007258231.2937
cri,2002,19771323651.9426
cri,2003,20548708965.21329
cri,2004,21483565572.6038
cri,2005,22412947187.7008
cri,2006,23915521672.7062
cri,2007,25795866723.6543
cri,2008,27604427577.2331
cri,2009,28326057685.0384
cri,2010,30006338269.9886
cri,2011,31477040291.7869
cri,2012,33178981534.3266
cri,2013,34730020238.8825
cri,2014,36309026996.7774
cri,2015,37984258642.4996
cri,2016,39587130957.0463
cri,2017,41592924914.4432
cri,2018,42774911444.7642
cri,2019,44329328874.333
cri,2020,42039557880.8911
cub,1996,25124011841.9128
cub,1997,25589237408.3387
cub,1998,26757617504.2901
cub,1999,28223017170.3401
cub,2000,29616732070.116
cub,2001,31248776248.6928
cub,2002,31930859902.3953
cub,2003,33584529968.6271
cub,2004,35896290002.9879
cub,2005,40988727192.9436
cub,2006,46141751596.03609
cub,2007,49867086987.6998
cub,2008,52000946471.7893
cub,2009,53346487102.236
cub,2010,55453827249.639
cub,2011,57063929834.1716
cub,2012,58661404163.1393
cub,2013,60028412828.0464
cub,2014,61426992131.8659
cub,2015,63397000000
cub,2016,64181530376.9733
cub,2017,65513811339.0767
cub,2018,66928175962.35249
cub,2019,67891080449.1808
cub,2020,60278767994.6218
cym,2006,3986655586.22345
cym,2007,4197485419.41678
cym,2008,4177538461.53846
cym,2009,3855881675.26701
cym,2010,3775207128.28513
cym,2011,3815020520.82083
cym,2012,3884932077.28309
cym,2013,3934131765.27061
cym,2014,4012801392.05568
cym,2015,4116845793.83175
cym,2016,4227951878.07512
cym,2017,4367698907.95632
cym,2018,4514528861.15445
cym,2019,4690627625.10501
cym,2020,4389895595.82383
cyp,1975,1500607728.29318
cyp,1976,1766455816.52531
cyp,1977,2105492502.94828
cyp,1978,2266200385.96459
cyp,1979,2536060330.07955
cyp,1980,2698403116.55555
cyp,1981,2903687148.02757
cyp,1982,3118362984.93622
cyp,1983,3313622861.68497
cyp,1984,3679369275.86202
cyp,1985,3912272281.49006
cyp,1986,4108708088.33791
cyp,1987,4401947681.51109
cyp,1988,4791847947.06337
cyp,1989,5308779681.84895
cyp,1990,5838024511.85631
cyp,1991,5977649788.9886
cyp,1992,6584096545.85901
cyp,1993,6713659053.91479
cyp,1994,7256455577.04644
cyp,1995,8371431177.90242
cyp,1996,8555271175.13304
cyp,1997,8937622599.53897
cyp,1998,9469774698.07539
cyp,1999,9971680770.72037
cyp,2000,10668175631.0403
cyp,2001,11004642877.482
cyp,2002,11326593681.725
cyp,2003,11535102376.0293
cyp,2004,12025507019.8949
cyp,2005,12684323132.6323
cyp,2006,13384910115.4555
cyp,2007,14074438332.3422
cyp,2008,14825028376.107
cyp,2009,14971882053.0233
cyp,2010,15493467109.3355
cyp,2011,15823480621.4316
cyp,2012,15504192484.365
cyp,2013,14682616937.8971
cyp,2014,14547349431.2616
cyp,2015,14972713857.761
cyp,2016,15765206343.9426
cyp,2017,16701023469.514
cyp,2018,17555969327.2287
cyp,2019,18404431345.0644
cyp,2020,17546053456.5418
cze,1993,60405986605.0104
cze,1994,61211500137.2021
cze,1995,63051781086.43729
cze,1996,65311082880.2276
cze,1997,65818222470.654
cze,1998,66225031759.7439
cze,1999,67785395599.3699
cze,2000,70615214187.7128
cze,2001,72971350170.23219
cze,2002,73886681233.80249
cze,2003,76989237257.99071
cze,2004,79260084353.87971
cze,2005,82919172722.1911
