geo,time,fi_res_xgld_cd
deu,2012,67422250285.7566
deu,2013,67365115663.6072
deu,2014,62265928847.9195
deu,2015,58506810555.4249
deu,2016,59582016353.3968
deu,2017,59356901123.869
deu,2018,59173100675.4032
deu,2019,59184533016.4155
deu,2020,63969346748.67889
deu,2021,99169059613.5975
dji,1984,44933881.04365
dji,1985,50941032.91992
dji,1986,53615760.14306
dji,1987,63525625.0295
dji,1988,64361014.95519
dji,1989,59152645.8434
dji,1990,93639294.28032
dji,1991,99996799.50513
dji,1992,83401905.67526
dji,1993,75101449.73344
dji,1994,73758752.5894
dji,1995,72155533.82645
dji,1996,76970779.65926
dji,1997,66567644.20794
dji,1998,66454891.89893
dji,1999,70605911.83531
dji,2000,67804571.8254
dji,2001,70308696.57013
dji,2002,73707750.58731
dji,2003,100129582.48695
dji,2004,93939056.7034
dji,2005,89264770.31701
dji,2006,120326699.17378
dji,2007,132137437.93887
dji,2008,175495410.94299
dji,2009,241831914.3891
dji,2010,248997896.28913
dji,2011,244112095.1698
dji,2012,248630000.26724
dji,2013,424961509.88134
dji,2014,393148391.65768
dji,2015,364857284.06406
dji,2016,407414266.73358
dji,2017,556097628.85246
dji,2018,454193909.7186
dji,2019,501857934.38414
dji,2020,686339280.94212
dji,2021,588417559.78835
dma,1975,345257.86842
dma,1976,1172592.5926
dma,1977,2230370.37039
dma,1978,1925185.1852
dma,1979,9835555.55563
dma,1980,5078148.14819
dma,1981,3056990.47981
dma,1982,4329400.5309
dma,1983,1478782.39064
dma,1984,5249802.0957
dma,1985,3270984.18278
dma,1986,9593021.29585
dma,1987,18427249.35806
dma,1988,14063589.64353
dma,1989,11683674.13988
dma,1990,14462984.59262
dma,1991,17768608.61978
dma,1992,20410000.4125
dma,1993,19915109.14316
dma,1994,15414832.05183
dma,1995,22123442.28277
dma,1996,22894379.55113
dma,1997,23892440.09326
dma,1998,27665292.71009
dma,1999,31574051.16698
dma,2000,29372786.73744
dma,2001,31224517.74251
dma,2002,45497423.65657
dma,2003,47735245.63194
dma,2004,42321834.55599
dma,2005,49172196.72641
dma,2006,63047100.25786
dma,2007,60522068.62498
dma,2008,55150083.35993
dma,2009,75464032.69403
dma,2010,76099741.29086
dma,2011,81120934.26993
dma,2012,94562315.38201
dma,2013,87050886.02607
dma,2014,101447737.68614
dma,2015,126225919.30059
dma,2016,221907763.51591
dma,2017,212292574.60683
dma,2018,191323608.30539
dma,2019,155172395.26019
dma,2020,165824163.30894
dma,2021,180632901.47581
dnk,1960,179110000
dnk,1961,175710000
dnk,1962,163710000
dnk,1963,378410000
dnk,1964,553040000
dnk,1965,489590000
dnk,1966,489080000
dnk,1967,426880000
dnk,1968,334820000
dnk,1969,357360000
dnk,1970,419030000
dnk,1971,652947158.24911
dnk,1972,785938711.41517
dnk,1973,1247356547.78642
dnk,1974,857607605.90786
dnk,1975,802715888.37468
dnk,1976,841496712.21782
dnk,1977,1588794640.9386
dnk,1978,3128993668.69511
dnk,1979,3235596490.99919
dnk,1980,3386752784.62994
dnk,1981,2547639719.16503
dnk,1982,2265667968.30173
dnk,1983,3620689180.0648
dnk,1984,3008908460.54667
dnk,1985,5428565202.10896
dnk,1986,4964473673.13738
dnk,1987,10066366962.2211
dnk,1988,10764952542.6922
dnk,1989,6396789355.27111
dnk,1990,10591360672.0633
dnk,1991,7404276589.56644
dnk,1992,11043607126.6517
dnk,1993,10300808563.1797
dnk,1994,9056097124.10019
dnk,1995,11015699557.9194
dnk,1996,14140377155.4947
dnk,1997,19124232129.9814
dnk,1998,15264197137.4865
dnk,1999,22286949236.2656
dnk,2000,15108246747.2906
dnk,2001,17110213223.0595
dnk,2002,26985657484.4471
dnk,2003,37104964983.112
dnk,2004,39083668074.20889
dnk,2005,32930386410.5423
dnk,2006,29723677393.0521
dnk,2007,32534428041.81969
dnk,2008,40465790826.77049
dnk,2009,74290894422.3139
dnk,2010,73502814525.9157
dnk,2011,81679494478.41649
dnk,2012,86137535278.45918
dnk,2013,86099435807.3309
dnk,2014,72811530069.07899
dnk,2015,62917117406.27889
dnk,2016,61764037979.9462
dnk,2017,72470454465.80389
dnk,2018,68199860033.7473
dnk,2019,63576937133.6664
dnk,2020,68777153366.5649
dnk,2021,78341558775.9223
dom,1960,15400000
dom,1961,6000000
dom,1962,16700000
dom,1963,38950000
dom,1964,38400000
dom,1965,47800000
dom,1966,40600000
dom,1967,29400000
dom,1968,32600000
dom,1969,36800000
dom,1970,29120000
dom,1971,52800000
dom,1972,55313164.33148
dom,1973,84335171.02495
dom,1974,87127562.57509
dom,1975,112644400.74881
dom,1976,123494225.70551
dom,1977,180104358.39646
dom,1978,154049196.183
dom,1979,238611138.05576
dom,1980,201800000
dom,1981,225197246.0855
dom,1982,128984646.9511
dom,1983,171288274.10144
dom,1984,253501885.9236
dom,1985,340101493.84886
dom,1986,376300000
dom,1987,182214186.61068
dom,1988,254040370.87376
dom,1989,164000000
dom,1990,61600000
dom,1991,441857217.23955
dom,1992,499796250.36094
dom,1993,651224433.94719
dom,1994,252088132.73957
dom,1995,365556192.27979
dom,1996,350251265.78012
dom,1997,391034294.38496
dom,1998,501855654.76796
dom,1999,693972747.34044
dom,2000,627192942.12582
dom,2001,1099475738.92325
dom,2002,468412793.71139
dom,2003,271909943.78349
dom,2004,818409602.96892
dom,2005,1920468046.76764
dom,2006,2263790168.10921
dom,2007,3029510311.31634
dom,2008,2678597079.16656
dom,2009,3560281795.74604
dom,2010,3848743718.77531
dom,2011,4086418161.35283
dom,2012,3528197182.41412
dom,2013,4678588976.01792
dom,2014,4839720595.88809
dom,2015,5246649594.25313
dom,2016,6113262020.35062
dom,2017,6849184985.30285
dom,2018,7694112505.7843
dom,2019,8843077478.35982
dom,2020,10810213184.4271
dom,2021,13091343649.1642
dza,1960,260000000
dza,1961,306000000
dza,1962,180000000
dza,1963,231500000
dza,1964,189200000
dza,1965,178500000
dza,1966,267350000
dza,1967,286700000
dza,1968,286450000
dza,1969,204250000
dza,1970,147900000
dza,1971,298618473.5527
dza,1972,285101373.52012
dza,1973,912191778.86446
dza,1974,1454279249.83138
dza,1975,1128326192.4192
dza,1976,1764938202.28525
dza,1977,1683573587.40534
dza,1978,1980500820.89359
dza,1979,2658756939.23247
dza,1980,3772615310.34183
dza,1981,3695344111.87274
dza,1982,2421996371.09968
dza,1983,1880389415.57597
dza,1984,1464155000.80686
dza,1985,2818953427.06503
dza,1986,1660195173.26581
dza,1987,1640459717.11898
dza,1988,900193484.14097
dza,1989,846995058.74313
dza,1990,724759955.04403
dza,1991,1485886738.4743
dza,1992,1457045003.91876
dza,1993,1474742798.52566
dza,1994,2673875248.72154
dza,1995,2005167336.57585
dza,1996,4235006161.63766
dza,1997,8046742631.74086
dza,1998,6845539222.62977
dza,1999,4525667963.23314
dza,2000,12023903987.4191
dza,2001,18081413033.0419
dza,2002,23237503813.4625
dza,2003,33125171865.8288
dza,2004,43246380713.5136
dza,2005,56303086193.2939
dza,2006,77913736744.715
dza,2007,110317600020.22701
dza,2008,143242995145.07001
dza,2009,149040598478.39999
dza,2010,162614490298.19
dza,2011,182821825955.91501
dza,2012,191297104701.13101
dza,2013,194712107088.46201
dza,2014,179617718599.04599
dza,2015,144677455937.50101
dza,2016,114390744334.25999
dza,2017,97614427695.37869
dza,2018,80227698867.58299
dza,2019,63297610714.94849
dza,2020,48882051109.5108
dza,2021,46054847199.36649
ecu,1960,20750000
ecu,1961,19100000
ecu,1962,24200000
ecu,1963,32900000
ecu,1964,40400000
ecu,1965,34800000
ecu,1966,50100000
ecu,1967,52000000
ecu,1968,31100000
ecu,1969,42900000
ecu,1970,55220000
ecu,1971,37137153.25296
ecu,1972,121085163.67981
ecu,1973,210374877.87379
ecu,1974,318634536.48469
ecu,1975,253351256.14344
ecu,1976,477373065.26853
ecu,1977,623060643.32389
ecu,1978,635758057.82362
ecu,1979,721996659.29522
ecu,1980,1012960309.22628
ecu,1981,632399608.98387
ecu,1982,304200000
ecu,1983,644471402.41017
ecu,1984,611190104.78488
ecu,1985,718167574.69244
ecu,1986,644149017.16145
ecu,1987,491122129.69399
ecu,1988,397618781.87617
ecu,1989,540419914.84217
ecu,1990,838481822.70845
ecu,1991,924296672.81752
ecu,1992,868163838.7394
ecu,1993,1379948897.96451
ecu,1994,1844238464.21111
ecu,1995,1627628518.50971
ecu,1996,1858453220.73186
ecu,1997,2092790479.14598
ecu,1998,1619731403.16665
ecu,1999,1642369254.49258
ecu,2000,946926261.64474
ecu,2001,839767943.47572
ecu,2002,714626724.67563
ecu,2003,812578785.54627
ecu,2004,1069609342.03766
ecu,2005,1714231666.52374
ecu,2006,1489487163.35999
ecu,2007,2816381598.57904
ecu,2008,3738153054.27756
ecu,2009,2873184731.6349
ecu,2010,1434845856.38252
ecu,2011,1664304383.64451
ecu,2012,1079956143.68357
ecu,2013,3328037833.46757
ecu,2014,3484140017.73337
ecu,2015,2085430599.56405
ecu,2016,3781142470.05677
ecu,2017,1678194706.6482
ecu,2018,1896101675.1971
ecu,2019,1866276783.11069
ecu,2020,5235932958.35225
ecu,2021,6082715703.18178
egy,1960,90000000
egy,1961,29000000
egy,1962,49000000
egy,1963,42000000
egy,1964,84000000
egy,1965,54000000
egy,1966,63000000
egy,1967,102000000
egy,1968,75000000
egy,1969,51000000
egy,1970,74080000
egy,1971,57132023.24318
egy,1972,51504587.16194
egy,1973,259601785.43652
egy,1974,251844654.5348
egy,1975,193916016.97094
egy,1976,239585179.70465
egy,1977,430727953.00122
egy,1978,491669897.61415
egy,1979,529461066.24924
egy,1980,1046000000
egy,1981,716202621.2587
egy,1982,698132372.89459
egy,1983,771099670.24248
egy,1984,736205844.00965
egy,1985,792098857.64499
egy,1986,829012231.96702
egy,1987,1378312105.43489
egy,1988,1263430622.65344
egy,1989,1520131416.40602
egy,1990,2683611742.61285
egy,1991,5325330300.81964
egy,1992,10809756747.8378
egy,1993,12904091827.095
egy,1994,13480782194.6765
egy,1995,16181222673.9485
egy,1996,17398343008.3746
egy,1997,18664757639.4586
egy,1998,18123914818.7521
egy,1999,14484069531.4655
egy,2000,13117578467.624
egy,2001,12925786040.4969
egy,2002,13242410675.248
egy,2003,13588731809.1242
egy,2004,14273201918.8957
egy,2005,20609055555.5556
egy,2006,24461557537.3543
egy,2007,30187705601.3476
egy,2008,32216142798.3926
egy,2009,32252965766.342
egy,2010,33611735634.5559
egy,2011,14915680110.4777
egy,2012,11627543554.7728
egy,2013,13608097326.4074
egy,2014,11995212051.7397
egy,2015,13282027325.7756
egy,2016,20858154705.9678
egy,2017,33213917118.8055
egy,2018,38609411065.1377
egy,2019,40685367785.55689
egy,2020,34094946983.7178
egy,2021,35089750384.1185
eri,1995,40490517.07788
eri,1996,81319532.68095
eri,1997,199395770.50431
eri,1998,23057791.20565
eri,1999,34242932.2045
eri,2000,25516157.77738
eri,2001,39755114.57918
eri,2002,30282531.92116
eri,2003,24707771.97037
eri,2004,34746846.5869
eri,2005,27944199.05277
eri,2006,23576837.33493
eri,2007,32407629.65967
eri,2008,56020972.23374
eri,2009,90010612.77408
eri,2010,114149602.72893
eri,2011,115328815.90621
eri,2012,132764717.79285
eri,2013,133338047.50637
eri,2014,151753160.38846
eri,2015,145070693.22969
eri,2016,145371150.93999
eri,2017,143412422.68521
eri,2018,163033689.39269
eri,2019,191694416.40315
esp,1960,363000000
esp,1961,569520000
esp,1962,598500000
esp,1963,574000000
esp,1964,897510000
esp,1965,599010000
esp,1966,421020000
esp,1967,264020000
esp,1968,364020000
esp,1969,497130000
esp,1970,1319490000
esp,1971,2726861734.11526
esp,1972,4473385864.23363
esp,1973,6169571808.04701
esp,1974,5874221460.78679
esp,1975,5506117955.72817
esp,1976,4704447828.0785
esp,1977,5976597735.8469
esp,1978,10112381224.5126
esp,1979,13224431861.5845
esp,1980,11863258450.3179
esp,1981,10805063552.6341
esp,1982,7654701102.48056
esp,1983,7402088206.46505
esp,1984,11955317264.9284
esp,1985,11174874780.3163
esp,1986,14754530904.0647
esp,1987,30668818439.7566
esp,1988,37073524929.0145
esp,1989,41467033563.7501
esp,1990,51227835967.6203
esp,1991,65822356992.6619
esp,1992,45503814979.3062
esp,1993,41044658124.6966
esp,1994,41545943439.9557
esp,1995,34484976088.1069
esp,1996,57926892717.045
esp,1997,68398241257.124
esp,1998,55258034758.4886
esp,1999,33115036235.81269
esp,2000,30988904294.835
esp,2001,29582302330.36909
esp,2002,34535673181.2951
esp,2003,19788385919.0027
esp,2004,12388839233.3238
esp,2005,9677639742.35772
esp,2006,10822203767.0765
esp,2007,11480179768.3672
esp,2008,12413672123.6605
esp,2009,18205141380.3609
esp,2010,19146439372.9595
esp,2011,32843161356.6883
esp,2012,35522619476.9985
esp,2013,35429922037.6453
esp,2014,39493928511.5441
esp,2015,44377662235.87769
esp,2016,52666093828.9472
esp,2017,57662984366.0331
esp,2018,59030411977.7056
esp,2019,60943708284.1399
esp,2020,64167574160.7527
esp,2021,75723903894.64
est,1992,170175039.8064
est,1993,386122342.86604
est,1994,443352559.44864
est,1995,579912266.29485
est,1996,636816386.76391
est,1997,757717770.98355
est,1998,810604022.65511
est,1999,853491709.23056
est,2000,920644055.58726
est,2001,820241577.64831
est,2002,1000415301.27034
est,2003,1373360670.15844
est,2004,1788226276.65348
est,2005,1943207946.75443
est,2006,2781239627.45502
est,2007,3262692367.43126
est,2008,3964876388.52859
est,2009,3971941012.81399
est,2010,2555894087.1289
est,2011,194867695.54851
est,2012,287347803.18327
est,2013,304770126.74995
est,2014,427184954.50453
est,2015,406318362.43898
est,2016,342973543.41463
est,2017,334664507.94126
est,2018,744752388.30424
est,2019,1414255025.48627
est,2020,1981763948.8784
est,2021,2356916344.82894
eth,1960,51810000
eth,1961,53660000
eth,1962,61810000
eth,1963,63660000
eth,1964,58470000
eth,1965,73970000
eth,1966,74770000
eth,1967,60070000
eth,1968,58280000
eth,1969,62390000
eth,1970,63300000
eth,1971,59293735.4187
eth,1972,83204592.59259
eth,1973,166027275.47889
eth,1974,263550066.12512
eth,1975,276683891.74684
eth,1976,294735309.23068
eth,1977,213315990.48748
eth,1978,152926055.91603
eth,1979,172726932.85627
eth,1980,80129191.65017
eth,1981,266705128.39829
eth,1982,181840974.93027
eth,1983,125873805.16859
eth,1984,44340628.7093
eth,1985,147997715.28998
eth,1986,250500000
eth,1987,122688206.67054
eth,1988,64226913.91584
eth,1989,46052566.56241
eth,1990,20156078.30305
eth,1991,54457347.40877
eth,1992,232397535.99076
eth,1993,455795115.21264
eth,1994,544234560.72455
eth,1995,771509768.28674
eth,1996,732155665.83073
eth,1997,501074429.80657
eth,1998,511080691.05834
eth,1999,458508862.58546
eth,2000,306319431.55722
eth,2001,433230567.38334
eth,2002,881748955.86923
eth,2003,955608348.1063
eth,2004,1496784362.17874
eth,2005,1042595212.18723
eth,2006,867438393.59188
eth,2007,1289865496.28638
eth,2008,870502510.19458
eth,2009,1780874214.24059
eth,2010,2241164555.88825
eth,2011,2837310958.4935
eth,2012,2301655547.62419
eth,2013,2363513607.3673
eth,2014,3525244981.05226
eth,2015,3826807166.24954
eth,2016,3021776307.17666
eth,2017,3035198813.05231
eth,2018,3977210469.90204
eth,2019,2980519685.43951
eth,2020,3046114358.80766
fin,1960,286170000
fin,1961,295870000
fin,1962,243070000
fin,1963,277170000
fin,1964,298480000
fin,1965,205580000
fin,1966,143690000
fin,1967,139000000
fin,1968,292960000
fin,1969,281860000
fin,1970,424580000
fin,1971,623132343.65152
fin,1972,667646121.42929
fin,1973,574282671.04009
fin,1974,595855017.58345
fin,1975,433174187.06829
fin,1976,462113602.7991
fin,1977,531099280.95185
fin,1978,1222893499.23199
fin,1979,1539989014.99768
fin,1980,1870184503.99521
fin,1981,1483688176.82181
fin,1982,1517500811.00515
fin,1983,1237729199.77745
fin,1984,2754270553.79279
fin,1985,3749916520.2109
fin,1986,1787135667.19264
fin,1987,6417520762.10473
fin,1988,6369202832.68964
fin,1989,5111155526.05987
fin,1990,9644062659.51544
fin,1991,7608722367.64937
fin,1992,5213449146.8093
fin,1993,5410778796.89712
fin,1994,10661974712.2275
fin,1995,10038336451.2849
fin,1996,6916261114.81784
fin,1997,8416628558.51431
fin,1998,9694481013.49591
fin,1999,8219728947.40314
fin,2000,7976924083.14767
fin,2001,7983348162.79125
fin,2002,9284954097.61376
fin,2003,10514943632.4705
fin,2004,12221530496.8033
fin,2005,10521093301.0062
fin,2006,6494233358.46346
fin,2007,7063149053.47307
fin,2008,6979372867.1211
fin,2009,9710584791.92702
fin,2010,7326737724.74528
fin,2011,7857077418.071
fin,2012,8453224912.0095
fin,2013,9369246806.16031
fin,2014,8773770780.11775
fin,2015,8341475637.31246
fin,2016,8654839380.00171
fin,2017,8458376391.93142
fin,2018,8284157187.47175
fin,2019,9020281292.58792
fin,2020,10492037777.3892
fin,2021,13875628703.3566
fji,1965,21820000
fji,1966,18040000
fji,1967,18370000
fji,1968,18490000
fji,1969,26810000
fji,1970,27350000
fji,1971,39617149.99457
fji,1972,69415439.99131
fji,1973,73949350.99154
fji,1974,109147359.32425
fji,1975,148591616.45169
fji,1976,116321188.32745
fji,1977,147130500.95415
fji,1978,134697441.3166
fji,1979,136484765.98663
fji,1980,167507071.41069
fji,1981,135079871.97837
fji,1982,126920339.98881
fji,1983,115818934.73114
fji,1984,117420559.1251
fji,1985,130836485.06151
fji,1986,171051098.91992
fji,1987,132169607.17275
fji,1988,233363718.42661
fji,1989,211593962.99314
fji,1990,260794710.84492
fji,1991,271425504.44149
fji,1992,316870084.56282
fji,1993,269456635.66998
fji,1994,273138894.74791
fji,1995,349032345.37584
fji,1996,427237960.86461
fji,1997,360286919.22844
fji,1998,385673074.13952
fji,1999,428687485.91459
fji,2000,411794361.19628
fji,2001,366162504.08845
fji,2002,358660830.76519
fji,2003,423272906.25819
fji,2004,482727520.01393
fji,2005,320891281.97788
fji,2006,312791728.99236
fji,2007,527605571.07592
fji,2008,321485405.00723
fji,2009,569135077.94611
fji,2010,719398956.76586
fji,2011,832228664.16978
fji,2012,919974720.57425
fji,2013,940863393.42558
fji,2014,915201090.60829
fji,2015,917899350.36862
fji,2016,907677139.76034
fji,2017,1115067204.4475
fji,2018,946371681.85767
fji,2019,1041781264.01736
fra,1960,630910000
fra,1961,1244460000
fra,1962,1461540000
fra,1963,1732540000
fra,1964,1995170000
fra,1965,1637380000
fra,1966,1494770000
fra,1967,1759890000
fra,1968,323870000
fra,1969,286000000
fra,1970,1428440000
fra,1971,4428039575.32277
fra,1972,6188645514.49937
fra,1973,4267674468.35475
fra,1974,4525870856.52196
fra,1975,8457031257.77321
fra,1976,5619869260.54405
fra,1977,5872089015.57029
fra,1978,9278084240.04415
fra,1979,17579258607.4209
fra,1980,27340321253.4785
fra,1981,22261750869.8067
fra,1982,16530648541.0705
fra,1983,19851011413.6984
fra,1984,20939510661.5802
fra,1985,26588573813.7083
fra,1986,31453846146.3188
fra,1987,33049483266.8927
fra,1988,25364490438.8314
fra,1989,24611054642.9416
fra,1990,36777716876.9828
fra,1991,31284003890.7723
fra,1992,27028313666.1763
fra,1993,22648736208.6591
fra,1994,26257268981.3037
fra,1995,26853225672.1885
fra,1996,26796028358.8331
fra,1997,30927488433.2499
fra,1998,44311701136.6276
fra,1999,39701489608.0092
fra,2000,37039189717.5087
fra,2001,31749101763.961
fra,2002,28365346067.4323
fra,2003,30186488584.2419
fra,2004,35314031954.9503
fra,2005,27752841215.4761
fra,2006,42651647646.8086
fra,2007,45709707996.8774
fra,2008,33617482930.1334
fra,2009,46633492570.7272
fra,2010,55800028354.6885
fra,2011,48611455550.58929
fra,2012,54230620611.74969
fra,2013,50848754565.1619
fra,2014,49547304333.43369
fra,2015,55192504338.2939
fra,2016,56124910270.1827
fra,2017,54780551109.2472
fra,2018,66103290546.7898
fra,2019,69725075295.48849
fra,2020,76114119267.71129
fra,2021,101702799897.895
fsm,1995,69499661.37874
fsm,1996,89600207.56019
fsm,1997,85801084.25802
fsm,1998,101601919.39765
fsm,1999,92668897.75333
fsm,2000,113047175.64761
fsm,2001,98330197.78413
fsm,2002,117391173.138
fsm,2003,89607067.37686
fsm,2004,54838730.41037
fsm,2005,49953309.03582
fsm,2006,46622757.93572
fsm,2007,48479465.97726
fsm,2008,39986224.52202
fsm,2009,55718614.21958
fsm,2010,55763850.9
fsm,2011,75062413.20912
fsm,2012,76796329.989
fsm,2013,84343095.80027
fsm,2014,114124949.54681
fsm,2015,135114898.29569
fsm,2016,156984836.35718
fsm,2017,203718873.50412
fsm,2018,203528219.21657
fsm,2019,397158244.63429
fsm,2020,451912609.03912
gab,1960,9500000
gab,1961,10700000
gab,1962,11250000
gab,1963,7660000
gab,1964,9293000
gab,1965,17633000
gab,1966,11563000
gab,1967,9433000
gab,1968,5466940.31633
gab,1969,8286353.37118
gab,1970,14739646.43101
gab,1971,25387173.87145
gab,1972,23227404.66591
gab,1973,47857419.60807
gab,1974,103292592.9476
gab,1975,146069074.96001
gab,1976,116155039.78691
gab,1977,9905172.44526
gab,1978,22573653.91118
gab,1979,20134780.65481
gab,1980,107503335.9082
gab,1981,198854015.21367
gab,1982,311884959.13267
gab,1983,186897755.54039
gab,1984,199449822.3122
gab,1985,192546468.27944
gab,1986,126349962.1856
gab,1987,11998472.62805
gab,1988,67435090.16488
gab,1989,34425964.05484
gab,1990,273764721.80041
gab,1991,327476916.29592
gab,1992,71209349.20454
gab,1993,750323.86779
gab,1994,175188662.55906
gab,1995,148086141.93074
gab,1996,248715632.96978
gab,1997,282601546.87106
gab,1998,15407991.84562
gab,1999,17946774.73482
gab,2000,190090627.35093
gab,2001,9850280.28712
gab,2002,139652056.77431
gab,2003,196571306.9562
gab,2004,443423494.89211
gab,2005,668564475.16623
gab,2006,1113431994.719
gab,2007,1227241648.87598
gab,2008,1923491682.60387
gab,2009,1993241390.30824
gab,2010,1735883130.08267
gab,2011,2157316878.94114
gab,2012,2351562306.82131
gab,2013,3003573133.33984
gab,2014,2478480387.52702
gab,2015,1863120980.87031
gab,2016,789346604.51922
gab,2017,965054219.21204
gab,2018,1321051088.57443
gab,2019,1371973832.67956
gbr,1960,918020000.50312
gbr,1961,1051260000.01562
gbr,1962,727135000.51803
gbr,1963,663385000.50507
gbr,1964,178180000.01562
gbr,1965,739430000.01562
gbr,1966,1157690000.01562
gbr,1967,1404970000
gbr,1968,948815000.01562
gbr,1969,1055075000.01562
gbr,1970,1478765000.26573
gbr,1971,7989091694.16575
gbr,1972,4845968489.48363
gbr,1973,5589118325.59681
gbr,1974,6037666733.30558
gbr,1975,4598682027.07813
gbr,1976,3374874859.94223
gbr,1977,20112072980.6716
gbr,1978,16026060971.547
gbr,1979,19741871008.5124
gbr,1980,20651489531.29029
gbr,1981,15237476991.4455
gbr,1982,12397351684.6915
gbr,1983,11339808095.7146
gbr,1984,9439873447.56258
gbr,1985,12858925746.9244
gbr,1986,18422772387.5576
gbr,1987,41715187958.4049
gbr,1988,44103206618.1319
gbr,1989,34768468893.7367
gbr,1990,35853462847.3062
gbr,1991,41891984608.5626
gbr,1992,36641027073.8515
gbr,1993,36776667128.3929
gbr,1994,41012669124.0768
gbr,1995,42015608297.8559
gbr,1996,39896220859.8396
gbr,1997,32316815332.0776
gbr,1998,32211547268.0808
gbr,1999,40223847062.8714
gbr,2000,46637804196.7188
gbr,2001,44259386923.19769
gbr,2002,51500476301.1828
gbr,2003,52147821670.2592
gbr,2004,57741092620.8023
gbr,2005,54008878382.056
gbr,2006,57482629544.0752
gbr,2007,69398715812.1674
gbr,2008,56109864468.5656
gbr,2009,68605677600.2467
gbr,2010,84005597614.42461
gbr,2011,94462174591.28781
gbr,2012,100558576864.591
gbr,2013,106735306279.67599
gbr,2014,112457575221.29601
gbr,2015,137534739505.89801
gbr,2016,123500303536.683
gbr,2017,137923734964.22
gbr,2018,159871954949.43399
gbr,2019,158375688711.634
gbr,2020,161188410120.185
gbr,2021,176024004961.702
geo,1995,198511606.96349
geo,1996,191373447.23294
geo,1997,201708671.35291
geo,1998,132881224.19074
geo,1999,144363950.63422
geo,2000,115965903.57973
geo,2001,161941585.49255
geo,2002,202176074.06716
geo,2003,196198029.71039
geo,2004,386676416.88677
geo,2005,478637800.59765
geo,2006,930833393.9168
geo,2007,1361156503.59962
geo,2008,1480157559.2564
geo,2009,2110323626.28935
geo,2010,2263794873.28055
geo,2011,2818191101.12737
geo,2012,2872949024.40383
geo,2013,2823383516.08606
geo,2014,2699169280.07028
geo,2015,2520721328.46961
geo,2016,2756383662.9152
geo,2017,3038762324.25157
geo,2018,3289463516.7195
geo,2019,3505823162.30974
geo,2020,3913274194.81288
geo,2021,4270945063.01792
gha,1960,272230000
gha,1961,150330000
gha,1962,154000000
gha,1963,116500000
gha,1964,117100000
gha,1965,126890000
gha,1966,105500000
gha,1967,77100000
gha,1968,90300000
gha,1969,66200000
gha,1970,36600000
gha,1971,36111438.03628
gha,1972,93657173.88943
gha,1973,176079305.16784
gha,1974,71493084.90229
gha,1975,124715059.36271
gha,1976,91737797.87354
gha,1977,148592891.5168
gha,1978,277163532.15608
gha,1979,289107930.3632
gha,1980,180438262.37793
gha,1981,145598372.79221
gha,1982,138887528.26733
gha,1983,144809077.11062
gha,1984,301558812.57419
gha,1985,478503778.55888
gha,1986,512957114.72362
gha,1987,195131563.7901
gha,1988,221322966.99008
gha,1989,347310374.01109
gha,1990,218838690.58628
gha,1991,550244879.77227
gha,1992,319911356.16759
gha,1993,409680881.11592
gha,1994,583873906.97559
gha,1995,697464725.11922
gha,1996,828724932.12852
gha,1997,537823949.7431
gha,1998,376979175.32015
gha,1999,453774151.89043
gha,2000,232054898.38622
gha,2001,298239905.54419
gha,2002,539747049.99782
gha,2003,1352814059.67805
gha,2004,1626651259.35718
gha,2005,1752904040.26241
gha,2006,2090294866.51141
gha,2007,1984027597.67966
gha,2008,1769805537.49439
gha,2009,3386234835.02409
gha,2010,4763206128.84547
gha,2011,5483389037.24248
gha,2012,5367514328.20187
gha,2013,5249274626.3869
gha,2014,5224823271.19552
gha,2015,5444785886.29529
gha,2016,5544731696.16504
gha,2017,6650870659.64987
gha,2018,5934707914.02725
gha,2019,7135247340.92838
gha,2020,7352692438.70727
gin,1991,80052866.89087
gin,1992,86955708.75132
gin,1993,132118276.14361
gin,1994,87847083.12953
gin,1995,86759318.84282
gin,1996,87340118.26208
gin,1997,121631871.06481
gin,1998,236706990.9112
gin,1999,199679963.64215
gin,2000,147907025.59172
gin,2001,200231346.91272
gin,2002,171398337.95571
gin,2003,169970708.61461
gin,2004,110482184.71334
gin,2005,95055709.97342
gin,2006,28077694.15296
gin,2007,44093411.47739
gin,2008,49482896.52508
gin,2009,406329549.42106
gin,2010,291533899.02962
gin,2011,936245875.59962
gin,2012,751098296.11468
gin,2013,845322228.08779
gin,2014,975398193.70593
gin,2015,572750223.61314
gin,2016,832360781.43721
gin,2017,971114145.40243
gin,2018,1179205090.41573
gin,2019,1188592631.40332
gin,2020,1245320957.01595
gmb,1964,5850000
gmb,1965,7950000
gmb,1966,9450000
gmb,1967,8370000
gmb,1968,6550000
gmb,1969,5990000
gmb,1970,8110000
gmb,1971,10939434.34343
gmb,1972,11384579.55903
gmb,1973,16240624.89072
gmb,1974,28045553.16518
gmb,1975,28551676.38829
gmb,1976,20635249.85691
gmb,1977,24394652.83641
gmb,1978,26072159.25568
gmb,1979,1928959.17707
gmb,1980,5670000
gmb,1981,3948197.73268
gmb,1982,8386497.19279
gmb,1983,2917512.95626
gmb,1984,2259208.38279
gmb,1985,1733936.73111
gmb,1986,13562845.88945
gmb,1987,25757394.91268
gmb,1988,19049152.74993
gmb,1989,20589297.18506
gmb,1990,55386774.69377
gmb,1991,67615345.66365
gmb,1992,94033759.9516
gmb,1993,105752905.65787
