geo,time,dt_tds_dppg_cd
bdi,1994,34148024.2
bdi,1995,28749791.3
bdi,1996,21595666.6
bdi,1997,21153413.5
bdi,1998,20936184
bdi,1999,20461455.2
bdi,2000,13927380.3
bdi,2001,16659999.6
bdi,2002,18603867
bdi,2003,28031461.6
bdi,2004,58983490.7
bdi,2005,39107738.6
bdi,2006,18728233.3
bdi,2007,16950619.8
bdi,2008,18691266.8
bdi,2009,12090253
bdi,2010,3860714.7
bdi,2011,7849107.9
bdi,2012,13210996.4
bdi,2013,21452457.1
bdi,2014,13489388.6
bdi,2015,9411696.8
bdi,2016,15275752.7
bdi,2017,10466784
bdi,2018,12244898.6
bdi,2019,22484689.4
bdi,2020,13559176.5
ben,1970,1746726.1
ben,1971,3681838
ben,1972,2980974
ben,1973,2314021.5
ben,1974,6234698.3
ben,1975,6089263.8
ben,1976,4300511.7
ben,1977,3887225.5
ben,1978,5163705.4
ben,1979,6488904
ben,1980,8733234.6
ben,1981,10036013.4
ben,1982,14550764.1
ben,1983,25519233.1
ben,1984,39384292
ben,1985,41236553
ben,1986,51693646.9
ben,1987,29051249.9
ben,1988,17848822.6
ben,1989,19272467.4
ben,1990,31485725.1
ben,1991,27596123.7
ben,1992,25683544.6
ben,1993,30002631.5
ben,1994,37317968.8
ben,1995,43973260.5
ben,1996,39737118.9
ben,1997,42966893.2
ben,1998,48459725.2
ben,1999,55081749.3
ben,2000,60128456.9
ben,2001,34656659
ben,2002,43769591.8
ben,2003,38342138.9
ben,2004,31715404.9
ben,2005,38776325.5
ben,2006,39847297.4
ben,2007,29245090.2
ben,2008,26503283.3
ben,2009,43483892.7
ben,2010,38742071.1
ben,2011,42766781.1
ben,2012,55942395.6
ben,2013,81381909.5
ben,2014,71838523.2
ben,2015,69327300.4
ben,2016,88519732.5
ben,2017,86766232.9
ben,2018,209721972.8
ben,2019,492339221.1
ben,2020,258612457.6
bfa,1970,2118275.8
bfa,1971,2096983.6
bfa,1972,2053218.4
bfa,1973,3093171.7
bfa,1974,3589389.1
bfa,1975,5235909.1
bfa,1976,4680948.5
bfa,1977,5480935.4
bfa,1978,7179328.8
bfa,1979,9172257.5
bfa,1980,16894671.6
bfa,1981,13692966.1
bfa,1982,15210241.5
bfa,1983,15088284.8
bfa,1984,18149356.9
bfa,1985,24789918.2
bfa,1986,30564310.5
bfa,1987,28572811.3
bfa,1988,34786654.3
bfa,1989,31479686.8
bfa,1990,28082026.8
bfa,1991,40164592
bfa,1992,28691263.2
bfa,1993,35865411.2
bfa,1994,41694536
bfa,1995,46363907.9
bfa,1996,45223980.2
bfa,1997,46639891.5
bfa,1998,47913999.4
bfa,1999,55558353.4
bfa,2000,38208096.1
bfa,2001,28168421.4
bfa,2002,33469275.8
bfa,2003,42548849.8
bfa,2004,48386698.5
bfa,2005,41200553.1
bfa,2006,43278730.7
bfa,2007,37541154.8
bfa,2008,41941707.7
bfa,2009,43958274.5
bfa,2010,48447779.6
bfa,2011,64323763.2
bfa,2012,65171268.7
bfa,2013,73224868.5
bfa,2014,88505569.5
bfa,2015,98166076.4
bfa,2016,106199824.8
bfa,2017,115814336
bfa,2018,115249181.7
bfa,2019,129678753.5
bfa,2020,133894086.2
bgd,1973,10213356.9
bgd,1974,25586671.3
bgd,1975,74956712.3
bgd,1976,65656665.9
bgd,1977,77719789.9
bgd,1978,97363152.3
bgd,1979,92616068.8
bgd,1980,76089037.5
bgd,1981,107541177.1
bgd,1982,125970371.2
bgd,1983,134611362.2
bgd,1984,164747155.4
bgd,1985,191287305.8
bgd,1986,242249847.3
bgd,1987,298817095.2
bgd,1988,350608635.1
bgd,1989,334258099.6
bgd,1990,479062821.7
bgd,1991,418726248.3
bgd,1992,423590067.1
bgd,1993,412849092.9
bgd,1994,469496820.6
bgd,1995,678116158.6
bgd,1996,555815697.6
bgd,1997,547247073.1
bgd,1998,509352086
bgd,1999,575368714.7
bgd,2000,654049759.7
bgd,2001,582951423.4
bgd,2002,604603723.2
bgd,2003,571263486.9
bgd,2004,627199811
bgd,2005,773693148.8
bgd,2006,649184268.3
bgd,2007,909238745.4
bgd,2008,834217381
bgd,2009,896557161
bgd,2010,918890219.3
bgd,2011,1202021101.5
bgd,2012,1216963810.6
bgd,2013,1482522738.3
bgd,2014,1524498333.8
bgd,2015,1173689568.6
bgd,2016,1120755951.6
bgd,2017,1352059464.8
bgd,2018,1551935876
bgd,2019,1745358899.8
bgd,2020,1833706682.6
bgr,1981,68070510.3
bgr,1982,158586555.2
bgr,1983,300383699.2
bgr,1984,457895718.7
bgr,1985,1175227918.3
bgr,1986,1550456934.9
bgr,1987,1977166345.2
bgr,1988,2311320336.3
bgr,1989,2528346301.2
bgr,1990,1316477629.1
bgr,1991,220444650.6
bgr,1992,299883239.1
bgr,1993,271957244.4
bgr,1994,562666047.4
bgr,1995,820266067.6
bgr,1996,933812614.2
bgr,1997,802611147.2
bgr,1998,835339203.7
bgr,1999,644373587.9
bgr,2000,718749310.3
bgr,2001,826950953.5
bgr,2002,582483301.8
bgr,2003,663307134.5
bgr,2004,1422835253.2
bgr,2005,2088390994.3
bgr,2006,799035530.4
bgr,2007,703463982.7
bgr,2008,1025270513.9
bgr,2009,612135933.2
bgr,2010,447739840.4
bgr,2011,450460380.6
bgr,2012,429626264.6
bgr,2013,1891224285.4
bgr,2014,428452499.8
bgr,2015,399413334.9
bgr,2016,521191392.7
bgr,2017,1659256896.2
bgr,2018,569333770.4
bgr,2019,532326455.5
bgr,2020,544354057.5
bih,1999,142922688.9
bih,2000,258802712.9
bih,2001,257127529.3
bih,2002,106296641.9
bih,2003,95366616.2
bih,2004,97594786.2
bih,2005,107996591.7
bih,2006,127972736.2
bih,2007,149123478
bih,2008,170802540.5
bih,2009,173422443.3
bih,2010,200707687.8
bih,2011,237052945.7
bih,2012,232554895.9
bih,2013,258253457.7
bih,2014,308472250.7
bih,2015,397410379.7
bih,2016,331704424.5
bih,2017,367070702.1
bih,2018,417090463.1
bih,2019,463344337.5
bih,2020,451743057.7
blr,1993,12572696
blr,1994,109530495.1
blr,1995,166754502
blr,1996,96364614.9
blr,1997,121809176.1
blr,1998,100891055.1
blr,1999,130705849.8
blr,2000,171960976.4
blr,2001,189264787.6
blr,2002,159888546.1
blr,2003,169693347.1
blr,2004,215504002.4
blr,2005,216035632.7
blr,2006,216141404.1
blr,2007,302061842.7
blr,2008,365087542.8
blr,2009,573029186.9
blr,2010,590689334.3
blr,2011,1778800672.8
blr,2012,3385331755.2
blr,2013,1667162656.6
blr,2014,2803175524.3
blr,2015,3263621234.9
blr,2016,3058842742.9
blr,2017,2548290718.7
blr,2018,4477362113.3
blr,2019,3578202616.3
blr,2020,3603923727.9
blz,1970,10800
blz,1971,15215.7
blz,1972,40025.7
blz,1973,483172.7
blz,1974,433044.3
blz,1975,443591.8
blz,1976,356698.7
blz,1977,406719.3
blz,1978,440246.3
blz,1979,798895.8
blz,1980,1468268.5
blz,1981,3281208
blz,1982,5701698.7
blz,1983,6742906.5
blz,1984,6537180.3
blz,1985,15954169.8
blz,1986,12994263.5
blz,1987,11947069.4
blz,1988,12340987.5
blz,1989,12241163
blz,1990,14656964.8
blz,1991,15504261.3
blz,1992,15727243.5
blz,1993,17279735.5
blz,1994,23903387.2
blz,1995,35257275
blz,1996,38427057.9
blz,1997,34821552.9
blz,1998,40149970.7
blz,1999,43152335.3
blz,2000,72789784
blz,2001,94138290.8
blz,2002,186529971.8
blz,2003,151146860.8
blz,2004,326922583.5
blz,2005,228321163.2
blz,2006,137172355.5
blz,2007,649104737.8
blz,2008,101011993.2
blz,2009,96001675
blz,2010,96358523.9
blz,2011,88545152.5
blz,2012,93708991
blz,2013,111067467.6
blz,2014,74327322.7
blz,2015,76991179.9
blz,2016,84835163.3
blz,2017,85989850.2
blz,2018,85564954.5
blz,2019,93681434.5
blz,2020,75420093.9
bol,1970,31752863.1
bol,1971,28938574.5
bol,1972,45093541.4
bol,1973,51043024.4
bol,1974,73481373.5
bol,1975,81571461.3
bol,1976,115242516.7
bol,1977,166342830.9
bol,1978,367586554.4
bol,1979,277827067.1
bol,1980,295408814.8
bol,1981,285860415.7
bol,1982,293323985.4
bol,1983,295472634.7
bol,1984,309975340.6
bol,1985,253703256.7
bol,1986,162525885
bol,1987,170017938.9
bol,1988,295250274.9
bol,1989,254168216.5
bol,1990,281583301.7
bol,1991,226625460.7
bol,1992,230215771.5
bol,1993,280909874.1
bol,1994,293223364
bol,1995,297554882.9
bol,1996,309995434.8
bol,1997,323914341.2
bol,1998,348515756.2
bol,1999,246929804.6
bol,2000,270512258.5
bol,2001,246768327.6
bol,2002,220085211.2
bol,2003,267590034.1
bol,2004,261666188.5
bol,2005,285275152.2
bol,2006,313003054.9
bol,2007,269462261.6
bol,2008,474909327.6
bol,2009,268315767.8
bol,2010,300631686.4
bol,2011,231196227.6
bol,2012,442629627
bol,2013,284840262.2
bol,2014,370843990.2
bol,2015,526512100.6
bol,2016,465022234
bol,2017,581291313.2
bol,2018,675767479
bol,2019,783012401.1
bol,2020,821099169.1
bra,1970,403057413.9
bra,1971,511860792.8
bra,1972,660442362.9
bra,1973,972615572.8
bra,1974,1259374350
bra,1975,1842174773.3
bra,1976,2128530572.8
bra,1977,2967421352.5
bra,1978,4621097331.9
bra,1979,6626528937.1
bra,1980,8185182953.1
bra,1981,9292741539.9
bra,1982,10383594288.8
bra,1983,7479346198.5
bra,1984,7808531096.1
bra,1985,7264029371.4
bra,1986,7439708741.1
bra,1987,7869738372.4
bra,1988,12575785345.9
bra,1989,9511105410.1
bra,1990,5759833546
bra,1991,5245379350.9
bra,1992,5368793372.2
bra,1993,5328859107.8
bra,1994,8677053162.2
bra,1995,13208144323.9
bra,1996,12999849484.8
bra,1997,13327444193.9
bra,1998,17375923673.2
bra,1999,22012658334.9
bra,2000,17875038556.8
bra,2001,15851073136
bra,2002,21884097900
bra,2003,20723994164.9
bra,2004,20535861959.7
bra,2005,16181584702.1
bra,2006,31661188376.7
bra,2007,21201928120.7
bra,2008,22409201740.2
bra,2009,13444232772.6
bra,2010,14800234705.1
bra,2011,21297957456.6
bra,2012,11708582877.1
bra,2013,20806389972.9
bra,2014,14893898118.7
bra,2015,28824791665.4
bra,2016,24520255935.9
bra,2017,29913570352.4
bra,2018,34110632002.7
bra,2019,41870315581.8
bra,2020,32218368964.1
btn,1981,2359.7
btn,1982,3312.8
btn,1983,6414.8
btn,1984,32808.6
btn,1985,28547.2
btn,1986,153340.4
btn,1987,515456.5
btn,1988,1312033.6
btn,1989,6363755.4
btn,1990,4984460.3
btn,1991,7167215.6
btn,1992,5852385.8
btn,1993,7024086
btn,1994,7528089.8
btn,1995,9802440.4
btn,1996,6914506.6
btn,1997,7102999.1
btn,1998,9175546.3
btn,1999,6919581.8
btn,2000,6542816.9
btn,2001,6265903.2
btn,2002,6448655.7
btn,2003,7147851.7
btn,2004,11911058.1
btn,2005,6629166.3
btn,2006,9305172.1
btn,2007,30821016.2
btn,2008,81494933
btn,2009,75494680.6
btn,2010,87390808.9
btn,2011,85284589.7
btn,2012,132723850.5
btn,2013,75430420.2
btn,2014,80308546
btn,2015,127392656
btn,2016,75836845.9
btn,2017,75533552
btn,2018,84812570.4
btn,2019,54330012.6
btn,2020,46759383.5
bwa,1970,632500
bwa,1971,946473
bwa,1972,1637472.8
bwa,1973,2457609.6
bwa,1974,3280410
bwa,1975,7063903.9
bwa,1976,4286867.7
bwa,1977,5881631.1
bwa,1978,8187951.6
bwa,1979,9275969.5
bwa,1980,12639666.2
bwa,1981,8753163.6
bwa,1982,13795331.6
bwa,1983,24831098
bwa,1984,32074688.8
bwa,1985,47253087.6
bwa,1986,45284782.5
bwa,1987,72714980.4
bwa,1988,76150009.5
bwa,1989,72427950.2
bwa,1990,105084120.1
bwa,1991,88156864.5
bwa,1992,96472848.7
bwa,1993,89095579.2
bwa,1994,91715120.2
bwa,1995,91195808.9
bwa,1996,150827997.5
bwa,1997,101800002.3
bwa,1998,75847324.4
bwa,1999,73037640.9
bwa,2000,67370910
bwa,2001,51117826.8
bwa,2002,59769224.3
bwa,2003,49490197.8
bwa,2004,47670729.5
bwa,2005,52188301.7
bwa,2006,54738146.7
bwa,2007,46546652.8
bwa,2008,68584560.1
bwa,2009,44992826.2
bwa,2010,75501054.3
bwa,2011,73332583.2
bwa,2012,54827579
bwa,2013,183770808.8
bwa,2014,56718702.3
bwa,2015,156533793.3
bwa,2016,159786215.7
bwa,2017,173207550.8
bwa,2018,175176616.4
bwa,2019,181087605.4
bwa,2020,168999672.6
caf,1970,3131843.5
caf,1971,2192533.4
caf,1972,1666745.9
caf,1973,4665869
caf,1974,4684322.4
caf,1975,5682062.3
caf,1976,2786138.6
caf,1977,4328792.9
caf,1978,3920778.7
caf,1979,644316.8
caf,1980,1383238.9
caf,1981,3618411.4
caf,1982,4709021.7
caf,1983,17532829.4
caf,1984,14002689.9
caf,1985,11536763.2
caf,1986,15567268.2
caf,1987,17822708.6
caf,1988,12477889.1
caf,1989,16097912.7
caf,1990,16550768.8
caf,1991,9379427.6
caf,1992,11748135.7
caf,1993,5252885.4
caf,1994,15754981.5
caf,1995,6086562.9
caf,1996,5251122.8
caf,1997,6534485.8
caf,1998,18962687.6
caf,1999,11678623.6
caf,2000,11760670.6
caf,2001,12755171.1
caf,2002,340189.8
caf,2003,124123.3
caf,2004,7457328.6
caf,2005,863571.1
caf,2006,63536851.9
caf,2007,62007377.7
caf,2008,18602037.8
caf,2009,11410307.4
caf,2010,3048798.3
caf,2011,1142796.2
caf,2012,4280587.9
caf,2013,4032648.3
caf,2014,6343865.1
caf,2015,3431511
caf,2016,5827128.1
caf,2017,22736406.7
caf,2018,12388684.1
caf,2019,18042526.5
caf,2020,6222845.5
chn,1981,1722425516.7
chn,1982,1843189898.6
chn,1983,1911996018.3
chn,1984,1898340871.9
chn,1985,1886472568.8
chn,1986,2521611452.9
chn,1987,3080882861
chn,1988,3896257883.2
chn,1989,4875772041.7
chn,1990,5852725870.6
chn,1991,7076217365.8
chn,1992,7922062657
chn,1993,9346686673.9
chn,1994,10162721634.6
chn,1995,13694670786.4
chn,1996,14892608217.3
chn,1997,16819237592.2
chn,1998,12794033883.5
chn,1999,14504648788.4
chn,2000,14378572620.3
chn,2001,13278852808.5
chn,2002,13019474323
chn,2003,13984203871.6
chn,2004,7995999068.9
chn,2005,8900994748.7
chn,2006,8882772621.7
chn,2007,8643942065.8
chn,2008,9428119278
chn,2009,8682643766.1
chn,2010,13799217739.7
chn,2011,14139220234.2
chn,2012,10439524013.6
chn,2013,12174502302.2
chn,2014,14710231257.5
chn,2015,34623668997.7
chn,2016,18510972834.9
chn,2017,18797037333.4
chn,2018,21428139246.3
chn,2019,29304175713.2
chn,2020,33209041141.1
civ,1970,40193220.5
civ,1971,44765356.8
civ,1972,57610224.7
civ,1973,71505696.1
civ,1974,114466471.3
civ,1975,129862943.4
civ,1976,179987086.4
civ,1977,269165609.1
civ,1978,395373848.3
civ,1979,588306754.2
civ,1980,870122899.1
civ,1981,919104984.5
civ,1982,948177192.2
civ,1983,789905541.7
civ,1984,646106746
civ,1985,594524762.2
civ,1986,800587717.3
civ,1987,577267746.5
civ,1988,456832709.8
civ,1989,396115136
civ,1990,523996772.5
civ,1991,618101922.2
civ,1992,558991369.2
civ,1993,570883340.2
civ,1994,692854518.4
civ,1995,771065445.8
civ,1996,850139582.3
civ,1997,601310320.4
civ,1998,885798762.7
civ,1999,991783763.6
civ,2000,670723390
civ,2001,303050976.9
civ,2002,505107324.2
civ,2003,300696357
civ,2004,94891764.9
civ,2005,23533584.7
civ,2006,16299161.4
civ,2007,153057506.4
civ,2008,769533754.8
civ,2009,773820091.3
civ,2010,496704984
civ,2011,414642186.4
civ,2012,298567375.3
civ,2013,533153033.1
civ,2014,593766451.3
civ,2015,398074927
civ,2016,1040551275
civ,2017,1747026137
civ,2018,1108837399.6
civ,2019,2463259674.6
civ,2020,1896011335.8
cmr,1970,9041161.5
cmr,1971,13001909.8
cmr,1972,15256566.6
cmr,1973,24462364.2
cmr,1974,25300300.9
cmr,1975,35939088.3
cmr,1976,39343233.8
cmr,1977,57188713.7
cmr,1978,106756846.9
cmr,1979,135775048.1
cmr,1980,185853788.1
cmr,1981,206839476.5
cmr,1982,270455364.7
cmr,1983,210915343.4
cmr,1984,236289126.2
cmr,1985,250893584.9
cmr,1986,315546200.6
cmr,1987,336008622.9
cmr,1988,272275777
cmr,1989,167262751
cmr,1990,314514136
cmr,1991,271654692.1
cmr,1992,205320409.4
cmr,1993,305419806.8
cmr,1994,295671698
cmr,1995,345202954.9
cmr,1996,458236545.3
cmr,1997,419806149.3
cmr,1998,423155904.6
cmr,1999,345638403.4
cmr,2000,364453169.6
cmr,2001,202060527.7
cmr,2002,265852458.9
cmr,2003,303676255.6
cmr,2004,474301544.6
cmr,2005,573468811.4
cmr,2006,249139465.1
cmr,2007,251490581.2
cmr,2008,195987073
cmr,2009,140724651.9
cmr,2010,149118928
cmr,2011,190291553.7
cmr,2012,114851089.6
cmr,2013,148094232.1
cmr,2014,483166666
cmr,2015,385453343.8
cmr,2016,445272205.7
cmr,2017,415017281.9
cmr,2018,609494849.6
cmr,2019,671603638.3
cmr,2020,885228948.2
cod,1970,34347450.9
cod,1971,37900324.2
cod,1972,61336160.5
cod,1973,97787924.8
cod,1974,187423536.9
cod,1975,152012632.5
cod,1976,88941917.8
cod,1977,117369654.7
cod,1978,143200731.8
cod,1979,179277070.5
cod,1980,396583113.6
cod,1981,208847481.1
cod,1982,128307138.7
cod,1983,178441788.9
cod,1984,286692536
cod,1985,300330148.1
cod,1986,238823733
cod,1987,195017116.5
cod,1988,177426234.7
cod,1989,191529450.5
cod,1990,137167810.9
cod,1991,97715423.1
cod,1992,55663826
cod,1993,11814738.1
cod,1994,854941.4
cod,1996,117594.6
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,412005212
cod,2003,140603026.4
cod,2004,126143787.4
cod,2005,208514876.5
cod,2006,275802798.7
cod,2007,421209233.5
cod,2008,444357525.1
cod,2009,466666028.2
cod,2010,213013960.6
cod,2011,252468852
cod,2012,276089225.5
cod,2013,395225605
cod,2014,408980785.7
cod,2015,356505091.1
cod,2016,402826791.9
cod,2017,300860155.9
cod,2018,277945568.9
cod,2019,1007960618.4
cod,2020,270134596.1
cog,1970,8825881.4
cog,1971,8554094.9
cog,1972,7596471.7
cog,1973,11976266.7
cog,1974,18316324.3
cog,1975,29101668.6
cog,1976,23345598.9
cog,1977,33789112.8
cog,1978,20433591.9
cog,1979,74401549.7
cog,1980,70660844.4
cog,1981,202557915
cog,1982,221029722.9
cog,1983,314889646.6
cog,1984,342153229.7
cog,1985,385249236
cog,1986,313677201.2
cog,1987,396254603
cog,1988,384671842.2
cog,1989,300885224.8
cog,1990,463485129.9
cog,1991,276264760.5
cog,1992,149615801
cog,1993,127266022.1
cog,1994,532928093.9
cog,1995,147808430.6
cog,1996,345407241.5
cog,1997,116836886.9
cog,1998,18099460
cog,1999,1221044.9
cog,2000,13661854.6
cog,2001,82113160.2
cog,2002,15216839.1
cog,2003,56671834.7
cog,2004,198647465.4
cog,2005,99359368.1
cog,2006,80575200.7
cog,2007,102978225.4
cog,2008,164247376.6
cog,2009,177074010
cog,2010,130246258.5
cog,2011,135333933.1
cog,2012,179448565.5
cog,2013,463732450.7
cog,2014,494982449.1
cog,2015,419007101.5
cog,2016,368823798.4
cog,2017,419636143.4
cog,2018,480466289.1
cog,2019,552402051.4
cog,2020,733860633.5
col,1970,143681084.3
col,1971,150020031.6
col,1972,168844911.6
col,1973,221755681.2
col,1974,311115630.8
col,1975,252649590.7
col,1976,286278659.6
col,1977,332852172
col,1978,406080434.3
col,1979,655430694.3
col,1980,550351858.6
col,1981,696942397.4
col,1982,900102955.6
col,1983,937630266.3
col,1984,1115143120.1
col,1985,1423024476.7
col,1986,1833479630.4
col,1987,2374443039.4
col,1988,2799704505.6
col,1989,2934400254.3
col,1990,3116020384.2
col,1991,3113664797.3
col,1992,3455842211.1
col,1993,2812063787.7
col,1994,3317527681.4
col,1995,3186366698.9
col,1996,2886643964.2
col,1997,2746708265.5
col,1998,2917543051.6
col,1999,4797778953.1
col,2000,3517207499
col,2001,4433822045.6
col,2002,4897194367.2
col,2003,5555794742.8
col,2004,3735277474.2
col,2005,6699750417.4
col,2006,5118044706.4
col,2007,4806600322.5
col,2008,4310694648.7
col,2009,3784572012.1
col,2010,4439643161.5
col,2011,4432212513.6
col,2012,5049445467.8
col,2013,4289845754.9
col,2014,5331275628.4
col,2015,4857425625.2
col,2016,5858551870.4
col,2017,10178966474.5
col,2018,10335211174.5
col,2019,8470821146.4
col,2020,7067538270.2
com,1970,62519.7
com,1971,58782.8
com,1972,75376.2
com,1973,119514.7
com,1974,156640.9
com,1975,525249.4
com,1976,529168.1
com,1977,362481.3
com,1978,183904.2
com,1979,248305.5
com,1980,303882.5
com,1981,496487.9
com,1982,678681.9
com,1983,1406411.5
com,1984,2491052.9
com,1985,1881886.5
com,1986,1872357.6
com,1987,1129669.7
com,1988,534050.7
com,1989,928968.2
com,1990,959305
com,1991,8126105.2
com,1992,5665708.8
com,1993,2115296.4
com,1994,2735307.6
com,1995,862068.9
com,1996,1357383.6
com,1997,2217422.8
com,1998,2070399.9
com,1999,2906849.9
com,2000,2008548.5
com,2001,1968367.1
com,2002,4223168.5
com,2003,2581916.9
com,2004,3011406.3
com,2005,3849105.1
com,2006,3489564.4
com,2007,25950739
com,2008,12310401.1
com,2009,10072429.5
com,2010,4255323.8
com,2011,3926713.9
com,2012,7776793.3
com,2013,574292.6
com,2014,776282.1
com,2015,7106976
com,2016,4586950.3
com,2017,2009427.8
com,2018,2955818.6
com,2019,460000
com,2020,5131294.7
cpv,1981,306715.9
cpv,1982,1456523.5
cpv,1983,2954345.3
cpv,1984,5241449.1
cpv,1985,4720433.2
cpv,1986,4689991.1
cpv,1987,7784717.4
cpv,1988,7800349.2
cpv,1989,6456974.7
cpv,1990,5621384.1
cpv,1991,7835477.4
cpv,1992,10479069.4
cpv,1993,6520806.9
cpv,1994,9173993
cpv,1995,8990449.6
cpv,1996,7774308.2
cpv,1997,14576032.2
cpv,1998,19503039.7
cpv,1999,19823670.2
cpv,2000,16126554.6
cpv,2001,13689727.1
cpv,2002,22886487.1
cpv,2003,19009809.9
cpv,2004,23988572
cpv,2005,35633908.8
cpv,2006,31480733.4
cpv,2007,29202172.2
cpv,2008,30504091
cpv,2009,31309584.4
cpv,2010,32713922.6
cpv,2011,35056595.7
cpv,2012,33080440.6
cpv,2013,37229170.3
cpv,2014,42241992.9
cpv,2015,41509611.9
cpv,2016,43702343.7
cpv,2017,50695857.9
cpv,2018,55971219.6
