geo,time,se_sec_enrl_vo_fe_zs
dji,1975,14.23841
dji,1976,14.7651
dji,1977,15.3951
dji,1978,21.97687
dji,1980,49.32229
dji,1981,50.79485
dji,1982,52.14724
dji,1983,52.42848
dji,1984,50.25974
dji,1985,49.48139
dji,1986,51.91532
dji,1987,54.90673
dji,1988,58.70774
dji,1989,58.83347
dji,1990,59.91254
dji,1992,59.96835
dji,1993,63.72963
dji,1994,61.32597
dji,1995,55.89375
dji,1996,57.34341
dji,1997,56.43004
dji,1999,57.77073
dji,2000,41.78744
dji,2001,37.34375
dji,2002,38.28611
dji,2004,49.01541
dji,2005,46.10082
dji,2006,37.20393
dji,2007,50.33207
dji,2008,38.83363
dji,2009,38.89174
dji,2011,40.8896
dji,2012,39.44954
dji,2013,39.43541
dji,2014,47.43402
dji,2015,38.19918
dji,2016,37.71049
dji,2017,42.4234
dji,2018,43.3951
dji,2019,38.87107
dma,1972,72.59887
dma,1973,72.63598
dma,1974,85.35403
dma,1975,93.12169
dma,1976,92.04738
dma,1977,81.00649
dma,1978,77.45665
dma,1979,83.25688
dma,1986,35.90734
dma,1987,92.85714
dma,1990,57.61589
dma,1994,57.5
dma,1995,57.64706
dma,1999,54.9963
dma,2000,33.00885
dma,2001,32.70637
dma,2003,60.83744
dma,2004,61.99262
dma,2005,67.82946
dma,2006,67.31707
dma,2007,72.76119
dma,2008,45.57823
dma,2009,67.36111
dma,2010,57.83784
dma,2011,69.2053
dnk,1978,36.61064
dnk,1979,37.40217
dnk,1980,38.82189
dnk,1981,40.84574
dnk,1982,41.48409
dnk,1983,41.07133
dnk,1984,41.41943
dnk,1985,41.54099
dnk,1986,42.84947
dnk,1987,43.63016
dnk,1988,44.39598
dnk,1989,44.3443
dnk,1990,45.1785
dnk,1991,44.36596
dnk,1992,44.75857
dnk,1993,44.06924
dnk,1994,44.11131
dnk,1995,44.465
dnk,1996,44.34167
dnk,1998,45.53748
dnk,1999,46.58395
dnk,2000,46.04181
dnk,2001,45.75844
dnk,2002,45.32223
dnk,2003,45.54674
dnk,2004,45.20605
dnk,2005,44.25761
dnk,2006,44.16396
dnk,2007,44.0743
dnk,2008,43.69819
dnk,2009,43.50751
dnk,2010,43.28316
dnk,2011,44.74756
dnk,2012,44.8802
dnk,2013,44.52917
dnk,2014,44.28736
dnk,2015,44.32349
dnk,2016,44.14574
dnk,2017,42.2664
dom,1983,74.46175
dom,1994,63.43979
dom,1995,57.46436
dom,1998,57.36041
dom,1999,58.14452
dom,2000,58.34892
dom,2002,55.03248
dom,2004,59.08888
dom,2005,59.9535
dom,2007,59.70668
dom,2008,60.68403
dom,2009,62.07946
dom,2010,61.79675
dom,2011,62.04496
dom,2012,61.20116
dom,2013,61.8922
dom,2014,61.97523
dom,2015,61.62733
dom,2016,61.96138
dom,2017,62.29854
dom,2018,61.51566
dza,1971,26.8966
dza,1972,28.56194
dza,1973,28.33772
dza,1974,27.91169
dza,1975,29.47792
dza,1976,25.77048
dza,1977,27.18894
dza,1978,29.29653
dza,1979,29.49444
dza,1980,28.60174
dza,1981,28.68599
dza,1982,28.70071
dza,1984,26.85595
dza,1985,28.36743
dza,1986,30.00927
dza,1987,30.9176
dza,1988,31.19618
dza,1989,30.91106
dza,1990,31.01851
dza,1991,31.11894
dza,1992,31.84275
dza,1993,28.10056
dza,1994,34.16794
dza,1995,34.40255
dza,1996,34.62874
dza,1997,36.01402
dza,1999,41.09517
dza,2000,40.51796
dza,2001,43.90088
dza,2002,42.85704
dza,2003,43.42601
dza,2004,41.24804
dza,2005,40.74576
dza,2006,37.02581
dza,2007,34.37899
dza,2008,33.62567
dza,2009,34.46069
dza,2010,33.95447
dza,2011,34.29678
ecu,1971,56.94327
ecu,1972,58.25744
ecu,1973,58.86289
ecu,1974,59.74398
ecu,1975,59.71536
ecu,1976,60.07571
ecu,1977,60.18805
ecu,1978,59.58427
ecu,1979,61.48392
ecu,1980,61.24346
ecu,1981,60.95915
ecu,1982,61.34664
ecu,1983,60.37599
ecu,1984,60.99571
ecu,1985,56.11769
ecu,1986,56.52906
ecu,1987,55.37313
ecu,1988,55.45024
ecu,1993,54.56568
ecu,1998,57.91245
ecu,1999,57.60868
ecu,2000,55.61503
ecu,2001,54.81946
ecu,2002,53.30226
ecu,2003,53.04331
ecu,2004,51.88816
ecu,2005,51.72244
ecu,2006,51.43657
ecu,2007,51.18078
ecu,2009,49.48352
ecu,2010,48.99453
ecu,2011,48.9999
ecu,2012,47.9006
ecu,2013,46.54878
ecu,2014,45.50149
ecu,2015,45.68436
ecu,2016,44.96189
ecu,2017,44.28095
ecu,2018,43.94534
egy,1971,31.83139
egy,1972,32.77051
egy,1973,33.42778
egy,1974,33.5698
egy,1975,34.36518
egy,1976,34.43993
egy,1977,36.93951
egy,1978,36.52028
egy,1979,37.88253
egy,1980,39.06191
egy,1981,38.88707
egy,1982,39.30387
egy,1983,39.82521
egy,1984,40.10137
egy,1985,40.83352
egy,1986,41.74593
egy,1987,41.65457
egy,1988,42.17228
egy,1989,42.5475
egy,1990,42.82478
egy,1991,43.34901
egy,1992,43.5179
egy,1993,44.91052
egy,1994,45.46543
egy,2001,44.89301
egy,2003,44.98322
egy,2004,44.47362
egy,2009,46.4782
egy,2011,45.51312
egy,2012,43.02311
egy,2013,42.29818
egy,2014,42.56964
egy,2016,41.31476
egy,2017,40.96756
egy,2018,41.03443
eri,1993,15.74724
eri,1994,11.55015
eri,1995,17.81701
eri,1996,22.26563
eri,1997,13.84318
eri,1999,16.32896
eri,2000,19.66825
eri,2001,21.93909
eri,2002,21.10977
eri,2003,22.6197
eri,2004,28.40068
eri,2005,36.21245
eri,2006,42.76699
eri,2007,46.03495
eri,2008,43.37202
eri,2009,43.49959
eri,2010,45.32209
eri,2011,36.64659
eri,2012,44.7619
eri,2013,37.44939
eri,2014,48.66592
eri,2015,46.46983
eri,2017,47.16418
eri,2018,46.66903
esp,1971,27.04797
esp,1972,28.6515
esp,1973,34.91223
esp,1974,29.60284
esp,1975,40.74441
esp,1976,42.83943
esp,1977,43.80094
esp,1978,44.6882
esp,1979,38.09323
esp,1980,46.70434
esp,1981,46.06215
esp,1982,42.07299
esp,1983,49.38645
esp,1984,46.72619
esp,1985,47.59409
esp,1986,51.16743
esp,1987,50.99003
esp,1988,51.35856
esp,1989,50.82132
esp,1990,48.46876
esp,1991,49.17887
esp,1992,51.24487
esp,1993,51.53483
esp,1994,51.51269
esp,1995,51.85998
esp,1996,52.48076
esp,1997,49.91682
esp,1998,50.70089
esp,1999,52.20833
esp,2000,51.28168
esp,2001,49.83248
esp,2002,49.87006
esp,2003,47.59335
esp,2004,48.0255
esp,2005,49.34601
esp,2006,49.54108
esp,2007,50.18308
esp,2008,49.20643
esp,2009,47.6227
esp,2010,46.6223
esp,2011,45.85411
esp,2012,45.88001
esp,2013,46.018
esp,2014,45.54112
esp,2015,45.26079
esp,2016,45.89715
esp,2017,46.37332
est,1992,45.85259
est,1993,44.33864
est,1994,50.03913
est,1995,48.14788
est,1996,43.93957
est,1998,36.5831
est,1999,35.39903
est,2000,35.17024
est,2001,33.86022
est,2002,33.37745
est,2003,33.67384
est,2004,33.341
est,2005,33.43602
est,2006,33.71933
est,2007,33.6202
est,2008,34.09733
est,2009,34.48387
est,2010,34.35727
est,2011,33.73149
est,2012,33.52787
est,2013,33.35478
est,2014,34.16319
est,2015,35.69951
est,2016,38.92059
est,2017,40.72872
eth,1971,34.87871
eth,1972,33.30237
eth,1974,30.70793
eth,1984,33.24892
eth,1985,25.34831
eth,1991,22.02232
eth,1992,26.78795
eth,1993,27.43522
eth,1994,27.28031
eth,1995,31.49511
eth,1996,30.49317
eth,1999,21.48785
eth,2000,21.65934
eth,2001,23.40549
eth,2002,46.97454
eth,2003,48.20404
eth,2004,47.45405
eth,2005,51.15483
eth,2006,50.2942
eth,2007,43.85224
eth,2008,48.0384
eth,2009,46.34386
eth,2010,44.27678
eth,2011,45.55039
eth,2012,47.17637
eth,2015,52.32752
fin,1971,42.86669
fin,1972,42.41635
fin,1973,43.46115
fin,1974,43.66769
fin,1976,46.65645
fin,1977,46.29248
fin,1978,46.35419
fin,1979,46.37687
fin,1980,47.16493
fin,1981,47.061
fin,1982,47.23609
fin,1983,47.89373
fin,1984,50.80105
fin,1985,51.3361
fin,1986,51.65494
fin,1987,52.12194
fin,1988,52.85852
fin,1989,52.66094
fin,1990,54.07147
fin,1991,54.96546
fin,1992,55.22591
fin,1993,54.37884
fin,1994,53.06072
fin,1995,51.72396
fin,1996,53.84678
fin,1997,51.22234
fin,1998,48.71301
fin,1999,47.8764
fin,2000,48.37832
fin,2001,49.33253
fin,2002,49.49787
fin,2003,49.57073
fin,2004,46.00403
fin,2005,46.19552
fin,2006,46.20288
fin,2007,46.28737
fin,2008,46.54477
fin,2009,46.5329
fin,2010,46.66256
fin,2011,46.8011
fin,2012,46.97146
fin,2013,50.54066
fin,2014,50.74706
fin,2015,50.63081
fin,2016,50.54046
fin,2017,50.46778
fji,1970,18.04916
fji,1972,44.62713
fji,1973,40.42216
fji,1974,44.88969
fji,1975,49.73716
fji,1976,60.32986
fji,1977,53.32507
fji,1978,62.17066
fji,1980,57.41913
fji,1981,57.07052
fji,1983,57.27209
fji,1984,46.548
fji,1985,48.27202
fji,1986,51.26149
fji,1987,49.27928
fji,1991,30.19025
fji,1992,25.89809
fji,1998,22.57903
fji,1999,28.57143
fji,2000,40.21222
fji,2001,37.47841
fji,2002,28.57682
fji,2003,33.76455
fji,2004,28.48592
fji,2006,33.87242
fji,2007,34.40447
fji,2008,31.27425
fji,2009,31.33641
fji,2011,24.16008
fji,2012,18.93449
fra,1971,49.31298
fra,1972,48.24087
fra,1973,45.83739
fra,1974,45.51249
fra,1975,47.12631
fra,1977,47.1494
fra,1978,46.54143
fra,1979,46.67069
fra,1980,47.0589
fra,1981,67.85415
fra,1982,47.34981
fra,1983,46.16366
fra,1985,46.38169
fra,1986,46.21089
fra,1987,45.8043
fra,1988,46.02032
fra,1989,46.09671
fra,1990,46.11912
fra,1991,46.02772
fra,1992,45.33671
fra,1993,44.22197
fra,1994,42.14782
fra,1995,41.61624
fra,1996,41.60752
fra,1997,42.21415
fra,1998,43.74456
fra,1999,44.01951
fra,2000,44.19242
fra,2001,44.30557
fra,2002,44.26246
fra,2003,44.72221
fra,2004,43.75486
fra,2005,43.73495
fra,2006,41.95249
fra,2007,42.19293
fra,2008,42.39284
fra,2009,42.72825
fra,2010,43.6087
fra,2011,43.45315
fra,2012,43.02622
fra,2013,43.50014
fra,2014,44.12051
fra,2015,43.48833
fra,2016,43.17108
fra,2017,42.72571
fsm,1972,2.32558
fsm,1973,7.52212
fsm,1974,2.7027
fsm,1976,14.15094
fsm,1977,14.15094
gab,1971,20.87407
gab,1972,17.88814
gab,1973,21.2844
gab,1974,21.48003
gab,1976,24.6721
gab,1977,25.34756
gab,1978,26.96701
gab,1979,30.63032
gab,1980,34.19559
gab,1981,35.8631
gab,1982,33.6273
gab,1983,34.25836
gab,1984,35.52872
gab,1985,38.32508
gab,1986,39.49596
gab,1987,36.24648
gab,1988,40.50287
gab,1989,47.95835
gab,1995,39.8877
gab,1996,34.8904
gab,1999,34.45869
gab,2001,32.65708
gab,2002,33.76829
gbr,1971,45.67279
gbr,1972,47.59693
gbr,1973,48.57352
gbr,1974,50.80778
gbr,1975,52.34886
gbr,1976,54.1402
gbr,1977,54.67035
gbr,1978,54.80255
gbr,1979,55.42542
gbr,1980,56.17269
gbr,1981,57.15799
gbr,1982,55.95731
gbr,1983,54.54545
gbr,1984,54.36893
gbr,1985,54.86284
gbr,1986,57.3201
gbr,1987,54.30622
gbr,1988,54.2654
gbr,1989,53.76599
gbr,1990,53.88027
gbr,1991,54.30891
gbr,1992,53.29091
gbr,1993,46.97538
gbr,1994,47.91494
gbr,1995,48.402
gbr,1996,48.42392
gbr,1997,48.98335
gbr,1998,46.88148
gbr,1999,48.95858
gbr,2000,48.81919
gbr,2001,48.44834
gbr,2002,48.77436
gbr,2003,50.69145
gbr,2004,49.35958
gbr,2005,49.23076
gbr,2006,48.65535
gbr,2007,48.01863
gbr,2008,48.44408
gbr,2009,47.92457
gbr,2010,47.31164
gbr,2011,47.5374
gbr,2012,47.24226
gbr,2013,50.60889
gbr,2014,50.09187
gbr,2015,49.4041
gbr,2017,50.35037
geo,1981,29.99902
geo,1986,29.9993
geo,1991,32.99917
geo,1992,29.99973
geo,1993,30.00029
geo,1994,30.00178
geo,1995,33.00142
geo,1996,43.79889
geo,1997,47.76196
geo,1999,36.13806
geo,2000,31.31452
geo,2001,27.98458
geo,2002,28.7866
geo,2003,27.57466
geo,2004,27.25904
geo,2005,30.64829
geo,2006,30.65079
geo,2008,43.41772
geo,2013,43.11007
geo,2014,46.32792
geo,2015,43.22518
geo,2016,42.32992
geo,2017,41.43207
geo,2018,41.76288
gha,1971,30.5299
gha,1973,32.06826
gha,1974,23.54523
gha,1975,24.90264
gha,1976,23.24382
gha,1977,24.19059
gha,1978,23.56852
gha,1979,23.33749
gha,1980,30.54881
gha,1981,29.52509
gha,1982,23.18585
gha,1983,22.86855
gha,1984,22.73478
gha,1985,24.79951
gha,1987,29.53809
gha,1988,31.17502
gha,1989,28.4802
gha,1990,28.17808
gha,1999,22.00723
gha,2000,8.64846
gha,2001,12.44855
gha,2002,12.4948
gha,2003,13.74305
gha,2004,14.90467
gha,2005,13.9283
gha,2006,49.89512
gha,2007,44.91072
gha,2008,46.31235
gha,2009,38.02398
gha,2011,43.67971
gha,2012,37.37904
gha,2013,31.4118
gha,2014,29.09777
gha,2015,24.72484
gha,2016,25.67941
gha,2017,23.56454
gha,2018,25.13898
gha,2019,26.71877
gib,1972,60.24096
gib,1973,0
gib,1974,0
gib,1975,0
gib,1976,2.38095
gib,1977,15.25424
gib,1978,2
gib,1979,2.38095
gib,1980,0
gib,1981,0
gib,1982,2.08333
gib,1983,1.47059
gib,1984,5.26316
gib,1985,7.01754
gin,1971,18.16099
gin,1983,34.28718
gin,1984,36.19239
gin,1985,37.28442
gin,1986,36.60828
gin,1987,33.33333
gin,1989,30.20205
gin,1990,28.85273
gin,1991,31.06739
gin,1993,29.53223
gin,1994,28.74463
gin,1996,36.65706
gin,2003,13.27496
gin,2004,13.28605
gin,2005,13.78279
gin,2006,14.23448
gin,2008,43.20854
gin,2011,46.07874
gin,2014,47.49363
gmb,1971,14.54545
gmb,1973,14.35407
gmb,1974,8.87728
gmb,1975,19.67655
gmb,1976,21.59091
gmb,1977,21.70418
gmb,1978,23.56902
gmb,1979,19.93517
gmb,1980,18.05112
gmb,1981,19.61806
gmb,1983,38.37429
gmb,1984,36.53846
gmb,1985,34.38356
gmb,1986,34.6049
gmb,2008,47.29349
gmb,2009,47.60477
gmb,2010,46.31333
gnb,1971,29.67265
gnb,1972,28.01932
gnb,1976,27.71363
gnb,1977,16.07143
gnb,1978,6.66667
gnb,1979,3.84615
gnb,1980,4.73118
gnb,1981,9.14369
gnb,1982,6.48567
gnb,1983,6.53595
gnb,1984,7.59036
gnb,1985,10.36437
gnb,1987,9.17197
gnb,1988,12.19512
gnb,1989,11.51515
gnb,2000,26.69735
gnq,1971,8.08824
gnq,1976,7.79221
gnq,1981,7.54386
gnq,1982,7.75862
gnq,1985,7.77778
gnq,1987,28.11111
gnq,1988,29.02655
gnq,1989,29.41606
gnq,1990,29.6875
gnq,1992,29.71014
gnq,1993,29.00212
gnq,1994,29.54869
gnq,1995,29.88506
gnq,1996,30.22508
gnq,1997,30.47091
gnq,1999,45.21531
gnq,2000,39.68903
gnq,2002,20.07018
gnq,2005,37.36486
grc,1971,14.12905
grc,1972,14.98072
grc,1973,14.74314
grc,1974,14.13157
grc,1975,13.43603
grc,1976,13.0944
grc,1977,14.35208
grc,1978,17.17577
grc,1979,20.95906
grc,1980,18.66198
grc,1981,19.86856
grc,1982,24.61095
grc,1983,25.37011
grc,1984,30.14222
grc,1985,29.85533
grc,1986,29.01339
grc,1987,29.35654
grc,1988,29.64228
grc,1989,30.18773
grc,1990,31.97005
grc,1991,32.71088
grc,1992,34.91157
grc,1993,37.1875
grc,1994,34.33647
grc,1995,35.32918
grc,1996,39.41297
grc,1997,39.67643
grc,1998,40.30188
grc,1999,38.38914
grc,2000,43.16054
grc,2001,43.54905
grc,2002,42.24175
grc,2003,41.32842
grc,2004,39.46355
grc,2005,37.8588
grc,2006,36.79203
grc,2007,35.19733
grc,2010,35.14919
grc,2011,36.7283
grc,2012,37.82506
grc,2013,38.8342
grc,2014,34.62938
grc,2015,31.53002
grc,2016,32.89778
grc,2017,34.44719
grd,1971,16.50672
grd,1972,32.48588
grd,2002,55.86592
grd,2003,29.37262
grd,2004,45.63492
grd,2005,45.92593
grd,2007,34.94094
grd,2009,29.41176
grd,2010,32.44444
gtm,1970,45.96254
gtm,1971,53.04802
gtm,1972,51.50733
gtm,1974,52.58943
gtm,1975,52.84347
gtm,1977,54.54434
gtm,1978,49.95067
gtm,1979,49.76105
gtm,1980,49.24458
gtm,1981,50.55314
gtm,1982,50.06477
gtm,1983,52.78733
gtm,1999,48.83413
gtm,2000,50.7668
gtm,2001,51.36315
gtm,2002,51.26102
gtm,2004,51.66214
gtm,2005,51.34832
gtm,2006,51.45267
gtm,2007,51.47034
gtm,2008,51.60147
gtm,2009,50.9115
gtm,2010,50.84302
gtm,2011,50.83361
gtm,2012,50.84449
gtm,2013,51.1405
gtm,2014,51.46599
gtm,2015,51.49237
gtm,2016,51.75128
gtm,2017,51.07062
gtm,2018,51.01714
gum,1981,40
gum,1982,40
gum,1983,45
gum,1984,45.39171
gum,1985,45.78947
gum,1986,45.85366
gum,1987,45.90909
gum,1988,45.83333
gum,1989,46.15385
gum,1990,46.42857
gum,1991,46.66667
gum,1992,46.77419
gum,1993,46.875
gum,1994,46.9697
gum,1995,47.05882
gum,1996,47.42857
gum,1997,47.22222
guy,1971,47.54444
guy,1972,38.99045
guy,1973,37.42763
guy,1974,39.78525
guy,1976,49.81004
guy,1984,27.28551
guy,1985,25.6676
guy,1986,33.74709
guy,1987,25.32768
guy,1999,42.48821
guy,2001,45.89372
guy,2003,51.94131
guy,2005,44.97945
guy,2007,30.61081
guy,2008,42.73859
guy,2009,46.81716
guy,2010,43.39129
guy,2011,47.63268
guy,2012,41.44679
hkg,1971,33.46568
hkg,1972,32.52837
hkg,1973,31.23501
hkg,1974,29.83969
hkg,1975,29.52769
hkg,1976,29.39235
hkg,1977,29.31848
hkg,1978,29.39068
hkg,1979,29.89955
hkg,1980,30.61755
hkg,1981,32.1029
hkg,1982,33.84833
hkg,1983,32.66336
hkg,1984,33.16755
hkg,1985,29.31745
hkg,1986,30.1624
hkg,1987,30.93064
hkg,1988,31.5282
hkg,1996,32.02834
hkg,2001,10.44606
hkg,2002,9.37409
hkg,2003,10.76657
hkg,2004,12.31032
hkg,2005,14.7937
hkg,2006,15.43091
hkg,2007,15.03779
hkg,2008,10.04666
hkg,2009,9.5057
hkg,2010,11.42602
hkg,2011,13.86492
hkg,2012,14.4127
hkg,2013,16.1579
hkg,2014,13.39933
hkg,2015,14.96231
hkg,2016,15.88089
hkg,2017,15.66446
hkg,2018,15.61041
hnd,1970,54.66483
hnd,1980,52.70105
hnd,1982,60.33372
hnd,1983,54.89523
hnd,1984,60.79772
hnd,1991,58.47321
hnd,2013,52.11649
hnd,2014,51.20431
hnd,2015,53.93131
hnd,2016,53.02683
hnd,2017,52.48173
hrv,1993,47.33856
hrv,1994,46.06808
hrv,1995,46.18685
hrv,1996,46.1706
hrv,1997,45.92437
hrv,1998,45.78691
hrv,1999,45.95401
hrv,2000,45.98119
hrv,2001,45.93661
hrv,2002,45.89955
hrv,2003,45.95629
hrv,2005,47.00941
hrv,2006,46.7271
hrv,2007,46.55559
hrv,2008,46.49776
hrv,2009,46.53625
hrv,2010,48.83501
hrv,2011,46.65517
hrv,2012,46.61363
hrv,2013,46.58811
hrv,2014,46.52185
hrv,2015,46.97868
hrv,2016,46.67127
hrv,2017,46.78356
hti,1992,39.13043
hti,1993,39.13043
hti,1994,39.13043
hti,1995,39.13043
hti,1996,39.13043
hun,1971,33.85884
hun,1972,34.8675
hun,1973,37.84809
hun,1974,36.68361
hun,1975,37.51208
hun,1976,37.91516
hun,1977,38.47562
hun,1978,38.94781
hun,1979,39.41266
hun,1980,39.6778
hun,1981,40.08189
hun,1982,42.10362
hun,1983,42.26812
hun,1984,42.45302
hun,1985,42.74931
hun,1986,43.05514
hun,1987,43.37208
hun,1988,43.55862
hun,1989,43.80822
hun,1990,43.4931
hun,1991,43.39292
hun,1992,43.28942
hun,1994,46.21206
hun,1995,46.44251
hun,1996,46.39616
hun,1997,46.48602
hun,1998,36.65871
hun,1999,39.41029
hun,2000,34.9757
hun,2001,37.28969
hun,2002,39.57339
hun,2003,38.57498
hun,2004,38.18909
hun,2005,38.48362
hun,2006,38.48371
hun,2007,38.73534
hun,2008,37.46793
hun,2009,37.5368
hun,2010,38.00354
hun,2011,37.72931
hun,2012,37.99334
hun,2013,41.4514
hun,2014,40.44439
hun,2015,40.00359
hun,2016,37.72586
hun,2017,38.59993
idn,1970,25.91155
idn,1971,29.43774
idn,1972,30.47594
idn,1973,30.7183
idn,1974,29.70403
idn,1975,32.24094
idn,1976,32.41712
idn,1977,31.60911
idn,1978,32.47188
idn,1981,36.33943
idn,1982,38.44001
idn,1983,39.63858
idn,1984,41.43861
idn,1988,42.98583
idn,1989,42.42041
idn,1990,43.65733
idn,1991,38.91565
idn,1992,39.25768
idn,1993,39.74822
idn,1994,39.94909
idn,1995,42.44668
idn,1996,42.62412
idn,1999,42.19963
idn,2000,42.6763
idn,2001,43.23652
idn,2002,42.98695
idn,2003,43.20637
idn,2004,43.30638
idn,2005,42.4147
idn,2006,41.94152
idn,2007,41.45254
idn,2008,41.28418
idn,2009,41.06811
idn,2010,41.51885
idn,2011,41.97733
idn,2012,41.86729
idn,2013,37.55274
idn,2014,39.25156
idn,2015,42.75921
idn,2016,42.74045
idn,2017,42.86437
idn,2018,42.86818
ind,1971,37.60841
ind,1972,35.73315
ind,1973,36.78202
ind,1975,38.12243
ind,1976,38.40444
ind,1977,31.73969
ind,1978,31.86524
ind,1980,28.24291
ind,1981,32.44172
ind,1982,28.78063
ind,1983,29.22355
ind,1984,29.48108
ind,1986,29.51427
ind,1987,27.03204
ind,1988,28.37424
ind,1989,31.63151
ind,1993,12.72998
ind,1994,13.07288
ind,1995,13.9861
ind,1996,15.4847
ind,1997,15.45541
ind,1999,20.08003
ind,2000,20.4151
ind,2001,16.62318
ind,2002,17.43734
ind,2003,15.16507
ind,2004,17.62378
ind,2005,20.08258
ind,2006,22.54126
ind,2007,25.00003
ind,2008,24.99997
ind,2013,17.07174
ind,2014,16.92517
ind,2015,16.47588
ind,2016,16.58686
ind,2017,16.58685
irl,1971,38.46111
irl,1972,35.71869
irl,1973,38.0171
irl,1974,38.00664
irl,1975,84.88334
irl,1976,82.85628
irl,1977,83.26827
irl,1978,75.03951
irl,1979,71.59346
irl,1980,72.99825
irl,1981,71.58489
irl,1982,71.90812
irl,1983,69.97051
irl,1984,68.25853
irl,1985,64.18007
irl,1986,64.28634
irl,1987,64.19677
irl,1988,63.06561
irl,1989,62.83649
irl,1990,63.82612
irl,1991,63.98381
irl,1992,62.00643
irl,1993,48.17873
irl,1994,49.2099
irl,1995,50.57972
irl,1996,53.52629
irl,1997,55.19774
irl,2004,54.71948
irl,2005,54.86119
irl,2006,53.86728
irl,2007,53.96535
irl,2008,53.91557
irl,2009,54.04177
irl,2010,52.6015
irl,2011,50.90909
irl,2012,51.64227
irl,2017,33.08091
irn,1971,32.64641
irn,1972,32.30584
irn,1973,29.02017
irn,1974,27.45795
irn,1975,27.4322
irn,1976,26.43996
irn,1977,24.96071
irn,1985,22.29202
irn,1988,22.12971
irn,1990,20.8966
irn,1991,21.38157
irn,1992,22.88639
irn,1993,23.56062
irn,1994,25.46395
irn,1995,24.89313
irn,1999,35.57294
irn,2000,37.60906
irn,2001,36.88752
irn,2002,36.67731
irn,2003,37.63659
irn,2004,37.39287
irn,2005,37.83143
irn,2006,37.74597
irn,2007,36.94556
irn,2008,35.29521
irn,2009,35.02396
irn,2010,34.12087
irn,2011,33.39903
irn,2012,33.92852
irn,2013,33.95915
irn,2014,34.72438
irn,2015,34.50425
irn,2016,35.64768
irn,2017,33.9546
irq,1971,22.96547
irq,1972,23.16881
irq,1973,24.01449
irq,1974,26.80381
irq,1975,26.50755
irq,1976,34.48276
irq,1977,36.40357
irq,1978,39.08805
irq,1979,37.36182
irq,1980,38.70331
irq,1981,38.81367
irq,1982,37.57518
irq,1983,38.34987
irq,1984,37.60273
irq,1985,35.99926
irq,1986,31.38115
irq,1987,31.45459
irq,1988,32.47168
irq,1989,33.48558
irq,1993,31.02986
irq,1996,25.71031
irq,1999,13.3728
irq,2000,17.44994
irq,2001,20.25829
irq,2003,33.21354
irq,2004,31.94167
irq,2007,11.9996
isl,1971,32.13018
isl,1973,28.00464
isl,1974,26.02682
isl,1975,26.48586
isl,1976,26.55997
isl,1977,31.7311
isl,1983,38.27977
isl,1986,37.28223
isl,1988,38.24816
isl,1989,37.96332
isl,1991,34.22967
isl,1992,33.65755
isl,1993,33.77664
isl,1994,34.83497
isl,1995,34.08428
isl,1996,34.85724
isl,1998,32.86767
isl,1999,34.38422
isl,2000,35.88808
isl,2001,37.65562
isl,2002,40.26463
isl,2003,38.27415
isl,2004,41.35616
isl,2005,39.91161
isl,2006,40.95368
isl,2007,42.6082
isl,2008,42.40419
isl,2009,41.62409
isl,2010,41.71249
isl,2011,41.97142
isl,2012,40.50013
isl,2013,42.55956
isl,2014,41.4237
isl,2015,40.75433
isl,2016,38.73041
isl,2017,36.19976
isr,1973,46.19838
isr,1974,45.59519
isr,1975,45.5651
isr,1976,45.85073
isr,1977,45.00405
isr,1978,44.3885
isr,1979,45.35281
isr,1980,45.68713
isr,1981,46.44124
isr,1983,45.49175
isr,1984,45.38407
isr,1985,44.91068
isr,1986,44.78153
isr,1987,45.07407
isr,1988,44.97455
isr,1989,45.2129
isr,1990,46.13598
isr,1991,45.42737
isr,1992,45.0147
isr,1993,44.95082
isr,1994,45.24888
isr,1998,41.91764
isr,1999,36.36233
isr,2000,39.35696
isr,2001,39.19289
isr,2002,40.39419
isr,2003,41.66045
isr,2004,42.49419
isr,2005,42.71068
isr,2006,42.81296
isr,2007,43.14125
isr,2008,43.53823
isr,2009,44.41546
isr,2010,45.19727
isr,2011,45.98453
isr,2012,46.73107
isr,2013,47.70188
isr,2014,48.17846
isr,2015,48.8186
isr,2016,49.19216
isr,2017,49.17842
ita,1971,40.96281
ita,1972,41.13335
ita,1973,41.39841
ita,1974,41.97227
ita,1975,42.65722
ita,1976,43.29336
ita,1977,44.01016
ita,1978,44.99322
ita,1979,46.10693
ita,1980,46.98335
ita,1981,47.6921
ita,1982,48.26671
ita,1983,48.53207
ita,1984,48.53867
ita,1985,48.46417
ita,1986,48.38585
ita,1987,48.25543
ita,1988,48.15898
ita,1989,48.12637
ita,1990,48.1226
ita,1991,48.10602
ita,1992,47.976
ita,1993,47.78844
ita,1994,47.13013
ita,1995,46.83416
ita,1996,47.11906
ita,1997,46.97317
ita,1998,41.44438
ita,1999,41.44896
ita,2000,44.48251
ita,2001,45.22557
ita,2002,44.77291
ita,2003,45.4629
ita,2004,40.31483
ita,2005,39.98876
ita,2006,39.78308
ita,2007,39.41321
ita,2008,39.32876
ita,2009,39.46989
ita,2010,39.71192
ita,2011,39.65321
ita,2012,39.54261
ita,2013,39.71705
ita,2014,37.91754
ita,2015,37.7349
ita,2016,37.65361
ita,2017,37.55295
jam,1971,43.1869
jam,1973,45.6057
jam,1974,47.9659
jam,1975,49.66259
