geo,time,en_co2_tran_zs
aus,2012,23.48033
aus,2013,24.0995
aus,2014,24.7445
aut,1960,18.02039
aut,1961,18.59706
aut,1962,18.56843
aut,1963,17.90073
aut,1964,18.20594
aut,1965,19.28727
aut,1966,20.11339
aut,1967,20.43409
aut,1968,19.71831
aut,1969,20.58207
aut,1970,18.9195
aut,1971,19.62963
aut,1972,20.69444
aut,1973,20.72491
aut,1974,20.12911
aut,1975,20.99838
aut,1976,19.59585
aut,1977,21.47311
aut,1978,21.91985
aut,1979,22.1288
aut,1980,21.23666
aut,1981,21.06693
aut,1982,21.65963
aut,1983,22.57542
aut,1984,21.3697
aut,1985,21.12462
aut,1986,22.29324
aut,1987,22.31768
aut,1988,24.77648
aut,1989,25.72449
aut,1990,24.21819
aut,1991,24.89661
aut,1992,27.10919
aut,1993,27.27599
aut,1994,27.17894
aut,1995,26.01108
aut,1996,27.04154
aut,1997,25.89986
aut,1998,28.9878
aut,1999,28.96406
aut,2000,29.98222
aut,2001,30.25362
aut,2002,32.46484
aut,2003,32.26736
aut,2004,32.23364
aut,2005,32.93092
aut,2006,32.41514
aut,2007,33.88025
aut,2008,32.1844
aut,2009,33.9196
aut,2010,32.34309
aut,2011,32.37496
aut,2012,33.78717
aut,2013,35.46629
aut,2014,36.62389
aze,1990,11.59529
aze,1991,9.14681
aze,1992,9.42951
aze,1993,9.87952
aze,1994,9.7385
aze,1995,10.32138
aze,1996,10.01478
aze,1997,12.262
aze,1998,11.42857
aze,1999,6.09472
aze,2000,8.64469
aze,2001,10.06581
aze,2002,11.48569
aze,2003,11.32279
aze,2004,13.83212
aze,2005,14.51224
aze,2006,16.46819
aze,2007,14.12514
aze,2008,16.5625
aze,2009,17.29201
aze,2010,21.03697
aze,2011,21.89864
aze,2012,22.15299
aze,2013,24.75382
aze,2014,24.48847
bel,1960,8.1078
bel,1961,8.39416
bel,1962,7.90194
bel,1963,7.18274
bel,1964,7.62336
bel,1965,8.05085
bel,1966,7.88158
bel,1967,8.54768
bel,1968,8.80755
bel,1969,8.75545
bel,1970,9.45632
bel,1971,10.03223
bel,1972,9.88195
bel,1973,9.73538
bel,1974,9.59731
bel,1975,11.62771
bel,1976,11.45357
bel,1977,12.13423
bel,1978,11.94157
bel,1979,12.30816
bel,1980,12.62948
bel,1981,13.42259
bel,1982,14.39352
bel,1983,16.00601
bel,1984,15.73056
bel,1985,16.26548
bel,1986,17.69064
bel,1987,18.21323
bel,1988,19.3611
bel,1989,19.54188
bel,1990,19.14353
bel,1991,18.58096
bel,1992,19.66282
bel,1993,20.70382
bel,1994,20.4377
bel,1995,20.45149
bel,1996,20.05821
bel,1997,20.75123
bel,1998,20.79498
bel,1999,21.66844
bel,2000,21.49188
bel,2001,22.01291
bel,2002,23.46047
bel,2003,23.14609
bel,2004,24.19413
bel,2005,24.10515
bel,2006,24.28695
bel,2007,25.19551
bel,2008,26.22398
bel,2009,27.49404
bel,2010,25.18272
bel,2011,28.41273
bel,2012,26.65797
bel,2013,26.05996
bel,2014,28.62866
ben,1971,83.33333
ben,1972,80
ben,1973,78.04878
ben,1974,78.57143
ben,1975,78.26087
ben,1976,64.28571
ben,1977,69.69697
ben,1978,71.05263
ben,1979,71.05263
ben,1980,66.66667
ben,1981,60
ben,1982,66.66667
ben,1983,63.88889
ben,1984,73.68421
ben,1985,76.59574
ben,1986,78.04878
ben,1987,77.77778
ben,1988,75
ben,1989,67.85714
ben,1990,65.38462
ben,1991,65
ben,1992,57.14286
ben,1993,57.14286
ben,1994,54.54545
ben,1995,54.54545
ben,1996,54.94505
ben,1997,58.62069
ben,1998,61.98347
ben,1999,63.43284
ben,2000,64.78873
ben,2001,57.22543
ben,2002,57.92079
ben,2003,60.08772
ben,2004,57.61317
ben,2005,57.46269
ben,2006,60.49383
ben,2007,64.11609
ben,2008,63.96867
ben,2009,67.06444
ben,2010,69.67033
ben,2011,69.65812
ben,2012,69.59184
ben,2013,69.59847
ben,2014,67.59582
bgd,1971,8.68056
bgd,1972,8.68056
bgd,1973,6.74487
bgd,1974,12.85347
bgd,1975,14.05896
bgd,1976,14.10256
bgd,1977,13.33333
bgd,1978,12.90944
bgd,1979,14.91228
bgd,1980,15.04559
bgd,1981,13.02983
bgd,1982,14.24419
bgd,1983,17.10731
bgd,1984,16.74491
bgd,1985,17.53247
bgd,1986,15.49296
bgd,1987,15.10638
bgd,1988,15.36885
bgd,1989,15.63394
bgd,1990,14.62347
bgd,1991,17.02326
bgd,1992,17.97274
bgd,1993,17.3739
bgd,1994,16.40683
bgd,1995,16.20146
bgd,1996,17.63647
bgd,1997,17.71612
bgd,1998,17.92304
bgd,1999,15.76004
bgd,2000,14.46991
bgd,2001,15.25765
bgd,2002,14.50641
bgd,2003,14.14178
bgd,2004,15.27077
bgd,2005,15.80595
bgd,2006,14.97585
bgd,2007,14.4504
bgd,2008,14.72963
bgd,2009,14.42199
bgd,2010,14.74423
bgd,2011,16.08483
bgd,2012,15.11344
bgd,2013,13.72483
bgd,2014,14.19624
bgr,1971,8.09837
bgr,1972,7.46812
bgr,1973,7.11544
bgr,1974,6.7597
bgr,1975,6.27387
bgr,1976,6.21585
bgr,1977,5.80569
bgr,1978,5.08668
bgr,1979,4.814
bgr,1980,4.84421
bgr,1981,4.88467
bgr,1982,4.78723
bgr,1983,4.87085
bgr,1984,4.82368
bgr,1985,4.49957
bgr,1986,4.43563
bgr,1987,4.40356
bgr,1988,8.23515
bgr,1989,8.79147
bgr,1990,8.63618
bgr,1991,6.41229
bgr,1992,7.04121
bgr,1993,7.90681
bgr,1994,7.54463
bgr,1995,7.94463
bgr,1996,7.78488
bgr,1997,8.34308
bgr,1998,11.05671
bgr,1999,13.12732
bgr,2000,12.87035
bgr,2001,12.43615
bgr,2002,13.72088
bgr,2003,13.7385
bgr,2004,14.91266
bgr,2005,16.3871
bgr,2006,17.04092
bgr,2007,15.59129
bgr,2008,17.18525
bgr,2009,18.89151
bgr,2010,17.54505
bgr,2011,16.1959
bgr,2012,18.53768
bgr,2013,18.60702
bgr,2014,19.51104
bhr,1971,6.22837
bhr,1972,6.66667
bhr,1973,5.38642
bhr,1974,5.34653
bhr,1975,6.88337
bhr,1976,8.27465
bhr,1977,9.36508
bhr,1978,10.02994
bhr,1979,8.68347
bhr,1980,8.70166
bhr,1981,9.14948
bhr,1982,9.45946
bhr,1983,10.04728
bhr,1984,9.81524
bhr,1985,9.56044
bhr,1986,8.59775
bhr,1987,8.73181
bhr,1988,8.79447
bhr,1989,9.06433
bhr,1990,9.3633
bhr,1991,9.8249
bhr,1992,9.2775
bhr,1993,9.02082
bhr,1994,8.96084
bhr,1995,9.21933
bhr,1996,8.94251
bhr,1997,9.27476
bhr,1998,9.07912
bhr,1999,9.4217
bhr,2000,9.65909
bhr,2001,9.78593
bhr,2002,10.41303
bhr,2003,10.89385
bhr,2004,11.97975
bhr,2005,12.15953
bhr,2006,11.67785
bhr,2007,12.42345
bhr,2008,12.63714
bhr,2009,12.50511
bhr,2010,12.33359
bhr,2011,11.57607
bhr,2012,12.18858
bhr,2013,11.66902
bhr,2014,11.45167
bih,1990,9.125
bih,1991,8.66325
bih,1992,6.65411
bih,1993,6.35752
bih,1994,31.59609
bih,1995,30.18293
bih,1996,24.93947
bih,1997,12.58907
bih,1998,13.14554
bih,1999,12.87224
bih,2000,15.23324
bih,2001,15.77778
bih,2002,14.34599
bih,2003,14.08935
bih,2004,15.73404
bih,2005,14.50189
bih,2006,16.4854
bih,2007,16.55809
bih,2008,16.6996
bih,2009,17.26868
bih,2010,16.59346
bih,2011,14.57265
bih,2012,14.73441
bih,2013,13.11018
bih,2014,13.73728
blr,1990,11.5007
blr,1991,12.74296
blr,1992,13.04849
blr,1993,12.56802
blr,1994,10.51398
blr,1995,11.73165
blr,1996,12.54108
blr,1997,13.09503
blr,1998,14.30094
blr,1999,13.1287
blr,2000,12.39685
blr,2001,12.04322
blr,2002,13.01694
blr,2003,13.2957
blr,2004,12.83511
blr,2005,14.14288
blr,2006,15.97064
blr,2007,16.6906
blr,2008,18.06982
blr,2009,18.44035
blr,2010,18.27598
blr,2011,19.88407
blr,2012,20.23191
blr,2013,21.39423
blr,2014,20.51193
bol,1971,44.95413
bol,1972,44.16667
bol,1973,45.05929
bol,1974,45.62044
bol,1975,46.89441
bol,1976,47.30878
bol,1977,51.2
bol,1978,53.07125
bol,1979,53.31695
bol,1980,50.11876
bol,1981,44.59161
bol,1982,34.08624
bol,1983,35.62753
bol,1984,37.47277
bol,1985,40.37123
bol,1986,41.92771
bol,1987,45.51724
bol,1988,46.94836
bol,1989,45.12712
bol,1990,43.30097
bol,1991,45.26112
bol,1992,42.69871
bol,1993,47.42451
bol,1994,45.57377
bol,1995,44.84761
bol,1996,49.45904
bol,1997,46.53313
bol,1998,45.10086
bol,1999,47.85933
bol,2000,41.26761
bol,2001,42.14391
bol,2002,40.83916
bol,2003,39.76982
bol,2004,39.78873
bol,2005,39.02977
bol,2006,39.91895
bol,2007,40.96386
bol,2008,42.07836
bol,2009,41.6129
bol,2010,39.48905
bol,2011,39.9462
bol,2012,37.83622
bol,2013,41.39562
bol,2014,40.71038
bra,1971,48.45054
bra,1972,50.20507
bra,1973,50.22758
bra,1974,50.95656
bra,1975,51.0149
bra,1976,49.87067
bra,1977,47.26703
bra,1978,46.41095
bra,1979,45.7788
bra,1980,43.71236
bra,1981,46.784
bra,1982,46.8792
bra,1983,46.31728
bra,1984,45.54889
bra,1985,44.8585
bra,1986,44.35415
bra,1987,42.48118
bra,1988,41.8142
bra,1989,43.13035
bra,1990,44.58616
bra,1991,44.95998
bra,1992,44.24403
bra,1993,44.38147
bra,1994,44.76236
bra,1995,45.74038
bra,1996,46.20045
bra,1997,45.84934
bra,1998,46.88077
bra,1999,44.41425
bra,2000,42.9065
bra,2001,42.80791
bra,2002,43.55715
bra,2003,43.54651
bra,2004,43.98102
bra,2005,44.10306
bra,2006,44.56899
bra,2007,44.18153
bra,2008,43.41315
bra,2009,45.76423
bra,2010,45.2514
bra,2011,47.15727
bra,2012,47.57484
bra,2013,46.09931
bra,2014,44.75232
brn,1971,20
brn,1972,15.38462
brn,1973,11.76471
brn,1974,8.77193
brn,1975,7.0922
brn,1976,7.56757
brn,1977,8.54271
brn,1978,9.09091
brn,1979,10.20408
brn,1980,12.5
brn,1981,11.96911
brn,1982,13.28413
brn,1983,14.08935
brn,1984,13.99317
brn,1985,15.25424
brn,1986,15.64626
brn,1987,16.38796
brn,1988,16.61342
brn,1989,17.0418
brn,1990,16.87117
brn,1991,17.75148
brn,1992,18.15642
brn,1993,17.61658
brn,1994,17.3913
brn,1995,17.33333
brn,1996,17.83439
brn,1997,17.09234
brn,1998,19.02552
brn,1999,19.33174
brn,2000,18.32579
brn,2001,19.48956
brn,2002,20.18349
brn,2003,17.52381
brn,2004,19.71545
brn,2005,19.70954
brn,2006,14.28571
brn,2007,16.52047
brn,2008,15.65097
brn,2009,15.07402
brn,2010,17.20117
brn,2011,18.25963
brn,2012,19.22525
brn,2013,19.41606
brn,2014,20.14925
bwa,1981,18.11594
bwa,1982,18.75
bwa,1983,21.2766
bwa,1984,22.85714
bwa,1985,22
bwa,1986,21.96532
bwa,1987,23.46369
bwa,1988,21.39535
bwa,1989,22.36287
bwa,1990,23.13167
bwa,1991,26.00733
bwa,1992,24.54545
bwa,1993,24.61538
bwa,1994,25
bwa,1995,27.89969
bwa,1996,30.82192
bwa,1997,31.59609
bwa,1998,28.26087
bwa,1999,29.27461
bwa,2000,30.27295
bwa,2001,33.85013
bwa,2002,31.01737
bwa,2003,34.2711
bwa,2004,36.77582
bwa,2005,35.04673
bwa,2006,39.6088
bwa,2007,39.81481
bwa,2008,45.10251
bwa,2009,39.06582
bwa,2010,59.32722
bwa,2011,52.86458
bwa,2012,41.92229
bwa,2013,40.64885
bwa,2014,32.12209
can,1960,27.12581
can,1961,26.66945
can,1962,26.14526
can,1963,25.95033
can,1964,25.69412
can,1965,25.26918
can,1966,25.76129
can,1967,25.59235
can,1968,25.06493
can,1969,24.99353
can,1970,24.52484
can,1971,24.76848
can,1972,25.18235
can,1973,26.16822
can,1974,26.61579
can,1975,27.70337
can,1976,28.06445
can,1977,27.57023
can,1978,28.86562
can,1979,30.45396
can,1980,30.60852
can,1981,31.86074
can,1982,28.83633
can,1983,28.65926
can,1984,28.39209
can,1985,28.95813
can,1986,29.56078
can,1987,29.92309
can,1988,29.58674
can,1989,29.01373
can,1990,29.71253
can,1991,29.28329
can,1992,29.40458
can,1993,30.04962
can,1994,30.42883
can,1995,30.53396
can,1996,30.34009
can,1997,30.2713
can,1998,30.42716
can,1999,30.5537
can,2000,29.05051
can,2001,29.06055
can,2002,29.23496
can,2003,28.65434
can,2004,30.01198
can,2005,30.04037
can,2006,30.67237
can,2007,30.38437
can,2008,30.5683
can,2009,31.61368
can,2010,31.78283
can,2011,31.10128
can,2012,31.58786
can,2013,31.69902
can,2014,31.79344
che,1960,21.42857
che,1961,24.87805
che,1962,21.77227
che,1963,20.02275
che,1964,23.46656
che,1965,22.96106
che,1966,24.60521
che,1967,24.20607
che,1968,23.24289
che,1969,22.81016
che,1970,22.3631
che,1971,23.61861
che,1972,24.20625
che,1973,23.0626
che,1974,24.65575
che,1975,24.52368
che,1976,23.3342
che,1977,24.5254
che,1978,24.21446
che,1979,25.15528
che,1980,26.31847
che,1981,28.7649
che,1982,31.11938
che,1983,29.03226
che,1984,30.0986
che,1985,28.04119
che,1986,29.66875
che,1987,31.49213
che,1988,33.36678
che,1989,34.51597
che,1990,35.59863
che,1991,34.42321
che,1992,35.06077
che,1993,34.3359
che,1994,36.09877
che,1995,34.65156
che,1996,34.05162
che,1997,36.07872
che,1998,35.15478
che,1999,34.87072
che,2000,39.46113
che,2001,37.44524
che,2002,38.89553
che,2003,37.96618
che,2004,37.94294
che,2005,37.74487
che,2006,38.38546
che,2007,41.0065
che,2008,40.5814
che,2009,41.34293
che,2010,39.83759
che,2011,43.40153
che,2012,42.27542
che,2013,41.1071
che,2014,44.83307
chl,1971,28.67332
chl,1972,28.29457
chl,1973,27.45
chl,1974,26.49746
chl,1975,26.47575
chl,1976,25.76859
chl,1977,25.9775
chl,1978,27.70898
chl,1979,28.12803
chl,1980,29.15888
chl,1981,31.09441
chl,1982,34.05876
chl,1983,32.98264
chl,1984,30.92528
chl,1985,31.49847
chl,1986,31.40455
chl,1987,33.07317
chl,1988,31.20968
chl,1989,27.63333
chl,1990,30.85287
chl,1991,33.54565
chl,1992,35.23973
chl,1993,36.85401
chl,1994,36.27538
chl,1995,36.80518
chl,1996,34.59207
chl,1997,31.82922
chl,1998,33.04712
chl,1999,31.813
chl,2000,34.93108
chl,2001,34.4192
chl,2002,34.95043
chl,2003,33.60082
chl,2004,31.70823
chl,2005,34.10511
chl,2006,32.84226
chl,2007,31.41453
chl,2008,30.94272
chl,2009,32.24801
chl,2010,31.24362
chl,2011,29.01726
chl,2012,29.04688
chl,2013,29.86221
chl,2014,31.07769
chn,1971,5.82694
chn,1972,6.0286
chn,1973,6.29643
chn,1974,6.67347
chn,1975,6.40247
chn,1976,6.24475
chn,1977,6.11025
chn,1978,5.87704
chn,1979,5.99438
chn,1980,5.79557
chn,1981,5.886
chn,1982,5.94307
chn,1983,5.99881
chn,1984,5.88025
chn,1985,6.02452
chn,1986,6.21307
chn,1987,6.07201
chn,1988,5.97078
chn,1989,5.98997
chn,1990,5.15574
chn,1991,5.22689
chn,1992,5.49139
chn,1993,5.65688
chn,1994,5.04432
chn,1995,4.8769
chn,1996,6.56943
chn,1997,5.69875
chn,1998,5.38689
chn,1999,6.15112
chn,2000,8.53833
chn,2001,8.31745
chn,2002,8.36474
chn,2003,8.17249
chn,2004,8.19776
chn,2005,7.71021
chn,2006,7.61067
chn,2007,7.45714
chn,2008,7.87261
chn,2009,7.53934
chn,2010,7.54374
chn,2011,7.49687
chn,2012,8.09909
chn,2013,8.38613
chn,2014,8.5987
civ,1971,36.66667
civ,1972,36.22642
civ,1973,33.57934
civ,1974,33.80783
civ,1975,33.22368
civ,1976,35.05747
civ,1977,38.12317
civ,1978,35.42714
civ,1979,40.82192
civ,1980,46.0177
civ,1981,50.50167
civ,1982,47.63514
civ,1983,33.95722
civ,1984,35.32934
civ,1985,39.01639
civ,1986,37.33766
civ,1987,35.7377
civ,1988,35.94771
civ,1989,42.32082
civ,1990,44.07407
civ,1991,42.29391
civ,1992,41.15523
civ,1993,37.16216
civ,1994,35.27508
civ,1995,37.73006
civ,1996,32.29974
civ,1997,28.87029
civ,1998,25.05176
civ,1999,21.22571
civ,2000,20.37915
civ,2001,20.1278
civ,2002,22.10031
civ,2003,20.19417
civ,2004,21.03321
civ,2005,20.99828
civ,2006,22.73535
civ,2007,23.24324
civ,2008,24.5283
civ,2009,26.68919
civ,2010,24.15459
civ,2011,26.10922
civ,2012,30.20305
civ,2013,30.43981
civ,2014,31.12299
cmr,1971,76.71233
cmr,1972,80.51948
cmr,1973,80
cmr,1974,77.5
cmr,1975,73.52941
cmr,1976,75.26882
cmr,1977,75.93985
cmr,1978,72.02797
cmr,1979,72.07792
cmr,1980,70.65868
cmr,1981,68
cmr,1982,69.68085
cmr,1983,74.01961
cmr,1984,73.83178
cmr,1985,73.10924
cmr,1986,71.73913
cmr,1987,73.24561
cmr,1988,74.6988
cmr,1989,67.27941
cmr,1990,66.28788
cmr,1991,64.60905
cmr,1992,69.163
cmr,1993,69.83471
cmr,1994,69.01961
cmr,1995,69.5122
cmr,1996,70.90164
cmr,1997,70.81712
cmr,1998,70.14925
cmr,1999,68.33333
cmr,2000,66.66667
cmr,2001,68.63469
cmr,2002,71.03448
cmr,2003,70.4698
cmr,2004,71.7608
cmr,2005,72.01365
cmr,2006,60.12862
cmr,2007,51.69903
cmr,2008,51.05386
cmr,2009,52.18295
cmr,2010,52.87129
cmr,2011,54.83235
cmr,2012,54.49438
cmr,2013,52.47863
cmr,2014,53.80795
cod,1971,16.27907
cod,1972,16.66667
cod,1973,18.70229
cod,1974,20.07435
cod,1975,21.75573
cod,1976,19.7026
cod,1977,16.42857
cod,1978,18.18182
cod,1979,19.0625
cod,1980,18.92744
cod,1981,17.40413
cod,1982,19.01141
cod,1983,16.48045
cod,1984,17.29107
cod,1985,16.61538
cod,1986,18.33333
cod,1987,17.16867
cod,1988,16.37931
cod,1989,17.27273
cod,1990,19.06355
cod,1991,29.44785
cod,1992,31.20567
cod,1993,32.11679
cod,1994,37.19008
cod,1995,39.47368
cod,1996,39.13043
cod,1997,39.13043
cod,1998,35.43307
cod,1999,35.2
cod,2000,92.94118
cod,2001,91.5493
cod,2002,89.61039
cod,2003,87.23404
cod,2004,88.11881
cod,2005,86.71875
cod,2006,86.33094
cod,2007,86.36364
cod,2008,88.37209
cod,2009,87.35632
cod,2010,88.23529
cod,2011,91.02564
cod,2012,92.95154
cod,2013,95.11494
cod,2014,96.78112
cog,1971,61.40351
cog,1972,62.29508
cog,1973,60
cog,1974,63.33333
cog,1975,63.93443
cog,1976,70.27027
cog,1977,59.375
cog,1978,69.11765
cog,1979,69.23077
cog,1980,73.91304
cog,1981,75
cog,1982,82.5
cog,1983,81.48148
cog,1984,80.82192
cog,1985,78.94737
cog,1986,81.15942
cog,1987,80.55556
cog,1988,80.59701
cog,1989,78.78788
cog,1990,79.6875
cog,1991,79.41176
cog,1992,77.04918
cog,1993,79.66102
cog,1994,74.35897
cog,1995,77.77778
cog,1996,76.19048
cog,1997,78.125
cog,1998,96.9697
cog,1999,83.78378
cog,2000,86
cog,2001,87.30159
cog,2002,86
cog,2003,80
cog,2004,91.02564
cog,2005,85.71429
cog,2006,86.27451
cog,2007,87.27273
cog,2008,86.13139
cog,2009,81.52866
cog,2010,80.87432
cog,2011,78.94737
cog,2012,71.74888
cog,2013,75.19685
cog,2014,76.51515
col,1971,25.34683
col,1972,26.0981
col,1973,26.83182
col,1974,27.91302
col,1975,32.87381
col,1976,33.04464
col,1977,33.26886
col,1978,33.38382
col,1979,34.46209
col,1980,33.85057
col,1981,34.18265
col,1982,35.19301
col,1983,35.03747
col,1984,35.72374
col,1985,35.3433
col,1986,35.40837
col,1987,34.3816
col,1988,36.83844
col,1989,36.15882
col,1990,35.64875
col,1991,35.92172
col,1992,36.42063
col,1993,35.047
col,1994,32.62411
col,1995,37.33701
col,1996,38.3922
col,1997,37.1351
col,1998,36.08022
col,1999,36.70448
col,2000,34.28097
col,2001,35.65806
col,2002,32.90802
col,2003,34.23997
col,2004,38.98403
col,2005,38.19302
col,2006,39.9068
col,2007,39.97443
col,2008,40.09349
col,2009,35.47349
col,2010,36.05713
col,2011,40.35785
col,2012,42.6315
col,2013,40.21448
col,2014,41.2
cri,1971,53.54331
cri,1972,54.22535
cri,1973,51.53374
cri,1974,57.59494
cri,1975,56.89655
cri,1976,60
cri,1977,51.75439
cri,1978,53.68852
cri,1979,55.14403
cri,1980,61.57407
cri,1981,58.41584
cri,1982,62.5
cri,1983,63.00578
cri,1984,63.04348
cri,1985,61.53846
cri,1986,63.59223
cri,1987,62.72727
cri,1988,67.53247
cri,1989,63.87833
cri,1990,61.15385
cri,1991,59.78261
cri,1992,62.17617
cri,1993,64.8294
cri,1994,58.42697
cri,1995,58.33333
cri,1996,62.58993
cri,1997,65.52567
cri,1998,65.05495
cri,1999,67.32456
cri,2000,66
cri,2001,64.56212
cri,2002,69.92032
cri,2003,67.4812
cri,2004,72.31638
cri,2005,69.11765
cri,2006,66.33166
cri,2007,63.86807
cri,2008,65.26946
cri,2009,69.49686
cri,2010,68.98638
cri,2011,68.63905
cri,2012,69.59064
cri,2013,67.60168
cri,2014,68.61925
cub,1971,19.94234
cub,1972,19.97034
cub,1973,20.32258
cub,1974,18.34395
cub,1975,18.89992
cub,1976,18.22523
cub,1977,17.37072
cub,1978,16.90236
cub,1979,17.82345
cub,1980,17.38845
cub,1981,18.27461
cub,1982,17.37135
cub,1983,16.08918
cub,1984,16.34421
cub,1985,16.97233
cub,1986,17.19084
cub,1987,16.16074
cub,1988,16.0504
cub,1989,15.05034
cub,1990,14.86804
cub,1991,14.0113
cub,1992,12.24682
cub,1993,9.93377
cub,1994,8.9404
cub,1995,8.77897
cub,1996,9.01639
cub,1997,10.42061
cub,1998,9.55854
cub,1999,8.73931
cub,2000,7.93709
