geo,time,se_sec_enrr_fe
cub,1974,28.89747
cub,1975,35.4664
cub,1978,61.90656
cub,1979,68.26832
cub,1980,79.53297
cub,1981,80.53302
cub,1982,82.01342
cub,1983,81.05189
cub,1984,82.54497
cub,1985,83.86137
cub,1986,85.5188
cub,1987,86.62142
cub,1988,88.82403
cub,1989,92.1551
cub,1990,93.46961
cub,1991,94.82012
cub,1992,94.05117
cub,1993,89.57743
cub,1994,82.78073
cub,1995,79.92576
cub,1996,81.66849
cub,1997,84.24934
cub,1999,81.73834
cub,2000,83.94813
cub,2001,86.02415
cub,2002,87.43543
cub,2003,90.23422
cub,2004,91.53596
cub,2005,93.85108
cub,2006,96.62785
cub,2007,96.20291
cub,2008,95.40608
cub,2009,93.20276
cub,2010,92.38897
cub,2011,91.5863
cub,2012,90.80918
cub,2013,90.97407
cub,2014,97.66514
cub,2015,99.12336
cub,2016,101.5518
cub,2017,102.2446
cub,2018,101.94916
cub,2019,100.88953
cub,2020,100.28624
cym,1972,88.21293
cym,1973,106.42857
cym,1974,111.42384
cym,1975,121.39605
cym,1976,110.43115
cym,1977,98.97959
cym,1980,76.72234
cym,1981,99.50298
cym,1999,90.36458
cym,2000,93.13409
cym,2001,86.28049
cym,2002,82.29965
cym,2004,83.71951
cym,2005,77.93183
cym,2006,78.63863
cym,2007,78.08076
cym,2008,84.10127
cym,2011,79.77811
cym,2012,81.6675
cym,2013,84.4389
cym,2018,77.61798
cym,2020,75.4717
cyp,1971,53.01759
cyp,1972,56.5222
cyp,1973,61.17663
cyp,1974,65.15482
cyp,1975,61.26937
cyp,1976,66.48793
cyp,1977,67.1797
cyp,1978,66.11761
cyp,1979,66.8374
cyp,1980,68.69882
cyp,1981,68.48824
cyp,1982,70.74369
cyp,1983,71.57152
cyp,1984,73.90435
cyp,1985,74.11035
cyp,1986,70.34914
cyp,1987,67.38378
cyp,1988,63.99436
cyp,1989,64.5679
cyp,1990,65.12477
cyp,1991,66.62926
cyp,1992,68.82266
cyp,1993,94.27283
cyp,1994,94.42886
cyp,1995,95.42536
cyp,1996,95.26566
cyp,1997,94.49312
cyp,1999,94.68621
cyp,2000,94.44011
cyp,2001,93.90015
cyp,2002,97.98078
cyp,2003,99.27568
cyp,2004,99.07656
cyp,2005,97.47889
cyp,2006,97.43488
cyp,2007,98.69372
cyp,2008,98.88572
cyp,2009,99.04687
cyp,2010,91.994
cyp,2011,93.53255
cyp,2012,96.18629
cyp,2013,98.52653
cyp,2014,99.45569
cyp,2015,99.40921
cyp,2016,98.42323
cyp,2017,99.53045
cyp,2018,98.96697
cyp,2019,99.23193
cze,1971,86.14637
cze,1972,86.51327
cze,1973,86.54394
cze,1974,86.76932
cze,1975,88.47914
cze,1976,91.34015
cze,1977,94.13867
cze,1978,95.75849
cze,1979,97.03421
cze,1980,97.04519
cze,1982,107.48928
cze,1983,103.81333
cze,1984,98.70012
cze,1985,96.86973
cze,1986,94.92453
cze,1987,101.58349
cze,1988,99.10357
cze,1989,89.97736
cze,1990,87.13541
cze,1991,88.23907
cze,1992,87.88425
cze,1993,90.92851
cze,1994,90.63833
cze,1995,95.44675
cze,1996,99.69824
cze,1997,89.31386
cze,1998,84.21967
cze,1999,84.84429
cze,2000,89.26728
cze,2001,96.44209
cze,2002,96.9988
cze,2003,97.90663
cze,2004,96.22542
cze,2005,96.56927
cze,2006,96.87461
cze,2007,95.6538
cze,2008,94.79284
cze,2009,94.44516
cze,2010,94.94456
cze,2011,95.90034
cze,2012,96.88972
cze,2013,104.37548
cze,2014,104.94597
cze,2015,105.59939
cze,2016,105.08663
cze,2017,103.87002
cze,2018,102.51844
cze,2019,101.80705
deu,1992,99.29696
deu,1993,103.3131
deu,1994,103.68761
deu,1995,103.02257
deu,1996,102.74887
deu,1997,102.75498
deu,1998,97.64621
deu,1999,97.97509
deu,2000,98.86847
deu,2001,99.47975
deu,2002,100.36402
deu,2003,100.51383
deu,2004,100.83649
deu,2005,100.91353
deu,2006,101.5114
deu,2007,100.86867
deu,2008,101.80789
deu,2009,100.28673
deu,2010,101.15285
deu,2011,100.87674
deu,2012,99.33998
deu,2013,98.30722
deu,2014,97.25179
deu,2015,96.38323
deu,2016,96.15123
deu,2017,95.2235
deu,2018,94.55297
deu,2019,94.79245
dji,1971,3.37553
dji,1973,4.26901
dji,1974,4.3279
dji,1975,3.97037
dji,1976,3.21565
dji,1982,6.67578
dji,1983,7.11866
dji,1984,7.2794
dji,1985,7.51133
dji,1986,8.10956
dji,1987,9.17623
dji,1988,8.78762
dji,1989,8.75998
dji,1992,8.22104
dji,1993,8.47976
dji,1994,8.80774
dji,1995,9.24707
dji,1996,9.93547
dji,1997,10.80191
dji,1999,12.03382
dji,2000,11.14499
dji,2001,12.29284
dji,2002,12.8466
dji,2004,16.66744
dji,2005,18.24351
dji,2006,18.39714
dji,2007,22.33482
dji,2008,27.08064
dji,2009,31.10914
dji,2011,39.40647
dji,2012,41.49924
dji,2013,42.82045
dji,2014,44.99408
dji,2015,45.32214
dji,2016,47.21871
dji,2017,47.59564
dji,2018,51.53135
dji,2019,52.93422
dji,2020,55.23377
dji,2021,55.5454
dma,1973,84.96025
dma,1974,90.01332
dma,1975,89.94149
dma,1976,87.33166
dma,1977,87.94183
dma,1978,81.06713
dma,1979,82.38193
dma,1986,93.51786
dma,1987,85.23439
dma,1990,76.37335
dma,1999,122.44836
dma,2000,118.40121
dma,2001,116.60671
dma,2002,119.67564
dma,2003,121.75107
dma,2004,112.67185
dma,2005,107.59712
dma,2006,102.11771
dma,2007,99.78655
dma,2008,94.69097
dma,2009,97.47676
dma,2010,92.9696
dma,2011,92.32715
dma,2014,90.04217
dma,2015,93.79074
dma,2019,102.24481
dma,2020,102.87582
dnk,1978,93.92761
dnk,1979,96.1517
dnk,1980,100.86207
dnk,1981,104.26611
dnk,1982,104.45798
dnk,1983,103.90511
dnk,1984,102.81257
dnk,1985,103.10156
dnk,1986,105.52333
dnk,1987,106.96371
dnk,1988,108.1258
dnk,1989,109.60905
dnk,1990,110.66882
dnk,1991,110.32296
dnk,1992,111.16278
dnk,1993,113.0499
dnk,1994,115.96662
dnk,1995,119.55182
dnk,1996,122.11644
dnk,1998,125.89746
dnk,1999,128.19855
dnk,2000,129.58412
dnk,2001,134.05804
dnk,2002,129.35207
dnk,2003,129.88327
dnk,2004,126.65039
dnk,2005,126.46858
dnk,2006,122.1156
dnk,2007,120.679
dnk,2008,119.5693
dnk,2009,119.15758
dnk,2010,120.04271
dnk,2011,123.73984
dnk,2012,124.25294
dnk,2013,131.11501
dnk,2014,132.1225
dnk,2015,133.36568
dnk,2016,131.04993
dnk,2017,129.79619
dnk,2018,129.70605
dnk,2019,129.31744
dom,1998,60.66747
dom,1999,62.60937
dom,2000,66.10258
dom,2002,74.8797
dom,2004,75.03095
dom,2005,77.52937
dom,2007,87.6042
dom,2008,85.74853
dom,2009,85.92343
dom,2010,82.78943
dom,2011,82.2182
dom,2012,82.45028
dom,2013,83.54508
dom,2014,84.19112
dom,2015,83.84121
dom,2016,83.49118
dom,2017,83.02941
dom,2018,82.98589
dom,2019,85.01241
dom,2020,83.08481
dza,1971,6.68369
dza,1972,7.29836
dza,1973,8.65259
dza,1974,9.66277
dza,1975,10.89526
dza,1976,12.73458
dza,1977,15.19003
dza,1978,18.61711
dza,1979,21.3074
dza,1980,23.45502
dza,1981,25.53104
dza,1982,28.59252
dza,1984,34.96146
dza,1985,37.98564
dza,1986,42.173
dza,1987,44.14499
dza,1988,45.286
dza,1989,51.57643
dza,1990,51.7103
dza,1991,51.23579
dza,1992,51.6716
dza,1993,52.47152
dza,1994,54.29289
dza,1995,55.02743
dza,1996,55.85702
dza,1997,58.10991
dza,1999,66.04801
dza,2000,66.65583
dza,2001,70.97624
dza,2002,74.21631
dza,2003,77.27172
dza,2004,80.94692
dza,2005,82.67048
dza,2006,83.56092
dza,2007,73.11961
dza,2008,78.17738
dza,2009,93.40462
dza,2010,98.69296
dza,2011,101.54452
ecu,1971,23.43865
ecu,1972,25.43093
ecu,1973,28.00491
ecu,1974,30.96278
ecu,1975,34.36241
ecu,1976,38.0515
ecu,1977,41.06017
ecu,1978,43.30813
ecu,1979,47.58833
ecu,1980,49.23401
ecu,1981,52.65874
ecu,1982,54.98531
ecu,1983,57.78725
ecu,1984,54.78952
ecu,1985,58.09667
ecu,1986,58.48901
ecu,1987,58.93238
ecu,1988,59.66212
ecu,1993,57.73832
ecu,1996,55.33497
ecu,1998,57.55353
ecu,1999,58.65765
ecu,2000,58.34649
ecu,2001,58.78362
ecu,2002,59.43418
ecu,2003,59.33176
ecu,2004,59.56234
ecu,2005,62.4632
ecu,2006,64.89079
ecu,2007,66.38481
ecu,2009,91.05426
ecu,2010,94.46947
ecu,2011,98.75722
ecu,2012,102.11357
ecu,2013,104.44074
ecu,2014,107.16979
ecu,2015,106.1787
ecu,2016,105.48586
ecu,2017,103.64641
ecu,2018,102.84412
ecu,2019,101.91791
ecu,2020,101.81682
egy,1971,21.49343
egy,1972,22.8143
egy,1973,23.98326
egy,1974,25.10856
egy,1975,26.87686
egy,1976,29.60437
egy,1977,32.69008
egy,1978,34.38475
egy,1979,35.88572
egy,1980,36.65739
egy,1981,38.0471
egy,1982,39.96068
egy,1983,41.82989
egy,1984,43.68941
egy,1985,45.67952
egy,1986,48.52984
egy,1987,51.20211
egy,1988,52.28943
egy,1989,52.41751
egy,1990,64.27956
egy,1991,66.01445
egy,1992,63.28269
egy,1993,64.14628
egy,1994,68.49014
egy,1995,67.93542
egy,1996,65.60649
egy,1997,69.28137
egy,1999,77.01959
egy,2000,79.15125
egy,2001,80.78668
egy,2003,80.01101
egy,2004,79.61037
egy,2009,66.84486
egy,2010,67.94088
egy,2011,77.15709
egy,2012,78.06432
egy,2013,79.45841
egy,2014,80.61362
egy,2016,84.42683
egy,2017,85.94882
egy,2018,87.30088
egy,2019,89.03929
eri,1993,18.49543
eri,1994,18.29693
eri,1995,19.26408
eri,1996,20.3577
eri,1997,21.59633
eri,1999,25.33724
eri,2000,28.51928
eri,2001,28.78877
eri,2002,27.99508
eri,2003,28.45883
eri,2004,26.67592
eri,2005,30.23001
eri,2006,32.17808
eri,2007,34.6485
eri,2008,37.49384
eri,2009,40.9102
eri,2010,45.07411
eri,2011,48.95577
eri,2012,52.40302
eri,2013,53.07565
eri,2014,52.86335
eri,2015,47.51117
eri,2017,44.90598
eri,2018,45.39512
esp,1971,50.37498
esp,1972,47.65132
esp,1973,54.68383
esp,1974,57.76188
esp,1975,64.36899
esp,1976,69.82817
esp,1977,74.0061
esp,1978,76.41697
esp,1979,80.2404
esp,1980,86.48318
esp,1981,87.98185
esp,1982,88.43594
esp,1983,93.65247
esp,1984,91.16371
esp,1985,93.51277
esp,1986,102.07052
esp,1987,104.65929
esp,1988,106.91296
esp,1989,107.67625
esp,1990,104.02869
esp,1991,106.51454
esp,1992,109.41056
esp,1993,114.21824
esp,1994,117.06277
esp,1995,118.90249
esp,1996,123.73463
esp,1997,118.74072
esp,1998,109.91682
esp,1999,111.60373
esp,2000,113.97053
esp,2001,115.32386
esp,2002,115.79178
esp,2003,115.61117
esp,2004,117.6882
esp,2005,121.17932
esp,2006,121.06974
esp,2007,120.24272
esp,2008,119.1326
esp,2009,117.91107
esp,2010,120.73542
esp,2011,121.80227
esp,2012,123.33599
esp,2013,123.35886
esp,2014,123.43348
esp,2015,124.56262
esp,2016,126.41485
esp,2017,126.8802
esp,2018,127.38233
esp,2019,127.79051
est,1992,105.60608
est,1993,100.65047
est,1994,105.13562
est,1995,108.33347
est,1996,97.73679
est,1998,96.98514
est,1999,96.41487
est,2000,96.64983
est,2001,97.45171
est,2002,100.13482
est,2003,100.81049
est,2004,102.51603
est,2005,104.67162
est,2006,105.26942
est,2007,105.09533
est,2008,104.10975
est,2009,103.94765
est,2010,105.33264
est,2011,106.63811
est,2012,107.13486
est,2013,107.61737
est,2014,108.07283
est,2015,110.78357
est,2016,115.45128
est,2017,118.22017
est,2018,118.34164
est,2019,117.71621
eth,1971,1.89654
eth,1972,2.08039
eth,1974,2.72105
eth,1984,8.99587
eth,1991,12.14241
eth,1992,11.1415
eth,1993,10.11172
eth,1994,9.57023
eth,1995,9.29278
eth,1996,9.34943
eth,1999,10.03829
eth,2000,10.87909
eth,2001,13.13348
eth,2002,14.4325
eth,2003,14.41973
eth,2004,16.22309
eth,2005,18.82904
eth,2006,22.64579
eth,2007,26.00208
eth,2008,28.19648
eth,2009,29.46541
eth,2010,31.58916
eth,2011,33.74901
eth,2012,35.6738
eth,2015,34.24992
fin,1971,105.80609
fin,1972,110.06418
fin,1973,111.68163
fin,1974,112.701
fin,1976,94.17648
fin,1977,96.83309
fin,1978,99.12658
fin,1979,101.99322
fin,1980,103.84727
fin,1981,105.05261
fin,1982,106.47617
fin,1983,107.21968
fin,1984,112.05783
fin,1985,113.42473
fin,1986,113.9779
fin,1987,114.20605
fin,1988,116.72689
fin,1989,119.45792
fin,1990,124.12602
fin,1991,126.80651
fin,1992,131.25096
fin,1993,126.34345
fin,1994,126.45757
fin,1995,123.69366
fin,1996,125.18705
fin,1997,125.26485
fin,1998,123.11497
fin,1999,125.74538
fin,2000,130.27177
fin,2001,133.57825
fin,2002,135.65575
fin,2003,138.19283
fin,2004,113.38869
fin,2005,114.34192
fin,2006,113.81941
fin,2007,112.61811
fin,2008,111.22387
fin,2009,110.08427
fin,2010,110.07766
fin,2011,110.53463
fin,2012,110.8163
fin,2013,151.03979
fin,2014,153.49725
fin,2015,157.45172
fin,2016,159.74792
fin,2017,161.51196
fin,2018,162.63884
fin,2019,152.11945
fji,1970,48.08048
fji,1972,56.9935
fji,1973,59.79846
fji,1974,63.60672
fji,1975,66.5707
fji,1976,70.78044
fji,1977,73.54329
fji,1978,75.67845
fji,1980,74.0048
fji,1981,72.62304
fji,1983,73.44229
fji,1984,72.67906
fji,1985,70.74018
fji,1986,72.47614
fji,1987,74.71707
fji,1991,75.32887
fji,1992,81.16658
fji,1998,81.55005
fji,1999,82.53463
fji,2000,81.91345
fji,2001,81.91281
fji,2002,85.61204
fji,2003,89.16266
fji,2004,93.91469
fji,2006,95.20359
fji,2007,93.91541
fji,2008,90.67716
fji,2009,90.70124
fji,2011,94.87394
fji,2012,94.34458
fra,1971,77.30334
fra,1972,80.98348
fra,1973,83.92654
fra,1974,85.77185
fra,1975,86.58267
fra,1977,85.98037
fra,1978,85.7489
fra,1979,86.14967
fra,1980,86.93993
fra,1981,90.47157
fra,1982,88.07374
fra,1983,89.44494
fra,1985,92.37229
fra,1986,93.29475
fra,1987,94.3253
fra,1988,95.29649
fra,1989,97.0069
fra,1990,99.19601
fra,1991,103.27755
fra,1992,106.94871
fra,1993,107.29058
fra,1994,113.34292
fra,1995,113.14205
fra,1996,111.91187
fra,1997,110.92492
fra,1998,110.07809
fra,1999,105.75495
fra,2000,105.56586
fra,2001,104.65541
fra,2002,103.38054
fra,2003,103.23127
fra,2004,102.50282
fra,2005,106.99189
fra,2006,106.92614
fra,2007,106.79029
fra,2008,106.61882
fra,2009,106.45438
fra,2010,106.96463
fra,2011,107.08828
fra,2012,106.11753
fra,2013,104.99602
fra,2014,104.22356
fra,2015,103.94109
fra,2016,103.74196
fra,2017,104.15919
fra,2018,104.07113
fra,2019,104.37078
fsm,1972,124.07913
fsm,1973,140.23041
fsm,1974,150.39645
fsm,1976,161.09023
fsm,1977,157.44975
fsm,2004,85.01742
fsm,2005,86.59369
gab,1971,8.25874
gab,1972,9.61756
gab,1973,12.25156
gab,1974,15.01552
gab,1976,19.98121
gab,1977,21.11299
gab,1978,23.40125
gab,1979,22.40868
gab,1980,22.82035
gab,1981,24.5022
gab,1982,23.77881
gab,1983,25.01391
gab,1984,27.1537
gab,1985,29.15213
gab,1986,32.07009
gab,1987,31.40147
gab,1988,33.69113
gab,1989,34.73632
gab,1994,36.99894
gab,1995,37.80676
gab,1996,46.6172
gab,1997,46.49043
gab,1999,44.65194
gbr,1971,76.39019
gbr,1972,76.9242
gbr,1973,77.39472
gbr,1974,82.19874
gbr,1975,82.48847
gbr,1976,82.89038
gbr,1977,82.98957
gbr,1978,82.45813
gbr,1979,82.28783
gbr,1980,81.84384
gbr,1981,82.25394
gbr,1982,83.2637
gbr,1983,84.49171
gbr,1984,84.67568
gbr,1985,84.74371
gbr,1986,85.54208
gbr,1987,84.79925
gbr,1988,84.43317
gbr,1989,84.64125
gbr,1990,85.82318
gbr,1991,89.22136
gbr,1992,92.72761
gbr,1993,100.39539
gbr,1994,102.19321
gbr,1995,102.81183
gbr,1996,101.94617
gbr,1997,99.98335
gbr,1998,99.24618
gbr,1999,101.50709
gbr,2000,102.40376
gbr,2001,102.22436
gbr,2002,103.48482
gbr,2003,103.86479
gbr,2004,106.22359
gbr,2005,107.03973
gbr,2006,99.76734
gbr,2007,98.18996
gbr,2008,99.16837
gbr,2009,100.74306
gbr,2010,103.091
gbr,2011,94.1326
gbr,2012,91.55243
gbr,2013,126.46911
gbr,2014,128.80875
gbr,2015,126.36829
gbr,2017,127.70997
gbr,2018,122.35238
gbr,2019,120.08055
geo,1981,93.72596
geo,1986,103.61487
geo,1991,94.55981
geo,1992,87.192
geo,1993,76.10412
geo,1994,74.46817
geo,1995,71.29927
geo,1996,75.41309
geo,1997,79.1217
geo,1999,85.50745
geo,2000,88.10767
geo,2001,91.00395
geo,2002,94.12855
geo,2003,97.05337
geo,2004,93.81024
geo,2005,96.25983
geo,2006,99.20539
geo,2008,100.92769
geo,2013,98.79126
geo,2014,99.14214
geo,2015,100.79752
geo,2016,101.85036
geo,2017,103.95872
geo,2018,106.77726
geo,2019,106.75269
geo,2020,103.08643
gha,1971,32.62766
gha,1973,31.0604
gha,1974,28.63867
gha,1975,27.53745
gha,1976,27.06172
gha,1977,26.92956
gha,1978,27.00105
gha,1979,26.87947
gha,1980,28.28085
gha,1981,28.17108
gha,1982,27.70462
gha,1983,27.68458
gha,1984,27.68816
gha,1985,27.03015
gha,1987,29.28209
gha,1988,30.21722
gha,1989,27.22849
gha,1990,27.84017
gha,1995,29.90844
gha,1999,31.16411
gha,2000,31.52775
gha,2001,30.36753
gha,2002,31.68829
gha,2003,32.87811
gha,2004,34.72593
gha,2005,36.43398
gha,2006,38.18189
gha,2007,42.3754
gha,2008,44.49097
gha,2009,45.73661
gha,2011,52.63623
gha,2012,53.44424
gha,2013,64.60324
gha,2014,62.0326
gha,2015,66.10124
gha,2016,67.74837
gha,2017,68.06838
gha,2018,70.7867
gha,2019,74.62975
gha,2020,77.83895
gib,1971,74.09241
gib,1972,61.10652
gib,1973,62.61298
gib,1974,63.23052
gib,1975,62.87758
gib,1976,63.58025
gib,1977,75.89083
gib,1978,63.70426
gib,1979,66.19822
gib,1980,66.54385
gib,1981,66.44494
gib,1982,69.15535
gib,1983,69.95413
gib,1984,70.04608
gib,1985,67.60886
gib,1999,81.35169
gib,2000,91.47287
gib,2001,100.2635
gib,2008,84.11017
gib,2009,83.17359
gib,2016,109.22747
gib,2017,115.74973
gib,2019,90.55944
gib,2020,94.55185
gin,1971,4.74421
gin,1980,8.33253
gin,1981,8.6798
gin,1982,8.14135
gin,1983,7.90132
gin,1984,8.12998
gin,1985,7.89732
gin,1986,6.9305
gin,1987,5.71127
gin,1989,5.24163
gin,1990,4.88376
gin,1991,5.12954
gin,1993,6.1105
gin,1994,6.42985
gin,1996,7.10262
gin,1999,7.21851
gin,2001,10.18819
gin,2002,12.01762
gin,2003,13.85435
gin,2004,15.1192
gin,2005,19.14517
gin,2006,22.02134
gin,2008,24.61208
gin,2011,28.95779
gin,2014,31.04083
gmb,1971,3.66244
gmb,1973,4.04483
gmb,1974,4.78623
gmb,1975,5.08275
gmb,1976,5.38186
gmb,1977,6.55904
gmb,1978,7.26917
gmb,1979,6.87946
gmb,1980,7.24835
gmb,1981,7.67554
gmb,1983,9.47648
gmb,1984,10.63388
gmb,1985,11.18904
gmb,1986,10.65057
gmb,1987,10.11522
gmb,1988,9.3567
gmb,1989,9.4382
gmb,1990,10.72488
gmb,1991,11.65681
gmb,1992,12.54649
gmb,1993,14.49805
gmb,1994,14.93234
gmb,1995,16.90446
gmb,1996,18.02083
gmb,2008,48.60605
gmb,2009,50.17901
gmb,2010,49.06649
gnb,1971,3.91142
gnb,1972,3.38514
gnb,1976,1.65513
gnb,1977,1.86281
gnb,1978,1.71858
gnb,1979,1.75308
gnb,1980,1.79393
gnb,1981,2.33803
gnb,1982,2.74567
gnb,1983,4.10932
gnb,1984,4.357
gnb,1985,4.67022
gnb,1987,3.51955
gnb,1988,2.94549
gnb,1989,4.06145
gnb,2000,12.69777
gnq,1971,6.92263
gnq,1976,3.99447
gnq,1993,16.68325
gnq,1994,16.78851
gnq,1999,12.77314
gnq,2000,14.49129
gnq,2002,16.8168
gnq,2005,22.08174
grc,1971,53.84363
grc,1972,57.73993
grc,1973,59.00891
grc,1974,60.62823
grc,1975,62.0012
grc,1976,65.27128
grc,1977,67.95749
grc,1978,70.60988
grc,1979,72.17174
grc,1980,74.93873
grc,1981,76.86283
grc,1982,80.99892
grc,1983,79.78663
grc,1984,84.07889
grc,1985,85.92781
grc,1986,87.54073
grc,1987,89.61478
grc,1988,89.65079
grc,1989,90.28979
grc,1990,90.19955
grc,1991,90.62297
grc,1992,92.19101
grc,1993,90.21757
grc,1994,88.59559
grc,1995,90.36382
grc,1996,90.8739
grc,1997,90.70581
grc,1998,90.71545
grc,1999,90.06415
grc,2000,90.3129
grc,2001,94.37782
grc,2002,98.49449
grc,2003,95.62649
grc,2004,95.02266
grc,2005,98.38953
grc,2006,97.96228
grc,2007,94.77578
grc,2010,104.3847
grc,2011,102.16453
grc,2012,102.9695
grc,2013,103.80681
grc,2014,99.22461
grc,2015,98.41417
grc,2016,99.50513
grc,2017,101.36929
grc,2018,102.05236
grc,2019,105.21257
grd,1971,26.26916
grd,1972,36.63753
grd,1977,79.48239
grd,1978,82.68854
grd,1979,83.83394
grd,1980,84.06791
grd,1981,84.47786
grd,1982,86.8052
grd,1983,83.11337
grd,1984,90.32095
grd,1985,87.60972
grd,1986,86.66893
grd,1987,89.62496
grd,1988,87.92104
grd,1989,92.94294
grd,1990,96.09727
grd,1991,107.39292
grd,1992,116.59796
grd,1993,120.26731
grd,2002,120.79912
grd,2003,118.51067
grd,2004,119.1825
grd,2005,111.49894
grd,2007,122.06975
grd,2008,115.5895
grd,2009,109.94985
grd,2010,118.60895
grd,2013,109.75225
grd,2014,110.98387
grd,2015,110.70732
grd,2016,116.5051
grd,2017,116.78986
grd,2018,122.09989
gtm,1970,8.03609
gtm,1971,7.48702
gtm,1972,8.27155
gtm,1973,8.22815
gtm,1974,9.84419
gtm,1975,10.6501
gtm,1976,11.77662
gtm,1977,12.5605
gtm,1978,15.38103
gtm,1979,15.97863
gtm,1980,16.02996
gtm,1981,16.90041
gtm,1982,16.15942
gtm,1983,16.6379
gtm,1993,22.11327
gtm,1996,22.99521
gtm,1998,23.56123
gtm,1999,24.35528
gtm,2000,28.60723
gtm,2001,30.93527
gtm,2002,33.84282
gtm,2004,37.65394
gtm,2005,39.78564
gtm,2006,41.7967
gtm,2007,43.59542
gtm,2008,44.62036
gtm,2009,46.37674
gtm,2010,50.72567
gtm,2011,50.98615
gtm,2012,51.41453
gtm,2013,51.46667
gtm,2014,51.181
gtm,2015,52.55503
gtm,2016,51.94743
gtm,2017,51.47756
gtm,2018,51.43818
gtm,2019,50.11747
gtm,2020,49.91171
guy,1971,65.27018
guy,1972,68.24896
guy,1973,70.04672
guy,1974,70.29209
guy,1976,77.72192
guy,1984,64.08114
guy,1985,68.30929
guy,1986,76.74232
guy,1987,78.61061
guy,1999,81.61877
guy,2001,101.44745
guy,2005,90.297
guy,2007,82.49108
guy,2008,85.18561
guy,2009,87.26758
guy,2010,91.89286
guy,2011,99.00686
guy,2012,99.2102
hkg,1971,31.67698
hkg,1972,33.12156
hkg,1973,35.39359
hkg,1974,38.4117
hkg,1975,42.45582
hkg,1976,45.95873
hkg,1977,49.03598
hkg,1978,53.52871
hkg,1979,59.07825
hkg,1980,62.3693
hkg,1981,65.85988
hkg,1982,69.01258
hkg,1983,72.15011
hkg,1984,74.11326
hkg,1985,75.93964
hkg,1986,76.40225
hkg,1987,76.71613
hkg,1988,76.25778
hkg,1996,83.83664
hkg,2001,80.55636
hkg,2002,79.90055
hkg,2003,80.10613
hkg,2004,81.44581
hkg,2005,82.7249
hkg,2006,83.06592
hkg,2007,84.87051
hkg,2008,86.20001
hkg,2009,87.17032
hkg,2010,88.1831
hkg,2011,86.76822
hkg,2012,107.41231
hkg,2013,100.77171
hkg,2014,100.50427
hkg,2015,101.36701
hkg,2016,102.43943
hkg,2017,103.66593
hkg,2018,105.79511
hkg,2019,106.44336
hkg,2020,107.58769
hnd,1970,11.80196
hnd,1980,29.84071
hnd,1982,34.13827
hnd,1983,34.22472
hnd,1984,36.08177
hnd,1991,35.22892
hnd,2006,64.75837
hnd,2007,67.17855
hnd,2008,67.42978
hnd,2010,72.76747
hnd,2011,71.84447
hnd,2012,70.26398
hnd,2013,67.66008
hnd,2014,53.53746
hnd,2015,55.3637
hnd,2016,55.93428
hnd,2017,55.85643
hnd,2019,70.19013
hnd,2020,62.92749
hrv,1993,82.50492
hrv,1994,85.84122
hrv,1995,83.3954
hrv,1996,83.02953
hrv,1997,83.7006
hrv,1998,84.84662
hrv,1999,86.25956
hrv,2000,86.44655
hrv,2001,86.57995
hrv,2002,87.67379
hrv,2003,89.06264
hrv,2005,94.75999
hrv,2006,96.62378
hrv,2007,98.37309
hrv,2008,100.20947
hrv,2009,101.81094
hrv,2010,103.40987
hrv,2011,101.16357
hrv,2012,100.80553
hrv,2013,101.00404
hrv,2014,100.4631
hrv,2015,100.9624
hrv,2016,101.11891
hrv,2017,101.82353
hrv,2018,102.45848
hrv,2019,102.84979
hun,1971,69.70919
hun,1972,68.981
hun,1973,70.23555
hun,1974,69.16663
hun,1975,70.65804
hun,1976,72.78548
hun,1977,75.08034
hun,1978,77.83594
hun,1979,81.36068
hun,1980,83.55405
hun,1981,85.30841
hun,1982,87.18174
hun,1983,86.67684
hun,1984,85.81697
hun,1985,86.48262
hun,1986,88.81748
hun,1987,89.42503
hun,1988,89.8657
hun,1989,89.35113
hun,1990,87.62589
hun,1991,85.43862
hun,1992,83.54229
hun,1994,89.99033
hun,1995,90.70595
hun,1996,93.00076
hun,1997,96.21352
hun,1998,92.35741
hun,1999,94.63928
hun,2000,96.51631
hun,2001,98.81592
hun,2002,100.43462
hun,2003,102.25352
hun,2004,95.47495
hun,2005,95.76248
hun,2006,95.61793
hun,2007,95.89478
hun,2008,95.33947
hun,2009,95.72928
hun,2010,96.43049
hun,2011,95.89749
hun,2012,97.17508
hun,2013,105.00846
hun,2014,104.50502
hun,2015,103.34438
hun,2016,102.26931
hun,2017,103.56724
hun,2018,103.68013
hun,2019,86.48893
idn,1970,12.60842
idn,1971,13.74528
idn,1972,13.52865
idn,1973,13.85821
idn,1974,14.57948
idn,1975,16.36243
idn,1976,17.06086
idn,1977,17.71673
idn,1978,19.06767
idn,1981,23.05492
idn,1982,25.03081
idn,1983,28.86244
idn,1984,29.04866
idn,1988,43.98177
idn,1989,44.32717
idn,1990,42.45575
idn,1991,40.55805
idn,1992,39.98105
idn,1993,39.17082
idn,1994,41.03097
idn,1995,43.8615
idn,1996,46.59806
idn,1999,53.09942
idn,2000,54.17415
idn,2001,55.01868
idn,2002,56.80012
idn,2003,59.73616
idn,2004,61.60736
idn,2005,59.83853
idn,2006,62.89228
idn,2007,70.75963
idn,2008,69.37525
idn,2009,74.37736
idn,2010,76.67199
idn,2011,79.31282
idn,2012,81.54259
idn,2013,81.34906
idn,2014,82.37182
idn,2015,86.28915
