geo,time,sl_tlf_cact_fm_zs
cri,1994,43.34933
cri,1995,43.84008
cri,1996,43.34924
cri,1997,46.46551
cri,1998,48.86855
cri,1999,49.77073
cri,2000,48.34132
cri,2001,52.85711
cri,2002,53.02469
cri,2003,53.50628
cri,2004,51.83044
cri,2005,55.9108
cri,2006,56.18145
cri,2007,57.19482
cri,2008,59.05436
cri,2009,60.33434
cri,2010,58.87847
cri,2011,59.99918
cri,2012,64.9575
cri,2013,65.5236
cri,2014,64.4894
cri,2015,64.27425
cri,2016,60.86165
cri,2017,60.60469
cri,2018,62.67884
cri,2019,67.86575
cri,2020,65.38938
cri,2021,66.80583
cub,1990,55.21537
cub,1991,53.69278
cub,1992,52.06463
cub,1993,49.94571
cub,1994,50.0862
cub,1995,50.42258
cub,1996,51.59031
cub,1997,51.9772
cub,1998,51.95116
cub,1999,52.7878
cub,2000,53.68548
cub,2001,54.14825
cub,2002,54.49154
cub,2003,55.23341
cub,2004,56.20743
cub,2005,57.85119
cub,2006,59.55748
cub,2007,60.49902
cub,2008,60.90218
cub,2009,61.38897
cub,2010,61.24403
cub,2011,59.68696
cub,2012,59.96764
cub,2013,60.19178
cub,2014,60.10493
cub,2015,60.51733
cub,2016,60.20503
cub,2017,60.10075
cub,2018,60.06846
cub,2019,59.77494
cub,2020,58.59759
cub,2021,58.84974
cyp,1990,54.89998
cyp,1991,55.42431
cyp,1992,57.02632
cyp,1993,58.29498
cyp,1994,59.58466
cyp,1995,60.8952
cyp,1996,62.22699
cyp,1997,63.57888
cyp,1998,64.95259
cyp,1999,66.34904
cyp,2000,67.76547
cyp,2001,71.33805
cyp,2002,72.63218
cyp,2003,73.33626
cyp,2004,72.84808
cyp,2005,72.12737
cyp,2006,74.0592
cyp,2007,75.80571
cyp,2008,76.40281
cyp,2009,79.34501
cyp,2010,81.03031
cyp,2011,81.26181
cyp,2012,80.59455
cyp,2013,81.25071
cyp,2014,84.28732
cyp,2015,85.68598
cyp,2016,84.61967
cyp,2017,84.97112
cyp,2018,84.57832
cyp,2019,83.41947
cyp,2020,81.68247
cyp,2021,82.37792
cze,1990,73.63316
cze,1991,73.41767
cze,1992,73.40897
cze,1993,73.40739
cze,1994,73.61061
cze,1995,73.22951
cze,1996,72.54644
cze,1997,73.0772
cze,1998,73.53146
cze,1999,74.15074
cze,2000,74.33391
cze,2001,74.25649
cze,2002,73.72237
cze,2003,74.50621
cze,2004,74.15583
cze,2005,73.73039
cze,2006,73.74186
cze,2007,72.84207
cze,2008,72.31669
cze,2009,72.51812
cze,2010,72.48758
cze,2011,73.26697
cze,2012,73.9248
cze,2013,74.78995
cze,2014,74.57404
cze,2015,75.34662
cze,2016,75.84155
cze,2017,76.29149
cze,2018,76.80398
cze,2019,76.74059
cze,2020,76.05706
cze,2021,75.9109
deu,1990,63.02653
deu,1991,66.9828
deu,1992,67.79471
deu,1993,68.05889
deu,1994,68.83768
deu,1995,69.53568
deu,1996,70.20243
deu,1997,71.00941
deu,1998,71.59201
deu,1999,72.67711
deu,2000,73.29704
deu,2001,74.45719
deu,2002,75.14115
deu,2003,76.09035
deu,2004,76.35171
deu,2005,77.24958
deu,2006,78.37732
deu,2007,79.10914
deu,2008,79.2031
deu,2009,79.95137
deu,2010,80.30918
deu,2011,81.16995
deu,2012,81.32103
deu,2013,82.18969
deu,2014,82.58549
deu,2015,83.0586
deu,2016,83.59336
deu,2017,83.81841
deu,2018,83.76938
deu,2019,83.89617
deu,2020,85.4193
deu,2021,86.07229
dji,1990,24.48484
dji,1991,24.4496
dji,1992,24.66492
dji,1993,25.06005
dji,1994,25.45199
dji,1995,25.72129
dji,1996,26.1203
dji,1997,26.3817
dji,1998,26.58049
dji,1999,26.87263
dji,2000,27.33355
dji,2001,27.64485
dji,2002,28.10873
dji,2003,28.68954
dji,2004,29.30715
dji,2005,29.93863
dji,2006,30.98654
dji,2007,32.07838
dji,2008,33.21669
dji,2009,34.36222
dji,2010,35.45652
dji,2011,36.0647
dji,2012,36.57288
dji,2013,37.01048
dji,2014,37.45644
dji,2015,37.96551
dji,2016,38.26553
dji,2017,38.73729
dji,2018,39.29529
dji,2019,39.81262
dji,2020,38.75124
dji,2021,39.00152
dnk,1990,81.81564
dnk,1991,83.08617
dnk,1992,84.21892
dnk,1993,84.58676
dnk,1994,82.42314
dnk,1995,79.75322
dnk,1996,81.70364
dnk,1997,81.83344
dnk,1998,83.72283
dnk,1999,83.61935
dnk,2000,84.73271
dnk,2001,84.19426
dnk,2002,84.53495
dnk,2003,83.58316
dnk,2004,84.23549
dnk,2005,84.93607
dnk,2006,85.68314
dnk,2007,85.49578
dnk,2008,85.05118
dnk,2009,86.07407
dnk,2010,86.16423
dnk,2011,86.60635
dnk,2012,87.31209
dnk,2013,88.12683
dnk,2014,86.89417
dnk,2015,85.92851
dnk,2016,87.425
dnk,2017,87.39439
dnk,2018,86.98772
dnk,2019,86.73307
dnk,2020,86.98508
dnk,2021,86.59925
dom,1990,44.64917
dom,1991,44.72901
dom,1992,45.88343
dom,1993,46.64326
dom,1994,46.88383
dom,1995,47.48775
dom,1996,48.1258
dom,1997,49.12922
dom,1998,49.92029
dom,1999,50.63361
dom,2000,51.19774
dom,2001,50.14986
dom,2002,53.10051
dom,2003,52.66128
dom,2004,52.31309
dom,2005,53.93912
dom,2006,54.61648
dom,2007,54.07359
dom,2008,56.83251
dom,2009,53.84371
dom,2010,57.83853
dom,2011,59.83773
dom,2012,61.11465
dom,2013,61.11232
dom,2014,61.28736
dom,2015,63.20188
dom,2016,63.8835
dom,2017,64.43631
dom,2018,64.78866
dom,2019,67.24379
dom,2020,64.34162
dom,2021,65.96019
dza,1990,14.28571
dza,1991,14.36844
dza,1992,14.50814
dza,1993,14.61194
dza,1994,14.75429
dza,1995,14.9982
dza,1996,15.25953
dza,1997,15.58048
dza,1998,15.91109
dza,1999,16.25056
dza,2000,16.60195
dza,2001,16.96456
dza,2002,17.33902
dza,2003,17.72427
dza,2004,18.12223
dza,2005,18.5329
dza,2006,18.95785
dza,2007,19.39559
dza,2008,19.8485
dza,2009,20.31774
dza,2010,20.56332
dza,2011,21.89475
dza,2012,23.30339
dza,2013,23.88433
dza,2014,23.52365
dza,2015,24.38951
dza,2016,25.47737
dza,2017,25.26362
dza,2018,25.05328
dza,2019,24.87786
dza,2020,24.12414
dza,2021,24.32382
ecu,1990,59.29916
ecu,1991,59.75561
ecu,1992,59.88852
ecu,1993,60.00404
ecu,1994,60.47131
ecu,1995,60.64079
ecu,1996,60.71
ecu,1997,60.44606
ecu,1998,63.52427
ecu,1999,62.83632
ecu,2000,62.14749
ecu,2001,61.45706
ecu,2002,60.76455
ecu,2003,60.07243
ecu,2004,63.89563
ecu,2005,63.03143
ecu,2006,63.09368
ecu,2007,63.43294
ecu,2008,63.92336
ecu,2009,63.13091
ecu,2010,61.81971
ecu,2011,61.27725
ecu,2012,62.33828
ecu,2013,62.75625
ecu,2014,61.25213
ecu,2015,65.14195
ecu,2016,69.11414
ecu,2017,69.90713
ecu,2018,68.90767
ecu,2019,69.5981
ecu,2020,67.00289
ecu,2021,69.71341
egy,1990,31.12971
egy,1991,31.10751
egy,1992,32.21245
egy,1993,30.39039
egy,1994,31.03725
egy,1995,29.44036
egy,1996,28.72638
egy,1997,28.02748
egy,1998,27.34249
egy,1999,27.64333
egy,2000,28.45858
egy,2001,29.39224
egy,2002,26.8134
egy,2003,27.43659
egy,2004,28.07478
egy,2005,28.72821
egy,2006,29.39702
egy,2007,32.30175
egy,2008,30.02517
egy,2009,31.55451
egy,2010,30.79625
egy,2011,30.11569
egy,2012,30.31464
egy,2013,31.25204
egy,2014,31.78966
egy,2015,32.1513
egy,2016,32.99795
egy,2017,32.86969
egy,2018,27.10912
egy,2019,23.21778
egy,2020,23.02868
egy,2021,22.93257
eri,1990,81.37729
eri,1991,80.83732
eri,1992,80.32741
eri,1993,79.85268
eri,1994,79.4209
eri,1995,79.04985
eri,1996,79.32096
eri,1997,79.68315
eri,1998,80.11982
eri,1999,80.57906
eri,2000,81.00685
eri,2001,82.19847
eri,2002,83.33924
eri,2003,84.42482
eri,2004,85.45595
eri,2005,86.40893
eri,2006,86.36358
eri,2007,86.27298
eri,2008,86.13014
eri,2009,85.92034
eri,2010,85.67063
eri,2011,85.0945
eri,2012,84.59137
eri,2013,84.15154
eri,2014,83.76349
eri,2015,83.43027
eri,2016,83.61178
eri,2017,83.69402
eri,2018,83.7764
eri,2019,83.97828
eri,2020,82.28583
eri,2021,83.92887
esp,1990,49.39532
esp,1991,49.93923
esp,1992,52.30564
esp,1993,53.51164
esp,1994,55.82958
esp,1995,57.32166
esp,1996,58.07703
esp,1997,59.12998
esp,1998,59.45477
esp,1999,60.24918
esp,2000,62.06107
esp,2001,60.54522
esp,2002,63.804
esp,2003,65.30957
esp,2004,66.98871
esp,2005,68.26637
esp,2006,70.07502
esp,2007,71.44358
esp,2008,73.29977
esp,2009,75.86238
esp,2010,77.45801
esp,2011,79.04788
esp,2012,80.56682
esp,2013,81.34705
esp,2014,81.65635
esp,2015,81.95012
esp,2016,82.51415
esp,2017,82.37624
esp,2018,82.26588
esp,2019,83.06899
esp,2020,83.15155
esp,2021,84.36519
est,1990,81.38532
est,1991,80.34948
est,1992,78.30462
est,1993,78.29292
est,1994,78.11387
est,1995,77.53769
est,1996,76.98457
est,1997,76.45718
est,1998,75.95969
est,1999,76.75773
est,2000,79.21206
est,2001,80.15684
est,2002,79.38922
est,2003,78.46716
est,2004,80.78801
est,2005,82.6089
est,2006,80.97547
est,2007,79.11604
est,2008,79.62165
est,2009,80.52398
est,2010,82.30021
est,2011,81.86966
est,2012,81.08251
est,2013,81.01862
est,2014,79.25356
est,2015,80.52131
est,2016,79.9013
est,2017,79.92967
est,2018,80.49027
est,2019,81.60895
est,2020,81.53294
est,2021,81.87804
eth,1990,74.4866
eth,1991,74.38903
eth,1992,74.32441
eth,1993,74.29094
eth,1994,74.28798
eth,1995,75.16013
eth,1996,76.02049
eth,1997,76.86797
eth,1998,77.70426
eth,1999,78.52823
eth,2000,79.33701
eth,2001,80.13432
eth,2002,80.9179
eth,2003,81.68706
eth,2004,82.44178
eth,2005,83.18333
eth,2006,83.28195
eth,2007,83.38388
eth,2008,83.48786
eth,2009,83.59595
eth,2010,83.70708
eth,2011,83.82147
eth,2012,83.93801
eth,2013,84.05917
eth,2014,84.47855
eth,2015,84.90349
eth,2016,85.25473
eth,2017,85.62366
eth,2018,85.9982
eth,2019,86.36185
eth,2020,84.44574
eth,2021,85.41856
fin,1990,81.98523
fin,1991,82.0814
fin,1992,81.93164
fin,1993,81.78389
fin,1994,81.84589
fin,1995,84.77874
fin,1996,84.65189
fin,1997,83.28499
fin,1998,83.71951
fin,1999,85.32178
fin,2000,84.86588
fin,2001,85.36634
fin,2002,86.07263
fin,2003,85.87315
fin,2004,86.55067
fin,2005,87.33841
fin,2006,87.4228
fin,2007,87.76185
fin,2008,87.1525
fin,2009,88.6538
fin,2010,87.33919
fin,2011,86.82241
fin,2012,87.82462
fin,2013,88.19922
fin,2014,88.62649
fin,2015,89.0332
fin,2016,88.12783
fin,2017,87.96742
fin,2018,88.47494
fin,2019,88.26256
fin,2020,87.74158
fin,2021,88.17879
fji,1990,49.61813
fji,1991,49.58999
fji,1992,49.62728
fji,1993,49.63342
fji,1994,49.67177
fji,1995,49.68669
fji,1996,49.7341
fji,1997,49.1617
fji,1998,48.59134
fji,1999,48.02099
fji,2000,47.45424
fji,2001,46.88835
fji,2002,46.32496
fji,2003,45.76407
fji,2004,45.20529
fji,2005,44.64867
fji,2006,46.64022
fji,2007,48.66144
fji,2008,50.70776
fji,2009,52.77309
fji,2010,54.85064
fji,2011,56.93969
fji,2012,56.06819
fji,2013,55.22157
fji,2014,54.39915
fji,2015,52.20693
fji,2016,50.07194
fji,2017,50.23744
fji,2018,50.34101
fji,2019,50.35352
fji,2020,50.35421
fji,2021,50.09633
fra,1990,70.82289
fra,1991,72.36785
fra,1992,73.18917
fra,1993,74.52757
fra,1994,75.25834
fra,1995,76.05679
fra,1996,76.34314
fra,1997,76.23142
fra,1998,77.12675
fra,1999,77.36816
fra,2000,77.97785
fra,2001,77.91435
fra,2002,77.96344
fra,2003,79.79702
fra,2004,79.66409
fra,2005,80.64573
fra,2006,81.08238
fra,2007,81.87273
fra,2008,82.24719
fra,2009,82.7167
fra,2010,82.94645
fra,2011,83.24629
fra,2012,83.33091
fra,2013,84.00454
fra,2014,84.66937
fra,2015,84.79544
fra,2016,85.16015
fra,2017,84.97863
fra,2018,85.41767
fra,2019,85.90536
fra,2020,86.09038
fra,2021,86.96607
gab,1990,61.34638
gab,1991,61.12902
gab,1992,60.98264
gab,1993,60.9096
gab,1994,60.92057
gab,1995,61.02509
gab,1996,61.15474
gab,1997,61.38088
gab,1998,61.69058
gab,1999,62.05943
gab,2000,62.47968
gab,2001,62.98155
gab,2002,63.52487
gab,2003,64.09302
gab,2004,64.66428
gab,2005,65.21274
gab,2006,66.05427
gab,2007,66.8352
gab,2008,67.53091
gab,2009,68.12927
gab,2010,68.62177
gab,2011,69.22245
gab,2012,69.76674
gab,2013,70.19707
gab,2014,70.50501
gab,2015,70.72933
gab,2016,70.23002
gab,2017,69.7781
gab,2018,69.38822
gab,2019,69.09776
gab,2020,68.43361
gab,2021,68.61187
gbr,1990,70.52636
gbr,1991,70.83689
gbr,1992,71.72834
gbr,1993,72.96524
gbr,1994,73.37557
gbr,1995,73.673
gbr,1996,74.53587
gbr,1997,75.1968
gbr,1998,75.50628
gbr,1999,76.65593
gbr,2000,77.17162
gbr,2001,77.73514
gbr,2002,78.68652
gbr,2003,78.27447
gbr,2004,79.26287
gbr,2005,79.59706
gbr,2006,79.96052
gbr,2007,79.79648
gbr,2008,79.99228
gbr,2009,80.96687
gbr,2010,81.2606
gbr,2011,81.69778
gbr,2012,81.90729
gbr,2013,82.5368
gbr,2014,83.10959
gbr,2015,83.43106
gbr,2016,83.7802
gbr,2017,84.67399
gbr,2018,84.9016
gbr,2019,85.75515
gbr,2020,87.25618
gbr,2021,86.51532
geo,1990,75.41794
geo,1991,75.91231
geo,1992,76.46599
geo,1993,77.0938
geo,1994,77.80649
geo,1995,77.3268
geo,1996,76.28951
geo,1997,75.39052
geo,1998,75.03276
geo,1999,77.28083
geo,2000,73.642
geo,2001,76.73288
geo,2002,73.94811
geo,2003,75.61753
geo,2004,76.71414
geo,2005,75.97507
geo,2006,74.23732
geo,2007,75.03422
geo,2008,72.69818
geo,2009,71.51293
geo,2010,72.50836
geo,2011,71.87043
geo,2012,71.8978
geo,2013,70.81029
geo,2014,71.84978
geo,2015,73.52544
geo,2016,71.74118
geo,2017,73.36106
geo,2018,75.50612
geo,2019,75.09609
geo,2020,73.34539
geo,2021,74.95958
gha,1990,97.07832
gha,1991,97.24391
gha,1992,96.98762
gha,1993,96.72601
gha,1994,96.45898
gha,1995,96.18655
gha,1996,95.90734
gha,1997,95.62129
gha,1998,95.33089
gha,1999,95.0335
gha,2000,94.73162
gha,2001,94.35794
gha,2002,93.97828
gha,2003,93.59248
gha,2004,93.20046
gha,2005,92.80225
gha,2006,92.39645
gha,2007,91.98542
gha,2008,91.56797
gha,2009,91.14268
gha,2010,90.71325
gha,2011,90.27727
gha,2012,89.83445
gha,2013,89.3848
gha,2014,88.93082
gha,2015,88.46851
gha,2016,88.71324
gha,2017,89.00827
gha,2018,89.33622
gha,2019,89.68127
gha,2020,89.67932
gha,2021,89.33051
gin,1990,98.29528
gin,1991,97.61766
gin,1992,97.11354
gin,1993,96.75368
gin,1994,96.51344
gin,1995,96.37511
gin,1996,95.88939
gin,1997,95.5481
gin,1998,95.33581
gin,1999,95.24826
gin,2000,95.28937
gin,2001,94.8728
gin,2002,94.60774
gin,2003,94.48365
gin,2004,94.47078
gin,2005,94.54449
gin,2006,94.67464
gin,2007,94.8689
gin,2008,95.12494
gin,2009,95.4391
gin,2010,95.80628
gin,2011,96.17848
gin,2012,96.61551
gin,2013,97.10806
gin,2014,97.63009
gin,2015,98.16394
gin,2016,99.00147
gin,2017,99.86518
gin,2018,100.75102
gin,2019,101.65632
gin,2020,99.29109
gin,2021,99.79578
gmb,1990,65.82807
gmb,1991,64.98014
gmb,1992,64.33301
gmb,1993,63.82258
gmb,1994,64.31739
gmb,1995,64.81428
gmb,1996,65.31237
gmb,1997,65.81341
gmb,1998,66.31528
gmb,1999,66.81937
gmb,2000,67.32481
gmb,2001,67.83029
gmb,2002,68.33975
gmb,2003,68.8494
gmb,2004,69.36121
gmb,2005,69.87522
gmb,2006,70.38978
gmb,2007,70.90756
gmb,2008,71.42316
gmb,2009,71.94304
gmb,2010,72.46364
gmb,2011,72.98671
gmb,2012,73.50905
gmb,2013,73.72226
gmb,2014,73.9432
gmb,2015,74.17123
gmb,2016,74.25293
gmb,2017,74.37811
gmb,2018,74.54925
gmb,2019,74.77936
gmb,2020,73.10865
gmb,2021,73.82695
gnb,1990,77.6188
gnb,1991,77.57212
gnb,1992,77.55264
gnb,1993,77.58467
gnb,1994,77.70872
gnb,1995,77.93482
gnb,1996,77.92135
gnb,1997,78.03337
gnb,1998,78.22427
gnb,1999,78.43989
gnb,2000,78.65369
gnb,2001,78.89786
gnb,2002,79.15836
gnb,2003,79.43934
gnb,2004,79.74181
gnb,2005,80.05612
gnb,2006,80.24411
gnb,2007,80.45462
gnb,2008,80.66749
gnb,2009,80.87034
gnb,2010,81.05566
gnb,2011,81.1219
gnb,2012,81.21423
gnb,2013,81.32179
gnb,2014,81.44137
gnb,2015,81.57868
gnb,2016,81.66827
gnb,2017,81.79616
gnb,2018,81.9639
gnb,2019,82.17754
gnb,2020,81.38848
gnb,2021,81.49235
gnq,1990,75.42782
gnq,1991,75.43082
gnq,1992,75.33016
gnq,1993,75.25551
gnq,1994,75.38024
gnq,1995,75.74748
gnq,1996,76.35884
gnq,1997,77.18632
gnq,1998,78.06363
gnq,1999,78.83645
gnq,2000,79.46508
gnq,2001,79.9821
gnq,2002,80.52099
gnq,2003,80.95691
gnq,2004,81.26789
gnq,2005,81.49578
gnq,2006,81.97543
gnq,2007,82.47729
gnq,2008,82.8975
gnq,2009,83.26082
gnq,2010,83.63426
gnq,2011,83.93044
gnq,2012,84.38384
gnq,2013,84.83427
gnq,2014,85.245
gnq,2015,85.67155
gnq,2016,85.84604
gnq,2017,86.19904
gnq,2018,86.56426
gnq,2019,86.91176
gnq,2020,84.97825
gnq,2021,85.36839
grc,1990,53.86066
grc,1991,51.19743
grc,1992,53.19433
grc,1993,53.79513
grc,1994,54.19899
grc,1995,55.08695
grc,1996,56.97349
grc,1997,57.56066
grc,1998,60.28696
grc,1999,62.07929
grc,2000,62.23762
grc,2001,61.71847
grc,2002,62.571
grc,2003,63.36227
grc,2004,65.24578
grc,2005,65.53645
grc,2006,65.95119
grc,2007,66.00649
grc,2008,66.10532
grc,2009,67.93663
grc,2010,69.35161
grc,2011,70.42031
grc,2012,71.76944
grc,2013,71.82788
grc,2014,73.3531
grc,2015,74.82915
grc,2016,75.2553
grc,2017,74.5909
grc,2018,73.82883
grc,2019,73.95915
grc,2020,73.67002
grc,2021,74.51125
gtm,1990,45.88759
gtm,1991,46.03189
gtm,1992,46.26746
gtm,1993,46.41945
gtm,1994,46.6273
gtm,1995,46.98362
gtm,1996,47.08547
gtm,1997,47.41011
gtm,1998,47.84506
gtm,1999,48.15887
gtm,2000,48.41667
gtm,2001,48.60157
gtm,2002,48.9332
gtm,2003,49.13552
gtm,2004,49.46443
gtm,2005,49.24993
gtm,2006,49.03833
gtm,2007,48.82672
gtm,2008,48.61917
gtm,2009,48.41102
gtm,2010,48.20636
gtm,2011,48.00337
gtm,2012,48.3286
gtm,2013,48.66616
gtm,2014,48.59191
gtm,2015,45.9766
gtm,2016,47.81637
gtm,2017,45.98173
gtm,2018,46.45922
gtm,2019,46.97618
gtm,2020,46.03124
gtm,2021,46.54781
gum,1990,71.02731
gum,1991,71.73965
gum,1992,72.48574
gum,1993,73.26716
gum,1994,74.08418
gum,1995,74.94234
gum,1996,75.84071
gum,1997,76.78212
gum,1998,77.77072
gum,1999,78.80665
gum,2000,79.89444
gum,2001,79.78173
gum,2002,77.62109
gum,2003,76.15262
gum,2004,74.68159
gum,2005,81.62904
gum,2006,78.97716
gum,2007,72.18881
gum,2008,74.37137
gum,2009,76.49476
gum,2010,85.32486
gum,2011,81.52953
gum,2012,81.80483
gum,2013,82.03959
gum,2014,82.24988
gum,2015,82.23908
gum,2016,82.18082
gum,2017,82.09181
gum,2018,81.91248
gum,2019,82.00093
gum,2020,80.05832
gum,2021,80.2586
guy,1990,45.67742
guy,1991,46.57381
guy,1992,47.5132
guy,1993,48.39884
guy,1994,47.83931
guy,1995,47.28206
guy,1996,46.72761
guy,1997,46.17575
guy,1998,45.62647
guy,1999,45.07865
guy,2000,44.53368
guy,2001,43.99248
guy,2002,43.45378
guy,2003,44.45273
guy,2004,45.48135
guy,2005,46.54062
guy,2006,47.63159
guy,2007,48.75391
guy,2008,49.91238
guy,2009,51.10642
guy,2010,52.33741
guy,2011,53.60518
guy,2012,54.91572
guy,2013,56.26743
guy,2014,57.6619
guy,2015,59.10303
guy,2016,60.59126
guy,2017,62.12781
guy,2018,63.71896
guy,2019,64.32311
guy,2020,62.31688
guy,2021,62.8797
hkg,1990,59.00957
hkg,1991,60.63646
hkg,1992,59.26699
hkg,1993,59.50428
hkg,1994,60.76255
hkg,1995,62.11014
hkg,1996,62.90361
hkg,1997,63.34612
hkg,1998,64.27478
hkg,1999,65.62672
hkg,2000,67.05456
hkg,2001,69.45808
hkg,2002,71.64437
hkg,2003,71.69458
hkg,2004,72.30812
hkg,2005,73.05798
hkg,2006,74.19255
hkg,2007,75.31974
hkg,2008,76.24519
hkg,2009,76.66974
hkg,2010,75.77036
hkg,2011,77.40092
hkg,2012,77.92157
hkg,2013,78.74281
hkg,2014,79.25332
hkg,2015,79.5294
hkg,2016,79.88334
hkg,2017,80.58259
hkg,2018,80.43116
hkg,2019,81.48285
hkg,2020,81.83824
hkg,2021,81.37932
hnd,1990,50.24812
hnd,1991,49.72471
hnd,1992,50.27696
hnd,1993,50.89683
hnd,1994,50.82167
hnd,1995,51.40479
hnd,1996,51.50364
hnd,1997,51.90166
hnd,1998,52.19382
hnd,1999,52.02204
hnd,2000,50.82162
hnd,2001,50.72611
hnd,2002,50.64458
hnd,2003,50.57967
hnd,2004,50.52938
hnd,2005,50.49587
hnd,2006,47.3129
hnd,2007,47.22271
hnd,2008,49.46629
hnd,2009,50.69874
hnd,2010,52.53932
hnd,2011,49.73563
hnd,2012,48.78204
hnd,2013,52.99266
hnd,2014,55.89677
hnd,2015,57.02584
hnd,2016,56.8674
hnd,2017,55.16567
hnd,2018,60.30485
hnd,2019,54.41678
hnd,2020,52.98234
hnd,2021,53.62301
hrv,1990,67.47209
hrv,1991,67.25987
hrv,1992,67.96787
hrv,1993,68.71914
hrv,1994,69.51362
hrv,1995,70.35382
hrv,1996,71.24161
hrv,1997,72.17859
hrv,1998,73.16856
hrv,1999,74.21162
hrv,2000,75.31262
hrv,2001,73.34718
hrv,2002,74.1651
hrv,2003,72.9306
hrv,2004,73.14689
hrv,2005,74.09568
hrv,2006,75.91346
hrv,2007,73.36227
hrv,2008,74.67265
hrv,2009,77.62601
hrv,2010,77.33794
hrv,2011,74.63707
hrv,2012,75.67122
hrv,2013,77.27902
hrv,2014,78.88292
hrv,2015,79.27054
hrv,2016,78.65313
hrv,2017,78.2858
hrv,2018,79.28602
hrv,2019,78.47791
hrv,2020,77.10205
hrv,2021,78.16888
hti,1990,73.37586
hti,1991,74.18787
hti,1992,75.03095
hti,1993,75.90934
hti,1994,76.82417
hti,1995,77.77491
hti,1996,78.63896
hti,1997,79.54213
hti,1998,80.48915
hti,1999,81.47957
hti,2000,82.51702
hti,2001,82.84524
hti,2002,83.17104
hti,2003,83.49731
hti,2004,83.81999
hti,2005,84.14148
hti,2006,84.44136
hti,2007,84.73867
hti,2008,85.03206
hti,2009,85.32419
hti,2010,85.6137
hti,2011,86.63363
hti,2012,87.23099
hti,2013,88.08032
hti,2014,88.6619
hti,2015,88.95022
hti,2016,89.2114
hti,2017,89.40963
hti,2018,89.66181
hti,2019,89.4758
hti,2020,87.4633
hti,2021,88.04004
hun,1990,74.43881
hun,1991,74.31377
hun,1992,74.29697
hun,1993,73.62576
hun,1994,72.33636
hun,1995,68.38994
hun,1996,69.1743
hun,1997,68.35684
hun,1998,70.79396
hun,1999,71.26259
hun,2000,71.2425
hun,2001,71.25869
hun,2002,71.94407
hun,2003,72.82672
hun,2004,73.09696
hun,2005,73.88029
hun,2006,73.59723
hun,2007,73.16936
hun,2008,73.52116
hun,2009,73.99779
hun,2010,75.67311
hun,2011,75.36433
hun,2012,75.8978
hun,2013,75.00374
hun,2014,75.10507
hun,2015,75.03207
hun,2016,74.66088
hun,2017,74.2215
hun,2018,74.04244
hun,2019,73.37384
hun,2020,73.18599
hun,2021,77.46466
idn,1990,61.04614
idn,1991,59.81677
idn,1992,60.92499
idn,1993,60.08743
idn,1994,60.80672
idn,1995,60.77023
idn,1996,60.73245
idn,1997,59.88958
idn,1998,61.48547
idn,1999,61.21794
idn,2000,61.41138
idn,2001,59.10931
idn,2002,57.06678
idn,2003,57.1152
idn,2004,55.98396
idn,2005,55.54027
idn,2006,55.674
idn,2007,60.18421
idn,2008,61.04892
idn,2009,61.37527
idn,2010,61.9087
idn,2011,61.4491
idn,2012,61.68465
idn,2013,61.16503
idn,2014,61.22822
idn,2015,61.55666
idn,2016,62.31212
idn,2017,63.72823
idn,2018,64.5958
idn,2019,65.389
idn,2020,65.23622
idn,2021,65.75893
ind,1990,36.14399
ind,1991,36.21348
ind,1992,36.31589
ind,1993,36.46318
ind,1994,36.66949
ind,1995,36.73093
ind,1996,36.7948
ind,1997,36.85841
ind,1998,36.92494
ind,1999,36.99186
ind,2000,37.06041
ind,2001,37.43795
ind,2002,37.81543
ind,2003,38.19696
ind,2004,38.57956
ind,2005,38.96523
ind,2006,37.67234
ind,2007,36.40426
ind,2008,35.15989
ind,2009,33.94087
ind,2010,32.74936
ind,2011,31.11345
ind,2012,29.53081
ind,2013,29.23977
ind,2014,28.9555
ind,2015,28.68113
ind,2016,28.41534
ind,2017,28.1564
ind,2018,27.90716
ind,2019,28.91528
ind,2020,26.79351
ind,2021,27.43965
irl,1990,51.34311
irl,1991,52.21576
irl,1992,54.0113
irl,1993,56.63246
irl,1994,57.81598
irl,1995,58.76376
irl,1996,60.7827
irl,1997,62.08602
irl,1998,63.81395
irl,1999,65.59107
irl,2000,66.45392
irl,2001,67.01345
irl,2002,69.16106
irl,2003,69.86688
irl,2004,69.8481
irl,2005,71.90804
irl,2006,72.36392
irl,2007,74.58108
irl,2008,75.55186
irl,2009,77.64971
irl,2010,78.72626
irl,2011,79.42256
irl,2012,79.65325
irl,2013,80.21858
irl,2014,79.78127
irl,2015,79.40129
irl,2016,80.53081
irl,2017,81.18226
irl,2018,81.78581
irl,2019,81.92465
irl,2020,81.77541
irl,2021,82.43186
irn,1990,12.23047
irn,1991,12.41653
irn,1992,12.74569
irn,1993,13.09031
irn,1994,13.45217
irn,1995,13.83315
irn,1996,14.23255
irn,1997,15.26124
irn,1998,16.35679
irn,1999,17.52242
irn,2000,18.75935
irn,2001,20.07246
irn,2002,21.46294
irn,2003,22.93612
irn,2004,24.49104
irn,2005,26.13394
irn,2006,25.63909
irn,2007,24.42486
irn,2008,21.89802
irn,2009,22.97575
irn,2010,22.49365
irn,2011,20.81061
irn,2012,22.37473
irn,2013,19.74728
irn,2014,19.25936
irn,2015,21.00843
irn,2016,23.49745
irn,2017,24.87064
irn,2018,24.80867
irn,2019,24.12221
