geo,time,tm_tax_mrch_sm_ar_zs
gnb,2008,13.49
gnb,2009,13.26
gnb,2010,13.23
gnb,2011,13.16
gnb,2012,13.36
gnb,2013,13.92
gnb,2014,13.39
gnb,2017,14.44
gnb,2018,14.3
gnb,2019,12.66
gnb,2020,13.2
gnq,1998,19.45
gnq,2001,19.34
gnq,2002,19.32
gnq,2005,19.13
gnq,2007,18.65
grc,1988,3.14
grc,1989,3.49
grc,1990,6.01
grc,1991,4.71
grc,1992,3.88
grc,1993,3.54
grc,1994,4.21
grc,1995,5.73
grc,1996,4.22
grc,1997,3.47
grc,1998,3.9
grc,1999,4.31
grc,2000,3.3
grc,2001,4.26
grc,2002,2.57
grc,2003,2.54
grc,2004,2.64
grc,2005,2.68
grc,2006,2.75
grc,2007,2.53
grc,2008,2.37
grc,2009,2.44
grc,2010,2.78
grc,2011,2.3
grc,2012,2.28
grc,2013,2.21
grc,2014,2.76
grc,2015,2.73
grc,2016,2.48
grc,2017,2.48
grc,2018,2.46
grc,2019,2.55
grc,2020,1.71
grd,1996,21.37
grd,1999,18.57
grd,2000,12.79
grd,2001,18.46
grd,2002,12.99
grd,2003,12.89
grd,2006,10.58
grd,2007,10.53
grd,2008,10.61
grd,2010,9.07
grd,2011,11.57
grd,2012,10.98
grd,2013,10.99
grd,2015,11.23
grd,2016,10.81
grd,2019,10.55
gtm,1995,9.68
gtm,1997,8.35
gtm,1998,7.69
gtm,1999,7.12
gtm,2000,6.87
gtm,2001,7.16
gtm,2002,6.91
gtm,2003,6.41
gtm,2004,5.2
gtm,2005,6.69
gtm,2006,6.55
gtm,2007,5.36
gtm,2008,4.45
gtm,2009,5.01
gtm,2010,4.09
gtm,2011,3.99
gtm,2012,3.86
gtm,2013,3.83
gtm,2014,3.51
gtm,2015,3.33
gtm,2020,2.6
guy,1996,21.17
guy,1999,18.5
guy,2000,18.58
guy,2001,12
guy,2002,12.07
guy,2003,12.07
guy,2006,11.38
guy,2007,12.36
guy,2008,10.35
guy,2009,11.92
guy,2010,10.25
guy,2011,9.76
guy,2012,9.74
guy,2013,10.63
guy,2015,9.82
guy,2016,9.85
guy,2017,9.77
guy,2018,9.87
guy,2019,9.48
guy,2020,9.4
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,9.59
hnd,1996,7.21
hnd,1997,9.23
hnd,1998,8.04
hnd,1999,7.96
hnd,2000,8.1
hnd,2001,7.84
hnd,2002,6.69
hnd,2003,6.67
hnd,2004,5.54
hnd,2005,6.69
hnd,2006,6.56
hnd,2007,5.4
hnd,2008,4.73
hnd,2009,6.55
hnd,2010,6.53
hnd,2011,6.51
hnd,2012,6.38
hnd,2013,6.36
hnd,2015,4.32
hnd,2018,4.01
hnd,2020,3.9
hrv,1988,3.14
hrv,1989,3.49
hrv,1990,6.01
hrv,1991,4.71
hrv,1992,3.88
hrv,1993,3.54
hrv,1994,4.21
hrv,1995,5.73
hrv,1996,4.22
hrv,1997,3.47
hrv,1998,3.9
hrv,1999,4.31
hrv,2000,3.3
hrv,2001,4.26
hrv,2002,2.57
hrv,2003,2.54
hrv,2004,2.64
hrv,2005,2.68
hrv,2006,2.75
hrv,2007,2.53
hrv,2008,2.37
hrv,2009,2.44
hrv,2010,2.78
hrv,2011,2.3
hrv,2012,2.28
hrv,2013,2.21
hrv,2014,2.76
hrv,2015,2.73
hrv,2016,2.48
hrv,2017,2.48
hrv,2018,2.46
hrv,2019,2.55
hrv,2020,1.71
hti,2001,3.08
hti,2002,3.29
hti,2007,3.15
hti,2008,3.03
hti,2009,3.34
hti,2010,7.13
hti,2011,6.48
hti,2012,2.87
hti,2013,6.21
hti,2014,6.21
hti,2015,5.97
hti,2016,6.33
hti,2020,6.39
hun,1988,3.14
hun,1989,3.49
hun,1990,6.01
hun,1991,4.71
hun,1992,3.88
hun,1993,3.54
hun,1994,4.21
hun,1995,5.73
hun,1996,4.22
hun,1997,3.47
hun,1998,3.9
hun,1999,4.31
hun,2000,3.3
hun,2001,4.26
hun,2002,2.57
hun,2003,2.54
hun,2004,2.64
hun,2005,2.68
hun,2006,2.75
hun,2007,2.53
hun,2008,2.37
hun,2009,2.44
hun,2010,2.78
hun,2011,2.3
hun,2012,2.28
hun,2013,2.21
hun,2014,2.76
hun,2015,2.73
hun,2016,2.48
hun,2017,2.48
hun,2018,2.46
hun,2019,2.55
hun,2020,1.71
idn,1989,24.78
idn,1990,23.15
idn,1993,16.74
idn,1995,14.01
idn,1996,10.76
idn,1997,20.57
idn,1998,7.93
idn,1999,9.86
idn,2000,8.02
idn,2001,6.13
idn,2002,6.28
idn,2003,5.74
idn,2004,5.81
idn,2005,5.78
idn,2006,5.82
idn,2007,5.57
idn,2008,6.84
idn,2009,4.96
idn,2010,5.18
idn,2011,5.3
idn,2012,5.43
idn,2013,5.37
idn,2016,6.31
idn,2017,5.86
idn,2018,6.25
idn,2019,6.71
idn,2020,6.29
ind,1990,80.85
ind,1992,56.02
ind,1996,37
ind,1997,28.9
ind,1999,32.4
ind,2000,33.4
ind,2001,31.79
ind,2002,28.79
ind,2003,25.63
ind,2004,28.57
ind,2005,16.5
ind,2006,13.86
ind,2007,14.66
ind,2008,9.98
ind,2009,10.28
ind,2010,8.88
ind,2011,10.56
ind,2012,10.71
ind,2013,10.59
ind,2015,9.75
ind,2016,8.91
ind,2017,8.88
ind,2018,9.03
ind,2019,10.21
ind,2020,9.42
irl,1988,3.14
irl,1989,3.49
irl,1990,6.01
irl,1991,4.71
irl,1992,3.88
irl,1993,3.54
irl,1994,4.21
irl,1995,5.73
irl,1996,4.22
irl,1997,3.47
irl,1998,3.9
irl,1999,4.31
irl,2000,3.3
irl,2001,4.26
irl,2002,2.57
irl,2003,2.54
irl,2004,2.64
irl,2005,2.68
irl,2006,2.75
irl,2007,2.53
irl,2008,2.37
irl,2009,2.44
irl,2010,2.78
irl,2011,2.3
irl,2012,2.28
irl,2013,2.21
irl,2014,2.76
irl,2015,2.73
irl,2016,2.48
irl,2017,2.48
irl,2018,2.46
irl,2019,2.55
irl,2020,1.71
irn,2000,37.47
irn,2003,19.03
irn,2004,18.73
irn,2007,21.3
irn,2008,20.53
irn,2011,20.92
irn,2019,16.18
irn,2020,15.22
isl,1993,3.6
isl,1996,5.06
isl,1998,7.41
isl,1999,6.73
isl,2000,7.94
isl,2001,6.26
isl,2003,7.32
isl,2004,7.09
isl,2005,7.59
isl,2006,3.86
isl,2007,3.95
isl,2008,3.55
isl,2009,2.79
isl,2010,2.55
isl,2011,2.59
isl,2012,2.6
isl,2013,2.6
isl,2014,2.46
isl,2015,2.22
isl,2016,1.71
isl,2017,1.29
isl,2019,1.17
isr,1993,7.48
isr,1999,12.27
isr,2000,8.8
isr,2001,6.43
isr,2002,6.22
isr,2003,6.09
isr,2004,2.56
isr,2005,2.66
isr,2006,4.91
isr,2007,2.45
isr,2008,2.69
isr,2009,5.86
isr,2011,4.95
isr,2012,1.89
isr,2013,1.77
isr,2014,1.78
isr,2015,4.03
isr,2016,3.84
isr,2017,1.89
ita,1988,3.14
ita,1989,3.49
ita,1990,6.01
ita,1991,4.71
ita,1992,3.88
ita,1993,3.54
ita,1994,4.21
ita,1995,5.73
ita,1996,4.22
ita,1997,3.47
ita,1998,3.9
ita,1999,4.31
ita,2000,3.3
ita,2001,4.26
ita,2002,2.57
ita,2003,2.54
ita,2004,2.64
ita,2005,2.68
ita,2006,2.75
ita,2007,2.53
ita,2008,2.37
ita,2009,2.44
ita,2010,2.78
ita,2011,2.3
ita,2012,2.28
ita,2013,2.21
ita,2014,2.76
ita,2015,2.73
ita,2016,2.48
ita,2017,2.48
ita,2018,2.46
ita,2019,2.55
ita,2020,1.71
jam,1996,21.07
jam,1999,18.19
jam,2000,9.21
jam,2001,9.21
jam,2002,9.47
jam,2003,9.56
jam,2004,9.49
jam,2006,9.15
jam,2007,9.32
jam,2010,8.38
jam,2011,8.37
jam,2012,11.14
jam,2013,10.88
jam,2015,9.7
jam,2016,10.28
jam,2020,9
jor,2000,23.82
jor,2001,16.45
jor,2002,16.62
jor,2003,14.48
jor,2004,14.19
jor,2005,12.29
jor,2006,10.87
jor,2007,10.7
jor,2008,10.62
jor,2009,9.74
jor,2010,11.63
jor,2011,11.76
jor,2012,11.33
jor,2013,11.29
jor,2014,5.95
jor,2015,5.87
jor,2016,5.72
jor,2017,4.84
jor,2020,5.23
jpn,1988,4.55
jpn,1989,4.41
jpn,1990,4
jpn,1991,3.97
jpn,1992,3.97
jpn,1993,4.03
jpn,1994,4.12
jpn,1995,4.04
jpn,1996,4.25
jpn,1997,4.01
jpn,1998,3.89
jpn,1999,3.88
jpn,2000,4.25
jpn,2001,4.43
jpn,2002,4.41
jpn,2003,4.25
jpn,2004,4.17
jpn,2005,4.05
jpn,2006,4.35
jpn,2007,4.11
jpn,2008,3.92
jpn,2009,3.93
jpn,2010,3.63
jpn,2011,3.84
jpn,2012,3.8
jpn,2013,2.33
jpn,2014,3.77
jpn,2015,3.52
jpn,2016,3.51
jpn,2017,3.69
jpn,2018,3.77
jpn,2019,5.91
jpn,2020,2.31
kaz,2004,2.42
kaz,2008,4.48
kaz,2010,7.56
kaz,2011,7.43
kaz,2012,7.49
kaz,2013,7.62
kaz,2014,6.95
kaz,2015,6.91
kaz,2016,5.12
kaz,2017,4.79
kaz,2018,4.64
kaz,2019,5.39
kaz,2020,4.17
ken,1994,31.23
ken,1999,17.57
ken,2000,20.9
ken,2001,20.45
ken,2002,16.84
ken,2004,16.66
ken,2005,12.42
ken,2006,12.32
ken,2007,12.13
ken,2008,12.09
ken,2009,12.17
ken,2010,12.55
ken,2011,12.41
ken,2012,12.05
ken,2013,11.72
ken,2014,11.88
ken,2015,11.96
ken,2016,12.11
ken,2018,12.56
ken,2019,13.08
ken,2020,13.69
kgz,1995,0
kgz,2000,4.66
kgz,2001,4.55
kgz,2002,8.17
kgz,2003,4.28
kgz,2006,3
kgz,2007,2.9
kgz,2008,3.16
kgz,2009,3.06
kgz,2010,3.26
kgz,2011,3.31
kgz,2012,3.31
kgz,2013,3.31
kgz,2014,3.28
kgz,2015,5.53
kgz,2016,4.63
kgz,2017,4.12
kgz,2018,3.88
kgz,2019,5.57
kgz,2020,3.85
khm,2001,16.74
khm,2002,16.28
khm,2003,16.26
khm,2005,14.09
khm,2006,13.73
khm,2007,12.42
khm,2008,12.36
khm,2010,13.16
khm,2011,12.26
khm,2012,12.36
khm,2014,8.04
khm,2016,12.45
khm,2020,8.2
kna,1996,21.98
kna,1999,18.98
kna,2000,14.34
kna,2001,14.46
kna,2002,14.54
kna,2003,14.9
kna,2006,12.88
kna,2007,12.33
kna,2008,12.24
kna,2009,14.02
kna,2010,12.16
kna,2011,11.84
kna,2012,11.64
kna,2013,11.64
kna,2014,11.65
kna,2015,11.66
kna,2016,11.68
kna,2017,13.54
kna,2018,13.59
kna,2019,14.3
kna,2020,10.03
kor,1988,18.83
kor,1989,14.89
kor,1990,12.98
kor,1992,11.18
kor,1995,8.27
kor,1996,9.83
kor,1997,9.72
kor,1998,10.25
kor,1999,8.54
kor,2000,9.84
kor,2001,9.91
kor,2002,9.58
kor,2003,9.49
kor,2004,9.12
kor,2005,9.12
kor,2006,9.2
kor,2007,8.36
kor,2008,9.76
kor,2009,9.97
kor,2010,10.12
kor,2011,10.36
kor,2012,10.18
kor,2013,10.33
kor,2014,5.98
kor,2015,6.05
kor,2016,11.12
kor,2017,5.36
kor,2018,5.23
kor,2020,5.29
kwt,2002,3.46
kwt,2003,4.82
kwt,2004,4.82
kwt,2005,4.31
kwt,2006,4.29
kwt,2007,3.99
kwt,2008,4.03
kwt,2009,3.5
kwt,2010,4.62
kwt,2011,4.62
kwt,2012,4.25
kwt,2013,4.49
kwt,2014,3.9
kwt,2015,3.86
kwt,2016,3.86
kwt,2017,3.88
kwt,2018,3.9
kwt,2019,3.9
kwt,2020,3.84
lao,2000,9.36
lao,2001,9.7
lao,2004,8.63
lao,2005,6.87
lao,2006,6.17
lao,2007,5.57
lao,2008,9.25
lao,2014,4.01
lao,2015,2.79
lao,2016,2.03
lao,2017,1.95
lao,2018,1.75
lao,2019,2.72
lao,2020,2.72
lbn,1999,13.94
lbn,2000,19.52
lbn,2001,8.41
lbn,2002,10.28
lbn,2004,7.11
lbn,2005,8.78
lbn,2006,6.35
lbn,2007,7.72
lbn,2014,5.88
lbn,2015,5.86
lbn,2016,5.3
lbn,2017,3.46
lbn,2018,5.01
lbn,2019,4.97
lbn,2020,5.08
lbr,2012,9.86
lbr,2013,9.75
lbr,2014,9.67
lbr,2018,9.58
lbr,2020,13.92
lby,1996,26.57
lby,2002,22.91
lby,2006,0
lby,2020,4.84
lca,1996,21.95
lca,1999,18.58
lca,2000,18.62
lca,2001,12.36
lca,2002,12.84
lca,2003,12.8
lca,2005,12.66
lca,2006,9.68
lca,2007,9.26
lca,2010,13.29
lca,2011,13.38
lca,2012,11.06
lca,2013,11.75
lca,2014,8.75
lca,2015,8.16
lca,2016,8.7
lca,2019,8.71
lca,2020,8.93
lka,1990,26.38
lka,1993,23.9
lka,1994,24.51
lka,1997,20.19
lka,1998,11.16
lka,2000,9.72
lka,2001,9.61
lka,2003,9.62
lka,2004,10.57
lka,2005,11.73
lka,2006,11.4
lka,2007,11.08
lka,2008,10.95
lka,2009,10.77
lka,2010,9.79
lka,2011,9.97
lka,2012,9.94
lka,2014,9.33
lka,2015,7.87
lka,2017,10.35
lka,2018,12.06
lka,2019,16.38
lka,2020,8.84
lso,2001,0.78
lso,2004,9.97
lso,2005,11.97
lso,2006,10.91
lso,2007,9.4
lso,2008,10.2
lso,2009,9.88
lso,2010,10.73
lso,2011,10.41
lso,2012,9.26
lso,2013,2.6
lso,2014,3.18
lso,2015,3.6
lso,2016,3.11
lso,2017,2.35
lso,2018,6.03
lso,2019,7.45
lso,2020,5.81
ltu,1988,3.14
ltu,1989,3.49
ltu,1990,6.01
ltu,1991,4.71
ltu,1992,3.88
ltu,1993,3.54
ltu,1994,4.21
ltu,1995,5.73
ltu,1996,4.22
ltu,1997,3.47
ltu,1998,3.9
ltu,1999,4.31
ltu,2000,3.3
ltu,2001,4.26
ltu,2002,2.57
ltu,2003,2.54
ltu,2004,2.64
ltu,2005,2.68
ltu,2006,2.75
ltu,2007,2.53
ltu,2008,2.37
ltu,2009,2.44
ltu,2010,2.78
ltu,2011,2.3
ltu,2012,2.28
ltu,2013,2.21
ltu,2014,2.76
ltu,2015,2.73
ltu,2016,2.48
ltu,2017,2.48
ltu,2018,2.46
ltu,2019,2.55
ltu,2020,1.71
lux,1988,3.14
lux,1989,3.49
lux,1990,6.01
lux,1991,4.71
lux,1992,3.88
lux,1993,3.54
lux,1994,4.21
lux,1995,5.73
lux,1996,4.22
lux,1997,3.47
lux,1998,3.9
lux,1999,4.31
lux,2000,3.3
lux,2001,4.26
lux,2002,2.57
lux,2003,2.54
lux,2004,2.64
lux,2005,2.68
lux,2006,2.75
lux,2007,2.53
lux,2008,2.37
lux,2009,2.44
lux,2010,2.78
lux,2011,2.3
lux,2012,2.28
lux,2013,2.21
lux,2014,2.76
lux,2015,2.73
lux,2016,2.48
lux,2017,2.48
lux,2018,2.46
lux,2019,2.55
lux,2020,1.71
lva,1988,3.14
lva,1989,3.49
lva,1990,6.01
lva,1991,4.71
lva,1992,3.88
lva,1993,3.54
lva,1994,4.21
lva,1995,5.73
lva,1996,4.22
lva,1997,3.47
lva,1998,3.9
lva,1999,4.31
lva,2000,3.3
lva,2001,4.26
lva,2002,2.57
lva,2003,2.54
lva,2004,2.64
lva,2005,2.68
lva,2006,2.75
lva,2007,2.53
lva,2008,2.37
lva,2009,2.44
lva,2010,2.78
lva,2011,2.3
lva,2012,2.28
lva,2013,2.21
lva,2014,2.76
lva,2015,2.73
lva,2016,2.48
lva,2017,2.48
lva,2018,2.46
lva,2019,2.55
lva,2020,1.71
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,64.07
mar,1997,20.6
mar,2000,29.53
mar,2001,29.08
mar,2002,28.81
mar,2003,28.49
mar,2005,19.23
mar,2006,15.73
mar,2007,13.3
mar,2008,11.89
mar,2009,9.16
mar,2010,16.97
mar,2011,14.08
mar,2012,4.83
mar,2014,4.32
mar,2015,4.35
mar,2016,4.3
mar,2017,4.34
mar,2019,4.33
mar,2020,4.33
mda,1996,5.75
mda,2000,4.94
mda,2001,5.11
mda,2003,5.21
mda,2004,5.29
mda,2005,5.32
mda,2006,4.37
mda,2007,4.77
mda,2008,4.4
mda,2009,5.12
mda,2010,4.57
mda,2011,5.02
mda,2012,4.55
mda,2013,8.3
mda,2014,4.61
mda,2015,5.41
mda,2016,5.34
mda,2020,2.19
mdg,1995,7.49
mdg,1996,7.63
mdg,1997,7.63
mdg,1998,6.52
mdg,2000,6.1
mdg,2001,5.33
mdg,2002,5.61
mdg,2003,5.14
mdg,2004,3.76
mdg,2005,11.37
mdg,2006,13.33
mdg,2007,12.11
mdg,2008,12.13
mdg,2009,10.73
mdg,2010,10.56
mdg,2011,10.93
mdg,2012,10.96
mdg,2013,10.96
mdg,2014,10.69
mdg,2015,10.94
mdg,2016,10.26
mdg,2017,6.91
mdg,2018,9.25
mdg,2019,8.89
mdg,2020,8.27
mdv,2000,21.38
mdv,2001,21.23
mdv,2002,21.26
mdv,2003,21.18
mdv,2004,21.14
mdv,2005,21.39
mdv,2006,21.4
mdv,2008,21.5
mdv,2009,21.57
mdv,2010,21.98
mdv,2011,22.11
mdv,2012,11.09
mdv,2013,10.98
mdv,2014,10.66
mdv,2015,11.58
mdv,2016,11.41
mdv,2017,11.14
mdv,2018,11.69
mdv,2019,13.25
mdv,2020,11.73
mex,1991,14.29
mex,1995,12.36
mex,1996,14.59
mex,1997,14.76
mex,1998,14.72
mex,1999,15.96
mex,2000,17.97
mex,2001,18.08
mex,2002,15.29
mex,2003,18.32
mex,2004,10.21
mex,2005,9.2
mex,2006,8.04
mex,2007,6.4
mex,2008,6.25
mex,2009,5.28
mex,2010,7.73
mex,2011,7.49
mex,2012,6.82
mex,2013,6.5
mex,2014,3.02
mex,2015,6.07
mex,2016,6.17
mex,2017,2.97
mex,2018,3.28
mkd,2001,10.13
mkd,2002,9.45
mkd,2004,10.88
mkd,2005,4.26
mkd,2006,5.54
mkd,2007,8.57
mkd,2008,5.17
mkd,2009,4.33
mkd,2010,3.63
mkd,2011,3.26
mkd,2012,3.31
mkd,2013,8.29
mkd,2014,3.6
mkd,2015,3
mkd,2016,6.33
mkd,2017,3.35
mkd,2018,3.37
mkd,2019,3.38
mkd,2020,3.29
mli,1995,3.46
mli,1996,15.14
mli,1997,15.14
mli,1998,15.14
mli,1999,11.17
mli,2001,13.46
mli,2002,13.63
mli,2003,13.64
mli,2004,13.64
mli,2005,13.45
mli,2006,12.18
mli,2007,12.88
mli,2008,12.88
mli,2009,12.67
mli,2010,12.67
mli,2011,12.68
mli,2012,12.29
mli,2013,12.3
mli,2014,12.29
mli,2015,11.7
mli,2016,11.7
mli,2017,12.82
mli,2018,12.83
mli,2019,11.77
mli,2020,12.27
mlt,1988,3.14
mlt,1989,3.49
mlt,1990,6.01
mlt,1991,4.71
mlt,1992,3.88
mlt,1993,3.54
mlt,1994,4.21
mlt,1995,5.73
mlt,1996,4.22
mlt,1997,3.47
mlt,1998,3.9
mlt,1999,4.31
mlt,2000,3.3
mlt,2001,4.26
mlt,2002,2.57
mlt,2003,2.54
mlt,2004,2.64
mlt,2005,2.68
mlt,2006,2.75
mlt,2007,2.53
mlt,2008,2.37
mlt,2009,2.44
mlt,2010,2.78
mlt,2011,2.3
mlt,2012,2.28
mlt,2013,2.21
mlt,2014,2.76
mlt,2015,2.73
mlt,2016,2.48
mlt,2017,2.48
mlt,2018,2.46
mlt,2019,2.55
mlt,2020,1.71
mmr,1996,4.65
mmr,1997,4.65
mmr,1998,4.65
mmr,1999,4.65
mmr,2000,4.65
mmr,2001,4.47
mmr,2002,4.47
mmr,2003,4.44
mmr,2004,4.3
mmr,2005,4.3
mmr,2006,4.22
mmr,2007,4.05
mmr,2008,3.93
mmr,2010,3.48
mmr,2011,3.25
mmr,2012,4.77
mmr,2013,4.77
mmr,2015,2.08
mmr,2019,3.68
mne,2007,5.6
mne,2008,3.68
mne,2009,3.48
mne,2010,3.36
mne,2011,3.26
mne,2012,2.63
mne,2013,2.11
mne,2014,2.05
mne,2015,2.05
mne,2016,1.78
mne,2017,1.77
mne,2018,1.8
mne,2019,1.51
mne,2020,1.74
mng,1999,0.05
mng,2000,4.89
mng,2001,6.83
mng,2002,6.83
mng,2003,4.88
mng,2004,4.9
mng,2005,4.2
mng,2006,4.19
mng,2007,4.92
mng,2008,4.92
mng,2009,4.92
mng,2010,4.94
mng,2011,4.94
mng,2013,4.94
mng,2015,4.93
mng,2017,5.06
mng,2018,5.04
mng,2019,5.03
mng,2020,5.02
moz,2001,14.81
moz,2002,12.73
moz,2003,13.08
moz,2005,12.95
moz,2006,12.13
moz,2007,10.99
moz,2008,10.78
moz,2009,8.8
moz,2010,8.77
moz,2011,10.75
moz,2012,8.76
moz,2014,7.45
moz,2016,7.16
moz,2018,8.96
moz,2020,8.94
mrt,2001,12.83
mrt,2006,11.48
mrt,2007,12.38
mrt,2008,9.44
mrt,2009,9.57
mrt,2010,9.45
mrt,2011,9.36
mrt,2014,12.34
mrt,2015,12.38
mrt,2018,12.55
mrt,2019,12.55
mrt,2020,13.21
mus,1995,34.7
mus,1996,31.93
mus,1997,32.71
mus,1998,31.08
mus,1999,31
mus,2000,22.4
mus,2001,24.08
mus,2002,23.65
mus,2004,23.27
mus,2005,8.46
mus,2006,4.74
mus,2007,4.82
mus,2008,4.79
mus,2009,2.33
mus,2010,2.3
mus,2011,1.8
mus,2012,2.76
mus,2013,2.9
mus,2014,1.78
mus,2015,1.76
mus,2016,1.76
mus,2017,1.25
mus,2018,1.21
mus,2019,1.3
mus,2020,1.18
mwi,1994,31.42
mwi,1996,25.53
mwi,1997,26.73
mwi,1998,19.44
mwi,2000,15.57
mwi,2001,12.92
mwi,2003,15.43
mwi,2006,12.89
mwi,2008,12.09
mwi,2009,12.71
mwi,2010,11.59
mwi,2011,12.27
mwi,2012,11.51
mwi,2013,8.82
mwi,2014,9.06
mwi,2015,9.05
mwi,2016,9.17
mwi,2019,7.08
mwi,2020,9.46
mys,1988,18.6
mys,1991,16.4
mys,1993,13.01
mys,1996,10.92
mys,1997,8.88
mys,1998,14.09
mys,1999,10.38
mys,2000,9.53
mys,2001,8.01
mys,2002,7.51
mys,2003,7.94
mys,2004,12.06
mys,2005,7.55
mys,2006,6.96
mys,2007,6.99
mys,2008,6.79
mys,2009,6.7
mys,2010,5.82
mys,2011,6.61
mys,2012,6.6
mys,2013,6.98
mys,2014,3.37
mys,2016,6.22
mys,2020,5.65
nam,2001,6.06
nam,2002,5.34
nam,2004,6.9
nam,2005,6.57
nam,2006,6.41
nam,2007,6.71
nam,2008,6.4
nam,2009,6.52
nam,2010,6.66
nam,2011,6.38
nam,2012,6.5
nam,2013,6.76
nam,2014,6.66
nam,2015,6.89
nam,2016,7.42
nam,2017,6.05
nam,2018,6.35
nam,2019,7.26
nam,2020,6.66
ner,2001,14.38
ner,2002,14.17
ner,2003,14.24
ner,2004,14.1
ner,2005,14.27
ner,2006,12.8
ner,2007,12.71
ner,2008,12.7
ner,2009,12.71
ner,2010,12.8
ner,2011,13.14
ner,2012,13.13
ner,2013,13.29
ner,2014,13.17
ner,2015,10.73
ner,2016,10.84
ner,2017,13.27
ner,2018,13.08
ner,2019,12.18
ner,2020,10.55
nga,1988,25.93
nga,1989,27.83
nga,1990,28.02
nga,1992,28.13
nga,1995,87.19
nga,1996,22.95
nga,1997,23
nga,1998,23
nga,1999,24.64
nga,2000,24.69
nga,2001,24.23
nga,2002,25.17
nga,2003,24.61
nga,2005,10.55
nga,2006,10.59
nga,2008,10.82
nga,2009,9.94
nga,2010,11.06
nga,2011,11.16
nga,2013,11.35
nga,2014,11.76
nga,2015,11.27
nga,2016,11.48
nga,2020,12.75
nic,1995,7.68
nic,1996,9.14
nic,1997,6.63
nic,1998,4.9
nic,1999,9.05
nic,2000,3.04
nic,2001,4.26
nic,2002,4.31
nic,2003,4.59
nic,2004,5.27
nic,2005,6.72
nic,2006,5.73
nic,2007,5.39
nic,2008,5.58
nic,2009,4.31
nic,2010,4.15
nic,2011,4.39
nic,2012,4.3
nic,2013,3.92
nic,2014,3.86
nic,2015,3.79
nic,2016,3.57
nic,2017,3.48
nic,2018,3.33
nic,2019,3.19
nic,2020,3.26
nld,1988,3.14
nld,1989,3.49
nld,1990,6.01
nld,1991,4.71
nld,1992,3.88
nld,1993,3.54
nld,1994,4.21
nld,1995,5.73
nld,1996,4.22
nld,1997,3.47
nld,1998,3.9
nld,1999,4.31
nld,2000,3.3
nld,2001,4.26
nld,2002,2.57
nld,2003,2.54
nld,2004,2.64
nld,2005,2.68
nld,2006,2.75
nld,2007,2.53
nld,2008,2.37
nld,2009,2.44
nld,2010,2.78
nld,2011,2.3
nld,2012,2.28
nld,2013,2.21
nld,2014,2.76
nld,2015,2.73
nld,2016,2.48
nld,2017,2.48
nld,2018,2.46
nld,2019,2.55
nld,2020,1.71
nor,1988,2.1
nor,1993,2.86
nor,1995,10.24
nor,1996,4.66
nor,1997,8.34
nor,1998,6.92
nor,1999,4.47
nor,2000,6.5
nor,2001,5.07
nor,2002,4.42
nor,2003,4.08
nor,2004,4.19
nor,2005,4.39
nor,2006,4.1
nor,2007,4.32
nor,2008,3.54
nor,2009,3.4
nor,2010,4.02
nor,2011,4.13
nor,2012,4.23
nor,2013,4.12
nor,2014,3.84
nor,2015,3.94
nor,2016,3.69
nor,2017,3.62
nor,2018,3.51
nor,2019,3.24
nor,2020,3.27
npl,1993,20.87
npl,1998,21.67
npl,1999,14.36
npl,2000,14.41
npl,2002,14.66
npl,2003,14.87
npl,2004,14.82
npl,2005,14.72
npl,2006,13.11
npl,2007,13.05
npl,2008,15.07
npl,2009,12.77
npl,2010,12.98
npl,2011,13.15
npl,2012,12.85
npl,2013,11.82
npl,2014,12.66
npl,2015,12.63
npl,2016,12.65
npl,2018,12.79
npl,2019,20.2
npl,2020,12.1
nru,2016,11.73
nru,2017,12.5
nru,2018,14.9
nru,2019,19.51
nru,2020,17.59
nzl,1992,15.14
nzl,1993,10.03
nzl,1996,6.47
nzl,1997,5.83
nzl,1998,4.8
nzl,1999,3.9
nzl,2000,3.27
nzl,2001,4.3
nzl,2002,4.68
nzl,2003,5.23
nzl,2004,5.76
nzl,2005,4.87
nzl,2006,4.76
nzl,2007,3.76
nzl,2008,2.86
nzl,2009,2.6
nzl,2010,4.23
nzl,2011,2.86
nzl,2012,3
nzl,2013,2.37
nzl,2014,2.18
nzl,2015,2.17
nzl,2016,2.13
nzl,2017,2.13
nzl,2019,2.01
nzl,2020,1.94
omn,1992,5.53
omn,1997,4.68
omn,2001,5.35
omn,2002,7.97
omn,2003,6.64
omn,2004,4.83
omn,2005,3.94
