geo,time,ny_gds_totl_cd
cyp,1998,2210192307.69231
cyp,1999,2371005393.74326
cyp,2000,2297736098.02074
cyp,2001,2335729508.19672
cyp,2002,2470236538.46154
cyp,2003,3083365798.4145
cyp,2004,3801267500
cyp,2005,4039755005.59632
cyp,2006,4349696399.448
cyp,2007,4703643580.61867
cyp,2008,4509018602.6073
cyp,2009,4547724367.87997
cyp,2010,4035853108.84264
cyp,2011,4162285634.74387
cyp,2012,3569374277.27098
cyp,2013,3466970381.19272
cyp,2014,3358535937.29241
cyp,2015,3233354044.15844
cyp,2016,4009407792.78282
cyp,2017,4626223452.32716
cyp,2018,5268495512.51771
cyp,2019,5287026754.72965
cyp,2020,4019906339.23472
cze,1990,11731278894.8922
cze,1991,9269876005.02086
cze,1992,9809108171.20623
cze,1993,11920490138.2362
cze,1994,14161679138.4402
cze,1995,18708703843.2555
cze,1996,21075475590.528
cze,1997,17930949631.8449
cze,1998,20461661896.0881
cze,1999,19126621385.5108
cze,2000,18599111295.3583
cze,2001,20899365596.0059
cze,2002,24075739341.328
cze,2003,28201673224.8573
cze,2004,36725305255.2938
cze,2005,43720937998.2803
cze,2006,51731531802.6518
cze,2007,66215968502.5402
cze,2008,79314362365.78668
cze,2009,63670723390.8619
cze,2010,63592737554.488
cze,2011,71099792324.9713
cze,2012,65003549993.6151
cze,2013,65003427763.6079
cze,2014,67714368300.6142
cze,2015,63790477158.3922
cze,2016,66049202295.4251
cze,2017,74100457727.90158
cze,2018,82507495426.8116
cze,2019,84845010847.1694
cze,2020,80353076765.65311
deu,1970,60686546251.2692
deu,1971,67091366196.3977
deu,1972,77514308409.49518
deu,1973,102161500914.746
deu,1974,108983407149.875
deu,1975,102538820255.98199
deu,1976,111883307441.355
deu,1977,127742703613.24001
deu,1978,160970507302.82401
deu,1979,189690739515.52701
deu,1980,192769104798.79501
deu,1981,153526778883.60001
deu,1982,152070880954.29999
deu,1983,152026088088.85501
deu,1984,145962305683.45801
deu,1985,152551802418.28299
deu,1986,234505836260.47
deu,1987,282728462459.19501
deu,1988,315512731930.05902
deu,1989,327157758244.04401
deu,1990,435086432635.27399
deu,1991,472558632881.55603
deu,1992,527747025673.13696
deu,1993,496882763515.91101
deu,1994,540110883451.84998
deu,1995,639559164733.17896
deu,1996,598757473355.86206
deu,1997,540906835100.38293
deu,1998,565329554295.87598
deu,1999,538991925655.21399
deu,2000,480298844966.276
deu,2001,478412155329.52802
deu,2002,520175235571.76599
deu,2003,605669651536.86096
deu,2004,704703003815.44604
deu,2005,702764201238.91003
deu,2006,778227684416.46912
deu,2007,964335501816.08191
deu,2008,1030687783434.37
deu,2009,803951193186.328
deu,2010,861071535033.33484
deu,2011,995195111536.96704
deu,2012,910573414572.65601
deu,2013,963778073753.72803
deu,2014,1049616585667.44995
deu,2015,917903342952.73413
deu,2016,948807461942.80396
deu,2017,1035325685887.06006
deu,2018,1116518088885.48999
deu,2019,1080563814792.16003
deu,2020,1033695473971.98999
dji,2013,448475469.97822
dji,2014,448146144.8
dji,2015,454840888.24618
dji,2016,425243938.53287
dji,2017,426908799.74792
dji,2018,475044835.44432
dji,2019,694180710.21432
dji,2020,1024576240.28674
dma,2009,-21725925.92593
dma,2010,1892592.59259
dma,2011,6559259.25926
dma,2012,-18825925.92593
dma,2013,18040740.74074
dma,2014,12755555.55556
dma,2015,885185.18519
dma,2016,15481481.48148
dma,2017,-21111111.11111
dma,2018,-88040740.74074
dnk,1966,2872157598.85159
dnk,1967,3014302933.04979
dnk,1968,3195542800
dnk,1969,3847870800
dnk,1970,4083340400
dnk,1971,4558983746.95339
dnk,1972,6109851783.63288
dnk,1973,7880398710.63724
dnk,1974,8057439170.45399
dnk,1975,8706703386.58592
dnk,1976,9308541108.35401
dnk,1977,10374491271.322
dnk,1978,12627216117.2161
dnk,1979,14591229424.0639
dnk,1980,13993708369.5594
dnk,1981,11398136002.4707
dnk,1982,11587162042.1487
dnk,1983,12476969491.5254
dnk,1984,13168373694.0695
dnk,1985,14332982994.2245
dnk,1986,20773848967.9891
dnk,1987,26343211847.4336
dnk,1988,28349027854.11869
dnk,1989,28235258816.4482
dnk,1990,36434379019.4874
dnk,1991,35961802704.6041
dnk,1992,39523140272.6926
dnk,1993,35663380527.1519
dnk,1994,38506095336.91791
dnk,1995,46983851206.62569
dnk,1996,48272547984.8932
dnk,1997,45847269134.68089
dnk,1998,45538522116.7622
dnk,1999,47850270777.78729
dnk,2000,47708061263.6241
dnk,2001,47732865862.4501
dnk,2002,50366252169.1768
dnk,2003,60449325864.8694
dnk,2004,68726463253.82651
dnk,2005,73286389634.64461
dnk,2006,80315700040.35779
dnk,2007,89997711115.6015
dnk,2008,97200633177.06599
dnk,2009,75766194295.7339
dnk,2010,80569405813.40041
dnk,2011,87794591853.08949
dnk,2012,83378530286.70198
dnk,2013,90356876960.56361
dnk,2014,95496728770.4752
dnk,2015,82990942948.65829
dnk,2016,89108200622.3728
dnk,2017,97073757336.53348
dnk,2018,102570083465.308
dnk,2019,102030987319.028
dnk,2020,104606397198.179
dom,1960,111399700
dom,1961,84200400
dom,1962,77499700
dom,1963,82299700
dom,1964,83399700
dom,1965,30600000
dom,1966,48500000
dom,1967,68000000
dom,1968,57900000
dom,1969,104200000
dom,1970,136173004.1
dom,1971,136018693
dom,1972,324768156
dom,1973,414646916.6
dom,1974,409410909.4
dom,1975,761366546.9
dom,1976,609835106
dom,1977,669073373.2
dom,1978,617951470
dom,1979,858585260
dom,1980,737416741
dom,1981,1158061937.6
dom,1982,912975059.5
dom,1983,1141292906.4371
dom,1984,1113153992.7524
dom,1985,640705437.06271
dom,1986,981075936.48642
dom,1987,922848743.6217
dom,1988,1119479465.2589
dom,1989,1179140611.47814
dom,1990,1087412182.42678
dom,1991,1347228166.57257
dom,1992,1384982504
dom,1993,1901186400
dom,1994,2381752472.89329
dom,1995,2762638904.4289
dom,1996,3134870521.00215
dom,1997,3665749712.62111
dom,1998,4503022546.26575
dom,1999,4598268131.41009
dom,2000,4760984358.68121
dom,2001,5130930819.00425
dom,2002,5341066890.24044
dom,2003,4123460663.9428
dom,2004,4815136893.84526
dom,2005,7077443330.86769
dom,2006,7428326354.35435
dom,2007,8761518746.28827
dom,2008,7913821430.4332
dom,2009,7250282517.74302
dom,2010,8473031978.77316
dom,2011,8362400521.42955
dom,2012,9146786840.38525
dom,2013,10264973965.4739
dom,2014,12038168692.3216
dom,2015,13374882394.4678
dom,2016,14539074973.2983
dom,2017,15688474658.3527
dom,2018,17831937109.6748
dom,2019,18794102604.7424
dom,2020,13939270571.1683
dza,1960,470238196.51212
dza,1961,680149601.99307
dza,1962,657293127.54451
dza,1963,471280893.64202
dza,1964,525649753.90411
dza,1965,607644062.30378
dza,1966,567134552.67262
dza,1967,850701930.28296
dza,1968,1032995138.84669
dza,1969,1195033582.46744
dza,1970,1438091247.89856
dza,1971,1323128648.78069
dza,1972,1964066510.4341
dza,1973,2977918637.22397
dza,1974,5716746047.31265
dza,1975,5621107130.19699
dza,1976,6964792641.33724
dza,1977,7499757427.41391
dza,1978,9909478756.3983
dza,1979,13572783172.8648
dza,1980,18241517954.8653
dza,1981,18049957203.7629
dza,1982,17725708026.6539
dza,1983,19378548237.55429
dza,1984,17939559437.3319
dza,1985,18198818509.0895
dza,1986,14801271377.8364
dza,1987,15629833288.657
dza,1988,12139045986.3394
dza,1989,11237284428.1471
dza,1990,16812725794.0274
dza,1991,17079070995.8913
dza,1992,15460635722.4962
dza,1993,13852835029.599
dza,1994,11298257974.5283
dza,1995,11738738439.0729
dza,1996,14783858830.0404
dza,1997,15424389278.3062
dza,1998,13112243032.738
dza,1999,15379590199.763
dza,2000,24570754905.009
dza,2001,22726448228.9711
dza,2002,23003988358.7113
dza,2003,30344324568.7706
dza,2004,40676822008.1432
dza,2005,56540447593.5603
dza,2006,66777915277.5216
dza,2007,76488381121.16188
dza,2008,96804534643.899
dza,2009,63522441271.126
dza,2010,78109318957.86838
dza,2011,96316565187.6459
dza,2012,99374925196.0379
dza,2013,96920541424.54681
dza,2014,94304379552.98529
dza,2015,62124677976.4707
dza,2016,58567755299.3291
dza,2017,65464947329.5306
dza,2018,71335045259.6965
dza,2019,68308438120.0064
dza,2020,45963457036.3032
ecu,1960,517591264.56379
ecu,1961,429140037.24511
ecu,1962,367952980.2094
ecu,1963,441560065.70263
ecu,1964,523145527.23782
ecu,1965,550311797.46323
ecu,1966,528466325.61785
ecu,1967,535736810.79762
ecu,1968,399764631.1736
ecu,1969,587720729.80904
ecu,1970,457746425.32644
ecu,1971,448639059.61962
ecu,1972,640745147.59395
ecu,1973,846217642.88929
ecu,1974,1883621933.00981
ecu,1975,1338475611.66921
ecu,1976,1737751008.32335
ecu,1977,2497823356.60422
ecu,1978,2714919423.77498
ecu,1979,3192505359.36907
ecu,1980,4407064570.4725
ecu,1981,5484704147.78028
ecu,1982,3719878160.79516
ecu,1983,3586455203.16619
ecu,1984,3463070057.26265
ecu,1985,3875187609.9327
ecu,1986,3325780246.01873
ecu,1987,2567220622.87778
ecu,1988,2800870625.34296
ecu,1989,3131414074.65082
ecu,1990,3810708701.32307
ecu,1991,4110882441.22061
ecu,1992,4728204102.05103
ecu,1993,3404782391.1956
ecu,1994,4103039519.75988
ecu,1995,4028323161.58079
ecu,1996,4759887943.97199
ecu,1997,5171006503.25163
ecu,1998,4584680340.17008
ecu,1999,4554225112.55628
ecu,2000,4777881940.97048
ecu,2001,4416442000
ecu,2002,4941987000
ecu,2003,5690255000
ecu,2004,6821587000
ecu,2005,8622524000
ecu,2006,10959251000
ecu,2007,12232290000
ecu,2008,16464584000
ecu,2009,15025126000
ecu,2010,16362195000
ecu,2011,20528343000
ecu,2012,23189520000
ecu,2013,24864494000
ecu,2014,27171080000
ecu,2015,23971343000
ecu,2016,25451410000
ecu,2017,26620657000
ecu,2018,27530498000
ecu,2019,28027995000
ecu,2020,24599837000
egy,1965,686762778.5059
egy,1966,646233541.98144
egy,1967,660327288.81026
egy,1968,435981308.41122
egy,1969,500242130.7506
egy,1970,890730972.11756
egy,1971,716653914.81765
egy,1972,612719751.80972
egy,1973,865588681.1521
egy,1974,734469146.06275
egy,1975,996492766.33056
egy,1976,1448460774.57795
egy,1977,2046658480.96825
egy,1978,2157671315.94906
egy,1979,2830714285.71429
egy,1980,3285230508.86306
egy,1981,4330270270.27027
egy,1982,5402586206.89655
egy,1983,6053550640.2794
egy,1984,6450225757.90153
egy,1985,7852580881.58308
egy,1986,8699719363.89149
egy,1987,6441476826.39434
egy,1988,5337876206.70074
egy,1989,6815365293.26724
egy,1990,7178106550.02243
egy,1991,5915586573.6125
egy,1992,7101375139.1689
egy,1993,7262905162.06483
egy,1994,7858837485.172
egy,1995,9023886759.06812
egy,1996,8579009433.96226
egy,1997,9026548672.56637
egy,1998,10182998819.3625
egy,1999,12120318490.1209
egy,2000,12916483193.894
egy,2001,12964959568.7332
egy,2002,11617977528.0899
egy,2003,11480769230.7692
egy,2004,12272727272.7273
egy,2005,14076539101.4975
egy,2006,18382608695.6522
egy,2007,21225919439.5797
egy,2008,27345454545.45449
egy,2009,23738656987.2958
egy,2010,31234119782.2142
egy,2011,30636833046.4716
egy,2012,22633333333.3333
egy,2013,22713178294.5736
egy,2014,15925394548.0631
egy,2015,19137466307.2776
egy,2016,18233128834.3558
egy,2017,4205163043.47826
egy,2018,15486775464.2656
egy,2019,30227790432.8018
egy,2020,22819713038.0536
eri,1992,-122706346.95525
eri,1993,-114243096.45835
eri,1994,-159399350.64935
eri,1995,-221109375
eri,1996,-211949596.48874
eri,1997,-170966263.42033
eri,1998,-245812942.31109
eri,1999,-218224382.40561
eri,2000,-187494587.01299
eri,2001,-114269782.04165
eri,2002,-171236405.84029
eri,2003,-300924772.47999
eri,2004,-374385428.83046
eri,2005,-312339213.55553
eri,2006,-215353190.2439
eri,2007,-136308598.37398
eri,2008,-124077541.46341
eri,2009,-179191505.69106
eri,2010,-723500364.22764
eri,2011,-511886640.65041
esp,1970,10841307344.9014
esp,1971,12157935329.3413
esp,1972,15735783070.1527
esp,1973,21167938320.9594
esp,1974,25156025382.1748
esp,1975,28879478260.8696
esp,1976,27141350410.3457
esp,1977,30911141292.4425
esp,1978,38599099392.3611
esp,1979,49235463559.7422
esp,1980,49036969134.3699
esp,1981,39855137862.678
esp,1982,38801862789.6411
esp,1983,34173967517.4014
esp,1984,37246665286.69009
esp,1985,39131868884.54009
esp,1986,56861453011.7619
esp,1987,70493010375.9601
esp,1988,86693410941.2941
esp,1989,92360064652.14339
esp,1990,120241341821.743
esp,1991,125798345876.701
esp,1992,127548657565.41499
esp,1993,103716530265.394
esp,1994,109102961122.842
esp,1995,131511876167.601
esp,1996,141665572047.81299
esp,1997,134445454545.455
esp,1998,145326873816.68301
esp,1999,149865220994.595
esp,2000,141720956746.66699
esp,2001,151841447584.25201
esp,2002,175013404129.80399
esp,2003,229573526229.80301
esp,2004,262829096084.17096
esp,2005,283622723934.63
esp,2006,313471546683.52893
esp,2007,363549450418.82495
esp,2008,387063128977.34399
esp,2009,334565064752.73401
esp,2010,302598806316.66693
esp,2011,308707835992.21893
esp,2012,271583768615.625
esp,2013,286538810724.70697
esp,2014,287977786514.901
esp,2015,263470478572.26599
esp,2016,280375237773.15198
esp,2017,302114026067.05902
esp,2018,329599679868.23499
esp,2019,331822319976.46997
esp,2020,284032190804.66998
est,1995,878868607.39575
est,1996,930509819.22227
est,1997,1113967538.32281
est,1998,1243789075.53677
est,1999,1260364139.69336
est,2000,1480693817.37768
est,2001,1662980932.77236
est,2002,1944662333.99265
est,2003,2654352981.02981
est,2004,3303942857.14286
est,2005,4060450192.76209
est,2006,5111553130.0966
est,2007,7115202573.22748
est,2008,6876984033.98272
est,2009,5128894137.26035
est,2010,5468341969.73161
est,2011,7285113789.99029
est,2012,7138663588.80703
est,2013,7512601953.91257
est,2014,8160713289.38154
est,2015,6644742888.94492
est,2016,6935310308.72686
est,2017,8217132555.15178
est,2018,9343086175.67842
est,2019,9507875008.21175
est,2020,8874288099.69808
eth,2011,5511353411.91067
eth,2012,8330669075.63025
eth,2013,8375355706.76369
eth,2014,11420462170.7767
eth,2015,12751081853.7391
eth,2016,16641460444.7098
eth,2017,18283995948.9063
eth,2018,20296535188.1784
eth,2019,21220316387.56409
eth,2020,22512014171.3325
fin,1970,3574280860.70215
fin,1971,3935436203.46689
fin,1972,4552112130.77144
fin,1973,6317331569.93932
fin,1974,8443869544.66677
fin,1975,8919584612.89801
fin,1976,9153229727.65041
fin,1977,9321876936.69765
fin,1978,10215225992.7798
fin,1979,13188478094.9473
fin,1980,16311762830.73
fin,1981,15658583631.8545
fin,1982,15191809547.3048
fin,1983,14593296327.9249
fin,1984,15481796596.755
fin,1985,15773215656.1781
fin,1986,20523105794.0418
fin,1987,25225213039.3616
fin,1988,32271499644.634
fin,1989,36082859914.0917
fin,1990,41122686984.9168
fin,1991,29270695485.9579
fin,1992,24437217945.3146
fin,1993,20365358592.6928
fin,1994,25874786568.01369
fin,1995,36428376906.31809
fin,1996,34743722495.4698
fin,1997,36287939525.8275
fin,1998,40663106364.04089
fin,1999,41791226074.1314
fin,2000,40908647021.1766
fin,2001,42126830458.2678
fin,2002,43693070707.4511
fin,2003,50207685166.2744
fin,2004,58130043059.4596
fin,2005,59316980096.498
fin,2006,62654381294.1176
fin,2007,78599656505.09828
fin,2008,83181517046.09369
fin,2009,60299233662.5
fin,2010,59072608950.0001
fin,2011,64702256021.40089
fin,2012,56463892551.56249
fin,2013,57746572345.0982
fin,2014,57642320530.588
fin,2015,49590788159.375
fin,2016,52963100143.1908
fin,2017,61490805797.6472
fin,2018,66179509774.9019
fin,2019,65081770101.9607
fin,2020,65718537520.6227
fji,1980,308440220.0489
fji,1981,260883454.2476
fji,1982,241296653.79665
fji,1983,159706096.36185
fji,1984,218268982.08018
fji,1985,195813106.79612
fji,1986,296479830.52343
fji,1987,201337728.11319
fji,1988,161266867.09082
fji,1989,119118856.60352
fji,1990,128900668.51239
fji,1991,142478313.90621
fji,1992,206155688.62275
fji,1993,277121546.24465
fji,1994,369602486.16898
fji,1995,389517172.72275
fji,1996,541723081.30834
fji,1997,508138810.00208
fji,1998,470907992.75216
fji,1999,659017059.30138
fji,2000,428826458.70525
fji,2001,442238425.72257
fji,2002,550048013.16933
fji,2003,731933748.28568
fji,2004,943566070.39815
fji,2005,211618036.66469
fji,2006,156957486.13678
fji,2007,344301807.11669
fji,2008,235189182.40572
fji,2009,218397402.46459
fji,2010,398628681.64521
fji,2011,569335433.86125
fji,2012,564360690.54137
fji,2013,629840501.79211
fji,2014,1070035127.68888
fji,2015,1060693316.17086
fji,2016,969446125.93689
fji,2017,1064711210.02467
fji,2018,1069155693.54915
fji,2019,1020750972.63095
fji,2020,744431089.54127
fra,1960,17430414781.8588
fra,1961,18493325966.0563
fra,1962,20558030941.3599
fra,1963,22633365028.5056
fra,1964,26010765316.29309
fra,1965,28803564452.772
fra,1966,31440912828.5621
fra,1967,33732815069.488
fra,1968,35922412108.9348
fra,1969,39747407433.2454
fra,1970,42659737805.5982
fra,1971,47042737066.41409
fra,1972,57849154746.4239
fra,1973,76337654684.73779
fra,1974,80016366612.1113
fra,1975,93342511855.59128
fra,1976,95051898388.4185
fra,1977,104275207274.672
fra,1978,128502906976.744
fra,1979,155058587727.41299
fra,1980,169784228500.466
fra,1981,135713940856.97
fra,1982,124829823335.662
fra,1983,120277132283.32899
fra,1984,113346093222.24699
fra,1985,115056212585.77901
fra,1986,166914480537.92999
fra,1987,197716904943.79599
fra,1988,231114414712.03601
fra,1989,241775652889.16296
fra,1990,299845801710.63702
fra,1991,295592372979.88599
fra,1992,317144981412.63898
fra,1993,280747046560.11102
fra,1994,304053638941.39899
fra,1995,354049152319.62201
fra,1996,343682523400.43597
fra,1997,326389076196.89801
fra,1998,352130309094.95203
fra,1999,354712783158.68799
fra,2000,325251082749.80493
fra,2001,327018522509.05603
fra,2002,349913339412.54999
fra,2003,417092771399.99902
fra,2004,485445318077.22095
fra,2005,495149172494.94098
fra,2006,533826629015.29297
fra,2007,623923832133.33496
fra,2008,673135362937.5
fra,2009,554809577861.328
fra,2010,546364958400.00098
fra,2011,609503798326.849
fra,2012,572444016697.26599
fra,2013,597597336689.41296
fra,2014,615871707595.29199
fra,2015,540179664955.46802
fra,2016,544159104787.93903
fra,2017,580577047023.53003
fra,2018,637639854205.48999
fra,2019,638754243701.95996
fra,2020,573191699942.41394
fro,1998,256476838.58644
fro,1999,222413348.24116
fro,2000,231631428.53608
fro,2001,273657903.59014
fro,2002,277945963.74783
fro,2003,239567679.15965
fro,2004,259167765.51885
fro,2005,172805949.7407
fro,2006,324561108.49533
fro,2007,364770284.91651
fro,2008,313273572.5074
fro,2009,236471487.99642
fro,2010,358226205.0817
fro,2011,312589639.95008
fro,2012,369236081.1394
fro,2013,491462350.65791
fro,2014,638984409.79955
fro,2015,561824640.6754
fro,2016,802323335.8587
fro,2017,850550515.6825
fro,2018,930605263.99138
fro,2019,992712987.67505
fsm,1983,-45000000
gab,1970,141460044.26936
gab,1971,175408597.93675
gab,1972,210691464.79935
gab,1973,279959839.88647
gab,1974,1019922058.05255
gab,1975,1387224005.3057
gab,1976,2196270828.43937
gab,1977,1640754291.22108
gab,1978,1191194413.12652
gab,1979,1636410818.49953
gab,1980,2594666573.03397
gab,1981,2279456405.1629
gab,1982,2060216427.53136
gab,1983,1796276590.64271
gab,1984,1846865062.79672
gab,1985,1579253263.42883
gab,1986,913931864.14505
gab,1987,782267550.48166
gab,1988,1242914940.92993
gab,1989,1293696749.15199
gab,1990,2193820230.98792
gab,1991,2228488206.77552
gab,1992,1950844097.17264
gab,1993,1590298992.89218
gab,1994,1885302246.36067
gab,1995,2328385706.53537
gab,1996,2824750700.02604
gab,1997,2958721152.76216
gab,1998,1700415186.461
gab,1999,2118534849.24698
gab,2000,2960117317.74353
gab,2001,2407893962.52883
gab,2002,2466086849.72406
gab,2003,3026985463.29058
gab,2004,3873106053.42304
gab,2005,5503610753.2853
gab,2006,5839164466.67238
gab,2007,7075099392.29102
gab,2008,9419179372.19731
gab,2009,5913908211.34211
gab,2010,8030029744.27959
gab,2011,10859309070.6264
gab,2012,9705437906.26029
gab,2013,9371559352.3461
gab,2014,9222222006.4392
gab,2015,6809709940.28027
gab,2016,6299472003.63952
gab,2017,6986784421.84513
gab,2018,8571938822.1908
gab,2019,8662114041.72306
gab,2020,6867271626.3078
gbr,1970,20546069114.4708
gbr,1971,22436281333.6578
gbr,1972,23675811688.3117
gbr,1973,28317344439.0005
gbr,1974,22151369798.9715
gbr,1975,21108232300.885
gbr,1976,23764681042.2282
gbr,1977,34321308215.59389
gbr,1978,47435037392.1381
gbr,1979,63232342227.8695
gbr,1980,76146423425.51711
gbr,1981,68373894694.5338
gbr,1982,65679138714.1859
gbr,1983,63000272851.2961
gbr,1984,60364668794.8923
gbr,1985,69264876796.7146
gbr,1986,73443359718.5576
gbr,1987,101412304298.088
gbr,1988,127406166844.539
gbr,1989,139522208769.634
gbr,1990,157194014559.659
gbr,1991,146346088183.422
gbr,1992,132518387153.38699
gbr,1993,117416424715.05701
gbr,1994,130927897153.35201
gbr,1995,254011361843.14301
gbr,1996,269524180967.23901
gbr,1997,278996398166.33899
gbr,1998,285539913878.76801
gbr,1999,278045623685.48798
gbr,2000,275447117566.95398
gbr,2001,262143371239.384
gbr,2002,276142086330.93494
gbr,2003,319164081632.65302
gbr,2004,362676675210.54602
gbr,2005,391287272727.27295
gbr,2006,434147194112.23602
gbr,2007,508229291716.68701
gbr,2008,451843750000
gbr,2009,326304720361.427
gbr,2010,353633040933.81897
gbr,2011,396652463391.98602
gbr,2012,399431644807.94702
gbr,2013,424451669372.78497
gbr,2014,487744857071.74597
gbr,2015,477323593327.77893
gbr,2016,440357579867.34894
gbr,2017,457904517774.71893
gbr,2018,484306153945.52698
gbr,2019,487845281201.87097
gbr,2020,459775890544.15802
geo,1990,1757460423.35915
geo,1991,1589403973.50993
geo,1992,210239920.85085
geo,1993,-509499577.44878
geo,1994,-1224552527.97088
geo,1995,-344581768.60487
geo,1996,-402807594.63573
geo,1997,-428290789.98073
geo,1998,173279472.89623
geo,1999,229950539.25637
geo,2000,28995041.30035
geo,2001,350367438.49493
geo,2002,420896388.3955
geo,2003,461667521.08869
geo,2004,584098497.49583
geo,2005,801897721.63072
geo,2006,212536508.64974
geo,2007,395809637.83298
geo,2008,-625637241.7494
geo,2009,-853157737.20443
geo,2010,432811535.65618
geo,2011,609190631.48532
geo,2012,1148610185.91413
geo,2013,1518335938.43934
geo,2014,1498216004.98386
geo,2015,1383290001.32199
geo,2016,2260024506.69709
geo,2017,2648455867.70273
geo,2018,3077266090.52524
geo,2019,2855179872.96405
geo,2020,723211471.12908
gha,1960,208708027.27492
gha,1961,127465976.38938
gha,1962,177892076.93902
gha,1963,191899327.0917
gha,1964,268939202.93144
gha,1965,169487726.84742
gha,1966,166686276.81688
gha,1967,135918179.57928
gha,1968,177476905.94018
gha,1969,219639927.79337
gha,1970,283374728.26913
gha,1971,233009183.07561
gha,1972,265631155.38297
gha,1973,347183098.59155
gha,1974,277018633.54037
gha,1975,383510638.29787
gha,1976,236016949.15254
gha,1977,319142857.14286
gha,1978,148167539.26702
gha,1979,265669515.66952
gha,1980,219398340.24896
gha,1981,169127897.14373
gha,1982,150700280.11204
gha,1983,134567898.2679
gha,1984,183121330.72407
gha,1985,298860018.60755
gha,1986,332337660.61839
gha,1987,198476190.47619
gha,1988,281585403.90065
gha,1989,294539835.91526
gha,1990,322235154.67527
gha,1991,482717391.30435
gha,1992,80707093.82151
gha,1993,360892141.75655
gha,1994,678057531.38075
gha,1995,749386989.15763
gha,1996,916764525.99388
gha,1997,291155273.4375
gha,1998,766990051.90311
gha,1999,266480495.12378
gha,2000,276791337.86016
gha,2001,373085439.06185
gha,2002,458976022.211
gha,2003,534868943.2395
gha,2004,649567648.69372
gha,2005,400669023.42024
gha,2006,1516084143.80942
gha,2007,-228315891.05726
gha,2008,-849855649.5296
gha,2009,891063914.59075
gha,2010,-219969790.20979
gha,2011,152532947.52072
gha,2012,1864672639.59669
gha,2013,9356896234.98536
gha,2014,10860659324.7255
gha,2015,9376394201.25989
gha,2016,11357751649.7008
gha,2017,10751853327.2038
gha,2018,14537054456.6332
gha,2019,12122271917.0468
gha,2020,10889902157.0134
gin,1986,357988019.28311
gin,1987,350939595.35717
gin,1988,307200232.3798
gin,1989,449765045.23484
gin,1990,590932411.46517
gin,1991,667215342.25075
gin,1992,657634849.19589
gin,1993,660111451.26225
gin,1994,604988907.54021
gin,1995,664954975.60801
gin,1996,605287374.83026
gin,1997,670790467.21728
gin,1998,486929336.55166
gin,1999,534939040.99701
gin,2000,480420482.54423
gin,2001,425479572.74592
gin,2002,355371928.33766
gin,2003,771590836.46875
gin,2004,710258973.70387
gin,2005,564194218.95357
gin,2006,119245908.13304
gin,2007,-37656651.29812
gin,2008,370102828.24292
gin,2009,-233557314.06613
gin,2010,511353705.53386
gin,2011,224122644.87252
gin,2012,429409825.3908
gin,2013,-334331021.09894
gin,2014,-50771744.38505
gin,2015,-464828105.33306
gin,2016,-36670120.3113
gin,2017,1067506715.09733
gin,2018,1301592977.10825
gin,2019,1716888488.12733
gin,2020,4957842152.11716
gmb,1966,341042.72834
gmb,1967,1176374.4347
gmb,1968,-169826.71723
gmb,1969,-297076.75323
gmb,1970,1972831.56531
gmb,1971,434147.76599
gmb,1972,144356.16849
gmb,1973,632636.2782
gmb,1974,1163598.10626
gmb,1975,11102433.62832
gmb,1976,7240059.30718
gmb,1977,3448146.53293
gmb,1978,-5282015.63024
gmb,1979,1644460.9193
gmb,1980,14062696.10691
gmb,1981,5552155.56226
gmb,1982,15461847.56497
gmb,1983,14704805.57872
gmb,1984,8244747.63539
gmb,1985,11363953.87658
gmb,1986,13227451.26354
gmb,1987,16010912.58623
gmb,1988,22049609.44488
gmb,1989,28831966.34844
gmb,1990,33811384.69349
gmb,1991,30997137.3281
gmb,1992,44153827.12996
gmb,1993,-27298417.88818
gmb,1994,-40717558.28759
gmb,1995,37899018.26221
gmb,1996,-41343843.13886
gmb,1997,48470677.04555
gmb,1998,13354793.24633
gmb,1999,19556405.82356
gmb,2000,-8639361.56902
gmb,2001,51065027.53838
gmb,2002,9015764.7933
gmb,2003,19060444.08615
gmb,2004,12819018.25169
gmb,2005,-12633138.99368
gmb,2006,61300135.04028
gmb,2007,61415327.21703
gmb,2008,-45228145.67149
gmb,2009,42053.86498
gmb,2010,-53201967.01414
gmb,2011,68079225.4298
gmb,2012,181977067.75238
gmb,2013,71282118.38387
gmb,2014,45974288.93202
gmb,2015,137985715.0251
gmb,2016,186615293.10047
gmb,2017,91945594.08182
gmb,2018,78128522.71358
gmb,2019,95974797.50312
gmb,2020,182705015.56259
gnb,1970,2664653.96458
gnb,1971,-1691299.99988
gnb,1972,-7474257.14232
gnb,1973,-12312881.35593
gnb,1974,-17201315.78947
gnb,1975,-5846389.76072
gnb,1976,-7197405.32909
gnb,1977,-4044101.47488
gnb,1978,-7138040.34582
gnb,1979,-12724944.61305
gnb,1981,1888181.81818
gnb,1982,-8583203.28577
gnb,1983,-5860298.12591
gnb,1984,-215595.87383
gnb,1985,-32368740.62551
gnb,1986,-3672648.00427
gnb,1987,13255569.83353
gnb,1988,9825636.65474
gnb,1989,3588035.76509
gnb,1990,6897524.54483
gnb,1991,8179283.41355
gnb,1992,6563242.20347
gnb,1993,16605443.23825
gnb,1994,9226269.86104
gnb,1995,-2984209.77481
gnb,1996,4707229.66395
gnb,1997,13784409.63326
gnb,1998,-20778173.57282
gnb,1999,-2593019.38236
gnb,2000,-25570248.01185
gnb,2001,-5997197.56083
