geo,time,fi_res_totl_mo
cpv,2011,2.78275
cpv,2012,3.50891
cpv,2013,4.61046
cpv,2014,4.57073
cpv,2015,6.07268
cpv,2016,6.33871
cpv,2017,5.83165
cpv,2018,5.13029
cpv,2019,6.48381
cpv,2020,8.21427
cri,1977,2.00816
cri,1978,1.81094
cri,1979,1.16418
cri,1980,1.24511
cri,1981,1.04852
cri,1982,2.07285
cri,1983,2.71874
cri,1984,3.07952
cri,1985,3.90357
cri,1986,3.9507
cri,1987,3.15482
cri,1988,3.8804
cri,1989,3.49956
cri,1990,2.32475
cri,1991,4.43738
cri,1992,3.82531
cri,1993,3.29361
cri,1994,2.80934
cri,1995,2.93532
cri,1996,2.5993
cri,1997,2.96724
cri,1998,2.10357
cri,1999,2.43905
cri,2000,2.09177
cri,2001,2.15616
cri,2002,2.32885
cri,2003,2.65893
cri,2004,2.57311
cri,2005,2.72205
cri,2006,3.21843
cri,2007,3.66028
cri,2008,2.93014
cri,2009,4.07544
cri,2010,3.85936
cri,2011,3.35871
cri,2012,4.50751
cri,2013,4.65836
cri,2014,4.36844
cri,2015,4.73758
cri,2016,4.37436
cri,2017,3.80307
cri,2018,3.68116
cri,2019,4.32719
cri,2020,4.01375
cym,2018,0.23025
cym,2019,0.26056
cyp,1976,7.47158
cyp,1977,6.36177
cyp,1978,6.02214
cyp,1979,5.96391
cyp,1980,5.43657
cyp,1981,5.25332
cyp,1982,5.96588
cyp,1983,5.61146
cyp,1984,5.01849
cyp,1985,5.84292
cyp,1986,6.85753
cyp,1987,6.57293
cyp,1988,5.48988
cyp,1989,5.41869
cyp,1990,5.95094
cyp,1991,5.30256
cyp,1992,3.2059
cyp,1993,4.58855
cyp,1994,5.21249
cyp,1995,2.92854
cyp,1996,3.63512
cyp,1997,3.36188
cyp,1998,3.71713
cyp,1999,4.13195
cyp,2000,3.58373
cyp,2001,4.60011
cyp,2002,5.75363
cyp,2003,5.42095
cyp,2004,5.16186
cyp,2005,4.94748
cyp,2006,5.85443
cyp,2007,4.80092
cyp,2008,0.36529
cyp,2009,0.51763
cyp,2010,0.42146
cyp,2011,0.37793
cyp,2012,0.42969
cyp,2013,0.31354
cyp,2014,0.28963
cyp,2015,0.21589
cyp,2016,0.33054
cyp,2017,0.2468
cyp,2018,0.21981
cyp,2019,0.31135
cyp,2020,0.3828
cze,1993,3.06353
cze,1994,4.0682
cze,1995,6.45101
cze,1996,5.0509
cze,1997,4.01381
cze,1998,4.81549
cze,1999,4.90433
cze,2000,4.58072
cze,2001,4.46576
cze,2002,6.4056
cze,2003,5.80061
cze,2004,4.45464
cze,2005,3.88346
cze,2006,3.40314
cze,2007,2.93549
cze,2008,2.6952
cze,2009,3.78585
cze,2010,3.40112
cze,2011,2.77886
cze,2012,3.20716
cze,2013,4.00464
cze,2014,3.66748
cze,2015,4.898
cze,2016,6.46823
cze,2017,9.87538
cze,2018,8.52326
cze,2019,9.10826
cze,2020,11.17145
deu,1971,5.25611
deu,1972,6.18733
deu,1973,7.05035
deu,1974,6.56469
deu,1975,5.19123
deu,1976,4.84636
deu,1977,4.96524
deu,1978,5.76944
deu,1979,5.94966
deu,1980,5.2968
deu,1981,4.67177
deu,1982,5.29184
deu,1983,4.90179
deu,1984,4.38781
deu,1985,4.5996
deu,1986,4.34379
deu,1987,5.02993
deu,1988,3.56736
deu,1989,3.36524
deu,1990,2.72304
deu,1991,2.24458
deu,1992,2.65163
deu,1993,2.80223
deu,1994,2.51876
deu,1995,2.23742
deu,1996,2.20429
deu,1997,2.00439
deu,1998,1.94708
deu,1999,1.61974
deu,2000,1.46452
deu,2001,1.41528
deu,2002,1.49952
deu,2003,1.32484
deu,2004,1.14602
deu,2005,1.092
deu,2006,1.03764
deu,2007,1.05946
deu,2008,0.99535
deu,2009,1.64299
deu,2010,1.77449
deu,2011,1.64027
deu,2012,1.8767
deu,2013,1.44192
deu,2014,1.37045
deu,2015,1.41931
deu,2016,1.47847
deu,2017,1.47186
deu,2018,1.32856
deu,2019,1.55199
deu,2020,2.04719
dji,1991,3.90748
dji,1992,3.14336
dji,1993,2.94048
dji,1994,3.133
dji,1995,3.28591
dji,1996,3.58865
dji,1997,3.04314
dji,1998,2.79047
dji,1999,3.15531
dji,2000,2.83381
dji,2001,3.11261
dji,2002,3.30286
dji,2003,3.80794
dji,2004,3.22706
dji,2005,2.87743
dji,2006,3.30562
dji,2007,2.67716
dji,2008,2.93914
dji,2009,4.88898
dji,2010,5.87691
dji,2011,4.17092
dji,2012,4.01859
dji,2013,1.28169
dji,2014,1.48167
dji,2015,1.43677
dji,2016,1.64742
dji,2017,1.49154
dji,2018,1.24125
dji,2019,1.21984
dji,2020,2.29585
dma,1976,0.72912
dma,1977,1.18953
dma,1978,0.77785
dma,1979,2.89992
dma,1980,1.10796
dma,1981,0.69741
dma,1982,1.02068
dma,1983,0.34522
dma,1984,1.01445
dma,1985,0.59744
dma,1986,1.62696
dma,1987,2.67924
dma,1988,1.61062
dma,1989,1.09665
dma,1990,1.21478
dma,1991,1.55385
dma,1992,1.81706
dma,1993,1.88284
dma,1994,1.3564
dma,1995,1.67121
dma,1996,1.47685
dma,1997,1.48272
dma,1998,1.72858
dma,1999,1.79767
dma,2000,1.55227
dma,2001,1.92717
dma,2002,2.92118
dma,2003,3.07014
dma,2004,2.40405
dma,2005,2.55406
dma,2006,3.43854
dma,2007,2.74597
dma,2008,2.10715
dma,2009,3.18094
dma,2010,3.26083
dma,2011,3.47306
dma,2012,4.14197
dma,2013,3.90211
dma,2014,3.32714
dma,2015,4.23204
dma,2016,7.36028
dma,2017,7.69067
dma,2018,5.33949
dma,2019,4.24571
dma,2020,7.02122
dnk,1975,0.99952
dnk,1976,0.86714
dnk,1977,1.37857
dnk,1978,2.23676
dnk,1979,2.01485
dnk,1980,1.97216
dnk,1981,1.54041
dnk,1982,1.4855
dnk,1983,2.16996
dnk,1984,1.74438
dnk,1985,2.68415
dnk,1986,1.98355
dnk,1987,3.34404
dnk,1988,3.26995
dnk,1989,1.9241
dnk,1990,2.5353
dnk,1991,1.68056
dnk,1992,2.12579
dnk,1993,1.95456
dnk,1994,1.57507
dnk,1995,1.53924
dnk,1996,1.76681
dnk,1997,2.99203
dnk,1998,2.57361
dnk,1999,3.76187
dnk,2000,2.34232
dnk,2001,2.69175
dnk,2002,3.91694
dnk,2003,4.70609
dnk,2004,4.2113
dnk,2005,3.03834
dnk,2006,2.37351
dnk,2007,2.18376
dnk,2008,2.3753
dnk,2009,5.77057
dnk,2010,5.6938
dnk,2011,5.46787
dnk,2012,6.04778
dnk,2013,5.70238
dnk,2014,4.79007
dnk,2015,4.69455
dnk,2016,4.65282
dnk,2017,4.9914
dnk,2018,4.21138
dnk,2019,4.00134
dnk,2020,4.58668
dom,1968,1.52062
dom,1969,1.4884
dom,1970,0.99082
dom,1971,1.54761
dom,1972,1.49069
dom,1973,1.75243
dom,1974,1.22429
dom,1975,1.32784
dom,1976,1.46286
dom,1977,1.96001
dom,1978,1.62582
dom,1979,2.08792
dom,1980,1.49644
dom,1981,1.60419
dom,1982,1.14101
dom,1983,1.27974
dom,1984,1.72337
dom,1985,2.296
dom,1986,2.41916
dom,1987,1.00949
dom,1988,1.37345
dom,1989,0.73793
dom,1990,0.32021
dom,1991,2.16184
dom,1992,1.95445
dom,1993,1.7872
dom,1994,0.66208
dom,1995,0.88939
dom,1996,0.77091
dom,1997,0.75488
dom,1998,0.83656
dom,1999,1.0972
dom,2000,0.83082
dom,2001,1.54126
dom,2002,0.6327
dom,2003,0.41676
dom,2004,1.13586
dom,2005,2.0708
dom,2006,1.9898
dom,2007,2.30061
dom,2008,1.79324
dom,2009,3.07175
dom,2010,2.30044
dom,2011,2.13912
dom,2012,1.80689
dom,2013,2.44121
dom,2014,2.42659
dom,2015,2.68192
dom,2016,3.00452
dom,2017,3.26059
dom,2018,3.25803
dom,2019,3.63802
dom,2020,5.32677
dza,1977,3.45794
dza,1978,3.65981
dza,1979,5.48914
dza,1980,5.82497
dza,1981,4.64148
dza,1982,4.01094
dza,1983,3.4543
dza,1984,2.79492
dza,1985,4.2481
dza,1986,3.91451
dza,1987,5.1705
dza,1988,3.61462
dza,1989,3.14807
dza,1990,2.60625
dza,1991,3.9012
dza,2005,22.78943
dza,2006,30.163
dza,2007,35.39504
dza,2008,32.07382
dza,2009,33.79143
dza,2010,36.78194
dza,2011,34.82382
dza,2012,34.3074
dza,2013,32.78129
dza,2014,28.19225
dza,2015,25.85691
dza,2016,22.57926
dza,2017,19.37161
dza,2018,15.92693
dza,2019,14.46658
dza,2020,15.42945
ecu,1976,4.32421
ecu,1977,4.12244
ecu,1978,3.51784
ecu,1979,3.57778
ecu,1980,4.13678
ecu,1981,2.38049
ecu,1982,1.5045
ecu,1983,3.4089
ecu,1984,2.71657
ecu,1985,3.07154
ecu,1986,2.93121
ecu,1987,2.19055
ecu,1988,1.98047
ecu,1989,2.29024
ecu,1990,3.2256
ecu,1991,3.04787
ecu,1992,3.0513
ecu,1993,3.76973
ecu,1994,4.07814
ecu,1995,3.18466
ecu,1996,3.86842
ecu,1997,3.66152
ecu,1998,2.61186
ecu,1999,4.05102
ecu,2000,2.20965
ecu,2001,1.60557
ecu,2002,1.32521
ecu,2003,1.46495
ecu,2004,1.49066
ecu,2005,1.85701
ecu,2006,1.53297
ecu,2007,2.35703
ecu,2008,2.36581
ecu,2009,2.47902
ecu,2010,1.32503
ecu,2011,1.27332
ecu,2012,1.02501
ecu,2013,1.67957
ecu,2014,1.4854
ecu,2015,1.15849
ecu,2016,2.35554
ecu,2017,1.02008
ecu,2018,0.88233
ecu,2019,1.21183
ecu,2020,3.46061
egy,1977,1.72074
egy,1978,1.88086
egy,1979,2.62857
egy,1980,3.05324
egy,1981,1.78677
egy,1982,1.87941
egy,1983,1.68511
egy,1984,1.24978
egy,1985,1.41613
egy,1986,1.88847
egy,1987,2.59462
egy,1988,2.04999
egy,1989,2.21612
egy,1990,2.72022
egy,1991,4.83919
egy,1992,8.41791
egy,1993,9.63385
egy,1994,9.74069
egy,1995,10.74421
egy,1996,11.08374
egy,1997,10.51235
egy,1998,10.18242
egy,1999,8.04372
egy,2000,6.92774
egy,2001,7.45749
egy,2002,8.25027
egy,2003,8.5509
egy,2004,6.63684
egy,2005,7.32906
egy,2006,7.36481
egy,2007,6.95057
egy,2008,5.9706
egy,2009,7.35827
egy,2010,6.70121
egy,2011,3.28532
egy,2012,2.4878
egy,2013,2.73004
egy,2014,2.21205
egy,2015,2.59708
egy,2016,3.88541
egy,2017,5.72306
egy,2018,5.85734
egy,2019,5.83924
egy,2020,5.56473
eri,1995,0.9762
eri,1996,1.56992
eri,1997,4.33652
eri,1998,1.16408
eri,1999,1.14507
eri,2000,0.84968
esp,1975,4.86567
esp,1976,3.97977
esp,1977,4.83514
esp,1978,7.1532
esp,1979,8.10584
esp,1980,5.97926
esp,1981,4.86041
esp,1982,4.23595
esp,1983,4.25335
esp,1984,5.50826
esp,1985,5.20986
esp,1986,5.66266
esp,1987,7.25202
esp,1988,6.81909
esp,1989,6.53511
esp,1990,6.12066
esp,1991,6.96294
esp,1992,4.44084
esp,1993,5.07952
esp,1994,4.59468
esp,1995,3.14583
esp,1996,4.56427
esp,1997,5.16346
esp,1998,3.92566
esp,1999,2.21451
esp,2000,1.97583
esp,2001,1.84024
esp,2002,2.0347
esp,2003,1.09355
esp,2004,0.65258
esp,2005,0.5074
esp,2006,0.48359
esp,2007,0.38489
esp,2008,0.38629
esp,2009,0.73513
esp,2010,0.80425
esp,2011,1.05014
esp,2012,1.30849
esp,2013,1.1719
esp,2014,1.23193
esp,2015,1.5174
esp,2016,1.76259
esp,2017,1.72926
esp,2018,1.58166
esp,2019,1.73077
esp,2020,2.26511
est,1992,3.26853
est,1993,3.71666
est,1994,2.85876
est,1995,2.73167
est,1996,2.43127
est,1997,2.34405
est,1998,2.30878
est,1999,2.72835
est,2000,2.76366
est,2001,2.18546
est,2002,2.25247
est,2003,2.26952
est,2004,2.27214
est,2005,2.08026
est,2006,2.30062
est,2007,2.04108
est,2008,2.35516
est,2009,3.77322
est,2010,1.97939
est,2011,0.11625
est,2012,0.16637
est,2013,0.16588
est,2014,0.22663
est,2015,0.26967
est,2016,0.21649
est,2017,0.1935
est,2018,0.3742
est,2019,0.70968
est,2020,1.0088
est,2021,0.89285
eth,1977,5.4311
eth,1978,4.35019
eth,1979,5.38947
eth,1980,3.6119
eth,1981,5.22639
eth,1982,3.63706
eth,1983,2.48518
eth,1984,1.19917
eth,1985,2.25519
eth,1986,3.15026
eth,1987,2.06798
eth,1988,1.32434
eth,1989,1.20408
eth,1990,0.49108
eth,1991,1.49931
eth,1992,2.21187
eth,1993,5.53744
eth,1994,5.37948
eth,1995,6.38074
eth,1996,7.08793
eth,1997,4.83181
eth,1998,3.82049
eth,1999,3.44502
eth,2000,2.6005
eth,2001,2.67748
eth,2002,5.59777
eth,2003,4.33257
eth,2004,4.74277
eth,2005,2.53122
eth,2006,1.95885
eth,2007,2.22985
eth,2008,1.08431
eth,2009,2.35199
eth,2010,2.69324
eth,2011,2.87144
eth,2012,1.94022
eth,2013,1.97097
eth,2014,2.3003
eth,2015,2.28153
eth,2016,1.78101
eth,2017,1.84485
eth,2018,2.35374
eth,2019,1.80528
eth,2020,2.04858
fin,1975,0.74402
fin,1976,0.78569
fin,1977,0.88098
fin,1978,1.74765
fin,1979,1.78126
fin,1980,1.57985
fin,1981,1.35354
fin,1982,1.48685
fin,1983,1.2749
fin,1984,2.32359
fin,1985,3.01476
fin,1986,1.51648
fin,1987,3.48855
fin,1988,2.83769
fin,1989,2.05282
fin,1990,3.09654
fin,1991,2.83431
fin,1992,2.0649
fin,1993,2.50843
fin,1994,3.90041
fin,1995,2.89194
fin,1996,2.04992
fin,1997,2.43777
fin,1998,2.79966
fin,1999,2.34593
fin,2000,2.06814
fin,2001,2.13233
fin,2002,2.34296
fin,2003,2.12895
fin,2004,2.07146
fin,2005,1.5567
fin,2006,0.87102
fin,2007,0.7983
fin,2008,0.6916
fin,2009,1.36158
fin,2010,1.04622
fin,2011,0.95039
fin,2012,1.07327
fin,2013,1.09347
fin,2014,1.03897
fin,2015,1.20743
fin,2016,1.21202
fin,2017,1.10463
fin,2018,0.96006
fin,2019,1.06435
fin,2020,1.4205
fin,2021,1.49804
fji,1979,3.11989
fji,1980,3.18109
fji,1981,2.21869
fji,1982,2.42057
fji,1983,2.39782
fji,1984,2.55233
fji,1985,2.88987
fji,1986,3.58976
fji,1987,2.9037
fji,1988,4.4236
fji,1989,3.21466
fji,1990,3.21599
fji,1991,3.57939
fji,1992,4.12657
fji,1993,3.07049
fji,1994,2.75429
fji,1995,3.34117
fji,1996,3.81612
fji,1997,3.26827
fji,1998,4.29916
fji,1999,4.57149
fji,2000,4.35702
fji,2001,3.8373
fji,2002,3.75965
fji,2003,3.27049
fji,2004,3.03979
fji,2005,1.89135
fji,2006,1.6576
fji,2007,2.81163
fji,2008,1.39875
fji,2009,3.83542
fji,2010,3.95517
fji,2011,3.7284
fji,2012,3.98943
fji,2013,3.67275
fji,2014,3.51828
fji,2015,3.9421
fji,2016,3.837
fji,2017,4.14305
fji,2018,3.22978
fji,2019,3.36611
fra,1975,3.98931
fra,1976,2.91342
fra,1977,3.0789
fra,1978,3.73338
fra,1979,5.24898
fra,1980,5.25625
fra,1981,3.87553
fra,1982,4.01144
fra,1983,4.17587
fra,1984,3.80079
fra,1985,4.2203
fra,1986,4.21083
fra,1987,3.96334
fra,1988,2.85664
fra,1989,2.54989
fra,1990,2.39047
fra,1991,2.01834
fra,1992,1.65428
fra,1993,1.77534
fra,1994,2.09839
fra,1995,1.81008
fra,1996,1.77984
fra,1997,1.7578
fra,1998,2.19228
fra,1999,1.94486
fra,2000,1.74747
fra,2001,1.61506
fra,2002,1.62262
fra,2003,1.55732
fra,2004,1.42673
fra,2005,1.22407
fra,2006,1.41916
fra,2007,1.41269
fra,2008,1.1369
fra,2009,1.86201
fra,2010,2.20263
fra,2011,1.94577
fra,2012,2.2447
fra,2013,1.72025
fra,2014,1.66658
fra,2015,1.81271
fra,2016,1.90698
fra,2017,1.89213
fra,2018,1.81455
fra,2019,2.1173
fra,2020,2.91071
fsm,2009,2.67282
fsm,2010,2.6479
fsm,2011,3.37893
fsm,2012,3.3007
fsm,2013,3.71411
fsm,2014,5.28234
gab,1978,0.21706
gab,1979,0.19155
gab,1980,0.71609
gab,1981,1.18492
gab,1982,1.92309
gab,1983,1.11849
gab,1984,1.20581
gab,1985,1.07967
gab,1986,0.74081
gab,1987,0.12461
gab,1988,0.45978
gab,1989,0.23684
gab,1990,1.36599
gab,1991,1.67034
gab,1992,0.33799
gab,1993,0.02739
gab,1994,1.02273
gab,1995,0.75845
gab,1996,1.13347
gab,1997,1.25502
gab,1998,0.08409
gab,1999,0.1072
gab,2000,0.93789
gab,2001,0.07267
gab,2002,0.79234
gab,2003,0.99074
gab,2004,1.72243
gab,2005,2.3921
gab,2007,3.60755
gab,2008,4.54385
gab,2009,4.19353
gab,2010,3.08024
gab,2011,3.37728
gab,2012,3.64998
gab,2013,4.72185
gab,2014,4.31825
gab,2015,4.24662
gbr,1970,1.21586
gbr,1971,3.35814
gbr,1972,1.80484
gbr,1973,1.72731
gbr,1974,1.6035
gbr,1975,1.18527
gbr,1976,0.9551
gbr,1977,3.21014
gbr,1978,2.37618
gbr,1979,2.32506
gbr,1980,2.00895
gbr,1981,1.41156
gbr,1982,1.30339
gbr,1983,1.25572
gbr,1984,0.98636
gbr,1985,1.19445
gbr,1986,1.46995
gbr,1987,2.35715
gbr,1988,1.94724
gbr,1989,1.43588
gbr,1990,1.26564
gbr,1991,1.49335
gbr,1992,1.33813
gbr,1993,1.44625
gbr,1994,1.46822
gbr,1995,1.27486
gbr,1996,1.12325
gbr,1997,0.84824
gbr,1998,0.84973
gbr,1999,0.91379
gbr,2000,0.94138
gbr,2001,0.88169
gbr,2002,1.0133
gbr,2003,0.93448
gbr,2004,0.84793
gbr,2005,0.69654
gbr,2006,0.60836
gbr,2007,0.62714
gbr,2008,0.5408
gbr,2009,0.97552
gbr,2010,1.14783
gbr,2011,1.12748
gbr,2012,1.22053
gbr,2013,1.207
gbr,2014,1.2182
gbr,2015,1.57702
gbr,2016,1.51425
gbr,2017,1.61201
gbr,2018,1.65059
gbr,2019,1.71626
gbr,2020,2.18398
geo,1997,1.64459
geo,1998,1.1452
geo,1999,1.50392
geo,2000,0.98031
geo,2001,1.34848
geo,2002,1.52957
geo,2003,1.18009
geo,2004,1.75101
geo,2005,1.65532
geo,2006,2.45152
geo,2007,2.58216
geo,2008,2.18855
geo,2009,4.38059
geo,2010,3.94391
geo,2011,3.68726
geo,2012,3.31848
geo,2013,3.22648
geo,2014,2.87264
geo,2015,3.07429
geo,2016,3.27381
geo,2017,3.23604
geo,2018,3.09994
geo,2019,3.17449
geo,2020,4.40365
gha,1975,1.91454
gha,1976,1.36664
gha,1977,1.88068
gha,1978,3.55842
gha,1979,4.29352
gha,1980,3.13018
gha,1981,2.41173
gha,1982,4.16739
gha,1983,4.82783
gha,1984,6.45488
gha,1985,6.95678
gha,1986,6.92566
gha,1987,2.99727
gha,1988,2.67291
gha,1989,3.70953
gha,1990,2.34551
gha,1991,4.42984
gha,1992,2.50363
gha,1993,2.72281
gha,1994,3.92261
gha,1995,4.26355
gha,1996,4.39696
gha,1997,2.80207
gha,1998,1.4369
gha,1999,1.57562
gha,2000,1.06719
gha,2001,1.21972
gha,2002,2.17028
gha,2003,4.04867
gha,2004,3.73514
gha,2005,3.32293
gha,2006,3.20805
gha,2007,2.53281
gha,2008,1.90392
gha,2009,3.78332
gha,2010,4.2512
gha,2011,3.4134
gha,2012,2.89531
gha,2013,2.77836
gha,2014,3.16791
gha,2015,3.0931
gha,2016,3.20054
gha,2017,3.34415
gha,2018,2.72302
gha,2019,2.89562
gha,2020,3.29851
gin,1991,1.42261
gin,1992,1.09601
gin,1993,1.58365
gin,1994,0.93196
gin,1995,0.93915
gin,1996,0.99511
gin,1997,1.52772
gin,1998,2.61015
gin,1999,2.27564
gin,2000,2.06718
gin,2001,2.58086
gin,2002,3.07889
gin,2003,3.22509
gin,2004,1.3404
gin,2005,1.07113
gin,2006,0.36682
gin,2007,0.34318
gin,2008,0.3495
gin,2009,3.14234
gin,2010,1.91191
gin,2011,4.01778
gin,2012,2.78333
gin,2013,3.13073
gin,2014,3.74716
gin,2015,2.73185
gin,2016,1.89332
gin,2017,2.71188
gin,2018,3.36217
gin,2019,3.66064
gin,2020,2.77151
gmb,1978,2.66242
gmb,1979,0.16031
gmb,1980,0.35987
gmb,1981,0.31077
gmb,1982,0.74467
gmb,1983,0.27111
gmb,1984,0.26418
gmb,1985,0.20946
gmb,1986,2.11365
gmb,1987,1.90818
gmb,1988,1.35782
gmb,1989,1.38911
gmb,1990,3.13588
gmb,1991,3.32311
gmb,1992,4.36001
gmb,1993,4.44478
gmb,1994,4.67744
gmb,1995,5.31392
gmb,1996,4.0926
gmb,1997,4.0368
gmb,2003,3.79866
gmb,2004,3.63665
gmb,2005,3.86745
gmb,2006,4.03535
gmb,2007,4.1218
gmb,2008,3.51083
gmb,2009,7.42928
gmb,2010,7.11088
gmb,2011,6.4032
gmb,2012,6.41405
gmb,2013,6.34344
gmb,2014,3.99187
gmb,2015,3.11107
gmb,2016,2.61067
gmb,2017,3.43603
gmb,2018,3.18542
gmb,2019,4.61415
gmb,2020,6.40676
gmb,2021,10.01766
gnq,1987,0.07178
gnq,1988,0.5838
gnq,1989,0.85886
gnq,1990,0.08551
gnq,1991,0.96436
gnq,1992,1.67439
gnq,1993,0.05836
gnq,1994,0.06738
gnq,1995,0.00221
gnq,1996,0.01188
grc,1976,2.56142
grc,1977,2.59387
grc,1978,3.30077
grc,1979,3.6819
grc,1980,3.70859
grc,1981,2.38874
grc,1982,2.77303
grc,1983,2.64256
grc,1984,2.40072
grc,1985,2.20645
grc,1986,2.82403
grc,1987,3.56443
grc,1988,3.76269
grc,1989,3.1033
grc,1990,2.62428
grc,1991,3.44224
grc,1992,2.97589
grc,1993,5.09902
grc,1994,8.3456
grc,1995,6.981
grc,1996,7.78003
grc,1997,5.76026
grc,1999,5.96425
grc,2000,3.85891
grc,2001,1.66789
grc,2002,2.53505
grc,2003,1.22407
grc,2004,0.46196
grc,2005,0.35328
grc,2006,0.36197
grc,2007,0.36454
grc,2008,0.29177
grc,2009,0.63812
grc,2010,0.79257
grc,2011,0.79222
grc,2012,1.13519
grc,2013,0.7787
grc,2014,0.81795
grc,2015,1.00382
grc,2016,1.17794
grc,2017,1.17147
grc,2018,0.95733
grc,2019,1.11072
grc,2020,1.80595
grd,1977,4.60231
grd,1978,3.66179
grd,1979,2.63431
grd,1980,2.45653
grd,1981,2.54977
grd,1982,1.33643
grd,1983,2.12658
grd,1984,2.3593
grd,1985,2.78336
grd,1986,2.18048
grd,1987,2.21022
grd,1988,1.57562
grd,1989,1.31804
grd,1990,1.3771
grd,1991,1.31208
grd,1992,2.10734
grd,1993,1.89354
grd,1994,2.14962
grd,1995,2.3502
grd,1996,2.00186
grd,1997,2.18567
grd,1998,2.00355
grd,1999,2.0547
grd,2000,1.98276
grd,2001,2.35812
grd,2002,3.25544
grd,2003,2.73104
grd,2004,3.74546
grd,2005,2.59486
grd,2006,2.6984
grd,2007,2.70156
grd,2008,2.51548
grd,2009,3.5843
grd,2010,3.35177
grd,2011,3.34504
grd,2012,3.28133
grd,2013,3.96313
grd,2014,3.46345
grd,2015,3.73104
grd,2016,3.90193
grd,2017,3.1733
grd,2018,3.44729
grd,2019,3.28889
grd,2020,5.20535
gtm,1977,6.01706
gtm,1978,5.93226
gtm,1979,6.13759
gtm,1980,4.286
gtm,1981,1.95841
gtm,1982,2.37343
gtm,1983,3.36512
gtm,1984,3.13358
gtm,1985,3.8841
gtm,1986,5.24362
gtm,1987,3.59973
gtm,1988,2.5728
gtm,1989,3.03244
gtm,1990,2.14057
gtm,1991,4.81297
gtm,1992,3.15687
gtm,1993,3.61768
gtm,1994,3.34419
gtm,1995,2.38984
gtm,1996,2.98514
gtm,1997,3.12494
gtm,1998,3.14956
gtm,1999,2.83557
gtm,2000,3.61702
gtm,2001,4.36267
gtm,2002,3.8819
gtm,2003,4.50064
gtm,2004,3.94606
gtm,2005,3.81317
gtm,2006,3.51921
gtm,2007,3.25419
gtm,2008,3.44954
gtm,2009,4.66847
gtm,2010,4.53206
gtm,2011,3.96017
gtm,2012,4.1454
gtm,2013,4.30235
gtm,2014,4.13607
gtm,2015,4.48656
gtm,2016,5.39253
gtm,2017,6.41021
gtm,2018,6.40362
gtm,2019,7.41215
gtm,2020,10.20224
guy,1977,0.74699
guy,1978,2.07559
guy,1979,0.52817
guy,1980,0.28315
guy,1981,0.14911
guy,1982,0.31837
guy,1983,0.20404
guy,1984,0.2031
guy,1985,0.21968
guy,1992,3.29941
guy,1993,4.0196
guy,1994,3.80336
guy,1995,3.85023
guy,1996,4.95941
guy,1997,4.43177
guy,1998,4.15731
guy,1999,4.18636
guy,2000,4.50065
guy,2001,4.29594
guy,2002,4.419
guy,2003,4.37957
guy,2004,3.30116
guy,2005,3.14752
guy,2006,2.97756
guy,2007,2.88238
guy,2008,2.50516
guy,2009,5.02281
guy,2010,5.17313
guy,2011,4.2469
guy,2012,4.06613
guy,2013,3.91358
guy,2014,3.56888
guy,2015,3.50429
guy,2016,3.44083
guy,2017,2.87913
guy,2018,1.85219
guy,2019,1.33124
guy,2020,2.04891
hkg,1998,4.69762
hkg,1999,5.20437
hkg,2000,4.92245
hkg,2001,5.45686
hkg,2002,5.43792
hkg,2003,5.29568
hkg,2004,4.66223
hkg,2005,4.08874
hkg,2006,3.83208
hkg,2007,3.81002
hkg,2008,4.29719
hkg,2009,6.68012
hkg,2011,5.2793
hkg,2012,5.43413
hkg,2013,4.93531
hkg,2014,5.07824
hkg,2015,5.68447
hkg,2016,6.19103
hkg,2017,6.40111
hkg,2018,5.8377
hkg,2019,6.34554
hkg,2020,7.56065
hnd,1974,1.13789
hnd,1975,2.43181
hnd,1976,2.70917
hnd,1977,2.96556
hnd,1978,2.55466
hnd,1979,2.42111
hnd,1980,1.4636
hnd,1981,1.0447
hnd,1982,1.37697
hnd,1983,1.3319
hnd,1984,1.26792
hnd,1985,1.03286
hnd,1986,1.08487
hnd,1987,1.0327
hnd,1988,0.48686
hnd,1989,0.22802
hnd,1990,0.40374
hnd,1991,0.94583
hnd,1992,1.55694
hnd,1993,0.73909
hnd,1994,1.13177
hnd,1995,1.53363
hnd,1996,1.21194
hnd,1997,2.52014
hnd,1998,3.21035
hnd,1999,4.6696
hnd,2000,4.23212
hnd,2001,4.42512
hnd,2002,4.72276
hnd,2003,3.95616
hnd,2004,4.50463
hnd,2005,4.66364
hnd,2006,4.53592
hnd,2007,3.62451
hnd,2008,2.95592
hnd,2009,3.36979
hnd,2010,3.73561
hnd,2011,3.08226
hnd,2012,2.61967
hnd,2013,3.14602
hnd,2014,3.50932
hnd,2015,3.81504
hnd,2016,3.97852
hnd,2017,4.55788
hnd,2018,4.05377
hnd,2019,4.94987
hnd,2020,8.34471
hrv,1993,1.22936
hrv,1994,2.33391
hrv,1995,2.42011
hrv,1996,2.71645
hrv,1997,2.58822
hrv,1998,3.04361
hrv,1999,3.45513
hrv,2000,4.52674
hrv,2001,5.25064
hrv,2002,5.32807
hrv,2003,5.51224
hrv,2004,5.10713
hrv,2005,4.66216
hrv,2006,5.31265
hrv,2007,5.2702
hrv,2008,4.16864
hrv,2009,6.50685
hrv,2010,6.55272
hrv,2011,6.04593
hrv,2012,6.72861
hrv,2013,7.87161
hrv,2014,6.72096
hrv,2015,7.47664
hrv,2016,6.7039
