geo,time,sl_uem_advn_zs
can,1993,8.2
can,1994,7.65
can,1995,6.84
can,1996,7.02
can,1997,6.46
can,1998,5.75
can,1999,5.3
can,2000,4.7
can,2001,5.32
can,2002,5.61
can,2003,5.64
can,2004,5.32
can,2005,5.04
can,2006,4.66
can,2007,4.4
can,2008,4.54
can,2009,6.18
can,2010,5.97
can,2011,5.54
can,2012,5.49
can,2013,5.24
can,2014,5.24
can,2015,5.23
can,2016,5.46
can,2017,5.02
can,2018,4.62
can,2019,4.41
can,2020,7.48
can,2021,5.92
che,1991,1.23
che,1992,2.34
che,1993,2.26
che,1994,3.15
che,1995,2.12
che,1998,2.98
che,1999,1.85
che,2000,1.34
che,2001,1.46
che,2002,2.21
che,2003,2.99
che,2004,2.71
che,2005,2.8
che,2006,2.42
che,2007,2.19
che,2008,1.9
che,2009,2.74
che,2010,3.1
che,2011,2.96
che,2012,3.03
che,2013,3.37
che,2014,3.43
che,2015,3.52
che,2016,3.32
che,2017,3.74
che,2018,3.48
che,2019,3.25
che,2020,3.51
chl,1998,4.05
chl,2000,3.21
chl,2003,4.48
chl,2006,5.82
chl,2007,7.05
chl,2009,6.51
chl,2010,5.75
chl,2011,5.8
chl,2012,5.42
chl,2013,4.86
chl,2014,5.18
chl,2015,5.08
chl,2016,5.88
chl,2017,7.01
chl,2018,7.02
chl,2019,6.81
chl,2020,9.38
civ,2012,27.41
civ,2013,7.66
civ,2016,11.72
civ,2017,12.39
cmr,2007,10.6
cmr,2014,13.3
cod,2005,9.43
cod,2012,11.92
cog,2005,19.22
cog,2009,25.77
col,2002,13.12
col,2003,12.5
col,2004,12.61
col,2005,11.09
col,2007,10.87
col,2008,11.39
col,2009,12.17
col,2010,12.38
col,2011,11.65
col,2012,11.5
col,2013,10.78
col,2014,10.26
col,2015,10.25
col,2016,11.29
col,2017,10.85
col,2018,11.21
col,2019,11.5
com,2004,4.11
com,2014,12.19
cpv,2015,20.12
cpv,2017,10.92
cpv,2018,6.19
cpv,2019,7.13
cri,1996,4.09
cri,1997,3.73
cri,1998,3.09
cri,1999,3.08
cri,2000,2.21
cri,2001,3.96
cri,2002,3.02
cri,2003,3.95
cri,2004,3.19
cri,2005,4.95
cri,2006,2.29
cri,2007,1.74
cri,2008,2.17
cri,2010,3.97
cri,2011,5.87
cri,2012,5.89
cri,2013,4.47
cri,2014,5.55
cri,2015,6.01
cri,2016,4.82
cri,2017,4.47
cri,2018,5.33
cri,2019,6.25
cri,2020,9.17
cub,2006,0.69
cub,2007,0.56
cub,2008,0.4
cub,2009,0.48
cub,2010,1.45
cym,2011,3.91
cym,2012,4.15
cym,2013,2.69
cym,2014,2.81
cym,2015,2.52
cyp,2000,2.86
cyp,2001,2.84
cyp,2002,2.42
cyp,2003,3.77
cyp,2004,3.05
cyp,2005,4.44
cyp,2006,4.35
cyp,2007,3.39
cyp,2008,2.97
cyp,2009,4.57
cyp,2010,5.68
cyp,2011,7.2
cyp,2012,10.23
cyp,2013,13.22
cyp,2014,12.86
cyp,2015,12.05
cyp,2016,10.87
cyp,2017,9.74
cyp,2018,7.58
cyp,2019,6.15
cyp,2020,6.99
cze,1996,1.11
cze,1997,1.44
cze,1998,2.06
cze,1999,3.04
cze,2000,2.96
cze,2001,2.5
cze,2002,1.81
cze,2003,2.13
cze,2004,2.09
cze,2005,2.33
cze,2006,2.41
cze,2007,1.66
cze,2008,1.64
cze,2009,2.41
cze,2010,2.76
cze,2011,2.78
cze,2012,2.86
cze,2013,2.76
cze,2014,2.84
cze,2015,2.37
cze,2016,1.87
cze,2017,1.48
cze,2018,1.19
cze,2019,0.99
cze,2020,1.42
deu,1998,5.5
deu,1999,5.03
deu,2000,4.26
deu,2001,4.13
deu,2002,4.26
deu,2003,4.97
deu,2004,5.4
deu,2005,5.51
deu,2006,4.79
deu,2007,3.82
deu,2008,3.31
deu,2009,3.39
deu,2010,3.02
deu,2011,2.37
deu,2012,2.31
deu,2013,2.35
deu,2014,2.47
deu,2015,2.32
deu,2016,2.19
deu,2017,1.98
deu,2018,1.87
deu,2019,1.81
deu,2020,2.57
dji,2017,16.29
dnk,1998,3.35
dnk,1999,3.03
dnk,2000,2.59
dnk,2001,3.42
dnk,2002,3.62
dnk,2003,4.75
dnk,2004,4.01
dnk,2005,3.67
dnk,2006,3.25
dnk,2007,3.02
dnk,2008,2.25
dnk,2009,3.74
dnk,2010,4.69
dnk,2011,5.06
dnk,2012,4.92
dnk,2013,4.68
dnk,2014,4.78
dnk,2015,4.62
dnk,2016,4.65
dnk,2017,4.58
dnk,2018,4.17
dnk,2019,4.1
dnk,2020,4.68
dom,2000,5.34
dom,2001,5.74
dom,2002,5.75
dom,2003,5.87
dom,2004,5.02
dom,2005,4.88
dom,2006,4.41
dom,2007,3.44
dom,2008,3.17
dom,2009,3.33
dom,2010,4.3
dom,2011,5
dom,2012,4.13
dom,2013,3.71
dom,2014,5.7
dom,2015,6.12
dom,2016,4.62
dom,2017,5.14
dom,2018,3.75
dom,2019,5.19
dom,2020,5.55
dza,2004,22.83
dza,2017,17.75
ecu,2000,4.6
ecu,2001,3.98
ecu,2002,7.52
ecu,2003,5.55
ecu,2004,4.8
ecu,2005,4.48
ecu,2006,3.95
ecu,2007,4.35
ecu,2008,4.5
ecu,2009,6.49
ecu,2010,5.14
ecu,2011,4.28
ecu,2012,4.32
ecu,2013,4.02
ecu,2014,4.09
ecu,2015,4.81
ecu,2016,6.04
ecu,2017,5.81
ecu,2018,5.28
ecu,2019,5.32
egy,2008,15.98
egy,2009,17.88
egy,2010,18.5
egy,2011,19.91
egy,2012,21.21
egy,2013,21.97
egy,2014,19.94
egy,2015,21.64
egy,2016,20.73
egy,2017,20.81
egy,2018,22.25
egy,2020,14.5
esp,1998,15.27
esp,1999,12.76
esp,2000,10.85
esp,2001,7.82
esp,2002,8.69
esp,2003,8.24
esp,2004,8.27
esp,2005,6.73
esp,2006,5.99
esp,2007,5.25
esp,2008,6.31
esp,2009,9.65
esp,2010,11.15
esp,2011,12.48
esp,2012,14.89
esp,2013,15.98
esp,2014,14.75
esp,2015,13.19
esp,2016,11.67
esp,2017,9.97
esp,2018,8.91
esp,2019,8.61
esp,2020,10.22
est,1995,8.89
est,1998,5.01
est,1999,5.93
est,2000,5.09
est,2001,7.94
est,2002,5.06
est,2003,5.21
est,2004,6.36
est,2005,4.13
est,2006,3.23
est,2007,2.36
est,2008,2.91
est,2009,6.2
est,2010,9.37
est,2011,8.02
est,2012,6.06
est,2013,5.76
est,2014,4.76
est,2015,3.85
est,2016,3.86
est,2017,3.2
est,2018,3.56
est,2019,2.86
est,2020,4.77
eth,1999,8.39
eth,2005,8.05
eth,2013,5.48
fin,1998,6.36
fin,1999,4.84
fin,2000,5.21
fin,2001,4.28
fin,2002,4.04
fin,2003,4.17
fin,2004,4.87
fin,2005,4.4
fin,2006,3.68
fin,2007,3.6
fin,2008,3.26
fin,2009,4.03
fin,2010,4.41
fin,2011,3.93
fin,2012,3.89
fin,2013,4.41
fin,2014,5.06
fin,2015,5.95
fin,2016,5.81
fin,2017,5.21
fin,2018,4.18
fin,2019,3.94
fin,2020,4.32
fji,2005,1.85
fji,2011,6.76
fji,2014,1.47
fji,2016,5.02
fra,1998,7.29
fra,1999,6.85
fra,2000,5.55
fra,2001,4.85
fra,2002,5.49
fra,2003,5.84
fra,2004,6.42
fra,2005,5.93
fra,2006,5.6
fra,2007,5.21
fra,2008,4.3
fra,2009,5.32
fra,2010,5.24
fra,2011,5.17
fra,2012,5.43
fra,2013,5.99
fra,2014,6.32
fra,2015,6.32
fra,2016,5.7
fra,2017,5.22
fra,2018,5.43
fra,2019,5.1
fra,2020,5.21
fsm,2014,5.86
gbr,1998,3.99
gbr,1999,2.93
gbr,2000,2.45
gbr,2001,2.21
gbr,2002,2.61
gbr,2003,2.51
gbr,2004,2.35
gbr,2005,2.56
gbr,2006,2.74
gbr,2007,2.53
gbr,2008,2.8
gbr,2009,3.96
gbr,2010,4.06
gbr,2011,4.31
gbr,2012,4.29
gbr,2013,3.93
gbr,2014,3.17
gbr,2015,2.94
gbr,2016,2.92
gbr,2017,2.76
gbr,2018,2.51
gbr,2019,2.48
geo,1999,11.2
geo,2002,16.81
geo,2011,24.86
geo,2012,23.58
geo,2013,23.13
geo,2014,20.53
geo,2015,19.1
geo,2016,19.58
geo,2017,15.44
geo,2018,12.89
geo,2019,11.29
geo,2020,14.76
gha,1991,20
gha,2000,11.23
gha,2006,4.76
gha,2010,7.8
gha,2013,4.17
gha,2015,7.09
gha,2017,4.56
gin,2002,15.28
gin,2019,17.52
gmb,2012,0.05
gmb,2018,7.04
gnb,2018,8.85
grc,1998,7.39
grc,1999,8.75
grc,2000,8.08
grc,2001,7.66
grc,2002,7.15
grc,2003,6.83
grc,2004,7.87
grc,2005,7.95
grc,2006,7.32
grc,2007,7.13
grc,2008,6.37
grc,2009,7.51
grc,2010,9.98
grc,2011,14.18
grc,2012,18.33
grc,2013,20.4
grc,2014,20.01
grc,2015,19.85
grc,2016,18
grc,2017,16.47
grc,2018,14.22
grc,2019,12.15
grc,2020,12.07
gtm,2003,3.36
gtm,2004,4.98
gtm,2006,1.24
gtm,2010,2.41
gtm,2012,5.53
gtm,2013,2.08
gtm,2014,1.72
gtm,2015,1.25
gtm,2016,2.06
gtm,2017,2.91
gtm,2018,3.22
gtm,2019,3.59
guy,2018,4.95
guy,2019,6.15
hkg,2002,3.83
hkg,2004,3.09
hkg,2005,3.01
hkg,2006,2.61
hkg,2007,2.56
hkg,2008,2.33
hkg,2009,3.84
hkg,2010,3.16
hkg,2011,2.39
hkg,2012,2.67
hkg,2013,2.69
hkg,2014,2.5
hkg,2015,2.9
hkg,2016,2.88
hkg,2017,2.51
hkg,2018,2.36
hkg,2019,2.63
hkg,2020,4.48
hnd,2005,4.77
hnd,2006,5.08
hnd,2007,3.77
hnd,2008,3.9
hnd,2009,4.29
hnd,2010,5.79
hnd,2011,5.89
hnd,2012,3.64
hnd,2013,6.7
hnd,2014,8.72
hnd,2015,8.95
hnd,2016,7.26
hnd,2017,7.58
hnd,2018,7.65
hnd,2019,6.63
hrv,2002,9.5
hrv,2003,7.39
hrv,2004,7.92
hrv,2005,6.27
hrv,2006,5.98
hrv,2007,6.5
hrv,2008,5.04
hrv,2009,6.2
hrv,2010,8.34
hrv,2011,9.19
hrv,2012,10.63
hrv,2013,11.24
hrv,2014,9.6
hrv,2015,9.24
hrv,2016,7.81
hrv,2017,7.11
hrv,2018,6.03
hrv,2019,5.25
hrv,2020,5.36
hti,2012,26.8
hun,1998,2.17
hun,1999,1.24
hun,2000,1.42
hun,2001,1.22
hun,2002,1.73
hun,2003,1.36
hun,2004,2.2
hun,2005,2.68
hun,2006,2.63
hun,2007,2.79
hun,2008,2.71
hun,2009,3.85
hun,2010,4.58
hun,2011,4.25
hun,2012,4.46
hun,2013,3.9
hun,2014,3.14
hun,2015,2.42
hun,2016,1.8
hun,2017,1.62
hun,2018,1.46
hun,2019,1.54
hun,2020,1.85
idn,1990,7.97
idn,1991,8.31
idn,1992,8.75
idn,1993,9.78
idn,1994,12.27
idn,1996,11.82
idn,1997,10.39
idn,1998,10.99
idn,1999,12.69
idn,2000,10.38
idn,2001,12.93
idn,2002,10.06
idn,2003,13.56
idn,2004,14.37
idn,2005,11.33
idn,2006,9.83
idn,2007,13.25
idn,2008,12.35
idn,2009,8.98
idn,2010,9.88
idn,2011,8.3
idn,2012,5.53
idn,2013,5.21
idn,2014,4.96
idn,2015,5.44
idn,2016,4.95
idn,2017,4.21
idn,2018,5.31
idn,2019,4.38
idn,2020,4.6
ind,1994,10.01
ind,2000,10.31
ind,2005,8.72
ind,2010,7.44
ind,2012,8.37
ind,2018,15.26
ind,2019,15.11
ind,2020,15.68
irl,1998,3.45
irl,1999,2.21
irl,2000,1.75
irl,2001,1.66
irl,2002,2.25
irl,2003,2.69
irl,2004,2.33
irl,2005,2.45
irl,2006,2.66
irl,2007,2.77
irl,2008,3.79
irl,2009,7.3
irl,2010,8.08
irl,2011,8.15
irl,2012,7.87
irl,2013,7.38
irl,2014,6.9
irl,2015,5.64
irl,2016,5.03
irl,2017,4.05
irl,2018,3.81
irl,2019,3.22
irl,2020,4.12
irn,2005,12.06
irn,2006,12.7
irn,2007,12.21
irn,2008,12.45
irn,2009,14.73
irn,2010,17.76
irn,2011,14.14
irn,2012,14.45
irn,2013,12.19
irn,2014,12.5
irn,2015,11.96
irn,2016,13.94
irn,2018,18.38
irn,2019,16.92
irn,2020,14.35
irq,2007,8.14
irq,2012,8.86
isl,1995,1
isl,1996,1.4
isl,1997,1.67
isl,1998,0.9
isl,2005,1.35
isl,2008,1.63
isl,2009,3.96
isl,2010,3.65
isl,2011,4.52
isl,2012,2.89
isl,2013,3.48
isl,2014,3.66
isl,2015,2.73
isl,2016,1.69
isl,2017,1.61
isl,2018,1.86
isl,2019,2.31
isl,2020,3.67
isr,1996,4.79
isr,1998,5.85
isr,1999,6.2
isr,2000,5.22
isr,2001,5.73
isr,2002,6.67
isr,2003,6.71
isr,2004,6.21
isr,2005,5.19
isr,2006,4.46
isr,2007,3.9
isr,2008,3.8
isr,2009,5.23
isr,2010,4.39
isr,2011,4.01
isr,2012,3.98
isr,2013,3.85
isr,2014,3.65
isr,2015,3.35
isr,2016,2.92
isr,2017,2.76
isr,2018,2.73
isr,2019,2.87
isr,2020,3.2
ita,1998,7.21
ita,1999,7.08
ita,2000,6.06
ita,2001,5.48
ita,2002,5.51
ita,2003,5.55
ita,2004,4.97
ita,2005,6.06
ita,2006,5.15
ita,2007,4.38
ita,2008,4.53
ita,2009,5.4
ita,2010,5.66
ita,2011,5.32
ita,2012,6.59
ita,2013,7.2
ita,2014,7.82
ita,2015,7.1
ita,2016,6.75
ita,2017,6.37
ita,2018,5.92
ita,2019,5.7
ita,2020,5.33
jam,2008,2.94
jam,2009,3.58
jam,2010,5.11
jam,2011,4.36
jam,2012,5.26
jam,2013,6.84
jam,2014,5.62
jam,2016,6.46
jam,2017,5.88
jam,2018,3.56
jam,2019,3.34
jam,2020,4.18
jor,2017,23.89
jor,2018,23.95
jor,2019,24.62
jor,2020,27.35
jpn,2002,4.25
jpn,2003,4.17
jpn,2005,3.48
jpn,2006,3.34
jpn,2007,3.22
jpn,2008,3.22
jpn,2009,3.88
jpn,2010,3.99
jpn,2012,3.49
jpn,2013,3.4
jpn,2015,2.72
jpn,2016,2.59
jpn,2017,2.32
jpn,2018,2.3
jpn,2019,2.03
jpn,2020,2.47
kaz,2009,4.99
kaz,2010,4.33
kaz,2011,4.08
kaz,2012,3.92
kaz,2013,3.71
kaz,2017,3.49
kaz,2020,4.62
ken,1999,11.32
ken,2006,9.09
ken,2016,7.82
ken,2019,12.33
kgz,2004,5.69
kgz,2005,46.03
kgz,2006,31.49
kgz,2011,6.41
kgz,2012,5.62
kgz,2013,7.47
kgz,2014,7.17
kgz,2015,6.98
kgz,2016,5.7
kgz,2017,6.33
kgz,2018,5.93
khm,2000,1.31
khm,2001,4.99
khm,2007,5.11
khm,2008,1.26
khm,2012,2.14
khm,2014,1.04
khm,2016,0.91
khm,2019,1.17
kir,2015,2.22
kor,1991,3.61
kor,1992,3.45
kor,1993,3.99
kor,1994,3.56
kor,1995,1.65
kor,1996,1.65
kor,1997,1.89
kor,1998,3.65
kor,1999,3.25
kor,2000,3.79
kor,2001,3.7
kor,2002,3.32
kor,2003,4.15
kor,2004,3.96
kor,2005,3.74
kor,2006,3.7
kor,2007,3.52
kor,2008,3.31
kor,2009,3.7
kor,2010,3.71
kor,2011,3.31
kor,2012,3.11
kor,2013,3.26
kor,2014,3.58
kor,2015,4.07
kor,2016,4.21
kor,2017,4.32
kor,2018,4.12
kor,2019,3.89
kor,2020,3.93
kos,2012,15.85
kos,2013,15.3
kos,2014,18.75
kos,2015,18.85
kos,2016,17.95
kos,2017,24.81
kos,2018,19.85
kos,2019,22.53
kos,2020,19.83
kwt,2016,5.68
lao,2010,2.12
lao,2017,6.9
lbn,2007,11.05
lbn,2019,14.49
lbr,2010,3.64
lbr,2014,4.55
lbr,2016,8.09
lbr,2017,11.34
lca,2017,14.29
lca,2018,7.71
lca,2019,9.32
lka,2009,7.17
lka,2010,10.72
lka,2011,7.52
lka,2012,7.54
lka,2013,4.21
lka,2014,4.8
lka,2015,5.99
lka,2016,6.22
lka,2017,7.1
lka,2018,8.52
lka,2019,7.79
lso,2019,13.74
ltu,1997,2.15
ltu,1998,8.38
ltu,1999,8.74
ltu,2000,9.29
ltu,2001,7.29
ltu,2002,6.67
ltu,2003,6.45
ltu,2004,6.56
ltu,2005,3.99
ltu,2006,2.7
ltu,2007,2.06
ltu,2008,2.91
ltu,2009,6.01
ltu,2010,7.65
ltu,2011,6.17
ltu,2012,5.59
ltu,2013,5.07
ltu,2014,4.2
ltu,2015,3.68
ltu,2016,2.91
ltu,2017,2.9
ltu,2018,2.8
ltu,2019,2.9
ltu,2020,4.09
lux,2001,1.42
lux,2002,1.72
lux,2003,4.29
lux,2004,3.91
lux,2005,3.51
lux,2006,3.08
lux,2007,3.23
lux,2008,2.47
lux,2009,4.18
lux,2010,3.75
lux,2011,3.62
lux,2012,3.6
lux,2013,3.88
lux,2014,3.91
lux,2015,4.73
lux,2016,3.98
lux,2017,3.85
lux,2018,4.25
lux,2019,3.64
lux,2020,4.65
lva,1998,7.07
lva,1999,6.29
lva,2000,7.18
lva,2002,6.57
lva,2003,6.81
lva,2004,4.33
lva,2005,4.84
lva,2006,4.1
lva,2007,3.71
lva,2008,4.08
lva,2009,7.87
lva,2010,10.64
lva,2011,7.14
lva,2012,6.42
lva,2013,5.93
lva,2014,5.56
lva,2015,4.94
lva,2016,4.29
lva,2017,3.9
lva,2018,3.66
lva,2019,3.62
lva,2020,5.08
mac,1996,2.82
mac,1997,3.26
mac,1998,2.96
mac,1999,3.88
mac,2000,3.53
mac,2001,3.47
mac,2002,2.52
mac,2003,3.11
mac,2005,2.36
mac,2006,2.82
mac,2007,1.54
mac,2008,2.31
mac,2009,1.99
mac,2010,1.64
mac,2011,1.85
mac,2012,1.69
mac,2013,1.36
mac,2014,1.77
mac,2015,1.59
mac,2016,1.49
mar,1995,29.18
mar,2002,27.17
mar,2003,30.28
mco,2016,6.17
mda,2010,6.51
mda,2011,6.03
mda,2012,5.37
mda,2013,4.74
mda,2014,3.86
mda,2015,4.66
mda,2016,4.37
mda,2017,3.61
mda,2018,3.14
mda,2019,2.83
mda,2020,2.31
mdg,2003,7.99
mdg,2005,8.42
mdg,2012,2.29
mdg,2015,8.45
mdv,2009,16.83
mdv,2014,0.96
mdv,2016,3.53
mdv,2019,2.75
mex,1995,4.47
mex,1996,6.03
mex,1997,4.19
mex,1998,4.18
mex,1999,2.39
mex,2000,1.86
mex,2001,3.3
mex,2002,3.96
mex,2003,4.6
mex,2004,5.09
mex,2005,4.05
mex,2006,3.97
mex,2007,4.28
mex,2008,3.94
mex,2009,5.09
mex,2010,5.61
mex,2011,5.16
mex,2012,4.98
mex,2013,5.14
mex,2014,5.38
mex,2015,4.95
mex,2016,4.96
mex,2017,4.33
mex,2018,4.15
mex,2019,4.4
mex,2020,4.71
mhl,2019,4.93
mkd,2006,21.17
mkd,2007,20.5
mkd,2008,21.4
mkd,2009,21.27
mkd,2010,21.77
mkd,2011,22.95
mkd,2012,22.43
mkd,2013,23.47
mkd,2014,22.47
mkd,2015,21.05
mkd,2016,19.36
mkd,2017,18.75
mkd,2018,17.82
mkd,2019,14.25
mkd,2020,13.83
mli,2013,12.31
mli,2014,19.58
mli,2015,16.43
mli,2016,18.52
mli,2017,19.53
mli,2018,18.83
mlt,2005,2.73
mlt,2006,2.58
mlt,2007,2.24
mlt,2008,1.28
mlt,2009,2.54
mlt,2010,1.71
mlt,2011,1.75
mlt,2012,2.12
mlt,2013,2.39
mlt,2014,2.6
mlt,2015,1.97
mlt,2016,1.69
mlt,2017,1.98
mlt,2018,1.9
mlt,2019,2.62
mlt,2020,2.85
mmr,2015,3.27
mmr,2017,2.7
mmr,2018,2.29
mmr,2019,0.8
mne,2011,13.5
mne,2012,11
mne,2013,9.89
mne,2014,10
mne,2015,10.29
mne,2016,11.86
mne,2017,10.95
mne,2018,10.34
mne,2019,11.35
mne,2020,13.2
mng,2008,4.77
mng,2009,7.37
mng,2010,6.36
mng,2011,4.58
mng,2012,4.25
mng,2013,5.19
mng,2014,4.48
mng,2015,5.76
mng,2016,7.46
mng,2017,7
mng,2018,5.69
mng,2019,7.29
mng,2020,5.3
moz,2015,7.33
mrt,2012,13.87
mrt,2017,17.33
mus,2001,5.97
mus,2002,4.56
mus,2003,3.13
mus,2004,3.42
mus,2005,5.26
mus,2006,3.32
mus,2007,4.52
mus,2008,2.7
mus,2009,3.32
mus,2010,3.59
mus,2012,7.01
mus,2013,6.68
mus,2014,7.12
mus,2015,8.13
mus,2016,7.85
mus,2017,7.31
mus,2018,7.03
mus,2019,6.03
mus,2020,5.48
mwi,2005,0.43
mwi,2011,4.51
mwi,2013,10.72
mwi,2017,5.71
mwi,2020,2.42
mys,2008,3.92
mys,2009,3.29
mys,2010,3.23
mys,2015,3.58
mys,2016,4.05
mys,2018,4.04
mys,2019,3.86
mys,2020,4.62
nam,2010,6.65
nam,2012,3.67
nam,2013,5.49
nam,2014,5.69
nam,2016,11.08
nam,2018,12.18
ner,2011,3.28
ner,2014,7.29
ner,2017,4.82
nga,2016,13.69
nga,2019,17.15
nic,1995,9.72
nic,2001,5.35
nic,2005,7.18
nic,2012,7.26
nic,2014,7.1
nld,1995,4.76
nld,1998,2.11
nld,1999,1.72
nld,2000,1.71
nld,2001,1.59
nld,2002,1.73
nld,2003,2.37
nld,2004,2.84
nld,2005,3.54
nld,2006,2.9
nld,2007,2.39
nld,2008,2.14
nld,2009,2.76
nld,2010,3.09
nld,2011,3.13
nld,2012,3.4
nld,2013,4.17
nld,2014,4.05
nld,2015,3.86
nld,2016,3.51
nld,2017,2.89
nld,2018,2.47
nld,2019,2.27
nld,2020,2.58
nld_curacao,2018,11.68
nld_curacao,2020,10.58
nor,1998,2.57
nor,1999,2.2
nor,2000,2.5
nor,2001,2.4
nor,2002,2.61
nor,2003,3.04
nor,2004,3.21
nor,2005,2.6
nor,2006,1.94
nor,2007,1.55
nor,2008,1.32
nor,2009,1.62
nor,2010,1.84
