geo,time,ny_adj_dpem_cd
col,2014,626578716.53227
col,2015,478419830.72123
col,2016,458137532.42662
col,2017,507804455.08437
col,2018,539219553.76069
col,2019,503019831.38147
com,1990,28998326.95903
com,1991,28943521.39579
com,1992,28937096.80874
com,1993,27408959.9032
com,1994,20174290.17128
com,1995,23167268.75957
com,1996,22187156.23288
com,1997,18732100.17518
com,1998,17403500.17732
com,1999,16845586.17058
com,2000,13480814.8712
com,2001,13828107.69564
com,2002,14676335.44408
com,2003,17679963.59002
com,2004,19431099.83336
com,2005,19074236.19209
com,2006,18631455.79261
com,2007,21195013.79575
com,2008,22904519.03172
com,2009,20254963.3559
com,2010,18410023.54716
com,2011,19489726.20996
com,2012,18529251.09306
com,2013,19004005.99917
com,2014,20169839.68586
com,2015,16281763.42007
com,2016,15899854.9511
com,2017,15796104.24808
com,2018,17282726.48891
com,2019,14811220.62725
cpv,1990,6615128.56536
cpv,1991,6578652.94149
cpv,1992,6653327.55287
cpv,1993,8666744.33174
cpv,1994,6373803.36812
cpv,1995,7471008.92534
cpv,1996,7728845.99186
cpv,1997,7565504.09282
cpv,1998,7687667.62309
cpv,1999,8472692.34312
cpv,2000,6903605.12661
cpv,2001,7089130.62026
cpv,2002,7323343.22331
cpv,2003,8913860.67432
cpv,2004,8954483.968
cpv,2005,8465313.13024
cpv,2006,8632633.09681
cpv,2007,9898212.35644
cpv,2008,10645405.32013
cpv,2009,9951901.0359
cpv,2010,9428445.42934
cpv,2011,10200357.31622
cpv,2012,9867497.02099
cpv,2013,10553410.74817
cpv,2014,10733655.48418
cpv,2015,9104483.50582
cpv,2016,8660405.34135
cpv,2017,8417020.20631
cpv,2018,9460834.92983
cpv,2019,8190023.1027
cri,1990,16383525.86746
cri,1991,18814592.24027
cri,1992,19335841.7028
cri,1993,20018927.9551
cri,1994,21764784.8524
cri,1995,24635622.97268
cri,1996,22319012.12976
cri,1997,24780863.79385
cri,1998,24533174.71582
cri,1999,25732408.49347
cri,2000,23056468.1049
cri,2001,24781857.19476
cri,2002,24664929.25008
cri,2003,23672235.14035
cri,2004,24825538.66493
cri,2005,25263952.83534
cri,2006,27868399.03293
cri,2007,28518607.05115
cri,2008,32450359.15954
cri,2009,30919656.61427
cri,2010,42592156.15761
cri,2011,44540316.37846
cri,2012,52967893.95374
cri,2013,56154739.81246
cri,2014,56032766.02134
cri,2015,61699842.28132
cri,2016,60474642.53654
cri,2017,62399666.23524
cri,2018,64304715.13106
cri,2019,69239679.30788
cub,1990,91299385.50098
cub,1991,79534521.86468
cub,1992,75740482.69619
cub,1993,83653096.88839
cub,1994,100690407.87327
cub,1995,93286437.68484
cub,1996,64173586.55269
cub,1997,61302396.72438
cub,1998,63016580.76754
cub,1999,65539367.90323
cub,2000,64838030.29756
cub,2001,63499601.57974
cub,2002,61655711.48752
cub,2003,62781467.14994
cub,2004,61866485.82257
cub,2005,64317751.79849
cub,2006,68875857.90789
cub,2007,73645530.58898
cub,2008,76128560.80259
cub,2009,82531934.0982
cub,2010,85286493.28777
cub,2011,87438429.40346
cub,2012,98069262.55819
cub,2013,106532089.31473
cub,2014,115552418.90714
cub,2015,127695497.97526
cub,2016,130605558.65989
cub,2017,135217141.92993
cyp,1990,9077266.69383
cyp,1991,9621605.75722
cyp,1992,10874148.68291
cyp,1993,10481624.84761
cyp,1994,11533451.22338
cyp,1995,14244464.84589
cyp,1996,14525810.16461
cyp,1997,13998393.85555
cyp,1998,14346333.96149
cyp,1999,14308636.57422
cyp,2000,12932762.44253
cyp,2001,13065342.85082
cyp,2002,14071118.20361
cyp,2003,18774542.68636
cyp,2004,20749147.51726
cyp,2005,21597617.09898
cyp,2006,22243452.80228
cyp,2007,27251145.49394
cyp,2008,32629582.39409
cyp,2009,31177440.92103
cyp,2010,31056138.40789
cyp,2011,30742613.05611
cyp,2012,27065605.08864
cyp,2013,26299094.86955
cyp,2014,24045997.62635
cyp,2015,18742586.7453
cyp,2016,17342275.42435
cyp,2017,17393637.96003
cyp,2018,19256530.91899
cyp,2019,20938614.97552
cze,1990,106306928.75055
cze,1991,79160452.93183
cze,1992,88354032.77918
cze,1993,95981259.64151
cze,1994,107128676.43324
cze,1995,124304429.57294
cze,1996,132318636.23706
cze,1997,121633741.42418
cze,1998,120218377.16913
cze,1999,107766705.37594
cze,2000,94453254.19396
cze,2001,97602048.17953
cze,2002,118184126.81291
cze,2003,143936285.83083
cze,2004,160256388.16407
cze,2005,177881880.8796
cze,2006,191080389.83202
cze,2007,231137660.67486
cze,2008,289542637.66102
cze,2009,263062955.74133
cze,2010,250491022.05534
cze,2011,260252360.27773
cze,2012,230360905.75714
cze,2013,225473533.60178
cze,2014,204474208.97279
cze,2015,173691590.08473
cze,2016,177823659.60408
cze,2017,189314360.19026
cze,2018,215528190.97253
cze,2019,232682266.71098
deu,1990,3315457518.63433
deu,1991,3127752434.1237
deu,1992,3288661334.08135
deu,1993,3078697428.86595
deu,1994,3065472491.09931
deu,1995,3384329848.48066
deu,1996,3148158877.00856
deu,1997,2604875228.81507
deu,1998,2437513603.67804
deu,1999,2248177995.99547
deu,2000,1878266786.40295
deu,2001,1794618365.81644
deu,2002,1901426654.50912
deu,2003,2270190890.66813
deu,2004,2465115579.99844
deu,2005,2501591027.27235
deu,2006,2495661252.7376
deu,2007,2821957690.19853
deu,2008,3101840127.41306
deu,2009,3056858892.98113
deu,2010,2926755644.34438
deu,2011,3114555282.86737
deu,2012,2831472461.22922
deu,2013,2896092603.24053
deu,2014,2796947502.05053
deu,2015,2325210912.99143
deu,2016,2293446637.03451
deu,2017,2338092012.07799
deu,2018,2524910017.25093
deu,2019,2494723168.41564
dji,1990,9271770.64804
dji,1991,9396147.72334
dji,1992,9528961.92031
dji,1993,10132349.39305
dji,1994,10414364.99906
dji,1995,10865223.69345
dji,1996,11023905.1428
dji,1997,10940506.98039
dji,1998,11084001.52924
dji,1999,10916761.36811
dji,2000,10789556.29823
dji,2001,10614982.78903
dji,2002,10362851.56077
dji,2003,10167077.20657
dji,2004,10500729.3201
dji,2005,10735872.35979
dji,2006,11151483.96903
dji,2007,11847752.6276
dji,2008,12609159.15438
dji,2009,13189575.04805
dji,2010,14113366.76891
dji,2011,15100293.03557
dji,2012,16268430.82798
dji,2013,18747734.3504
dji,2014,20861795.52905
dji,2015,23356532.14209
dji,2016,25711603.18584
dji,2017,27991331.15108
dji,2018,30324437.55083
dji,2019,30256806.88721
dnk,1990,193356933.46648
dnk,1991,179871787.98881
dnk,1992,186568382.53396
dnk,1993,169348652.80878
dnk,1994,166181719.8047
dnk,1995,198689506.03047
dnk,1996,184693962.79113
dnk,1997,165505441.68695
dnk,1998,161032769.70487
dnk,1999,144285461.64586
dnk,2000,123079250.832
dnk,2001,132545471.0905
dnk,2002,151287810.51851
dnk,2003,177002104.17963
dnk,2004,197787849.12301
dnk,2005,194662253.10619
dnk,2006,198881778.01449
dnk,2007,222896584.21472
dnk,2008,245493624.213
dnk,2009,234113552.59374
dnk,2010,227658231.23492
dnk,2011,228486058.17698
dnk,2012,200833618.10437
dnk,2013,187194083.85589
dnk,2014,175579254.86316
dnk,2015,143882070.38972
dnk,2016,147350510.59752
dnk,2017,154713227.09547
dnk,2018,167818616.94774
dnk,2019,159093968.8059
dom,1990,88086680.03414
dom,1991,113933031.30674
dom,1992,113716080.02633
dom,1993,119426735.1032
dom,1994,127463260.72028
dom,1995,136555175.1933
dom,1996,143902329.20753
dom,1997,148627035.27587
dom,1998,152145542.12564
dom,1999,145089519.06576
dom,2000,149495679.06267
dom,2001,149583315.75011
dom,2002,144437962.33202
dom,2003,112234997.65843
dom,2004,117019329.2965
dom,2005,167949506.21617
dom,2006,163592993.43739
dom,2007,171761278.85966
dom,2008,170675592.95537
dom,2009,174235494.09101
dom,2010,181251570.03389
dom,2011,202466050.04235
dom,2012,229744685.28066
dom,2013,247061055.32088
dom,2014,257962430.20638
dom,2015,268996783.34665
dom,2016,274899628.97548
dom,2017,275288346.43398
dom,2018,295178868.89068
dom,2019,276170576.74005
dza,1990,1010705155.06069
dza,1991,672127762.85258
dza,1992,645001376.77091
dza,1993,661226059.56032
dza,1994,550577697.71662
dza,1995,470249284.74136
dza,1996,473623107.2889
dza,1997,452705209.55566
dza,1998,409835336.45092
dza,1999,392384019.60685
dza,2000,412049122.2858
dza,2001,396063404.35418
dza,2002,385839371.14938
dza,2003,423689500.95901
dza,2004,490441323.88782
dza,2005,534539426.04097
dza,2006,565982327.80403
dza,2007,598080643.45334
dza,2008,698726349.64963
dza,2009,538955596.13405
dza,2010,613457583.85511
dza,2011,724404386.09263
dza,2012,725015771.04701
dza,2013,743406063.60771
dza,2014,715835518.06714
dza,2015,552948939.00978
dza,2016,520653438.14272
dza,2017,553135870.65993
dza,2018,564408459.58226
dza,2019,566844688.78092
ecu,1990,64224033.19761
ecu,1991,68140239.58082
ecu,1992,68094532.68343
ecu,1993,66752923.38859
ecu,1994,75903072.34622
ecu,1995,79598115.01198
ecu,1996,83079013.15386
ecu,1997,84603215.89393
ecu,1998,84777518.55517
ecu,1999,61216992.13837
ecu,2000,55789019.92189
ecu,2001,69643407.82506
ecu,2002,83025601.59878
ecu,2003,95769496.28979
ecu,2004,106332106.60738
ecu,2005,122859804.5011
ecu,2006,144627111.89344
ecu,2007,163170118.22976
ecu,2008,197977009.54531
ecu,2009,204756356.34747
ecu,2010,229681201.55869
ecu,2011,247005762.9443
ecu,2012,276660233.00217
ecu,2013,290412992.25872
ecu,2014,306785804.88826
ecu,2015,308673987.68095
ecu,2016,309401691.80593
ecu,2017,307380213.07032
ecu,2018,315684283.42872
ecu,2019,296920813.39059
egy,1990,922982672.60834
egy,1991,774510090.94456
egy,1992,800912224.19117
egy,1993,865036786.20002
egy,1994,928688937.45251
egy,1995,1009186888.97262
egy,1996,1049998464.6227
egy,1997,1152194467.67515
egy,1998,1156405038.84178
egy,1999,1189000422.0581
egy,2000,1172692752.67111
egy,2001,1086869796.83665
egy,2002,924530982.18891
egy,2003,876255768.52778
egy,2004,829306528.62195
egy,2005,901695432.50482
egy,2006,1020152713.87169
egy,2007,1134267202.92943
egy,2008,1292633933.91601
egy,2009,1495354931.93777
egy,2010,1696424236.02187
egy,2011,1804278003.92215
egy,2012,2125445344.86125
egy,2013,2152532388.02052
egy,2014,2255084128.00419
egy,2015,2465634153.02063
egy,2016,2437389958.0675
egy,2017,1666021728.19653
egy,2018,1754438030.67102
egy,2019,2023978367.45416
eri,1992,27811843.85773
eri,1993,26056817.34173
eri,1994,27182284.07136
eri,1995,30708728.54246
eri,1996,34850683.068
eri,1997,34835148.51854
eri,1998,39092357.0223
eri,1999,32933613.75469
eri,2000,39233311.92893
eri,2001,39211510.72239
eri,2002,37545278.86162
eri,2003,43547169.9476
eri,2004,52591854.54306
eri,2005,47767830.01083
eri,2006,48502800.91444
eri,2007,48180933.8584
eri,2008,52841027.61561
eri,2009,64442454.79461
eri,2010,52516173.98641
eri,2011,63094567.61188
esp,1990,706902617.43208
esp,1991,709381212.81141
esp,1992,713725844.09554
esp,1993,564968275.5262
esp,1994,528529213.67393
esp,1995,587229406.20207
esp,1996,602126742.59097
esp,1997,532249317.60992
esp,1998,542905479.21668
esp,1999,543447435.16463
esp,2000,492016542.97048
esp,2001,494673767.8208
esp,2002,529760831.62246
esp,2003,655354877.63056
esp,2004,715005815.27929
esp,2005,738714297.56479
esp,2006,747616469.00343
esp,2007,810408252.55139
esp,2008,858839034.8425
esp,2009,764483646.54482
esp,2010,698554525.96369
esp,2011,708200511.31834
esp,2012,630346536.52838
esp,2013,609742169.40929
esp,2014,580097320.81822
esp,2015,476551984.75828
esp,2016,441098124.77145
esp,2017,442283418.82858
esp,2018,479915387.292
esp,2019,461442127.71654
est,1993,10994372.63579
est,1994,12193983.43865
est,1995,11789536.40372
est,1996,10394216.96853
est,1997,10109626.80595
est,1998,10265644.30215
est,1999,10139071.38167
est,2000,7951944.34953
est,2001,9528371.50386
est,2002,9525744.60082
est,2003,12316208.8842
est,2004,14076519.77662
est,2005,14040955.47163
est,2006,16845256.00753
est,2007,20280041.50861
est,2008,21919981.08911
est,2009,18582165.40879
est,2010,15069951.94685
est,2011,16153592.09892
est,2012,14540168.34301
est,2013,12950946.51118
est,2014,12382980.0827
est,2015,8557452.85822
est,2016,7917049.48258
est,2017,8096320.69564
est,2018,9244988.98542
est,2019,9577304.1609
eth,1990,545079727.29667
eth,1991,636518978.42353
eth,1992,524158768.27513
eth,1993,386413141.01644
eth,1994,291893731.8968
eth,1995,294010230.72757
eth,1996,289383468.09056
eth,1997,287110422.35225
eth,1998,266741316.15997
eth,1999,242713908.41596
eth,2000,236686813.87409
eth,2001,219918028.05714
eth,2002,203835409.14696
eth,2003,214319441.20972
eth,2004,210301623.42668
eth,2005,223186206.91142
eth,2006,229883777.13942
eth,2007,255500425.87183
eth,2008,324674451.9377
eth,2009,362175796.10313
eth,2010,305179100.60756
eth,2011,316026518.84406
eth,2012,412159215.53672
eth,2013,430077775.67876
eth,2014,490491003.78444
eth,2015,541976859.11113
eth,2016,591181761.06356
eth,2017,627203085.65105
eth,2018,647317690.59877
eth,2019,673930649.50865
fin,1990,104423448.51887
fin,1991,88971886.80095
fin,1992,72529496.03634
fin,1993,52235315.14661
fin,1994,52163919.84067
fin,1995,60332295.20984
fin,1996,52726032.31503
fin,1997,47572864.41986
fin,1998,45273951.23727
fin,1999,42206727.08378
fin,2000,37423119.5555
fin,2001,35980321.01812
fin,2002,36975337.23427
fin,2003,45359578.08703
fin,2004,49717255.35761
fin,2005,50644616.93657
fin,2006,51426936.42877
fin,2007,60646815.54753
fin,2008,67758170.54572
fin,2009,61842410.70181
fin,2010,59360651.2261
fin,2011,61016986.01137
fin,2012,52358376.24823
fin,2013,46030268.26627
fin,2014,39704335.40563
fin,2015,28625351.81978
fin,2016,25044842.97305
fin,2017,24261539.5487
fin,2018,26298392.40182
fin,2019,29781716.00951
fji,1990,20446870.21643
fji,1991,20865066.38161
fji,1992,21126254.98475
fji,1993,21835397.97158
fji,1994,22986978.73961
fji,1995,23933369.24582
fji,1996,25186390.49267
fji,1997,25331927.85525
fji,1998,19579481.44106
fji,1999,22170055.325
fji,2000,20112703.51162
fji,2001,18408989.91151
fji,2002,18959285.03699
fji,2003,23017916.39103
fji,2004,24712462.10116
fji,2005,27048452.61886
fji,2006,27901104.63022
fji,2007,30956038.24506
fji,2008,31823414.51853
fji,2009,25142201.93376
fji,2010,25851780.25039
fji,2011,28953133.0434
fji,2012,27596158.32518
fji,2013,25794362.47656
fji,2014,26429794.18146
fji,2015,24664247.46268
fji,2016,26226337.58529
fji,2017,27822995.24427
fji,2018,29466653.28427
fji,2019,28573173.79594
fra,1990,1047175492.42732
fra,1991,1012709650.26179
fra,1992,1079441733.5415
fra,1993,1003657930.59873
fra,1994,1000575004.12707
fra,1995,1110917879.78599
fra,1996,1118291029.04023
fra,1997,979422514.79317
fra,1998,997836009.75846
fra,1999,951312678.17554
fra,2000,841262263.71705
fra,2001,841179501.19082
fra,2002,922704175.5328
fra,2003,1129372777.73711
fra,2004,1213884082.77394
fra,2005,1219712658.29563
fra,2006,1238942891.55106
fra,2007,1403578132.41018
fra,2008,1562671686.09009
fra,2009,1520992095.62159
fra,2010,1482215931.3943
fra,2011,1562076213.23634
fra,2012,1447553397.06245
fra,2013,1423588645.32643
fra,2014,1339667573.23301
fra,2015,1108219892.06418
fra,2016,1013917595.42538
fra,2017,1009296654.84626
fra,2018,1083732858.37497
fra,2019,1070442897.56593
gab,1990,107201972.1149
gab,1991,85994439.36869
gab,1992,87587007.59537
gab,1993,62768986.05256
gab,1994,56337276.60137
gab,1995,60965379.51892
gab,1996,64891580.5364
gab,1997,56011143.17653
gab,1998,44077339.11176
gab,1999,48188111.29771
gab,2000,50579164.57377
gab,2001,45877996.83633
gab,2002,45234834.53619
gab,2003,51111582.36685
gab,2004,57371869.18696
gab,2005,65201964.15821
gab,2006,68207694.48928
gab,2007,71930931.17275
gab,2008,85320528.8251
gab,2009,60890176.47122
gab,2010,63142612.34303
gab,2011,72125872.99921
gab,2012,61735836.17998
gab,2013,58275214.4815
gab,2014,57564389.51964
gab,2015,43735334.78921
gab,2016,39671633.09435
gab,2017,39904974.19956
gab,2018,44953089.79577
gab,2019,42471922.46916
gbr,1990,1900489207.86048
gbr,1991,1899929693.92452
gbr,1992,1875618699.55018
gbr,1993,1529728332.69292
gbr,1994,1514942469.47733
gbr,1995,1697415015.87847
gbr,1996,1645262012.11223
gbr,1997,1665341758.5895
gbr,1998,1623555403.37295
gbr,1999,1564757579.81206
gbr,2000,1449004373.42639
gbr,2001,1360682053.61499
gbr,2002,1466052204.1691
gbr,2003,1693896729.15277
gbr,2004,1873086331.3923
gbr,2005,1887437172.60275
gbr,2006,1983757107.89748
gbr,2007,2208259967.63226
gbr,2008,2092588675.23121
gbr,2009,1725286636.87622
gbr,2010,1686025231.82579
gbr,2011,1666809926.25191
gbr,2012,1559585147.76798
gbr,2013,1508424375.46165
gbr,2014,1534324428.47887
gbr,2015,1415206762.05532
gbr,2016,1279667542.61445
gbr,2017,1217771670.88202
gbr,2018,1306046130.93055
gbr,2019,1274368608.94733
geo,1990,88939789.37634
geo,1991,83384019.39143
geo,1992,75470665.39341
geo,1993,66447475.83219
geo,1994,64360395.36443
geo,1995,47491504.34815
geo,1996,38205728.58033
geo,1997,37546841.88649
geo,1998,39266177.17796
geo,1999,30204456.04418
geo,2000,35075953.81669
geo,2001,35257481.485
geo,2002,33439351.46377
geo,2003,31076907.03596
geo,2004,33733743.51765
geo,2005,33635770.66967
geo,2006,33571918.27848
geo,2007,38027540.49482
geo,2008,49676350.81286
geo,2009,49031939.44898
geo,2010,54575055.71596
geo,2011,67705052.2162
geo,2012,73328688.7684
geo,2013,76308139.9022
geo,2014,75118481.16124
geo,2015,64130605.63861
geo,2016,71293146.02965
geo,2017,72709178.05963
geo,2018,79618421.12694
geo,2019,74297011.19082
gha,1990,258979439.58099
gha,1991,254610912.90378
gha,1992,223265823.75048
gha,1993,189731021.33822
gha,1994,162766328.46602
gha,1995,176997835.3649
gha,1996,176815911.82267
gha,1997,170460153.81572
gha,1998,177911880.40103
gha,1999,179415330.40823
gha,2000,113950793.97502
gha,2001,121452843.8351
gha,2002,138222268.6299
gha,2003,168608480.23438
gha,2004,188015255.93639
gha,2005,218520170.24114
gha,2006,396645915.63492
gha,2007,460835587.34286
gha,2008,477032319.43622
gha,2009,416176063.57467
gha,2010,478878557.2912
gha,2011,528445680.45793
gha,2012,530203358.05886
gha,2013,785260391.57249
gha,2014,683886837.61451
gha,2015,631400141.14383
gha,2016,704475064.47946
gha,2017,696510612.39923
gha,2018,779445912.3662
gha,2019,674363033.02278
gin,1990,89352168.48363
gin,1991,98031939.86987
gin,1992,104562307.07526
gin,1993,100160417.56485
gin,1994,100433892.08598
gin,1995,105287769.92077
gin,1996,106576162.09524
gin,1997,98286120.01621
gin,1998,89140721.31244
gin,1999,80793536.58465
gin,2000,64987891.79752
gin,2001,56950944.54853
gin,2002,55552144.80947
gin,2003,64805027.23701
gin,2004,69533879.08391
gin,2005,55343585.08061
gin,2006,82325201.49816
gin,2007,120913044.43305
gin,2008,132731016.53878
gin,2009,132756471.5919
gin,2010,138636837.2731
gin,2011,132871422.06415
gin,2012,143211033.78721
gin,2013,160111282.48066
gin,2014,166071899.69837
gin,2015,167230336.56506
gin,2016,149109880.81801
gin,2017,166151730.23874
gin,2018,173454959.73484
gin,2019,189121274.31475
gmb,1990,18391533.77138
gmb,1991,39883649.94513
gmb,1992,40983025.62684
gmb,1993,41799681.22306
gmb,1994,40484554.60849
gmb,1995,43895731.39503
gmb,1996,43140780.97002
gmb,1997,38167531.71727
gmb,1998,38623281.40714
gmb,1999,35721073.16649
gmb,2000,31002671.94619
gmb,2001,25689585.44152
gmb,2002,22221845.4721
gmb,2003,17322043.11737
gmb,2004,33273396.7564
gmb,2005,34502478.71199
gmb,2006,31683571.44207
gmb,2007,34271554.52899
gmb,2008,36141397.43758
gmb,2009,30014870.61986
gmb,2010,29360277.18305
gmb,2011,27211758.86333
gmb,2012,25968172.26055
gmb,2013,24572833.02246
gmb,2014,22795689.99256
gmb,2015,23092089.32023
gmb,2016,24676949.80024
gmb,2017,24253345.31499
gmb,2018,26875328.59228
gmb,2019,25405941.70026
gnb,1990,12779960.61155
gnb,1991,12972860.06912
gnb,1992,11356872.34861
gnb,1993,11632497.26236
gnb,1994,11187563.66462
gnb,1995,11601279.499
gnb,1996,11217430.1308
gnb,1997,10578818.04437
gnb,1998,10714117.19517
gnb,1999,11058152.73619
gnb,2000,16955491.76172
gnb,2001,16675540.66559
gnb,2002,16561309.49651
gnb,2003,18325894.27687
gnb,2004,19324102.65594
gnb,2005,19386989.04879
gnb,2006,18090109.87889
gnb,2007,20742392.14291
gnb,2008,24466845.03126
gnb,2009,22036744.93126
gnb,2010,21236804.71689
gnb,2011,25522814.27178
gnb,2012,23014904.35231
gnb,2013,24072824.18433
gnb,2014,24226814.99472
gnb,2015,22615529.01532
gnb,2016,24085482.44495
gnb,2017,26067704.94564
gnb,2018,28069224.13662
gnb,2019,23498707.88136
gnq,1990,5289871.84336
gnq,1991,5225167.60522
gnq,1992,5162674.10797
gnq,1993,5019107.70064
gnq,1994,3381876.54502
gnq,1995,4469215.63413
gnq,1996,5356274.52414
gnq,1997,6127228.21558
gnq,1998,5672045.70384
gnq,1999,9889850.21822
gnq,2000,17428117.70285
gnq,2001,18294744.57869
gnq,2002,21390089.07803
gnq,2003,28728190.9169
gnq,2004,42910165.22658
gnq,2005,79441143.45613
gnq,2006,96205837.03126
gnq,2007,113325524.76408
gnq,2008,150658158.74394
gnq,2009,113811011.3647
gnq,2010,131632974.20176
gnq,2011,165401913.93624
gnq,2012,159181376.93006
gnq,2013,150164224.65986
gnq,2014,137733276.11341
gnq,2015,86323046.8962
gnq,2016,71669084.69504
gnq,2017,70638067.55101
gnq,2018,78842761.78246
gnq,2019,57120020.99767
grc,1990,187209802.1161
grc,1991,191181574.73503
grc,1992,214026069.41379
grc,1993,195265442.27667
grc,1994,210723432.532
grc,1995,242016242.41503
grc,1996,248993642.51899
grc,1997,230452884.64428
grc,1998,217695241.83471
grc,1999,212231624.74399
grc,2000,188594553.87391
grc,2001,189739528.5751
grc,2002,209368599.64343
grc,2003,275274133.91375
grc,2004,310368752.45725
grc,2005,332265784.40094
grc,2006,362867385.68563
grc,2007,433665325.60475
grc,2008,488574204.28906
grc,2009,479581022.86522
grc,2010,444282107.87083
grc,2011,437306713.18325
grc,2012,360646845.84363
grc,2013,325435469.65745
grc,2014,290904915.94162
grc,2015,228417329.28167
grc,2016,212993013.02023
grc,2017,215470287.00341
grc,2018,227045794.70239
grc,2019,225743114.07592
gtm,1990,207198807.62407
gtm,1991,247552235.02163
gtm,1992,265301484.2338
gtm,1993,281549397.89192
gtm,1994,305639562.18398
gtm,1995,321481485.62067
gtm,1996,336695514.17988
gtm,1997,375043230.89743
gtm,1998,396360767.85316
gtm,1999,360272029.14664
gtm,2000,371682992.97317
gtm,2001,345535903.33213
gtm,2002,352842580.6029
gtm,2003,347797913.38789
gtm,2004,356097298.74426
gtm,2005,369059556.97388
gtm,2006,376784121.89586
gtm,2007,382096739.78408
gtm,2008,409422299.99029
gtm,2009,384367194.82199
gtm,2010,406980618.20087
gtm,2011,441935380.69652
gtm,2012,446765420.10766
gtm,2013,416160876.51359
gtm,2014,422784730.93156
gtm,2015,434615534.44188
gtm,2016,436244679.31605
gtm,2017,459068712.3858
gtm,2018,468891866.00318
gtm,2019,448500234.94952
gum,2002,5925391.70229
gum,2003,6324166.46099
gum,2004,6357240.28842
gum,2005,6613433.66327
gum,2006,6899019.43032
gum,2007,7025062.90482
gum,2008,7255473.6066
gum,2009,7672589.40612
gum,2010,7928713.28822
gum,2011,8744961.12118
gum,2012,10523014.73749
gum,2013,12472147.82564
gum,2014,14427940.10118
gum,2015,15679750.23238
gum,2016,13458847.01593
gum,2017,11270193.45836
guy,1990,4946930.81803
guy,1991,3905801.12087
guy,1992,3728126.41175
guy,1993,4318106.93624
guy,1994,4666140.34224
guy,1995,5224212.50225
guy,1996,5785660.52307
guy,1997,6235494.66335
guy,1998,6206604.19479
guy,1999,5887663.80653
guy,2000,6244874.35499
guy,2001,5788487.22391
guy,2002,5642626.22796
guy,2003,5582954.31162
guy,2004,5634925.05747
guy,2005,5750135.47004
guy,2006,15251339.91776
guy,2007,16229064.37061
guy,2008,17673993.05235
guy,2009,18039223.29681
guy,2010,19526694.51956
guy,2011,20451436.09147
guy,2012,22494127.41033
guy,2013,22785249.71793
guy,2014,23439061.46738
guy,2015,24983128.18988
guy,2016,25664956.79168
guy,2017,26310441.20273
guy,2018,26421455.72257
guy,2019,26720147.96339
hnd,1990,78127521.6125
hnd,1991,72203068.63495
hnd,1992,71712010.59033
hnd,1993,65924567.43378
hnd,1994,60620393.52981
hnd,1995,65830055.27696
hnd,1996,62299509.99473
hnd,1997,64530451.63262
hnd,1998,63897637.50509
hnd,1999,67306670.55471
hnd,2000,67524206.83909
hnd,2001,70451763.74824
hnd,2002,70055464.27834
hnd,2003,71773285.37957
hnd,2004,75527006.62447
hnd,2005,80425782.51747
hnd,2006,86661292.62486
hnd,2007,95320622.10011
hnd,2008,105280473.63918
hnd,2009,117758369.65355
hnd,2010,124966287.45729
hnd,2011,138650439.31155
hnd,2012,137035666.06637
hnd,2013,139505716.33188
hnd,2014,142929951.98973
hnd,2015,148265951.06762
hnd,2016,137322696.83845
hnd,2017,143119224.09
hnd,2018,145812990.25148
hnd,2019,138552117.01984
hrv,1995,78707430.85739
hrv,1996,79657146.87489
hrv,1997,75325371.97761
hrv,1998,75133192.447
hrv,1999,66889061.75747
hrv,2000,58873854.25741
hrv,2001,60374942.18812
hrv,2002,66534382.46526
hrv,2003,87564217.5967
hrv,2004,100403357.84465
hrv,2005,106816960.08558
hrv,2006,107462083.39758
hrv,2007,120453838.67974
hrv,2008,138618200.1893
hrv,2009,129558636.97189
hrv,2010,116347618.3108
hrv,2011,119088050.97009
hrv,2012,104340207.40446
hrv,2013,91980738.99058
hrv,2014,83317477.88257
hrv,2015,72206164.4925
hrv,2016,60604677.82574
hrv,2017,60306346.57356
hrv,2018,66715421.61464
hrv,2019,65570807.39113
hti,1990,144625694.5798
hti,1991,153419710.37953
hti,1992,101014852.52843
hti,1993,83664373.43699
hti,1994,102656102.00489
hti,1995,114689574.96779
hti,1996,106599092.38989
hti,1997,114644511.49139
hti,1998,119296760.39726
hti,1999,130338388.75491
hti,2000,209786277.8336
hti,2001,196572097.78363
hti,2002,187590579.9803
hti,2003,146224430.53325
hti,2004,173062348.34367
hti,2005,195408300.19985
hti,2006,195437649.6247
hti,2007,228829540.99342
hti,2008,248822429.40832
hti,2009,258533858.78939
hti,2010,171777618.2309
hti,2011,307173782.60454
hti,2012,325820872.04229
hti,2013,343667877.2979
hti,2014,345429641.73495
hti,2015,352220178.61061
hti,2016,321094324.81643
hti,2017,326075757.03224
hti,2018,365911837.08692
hti,2019,325489772.90975
hun,1991,190712919.95489
hun,1992,218114895.4652
hun,1993,214385707.96695
hun,1994,202344561.07039
hun,1995,197248970.75462
hun,1996,165740798.02182
hun,1997,151962401.41984
hun,1998,146586219.2336
hun,1999,140588266.54245
hun,2000,124172354.63074
hun,2001,128153138.92628
hun,2002,157023988.48592
hun,2003,202020651.41288
hun,2004,239000736.26994
hun,2005,267493512.67138
hun,2006,261257379.40169
hun,2007,322735225.51364
hun,2008,340410527.68672
hun,2009,298877401.20169
hun,2010,278984195.08968
hun,2011,285709418.28456
hun,2012,251523725.97833
hun,2013,244882502.53787
hun,2014,243278621.397
hun,2015,216305164.32499
hun,2016,214015457.85444
