geo,time,ny_adj_dpem_cd
are,2015,520184353.08401
are,2016,596530511.55662
are,2017,732507962.10403
are,2018,799002377.95627
are,2019,1000371294.2896
arg,1990,402762292.61193
arg,1991,510326042.72916
arg,1992,584367967.14657
arg,1993,553858096.7873
arg,1994,561251458.15553
arg,1995,578552624.72436
arg,1996,571203038.37364
arg,1997,545149017.53309
arg,1998,518030766.26618
arg,1999,485374934.42678
arg,2000,460082978.25778
arg,2001,444013941.728
arg,2002,169393460.93045
arg,2003,187618387.15089
arg,2004,199623588.40233
arg,2005,207288051.85315
arg,2006,216822473.36952
arg,2007,262724021.86228
arg,2008,337954657.53007
arg,2009,361068765.64074
arg,2010,444299765.05765
arg,2011,574792198.95423
arg,2012,637876129.20871
arg,2013,682465915.75208
arg,2014,707801342.80196
arg,2015,813322114.3589
arg,2016,794519108.96607
arg,2017,868906082.50726
arg,2018,691258031.13553
arg,2019,628522313.87341
arm,1990,18007389.78814
arm,1991,17675760.50939
arm,1992,16283019.38267
arm,1993,15238542.08295
arm,1994,14320195.05829
arm,1995,12539776.50184
arm,1996,11439583.23479
arm,1997,11127474.22001
arm,1998,12034541.12999
arm,1999,11676946.43371
arm,2000,11357298.96627
arm,2001,11914884.75245
arm,2002,12071868.35151
arm,2003,13185808.93096
arm,2004,16286057.06184
arm,2005,21551251.08183
arm,2006,27620453.55554
arm,2007,37850627.61543
arm,2008,49211512.96394
arm,2009,45227692.50091
arm,2010,51164112.12173
arm,2011,52376685.23112
arm,2012,50289357.06502
arm,2013,49175380.69678
arm,2014,48000950.35643
arm,2015,43591373.46328
arm,2016,43172604.62306
arm,2017,42240955.21639
arm,2018,44866130.31667
arm,2019,44637121.87865
aus,1990,156977932.15885
aus,1991,151600005.24856
aus,1992,145923872.12734
aus,1993,123711714.15541
aus,1994,123360509.53566
aus,1995,132476625.60161
aus,1996,137738223.55713
aus,1997,144522646.24654
aus,1998,126432594.3408
aus,1999,116633304.67627
aus,2000,121265412.13328
aus,2001,106898535.5701
aus,2002,106281155.1832
aus,2003,118854399.78208
aus,2004,146298243.92343
aus,2005,162877634.59234
aus,2006,171020146.06657
aus,2007,192356048.01834
aus,2008,229875151.10327
aus,2009,200138868.92568
aus,2010,240973733.99235
aus,2011,285395276.553
aus,2012,303316300.20697
aus,2013,308158249.3381
aus,2014,290816678.95784
aus,2015,270730925.23378
aus,2016,229121682.88707
aus,2017,243568487.40017
aus,2018,262449765.49321
aus,2019,267526445.72959
aut,1990,190342643.58707
aut,1991,192404934.06153
aut,1992,212059666.64769
aut,1993,207354344.84022
aut,1994,233659134.16311
aut,1995,267318437.81349
aut,1996,245907965.76335
aut,1997,192686325.22823
aut,1998,183461211.63762
aut,1999,172107230.38923
aut,2000,152374403.65804
aut,2001,140057622.04704
aut,2002,145057136.08459
aut,2003,167697925.43128
aut,2004,166263977.77268
aut,2005,178747182.84198
aut,2006,183390071.01046
aut,2007,222426362.87235
aut,2008,246308373.01374
aut,2009,246187073.68191
aut,2010,232988057.36109
aut,2011,233086790.25747
aut,2012,211993027.92387
aut,2013,222289514.69802
aut,2014,219098215.26602
aut,2015,178603632.11332
aut,2016,169791600.98772
aut,2017,165333654.80028
aut,2018,180385987.54119
aut,2019,177445030.78306
aze,1990,109633654.92291
aze,1991,110497944.74855
aze,1992,77561555.73652
aze,1993,76788859.15384
aze,1994,76011629.93357
aze,1995,65499388.86439
aze,1996,50800453.44274
aze,1997,46216704.54979
aze,1998,37582602.8673
aze,1999,31249441.49953
aze,2000,30542660.52869
aze,2001,28858485.82768
aze,2002,28516958.59267
aze,2003,30799871.95414
aze,2004,34229538.32888
aze,2005,43396934.76574
aze,2006,54586700.77973
aze,2007,65808189.35539
aze,2008,91442611.91246
aze,2009,80914134.52591
aze,2010,109367093.38511
aze,2011,133221934.80623
aze,2012,138735040.51881
aze,2013,137138654.54555
aze,2014,131178913.88578
aze,2015,94429065.36466
aze,2016,69390178.67186
aze,2017,76052693.81719
aze,2018,86840966.55735
aze,2019,85486379.37258
bdi,1990,52548159.86681
bdi,1991,50159435.59452
bdi,1992,43857682.09964
bdi,1993,40167568.12632
bdi,1994,37272638.81345
bdi,1995,40513182.1321
bdi,1996,34927198.14804
bdi,1997,36745797.6546
bdi,1998,31048813.83487
bdi,1999,27757779.16249
bdi,2000,29703364.28259
bdi,2001,29403901.5008
bdi,2002,27751251.69724
bdi,2003,27257327.56704
bdi,2004,31399894.80321
bdi,2005,39683480.97725
bdi,2006,43681596.18145
bdi,2007,43305833.14158
bdi,2008,46969405.65274
bdi,2009,47187044.3281
bdi,2010,49082813.35043
bdi,2011,52128492.89087
bdi,2012,53198867.953
bdi,2013,54412684.72254
bdi,2014,57796472.15254
bdi,2015,67347417.57277
bdi,2016,62415205.1774
bdi,2017,65439762.81412
bdi,2018,62868472.50639
bdi,2019,59275461.50171
bel,1990,267862651.23941
bel,1991,263412556.68043
bel,1992,286567424.98552
bel,1993,260098214.58604
bel,1994,273764750.98494
bel,1995,313867300.16897
bel,1996,288605799.3142
bel,1997,241678582.13567
bel,1998,229866723.64252
bel,1999,246463392.11424
bel,2000,201393237.5275
bel,2001,196041460.11193
bel,2002,199734799.83864
bel,2003,246368136.56571
bel,2004,265515070.24741
bel,2005,292210378.68125
bel,2006,285184505.41071
bel,2007,330915822.90613
bel,2008,360139228.09513
bel,2009,352673714.39984
bel,2010,347855571.09947
bel,2011,358347033.78545
bel,2012,324350519.26544
bel,2013,313296250.97281
bel,2014,288744475.60262
bel,2015,234624058.49749
bel,2016,225732519.05016
bel,2017,240292011.72807
bel,2018,260058910.2734
bel,2019,252216641.98178
ben,1990,113808234.38802
ben,1991,111223953.02947
ben,1992,92386930.68261
ben,1993,116466288.5284
ben,1994,78856222.42594
ben,1995,97932179.76246
ben,1996,98974759.53211
ben,1997,88054442.90657
ben,1998,89827484.56565
ben,1999,127389609.83846
ben,2000,117221959.38542
ben,2001,118219343.74544
ben,2002,133437729.44377
ben,2003,168348042.40604
ben,2004,193353841.61694
ben,2005,203669759.58558
ben,2006,211209494.5846
ben,2007,233123248.25389
ben,2008,272233783.06739
ben,2009,273247928.85535
ben,2010,270666870.36191
ben,2011,301763229.79062
ben,2012,308459560.75596
ben,2013,326580203.41865
ben,2014,328124316.22709
ben,2015,289459249.95442
ben,2016,298182492.0398
ben,2017,309651412.08283
ben,2018,347726054.11032
ben,2019,310786459.53872
bfa,1990,145368529.31558
bfa,1991,136655062.10736
bfa,1992,97451833.65131
bfa,1993,98669829.9793
bfa,1994,79185120.4394
bfa,1995,96004364.68255
bfa,1996,95538709.84178
bfa,1997,88285226.58696
bfa,1998,98628975.1122
bfa,1999,116920328.21057
bfa,2000,107890065.40682
bfa,2001,112829320.09979
bfa,2002,129332995.66094
bfa,2003,161445945.83747
bfa,2004,180570781.13955
bfa,2005,196829544.46784
bfa,2006,204561661.96229
bfa,2007,226189263.80363
bfa,2008,273297868.64899
bfa,2009,268547259.91622
bfa,2010,270799655.34798
bfa,2011,310268768.13544
bfa,2012,322134319.34752
bfa,2013,342132092.0789
bfa,2014,359914183.72316
bfa,2015,315665733.94914
bfa,2016,344449878.06526
bfa,2017,368567983.10959
bfa,2018,417410502.91276
bfa,2019,380797098.6265
bgd,1990,1429650988.92253
bgd,1991,1282405288.97063
bgd,1992,1277508552.97964
bgd,1993,1259382390.61218
bgd,1994,1216413667.25328
bgd,1995,1304938364.40567
bgd,1996,1524029916.81756
bgd,1997,1493613306.98478
bgd,1998,1432250718.38603
bgd,1999,1370850099.37949
bgd,2000,1341497249.7643
bgd,2001,1265343447.68174
bgd,2002,1216688867.69619
bgd,2003,1259083882.46754
bgd,2004,1281287007.11141
bgd,2005,1279942058.51952
bgd,2006,1239000316.65418
bgd,2007,1286961191.58399
bgd,2008,1390279323.52287
bgd,2009,1485657166.93793
bgd,2010,1589849283.33271
bgd,2011,1656020807.35879
bgd,2012,1600086668.60362
bgd,2013,1662047893.58413
bgd,2014,1766149077.61273
bgd,2015,1854133306.65525
bgd,2016,1962077982.91127
bgd,2017,2025391328.5687
bgd,2018,2228326299.32599
bgd,2019,2185566233.55001
bgr,1990,79124811.14704
bgr,1991,43517261.89876
bgr,1992,43222417.23883
bgr,1993,44393491.62956
bgr,1994,39143642.71802
bgr,1995,71076384.00982
bgr,1996,42539528.15413
bgr,1997,48911482.40834
bgr,1998,61722124.7766
bgr,1999,60578086.6895
bgr,2000,56527588.69005
bgr,2001,58728776.67557
bgr,2002,65111476.83624
bgr,2003,85002527.16201
bgr,2004,95703817.30076
bgr,2005,98898754.889
bgr,2006,112425217.16
bgr,2007,137998349.12047
bgr,2008,168656624.35191
bgr,2009,162650600.55301
bgr,2010,149811351.77034
bgr,2011,162257324.99279
bgr,2012,148458245.50229
bgr,2013,160206104.87064
bgr,2014,177677813.01943
bgr,2015,150933004.13276
bgr,2016,158924922.85724
bgr,2017,179964767.01172
bgr,2018,200643513.06421
bgr,2019,217520475.36477
bhr,1990,21070286.2359
bhr,1991,20709627.42882
bhr,1992,20467060.79174
bhr,1993,20234923.55819
bhr,1994,21609036.47727
bhr,1995,21894273.17816
bhr,1996,21927098.69529
bhr,1997,22247226.79559
bhr,1998,20996043.97866
bhr,1999,22692147.80858
bhr,2000,30444376.34337
bhr,2001,30040793.78955
bhr,2002,30326000.21053
bhr,2003,32117111.05832
bhr,2004,34924874.06288
bhr,2005,38685033.22581
bhr,2006,40987312.43553
bhr,2007,43137256.60099
bhr,2008,47094145.40444
bhr,2009,40194343.54402
bhr,2010,42621909.21382
bhr,2011,46554942.13193
bhr,2012,47611625.66417
bhr,2013,48338110.64062
bhr,2014,49334335.35723
bhr,2015,46781356.81924
bhr,2016,48540670.49605
bhr,2017,53709823.48781
bhr,2018,57065975.55742
bhr,2019,61495707.97201
bhs,1991,6128409.56753
bhs,1992,6351422.2439
bhs,1993,6262029.1751
bhs,1994,6310995.71048
bhs,1995,6449141.04869
bhs,1996,6452859.53203
bhs,1997,11013490.36479
bhs,1998,11263347.60753
bhs,1999,11651458.54462
bhs,2000,11200096.17146
bhs,2001,11302231.6081
bhs,2002,11678663.90362
bhs,2003,12313044.26767
bhs,2004,12463179.03018
bhs,2005,13042118.73249
bhs,2006,13434944.45268
bhs,2007,13672191.07133
bhs,2008,13612766.43409
bhs,2009,13466856.8425
bhs,2010,13457380.10235
bhs,2011,13336090.64814
bhs,2012,13781759.9824
bhs,2013,14412913.06077
bhs,2014,15281030.16991
bhs,2015,16145152.60697
bhs,2016,15776630.24127
bhs,2017,15486735.32932
bhs,2018,15754634.58969
bhs,2019,16003146.92007
bih,1994,8647822.96546
bih,1995,11266661.28709
bih,1996,12014632.83018
bih,1997,14551727.37744
bih,1998,15517594.15848
bih,1999,20025641.75615
bih,2000,27029728.27827
bih,2001,29450035.20715
bih,2002,34637434.50638
bih,2003,42653524.15059
bih,2004,51279971.26937
bih,2005,55018397.17008
bih,2006,61059079.3482
bih,2007,81708265.76928
bih,2008,91768018.94081
bih,2009,77830432.81161
bih,2010,76671513.19679
bih,2011,75762934.37871
bih,2012,74813167.45822
bih,2013,76913643.33474
bih,2014,79511187.5324
bih,2015,64926351.24676
bih,2016,67401573.07463
bih,2017,68666578.84073
bih,2018,76711705.28011
bih,2019,78048346.91017
blr,1990,56901845.91082
blr,1991,46538999.68785
blr,1992,49576442.48406
blr,1993,60116461.59884
blr,1994,62728584.76714
blr,1995,66445826.26011
blr,1996,65027067.61575
blr,1997,53210029.92645
blr,1998,50156153.44614
blr,1999,39713436.52848
blr,2000,38591154.17218
blr,2001,39693851.85336
blr,2002,49938721.81448
blr,2003,57105282.81719
blr,2004,68568175.30193
blr,2005,89806219.08697
blr,2006,102440950.16947
blr,2007,116742764.20418
blr,2008,154354289.86439
blr,2009,140904504.39124
blr,2010,162497156.23624
blr,2011,172487362.10794
blr,2012,154073289.14433
blr,2013,172229632.59329
blr,2014,171217160.80274
blr,2015,115398622.38336
blr,2016,93292101.59017
blr,2017,101203067.19065
blr,2018,111279001.65622
blr,2019,113308891.20214
blz,1990,3449991.27283
blz,1991,3336884.61609
blz,1992,3461901.67775
blz,1993,3540121.12764
blz,1994,3637432.92653
blz,1995,4070079.71659
blz,1996,4317178.35077
blz,1997,4427165.10147
blz,1998,4576453.19045
blz,1999,4534720.61798
blz,2000,4595574.59122
blz,2001,4518850.39821
blz,2002,4500925.06762
blz,2003,4332154.68419
blz,2004,4378024.43013
blz,2005,4398400.51888
blz,2006,4542903.66412
blz,2007,4609679.91527
blz,2008,4518305.3958
blz,2009,4378138.78354
blz,2010,4542632.47209
blz,2011,4816090.93547
blz,2012,4970797.82302
blz,2013,5174301.50155
blz,2014,5310150.4006
blz,2015,5580853.51705
blz,2016,5794869.72958
blz,2017,5807607.00222
blz,2018,5733629.07032
blz,2019,5927905.81305
bol,1990,115291816.33504
bol,1991,118009918.85939
bol,1992,118379696.53873
bol,1993,111656123.97952
bol,1994,107222212.31378
bol,1995,111270600.28774
bol,1996,112873010.84434
bol,1997,110570399.81179
bol,1998,106497527.37523
bol,1999,98804203.14759
bol,2000,94678849.54531
bol,2001,86869238.24644
bol,2002,78427574.05973
bol,2003,74804514.42394
bol,2004,74352294.25139
bol,2005,73605692.61855
bol,2006,79157465.4692
bol,2007,84239754.1967
bol,2008,98260148.93515
bol,2009,96145257.74248
bol,2010,102678055.33359
bol,2011,119202251.71016
bol,2012,127557205.27416
bol,2013,138664463.48749
bol,2014,140497316.52336
bol,2015,137721467.82603
bol,2016,140620295.80221
bol,2017,156140246.38632
bol,2018,168636087.79106
bol,2019,172348945.90643
bra,1990,3528085991.05205
bra,1991,4158498171.87068
bra,1992,2687308726.2583
bra,1993,2740617833.90661
bra,1994,3132622770.2923
bra,1995,3953507776.35204
bra,1996,4147761014.433
bra,1997,3975251800.53212
bra,1998,3701591488.64026
bra,1999,2471198459.11954
bra,2000,2474647720.92835
bra,2001,1992520966.14226
bra,2002,1672794512.71845
bra,2003,1738568954.42497
bra,2004,1888027830.79432
bra,2005,2346976500.37948
bra,2006,2809954755.86893
bra,2007,3266547272.33676
bra,2008,3824061078.17928
bra,2009,3793135478.0423
bra,2010,4606635076.22246
bra,2011,5156664274.27347
bra,2012,4700288409.92552
bra,2013,4454132547.56531
bra,2014,4192372919.24726
bra,2015,3099524271.53274
bra,2016,3155804208.93862
bra,2017,3474279727.84928
bra,2018,3144607182.4002
bra,2019,2996136349.60299
brb,1990,6153090.54726
brb,1991,6208710.35873
brb,1992,5929711.01322
brb,1993,5791902.39842
brb,1994,5689745.8104
brb,1995,5707884.5169
brb,1996,5311311.44526
brb,1997,5521673.73325
brb,1998,6032716.04358
brb,1999,6261053.67402
brb,2000,6208674.73336
brb,2001,6098083.44419
brb,2002,6299565.04727
brb,2003,6581535.40708
brb,2004,6680853.11827
brb,2005,7228022.14488
brb,2006,8018192.17633
brb,2007,9139807.00284
brb,2008,9531628.02144
brb,2009,9662685.16433
brb,2010,9864237.89541
brb,2011,10224418.50564
brb,2012,9932886.65281
brb,2013,11106232.94804
brb,2014,10530383.3335
brb,2015,10991724.49865
brb,2016,11541237.09253
brb,2017,11667448.62404
brb,2018,11917399.23155
brb,2019,12693108.45503
brn,1990,3790914.74286
brn,1991,3640665.71691
brn,1992,3639193.23383
brn,1993,3256095.27174
brn,1994,2864818.87611
brn,1995,2919883.17137
brn,1996,2877934.60301
brn,1997,2726493.97228
brn,1998,1976193.64631
brn,1999,2020940.74508
brn,2000,2387790.64419
brn,2001,2076040.5185
brn,2002,2121250.4021
brn,2003,2359306.11087
brn,2004,2768224.99509
brn,2005,3272341.94893
brn,2006,3670285.76127
brn,2007,3732566.38909
brn,2008,4225400.25147
brn,2009,3109106.70095
brn,2010,3890258.46527
brn,2011,5480523.75213
brn,2012,6354633.44032
brn,2013,7009242.60534
brn,2014,7387087.80999
brn,2015,5806470.22061
brn,2016,4877400.62756
brn,2017,4766410.26455
brn,2018,5064178.9184
brn,2019,5940049.24973
btn,1990,20365017.67524
btn,1991,16137484.4084
btn,1992,14737158.84301
btn,1993,13239078.3876
btn,1994,14343789.703
btn,1995,15326381.12642
btn,1996,15685168.74548
btn,1997,17816081.62269
btn,1998,17622426.42482
btn,1999,17591419.35411
btn,2000,16789301.50947
btn,2001,17244717.79093
btn,2002,17404684.8486
btn,2003,18768233.66527
btn,2004,19423572.57885
btn,2005,20626509.38776
btn,2006,19933802.80357
btn,2007,23346959.78378
btn,2008,23428244.29282
btn,2009,22370929.8983
btn,2010,25970106.8886
btn,2011,28989119.41902
btn,2012,25919109.71801
btn,2013,28568290.22596
btn,2014,31628138.04475
btn,2015,30273201.22722
btn,2016,29958936.14328
btn,2017,32103452.53966
btn,2018,31960133.55511
btn,2019,30646956.37086
bwa,1990,51305925.52213
bwa,1991,49571143.47468
bwa,1992,50768828.74669
bwa,1993,51391374.46996
bwa,1994,50597488.49289
bwa,1995,53235867.28152
bwa,1996,51465350.10906
bwa,1997,48031623.47397
bwa,1998,44430187.75847
bwa,1999,45579639.91015
bwa,2000,44742344.91366
bwa,2001,41105737.36308
bwa,2002,38610093.61798
bwa,2003,51421050.4049
bwa,2004,59200541.6463
bwa,2005,63541087.87108
bwa,2006,62033271.78348
bwa,2007,61973340.85234
bwa,2008,59231267.48098
bwa,2009,59986142.77066
bwa,2010,68775463.78455
bwa,2011,82795255.22595
bwa,2012,76594623.92984
bwa,2013,73915814.74578
bwa,2014,80109961.4668
bwa,2015,72398835.36714
bwa,2016,74435106.59973
bwa,2017,80730745.20129
bwa,2018,86280983.93388
bwa,2019,78289823.52146
caf,1990,29400989.63354
caf,1991,28150624.66308
caf,1992,29658080.53246
caf,1993,26367130.66149
caf,1994,16458928.55843
caf,1995,19653903.58159
caf,1996,18019168.1158
caf,1997,15709075.10747
caf,1998,15533378.85075
caf,1999,15740317.15593
caf,2000,14621112.63716
caf,2001,14482243.54435
caf,2002,15142921.66908
caf,2003,18433104.5559
caf,2004,19297422.58787
caf,2005,20364180.19138
caf,2006,20484595.49193
caf,2007,21702993.07215
caf,2008,24142066.75095
caf,2009,22390157.13239
caf,2010,21686932.86287
caf,2011,24608162.66972
caf,2012,24661499.64183
caf,2013,24640753.90282
caf,2014,25735974.23275
caf,2015,21459158.37159
caf,2016,20583209.79579
caf,2017,20332984.62876
caf,2018,22282408.50843
caf,2019,21435508.18833
can,1990,499492223.94251
can,1991,508323441.10265
can,1992,477699067.15973
can,1993,443832198.69422
can,1994,428880801.52807
can,1995,419059928.70732
can,1996,414616090.08677
can,1997,432927754.89517
can,1998,390273549.03583
can,1999,385050094.67207
can,2000,384918044.37808
can,2001,369881672.02196
can,2002,387209105.4189
can,2003,455683255.96388
can,2004,501281755.06823
can,2005,552393123.86471
can,2006,585604153.09638
can,2007,609083326.17889
can,2008,632727407.08914
can,2009,568279194.77263
can,2010,631158862.07061
can,2011,660755970.63358
can,2012,651460861.53752
can,2013,642020373.29553
can,2014,601582262.77837
can,2015,518791012.21592
can,2016,519645388.81346
can,2017,551616574.9197
can,2018,573062749.19342
can,2019,569208101.88655
che,1990,480040670.70821
che,1991,481797321.19756
che,1992,455979568.25807
che,1993,424876926.69612
che,1994,447460870.3748
che,1995,465254850.88989
che,1996,410515893.86994
che,1997,333507678.96701
che,1998,307913834.55852
che,1999,286092422.11327
che,2000,247661312.93729
che,2001,243053595.90843
che,2002,246198177.89308
che,2003,291775484.76354
che,2004,294435871.18799
che,2005,277789051.774
che,2006,279036737.70519
che,2007,303082498.147
che,2008,339896089.26077
che,2009,350390564.54674
che,2010,346340132.82546
che,2011,408323855.5249
che,2012,377404930.70636
che,2013,374188837.01017
che,2014,363338357.11166
che,2015,326013690.84918
che,2016,290435792.63229
che,2017,266609407.14202
che,2018,281824790.59413
che,2019,269531378.98464
chl,1990,89861911.18688
chl,1991,89388627.8036
chl,1992,95954592.82657
chl,1993,96868849.17203
chl,1994,108070647.28323
chl,1995,134478100.59317
chl,1996,139670385.06571
chl,1997,143774252.90589
chl,1998,141330359.22246
chl,1999,131942025.13334
chl,2000,129922132.82934
chl,2001,118011828.87626
chl,2002,110467546.75146
chl,2003,118810545.33983
chl,2004,144758102.39178
chl,2005,170406594.43596
chl,2006,201877621.36144
chl,2007,216057430.83871
chl,2008,215897583.21514
chl,2009,219831588.0374
chl,2010,274152620.6561
chl,2011,318071040.53573
chl,2012,337865717.17374
chl,2013,352693627.47904
chl,2014,335802794.00262
chl,2015,314332368.80315
chl,2016,311229955.63597
chl,2017,336339666.05524
chl,2018,361471395.66876
chl,2019,339568247.15875
chn,1990,4469029205.13448
chn,1991,4431268080.23913
chn,1992,4444262145.74749
chn,1993,4116646640.00428
chn,1994,4705410357.29134
chn,1995,5872719235.94392
chn,1996,6713531842.35167
chn,1997,7216329533.69028
chn,1998,7591757509.68489
chn,1999,7977751850.6133
chn,2000,8617602374.35527
chn,2001,9090071884.61908
chn,2002,9568731120.36778
chn,2003,10246495667.9957
chn,2004,11522974353.7197
chn,2005,12646317504.3018
chn,2006,14050952017.9307
chn,2007,16774963980.5347
chn,2008,21220713157.7597
chn,2009,23211756451.5945
chn,2010,27155826424.858
chn,2011,33658542210.8986
chn,2012,38296877101.5538
chn,2013,43184809917.4884
chn,2014,47492877387.27409
chn,2015,50936579800.299
chn,2016,51897301358.5479
chn,2017,55868971505.1212
chn,2018,62769078125.9298
chn,2019,63626691010.8828
civ,1990,517368855.0576
civ,1991,494297295.70689
civ,1992,519481966.1018
civ,1993,512495562.23743
civ,1994,382874342.74711
civ,1995,462775612.47294
civ,1996,468551723.81248
civ,1997,438228000.4727
civ,1998,458731000.0045
civ,1999,447982370.98927
civ,2000,395844826.03395
civ,2001,411522358.13544
civ,2002,455700442.85034
civ,2003,556978126.41769
civ,2004,581820675.24099
civ,2005,581293422.60862
civ,2006,595969904.31014
civ,2007,656935877.15406
civ,2008,752654169.30039
civ,2009,728773888.92437
civ,2010,723574133.40919
civ,2011,751439052.68993
civ,2012,732072200.86312
civ,2013,808704854.05843
civ,2014,852940601.85927
civ,2015,1044103060.03436
civ,2016,1022652270.3232
civ,2017,1011141648.0065
civ,2018,1127447424.3015
civ,2019,1070750797.14385
cmr,1990,278860059.49981
cmr,1991,315938230.06414
cmr,1992,293989439.0289
cmr,1993,429400728.72273
cmr,1994,284421197.00477
cmr,1995,236061007.88839
cmr,1996,238115175.91498
cmr,1997,229445563.41954
cmr,1998,216108489.69162
cmr,1999,221769672.14175
cmr,2000,199134108.25913
cmr,2001,201500487.3692
cmr,2002,230836711.38718
cmr,2003,284899354.1044
cmr,2004,327415794.58638
cmr,2005,339593282.31392
cmr,2006,362784371.98493
cmr,2007,404754925.92742
cmr,2008,469300955.52891
cmr,2009,461629416.44244
cmr,2010,461563107.23651
cmr,2011,514753524.70096
cmr,2012,504126159.15387
cmr,2013,548335234.56974
cmr,2014,569711073.76916
cmr,2015,472059472.86222
cmr,2016,482443298.97675
cmr,2017,495704088.36604
cmr,2018,549176541.04693
cmr,2019,518871817.66172
cod,1990,443638614.75345
cod,1991,476622675.14138
cod,1992,431418161.24896
cod,1993,610504809.19526
cod,1994,330063625.93474
cod,1995,284571885.63882
cod,1996,260616459.46592
cod,1997,270091939.1758
cod,1998,266999012.39224
cod,1999,201886312.85698
cod,2000,836126637.80731
cod,2001,315691934.74329
cod,2002,343203950.26857
cod,2003,316167963.01157
cod,2004,325165876.78504
cod,2005,347464955.10649
cod,2006,388677346.21904
cod,2007,416451679.42388
cod,2008,468951970.17759
cod,2009,435689329.19459
cod,2010,483459915.92983
cod,2011,567184806.16712
cod,2012,626373535.84241
cod,2013,673419181.03357
cod,2014,706159941.37329
cod,2015,717507790.68008
cod,2016,687034936.7691
cod,2017,674720857.48809
cod,2018,831852643.99387
cod,2019,818245679.69795
cog,1990,146629384.60269
cog,1991,128782189.85787
cog,1992,130577323.28012
cog,1993,83823252.53023
cog,1994,81090248.3456
cog,1995,87032459.64379
cog,1996,95067743.33951
cog,1997,77248301.27609
cog,1998,61353460.71461
cog,1999,74992180.66163
cog,2000,90021933.18655
cog,2001,72768418.59569
cog,2002,74296510.9463
cog,2003,84729160.83941
cog,2004,108467227.4224
cog,2005,145062067.22326
cog,2006,161213959.64568
cog,2007,181136645.88762
cog,2008,217289286.40469
cog,2009,160769296.81477
cog,2010,192647946.97348
cog,2011,216982325.4628
cog,2012,226659743.6705
cog,2013,232419736.78729
cog,2014,214394594.9288
cog,2015,144370159.75207
cog,2016,132190190.16577
cog,2017,138810057.35142
cog,2018,147785202.42337
cog,2019,142216106.86183
col,1990,262478588.30964
col,1991,268746232.78128
col,1992,305021435.04071
col,1993,327035362.42627
col,1994,383611127.45397
col,1995,415503264.03072
col,1996,440979804.02037
col,1997,462931796.78857
col,1998,424920346.62535
col,1999,388962368.47535
col,2000,424614929.52725
col,2001,387980928.63616
col,2002,378258218.50743
col,2003,322304927.15853
col,2004,354434592.35417
col,2005,396432527.62206
col,2006,411131011.34668
col,2007,474098805.5916
col,2008,551543441.74742
col,2009,562049410.83034
col,2010,659715634.56046
col,2011,686222101.28631
col,2012,708741456.15194
col,2013,667555141.16958
