geo,time,fi_res_totl_cd
deu,1993,114821960532.991
deu,1994,113840942069.166
deu,1995,121816082182.873
deu,1996,118323129017.474
deu,1997,105207935384.78
deu,1998,108265125242.492
deu,1999,93407192492.00888
deu,2000,87496869035.27061
deu,2001,82131887553.94141
deu,2002,89142540697.42451
deu,2003,96835206408.49921
deu,2004,97169968440.54468
deu,2005,101675919831.83299
deu,2006,111637059518.339
deu,2007,135932292207.15199
deu,2008,138564426162.19901
deu,2009,179040277106.54901
deu,2010,215977935889.94296
deu,2011,234104084887.41
deu,2012,248856490285.75696
deu,2013,198535165663.60696
deu,2014,193484758847.91901
deu,2015,173730930555.42499
deu,2016,184031339953.397
deu,2017,199983070123.86896
deu,2018,198027061675.40302
deu,2019,224027961016.41599
deu,2020,268408603348.67896
deu,2021,295736219413.59802
dji,1984,44933881.04365
dji,1985,50941032.91992
dji,1986,53615760.14306
dji,1987,63525625.0295
dji,1988,64361014.95519
dji,1989,59152645.8434
dji,1990,93639294.28032
dji,1991,99996799.50513
dji,1992,83401905.67526
dji,1993,75101449.73344
dji,1994,73758752.5894
dji,1995,72155533.82645
dji,1996,76970779.65926
dji,1997,66567644.20794
dji,1998,66454891.89893
dji,1999,70605911.83531
dji,2000,67804571.8254
dji,2001,70308696.57013
dji,2002,73707750.58731
dji,2003,100129582.48695
dji,2004,93939056.7034
dji,2005,89264770.31701
dji,2006,120326699.17378
dji,2007,132137437.93887
dji,2008,175495410.94299
dji,2009,241831914.3891
dji,2010,248997896.28913
dji,2011,244112095.1698
dji,2012,248630000.26724
dji,2013,424961509.88134
dji,2014,393148391.65768
dji,2015,364857284.06406
dji,2016,407414266.73358
dji,2017,556097628.85246
dji,2018,454193909.7186
dji,2019,501857934.38414
dji,2020,686339280.94212
dji,2021,588417559.78835
dma,1975,345257.86842
dma,1976,1172592.5926
dma,1977,2230370.37039
dma,1978,1925185.1852
dma,1979,9835555.55563
dma,1980,5078148.14819
dma,1981,3056990.47981
dma,1982,4329400.5309
dma,1983,1478782.39064
dma,1984,5249802.0957
dma,1985,3270984.18278
dma,1986,9593021.29585
dma,1987,18427249.35806
dma,1988,14063589.64353
dma,1989,11683674.13988
dma,1990,14462984.59262
dma,1991,17768608.61978
dma,1992,20410000.4125
dma,1993,19915109.14316
dma,1994,15414832.05183
dma,1995,22123442.28277
dma,1996,22894379.55113
dma,1997,23892440.09326
dma,1998,27665292.71009
dma,1999,31574051.16698
dma,2000,29372786.73744
dma,2001,31224517.74251
dma,2002,45497423.65657
dma,2003,47735245.63194
dma,2004,42321834.55599
dma,2005,49172196.72641
dma,2006,63047100.25786
dma,2007,60522068.62498
dma,2008,55150083.35993
dma,2009,75464032.69403
dma,2010,76099741.29086
dma,2011,81120934.26993
dma,2012,94562315.38201
dma,2013,87050886.02607
dma,2014,101447737.68614
dma,2015,126225919.30059
dma,2016,221907763.51591
dma,2017,212292574.60683
dma,2018,191323608.30539
dma,2019,155172395.26019
dma,2020,165824163.30894
dma,2021,180632901.47581
dnk,1960,287547600
dnk,1961,282882350
dnk,1962,255803820
dnk,1963,470635320
dnk,1964,645440720
dnk,1965,587293840
dnk,1966,597676340
dnk,1967,535507200
dnk,1968,471330200
dnk,1969,446662400
dnk,1970,487940280
dnk,1971,732048348.24911
dnk,1972,903602411.41517
dnk,1973,1450865797.78642
dnk,1974,1195732105.90787
dnk,1975,1056989138.37468
dnk,1976,1085798462.21782
dnk,1977,1906323390.9386
dnk,1978,3576473668.69511
dnk,1979,4075276490.99919
dnk,1980,4347048284.62994
dnk,1981,3195167219.16503
dnk,1982,3009958068.30173
dnk,1983,4242152680.0648
dnk,1984,3511129160.54667
dnk,1985,5961248202.10896
dnk,1986,5601249773.13738
dnk,1987,10854481762.2211
dnk,1988,11433249792.6922
dnk,1989,7053627355.27111
dnk,1990,11225840672.0633
dnk,1991,7990191789.56644
dnk,1992,11596802126.6517
dnk,1993,10941474546.7797
dnk,1994,9680246576.60019
dnk,1995,11652290057.9194
dnk,1996,14754070655.4947
dnk,1997,19613799546.8514
dnk,1998,15880864794.6196
dnk,1999,22908487683.7656
dnk,2000,15695951232.7906
dnk,2001,17702199723.0595
dnk,2002,27719142484.4471
dnk,2003,37997724766.112
dnk,2004,40020822397.2049
dnk,2005,34028012496.5423
dnk,2006,31083835098.4521
dnk,2007,34318338718.06969
dnk,2008,42326707926.77049
dnk,2009,76617709422.3139
dnk,2010,76510022325.9157
dnk,2011,84955222078.41649
dnk,2012,89697829678.45918
dnk,2013,88676584007.3309
dnk,2014,75391887669.07899
dnk,2015,65185093406.27889
dnk,2016,64215805619.9462
dnk,2017,75244445865.80389
dnk,2018,70942078373.7473
dnk,2019,66835547933.6664
dnk,2020,72823350926.5649
dnk,2021,82235844735.9223
dom,1960,25973200
dom,1961,9022900
dom,1962,19716020
dom,1963,41966880
dom,1964,41420320
dom,1965,50820320
dom,1966,43626340
dom,1967,32427200
dom,1968,36203400
dom,1969,39827200
dom,1970,32333820
dom,1971,56552180
dom,1972,60894564.33148
dom,1973,93988671.02495
dom,1974,103166562.57509
dom,1975,124705900.74881
dom,1976,135082725.70551
dom,1977,197259158.39646
dom,1978,177553196.183
dom,1979,296467138.05576
dom,1980,279024500
dom,1981,281642246.0855
dom,1982,170562546.9511
dom,1983,200663774.10144
dom,1984,259051285.9236
dom,1985,345987493.84886
dom,1986,383336200
dom,1987,190927986.61068
dom,1988,261424870.87376
dom,1989,171218000
dom,1990,68530000
dom,1991,448222017.23955
dom,1992,505794750.36094
dom,1993,658256133.76719
dom,1994,259100074.73957
dom,1995,372632170.27979
dom,1996,357007063.78012
dom,1997,396257894.56496
dom,1998,507121243.385
dom,1999,699283161.34044
dom,2000,632133042.12582
dom,2001,1104534582.92325
dom,2002,474683747.71139
dom,2003,279543949.78349
dom,2004,826423250.96892
dom,2005,1929853894.76764
dom,2006,2275420935.30921
dom,2007,3044764601.31634
dom,2008,2694510025.16656
dom,2009,3580178695.74604
dom,2010,3874458746.77531
dom,2011,4114429337.35283
dom,2012,3558641726.41412
dom,2013,4700626508.01792
dom,2014,4861785571.88809
dom,2015,5266043354.25313
dom,2016,6134227406.75062
dom,2017,6872905749.30285
dom,2018,7717561574.1843
dom,2019,8870942286.35982
dom,2020,10844812012.4981
dom,2021,13124643488.9252
dza,1960,265802800
dza,1961,311729450
dza,1962,185716410
dza,1963,237218040
dza,1964,194924560
dza,1965,184224560
dza,1966,273085970
dza,1967,442988000
dza,1968,532109700
dza,1969,410627600
dza,1970,352276530
dza,1971,537318203.5527
dza,1972,640169273.52012
dza,1973,1526311528.86446
dza,1974,2474721193.66407
dza,1975,1895709477.25852
dza,1976,2502228024.97402
dza,1977,2590691196.3561
dza,1978,3229638827.8703
dza,1979,5517255564.78122
dza,1980,7063796833.31252
dza,1981,5914588650.26264
dza,1982,4972783276.10337
dza,1983,4010232278.91348
dza,1984,3185336009.37503
dza,1985,4644533024.21647
dza,1986,3842516471.51199
dza,1987,4343099114.61444
dza,1988,3190542198.91584
dza,1989,3085702760.44873
dza,1990,2703474408.40137
dza,1991,3459969140.77629
dza,1992,3317517177.46836
dza,1993,3655668337.88779
dza,1994,4813488033.45638
dza,1995,4164319964.09366
dza,1996,6296459575.24063
dza,1997,9666874794.88809
dza,1998,8452272524.78387
dza,1999,6146079211.16344
dza,2000,13556106802.2149
dza,2001,19625060612.8963
dza,2002,25151012703.13729
dza,2003,35454600266.1696
dza,2004,45691652467.4963
dza,2005,59167068864.0544
dza,2006,81462730475.3241
dza,2007,114972269711.741
dza,2008,148098646076.63699
dza,2009,155111906771.67801
dza,2010,170461132878.60699
dza,2011,191369111470.40701
dza,2012,200586904241.375
dza,2013,201436604411.91501
dza,2014,186350590140.83401
dza,2015,150595236894.62799
dza,2016,120788088861.403
dza,2017,104852543743.412
dza,2018,87382910154.09419
dza,2019,71795950714.9485
dza,2020,59434389109.5108
dza,2021,56211005199.36649
ecu,1960,41077600
ecu,1961,38397350
ecu,1962,43348220
ecu,1963,51632720
ecu,1964,51638400
ecu,1965,46038400
ecu,1966,61158146.51084
ecu,1967,69213239.66756
ecu,1968,62499909.97798
ecu,1969,65130089.86127
ecu,1970,75607786.90501
ecu,1971,60390308.36412
ecu,1972,144133547.30223
ecu,1973,253707163.62941
ecu,1974,390629826.40383
ecu,1975,307492486.23009
ecu,1976,529391109.86158
ecu,1977,689065038.32767
ecu,1978,727782749.57857
ecu,1979,934098834.29161
ecu,1980,1257167793.9145
ecu,1981,797068778.04844
ecu,1982,493476335.46064
ecu,1983,802512378.5061
ecu,1984,738907098.04931
ecu,1985,853631268.48896
ecu,1986,806084056.62646
ecu,1987,691666393.20132
ecu,1988,567569792.21263
ecu,1989,706539001.11863
ecu,1990,1009075807.30826
ecu,1991,1080977277.89412
ecu,1992,1015827333.20143
ecu,1993,1541717569.37448
ecu,1994,2002942790.09083
ecu,1995,1787782198.96368
ecu,1996,2011360128.31461
ecu,1997,2212962682.55717
ecu,1998,1738909755.15919
ecu,1999,1887630504.49258
ecu,2000,1178958455.54319
ecu,2001,1073533298.23222
ecu,2002,1004402765.69838
ecu,2003,1165340428.48352
ecu,2004,1439913954.63566
ecu,2005,2147944603.19674
ecu,2006,2026480313.69129
ecu,2007,3520672992.45779
ecu,2008,4472854631.28031
ecu,2009,3792122231.6349
ecu,2010,2622493356.38252
ecu,2011,2957999383.64451
ecu,2012,2486036143.68357
ecu,2013,4345840333.46757
ecu,2014,3941357097.57337
ecu,2015,2487276599.56405
ecu,2016,4215553160.05677
ecu,2017,2169697856.6482
ecu,2018,2158694032.4143
ecu,2019,2940235064.08469
ecu,2020,6569460538.88405
ecu,2021,7366176942.31558
egy,1960,266967600
egy,1961,203625200
egy,1962,223227760
egy,1963,216277440
egy,1964,223742480
egy,1965,193777600
egy,1966,156816540
egy,1967,196019200
egy,1968,187040600
egy,1969,145124800
egy,1970,165038580
egy,1971,163240183.24318
egy,1972,209341387.16194
egy,1973,532593785.43652
egy,1974,705412654.5348
egy,1975,535004016.97094
egy,1976,567297179.70464
egy,1977,831886353.00122
egy,1978,1050567897.61415
egy,1979,1795125066.24924
egy,1980,2479664000
egy,1981,1682922621.2587
egy,1982,1809313172.89459
egy,1983,1698907670.24247
egy,1984,1485991444.00965
egy,1985,1587362857.64499
egy,1986,1779681031.96702
egy,1987,2555643305.43489
egy,1988,2261158622.65344
egy,1989,2495363416.40602
egy,1990,3619931742.61285
egy,1991,6185285500.81964
egy,1992,11620220747.8378
egy,1993,13854276438.8218
egy,1994,14412967684.9265
egy,1995,17121798673.9485
egy,1996,18296476060.6246
egy,1997,19370588197.9808
egy,1998,18823907998.2299
egy,1999,15190021676.7155
egy,2000,13785040867.624
egy,2001,13598234040.4969
egy,2002,14076054422.998
egy,2003,14603576021.3742
egy,2004,15338514716.8957
egy,2005,21856784928.5556
egy,2006,26006845068.1543
egy,2007,32214421786.3476
egy,2008,34330505048.3926
egy,2009,34896678266.342
egy,2010,37028506134.5559
egy,2011,18637541110.4777
egy,2012,15672467970.7728
egy,2013,16536236826.4074
egy,2014,14926998051.7397
egy,2015,15858887325.7756
egy,2016,23642691705.9678
egy,2017,36400242555.8255
egy,2018,41839242990.70969
egy,2019,44568837112.06689
egy,2020,38972812936.6708
egy,2021,39824388217.3615
eri,1995,40490517.07788
eri,1996,81319532.68095
eri,1997,229576077.04688
eri,1998,68154685.2871
eri,1999,58866380.32931
eri,2000,36131624.53514
eri,2001,50449873.40054
eri,2002,30282531.92116
eri,2003,24707771.97037
eri,2004,34746846.5869
eri,2005,27944199.05277
eri,2006,23576837.33493
eri,2007,32407629.65967
eri,2008,56020972.23374
eri,2009,90010612.77408
eri,2010,114149602.72893
eri,2011,115328815.90621
eri,2012,132764717.79285
eri,2013,133338047.50637
eri,2014,151753160.38846
eri,2015,145070693.22969
eri,2016,145371150.93999
eri,2017,143412422.68521
eri,2018,163033689.39269
eri,2019,191694416.40315
esp,1960,544061600
esp,1961,887873550
esp,1962,1045887990
esp,1963,1148505160
esp,1964,1515235680
esp,1965,1411897520
esp,1966,1210578030
esp,1967,1053098400
esp,1968,1303543700
esp,1969,1285926800
esp,1970,1851302470
esp,1971,3347891154.11526
esp,1972,5397172464.23363
esp,1973,7771042558.04701
esp,1974,8535016960.78679
esp,1975,7507064705.72817
esp,1976,6626926078.0785
esp,1977,8357980885.8469
esp,1978,13394127224.5126
esp,1979,20702703861.5845
esp,1980,20473495450.3179
esp,1981,16610948552.6341
esp,1982,14328182502.4806
esp,1983,12974277206.465
esp,1984,16464821364.9284
esp,1985,15966405780.3163
esp,1986,20548059804.0647
esp,1987,36439290439.7566
esp,1988,42835075929.0145
esp,1989,47769550563.7501
esp,1990,57238070967.6203
esp,1991,71344881792.6619
esp,1992,50708513479.3062
esp,1993,47145829668.5166
esp,1994,47531541939.9557
esp,1995,40530652088.1069
esp,1996,63699008717.045
esp,1997,72934647813.444
esp,1998,60881358763.0986
esp,1999,37999943735.8127
esp,2000,35607623344.835
esp,2001,34235520830.36909
esp,2002,40303470181.2951
esp,2003,26809451669.0027
esp,2004,19758627233.3238
esp,2005,17227460742.3577
esp,2006,19339948067.0765
esp,2007,19028952268.3672
esp,2008,20288388623.6605
esp,2009,28051366380.3609
esp,2010,31871836372.9595
esp,2011,46704835356.6883
esp,2012,50588475476.9985
esp,2013,46335465037.64529
esp,2014,50411846511.5441
esp,2015,53973842235.87769
esp,2016,63039926528.9472
esp,2017,69400198866.0331
esp,2018,70633189427.7056
esp,2019,74731427284.13989
esp,2020,81287702460.7527
esp,2021,92201269194.64001
est,1992,197501539.8064
est,1993,389247542.78604
est,1994,446418559.44864
est,1995,583006266.29485
est,1996,639770386.76391
est,1997,760039371.06355
est,1998,812906422.57511
est,1999,855813709.23056
est,2000,922839655.58726
est,2001,822453577.64831
est,2002,1003157301.27034
est,2003,1376698670.15844
est,2004,1791730276.65348
est,2005,1947311946.75443
est,2006,2786325227.45502
est,2007,3269362367.43126
est,2008,3971834388.52859
est,2009,3980641012.81399
est,2010,2567138087.1289
est,2011,207115695.54851
est,2012,300659803.18327
est,2013,314406126.74995
est,2014,436832954.50453
est,2015,414798362.43898
est,2016,352140743.41463
est,2017,345036507.94126
est,2018,755005588.30424
est,2019,1426439025.48627
est,2020,1996892748.8784
est,2021,2371477144.82894
eth,1960,55049600
eth,1961,57280450
eth,1962,65001370
eth,1963,66080520
eth,1964,61174240
eth,1965,77165920
eth,1966,78676090
eth,1967,64681200
eth,1968,67958900
eth,1969,71858800
eth,1970,71745620
eth,1971,69634045.4187
eth,1972,99364692.59259
eth,1973,194875525.47889
eth,1974,314837566.12512
eth,1975,315252641.74684
eth,1976,331791559.23068
eth,1977,260491690.48748
eth,1978,217562055.91603
eth,1979,319158932.85628
eth,1980,262284691.65017
eth,1981,370055128.39829
eth,1982,277333074.93027
eth,1983,205607305.16859
eth,1984,108775328.7093
eth,1985,216340715.28998
eth,1986,332198100
eth,1987,223865106.67054
eth,1988,149969163.91584
eth,1989,123044566.56241
eth,1990,55191078.30305
eth,1991,106436547.40877
eth,1992,270054785.99076
eth,1993,499938564.08264
eth,1994,587541810.72455
eth,1995,815019143.28674
eth,1996,843310624.08073
eth,1997,588431597.61681
eth,1998,598411583.42391
eth,1999,546583393.60796
eth,2000,362554236.55722
eth,2001,489895094.88334
eth,2002,965896480.11923
eth,2003,955608348.1063
eth,2004,1496784362.17874
eth,2005,1042595212.18723
eth,2006,867438393.59188
eth,2007,1289865496.28638
eth,2008,870502510.19458
eth,2009,1780874214.24059
eth,2010,2241164555.88825
eth,2011,2837310958.4935
eth,2012,2301655547.62419
eth,2013,2363513607.3673
eth,2014,3525244981.05226
eth,2015,3835287576.46954
eth,2016,3030943950.63996
eth,2017,3045571314.79781
eth,2018,3987464165.90059
eth,2019,2992704274.84051
eth,2020,3046114358.80766
fin,1960,327964400
fin,1961,342971000
fin,1962,304091800
fin,1963,337893480
fin,1964,384130412.33302
fin,1965,289463318.59759
fin,1966,188909152.82846
fin,1967,184204841.89882
fin,1968,346987405.27593
fin,1969,327209700.19451
fin,1970,455408582.9569
fin,1971,684060182.96221
fin,1972,758280979.24272
fin,1973,666703467.735
fin,1974,749415388.60279
fin,1975,548653232.83484
fin,1976,573064058.53559
fin,1977,680322458.40776
fin,1978,1436537558.58223
fin,1979,2044853097.81794
fin,1980,2451468443.10174
fin,1981,1988162432.1307
fin,1982,2097669136.11326
fin,1983,1722253272.63098
fin,1984,3145826967.05818
fin,1985,4375152168.9321
fin,1986,2534550392.22359
fin,1987,7363946495.54308
fin,1988,7171276634.67334
fin,1989,5913980642.20436
fin,1990,10414929121.4892
fin,1991,8316763636.31688
fin,1992,5880752713.93197
fin,1993,6192945394.77967
fin,1994,11429608314.5553
fin,1995,10657228465.0454
fin,1996,7507184580.02272
fin,1997,8881026947.69045
fin,1998,10270793472.7741
fin,1999,8677453197.40314
fin,2000,8409731733.14767
fin,2001,8419388662.79125
fin,2002,9825470847.61376
fin,2003,11172946882.4705
fin,2004,12913570496.8033
fin,2005,11331633301.0062
fin,2006,7498639358.46346
fin,2007,8380474053.47307
fin,2008,8353577867.1211
fin,2009,11428834791.927
fin,2010,9547427724.74528
fin,2011,10276057418.071
fin,2012,11082344912.0095
fin,2013,11272356806.1603
fin,2014,10679250780.1178
fin,2015,10016275637.3125
fin,2016,10465361380.0017
fin,2017,10506846391.9314
fin,2018,10309164187.4717
fin,2019,11426621292.5879
fin,2020,13479975777.3892
fin,2021,16744106303.3566
fji,1965,21820000
fji,1966,18040000
fji,1967,18370000
fji,1968,18490000
fji,1969,26810000
fji,1970,27350000
fji,1971,39617149.99457
fji,1972,69415439.99131
fji,1973,73949350.99154
fji,1974,109147359.32425
fji,1975,148591616.45169
fji,1976,116321188.32745
fji,1977,148054220.95415
fji,1978,136595841.3166
fji,1979,142167965.98663
fji,1980,174050521.41069
fji,1981,139492121.97837
fji,1982,131991929.98881
fji,1983,120053584.73114
fji,1984,120842689.1251
fji,1985,134466185.06151
fji,1986,175390088.91992
fji,1987,132556887.17275
fji,1988,233691918.42661
fji,1989,211914762.99314
fji,1990,261102710.84492
fji,1991,271708384.44149
fji,1992,317136684.56282
fji,1993,269769155.66198
fji,1994,273445494.74791
fji,1995,349341745.37584
fji,1996,427533360.86461
fji,1997,360519079.23644
fji,1998,385903314.13152
fji,1999,428919685.91459
fji,2000,412013921.19628
fji,2001,366383704.08845
fji,2002,358935030.76519
fji,2003,423606706.25819
fji,2004,483077920.01393
fji,2005,321301681.97788
fji,2006,313300288.99236
fji,2007,528272571.07592
fji,2008,322181205.00723
fji,2009,570005077.94611
fji,2010,720523356.76586
fji,2011,833453464.16978
fji,2012,921305920.57425
fji,2013,941826993.42558
fji,2014,916407090.60829
fji,2015,918959350.36862
fji,2016,908823039.76034
fji,2017,1116363704.4475
fji,2018,947653331.85767
fji,2019,1043304264.01736
fra,1960,2300194000
fra,1961,3374550000
fra,1962,4053563700
fra,1963,4914646800
fra,1964,5736854800
fra,1965,6359615200
fra,1966,6761305400
fra,1967,7023698000
fra,1968,4965133000
fra,1969,3853168000
fra,1970,5199446700
fra,1971,8819835375.32277
fra,1972,12723426514.4994
fra,1973,15594821968.3548
fra,1974,23350057845.1246
fra,1975,22613021741.1594
fra,1976,19232853329.8611
fra,1977,22642593460.4077
fra,1978,32328216861.7748
fra,1979,59520673560.7219
fra,1980,75592384526.10049
fra,1981,54798129412.4145
fra,1982,53929067047.0264
fra,1983,51077749562.1383
fra,1984,46174644006.7021
fra,1985,53354349369.5139
fra,1986,63449998026.3323
fra,1987,72674290442.93401
fra,1988,58944488670.54169
fra,1989,57433917021.7736
fra,1990,68290938861.6469
fra,1991,60227056601.882
fra,1992,54305667500.9537
fra,1993,54624424138.98849
fra,1994,57627249047.8557
fra,1995,58509689574.9647
fra,1996,57020073080.4882
fra,1997,54693127781.6158
fra,1998,73773200168.11859
fra,1999,67926850858.0092
fra,2000,63728079967.5087
fra,2001,58637344263.961
fra,2002,61696755317.4323
fra,2003,70762382918.7419
fra,2004,77353273268.9503
fra,2005,74359915676.47609
fra,2006,98239163382.50861
fra,2007,115487080914.377
fra,2008,103306201680.133
fra,2009,131785833333.22701
fra,2010,165852088071.189
fra,2011,168490291143.58899
fra,2012,184521825603.75
fra,2013,145161108178.66199
fra,2014,143977104333.43399
fra,2015,138198984338.29401
fra,2016,145866068770.18301
fra,2017,156322431109.24701
fra,2018,166483400196.79001
fra,2019,189006435295.48901
fra,2020,224236417867.71097
fra,2021,244280333397.89496
fsm,1995,69499661.37874
fsm,1996,89600207.56019
fsm,1997,85801084.25802
fsm,1998,101601919.39765
fsm,1999,92668897.75333
fsm,2000,113047175.64761
fsm,2001,98330197.78413
fsm,2002,117391173.138
fsm,2003,89607067.37686
fsm,2004,54838730.41037
fsm,2005,49953309.03582
fsm,2006,46622757.93572
fsm,2007,48479465.97726
fsm,2008,39986224.52202
fsm,2009,55718614.21958
fsm,2010,55763850.9
fsm,2011,75062413.20912
fsm,2012,76796329.989
fsm,2013,84343095.80027
fsm,2014,114124949.54681
fsm,2015,135114898.29569
fsm,2016,156984836.35718
fsm,2017,203718873.50412
fsm,2018,203528219.21657
fsm,2019,397158244.63429
fsm,2020,451912609.03912
gab,1960,9500000
gab,1961,10700000
gab,1962,11250000
gab,1963,7660000
gab,1964,9293000
gab,1965,17633000
gab,1966,11563000
gab,1967,9433000
gab,1968,5466940.31633
gab,1969,8286353.37118
gab,1970,14739646.43101
gab,1971,25387173.87145
gab,1972,23227404.66591
gab,1973,47857419.60807
gab,1974,103292592.9476
gab,1975,146069074.96001
gab,1976,116155039.78691
gab,1977,10960852.44526
gab,1978,24720653.91118
gab,1979,26585980.65481
gab,1980,114931035.9082
gab,1981,203862515.21367
gab,1982,317641899.13267
gab,1983,191704655.54039
gab,1984,203334402.3122
gab,1985,196666668.27944
gab,1986,131275302.1856
gab,1987,18098132.62805
gab,1988,72604240.16488
gab,1989,39478564.05484
gab,1990,278707082.30041
gab,1991,332016185.57592
gab,1992,75487379.42954
gab,1993,5765214.98442
gab,1994,180108557.78406
gab,1995,153050967.70574
gab,1996,253455805.99478
gab,1997,286326931.45944
gab,1998,19102566.65725
gab,1999,21672801.05982
gab,2000,193613824.33593
gab,2001,13399793.73712
gab,2002,144051938.52431
gab,2003,201927545.2062
gab,2004,449046100.89211
gab,2005,675149856.16623
gab,2006,1121592475.619
gab,2007,1237944497.62598
gab,2008,1934656663.35387
gab,2009,1993241390.30824
gab,2010,1735883130.08267
gab,2011,2157316878.94114
gab,2012,2351562306.82131
gab,2013,3003573133.33984
gab,2014,2478480387.52702
gab,2015,1863120980.87031
gab,2016,789346604.51922
gab,2017,965054219.21204
gab,2018,1321051088.57443
gab,2019,1371973832.67956
gbr,1960,3767016800.50312
gbr,1961,3327714600.01562
gbr,1962,3313161730.51803
gbr,1963,3153679120.50507
gbr,1964,2322326240.01562
gbr,1965,3011764240.01562
gbr,1966,3109538540.01562
gbr,1967,2702371600
gbr,1968,2712427900.01562
gbr,1969,2535411000.01562
gbr,1970,2918294770.26573
gbr,1971,8956892354.16575
gbr,1972,6214060489.48363
gbr,1973,7946929575.59681
gbr,1974,9959015733.30558
gbr,1975,7547578527.07813
gbr,1976,6208263109.94223
gbr,1977,23778086730.6716
gbr,1978,21184736971.547
gbr,1979,29084847008.5124
gbr,1980,31755311531.29029
gbr,1981,22802299491.4455
gbr,1982,21083020684.6915
gbr,1983,18593267595.7146
gbr,1984,15306822447.5626
gbr,1985,19081735746.9244
gbr,1986,25853390487.5576
gbr,1987,50917928958.4049
gbr,1988,51899597618.1319
gbr,1989,42381854893.7367
gbr,1990,43145747847.3062
gbr,1991,48572195808.5626
gbr,1992,42844142573.8515
gbr,1993,43982206193.94289
gbr,1994,48079032624.0768
gbr,1995,49144184297.8559
gbr,1996,46700021359.8396
gbr,1997,37662299516.2776
gbr,1998,38829795838.1208
gbr,1999,46188288221.5174
gbr,2000,50939389681.351
gbr,2001,47417467709.4427
gbr,2002,54959281998.9798
gbr,2003,56349681040.0797
gbr,2004,62138194998.7523
gbr,2005,59135108205.007
gbr,2006,63823577313.6433
gbr,2007,77715465906.56619
gbr,2008,64785716443.2506
gbr,2009,79453490100.2467
gbr,2010,98025460114.42461
gbr,2011,109733899591.28799
gbr,2012,117156976864.591
gbr,2013,118750193779.67599
gbr,2014,124487425221.29601
gbr,2015,148109299505.89801
gbr,2016,134931850848.27901
gbr,2017,150857673778.94299
gbr,2018,172657749536.315
gbr,2019,173569199262.767
gbr,2020,180054101389.55301
gbr,2021,194181397315.02896
geo,1995,198511606.96349
geo,1996,191373447.23294
geo,1997,201708671.35291
geo,1998,132881224.19074
geo,1999,144363950.63422
geo,2000,115965903.57973
geo,2001,161941585.49255
geo,2002,202176074.06716
geo,2003,196198029.71039
geo,2004,386676416.88677
geo,2005,478637800.59765
geo,2006,930833393.9168
geo,2007,1361156503.59962
geo,2008,1480157559.2564
geo,2009,2110323626.28935
geo,2010,2263794873.28055
geo,2011,2818191101.12737
geo,2012,2872949024.40383
geo,2013,2823383516.08606
geo,2014,2699169280.07028
geo,2015,2520721328.46961
geo,2016,2756383662.9152
geo,2017,3038762324.25157
geo,2018,3289463516.7195
geo,2019,3505823162.30974
geo,2020,3913274194.81288
geo,2021,4270945063.01792
gha,1960,277926000
gha,1961,155954000
gha,1962,159611200
gha,1963,122112800
gha,1964,122719200
gha,1965,132509200
gha,1966,111130400
gha,1967,82732000
gha,1968,97004000
gha,1969,71832000
gha,1970,42579200
gha,1971,43092238.03628
gha,1972,104041173.88943
gha,1973,194039305.16784
gha,1974,101333084.90229
gha,1975,147155059.36271
gha,1976,113297797.87354
gha,1977,181582891.5168
gha,1978,326657532.15608
gha,1979,401235930.3632
gha,1980,329581762.37793
gha,1981,268425872.79221
gha,1982,314337128.26733
gha,1983,291305077.11062
gha,1984,437210812.57419
gha,1985,552078778.55887
gha,1986,623972714.72362
gha,1987,331647763.79009
gha,1988,310347216.99008
gha,1989,435931374.01109
gha,1990,309313690.58628
gha,1991,644302479.77227
gha,1992,411555106.16759
gha,1993,516970166.31949
gha,1994,689267656.97559
gha,1995,803820975.11922
gha,1996,930268682.12852
gha,1997,617628952.4931
gha,1998,456699772.55015
gha,1999,534753901.89043
gha,2000,308900898.38622
gha,2001,375936405.54419
gha,2002,636059799.99782
gha,2003,1470061309.67805
gha,2004,1749729259.35718
gha,2005,1897057040.26241
gha,2006,2268926566.51141
gha,2007,2218311347.67966
gha,2008,2014205287.49439
gha,2009,3691822335.02409
gha,2010,5158151628.84547
gha,2011,5913600037.24248
gha,2012,5835098328.20187
gha,2013,5587739126.3869
gha,2014,5563709271.19552
gha,2015,5742645886.29529
gha,2016,5866729596.16504
gha,2017,7015187159.64987
gha,2018,6294851564.02725
gha,2019,7563210340.92838
gha,2020,7884091538.70727
gin,1991,145115266.89087
gin,1992,98619458.75132
gin,1993,133290226.11361
gin,1994,87847083.12953
gin,1995,86759318.84282
gin,1996,87340118.26208
gin,1997,121631871.06481
gin,1998,236706990.9112
gin,1999,199679963.64215
gin,2000,167593505.22872
gin,2001,208565056.91272
gin,2002,263312234.45571
gin,2003,281862972.11462
gin,2004,111780254.65334
gin,2005,96326734.16342
gin,2006,39685709.64996
gin,2007,46811611.56489
gin,2008,55670498.06758
gin,2009,414058705.54606
gin,2010,301523167.01462
gin,2011,947127105.96962
gin,2012,762924793.39468
gin,2013,853882934.80279
gin,2014,983969561.32593
gin,2015,654264223.61314
gin,2016,840496671.43721
gin,2017,980319295.40243
gin,2018,1242328572.91057
gin,2019,1379136556.90392
gin,2020,1499116032.51595
gmb,1964,5850000
gmb,1965,7950000
gmb,1966,9450000
gmb,1967,8370000
gmb,1968,6550000
gmb,1969,5990000
