geo,time,fi_res_totl_cd
are,1992,5977160986.47751
are,1993,6415331634.69035
are,1994,6963509610.43122
are,1995,7778376180.61089
are,1996,8350159123.92297
are,1997,8603051266.48806
are,1998,9305872456.3249
are,1999,10790300349.0117
are,2000,13631620189.1667
are,2001,14256130113.4802
are,2002,15355431325.3937
are,2003,15087811903.6616
are,2004,18529923697.6481
are,2005,21010295842.2662
are,2006,27617445822.5769
are,2007,77238765358.11581
are,2008,31694454694.0486
are,2009,26104201597.7902
are,2010,32785291883.4009
are,2011,37269318422.5758
are,2012,47035150430.9523
are,2013,68202650660.2746
are,2014,78424381665.0826
are,2015,93929134196.4176
are,2016,85390832746.30782
are,2017,95377648625.51601
are,2018,99503335478.74519
are,2019,108359358451.761
are,2020,106701571777.291
are,2021,131116705892.304
arg,1960,527233600
arg,1961,386407550
arg,1962,114741240
arg,1963,269807440
arg,1964,153293600
arg,1965,236095840
arg,1966,216174480
arg,1967,727208400
arg,1968,780833300
arg,1969,538310000
arg,1970,681788410
arg,1971,304314527.12496
arg,1972,572449755.1754
arg,1973,1597255505.79734
arg,1974,1889579481.31192
arg,1975,848224746.10848
arg,1976,1983316224.28095
arg,1977,3843942355.42708
arg,1978,5933322541.78131
arg,1979,11626505760.127
arg,1980,9296756057.32018
arg,1981,5006226776.17427
arg,1982,4503960609.47172
arg,1983,2840273965.03204
arg,1984,2590505132.02895
arg,1985,4702644000
arg,1986,4427405700
arg,1987,3733969300
arg,1988,5157480786.56928
arg,1989,3216875257.73386
arg,1990,6222040362.99099
arg,1991,7462543636.08691
arg,1992,11447031156.7334
arg,1993,15499431243.972
arg,1994,16003265688.189
arg,1995,15979453701.6387
arg,1996,19719017351.0624
arg,1997,22424600096.7817
arg,1998,24855741222.2541
arg,1999,26350163486.3723
arg,2000,25152117244.4134
arg,2001,14555552759.6102
arg,2002,10492424818.7375
arg,2003,14157284136.3645
arg,2004,19659591803.9788
arg,2005,28081718501.5579
arg,2006,32022297112.9806
arg,2007,46149456855.7802
arg,2008,46385380206.98009
arg,2009,48006988635.32529
arg,2010,52207549724.0928
arg,2011,46265800525.8807
arg,2012,43223270863.843
arg,2013,30533919650.6264
arg,2014,31410813269.5239
arg,2015,25520565580.4894
arg,2016,38414518491.6132
arg,2017,55314409205.21889
arg,2018,66221501691.4418
arg,2019,44880566052.3703
arg,2020,39403734630.1228
arg,2021,39653498610.7828
arm,1992,1293750.05156
arm,1993,13586867.79235
arm,1994,36108082.69088
arm,1995,111182285.17321
arm,1996,168201671.08215
arm,1997,239225950.40288
arm,1998,293162998.65843
arm,1999,303511811.18104
arm,2000,314200332.80221
arm,2001,329632780.09114
arm,2002,430974325.40101
arm,2003,501977062.05994
arm,2004,547758869.58233
arm,2005,669480407.70141
arm,2006,1071917964.48804
arm,2007,1659090453.02799
arm,2008,1406800823.43428
arm,2009,2003623407.8546
arm,2010,1865824296.86233
arm,2011,1932471998.58389
arm,2012,1799374398.90816
arm,2013,2251610255.35403
arm,2014,1489443370.96659
arm,2015,1775293493.7543
arm,2016,2204113991.25512
arm,2017,2314113951.27386
arm,2018,2259321868.53197
arm,2019,2849645182.4783
arm,2020,2615530571.20173
arm,2021,3214895483.7389
atg,1975,7315757.08014
atg,1976,9665925.92599
atg,1977,5103703.70374
atg,1978,5973333.33337
atg,1979,11232962.96304
atg,1980,7816666.66672
atg,1981,7336296.29636
atg,1982,8520000
atg,1983,9930000
atg,1984,15440000
atg,1985,16580000
atg,1986,28260000
atg,1987,25600000
atg,1988,28030000
atg,1989,28070000
atg,1990,27500000
atg,1991,32540000
atg,1992,50520000
atg,1993,37806867.79235
atg,1994,45808258.35799
atg,1995,59438706.34194
atg,1996,47738676.62115
atg,1997,50698392.34057
atg,1998,59367608.18028
atg,1999,69730255.83517
atg,2000,63558884.52849
atg,2001,79718831.04022
atg,2002,87648341.46248
atg,2003,113767366.73107
atg,2004,120139161.91264
atg,2005,127320746.17633
atg,2006,142632588.75223
atg,2007,143848808.51
atg,2008,138022502.55788
atg,2009,127860399.42943
atg,2010,136600155.26442
atg,2011,147868733.57776
atg,2012,162045101.99645
atg,2013,202580586.96929
atg,2014,297046137.54193
atg,2015,355728253.38361
atg,2016,330090979.26503
atg,2017,313645370.80895
atg,2018,328659747.50255
atg,2019,279133212.7137
atg,2020,221808945.85044
atg,2021,324149017.72342
aus,1960,892782000
aus,1961,1320041500
aus,1962,1358960800
aus,1963,1842726000
aus,1964,1906895200
aus,1965,1565328400
aus,1966,1569256000
aus,1967,1365680000
aus,1968,1493121700
aus,1969,1262842800
aus,1970,1708729730
aus,1971,3357977441.39118
aus,1972,6339772676.22443
aus,1973,6213814800.04454
aus,1974,5329033239.41445
aus,1975,3989818897.21656
aus,1976,3862096210.08846
aus,1977,3319307782.79878
aus,1978,3822366656.88824
aus,1979,5486014814.34888
aus,1980,6366460013.12232
aus,1981,4824242557.36492
aus,1982,9995391402.50795
aus,1983,11987781859.6967
aus,1984,9886483620.48084
aus,1985,8361034036.62566
aus,1986,10346341271.7329
aus,1987,12583630026.5048
aus,1988,16852981546.3693
aus,1989,16961258792.9022
aus,1990,19318743724.0756
aus,1991,19339711736.47169
aus,1992,13852416773.1173
aus,1993,14188550691.4828
aus,1994,14313163752.8351
aus,1995,14951886130.3736
aus,1996,17402141301.7261
aus,1997,17588261223.5229
aus,1998,15377553384.6145
aus,1999,21955814712.2324
aus,2000,18821546023.5147
aus,2001,18663980677.4372
aus,2002,21567012300.1784
aus,2003,33258076239.1012
aus,2004,36925537509.3118
aus,2005,43257063108.6614
aus,2006,55078716457.7347
aus,2007,26907894338.8501
aus,2008,32923506492.0435
aus,2009,41742190606.7948
aus,2010,42267797177.4333
aus,2011,46714016758.38609
aus,2012,49138172006.1935
aus,2013,52837027749.61449
aus,2014,53910325023.2378
aus,2015,45406035070.596
aus,2016,52480791522.7773
aus,2017,65653718118.1818
aus,2018,53909533420.3007
aus,2019,57994685703.4779
aus,2020,42544629264.9892
aus,2021,57877502314.3513
aut,1960,720945600
aut,1961,847058100
aut,1962,1081957340
aut,1963,1229910840
aut,1964,1319442160
aut,1965,1314046080
aut,1966,1336543420
aut,1967,1488335600
aut,1968,1650819000
aut,1969,1541024000
aut,1970,1805764300
aut,1971,2455021251.70296
aut,1972,3280220048.61509
aut,1973,4335902626.19018
aut,1974,6428287967.073
aut,1975,6510895769.23949
aut,1976,6374077148.29675
aut,1977,6813640726.05985
aut,1978,9804525357.23644
aut,1979,14883522738.0883
aut,1980,17725433544.0942
aut,1981,13676529640.2529
aut,1982,14949075030.3479
aut,1983,12575296676.6522
aut,1984,10759891540.7682
aut,1985,11678513739.8946
aut,1986,14426653335.3039
aut,1987,17768883013.4546
aut,1988,16043317040.0277
aut,1989,16881871851.2892
aut,1990,17227717542.1462
aut,1991,17414573769.7864
aut,1992,19025543787.0186
aut,1993,21878103248.0458
aut,1994,23852061060.4833
aut,1995,23368742794.5262
aut,1996,26833509076.32669
aut,1997,22021086580.2563
aut,1998,25207674037.33369
aut,1999,18923059530.5772
aut,2000,17649557521.9085
aut,2001,15598207438.845
aut,2002,13182007409.347
aut,2003,12729301826.6791
aut,2004,12188419360.202
aut,2005,11827977057.728
aut,2006,12911210327.5257
aut,2007,18193955715.2108
aut,2008,16741449884.8454
aut,2009,17903949014.9959
aut,2010,22241623425.0213
aut,2011,24768999165.179
aut,2012,27211429627.7746
aut,2013,23316756962.0136
aut,2014,25001493235.2233
aut,2015,22239731667.636
aut,2016,23255493380.5846
aut,2017,21565331649.2621
aut,2018,23190665221.0656
aut,2019,23616397437.8114
aut,2020,30439562425.1269
aut,2021,33957000220.5267
aze,1992,0
aze,1993,590075.58469
aze,1994,2034228.47621
aze,1995,120884190.93173
aze,1996,213661231.43248
aze,1997,467319243.46937
aze,1998,448540667.45741
aze,1999,672589591.85964
aze,2000,679605504.08201
aze,2001,724979353.94087
aze,2002,720471772.46967
aze,2003,802839749.21413
aze,2004,1075084292.67504
aze,2005,1177743664.23387
aze,2006,2500372956.08952
aze,2007,4273114882.33472
aze,2008,6467239211.36657
aze,2009,5363850354.15113
aze,2010,6409059730.22349
aze,2011,10273925784.8398
aze,2012,11277345749.0186
aze,2013,15175667724.097
aze,2014,15816416601.3299
aze,2015,7319394112.32726
aze,2016,6573862903.11433
aze,2017,6680532216.7134
aze,2018,6665989936.45047
aze,2019,7042996709.93734
aze,2020,7633754109.94894
aze,2021,8307278146.32028
bdi,1964,12678000
bdi,1965,9220000
bdi,1966,7040000
bdi,1967,5050000
bdi,1968,2950265.9
bdi,1969,7453827.2
bdi,1970,15395912.57
bdi,1971,17727076.90399
bdi,1972,18549238.23855
bdi,1973,21591190.30877
bdi,1974,14367912.04332
bdi,1975,30847714.15905
bdi,1976,49159844.23301
bdi,1977,95905709.78334
bdi,1978,83359466.46914
bdi,1979,96725113.65733
bdi,1980,104654105.62046
bdi,1981,68145841.39283
bdi,1982,37357560.7551
bdi,1983,33509004.71633
bdi,1984,25040939.79988
bdi,1985,35103931.43409
bdi,1986,75804855.84492
bdi,1987,69068852.0227
bdi,1988,76449554.61817
bdi,1989,106526906.43241
bdi,1990,111668438.44546
bdi,1991,147473748.75013
bdi,1992,179911767.28451
bdi,1993,169711841.57705
bdi,1994,211303503.34012
bdi,1995,216108467.5427
bdi,1996,145960526.57745
bdi,1997,118039205.61147
bdi,1998,70480623.68398
bdi,1999,52981473.91197
bdi,2000,37646865.16512
bdi,2001,17974678.24012
bdi,2002,59105712.3093
bdi,2003,67366291.27266
bdi,2004,66173617.25083
bdi,2005,100575245.80851
bdi,2006,131138494.75974
bdi,2007,177130962.89546
bdi,2008,266537169.93856
bdi,2009,323088641.07818
bdi,2010,332085022.47192
bdi,2011,295447213.8882
bdi,2012,308757013.64755
bdi,2013,329308184.1263
bdi,2014,317139256.45643
bdi,2015,136134382.17626
bdi,2016,95158477.53063
bdi,2017,97402580.42555
bdi,2018,68126200.77145
bdi,2019,111373704.05354
bdi,2020,90319165.53916
bdi,2021,266164087.47018
bel,1960,1526945820.56682
bel,1961,1819222317.90635
bel,1962,1756067570.04839
bel,1963,1973351171.09007
bel,1964,2227003946.66195
bel,1965,2339311318.17963
bel,1966,2357973397.68836
bel,1967,2597706013.79266
bel,1968,2486675901.58664
bel,1969,2395121264.48792
bel,1970,2946532105.06856
bel,1971,3721848718.73862
bel,1972,5028350688.4736
bel,1973,8052357419.36886
bel,1974,11403306216.9486
bel,1975,9983533481.28289
bel,1976,9173446261.19913
bel,1977,10958484438.8751
bel,1978,13591056962.6926
bel,1979,22959057237.077
bel,1980,27973532283.2125
bel,1981,18539741073.8592
bel,1982,19545394587.8802
bel,1983,17754310163.1005
bel,1984,15102823617.199
bel,1985,16026466437.3861
bel,1986,18899783761.008
bel,1987,25898989384.3385
bel,1988,23145049665.9574
bel,1989,22886849283.09489
bel,1990,23788895634.12469
bel,1991,22868663721.0973
bel,1992,22146931620.7312
bel,1993,21197694511.7278
bel,1994,23474024353.9273
bel,1995,24120462999.84069
bel,1996,22609776070.2498
bel,1997,20635950073.3992
bel,1998,21012750278.4705
bel,1999,13346240662.3449
bel,2000,12271745172.0013
bel,2001,13560301157.335
bel,2002,14697923742.2018
bel,2003,14448826871.3605
bel,2004,13990812128.097
bel,2005,11996383512.5918
bel,2006,13436681104.3321
bel,2007,16485311239.2755
bel,2008,15680647981.365
bel,2009,23861674312.7944
bel,2010,26779063929.1966
bel,2011,29114266148.2487
bel,2012,30768939403.7022
bel,2013,26946175032.3354
bel,2014,25444391272.9201
bel,2015,24101851039.0629
bel,2016,23480922147.456
bel,2017,26151437584.4711
bel,2018,26856799008.9529
bel,2019,28969986952.2765
bel,2020,33296227564.694
bel,2021,41872371153.49689
bgd,1972,270471434.77789
bgd,1973,143195868.26889
bgd,1974,138200000
bgd,1975,148263262.41257
bgd,1976,288917105.66709
bgd,1977,241498645.51987
bgd,1978,321264479.58015
bgd,1979,413645589.08729
bgd,1980,331184644.40916
bgd,1981,159682645.46537
bgd,1982,208528928.65214
bgd,1983,545881210.09342
bgd,1984,408085833.85091
bgd,1985,356198543.65554
bgd,1986,434858727.39668
bgd,1987,876251489.00768
bgd,1988,1076508569.83226
bgd,1989,532096252.28796
bgd,1990,659565596.02936
bgd,1991,1307945065.4143
bgd,1992,1853480850.25527
bgd,1993,2446571611.35799
bgd,1994,3174800835.43058
bgd,1995,2376175210.15567
bgd,1996,1869479672.24747
bgd,1997,1610776837.04072
bgd,1998,1935771266.13791
bgd,1999,1634375949.12566
bgd,2000,1515788656.4122
bgd,2001,1305630681.37667
bgd,2002,1721734791.67036
bgd,2003,2624623706.05726
bgd,2004,3221759632.85791
bgd,2005,2825004863.68236
bgd,2006,3877163419.29565
bgd,2007,5277479281.25889
bgd,2008,5787356027.0945
bgd,2009,10341543873.7537
bgd,2010,11174828666.9521
bgd,2011,9174749651.12681
bgd,2012,12754226899.6072
bgd,2013,18087689200.062
bgd,2014,22319788312.47969
bgd,2015,27493077971.9949
bgd,2016,32283838538.9037
bgd,2017,33431482893.1712
bgd,2018,32028383716.59489
bgd,2019,32696936140.2925
bgd,2020,43171735335.80009
bgd,2021,46165532457.1555
bgr,1991,670207829.90459
bgr,1992,1241109201.35232
bgr,1993,1052450306.21187
bgr,1994,1396927155.27122
bgr,1995,1635187896.10957
bgr,1996,864262294.00718
bgr,1997,2485359967.63859
bgr,1998,3056953865.99045
bgr,1999,3264673603.2394
bgr,2000,3507198891.18447
bgr,2001,3646131847.83262
bgr,2002,4846429934.1631
bgr,2003,6825720112.56369
bgr,2004,9337108132.85169
bgr,2005,8697081081.81402
bgr,2006,11756001867.2857
bgr,2007,17544560019.9979
bgr,2008,17930378434.4521
bgr,2009,18522121029.1316
bgr,2010,17223204558.801
bgr,2011,17215731650.4487
bgr,2012,20507099695.0265
bgr,2013,19883353048.1463
bgr,2014,20129698078.34669
bgr,2015,22153050488.9051
bgr,2016,25176065815.9197
bgr,2017,28375830876.2926
bgr,2018,28711039864.6649
bgr,2019,27901750798.61589
bgr,2020,37860001348.6185
bgr,2021,39187742752.2235
bhr,1965,22700000
bhr,1966,21545600
bhr,1967,28342400
bhr,1968,51630300
bhr,1969,67942400
bhr,1970,71656690
bhr,1971,96340310
bhr,1972,98895593.47236
bhr,1973,90619113.44534
bhr,1974,175720924.29445
bhr,1975,310517289.7628
bhr,1976,456619581.36946
bhr,1977,528660973.35627
bhr,1978,527347411.35471
bhr,1979,690672790.51847
bhr,1980,1041823487.37737
bhr,1981,1603748400.16345
bhr,1982,1603323223.25702
bhr,1983,1483581781.69414
bhr,1984,1348689378.04276
bhr,1985,1708764499.12127
bhr,1986,1548021883.66176
bhr,1987,1221128525.51462
bhr,1988,1313227478.60344
bhr,1989,1110178756.53797
bhr,1990,1292613497.46056
bhr,1991,1567656863.35093
bhr,1992,1448449006.73065
bhr,1993,1360774758.84121
bhr,1994,1227157593.41565
bhr,1995,1337941165.96901
bhr,1996,1373829388.7828
bhr,1997,1333801422.74692
bhr,1998,1122372720.21103
bhr,1999,1412574532.29933
bhr,2000,1605306697.72147
bhr,2001,1725453561.44655
bhr,2002,1777159820.10789
bhr,2003,1840973997.58307
bhr,2004,2006203184.74825
bhr,2005,2051923931.62393
bhr,2006,2895643505.16612
bhr,2007,4342187749.57618
bhr,2008,4050919098.60005
bhr,2009,4008299045.06264
bhr,2010,5299463737.03106
bhr,2011,4774194828.72022
bhr,2012,5454261306.9061
bhr,2013,5527718440.19013
bhr,2014,6229406002.51976
bhr,2015,3546207932.19981
bhr,2016,2611989314.00794
bhr,2017,2823123079.34137
bhr,2018,2334278370.00967
bhr,2019,3902650742.43906
bhr,2020,2523073657.45375
bhr,2021,4993195962.86458
bhs,1968,44400000
bhs,1969,26070000
bhs,1970,21680000
bhs,1971,29500000
bhs,1972,37060000
bhs,1973,43150000
bhs,1974,49791749.35859
bhs,1975,53283293.06953
bhs,1976,47419157.56272
bhs,1977,68502133.00237
bhs,1978,61011359.6372
bhs,1979,86298283.6252
bhs,1980,92269277.88023
bhs,1981,100205503.19483
bhs,1982,113488532.44093
bhs,1983,121973941.27893
bhs,1984,161141024.7222
bhs,1985,182475237.25835
bhs,1986,231498467.82381
bhs,1987,170115271.74453
bhs,1988,172036083.48697
bhs,1989,146838360.44892
bhs,1990,158165375.36811
bhs,1991,181313537.59888
bhs,1992,155332535.37201
bhs,1993,172283366.87449
bhs,1994,176619981.95628
bhs,1995,179199375.08176
bhs,1996,171391392.40069
bhs,1997,227046333.54561
bhs,1998,346518164.92189
bhs,1999,410499712.19793
bhs,2000,349644583.1607
bhs,2001,319252843.72816
bhs,2002,380645829.41791
bhs,2003,491108558.1631
bhs,2004,674401942.81206
bhs,2005,586297936.22617
bhs,2006,461331327.06299
bhs,2007,464482895.39389
bhs,2008,567909087.74454
bhs,2009,1009823819.80338
bhs,2010,1044153800.49774
bhs,2011,1070217424.65299
bhs,2012,846941347.75579
bhs,2013,807408405.00746
bhs,2014,874337064.77897
bhs,2015,895475136.25196
bhs,2016,1001933945.18353
bhs,2017,1413972940.85571
bhs,2018,1345344674.14449
bhs,2019,1757782753.50028
bhs,2020,2382077961.01193
bih,1997,80406088.86207
bih,1998,174530374.66396
bih,1999,452403157.49156
bih,2000,496626475.4249
bih,2001,1233132927.04398
bih,2002,1336266925.26078
bih,2003,1813519793.37355
bih,2004,2427266571.09408
bih,2005,2547614646.93943
bih,2006,3671010361.24337
bih,2007,5041780928.68635
bih,2008,4479825860.3902
bih,2009,4575111866.53329
bih,2010,4411161779.56729
bih,2011,4247540639.15232
bih,2012,4389987070.5025
bih,2013,4984005030.66019
bih,2014,4860208933.35914
bih,2015,4790984890.64006
bih,2016,5136418168.10228
bih,2017,6473729518.60968
bih,2018,6808433501.27296
bih,2019,7207699940.37337
bih,2020,8707117939.31002
bih,2021,9475044026.14548
blr,1994,100987552.59076
blr,1995,377020387.88176
blr,1996,469150024.05359
blr,1997,393699160.77339
blr,1998,702756649.05935
blr,1999,294270277.25056
blr,2000,350495841.3
blr,2001,390676493.5288
blr,2002,687361275.14858
blr,2003,636538852.30909
blr,2004,836974642.74132
blr,2005,1341819426.53214
blr,2006,1386410520.73254
blr,2007,4178575862.32941
blr,2008,3063153364.72563
blr,2009,5640214197.2805
blr,2010,5025440611.53055
blr,2011,7863285897.42622
blr,2012,8094992776.16545
blr,2013,6654216939.69032
blr,2014,5067715364.28753
blr,2015,4172797260.41231
blr,2016,4907608003.26984
blr,2017,7315236708.5196
blr,2018,7157559690.48716
blr,2019,9393817368.90426
blr,2020,7468343228.01747
blr,2021,8424740406.10705
blz,1976,5490665.5871
blz,1977,8020500
blz,1978,13978000
blz,1979,10463000
blz,1980,12675500
blz,1981,10334500
blz,1982,9837496.64181
blz,1983,9305511.47699
blz,1984,6072200.27825
blz,1985,14812996.72949
blz,1986,26897012.7343
blz,1987,36414762.30334
blz,1988,51657192.87858
blz,1989,59880053.35506
blz,1990,69781501.89925
blz,1991,53016557.66783
blz,1992,52942515.77818
blz,1993,38746495.10167
blz,1994,34521492.18168
blz,1995,37608482.6699
blz,1996,58401982.78437
blz,1997,59415503.24722
blz,1998,44084978.80457
blz,1999,71305511.29104
blz,2000,122898988.20273
blz,2001,112041498.81103
blz,2002,114506518.22321
blz,2003,84684001.23029
blz,2004,48253483.79204
blz,2005,71357473.86455
blz,2006,113721680.97654
blz,2007,108512535.02095
blz,2008,166162897.20763
blz,2009,213683331.63322
blz,2010,217999757.44109
blz,2011,237114250.35198
blz,2012,288924768.78487
blz,2013,402752296.21301
blz,2014,486876774.5417
blz,2015,437151657.93858
blz,2016,376735092.70548
blz,2017,312140148.19432
blz,2018,294468435.05729
blz,2019,277578761.13672
blz,2020,348090076.01987
blz,2021,420102782.49948
bol,1960,6715418.4
bol,1961,7404270.65
bol,1962,4005989.98
bol,1963,10404576.44
bol,1964,22546124.32
bol,1965,36572986.48
bol,1966,41219613.49
bol,1967,37943132.8
bol,1968,41648875.1
bol,1969,42066867.2
bol,1970,46379966.09
bol,1971,56353201.33902
bol,1972,70587990.76683
bol,1973,100471229.42434
bol,1974,252272315.66262
bol,1975,196963507.55576
bol,1976,206830669.18196
bol,1977,310364752.96421
bol,1978,315441347.09824
bol,1979,527840704
bol,1980,553358366
bol,1981,429267402.05692
bol,1982,562569850.17281
bol,1983,508816422.2755
bol,1984,533100460.18279
bol,1985,492491229.18278
bol,1986,513310580.53857
bol,1987,530316463.41068
bol,1988,472580567.91584
bol,1989,563347083
bol,1990,510931171.63983
bol,1991,422359443.14944
bol,1992,479572082.59705
bol,1993,572438127.38155
bol,1994,793388690.27235
bol,1995,1005482847.42788
bol,1996,1301661210.80997
bol,1997,1359051283.44007
bol,1998,1218866920.23489
bol,1999,1248580099.5968
bol,2000,1184108227.67537
bol,2001,1146023735.30062
bol,2002,892729137.78995
bol,2003,1096941369.79827
bol,2004,1271422924.68151
bol,2005,1794984952.8082
bol,2006,3193982720.12098
bol,2007,5313631986.14594
bol,2008,7719766413.099
bol,2009,8574579206.49636
bol,2010,9730683978.92495
bol,2011,11994673114.8231
bol,2012,13924289443.08
bol,2013,14429068711.3771
bol,2014,15129277524.0077
bol,2015,13049620686.0687
bol,2016,10053627485.0797
bol,2017,10245969449.6731
bol,2018,8929614182.53614
bol,2019,6455449941.6788
bol,2020,5247234668.79635
bol,2021,4730168839.86019
bra,1960,432848800
bra,1961,471156150
bra,1962,336000900
bra,1963,355042320
bra,1964,245487600
bra,1965,484251120
bra,1966,425796620
bra,1967,200149600
bra,1968,266422900
bra,1969,656773200
bra,1970,1189904670
bra,1971,1753865277.94277
bra,1972,4218805676.74583
bra,1973,6508867084.0128
bra,1974,5463238279.69263
bra,1975,4166486431.37877
bra,1976,6666854181.77382
bra,1977,7441920872.37625
bra,1978,12190033177.1808
bra,1979,9838705354.82902
bra,1980,6875231542.0342
bra,1981,7479607844.25765
bra,1982,3997356017.94856
bra,1983,4561475256.47813
bra,1984,11960814096.9956
bra,1985,11617955161.6872
bra,1986,8184181031.96702
bra,1987,8134599725.9388
bra,1988,9114472122.65344
bra,1989,9678276000
bra,1990,9997591007.59699
bra,1991,9391631540.11071
bra,1992,23750647504.125
bra,1993,32247610989.3312
bra,1994,38810777748.0861
bra,1995,51842389630.8018
bra,1996,60152476087.583
bra,1997,52208520617.4322
bra,1998,44487193726.0979
bra,1999,36342324443.4703
bra,2000,33015297295.6899
bra,2001,35866445530.2453
bra,2002,37832146718.419
bra,2003,49297286966.3089
bra,2004,52934865185.6722
bra,2005,53799284976.6775
bra,2006,85842861115.1295
bra,2007,180333622535.832
bra,2008,193783363540.64896
bra,2009,238539464848.44101
bra,2010,288574623536.62201
bra,2011,352010222755.82898
bra,2012,373160977539.73199
bra,2013,358816422466.11798
bra,2014,363570226084.66095
bra,2015,356464980327.48798
bra,2016,364984039092.45599
bra,2017,373955518686.48694
bra,2018,374709673447.828
bra,2019,356886386911.979
bra,2020,355614251456.14001
bra,2021,362210079181.31696
brb,1966,12110000
brb,1967,9250000
brb,1968,15520000
brb,1969,12470000
brb,1970,16580000
brb,1971,18860581.94852
brb,1972,27988871.94526
brb,1973,32374267.45371
brb,1974,39152392.38681
brb,1975,39579071.44185
brb,1976,27977462.33577
brb,1977,37006128.47684
brb,1978,59836293.03412
brb,1979,66117378.5209
brb,1980,80572814.89222
brb,1981,102966357.51625
brb,1982,124370268.88938
brb,1983,125586462.5829
brb,1984,134385154.86209
brb,1985,141755187.66257
brb,1986,154080958.87688
brb,1987,148145896.98952
brb,1988,137948751.8909
brb,1989,111894937.65133
brb,1990,117535619.35383
brb,1991,87245215.49443
brb,1992,139962500.72188
brb,1993,150453016.88519
brb,1994,195765859.52178
brb,1995,219099891.12985
brb,1996,289685885.66531
brb,1997,264917582.83321
brb,1998,365945246.43946
brb,1999,301944450.75495
brb,2000,472693479.36324
brb,2001,690373663.97056
