geo,time,st_int_arvl
mlt,2001,1439000
mlt,2002,1483000
mlt,2003,1512000
mlt,2004,1428000
mlt,2005,1484000
mlt,2006,1521000
mlt,2007,1723000
mlt,2008,1832000
mlt,2009,1608000
mlt,2010,1815000
mlt,2011,1916000
mlt,2012,2007000
mlt,2013,2013000
mlt,2014,2162000
mlt,2015,2383000
mlt,2016,2592000
mlt,2017,2944000
mlt,2018,3232000
mlt,2019,3519000
mlt,2020,718000
mmr,1995,194000
mmr,1996,490000
mmr,1997,491000
mmr,1998,478000
mmr,1999,435000
mmr,2000,416000
mmr,2001,475000
mmr,2002,487000
mmr,2003,597000
mmr,2004,657000
mmr,2005,660000
mmr,2006,630000
mmr,2007,716000
mmr,2008,731000
mmr,2009,763000
mmr,2010,792000
mmr,2011,816000
mmr,2012,1059000
mmr,2013,2044000
mmr,2014,3081000
mmr,2015,4681000
mmr,2016,2907000
mmr,2017,3443000
mmr,2018,3551000
mmr,2019,4364000
mmr,2020,903000
mne,2002,136000
mne,2003,142000
mne,2004,188000
mne,2005,272000
mne,2006,378000
mne,2007,984000
mne,2008,1031000
mne,2009,1044000
mne,2010,1088000
mne,2011,1201000
mne,2012,1264000
mne,2013,1324000
mne,2014,1350000
mne,2015,1560000
mne,2016,1662000
mne,2017,1877000
mne,2018,2077000
mne,2019,2510000
mne,2020,351000
mng,1995,108000
mng,1996,71000
mng,1997,82000
mng,1998,197000
mng,1999,160000
mng,2000,158000
mng,2001,192000
mng,2002,235000
mng,2003,205000
mng,2004,305000
mng,2005,345000
mng,2006,408000
mng,2007,455000
mng,2008,469000
mng,2009,465000
mng,2010,557000
mng,2011,627000
mng,2012,624000
mng,2013,515000
mng,2014,506000
mng,2015,467000
mng,2016,471000
mng,2017,543000
mng,2018,598000
mng,2019,637000
mng,2020,66900.00153
mnp,1995,676000
mnp,1996,736000
mnp,1997,695000
mnp,1998,490000
mnp,1999,502000
mnp,2000,529000
mnp,2001,444000
mnp,2002,476000
mnp,2003,459000
mnp,2004,536000
mnp,2005,507000
mnp,2006,436000
mnp,2007,389000
mnp,2008,397000
mnp,2009,354000
mnp,2010,379000
mnp,2011,341000
mnp,2012,401000
mnp,2013,439000
mnp,2014,460000
mnp,2015,479000
mnp,2016,531000
mnp,2017,660000
mnp,2018,518000
mnp,2019,487000
moz,2001,404000
moz,2002,943000
moz,2003,726000
moz,2004,711000
moz,2005,954000
moz,2006,1095000
moz,2007,1259000
moz,2008,1439000
moz,2009,1711000
moz,2010,1836000
moz,2011,2013000
moz,2012,2206000
moz,2013,1970000
moz,2014,1751000
moz,2015,1634000
moz,2016,1715000
moz,2017,1514000
moz,2018,2870000
moz,2019,2033000
mrt,1999,24000
mrt,2000,30000
mus,1995,437000
mus,1996,509000
mus,1997,558000
mus,1998,579000
mus,1999,600000
mus,2000,678000
mus,2001,675000
mus,2002,709000
mus,2003,721000
mus,2004,739000
mus,2005,782000
mus,2006,807000
mus,2007,933000
mus,2008,970000
mus,2009,890000
mus,2010,956000
mus,2011,983000
mus,2012,984000
mus,2013,1015000
mus,2014,1065000
mus,2015,1174000
mus,2016,1307000
mus,2017,1371000
mus,2018,1431000
mus,2019,1418000
mus,2020,316000
mwi,1995,192000
mwi,1996,194000
mwi,1997,207000
mwi,1998,220000
mwi,1999,254000
mwi,2000,228000
mwi,2001,266000
mwi,2002,383000
mwi,2003,424000
mwi,2004,427000
mwi,2005,438000
mwi,2006,638000
mwi,2007,735000
mwi,2008,742000
mwi,2009,755000
mwi,2010,746000
mwi,2011,767000
mwi,2012,770000
mwi,2013,795000
mwi,2014,819000
mwi,2015,805000
mwi,2016,849000
mwi,2017,837000
mwi,2018,871000
mys,1995,7469000
mys,1996,7138000
mys,1997,6211000
mys,1998,5551000
mys,1999,7931000
mys,2000,10222000
mys,2001,12775000
mys,2002,13292000
mys,2003,10577000
mys,2004,15703000
mys,2005,16431000
mys,2006,17547000
mys,2007,20973000
mys,2008,22052000
mys,2009,23646000
mys,2010,24577000
mys,2011,24714000
mys,2012,25033000
mys,2013,25715000
mys,2014,27437000
mys,2015,25721000
mys,2016,26757000
mys,2017,25948000
mys,2018,25832000
mys,2019,26101000
mys,2020,4333000
nam,1995,421000
nam,1996,560000
nam,1997,610000
nam,1998,681000
nam,1999,694000
nam,2000,759000
nam,2001,700000
nam,2002,799000
nam,2003,739000
nam,2004,986000
nam,2005,856000
nam,2006,961000
nam,2007,1048000
nam,2008,1079000
nam,2009,1100000
nam,2010,1114000
nam,2011,1163000
nam,2012,1245000
nam,2013,1327000
nam,2014,1429000
nam,2015,1488000
nam,2016,1551000
nam,2017,1581000
nam,2018,1639000
nam,2019,1651000
nam,2020,187100.0061
ncl,1995,86000
ncl,1996,91000
ncl,1997,105000
ncl,1998,104000
ncl,1999,100000
ncl,2000,110000
ncl,2001,101000
ncl,2002,104000
ncl,2003,102000
ncl,2004,100000
ncl,2005,101000
ncl,2006,100000
ncl,2007,103000
ncl,2008,104000
ncl,2009,99000
ncl,2010,99000
ncl,2011,112000
ncl,2012,112000
ncl,2013,108000
ncl,2014,107000
ncl,2015,114000
ncl,2016,116000
ncl,2017,121000
ncl,2018,120000
ncl,2019,130000
ncl,2020,31000
ner,1995,35000
ner,1996,68000
ner,1997,68000
ner,1998,41000
ner,1999,39000
ner,2000,50000
ner,2001,52000
ner,2002,39000
ner,2003,55000
ner,2004,57000
ner,2005,58000
ner,2006,60000
ner,2007,48000
ner,2008,73000
ner,2009,66000
ner,2010,74000
ner,2011,82000
ner,2012,94000
ner,2013,123000
ner,2014,135000
ner,2015,135000
ner,2016,152000
ner,2017,164000
ner,2018,157000
ner,2019,192000
ner,2020,85000
nga,1995,1031000
nga,1996,1230000
nga,1997,1292000
nga,1998,1357000
nga,1999,1425000
nga,2000,1492000
nga,2001,1753000
nga,2002,2046000
nga,2003,2253000
nga,2004,2646000
nga,2005,2778000
nga,2006,3056000
nga,2007,5239000
nga,2008,5820000
nga,2009,6053000
nga,2010,6113000
nga,2011,3765000
nga,2012,4673000
nga,2013,4038000
nga,2014,4803000
nga,2015,6017000
nga,2016,5265000
nic,1995,341000
nic,1996,388000
nic,1997,453000
nic,1998,483000
nic,1999,530000
nic,2000,581000
nic,2001,584000
nic,2002,579000
nic,2003,646000
nic,2004,735000
nic,2005,804000
nic,2006,891000
nic,2007,978000
nic,2008,1011000
nic,2009,1010000
nic,2010,1071000
nic,2011,1122000
nic,2012,1233000
nic,2013,1273000
nic,2014,1390000
nic,2015,1456000
nic,2016,1596000
nic,2017,1958000
nic,2018,1412000
nic,2019,1455000
nic,2020,474000
nld,1995,6574000
nld,1996,6580000
nld,1997,7841000
nld,1998,9312000
nld,1999,9874000
nld,2000,10003000
nld,2001,9500000
nld,2002,9595000
nld,2003,9181000
nld,2004,9646000
nld,2005,10012000
nld,2006,10739000
nld,2007,11008000
nld,2008,10104000
nld,2009,9921000
nld,2010,10883000
nld,2011,11300000
nld,2012,11680000
nld,2013,12783000
nld,2014,13925000
nld,2015,15007000
nld,2016,15828000
nld,2017,17924000
nld,2018,18780000
nld,2019,20129000
nld,2020,7265000
nld_curacao,1995,396000
nld_curacao,1996,387000
nld_curacao,1997,422000
nld_curacao,1998,437000
nld_curacao,1999,433000
nld_curacao,2000,514000
nld_curacao,2001,519000
nld_curacao,2002,545000
nld_curacao,2003,508000
nld_curacao,2004,452000
nld_curacao,2005,510000
nld_curacao,2006,572000
nld_curacao,2007,664000
nld_curacao,2008,773000
nld_curacao,2009,808000
nld_curacao,2010,762000
nld_curacao,2011,837000
nld_curacao,2012,908000
nld_curacao,2013,1071000
nld_curacao,2014,1129000
nld_curacao,2015,1072000
nld_curacao,2016,944000
nld_curacao,2017,1058000
nld_curacao,2018,1210000
nld_curacao,2019,1293000
nor,1995,2880000
nor,1996,2746000
nor,1997,2702000
nor,1998,3256000
nor,1999,3223000
nor,2000,3104000
nor,2001,3073000
nor,2002,3111000
nor,2003,3269000
nor,2004,3628000
nor,2005,3824000
nor,2006,4070000
nor,2007,4377000
nor,2008,4347000
nor,2009,4346000
nor,2010,4767000
nor,2011,4963000
nor,2012,4538000
nor,2013,4778000
nor,2014,4855000
nor,2015,5361000
nor,2016,5960000
nor,2017,6252000
nor,2018,5688000
nor,2019,5879000
nor,2020,1397000
npl,1995,363000
npl,1996,394000
npl,1997,422000
npl,1998,464000
npl,1999,492000
npl,2000,464000
npl,2001,361000
npl,2002,275000
npl,2003,338000
npl,2004,385000
npl,2005,375000
npl,2006,384000
npl,2007,527000
npl,2008,500000
npl,2009,510000
npl,2010,603000
npl,2011,736000
npl,2012,803000
npl,2013,798000
npl,2014,790000
npl,2015,539000
npl,2016,753000
npl,2017,940000
npl,2018,1173000
npl,2019,1197000
npl,2020,230000
nzl,1995,1409000
nzl,1996,1529000
nzl,1997,1497000
nzl,1998,1485000
nzl,1999,1607000
nzl,2000,1787000
nzl,2001,1909000
nzl,2002,2045000
nzl,2003,2104000
nzl,2004,2334000
nzl,2005,2366000
nzl,2006,2409000
nzl,2007,2455000
nzl,2008,2483000
nzl,2009,2473000
nzl,2010,2530000
nzl,2011,2617000
nzl,2012,2574000
nzl,2013,2710000
nzl,2014,2854000
nzl,2015,3129000
nzl,2016,3494000
nzl,2017,3723000
nzl,2018,3858000
nzl,2019,3888000
nzl,2020,996000
omn,2001,1095000
omn,2002,1112000
omn,2003,1210000
omn,2004,1407000
omn,2005,1101000
omn,2006,1385000
omn,2007,1360000
omn,2008,1540000
omn,2009,1584000
omn,2010,1500000
omn,2011,1393000
omn,2012,1714000
omn,2013,1923000
omn,2014,2225000
omn,2015,2634000
omn,2016,3207000
omn,2017,3178000
omn,2018,3242000
omn,2019,3506000
omn,2020,869000
pak,1995,378000
pak,1996,369000
pak,1997,375000
pak,1998,429000
pak,1999,432000
pak,2000,557000
pak,2001,500000
pak,2002,498000
pak,2003,501000
pak,2004,648000
pak,2005,798000
pak,2006,898000
pak,2007,840000
pak,2008,823000
pak,2009,855000
pak,2010,907000
pak,2011,1161000
pak,2012,966000
pan,1995,417000
pan,1996,443000
pan,1997,504000
pan,1998,529000
pan,1999,555000
pan,2000,600000
pan,2001,737000
pan,2002,800000
pan,2003,897000
pan,2004,1004000
pan,2005,1070000
pan,2006,1215000
pan,2007,1428000
pan,2008,1575000
pan,2009,1562000
pan,2010,1726000
pan,2011,2004000
pan,2012,2086000
pan,2013,2202000
pan,2014,2305000
pan,2015,2553000
pan,2016,2379000
pan,2017,2517000
pan,2018,2487000
pan,2019,2494000
pan,2020,647000
per,2004,1650000
per,2005,1938000
per,2006,2227000
per,2007,2451000
per,2008,2581000
per,2009,2681000
per,2010,2948000
per,2011,3299000
per,2012,3642000
per,2013,4010000
per,2014,4062000
per,2015,4381000
per,2016,4718000
per,2017,4992000
per,2018,5384000
per,2019,5275000
per,2020,1119000
phl,1995,1760000
phl,1996,2049000
phl,1997,2223000
phl,1998,2149000
phl,1999,2171000
phl,2000,1992000
phl,2001,1797000
phl,2002,1933000
phl,2003,1907000
phl,2004,2291000
phl,2005,2623000
phl,2006,2843000
phl,2007,3092000
phl,2008,3139000
phl,2009,3017000
phl,2010,3520000
phl,2011,3917000
phl,2012,4273000
phl,2013,4681000
phl,2014,4833000
phl,2015,5361000
phl,2016,5967000
phl,2017,6621000
phl,2018,7168000
phl,2019,8261000
phl,2020,1483000
plw,1995,53000
plw,1996,69000
plw,1997,74000
plw,1998,64000
plw,1999,55000
plw,2000,58000
plw,2001,54000
plw,2002,59000
plw,2003,63000
plw,2004,89000
plw,2005,81000
plw,2006,82000
plw,2007,88000
plw,2008,81000
plw,2009,71000
plw,2010,85000
plw,2011,111000
plw,2012,120000
plw,2013,108000
plw,2014,140000
plw,2015,162000
plw,2016,138000
plw,2017,123000
plw,2018,106000
plw,2019,94000
plw,2020,18399.99962
png,2008,120000
png,2009,126000
png,2010,146000
png,2011,165000
png,2012,175000
png,2013,182000
png,2014,191000
png,2015,199000
png,2016,198000
png,2017,182000
png,2018,195000
png,2019,211000
png,2020,39000
pol,1995,82244000
pol,1996,87439000
pol,1997,87817000
pol,1998,88592000
pol,1999,89118000
pol,2000,84515000
pol,2001,61431000
pol,2002,50735000
pol,2003,52130000
pol,2004,61918000
pol,2005,64606000
pol,2006,65115000
pol,2007,66208000
pol,2008,59935000
pol,2009,53840000
pol,2010,58340000
pol,2011,60745000
pol,2012,67390000
pol,2013,72310000
pol,2014,73750000
pol,2015,77743000
pol,2016,80476000
pol,2017,83804000
pol,2018,85946000
pol,2019,88515000
pri,1995,4087000
pri,1996,4110000
pri,1997,4350000
pri,1998,4671000
pri,1999,4221000
pri,2000,4566000
pri,2001,4908000
pri,2002,4364000
pri,2003,4402000
pri,2004,4889000
pri,2005,5073000
pri,2006,5022000
pri,2007,5062000
pri,2008,5213000
pri,2009,4415000
pri,2010,4379000
pri,2011,4214000
pri,2012,4197000
pri,2013,4210000
pri,2014,4456000
pri,2015,5051000
pri,2016,5003000
pri,2017,4927000
pri,2018,4260000
pri,2019,4931000
pri,2020,3882000
prt,1995,9511000
prt,1996,9730000
prt,1997,10172000
prt,1998,11295000
prt,1999,11632000
prt,2000,12097000
prt,2001,12167000
prt,2002,11644000
prt,2003,11707000
prt,2004,10639000
prt,2005,10612000
prt,2006,11282000
prt,2007,6788000
prt,2008,6962000
prt,2009,6439000
prt,2010,6756000
prt,2011,7264000
prt,2012,7503000
prt,2013,9177000
prt,2014,10497000
prt,2015,11723000
prt,2016,13359000
prt,2017,15432000
prt,2018,16186000
prt,2019,17283000
prt,2020,4208000
pry,1995,15678000
pry,1996,12868000
pry,1997,10955000
pry,1998,9818000
pry,1999,6569000
pry,2000,3924000
pry,2001,3550000
pry,2002,3194000
pry,2003,2859000
pry,2004,2589000
pry,2005,2648000
pry,2006,2830000
pry,2007,3005000
pry,2008,3118000
pry,2009,3183000
pry,2010,3171000
pry,2011,3365000
pry,2012,3655000
pry,2013,3538000
pry,2014,3455000
pry,2015,4102000
pry,2016,4318000
pry,2017,4744000
pry,2018,4183000
pry,2019,4368000
pry,2020,1077000
pse,1996,220000
pse,1997,210000
pse,1998,200000
pse,1999,300000
pse,2000,310000
pse,2001,43000
pse,2002,33000
pse,2003,37000
pse,2004,56000
pse,2005,88000
pse,2006,123000
pse,2007,264000
pse,2008,387000
pse,2009,396000
pse,2010,522000
pse,2011,449000
pse,2012,490000
pse,2013,545000
pse,2014,556000
pse,2015,432000
pse,2016,400000
pse,2017,503000
pse,2018,606000
pse,2019,688000
pse,2020,93000
pyf,1995,186000
pyf,1996,184000
pyf,1997,201000
pyf,1998,211000
pyf,1999,236000
pyf,2007,243000
pyf,2008,227000
pyf,2009,190000
pyf,2010,179000
pyf,2011,196000
pyf,2012,210000
pyf,2013,214000
pyf,2014,228000
pyf,2015,239000
pyf,2016,241000
pyf,2017,254000
pyf,2018,264000
pyf,2019,300000
pyf,2020,89400.00153
qat,2009,1482000
qat,2010,1700000
qat,2011,2057000
qat,2012,2324000
qat,2013,2612000
qat,2014,2839000
qat,2015,2941000
qat,2016,2938000
qat,2017,2256000
qat,2018,1819000
qat,2019,2136500
qat,2020,582000
rou,1995,5445000
rou,1996,5205000
rou,1997,5149000
rou,1998,4831000
rou,1999,5224000
rou,2000,5264000
rou,2001,4938000
rou,2002,4794000
rou,2003,5595000
rou,2004,6600000
rou,2005,5839000
rou,2006,6037000
rou,2007,7722000
rou,2008,8862000
rou,2009,7575000
rou,2010,7498000
rou,2011,7611000
rou,2012,7937000
rou,2013,8019000
rou,2014,8442000
rou,2015,9331000
rou,2016,10223000
rou,2017,10926000
rou,2018,11720000
rou,2019,12815000
rou,2020,5023000
rus,1995,10290000
rus,1996,16208000
rus,1997,17463000
rus,1998,16188000
rus,1999,18820000
rus,2000,21169000
rus,2001,21595000
rus,2002,23309000
rus,2003,22521000
rus,2004,22064000
rus,2005,22201000
rus,2006,22486000
rus,2007,22909000
rus,2008,23676000
rus,2009,21339000
rus,2010,22281000
rus,2011,24932000
rus,2012,28177000
rus,2013,30792000
rus,2014,32421000
rus,2015,33729000
rus,2016,24571000
rus,2017,24390000
rus,2018,24551000
rus,2019,24419000
rus,2020,6359000
rwa,2006,531000
rwa,2007,610000
rwa,2008,669000
rwa,2009,664000
rwa,2010,667000
rwa,2011,908000
rwa,2012,1061000
rwa,2013,1122000
rwa,2014,1220000
rwa,2015,1298000
rwa,2016,1377000
rwa,2017,1570000
rwa,2018,1711000
rwa,2019,1634000
sau,1995,4398000
sau,2004,11083000
sau,2005,10417000
sau,2006,10962000
sau,2007,13479000
sau,2008,17717000
sau,2009,13319000
sau,2010,13025000
sau,2011,15776000
sau,2012,19847000
sau,2013,19934000
sau,2014,23010000
sau,2015,21834000
sau,2016,20887000
sau,2017,18607000
sau,2018,17570000
sau,2019,20292000
sdn,1995,29000
sdn,1996,38000
sdn,1997,30000
sdn,1998,36000
sdn,1999,39000
sdn,2000,38000
sdn,2001,50000
sdn,2002,52000
sdn,2003,52000
sdn,2004,61000
sdn,2005,246000
sdn,2006,328000
sdn,2007,436000
sdn,2008,440000
sdn,2009,420000
sdn,2010,495000
sdn,2011,536000
sdn,2012,575000
sdn,2013,591000
sdn,2014,684000
sdn,2015,741000
sdn,2016,800000
sdn,2017,813000
sdn,2018,836000
sen,2003,502000
sen,2004,677000
sen,2005,779000
sen,2006,876000
sen,2007,879000
sen,2008,877000
sen,2009,815000
sen,2010,906000
sen,2011,977000
sen,2012,967000
sen,2013,1069000
sen,2014,976000
sen,2015,1014000
sen,2016,1219000
sen,2017,1376000
sgp,1995,7137000
sgp,1996,7292000
sgp,1997,7198000
sgp,1998,6242000
sgp,1999,6958000
sgp,2000,7691000
sgp,2001,7522000
sgp,2002,7567000
sgp,2003,6127000
sgp,2004,8329000
sgp,2005,8943000
sgp,2006,9751000
sgp,2007,10285000
sgp,2008,10116000
sgp,2009,9683000
sgp,2010,11642000
sgp,2011,13171000
sgp,2012,14496000
sgp,2013,15568000
sgp,2014,15095000
sgp,2015,15231500
sgp,2016,16403000
sgp,2017,17425000
sgp,2018,18508000
sgp,2019,19116000
sgp,2020,2742000
slb,1995,11800.00019
slb,1996,10300.00019
slb,1997,13800.00019
slb,1998,15800.00019
slb,2000,5199.99981
slb,2003,6599.9999
slb,2004,5599.9999
slb,2005,9399.99962
slb,2006,11500
slb,2007,13699.99981
slb,2008,16299.99924
slb,2009,18299.99924
slb,2010,20500
slb,2011,22899.99962
slb,2012,23899.99962
slb,2013,24399.99962
slb,2014,20100.00038
slb,2015,21600.00038
slb,2016,23200.00076
slb,2017,25700.00076
slb,2018,27899.99962
slb,2019,28899.99962
slb,2020,4400.0001
sle,2012,75000
sle,2013,95000
sle,2014,53000
sle,2015,31000
sle,2016,60000
sle,2017,59000
sle,2018,66000
sle,2019,71000
slv,2000,867000
slv,2001,804000
slv,2002,885000
slv,2003,798000
slv,2004,1030000
slv,2005,1306000
slv,2006,1501000
slv,2007,1720000
slv,2008,1875000
slv,2009,1482000
slv,2010,1606000
slv,2011,1634000
slv,2012,1738000
slv,2013,1822000
slv,2014,1886000
slv,2015,1973000
slv,2016,2052000
slv,2017,2247000
slv,2018,2536000
slv,2019,2639000
slv,2020,707000
smr,1995,3368000
smr,1996,3345000
smr,1997,3308000
smr,1998,3264000
smr,1999,3148000
smr,2000,3071000
smr,2001,3036000
smr,2002,3102000
smr,2003,2882000
smr,2004,2812000
smr,2005,2107000
smr,2006,2136000
smr,2007,2164000
smr,2008,2112000
smr,2009,2056000
smr,2010,1976000
smr,2011,2038000
smr,2012,1869000
smr,2013,1905000
smr,2014,2004000
smr,2015,1888000
smr,2016,2000000
smr,2017,1937000
smr,2018,1874000
smr,2019,1904000
srb,2002,312000
srb,2003,339000
srb,2004,392000
srb,2005,453000
srb,2006,469000
srb,2007,696000
srb,2008,646000
srb,2009,645000
srb,2010,683000
srb,2011,764000
srb,2012,810000
srb,2013,922000
srb,2014,1029000
srb,2015,1132000
srb,2016,1281000
srb,2017,1497000
srb,2018,1711000
srb,2019,1847000
srb,2020,446000
stp,1995,6199.99981
stp,1996,6400.0001
stp,1997,4800.00019
stp,1998,5599.9999
stp,1999,5800.00019
stp,2000,7099.9999
stp,2001,7500
stp,2002,9199.99981
stp,2003,10000
stp,2004,10600.00038
stp,2005,15800.00019
stp,2006,12300.00019
stp,2007,11800.00019
stp,2008,14500
stp,2009,15199.99981
stp,2010,8000
stp,2011,12199.99981
stp,2015,25600.00038
stp,2016,28899.99962
stp,2017,28899.99962
stp,2018,33400.00153
sur,1995,69000
sur,1996,74000
sur,1997,78000
sur,1998,70000
sur,1999,72000
sur,2000,72000
sur,2001,68000
sur,2003,100000
sur,2006,154000
sur,2007,167000
sur,2008,151000
sur,2009,151000
sur,2010,206000
sur,2011,221000
sur,2012,240000
sur,2013,250000
sur,2014,253000
sur,2015,229000
sur,2016,257000
sur,2017,279000
svk,2013,12583000
svk,2014,11556000
svk,2015,14936000
svk,2016,17376000
svk,2017,15406000
svk,2018,15299000
svn,1995,732000
svn,1996,832000
svn,1997,974000
svn,1998,977000
svn,1999,884000
svn,2000,1090000
svn,2001,1219000
svn,2002,1302000
svn,2003,1373000
svn,2004,1499000
svn,2005,1555000
svn,2006,1617000
svn,2007,1751000
svn,2008,1958000
svn,2009,1824000
svn,2010,2049000
svn,2011,2236000
svn,2012,2377000
svn,2013,2502000
svn,2014,2675000
svn,2015,3022000
svn,2016,3397000
svn,2017,3991000
svn,2018,4425000
svn,2019,4702000
svn,2020,1216000
swe,1995,2310000
swe,1996,2376000
swe,1997,2388000
swe,1998,2573000
swe,1999,2595000
swe,2000,3828000
swe,2001,4108000
swe,2002,4276000
swe,2003,4268000
swe,2004,4676000
swe,2005,4883000
swe,2006,4729000
swe,2007,5224000
swe,2008,4555000
swe,2009,4899000
swe,2010,5183000
swe,2011,11567000
swe,2012,12372000
swe,2013,10980000
swe,2014,10522000
swe,2015,6482000
swe,2016,6782000
swe,2017,7054000
swe,2018,7440000
swe,2019,7616000
swe,2020,1957000
swz,1996,1337000
swz,1997,1635000
swz,1998,986000
swz,1999,1253000
swz,2000,1151000
swz,2001,1312000
swz,2002,1371000
swz,2003,1543000
swz,2005,1182000
swz,2006,1200000
swz,2007,1230000
swz,2008,1186000
swz,2009,1344000
swz,2010,1343000
swz,2011,1328000
swz,2012,1278000
swz,2013,1299000
swz,2014,1325000
swz,2015,1256000
swz,2016,1279000
swz,2017,1343000
swz,2018,1277000
swz,2019,1226000
swz,2020,345299.98779
sxm,1995,1024000
sxm,1996,1022000
sxm,1997,1325000
sxm,1998,1339000
sxm,1999,1061000
sxm,2000,1300000
sxm,2001,1271000
sxm,2002,1436000
sxm,2003,1600000
sxm,2004,1823000
sxm,2005,1956000
sxm,2006,1890000
sxm,2007,1891000
sxm,2008,1821000
sxm,2009,1655000
sxm,2010,1956000
sxm,2011,2080000
sxm,2012,2210000
sxm,2013,2253000
sxm,2014,2502000
sxm,2015,2407000
sxm,2016,2197000
sxm,2017,1640000
sxm,2018,1775000
sxm,2019,1952000
syc,1995,127000
syc,1996,142000
syc,1997,136000
syc,1998,134000
syc,1999,130000
syc,2000,140000
syc,2001,138000
syc,2002,135000
syc,2003,127000
syc,2004,126000
syc,2005,135000
syc,2006,151000
syc,2007,171000
syc,2008,173000
syc,2009,178000
syc,2010,191000
syc,2011,210000
syc,2012,216000
syc,2013,237000
syc,2014,239000
syc,2015,296000
syc,2016,333000
syc,2017,382000
syc,2018,405000
syc,2019,428000
syc,2020,124500
syr,1995,2253000
syr,1996,2435000
syr,1997,2332000
syr,1998,2464000
syr,1999,2682000
syr,2000,3412000
syr,2001,3671000
syr,2002,4678000
syr,2003,4837000
syr,2004,6334000
syr,2005,5859000
syr,2006,5682000
syr,2007,5434000
syr,2008,6951000
syr,2009,7721000
syr,2010,10970000
syr,2011,6476000
syr,2016,1043000
syr,2017,1291000
syr,2018,1802000
syr,2019,2424000
tca,2008,757000
tca,2009,865000
tca,2010,899000
tca,2011,1010000
tca,2012,968000
tca,2013,1069000
tca,2014,1330000
tca,2015,1316000
tca,2016,1296000
tca,2017,1243000
tca,2018,1463000
tca,2019,1599000
tca,2020,370399.9939
tcd,1995,19000
tcd,1996,20000
tcd,1997,27000
tcd,1998,41000
tcd,1999,46000
tcd,2000,43000
tcd,2001,57000
tcd,2002,32000
tcd,2003,21000
tcd,2004,26000
tcd,2005,29000
tcd,2006,46000
tcd,2007,77000
tcd,2008,61000
tcd,2009,70000
tcd,2010,71000
tcd,2011,77000
tcd,2012,86000
tcd,2013,97000
tcd,2014,119000
tcd,2015,120000
tcd,2016,98000
tcd,2017,87000
tcd,2018,63000
tcd,2019,81000
tcd,2020,10399.99962
tgo,1995,53000
tgo,1996,58000
tgo,1997,92000
tgo,1998,69000
tgo,1999,70000
tgo,2000,60000
tgo,2001,57000
tgo,2002,58000
tgo,2003,61000
tgo,2004,83000
tgo,2005,81000
tgo,2006,94000
tgo,2007,86000
tgo,2008,74000
tgo,2009,150000
tgo,2010,202000
tgo,2011,300000
tgo,2012,235000
tgo,2013,327000
tgo,2014,282000
tgo,2015,273000
tgo,2016,338000
tgo,2017,514000
tgo,2018,573000
tgo,2019,876000
tgo,2020,482000
tha,1995,6952000
tha,1996,7244000
tha,1997,7294000
tha,1998,7843000
tha,1999,8651000
tha,2000,9579000
tha,2001,10133000
tha,2002,10873000
tha,2003,10082000
tha,2004,11737000
tha,2005,11567000
tha,2006,13822000
tha,2007,14464000
tha,2008,14584000
tha,2009,14150000
tha,2010,15936000
tha,2011,19230000
tha,2012,22354000
tha,2013,26547000
tha,2014,24810000
tha,2015,29923000
tha,2016,32530000
tha,2017,35592000
tha,2018,38178000
tha,2019,39916000
tjk,1996,699.99999
tjk,1997,2099.9999
tjk,1998,3200.00005
tjk,1999,4500
tjk,2000,7699.99981
tjk,2001,5199.99981
tjk,2008,325000
tjk,2009,207000
tjk,2010,160000
tjk,2011,183000
tjk,2012,244000
tjk,2013,208000
tjk,2014,213000
tjk,2015,414000
tjk,2016,344000
tjk,2017,431000
tjk,2018,1035000
tkm,1995,233000
tkm,1996,282000
tkm,1997,332000
tkm,1998,380000
tls,2006,14000
tls,2007,22000
tls,2008,36000
tls,2009,44000
tls,2010,40000
tls,2011,51000
tls,2012,58000
tls,2013,79000
tls,2014,60000
tls,2015,61599.99847
tls,2016,65599.99847
tls,2017,73900.00153
tls,2018,74599.99847
tls,2019,74800.00305
ton,1995,33000
ton,1996,31000
ton,1997,29000
ton,1998,35000
ton,1999,44000
ton,2000,43000
ton,2001,38000
ton,2002,45000
ton,2003,51000
ton,2004,51000
ton,2005,60000
ton,2006,54000
ton,2007,65000
ton,2008,65000
ton,2009,74699.99695
ton,2010,65000
ton,2011,68400.00153
ton,2012,57200.00076
ton,2013,59700.00076
ton,2014,65800.00305
ton,2015,72599.99847
ton,2016,86699.99695
ton,2017,86599.99847
ton,2018,77300.00305
ton,2019,94000
tto,1995,282000
tto,1996,317000
tto,1997,360000
tto,1998,377000
tto,1999,421000
tto,2000,503000
tto,2001,468000
tto,2002,451000
tto,2003,474000
tto,2004,501000
tto,2005,529000
tto,2006,534000
tto,2007,531000
tto,2008,482000
tto,2009,534000
tto,2010,490000
tto,2011,491000
tto,2012,504000
tto,2013,467000
tto,2014,455000
tto,2015,519000
tto,2016,492000
tto,2017,465000
tto,2018,501000
tto,2019,480000
tto,2020,141000
tun,1995,4120000
tun,1996,3885000
tun,1997,4263000
tun,1998,4718000
tun,1999,4832000
tun,2000,5058000
tun,2001,5387000
tun,2002,5064000
tun,2003,5114000
tun,2004,5998000
tun,2005,6378000
tun,2006,6550000
tun,2007,6762000
tun,2008,7050000
tun,2009,7797000
tun,2010,7828000
tun,2011,5746000
tun,2012,6999000
