global,time,sh_hiv_1524_ma_zs
world,1990,0.1
world,1991,0.2
world,1992,0.2
world,1993,0.2
world,1994,0.2
world,1995,0.2
world,1996,0.2
world,1997,0.3
world,1998,0.3
world,1999,0.3
world,2000,0.2
world,2001,0.2
world,2002,0.2
world,2003,0.2
world,2004,0.2
world,2005,0.2
world,2006,0.2
world,2007,0.2
world,2008,0.2
world,2009,0.2
world,2010,0.2
world,2011,0.2
world,2012,0.2
world,2013,0.2
world,2014,0.2
world,2015,0.2
world,2016,0.2
world,2017,0.2
world,2018,0.2
world,2019,0.2
world,2020,0.2
