geo,time,sh_dyn_aids_fe_zs
gnb,1993,58.8
gnb,1994,59.1
gnb,1995,59.4
gnb,1996,59.6
gnb,1997,59.8
gnb,1998,59.9
gnb,1999,60
gnb,2000,60
gnb,2001,60.1
gnb,2002,60.1
gnb,2003,60.2
gnb,2004,60.2
gnb,2005,60.3
gnb,2006,60.3
gnb,2007,60.3
gnb,2008,60.3
gnb,2009,60.3
gnb,2010,60.2
gnb,2011,60.2
gnb,2012,60.3
gnb,2013,60.7
gnb,2014,61.1
gnb,2015,61.6
gnb,2016,62.2
gnb,2017,62.7
gnb,2018,63.3
gnb,2019,64.1
gnb,2020,64.9
gnq,1990,53.5
gnq,1991,54.1
gnq,1992,54.4
gnq,1993,54.7
gnq,1994,54.7
gnq,1995,54.7
gnq,1996,54.6
gnq,1997,54.5
gnq,1998,54.2
gnq,1999,54
gnq,2000,53.7
gnq,2001,53.4
gnq,2002,53.1
gnq,2003,52.8
gnq,2004,52.4
gnq,2005,52
gnq,2006,51.7
gnq,2007,51.5
gnq,2008,51.3
gnq,2009,51.1
gnq,2010,50.7
gnq,2011,50.2
gnq,2012,50.1
gnq,2013,50.3
gnq,2014,50.8
gnq,2015,51.3
gnq,2016,51.8
gnq,2017,52.6
gnq,2018,53.3
gnq,2019,54.1
gnq,2020,54.9
grc,1990,15.2
grc,1991,15.2
grc,1992,15.3
grc,1993,15.3
grc,1994,15.4
grc,1995,15.4
grc,1996,15.5
grc,1997,15.6
grc,1998,15.6
grc,1999,15.6
grc,2000,15.7
grc,2001,15.7
grc,2002,15.7
grc,2003,15.8
grc,2004,15.9
grc,2005,15.9
grc,2006,16
grc,2007,16
grc,2008,16.1
grc,2009,16.1
grc,2010,16.1
grc,2011,16.1
grc,2012,16
grc,2013,16
grc,2014,16
grc,2015,16
grc,2016,16
grc,2017,16
grc,2018,16
grc,2019,16
grc,2020,16
gtm,1990,8.3
gtm,1991,10.8
gtm,1992,13.3
gtm,1993,15.9
gtm,1994,18.4
gtm,1995,20.8
gtm,1996,23.1
gtm,1997,25.4
gtm,1998,27.6
gtm,1999,29.8
gtm,2000,31.9
gtm,2001,33.9
gtm,2002,35.7
gtm,2003,37.1
gtm,2004,37.8
gtm,2005,38.4
gtm,2006,39
gtm,2007,39.4
gtm,2008,39.8
gtm,2009,40.1
gtm,2010,40.2
gtm,2011,40.4
gtm,2012,40.6
gtm,2013,40.7
gtm,2014,40.8
gtm,2015,41
gtm,2016,41.2
gtm,2017,41.1
gtm,2018,41
gtm,2019,40.8
gtm,2020,40.6
guy,1990,51.3
guy,1991,49.4
guy,1992,46.8
guy,1993,43.8
guy,1994,41.1
guy,1995,39.3
guy,1996,39
guy,1997,40.4
guy,1998,43.3
guy,1999,47
guy,2000,50.6
guy,2001,53.6
guy,2002,55.5
guy,2003,56.5
guy,2004,56.7
guy,2005,56.4
guy,2006,55.8
guy,2007,55
guy,2008,54.1
guy,2009,53.2
guy,2010,52.5
guy,2011,51.8
guy,2012,51.2
guy,2013,50.8
guy,2014,50.5
guy,2015,50.3
guy,2016,50.2
guy,2017,50.2
guy,2018,50.2
guy,2019,50.3
guy,2020,50.4
hnd,1990,45.5
hnd,1991,45.3
hnd,1992,45.2
hnd,1993,45.1
hnd,1994,45.1
hnd,1995,45
hnd,1996,44.9
hnd,1997,44.8
hnd,1998,44.6
hnd,1999,44.3
hnd,2000,44
hnd,2001,43.7
hnd,2002,43.3
hnd,2003,42.9
hnd,2004,42.9
hnd,2005,42.8
hnd,2006,42.7
hnd,2007,42.9
hnd,2008,43
hnd,2009,43
hnd,2010,43.1
hnd,2011,43
hnd,2012,42.8
hnd,2013,42.7
hnd,2014,42.6
hnd,2015,42.4
hnd,2016,42.2
hnd,2017,41.9
hnd,2018,41.5
hnd,2019,41.1
hnd,2020,40.6
hrv,1990,10.1
hrv,1991,10.2
hrv,1992,10.2
hrv,1993,10.1
hrv,1994,10
hrv,1995,9.9
hrv,1996,10
hrv,1997,10.4
hrv,1998,10.3
hrv,1999,10.3
hrv,2000,10.3
hrv,2001,10.4
hrv,2002,10.4
hrv,2003,10.4
hrv,2004,10.5
hrv,2005,10.5
hrv,2006,10.5
hrv,2007,10.6
hrv,2008,10.6
hrv,2009,10.6
hrv,2010,10.6
hrv,2011,10.6
hrv,2012,10.6
hrv,2013,10.6
hrv,2014,10.5
hrv,2015,10.5
hrv,2016,10.3
hrv,2017,10.2
hrv,2018,10
hrv,2019,9.9
hrv,2020,9.8
hti,1990,46.6
hti,1991,47.6
hti,1992,48.5
hti,1993,49.3
hti,1994,50
hti,1995,50.6
hti,1996,51.2
hti,1997,51.8
hti,1998,52.3
hti,1999,52.8
hti,2000,53.3
hti,2001,53.7
hti,2002,54.1
hti,2003,54.4
hti,2004,54.7
hti,2005,55
hti,2006,55.2
hti,2007,55.4
hti,2008,55.6
hti,2009,55.7
hti,2010,55.8
hti,2011,56
hti,2012,56.2
hti,2013,56.6
hti,2014,57
hti,2015,57.4
hti,2016,57.9
hti,2017,58.2
hti,2018,58.6
hti,2019,58.9
hti,2020,59.1
idn,1990,15.2
idn,1991,15.3
idn,1992,15.1
idn,1993,14.9
idn,1994,15
idn,1995,15.2
idn,1996,15.5
idn,1997,16.3
idn,1998,17.5
idn,1999,18.8
idn,2000,19.7
idn,2001,19.5
idn,2002,19
idn,2003,20.3
idn,2004,22.2
idn,2005,24
idn,2006,25.7
idn,2007,27.2
idn,2008,28.7
idn,2009,30
idn,2010,31.1
idn,2011,32
idn,2012,32.9
idn,2013,33.7
idn,2014,34.5
idn,2015,35.2
idn,2016,35.8
idn,2017,36.3
idn,2018,36.7
idn,2019,36.9
idn,2020,37.1
irl,1990,30.9
irl,1991,32.9
irl,1992,35.1
irl,1993,36.9
irl,1994,38.4
irl,1995,39.6
irl,1996,40.7
irl,1997,41.3
irl,1998,41.8
irl,1999,42.2
irl,2000,42.2
irl,2001,41.9
irl,2002,41.4
irl,2003,40.6
irl,2004,39.9
irl,2005,39.1
irl,2006,38.3
irl,2007,37.5
irl,2008,36.7
irl,2009,35.9
irl,2010,35
irl,2011,34.2
irl,2012,33.4
irl,2013,32.7
irl,2014,32
irl,2015,31.4
irl,2016,30.8
irl,2017,30.2
irl,2018,29.7
irl,2019,29.2
irl,2020,28.8
irn,1990,68.9
irn,1991,63.4
irn,1992,57.2
irn,1993,50.9
irn,1994,46
irn,1995,44.5
irn,1996,43.2
irn,1997,40.3
irn,1998,36.5
irn,1999,32.1
irn,2000,27.7
irn,2001,23.8
irn,2002,20.5
irn,2003,18
irn,2004,16.3
irn,2005,15.3
irn,2006,14.7
irn,2007,14.5
irn,2008,14.7
irn,2009,15.1
irn,2010,15.6
irn,2011,16.3
irn,2012,17.2
irn,2013,18.1
irn,2014,19.2
irn,2015,20.5
irn,2016,21.8
irn,2017,23.2
irn,2018,24.6
irn,2019,26
irn,2020,27.4
isl,1990,9.8
isl,1991,11.3
isl,1992,11.1
isl,1993,14
isl,1994,15
isl,1995,15.6
isl,1996,17.4
isl,1997,18.7
isl,1998,19.8
isl,1999,20.2
isl,2000,21.2
isl,2001,21.1
isl,2002,22.3
isl,2003,22.6
isl,2004,22.9
isl,2005,23.6
isl,2006,23.7
isl,2007,24.2
isl,2008,24.2
isl,2009,24.6
isl,2010,25
isl,2011,25.2
isl,2012,25.6
isl,2013,25.9
isl,2014,26.3
isl,2015,26.5
isl,2016,26.7
isl,2017,27.1
isl,2018,27.1
isl,2019,27.3
isl,2020,27.3
ita,1990,26.6
ita,1991,26.7
ita,1992,26.8
ita,1993,26.9
ita,1994,27
ita,1995,27
ita,1996,27.1
ita,1997,27.2
ita,1998,27.3
ita,1999,27.4
ita,2000,27.5
ita,2001,27.5
ita,2002,27.6
ita,2003,27.6
ita,2004,27.7
ita,2005,27.7
ita,2006,27.8
ita,2007,27.9
ita,2008,27.9
ita,2009,28
ita,2010,28
ita,2011,28.1
ita,2012,28.1
ita,2013,28.1
ita,2014,28.2
ita,2015,28.2
ita,2016,28.2
ita,2017,28.3
ita,2018,28.4
ita,2019,28.5
ita,2020,28.6
jam,1990,49.3
jam,1991,49.4
jam,1992,49.5
jam,1993,49.6
jam,1994,49.6
jam,1995,49.7
jam,1996,49.7
jam,1997,49.7
jam,1998,49.6
jam,1999,49.6
jam,2000,49.7
jam,2001,49.9
jam,2002,50.1
jam,2003,50.3
jam,2004,50.5
jam,2005,50.6
jam,2006,50.6
jam,2007,50.6
jam,2008,50.6
jam,2009,50.5
jam,2010,50.5
jam,2011,50.3
jam,2012,50.1
jam,2013,50
jam,2014,50.2
jam,2015,50.4
jam,2016,50.6
jam,2017,50.7
jam,2018,51
jam,2019,51.2
jam,2020,51.3
jor,1990,28.3
jor,1991,28.6
jor,1992,29.3
jor,1993,29
jor,1994,29.5
jor,1995,29.6
jor,1996,29.8
jor,1997,30.1
jor,1998,30.8
jor,1999,30.9
jor,2000,31.3
jor,2001,31.1
jor,2002,30.8
jor,2003,30.7
jor,2004,30.5
jor,2005,30.5
jor,2006,30.4
jor,2007,30.6
jor,2008,30.8
jor,2009,30.6
jor,2010,30.5
jor,2011,30.3
jor,2012,30.3
jor,2013,30.4
jor,2014,30.4
jor,2015,30.3
jor,2016,30.2
jor,2017,30.1
jor,2018,29.9
jor,2019,29.8
jor,2020,29.7
jpn,1990,11.1
jpn,1991,11
jpn,1992,11
jpn,1993,10.9
jpn,1994,10.8
jpn,1995,10.8
jpn,1996,10.7
jpn,1997,10.7
jpn,1998,10.6
jpn,1999,10.6
jpn,2000,10.6
jpn,2001,10.6
jpn,2002,10.6
jpn,2003,10.5
jpn,2004,10.5
jpn,2005,10.4
jpn,2006,10.4
jpn,2007,10.3
jpn,2008,10.3
jpn,2009,10.2
jpn,2010,10.2
jpn,2011,10.2
jpn,2012,10.2
jpn,2013,10.2
jpn,2014,10.2
jpn,2015,10.1
jpn,2016,10.1
jpn,2017,10.1
jpn,2018,10
jpn,2019,10
jpn,2020,9.9
kaz,1990,29.9
kaz,1991,30.1
kaz,1992,30.2
kaz,1993,30.3
kaz,1994,30.5
kaz,1995,30.6
kaz,1996,30.7
kaz,1997,30.8
kaz,1998,30.9
kaz,1999,30.9
kaz,2000,31
kaz,2001,31
kaz,2002,31
kaz,2003,30.9
kaz,2004,30.9
kaz,2005,31
kaz,2006,31
kaz,2007,31
kaz,2008,31.1
kaz,2009,31.2
kaz,2010,31.3
kaz,2011,31.4
kaz,2012,31.6
kaz,2013,31.7
kaz,2014,32
kaz,2015,32.1
kaz,2016,32.3
kaz,2017,32.3
kaz,2018,32.3
kaz,2019,32.3
kaz,2020,32.3
ken,1990,58.9
ken,1991,59.7
ken,1992,60.3
ken,1993,60.8
ken,1994,61.2
ken,1995,61.5
ken,1996,61.8
ken,1997,61.9
ken,1998,62.1
ken,1999,62.3
ken,2000,62.4
ken,2001,62.5
ken,2002,62.6
ken,2003,62.7
ken,2004,62.7
ken,2005,62.7
ken,2006,62.6
ken,2007,62.4
ken,2008,62.2
ken,2009,62
ken,2010,61.8
ken,2011,61.7
ken,2012,61.9
ken,2013,62.2
ken,2014,62.6
ken,2015,62.9
ken,2016,63.2
ken,2017,63.5
ken,2018,63.8
ken,2019,64.1
ken,2020,64.3
kgz,2000,33.3
kgz,2001,24.8
kgz,2002,25.3
kgz,2003,25.6
kgz,2004,26
kgz,2005,26.5
kgz,2006,26.9
kgz,2007,27.2
kgz,2008,27.7
kgz,2009,28.2
kgz,2010,28.7
kgz,2011,29.2
kgz,2012,29.7
kgz,2013,30.2
kgz,2014,30.6
kgz,2015,30.8
kgz,2016,31.1
kgz,2017,31.3
kgz,2018,31.5
kgz,2019,31.7
kgz,2020,31.8
khm,1990,40.1
khm,1991,40.1
khm,1992,39.9
khm,1993,39.9
khm,1994,39.9
khm,1995,39.9
khm,1996,40.3
khm,1997,41
khm,1998,42
khm,1999,43.2
khm,2000,44.6
khm,2001,46
khm,2002,47.3
khm,2003,48.5
khm,2004,49.6
khm,2005,50.5
khm,2006,51.3
khm,2007,51.9
khm,2008,52.3
khm,2009,52.7
khm,2010,53
khm,2011,53.2
khm,2012,53.4
khm,2013,53.5
khm,2014,53.6
khm,2015,53.6
khm,2016,53.6
khm,2017,53.5
khm,2018,53.4
khm,2019,53.1
khm,2020,52.8
lao,1990,30
lao,1991,40
lao,1992,45.1
lao,1993,47.2
lao,1994,45.3
lao,1995,44
lao,1996,42
lao,1997,40.3
lao,1998,38
lao,1999,37.8
lao,2000,38.3
lao,2001,38.5
lao,2002,38.9
lao,2003,39.5
lao,2004,40.2
lao,2005,40.6
lao,2006,41
lao,2007,41.2
lao,2008,41.3
lao,2009,41.3
lao,2010,41.4
lao,2011,41.5
lao,2012,41.6
lao,2013,41.7
lao,2014,41.7
lao,2015,41.8
lao,2016,41.9
lao,2017,41.9
lao,2018,41.9
lao,2019,41.7
lao,2020,41.5
lbn,1990,26.8
lbn,1991,26.8
lbn,1992,26.7
lbn,1993,26.8
lbn,1994,26.8
lbn,1995,26.7
lbn,1996,26.8
lbn,1997,26.7
lbn,1998,26.8
lbn,1999,26.6
lbn,2000,26.5
lbn,2001,26
lbn,2002,25.5
lbn,2003,24.9
lbn,2004,24.3
lbn,2005,23.9
lbn,2006,23.6
lbn,2007,23.5
lbn,2008,23.3
lbn,2009,21.9
lbn,2010,20.8
lbn,2011,19.7
lbn,2012,18.8
lbn,2013,18
lbn,2014,17.2
lbn,2015,16.4
lbn,2016,15.7
lbn,2017,15.2
lbn,2018,14.7
lbn,2019,14.3
lbn,2020,13.9
lbr,1990,55
lbr,1991,55.7
lbr,1992,56.1
lbr,1993,56.4
lbr,1994,56.7
lbr,1995,56.9
lbr,1996,57.1
lbr,1997,57.3
lbr,1998,57.5
lbr,1999,57.6
lbr,2000,57.7
lbr,2001,57.8
lbr,2002,57.9
lbr,2003,58
lbr,2004,58.1
lbr,2005,58.1
lbr,2006,58.1
lbr,2007,58.1
lbr,2008,58.1
lbr,2009,58.1
lbr,2010,58.1
lbr,2011,58.2
lbr,2012,58.3
lbr,2013,58.4
lbr,2014,58.8
lbr,2015,59.3
lbr,2016,59.8
lbr,2017,60.4
lbr,2018,61.3
lbr,2019,62.1
lbr,2020,62.8
lby,1990,21.8
lby,1991,22.7
lby,1992,23.3
lby,1993,23.7
lby,1994,24.2
lby,1995,24.8
lby,1996,25.1
lby,1997,25.7
lby,1998,25.9
lby,1999,26.3
lby,2000,26.5
lby,2001,26.7
lby,2002,26.8
lby,2003,26.9
lby,2004,26.9
lby,2005,27.1
lby,2006,27.2
lby,2007,27.2
lby,2008,27.3
lby,2009,27.4
lby,2010,27.6
lby,2011,27.8
lby,2012,28.1
lby,2013,28.3
lby,2014,28.6
lby,2015,28.8
lby,2016,29
lby,2017,29.2
lby,2018,29.4
lby,2019,29.6
lby,2020,29.7
lka,1990,16.7
lka,1991,17.7
lka,1992,18.7
lka,1993,19
lka,1994,19.5
lka,1995,20.1
lka,1996,20.5
lka,1997,21
lka,1998,21.5
lka,1999,22.1
lka,2000,22.7
lka,2001,23.4
lka,2002,24.1
lka,2003,24.7
lka,2004,25.4
lka,2005,26.1
lka,2006,26.8
lka,2007,27.5
lka,2008,28.2
lka,2009,28.9
lka,2010,29.5
lka,2011,30.1
lka,2012,30.6
lka,2013,31
lka,2014,31.1
lka,2015,31
lka,2016,30.9
lka,2017,30.8
lka,2018,30.6
lka,2019,30.3
lka,2020,29.8
lso,1990,62.4
lso,1991,62.6
lso,1992,62.7
lso,1993,62.6
lso,1994,62.5
lso,1995,62.3
lso,1996,62.2
lso,1997,62
lso,1998,61.8
lso,1999,61.5
lso,2000,61.3
lso,2001,61
lso,2002,60.8
lso,2003,60.7
lso,2004,60.6
lso,2005,60.5
lso,2006,60.4
lso,2007,60.2
lso,2008,60.1
lso,2009,59.9
lso,2010,59.8
lso,2011,59.8
lso,2012,59.9
lso,2013,60
lso,2014,60.1
lso,2015,60.3
lso,2016,60.5
lso,2017,60.7
lso,2018,60.8
lso,2019,61
lso,2020,61.2
mar,1990,50.7
mar,1991,49.5
mar,1992,48.3
mar,1993,47.4
mar,1994,46.8
mar,1995,46.4
mar,1996,46.2
mar,1997,46.1
mar,1998,46.2
mar,1999,46.2
mar,2000,46.4
mar,2001,46.6
mar,2002,46.8
mar,2003,47.1
mar,2004,47.3
mar,2005,47.4
mar,2006,47.6
mar,2007,47.6
mar,2008,47.6
mar,2009,47.4
mar,2010,47.2
mar,2011,46.9
mar,2012,46.5
mar,2013,46.2
mar,2014,45.9
mar,2015,45.6
mar,2016,45.4
mar,2017,45.2
mar,2018,44.9
mar,2019,44.5
mar,2020,44.1
mda,1990,26.1
mda,1991,26.6
mda,1992,27.4
mda,1993,27.8
mda,1994,28.4
mda,1995,29.1
mda,1996,29.7
mda,1997,30
mda,1998,30.4
mda,1999,30.7
mda,2000,31
mda,2001,31.3
mda,2002,31.5
mda,2003,31.8
mda,2004,32
mda,2005,32.2
mda,2006,32.3
mda,2007,32.4
mda,2008,32.4
mda,2009,32.5
mda,2010,32.6
mda,2011,32.7
mda,2012,33.1
mda,2013,33.5
mda,2014,33.9
mda,2015,34.4
mda,2016,35
mda,2017,35.6
mda,2018,36.1
mda,2019,36.6
mda,2020,37
mdg,1990,27.8
mdg,1991,28.6
mdg,1992,32.6
mdg,1993,34.2
mdg,1994,35.8
mdg,1995,37.2
mdg,1996,38.9
mdg,1997,40
mdg,1998,41.1
mdg,1999,42
mdg,2000,42.8
mdg,2001,43.4
mdg,2002,44
mdg,2003,44.5
mdg,2004,44.9
mdg,2005,45.2
mdg,2006,45.5
mdg,2007,45.7
mdg,2008,45.9
mdg,2009,46.1
mdg,2010,46.2
mdg,2011,46.2
mdg,2012,46.3
mdg,2013,46.3
mdg,2014,46.4
mdg,2015,46.5
mdg,2016,46.5
mdg,2017,46.6
mdg,2018,46.6
mdg,2019,46.7
mdg,2020,46.8
mex,1990,16.9
mex,1991,16.7
mex,1992,17.4
mex,1993,17.5
mex,1994,17.6
mex,1995,17.8
mex,1996,17.8
mex,1997,17.9
mex,1998,18
mex,1999,18
mex,2000,18.1
mex,2001,18.2
mex,2002,18.2
mex,2003,18.3
mex,2004,18.3
mex,2005,18.3
mex,2006,18.3
mex,2007,18.3
mex,2008,18.3
mex,2009,18.3
mex,2010,18.3
mex,2011,18.3
mex,2012,18.3
mex,2013,18.5
mex,2014,18.7
mex,2015,18.8
mex,2016,18.9
mex,2017,19.2
mex,2018,18.9
mex,2019,18.8
mex,2020,17.7
mli,1990,53.5
mli,1991,54.2
mli,1992,54.8
mli,1993,55.3
mli,1994,55.7
mli,1995,56.1
mli,1996,56.4
mli,1997,56.8
mli,1998,57.1
mli,1999,57.4
mli,2000,57.6
mli,2001,57.9
mli,2002,58.1
mli,2003,58.3
mli,2004,58.4
mli,2005,58.5
mli,2006,58.5
mli,2007,58.5
mli,2008,58.6
mli,2009,58.6
mli,2010,58.6
mli,2011,58.6
mli,2012,58.9
mli,2013,59.2
mli,2014,59.6
mli,2015,60
mli,2016,60.4
mli,2017,60.7
mli,2018,60.9
mli,2019,61.2
mli,2020,61.5
mne,1990,15.4
mne,1991,14.3
mne,1992,17.6
mne,1993,15.8
mne,1994,13.6
mne,1995,16
mne,1996,13.8
mne,1997,15.2
mne,1998,13.5
mne,1999,14.3
mne,2000,14.3
mne,2001,14
mne,2002,13.6
mne,2003,14.3
mne,2004,13.8
mne,2005,14
mne,2006,13.8
mne,2007,13.5
mne,2008,13.2
mne,2009,12.9
mne,2010,13.1
mne,2011,12.7
mne,2012,12.5
mne,2013,12.4
mne,2014,12.2
mne,2015,12
mne,2016,11.9
mne,2017,12.1
mne,2018,12
mne,2019,11.9
mne,2020,11.8
mng,1990,0
mng,1991,0
mng,1992,0
mng,1993,0
mng,1994,0
mng,1995,0
mng,1996,9.1
mng,1997,6.7
mng,1998,4.8
mng,1999,6.7
mng,2000,4.9
mng,2001,6.8
mng,2002,8.2
mng,2003,8.4
mng,2004,9.1
mng,2005,9.6
mng,2006,11.4
mng,2007,12.3
mng,2008,13.5
mng,2009,14.3
mng,2010,14.9
mng,2011,15.9
mng,2012,16.7
mng,2013,17.2
mng,2014,17.8
mng,2015,18
mng,2016,18.9
mng,2017,19.6
mng,2018,19.8
mng,2019,20
mng,2020,19.9
moz,1990,60.8
moz,1991,61.4
moz,1992,61.7
moz,1993,62.1
moz,1994,62.4
moz,1995,62.7
moz,1996,62.9
moz,1997,63
moz,1998,63.1
moz,1999,63.1
moz,2000,63
moz,2001,62.9
moz,2002,62.8
moz,2003,62.7
moz,2004,62.5
moz,2005,62.3
moz,2006,62.1
moz,2007,61.9
moz,2008,61.7
moz,2009,61.6
moz,2010,61.4
moz,2011,61.4
moz,2012,61.4
moz,2013,61.5
moz,2014,61.7
moz,2015,61.9
moz,2016,62.2
moz,2017,62.5
moz,2018,62.8
moz,2019,63
moz,2020,63.3
mrt,1990,50.1
mrt,1991,50.2
mrt,1992,50.3
mrt,1993,50.3
mrt,1994,50.1
mrt,1995,49.8
mrt,1996,49.3
mrt,1997,48.6
mrt,1998,47.7
mrt,1999,46.8
mrt,2000,45.7
mrt,2001,44.7
mrt,2002,43.8
mrt,2003,42.9
mrt,2004,42.2
mrt,2005,41.6
mrt,2006,41.2
mrt,2007,41
mrt,2008,41
mrt,2009,41.2
mrt,2010,41.5
mrt,2011,41.9
mrt,2012,42.3
mrt,2013,42.7
mrt,2014,43.3
mrt,2015,44
mrt,2016,44.6
mrt,2017,45.2
mrt,2018,45.8
mrt,2019,46.5
mrt,2020,47
mus,1990,25
mus,1991,26.3
mus,1992,27.9
mus,1993,27.1
mus,1994,27.7
mus,1995,28.3
mus,1996,28.7
mus,1997,29.1
mus,1998,29.4
mus,1999,29.8
mus,2000,30.1
mus,2001,30.3
mus,2002,30.5
mus,2003,30.7
mus,2004,30.8
mus,2005,31
mus,2006,31
mus,2007,31.1
mus,2008,31.1
mus,2009,31.1
mus,2010,31.1
mus,2011,31
mus,2012,30.8
mus,2013,30.6
mus,2014,30.5
mus,2015,30.4
mus,2016,30.3
mus,2017,30.3
mus,2018,30.4
mus,2019,30.5
mus,2020,30.7
mwi,1990,59.5
mwi,1991,59.7
mwi,1992,59.9
mwi,1993,60.1
mwi,1994,60.2
mwi,1995,60.3
mwi,1996,60.4
mwi,1997,60.5
mwi,1998,60.6
mwi,1999,60.7
mwi,2000,60.9
mwi,2001,61
mwi,2002,61.1
mwi,2003,61.3
mwi,2004,61.4
mwi,2005,61.5
mwi,2006,61.6
mwi,2007,61.7
mwi,2008,61.9
mwi,2009,62
mwi,2010,62.1
mwi,2011,62.2
mwi,2012,62.4
mwi,2013,62.6
mwi,2014,62.9
mwi,2015,63.1
mwi,2016,63.4
mwi,2017,63.6
mwi,2018,63.8
mwi,2019,64
mwi,2020,64.3
mys,1990,2.2
mys,1991,2.5
mys,1992,3.1
mys,1993,3.9
mys,1994,4.8
mys,1995,5.8
mys,1996,6.7
mys,1997,7.5
mys,1998,8.3
mys,1999,9
mys,2000,9.7
mys,2001,10.2
mys,2002,10.8
mys,2003,11.3
mys,2004,12
mys,2005,12.6
mys,2006,13.3
mys,2007,14
mys,2008,14.7
mys,2009,15.4
mys,2010,16.1
mys,2011,16.8
mys,2012,17.4
mys,2013,17.9
mys,2014,18.4
mys,2015,18.8
mys,2016,19
mys,2017,19.1
mys,2018,19.1
mys,2019,19
mys,2020,18.7
nam,1990,60.3
nam,1991,60.8
nam,1992,61.2
nam,1993,61.5
nam,1994,61.8
nam,1995,61.9
nam,1996,62
nam,1997,62.1
nam,1998,62.1
nam,1999,62.2
nam,2000,62.2
nam,2001,62.2
nam,2002,62.2
nam,2003,62.2
nam,2004,62.2
nam,2005,62.2
nam,2006,62.2
nam,2007,62.2
nam,2008,62.2
nam,2009,62.2
nam,2010,62.3
nam,2011,62.3
nam,2012,62.5
nam,2013,62.6
nam,2014,62.8
nam,2015,63.1
nam,2016,63.3
nam,2017,63.5
nam,2018,63.7
nam,2019,63.9
nam,2020,64.1
ner,1990,46.4
ner,1991,46.5
ner,1992,46.5
ner,1993,46.4
ner,1994,46.3
ner,1995,46.1
ner,1996,46
ner,1997,45.8
ner,1998,45.6
ner,1999,45.4
ner,2000,45.3
ner,2001,45.2
ner,2002,45.2
ner,2003,45.2
ner,2004,45.4
ner,2005,45.6
ner,2006,46
ner,2007,46.6
ner,2008,47.4
ner,2009,48.4
ner,2010,49.5
ner,2011,50.7
ner,2012,51.8
ner,2013,52.9
ner,2014,54
ner,2015,55.2
ner,2016,56.3
ner,2017,57.1
ner,2018,57.7
ner,2019,58.2
ner,2020,58.7
nga,1990,49.9
nga,1991,50.7
nga,1992,51.5
nga,1993,52.1
nga,1994,52.6
nga,1995,53.1
nga,1996,53.5
nga,1997,53.8
nga,1998,54.1
nga,1999,54.4
nga,2000,54.6
nga,2001,54.8
nga,2002,55
nga,2003,55.2
nga,2004,55.3
nga,2005,55.5
nga,2006,55.6
nga,2007,55.8
nga,2008,55.9
nga,2009,56
nga,2010,56.2
nga,2011,56.3
nga,2012,56.6
nga,2013,56.9
nga,2014,57.3
nga,2015,57.7
nga,2016,58.1
nga,2017,58.5
nga,2018,58.9
nga,2019,59.4
nga,2020,59.7
nic,1990,69.4
nic,1991,68.2
nic,1992,65.9
nic,1993,61.6
nic,1994,54.6
nic,1995,46.5
nic,1996,40
nic,1997,34.8
nic,1998,30.6
nic,1999,27.6
nic,2000,26.3
nic,2001,26.1
nic,2002,26.4
nic,2003,27.1
nic,2004,27.7
nic,2005,28.2
nic,2006,28.7
nic,2007,29.1
nic,2008,29.3
nic,2009,29.6
nic,2010,29.9
nic,2011,30.4
nic,2012,30.8
nic,2013,31.1
nic,2014,31.4
nic,2015,31.8
nic,2016,32
nic,2017,32.2
nic,2018,32.3
nic,2019,32.4
nic,2020,32.4
nld,1990,17.2
nld,1991,17.2
nld,1992,17.2
nld,1993,17.2
nld,1994,17.2
nld,1995,17.2
nld,1996,17.2
nld,1997,17.3
nld,1998,17.3
nld,1999,17.3
nld,2000,17.3
nld,2001,17.4
nld,2002,17.4
nld,2003,17.4
nld,2004,17.4
nld,2005,17.5
nld,2006,17.5
nld,2007,17.5
nld,2008,17.6
nld,2009,17.7
nld,2010,17.8
nld,2011,17.9
nld,2012,17.9
nld,2013,18
nld,2014,18
nld,2015,18.1
nld,2016,18.1
nld,2017,18.2
nld,2018,18.2
nld,2019,18.3
nld,2020,18.3
npl,1990,0
npl,1991,9.1
npl,1992,7.7
npl,1993,8.2
npl,1994,9.6
npl,1995,10.7
npl,1996,11.2
npl,1997,11.4
npl,1998,12.1
npl,1999,13.9
npl,2000,16.2
npl,2001,18.6
npl,2002,20.9
npl,2003,22.9
npl,2004,24.5
npl,2005,26
npl,2006,27.4
npl,2007,29.1
npl,2008,31
npl,2009,33.1
npl,2010,35.5
npl,2011,38
npl,2012,40.5
npl,2013,42.8
npl,2014,44.7
npl,2015,46
npl,2016,46.8
npl,2017,47.1
npl,2018,47.1
npl,2019,46.7
npl,2020,46
nzl,1990,19
nzl,1991,19.1
nzl,1992,19.1
nzl,1993,19.2
nzl,1994,19.2
nzl,1995,19.4
nzl,1996,19.4
nzl,1997,19.4
nzl,1998,19.5
nzl,1999,19.3
nzl,2000,19.1
nzl,2001,19
nzl,2002,18.9
nzl,2003,18.9
nzl,2004,18.9
nzl,2005,19
nzl,2006,19.1
nzl,2007,19.2
nzl,2008,19.2
nzl,2009,19.2
nzl,2010,19.1
nzl,2011,18.9
nzl,2012,18.7
nzl,2013,18.5
nzl,2014,18.2
nzl,2015,17.8
nzl,2016,17.5
nzl,2017,17.1
nzl,2018,16.6
nzl,2019,16.3
nzl,2020,15.9
pak,1992,8.3
pak,1993,12.9
pak,1994,14
pak,1995,16.5
