geo,time,st_int_rcpt_cd
fji,1998,309000000
fji,1999,365000000
fji,2000,291000000
fji,2001,316000000
fji,2002,384000000
fji,2003,496000000
fji,2004,588000000
fji,2005,722000000
fji,2006,684000000
fji,2007,722000000
fji,2008,952000000
fji,2009,688000000
fji,2010,825000000
fji,2011,955000000
fji,2012,989000000
fji,2013,966000000
fji,2014,1091000000
fji,2015,1094000000
fji,2016,1149000000
fji,2017,1243000000
fji,2018,1370000000
fji,2019,1345000000
fji,2020,236000000
fra,1995,31295000000
fra,1996,32088000000
fra,1999,44551000000
fra,2000,38706000000
fra,2001,37826000000
fra,2002,41113000000
fra,2003,46576000000
fra,2004,53068000000
fra,2005,52126000000
fra,2006,54615000000
fra,2007,63890000000
fra,2008,68034000000
fra,2009,58906000000
fra,2010,56178000000
fra,2011,66133000000
fra,2012,63975000000
fra,2013,66054000000
fra,2014,67402000000
fra,2015,66441000000
fra,2016,63557000000
fra,2017,67717000000
fra,2018,72518000000
fra,2019,70776000000
fra,2020,35958000000
fsm,1997,15800000.19073
fsm,1998,13199999.80927
fsm,1999,13899999.61853
fsm,2000,17000000
fsm,2001,14699999.80927
fsm,2002,16799999.23706
fsm,2003,16700000.76294
fsm,2004,19000000
fsm,2005,21000000
fsm,2006,23000000
fsm,2007,25000000
fsm,2008,27000000
gab,1995,94000000
gab,1996,91000000
gab,1997,103000000
gab,1998,110000000
gab,1999,143000000
gab,2000,99000000
gab,2001,46000000
gab,2002,77000000
gab,2003,84000000
gab,2004,74000000
gab,2005,13000000
gab,2007,26000000
gab,2008,26500000
gab,2009,26200000.76294
gab,2010,89000000
gab,2011,25399999.61853
gab,2012,39500000
gab,2013,61200000.76294
gab,2014,43500000
gab,2015,28700000.76294
gbr,1995,27577000000
gbr,1996,29181000000
gbr,1997,30483000000
gbr,1998,31658000000
geo,1997,75000000
geo,1998,229000000
geo,1999,131000000
geo,2000,107000000
geo,2001,136000000
geo,2002,144000000
geo,2003,172000000
geo,2004,209000000
geo,2005,287000000
geo,2006,361000000
geo,2007,440000000
geo,2008,505000000
geo,2009,537000000
geo,2010,737000000
geo,2011,1069000000
geo,2012,1565000000
geo,2013,1916000000
geo,2014,1972000000
geo,2015,2049000000
geo,2016,2315000000
geo,2017,2971000000
geo,2018,3518000000
geo,2019,3551000000
geo,2020,586000000
gha,1995,30000000
gha,1996,32000000
gha,1997,35000000
gha,1998,304000000
gha,1999,325000000
gha,2000,357000000
gha,2001,374000000
gha,2002,383000000
gha,2003,441000000
gha,2004,495000000
gha,2005,867000000
gha,2006,910000000
gha,2007,990000000
gha,2008,970000000
gha,2009,849000000
gha,2010,706000000
gha,2011,797000000
gha,2012,1154000000
gha,2013,1010000000
gha,2014,1027000000
gha,2015,911000000
gha,2016,952000000
gha,2017,919000000
gha,2018,996000000
gha,2019,1490000000
gha,2020,191000000
gin,1995,911000.01335
gin,1996,9300000.19073
gin,1997,4800000.19073
gin,1998,4300000.19073
gin,1999,5800000.19073
gin,2000,7800000.19073
gin,2001,8199999.80927
gin,2007,1100000.02384
gin,2008,2400000.09537
gin,2009,4900000.09537
gin,2010,2039999.96185
gin,2011,2119999.88556
gin,2012,1679999.94755
gin,2014,17100000.38147
gin,2015,27000000
gin,2016,16600000.38147
gin,2017,16600000.38147
gin,2018,4699999.80927
gin,2019,10399999.61853
gin,2020,1289999.96185
gmb,1996,67000000
gmb,1997,76000000
gmb,2003,58000000
gmb,2004,51000000
gmb,2005,59000000
gmb,2006,69000000
gmb,2007,87000000
gmb,2008,80199996.94824
gmb,2009,64000000
gmb,2010,80000000
gmb,2011,86000000
gmb,2012,104000000
gmb,2013,78000000
gmb,2014,110000000
gmb,2015,92000000
gmb,2016,88000000
gmb,2017,128000000
gmb,2018,174000000
gmb,2019,157000000
gmb,2020,53000000
gnb,2003,2400000.09537
gnb,2004,2200000.04768
gnb,2010,13600000.38147
gnb,2011,14500000
gnb,2012,6800000.19073
gnb,2017,16440000.53406
gnb,2018,20000000
gnb,2019,18920000.07629
gnq,1995,1000000
gnq,1996,4000000
gnq,1997,5000000
gnq,1998,400000.00596
gnq,1999,10000000
gnq,2000,5000000
gnq,2001,14000000
grc,1995,4182000000
grc,1996,3759000000
grc,1997,3794000000
grc,1999,8839000000
grc,2000,9264000000
grc,2001,9219000000
grc,2002,10012000000
grc,2003,10852000000
grc,2004,12815000000
grc,2005,13455000000
grc,2006,14502000000
grc,2007,15683000000
grc,2008,17608000000
grc,2009,16038000000
grc,2010,13857000000
grc,2011,16269000000
grc,2012,14665000000
grc,2013,17433000000
grc,2014,19489000000
grc,2015,17547000000
grc,2016,16811000000
grc,2017,19139000000
grc,2018,21594000000
grc,2019,23003000000
grc,2020,6193000000
grd,1995,76000000
grd,1996,79000000
grd,1997,78000000
grd,1998,83000000
grd,1999,88000000
grd,2000,93000000
grd,2001,83000000
grd,2002,91000000
grd,2003,104000000
grd,2004,86000000
grd,2005,71000000
grd,2006,94000000
grd,2007,129000000
grd,2008,127000000
grd,2009,112000000
grd,2010,112000000
grd,2011,117000000
grd,2012,122000000
grd,2013,120000000
grd,2014,388000000
grd,2015,422000000
grd,2016,437000000
grd,2017,482000000
grd,2018,548000000
gtm,1995,216000000
gtm,1996,221000000
gtm,1997,270000000
gtm,1998,329000000
gtm,1999,374000000
gtm,2000,498000000
gtm,2001,588000000
gtm,2002,647000000
gtm,2003,646000000
gtm,2004,630000000
gtm,2005,791000000
gtm,2006,919000000
gtm,2007,1055000000
gtm,2008,1098300048.82813
gtm,2009,1086300048.82813
gtm,2010,1053300048.82813
gtm,2011,1077400024.41406
gtm,2012,1110000000
gtm,2013,1160699951.17188
gtm,2014,1164400024.41406
gtm,2015,1169500000
gtm,2016,1202699951.17188
gtm,2017,1217599975.58594
gtm,2018,1235099975.58594
gtm,2019,1227199951.17188
gtm,2020,298500000
guy,1996,112000000
guy,1997,115000000
guy,1998,111000000
guy,1999,109000000
guy,2000,80000000
guy,2001,65000000
guy,2002,53000000
guy,2003,28000000
hkg,1998,7337000000
hkg,1999,7343000000
hkg,2000,8198000000
hkg,2001,7923000000
hkg,2002,9849000000
hkg,2003,9004000000
hkg,2004,11874000000
hkg,2005,13588000000
hkg,2006,15541000000
hkg,2007,18237000000
hkg,2008,20236000000
hkg,2009,20291000000
hkg,2010,27208000000
hkg,2011,33169000000
hkg,2012,37098000000
hkg,2013,42426000000
hkg,2014,46352000000
hkg,2015,42491000000
hkg,2016,37838000000
hkg,2017,38170000000
hkg,2018,42313000000
hkg,2019,32697000000
hnd,1995,85000000
hnd,1996,119000000
hnd,1997,152000000
hnd,1998,175000000
hnd,1999,214000000
hnd,2000,263000000
hnd,2001,260000000
hnd,2002,305000000
hnd,2003,372000000
hnd,2004,420000000
hnd,2005,465000000
hnd,2006,515700012.20703
hnd,2007,546599975.58594
hnd,2008,619799987.79297
hnd,2009,616099975.58594
hnd,2010,626700012.20703
hnd,2011,641500000
hnd,2012,683700012.20703
hnd,2013,618000000
hnd,2014,706000000
hnd,2015,671000000
hnd,2016,585000000
hnd,2017,610000000
hnd,2018,601000000
hnd,2019,556000000
hnd,2020,189000000
hrv,1999,2595000000
hrv,2000,2871000000
hrv,2001,3463000000
hrv,2002,3952000000
hrv,2003,6513000000
hrv,2004,6945000000
hrv,2005,7625000000
hrv,2006,8296000000
hrv,2007,9617000000
hrv,2008,11615000000
hrv,2009,9300000000
hrv,2010,8299000000
hrv,2011,9598000000
hrv,2012,8912000000
hrv,2013,9715000000
hrv,2014,10079000000
hrv,2015,8207000000
hrv,2016,9215000000
hrv,2017,10534000000
hrv,2018,11348000000
hrv,2019,11974000000
hrv,2020,5631853027.34375
hti,1995,90000000
hti,1996,96000000
hti,1997,107000000
hti,1998,131000000
hti,1999,135000000
hti,2000,128000000
hti,2001,105000000
hti,2002,108000000
hti,2003,96000000
hti,2004,93000000
hti,2005,80000000
hti,2006,126000000
hti,2007,190000000
hti,2008,360000000
hti,2009,416000000
hti,2010,383000000
hti,2011,456000000
hti,2012,447000000
hti,2013,546000000
hti,2014,578000000
hti,2015,609000000
hti,2016,511000000
hti,2017,460000000
hti,2018,620000000
hun,1995,2938000000
hun,1996,3589000000
hun,1997,3824000000
hun,1998,3688000000
hun,1999,3622000000
hun,2000,3809000000
hun,2001,4191000000
hun,2002,3774000000
hun,2003,4119000000
hun,2004,4009000000
hun,2005,4761000000
hun,2006,4998000000
hun,2007,5628000000
hun,2008,7533000000
hun,2009,7013000000
hun,2010,6595000000
hun,2011,7239000000
hun,2012,6149000000
hun,2013,6671000000
hun,2014,7483000000
hun,2015,6929000000
hun,2016,7481000000
hun,2017,8448000000
hun,2018,9618000000
hun,2019,10225000000
hun,2020,4224000000
idn,2002,5797000000
idn,2003,4461000000
idn,2004,5226000000
idn,2005,5094000000
idn,2006,4890000000
idn,2007,5831000000
idn,2008,8150000000
idn,2009,6053000000
idn,2010,7618000000
idn,2011,9038000000
idn,2012,9463000000
idn,2013,10302000000
idn,2014,11567000000
idn,2015,12054000000
idn,2016,12566000000
idn,2017,14691000000
idn,2018,17915000000
idn,2019,18405000000
idn,2020,3533000000
ind,2000,3598000000
ind,2001,3342000000
ind,2002,3300000000
ind,2003,4560000000
ind,2004,6307000000
ind,2005,7659000000
ind,2006,8915000000
ind,2007,11234000000
ind,2008,12462000000
ind,2012,18340000000
ind,2013,19042000000
ind,2014,20756000000
ind,2015,21472000000
ind,2016,23111000000
ind,2017,27878000000
ind,2018,29143000000
ind,2019,31661000000
ind,2020,13413000000
irl,1995,2697792724.60938
irl,1996,3022329589.84375
irl,1997,3181000000
irl,1999,3403000000
irl,2000,3517000000
irl,2001,3789000000
irl,2002,4228000000
irl,2003,5206000000
irl,2004,6075000000
irl,2005,6779000000
irl,2006,7668000000
irl,2007,9260000000
irl,2008,9972000000
irl,2009,8465000000
irl,2010,8185000000
irl,2011,9532000000
irl,2012,9255000000
irl,2013,10165000000
irl,2014,11101000000
irl,2015,11476000000
irl,2016,12649000000
irl,2017,14294000000
irl,2018,15276000000
irl,2019,14808000000
irl,2020,4160000000
irn,1995,205000000
irn,1996,142000000
irn,1997,190000000
irn,1998,656000000
irn,1999,559000000
irn,2000,677000000
irn,2001,1122000000
irn,2002,1607000000
irn,2003,1266000000
irn,2004,1305000000
irn,2005,1025000000
irn,2006,1464000000
irn,2007,1950000000
irn,2008,1978000000
irn,2009,2259000000
irn,2010,2631000000
irn,2011,2489000000
irn,2012,2483000000
irn,2013,3306000000
irn,2014,4197000000
irn,2015,4771000000
irn,2016,4634000000
irn,2017,4531000000
irn,2018,5252000000
irq,2005,186000000
irq,2006,170000000
irq,2007,555000000
irq,2008,867000000
irq,2009,1432000000
irq,2010,1736000000
irq,2011,1557000000
irq,2012,1640000000
irq,2013,1682000000
irq,2014,1938000000
irq,2015,2833000000
irq,2016,3120000000
irq,2017,2959000000
irq,2018,1986000000
irq,2019,3593000000
irq,2020,955000000
isl,1995,309000000
isl,1996,312000000
isl,1997,314000000
isl,1998,372000000
isl,1999,380000000
isl,2000,386000000
isl,2001,383000000
isl,2002,415000000
isl,2003,486000000
isl,2004,558000000
isl,2005,635000000
isl,2006,702000000
isl,2007,848000000
isl,2008,881000000
isr,1995,3491000000
isr,1996,3506000000
isr,1997,3740000000
isr,1998,3598000000
isr,1999,4800000000
isr,2000,4611000000
isr,2001,2854000000
isr,2002,2426000000
isr,2003,2473000000
isr,2004,2908000000
isr,2005,3750000000
isr,2006,3736000000
isr,2007,4325000000
isr,2008,5401000000
isr,2009,4937000000
isr,2010,5638000000
isr,2011,5886000000
isr,2012,6183000000
isr,2013,6600000000
isr,2014,6616000000
isr,2015,6605000000
isr,2016,6616000000
isr,2017,7602000000
isr,2018,8048000000
isr,2019,8459000000
isr,2020,2661000000
ita,1995,30411000000
ita,1996,31884000000
ita,1997,31415000000
ita,1998,31339000000
ita,1999,29570000000
ita,2000,28712000000
ita,2001,26924000000
ita,2002,28213000000
ita,2003,32623000000
ita,2004,37893000000
ita,2005,38364000000
ita,2006,41666000000
ita,2007,46134000000
ita,2015,41415000000
ita,2016,42423000000
ita,2017,46719000000
ita,2018,51602000000
ita,2019,51910000000
ita,2020,20459000000
jam,1995,1199000000
jam,1996,1218000000
jam,1997,1290000000
jam,1998,1380000000
jam,1999,1486000000
jam,2000,1577000000
jam,2001,1494000000
jam,2002,1482000000
jam,2003,1621000000
jam,2004,1733000000
jam,2005,1783000000
jam,2006,2094000000
jam,2007,2142000000
jam,2008,2222000000
jam,2009,2070000000
jam,2010,2095000000
jam,2011,2060000000
jor,1995,973000000
jor,1996,1026000000
jor,1997,1063000000
jor,1998,1083000000
jor,1999,1016000000
jor,2000,935000000
jor,2001,884000000
jor,2002,1254000000
jor,2003,1266000000
jor,2004,1621000000
jor,2005,1759000000
jor,2006,2426000000
jor,2007,2754000000
jor,2008,3539000000
jor,2009,3472000000
jor,2010,4390000000
jor,2011,4351000000
jor,2012,5123000000
jor,2013,5145000000
jor,2014,5518000000
jor,2015,4968000000
jor,2016,4943000000
jor,2017,5549000000
jor,2018,6221000000
jor,2019,6765000000
jor,2020,1745000000
jpn,1995,4894000000
jpn,1996,5775000000
jpn,1997,6175000000
jpn,1998,5664000000
jpn,1999,5715000000
jpn,2000,5970000000
jpn,2001,5750000000
jpn,2002,6069000000
jpn,2003,11475000000
jpn,2004,14343000000
jpn,2005,15554000000
jpn,2006,11490000000
jpn,2007,12422000000
jpn,2008,13781000000
jpn,2009,12537000000
jpn,2010,15356000000
jpn,2011,12533000000
jpn,2012,16197000000
jpn,2013,16865000000
jpn,2014,20790000000
jpn,2015,27285000000
jpn,2016,33456000000
jpn,2017,36978000000
jpn,2018,45276000000
jpn,2019,49209000000
jpn,2020,11395000000
kaz,1995,155000000
kaz,1996,258000000
kaz,1997,350000000
kaz,1998,454000000
kaz,1999,394000000
kaz,2000,403000000
kaz,2001,502000000
kaz,2002,680000000
kaz,2003,638000000
kaz,2004,803000000
kaz,2005,801000000
kaz,2006,973000000
kaz,2007,1214000000
kaz,2008,1255000000
kaz,2009,1185000000
kaz,2010,1236000000
kaz,2011,1524000000
kaz,2012,2154000000
kaz,2013,2365000000
kaz,2014,2239000000
kaz,2015,1833000000
kaz,2016,2038000000
kaz,2017,2356000000
kaz,2018,2651000000
kaz,2019,2922000000
kaz,2020,589000000
ken,1995,785000000
ken,1996,823000000
ken,1997,1077000000
ken,1998,1213000000
ken,1999,1211000000
ken,2000,500000000
ken,2001,536000000
ken,2002,513000000
ken,2003,619000000
ken,2004,799000000
ken,2005,969000000
ken,2006,1181000000
ken,2007,1514000000
ken,2008,1398000000
ken,2009,1124000000
ken,2010,1620000000
ken,2011,1844000000
ken,2012,2004000000
ken,2013,1829000000
ken,2014,1745000000
ken,2015,1596000000
ken,2016,1472000000
ken,2017,1564000000
ken,2018,1784000000
ken,2019,1762000000
kgz,1998,12000000
kgz,1999,18000000
kgz,2000,20000000
kgz,2001,32000000
kgz,2002,48000000
kgz,2003,62000000
kgz,2004,92000000
kgz,2005,94000000
kgz,2006,189000000
kgz,2007,392000000
kgz,2008,569000000
kgz,2009,300000000
kgz,2010,212000000
kgz,2011,405000000
kgz,2012,486000000
kgz,2013,585000000
kgz,2014,468000000
kgz,2015,482000000
kgz,2016,477000000
kgz,2017,480000000
kgz,2018,518000000
kgz,2019,708000000
kgz,2020,195000000
khm,1995,71000000
khm,1996,117000000
khm,1997,99000000
khm,1998,129000000
khm,1999,240000000
khm,2000,345000000
khm,2001,429000000
khm,2002,509000000
khm,2003,441000000
khm,2004,673000000
khm,2005,929000000
khm,2006,1109000000
khm,2007,1169000000
khm,2008,1280000000
khm,2009,1463000000
khm,2010,1671000000
khm,2011,2258000000
khm,2012,2663000000
khm,2013,2895000000
khm,2014,3220000000
khm,2015,3419000000
khm,2016,3523000000
khm,2017,4024000000
khm,2018,4832000000
khm,2019,5312000000
khm,2020,1119000000
kir,1995,2000000
kir,1996,2099999.90463
kir,1997,2599999.90463
kir,1998,3099999.90463
kir,1999,2799999.95232
kir,2000,2700000.04768
kir,2001,3200000.04768
kir,2005,3099999.90463
kir,2017,5170000.07629
kna,1995,63000000
kna,1996,68000000
kna,1997,72000000
kna,1998,71000000
kna,1999,69000000
kna,2000,58000000
kna,2001,62000000
kna,2002,57000000
kna,2003,75000000
kna,2004,103000000
kna,2005,121000000
kna,2006,132000000
kna,2007,125000000
kna,2008,110000000
kna,2009,83000000
kna,2010,90000000
kna,2011,94000000
kna,2012,95000000
kna,2013,101000000
kna,2014,343000000
kna,2015,317000000
kna,2016,332000000
kna,2017,355000000
kna,2018,367000000
kor,1995,6670000000
kor,1996,6350000000
kor,1997,6317000000
kor,1998,8263000000
kor,1999,8337000000
kor,2000,8527000000
kor,2001,7917000000
kor,2002,7617000000
kor,2003,7002000000
kor,2004,8222000000
kor,2005,8282000000
kor,2006,8437000000
kor,2007,9253000000
kor,2008,13440000000
kor,2009,13262000000
kor,2010,14315000000
kor,2011,17329000000
kor,2012,18731000000
kor,2013,19457000000
kor,2014,22390000000
kor,2015,18711000000
kor,2016,20924000000
kor,2017,17173000000
kor,2018,23104000000
kor,2019,25456000000
kor,2020,11776000000
kwt,1995,307000000
kwt,1996,389000000
kwt,1997,396000000
kwt,1998,456000000
kwt,1999,342000000
kwt,2000,394000000
kwt,2001,286000000
kwt,2002,320000000
kwt,2003,328000000
kwt,2004,398000000
kwt,2005,413000000
kwt,2006,508000000
kwt,2007,530000000
kwt,2008,610000000
kwt,2009,660000000
kwt,2010,574000000
kwt,2011,644000000
kwt,2012,780000000
kwt,2013,619000000
kwt,2014,615000000
kwt,2015,931000000
kwt,2016,831000000
kwt,2017,643000000
kwt,2018,919000000
kwt,2019,1198000000
kwt,2020,524000000
lao,1995,52000000
lao,1996,63000000
lao,1997,61000000
lao,1998,97000000
lao,1999,86000000
lao,2001,108000000
lao,2002,110000000
lao,2003,77000000
lao,2004,122000000
lao,2005,143000000
lao,2006,160000000
lao,2007,190000000
lao,2008,280000000
lao,2009,271000000
lao,2010,385000000
lao,2011,413000000
lao,2012,461000000
lao,2013,613000000
lao,2014,642400024.41406
lao,2015,725000000
lao,2016,717000000
lao,2017,655000000
lao,2018,833000000
lao,2019,974000000
lao,2020,227000000
lbn,1995,710000000
lbn,1996,715000000
lbn,1997,1000000000
lbn,1998,1221000000
lbn,1999,673000000
lbn,2000,742000000
lbn,2001,837000000
lbn,2003,6782000000
lbn,2004,5931000000
lbn,2005,5969000000
lbn,2006,5457000000
lbn,2007,5796000000
lbn,2008,6317000000
lbn,2009,7157000000
lbn,2010,8026000000
lbn,2011,6797000000
lbn,2012,7361000000
lbn,2013,7032000000
lbn,2014,6835000000
lbn,2015,7087000000
lbn,2016,7373000000
lbn,2017,8086000000
lbn,2018,8694000000
lbn,2019,8717000000
lbn,2020,2369000000
lbr,2004,59000000
lbr,2005,67000000
lbr,2006,124000000
lbr,2007,131000000
lbr,2008,158000000
lbr,2009,123000000
lby,1995,4000000
lby,1996,4000000
lby,1997,3000000
lby,1998,23000000
lby,1999,39000000
lby,2000,84000000
lby,2001,90000000
lby,2002,202000000
lby,2003,243000000
lby,2004,261000000
lby,2005,301000000
lby,2006,244000000
lby,2007,99000000
lby,2008,99000000
lby,2009,159000000
lby,2010,170000000
lca,1995,230000000
lca,1996,237000000
lca,1997,253000000
lca,1998,283000000
lca,1999,263000000
lca,2000,281000000
lca,2001,233000000
lca,2002,210000000
lca,2003,282000000
lca,2004,326000000
lca,2005,382000000
lca,2006,294000000
lca,2007,302000000
lca,2008,311000000
lca,2009,296000000
lca,2010,309000000
lca,2011,321000000
lca,2012,337000000
lca,2013,354000000
lca,2014,778000000
lca,2015,810000000
lca,2016,776000000
lca,2017,875000000
lca,2018,989000000
lka,1995,367000000
lka,1996,282000000
lka,1997,351000000
lka,1998,369000000
lka,1999,414000000
lka,2000,388000000
lka,2001,347000000
lka,2002,594000000
lka,2003,709000000
lka,2004,808000000
lka,2005,729000000
lka,2006,733000000
lka,2007,750000000
lka,2008,803000000
lka,2009,754000000
lka,2010,1044000000
lka,2011,1421000000
lka,2012,1756000000
lka,2013,2506000000
lka,2014,3278000000
lka,2015,3978000000
lka,2016,4591000000
lka,2017,5083000000
lka,2018,5608000000
lka,2019,4663000000
lka,2020,1076000000
lso,1995,29000000
lso,1996,33700000.76294
lso,1997,33720001.2207
lso,1998,24700000.76294
lso,1999,23100000.38147
ltu,1995,102000000
ltu,1996,345000000
ltu,1997,399000000
ltu,1998,504000000
ltu,1999,591000000
ltu,2000,430000000
ltu,2001,425000000
ltu,2002,556000000
ltu,2003,700000000
ltu,2004,834000000
lux,2002,2497000000
lux,2003,3051000000
lux,2004,3824000000
lux,2005,3770000000
lux,2006,3819000000
lux,2007,4351000000
lux,2008,4918000000
lux,2009,4546000000
lux,2010,4519000000
lux,2011,5358000000
lux,2012,5395000000
lux,2013,5629000000
lux,2014,6033000000
lux,2015,6182000000
lux,2016,5606000000
lux,2017,5472000000
lux,2018,5642000000
lux,2019,5645000000
lux,2020,4454000000
lva,1995,37000000
lva,1996,231000000
lva,1997,235000000
lva,1998,222000000
lva,1999,153000000
lva,2000,172000000
lva,2001,153000000
lva,2002,201000000
lva,2003,271000000
lva,2004,343000000
lva,2005,446000000
lva,2006,622000000
lva,2007,880000000
mac,1995,3233000000
mac,1996,3085000000
mac,1997,2876000000
mac,1998,2648000000
mac,1999,2598000000
mac,2000,3205000000
mac,2001,3745000000
mac,2002,4428000000
mac,2003,5225000000
mac,2004,7431000000
mac,2005,7181000000
mac,2006,8482000000
mac,2007,11198000000
mac,2008,13749000000
mac,2009,15182000000
mac,2010,22688000000
mac,2011,31118000000
mac,2012,36593000000
mac,2013,43755000000
mac,2014,43412000000
mac,2015,31620000000
mac,2016,31155000000
mac,2017,36595000000
mac,2018,41478000000
mac,2019,41166000000
mac,2020,9442000000
mar,1995,1469000000
mar,1996,1857000000
mar,1997,1649000000
mar,1998,1934000000
mar,1999,2177000000
mar,2000,2280000000
mar,2001,2966000000
mar,2002,3157000000
mar,2003,3802000000
mar,2004,4540000000
mar,2005,5426000000
mar,2006,6900000000
mar,2007,8307000000
mar,2008,8885000000
mar,2009,7980000000
mar,2010,8176000000
mar,2011,9101000000
mar,2012,8491000000
mar,2013,8201000000
mar,2014,9070000000
mar,2015,7765000000
mar,2016,7922000000
mar,2017,9086000000
mar,2018,9520000000
mar,2019,9949000000
mar,2020,4514000000
mda,1995,71000000
mda,1996,50000000
mda,1997,74000000
mda,1998,64000000
mda,1999,49000000
mda,2000,57000000
mda,2001,58000000
mda,2002,72000000
mda,2003,79000000
mda,2004,112000000
mda,2005,138000000
mda,2006,150000000
mda,2007,229000000
mda,2008,293000000
mda,2009,240000000
mda,2010,222000000
mda,2011,253000000
mda,2012,279000000
mda,2013,324000000
mda,2014,328000000
mda,2015,300000000
mda,2016,344000000
mda,2017,442000000
mda,2018,500000000
mda,2019,527000000
mda,2020,354000000
mdg,1995,106000000
mdg,1996,102000000
mdg,1997,110000000
mdg,1998,136000000
mdg,1999,137000000
mdg,2000,152000000
mdg,2001,149000000
mdg,2002,109000000
mdg,2003,119000000
mdg,2004,239000000
mdg,2005,275000000
mdg,2006,382000000
mdg,2007,395000000
mdg,2008,440000000
mdg,2009,328000000
mdg,2010,425000000
mdg,2011,507000000
mdg,2012,596000000
mdg,2013,609000000
mdg,2014,740000000
mdg,2015,696000000
mdg,2016,912000000
mdg,2017,849000000
mdg,2018,879000000
mdg,2019,951000000
mdg,2020,202000000
mdv,2011,1966000000
mdv,2012,2032000000
mdv,2013,2422000000
mdv,2014,2811000000
mdv,2015,2691000000
mdv,2016,2640000000
mdv,2017,2771000000
mdv,2018,3054000000
mdv,2019,3171000000
mdv,2020,1409000000
mex,1995,6847000000
mex,1996,7531000000
mex,1997,8184000000
mex,1998,8307000000
mex,1999,8135000000
mex,2000,9133000000
mex,2001,9190000000
mex,2002,9547000000
mex,2003,10058000000
mex,2004,11609000000
mex,2005,12801000000
mex,2006,13329000000
mex,2007,14055000000
mex,2008,14726000000
mex,2009,12542000000
mex,2010,12628000000
mex,2011,12458000000
mex,2012,13320000000
mex,2013,14311000000
mex,2014,16606000000
mex,2015,18729000000
mex,2016,20619000000
mex,2017,22467000000
mex,2018,23802000000
mex,2019,25847000000
mex,2020,11449000000
mhl,1995,2500000
mhl,1996,3000000
mhl,1997,3000000
mhl,1998,3000000
mhl,1999,2900000.09537
mhl,2000,3000000
mhl,2001,3099999.90463
mhl,2002,3400000.09537
mhl,2003,4000000
mhl,2004,5000000
mhl,2005,3690000.05722
mhl,2006,3579999.92371
mhl,2007,3299999.95232
mhl,2008,2700000.04768
mhl,2009,3099999.90463
mhl,2010,3700000.04768
mhl,2011,4780000.20981
mhl,2012,4090000.15259
mhl,2013,4300000.19073
mhl,2014,5400000.09537
mhl,2015,1500000
mhl,2016,30399999.61853
mhl,2017,18100000.38147
mhl,2018,20100000.38147
mkd,1996,35000000
mkd,1997,29000000
mkd,1998,30000000
mkd,1999,80000000
mkd,2000,88000000
mkd,2001,49000000
mkd,2002,55000000
mkd,2003,86000000
mkd,2004,103000000
mkd,2005,116000000
mkd,2006,156000000
mkd,2007,219000000
mkd,2008,262000000
mkd,2009,232000000
mkd,2010,199000000
mkd,2011,242000000
mkd,2012,237000000
mkd,2013,270000000
mkd,2014,298000000
mkd,2015,268000000
mkd,2016,283000000
mkd,2017,331000000
mkd,2018,387000000
mkd,2019,401000000
mkd,2020,253000000
mli,1995,26000000
mli,1996,27000000
mli,1997,25000000
mli,1998,28000000
mli,1999,36000000
mli,2000,47000000
mli,2001,91000000
mli,2002,105000000
mli,2003,136000000
mli,2004,142000000
mli,2005,149000000
mli,2006,175399993.89648
mli,2007,227000000
mli,2008,286000000
mli,2009,196000000
mli,2010,208000000
mli,2011,218000000
mli,2012,144000000
mli,2013,178199996.94824
mli,2014,213899993.89648
mli,2015,186000000
mli,2016,201600006.10352
mli,2017,206399993.89648
mli,2018,231000000
mlt,1995,813000000
mlt,1996,780000000
mlt,1997,789000000
mlt,1998,818000000
mlt,1999,841000000
mlt,2000,731000000
mlt,2001,704000000
mlt,2002,757000000
mlt,2003,869000000
mlt,2004,949000000
mlt,2005,924000000
mlt,2006,966000000
mlt,2007,1185000000
mmr,1995,169000000
mmr,1996,215000000
mmr,1997,183000000
mmr,1998,196000000
mmr,1999,222000000
mmr,2000,195000000
mmr,2001,132000000
mmr,2002,136000000
mmr,2003,70000000
mmr,2004,97000000
mmr,2005,83000000
mmr,2006,59000000
mmr,2007,97000000
mmr,2008,80000000
mmr,2009,75000000
mmr,2010,91000000
mmr,2011,334000000
mmr,2012,550000000
mmr,2013,964000000
mmr,2014,1687000000
mmr,2015,2199000000
mmr,2016,2289000000
mmr,2017,1988000000
mmr,2018,1670000000
mmr,2019,2501000000
mne,2007,660000000
mne,2008,859000000
mne,2009,792000000
mne,2010,765000000
mne,2011,926000000
mne,2012,860000000
mne,2013,929000000
mne,2014,959000000
mne,2015,947000000
mne,2016,978000000
mne,2017,1110000000
mne,2018,1224000000
mne,2019,1276000000
mne,2020,180000000
mng,1995,33000000
mng,1996,20000000
mng,1997,25000000
mng,1998,47000000
mng,1999,43000000
mng,2000,43000000
mng,2001,49000000
mng,2002,143000000
mng,2003,154000000
mng,2004,205000000
mng,2005,203000000
mng,2006,261000000
mng,2007,349000000
mng,2008,272000000
mng,2009,253000000
mng,2010,288000000
mng,2011,197000000
mng,2012,215000000
mng,2013,236000000
mng,2014,257000000
mng,2015,279000000
mng,2016,379000000
mng,2017,462000000
mng,2018,526000000
mng,2019,605000000
mng,2020,49000000
mnp,1995,655000000
moz,2002,65000000
moz,2003,106000000
moz,2004,96000000
moz,2005,138000000
moz,2006,145000000
