geo,time,sh_xpd_ehex_pp_cd
bol,2006,11.61519
bol,2007,9.83935
bol,2008,13.30784
bol,2009,10.32263
bol,2010,9.65154
bol,2011,13.14779
bol,2012,13.75882
bol,2013,13.03153
bol,2014,11.09986
bol,2015,14.36426
bol,2016,16.59736
bol,2017,12.59561
bol,2018,9.54056
bol,2019,7.11439
bra,2000,2.40293
bra,2001,2.24524
bra,2002,2.62729
bra,2003,1.56958
bra,2004,4.50366
bra,2005,0.5955
bra,2006,1.01929
bra,2007,0.84104
bra,2008,0.571
bra,2009,1.66068
bra,2010,2.79421
bra,2011,3.97185
bra,2012,1.45005
bra,2013,0.84484
bra,2014,1.82137
bra,2015,1.05253
bra,2016,0.97128
bra,2017,0.91119
bra,2018,1.22898
bra,2019,2.18509
brb,2000,0
brb,2001,0
brb,2002,15.6962
brb,2003,16.36534
brb,2004,12.35808
brb,2005,11.85661
brb,2006,16.16576
brb,2007,20.01039
brb,2008,34.52424
brb,2009,40.3866
brb,2010,25.06169
brb,2011,33.83267
brb,2012,4.41697
brb,2013,20.55544
brb,2014,23.79045
brb,2015,18.04806
brb,2016,18.31442
brb,2017,21.0152
brb,2018,12.51703
brb,2019,9.14488
brn,2000,0
brn,2001,0
brn,2002,0
brn,2003,0
brn,2004,0
brn,2005,0
brn,2006,0
brn,2007,0
brn,2008,0
brn,2009,0
brn,2010,0
brn,2011,0
brn,2012,0
brn,2013,0
brn,2014,0
brn,2015,0
brn,2016,0
brn,2017,0
brn,2018,0
brn,2019,0
btn,2000,9.41842
btn,2001,25.86755
btn,2002,12.2728
btn,2003,15.66851
btn,2004,28.39399
btn,2005,29.97687
btn,2006,53.38735
btn,2007,41.70894
btn,2008,27.08658
btn,2009,18.2866
btn,2010,24.19117
btn,2011,22.09938
btn,2012,23.33456
btn,2013,27.63043
btn,2014,25.131
btn,2015,17.26228
btn,2016,16.80314
btn,2017,39.70142
btn,2018,22.28411
btn,2019,30.09736
bwa,2000,84.61008
bwa,2001,78.40466
bwa,2002,82.14159
bwa,2003,79.17903
bwa,2004,68.82568
bwa,2005,64.47571
bwa,2006,59.91968
bwa,2007,102.21597
bwa,2008,98.16043
bwa,2009,59.36815
bwa,2010,42.20153
bwa,2011,39.82098
bwa,2012,38.47633
bwa,2013,80.90427
bwa,2014,72.55073
bwa,2015,62.58646
bwa,2016,54.37519
bwa,2017,101.7338
bwa,2018,67.43525
bwa,2019,68.99865
caf,2000,3.17413
caf,2001,1.86768
caf,2002,4.6859
caf,2003,3.86908
caf,2004,3.15363
caf,2005,7.53859
caf,2006,6.74617
caf,2007,8.66862
caf,2008,6.89439
caf,2009,15.07585
caf,2010,7.7579
caf,2011,10.74466
caf,2012,10.78577
caf,2013,11.66235
caf,2014,12.17821
caf,2015,16.4043
caf,2016,15.20779
caf,2017,19.13871
caf,2018,55.39651
caf,2019,22.06172
can,2000,0
can,2001,0
can,2002,0
can,2003,0
can,2004,0
can,2005,0
can,2006,0
can,2007,0
can,2008,0
can,2009,0
can,2010,0
can,2011,0
can,2012,0
can,2013,0
can,2014,0
can,2015,0
can,2016,0
can,2017,0
can,2018,0
can,2019,0
che,2000,0
che,2001,0
che,2002,0
che,2003,0
che,2004,0
che,2005,0
che,2006,0
che,2007,0
che,2008,0
che,2009,0
che,2010,0
che,2011,0
che,2012,0
che,2013,0
che,2014,0
che,2015,0
che,2016,0
che,2017,0
che,2018,0
chl,2000,0
chl,2001,0
chl,2002,0
chl,2003,0
chl,2004,0
chl,2005,0
chl,2006,0.19029
chl,2007,0.0109
chl,2008,0.13258
chl,2009,0.15434
chl,2010,0.12576
chl,2011,0.02795
chl,2012,0.02305
chl,2013,0.04499
chl,2014,0.04316
chl,2015,0.02675
chl,2016,0
chl,2017,0
chl,2018,0
chl,2019,0
chn,2000,0.03266
chn,2001,0.29459
chn,2002,0.22004
chn,2003,0.21708
chn,2004,0.2291
chn,2005,0.4352
chn,2006,0.32731
chn,2007,0.44351
chn,2008,0.44834
chn,2009,0.37212
chn,2010,0.46169
chn,2011,0.3272
chn,2012,0.28103
chn,2013,0.30573
chn,2014,0.17727
chn,2015,0.05398
chn,2016,0.01064
chn,2017,0.00312
chn,2018,0.00508
chn,2019,0.00589
civ,2000,13.8684
civ,2001,13.23991
civ,2002,13.47166
civ,2003,11.75007
civ,2004,14.12329
civ,2005,10.62354
civ,2006,11.87415
civ,2007,12.95954
civ,2008,17.96191
civ,2009,15.9311
civ,2010,16.27039
civ,2011,18.01518
civ,2012,25.15549
civ,2013,12.66008
civ,2014,21.72906
civ,2015,19.59972
civ,2016,23.65501
civ,2017,20.81043
civ,2018,19.74372
civ,2019,27.35659
cmr,2000,2.22502
cmr,2001,1.85807
cmr,2002,3.08109
cmr,2003,2.18296
cmr,2004,3.09866
cmr,2005,4.60112
cmr,2006,4.59043
cmr,2007,5.24396
cmr,2008,6.14405
cmr,2009,5.63534
cmr,2010,8.07154
cmr,2011,13.54727
cmr,2012,9.14098
cmr,2013,8.30626
cmr,2014,13.30566
cmr,2015,12.09849
cmr,2016,12.45806
cmr,2017,11.8119
cmr,2018,11.13228
cmr,2019,19.35315
cod,2000,1.77945
cod,2001,1.75932
cod,2002,1.85529
cod,2003,3.45727
cod,2004,3.96012
cod,2005,4.26796
cod,2006,4.83727
cod,2007,5.97471
cod,2008,11.54834
cod,2009,11.29662
cod,2010,10.95585
cod,2011,9.83149
cod,2012,8.31861
cod,2013,10.78879
cod,2014,13.58995
cod,2015,14.11365
cod,2016,18.18795
cod,2017,18.70968
cod,2018,13.02389
cod,2019,15.76892
cog,2000,6.61079
cog,2001,7.25628
cog,2002,7.86769
cog,2003,8.48668
cog,2004,15.81189
cog,2005,15.97579
cog,2006,13.85599
cog,2007,15.22046
cog,2008,11.72528
cog,2009,20.3634
cog,2010,11.6252
cog,2011,19.94074
cog,2012,31.894
cog,2013,23.40593
cog,2014,21.26778
cog,2015,21.55932
cog,2016,5.44927
cog,2017,7.7393
cog,2018,4.20483
cog,2019,6.82077
col,2000,0.06515
col,2001,0.18899
col,2002,3.56094
col,2003,7.79028
col,2004,5.58857
col,2005,4.74916
col,2006,4.03336
col,2007,2.93802
col,2008,0.41716
col,2009,0.36081
col,2010,0.4713
col,2011,1.19293
col,2012,4.2241
com,2000,7.70665
com,2001,9.61793
com,2002,8.48927
com,2003,14.24132
com,2004,15.18807
com,2005,11.66012
com,2006,7.17225
com,2007,4.92546
com,2008,4.79979
com,2009,4.84151
com,2010,9.5945
com,2011,17.72082
com,2012,18.85818
com,2013,22.0693
com,2014,29.92794
com,2015,13.44757
com,2016,16.87541
com,2017,31.63531
com,2018,20.23729
com,2019,29.63093
cpv,2000,3.52332
cpv,2001,4.27417
cpv,2002,4.53318
cpv,2003,2.55072
cpv,2004,6.76348
cpv,2005,10.04025
cpv,2006,19.36879
cpv,2007,11.58275
cpv,2008,12.62598
cpv,2009,6.88467
cpv,2010,15.39411
cpv,2011,12.12067
cpv,2012,38.83159
cpv,2013,46.80425
cpv,2014,46.12555
cpv,2015,11.85363
cpv,2016,15.66612
cpv,2017,27.99555
cpv,2018,34.79363
cpv,2019,25.30029
cri,2000,5.74438
cri,2001,6.66821
cri,2002,2.24512
cri,2003,2.06346
cri,2004,1.42987
cri,2005,1.16122
cri,2006,0.66415
cri,2007,0.77931
cri,2008,1.2977
cri,2009,2.72439
cri,2010,2.17503
cri,2011,1.42231
cri,2012,0.70769
cri,2013,0.44985
cri,2014,0.29681
cri,2015,0.08263
cri,2016,0.39759
cri,2017,0.77085
cri,2018,0.09505
cri,2019,0.01706
cub,2000,0.40403
cub,2001,0.49009
cub,2002,0.83405
cub,2003,1.08228
cub,2004,2.68026
cub,2005,3.11472
cub,2006,1.80144
cub,2007,2.02924
cub,2008,3.81238
cub,2009,2.16125
cub,2010,0.80402
cub,2011,4.2652
cub,2012,3.12344
cub,2013,2.69696
cub,2014,2.98361
cub,2015,1.51589
cub,2016,2.67094
cub,2017,1.89335
cub,2018,2.18527
cub,2019,3.37046
cyp,2000,6.06132
cyp,2001,6.04439
cyp,2002,7.9794
cyp,2003,7.98151
cyp,2004,7.72443
cyp,2005,8.11434
cyp,2006,9.833
cyp,2007,11.00965
cyp,2008,9.8397
cyp,2009,12.33494
cyp,2010,19.97045
cyp,2011,20.82131
cyp,2012,19.77865
cyp,2013,23.6483
cyp,2014,22.77634
cyp,2015,25.17421
cyp,2016,4.98169
cyp,2017,10.47336
cyp,2018,10.66955
cyp,2019,21.11165
cze,2003,0
cze,2004,0
cze,2005,0
cze,2006,0
cze,2007,0
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
dji,2000,0
dji,2001,0
dji,2002,18.85025
dji,2003,25.69266
dji,2004,13.39821
dji,2005,13.18994
dji,2006,12.94341
dji,2007,14.14835
dji,2008,11.45637
dji,2009,11.2096
dji,2010,10.74843
dji,2011,14.73909
dji,2012,24.14447
dji,2013,15.68815
dji,2014,21.10274
dji,2015,32.83456
dji,2016,34.71085
dji,2017,31.30839
dji,2018,24.03775
dji,2019,21.61658
dma,2000,10.12803
dma,2001,7.23189
dma,2002,14.49121
dma,2003,10.36276
dma,2004,13.95112
dma,2005,10.36341
dma,2006,10.19735
dma,2007,13.94341
dma,2008,13.0157
dma,2009,14.37484
dma,2010,14.0072
dma,2011,16.88443
dma,2012,19.95241
dma,2013,12.3212
dma,2014,12.68461
dma,2015,11.12564
dma,2016,11.329
dma,2017,10.05521
dma,2018,13.33532
dma,2019,4.85628
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2003,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0
dnk,2010,0
dnk,2011,0
dnk,2012,0
dnk,2013,0
dnk,2014,0
dnk,2015,0
dnk,2016,0
dnk,2017,0
dnk,2018,0
dnk,2019,0
dom,2000,5.96672
dom,2001,9.6956
dom,2002,18.97087
dom,2003,9.98789
dom,2004,6.89484
dom,2005,6.06825
dom,2006,4.07063
dom,2007,7.15937
dom,2008,8.50726
dom,2009,4.68517
dom,2010,3.77812
dom,2011,3.12896
dom,2012,8.64561
dom,2013,3.71135
dom,2014,49.32773
dom,2015,63.22803
dom,2016,5.7969
dom,2017,7.21444
dom,2018,9.86817
dom,2019,9.54632
dza,2000,0.1538
dza,2001,0.15586
dza,2002,0.15429
dza,2003,0.18122
dza,2004,0.17568
dza,2005,0.29289
dza,2006,0.20672
dza,2007,0.31158
dza,2008,0.19474
dza,2009,0.35117
dza,2010,0.18863
dza,2011,0.14015
dza,2012,0.25528
dza,2013,0.15627
dza,2014,0.30199
dza,2015,0.22498
dza,2016,0.15443
dza,2017,0.21315
dza,2018,0.198
dza,2019,0.33496
ecu,2000,5.41861
ecu,2001,4.48328
ecu,2002,2.99431
ecu,2003,2.00824
ecu,2004,4.66806
ecu,2005,2.56306
ecu,2006,4.33118
ecu,2007,2.15126
ecu,2008,2.10764
ecu,2009,2.30425
ecu,2010,9.33983
ecu,2011,1.35341
ecu,2012,1.36546
ecu,2013,1.18047
ecu,2014,1.54657
ecu,2015,1.91052
ecu,2016,1.56751
ecu,2017,1.15441
ecu,2018,1.00948
ecu,2019,0.9702
egy,2003,2.98901
egy,2004,3.6167
egy,2005,4.46722
egy,2006,6.07112
egy,2007,8.03408
egy,2008,5.62438
egy,2009,6.76407
egy,2010,2.6675
egy,2011,2.55026
egy,2012,1.96724
egy,2013,0.89872
egy,2014,7.48904
egy,2015,1.24197
egy,2016,6.06684
egy,2017,1.95531
egy,2018,3.82315
egy,2019,6.1641
eri,2000,0.46666
eri,2001,11.07028
eri,2002,20.23755
eri,2003,36.09726
eri,2004,38.20624
eri,2005,46.76821
eri,2006,47.0686
eri,2007,22.65367
eri,2008,29.22143
eri,2009,21.78031
eri,2010,18.83729
eri,2011,40.86822
eri,2012,16.44096
eri,2013,26.63315
eri,2014,28.01808
eri,2015,29.17849
eri,2016,13.58619
eri,2017,18.36059
eri,2018,25.77756
eri,2019,32.08337
esp,2014,0
esp,2015,0
esp,2017,0
esp,2018,0
esp,2019,0
est,2000,0.08755
est,2003,1.94401
est,2004,5.03698
est,2005,4.09388
est,2006,6.1047
est,2007,6.34198
est,2008,5.62011
est,2009,4.9259
est,2010,24.77089
est,2011,20.43354
est,2012,5.93754
est,2013,1.01495
est,2014,4.18294
est,2015,3.81978
est,2016,3.74306
est,2017,0.6094
est,2018,0.57546
est,2019,0.53938
eth,2000,3.42505
eth,2001,4.18718
eth,2002,3.1142
eth,2003,3.50513
eth,2004,7.31326
eth,2005,5.84625
eth,2006,10.26456
eth,2007,13.21429
eth,2008,17.4238
eth,2009,14.48908
eth,2010,19.36409
eth,2011,19.0314
eth,2012,15.39514
eth,2013,12.17247
eth,2014,14.30895
eth,2015,11.57077
eth,2016,13.68717
eth,2017,24.68371
eth,2018,25.7322
eth,2019,25.61764
fin,2000,0.11465
fin,2001,0.19179
fin,2002,0.20684
fin,2003,0.08867
fin,2004,0.04436
fin,2005,0.03842
fin,2006,0.0405
fin,2007,0.03729
fin,2008,0.00082
fin,2009,0.16097
fin,2010,0.24862
fin,2011,0.23006
fin,2012,0.11484
fin,2013,0.05037
fin,2014,0.08598
fin,2015,0.04838
fin,2016,0.0613
fin,2017,0.1224
fin,2018,0.17876
fin,2019,0.30413
fji,2000,17.00363
fji,2001,18.26686
fji,2002,18.05007
fji,2003,14.83119
fji,2004,33.83029
fji,2005,22.35592
fji,2006,12.83739
fji,2007,9.96864
fji,2008,17.20644
fji,2009,20.02625
fji,2010,18.48324
fji,2011,13.73416
fji,2012,21.03718
fji,2013,16.48758
fji,2014,15.55903
fji,2015,10.51662
fji,2016,12.79433
fji,2017,9.95218
fji,2018,10.58698
fji,2019,39.32492
fsm,2000,122.8275
fsm,2001,141.88625
fsm,2002,134.37706
fsm,2003,168.91477
fsm,2004,221.4281
fsm,2005,370.41464
fsm,2006,200.27428
fsm,2007,217.4311
fsm,2008,231.07094
fsm,2009,273.78542
fsm,2010,297.96521
fsm,2011,289.98114
fsm,2012,277.79365
fsm,2013,259.624
fsm,2014,228.33088
fsm,2015,262.80935
fsm,2016,277.3844
fsm,2017,268.88814
fsm,2018,259.44788
fsm,2019,250.59626
gab,2000,8.55267
gab,2001,5.9116
gab,2002,7.56275
gab,2003,8.25772
gab,2004,7.54061
gab,2005,16.88468
gab,2006,10.32992
gab,2007,13.36121
gab,2008,8.40016
gab,2009,8.29938
gab,2010,4.18812
gab,2011,4.35118
gab,2012,1.79201
gab,2013,1.58609
gab,2014,3.8909
gab,2015,3.20714
gab,2016,3.05332
gab,2017,2.53817
gab,2018,5.06984
gab,2019,2.45554
gbr,2000,0.14975
gbr,2001,0.16378
gbr,2002,0.1818
gbr,2003,0.20604
gbr,2004,0.20796
gbr,2005,0.21979
gbr,2006,0.24434
gbr,2007,0.24096
gbr,2008,0.26132
gbr,2009,0.26032
gbr,2010,0.2852
gbr,2011,0.31665
gbr,2012,0.3459
gbr,2013,0.38983
gbr,2014,0.3947
gbr,2015,0.4444
gbr,2016,0.49511
gbr,2017,0.56817
gbr,2018,0.67061
gbr,2019,0.75748
geo,2000,15.36507
geo,2001,16.07255
geo,2002,21.50027
geo,2003,18.55691
geo,2004,17.1992
geo,2005,16.90425
geo,2006,24.40284
geo,2007,32.29858
geo,2008,58.00762
geo,2009,34.5263
geo,2010,23.05542
geo,2011,20.84019
geo,2012,24.8341
geo,2013,23.17344
geo,2014,20.91094
geo,2015,21.10616
geo,2016,21.55056
geo,2017,21.23834
geo,2018,5.17721
geo,2019,5.12471
gha,2000,8.51683
gha,2001,10.79248
gha,2002,11.46507
gha,2003,10.10347
gha,2004,15.15725
gha,2005,17.63541
gha,2006,18.41765
gha,2007,15.76705
gha,2008,15.89217
gha,2009,19.81891
gha,2010,16.14954
gha,2011,20.07507
gha,2012,17.29217
gha,2013,40.26855
gha,2014,35.0901
gha,2015,58.96571
gha,2016,21.66251
gha,2017,22.67797
gha,2018,20.46029
gha,2019,21.78524
gin,2000,14.9797
gin,2001,16.38191
gin,2002,18.85795
gin,2003,17.20089
gin,2004,15.71236
gin,2005,14.09508
gin,2006,11.47734
gin,2007,11.22145
gin,2008,10.69028
gin,2009,11.11616
gin,2010,11.01011
gin,2011,17.1174
gin,2012,13.37765
gin,2013,14.15705
gin,2014,15.98297
gin,2015,24.79773
gin,2016,30.55082
gin,2017,8.98829
gin,2018,11.21459
gin,2019,12.91147
gmb,2000,164.30462
gmb,2001,145.52691
gmb,2002,157.98881
gmb,2003,144.42509
gmb,2004,85.21242
gmb,2005,84.55774
gmb,2006,90.73998
gmb,2007,85.03941
gmb,2008,83.92785
gmb,2009,77.36954
gmb,2010,78.54219
gmb,2011,75.68841
gmb,2012,64.89828
gmb,2013,38.20598
gmb,2014,45.68562
gmb,2015,22.94426
gmb,2016,27.74919
gmb,2017,41.94665
gmb,2018,60.65426
gmb,2019,40.15723
gnb,2000,8.52474
gnb,2001,10.28054
gnb,2002,19.34086
gnb,2003,17.31398
gnb,2004,20.52575
gnb,2005,23.90382
gnb,2006,24.32499
gnb,2007,28.52005
gnb,2008,27.75101
gnb,2009,21.5692
gnb,2010,38.61678
gnb,2011,49.82595
gnb,2012,24.13687
gnb,2013,24.51873
gnb,2014,53.34153
gnb,2015,33.5047
gnb,2016,41.01278
gnb,2017,31.05784
gnb,2018,40.44895
gnb,2019,47.21112
gnq,2000,5.83113
gnq,2001,29.85984
gnq,2002,21.47437
gnq,2003,15.38779
gnq,2004,15.28696
gnq,2005,13.01356
gnq,2006,24.88316
gnq,2007,29.27244
gnq,2008,17.66406
gnq,2009,40.81627
gnq,2010,26.09492
gnq,2011,22.99385
gnq,2012,16.02668
gnq,2013,7.77667
gnq,2014,2.63553
gnq,2015,8.72495
gnq,2016,7.6763
gnq,2017,14.02447
gnq,2018,15.02635
gnq,2019,5.55089
grc,2003,0
grc,2004,0
grc,2005,0
grc,2006,0
grc,2007,0
grc,2008,0
grc,2009,0.27313
grc,2010,0.52108
grc,2011,4.38685
grc,2012,3.2251
grc,2013,17.95167
grc,2014,27.33853
grc,2015,35.33036
grc,2016,5.93657
grc,2017,4.16853
grc,2018,3.20628
grc,2019,3.33484
grd,2000,6.21387
grd,2001,6.19182
grd,2002,6.24316
grd,2003,6.3413
grd,2004,4.16664
grd,2005,3.80547
grd,2006,17.12288
grd,2007,12.49256
grd,2008,26.14115
grd,2009,8.14617
grd,2010,7.1575
grd,2011,0.05612
grd,2012,0.76323
grd,2013,1.57351
grd,2014,2.20262
grd,2015,2.09121
grd,2016,1.89659
grd,2017,1.52284
grd,2018,2.07714
grd,2019,0.81142
gtm,2000,7.39336
gtm,2001,6.00498
gtm,2002,6.92524
gtm,2003,8.68206
gtm,2004,10.74789
gtm,2005,8.28645
gtm,2006,12.79041
gtm,2007,11.99101
gtm,2008,8.99877
gtm,2009,15.28377
gtm,2010,10.74593
gtm,2011,13.19222
gtm,2012,17.11594
gtm,2013,10.89551
gtm,2014,12.25063
