geo,time,sl_emp_mpyr_fe_zs
dza,1998,2.08
dza,1999,2.06
dza,2000,2.01
dza,2001,1.97
dza,2002,1.89
dza,2003,1.81
dza,2004,1.77
dza,2005,1.71
dza,2006,1.67
dza,2007,1.62
dza,2008,1.58
dza,2009,1.56
dza,2010,1.51
dza,2011,1.48
dza,2012,1.68
dza,2013,1.89
dza,2014,1.93
dza,2015,1.99
dza,2016,2.01
dza,2017,2.05
dza,2018,2.02
dza,2019,2.03
ecu,1991,3.48
ecu,1992,4.12
ecu,1993,5.67
ecu,1994,4.95
ecu,1995,4.13
ecu,1996,4.21
ecu,1997,4.48
ecu,1998,4.53
ecu,1999,3.98
ecu,2000,3.63
ecu,2001,3.25
ecu,2002,3.37
ecu,2003,3.43
ecu,2004,3.96
ecu,2005,4.03
ecu,2006,3.86
ecu,2007,3.09
ecu,2008,3.04
ecu,2009,2.3
ecu,2010,2.37
ecu,2011,2.05
ecu,2012,2.33
ecu,2013,1.93
ecu,2014,1.87
ecu,2015,1.86
ecu,2016,2.09
ecu,2017,1.61
ecu,2018,1.95
ecu,2019,1.76
egy,1991,4.18
egy,1992,4.32
egy,1993,4.19
egy,1994,4.4
egy,1995,5.63
egy,1996,5.09
egy,1997,4.52
egy,1998,5.7
egy,1999,5.92
egy,2000,4.47
egy,2001,6.49
egy,2002,5.66
egy,2003,4.29
egy,2004,4.53
egy,2005,3.71
egy,2006,2.81
egy,2007,3.41
egy,2008,4.08
egy,2009,3.79
egy,2010,3.12
egy,2011,3.17
egy,2012,2.81
egy,2013,2.15
egy,2014,2.22
egy,2015,1.94
egy,2016,2.23
egy,2017,2.03
egy,2018,3.81
egy,2019,3.64
eri,1991,0.58
eri,1992,0.6
eri,1993,0.56
eri,1994,0.56
eri,1995,0.48
eri,1996,0.51
eri,1997,0.57
eri,1998,0.42
eri,1999,0.36
eri,2000,0.41
eri,2001,0.52
eri,2002,0.56
eri,2003,0.5
eri,2004,0.62
eri,2005,0.65
eri,2006,0.79
eri,2007,0.81
eri,2008,0.81
eri,2009,0.93
eri,2010,0.76
eri,2011,0.86
eri,2012,0.99
eri,2013,1.06
eri,2014,1.17
eri,2015,1.2
eri,2016,1.25
eri,2017,1.2
eri,2018,1.25
eri,2019,1.21
esp,1991,1.69
esp,1992,2.13
esp,1993,2.08
esp,1994,2.39
esp,1995,2.42
esp,1996,2.61
esp,1997,2.66
esp,1998,2.91
esp,1999,3.39
esp,2000,3.36
esp,2001,3.26
esp,2002,3.11
esp,2003,2.93
esp,2004,3.15
esp,2005,3.05
esp,2006,3.24
esp,2007,3.22
esp,2008,3.41
esp,2009,3.59
esp,2010,3.48
esp,2011,3.27
esp,2012,3.38
esp,2013,3.35
esp,2014,3.47
esp,2015,3.29
esp,2016,3.39
esp,2017,3.37
esp,2018,3.42
esp,2019,3.18
est,1991,0.97
est,1992,0.97
est,1993,1.01
est,1994,1.04
est,1995,1.08
est,1996,1.09
est,1997,1.06
est,1998,1.49
est,1999,1.85
est,2000,1.89
est,2001,1.47
est,2002,1.28
est,2003,1.89
est,2004,1.97
est,2005,1.25
est,2006,1.12
est,2007,1.58
est,2008,1.55
est,2009,1.74
est,2010,1.37
est,2011,1.59
est,2012,1.35
est,2013,1.44
est,2014,1.39
est,2015,1.9
est,2016,2.21
est,2017,2.49
est,2018,2
est,2019,2.11
eth,1991,0.37
eth,1992,0.38
eth,1993,0.38
eth,1994,0.38
eth,1995,0.39
eth,1996,0.4
eth,1997,0.39
eth,1998,0.36
eth,1999,0.33
eth,2000,0.3
eth,2001,0.31
eth,2002,0.29
eth,2003,0.28
eth,2004,0.27
eth,2005,0.26
eth,2006,0.24
eth,2007,0.23
eth,2008,0.22
eth,2009,0.2
eth,2010,0.19
eth,2011,0.18
eth,2012,0.17
eth,2013,0.16
eth,2014,0.16
eth,2015,0.16
eth,2016,0.16
eth,2017,0.16
eth,2018,0.16
eth,2019,0.17
fin,1991,2.35
fin,1992,2.27
fin,1993,2.19
fin,1994,2.27
fin,1995,2.31
fin,1996,1.81
fin,1997,2.07
fin,1998,1.98
fin,1999,2.3
fin,2000,2.24
fin,2001,2.21
fin,2002,2.11
fin,2003,2.43
fin,2004,2.26
fin,2005,1.96
fin,2006,2.16
fin,2007,2.17
fin,2008,1.93
fin,2009,1.93
fin,2010,2.11
fin,2011,2.21
fin,2012,1.87
fin,2013,1.83
fin,2014,1.96
fin,2015,2.13
fin,2016,2.01
fin,2017,1.95
fin,2018,1.82
fin,2019,1.99
fji,1991,0.93
fji,1992,0.94
fji,1993,0.96
fji,1994,0.96
fji,1995,0.97
fji,1996,0.98
fji,1997,1
fji,1998,1.03
fji,1999,1.02
fji,2000,1.05
fji,2001,1.07
fji,2002,1.07
fji,2003,1.09
fji,2004,1.09
fji,2005,1.13
fji,2006,1.1
fji,2007,1.03
fji,2008,0.96
fji,2009,0.93
fji,2010,0.89
fji,2011,0.85
fji,2012,0.9
fji,2013,0.92
fji,2014,0.91
fji,2015,0.91
fji,2016,0.93
fji,2017,0.92
fji,2018,0.9
fji,2019,0.88
fra,1991,2.24
fra,1992,2.28
fra,1993,2.17
fra,1994,2.16
fra,1995,2.26
fra,1996,2.2
fra,1997,2.21
fra,1998,2.23
fra,1999,2.2
fra,2000,2.06
fra,2001,2
fra,2002,1.94
fra,2003,2.14
fra,2004,2.22
fra,2005,2.09
fra,2006,2.11
fra,2007,2.29
fra,2008,2.55
fra,2009,2.17
fra,2010,2.1
fra,2011,2.26
fra,2012,2.22
fra,2013,2.17
fra,2014,2.05
fra,2015,2.2
fra,2016,2.28
fra,2017,2.29
fra,2018,2.17
fra,2019,2.21
gab,1991,0.19
gab,1992,0.2
gab,1993,0.21
gab,1994,0.24
gab,1995,0.27
gab,1996,0.3
gab,1997,0.34
gab,1998,0.38
gab,1999,0.43
gab,2000,0.47
gab,2001,0.5
gab,2002,0.57
gab,2003,0.64
gab,2004,0.71
gab,2005,0.79
gab,2006,0.88
gab,2007,0.99
gab,2008,1.08
gab,2009,1.24
gab,2010,1.37
gab,2011,1.34
gab,2012,1.34
gab,2013,1.35
gab,2014,1.37
gab,2015,1.4
gab,2016,1.41
gab,2017,1.42
gab,2018,1.45
gab,2019,1.47
gbr,1991,2.06
gbr,1992,1.82
gbr,1993,1.83
gbr,1994,1.78
gbr,1995,1.7
gbr,1996,1.66
gbr,1997,1.76
gbr,1998,1.7
gbr,1999,1.49
gbr,2000,1.66
gbr,2001,1.61
gbr,2002,1.6
gbr,2003,1.64
gbr,2004,1.68
gbr,2005,1.54
gbr,2006,1.52
gbr,2007,1.54
gbr,2008,1.37
gbr,2009,1.43
gbr,2010,1.46
gbr,2011,1.34
gbr,2012,1.42
gbr,2013,1.43
gbr,2014,1.43
gbr,2015,1.34
gbr,2016,1.39
gbr,2017,1.42
gbr,2018,1.24
gbr,2019,1.27
geo,1991,0.15
geo,1992,0.15
geo,1993,0.14
geo,1994,0.18
geo,1995,0.22
geo,1996,0.25
geo,1997,0.32
geo,1998,0.37
geo,1999,0.34
geo,2000,0.36
geo,2001,0.37
geo,2002,0.54
geo,2003,0.53
geo,2004,0.4
geo,2005,0.42
geo,2006,0.35
geo,2007,0.63
geo,2008,0.75
geo,2009,0.78
geo,2010,0.55
geo,2011,0.81
geo,2012,0.75
geo,2013,0.55
geo,2014,0.57
geo,2015,1.19
geo,2016,0.97
geo,2017,1.22
geo,2018,1.21
geo,2019,1.14
gha,1991,2.87
gha,1992,2.88
gha,1993,2.91
gha,1994,2.96
gha,1995,3.02
gha,1996,3.06
gha,1997,3.12
gha,1998,3.21
gha,1999,3.26
gha,2000,3.35
gha,2001,3.43
gha,2002,3.5
gha,2003,3.52
gha,2004,3.57
gha,2005,3.54
gha,2006,3.8
gha,2007,3.86
gha,2008,3.92
gha,2009,4.02
gha,2010,4.1
gha,2011,3.89
gha,2012,3.99
gha,2013,4.07
gha,2014,4.12
gha,2015,4.26
gha,2016,4.29
gha,2017,4.3
gha,2018,4.27
gha,2019,4.26
gin,1991,0.61
gin,1992,0.6
gin,1993,0.62
gin,1994,0.61
gin,1995,0.61
gin,1996,0.62
gin,1997,0.63
gin,1998,0.64
gin,1999,0.66
gin,2000,0.66
gin,2001,0.66
gin,2002,0.67
gin,2003,0.67
gin,2004,0.69
gin,2005,0.71
gin,2006,0.72
gin,2007,0.72
gin,2008,0.75
gin,2009,0.68
gin,2010,0.66
gin,2011,0.64
gin,2012,0.65
gin,2013,0.6
gin,2014,0.61
gin,2015,0.58
gin,2016,0.56
gin,2017,0.53
gin,2018,0.57
gin,2019,0.57
gmb,1991,0.87
gmb,1992,0.87
gmb,1993,0.88
gmb,1994,0.9
gmb,1995,0.91
gmb,1996,0.91
gmb,1997,0.93
gmb,1998,0.96
gmb,1999,0.97
gmb,2000,0.98
gmb,2001,0.99
gmb,2002,1.02
gmb,2003,1.07
gmb,2004,1.11
gmb,2005,1.1
gmb,2006,1.1
gmb,2007,1.14
gmb,2008,1.13
gmb,2009,1.17
gmb,2010,1.18
gmb,2011,1.18
gmb,2012,1.22
gmb,2013,1.24
gmb,2014,1.2
gmb,2015,1.17
gmb,2016,1.18
gmb,2017,1.21
gmb,2018,1.24
gmb,2019,1.23
gnb,1991,0.79
gnb,1992,0.8
gnb,1993,0.82
gnb,1994,0.82
gnb,1995,0.83
gnb,1996,0.84
gnb,1997,0.84
gnb,1998,0.81
gnb,1999,0.81
gnb,2000,0.73
gnb,2001,0.8
gnb,2002,0.81
gnb,2003,0.79
gnb,2004,0.84
gnb,2005,0.84
gnb,2006,0.91
gnb,2007,0.92
gnb,2008,0.96
gnb,2009,0.96
gnb,2010,0.97
gnb,2011,0.99
gnb,2012,0.96
gnb,2013,1.01
gnb,2014,0.9
gnb,2015,0.95
gnb,2016,0.99
gnb,2017,1.01
gnb,2018,1
gnb,2019,0.99
gnq,1991,10.32
gnq,1992,10.23
gnq,1993,9.14
gnq,1994,10.87
gnq,1995,10.09
gnq,1996,9.84
gnq,1997,10.19
gnq,1998,7.17
gnq,1999,9.17
gnq,2000,9.55
gnq,2001,9.41
gnq,2002,8.08
gnq,2003,8.19
gnq,2004,7.9
gnq,2005,8.21
gnq,2006,7.51
gnq,2007,7.45
gnq,2008,7.6
gnq,2009,7.04
gnq,2010,7.28
gnq,2011,7.64
gnq,2012,7.97
gnq,2013,7.73
gnq,2014,7.98
gnq,2015,7.52
gnq,2016,7.52
gnq,2017,8.29
gnq,2018,8.96
gnq,2019,8.8
grc,1991,2.39
grc,1992,2.52
grc,1993,2.66
grc,1994,2.51
grc,1995,2.25
grc,1996,2.73
grc,1997,2.69
grc,1998,2.91
grc,1999,3.17
grc,2000,3.81
grc,2001,3.77
grc,2002,3.28
grc,2003,3.29
grc,2004,3.69
grc,2005,3.94
grc,2006,4.09
grc,2007,4.12
grc,2008,4.27
grc,2009,4.19
grc,2010,4.05
grc,2011,4.26
grc,2012,4.19
grc,2013,4.24
grc,2014,3.93
grc,2015,4.38
grc,2016,4.96
grc,2017,4.79
grc,2018,4.74
grc,2019,4.76
gtm,1991,1.47
gtm,1992,1.49
gtm,1993,1.5
gtm,1994,1.51
gtm,1995,1.53
gtm,1996,1.54
gtm,1997,1.56
gtm,1998,1.63
gtm,1999,1.6
gtm,2000,1.56
gtm,2001,1.97
gtm,2002,2.39
gtm,2003,2.93
gtm,2004,2.67
gtm,2005,2.46
gtm,2006,2.27
gtm,2007,2.28
gtm,2008,2.28
gtm,2009,2.28
gtm,2010,2.27
gtm,2011,1.6
gtm,2012,2.64
gtm,2013,2.25
gtm,2014,2.31
gtm,2015,2.57
gtm,2016,2.34
gtm,2017,2.16
gtm,2018,2.25
gtm,2019,2.32
gum,1991,1.59
gum,1992,1.59
gum,1993,1.6
gum,1994,1.61
gum,1995,1.62
gum,1996,1.63
gum,1997,1.65
gum,1998,1.65
gum,1999,1.66
gum,2000,1.68
gum,2001,1.68
gum,2002,1.68
gum,2003,1.68
gum,2004,1.71
gum,2005,1.69
gum,2006,1.64
gum,2007,1.64
gum,2008,1.64
gum,2009,1.65
gum,2010,1.65
gum,2011,1.63
gum,2012,1.63
gum,2013,1.63
gum,2014,1.61
gum,2015,1.57
gum,2016,1.53
gum,2017,1.49
gum,2018,1.45
gum,2019,1.42
guy,1991,4.47
guy,1992,4.49
guy,1993,4.47
guy,1994,4.44
guy,1995,4.42
guy,1996,4.38
guy,1997,4.34
guy,1998,4.31
guy,1999,4.25
guy,2000,4.29
guy,2001,4.21
guy,2002,4.14
guy,2003,4.13
guy,2004,4.03
guy,2005,3.98
guy,2006,3.67
guy,2007,3.59
guy,2008,3.53
guy,2009,3.46
guy,2010,3.38
guy,2011,3.31
guy,2012,3.23
guy,2013,3.24
guy,2014,3.23
guy,2015,3.2
guy,2016,3.19
guy,2017,3.2
guy,2018,3.23
guy,2019,3.26
hkg,1991,1.75
hkg,1992,1.74
hkg,1993,1.72
hkg,1994,1.8
hkg,1995,1.8
hkg,1996,1.77
hkg,1997,1.81
hkg,1998,1.71
hkg,1999,1.79
hkg,2000,1.65
hkg,2001,1.95
hkg,2002,2
hkg,2003,1.98
hkg,2004,1.91
hkg,2005,1.83
hkg,2006,1.84
hkg,2007,1.74
hkg,2008,1.63
hkg,2009,1.72
hkg,2010,1.52
hkg,2011,1.63
hkg,2012,1.41
hkg,2013,1.35
hkg,2014,1.19
hkg,2015,1.35
hkg,2016,1.11
hkg,2017,1.11
hkg,2018,1.11
hkg,2019,1.11
hnd,1991,3.86
hnd,1992,3.92
hnd,1993,3.92
hnd,1994,3.9
hnd,1995,3.93
hnd,1996,3.94
hnd,1997,3.97
hnd,1998,4.03
hnd,1999,4.05
hnd,2000,4.05
hnd,2001,4.11
hnd,2002,4.16
hnd,2003,4.2
hnd,2004,4.32
hnd,2005,4.47
hnd,2006,4.78
hnd,2007,4.98
hnd,2008,5.25
hnd,2009,5.3
hnd,2010,5.2
hnd,2011,4.83
hnd,2012,5.74
hnd,2013,5.22
hnd,2014,5.41
hnd,2015,4.55
hnd,2016,5.84
hnd,2017,5.62
hnd,2018,5.35
hnd,2019,6.07
hrv,1991,3.19
hrv,1992,3.14
hrv,1993,3.07
hrv,1994,3.21
hrv,1995,3.19
hrv,1996,3.13
hrv,1997,2.7
hrv,1998,3.09
hrv,1999,3.24
hrv,2000,3.18
hrv,2001,2.51
hrv,2002,3.71
hrv,2003,2.78
hrv,2004,2.8
hrv,2005,2.85
hrv,2006,3.18
hrv,2007,2.95
hrv,2008,3
hrv,2009,2.58
hrv,2010,2.87
hrv,2011,3.04
hrv,2012,2.94
hrv,2013,2.44
hrv,2014,3.1
hrv,2015,3.24
hrv,2016,3.38
hrv,2017,3.29
hrv,2018,3.37
hrv,2019,3.07
hti,1991,0.32
hti,1992,0.32
hti,1993,0.32
hti,1994,0.32
hti,1995,0.33
hti,1996,0.33
hti,1997,0.33
hti,1998,0.33
hti,1999,0.33
hti,2000,0.33
hti,2001,0.33
hti,2002,0.33
hti,2003,0.33
hti,2004,0.33
hti,2005,0.32
hti,2006,0.32
hti,2007,0.33
hti,2008,0.32
hti,2009,0.33
hti,2010,0.33
hti,2011,0.34
hti,2012,0.34
hti,2013,0.34
hti,2014,0.34
hti,2015,0.35
hti,2016,0.35
hti,2017,0.34
hti,2018,0.34
hti,2019,0.34
hun,1991,1.53
hun,1992,1.51
hun,1993,1.27
hun,1994,1.22
hun,1995,1.16
hun,1996,1.13
hun,1997,1.51
hun,1998,1.74
hun,1999,1.95
hun,2000,3.01
hun,2001,3.17
hun,2002,3.24
hun,2003,2.98
hun,2004,3.72
hun,2005,3.58
hun,2006,3.29
hun,2007,3.18
hun,2008,2.98
hun,2009,3.19
hun,2010,3.39
hun,2011,3.18
hun,2012,3.1
hun,2013,3.15
hun,2014,3.02
hun,2015,3.09
hun,2016,3.16
hun,2017,2.88
hun,2018,2.69
hun,2019,2.95
idn,1991,0.7
idn,1992,0.72
idn,1993,0.73
idn,1994,0.74
idn,1995,0.78
idn,1996,0.79
idn,1997,0.84
idn,1998,0.79
idn,1999,1.95
idn,2000,1.23
idn,2001,1.07
idn,2002,1.08
idn,2003,1.04
idn,2004,1.09
idn,2005,1.2
idn,2006,1.15
idn,2007,1.38
idn,2008,1.36
idn,2009,1.29
idn,2010,1.34
idn,2011,1.63
idn,2012,1.78
idn,2013,1.78
idn,2014,1.82
idn,2015,1.82
idn,2016,1.78
idn,2017,1.76
idn,2018,1.9
idn,2019,1.89
ind,1991,0.99
ind,1992,0.92
ind,1993,0.9
ind,1994,0.79
ind,1995,0.64
ind,1996,0.58
ind,1997,0.51
ind,1998,0.47
ind,1999,0.43
ind,2000,0.38
ind,2001,0.45
ind,2002,0.47
ind,2003,0.53
ind,2004,0.52
ind,2005,0.57
ind,2006,0.5
ind,2007,0.5
ind,2008,0.52
ind,2009,0.52
ind,2010,0.51
ind,2011,0.49
ind,2012,0.47
ind,2013,0.49
ind,2014,0.51
ind,2015,0.5
ind,2016,0.52
ind,2017,0.51
ind,2018,0.52
ind,2019,0.56
irl,1991,2.37
irl,1992,2.49
irl,1993,2.74
irl,1994,2.6
irl,1995,2.44
irl,1996,2.42
irl,1997,2.56
irl,1998,2.94
irl,1999,2.76
irl,2000,2.72
irl,2001,2.72
irl,2002,2.45
irl,2003,2.4
irl,2004,2.66
irl,2005,2.33
irl,2006,2.21
irl,2007,2.46
irl,2008,2.39
irl,2009,2.49
irl,2010,2.42
irl,2011,2.33
irl,2012,2.39
irl,2013,2.55
irl,2014,2.18
irl,2015,2.22
irl,2016,2.44
irl,2017,2.29
irl,2018,2.23
irl,2019,2.11
irn,1991,0.74
irn,1992,0.76
irn,1993,0.83
irn,1994,0.85
irn,1995,0.86
irn,1996,0.93
irn,1997,0.88
irn,1998,0.81
irn,1999,0.84
irn,2000,0.87
irn,2001,0.85
irn,2002,0.91
irn,2003,0.92
irn,2004,0.96
irn,2005,0.99
irn,2006,0.96
irn,2007,0.95
irn,2008,0.86
irn,2009,0.88
irn,2010,0.91
irn,2011,1.02
irn,2012,1.02
irn,2013,1.08
irn,2014,1.15
irn,2015,1.33
irn,2016,1.27
irn,2017,1.38
irn,2018,1.24
irn,2019,1.2
irq,1991,1.46
irq,1992,1.44
irq,1993,1.46
irq,1994,1.47
irq,1995,1.48
irq,1996,1.51
irq,1997,1.57
irq,1998,1.67
irq,1999,1.65
irq,2000,1.63
irq,2001,1.66
irq,2002,1.66
irq,2003,1.58
irq,2004,1.77
irq,2005,1.75
irq,2006,1.77
irq,2007,1.81
irq,2008,1.82
irq,2009,1.89
irq,2010,1.89
irq,2011,1.9
irq,2012,1.93
irq,2013,1.7
irq,2014,1.39
irq,2015,1.13
irq,2016,0.82
irq,2017,0.45
irq,2018,0.28
irq,2019,0.17
isl,1991,3.68
isl,1992,3.66
isl,1993,3.74
isl,1994,3.75
isl,1995,3.72
isl,1996,4.01
isl,1997,3.62
isl,1998,3.39
isl,1999,3.39
isl,2000,4.08
isl,2001,2.93
isl,2002,2.39
isl,2003,2.13
isl,2004,2.6
isl,2005,2.75
isl,2006,2.45
isl,2007,2.76
isl,2008,2.38
isl,2009,1.51
isl,2010,2.26
isl,2011,2.18
isl,2012,2.25
isl,2013,2.24
isl,2014,1.47
isl,2015,1.46
isl,2016,2.13
isl,2017,1.88
isl,2018,2.4
isl,2019,1.62
isr,1991,0.85
isr,1992,0.9
isr,1993,0.94
isr,1994,0.98
isr,1995,1.04
isr,1996,1.13
isr,1997,1.23
isr,1998,1.21
isr,1999,1.48
isr,2000,1.38
isr,2001,1.3
isr,2002,1.42
isr,2003,1.57
isr,2004,1.73
isr,2005,1.49
isr,2006,1.45
isr,2007,1.66
isr,2008,1.71
isr,2009,1.66
isr,2010,1.51
isr,2011,1.7
isr,2012,1.62
isr,2013,1.58
isr,2014,1.49
isr,2015,1.5
isr,2016,1.51
isr,2017,1.62
isr,2018,1.79
isr,2019,1.77
ita,1991,4.11
ita,1992,4.11
ita,1993,4.1
ita,1994,4.12
ita,1995,4.14
ita,1996,4.15
ita,1997,4.16
ita,1998,4.17
ita,1999,4.18
ita,2000,4.21
ita,2001,4.2
ita,2002,4.19
ita,2003,4.18
ita,2004,4.24
ita,2005,3.9
ita,2006,3.99
ita,2007,3.93
ita,2008,3.86
ita,2009,3.68
ita,2010,3.63
ita,2011,3.66
ita,2012,3.83
ita,2013,4.09
ita,2014,3.75
ita,2015,4.09
ita,2016,4.03
ita,2017,3.71
ita,2018,3.53
ita,2019,3.68
jam,1991,0.86
jam,1992,0.75
jam,1993,0.93
jam,1994,1.17
jam,1995,1.46
jam,1996,1.48
jam,1997,1.88
jam,1998,1.69
jam,1999,1.74
jam,2000,1.62
jam,2001,1.25
jam,2002,1.93
jam,2003,1.95
jam,2004,1.71
jam,2005,1.82
jam,2006,2.09
jam,2007,2.14
jam,2008,2.11
jam,2009,2.15
jam,2010,2.18
jam,2011,2.22
jam,2012,2.28
jam,2013,2.3
jam,2014,2.33
jam,2015,2.36
jam,2016,2.41
jam,2017,2.44
jam,2018,2.47
jam,2019,2.49
jor,1991,1.05
jor,1992,1.04
jor,1993,1.04
jor,1994,1.05
jor,1995,1.06
jor,1996,1.06
jor,1997,1.08
jor,1998,1.11
jor,1999,1.14
jor,2000,1.18
jor,2001,1.23
jor,2002,1.3
jor,2003,1.35
jor,2004,1.43
jor,2005,1.39
jor,2006,1.39
jor,2007,1.41
jor,2008,1.4
jor,2009,1.3
jor,2010,1.21
jor,2011,1.14
jor,2012,1.05
jor,2013,0.96
jor,2014,0.9
jor,2015,0.85
jor,2016,0.8
jor,2017,0.76
jor,2018,0.73
jor,2019,0.72
jpn,1991,2.09
jpn,1992,2.05
jpn,1993,1.95
jpn,1994,1.84
jpn,1995,1.78
jpn,1996,1.68
jpn,1997,1.66
jpn,1998,1.65
jpn,1999,1.6
jpn,2000,1.49
jpn,2001,1.36
jpn,2002,1.29
jpn,2003,1.26
jpn,2004,1.24
jpn,2005,1.21
jpn,2006,1.15
jpn,2007,1.11
jpn,2008,1.06
jpn,2009,1.04
jpn,2010,0.93
jpn,2011,0.91
jpn,2012,0.87
jpn,2013,0.87
jpn,2014,0.87
jpn,2015,0.82
jpn,2016,0.82
jpn,2017,0.77
jpn,2018,0.74
jpn,2019,0.69
kaz,1991,0.24
kaz,1992,0.28
kaz,1993,0.28
kaz,1994,0.28
kaz,1995,0.32
kaz,1996,0.33
kaz,1997,0.35
kaz,1998,0.36
kaz,1999,0.4
kaz,2000,0.45
kaz,2001,0.5
kaz,2002,0.46
kaz,2003,0.48
kaz,2004,0.63
kaz,2005,0.6
kaz,2006,0.94
kaz,2007,1.1
kaz,2008,1.11
kaz,2009,1.68
kaz,2010,1.55
kaz,2011,1.7
kaz,2012,1.37
kaz,2013,1.12
kaz,2014,0.94
kaz,2015,0.78
kaz,2016,0.91
kaz,2017,1.01
kaz,2018,0.97
kaz,2019,1.06
ken,1991,7.99
ken,1992,8.11
ken,1993,8.24
ken,1994,8.33
ken,1995,8.39
ken,1996,8.44
ken,1997,8.3
ken,1998,7.99
ken,1999,7.74
ken,2000,6.3
ken,2001,4.99
ken,2002,3.89
ken,2003,3.01
ken,2004,2.33
ken,2005,1.79
ken,2006,1.36
ken,2007,1.1
ken,2008,0.88
ken,2009,0.71
ken,2010,0.57
ken,2011,0.46
ken,2012,0.36
ken,2013,0.29
ken,2014,0.23
ken,2015,0.18
ken,2016,0.14
ken,2017,0.12
ken,2018,0.11
ken,2019,0.1
kgz,1991,0.48
kgz,1992,0.48
kgz,1993,0.48
kgz,1994,0.47
kgz,1995,0.53
kgz,1996,0.63
kgz,1997,0.73
kgz,1998,0.81
kgz,1999,0.93
kgz,2000,1.04
kgz,2001,0.96
kgz,2002,1.03
kgz,2003,0.96
kgz,2004,0.81
kgz,2005,0.72
kgz,2006,0.64
kgz,2007,0.61
kgz,2008,0.59
kgz,2009,0.54
kgz,2010,0.37
kgz,2011,0.54
kgz,2012,0.54
kgz,2013,0.98
kgz,2014,0.91
kgz,2015,1.52
kgz,2016,2.31
kgz,2017,1.31
kgz,2018,1.41
kgz,2019,1.32
khm,1991,0.12
khm,1992,0.11
khm,1993,0.1
khm,1994,0.11
khm,1995,0.11
khm,1996,0.11
khm,1997,0.13
khm,1998,0.15
khm,1999,0.16
khm,2000,0.17
khm,2001,0.18
khm,2002,0.2
khm,2003,0.21
khm,2004,0.23
khm,2005,0.24
khm,2006,0.24
khm,2007,0.26
khm,2008,0.27
khm,2009,0.29
khm,2010,0.15
khm,2011,0.15
khm,2012,0.14
khm,2013,0.13
khm,2014,0.12
khm,2015,0.08
khm,2016,0.06
khm,2017,0.1
khm,2018,0.08
khm,2019,0.08
kor,1991,2.74
kor,1992,2.86
kor,1993,2.91
kor,1994,3.12
kor,1995,3.31
kor,1996,3.5
kor,1997,3.64
kor,1998,2.98
kor,1999,2.95
kor,2000,2.96
kor,2001,3.25
kor,2002,3.26
kor,2003,3.16
kor,2004,3.38
kor,2005,3.49
kor,2006,3.42
kor,2007,3.52
kor,2008,3.5
kor,2009,3.51
kor,2010,3.28
kor,2011,3.24
kor,2012,3.31
kor,2013,3.39
kor,2014,3.35
kor,2015,3.44
kor,2016,3.4
kor,2017,3.58
kor,2018,3.66
kor,2019,3.43
kwt,1991,0.14
kwt,1992,0.15
kwt,1993,0.15
kwt,1994,0.15
kwt,1995,0.15
kwt,1996,0.15
kwt,1997,0.15
kwt,1998,0.15
kwt,1999,0.15
kwt,2000,0.15
kwt,2001,0.15
kwt,2002,0.15
kwt,2003,0.15
kwt,2004,0.15
kwt,2005,0.15
kwt,2006,0.16
kwt,2007,0.17
kwt,2008,0.18
kwt,2009,0.23
kwt,2010,0.3
kwt,2011,0.41
kwt,2012,0.38
kwt,2013,0.34
kwt,2014,0.3
kwt,2015,0.27
kwt,2016,0.57
kwt,2017,0.5
kwt,2018,0.49
kwt,2019,0.49
lao,1991,0.12
lao,1992,0.12
lao,1993,0.12
lao,1994,0.12
lao,1995,0.12
lao,1996,0.13
lao,1997,0.13
lao,1998,0.13
lao,1999,0.14
lao,2000,0.14
lao,2001,0.14
lao,2002,0.15
lao,2003,0.16
lao,2004,0.17
lao,2005,0.18
lao,2006,0.18
lao,2007,0.19
lao,2008,0.2
lao,2009,0.22
lao,2010,0.23
lao,2011,0.23
lao,2012,0.23
lao,2013,0.24
lao,2014,0.24
lao,2015,0.23
lao,2016,0.23
lao,2017,0.23
lao,2018,0.22
lao,2019,0.22
lbn,1991,0.89
lbn,1992,0.94
lbn,1993,0.97
lbn,1994,1.01
lbn,1995,1.04
lbn,1996,1.08
lbn,1997,1.09
lbn,1998,1.17
lbn,1999,1.16
lbn,2000,1.1
lbn,2001,1.15
lbn,2002,1.11
lbn,2003,1.08
lbn,2004,1.03
lbn,2005,1.2
lbn,2006,1.42
lbn,2007,1.67
lbn,2008,1.71
lbn,2009,1.73
lbn,2010,1.69
lbn,2011,1.67
lbn,2012,1.65
lbn,2013,1.61
lbn,2014,1.53
lbn,2015,1.45
lbn,2016,1.39
lbn,2017,1.3
lbn,2018,1.25
lbn,2019,1.17
lbr,1991,1.85
lbr,1992,1.84
lbr,1993,1.85
lbr,1994,1.84
lbr,1995,1.8
lbr,1996,1.64
lbr,1997,1.7
lbr,1998,1.7
lbr,1999,1.67
lbr,2000,2.05
lbr,2001,2.01
lbr,2002,2.08
lbr,2003,1.95
lbr,2004,1.75
lbr,2005,1.77
lbr,2006,1.86
lbr,2007,1.75
lbr,2008,1.61
lbr,2009,1.67
lbr,2010,1.73
lbr,2011,1.56
lbr,2012,1.42
lbr,2013,1.21
lbr,2014,1.13
lbr,2015,1.01
lbr,2016,0.91
lbr,2017,0.92
lbr,2018,0.92
lbr,2019,0.86
lby,1991,1.84
lby,1992,1.85
