geo,time,ny_gns_ictr_cd
arm,2004,705123796.85587
arm,2005,1191172769.66766
arm,2006,1822431092.88593
arm,2007,2633066017.61892
arm,2008,3254283172.15713
arm,2009,1214823836.66533
arm,2010,1222428325.85189
arm,2011,1125340592.54112
arm,2012,1496977215.2267
arm,2013,1650060612.88755
arm,2014,1541889295.33946
arm,2015,1945020826.09504
arm,2016,1878737576.4502
arm,2017,1947602449.07128
arm,2018,1909316802.11046
arm,2019,1336811611.1746
arm,2020,1860599276.00597
atg,1993,134970370.37037
atg,1994,122107407.40741
atg,1995,139711111.11111
atg,1996,100762962.96296
atg,1997,129133333.33333
atg,1998,154407407.40741
atg,1999,161227386.66667
atg,2000,168974444.44444
atg,2001,106899629.62963
atg,2002,97586478.51852
atg,2003,101839104.44444
atg,2004,121289833.33333
atg,2005,104550859.25926
atg,2006,127772551.11111
atg,2007,106031236.66667
atg,2008,155219727.40741
atg,2009,298010270
atg,2010,155865474.81482
atg,2011,118534585.92593
atg,2012,85927361.85185
atg,2013,85383844.81481
atg,2014,34846022.81943
atg,2015,94253730.31021
atg,2016,140050370.47606
atg,2017,223858098.85625
atg,2018,370269793.77891
atg,2019,445229125.63814
atg,2020,195801629.18468
aus,1989,76596197219.04129
aus,1990,75669377749.16998
aus,1991,67403406794.568
aus,1992,59168650934.7592
aus,1993,62951333997.09969
aus,1994,70114750297.2475
aus,1995,75977871412.93179
aus,1996,83882385432.38118
aus,1997,95033515319.3309
aus,1998,86445099258.444
aus,1999,80391965444.8501
aus,2000,88216273933.1235
aus,2001,78765580457.5473
aus,2002,86212733164.50638
aus,2003,98625382763.16928
aus,2004,132297851097.133
aus,2005,145974937641.15601
aus,2006,162451066514.45001
aus,2007,182890333052.19199
aus,2008,231671597095.40897
aus,2009,223386942358.095
aus,2010,250965118620.84399
aus,2011,326223708775.77399
aus,2012,376995965902.63898
aus,2013,377957657469.28003
aus,2014,347343253368.33093
aus,2015,306607902062.56799
aus,2016,250013881067.74301
aus,2017,289316681381.64001
aus,2018,310550431985.13397
aus,2019,313586490478.18597
aus,2020,319643711337.76001
aut,2005,82362989301.9127
aut,2006,89907664467.37109
aut,2007,109710753989.166
aut,2008,124004746012.724
aut,2009,99794970915.0938
aut,2010,101304633503.75999
aut,2011,112646229969.84399
aut,2012,105523799701.98
aut,2013,109630562569.37801
aut,2014,115010670899.16
aut,2015,97988255778.2413
aut,2016,107346808430.013
aut,2017,109917573728.188
aut,2018,121979033069.97701
aut,2019,123526351332.81599
aut,2020,120026229692.29401
aze,1995,176008333.29557
aze,1996,66842715.56434
aze,1997,547617732.40497
aze,1998,294298065.13311
aze,1999,663063679.61165
aze,2000,1056215720.60796
aze,2001,1350622555.67486
aze,2002,1416273478.09093
aze,2003,1894239895.52999
aze,2004,2390796786.30304
aze,2005,5259098416.96636
aze,2006,9460042583.83703
aze,2007,14993140273.5112
aze,2008,24398429552.09349
aze,2009,17879442684.2498
aze,2010,23666494568.40269
aze,2011,30861262463.0872
aze,2012,30849317627.2912
aze,2013,31712378069.471
aze,2014,30659534374.729
aze,2015,14925531843.6463
aze,2016,8558114702.63834
aze,2017,11861536470.8343
aze,2018,15146603294.1176
aze,2019,13765088231.1425
aze,2020,10324305411.7647
bdi,1985,118029980.66607
bdi,1986,103763663.08944
bdi,1987,160615812.9668
bdi,1988,92700896.75558
bdi,1989,160321438.55481
bdi,1990,98537429.15839
bdi,1991,136369817.19534
bdi,1992,55708322.23427
bdi,1993,113683206.57579
bdi,1994,50111452.05719
bdi,1995,60198561.66359
bdi,1996,32480638.31365
bdi,1997,58770193.57992
bdi,1998,5946282.70883
bdi,1999,19539539.0349
bdi,2000,11559775.08952
bdi,2001,13063221.19976
bdi,2002,34668004.66775
bdi,2003,53008356.76415
bdi,2004,60290907.80471
bdi,2005,171516801.55878
bdi,2006,101990150.77648
bdi,2007,99497169.68782
bdi,2008,-24249472.80299
bdi,2009,175533501.76174
bdi,2010,65356739.04241
bdi,2011,43680959.08031
bdi,2012,253901606.23092
bdi,2013,96444198.36066
bdi,2014,16696665.88899
bdi,2015,348422471.46047
bdi,2016,176366505.77588
bdi,2017,199142804.7445
bdi,2018,146737922.48344
bel,2002,68140322724.62
bel,2003,83414689281.90068
bel,2004,100405532201.42
bel,2005,105365015685.569
bel,2006,113692204427.82401
bel,2007,135529441645.89101
bel,2008,141889339735.306
bel,2009,120826763914.937
bel,2010,122046414401.717
bel,2011,122986007831.73599
bel,2012,122706492293.36099
bel,2013,126451418217.33
bel,2014,131583509939.487
bel,2015,115624016190.474
bel,2016,118144334335.186
bel,2017,126470000095.57201
bel,2018,133348696828.722
bel,2019,134317663606.04201
bel,2020,130480388335.77
ben,1974,61577173.4839
ben,1975,68697815.5635
ben,1976,78332177.60386
ben,1977,102120031.73338
ben,1978,97566224.90467
ben,1979,149956059.76065
ben,1980,58633177.6535
ben,1981,-41981509.59006
ben,1982,167619935.28622
ben,1983,89736579.47452
ben,1984,79009680.14064
ben,1985,27546417.13865
ben,1986,55279537.81193
ben,1987,68087788.4903
ben,1988,12482899.6499
ben,1989,67816644.11353
ben,1990,189888762.24115
ben,1991,213672006.05604
ben,1992,162329939.93139
ben,1993,220298070.85789
ben,1994,231818517.13718
ben,1995,344908057.73313
ben,1996,359926042.45407
ben,1997,367189280.74714
ben,1998,387869652.47953
ben,1999,458075731.91522
ben,2000,446471450.13399
ben,2001,486834833.99542
ben,2002,570987997.21772
ben,2003,608017615.11331
ben,2004,820635879.97778
ben,2005,800658155.36084
ben,2006,876792553.91676
ben,2007,1147358432.83425
ben,2008,1237340115.28269
ben,2009,1115499991.84331
ben,2010,1085814688.16855
ben,2011,1296634679.13397
ben,2012,1507778779.32765
ben,2013,2038300329.73057
ben,2014,2471211750.22732
ben,2015,1578630294.84872
ben,2016,2057136140.53458
ben,2017,2209980564.76356
ben,2018,2800652598.03433
ben,2019,3125791909.27966
ben,2020,3336108663.79056
bfa,2005,359789068.83388
bfa,2006,413394315.90865
bfa,2007,775452342.86572
bfa,2008,907761102.63167
bfa,2009,1086076724.9731
bfa,2010,1601233227.28052
bfa,2011,2113520301.32708
bfa,2012,2268934156.66967
bfa,2013,1934693159.75153
bfa,2014,1866855752.44215
bfa,2015,1403216480.53766
bfa,2016,1726183474.9295
bfa,2017,2083627520.74713
bfa,2018,2718469266.81792
bfa,2019,2728734773.79053
bgd,1976,-85075475.36779
bgd,1977,968967920.5695
bgd,1978,757650908.14381
bgd,1979,1101457206.821
bgd,1980,1511431172.76936
bgd,1981,4281429667.98837
bgd,1982,4358745262.29777
bgd,1983,4067609227.0316
bgd,1984,3083130166.6086
bgd,1985,4794382065.16815
bgd,1986,4959267891.02469
bgd,1987,5497521448.49845
bgd,1988,5899448421.61196
bgd,1989,6431610359.20524
bgd,1990,7275332204.38845
bgd,1991,6984134043.08458
bgd,1992,6974051092.71407
bgd,1993,6932201264.86547
bgd,1994,7569974759.9727
bgd,1995,8402195375.62107
bgd,1996,10745305213.0125
bgd,1997,11770395044.1549
bgd,1998,12913038448.4585
bgd,1999,13668711789.9473
bgd,2000,14835444049.3818
bgd,2001,15345561208.048
bgd,2002,16827204367.806
bgd,2003,18146698367.9907
bgd,2004,20559585887.05289
bgd,2005,22473596414.3053
bgd,2006,25379790098.7853
bgd,2007,28912995448.4434
bgd,2008,34254092706.0742
bgd,2009,39941865511.1241
bgd,2010,44706922021.4855
bgd,2011,48956043815.024
bgd,2012,54136962495.0575
bgd,2013,59615108541.7508
bgd,2014,65314901844.7167
bgd,2015,71659752874.1795
bgd,2016,82180878033.0658
bgd,2017,87981733032.7486
bgd,2018,91169876906.38979
bgd,2019,108105910749.48
bgd,2020,114929102120.70599
bgr,1980,5887615384.61539
bgr,1981,7165428571.42857
bgr,1982,6755133333.33333
bgr,1983,5592277777.77778
bgr,1984,6216166666.66667
bgr,1985,5463947368.42105
bgr,1986,6504411764.70588
bgr,1987,8523923076.92308
bgr,1988,7370647058.82353
bgr,1989,6338277777.77778
bgr,1990,3023636363.63636
bgr,1991,1897325806.45161
bgr,1992,1327281443.29897
bgr,1993,673131884.05797
bgr,1994,825225830.2583
bgr,1995,4853123214.28571
bgr,1996,1224085890.94997
bgr,1997,2416500041.6196
bgr,1998,3786273616.94451
bgr,1999,2195715936.19573
bgr,2000,1786045543.30382
bgr,2001,2229862583.04867
bgr,2002,2950083679.50894
bgr,2003,3554434006.08442
bgr,2004,4440822303.28445
bgr,2005,5005131540.9975
bgr,2006,5137969994.20708
bgr,2007,4306915913.60925
bgr,2008,8097186333.04479
bgr,2009,10210763788.388
bgr,2010,10739509648.0303
bgr,2011,12932675119.0899
bgr,2012,12087529329.8292
bgr,2013,13338445776.3301
bgr,2014,13345534308.7776
bgr,2015,11269973071.8658
bgr,2016,12857920995.4751
bgr,2017,14869704001.7286
bgr,2018,15740995153.8926
bgr,2019,16738846199.1986
bgr,2020,14832330297.1508
bhr,1980,1569357918.69848
bhr,1981,1889627659.80789
bhr,1982,1828192021.46828
bhr,1983,1828989361.80964
bhr,1984,1653457180.84988
bhr,1985,1252659574.46809
bhr,1986,696010638.29787
bhr,1987,844148670.21277
bhr,1988,1150797872.34043
bhr,1989,920212765.95745
bhr,1990,1530319148.93617
bhr,1991,717021276.59574
bhr,1992,571808510.6383
bhr,1993,598936160.91781
bhr,1994,922340660.81583
bhr,1995,1090307417.40995
bhr,1996,1135424164.70263
bhr,1997,1077181079.58918
bhr,1998,547320944.82974
bhr,1999,487020316.298
bhr,2000,2332178542.55319
bhr,2001,1637254819.14893
bhr,2002,2189989095.74468
bhr,2003,2829336436.17021
bhr,2004,3169908510.6383
bhr,2005,5743366755.31915
bhr,2006,7810604521.27659
bhr,2007,10449739361.7021
bhr,2008,11242392095.7447
bhr,2009,6557103191.48936
bhr,2010,7784726063.82978
bhr,2011,7735079787.23404
bhr,2012,11232763563.8298
bhr,2013,10850545478.7234
bhr,2014,10486043617.0213
bhr,2015,7327743617.02128
bhr,2016,8041382978.7234
bhr,2017,10236223404.2553
bhr,2018,10894255319.1489
bhs,1977,112900000
bhs,1978,80200000
bhs,1979,109600100
bhs,1980,210500000
bhs,1981,188099900
bhs,1982,311400000
bhs,1983,371800000
bhs,1984,279900000
bhs,1985,394899900
bhs,1986,419300000
bhs,1987,474699900
bhs,1989,606510000
bhs,1990,602620000
bhs,1991,451690000
bhs,1992,602800000
bhs,1993,527570000
bhs,1994,534960000
bhs,1995,1089948500
bhs,1996,1428365600
bhs,1997,1824960000
bhs,1998,1882720000
bhs,1999,2599672280
bhs,2000,2639787000
bhs,2001,2390870000
bhs,2002,2852765325
bhs,2003,2767670000
bhs,2004,2961150000
bhs,2005,2934567080
bhs,2006,2704190000
bhs,2007,2951240000
bhs,2008,2817055449
bhs,2009,2541940000
bhs,2010,2394690000
bhs,2011,2119236000
bhs,2012,2233940000
bhs,2013,2135227000
bhs,2014,2297117661.031
bhs,2015,2469201789.0228
bhs,2016,2717164541.3959
bhs,2017,1914339093.80597
bhs,2018,1919837752.0842
bhs,2019,2633119440.65
bhs,2020,1201630976.73
bih,2000,702251627.45035
bih,2001,515115838.47152
bih,2002,436734592.58639
bih,2003,312737203.62044
bih,2004,1310324044.68378
bih,2005,880241134.68717
bih,2006,1395160526.93475
bih,2007,2095505423.60004
bih,2008,2188456153.83785
bih,2009,1669751442.46486
bih,2010,1485559762.70072
bih,2011,1489663097.06598
bih,2012,1145053858.56539
bih,2013,1574281429.49578
bih,2014,1772767531.17134
bih,2015,1785279096.13637
bih,2016,2163221265.45018
bih,2017,2656477303.57663
bih,2018,3445492984.14553
bih,2019,3872830018.15502
bih,2020,3136274868.09701
blr,1993,4180795041.32231
blr,1994,3002903088.28466
blr,1995,2915068434.50038
blr,1996,2976524615.38462
blr,1997,3253581019.87367
blr,1998,3480771912.93791
blr,1999,2767846651.55739
blr,2000,3109338979.45617
blr,2001,2683165467.6259
blr,2002,3011637018.42546
blr,2003,4078501267.6743
blr,2004,6225532870.37037
blr,2005,8444726926.6481
blr,2006,10923092540.7925
blr,2007,13191286300.0932
blr,2008,18534091198.5019
blr,2009,13247681453.6341
blr,2010,15367311312.521
blr,2011,20208264321.608
blr,2012,20517690776.05849
blr,2013,21477989864.86489
blr,2014,21649568270.7355
blr,2015,16320372259.1988
blr,2016,12600276115.8022
blr,2017,15332770791.285
blr,2018,17504194522.9682
blr,2019,17920303155.1774
blr,2020,16998917035.5796
blz,1984,100250259.12867
blz,1985,93715695.40124
blz,1986,113140984.21205
blz,1987,141959893.19319
blz,1988,152821251.70228
blz,1989,176175962.47523
blz,1990,211262881.81929
blz,1991,211570750
blz,1992,94106300
blz,1993,105845650
blz,1994,82213500
blz,1995,96745850
blz,1996,77192800
blz,1997,73682900
blz,1998,60215000
blz,1999,50581861.82
blz,2000,113180553.8
blz,2001,47082490.63725
blz,2002,39009050.57516
blz,2003,24960514.40421
blz,2004,40092821.43988
blz,2005,81805575.67585
blz,2006,182202077.65612
blz,2007,164210420.98363
blz,2008,202358032.76454
blz,2009,161303802.49434
blz,2010,138675095.03985
blz,2011,186400108.98781
blz,2012,181984930.73552
blz,2013,168151275.51987
blz,2014,188521809.17606
blz,2015,226460102.3146
blz,2016,187825051.45661
blz,2017,222802895.07688
blz,2018,218806257.45326
blz,2019,297723437.79177
blz,2020,291457033.75407
bmu,2010,2553901582.59893
bmu,2011,2332579897.32018
bmu,2012,2513408939.09386
bmu,2013,2589470486.70621
bmu,2014,2542074034.07722
bmu,2015,2658303132.26595
bmu,2016,2713027982.21407
bmu,2017,2891412239.50424
bmu,2018,2917614489.68514
bmu,2019,2931786139.32227
bmu,2020,2723001009.1845
bol,1976,446168165.91704
bol,1977,473537181.4093
bol,1978,558827136.43178
bol,1979,647499242.44281
bol,1980,652843719.41272
bol,1981,612464851.12823
bol,1982,492488522.50682
bol,1983,691456614.34184
bol,1984,750060372.44691
bol,1985,546394451.71227
bol,1986,149292985.64313
bol,1987,207409986.32504
bol,1988,312308053.48675
bol,1989,406223503.66065
bol,1990,464658909.74422
bol,1991,474715466.68156
bol,1992,478632534.29048
bol,1993,447233942.93217
bol,1994,610060101.72059
bol,1995,750006595.42112
bol,1996,892755074.29157
bol,1997,997221447.19563
bol,1998,1089567060.48892
bol,1999,882979000.06882
bol,2000,925034892.86003
bol,2001,916429407.43768
bol,2002,972142831.24128
bol,2003,1170790676.07194
bol,2004,1495579229.65086
bol,2005,1898596559.3769
bol,2006,3044162096.698
bol,2007,3757101186.51479
bol,2008,4832762723.84211
bol,2009,3970838660.96866
bol,2010,4882769257.83652
bol,2011,6306457962.03652
bol,2012,6959106139.53271
bol,2013,7324804091.70288
bol,2014,6859735083.26288
bol,2015,4691613607.45237
bol,2016,5233739114.62031
bol,2017,6022773465.71294
bol,2018,6497505817.49436
bol,2019,5772289968.82303
bol,2020,4577781558.28954
bra,1975,26644914374.99369
bra,1976,29351742063.3795
bra,1977,34852415433.2167
bra,1978,39135179062.2535
bra,1979,40552174455.84969
bra,1980,41993909615.6958
bra,1981,49125583604.4069
bra,1982,43078732627.5908
bra,1983,27075015767.81689
bra,1984,32938172994.09389
bra,1985,42563211206.0311
bra,1986,45913960973.681
bra,1987,64142386131.3775
bra,1988,79098784941.5889
bra,1989,124301062836.35001
bra,1990,74053412154.14259
bra,1991,64180332709.1259
bra,1992,66288707965.6236
bra,1993,74595940496.15558
bra,1994,111853135481.075
bra,1995,110387219044.58501
bra,1996,107875907387.88901
bra,1997,107492946827.411
bra,1998,99626798180.9917
bra,1999,63533674787.963
bra,2000,91708366581.7341
bra,2001,76127528467.493
bra,2002,78538407974.58739
bra,2003,91650487908.9263
bra,2004,126194626831.60699
bra,2005,161511403310.50699
bra,2006,203912040773.32901
bra,2007,270290755946.12601
bra,2008,326059515494.06097
bra,2009,273060076293.233
bra,2010,393226180790.40997
bra,2011,486638259807.06494
bra,2012,435805732345.15399
bra,2013,448858525101.17603
bra,2014,396268048051.62701
bra,2015,261849638468.45096
bra,2016,241013515507.29501
bra,2017,280179272254.71094
bra,2018,243592816557.65497
bra,2019,235522859070.67801
bra,2020,217282948044.35001
brb,1986,441631314.82076
brb,1987,454647089.27609
brb,1988,570047547.58676
brb,1989,630167863.4469
brb,1990,307551752.04569
brb,1991,277749109.45321
brb,1992,284022272.5
brb,1993,272540119.00425
brb,1994,325816776.90051
brb,1995,201155209.76346
brb,1996,250651422.81485
brb,1997,244453251.25491
brb,1998,350051146.76267
brb,1999,332668860.8671
brb,2000,325896312.5
brb,2001,259427197.5
brb,2002,295792872.525
brb,2003,380223015
brb,2004,279863091.78928
brb,2005,146374561.51434
brb,2006,425965425.70475
brb,2007,516096797.30175
brb,2008,203673472.6065
brb,2009,372361321.6735
brb,2010,159905735.28575
brb,2011,-66029547.28308
brb,2012,161862545.74179
brb,2013,104437119.1593
brb,2014,141674892.9341
brb,2015,251706467.47153
brb,2016,258666019.1215
brn,2001,2380873670.96203
brn,2002,2670527814.23256
brn,2003,3090732798.49853
brn,2004,3691374179.74483
brn,2005,5260366440.99022
brn,2006,6721161991.43721
brn,2007,6639678822.94755
brn,2008,9014255562.0907
brn,2009,5225871891.84252
brn,2010,8245031474.22767
brn,2011,11816041321.2022
brn,2012,11982034546.1389
brn,2013,10906779018.1414
brn,2014,10209798151.818
brn,2015,7385626598.51618
brn,2016,6431503009.59672
brn,2017,6711263301.26311
brn,2018,7218489403.88622
brn,2019,7213339569.67568
brn,2020,6112002820.61107
btn,2006,453474921.22737
btn,2007,314129443.6
btn,2008,425121820.85771
btn,2009,380139570.10135
btn,2010,535594362.99423
btn,2011,721462108.65575
btn,2012,867459741.97236
btn,2013,436571812.65198
btn,2014,566329093.44294
btn,2015,468838178.7785
btn,2016,667267751.66183
btn,2017,721975803.79429
btn,2018,593267507.36186
btn,2019,542039495.99949
btn,2020,421932448.32231
bwa,1975,71940553.84649
bwa,1976,80612349.48756
bwa,1977,100417230.18383
bwa,1978,134509456.80341
bwa,1979,244355579.34859
bwa,1980,291043008.9794
bwa,1981,309786598.52551
bwa,1982,278042772.51908
bwa,1983,338863137.55046
bwa,1984,314580056.65429
bwa,1985,361505899.71868
bwa,1986,504788382.43204
bwa,1987,760612994.2831
bwa,1988,1317484462.62745
bwa,1989,1464168458.05913
bwa,1990,1578689784.10101
bwa,1991,1774117682.21274
bwa,1992,1716593960.37902
bwa,1993,1819589666.3922
bwa,1994,1248933543.16576
bwa,1995,1372267534.36223
bwa,1996,1789462245.40132
bwa,1997,1882156700.63292
bwa,1998,1941431269.84123
bwa,1999,2176758584.03829
bwa,2000,2283000396.43545
bwa,2001,2382115455.2301
bwa,2002,1709681153.76261
bwa,2003,2680006139.10067
bwa,2004,3069757588.55108
bwa,2005,4010880268.20578
bwa,2006,4501932947.65315
bwa,2007,5052006297.61079
bwa,2008,4335805326.02124
bwa,2009,3514052318.97379
bwa,2010,4532911996.25208
bwa,2011,6289649909.24428
bwa,2012,5705269548.04025
bwa,2013,5463708925.8931
bwa,2014,6152838859.8662
bwa,2015,4943307606.88482
bwa,2016,6016374151.27911
bwa,2017,6530960805.64619
bwa,2018,6237490112.62544
bwa,2019,5143255215.85756
bwa,2020,4207844206.11008
caf,1977,39717770.23442
caf,1978,42269818.03206
caf,1979,52689206.58462
caf,1980,12798433.93299
caf,1981,56541917.79432
caf,1982,7265088.0113
caf,1983,48629684.65437
caf,1984,45050897.09889
caf,1985,99201128.99307
caf,1986,96861814.09299
caf,1987,100097531.21851
caf,1988,133671937.00922
caf,1989,147537538.84559
caf,1990,156744226.14139
caf,1991,131417824.23363
caf,1992,138938888.22726
caf,1993,160162336.54869
caf,1994,128460332.33405
can,1970,18548476427.0732
can,1971,20997367846.6794
can,1972,23980937664.2248
can,1973,30601607858.6652
can,1974,38827159208.8599
can,1975,36820414302.3039
can,1976,45316232353.2863
can,1977,43777059727.4943
can,1978,44584662093.919
can,1979,53842882763.6087
can,1980,60980854555.0119
can,1981,69106185131.1207
can,1982,62614975740.68
can,1983,68552507424.363
can,1984,74597190937.19859
can,1985,75193338682.71129
can,1986,71886304637.2018
can,1987,87349282426.23169
can,1988,106771113869.07899
can,1989,114227848986.11301
can,1990,105862373902.377
can,1991,92750219537.4332
can,1992,83552541487.14369
can,1993,86185335855.8813
can,1994,98491891462.59959
can,1995,114827171286.526
can,1996,122726200946.66901
can,1997,132285982193.666
can,1998,125368518510.289
can,1999,143117068840.379
can,2000,177067109625.21899
can,2001,167272142715.82599
can,2002,165249068831.29599
can,2003,196515443788.80701
can,2004,242920085632.922
can,2005,286845630357.49799
can,2006,324767073593.13898
can,2007,358455626041.02094
can,2008,376559766781.198
can,2009,254580761552.37897
can,2010,312349924627.58002
can,2011,374036097358.95801
can,2012,382456808877.328
can,2013,398815155486.69
can,2014,399946401580.78998
can,2015,304598870202.95001
can,2016,292556819121.56702
can,2017,327301401360.09698
can,2018,338918035040.64301
can,2019,348671655777.47498
can,2020,310712056881.48798
che,1995,116256531975.661
che,1996,109765159953.00999
che,1997,98928931731.1516
che,1998,104445628972.153
che,1999,103058148403.381
che,2000,105563528677.866
che,2001,99391083495.56339
che,2002,101721278094.045
che,2003,132837670485.226
che,2004,149610803991.69501
che,2005,164191320622.05499
che,2006,181567389220.40399
che,2007,178456260386.922
che,2008,166459185899.55801
che,2009,197082526160.99399
che,2010,242402054272.784
che,2011,261274732504.06601
che,2012,257399344871.51999
che,2013,260233702720.43896
che,2014,252902581993.392
che,2015,251637723179.38901
che,2016,240480622071.565
che,2017,230862355947.78
che,2018,234667838493.194
che,2019,233163214831.12701
che,2020,235637803215.16901
chl,1975,576208209.63658
chl,1976,1491521686.74261
chl,1977,1493447550.61708
chl,1978,1921491969.74697
chl,1979,2691279300.34719
chl,1980,4078872404.81405
chl,1981,2721873150.81615
chl,1982,479997197.69829
chl,1983,1198709551.16817
chl,1984,1380292541.43044
chl,1985,1636260616.35969
chl,1986,2292359327.55533
chl,1987,3975273947.51333
chl,1988,5943741509.27113
chl,1989,7134729232.30748
chl,1990,7836587557.75002
chl,1991,8576107067.17828
chl,1992,10028019608.6381
chl,1993,10474195529.8513
chl,1994,12268016860.6312
chl,1995,17799950628.8278
chl,1996,18583098268.4525
chl,1997,19803781558.8858
chl,1998,17932041488.6428
chl,1999,15826844181.7326
chl,2000,16402669306.6316
chl,2001,15128665493.7197
chl,2002,14997192466.8407
chl,2003,15703352411.058
chl,2004,22353236240.7606
chl,2005,28698549371.5546
chl,2006,39280771924.2856
chl,2007,43791509435.8479
chl,2008,40823071322.8101
chl,2009,39453804285.4866
chl,2010,53601743040.9899
chl,2011,55412038520.2394
chl,2012,58662662798.3867
chl,2013,57864325190.7095
chl,2014,55159728900.5433
chl,2015,51953918626.3031
chl,2016,50620157684.94489
chl,2017,52292142236.0298
chl,2018,53991665261.3387
chl,2019,53659531355.8676
chl,2020,53442970876.8228
chn,1982,69326566889.313
chn,1983,76472702938.6973
chn,1984,90711752475
chn,1985,109184596836.735
chn,1986,106017770811.59399
chn,1987,101638115118.834
chn,1988,118629388370.37
chn,1989,124767321346.15401
chn,1990,132413887187.38
chn,1991,147603211916.37601
chn,1992,173351484395.604
chn,1993,185485119382.14496
chn,1994,235304914755.125
chn,1995,290367393577.54401
chn,1996,334780669312.742
chn,1997,382162961265.65198
chn,1998,394608104117.59698
chn,1999,399942590133.23999
chn,2000,432929883627.94702
chn,2001,499183406277.56097
chn,2002,571797278161.69995
chn,2003,704186230429.85498
chn,2004,893053264016.75085
chn,2005,1050510645770.67004
chn,2006,1328192570002.47998
chn,2007,1784942686389.1001
chn,2008,2379281048713.97998
chn,2009,2569882961784.93994
chn,2010,3124341353103.58008
chn,2011,3717854991894.44971
chn,2012,4152240711877.22021
chn,2013,4534304479398.90039
chn,2014,4988082149009.94043
chn,2015,5023890443313.46973
chn,2016,4985403094030.58984
chn,2017,5527995100819
chn,2018,6181214199019.80957
chn,2019,6250761019866.76953
chn,2020,6556490731501.63965
civ,2005,-4507624677.51302
civ,2006,-4618125644.20131
civ,2007,-5724113763.77519
