geo,time,nv_ind_totl_kn
chl,2012,41229909709046.29688
chl,2013,43008772123060.09375
chl,2014,43216160926041.69531
chl,2015,43612099788179.69531
chl,2016,43505164013841
chl,2017,43276482490379.10156
chl,2018,44955795559892.79688
chl,2019,44865912569834.49219
chl,2020,43221637555774.09375
chn,1960,195582854327.66696
chn,1961,113633638343.851
chn,1962,101588472709.89
chn,1963,116318801240.868
chn,1964,145980095583.69101
chn,1965,181015318547.68799
chn,1966,221200719244.35297
chn,1967,189569016401.67599
chn,1968,172128666841.31299
chn,1969,228931126960.71701
chn,1970,308141296849.47198
chn,1971,346350817654.82098
chn,1972,369556322493.58698
chn,1973,400229497270.51697
chn,1974,405832710241.27094
chn,1975,469548445683.29498
chn,1976,458279283006.02496
chn,1977,518772148395.49902
chn,1978,598123610926.12
chn,1979,647317484331.52197
chn,1980,734638069940.41882
chn,1981,748473463847.79504
chn,1982,790204337044.47485
chn,1983,872258316739.21411
chn,1984,998068180038.02893
chn,1985,1181714493271.53003
chn,1986,1302464594481.07007
chn,1987,1479539486530.19995
chn,1988,1691693194078.53003
chn,1989,1755111999740.45996
chn,1990,1810831004407.55005
chn,1991,2060460766800
chn,1992,2493859025400
chn,1993,2986262010600
chn,1994,3528019618600
chn,1995,4015773966600
chn,1996,4501369317100
chn,1997,4973024175400
chn,1998,5415775184900
chn,1999,5860039237000
chn,2000,6415210062300
chn,2001,6959942904000
chn,2002,7648611769200
chn,2003,8617479510500
chn,2004,9577977083600
chn,2005,10739631624200
chn,2006,12184186775900
chn,2007,14017993911900
chn,2008,15397222918000
chn,2009,16982029045800
chn,2010,19135960951300
chn,2011,21181341663400
chn,2012,22952872913100
chn,2013,24786168058800
chn,2014,26559758529900
chn,2015,28133892674100
chn,2016,29830783644900
chn,2017,31581340391700
chn,2018,33410660108600
chn,2019,35039277375300
chn,2020,35944238398600
civ,2008,3997165787900
civ,2009,4152482574300
civ,2010,3986239398700
civ,2011,3681305667500
civ,2012,3628657775000
civ,2013,4674997914800
civ,2014,4885467094300
civ,2015,5290754000000
civ,2016,5572534000000
civ,2017,6431620341200
civ,2018,7116751519200
civ,2019,7857631554500
civ,2020,8005950719300
cmr,1965,650961184088.927
cmr,1966,685256201163.96204
cmr,1967,694158185726.60205
cmr,1968,777738740001.79102
cmr,1969,828558277126.56702
cmr,1970,817760686711.01794
cmr,1971,916358703116.00195
cmr,1972,884957412679.59204
cmr,1973,921971828157.10303
cmr,1974,971947325215.98499
cmr,1975,1007448043481.62
cmr,1976,1084785872106.98999
cmr,1977,1283703347610.32007
cmr,1978,1417748362835.52002
cmr,1979,2036732265615.44971
cmr,1980,2217115646059.08984
cmr,1981,2897322476538.06982
cmr,1982,3418578028130.31982
cmr,1983,4045666845509.3999
cmr,1984,4244739169697.60938
cmr,1985,4611465023366.20996
cmr,1986,4892391356287.05957
cmr,1987,4917560017575.38965
cmr,1988,4569095106411.2998
cmr,1989,4463954763317.60938
cmr,1990,4160405827171.04004
cmr,1991,3885819178670.77979
cmr,1992,3481693928012.2998
cmr,1993,3135570778400
cmr,1994,3078894188600
cmr,1995,2908011812700
cmr,1996,2952011455700
cmr,1997,2934960986900
cmr,1998,3118683644400
cmr,1999,3189411208400
cmr,2000,3255602293800
cmr,2001,3316574976100
cmr,2002,3740060461300
cmr,2003,3774522131700
cmr,2004,4044725963000
cmr,2005,3929313707300
cmr,2006,4113510296200
cmr,2007,4045706688800
cmr,2008,4038457360300
cmr,2009,4005488136800
cmr,2010,3944085525600
cmr,2011,3884668268700
cmr,2012,4140954830300
cmr,2013,4269284999100
cmr,2014,4338684075500
cmr,2015,4617058944400
cmr,2016,4845755000000
cmr,2017,4914086000000
cmr,2018,5058193289100
cmr,2019,5248449274100
cmr,2020,5418066944400
cod,1968,3086861502800
cod,1969,3513874576700
cod,1970,4180805311000
cod,1971,4477614598400
cod,1972,4490331855700
cod,1973,4899845991900
cod,1974,5219831073900
cod,1975,4989619366100
cod,1976,4546755559100
cod,1977,4455496902000
cod,1978,4105519592600
cod,1979,3824255718100
cod,1980,4009743848000
cod,1981,4029480948600
cod,1982,3893437349500
cod,1983,4047406923200
cod,1984,4553164886800
cod,1985,4567387779300
cod,1986,4788097422300
cod,1987,4832678567400
cod,1988,4739568591100
cod,1989,4531653646900
cod,1990,3674762424900
cod,1991,2944286506900
cod,1992,2063238720100
cod,1993,1764130121500
cod,1994,1727504632900
cod,1995,1548446422000
cod,1996,1639444625000
cod,1997,1314190132400
cod,1998,1287423523900
cod,1999,1363596088700
cod,2000,1508300000000
cod,2001,1386600000000
cod,2002,1457000000000
cod,2003,1492300000000
cod,2004,1578100000000
cod,2005,1802639000000
cod,2006,1849465000000
cod,2007,1932171162000
cod,2008,2018223701000
cod,2009,2049905575500
cod,2010,2637584304500
cod,2011,3050576484900
cod,2012,3323817089500
cod,2013,3671188778700
cod,2014,4208137382400
cod,2015,4456898643400
cod,2016,4478982849600
cod,2017,4825497732800
cod,2018,5410179706000
cod,2019,5632379945000
cod,2020,5869993650300
cog,1960,129263424278.332
cog,1961,147199804260.88901
cog,1962,154473962365.32999
cog,1963,148239028049.69901
cog,1964,153434688073.314
cog,1965,169020705948.298
cog,1966,178372749068.56201
cog,1967,225131641485.88901
cog,1968,226390034256.509
cog,1969,234483684606.15302
cog,1970,270260079623.85001
cog,1971,272916678240.04001
cog,1972,291427953780.604
cog,1973,333747827399.47498
cog,1974,416800858769.026
cog,1975,526727609460.62
cog,1976,578565878928.93396
cog,1977,462976194108.97107
cog,1978,483679322834.52802
cog,1979,602118002844.35596
cog,1980,751157461033.59583
cog,1981,722625093907.75696
cog,1982,1016966781400.68994
cog,1983,1194729267735.80005
cog,1984,1297252747779.41992
cog,1985,1234415775969.79004
cog,1986,1127931912697.13989
cog,1987,1145865253704.17993
cog,1988,1179979115245.34009
cog,1989,1302213546816.43994
cog,1990,1360073290237.46997
cog,1991,1364684452500
cog,1992,1406822736800
cog,1993,1475010598400
cog,1994,1428930623200
cog,1995,1501482266500
cog,1996,1597850910700
cog,1997,1796882129600
cog,1998,1898237267200
cog,1999,1958206910300
cog,2000,2016000144100
cog,2001,1952937010600
cog,2002,1979725667500
cog,2003,1905068754600
cog,2004,1944153844300
cog,2005,2163733000000
cog,2006,2351848000000
cog,2007,1969395379910.14966
cog,2008,2179302021501.45996
cog,2009,2527330215356.87012
cog,2010,2860642143941.27979
cog,2011,2799281333676.22949
cog,2012,3001141909467.14941
cog,2013,2892279685211.41992
cog,2014,3079494629352.85986
cog,2015,2886749525795.58008
cog,2016,2249092790954.75977
cog,2017,2350886233031.75
cog,2018,2165846698295.1897
cog,2019,2169453581620.02002
cog,2020,2003094941800
col,1965,34193999016046.39844
col,1966,35264716531143.89844
col,1967,37887326309043.79688
col,1968,39795433067183.69531
col,1969,42899217592788.39844
col,1970,45045319188424.49219
col,1971,48239842486495.10156
col,1972,53081663385275.10156
col,1973,58215403877759.60156
col,1974,61287559459819
col,1975,61373113159572.60156
col,1976,64091128275379.39844
col,1977,65036367030838.39844
col,1978,69986555949306.20312
col,1979,73688179358643.29688
col,1980,76311307643814.40625
col,1981,75619618943988.70312
col,1982,75313699653960.78125
col,1983,77872533037499.01562
col,1984,83230268671156.40625
col,1985,88193938778676.1875
col,1986,97298407954268.07812
col,1987,103234797702622
col,1988,107110121047823
col,1989,112061346980833
col,1990,114805805967473
col,1991,117931611883200
col,1992,117407616411600
col,1993,122381467127500
col,1994,126845689458800
col,1995,133876768988700
col,1996,130280261946400
col,1997,132020692296700
col,1998,132954740046200
col,1999,123341978187000
col,2000,127259180289700
col,2001,128283971363100
col,2002,131938050428400
col,2003,138313853159700
col,2004,146893854191100
col,2005,153175000000000
col,2006,164050000000000
col,2007,174012000000000
col,2008,180648000000000
col,2009,182442000000000
col,2010,188390000000000
col,2011,202014000000000
col,2012,208147000000000
col,2013,217956000000000
col,2014,225340000000000
col,2015,230057000000000
col,2016,233981000000000
col,2017,228941000000000
col,2018,229603000000000
col,2019,231035000000000
col,2020,200701384420724
com,1980,18701000000
com,1981,19424000000
com,1982,20664000000
com,1983,21660000000
com,1984,22550000000
com,1985,23065000000
com,1986,23495000000
com,1987,23880000000
com,1988,24522000000
com,1989,23742000000
com,1990,24951000000
com,1991,23605000000
com,1992,25618000000
com,1993,26388000000
com,1994,24996000000
com,1995,25898000000
com,1996,25564000000
com,1997,26594000000
com,1998,26935000000
com,1999,27453000000
com,2000,30432000000
com,2001,31142000000
com,2002,31865000000
com,2003,32536000000
com,2004,33161000000
com,2005,34101000000
com,2006,35004000000
com,2007,35447000000
com,2008,37538000000
com,2009,36825000000
com,2010,41981000000
com,2011,43282000000
com,2012,43931000000
com,2013,46348000000
com,2014,45050000000
com,2015,44981000000
com,2016,47097000000
com,2017,45848630000
com,2018,47032440000
com,2019,48904703700
com,2020,48425220000
cpv,1980,3209384700
cpv,1981,3593361900
cpv,1982,3553262200
cpv,1983,4274384900
cpv,1984,4222377800
cpv,1985,4885986700
cpv,1986,4985910700
cpv,1987,5556346100
cpv,1988,5735005300
cpv,1989,6334812500
cpv,1990,6404371200
cpv,1991,6592400600
cpv,1992,7616047900
cpv,1993,7895549700
cpv,1994,9388130800
cpv,1995,10093290300
cpv,1996,11556626100
cpv,1997,11683060800
cpv,1998,13035097100
cpv,1999,13326955800
cpv,2000,14400551100
cpv,2001,13125158100
cpv,2002,13917476500
cpv,2003,14082943300
cpv,2004,15106781900
cpv,2005,16794594300
cpv,2006,18111423200
cpv,2007,20618234900
cpv,2008,24416044700
cpv,2009,23093117000
cpv,2010,22247261800
cpv,2011,22529665500
cpv,2012,21805604900
cpv,2013,22340141000
cpv,2014,23820198300
cpv,2015,23243274300
cpv,2016,23920891900
cpv,2017,26771003400
cpv,2018,28926136900
cpv,2019,31084576800
cpv,2020,30464254400
cri,1960,510838998167.31506
cri,1961,505460860992.99298
cri,1962,548149824814.17902
cri,1963,600922795837.22205
cri,1964,638317655877.43396
cri,1965,763359345180.43884
cri,1966,823695321604.87292
cri,1967,881762396408.88892
cri,1968,996888145296.73596
cri,1969,1058568656014.75
cri,1970,1152770089958.75
cri,1971,1268231972419.98999
cri,1972,1426466852095.76001
cri,1973,1547979138878.12988
cri,1974,1726886233317.69995
cri,1975,1788146577068.96997
cri,1976,1944280621911.03003
cri,1977,2149070001502.04004
cri,1978,2311254450665.20947
cri,1979,2448228881823.75
cri,1980,2476632168775.64014
cri,1981,2372514794416.47998
cri,1982,2052599665937.62012
cri,1983,2136380959106.37012
cri,1984,2377472764624.06006
cri,1985,2413018890010.60938
cri,1986,2570917636112.99023
cri,1987,2701169395803.60938
cri,1988,2753186066286.50977
cri,1989,2886042861170.95996
cri,1990,2951672941376.37012
cri,1991,2980748495542.66943
cri,1992,3316788816714.72949
cri,1993,3520927118033.77979
cri,1994,3653655778320.87988
cri,1995,3814901724704.70947
cri,1996,3667993541831.83984
cri,1997,3944322185825.16016
cri,1998,4286200139461.80957
cri,1999,4386977444274.40967
cri,2000,4554199169397.11035
cri,2001,4715817255543.13965
cri,2002,4837930858752.30957
cri,2003,4972423197926.83008
cri,2004,5200767842427.70996
cri,2005,5364598385169.71973
cri,2006,5701308991436.71973
cri,2007,6110086188731.95996
cri,2008,6191258081046.12988
cri,2009,5866848884422.82031
cri,2010,6032033424027.13965
cri,2011,6207629291595.16992
cri,2012,6444544197094.94043
cri,2013,6210321126374.76953
cri,2014,6269554789024.62988
cri,2015,6333193081158.42969
cri,2016,6513559621451.59961
cri,2017,6633317432384.45996
cri,2018,6808746490603.40918
cri,2019,6704985426985.29004
cri,2020,6789944207773.41992
cub,1970,4288784011.26736
cub,1971,4657481365.42612
cub,1972,4881860243.76167
cub,1973,5048269508.41075
cub,1974,5097036685.88088
cub,1975,5584880727.98759
cub,1976,5889490527.92491
cub,1977,6395302829.6763
cub,1978,6809899423.70177
cub,1979,6885025145.96325
cub,1980,6591171802.07754
cub,1981,7866641886.36359
cub,1982,8500361571.0976
cub,1983,8953209454.82629
cub,1984,9723446978.95403
cub,1985,10233301503.904
cub,1986,9773145076.42897
cub,1987,9215367460.98458
cub,1988,9906455571.80212
cub,1989,10388555813.0027
cub,1990,10590762430.9857
cub,1991,8638978600
cub,1992,6306083900
cub,1993,5081746700
cub,1994,5335202800
cub,1995,5838083500
cub,1996,6641700000
cub,1997,6995700000
cub,1998,6552400000
cub,1999,7017800000
cub,2000,7560400000
cub,2001,7428900000
cub,2002,7462000000
cub,2003,7464800000
cub,2004,7712700000
cub,2005,8311817500
cub,2006,9426700000
cub,2007,9754900000
cub,2008,10151400000
cub,2009,10221000000
cub,2010,10087000000
cub,2011,10173000000
cub,2012,10632000000
cub,2013,11010000000
cub,2014,10691000000
cub,2015,11633000000
cub,2016,11413000000
cub,2017,11664000000
cub,2018,11958000000
cub,2019,11523000000
cub,2020,10583400000
cym,2006,373355700
cym,2007,365590900
cym,2008,371113400
cym,2009,302397100
cym,2010,258475800
cym,2011,253687800
cym,2012,256997300
cym,2013,261308700
cym,2014,266914500
cym,2015,274878900
cym,2016,287359100
cym,2017,294831800
cym,2018,311369100
cym,2019,335600000
cym,2020,321700000
cyp,1975,710486121.33687
cyp,1976,937611872.30607
cyp,1977,1171631778.82678
cyp,1978,1299940631.8362
cyp,1979,1435143740.65534
cyp,1980,1504468783.82369
cyp,1981,1455060234.58559
cyp,1982,1486850308.32454
cyp,1983,1516342062.85777
cyp,1984,1590263343.40473
cyp,1985,1617457179.76507
cyp,1986,1641586824.45358
cyp,1987,1753043174.68815
cyp,1988,1864116438.30236
cyp,1989,1944931874.40084
cyp,1990,2042216826.91203
cyp,1991,2087795200
cyp,1992,2193506400
cyp,1993,2124181200
cyp,1994,2180866800
cyp,1995,2205437000
cyp,1996,2161050000
cyp,1997,2160551000
cyp,1998,2197482000
cyp,1999,2253145000
cyp,2000,2252810000
cyp,2001,2377191000
cyp,2002,2537434000
cyp,2003,2765944000
cyp,2004,2957206000
cyp,2005,3073958000
cyp,2006,3203351000
cyp,2007,3400782000
cyp,2008,3360161000
cyp,2009,2967496000
cyp,2010,2813622000
cyp,2011,2566649000
cyp,2012,2260639000
cyp,2013,1907627000
cyp,2014,1787138000
cyp,2015,1831142000
cyp,2016,2116802000
cyp,2017,2363412000
cyp,2018,2715444000
cyp,2019,2968920000
cyp,2020,2779461000
cze,1993,790779354000
cze,1994,805009618000
cze,1995,905117000000
cze,1996,952550000000
cze,1997,914852000000
cze,1998,892358000000
cze,1999,889441000000
cze,2000,930897000000
cze,2001,958128000000
cze,2002,996449000000
cze,2003,1003866000000
cze,2004,1081042000000
cze,2005,1193639000000
cze,2006,1363289000000
cze,2007,1431324000000
cze,2008,1523266000000
cze,2009,1372046000000
cze,2010,1463757000000
cze,2011,1540195000000
cze,2012,1477775000000
cze,2013,1441813000000
cze,2014,1489203000000
cze,2015,1562537000000
cze,2016,1593700000000
cze,2017,1699305000000
cze,2018,1722684000000
cze,2019,1756029000000
cze,2020,1594108000000
deu,1991,703120820000
deu,1992,697813030000
deu,1993,662193460000
deu,1994,681567060000
deu,1995,675985420000
deu,1996,656064230000
deu,1997,667896160000
deu,1998,667844910000
deu,1999,670344360000
deu,2000,699504630000
deu,2001,694514750000
deu,2002,678800330000
deu,2003,676207270000
deu,2004,694608530000
deu,2005,697155550000
deu,2006,732771430000
deu,2007,759564850000
deu,2008,750303820000
deu,2009,649283380000
deu,2010,744730440000
deu,2011,782019870000
deu,2012,781305600000
deu,2013,775406390000
deu,2014,809703830000
deu,2015,820391000000
deu,2016,853700780000
deu,2017,882747030000
deu,2018,892688540000
deu,2019,881092150000
deu,2020,816313500000
dji,2013,41561000000
dji,2014,44443000000
dji,2015,48250688300
dji,2016,51201139600
dji,2017,58421391800
dji,2018,84897265100
dji,2019,92877608000
dji,2020,94735160200
dma,1977,37933636
dma,1978,43712792
dma,1979,38734958
dma,1980,50387339
dma,1981,52305952
dma,1982,54307022
dma,1983,54920458
dma,1984,60007300
dma,1985,62598624
dma,1986,62161980
dma,1987,67377419
dma,1988,77310597
dma,1989,82121394
dma,1990,89010000
dma,1991,91160000
dma,1992,97260000
dma,1993,98200000
dma,1994,98810000
dma,1995,105650000
dma,1996,109050000
dma,1997,112320000
dma,1998,120500000
dma,1999,115280000
dma,2000,140410000
dma,2001,137580000
dma,2002,114350000
dma,2003,123230000
dma,2004,129200000
dma,2005,134490000
dma,2006,138680000
dma,2007,150080000
dma,2008,162170000
dma,2009,149040000
dma,2010,153340000
dma,2011,153190000
dma,2012,149340000
dma,2013,146350000
dma,2014,149330000
dma,2015,138820000
dma,2016,150390000
dma,2017,129580000
dma,2018,172410000
dma,2019,189370000
dma,2020,129670000
dnk,1966,188039750600
dnk,1967,198739564100
dnk,1968,214855364800
dnk,1969,228497309700
dnk,1970,240098488000
dnk,1971,250209104000
dnk,1972,267645613000
dnk,1973,260958338000
dnk,1974,259239776000
dnk,1975,249890974000
dnk,1976,259264454000
dnk,1977,263550632000
dnk,1978,263678436000
dnk,1979,269225063000
dnk,1980,280397372000
dnk,1981,265308641000
dnk,1982,278082648000
dnk,1983,295674502000
dnk,1984,312522990000
dnk,1985,331597761000
dnk,1986,351548081000
dnk,1987,351965142000
dnk,1988,351998383000
dnk,1989,359471957000
dnk,1990,350324211000
dnk,1991,349310580000
dnk,1992,353976835000
dnk,1993,335114228000
dnk,1994,362037830000
dnk,1995,384018316000
dnk,1996,384383384000
dnk,1997,405030628000
dnk,1998,413447629000
dnk,1999,425671952000
dnk,2000,442019549000
dnk,2001,437668939000
dnk,2002,430705439000
dnk,2003,425489732000
dnk,2004,436579603000
dnk,2005,432808368000
dnk,2006,449198068000
dnk,2007,438074326000
dnk,2008,432753474000
dnk,2009,386917309000
dnk,2010,387502065000
dnk,2011,398158866000
dnk,2012,404531408000
dnk,2013,399408270000
dnk,2014,401213291000
dnk,2015,407015775000
dnk,2016,430532782000
dnk,2017,456215814000
dnk,2018,460623097000
dnk,2019,478024295000
dnk,2020,474551957000
dom,1966,42408278863.9188
dom,1967,46668261918.40951
dom,1968,44708236931.8573
dom,1969,51520131155.93449
dom,1970,56273123009.9856
dom,1971,66316543194.581
dom,1972,77518908737.40871
dom,1973,93503427454.04482
dom,1974,98315434666.09219
dom,1975,106199219521.392
dom,1976,114227926892.414
dom,1977,120923347118.78999
dom,1978,118010404552.77
dom,1979,127343414565.29401
dom,1980,132835977911.173
dom,1981,137256114640.707
dom,1982,131183861231.938
dom,1983,143183445533.754
dom,1984,144502240426.828
dom,1985,135459075445.74899
dom,1986,145357283269.591
dom,1987,172834592250.56201
dom,1988,171747673382.64401
dom,1989,181153144653.02896
dom,1990,170112701037.01801
dom,1991,166124679800
dom,1992,187387427000
dom,1993,202927337900
dom,1994,215672882700
dom,1995,229010738800
dom,1996,246106775300
dom,1997,273278267500
dom,1998,299327851500
dom,1999,331709335900
dom,2000,342124801600
dom,2001,338270231900
dom,2002,358458455900
dom,2003,348607499000
dom,2004,359123617900
dom,2005,390064953700
dom,2006,427867583900
dom,2007,445501718700
dom,2008,454052155600
dom,2009,433553088300
dom,2010,474747630000
dom,2011,484354816800
dom,2012,480631454300
dom,2013,526436426400
dom,2014,574012385100
dom,2015,620456066300
dom,2016,662883340500
dom,2017,684026359000
dom,2018,737376919900
dom,2019,781399493300
dom,2020,731821126600
dza,1999,6022563562703.94043
dza,2000,6234502023686.03027
dza,2001,6182973792407.91992
dza,2002,6432722210370.33984
dza,2003,6906987177157.42969
dza,2004,7112014956115.51953
dza,2005,7493855327071.92969
dza,2006,7323027427746.25879
dza,2007,7286486122573.28027
dza,2008,7125045295610.50977
dza,2009,6665704038724.20996
dza,2010,6576815816726.24023
dza,2011,6423056788175.07031
dza,2012,6265895000000
dza,2013,5963283019000
dza,2014,5964227552006.04004
dza,2015,6019870279559.75
dza,2016,6428446204840.80957
dza,2017,6385653844485.62012
dza,2018,6120688668749.26953
dza,2019,5928028007051.01953
dza,2020,5415078601192.83008
ecu,1960,2106859465.74863
ecu,1961,2275880842.4933
ecu,1962,2288169531.93303
ecu,1963,2406871321.90753
ecu,1964,2758565244.62854
ecu,1965,3049445000
ecu,1966,2983981000
ecu,1967,3243013000
ecu,1968,3279094000
ecu,1969,3480732000
ecu,1970,3768271000
ecu,1971,4400119000
ecu,1972,4853386000
ecu,1973,6291452000
ecu,1974,6759604000
ecu,1975,7409149000
ecu,1976,8021660000
ecu,1977,7779897000
ecu,1978,8394652000
ecu,1979,8479164000
ecu,1980,8286750000
ecu,1981,8350136000
ecu,1982,8327630000
ecu,1983,8579264000
ecu,1984,8850601000
ecu,1985,9257076000
ecu,1986,9611242000
ecu,1987,8874794000
ecu,1988,10030907000
ecu,1989,9994606000
ecu,1990,10216145000
ecu,1991,10451526000
ecu,1992,10657823000
ecu,1993,11064318000
ecu,1994,11861493000
ecu,1995,11820524000
ecu,1996,11629344000
ecu,1997,11832954000
ecu,1998,11887249000
ecu,1999,11131447000
ecu,2000,12351038000
ecu,2001,13111938000
ecu,2002,13708842000
ecu,2003,14082921000
ecu,2004,16225406000
ecu,2005,16943567000
ecu,2006,17723852000
ecu,2007,17576327000
ecu,2008,18746583000
ecu,2009,18713892000
ecu,2010,19294064000
ecu,2011,21023496000
ecu,2012,22396599000
ecu,2013,23376175000
ecu,2014,24227551000
ecu,2015,24108172000
ecu,2016,23744467000
ecu,2017,23751178000
ecu,2018,23512297000
ecu,2019,23550613000
ecu,2020,21613174000
egy,1961,44566541197.0986
egy,1962,48715547882.3257
egy,1963,57027673520.4165
egy,1964,61529486896.5643
egy,1965,69023101011.7191
egy,1966,71238727030.7009
egy,1967,73087434091.12518
egy,1968,72706402864.93089
egy,1969,69079550082.26649
egy,1970,78464208060.7562
egy,1971,83417543679.51889
egy,1972,89912872977.39929
egy,1973,92783467947.99808
egy,1974,94790451719.815
egy,1975,102100738064.433
egy,1976,119063508678.44
egy,1977,134499466044.74699
egy,1978,151145220984.957
egy,1979,171243755862.36801
egy,1980,187889510802.57901
egy,1981,214458029472.60297
egy,1982,246427818228.92096
egy,1983,252108825452.29297
egy,1984,278078239071.58197
egy,1985,311446133117.66101
egy,1986,347467017619.81201
egy,1987,357481122439.91199
egy,1988,366598441753.73499
egy,1989,387205884100.81897
egy,1990,410968926807.31299
egy,1991,433167889400
egy,1992,456135171900
egy,1993,462995172800
egy,1994,473305618400
egy,1995,499108224000
egy,1996,524126684700
egy,1997,549865710900
egy,1998,575170278600
egy,1999,613912781800
egy,2000,654945225100
egy,2001,703427805500
egy,2002,705470240200
egy,2003,718556241000
egy,2004,737795715300
egy,2005,760815274200
egy,2006,852939844100
egy,2007,909451128000
egy,2008,973037082400
egy,2009,1025693797600
egy,2010,1071019889600
egy,2011,1075556748100
egy,2012,1087190334500
egy,2013,1097200742300
egy,2014,1120282888800
egy,2015,1138938569800
egy,2016,1146800352500
egy,2017,1171151500000
egy,2018,1246361900000
egy,2019,1318149039800
egy,2020,1325401972500
eri,1992,445272100
eri,1993,638671200
eri,1994,727801300
eri,1995,882217800
eri,1996,1208082000
eri,1997,1446708500
eri,1998,1353226000
eri,1999,1391262400
eri,2000,1302700000
eri,2001,1194563600
eri,2002,1292389100
eri,2003,1468548800
eri,2004,1535646100
eri,2005,1397409100
eri,2006,1287228900
eri,2007,1309568900
eri,2008,1328477000
eri,2009,1325258600
esp,1995,198490000000
esp,1996,201772000000
esp,1997,210035000000
esp,1998,219865000000
esp,1999,231727000000
esp,2000,243759000000
esp,2001,255159000000
esp,2002,259093000000
esp,2003,264989000000
esp,2004,267744000000
esp,2005,274585000000
esp,2006,281790000000
esp,2007,285415000000
esp,2008,282496000000
esp,2009,255155000000
esp,2010,247471000000
esp,2011,235610000000
esp,2012,220154000000
esp,2013,207563000000
esp,2014,208923000000
esp,2015,216455000000
esp,2016,225211000000
esp,2017,232974000000
esp,2018,234305000000
esp,2019,239986000000
esp,2020,214922000000
est,1995,1987720000
est,1996,2026825000
est,1997,2300162000
est,1998,2454150000
est,1999,2306234000
est,2000,2768971000
est,2001,3014651000
est,2002,3234453000
est,2003,3522377000
est,2004,3656501000
est,2005,4106628000
est,2006,4492527000
est,2007,4818761000
est,2008,4678983000
est,2009,3573557000
est,2010,3965649000
est,2011,4570147000
est,2012,4695203000
est,2013,4781763000
est,2014,4911227000
est,2015,4923320000
est,2016,5227277000
est,2017,5558108000
est,2018,5983145000
est,2019,5839600000
est,2020,5603961000
eth,1981,30154600572.9849
eth,1982,32843993390.0455
eth,1983,35358999693.2412
eth,1984,37008545638.5658
eth,1985,40021424305.3659
eth,1986,41779747136.44489
eth,1987,44310103998.5575
eth,1988,42488681254.3131
eth,1989,41859252668.3879
eth,1990,39821143325.1228
eth,1991,32481595300
eth,1992,26030054700
eth,1993,33031569000
eth,1994,35412962700
eth,1995,38290723300
eth,1996,39953150300
eth,1997,41422672300
eth,1998,43579298400
eth,1999,45969075400
eth,2000,48427827100
eth,2001,50904513700
eth,2002,55142759600
eth,2003,58713575400
eth,2004,65550891900
eth,2005,71733107200
eth,2006,79024113600
eth,2007,86549781500
eth,2008,95317558000
eth,2009,104537919100
eth,2010,115845948700
eth,2011,133235426900
eth,2012,159399966700
eth,2013,197819687800
eth,2014,231532779400
eth,2015,277483221800
eth,2016,343923944000
eth,2017,414676462000
eth,2018,467506034000
eth,2019,526204768000
eth,2020,576905202000
fin,1975,23090427000
fin,1976,22358816000
fin,1977,22520066000
fin,1978,22930289000
fin,1979,24145081000
fin,1980,25856000000
fin,1981,26108000000
fin,1982,26615000000
fin,1983,27543000000
fin,1984,27742000000
fin,1985,28656000000
fin,1986,29226000000
fin,1987,30411000000
fin,1988,32107000000
fin,1989,34583000000
fin,1990,34406000000
fin,1991,30824000000
fin,1992,29936000000
fin,1993,29579000000
fin,1994,30847000000
fin,1995,31137000000
fin,1996,33058000000
fin,1997,36182000000
fin,1998,39119000000
fin,1999,41221000000
fin,2000,45178000000
fin,2001,45670000000
fin,2002,46955000000
fin,2003,48515000000
fin,2004,50915000000
fin,2005,52832000000
fin,2006,57423000000
fin,2007,62201000000
fin,2008,60620000000
fin,2009,49761000000
fin,2010,53809000000
fin,2011,53867000000
fin,2012,49738000000
fin,2013,49478000000
fin,2014,48996000000
fin,2015,49265000000
fin,2016,51169000000
fin,2017,54339000000
fin,2018,53055000000
fin,2019,53429000000
fin,2020,52741000000
fji,1965,341970571.51848
fji,1966,385050383.02674
fji,1967,435699496.29961
fji,1968,478387694.7405
fji,1969,431059378.88128
fji,1970,472819644.28032
fji,1971,472819644.28032
fji,1972,508548005.75053
fji,1973,556804367.70387
fji,1974,533140153.24812
fji,1975,507619959.65641
fji,1976,523396064.94282
fji,1977,581860594.77466
fji,1978,581396515.20146
fji,1979,674197280.8362
fji,1980,683477402.62058
fji,1981,726629680.63466
fji,1982,683941369.1415
fji,1983,633829028.0522
fji,1984,647285074.62944
fji,1985,602740670.94804
fji,1986,672341188.64796
fji,1987,571188460.37523
fji,1988,534068199.34224
fji,1989,687272906.52092
fji,1990,708234154.22501
fji,1991,696990800
fji,1992,767900500
fji,1993,810439400
fji,1994,842343700
fji,1995,856828800
fji,1996,920281600
fji,1997,948205000
fji,1998,959641600
fji,1999,1037024900
fji,2000,980584100
fji,2001,1051877800
fji,2002,1075642400
fji,2003,1084702500
fji,2004,1193425300
fji,2005,1114259700
fji,2006,1121650500
fji,2007,1063868000
fji,2008,1213723800
fji,2009,1226382200
fji,2010,1306506100
fji,2011,1178597800
fji,2012,1152191400
fji,2013,1203149300
fji,2014,1376225100
fji,2015,1471087500
fji,2016,1577623100
fji,2017,1644023400
fji,2018,1734215200
fji,2019,1726451500
fji,2020,1614381758.46
fra,1960,108498316000
fra,1961,117110306600
fra,1962,124886743000
fra,1963,134070094400
fra,1964,147180500900
