geo,time,sp_pop_80up_ma_5y
dji,2005,0.32798
dji,2006,0.34596
dji,2007,0.35997
dji,2008,0.37105
dji,2009,0.37891
dji,2010,0.38359
dji,2011,0.40923
dji,2012,0.42961
dji,2013,0.44307
dji,2014,0.45068
dji,2015,0.44999
dji,2016,0.47738
dji,2017,0.49819
dji,2018,0.51376
dji,2019,0.5233
dji,2020,0.52852
dnk,1960,1.48574
dnk,1961,1.56022
dnk,1962,1.61044
dnk,1963,1.63302
dnk,1964,1.62687
dnk,1965,1.59247
dnk,1966,1.665
dnk,1967,1.71477
dnk,1968,1.73934
dnk,1969,1.738
dnk,1970,1.71038
dnk,1971,1.79165
dnk,1972,1.84841
dnk,1973,1.87972
dnk,1974,1.88575
dnk,1975,1.86638
dnk,1976,1.95013
dnk,1977,2.00938
dnk,1978,2.04252
dnk,1979,2.04856
dnk,1980,2.02741
dnk,1981,2.12115
dnk,1982,2.18804
dnk,1983,2.2268
dnk,1984,2.23798
dnk,1985,2.22154
dnk,1986,2.33543
dnk,1987,2.41881
dnk,1988,2.46841
dnk,1989,2.48527
dnk,1990,2.47124
dnk,1991,2.57185
dnk,1992,2.64326
dnk,1993,2.67723
dnk,1994,2.66623
dnk,1995,2.6093
dnk,1996,2.683
dnk,1997,2.71992
dnk,1998,2.72474
dnk,1999,2.70308
dnk,2000,2.65769
dnk,2001,2.75239
dnk,2002,2.82023
dnk,2003,2.85672
dnk,2004,2.85854
dnk,2005,2.82625
dnk,2006,2.91179
dnk,2007,2.97164
dnk,2008,3.00722
dnk,2009,3.01927
dnk,2010,3.00989
dnk,2011,3.09407
dnk,2012,3.15352
dnk,2013,3.19038
dnk,2014,3.20937
dnk,2015,3.21888
dnk,2016,3.3478
dnk,2017,3.46368
dnk,2018,3.56907
dnk,2019,3.66791
dnk,2020,3.76584
dom,1960,0.2488
dom,1961,0.2611
dom,1962,0.26865
dom,1963,0.27132
dom,1964,0.26842
dom,1965,0.25988
dom,1966,0.27326
dom,1967,0.28241
dom,1968,0.28634
dom,1969,0.28513
dom,1970,0.27813
dom,1971,0.29291
dom,1972,0.30336
dom,1973,0.30888
dom,1974,0.30934
dom,1975,0.30429
dom,1976,0.32106
dom,1977,0.33368
dom,1978,0.34177
dom,1979,0.34487
dom,1980,0.34258
dom,1981,0.36241
dom,1982,0.3781
dom,1983,0.38906
dom,1984,0.39499
dom,1985,0.39581
dom,1986,0.41904
dom,1987,0.43823
dom,1988,0.45281
dom,1989,0.46269
dom,1990,0.46764
dom,1991,0.49585
dom,1992,0.51971
dom,1993,0.53877
dom,1994,0.5533
dom,1995,0.56314
dom,1996,0.59763
dom,1997,0.62801
dom,1998,0.65364
dom,1999,0.67436
dom,2000,0.69021
dom,2001,0.73181
dom,2002,0.76837
dom,2003,0.7994
dom,2004,0.82508
dom,2005,0.84565
dom,2006,0.89442
dom,2007,0.93776
dom,2008,0.97535
dom,2009,1.00777
dom,2010,1.03528
dom,2011,1.09163
dom,2012,1.14161
dom,2013,1.18466
dom,2014,1.22099
dom,2015,1.25109
dom,2016,1.31139
dom,2017,1.36593
dom,2018,1.41202
dom,2019,1.44704
dom,2020,1.47078
dza,1960,0.2695
dza,1961,0.28663
dza,1962,0.29399
dza,1963,0.29174
dza,1964,0.28096
dza,1965,0.26149
dza,1966,0.27989
dza,1967,0.29268
dza,1968,0.29647
dza,1969,0.28827
dza,1970,0.2677
dza,1971,0.28171
dza,1972,0.2868
dza,1973,0.28612
dza,1974,0.28355
dza,1975,0.27892
dza,1976,0.30898
dza,1977,0.33409
dza,1978,0.34884
dza,1979,0.34909
dza,1980,0.33449
dza,1981,0.34878
dza,1982,0.35361
dza,1983,0.35104
dza,1984,0.34372
dza,1985,0.3324
dza,1986,0.35338
dza,1987,0.36964
dza,1988,0.37863
dza,1989,0.37854
dza,1990,0.36965
dza,1991,0.38689
dza,1992,0.39771
dza,1993,0.40407
dza,1994,0.40835
dza,1995,0.41148
dza,1996,0.44241
dza,1997,0.47075
dza,1998,0.49433
dza,1999,0.51077
dza,2000,0.51965
dza,2001,0.55313
dza,2002,0.57935
dza,2003,0.60016
dza,2004,0.61808
dza,2005,0.63438
dza,2006,0.67876
dza,2007,0.71924
dza,2008,0.75724
dza,2009,0.79571
dza,2010,0.83689
dza,2011,0.89584
dza,2012,0.95199
dza,2013,1.00193
dza,2014,1.04238
dza,2015,1.07319
dza,2016,1.11953
dza,2017,1.15545
dza,2018,1.18176
dza,2019,1.19948
dza,2020,1.21048
ecu,1960,0.44492
ecu,1961,0.47335
ecu,1962,0.4913
ecu,1963,0.49836
ecu,1964,0.49467
ecu,1965,0.48087
ecu,1966,0.50387
ecu,1967,0.51768
ecu,1968,0.52131
ecu,1969,0.51478
ecu,1970,0.49878
ecu,1971,0.5195
ecu,1972,0.53169
ecu,1973,0.53471
ecu,1974,0.52793
ecu,1975,0.51213
ecu,1976,0.5309
ecu,1977,0.54161
ecu,1978,0.54425
ecu,1979,0.53905
ecu,1980,0.52675
ecu,1981,0.54823
ecu,1982,0.56307
ecu,1983,0.57057
ecu,1984,0.57075
ecu,1985,0.56423
ecu,1986,0.5875
ecu,1987,0.60416
ecu,1988,0.61521
ecu,1989,0.62234
ecu,1990,0.62647
ecu,1991,0.65798
ecu,1992,0.68569
ecu,1993,0.7077
ecu,1994,0.72237
ecu,1995,0.72954
ecu,1996,0.75879
ecu,1997,0.78179
ecu,1998,0.79979
ecu,1999,0.81438
ecu,2000,0.8265
ecu,2001,0.85606
ecu,2002,0.8823
ecu,2003,0.90565
ecu,2004,0.92664
ecu,2005,0.9458
ecu,2006,0.98021
ecu,2007,1.00967
ecu,2008,1.03489
ecu,2009,1.05688
ecu,2010,1.07674
ecu,2011,1.11383
ecu,2012,1.14592
ecu,2013,1.17377
ecu,2014,1.19807
ecu,2015,1.21967
ecu,2016,1.25557
ecu,2017,1.28556
ecu,2018,1.31185
ecu,2019,1.33709
ecu,2020,1.36342
egy,1960,0.24311
egy,1961,0.26358
egy,1962,0.27893
egy,1963,0.28821
egy,1964,0.29086
egy,1965,0.28634
egy,1966,0.30953
egy,1967,0.32607
egy,1968,0.33424
egy,1969,0.33328
egy,1970,0.323
egy,1971,0.34401
egy,1972,0.35812
egy,1973,0.3646
egy,1974,0.36305
egy,1975,0.35311
egy,1976,0.3764
egy,1977,0.39212
egy,1978,0.39892
egy,1979,0.39616
egy,1980,0.38375
egy,1981,0.40377
egy,1982,0.4156
egy,1983,0.41866
egy,1984,0.41309
egy,1985,0.39905
egy,1986,0.42019
egy,1987,0.4333
egy,1988,0.43712
egy,1989,0.43122
egy,1990,0.41576
egy,1991,0.43689
egy,1992,0.4507
egy,1993,0.45581
egy,1994,0.45111
egy,1995,0.43628
egy,1996,0.45825
egy,1997,0.47078
egy,1998,0.47388
egy,1999,0.46837
egy,2000,0.45459
egy,2001,0.48037
egy,2002,0.49832
egy,2003,0.50719
egy,2004,0.50628
egy,2005,0.49528
egy,2006,0.52427
egy,2007,0.54313
egy,2008,0.55085
egy,2009,0.54729
egy,2010,0.53236
egy,2011,0.56067
egy,2012,0.57771
egy,2013,0.5823
egy,2014,0.57452
egy,2015,0.55514
egy,2016,0.57608
egy,2017,0.59024
egy,2018,0.59377
egy,2019,0.58232
egy,2020,0.55546
eri,1960,0.18433
eri,1961,0.1972
eri,1962,0.20497
eri,1963,0.20658
eri,1964,0.2002
eri,1965,0.1872
eri,1966,0.20066
eri,1967,0.20866
eri,1968,0.2106
eri,1969,0.20455
eri,1970,0.1902
eri,1971,0.20084
eri,1972,0.2058
eri,1973,0.20536
eri,1974,0.19956
eri,1975,0.18712
eri,1976,0.19866
eri,1977,0.20552
eri,1978,0.20668
eri,1979,0.20204
eri,1980,0.19081
eri,1981,0.20115
eri,1982,0.20707
eri,1983,0.20826
eri,1984,0.20349
eri,1985,0.19359
eri,1986,0.20623
eri,1987,0.21407
eri,1988,0.21626
eri,1989,0.21262
eri,1990,0.20353
eri,1991,0.22284
eri,1992,0.23902
eri,1993,0.25038
eri,1994,0.25584
eri,1995,0.25406
eri,1996,0.27567
eri,1997,0.29273
eri,1998,0.30286
eri,1999,0.30577
eri,2000,0.29946
eri,2001,0.3166
eri,2002,0.32698
eri,2003,0.33148
eri,2004,0.33019
eri,2005,0.32234
eri,2006,0.3457
eri,2007,0.36319
eri,2008,0.37422
eri,2009,0.37869
eri,2010,0.37618
eri,2011,0.40409
esp,1960,0.86376
esp,1961,0.90873
esp,1962,0.94068
esp,1963,0.95967
esp,1964,0.96623
esp,1965,0.95978
esp,1966,1.01926
esp,1967,1.06516
esp,1968,1.09356
esp,1969,1.10109
esp,1970,1.0865
esp,1971,1.13241
esp,1972,1.15909
esp,1973,1.167
esp,1974,1.15682
esp,1975,1.12906
esp,1976,1.18564
esp,1977,1.22798
esp,1978,1.25838
esp,1979,1.28078
esp,1980,1.29684
esp,1981,1.39285
esp,1982,1.47984
esp,1983,1.55404
esp,1984,1.61285
esp,1985,1.65571
esp,1986,1.77235
esp,1987,1.87117
esp,1988,1.95148
esp,1989,2.01394
esp,1990,2.05932
esp,1991,2.17111
esp,1992,2.27024
esp,1993,2.35069
esp,1994,2.40362
esp,1995,2.42662
esp,1996,2.49308
esp,1997,2.53077
esp,1998,2.55204
esp,1999,2.5714
esp,2000,2.59614
esp,2001,2.69514
esp,2002,2.78524
esp,2003,2.86644
esp,2004,2.94
esp,2005,3.00805
esp,2006,3.14702
esp,2007,3.27034
esp,2008,3.38375
esp,2009,3.49396
esp,2010,3.60585
esp,2011,3.83254
esp,2012,4.05424
esp,2013,4.25474
esp,2014,4.40894
esp,2015,4.50674
esp,2016,4.61185
esp,2017,4.66008
esp,2018,4.67747
esp,2019,4.69619
esp,2020,4.73445
est,1960,0.92948
est,1961,0.96665
est,1962,0.99135
est,1963,1.00038
est,1964,0.99172
est,1965,0.96383
est,1966,1.01532
est,1967,1.05082
est,1968,1.06654
est,1969,1.05814
est,1970,1.02483
est,1971,1.06792
est,1972,1.09041
est,1973,1.09172
est,1974,1.07281
est,1975,1.03334
est,1976,1.07328
est,1977,1.09392
est,1978,1.09572
est,1979,1.0823
est,1980,1.05225
est,1981,1.12597
est,1982,1.18334
est,1983,1.21752
est,1984,1.22387
est,1985,1.20058
est,1986,1.26182
est,1987,1.29651
est,1988,1.30742
est,1989,1.29889
est,1990,1.27193
est,1991,1.36796
est,1992,1.45283
est,1993,1.50878
est,1994,1.50956
est,1995,1.44459
est,1996,1.46183
est,1997,1.44159
est,1998,1.39586
est,1999,1.33914
est,2000,1.2759
est,2001,1.33975
est,2002,1.39254
est,2003,1.43956
est,2004,1.48819
est,2005,1.53908
est,2006,1.69834
est,2007,1.85647
est,2008,1.99677
est,2009,2.10043
est,2010,2.16069
est,2011,2.30827
est,2012,2.42639
est,2013,2.52283
est,2014,2.60852
est,2015,2.68568
est,2016,2.86593
est,2017,3.02448
est,2018,3.14652
est,2019,3.22633
est,2020,3.27931
eth,1960,0.16388
eth,1961,0.17608
eth,1962,0.18314
eth,1963,0.1842
eth,1964,0.17859
eth,1965,0.16575
eth,1966,0.17749
eth,1967,0.18462
eth,1968,0.18628
eth,1969,0.18166
eth,1970,0.1703
eth,1971,0.18196
eth,1972,0.18977
eth,1973,0.19191
eth,1974,0.18666
eth,1975,0.17375
eth,1976,0.18445
eth,1977,0.19213
eth,1978,0.19919
eth,1979,0.20891
eth,1980,0.22278
eth,1981,0.249
eth,1982,0.26917
eth,1983,0.27866
eth,1984,0.2743
eth,1985,0.256
eth,1986,0.26952
eth,1987,0.278
eth,1988,0.28325
eth,1989,0.2879
eth,1990,0.29377
eth,1991,0.31764
eth,1992,0.33784
eth,1993,0.35375
eth,1994,0.36627
eth,1995,0.37767
eth,1996,0.40581
eth,1997,0.42424
eth,1998,0.43037
eth,1999,0.42256
eth,2000,0.40125
eth,2001,0.41197
eth,2002,0.41539
eth,2003,0.41019
eth,2004,0.395
eth,2005,0.37021
eth,2006,0.37643
eth,2007,0.38008
eth,2008,0.3854
eth,2009,0.39424
eth,2010,0.40424
eth,2011,0.42406
eth,2012,0.43776
eth,2013,0.44432
eth,2014,0.44308
eth,2015,0.43448
eth,2016,0.4477
eth,2017,0.45405
eth,2018,0.45454
eth,2019,0.45049
eth,2020,0.44268
fin,1960,0.61725
fin,1961,0.65431
fin,1962,0.67811
fin,1963,0.68679
fin,1964,0.67945
fin,1965,0.65468
fin,1966,0.69726
fin,1967,0.72763
fin,1968,0.74158
fin,1969,0.73543
fin,1970,0.70732
fin,1971,0.75596
fin,1972,0.79199
fin,1973,0.8142
fin,1974,0.82209
fin,1975,0.81442
fin,1976,0.88565
fin,1977,0.94473
fin,1978,0.9893
fin,1979,1.01818
fin,1980,1.0298
fin,1981,1.11051
fin,1982,1.17655
fin,1983,1.22704
fin,1984,1.26368
fin,1985,1.28639
fin,1986,1.39154
fin,1987,1.48056
fin,1988,1.54834
fin,1989,1.59223
fin,1990,1.61076
fin,1991,1.71095
fin,1992,1.79064
fin,1993,1.84159
fin,1994,1.85411
fin,1995,1.82651
fin,1996,1.87781
fin,1997,1.9011
fin,1998,1.90592
fin,1999,1.90349
fin,2000,1.89882
fin,2001,2.008
fin,2002,2.10825
fin,2003,2.19987
fin,2004,2.28572
fin,2005,2.36752
fin,2006,2.53655
fin,2007,2.69424
fin,2008,2.83266
fin,2009,2.94365
fin,2010,3.0259
fin,2011,3.16386
fin,2012,3.27833
fin,2013,3.37381
fin,2014,3.45395
fin,2015,3.52233
fin,2016,3.66658
fin,2017,3.80038
fin,2018,3.92274
fin,2019,4.03042
fin,2020,4.126
fji,1960,0.33947
fji,1961,0.34158
fji,1962,0.33148
fji,1963,0.31496
fji,1964,0.29013
fji,1965,0.26028
fji,1966,0.27435
fji,1967,0.28408
fji,1968,0.28618
fji,1969,0.27601
fji,1970,0.25685
fji,1971,0.26438
fji,1972,0.2658
fji,1973,0.26395
fji,1974,0.26143
fji,1975,0.25721
fji,1976,0.2757
fji,1977,0.29053
fji,1978,0.29454
fji,1979,0.2864
fji,1980,0.26924
fji,1981,0.27847
fji,1982,0.27747
fji,1983,0.26732
fji,1984,0.25227
fji,1985,0.23517
fji,1986,0.25918
fji,1987,0.2814
fji,1988,0.29687
fji,1989,0.30388
fji,1990,0.2975
fji,1991,0.31177
fji,1992,0.31424
fji,1993,0.30307
fji,1994,0.28343
fji,1995,0.25652
fji,1996,0.28399
fji,1997,0.30765
fji,1998,0.32358
fji,1999,0.32528
fji,2000,0.30997
fji,2001,0.32804
fji,2002,0.33737
fji,2003,0.34033
fji,2004,0.33952
fji,2005,0.33436
fji,2006,0.36099
fji,2007,0.38205
fji,2008,0.39426
fji,2009,0.39641
fji,2010,0.38843
fji,2011,0.42267
fji,2012,0.44948
fji,2013,0.46397
fji,2014,0.45835
fji,2015,0.42459
fji,2016,0.44162
fji,2017,0.45558
fji,2018,0.47151
fji,2019,0.48984
fji,2020,0.4991
fra,1960,1.35819
fra,1961,1.41012
fra,1962,1.43384
fra,1963,1.42963
fra,1964,1.39876
fra,1965,1.34307
fra,1966,1.40292
fra,1967,1.44308
fra,1968,1.45603
fra,1969,1.43455
fra,1970,1.37773
fra,1971,1.42116
fra,1972,1.43788
fra,1973,1.43396
fra,1974,1.41724
fra,1975,1.39073
fra,1976,1.47712
fra,1977,1.54974
fra,1978,1.60592
fra,1979,1.64465
fra,1980,1.66508
fra,1981,1.78795
fra,1982,1.88699
fra,1983,1.95752
fra,1984,1.99873
fra,1985,2.01209
fra,1986,2.12752
fra,1987,2.21703
fra,1988,2.28061
fra,1989,2.32038
fra,1990,2.33822
fra,1991,2.46712
fra,1992,2.58356
fra,1993,2.66345
fra,1994,2.67645
fra,1995,2.61425
fra,1996,2.59921
fra,1997,2.52333
fra,1998,2.42948
fra,1999,2.36889
fra,2000,2.36363
fra,2001,2.50519
fra,2002,2.67187
fra,2003,2.83945
fra,2004,2.98132
fra,2005,3.0883
fra,2006,3.2672
fra,2007,3.41549
fra,2008,3.53902
fra,2009,3.64572
fra,2010,3.74145
fra,2011,3.88965
fra,2012,4.02067
fra,2013,4.13541
fra,2014,4.22934
fra,2015,4.30016
fra,2016,4.41179
fra,2017,4.50194
fra,2018,4.56729
fra,2019,4.60333
fra,2020,4.61486
fsm,1960,0.28352
fsm,1961,0.27469
fsm,1962,0.29092
fsm,1963,0.29399
fsm,1964,0.29223
fsm,1965,0.26755
fsm,1966,0.26142
fsm,1967,0.27916
fsm,1968,0.27921
fsm,1969,0.2742
fsm,1970,0.27474
fsm,1971,0.27156
fsm,1972,0.28907
fsm,1973,0.31058
fsm,1974,0.34049
fsm,1975,0.38311
fsm,1976,0.4156
fsm,1977,0.44706
fsm,1978,0.45726
fsm,1979,0.44602
fsm,1980,0.40238
fsm,1981,0.40228
fsm,1982,0.39383
fsm,1983,0.36383
fsm,1984,0.34062
fsm,1985,0.30796
fsm,1986,0.32003
fsm,1987,0.32137
fsm,1988,0.32087
fsm,1989,0.31594
fsm,1990,0.31064
fsm,1991,0.33052
fsm,1992,0.33349
fsm,1993,0.32159
fsm,1994,0.30228
fsm,1995,0.27105
fsm,1996,0.30936
fsm,1997,0.35122
fsm,1998,0.37848
fsm,1999,0.40459
fsm,2000,0.43039
fsm,2001,0.47745
fsm,2002,0.53123
fsm,2003,0.57915
fsm,2004,0.61316
fsm,2005,0.61551
fsm,2006,0.60486
fsm,2007,0.56335
fsm,2008,0.50953
fsm,2009,0.44953
fsm,2010,0.3771
fsm,2011,0.37706
fsm,2012,0.36939
fsm,2013,0.34572
fsm,2014,0.30409
fsm,2015,0.24393
fsm,2016,0.25167
fsm,2017,0.25411
fsm,2018,0.24619
fsm,2019,0.21774
fsm,2020,0.18297
gab,1960,0.73564
gab,1961,0.78437
gab,1962,0.81299
gab,1963,0.81867
gab,1964,0.79879
gab,1965,0.75343
gab,1966,0.79246
gab,1967,0.81138
gab,1968,0.80692
gab,1969,0.77779
gab,1970,0.72518
gab,1971,0.75852
gab,1972,0.77443
gab,1973,0.7684
gab,1974,0.73847
gab,1975,0.68532
gab,1976,0.71582
gab,1977,0.72802
gab,1978,0.71989
gab,1979,0.69025
gab,1980,0.6416
gab,1981,0.66905
gab,1982,0.68002
gab,1983,0.67361
gab,1984,0.64812
gab,1985,0.60638
gab,1986,0.63225
gab,1987,0.64358
gab,1988,0.63868
gab,1989,0.61815
gab,1990,0.58359
gab,1991,0.60619
gab,1992,0.61427
gab,1993,0.60779
gab,1994,0.58484
gab,1995,0.54918
gab,1996,0.56823
gab,1997,0.57423
gab,1998,0.56533
gab,1999,0.5403
gab,2000,0.50024
gab,2001,0.51517
gab,2002,0.51514
gab,2003,0.50057
gab,2004,0.47083
gab,2005,0.42767
gab,2006,0.4434
gab,2007,0.44649
gab,2008,0.43515
gab,2009,0.41032
gab,2010,0.37276
gab,2011,0.38949
gab,2012,0.39658
gab,2013,0.3937
gab,2014,0.37969
gab,2015,0.35641
gab,2016,0.37436
gab,2017,0.38428
gab,2018,0.38532
gab,2019,0.37697
gab,2020,0.35989
gbr,1960,1.33558
gbr,1961,1.39536
gbr,1962,1.42782
gbr,1963,1.43047
gbr,1964,1.40132
gbr,1965,1.34
gbr,1966,1.40073
gbr,1967,1.43684
gbr,1968,1.44403
gbr,1969,1.41894
gbr,1970,1.35999
gbr,1971,1.41894
gbr,1972,1.45441
gbr,1973,1.4632
gbr,1974,1.442
gbr,1975,1.38861
gbr,1976,1.45426
gbr,1977,1.49461
gbr,1978,1.5126
gbr,1979,1.51284
gbr,1980,1.49475
gbr,1981,1.60953
gbr,1982,1.70378
gbr,1983,1.77112
gbr,1984,1.80864
gbr,1985,1.81502
gbr,1986,1.94749
gbr,1987,2.05379
gbr,1988,2.12894
gbr,1989,2.17129
gbr,1990,2.18094
gbr,1991,2.32017
gbr,1992,2.43409
gbr,1993,2.51001
gbr,1994,2.53544
gbr,1995,2.50847
gbr,1996,2.58877
gbr,1997,2.63
gbr,1998,2.64611
gbr,1999,2.65245
gbr,2000,2.6539
gbr,2001,2.78576
gbr,2002,2.9009
gbr,2003,2.99013
gbr,2004,3.04479
gbr,2005,3.06402
gbr,2006,3.18569
gbr,2007,3.28405
gbr,2008,3.36481
gbr,2009,3.43227
gbr,2010,3.4897
gbr,2011,3.61388
gbr,2012,3.71674
gbr,2013,3.79955
gbr,2014,3.86181
gbr,2015,3.90561
gbr,2016,4.00572
gbr,2017,4.08155
gbr,2018,4.138
gbr,2019,4.1799
gbr,2020,4.21291
geo,1960,0.96078
geo,1961,1.00958
geo,1962,1.03042
geo,1963,1.02879
geo,1964,1.01094
geo,1965,0.9774
geo,1966,1.04865
geo,1967,1.10255
geo,1968,1.12714
geo,1969,1.11204
geo,1970,1.05571
geo,1971,1.09777
geo,1972,1.11751
geo,1973,1.11439
geo,1974,1.08751
geo,1975,1.03642
geo,1976,1.05592
geo,1977,1.05694
geo,1978,1.0446
geo,1979,1.02475
geo,1980,0.99899
geo,1981,1.04326
geo,1982,1.07435
geo,1983,1.08689
geo,1984,1.07698
geo,1985,1.04372
geo,1986,1.08688
geo,1987,1.10839
geo,1988,1.10933
geo,1989,1.09399
geo,1990,1.06503
geo,1991,1.11108
geo,1992,1.11076
geo,1993,1.04968
geo,1994,0.95249
geo,1995,0.87797
geo,1996,1.02556
geo,1997,1.15049
geo,1998,1.18596
geo,1999,1.10195
geo,2000,0.93802
geo,2001,1.06888
geo,2002,1.17007
geo,2003,1.2228
geo,2004,1.23111
geo,2005,1.21748
geo,2006,1.42374
geo,2007,1.62742
geo,2008,1.79362
geo,2009,1.89149
geo,2010,1.91351
geo,2011,2.02412
geo,2012,2.07974
geo,2013,2.09821
geo,2014,2.10469
geo,2015,2.1074
geo,2016,2.2741
geo,2017,2.42553
geo,2018,2.51954
geo,2019,2.51151
geo,2020,2.39061
gha,1960,0.13762
gha,1961,0.14787
gha,1962,0.15381
gha,1963,0.15453
gha,1964,0.14948
gha,1965,0.13822
gha,1966,0.15045
gha,1967,0.1578
gha,1968,0.15914
gha,1969,0.1539
gha,1970,0.14156
gha,1971,0.15396
gha,1972,0.16171
gha,1973,0.16364
gha,1974,0.15926
gha,1975,0.1482
gha,1976,0.16236
gha,1977,0.17134
gha,1978,0.17387
gha,1979,0.16931
gha,1980,0.15703
gha,1981,0.17166
gha,1982,0.18152
gha,1983,0.18551
gha,1984,0.18319
gha,1985,0.17421
gha,1986,0.1893
gha,1987,0.19916
gha,1988,0.20293
gha,1989,0.20021
gha,1990,0.19085
gha,1991,0.20606
gha,1992,0.21607
gha,1993,0.21993
gha,1994,0.21737
gha,1995,0.20826
gha,1996,0.22395
gha,1997,0.23319
gha,1998,0.23526
gha,1999,0.2299
gha,2000,0.21716
gha,2001,0.233
gha,2002,0.2425
gha,2003,0.24458
gha,2004,0.2387
gha,2005,0.22476
gha,2006,0.24115
gha,2007,0.25115
gha,2008,0.25404
gha,2009,0.24985
gha,2010,0.23867
gha,2011,0.25658
gha,2012,0.26819
gha,2013,0.27209
gha,2014,0.26762
gha,2015,0.25492
gha,2016,0.26965
gha,2017,0.27844
gha,2018,0.27996
gha,2019,0.27336
gha,2020,0.25869
gin,1960,0.28345
gin,1961,0.30508
gin,1962,0.31296
gin,1963,0.30332
gin,1964,0.27323
gin,1965,0.22171
gin,1966,0.2342
gin,1967,0.2374
gin,1968,0.2294
gin,1969,0.20909
gin,1970,0.17471
gin,1971,0.19012
gin,1972,0.19831
gin,1973,0.19693
gin,1974,0.18412
gin,1975,0.15815
gin,1976,0.17532
gin,1977,0.18594
gin,1978,0.1881
gin,1979,0.18012
gin,1980,0.16048
gin,1981,0.17908
gin,1982,0.19227
gin,1983,0.1983
gin,1984,0.19551
gin,1985,0.18282
gin,1986,0.20148
gin,1987,0.21447
gin,1988,0.22102
gin,1989,0.22128
gin,1990,0.21466
gin,1991,0.23698
gin,1992,0.25331
gin,1993,0.26228
gin,1994,0.26358
gin,1995,0.25677
gin,1996,0.27872
gin,1997,0.2925
gin,1998,0.29653
gin,1999,0.29033
gin,2000,0.27383
gin,2001,0.29343
gin,2002,0.3036
gin,2003,0.30227
gin,2004,0.2884
gin,2005,0.26196
gin,2006,0.27898
gin,2007,0.28765
gin,2008,0.28647
gin,2009,0.27449
gin,2010,0.25166
gin,2011,0.26618
gin,2012,0.27311
gin,2013,0.27141
gin,2014,0.26097
gin,2015,0.24186
gin,2016,0.25445
gin,2017,0.26021
gin,2018,0.25837
gin,2019,0.24904
gin,2020,0.23272
gmb,1960,0.07156
gmb,1961,0.0807
gmb,1962,0.08575
gmb,1963,0.08744
gmb,1964,0.08191
gmb,1965,0.06815
gmb,1966,0.07882
gmb,1967,0.08414
gmb,1968,0.08543
gmb,1969,0.08258
gmb,1970,0.07084
gmb,1971,0.08083
gmb,1972,0.08734
gmb,1973,0.09102
gmb,1974,0.0894
gmb,1975,0.08185
gmb,1976,0.0927
gmb,1977,0.09993
gmb,1978,0.10453
gmb,1979,0.10427
gmb,1980,0.09903
gmb,1981,0.11067
gmb,1982,0.11867
gmb,1983,0.1234
gmb,1984,0.12351
gmb,1985,0.11798
gmb,1986,0.12904
gmb,1987,0.1359
gmb,1988,0.13813
gmb,1989,0.13642
gmb,1990,0.12898
gmb,1991,0.14114
gmb,1992,0.14935
gmb,1993,0.15319
gmb,1994,0.15061
gmb,1995,0.14121
gmb,1996,0.15139
gmb,1997,0.15742
gmb,1998,0.15959
gmb,1999,0.15755
gmb,2000,0.15222
gmb,2001,0.16812
gmb,2002,0.18039
gmb,2003,0.187
gmb,2004,0.18703
gmb,2005,0.18085
gmb,2006,0.19661
gmb,2007,0.20682
gmb,2008,0.2113
gmb,2009,0.20897
gmb,2010,0.2008
gmb,2011,0.21667
gmb,2012,0.22683
gmb,2013,0.23054
gmb,2014,0.22707
gmb,2015,0.21687
gmb,2016,0.23245
gmb,2017,0.24169
gmb,2018,0.24379
gmb,2019,0.23953
gmb,2020,0.22844
gnb,1960,0.32155
gnb,1961,0.34629
gnb,1962,0.3634
gnb,1963,0.36899
gnb,1964,0.36235
gnb,1965,0.34176
gnb,1966,0.35749
gnb,1967,0.36557
gnb,1968,0.3636
gnb,1969,0.35034
gnb,1970,0.32331
gnb,1971,0.33531
gnb,1972,0.33948
gnb,1973,0.33397
gnb,1974,0.32288
gnb,1975,0.30551
gnb,1976,0.33518
gnb,1977,0.35912
gnb,1978,0.37127
gnb,1979,0.36752
gnb,1980,0.34321
gnb,1981,0.35381
gnb,1982,0.35345
gnb,1983,0.34368
gnb,1984,0.32627
gnb,1985,0.30107
gnb,1986,0.31934
gnb,1987,0.32963
gnb,1988,0.33128
gnb,1989,0.32294
gnb,1990,0.30323
gnb,1991,0.32377
gnb,1992,0.3355
gnb,1993,0.33534
gnb,1994,0.32361
gnb,1995,0.29923
gnb,1996,0.31375
gnb,1997,0.31978
gnb,1998,0.31552
gnb,1999,0.30017
gnb,2000,0.27288
gnb,2001,0.2828
gnb,2002,0.2849
gnb,2003,0.27801
gnb,2004,0.26241
gnb,2005,0.23838
gnb,2006,0.24765
gnb,2007,0.25014
gnb,2008,0.24377
gnb,2009,0.22949
gnb,2010,0.2069
gnb,2011,0.21586
gnb,2012,0.21862
gnb,2013,0.21444
gnb,2014,0.20235
gnb,2015,0.18182
gnb,2016,0.18959
gnb,2017,0.19173
gnb,2018,0.18869
gnb,2019,0.18128
gnb,2020,0.169
gnq,1960,0.58185
gnq,1961,0.62022
gnq,1962,0.64497
gnq,1963,0.65119
gnq,1964,0.63402
gnq,1965,0.59654
gnq,1966,0.62105
gnq,1967,0.6272
gnq,1968,0.62025
gnq,1969,0.59415
gnq,1970,0.55461
gnq,1971,0.60431
gnq,1972,0.63988
gnq,1973,0.65447
gnq,1974,0.64481
gnq,1975,0.60175
