geo,time,sm_pop_refg_or
lao,2008,8596
lao,2009,8397
lao,2010,8412
lao,2011,8086
lao,2012,7981
lao,2013,7736
lao,2014,7476
lao,2015,7359
lao,2016,7229
lao,2017,7056
lao,2018,6943
lao,2019,6757
lao,2020,6681
lbn,1982,12590
lbn,1983,27270
lbn,1984,30060
lbn,1985,33140
lbn,1986,630
lbn,1988,439
lbn,1989,2197
lbn,1990,6993
lbn,1991,8501
lbn,1992,10257
lbn,1993,10629
lbn,1994,15649
lbn,1995,13513
lbn,1996,10888
lbn,1997,10228
lbn,1998,9782
lbn,1999,7677
lbn,2000,10208
lbn,2001,8754
lbn,2002,26313
lbn,2003,24929
lbn,2004,19854
lbn,2005,18325
lbn,2006,12249
lbn,2007,13089
lbn,2008,12966
lbn,2009,16250
lbn,2010,15864
lbn,2011,15004
lbn,2012,15100
lbn,2013,3809
lbn,2014,4262
lbn,2015,4353
lbn,2016,4719
lbn,2017,5302
lbn,2018,5621
lbn,2019,5647
lbn,2020,5495
lbr,1988,30
lbr,1989,50
lbr,1990,735687
lbr,1991,673433
lbr,1992,520914
lbr,1993,704048
lbr,1994,797834
lbr,1995,744627
lbr,1996,783992
lbr,1997,493324
lbr,1998,365390
lbr,1999,294685
lbr,2000,266926
lbr,2001,244603
lbr,2002,275414
lbr,2003,353340
lbr,2004,335466
lbr,2005,231136
lbr,2006,160543
lbr,2007,91540
lbr,2008,75221
lbr,2009,71601
lbr,2010,70134
lbr,2011,66780
lbr,2012,23428
lbr,2013,17548
lbr,2014,13561
lbr,2015,9972
lbr,2016,6558
lbr,2017,6039
lbr,2018,5508
lbr,2019,5365
lbr,2020,5237
lby,1980,205
lby,1981,226
lby,1982,259
lby,1983,275
lby,1984,291
lby,1985,327
lby,1986,304
lby,1987,250
lby,1988,659
lby,1989,653
lby,1990,579
lby,1991,841
lby,1992,687
lby,1993,595
lby,1994,669
lby,1995,622
lby,1996,271
lby,1997,266
lby,1998,432
lby,1999,563
lby,2000,603
lby,2001,877
lby,2002,1443
lby,2003,1553
lby,2004,1696
lby,2005,1556
lby,2006,1557
lby,2007,1939
lby,2008,2068
lby,2009,2189
lby,2010,2297
lby,2011,4372
lby,2012,5234
lby,2013,3298
lby,2014,4187
lby,2015,6077
lby,2016,8831
lby,2017,11205
lby,2018,13868
lby,2019,16033
lby,2020,17595
lca,1998,5
lca,1999,10
lca,2000,12
lca,2001,9
lca,2002,12
lca,2003,16
lca,2004,32
lca,2005,96
lca,2006,163
lca,2007,227
lca,2008,288
lca,2009,312
lca,2010,334
lca,2011,432
lca,2012,567
lca,2013,711
lca,2014,921
lca,2015,1011
lca,2016,993
lca,2017,995
lca,2018,1025
lca,2019,843
lca,2020,731
lka,1985,160
lka,1986,315
lka,1987,219
lka,1988,3388
lka,1989,7692
lka,1990,208271
lka,1991,209349
lka,1992,128115
lka,1993,91837
lka,1994,114454
lka,1995,107587
lka,1996,109576
lka,1997,122277
lka,1998,114971
lka,1999,116698
lka,2000,124156
lka,2001,122414
lka,2002,133240
lka,2003,122005
lka,2004,114050
lka,2005,108132
lka,2006,116948
lka,2007,134945
lka,2008,137742
lka,2009,145712
lka,2010,141065
lka,2011,136600
lka,2012,132718
lka,2013,123075
lka,2014,121991
lka,2015,121427
lka,2016,117472
lka,2017,115632
lka,2018,113955
lka,2019,110341
lka,2020,142716
lso,1971,60
lso,1974,110
lso,1975,310
lso,1977,90
lso,1978,160
lso,1979,160
lso,1980,70
lso,1981,80
lso,1989,5
lso,1990,5
lso,1991,5
lso,1993,55
lso,2002,5
lso,2003,5
lso,2004,5
lso,2006,5
lso,2007,5
lso,2008,5
lso,2009,5
lso,2010,5
lso,2011,5
lso,2012,5
lso,2013,10
lso,2014,16
lso,2015,16
lso,2016,5
lso,2017,6
lso,2018,6
lso,2019,6
lso,2020,11
ltu,1990,5
ltu,1991,5
ltu,1992,10
ltu,1993,15
ltu,1994,63
ltu,1995,107
ltu,1996,659
ltu,1997,650
ltu,1998,276
ltu,1999,251
ltu,2000,155
ltu,2001,210
ltu,2002,1365
ltu,2003,1535
ltu,2004,1470
ltu,2005,1440
ltu,2006,936
ltu,2007,461
ltu,2008,486
ltu,2009,496
ltu,2010,508
ltu,2011,523
ltu,2012,487
ltu,2013,217
ltu,2014,182
ltu,2015,143
ltu,2016,74
ltu,2017,73
ltu,2018,66
ltu,2019,61
ltu,2020,68
lux,2019,5
lux,2020,5
lva,1992,5
lva,1993,5
lva,1994,95
lva,1995,158
lva,1996,1956
lva,1997,1916
lva,1998,1014
lva,1999,903
lva,2000,484
lva,2001,610
lva,2002,3080
lva,2003,3173
lva,2004,2822
lva,2005,2428
lva,2006,1424
lva,2007,660
lva,2008,765
lva,2009,787
lva,2010,712
lva,2011,706
lva,2012,662
lva,2013,228
lva,2014,206
lva,2015,187
lva,2016,165
lva,2017,162
lva,2018,152
lva,2019,144
lva,2020,153
mac,2000,5
mac,2001,5
mac,2002,13
mac,2003,13
mac,2004,18
mac,2005,8
mac,2006,8
mac,2007,8
mac,2008,8
mac,2009,8
mac,2010,8
mac,2011,8
mac,2014,5
mac,2015,5
mac,2016,5
mar,1988,5
mar,1989,5
mar,1990,14
mar,1991,46
mar,1992,92
mar,1993,105
mar,1994,179
mar,1995,300
mar,1996,302
mar,1997,309
mar,1998,351
mar,1999,373
mar,2000,394
mar,2001,357
mar,2002,1266
mar,2003,1291
mar,2004,1313
mar,2005,2914
mar,2006,4699
mar,2007,4036
mar,2008,3520
mar,2009,2277
mar,2010,2276
mar,2011,2305
mar,2012,2394
mar,2013,1290
mar,2014,1523
mar,2015,1760
mar,2016,2240
mar,2017,3089
mar,2018,3873
mar,2019,4642
mar,2020,4489
mco,2011,5
mco,2012,5
mco,2013,5
mco,2014,5
mco,2015,5
mco,2016,5
mco,2017,5
mco,2018,5
mco,2019,5
mco,2020,5
mda,1993,5
mda,1994,455
mda,1995,524
mda,1996,5826
mda,1997,5137
mda,1998,2750
mda,1999,2405
mda,2000,2650
mda,2001,3731
mda,2002,10121
mda,2003,11141
mda,2004,11936
mda,2005,12065
mda,2006,11680
mda,2007,4913
mda,2008,5551
mda,2009,5928
mda,2010,6204
mda,2011,6261
mda,2012,6148
mda,2013,2210
mda,2014,2230
mda,2015,2289
mda,2016,2316
mda,2017,2339
mda,2018,2397
mda,2019,2427
mda,2020,2221
mdg,1995,77
mdg,1996,76
mdg,1997,74
mdg,1998,66
mdg,1999,53
mdg,2000,51
mdg,2001,36
mdg,2002,52
mdg,2003,86
mdg,2004,132
mdg,2005,201
mdg,2006,258
mdg,2007,282
mdg,2008,278
mdg,2009,271
mdg,2010,266
mdg,2011,287
mdg,2012,299
mdg,2013,298
mdg,2014,279
mdg,2015,285
mdg,2016,292
mdg,2017,292
mdg,2018,298
mdg,2019,298
mdg,2020,283
mdv,2005,10
mdv,2006,20
mdv,2007,15
mdv,2008,15
mdv,2009,15
mdv,2010,16
mdv,2011,21
mdv,2012,22
mdv,2013,30
mdv,2014,32
mdv,2015,39
mdv,2016,58
mdv,2017,64
mdv,2018,74
mdv,2019,75
mdv,2020,83
mex,1994,248
mex,1995,361
mex,1996,520
mex,1997,663
mex,1998,1011
mex,1999,1358
mex,2000,1288
mex,2001,1592
mex,2002,1668
mex,2003,1650
mex,2004,1740
mex,2005,2309
mex,2006,3301
mex,2007,5568
mex,2008,6160
mex,2009,6433
mex,2010,6809
mex,2011,7471
mex,2012,8438
mex,2013,9396
mex,2014,10672
mex,2015,11340
mex,2016,10387
mex,2017,11679
mex,2018,12870
mex,2019,14621
mex,2020,15408
mhl,2013,5
mhl,2014,5
mhl,2015,5
mhl,2016,5
mhl,2017,7
mhl,2018,7
mhl,2019,7
mhl,2020,7
mkd,1993,1895
mkd,1994,346
mkd,1995,12881
mkd,1996,13039
mkd,1997,12742
mkd,1998,1934
mkd,1999,2091
mkd,2000,2175
mkd,2001,12192
mkd,2002,8102
mkd,2003,5981
mkd,2004,5106
mkd,2005,8603
mkd,2006,7937
mkd,2007,8072
mkd,2008,7513
mkd,2009,7921
mkd,2010,7880
mkd,2011,7677
mkd,2012,7582
mkd,2013,1622
mkd,2014,1752
mkd,2015,1769
mkd,2016,1730
mkd,2017,1653
mkd,2018,1721
mkd,2019,1784
mkd,2020,1596
mli,1991,14705
mli,1992,71190
mli,1993,98575
mli,1994,172903
mli,1995,77218
mli,1996,55192
mli,1997,18014
mli,1998,3699
mli,1999,381
mli,2000,364
mli,2001,311
mli,2002,525
mli,2003,456
mli,2004,476
mli,2005,512
mli,2006,586
mli,2007,4489
mli,2008,1751
mli,2009,2927
mli,2010,3659
mli,2011,4289
mli,2012,149930
mli,2013,152812
mli,2014,139249
mli,2015,154202
mli,2016,156415
mli,2017,150305
mli,2018,158267
mli,2019,164466
mli,2020,164601
mlt,1994,7
mlt,1995,13
mlt,1996,18
mlt,1997,14
mlt,1998,15
mlt,1999,23
mlt,2000,17
mlt,2001,7
mlt,2002,7
mlt,2003,6
mlt,2006,25
mlt,2007,10
mlt,2008,10
mlt,2009,10
mlt,2010,5
mlt,2011,5
mlt,2012,5
mlt,2013,5
mlt,2018,5
mlt,2019,5
mlt,2020,5
mmr,1972,5700
mmr,1978,160000
mmr,1988,7
mmr,1990,24
mmr,1991,40052
mmr,1992,245127
mmr,1993,281571
mmr,1994,204512
mmr,1995,152301
mmr,1996,143019
mmr,1997,135771
mmr,1998,133408
mmr,1999,131661
mmr,2000,137121
mmr,2001,145849
mmr,2002,148493
mmr,2003,151370
mmr,2004,160997
mmr,2005,164851
mmr,2006,202817
mmr,2007,191308
mmr,2008,184410
mmr,2009,406667
mmr,2010,415662
mmr,2011,414615
mmr,2012,415363
mmr,2013,479594
mmr,2014,479006
mmr,2015,451804
mmr,2016,490285
mmr,2017,1156742
mmr,2018,1145149
mmr,2019,1076825
mmr,2020,1103299
mne,2006,136
mne,2007,555
mne,2008,1280
mne,2009,2578
mne,2010,3243
mne,2011,3699
mne,2012,4052
mne,2013,542
mne,2014,601
mne,2015,646
mne,2016,713
mne,2017,704
mne,2018,715
mne,2019,659
mne,2020,545
mng,1996,5
mng,1997,10
mng,1998,17
mng,1999,25
mng,2000,25
mng,2001,57
mng,2002,277
mng,2003,324
mng,2004,443
mng,2005,655
mng,2006,866
mng,2007,1103
mng,2008,1329
mng,2009,1490
mng,2010,1720
mng,2011,1982
mng,2012,2111
mng,2013,2054
mng,2014,2162
mng,2015,2198
mng,2016,2282
mng,2017,2227
mng,2018,2249
mng,2019,2364
mng,2020,2290
moz,1964,10000
moz,1965,17000
moz,1966,20800
moz,1967,27750
moz,1968,33750
moz,1969,43120
moz,1970,60070
moz,1971,60410
moz,1972,64400
moz,1973,69800
moz,1974,80960
moz,1975,34750
moz,1976,580
moz,1977,120
moz,1978,130
moz,1979,370
moz,1980,120
moz,1981,5170
moz,1982,20200
moz,1983,50200
moz,1984,51200
moz,1985,72250
moz,1986,193550
moz,1987,635000
moz,1988,921237
moz,1989,1120756
moz,1990,1247991
moz,1991,1316635
moz,1992,1445474
moz,1993,1172548
moz,1994,234495
moz,1995,125561
moz,1996,34656
moz,1997,33652
moz,1998,56
moz,1999,26
moz,2000,24
moz,2001,45
moz,2002,129
moz,2003,106
moz,2004,94
moz,2005,93
moz,2006,216
moz,2007,213
moz,2008,198
moz,2009,130
moz,2010,120
moz,2011,147
moz,2012,155
moz,2013,51
moz,2014,55
moz,2015,55
moz,2016,48
moz,2017,48
moz,2018,57
moz,2019,77
moz,2020,91
mrt,1989,48236
mrt,1990,65995
mrt,1991,79874
mrt,1992,79594
mrt,1993,67887
mrt,1994,68039
mrt,1995,84310
mrt,1996,83231
mrt,1997,70294
mrt,1998,70221
mrt,1999,29942
mrt,2000,29742
mrt,2001,29850
mrt,2002,30130
mrt,2003,30518
mrt,2004,31104
mrt,2005,31650
mrt,2006,33420
mrt,2007,33095
mrt,2008,45592
mrt,2009,39134
mrt,2010,37721
mrt,2011,39919
mrt,2012,33747
mrt,2013,34239
mrt,2014,34103
mrt,2015,34656
mrt,2016,36263
mrt,2017,36525
mrt,2018,37050
mrt,2019,37423
mrt,2020,37941
mus,1995,12
mus,1996,10
mus,1998,12
mus,1999,5
mus,2000,29
mus,2001,30
mus,2002,39
mus,2003,54
mus,2004,15
mus,2005,22
mus,2006,75
mus,2007,67
mus,2008,25
mus,2009,21
mus,2010,25
mus,2011,36
mus,2012,57
mus,2013,72
mus,2014,91
mus,2015,101
mus,2016,106
mus,2017,130
mus,2018,156
mus,2019,178
mus,2020,191
mwi,1966,150
mwi,1967,300
mwi,1968,140
mwi,1969,190
mwi,1970,250
mwi,1971,250
mwi,1972,250
mwi,1973,100
mwi,1974,80
mwi,1975,30350
mwi,1976,60
mwi,1977,1050
mwi,1978,310
mwi,1979,460
mwi,1980,420
mwi,1981,70
mwi,1982,240
mwi,1983,440
mwi,1984,440
mwi,1985,450
mwi,1986,440
mwi,1987,450
mwi,1988,5
mwi,1989,5
mwi,1990,55
mwi,1991,50
mwi,1992,50
mwi,1993,43
mwi,1994,60
mwi,1995,37
mwi,1996,40
mwi,1997,37
mwi,1998,27
mwi,1999,34
mwi,2000,34
mwi,2001,26
mwi,2002,48
mwi,2003,60
mwi,2004,95
mwi,2005,98
mwi,2006,112
mwi,2007,93
mwi,2008,103
mwi,2009,126
mwi,2010,168
mwi,2011,216
mwi,2012,273
mwi,2013,323
mwi,2014,356
mwi,2015,429
mwi,2016,427
mwi,2017,434
mwi,2018,472
mwi,2019,514
mwi,2020,524
mys,1991,5
mys,1992,5
mys,1993,5
mys,1994,83
mys,1995,82
mys,1996,105
mys,1997,88
mys,1998,87
mys,1999,83
mys,2000,79
mys,2001,77
mys,2002,117
mys,2003,235
mys,2004,287
mys,2005,388
mys,2006,575
mys,2007,611
mys,2008,607
mys,2009,530
mys,2010,550
mys,2011,531
mys,2012,523
mys,2013,478
mys,2014,458
mys,2015,435
mys,2016,453
mys,2017,540
mys,2018,817
mys,2019,906
mys,2020,1078
nam,1966,180
nam,1967,230
nam,1968,1330
nam,1969,840
nam,1970,900
nam,1971,900
nam,1972,1000
nam,1973,3410
nam,1974,3420
nam,1975,3970
nam,1976,9020
nam,1977,12930
nam,1978,35760
nam,1979,40580
nam,1980,55620
nam,1981,74520
nam,1982,75170
nam,1983,75110
nam,1984,77550
nam,1985,76916
nam,1986,76966
nam,1987,75726
nam,1988,76591
nam,1989,3704
nam,1990,532
nam,1991,204
nam,1992,17
nam,1993,133
nam,1994,65
nam,1995,12
nam,1996,13
nam,1998,1900
nam,1999,702
nam,2000,2307
nam,2001,2295
nam,2002,1298
nam,2003,1289
nam,2004,1307
nam,2005,1221
nam,2006,1196
nam,2007,1123
nam,2008,981
nam,2009,918
nam,2010,1013
nam,2011,1067
nam,2012,1097
nam,2013,1138
nam,2014,1250
nam,2015,1272
nam,2016,1363
nam,2017,1368
nam,2018,1331
nam,2019,459
nam,2020,467
ner,1992,22006
ner,1993,22306
ner,1994,22019
ner,1995,10289
ner,1996,10359
ner,1997,2783
ner,1998,418
ner,1999,508
ner,2000,483
ner,2001,478
ner,2002,829
ner,2003,716
ner,2004,676
ner,2005,642
ner,2006,803
ner,2007,817
ner,2008,789
ner,2009,812
ner,2010,794
ner,2011,805
ner,2012,824
ner,2013,674
ner,2014,728
ner,2015,1383
ner,2016,1230
ner,2017,1363
ner,2018,2715
ner,2019,3063
ner,2020,18874
nga,1968,51100
nga,1969,2850
nga,1987,5
nga,1988,15
nga,1989,15
nga,1990,15
nga,1991,22
nga,1992,75
nga,1993,95
nga,1994,587
nga,1995,1942
nga,1996,4751
nga,1997,3043
nga,1998,3998
nga,1999,4440
nga,2000,5735
nga,2001,6077
nga,2002,24559
nga,2003,24414
nga,2004,23882
nga,2005,22123
nga,2006,13242
nga,2007,13898
nga,2008,14170
nga,2009,15609
nga,2010,15645
nga,2011,17141
nga,2012,18017
nga,2013,31173
nga,2014,90936
nga,2015,167973
nga,2016,229291
nga,2017,238977
nga,2018,276834
nga,2019,295578
nga,2020,352953
nic,1978,144800
nic,1979,16600
nic,1980,960
nic,1981,2500
nic,1982,18970
nic,1983,23520
nic,1984,35020
nic,1985,52650
nic,1986,67550
nic,1987,68540
nic,1988,86563
nic,1989,97698
nic,1990,52617
nic,1991,46789
nic,1992,44275
nic,1993,33056
nic,1994,28596
nic,1995,23936
nic,1996,22818
nic,1997,22495
nic,1998,21390
nic,1999,20572
nic,2000,5070
nic,2001,4397
nic,2002,4049
nic,2003,3984
nic,2004,1822
nic,2005,1463
nic,2006,1827
nic,2007,1899
nic,2008,1533
nic,2009,1473
nic,2010,1426
nic,2011,1464
nic,2012,1526
nic,2013,1530
nic,2014,1580
nic,2015,1469
nic,2016,1409
nic,2017,1467
nic,2018,1671
nic,2019,4376
nic,2020,8711
nld,1994,75
nld,1995,86
nld,1996,97
nld,1997,77
nld,1998,57
nld,1999,29
nld,2000,14
nld,2001,5
nld,2002,32
nld,2003,38
nld,2004,45
nld,2005,155
nld,2006,41
nld,2007,44
nld,2008,46
nld,2009,44
nld,2010,52
nld,2011,61
nld,2012,69
nld,2013,59
nld,2014,63
nld,2015,64
nld,2016,32
nld,2017,39
nld,2018,41
nld,2019,55
nld,2020,61
nld_curacao,2013,35
nld_curacao,2014,35
nld_curacao,2015,35
nld_curacao,2016,35
nld_curacao,2017,35
nld_curacao,2018,35
nld_curacao,2019,35
nld_curacao,2020,35
nor,2002,5
nor,2003,5
nor,2004,5
nor,2005,12
nor,2011,5
nor,2012,5
nor,2013,15
nor,2014,15
nor,2015,10
nor,2016,10
nor,2017,15
nor,2018,5
nor,2019,5
nor,2020,5
npl,1994,5
npl,1995,27
npl,1996,44
npl,1997,49
npl,1998,95
npl,1999,178
npl,2000,227
npl,2001,300
npl,2002,899
npl,2003,1232
npl,2004,1414
npl,2005,2061
npl,2006,2651
npl,2007,3365
npl,2008,4190
npl,2009,5101
npl,2010,5883
npl,2011,6847
npl,2012,7603
npl,2013,8100
npl,2014,8547
npl,2015,9052
npl,2016,8365
npl,2017,8414
npl,2018,8589
npl,2019,8033
npl,2020,7492
nru,1999,5
nru,2000,5
nru,2003,5
nru,2006,5
nru,2007,5
nru,2008,5
nru,2020,5
nzl,2005,5
nzl,2006,7
nzl,2007,12
nzl,2008,8
nzl,2009,9
nzl,2010,11
nzl,2011,13
nzl,2012,19
nzl,2013,15
nzl,2014,14
nzl,2015,16
nzl,2016,25
nzl,2017,34
nzl,2018,34
nzl,2019,34
nzl,2020,35
omn,1994,5
omn,1995,9
omn,1996,8
omn,1997,8
omn,1998,8
omn,1999,8
omn,2000,5
omn,2001,5
omn,2002,19
omn,2003,5
omn,2004,16
omn,2005,10
omn,2006,37
omn,2007,44
omn,2008,55
omn,2009,63
omn,2010,62
omn,2011,58
omn,2012,62
omn,2013,20
omn,2014,25
omn,2015,36
omn,2016,35
omn,2017,39
omn,2018,42
omn,2019,42
omn,2020,52
pak,1988,274
pak,1989,409
pak,1990,485
pak,1991,523
pak,1992,1088
pak,1993,1420
pak,1994,4431
pak,1995,5277
pak,1996,7499
pak,1997,5983
pak,1998,6860
pak,1999,8011
pak,2000,10134
pak,2001,12326
pak,2002,23164
pak,2003,24390
pak,2004,25943
pak,2005,29906
pak,2006,25636
pak,2007,31847
pak,2008,32391
pak,2009,35129
pak,2010,39979
pak,2011,35948
pak,2012,49778
pak,2013,48678
pak,2014,335947
pak,2015,297886
pak,2016,105421
pak,2017,128916
pak,2018,132249
pak,2019,136902
pak,2020,133143
pan,1988,47
pan,1989,365
pan,1990,629
pan,1991,640
pan,1992,652
pan,1993,677
pan,1994,486
pan,1995,158
pan,1996,146
pan,1997,123
pan,1998,86
pan,1999,73
pan,2000,70
pan,2001,36
pan,2002,44
pan,2003,29
pan,2004,38
pan,2005,41
pan,2006,72
pan,2007,105
pan,2008,106
pan,2009,102
pan,2010,94
pan,2011,98
pan,2012,107
pan,2013,99
pan,2014,83
pan,2015,62
pan,2016,33
pan,2017,36
pan,2018,44
pan,2019,45
pan,2020,85
per,1988,5
per,1989,26
per,1990,255
per,1991,473
per,1992,727
per,1993,1967
per,1994,4333
per,1995,5902
per,1996,6695
per,1997,6608
per,1998,7065
per,1999,7205
per,2000,6948
per,2001,6500
per,2002,6431
per,2003,5578
per,2004,4767
per,2005,4863
per,2006,6977
per,2007,7738
per,2008,7329
per,2009,6272
per,2010,5834
per,2011,5488
per,2012,5207
per,2013,4762
per,2014,4333
per,2015,3591
per,2016,2599
per,2017,2588
per,2018,2579
per,2019,2765
per,2020,2854
phl,1977,90000
phl,1978,92000
phl,1979,90000
phl,1980,90000
phl,1981,90000
phl,1982,90000
phl,1983,100000
phl,1984,100000
phl,1985,90000
phl,1986,90000
phl,1987,90000
phl,1988,90000
phl,1989,90000
phl,1990,11
phl,1991,15
phl,1992,45
phl,1993,111
phl,1994,435
phl,1995,515
phl,1996,599
phl,1997,526
phl,1998,45601
phl,1999,45516
phl,2000,45481
phl,2001,45469
phl,2002,45606
phl,2003,409
phl,2004,428
phl,2005,464
phl,2006,888
phl,2007,1550
phl,2008,1348
phl,2009,987
phl,2010,964
phl,2011,945
phl,2012,979
phl,2013,718
phl,2014,661
phl,2015,583
phl,2016,426
phl,2017,443
phl,2018,520
phl,2019,552
phl,2020,490
png,1995,2000
png,1996,2006
png,1997,806
png,1998,216
png,1999,6
png,2000,6
png,2001,6
png,2002,12
png,2003,12
png,2004,12
png,2005,20
png,2006,27
png,2007,33
png,2008,44
png,2009,68
png,2010,87
png,2011,126
png,2012,172
png,2013,219
png,2014,285
png,2015,335
png,2016,401
png,2017,406
png,2018,424
png,2019,475
png,2020,515
pol,1970,150
pol,1971,150
pol,1972,140
pol,1973,100
pol,1974,70
pol,1975,60
pol,1976,50
pol,1978,50
pol,1980,471
pol,1981,505
pol,1982,775
pol,1983,761
pol,1984,994
pol,1985,1655
pol,1986,1102
pol,1987,1475
pol,1988,23266
pol,1989,23072
pol,1990,25632
pol,1991,21643
pol,1992,14518
pol,1993,13385
pol,1994,35934
pol,1995,19731
pol,1996,12868
pol,1997,7292
pol,1998,1880
pol,1999,1238
pol,2000,859
pol,2001,3187
pol,2002,16713
pol,2003,15211
pol,2004,10683
pol,2005,19642
pol,2006,13508
pol,2007,2911
pol,2008,2385
pol,2009,2052
pol,2010,1758
pol,2011,1811
pol,2012,1638
pol,2013,1428
pol,2014,1306
pol,2015,1298
pol,2016,1159
pol,2017,1123
pol,2018,1085
pol,2019,961
pol,2020,925
pri,1994,12
pri,1995,12
pri,1996,12
prk,1996,10
prk,1998,5
prk,1999,10
prk,2000,15
prk,2001,17
prk,2002,256
prk,2003,306
prk,2004,344
prk,2005,287
prk,2006,394
prk,2007,602
prk,2008,881
prk,2009,878
prk,2010,915
prk,2011,1046
prk,2012,1126
prk,2013,1163
prk,2014,1275
prk,2015,1094
prk,2016,1419
prk,2017,1176
prk,2018,797
prk,2019,758
prk,2020,694
prt,1994,25
prt,1995,23
prt,1996,218
prt,1997,213
prt,1998,21
prt,1999,16
prt,2000,24
prt,2001,14
prt,2002,60
prt,2003,54
prt,2004,43
prt,2005,74
prt,2006,25
prt,2007,29
prt,2008,35
prt,2009,30
prt,2010,29
prt,2011,29
prt,2012,32
prt,2013,27
prt,2014,30
prt,2015,28
prt,2016,20
prt,2017,16
prt,2018,20
prt,2019,25
prt,2020,32
pry,1990,19
pry,1991,8
pry,1992,10
pry,1993,15
pry,1994,64
pry,1995,51
pry,1996,45
pry,1997,19
pry,1998,16
pry,1999,20
pry,2000,20
pry,2001,6
pry,2002,26
pry,2003,34
pry,2004,34
pry,2005,42
pry,2006,103
pry,2007,99
pry,2008,97
pry,2009,77
pry,2010,86
pry,2011,91
pry,2012,101
pry,2013,91
pry,2014,87
pry,2015,88
pry,2016,68
pry,2017,77
pry,2018,73
pry,2019,84
pry,2020,119
pse,1976,3200
pse,1982,9800
pse,1983,9110
pse,1985,31640
pse,1986,52705
pse,1987,2005
pse,1988,5014
pse,1989,8041
pse,1990,8521
pse,1991,65177
pse,1992,95343
pse,1993,81472
pse,1994,82559
pse,1995,72762
pse,1996,80202
pse,1997,76812
pse,1998,77517
pse,1999,100602
pse,2000,110641
pse,2001,349158
pse,2002,428775
pse,2003,350562
pse,2004,349827
pse,2005,349663
pse,2006,334127
pse,2007,341231
pse,2008,340002
pse,2009,95185
pse,2010,93312
pse,2011,94142
pse,2012,94917
pse,2013,96035
pse,2014,97207
pse,2015,98013
pse,2016,97794
pse,2017,99630
pse,2018,100728
pse,2019,96253
pse,2020,100317
qat,1994,49
qat,1995,30
qat,1996,17
qat,1997,18
qat,1998,21
qat,1999,6
qat,2002,10
qat,2003,14
qat,2004,10
qat,2005,6
qat,2006,48
qat,2007,57
qat,2008,69
qat,2009,66
qat,2010,109
qat,2011,93
qat,2012,123
qat,2013,15
qat,2014,23
qat,2015,21
qat,2016,25
qat,2017,31
qat,2018,30
qat,2019,36
qat,2020,38
rou,1970,100
rou,1971,60
rou,1972,90
rou,1973,90
rou,1974,70
rou,1975,70
rou,1978,60
rou,1980,772
rou,1981,854
rou,1982,1157
rou,1983,1211
rou,1984,962
rou,1985,2201
rou,1986,1024
rou,1987,1890
rou,1988,20247
rou,1989,45978
rou,1990,51282
rou,1991,27177
rou,1992,25118
rou,1993,23566
rou,1994,22273
rou,1995,16977
rou,1996,11872
rou,1997,8955
rou,1998,10924
rou,1999,8560
rou,2000,7348
rou,2001,6052
rou,2002,8842
rou,2003,8384
rou,2004,6043
rou,2005,11495
rou,2006,7224
rou,2007,5299
rou,2008,4747
rou,2009,4350
rou,2010,3926
rou,2011,3422
rou,2012,2802
rou,2013,2331
rou,2014,1917
rou,2015,1731
rou,2016,1195
rou,2017,1210
rou,2018,1155
rou,2019,1352
rou,2020,1358
rus,1964,120
rus,1966,17970
rus,1970,170
rus,1971,160
rus,1972,150
rus,1973,110
rus,1974,80
rus,1975,70
rus,1976,60
rus,1977,50
rus,1978,50
rus,1980,10821
rus,1981,11562
rus,1982,11569
rus,1983,11574
rus,1984,11577
rus,1985,11582
rus,1986,10226
rus,1987,8683
rus,1988,33636
rus,1989,68496
rus,1990,117736
rus,1991,155576
rus,1992,213802
rus,1993,243312
rus,1994,251394
rus,1995,207027
rus,1996,173722
rus,1997,198055
rus,1998,172724
rus,1999,28319
rus,2000,40309
rus,2001,45154
rus,2002,91625
rus,2003,96414
rus,2004,108096
rus,2005,103037
rus,2006,159383
rus,2007,93218
rus,2008,103061
rus,2009,109452
rus,2010,111944
rus,2011,109783
rus,2012,110587
rus,2013,74310
rus,2014,70552
rus,2015,67008
rus,2016,62759
rus,2017,61584
rus,2018,61457
rus,2019,62353
rus,2020,52717
rwa,1961,147000
rwa,1962,147000
rwa,1963,154000
rwa,1964,166300
rwa,1965,155900
rwa,1966,159600
rwa,1967,160230
rwa,1968,160100
rwa,1969,144930
rwa,1970,142050
rwa,1971,141630
rwa,1972,153650
rwa,1973,163595
rwa,1974,178260
rwa,1975,175720
rwa,1976,176410
rwa,1977,169780
rwa,1978,175110
rwa,1979,176540
rwa,1980,286650
rwa,1981,277010
rwa,1982,327950
rwa,1983,321760
rwa,1984,357110
rwa,1985,376520
rwa,1986,371910
rwa,1987,353440
rwa,1988,327540
rwa,1989,319500
rwa,1990,361317
rwa,1991,431239
rwa,1992,434731
rwa,1993,450459
rwa,1994,2257570
rwa,1995,1819367
rwa,1996,469132
rwa,1997,67996
rwa,1998,77738
rwa,1999,88934
rwa,2000,119051
rwa,2001,84508
rwa,2002,75251
rwa,2003,75258
rwa,2004,63792
rwa,2005,100252
rwa,2006,92956
rwa,2007,80955
rwa,2008,72529
rwa,2009,129108
rwa,2010,115519
rwa,2011,106832
rwa,2012,97357
rwa,2013,83943
rwa,2014,79396
