geo,time,se_sec_ages
aut,1976,10
aut,1977,10
aut,1978,10
aut,1979,10
aut,1980,10
aut,1981,10
aut,1982,10
aut,1983,10
aut,1984,10
aut,1985,10
aut,1986,10
aut,1987,10
aut,1988,10
aut,1989,10
aut,1990,10
aut,1991,10
aut,1992,10
aut,1993,10
aut,1994,10
aut,1995,10
aut,1996,10
aut,1997,10
aut,1998,10
aut,1999,10
aut,2000,10
aut,2001,10
aut,2002,10
aut,2003,10
aut,2004,10
aut,2005,10
aut,2006,10
aut,2007,10
aut,2008,10
aut,2009,10
aut,2010,10
aut,2011,10
aut,2012,10
aut,2013,10
aut,2014,10
aut,2015,10
aut,2016,10
aut,2017,10
aut,2018,10
aut,2019,10
aut,2020,10
aut,2021,10
aze,1970,10
aze,1971,10
aze,1972,10
aze,1973,10
aze,1974,10
aze,1975,10
aze,1976,10
aze,1977,10
aze,1978,10
aze,1979,10
aze,1980,10
aze,1981,10
aze,1982,10
aze,1983,10
aze,1984,10
aze,1985,10
aze,1986,10
aze,1987,10
aze,1988,10
aze,1989,10
aze,1990,10
aze,1991,10
aze,1992,10
aze,1993,10
aze,1994,10
aze,1995,10
aze,1996,10
aze,1997,10
aze,1998,10
aze,1999,10
aze,2000,10
aze,2001,10
aze,2002,10
aze,2003,10
aze,2004,10
aze,2005,10
aze,2006,10
aze,2007,10
aze,2008,10
aze,2009,10
aze,2010,10
aze,2011,10
aze,2012,10
aze,2013,10
aze,2014,10
aze,2015,10
aze,2016,10
aze,2017,10
aze,2018,10
aze,2019,10
aze,2020,10
aze,2021,10
bdi,1970,14
bdi,1971,14
bdi,1972,14
bdi,1973,13
bdi,1974,13
bdi,1975,13
bdi,1976,13
bdi,1977,13
bdi,1978,13
bdi,1979,13
bdi,1980,13
bdi,1981,13
bdi,1982,13
bdi,1983,13
bdi,1984,13
bdi,1985,13
bdi,1986,13
bdi,1987,13
bdi,1988,13
bdi,1989,13
bdi,1990,13
bdi,1991,13
bdi,1992,13
bdi,1993,13
bdi,1994,13
bdi,1995,13
bdi,1996,13
bdi,1997,13
bdi,1998,13
bdi,1999,13
bdi,2000,13
bdi,2001,13
bdi,2002,13
bdi,2003,13
bdi,2004,13
bdi,2005,13
bdi,2006,13
bdi,2007,13
bdi,2008,13
bdi,2009,13
bdi,2010,13
bdi,2011,13
bdi,2012,13
bdi,2013,13
bdi,2014,13
bdi,2015,13
bdi,2016,13
bdi,2017,13
bdi,2018,13
bdi,2019,13
bdi,2020,13
bdi,2021,13
bel,1970,12
bel,1971,12
bel,1972,12
bel,1973,12
bel,1974,12
bel,1975,12
bel,1976,12
bel,1977,12
bel,1978,12
bel,1979,12
bel,1980,12
bel,1981,12
bel,1982,12
bel,1983,12
bel,1984,12
bel,1985,12
bel,1986,12
bel,1987,12
bel,1988,12
bel,1989,12
bel,1990,12
bel,1991,12
bel,1992,12
bel,1993,12
bel,1994,12
bel,1995,12
bel,1996,12
bel,1997,12
bel,1998,12
bel,1999,12
bel,2000,12
bel,2001,12
bel,2002,12
bel,2003,12
bel,2004,12
bel,2005,12
bel,2006,12
bel,2007,12
bel,2008,12
bel,2009,12
bel,2010,12
bel,2011,12
bel,2012,12
bel,2013,12
bel,2014,12
bel,2015,12
bel,2016,12
bel,2017,12
bel,2018,12
bel,2019,12
bel,2020,12
bel,2021,12
ben,1970,12
ben,1971,12
ben,1972,12
ben,1973,12
ben,1974,11
ben,1975,11
ben,1976,11
ben,1977,11
ben,1978,11
ben,1979,11
ben,1980,11
ben,1981,11
ben,1982,12
ben,1983,12
ben,1984,12
ben,1985,12
ben,1986,12
ben,1987,12
ben,1988,12
ben,1989,12
ben,1990,12
ben,1991,12
ben,1992,12
ben,1993,12
ben,1994,12
ben,1995,12
ben,1996,12
ben,1997,12
ben,1998,12
ben,1999,12
ben,2000,12
ben,2001,12
ben,2002,12
ben,2003,12
ben,2004,12
ben,2005,12
ben,2006,12
ben,2007,12
ben,2008,12
ben,2009,12
ben,2010,12
ben,2011,12
ben,2012,12
ben,2013,12
ben,2014,12
ben,2015,12
ben,2016,12
ben,2017,12
ben,2018,12
ben,2019,12
ben,2020,12
ben,2021,12
bfa,1970,13
bfa,1971,13
bfa,1972,13
bfa,1973,13
bfa,1974,13
bfa,1975,13
bfa,1976,13
bfa,1977,13
bfa,1978,13
bfa,1979,13
bfa,1980,13
bfa,1981,13
bfa,1982,13
bfa,1983,13
bfa,1984,13
bfa,1985,13
bfa,1986,13
bfa,1987,13
bfa,1988,13
bfa,1989,13
bfa,1990,13
bfa,1991,13
bfa,1992,13
bfa,1993,13
bfa,1994,13
bfa,1995,13
bfa,1996,13
bfa,1997,13
bfa,1998,13
bfa,1999,13
bfa,2000,13
bfa,2001,13
bfa,2002,13
bfa,2003,13
bfa,2004,13
bfa,2005,13
bfa,2006,13
bfa,2007,13
bfa,2008,13
bfa,2009,13
bfa,2010,12
bfa,2011,12
bfa,2012,12
bfa,2013,12
bfa,2014,12
bfa,2015,12
bfa,2016,12
bfa,2017,12
bfa,2018,12
bfa,2019,12
bfa,2020,12
bfa,2021,12
bgd,1970,10
bgd,1971,10
bgd,1972,10
bgd,1973,10
bgd,1974,10
bgd,1975,10
bgd,1976,10
bgd,1977,10
bgd,1978,10
bgd,1979,10
bgd,1980,10
bgd,1981,10
bgd,1982,11
bgd,1983,11
bgd,1984,11
bgd,1985,11
bgd,1986,11
bgd,1987,11
bgd,1988,11
bgd,1989,11
bgd,1990,11
bgd,1991,11
bgd,1992,11
bgd,1993,11
bgd,1994,11
bgd,1995,11
bgd,1996,11
bgd,1997,11
bgd,1998,11
bgd,1999,11
bgd,2000,11
bgd,2001,11
bgd,2002,11
bgd,2003,11
bgd,2004,11
bgd,2005,11
bgd,2006,11
bgd,2007,11
bgd,2008,11
bgd,2009,11
bgd,2010,11
bgd,2011,11
bgd,2012,11
bgd,2013,11
bgd,2014,11
bgd,2015,11
bgd,2016,11
bgd,2017,11
bgd,2018,11
bgd,2019,11
bgd,2020,11
bgd,2021,11
bgr,1970,11
bgr,1971,11
bgr,1972,11
bgr,1973,11
bgr,1974,11
bgr,1975,11
bgr,1976,11
bgr,1977,11
bgr,1978,11
bgr,1979,11
bgr,1980,11
bgr,1981,11
bgr,1982,11
bgr,1983,11
bgr,1984,11
bgr,1985,11
bgr,1986,11
bgr,1987,11
bgr,1988,11
bgr,1989,11
bgr,1990,11
bgr,1991,11
bgr,1992,11
bgr,1993,11
bgr,1994,11
bgr,1995,11
bgr,1996,11
bgr,1997,11
bgr,1998,11
bgr,1999,11
bgr,2000,11
bgr,2001,11
bgr,2002,11
bgr,2003,11
bgr,2004,11
bgr,2005,11
bgr,2006,11
bgr,2007,11
bgr,2008,11
bgr,2009,11
bgr,2010,11
bgr,2011,11
bgr,2012,11
bgr,2013,11
bgr,2014,11
bgr,2015,11
bgr,2016,11
bgr,2017,11
bgr,2018,11
bgr,2019,11
bgr,2020,11
bgr,2021,11
bhr,1970,12
bhr,1971,12
bhr,1972,12
bhr,1973,12
bhr,1974,12
bhr,1975,12
bhr,1976,12
bhr,1977,12
bhr,1978,12
bhr,1979,12
bhr,1980,12
bhr,1981,12
bhr,1982,12
bhr,1983,12
bhr,1984,12
bhr,1985,12
bhr,1986,12
bhr,1987,12
bhr,1988,12
bhr,1989,12
bhr,1990,12
bhr,1991,12
bhr,1992,12
bhr,1993,12
bhr,1994,12
bhr,1995,12
bhr,1996,12
bhr,1997,12
bhr,1998,12
bhr,1999,12
bhr,2000,12
bhr,2001,12
bhr,2002,12
bhr,2003,12
bhr,2004,12
bhr,2005,12
bhr,2006,12
bhr,2007,12
bhr,2008,12
bhr,2009,12
bhr,2010,12
bhr,2011,12
bhr,2012,12
bhr,2013,12
bhr,2014,12
bhr,2015,12
bhr,2016,12
bhr,2017,12
bhr,2018,12
bhr,2019,12
bhr,2020,12
bhr,2021,12
bhs,1970,11
bhs,1971,11
bhs,1972,11
bhs,1973,11
bhs,1974,11
bhs,1975,11
bhs,1976,11
bhs,1977,11
bhs,1978,11
bhs,1979,11
bhs,1980,11
bhs,1981,11
bhs,1982,11
bhs,1983,11
bhs,1984,11
bhs,1985,11
bhs,1986,11
bhs,1987,11
bhs,1988,11
bhs,1989,11
bhs,1990,11
bhs,1991,11
bhs,1992,11
bhs,1993,11
bhs,1994,11
bhs,1995,11
bhs,1996,11
bhs,1997,11
bhs,1998,11
bhs,1999,11
bhs,2000,11
bhs,2001,11
bhs,2002,11
bhs,2003,11
bhs,2004,11
bhs,2005,11
bhs,2006,11
bhs,2007,11
bhs,2008,11
bhs,2009,11
bhs,2010,11
bhs,2011,11
bhs,2012,11
bhs,2013,11
bhs,2014,11
bhs,2015,11
bhs,2016,11
bhs,2017,11
bhs,2018,11
bhs,2019,11
bhs,2020,11
bhs,2021,11
bih,1970,10
bih,1971,10
bih,1972,10
bih,1973,10
bih,1974,10
bih,1975,10
bih,1976,10
bih,1977,10
bih,1978,10
bih,1979,10
bih,1980,10
bih,1981,10
bih,1982,10
bih,1983,10
bih,1984,10
bih,1985,10
bih,1986,10
bih,1987,10
bih,1988,10
bih,1989,10
bih,1990,10
bih,1991,10
bih,1992,10
bih,1993,10
bih,1994,10
bih,1995,10
bih,1996,10
bih,1997,10
bih,1998,10
bih,1999,10
bih,2000,10
bih,2001,10
bih,2002,10
bih,2003,10
bih,2004,10
bih,2005,10
bih,2006,10
bih,2007,10
bih,2008,10
bih,2009,10
bih,2010,11
bih,2011,11
bih,2012,11
bih,2013,11
bih,2014,11
bih,2015,11
bih,2016,11
bih,2017,11
bih,2018,11
bih,2019,11
bih,2020,11
bih,2021,11
blr,1970,12
blr,1971,12
blr,1972,12
blr,1973,12
blr,1974,12
blr,1975,12
blr,1976,12
blr,1977,12
blr,1978,12
blr,1979,12
blr,1980,12
blr,1981,12
blr,1982,12
blr,1983,12
blr,1984,12
blr,1985,12
blr,1986,12
blr,1987,12
blr,1988,12
blr,1989,12
blr,1990,12
blr,1991,10
blr,1992,10
blr,1993,10
blr,1994,10
blr,1995,10
blr,1996,10
blr,1997,10
blr,1998,10
blr,1999,10
blr,2000,10
blr,2001,10
blr,2002,10
blr,2003,10
blr,2004,10
blr,2005,10
blr,2006,10
blr,2007,10
blr,2008,10
blr,2009,10
blr,2010,10
blr,2011,10
blr,2012,10
blr,2013,10
blr,2014,10
blr,2015,10
blr,2016,10
blr,2017,10
blr,2018,10
blr,2019,10
blr,2020,10
blr,2021,10
blz,1970,12
blz,1971,12
blz,1972,12
blz,1973,12
blz,1974,12
blz,1975,12
blz,1976,12
blz,1977,12
blz,1978,12
blz,1979,12
blz,1980,12
blz,1981,12
blz,1982,12
blz,1983,12
blz,1984,12
blz,1985,12
blz,1986,11
blz,1987,11
blz,1988,11
blz,1989,11
blz,1990,11
blz,1991,11
blz,1992,11
blz,1993,11
blz,1994,11
blz,1995,11
blz,1996,11
blz,1997,11
blz,1998,11
blz,1999,11
blz,2000,11
blz,2001,11
blz,2002,11
blz,2003,11
blz,2004,11
blz,2005,11
blz,2006,11
blz,2007,11
blz,2008,11
blz,2009,11
blz,2010,11
blz,2011,11
blz,2012,11
blz,2013,11
blz,2014,11
blz,2015,11
blz,2016,11
blz,2017,11
blz,2018,11
blz,2019,11
blz,2020,11
blz,2021,11
bmu,1970,12
bmu,1971,12
bmu,1972,12
bmu,1973,12
bmu,1974,12
bmu,1975,12
bmu,1976,12
bmu,1977,12
bmu,1978,12
bmu,1979,12
bmu,1980,12
bmu,1981,12
bmu,1982,12
bmu,1983,12
bmu,1984,12
bmu,1985,12
bmu,1986,12
bmu,1987,12
bmu,1988,12
bmu,1989,12
bmu,1990,12
bmu,1991,12
bmu,1992,12
bmu,1993,12
bmu,1994,12
bmu,1995,12
bmu,1996,12
bmu,1997,12
bmu,1998,11
bmu,1999,11
bmu,2000,11
bmu,2001,11
bmu,2002,11
bmu,2003,11
bmu,2004,11
bmu,2005,11
bmu,2006,11
bmu,2007,11
bmu,2008,11
bmu,2009,11
bmu,2010,11
bmu,2011,11
bmu,2012,11
bmu,2013,11
bmu,2014,11
bmu,2015,11
bmu,2016,11
bmu,2017,11
bmu,2018,11
bmu,2019,11
bmu,2020,11
bmu,2021,11
bol,1970,12
bol,1971,12
bol,1972,12
bol,1973,12
bol,1974,12
bol,1975,12
bol,1976,12
bol,1977,12
bol,1978,12
bol,1979,12
bol,1980,12
bol,1981,12
bol,1982,12
bol,1983,12
bol,1984,12
bol,1985,12
bol,1986,12
bol,1987,12
bol,1988,12
bol,1989,12
bol,1990,12
bol,1991,12
bol,1992,12
bol,1993,12
bol,1994,12
bol,1995,12
bol,1996,12
bol,1997,12
bol,1998,12
bol,1999,12
bol,2000,12
bol,2001,12
bol,2002,12
bol,2003,12
bol,2004,12
bol,2005,12
bol,2006,12
bol,2007,12
bol,2008,12
bol,2009,12
bol,2010,12
bol,2011,12
bol,2012,12
bol,2013,12
bol,2014,12
bol,2015,12
bol,2016,12
bol,2017,12
bol,2018,12
bol,2019,12
bol,2020,12
bol,2021,12
bra,1970,11
bra,1971,11
bra,1972,11
bra,1973,11
bra,1974,11
bra,1975,11
bra,1976,11
bra,1977,11
bra,1978,11
bra,1979,11
bra,1980,11
bra,1981,11
bra,1982,11
bra,1983,11
bra,1984,11
bra,1985,11
bra,1986,11
bra,1987,11
bra,1988,11
bra,1989,11
bra,1990,11
bra,1991,11
bra,1992,11
bra,1993,11
bra,1994,11
bra,1995,11
bra,1996,11
bra,1997,11
bra,1998,11
bra,1999,11
bra,2000,11
bra,2001,11
bra,2002,11
bra,2003,11
bra,2004,11
bra,2005,11
bra,2006,11
bra,2007,11
bra,2008,11
bra,2009,11
bra,2010,11
bra,2011,11
bra,2012,11
bra,2013,11
bra,2014,11
bra,2015,11
bra,2016,11
bra,2017,11
bra,2018,11
bra,2019,11
bra,2020,11
bra,2021,11
brb,1970,11
brb,1971,11
brb,1972,11
brb,1973,11
brb,1974,11
brb,1975,11
brb,1976,11
brb,1977,11
brb,1978,11
brb,1979,11
brb,1980,11
brb,1981,11
brb,1982,11
brb,1983,11
brb,1984,11
brb,1985,11
brb,1986,11
brb,1987,11
brb,1988,11
brb,1989,11
brb,1990,11
brb,1991,11
brb,1992,11
brb,1993,11
brb,1994,11
brb,1995,11
brb,1996,11
brb,1997,11
brb,1998,11
brb,1999,11
brb,2000,11
brb,2001,11
brb,2002,11
brb,2003,11
brb,2004,11
brb,2005,11
brb,2006,11
brb,2007,11
brb,2008,11
brb,2009,11
brb,2010,11
brb,2011,11
brb,2012,11
brb,2013,11
brb,2014,11
brb,2015,11
brb,2016,11
brb,2017,11
brb,2018,11
brb,2019,11
brb,2020,11
brb,2021,11
brn,1970,12
brn,1971,12
brn,1972,12
brn,1973,12
brn,1974,12
brn,1975,12
brn,1976,12
brn,1977,12
brn,1978,12
brn,1979,12
brn,1980,12
brn,1981,12
brn,1982,12
brn,1983,12
brn,1984,12
brn,1985,12
brn,1986,12
brn,1987,12
brn,1988,12
brn,1989,12
brn,1990,12
brn,1991,12
brn,1992,12
brn,1993,12
brn,1994,12
brn,1995,12
brn,1996,12
brn,1997,12
brn,1998,12
brn,1999,12
brn,2000,12
brn,2001,12
brn,2002,12
brn,2003,12
brn,2004,12
brn,2005,12
brn,2006,12
brn,2007,12
brn,2008,12
brn,2009,12
brn,2010,12
brn,2011,12
brn,2012,12
brn,2013,12
brn,2014,12
brn,2015,12
brn,2016,12
brn,2017,12
brn,2018,12
brn,2019,12
brn,2020,12
brn,2021,12
btn,1970,12
btn,1971,12
btn,1972,12
btn,1973,12
btn,1974,12
btn,1975,12
btn,1976,12
btn,1977,12
btn,1978,12
btn,1979,12
btn,1980,12
btn,1981,12
btn,1982,12
btn,1983,12
btn,1984,12
btn,1985,12
btn,1986,13
btn,1987,13
btn,1988,13
btn,1989,13
btn,1990,13
btn,1991,13
btn,1992,13
btn,1993,13
btn,1994,13
btn,1995,13
btn,1996,13
btn,1997,13
btn,1998,13
btn,1999,13
btn,2000,13
btn,2001,13
btn,2002,13
btn,2003,13
btn,2004,13
btn,2005,13
btn,2006,13
btn,2007,13
btn,2008,13
btn,2009,13
btn,2010,13
btn,2011,13
btn,2012,13
btn,2013,13
btn,2014,13
btn,2015,13
btn,2016,13
btn,2017,13
btn,2018,13
btn,2019,13
btn,2020,13
btn,2021,13
bwa,1970,14
bwa,1971,14
bwa,1972,14
bwa,1973,13
bwa,1974,13
bwa,1975,13
bwa,1976,13
bwa,1977,13
bwa,1978,13
bwa,1979,13
bwa,1980,13
bwa,1981,14
bwa,1982,14
bwa,1983,14
bwa,1984,14
bwa,1985,14
bwa,1986,14
bwa,1987,14
bwa,1988,14
bwa,1989,14
bwa,1990,14
bwa,1991,14
bwa,1992,14
bwa,1993,14
bwa,1994,14
bwa,1995,13
bwa,1996,13
bwa,1997,13
bwa,1998,13
bwa,1999,13
bwa,2000,13
bwa,2001,13
bwa,2002,13
bwa,2003,13
bwa,2004,13
bwa,2005,13
bwa,2006,13
bwa,2007,13
bwa,2008,13
bwa,2009,13
bwa,2010,13
bwa,2011,13
bwa,2012,13
bwa,2013,13
bwa,2014,13
bwa,2015,13
bwa,2016,13
bwa,2017,13
bwa,2018,13
bwa,2019,13
bwa,2020,13
bwa,2021,13
caf,1970,12
caf,1971,12
caf,1972,12
caf,1973,12
caf,1974,12
caf,1975,12
caf,1976,12
caf,1977,12
caf,1978,12
caf,1979,12
caf,1980,12
caf,1981,12
caf,1982,12
caf,1983,12
caf,1984,12
caf,1985,12
caf,1986,12
caf,1987,12
caf,1988,12
caf,1989,12
caf,1990,12
caf,1991,12
caf,1992,12
caf,1993,12
caf,1994,12
caf,1995,12
caf,1996,12
caf,1997,12
caf,1998,12
caf,1999,12
caf,2000,12
caf,2001,12
caf,2002,12
caf,2003,12
caf,2004,12
caf,2005,12
caf,2006,12
caf,2007,12
caf,2008,12
caf,2009,12
caf,2010,12
caf,2011,12
caf,2012,12
caf,2013,12
caf,2014,12
caf,2015,12
caf,2016,12
caf,2017,12
caf,2018,12
caf,2019,12
caf,2020,12
caf,2021,12
can,1970,12
can,1971,12
can,1972,12
can,1973,12
can,1974,12
can,1975,12
can,1976,12
can,1977,12
can,1978,12
can,1979,12
can,1980,12
can,1981,12
can,1982,12
can,1983,12
can,1984,12
can,1985,12
can,1986,12
can,1987,12
can,1988,12
can,1989,12
can,1990,12
can,1991,12
can,1992,12
can,1993,12
can,1994,12
can,1995,12
can,1996,12
can,1997,12
can,1998,12
can,1999,12
can,2000,12
can,2001,12
can,2002,12
can,2003,12
can,2004,12
can,2005,12
can,2006,12
can,2007,12
can,2008,12
can,2009,12
can,2010,12
can,2011,12
can,2012,12
can,2013,12
can,2014,12
can,2015,12
can,2016,12
can,2017,12
can,2018,12
can,2019,12
can,2020,12
can,2021,12
che,1970,13
che,1971,13
che,1972,13
che,1973,13
che,1974,13
che,1975,13
che,1976,13
che,1977,13
che,1978,13
che,1979,13
che,1980,13
che,1981,13
che,1982,13
che,1983,13
che,1984,13
che,1985,13
che,1986,13
che,1987,13
che,1988,13
che,1989,13
che,1990,13
che,1991,13
che,1992,13
che,1993,13
che,1994,13
che,1995,13
che,1996,13
che,1997,13
che,1998,13
che,1999,13
che,2000,13
che,2001,13
che,2002,13
che,2003,13
che,2004,13
che,2005,13
che,2006,13
che,2007,13
che,2008,13
che,2009,13
