geo,time,gc_xpn_trft_zs
afg,2006,5.68732
afg,2007,5.07532
afg,2008,7.39776
afg,2009,4.46601
afg,2010,1.82499
afg,2011,2.06166
afg,2012,2.69257
afg,2013,2.88473
afg,2014,3.88187
afg,2015,4.54796
afg,2016,8.4013
afg,2017,10.49783
ago,1999,20.12103
ago,2000,18.58323
ago,2001,12.16157
ago,2002,11.71789
ago,2003,19.01858
ago,2004,12.3239
ago,2005,21.88984
ago,2006,22.23227
ago,2007,27.5522
ago,2008,19.15535
ago,2009,19.52734
ago,2010,30.49063
ago,2011,32.0344
ago,2012,23.38288
ago,2013,24.81405
ago,2014,26.6703
ago,2015,19.46871
ago,2016,16.03909
ago,2017,11.30288
ago,2018,11.34832
ago,2019,10.58105
alb,1995,58.70235
alb,1996,63.94982
alb,1997,51.25017
alb,1998,49.33731
alb,2002,35.55998
alb,2003,36.90702
alb,2004,41.7122
alb,2011,45.40699
alb,2012,45.62894
alb,2013,46.52896
alb,2014,48.20751
alb,2015,46.98558
alb,2016,51.9792
alb,2017,53.38334
alb,2018,53.40208
alb,2019,53.26957
are,2011,21.35509
are,2012,22.52923
are,2013,25.55986
are,2014,23.84963
are,2015,21.10202
are,2016,21.20419
are,2017,21.91196
are,2018,21.37165
are,2019,19.73561
arg,1990,59.75971
arg,1991,55.63131
arg,1992,63.30714
arg,1993,67.95747
arg,1994,68.42907
arg,1995,66.67541
arg,1996,66.48584
arg,1997,64.59012
arg,1998,64.21343
arg,1999,62.02072
arg,2000,60.67053
arg,2001,58.87415
arg,2002,43.43285
arg,2003,44.5545
arg,2004,50.09723
arg,2014,66.10698
arg,2015,65.4836
arg,2016,63.76804
arg,2017,64.40332
arg,2018,66.2076
arg,2019,64.1348
arm,2004,32.15298
arm,2005,36.47873
arm,2006,37.20387
arm,2007,34.8949
arm,2008,43.20363
arm,2009,37.36576
arm,2010,38.97623
arm,2011,35.99584
arm,2012,37.15097
arm,2013,36.89319
arm,2014,40.94839
arm,2015,37.27632
arm,2016,46.09493
arm,2017,38.47262
arm,2018,40.21123
arm,2019,38.18738
aus,1974,2.8214
aus,1975,2.09776
aus,1976,1.87215
aus,1977,1.76025
aus,1978,2.19106
aus,1979,2.9347
aus,1980,2.95689
aus,1981,3.34011
aus,1982,3.20045
aus,1983,3.1419
aus,1984,2.98755
aus,1985,3.07096
aus,1986,2.82143
aus,1987,2.39484
aus,1988,2.50961
aus,1989,2.17995
aus,1990,62.85154
aus,1991,65.1506
aus,1992,66.16039
aus,1993,67.29145
aus,1994,66.54453
aus,1995,64.13108
aus,1996,66.14999
aus,1997,67.20421
aus,1998,70.76424
aus,1999,65.62568
aus,2000,66.024
aus,2001,67.99525
aus,2002,68.67442
aus,2003,69.25972
aus,2004,70.35741
aus,2005,70.43367
aus,2006,69.64498
aus,2007,68.90442
aus,2008,69.28683
aus,2009,71.28446
aus,2010,69.24802
aus,2011,68.70765
aus,2012,67.31704
aus,2013,67.13837
aus,2014,67.77855
aus,2015,67.62351
aus,2016,67.54051
aus,2017,67.56912
aus,2018,67.24476
aus,2019,66.9374
aut,1972,2.70904
aut,1973,2.85141
aut,1974,4.53852
aut,1975,5.73627
aut,1976,5.52364
aut,1977,6.03841
aut,1978,5.66502
aut,1979,5.62303
aut,1980,6.04159
aut,1981,6.05053
aut,1982,5.72489
aut,1983,5.73876
aut,1984,5.5281
aut,1985,5.74713
aut,1986,6.44156
aut,1987,6.27398
aut,1988,5.46777
aut,1989,5.36338
aut,1990,61.87578
aut,1991,62.30311
aut,1992,62.39004
aut,1993,62.89223
aut,1994,62.90455
aut,1995,69.68406
aut,1996,70.18975
aut,1997,71.60709
aut,1998,71.20292
aut,1999,72.03984
aut,2000,71.94985
aut,2001,71.61016
aut,2002,72.94827
aut,2003,73.26074
aut,2004,67.51311
aut,2005,70.02197
aut,2006,70.16128
aut,2007,70.51816
aut,2008,70.78107
aut,2009,68.9531
aut,2010,70.71776
aut,2011,70.96708
aut,2012,71.12682
aut,2013,71.77871
aut,2014,70.37156
aut,2015,73.33301
aut,2016,73.42233
aut,2017,73.46843
aut,2018,73.97185
aut,2019,74.44961
aze,1994,29.9034
aze,1995,40.6671
aze,1996,54.19455
aze,1997,52.54958
aze,1998,55.30018
aze,1999,58.88016
aze,2008,34.24244
aze,2009,36.07054
aze,2010,35.42619
aze,2011,37.34141
aze,2012,34.84451
aze,2013,37.76458
aze,2014,39.46882
aze,2015,41.96408
aze,2016,36.47433
aze,2017,29.67683
aze,2018,35.61299
aze,2019,37.30324
bdi,1991,24.15814
bdi,1992,34.17156
bdi,1993,35.0344
bdi,1994,33.67766
bdi,1996,14.30938
bel,1995,69.91404
bel,1996,70.92669
bel,1997,71.66746
bel,1998,72.24958
bel,1999,73.12385
bel,2000,73.26004
bel,2001,74.14776
bel,2002,74.947
bel,2003,75.65314
bel,2004,77.90786
bel,2005,73.70338
bel,2006,78.23966
bel,2007,78.96021
bel,2008,79.70175
bel,2009,80.50933
bel,2010,80.66177
bel,2011,80.40502
bel,2012,79.42884
bel,2013,81.27782
bel,2014,81.0848
bel,2015,81.6651
bel,2016,82.68939
bel,2017,83.41947
bel,2018,84.16335
bel,2019,84.61468
bfa,2002,7.73121
bfa,2003,10.34198
bfa,2004,9.15373
bfa,2005,10.00592
bfa,2006,10.99979
bfa,2007,9.68901
bfa,2008,9.5743
bfa,2009,11.12332
bfa,2010,11.8382
bfa,2011,10.88668
bfa,2012,8.96922
bfa,2013,8.34394
bfa,2014,12.75661
bfa,2015,10.80856
bfa,2016,13.49781
bfa,2017,19.61876
bfa,2018,18.09211
bfa,2019,20.04569
bgd,2001,26.49868
bgd,2002,25.29285
bgd,2003,28.53287
bgd,2004,29.45342
bgd,2005,30.61184
bgd,2006,29.04597
bgd,2007,29.31957
bgd,2008,31.47215
bgd,2009,34.87189
bgd,2010,35.97775
bgd,2011,34.40081
bgd,2012,35.58876
bgd,2013,36.67058
bgd,2014,32.62347
bgd,2015,31.76953
bgd,2016,34.10061
bgr,1990,53.46425
bgr,1991,50.93489
bgr,1992,76.46763
bgr,1993,52.7625
bgr,1994,42.41079
bgr,2005,38.12708
bgr,2006,38.8136
bgr,2007,33.25784
bgr,2008,37.90391
bgr,2009,40.84152
bgr,2010,45.60998
bgr,2011,45.18966
bgr,2012,43.84913
bgr,2013,45.12254
bgr,2014,40.99553
bgr,2015,44.71662
bgr,2016,46.43169
bgr,2017,44.62981
bgr,2018,46.02632
bgr,2019,44.85754
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,5.91178
bhr,1992,7.41827
bhr,1993,13.16344
bhr,1994,15.16875
bhr,1995,12.57956
bhr,1996,9.52381
bhr,1997,10.46532
bhr,1998,10.18855
bhr,1999,10.54493
bhr,2000,11.0058
bhr,2001,20.60788
bhr,2002,7.77714
bhr,2003,18.25292
bhr,2004,9.14194
bhs,1990,6.12284
bhs,1991,5.88993
bhs,1992,7.47065
bhs,1993,9.44341
bhs,1994,9.77619
bhs,1995,12.0047
bhs,1996,13.64395
bhs,1997,13.29247
bhs,1998,11.45015
bhs,1999,18.41577
bhs,2000,25.40369
bhs,2001,23.77163
bhs,2002,23.53961
bhs,2003,23.31331
bhs,2004,24.73893
bhs,2005,26.72378
bhs,2006,20.3979
bhs,2007,23.71062
bhs,2008,23.61686
bhs,2009,20.3599
bhs,2010,7.83025
bhs,2011,9.47027
bhs,2012,7.25948
bhs,2013,7.68031
bhs,2014,9.43277
bhs,2015,19.50559
bhs,2016,24.74088
bhs,2017,23.44056
bhs,2018,22.48573
bhs,2019,23.93241
bih,2005,42.06154
bih,2006,40.57709
bih,2007,43.14351
bih,2008,45.23626
bih,2009,44.22915
bih,2010,42.03582
bih,2011,46.87321
bih,2012,46.52695
bih,2013,47.24555
bih,2014,50.12913
bih,2015,47.14698
bih,2016,47.22236
bih,2017,47.73321
bih,2018,46.49212
bih,2019,46.05912
blr,1992,54.63918
blr,1993,39.50307
blr,1994,34.84814
blr,1995,55.10055
blr,1996,63.59083
blr,1997,65.6422
blr,1998,67.50677
blr,1999,63.18633
blr,2000,67.65506
blr,2001,67.84524
blr,2002,68.60186
blr,2003,62.91458
blr,2004,61.16426
blr,2005,64.70984
blr,2006,64.52263
blr,2007,68.43924
blr,2008,69.1214
blr,2009,69.65203
blr,2010,69.2655
blr,2011,70.17433
blr,2012,69.31465
blr,2013,71.38764
blr,2014,70.61844
blr,2015,69.95168
blr,2016,70.34834
blr,2017,64.13359
blr,2018,61.69625
blr,2019,64.60094
blz,1991,9.37322
blz,1992,7.76774
blz,1993,7.36752
blz,1994,9.02468
blz,1995,8.62587
blz,1996,9.90126
blz,1997,18.26196
blz,1998,17.74947
blz,1999,17.1608
blz,2000,14.57439
blz,2001,15.97788
blz,2002,14.79495
bol,1987,3.26557
bol,1988,1.93344
bol,1989,0.21105
bol,1990,19.79742
bol,1991,17.42337
bol,1992,15.04358
bol,1993,21.67693
bol,1994,19.41727
bol,1995,16.95925
bol,1996,42.44872
bol,1997,47.17289
bol,1998,45.26696
bol,1999,48.47377
bol,2000,44.95559
bol,2001,45.6974
bol,2002,44.53224
bol,2003,44.56336
bol,2004,44.26927
bol,2005,46.69652
bol,2006,46.82115
bol,2007,46.71157
bra,2010,57.84711
bra,2011,57.09728
bra,2012,59.20628
bra,2013,59.14867
bra,2014,58.85549
bra,2015,52.10495
bra,2016,56.983
bra,2017,59.4059
bra,2018,58.95382
bra,2019,61.69074
brb,2003,25.36822
brb,2004,31.24367
brb,2005,36.42906
brb,2006,39.60195
brb,2007,41.81997
brb,2008,42.2554
brb,2009,40.45122
brb,2010,40.18586
brb,2011,35.72905
brb,2012,39.16245
brb,2013,40.25222
brb,2014,39.05997
brb,2015,40.88926
brb,2016,37.88351
btn,1982,0
btn,1983,0
btn,1984,0
btn,1988,0.69237
btn,1989,0.99291
btn,1990,4.20721
btn,1991,4.58248
btn,1992,3.87184
btn,1993,6.49371
btn,1994,10.25703
btn,1995,15.08253
btn,1996,4.51384
btn,1997,4.95839
btn,1998,6.94579
btn,1999,11.60632
btn,2000,6.75558
btn,2001,13.37109
btn,2002,6.08615
btn,2003,6.91936
btn,2004,8.42154
btn,2005,3.90013
btn,2006,3.44645
btn,2007,3.34961
btn,2008,2.91563
btn,2009,2.39661
btn,2010,4.29746
btn,2011,4.76534
btn,2012,4.92795
btn,2013,5.50439
btn,2014,4.78164
btn,2015,7.14477
btn,2016,8.5566
btn,2017,10.72011
btn,2018,10.47394
bwa,1990,31.83963
bwa,1991,33.43247
bwa,1992,32.51874
bwa,1993,32.76376
bwa,1994,33.85666
bwa,1995,35.62162
bwa,1996,38.22338
bwa,2017,18.62577
bwa,2018,17.25858
bwa,2019,18.57194
caf,2004,0
caf,2008,19.78049
caf,2009,10.63065
caf,2010,11.6532
caf,2011,15.05056
caf,2012,21.69855
caf,2014,0
caf,2015,0
caf,2016,0
caf,2017,0
caf,2018,0
can,1990,52.17757
can,1991,54.94624
can,1992,56.96997
can,1993,57.42406
can,1994,56.8591
can,1995,55.54113
can,1996,55.21753
can,1997,55.65864
can,1998,55.31811
can,1999,56.38468
can,2000,55.12574
can,2001,57.45305
can,2002,58.37807
can,2003,60.57343
can,2004,61.29127
can,2005,64.15635
can,2006,63.42218
can,2007,64.51432
can,2008,65.01742
can,2009,66.25217
can,2010,67.39024
can,2011,66.13468
can,2012,67.23329
can,2013,67.90432
can,2014,68.95179
can,2015,70.479
can,2016,71.43381
can,2017,71.09744
can,2018,70.7248
can,2019,71.19162
che,1990,72.13048
che,1991,72.32145
che,1992,72.68263
che,1993,74.17047
che,1994,73.53383
che,1995,74.15963
che,1996,74.88142
che,1997,75.58509
che,1998,75.17409
che,1999,69.39543
che,2000,67.63272
che,2001,72.13495
che,2002,67.92306
che,2003,74.94287
che,2004,74.51098
che,2005,74.80611
che,2006,74.56576
che,2007,73.51508
che,2008,73.13124
che,2009,74.83101
che,2010,74.64096
che,2011,74.27066
che,2012,75.39668
che,2013,75.18723
che,2014,75.19803
che,2015,75.13669
che,2016,74.68841
che,2017,75.44499
che,2018,75.53087
che,2019,75.47189
chl,2000,54.92387
chl,2001,54.19
chl,2002,54.35567
chl,2003,54.05794
chl,2004,53.2158
chl,2005,54.09878
chl,2006,54.29784
chl,2007,54.69559
chl,2008,55.19506
chl,2009,48.45651
chl,2010,45.72543
chl,2011,44.46496
chl,2012,45.19371
chl,2013,45.49709
chl,2014,45.63315
chl,2015,44.33833
chl,2016,44.5926
chl,2017,33.92117
chl,2018,33.98261
chl,2019,33.97987
civ,2001,6.40157
civ,2002,6.85424
civ,2003,8.0129
civ,2004,6.75924
civ,2005,7.06738
civ,2006,3.86616
civ,2007,6.31643
civ,2008,3.70768
civ,2009,8.39366
civ,2010,10.60227
civ,2011,14.80346
civ,2012,15.08323
civ,2013,11.82099
civ,2014,9.98201
civ,2015,38.23695
civ,2016,35.26309
civ,2017,34.65724
civ,2018,38.55109
civ,2019,37.4381
cmr,1990,13.26066
cmr,1991,18.58725
cmr,1992,16.64221
cmr,1993,13.21591
cmr,1994,12.93477
cmr,1995,14.11819
cmr,1998,14.40854
cmr,1999,16.94572
cmr,2012,24.53699
cmr,2013,28.20894
cmr,2014,25.84722
cmr,2015,23.84375
cmr,2016,20.64497
cmr,2017,15.35394
cmr,2018,18.82213
cod,1988,0
cog,2001,18.92873
cog,2002,20.24464
cog,2003,11.58087
cog,2004,46.00292
cog,2005,53.82211
cog,2006,30.04393
cog,2007,31.00256
cog,2008,23.81228
cog,2009,12.8728
cog,2010,14.18926
cog,2011,28.75256
cog,2012,30.80872
cog,2013,26.01187
cog,2014,27.77269
cog,2015,24.0418
cog,2016,30.72012
cog,2017,20.12711
cog,2018,35.29557
col,1998,29.45143
col,1999,29.13135
col,2000,30.46905
col,2003,41.18776
col,2008,40.35905
col,2009,41.35578
col,2010,41.8065
col,2011,34.88078
col,2012,51.22944
col,2013,54.71218
col,2014,58.82738
col,2015,59.9423
col,2016,48.55391
col,2017,55.32859
col,2018,58.07771
col,2019,60.39266
cpv,2005,23.53127
cpv,2006,30.22803
cpv,2007,25.92406
cpv,2008,29.55455
cpv,2009,34.09414
cpv,2010,31.11854
cpv,2011,30.43067
cpv,2012,30.11557
cpv,2013,30.25323
cpv,2014,29.97296
cpv,2015,29.34115
cpv,2016,30.46571
cpv,2017,33.14814
cri,1987,0.64623
cri,1988,0.57889
cri,1989,0.26988
cri,1990,20.77451
cri,1991,20.2009
cri,1992,20.74403
cri,1993,26.82233
cri,1994,32.44649
cri,1995,25.90005
cri,1996,24.48953
cri,1997,27.92672
cri,1998,28.57567
cri,1999,27.57312
cri,2000,27.31847
cri,2001,28.50321
cri,2002,26.57337
cri,2003,24.0332
cri,2004,25.50579
cri,2005,27.63867
cri,2006,25.50087
cri,2007,28.1623
cri,2008,24.93787
cri,2009,22.45124
cri,2010,21.3137
cri,2011,22.48735
cri,2012,22.23827
cri,2013,22.11229
cri,2014,21.72909
cri,2015,23.54607
cri,2016,21.06656
cri,2017,23.85518
cri,2018,22.36163
cri,2019,25.04225
cyp,1980,9.27287
cyp,1981,9.99601
cyp,1982,8.36281
cyp,1983,8.74186
cyp,1984,9.18934
cyp,1985,7.43377
cyp,1986,4.97108
cyp,1987,3.85184
cyp,1988,5.08934
cyp,1989,5.26214
cyp,1990,28.27829
cyp,1991,27.85996
cyp,1992,29.78897
cyp,1993,34.19384
cyp,1994,35.54548
cyp,1995,29.74415
cyp,1996,30.31489
cyp,1997,29.62415
cyp,1998,29.00214
cyp,1999,28.62287
cyp,2000,30.42613
cyp,2001,30.36722
cyp,2002,30.71591
cyp,2003,30.99437
cyp,2004,33.58954
cyp,2005,33.18624
cyp,2006,31.925
cyp,2007,30.42616
cyp,2008,31.03861
cyp,2009,31.41242
cyp,2010,33.50342
cyp,2011,33.8202
cyp,2012,33.26411
cyp,2013,33.77506
cyp,2014,29.84716
cyp,2015,40.29596
cyp,2016,42.75002
cyp,2017,41.60256
cyp,2018,38.86643
cyp,2019,37.83484
cze,1993,66.19104
cze,1994,70.39634
cze,1995,31.68379
cze,1996,36.48661
cze,1997,44.11758
cze,1998,43.90668
cze,1999,46.5537
cze,2000,47.81227
cze,2001,43.93391
cze,2002,43.84629
cze,2003,42.13232
cze,2004,44.12125
cze,2005,44.2825
cze,2006,45.25486
cze,2007,45.78509
cze,2008,46.14437
cze,2009,46.75825
cze,2010,46.84749
cze,2011,48.53117
cze,2012,48.55352
cze,2013,51.66748
cze,2014,50.94303
cze,2015,50.90053
cze,2016,51.12715
cze,2017,51.012
cze,2018,50.26368
cze,2019,50.347
deu,1990,12.19875
deu,1991,77.825
deu,1992,77.64118
deu,1993,78.33761
deu,1994,79.64302
deu,1995,66.24644
deu,1996,80.2458
deu,1997,80.72519
deu,1998,80.21205
deu,1999,80.67135
deu,2000,80.09885
deu,2001,80.50507
deu,2002,80.70836
deu,2003,81.10299
deu,2004,81.23576
deu,2005,81.18729
deu,2006,81.07139
deu,2007,80.59738
deu,2008,79.68781
deu,2009,80.45563
deu,2010,77.92292
deu,2011,80.47276
deu,2012,80.59994
deu,2013,81.70195
deu,2014,82.23264
deu,2015,82.86829
deu,2016,82.93669
deu,2017,82.09173
deu,2018,82.87724
deu,2019,83.02813
dnk,1985,3.41225
dnk,1986,3.46532
dnk,1987,3.4513
dnk,1988,4.43291
dnk,1989,4.82749
dnk,1990,62.05629
dnk,1991,63.12144
dnk,1992,64.69759
dnk,1993,63.63804
dnk,1994,64.9503
dnk,1995,22.6927
dnk,1996,22.94656
dnk,1997,22.45555
dnk,1998,22.02269
dnk,1999,21.43088
dnk,2000,20.79899
dnk,2001,20.58595
dnk,2002,20.94108
dnk,2003,21.10938
dnk,2004,20.69244
dnk,2005,19.90566
dnk,2006,18.29662
dnk,2007,15.87097
dnk,2008,14.47576
dnk,2009,15.48425
dnk,2010,15.90418
dnk,2011,15.78576
dnk,2012,15.3551
dnk,2013,15.77322
dnk,2014,15.61831
dnk,2015,15.26054
dnk,2016,14.96861
dnk,2017,15.06083
dnk,2018,14.45028
dnk,2019,14.34946
dom,1993,15.62618
dom,1994,12.6083
dom,1995,18.83461
dom,1996,26.20332
dom,1997,28.87454
dom,1998,26.29894
dom,1999,26.27462
dom,2000,17.48163
dom,2001,20.64998
dom,2002,15.48516
dom,2003,15.45304
dom,2004,35.58211
dom,2005,33.34493
dom,2006,32.03155
dom,2007,29.53404
dom,2008,38.93323
dom,2009,28.15645
dom,2010,26.22978
dom,2011,26.01577
dom,2012,27.84296
dom,2013,26.5126
dom,2014,26.00731
dom,2015,16.54578
dom,2016,17.16493
dom,2017,13.1589
dom,2018,15.18489
dom,2019,15.76438
egy,1987,10.63953
egy,1988,16.13229
egy,1989,12.27225
egy,1991,10.69743
egy,1992,9.19621
egy,1993,7.89743
egy,1994,6.30046
egy,1995,6.34248
egy,1996,6.59182
egy,1997,6.79621
egy,2002,23.7515
egy,2003,23.80009
egy,2004,25.52587
egy,2005,26.69691
egy,2006,42.52169
egy,2007,39.41786
egy,2008,45.76406
egy,2009,44.74596
egy,2010,41.57029
egy,2011,41.62266
egy,2012,41.37888
egy,2013,42.79728
egy,2014,41.70329
egy,2015,37.2127
esp,1985,5.65182
esp,1986,4.46807
esp,1987,4.16108
esp,1988,4.23878
esp,1989,3.80302
esp,1990,68.57394
esp,1991,68.69139
esp,1992,69.60835
esp,1993,68.62844
esp,1994,69.25552
esp,2017,79.46292
esp,2018,79.34611
esp,2019,80.11105
est,1991,76.72481
est,1995,52.92458
est,1996,54.33303
est,1997,54.74911
est,1998,55.00771
est,1999,54.8276
est,2000,54.79452
est,2001,59.63349
est,2002,59.7381
est,2003,59.05371
est,2004,60.79388
est,2005,61.82197
est,2006,62.27129
est,2007,62.66141
est,2008,62.86211
est,2009,62.5864
est,2010,62.24435
est,2011,61.67015
est,2012,61.61069
est,2013,61.6396
est,2014,60.82489
est,2015,60.96632
est,2016,61.11843
est,2017,61.12663
est,2018,62.60527
est,2019,62.87493
eth,1990,11.20156
eth,1991,10.09514
eth,1992,23.63984
eth,1993,14.46155
eth,1994,14.23355
eth,1995,18.27518
eth,1996,14.75177
eth,1997,28.09776
eth,1998,43.2928
eth,1999,37.85287
eth,2001,43.8869
eth,2002,45.73019
eth,2003,45.27443
eth,2004,39.16277
eth,2005,41.7596
eth,2006,25.16537
eth,2007,8.60483
eth,2008,60.19226
eth,2009,57.75723
eth,2010,60.49694
eth,2011,63.67476
eth,2012,72.84512
eth,2013,60.29843
eth,2014,56.96479
eth,2015,57.41416
eth,2016,53.87359
eth,2017,52.57952
eth,2018,52.70041
eth,2019,52.44627
fin,1990,27.11057
fin,1991,25.95132
fin,1992,23.36526
fin,1993,21.14294
fin,1994,19.48916
fin,1995,49.15909
fin,1996,50.2836
fin,1997,51.56121
fin,1998,51.74411
fin,1999,51.60503
fin,2000,51.29585
fin,2001,50.88985
fin,2002,50.87227
fin,2003,51.04241
fin,2004,51.03512
fin,2005,50.49982
fin,2006,50.04556
fin,2007,49.72241
fin,2008,49.15853
fin,2009,49.97841
fin,2010,50.32888
fin,2011,50.21464
fin,2012,50.90539
fin,2013,51.34779
fin,2014,52.36466
fin,2015,53.10061
fin,2016,53.17817
fin,2017,54.51365
fin,2018,54.1479
fin,2019,53.98141
fji,1994,17.38039
fji,2004,22.22968
fji,2005,23.11312
fji,2006,20.43592
fji,2010,22.61119
fji,2011,24.24509
fji,2012,26.36374
fji,2013,32.0886
fji,2014,39.94137
fji,2015,41.23461
fji,2016,35.93016
fji,2017,38.01231
fji,2018,34.92164
fji,2019,36.88627
fra,1980,4.71035
fra,1981,4.93694
fra,1982,4.93192
fra,1983,5.11121
fra,1984,5.92219
fra,1985,5.12384
fra,1986,5.27403
fra,1987,5.14876
fra,1988,4.13524
fra,1989,4.04383
fra,1990,67.43322
fra,1991,67.68242
fra,1992,67.19891
fra,1993,66.90669
fra,1994,67.39655
fra,1995,48.60305
fra,1996,48.89152
fra,1997,48.64287
fra,1998,49.69231
fra,1999,49.69307
fra,2000,49.992
fra,2001,50.23969
fra,2002,50.23104
fra,2003,50.66121
fra,2004,50.44644
fra,2005,50.52277
fra,2006,51.08475
fra,2007,51.42291
fra,2008,51.43798
fra,2009,52.31805
fra,2010,51.08758
fra,2011,52.52385
fra,2012,53.02689
fra,2013,53.64849
fra,2014,54.76882
fra,2015,55.49238
fra,2016,55.66837
fra,2017,55.39395
fra,2018,56.35348
fra,2019,57.08522
fsm,2008,1.74507
fsm,2009,2.04196
fsm,2010,6.40522
fsm,2011,3.35428
fsm,2012,2.69868
fsm,2013,2.32956
fsm,2014,3.62119
fsm,2015,1.68495
fsm,2016,2.85818
fsm,2017,1.9748
fsm,2018,1.28985
fsm,2019,2.73198
gab,2012,32.09034
gab,2013,31.53121
gab,2014,26.90899
gab,2015,21.61072
gab,2016,15.71553
gab,2017,16.28613
gab,2018,15.16423
gab,2019,18.70501
gbr,1972,28.68452
