geo,time,gc_tax_impt_zs
geo,2012,1.39885
geo,2013,1.39066
geo,2014,1.35655
geo,2015,0.89759
geo,2016,0.83227
geo,2017,0.75259
geo,2018,0.73371
geo,2019,0.69472
geo,2020,0.7055
gha,1990,28.74265
gha,1991,24.80928
gha,1992,28.68549
gha,1993,26.05371
gha,2001,16.19291
gha,2002,15.39624
gha,2003,19.36441
gha,2004,16.24565
gha,2005,16.77787
gha,2006,17.4059
gha,2007,24.08159
gha,2008,27.54315
gha,2009,23.05895
gha,2010,23.32651
gha,2011,24.12836
gha,2012,16.30216
gha,2013,16.79432
gha,2016,16.97414
gha,2019,12.60257
gin,1990,11.20178
gin,1991,13.70139
gin,1992,13.68687
gmb,1990,45.56188
gnb,2017,20.28365
gnb,2019,14.74987
gnq,2006,2.00313
gnq,2007,1.36636
gnq,2008,0.89235
gnq,2009,1.03836
gnq,2010,1.99959
gnq,2011,1.96558
gnq,2012,1.48403
gnq,2013,3.40124
gnq,2014,3.665
gnq,2015,1.50418
gnq,2016,3.7278
gnq,2017,2.90058
gnq,2018,2.90019
gnq,2019,2.49257
grc,1972,10.07194
grc,1973,10.61615
grc,1974,10.06663
grc,1975,8.67545
grc,1976,7.14241
grc,1977,7.20619
grc,1978,7.97176
grc,1979,8.84744
grc,1980,7.78754
grc,1981,5.47286
grc,1982,2.84513
grc,1983,2.40259
grc,1984,1.63453
grc,1985,0.9066
grc,1986,0.2446
grc,1987,0.21182
grc,1988,0.26266
grc,1989,0.23752
grc,1990,0.12785
grc,1995,0.01157
grc,1996,0.02083
grc,1997,0.0134
grc,1998,0.04278
grc,1999,0.00697
grc,2000,0.03151
grc,2001,0.05335
grc,2002,0.04603
grc,2003,0.0624
grc,2004,0.05935
grc,2005,0.02716
grc,2006,0.01378
grc,2007,0.01486
grc,2008,0.00409
grc,2009,0.00426
grc,2010,0.00219
grc,2011,0.00875
grc,2012,0
grc,2013,0.01152
grc,2014,0.01134
grc,2015,0
grc,2016,0
grc,2017,0
grc,2018,0.01447
grc,2019,0
gtm,1990,22.19973
gtm,1991,19.10672
gtm,1992,25.56302
gtm,1993,22.57176
gtm,1994,23.88064
gtm,1995,24.56782
gtm,1996,18.43811
gtm,1997,16.38748
gtm,1998,14.47204
gtm,1999,13.08557
gtm,2000,11.98167
gtm,2001,12.39509
gtm,2002,11.72106
gtm,2003,11.73344
gtm,2004,11.03171
gtm,2005,15.95792
gtm,2006,9.55357
gtm,2007,8.4073
gtm,2008,7.27665
gtm,2009,6.71959
gtm,2010,6.81172
gtm,2011,6.29854
gtm,2012,5.40115
gtm,2013,4.25075
gtm,2014,4.21007
gtm,2015,4.34897
gtm,2016,4.40725
gtm,2017,4.35214
gtm,2018,4.39348
gtm,2019,4.35123
hnd,1972,30.16336
hnd,1973,28.4413
hnd,1974,28.20513
hnd,1975,24.75923
hnd,1976,25.50891
hnd,1977,26.3495
hnd,1978,26.29751
hnd,1979,25.36408
hnd,1980,21.401
hnd,1981,28.63682
hnd,2003,9.33457
hnd,2004,8.33593
hnd,2005,8.15648
hnd,2006,7.48499
hnd,2007,7.52251
hnd,2008,7.02848
hnd,2009,5.29039
hnd,2010,5.80256
hnd,2011,5.30076
hnd,2012,5.50293
hnd,2013,4.67412
hnd,2014,4.33562
hnd,2015,4.43436
hrv,1991,7.62673
hrv,1992,18.61684
hrv,1993,14.63683
hrv,1994,14.83908
hrv,1995,14.63094
hrv,1996,13.54885
hrv,1997,14.53369
hrv,1998,10.7133
hrv,1999,11.25191
hrv,2000,9.48122
hrv,2001,7.79738
hrv,2002,4.44291
hrv,2003,3.65438
hrv,2004,3.08709
hrv,2005,2.81494
hrv,2006,2.58183
hrv,2007,2.45395
hrv,2008,2.6691
hrv,2009,2.64582
hrv,2010,2.52813
hrv,2011,2.75619
hrv,2012,2.68602
hrv,2013,1.59301
hrv,2014,0.17114
hrv,2015,0.03167
hrv,2016,-0.08237
hrv,2017,-0.0373
hrv,2018,0.01104
hrv,2019,-0.00192
hun,1981,8.18754
hun,1982,7.86667
hun,1983,8.35036
hun,1984,7.76864
hun,1985,8.57409
hun,1986,8.43653
hun,1987,7.92125
hun,1988,7.2081
hun,1989,9.43651
hun,1990,8.57751
hun,1991,9.46353
hun,1992,13.60489
hun,1993,13.89551
hun,1994,13.70799
hun,1995,18.44699
hun,1996,15.23809
hun,1997,8.72132
hun,1998,6.06846
hun,1999,5.56046
hun,2000,4.61918
hun,2001,3.79371
hun,2002,3.55092
hun,2003,3.35574
hun,2004,0.74334
hun,2005,-0.01773
hun,2006,-0.00404
hun,2007,-0.00367
hun,2008,-0.0008
hun,2009,-0.00091
hun,2010,-0.00014
hun,2011,0
hun,2012,0
hun,2013,0
hun,2014,0
hun,2015,0
hun,2016,0
hun,2017,0
hun,2018,0
hun,2019,0
idn,1972,13.55634
idn,1973,14.14791
idn,1974,9.4152
idn,1975,8.3612
idn,1976,9.2519
idn,1977,8.54853
idn,1978,7.24816
idn,1979,4.87993
idn,1980,4.52617
idn,1981,4.52054
idn,1982,4.36455
idn,1983,4.01528
idn,1984,3.48203
idn,1985,3.4176
idn,1986,6.40299
idn,1987,4.98752
idn,1988,5.561
idn,1989,5.94872
idn,1990,6.64065
idn,1991,5.45552
idn,1992,5.96001
idn,1993,6.10003
idn,1994,6.71446
idn,1995,4.4533
idn,1996,3.70268
idn,1997,2.98361
idn,1998,1.60555
idn,1999,2.32792
idn,2001,4.73501
idn,2002,4.80091
idn,2003,4.36424
idn,2004,4.39573
idn,2008,3.45586
idn,2009,2.92061
idn,2010,2.7674
idn,2011,2.89125
idn,2012,2.8983
idn,2013,2.93521
idn,2014,2.76831
idn,2015,2.47514
idn,2016,2.46339
idn,2017,2.56898
idn,2018,2.55876
idn,2019,2.38634
ind,1974,19.12535
ind,1975,17.37321
ind,1976,16.90391
ind,1977,17.83518
ind,1978,20.96174
ind,1979,23.35449
ind,1980,24.80036
ind,1981,26.62856
ind,1982,28.20298
ind,1983,26.36978
ind,1984,29.65062
ind,1985,32.93917
ind,1986,34.26514
ind,1987,36.19106
ind,1988,35.42323
ind,1989,34.85418
ind,1990,35.79393
ind,1991,32.62864
ind,1992,31.17623
ind,1993,29.30398
ind,1994,28.38863
ind,1995,31.5974
ind,1996,33.11303
ind,1997,28.62315
ind,1998,27.97502
ind,1999,28.00957
ind,2000,25.02241
ind,2001,21.4002
ind,2002,20.65697
ind,2003,19.052
ind,2004,18.82948
ind,2005,17.71942
ind,2006,18.17631
ind,2007,17.33112
ind,2008,16.20673
ind,2009,13.32897
ind,2010,17.10816
ind,2011,16.78731
ind,2012,17.31832
ind,2013,15.1524
ind,2014,15.0999
ind,2015,14.44141
ind,2016,13.01201
ind,2017,6.94418
ind,2018,4.94828
irl,1972,20.79566
irl,1973,19.79321
irl,1974,19.65007
irl,1975,18.29135
irl,1976,18.63454
irl,1977,15.96696
irl,1978,10.12433
irl,1979,10.32553
irl,1980,12.24649
irl,1981,14.79545
irl,1982,13.12625
irl,1983,10.12823
irl,1984,9.6434
irl,1985,9.8136
irl,1986,0
irl,1987,0
irl,1988,0
irl,1989,0
irl,1990,0
irl,1991,0
irl,1992,0
irl,1993,0
irl,1994,0
irl,1995,0
irl,1996,0
irl,1997,0
irl,1998,0
irl,1999,0
irl,2000,0
irl,2001,0
irl,2002,0
irl,2003,0
irl,2004,0
irl,2005,0
irl,2006,0
irl,2007,0
irl,2008,0
irl,2009,0
irl,2010,0
irl,2011,0
irl,2012,0
irl,2013,0
irl,2014,0
irl,2015,0
irl,2016,0
irl,2017,0
irl,2018,0
irl,2019,0
irn,1972,42.55121
irn,1973,43.03977
irn,1974,36.62138
irn,1975,30.56708
irn,1976,32.94766
irn,1977,35.40864
irn,1978,29.24528
irn,1979,26.06076
irn,1980,45.93356
irn,1981,30.2512
irn,1982,34.38095
irn,1983,41.43378
irn,1984,35.42708
irn,1985,22.99128
irn,1986,20.70172
irn,1987,17.08969
irn,1988,12.15762
irn,1989,23.8118
irn,1990,23.37129
irn,1991,26.55241
irn,1992,22.7406
irn,1993,22.33341
irn,1994,18.64768
irn,1995,9.83874
irn,1996,13.50924
irn,1997,13.3752
irn,1998,14.76343
irn,1999,14.67605
irn,2000,22.05793
irn,2001,28.01742
irn,2002,33.65856
irn,2003,34.23153
irn,2004,38.90376
irn,2005,26.60448
irn,2006,26.21421
irn,2007,25.31907
irn,2008,23.52698
irn,2009,20.69645
irq,2014,17.67754
irq,2015,12.61455
irq,2016,14.10521
irq,2017,18.95753
irq,2018,30.02094
irq,2019,25.65657
isl,1972,32.28859
isl,1973,32.43697
isl,1974,30.83333
isl,1975,25.2021
isl,1976,23.28953
isl,1977,24.61319
isl,1978,24.75351
isl,1979,21.9272
isl,1980,20.11275
isl,1981,20.69341
isl,1982,19.30143
isl,1983,18.08201
isl,1984,18.82922
isl,1985,17.13986
isl,1986,15.11935
isl,1987,15.0572
isl,1988,10.54599
isl,1989,10.39103
isl,1990,10.35873
isl,1991,11.39973
isl,1992,10.31792
isl,1993,6.31205
isl,1994,1.72937
isl,1995,1.6745
isl,1996,1.56598
isl,1997,1.55028
isl,1998,1.61115
isl,1999,1.50423
isl,2000,1.5155
isl,2001,1.65429
isl,2002,1.28215
isl,2003,1.29119
isl,2004,1.28404
isl,2005,1.22389
isl,2006,1.40164
isl,2007,1.51278
isl,2008,1.61808
isl,2009,1.63752
isl,2010,1.75048
isl,2011,2.0061
isl,2012,1.93608
isl,2013,1.36294
isl,2014,1.1856
isl,2015,0.95146
isl,2016,0.53837
isl,2017,0.6189
isl,2018,0.63009
isl,2019,0.51675
isr,1972,22.22222
isr,1973,27.27273
isr,1974,25
isr,1975,14.28571
isr,1976,14.63415
isr,1977,9.83607
isr,1978,6.31579
isr,1979,5.41872
isr,1980,4.75113
isr,1981,5.28942
isr,1982,6.52504
isr,1983,5.43638
isr,1984,4.28598
isr,1985,4.72254
isr,1986,4.83707
isr,1987,3.69916
isr,1988,2.85619
isr,1989,1.70994
isr,1990,1.59949
isr,1991,1.84366
isr,1992,1.90103
isr,1993,1.28783
isr,1994,0.76129
isr,1995,1.11099
isr,1996,1.05667
isr,1997,1.02331
isr,1998,0.96904
isr,1999,1.0052
isr,2000,0.96822
isr,2001,0.92244
isr,2002,0.94741
isr,2003,0.96565
isr,2004,1.05679
isr,2005,1.0864
isr,2006,1.05831
isr,2007,1.15793
isr,2008,1.28923
isr,2009,1.34723
isr,2010,1.36618
isr,2011,1.36726
isr,2012,1.15809
isr,2013,0.94765
isr,2014,1.08007
isr,2015,1.05509
isr,2016,1.15312
isr,2017,0.96307
isr,2018,0.90733
isr,2019,0.95086
ita,1973,0.70867
ita,1974,0.30251
ita,1975,0.7407
ita,1976,1.47768
ita,1977,0.25968
ita,1978,0.17955
ita,1979,0.14531
ita,1980,0.09015
ita,1981,0.05053
ita,1982,0.05891
ita,1983,0.04924
ita,1984,0.04528
ita,1985,0.04543
ita,1986,0.04629
ita,1987,0.04143
ita,1988,0.05636
ita,1989,0.01802
ita,1990,0.01432
ita,1991,0.01538
ita,1992,0.02097
ita,1993,0.01726
ita,1994,0.01034
ita,1995,0
ita,1996,0
ita,1997,0
ita,1998,0
ita,1999,0
ita,2000,0
ita,2001,0
ita,2002,0
ita,2003,0
ita,2004,0
ita,2005,0
ita,2006,0
ita,2007,0
ita,2008,0
ita,2009,0
ita,2010,0
ita,2011,0
ita,2012,0
ita,2013,0
ita,2014,0
ita,2015,0
ita,2016,0
ita,2017,0
ita,2018,0
ita,2019,0
jam,1988,20.01818
jam,1989,19.72231
jam,1990,17.0243
jam,1991,17.08447
jam,1992,15.17868
jam,1993,15.45438
jam,1994,12.88917
jam,1995,13.52775
jam,1996,12.56419
jam,1997,12.48336
jam,1998,11.68105
jam,1999,10.7272
jam,2000,10.59867
jam,2001,10.70965
jam,2002,10.79217
jam,2003,10.01475
jam,2004,9.82634
jam,2005,10.13835
jam,2006,9.56203
jam,2007,10.06583
jam,2008,9.90622
jam,2009,8.40664
jam,2010,8.54706
jam,2011,8.47183
jam,2012,8.82148
jam,2013,8.60555
jam,2014,8.30644
jam,2015,8.27668
jam,2016,8.86655
jam,2017,8.79566
jam,2018,8.99282
jam,2019,33.90206
jor,1990,34.74194
jor,1991,39.57925
jor,1992,46.93691
jor,1993,41.56584
jor,1994,37.21328
jor,1995,32.64301
jor,1996,31.56734
jor,1997,28.56632
jor,1998,30.06128
jor,1999,27.79105
jor,2000,24.39016
jor,2001,20.35633
jor,2002,18.5072
jor,2003,15.90453
jor,2004,15.71214
jor,2005,13.99137
jor,2006,12.04122
jor,2007,10.42001
jor,2008,10.31145
jor,2009,9.38574
jor,2010,9.21665
jor,2011,8.95435
jor,2012,8.14585
jor,2013,8.54233
jor,2014,8.1071
jor,2015,8.1248
jor,2016,7.31008
jor,2017,7.00619
jor,2018,6.46015
jor,2019,5.90925
jpn,1991,1.61008
jpn,1992,1.74771
jpn,1993,1.67747
kaz,1997,4.73514
kaz,1998,5.34254
kaz,1999,4.44481
kaz,2000,4.73965
kaz,2001,5.67155
kaz,2002,5.12031
kaz,2003,5.03594
kaz,2004,4.48311
kaz,2010,7.2654
kaz,2011,16.22825
kaz,2012,7.62325
kaz,2013,5.15407
kaz,2014,4.95292
kaz,2015,4.7029
kaz,2016,5.67588
kaz,2017,5.29952
kaz,2018,4.55562
kaz,2019,4.52923
ken,2014,7.4089
ken,2015,7.24816
ken,2017,7.04355
ken,2018,7.00181
ken,2019,6.9669
kgz,2014,18.29929
kgz,2015,12.5122
kgz,2016,16.5163
kgz,2017,17.61521
kgz,2018,17.23731
kgz,2019,20.45095
khm,2002,29.74006
khm,2003,26.8345
khm,2004,28.26109
khm,2005,27.1186
khm,2006,25.24138
khm,2007,25.89895
khm,2008,24.02839
khm,2009,22.8455
khm,2010,22.09582
khm,2011,19.25649
khm,2012,18.5075
khm,2013,17.21367
khm,2014,16.80842
khm,2015,16.89373
khm,2016,16.24863
khm,2017,13.54202
khm,2018,13.56831
khm,2019,13.12081
kir,2011,61.65322
kir,2012,56.3883
kir,2013,59.42433
kir,2014,19.67946
kir,2015,6.43974
kir,2016,5.41933
kir,2017,9.12537
kir,2018,1.96722
kir,2019,7.51379
kna,1990,58.62069
kna,1991,55.61313
kna,1992,52.70142
kna,1993,51.04869
kna,1994,51.2428
kna,2000,26.38298
kna,2001,23.12436
kna,2002,9.37274
kna,2003,10.7002
kna,2004,10.14338
kna,2005,10.62492
kna,2006,9.66898
kna,2007,10.90602
kna,2008,46.52834
kna,2009,42.66537
kna,2010,45.66403
kna,2011,25.5785
kna,2012,25.42555
kna,2013,25.67085
kna,2014,26.47771
kna,2015,28.22433
kna,2016,29.7631
kna,2017,29.05238
kor,1972,12.39496
kor,1973,14.16235
kor,1974,13.87978
kor,1975,14.50108
kor,1976,16.43574
kor,1977,18.06084
kor,1978,21.16908
kor,1979,19.10841
kor,1980,17.40773
kor,1981,16.33691
kor,1982,15.64319
kor,1983,17.85254
kor,1984,17.59158
kor,1985,16.39069
kor,1986,17.22899
kor,1987,19.57132
kor,1988,16.22452
kor,1989,13.02509
kor,1990,13.69227
kor,1991,10.8366
kor,1992,8.85291
kor,1993,7.32035
kor,1994,7.30624
kor,1995,8.16043
kor,1996,8.1726
kor,1997,8.29139
kor,1998,5.65799
kor,1999,6.19538
kor,2000,6.24065
kor,2001,6.18353
kor,2002,6.34936
kor,2003,5.97164
kor,2004,5.76973
kor,2005,4.95639
kor,2006,4.96826
kor,2007,4.58987
kor,2008,5.24529
kor,2009,5.57253
kor,2010,6.00179
kor,2011,5.71269
kor,2012,4.73986
kor,2013,5.29816
kor,2014,4.20611
kor,2015,3.90361
kor,2016,3.35089
kor,2017,3.23829
kor,2018,2.83125
kor,2019,2.63267
kwt,1972,1.64234
kwt,1973,2.01005
kwt,1974,1.44462
kwt,1977,21.92513
kwt,1978,13.88889
kwt,1979,30.87248
kwt,1980,25.83732
kwt,1981,26.43678
kwt,1982,40.65421
kwt,1983,40.60914
kwt,1984,33.33333
kwt,1985,48.8
kwt,1986,55.04587
kwt,1987,75.94937
kwt,1988,77.46479
kwt,1989,77.38095
kwt,1990,76.82927
kwt,1991,75
kwt,1992,0
kwt,1993,77.21519
kwt,1994,64.7619
kwt,1995,69.89247
kwt,1996,79.12088
kwt,1997,76.85185
kwt,1998,70.33898
lbn,1997,60.17795
lbn,1998,58.85914
lbn,1999,38.96604
lbn,2000,34.42697
lbn,2001,27.101
lbn,2002,14.29531
lbn,2003,10.21202
lbn,2004,10.05697
lbn,2005,9.78456
lbn,2006,9.25476
lbn,2007,10.02169
lbn,2008,9.51375
lbn,2009,8.54045
lbn,2010,8.29504
lbn,2011,7.87861
lbn,2012,7.896
lbn,2013,8.21387
lbn,2014,7.48652
lbn,2015,7.03847
lbn,2016,6.77295
lbn,2017,6.04488
lbn,2018,5.87477
lbn,2019,5.11867
lca,2000,15.25763
lca,2001,13.52121
lca,2002,13.09063
lca,2003,16.19054
lca,2004,14.65799
lca,2005,15.52523
lca,2006,15.71432
lca,2007,15.99883
lca,2008,14.91195
lca,2009,12.94337
lca,2010,13.61922
lca,2011,13.8251
lca,2012,13.69911
lca,2013,11.53472
lca,2014,11.86894
lca,2015,0.43792
lca,2016,0.51767
lca,2017,0.61012
lka,1990,27.43522
lka,1991,27.31488
lka,1992,27.26677
lka,1993,23.62101
lka,1994,22.73052
lka,1995,20.55372
lka,1996,19.55331
lka,1997,18.76263
lka,1998,19.10455
lka,1999,16.69598
lka,2000,13.14202
lka,2001,12.70702
lka,2002,12.7632
lka,2003,14.75687
lka,2004,14.59624
lka,2005,13.47568
lka,2006,12.29309
lka,2007,11.00056
lka,2008,10.90193
lka,2009,12.85438
lka,2010,8.85316
lka,2011,9.34934
lka,2012,23.83864
lka,2013,19.06918
lka,2014,18.89662
lka,2015,18.01537
lka,2016,24.70444
lka,2017,22.05489
lka,2018,19.80464
lka,2019,19.08335
lso,1982,69.91528
lso,1983,72.96395
lso,1984,79.73993
lso,1985,75.6943
lso,1986,62.54839
lso,1987,60.20351
lso,1988,59.01505
lso,1989,59.36126
lso,1991,23.56705
lso,1992,24.49458
lso,1993,27.66343
lso,1994,27.08637
lso,1995,26.0324
lso,1996,27.51966
lso,1997,26.18894
lso,1998,24.08211
lso,1999,25.74476
lso,2000,23.97884
lso,2001,23.53947
lso,2002,22.29003
lso,2003,17.95865
lso,2004,21.35328
lso,2005,22.63003
lso,2006,28.62394
lso,2007,26.38464
lso,2008,26.32601
lso,2009,25.01261
lso,2010,15.90656
lso,2011,14.59542
lso,2012,23.09885
lso,2013,22.14662
lso,2014,21.92634
lso,2015,18.88017
lso,2016,14.88341
lso,2017,18.19934
lso,2018,15.44829
lso,2019,16.61699
ltu,1993,5.29822
ltu,1994,10.80613
ltu,1995,3.49279
ltu,1996,3.38293
ltu,1997,3.09082
ltu,1998,2.46039
ltu,1999,1.97814
ltu,2000,1.52727
ltu,2001,1.40883
ltu,2002,1.36062
ltu,2003,1.43198
ltu,2004,0.71103
ltu,2005,0
ltu,2006,0
ltu,2007,0
ltu,2008,0
ltu,2009,0
ltu,2010,0
ltu,2011,0
ltu,2012,0
ltu,2013,0
ltu,2014,0
ltu,2015,0
ltu,2016,0
ltu,2017,0
ltu,2018,0
ltu,2019,0
lux,1972,0.59502
lux,1973,0.29156
lux,1974,0.15526
lux,1975,0
lux,1976,0
lux,1977,0
lux,1978,0
lux,1979,0
lux,1980,0
lux,1981,0.16833
lux,1982,0.16175
lux,1983,0.13248
lux,1984,0.1347
lux,1985,0.08878
lux,1986,0
lux,1987,0.07928
lux,1988,0
lux,1989,0
lux,1990,0
lux,1991,0
lux,1992,0.0009
lux,1993,0.00076
lux,1994,0.00067
lux,1995,0
lux,1996,0
lux,1997,0
lux,1998,0
lux,1999,0
lux,2000,0
lux,2001,0
lux,2002,0
lux,2003,0
lux,2004,0
lux,2005,0
lux,2006,0
lux,2007,0
lux,2008,0
lux,2009,0
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,0
lux,2014,0
lux,2015,0
lux,2016,0
lux,2017,0
lux,2018,0
lux,2019,0
lva,1994,7.57115
lva,1995,4.47193
lva,1996,4.12269
lva,1997,3.57294
lva,1998,2.71867
lva,1999,2.28545
lva,2000,2.05119
lva,2001,2.01205
lva,2002,1.82025
lva,2003,1.96589
lva,2004,0.61588
lva,2005,0
lva,2006,0
lva,2007,0.9068
lva,2008,0.91998
lva,2009,1.05371
lva,2010,0.54911
lva,2011,0.03069
lva,2012,0.02941
lva,2013,0.04676
lva,2014,0.04686
lva,2015,0.05726
lva,2016,-0.10133
lva,2017,0.07554
lva,2018,0.09767
lva,2019,0.05581
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mar,1990,21.22947
mar,1991,21.91828
mar,1992,20.6393
mar,1993,20.93722
mar,1994,21.07606
mar,1995,19.35489
mar,1997,19.67392
mar,1998,20.0616
mar,1999,20.08186
mar,2002,16.15589
mar,2003,13.42894
mar,2004,13.24645
mar,2005,10.7056
mar,2006,9.53147
mar,2007,8.66632
mar,2008,7.21591
mar,2009,6.73812
mar,2010,6.85254
mar,2011,5.38389
mar,2012,4.44201
mar,2013,3.82753
mar,2014,3.7962
mar,2015,3.68172
mar,2016,4.17397
mar,2017,3.72262
mar,2018,3.99724
mar,2019,3.95599
mda,1996,3.55362
mda,1997,6.21971
mda,1998,5.59025
mda,1999,5.42769
mda,2000,5.84146
mda,2001,7.9567
mda,2002,9.30649
mda,2003,9.81863
mda,2004,7.9529
mda,2005,9.84181
mda,2006,7.27717
mda,2007,7.63057
mda,2008,8.5892
mda,2009,8.04888
mda,2010,7.89608
mda,2011,7.57774
mda,2012,7.58419
mda,2013,7.43052
mda,2014,6.39499
mda,2015,5.35737
mda,2016,3.76298
mda,2017,3.42323
mda,2018,3.25916
mda,2019,3.28746
mdg,1990,50.13819
mdg,1991,44.80809
mdg,1992,45.94092
mdg,1993,48.54701
mdg,1994,45.57106
mdg,1995,52.62313
mdg,2003,50.50051
mdg,2004,50.15267
mdg,2005,48.14197
mdg,2006,49.88103
mdg,2007,49.2302
mdg,2008,48.26562
mdg,2009,47.99691
mdg,2010,14.77233
mdg,2011,14.56582
mdg,2012,14.28238
mdg,2013,12.43639
mdg,2014,13.78533
mdg,2015,15.32203
mdg,2016,15.47693
mdg,2017,15.27686
mdg,2018,16.26948
mdg,2019,16.57412
mdv,1979,56.94444
mdv,1980,68.90244
mdv,1981,69.09871
mdv,1982,56.19048
mdv,1983,58.64078
mdv,1984,68.53147
mdv,1985,57.8714
mdv,1986,61.39847
mdv,1987,68
mdv,1988,68.34246
mdv,1989,59.4971
mdv,1990,56.62483
mdv,1991,60.29492
mdv,1992,60.99023
mdv,1993,60.71723
mdv,1994,63.42282
mdv,1995,64.213
mdv,1996,63.18889
mdv,1997,63.97408
mdv,1998,63.86396
mdv,1999,64.30983
mdv,2000,64.37167
mdv,2001,63.22377
mdv,2002,63.39654
mdv,2003,64.40451
mdv,2004,68.95945
mdv,2005,72.30671
mdv,2006,71.04286
mdv,2007,71.82197
mdv,2008,72.73375
mdv,2009,67.67204
mex,1972,16.27907
mex,1973,12.2449
mex,1974,12.5
mex,1975,10.89109
mex,1976,9.67742
mex,1977,5.97826
mex,1978,5.9761
mex,1979,8.33333
mex,1980,8.34879
mex,1981,9.82405
mex,1982,7.19178
mex,1983,3.85562
mex,1984,4.07379
mex,1985,4.95547
mex,1986,6.71649
mex,1987,6.38093
mex,1988,4.14977
mex,1989,6.66455
mex,1990,8.03795
mex,1991,9.82845
mex,1992,10.76424
mex,1993,8.96332
mex,1994,8.40048
mex,1995,5.68614
mex,1996,5.44024
mex,1997,5.0831
mex,1998,5.47751
mex,1999,5.5272
mex,2000,5.12831
mex,2008,3.06221
mex,2009,2.69522
mex,2010,1.96838
mex,2011,2.03939
mex,2012,2.01578
mex,2013,1.92903
mex,2014,1.98285
mex,2015,1.911
mex,2016,1.90465
mex,2017,1.88136
mex,2018,2.18757
mex,2019,2.0628
mhl,2008,30.59954
mhl,2009,25.65459
mhl,2010,27.04598
mhl,2011,26.26949
mhl,2012,23.20579
mhl,2013,24.25887
mhl,2014,23.35836
mhl,2015,24.27979
mhl,2016,23.28984
mhl,2017,22.48068
mhl,2018,21.28669
mhl,2019,22.44575
mkd,2005,9.06684
mkd,2006,8.91399
mkd,2007,7.17486
mkd,2008,8.16483
mkd,2009,7.3624
mkd,2010,6.38889
mkd,2011,4.789
mkd,2012,5.30822
mkd,2013,5.14977
mkd,2014,4.69426
mkd,2015,4.42258
mkd,2016,4.51952
mkd,2017,4.65911
mkd,2018,4.61634
mkd,2019,4.98402
mli,2000,16.08017
mli,2001,14.95054
mli,2002,16.02821
mli,2003,16.72471
mli,2004,17.16961
mli,2005,17.42075
mli,2006,12.37942
mli,2007,17.01001
mli,2008,12.37905
mli,2009,14.42653
mli,2010,13.8731
mli,2011,14.58582
mli,2012,12.08923
mli,2013,13.11124
mli,2014,14.93868
mli,2015,11.35484
mli,2016,10.71345
mli,2017,11.42474
mli,2018,13.18043
mli,2019,11.91884
mlt,1972,41.65268
mlt,1973,38.27512
mlt,1974,42.72363
mlt,1975,39.57064
mlt,1976,41.60804
mlt,1977,40.25572
mlt,1978,39.69283
mlt,1980,42.06937
mlt,1981,38.06898
mlt,1982,35.32597
mlt,1983,32.07107
mlt,1984,32.86967
mlt,1985,36.8069
mlt,1986,39.06492
mlt,1987,41.12831
mlt,1988,41.55966
mlt,1989,42.64417
mlt,1990,42.82905
mlt,1991,42.62325
mlt,1992,41.84176
mlt,1993,39.22484
mlt,1994,32.26136
mlt,1995,6.15314
mlt,1996,6.53762
mlt,1997,6.11131
mlt,1998,6.43553
mlt,1999,6.33304
mlt,2000,5.59927
mlt,2001,5.28316
mlt,2002,4.32748
mlt,2003,3.79174
mlt,2004,1.11136
mlt,2005,0
mlt,2006,0.17007
mlt,2007,0.01068
mlt,2008,0.05926
mlt,2009,0.00461
mlt,2010,0
mlt,2011,0
mlt,2012,0
mlt,2013,0
mlt,2014,0
mlt,2015,0
mlt,2016,0
mlt,2017,0
mlt,2018,0
mlt,2019,0
mmr,1973,17.54069
mmr,1974,20.57026
mmr,1975,25.43011
mmr,1976,18.09524
mmr,1977,19.05069
mmr,1978,21.83475
mmr,1979,24.77827
mmr,1980,24.73727
mmr,1981,28.6117
mmr,1982,30.98653
mmr,1983,26.61886
mmr,1984,25.05977
mmr,1985,26.17914
mmr,1986,23.26857
mmr,1987,23.46215
mmr,1988,29.97665
mmr,1989,27.23508
mmr,1990,23.28767
mmr,1991,27.32824
mmr,1992,23.2349
mmr,1993,24.28974
mmr,1994,21.01885
mmr,1995,20.68098
mmr,1996,25.60194
mmr,1997,17.34205
mmr,1998,9.51406
mmr,1999,8.91465
mmr,2000,7.24444
mmr,2001,7.86701
mmr,2002,4.70399
mmr,2003,2.69803
mmr,2004,7.27456
mmr,2005,3.86795
mmr,2012,15.86548
mmr,2013,11.3235
mmr,2014,13.01271
mmr,2015,10.69883
mmr,2016,8.39712
mmr,2017,9.00322
mmr,2018,9.6138
mmr,2019,6.84303
mng,1992,23.29582
mng,1993,16.49575
mng,1994,17.42778
mng,1995,15.03306
mng,1996,18.16835
mng,1997,7.33223
mng,1998,0.94777
mng,1999,5.5231
mng,2000,10.07406
mng,2001,12.73582
mng,2002,11.46489
mng,2003,9.41335
mng,2006,5.64153
mng,2007,8.27153
