geo,time,se_xpd_prim_zs
irn,1981,42.03109
irn,1982,40.71713
irn,1983,39.03101
irn,1984,37.3231
irn,1985,40.69379
irn,1986,39.42034
irn,1987,41.0082
irn,1988,41.11061
irn,1989,39.96349
irn,1990,38.73985
irn,1991,33.69476
irn,1992,33.75249
irn,1993,31.91252
irn,1995,26.43266
irn,1996,29.09955
irn,2001,25.78937
irn,2002,25.94668
irn,2003,24.19935
irn,2004,23.22785
irn,2005,22.43949
irn,2006,28.393
irn,2007,28.67484
irn,2008,27.86351
irn,2009,25.40941
irn,2010,24.68077
irn,2011,27.21379
irn,2012,25.4062
irn,2013,26.2146
irn,2014,26.88802
irn,2015,26.73435
irn,2016,28.85249
irn,2017,30.12441
irn,2018,33.07452
irq,1977,37.36135
irq,1980,45.87985
irq,1989,46.16886
isl,1990,60.52566
isl,1993,29.38237
isl,1994,29.64758
isl,1996,30.6364
isl,1999,36.36103
isl,2000,37.01107
isl,2001,34.50186
isl,2002,36.21417
isl,2003,34.86933
isl,2004,34.75124
isl,2005,35.02579
isl,2006,34.6421
isl,2007,34.28524
isl,2008,33.41234
isl,2009,32.60843
isl,2010,32.37552
isl,2011,33.66935
isl,2012,28.35367
isl,2013,28.59841
isl,2014,29.0133
isl,2015,28.62802
isl,2016,27.93969
isr,1973,32.81997
isr,1974,34.57249
isr,1975,35.64005
isr,1976,34.22206
isr,1977,35.59442
isr,1978,34.49296
isr,1979,35.69567
isr,1980,33.71488
isr,1981,35.48055
isr,1982,35.16546
isr,1983,34.56251
isr,1984,34.98071
isr,1985,36.39502
isr,1986,35.93357
isr,1987,35.36759
isr,1988,35.21595
isr,1989,35.12276
isr,1990,35.98884
isr,1991,36.42012
isr,1992,36.33121
isr,1993,35.51964
isr,1994,35.73306
isr,1998,36.19837
isr,1999,35.59937
isr,2000,35.42847
isr,2001,36.42922
isr,2002,36.63361
isr,2003,35.89366
isr,2004,36.89154
isr,2005,37.50441
isr,2006,37.28659
isr,2007,37.90018
isr,2008,37.8556
isr,2009,38.15643
isr,2010,41.17368
isr,2011,42.61741
isr,2012,38.8639
isr,2013,37.57518
isr,2014,37.87992
isr,2015,38.68047
isr,2016,38.91034
ita,1974,29.23321
ita,1975,29.99065
ita,1976,27.82403
ita,1978,28.91707
ita,1979,27.88739
ita,1983,20.46982
ita,1984,22.13034
ita,1985,21.87028
ita,1986,20.73249
ita,1988,22.6955
ita,1993,21.22719
ita,1994,22.74728
ita,1995,23.53933
ita,1996,23.26958
ita,1998,24.63552
ita,1999,25.81831
ita,2000,25.81831
ita,2001,24.07855
ita,2002,25.81831
ita,2003,25.65385
ita,2004,25.79931
ita,2005,24.57947
ita,2006,25.05577
ita,2007,25.08452
ita,2008,25.23137
ita,2009,25.17905
ita,2010,24.97795
ita,2011,24.72651
ita,2012,23.97914
ita,2013,24.39744
ita,2014,24.48862
ita,2015,24.97218
ita,2016,23.94555
jam,1973,50.10524
jam,1974,45.8688
jam,1975,36.10983
jam,1976,31.95024
jam,1977,29.79711
jam,1985,31.79344
jam,1986,32.59005
jam,1988,38.3767
jam,1989,33.27785
jam,1990,26.16084
jam,1991,37.20609
jam,1992,33.13253
jam,1993,33.19279
jam,1994,35.55112
jam,1995,26.33301
jam,1996,29.33772
jam,1997,30.23295
jam,2003,36.43051
jam,2004,32.63466
jam,2005,34.22772
jam,2007,36.89191
jam,2008,30.2266
jam,2009,33.2067
jam,2010,36.31668
jam,2011,35.46353
jam,2012,37.24792
jam,2013,36.28717
jam,2014,36.41514
jam,2015,36.68302
jam,2016,35.87399
jam,2017,37.87799
jam,2018,34.16447
jor,1997,36.92648
jor,1999,41.66841
jor,2016,42.53879
jor,2017,43.24167
jor,2018,42.23935
jpn,2013,33.39922
jpn,2014,33.08188
jpn,2016,35.11972
kaz,2017,0.70626
kaz,2018,0.65782
ken,1971,45.81306
ken,1972,44.51127
ken,1973,45.82791
ken,1974,55.77934
ken,1975,57.08672
ken,1976,63.44034
ken,1977,60.17412
ken,1980,59.76572
ken,1981,61.16454
ken,1982,62.07059
ken,1983,60.16398
ken,1984,62.21724
ken,1985,56.72068
ken,1986,57.48247
ken,1988,59.35081
ken,1989,57.06146
ken,1992,51.49883
ken,1993,49.74475
ken,1994,55.89884
ken,2000,68.08704
ken,2001,66.0845
ken,2003,62.9527
ken,2004,62.11754
ken,2006,54.10875
ken,2011,38.60215
ken,2012,34.18959
ken,2013,36.14856
ken,2014,36.08843
ken,2015,36.33889
khm,1998,69.4017
khm,2000,62.6465
khm,2001,74.36318
khm,2002,64.56828
khm,2009,51.02882
khm,2010,49.96293
khm,2011,49.4388
khm,2012,49.2463
khm,2013,49.70352
khm,2014,48.45392
kir,1970,32.73616
kir,1971,43.88112
kir,1974,52.7972
kir,1999,43.04423
kir,2000,39.00548
kir,2001,34.33454
kna,1985,49.28475
kna,1987,40.53721
kna,1989,40.66521
kna,1991,39.21008
kna,1992,29.86323
kna,1995,33.5351
kna,1998,49.28903
kna,2015,21.38185
kor,1970,67.53982
kor,1971,66.30573
kor,1972,60.96674
kor,1973,63.09199
kor,1975,52.18084
kor,1976,63.5317
kor,1977,58.78483
kor,1979,55.92366
kor,1980,47.91621
kor,1981,63.21511
kor,1982,34.90451
kor,1983,46.24193
kor,1984,45.90413
kor,1985,44.67247
kor,1986,44.5506
kor,1987,44.03656
kor,1988,52.99326
kor,1989,46.9202
kor,1990,43.64477
kor,1991,43.14039
kor,1992,42.21313
kor,1993,40.74375
kor,1994,44.51693
kor,1995,44.48925
kor,1998,39.58746
kor,1999,41.42457
kor,2016,31.69974
kwt,1973,31.6586
kwt,1974,49.53443
kwt,1975,51.57931
kwt,1976,48.33231
kwt,1977,26.36319
kwt,1979,55.12845
kwt,1980,69.93714
kwt,1982,62.07159
kwt,1983,71.35882
kwt,1984,66.38753
kwt,1985,51.0904
kwt,1986,49.64849
kwt,1992,26.89972
kwt,1996,35.20611
kwt,1997,68.47217
kwt,2001,18.77848
kwt,2002,18.77843
kwt,2004,18.81727
kwt,2005,19.83133
kwt,2006,20.41517
lao,1992,34.555
lao,1996,47.36466
lao,1997,42.05588
lao,2002,45.03373
lao,2005,62.53258
lao,2009,38.95958
lao,2010,46.46746
lao,2011,35.93258
lao,2012,43.56148
lao,2013,41.33919
lao,2014,40.64278
lbn,1993,55.49115
lbn,1994,56.29286
lbn,1995,79.89108
lbn,1996,80.93295
lbr,1978,14.3725
lbr,1980,14.44665
lbr,2012,30.72199
lbr,2018,42.38775
lby,1977,39.05171
lca,1972,49.80494
lca,1973,42.58194
lca,1974,50.56437
lca,1975,50.15004
lca,1976,46.75203
lca,1982,56.9756
lca,1986,51.07761
lca,1994,32.67026
lca,1999,61.06226
lca,2003,47.21373
lca,2004,47.21373
lca,2009,42.78284
lca,2010,42.279
lca,2011,42.30461
lca,2012,40.27038
lca,2013,37.07721
lca,2014,35.54416
lca,2015,34.17837
lca,2016,26.37935
lca,2018,35.06908
lie,2003,29.26718
lie,2004,29.00164
lie,2006,31.03178
lie,2007,30.56831
lie,2008,31.06497
lie,2011,38.62014
lka,1973,34.26739
lka,2009,28.30164
lka,2010,25.0467
lka,2011,24.21295
lka,2012,23.89616
lka,2013,22.99159
lka,2014,28.6699
lka,2015,28.30497
lka,2016,34.89671
lka,2017,33.3783
lka,2018,29.85557
lso,1972,49.43457
lso,1974,41.22438
lso,1983,41.4814
lso,1984,38.05741
lso,1985,37.08849
lso,1988,44.58263
lso,1989,45.46729
lso,1993,54.18747
lso,1994,49.93927
lso,1995,51.91154
lso,1997,37.14727
lso,1999,49.64197
lso,2000,48.63788
lso,2001,53.22691
lso,2005,43.03617
lso,2006,40.12473
lso,2008,35.99421
lso,2018,55.95786
ltu,2003,14.79363
ltu,2004,14.31399
ltu,2005,14.91719
ltu,2006,15.04472
ltu,2007,14.44313
ltu,2008,14.91504
ltu,2009,12.96967
ltu,2010,16.71388
ltu,2011,15.23921
ltu,2012,15.26518
ltu,2013,15.24667
ltu,2014,15.16924
ltu,2015,16.54827
ltu,2016,18.8941
lux,1970,39.76033
lux,1971,37.86893
lux,1972,39.11111
lux,1973,36.00755
lux,1975,39.31613
lux,1976,36.5919
lux,1977,38.59964
lux,1978,57.28126
lux,1979,57.55373
lux,1980,58.07812
lux,1981,56.40874
lux,1982,63.48637
lux,1983,40.99867
lux,1986,36.40378
lux,1987,37.41824
lux,1988,37.03171
lux,1989,36.20937
lux,1995,52.35302
lux,1996,54.17464
lux,2012,34.10333
lux,2014,30.8396
lux,2015,31.59853
lva,1998,18.778
lva,1999,20.14742
lva,2000,20.89552
lva,2001,19.23077
lva,2002,18.73112
lva,2003,17.16637
lva,2004,16.28647
lva,2006,25.35986
lva,2007,24.82457
lva,2008,26.67222
lva,2009,28.18896
lva,2010,28.48895
lva,2011,27.62784
lva,2012,28.14921
lva,2013,30.02162
lva,2014,30.04865
lva,2015,30.08773
lva,2016,32.01818
mac,1998,28.94882
mac,2000,24.80577
mac,2002,22.03611
mac,2003,24.79608
mar,1973,42.12786
mar,1974,40.86471
mar,1975,37.03899
mar,1976,34.41155
mar,1977,34.22582
mar,1978,36.38936
mar,1979,31.84017
mar,1980,33.95797
mar,1981,34.4131
mar,1982,33.21083
mar,1983,32.65835
mar,1984,35.15268
mar,1985,33.88333
mar,1986,34.28479
mar,1987,34.0609
mar,1988,34.19255
mar,1989,36.02484
mar,1990,33.34225
mar,1991,32.87037
mar,1995,34.79914
mar,1998,40.49369
mar,1999,38.93294
mar,2008,35.53307
mar,2009,37.72544
mco,1988,17.80952
mco,1989,16.77524
mco,1992,16.98797
mco,1995,16.66997
mco,1996,16.64834
mco,1997,15.31995
mco,1998,16.84608
mco,1999,17.23434
mco,2000,15.75302
mco,2004,15.39129
mco,2009,15.05183
mco,2010,15.25156
mco,2011,11.88624
mco,2012,10.25539
mco,2013,13.11917
mco,2014,15.99401
mco,2016,12.70133
mda,2007,17.11075
mda,2008,17.35672
mda,2009,17.88562
mda,2010,18.01822
mda,2011,18.8651
mda,2012,18.26737
mda,2014,22.69672
mda,2016,22.51997
mda,2017,22.73416
mda,2018,23.33213
mdg,1972,41.9637
mdg,1973,46.92022
mdg,1974,43.22447
mdg,1975,42.13665
mdg,1976,40.7289
mdg,1977,30.48485
mdg,1979,39.00951
mdg,1980,35.42633
mdg,1981,42.53324
mdg,1982,45.69773
mdg,1983,40.35615
mdg,1984,44.66023
mdg,1985,40.50954
mdg,1993,27.21057
mdg,1997,30.02267
mdg,1998,40.26915
mdg,2005,57.30637
mdg,2006,58.65435
mdg,2007,54.69952
mdg,2008,53.57201
mdg,2009,52.28206
mdg,2011,47.06569
mdg,2012,47.35179
mdv,2003,54.12831
mdv,2004,54.12893
mdv,2005,54.12952
mdv,2006,50.34166
mdv,2008,50.35274
mdv,2009,43.40023
mdv,2010,42.51502
mdv,2011,43.9081
mdv,2012,40.33419
mdv,2013,39.17938
mdv,2014,39.78179
mdv,2015,39.66326
mdv,2016,36.39613
mex,1989,24.29821
mex,1990,25.98012
mex,1991,32.90785
mex,1992,28.38588
mex,1994,38.83946
mex,1995,39.95337
mex,1998,35.39793
mex,1999,40.35094
mex,2000,40.35094
mex,2001,39.57124
mex,2002,39.16489
mex,2003,39.28331
mex,2004,40.00292
mex,2005,39.0791
mex,2006,38.82099
mex,2007,38.24865
mex,2008,37.20858
mex,2009,36.21646
mex,2010,35.98383
mex,2011,35.50244
mex,2012,34.66095
mex,2013,37.75482
mex,2014,32.75753
mex,2015,32.46972
mex,2016,32.45208
mhl,2002,45.47052
mkd,1992,57.38209
mkd,1993,58.16143
mkd,1994,54.79947
mkd,1995,55.00416
mkd,1996,54.51193
mli,1978,43.28328
mli,1980,38.48803
mli,1981,41.27782
mli,1982,43.04532
mli,1986,48.28747
mli,1998,44.71073
mli,1999,44.71151
mli,2008,39.02518
mli,2009,43.99744
mli,2010,25.28056
mli,2011,38.46856
mli,2012,38.31502
mli,2013,39.45815
mli,2014,43.18799
mli,2015,45.132
mli,2016,39.57861
mli,2017,44.67033
mlt,1973,34.83316
mlt,1974,29.07281
mlt,1975,29.99532
mlt,1976,25.07859
mlt,1977,23.9369
mlt,1978,28.0434
mlt,1979,31.62969
mlt,1981,31.63084
mlt,1982,30.72102
mlt,1983,29.3477
mlt,1984,30.17456
mlt,1985,28.12445
mlt,1986,28.05024
mlt,1987,29.21888
mlt,1988,23.89599
mlt,1989,25.96143
mlt,1990,24.33905
mlt,1991,22.77983
mlt,1992,22.33633
mlt,1998,23.57741
mlt,2002,25.02397
mlt,2004,21.09898
mlt,2007,21.78029
mlt,2008,23.11467
mlt,2009,21.98299
mlt,2010,21.64769
mlt,2011,14.78764
mlt,2012,22.72691
mlt,2013,20.23959
mlt,2014,21.017
mlt,2015,24.27479
mmr,1995,41.23131
mmr,2011,50.48816
mmr,2017,35.97823
mmr,2018,39.33033
mmr,2019,36.32866
mng,2004,25.06783
mng,2007,26.71402
mng,2009,27.37934
mng,2010,26.89597
mng,2011,32.73583
mng,2012,18.39382
mng,2013,22.57306
mng,2014,24.35391
mng,2015,26.44065
mng,2016,28.74937
mng,2017,32.2161
moz,2006,57.6559
moz,2012,51.92901
moz,2013,49.24664
mrt,1997,55.14449
mrt,1999,54.48709
mrt,2008,42.63684
mrt,2010,47.54608
mrt,2011,45.07309
mrt,2012,47.26514
mrt,2013,43.20938
mrt,2016,55.90347
mus,1971,65.51164
mus,1972,66.19293
mus,1973,66.62862
mus,1975,60.82558
mus,1977,48.25275
mus,1978,37.73523
mus,1981,42.02141
mus,1982,45.74468
mus,1983,47.68288
mus,1984,47.41181
mus,1985,44.3683
mus,1986,48.86854
mus,1987,47.05297
mus,1988,47.00066
mus,1989,45.50774
mus,1990,43.40696
mus,1991,36.14823
mus,2001,33.17422
mus,2002,30.528
mus,2003,31.40319
mus,2004,29.93843
mus,2005,27.16528
mus,2006,26.24491
mus,2008,28.39471
mus,2009,26.45663
mus,2010,26.96169
mus,2011,27.10349
mus,2012,26.41398
mus,2013,27.47102
mus,2014,22.6824
mus,2015,20.61997
mus,2016,21.64483
mus,2017,23.05301
mus,2018,22.82639
mwi,1971,31.77044
mwi,1972,35.27064
mwi,1973,35.93692
mwi,1974,37.95497
mwi,1975,43.4685
mwi,1976,43.91708
mwi,1986,33.01345
mwi,1987,36.66392
mwi,1988,40.3883
mwi,1989,32.57827
mwi,1990,40.26324
mwi,1995,44.0986
mwi,1996,57.86811
mwi,1999,65.2558
mwi,2000,52.8109
mwi,2001,45.22538
mwi,2003,54.9243
mwi,2010,34.76037
mwi,2011,34.64087
mwi,2013,36.73603
mwi,2014,49.47836
mwi,2015,43.9515
mwi,2016,43.92015
mys,1971,44.81643
mys,1979,36.35774
mys,1980,34.19528
mys,1981,32.10169
mys,1982,32.35367
mys,1984,36.40788
mys,1985,34.62081
mys,1986,35.50192
mys,1987,35.96844
mys,1992,34.62737
mys,1993,33.47474
mys,1994,34.9788
mys,1995,28.57882
mys,1996,31.45653
mys,1997,28.13364
mys,2000,27.16796
mys,2001,27.79817
mys,2002,31.18679
mys,2003,29.27681
mys,2004,29.57187
mys,2006,27.70714
mys,2007,29.82499
mys,2008,39.06479
mys,2009,27.67631
mys,2010,28.5825
mys,2011,29.27143
mys,2012,33.58851
mys,2013,32.14839
mys,2014,32.2474
mys,2015,33.197
mys,2016,33.78704
mys,2017,33.75627
mys,2018,34.03561
nam,1999,58.46612
nam,2000,58.7878
nam,2001,58.7878
nam,2002,60.046
nam,2003,63.13306
nam,2006,60.87177
nam,2008,47.60078
nam,2010,40.01321
nam,2014,16.86639
ner,1971,61.97231
ner,1990,47.60296
ner,1991,60.62532
ner,1992,47.16972
ner,1993,62.07495
ner,1994,60.57187
ner,1995,62.0369
ner,1996,59.73396
ner,2003,72.6454
ner,2006,69.48496
ner,2007,70.09502
ner,2008,69.34212
ner,2009,63.41115
ner,2010,60.97789
ner,2011,56.36256
ner,2012,51.94162
ner,2013,53.25917
ner,2014,52.18609
ner,2015,45.77702
ner,2016,50.66764
ner,2017,48.11675
nga,1974,23.97476
nga,1975,16.35251
nic,1970,64.37376
nic,1971,53.49021
nic,1979,49.73921
nic,1980,38.22499
nic,1982,35.4818
nic,1984,28.752
nic,1987,35.63958
nic,1992,58.15235
nic,2010,39.81187
nld,1970,20.68645
nld,1971,20.20762
nld,1972,23.13863
nld,1973,22.3775
nld,1974,20.38358
nld,1975,21.84598
nld,1976,21.37212
nld,1977,21.5846
nld,1978,21.8317
nld,1979,21.32021
nld,1980,20.99808
nld,1981,20.99206
nld,1982,20.80083
nld,1983,19.60565
nld,1984,17.87355
nld,1985,27.60823
nld,1986,27.19401
nld,1987,23.77715
nld,1988,25.04237
nld,1990,18.98446
nld,1991,19.43047
nld,1993,22.60037
nld,1994,22.64591
nld,1995,23.0686
nld,1996,23.46146
nld,1998,24.85826
nld,2015,22.34611
nld,2016,21.22068
nld_curacao,2013,27.46553
nor,1972,51.52547
nor,1973,48.98759
nor,1974,49.16784
nor,1975,52.22269
nor,1976,47.95665
nor,1977,49.22716
nor,1978,46.86009
nor,1980,47.39903
nor,1981,47.70941
nor,1982,47.16693
nor,1983,46.28382
nor,1984,45.15801
nor,1985,44.8508
nor,1986,44.73121
nor,1987,44.90979
nor,1988,44.33834
nor,1989,42.47251
nor,1990,38.54266
nor,1991,38.01883
nor,1992,36.24856
nor,1994,31.3644
nor,1995,30.98489
nor,1996,32.43229
nor,1997,38.99253
nor,1998,26.33783
nor,2002,25.469
nor,2003,26.63089
nor,2004,25.24975
nor,2005,25.02401
nor,2006,25.63983
nor,2007,25.00246
nor,2008,25.21059
nor,2009,26.05567
nor,2010,26.66643
nor,2011,25.95561
nor,2012,22.03195
nor,2013,22.33785
nor,2014,21.61796
nor,2015,23.7194
nor,2016,22.83837
npl,1998,51.20334
npl,1999,48.29229
npl,2000,55.02941
npl,2001,55.3618
npl,2002,59.21355
npl,2003,56.471
npl,2008,62.3792
npl,2009,62.97432
npl,2010,55.70124
npl,2011,54.50737
npl,2012,54.24189
npl,2013,54.78521
npl,2014,53.47322
npl,2015,53.77015
nru,2002,67.4942
nzl,1973,35.45169
nzl,1974,35.83444
nzl,1975,35.68143
nzl,1976,34.08818
nzl,1977,34.58152
nzl,1978,34.52067
nzl,1979,36.45279
nzl,1980,37.07997
nzl,1981,35.07514
nzl,1982,36.4123
nzl,1984,38.3381
nzl,1985,38.10102
nzl,1986,36.70706
nzl,1987,35.10006
nzl,1988,34.12864
nzl,1989,28.98833
nzl,1994,24.0082
nzl,1995,24.88237
nzl,1996,26.78959
nzl,1997,26.78767
nzl,2013,23.02841
nzl,2014,22.99917
nzl,2015,23.23655
nzl,2016,26.12523
omn,1986,53.08919
omn,1987,54.19444
omn,1988,52.66909
omn,1989,52.95274
omn,1990,54.38652
omn,1991,53.15661
omn,1992,51.24276
omn,1993,48.51028
omn,1994,47.32726
omn,1995,46.9806
omn,1996,42.64121
omn,1997,40.93494
omn,1998,39.07727
omn,1999,37.41781
omn,2001,37.93771
omn,2002,46.80582
omn,2004,47.97666
omn,2005,50.5356
omn,2009,32.95369
pak,1971,28.08761
pak,1972,34.557
pak,1973,31.52232
pak,1974,31.45144
pak,1975,31.04327
pak,1976,30.83547
pak,1977,30.43984
pak,1978,24.95157
pak,1979,33.6715
pak,1980,38.62661
pak,1981,34.0006
pak,1982,32.4993
pak,1983,32.33818
pak,1984,33.81281
pak,1985,32.1205
pak,1986,30.96876
pak,1987,31.66449
pak,1989,42.86878
pak,1990,43.6587
pak,1991,42.43514
pak,1992,44.26639
pak,1993,44.76807
pak,1994,46.84936
pak,1995,48.21368
pak,1996,47.27418
pak,1997,52.00069
pak,2013,32.6824
pak,2014,35.13516
pak,2015,31.0512
pan,1970,37.94416
pan,1971,45.72206
pan,1972,41.01487
pan,1973,43.62464
pan,1974,42.85133
pan,1975,38.64591
pan,1976,39.81795
pan,1977,41.18099
pan,1978,45.57086
pan,1979,47.02164
pan,1980,45.51578
pan,1981,39.4821
pan,1982,34.83168
pan,1983,36.57956
pan,1984,40.29018
pan,1985,39.05199
pan,1986,42.50169
pan,1987,37.92627
pan,1994,31.38087
pan,1995,30.38158
pan,1996,29.69861
pan,1997,31.59261
pan,1999,38.41875
pan,2000,37.61984
pan,2001,33.40638
pan,2002,32.0895
pan,2004,34.51866
pan,2011,23.47102
per,1973,37.40325
per,1996,30.66019
per,1998,40.28828
per,1999,41.34381
per,2000,41.85999
per,2001,38.96946
per,2002,37.06412
per,2003,35.9535
per,2004,37.22076
per,2005,35.5932
per,2006,40.44302
per,2007,40.88647
per,2008,40.47731
per,2009,40.3786
per,2010,39.86038
per,2011,38.83053
per,2012,36.6123
per,2013,39.69055
per,2014,38.47043
per,2015,36.48986
per,2016,34.8408
per,2017,33.48605
per,2018,33.88491
phl,1980,59.02879
phl,1982,49.96248
phl,1983,61.0747
phl,1986,57.36311
phl,1995,59.35603
phl,1996,52.45964
phl,1997,59.44179
phl,2000,60.45892
phl,2001,60.44693
phl,2002,57.51813
phl,2003,59.06715
phl,2004,54.32305
phl,2005,51.99414
phl,2007,50.47004
phl,2008,50.63602
phl,2009,54.97509
plw,2001,44.86443
png,1972,25.96102
png,1977,30.07011
pol,2002,33.71073
pol,2003,33.37789
pol,2004,31.5182
pol,2005,30.95879
pol,2006,32.53095
pol,2007,32.28669
pol,2008,31.04745
pol,2009,31.04314
pol,2010,31.03347
pol,2011,30.71056
pol,2012,30.47298
pol,2013,30.3008
pol,2014,31.41403
pol,2015,30.84707
pol,2016,31.70244
pri,1971,76.6131
pri,1972,78.49988
pri,1973,77.79463
pri,1974,62.52563
pri,1975,66.6416
pri,1976,68.89455
pri,1977,70.0923
pri,1978,71.58891
pri,2013,21.64043
pri,2014,22.00395
prt,1973,35.68976
prt,1974,41.71137
prt,1975,55.32453
prt,1976,43.66672
prt,1978,51.19757
prt,1979,51.2477
prt,1980,53.61477
prt,1981,52.82848
prt,1982,52.55446
prt,1983,52.34673
prt,1984,51.34441
prt,1985,47.93685
prt,1986,47.77972
prt,1987,47.07748
prt,1988,45.003
prt,1989,42.24882
prt,1990,41.55383
prt,1991,39.60478
prt,1992,36.30179
prt,1993,35.91527
prt,1994,33.33605
prt,1995,33.35049
prt,1996,30.20131
prt,1999,29.53307
prt,2000,29.94187
prt,2001,30.30813
prt,2002,30.97305
prt,2003,30.37897
prt,2004,31.25675
prt,2005,30.64015
prt,2006,30.1717
prt,2007,27.90047
prt,2008,28.82131
prt,2009,27.01513
prt,2010,26.9713
prt,2011,27.67996
prt,2012,28.56929
prt,2013,29.68287
prt,2014,29.88879
prt,2015,28.9628
pry,1970,61.91978
pry,1971,66.3324
pry,1985,32.47326
pry,1990,43.88536
pry,2000,46.40348
pry,2001,47.26645
pry,2002,46.87771
pry,2003,46.44362
pry,2004,46.62214
pry,2007,39.21369
pry,2010,38.50655
pry,2011,30.24235
pry,2012,38.25415
pry,2016,36.43652
qat,1971,43.7716
qat,1972,42.94566
qat,1973,41.50229
qat,1976,37.61562
qat,1977,34.38191
qat,1978,48.06094
qat,2009,17.63843
rou,1996,36.4129
rou,2003,15.90884
rou,2004,13.96431
rou,2005,13.76993
rou,2006,37.22773
rou,2007,19.89485
rou,2008,18.89312
rou,2009,18.42169
rou,2010,16.40806
rou,2011,15.80244
rou,2012,15.91537
rou,2014,13.71868
rou,2015,13.31386
rou,2016,12.49516
rwa,1978,65.92343
rwa,1979,61.28687
rwa,1980,64.79094
rwa,1981,74.72908
rwa,1987,62.32945
rwa,1988,62.36084
rwa,1989,63.7635
rwa,2000,48.17785
rwa,2007,46.26699
rwa,2008,45.59538
rwa,2010,36.73722
rwa,2011,31.8464
rwa,2012,36.24898
rwa,2013,30.11024
rwa,2015,32.66495
rwa,2016,34.61112
rwa,2018,28.56429
sdn,1971,41.06197
sdn,1981,45.07534
sen,1998,39.8846
sen,2005,41.80923
sen,2006,45.30008
sen,2008,44.92799
sen,2009,47.5286
sen,2010,43.21233
sen,2011,41.34595
sen,2012,42.05119
sen,2013,35.58587
sen,2014,34.85562
sen,2015,34.16164
sen,2016,31.31751
sen,2018,31.67194
sgp,1971,42.25409
sgp,1972,40.55985
sgp,1973,38.31698
sgp,1974,37.52703
sgp,1975,39.95515
sgp,1976,37.8327
sgp,1977,40.16709
sgp,1978,40.11814
sgp,1979,40.28837
sgp,1980,37.66828
sgp,1981,36.75049
sgp,1982,32.84236
sgp,1983,32.89335
sgp,1988,27.62849
sgp,2008,22.46982
sgp,2009,21.6226
sgp,2010,20.82998
sgp,2011,20.24218
sgp,2012,20.56534
sgp,2013,21.98366
slb,1971,34.02406
slb,1991,56.29228
sle,2007,52.04204
sle,2008,50.16805
sle,2009,48.89005
sle,2010,50.72296
sle,2011,52.55665
sle,2012,49.53167
sle,2013,48.85806
sle,2014,43.09439
sle,2016,35.65482
sle,2017,20.38712
sle,2018,31.02487
slv,1975,58.0547
slv,1998,58.19067
slv,1999,58.62344
slv,2000,53.43486
slv,2002,58.58606
slv,2003,57.18156
slv,2005,51.00015
slv,2006,48.41582
slv,2007,46.39688
slv,2008,37.99142
slv,2010,42.66873
slv,2012,42.75137
slv,2013,42.76012
slv,2014,42.48886
slv,2015,40.6445
slv,2016,47.18061
slv,2017,45.60598
slv,2018,46.16494
smr,1975,54.80683
smr,1981,49.67143
smr,1982,31.0846
smr,1984,29.6295
smr,1990,32.52659
smr,1991,30.88836
smr,1992,31.12373
smr,1993,30.85884
smr,1994,32.0867
smr,1995,31.50663
smr,1996,31.02503
smr,2010,31.69543
smr,2011,33.32141
smr,2017,34.43817
som,1972,46.4064
som,1973,43.80531
srb,2007,48.1122
srb,2008,47.23863
srb,2009,47.13679
srb,2010,45.85546
srb,2011,45.2564
srb,2015,45.33953
ssd,2011,62.5572
ssd,2013,62.42745
ssd,2014,57.53555
ssd,2015,53.77061
ssd,2016,36.35943
ssd,2017,48.57579
stp,2012,51.52398
stp,2013,53.29614
stp,2014,55.81724
svk,1992,28.33195
svk,1993,27.59678
svk,1994,28.367
svk,1995,30.30516
svk,1996,31.07429
svk,1997,35.18151
svk,1999,14.28788
svk,2000,15.64118
svk,2001,14.89417
svk,2002,13.72957
svk,2003,14.95036
svk,2004,13.39768
svk,2005,17.14019
svk,2006,17.59988
svk,2007,18.45534
svk,2008,17.98809
svk,2009,18.40057
svk,2010,20.6537
svk,2011,19.04558
svk,2012,18.77111
svk,2013,19.65779
svk,2014,19.05136
svk,2015,19.12471
svk,2016,22.21594
svn,1991,23.61317
svn,1992,22.87419
svn,1993,22.18496
svn,1994,21.53282
svn,1995,19.74418
svn,2001,19.32354
svn,2002,20.91726
svn,2003,21.76347
svn,2010,28.52712
svn,2011,28.08915
svn,2012,27.77726
svn,2013,27.93278
svn,2014,28.23871
svn,2015,28.33658
svn,2016,28.76522
swe,1979,42.29683
swe,1980,36.04268
swe,1981,48.21922
swe,1990,51.46103
swe,1991,54.52239
swe,1992,52.54968
swe,1993,48.837
swe,1995,26.20979
swe,1996,26.83324
swe,1998,26.33369
swe,1999,26.51768
swe,2000,27.89425
swe,2001,27.32787
swe,2002,27.98942
swe,2003,27.55029
swe,2004,26.9065
swe,2005,26.23802
swe,2006,24.90185
swe,2007,25.0466
swe,2008,24.60966
swe,2009,24.07469
swe,2010,24.2866
swe,2011,24.25941
swe,2012,21.98401
swe,2013,22.37995
swe,2014,22.78019
swe,2015,23.34384
swe,2016,24.1059
swz,1976,29.23349
swz,1977,27.86692
swz,1978,23.39162
swz,1979,35.28195
swz,1980,40.34066
swz,1981,44.85985
swz,1982,45.34571
swz,1987,36.48149
swz,1988,37.48341
swz,1989,30.32368
swz,1990,33.45736
swz,1994,27.05456
swz,1995,29.18774
swz,1996,36.03027
swz,1999,33.15343
swz,2000,35.3591
