geo,time,si_pov_gaps
chl,1992,1.5
chl,1994,1.8
chl,1996,1.2
chl,1998,1.3
chl,2000,1.8
chl,2003,1.7
chl,2006,0.5
chl,2009,0.5
chl,2011,0.2
chl,2013,0.2
chl,2015,0.1
chl,2017,0.2
chl,2020,0.4
chn,1990,24.1
chn,1993,20.4
chn,1996,12.9
chn,1999,13.1
chn,2002,10.1
chn,2005,4.9
chn,2008,3.9
chn,2010,2.7
chn,2011,1.8
chn,2012,1.4
chn,2013,0.4
chn,2014,0.3
chn,2015,0.2
chn,2016,0.1
chn,2017,0.1
chn,2018,0.1
chn,2019,0
civ,1985,2.2
civ,1986,0.7
civ,1987,1.8
civ,1988,2.8
civ,1992,7.2
civ,1995,5.2
civ,1998,8.3
civ,2002,7.7
civ,2008,11
civ,2015,9.8
civ,2018,1.8
cmr,1996,17
cmr,2001,7
cmr,2007,9.4
cmr,2014,8.4
cod,2004,64.1
cod,2012,39.3
cog,2005,22.9
cog,2011,16.2
col,1992,4.7
col,1996,9.2
col,1999,11.1
col,2000,11.1
col,2001,10.4
col,2002,4.8
col,2003,4.6
col,2004,3.7
col,2005,3.4
col,2008,4.1
col,2009,3.4
col,2010,2.8
col,2011,2.3
col,2012,2.3
col,2013,2.2
col,2014,2
col,2015,1.7
col,2016,1.8
col,2017,1.6
col,2018,1.7
col,2019,1.9
col,2020,5.4
com,2004,4.3
com,2014,6.8
cpv,2001,4.7
cpv,2007,1.9
cpv,2015,0.7
cri,1981,11
cri,1986,5.8
cri,1989,5.8
cri,1990,5.4
cri,1991,5.8
cri,1992,4.9
cri,1993,4.6
cri,1994,3.6
cri,1995,3.8
cri,1996,4.3
cri,1997,3.1
cri,1998,2.4
cri,1999,3.1
cri,2000,3.3
cri,2001,2.2
cri,2002,2.1
cri,2003,2
cri,2004,1.8
cri,2005,1.1
cri,2006,1.2
cri,2007,0.7
cri,2008,0.9
cri,2009,1.1
cri,2010,0.7
cri,2011,0.6
cri,2012,0.6
cri,2013,0.6
cri,2014,0.6
cri,2015,0.6
cri,2016,0.5
cri,2017,0.4
cri,2018,0.6
cri,2019,0.4
cri,2020,0.9
cyp,2004,0.1
cyp,2005,0
cyp,2006,0
cyp,2007,0
cyp,2008,0
cyp,2009,0.1
cyp,2010,0
cyp,2011,0
cyp,2012,0
cyp,2013,0
cyp,2014,0.1
cyp,2015,0
cyp,2016,0
cyp,2017,0
cyp,2018,0
cyp,2019,0.2
cze,1992,0
cze,1993,0
cze,1996,0
cze,2002,0
cze,2004,0
cze,2005,0
cze,2006,0
cze,2007,0
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,1991,0
deu,1992,0
deu,1993,0
deu,1994,0.1
deu,1995,0.1
deu,1996,0
deu,1997,0
deu,1998,0
deu,1999,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0.1
deu,2018,0
dji,2002,5.9
dji,2012,7.8
dji,2013,7.4
dji,2017,5.6
dnk,1987,0.5
dnk,1992,0.5
dnk,1995,0
dnk,2000,0
dnk,2003,0.2
dnk,2004,0.2
dnk,2005,0.1
dnk,2006,0
dnk,2007,0
dnk,2008,0.1
dnk,2009,0.1
dnk,2010,0
dnk,2011,0
dnk,2012,0
dnk,2013,0.3
dnk,2014,0.1
dnk,2015,0.1
dnk,2016,0.2
dnk,2017,0.1
dnk,2018,0.1
dnk,2019,0.2
dom,1986,1.8
dom,1989,3.6
dom,1992,1.6
dom,1996,1.9
dom,1997,2.1
dom,2000,1.9
dom,2001,1.2
dom,2002,2
dom,2003,2.3
dom,2004,2.8
dom,2005,1.8
dom,2006,1.3
dom,2007,1.3
dom,2008,1.1
dom,2009,0.9
dom,2010,0.6
dom,2011,0.7
dom,2012,0.7
dom,2013,0.5
dom,2014,0.5
dom,2015,0.5
dom,2016,0.5
dom,2017,0.3
dom,2018,0.1
dom,2019,0.2
dom,2020,0.3
dza,1988,0.8
dza,1995,1.1
dza,2011,0.2
ecu,1994,7.7
ecu,1999,9.8
ecu,2000,11.7
ecu,2003,5.8
ecu,2004,6.2
ecu,2005,4.5
ecu,2006,2.9
ecu,2007,3.2
ecu,2008,2.9
ecu,2009,2.6
ecu,2010,1.9
ecu,2011,1.8
ecu,2012,1.5
ecu,2013,1
ecu,2014,0.8
ecu,2015,1.2
ecu,2016,1.3
ecu,2017,1.1
ecu,2018,1
ecu,2019,1.1
ecu,2020,2.1
egy,1990,1.3
egy,1995,0.8
egy,1999,0.4
egy,2004,0.8
egy,2008,0.7
egy,2010,0.3
egy,2012,0.2
egy,2015,0.2
egy,2017,0.6
esp,1980,0.3
esp,1985,0
esp,1990,0.3
esp,1995,0.8
esp,2000,0.2
esp,2003,0.6
esp,2004,0.6
esp,2005,0.6
esp,2006,0.6
esp,2007,0.3
esp,2008,0.4
esp,2009,0.6
esp,2010,0.5
esp,2011,0.9
esp,2012,0.6
esp,2013,0.8
esp,2014,0.5
esp,2015,0.6
esp,2016,0.7
esp,2017,0.5
esp,2018,0.6
esp,2019,0.6
est,2003,1.2
est,2004,0.5
est,2005,0.3
est,2006,0.4
est,2007,0.3
est,2008,0.2
est,2009,0.2
est,2010,0.4
est,2011,0.5
est,2012,0.4
est,2013,0.6
est,2014,0.5
est,2015,0.4
est,2016,0.3
est,2017,0.2
est,2018,0.2
est,2019,0.3
eth,1995,27.8
eth,1999,17.4
eth,2004,9.2
eth,2010,9.8
eth,2015,8.9
fin,1987,0
fin,1991,0
fin,1995,0
fin,2000,0
fin,2003,0
fin,2004,0
fin,2005,0
fin,2006,0.1
fin,2007,0
fin,2008,0
fin,2009,0
fin,2010,0
fin,2011,0
fin,2012,0
fin,2013,0.1
fin,2014,0
fin,2015,0.1
fin,2016,0
fin,2017,0.1
fin,2018,0
fin,2019,0
fji,2002,0.4
fji,2008,0.2
fji,2013,0.1
fji,2019,0.3
fra,1978,0.6
fra,1984,1.1
fra,1989,0.8
fra,1994,0
fra,2000,0
fra,2003,0.1
fra,2004,0
fra,2005,0
fra,2006,0
fra,2007,0
fra,2008,0
fra,2009,0
fra,2010,0
fra,2011,0
fra,2012,0
fra,2013,0
fra,2014,0
fra,2015,0.1
fra,2016,0.1
fra,2017,0
fra,2018,0
fsm,2005,1.6
fsm,2013,5.5
gab,2005,1.8
gab,2017,0.8
gbr,1969,0.1
gbr,1974,0.1
gbr,1979,0.1
gbr,1986,0.5
gbr,1991,0.1
gbr,1994,0.2
gbr,1995,0.1
gbr,1996,0.1
gbr,1997,0.1
gbr,1998,0.1
gbr,1999,0.2
gbr,2000,0.2
gbr,2001,0.2
gbr,2002,0.2
gbr,2003,0.2
gbr,2004,0.2
gbr,2005,0.3
gbr,2006,0.1
gbr,2007,0.2
gbr,2008,0.2
gbr,2009,0.1
gbr,2010,0.1
gbr,2011,0.3
gbr,2012,0.1
gbr,2013,0.1
gbr,2014,0.1
gbr,2015,0.1
gbr,2016,0.1
gbr,2017,0.2
geo,1996,1
geo,1997,5.6
geo,1998,5.4
geo,1999,6.4
geo,2000,6.9
geo,2001,6.5
geo,2002,3
geo,2003,3.2
geo,2004,3.1
geo,2005,3.2
geo,2006,3.1
geo,2007,3.4
geo,2008,2.9
geo,2009,3
geo,2010,3.6
geo,2011,3.5
geo,2012,2.4
geo,2013,1.6
geo,2014,1.2
geo,2015,0.9
geo,2016,0.9
geo,2017,1.2
geo,2018,1.2
geo,2019,0.8
geo,2020,1.1
gha,1987,13.4
gha,1988,12.9
gha,1991,16.7
gha,1998,11.5
gha,2005,7.6
gha,2012,3.2
gha,2016,4.4
gin,1991,62.2
gin,1994,19.8
gin,2002,26.9
gin,2007,22.7
gin,2012,10.6
gin,2018,5.6
gmb,1998,36.3
gmb,2003,17.9
gmb,2010,7.6
gmb,2015,2.3
gnb,1991,23.5
gnb,1993,16
gnb,2002,20.1
gnb,2010,32
gnb,2018,5.6
grc,1995,1.1
grc,2000,0.4
grc,2003,0.4
grc,2004,0.5
grc,2005,0.2
grc,2006,0.3
grc,2007,0.4
grc,2008,0.3
grc,2009,0.5
grc,2010,0.7
grc,2011,0.9
grc,2012,0.6
grc,2013,0.3
grc,2014,0.8
grc,2015,0.8
grc,2016,0.6
grc,2017,0.4
grc,2018,0.1
grc,2019,0.4
gtm,1986,23.6
gtm,1989,17.7
gtm,1998,5.1
gtm,2000,3.3
gtm,2006,3.8
gtm,2014,2.6
guy,1992,10.5
guy,1998,5.8
hnd,1989,19.5
hnd,1990,21.2
hnd,1991,13.8
hnd,1992,11.1
hnd,1993,9.1
hnd,1994,10.9
hnd,1995,11.4
hnd,1996,13.7
hnd,1997,8
hnd,1998,13.3
hnd,1999,13.2
hnd,2001,9.1
hnd,2002,10.3
hnd,2003,12.9
hnd,2004,12.3
hnd,2005,13.3
hnd,2006,10.8
hnd,2007,6.7
hnd,2008,6.8
hnd,2009,4.9
hnd,2010,5.5
hnd,2011,6.3
hnd,2012,7.6
hnd,2013,6
hnd,2014,5
hnd,2015,5
hnd,2016,6.2
hnd,2017,5.7
hnd,2018,5.8
hnd,2019,5
hrv,2009,0.7
hrv,2010,0.9
hrv,2011,0.4
hrv,2012,0.5
hrv,2013,0.5
hrv,2014,0.6
hrv,2015,0.4
hrv,2016,0.3
hrv,2017,0.3
hrv,2018,0.2
hrv,2019,0.2
hti,2012,8
hun,2004,0.1
hun,2005,0.3
hun,2006,0.1
hun,2007,0
hun,2008,0
hun,2009,0
hun,2010,0
hun,2011,0
hun,2012,0.2
hun,2013,0
hun,2014,0.4
hun,2015,0.3
hun,2016,0.7
hun,2017,0.3
hun,2018,0.1
hun,2019,0.1
idn,1984,25.4
idn,1987,23.7
idn,1990,16.1
idn,1993,15.9
idn,1996,11.4
idn,1998,20.3
idn,1999,8.6
idn,2000,7.7
idn,2001,6.4
idn,2002,3.3
idn,2003,3.5
idn,2004,4.4
idn,2005,3.5
idn,2006,5.4
idn,2007,3.9
idn,2008,3.6
idn,2009,2.9
idn,2010,2.3
idn,2011,1.8
idn,2012,1.4
idn,2013,1.1
idn,2014,0.9
idn,2015,0.9
idn,2016,0.8
idn,2017,0.6
idn,2018,0.5
idn,2019,0.3
idn,2020,0.2
idn,2021,0.3
ind,1977,21.8
ind,1983,17.9
ind,1987,14.5
ind,1993,12.8
ind,2004,9.8
ind,2009,7.5
ind,2011,4.6
irl,1987,0.3
irl,1994,0.1
irl,1995,0.1
irl,1996,0.1
irl,2000,0
irl,2002,0
irl,2003,0.1
irl,2004,0
irl,2005,0
irl,2006,0.1
irl,2007,0
irl,2008,0.1
irl,2009,0.4
irl,2010,0.3
irl,2011,0.4
irl,2012,0.1
irl,2013,0.5
irl,2014,0.3
irl,2015,0.3
irl,2016,0.1
irl,2017,0.2
irl,2018,0
irn,1986,1.6
irn,1990,1.6
irn,1994,0.6
irn,1998,0.5
irn,2005,0.1
irn,2006,0.1
irn,2009,0.3
irn,2013,0
irn,2014,0.1
irn,2015,0.1
irn,2016,0.1
irn,2017,0.1
irn,2018,0.1
irn,2019,0.1
irq,2006,0.2
irq,2012,0.3
isl,2003,0
isl,2004,0.1
isl,2005,0
isl,2006,0.1
isl,2007,0
isl,2008,0
isl,2009,0.1
isl,2010,0.1
isl,2011,0.1
isl,2012,0
isl,2013,0
isl,2014,0
isl,2015,0
isl,2016,0
isl,2017,0
isr,1979,0
isr,1986,0.1
isr,1992,0
isr,1997,0.2
isr,2001,0
isr,2002,0.3
isr,2003,0.2
isr,2004,0.3
isr,2005,0.3
isr,2006,0.1
isr,2007,0.2
isr,2008,0.2
isr,2009,0.2
isr,2010,0.1
isr,2011,0.1
isr,2012,0.3
isr,2013,0.2
isr,2014,0.2
isr,2015,0.2
isr,2016,0
isr,2017,0.2
isr,2018,0.2
ita,1986,0.1
ita,1987,1
ita,1989,0
ita,1991,0.2
ita,1993,0.8
ita,1995,0.5
ita,1998,1.4
ita,2000,1.1
ita,2003,0.5
ita,2004,0.5
ita,2005,0.5
ita,2006,0.5
ita,2007,0.5
ita,2008,0.5
ita,2009,0.6
ita,2010,0.9
ita,2011,0.9
ita,2012,0.8
ita,2013,1.1
ita,2014,0.9
ita,2015,1.4
ita,2016,1.2
ita,2017,1.1
ita,2018,1
jam,1988,1.7
jam,1990,0.9
jam,1993,2.6
jam,1996,0.8
jam,1999,0.7
jam,2002,0.7
jam,2004,0.4
jor,1986,0
jor,1992,0.5
jor,1997,0.3
jor,2002,0.1
jor,2006,0
jor,2008,0
jor,2010,0
jpn,2008,0.2
jpn,2010,0
jpn,2013,0.2
kaz,1996,1.5
kaz,2001,2.2
kaz,2002,1.1
kaz,2003,0.7
kaz,2004,0.3
kaz,2005,1.3
kaz,2006,0.1
kaz,2007,0
kaz,2008,0
kaz,2009,0
kaz,2010,0
kaz,2011,0
kaz,2012,0
kaz,2013,0
kaz,2014,0
kaz,2015,0
kaz,2016,0
kaz,2017,0
kaz,2018,0
ken,1992,11.9
ken,1994,11.4
ken,1997,9.9
ken,2005,16.4
ken,2015,11.7
kgz,2000,9.2
kgz,2001,7.4
kgz,2002,6.9
kgz,2003,4.7
kgz,2004,2.1
kgz,2005,2.2
kgz,2006,1.3
kgz,2007,1.5
kgz,2008,0.5
kgz,2009,0.2
kgz,2010,0.9
kgz,2011,0.1
kgz,2012,0.6
kgz,2013,0.3
kgz,2014,0.2
kgz,2015,0.3
kgz,2016,0.2
kgz,2017,0.2
kgz,2018,0.1
kgz,2019,0.1
kgz,2020,0.2
kir,2006,3.3
kir,2019,0.2
kor,2006,0.2
kor,2008,0.2
kor,2010,0.2
kor,2012,0.1
kor,2014,0.1
kor,2016,0
kos,2003,0.2
kos,2005,0.8
kos,2006,0.5
kos,2009,0.5
kos,2010,0.4
kos,2011,0.2
kos,2012,0.1
kos,2013,0.1
kos,2014,0.2
kos,2015,0.1
kos,2016,0.1
kos,2017,0.2
lao,1992,7
lao,1997,15
lao,2002,7.5
lao,2007,5.9
lao,2012,3
lao,2018,1.8
lbn,2011,0
lbr,2007,30.3
lbr,2014,13.1
lbr,2016,14.5
lca,1995,12.7
lca,2016,2.6
lka,1985,2.8
lka,1990,1.6
lka,1995,1.7
lka,2002,1.5
lka,2006,0.7
lka,2009,0.5
lka,2012,0.3
lka,2016,0.1
lso,1986,24.3
lso,1994,28.6
lso,2002,32.5
lso,2017,9.4
ltu,2004,1.3
ltu,2005,0.9
ltu,2006,0.7
ltu,2007,0.8
ltu,2008,0.9
ltu,2009,1.2
ltu,2010,1
ltu,2011,0.5
ltu,2012,0.7
ltu,2013,0.5
ltu,2014,0.7
ltu,2015,0.5
ltu,2016,0.7
ltu,2017,0.8
ltu,2018,0.5
ltu,2019,0.4
lux,1985,0
lux,1991,0
lux,1994,0
lux,1997,0
lux,2000,0
lux,2003,0
lux,2004,0
lux,2005,0
lux,2006,0
lux,2007,0
lux,2008,0
lux,2009,0
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,0.1
lux,2014,0.1
lux,2015,0.2
lux,2016,0.1
lux,2017,0.2
lux,2018,0.1
lux,2019,0.1
lva,2004,1.2
lva,2005,1.2
lva,2006,0.8
lva,2007,0.3
lva,2008,0.5
lva,2009,0.9
lva,2010,0.7
lva,2011,0.5
lva,2012,0.5
lva,2013,0.6
lva,2014,0.4
lva,2015,0.4
lva,2016,0.3
lva,2017,0.3
lva,2018,0.2
lva,2019,0.2
mar,1984,2.2
mar,1990,0.4
mar,1998,1.4
mar,2000,1.2
mar,2006,0.6
mar,2013,0.2
mda,1997,4.6
mda,1998,8.8
mda,1999,12.3
mda,2000,10.7
mda,2001,7.7
mda,2002,3.8
mda,2003,1.4
mda,2004,1.8
mda,2005,3.2
mda,2006,0.6
mda,2007,0.3
mda,2008,0.2
mda,2009,0.1
mda,2010,0.1
mda,2011,0
mda,2012,0
mda,2013,0
mda,2014,0
mda,2015,0
mda,2016,0
mda,2017,0
mda,2018,0
mda,2019,0
mdg,1980,17.8
mdg,1993,30.8
mdg,1997,28.5
mdg,1999,27.5
mdg,2001,34.1
mdg,2005,30.4
mdg,2010,37.9
mdg,2012,40.3
mdv,2002,1.4
mdv,2009,0.7
mdv,2016,0
mdv,2019,0
mex,1989,3.3
mex,1992,2
mex,1994,2.3
mex,1996,7.2
mex,1998,4.3
mex,2000,2.9
mex,2002,2.1
mex,2004,2
mex,2005,2.2
mex,2006,1.2
mex,2008,1.7
mex,2010,1.6
mex,2012,1.2
mex,2014,1.1
mex,2016,0.9
mex,2018,0.7
mex,2020,1
mhl,2019,0.2
mkd,2009,4.3
mkd,2010,6.1
mkd,2011,4.2
mkd,2012,2.9
mkd,2013,1.9
mkd,2014,2
mkd,2015,2.2
mkd,2016,1.7
mkd,2017,1.9
mkd,2018,1.2
mli,1994,52.5
mli,2001,23.5
mli,2006,18.2
mli,2009,15.8
mli,2018,3.4
mlt,2006,0.2
mlt,2007,0.2
mlt,2008,0.1
mlt,2009,0.2
mlt,2010,0.1
mlt,2011,0.1
mlt,2012,0
mlt,2013,0
mlt,2014,0
mlt,2015,0.1
mlt,2016,0.1
mlt,2017,0.1
mlt,2018,0.1
mlt,2019,0.1
mmr,2015,1.1
mmr,2017,0.2
mne,2012,1.3
mne,2013,1
mne,2014,0.4
mne,2015,0.3
mne,2016,1.5
mne,2017,1.8
mne,2018,1.1
mng,1995,2.5
mng,1998,7.2
mng,2002,2.1
mng,2007,0.2
mng,2010,0.1
mng,2011,0.1
mng,2012,0.1
mng,2014,0
mng,2016,0.1
mng,2018,0.1
moz,1996,49.2
moz,2002,40.8
moz,2008,32.1
moz,2014,28.6
mrt,1987,17.3
mrt,1993,13.7
mrt,1995,6.1
mrt,2000,5.6
mrt,2004,4.3
mrt,2008,2.8
mrt,2014,1.4
mus,2006,0.1
mus,2012,0.1
mus,2017,0
mwi,1997,24
mwi,2004,30.7
mwi,2010,33.3
mwi,2016,28.7
mwi,2019,32.1
mys,1984,0.6
mys,1987,0.3
mys,1989,0.2
mys,1992,0.1
mys,1995,0.2
mys,1997,0
mys,2003,0.2
mys,2006,0.1
mys,2008,0.1
mys,2011,0
mys,2013,0
mys,2015,0
nam,2003,10.6
nam,2009,7
nam,2015,4.8
ner,1992,34.4
ner,1994,43.4
ner,2005,35.8
ner,2007,29.1
ner,2011,14.2
ner,2014,13.7
ner,2018,11.3
nga,1985,22.8
nga,1992,28.6
nga,1996,32.4
nga,2003,23.2
nga,2010,14.2
nga,2012,13.7
nga,2015,13
nga,2018,12.5
nic,1993,18.4
nic,1998,10.7
nic,2001,5.7
nic,2005,2.2
nic,2009,2
nic,2014,0.8
nld,1983,0.4
nld,1987,0.2
nld,1990,0.6
nld,1993,0.7
nld,1999,0.2
nld,2004,0.1
nld,2005,0.1
nld,2006,0
nld,2007,0
nld,2008,0.1
nld,2009,0.1
nld,2010,0
nld,2011,0.1
nld,2012,0
nld,2013,0
nld,2014,0
nld,2015,0
nld,2016,0
nld,2017,0.1
nld,2018,0.1
nld,2019,0
nor,1979,0.2
nor,1986,0
nor,1991,0.2
nor,1995,0.2
nor,2000,0.2
nor,2003,0.1
nor,2004,0.2
nor,2005,0.1
nor,2006,0.1
nor,2007,0.1
nor,2008,0.1
nor,2009,0
nor,2010,0.1
nor,2011,0.1
nor,2012,0.1
nor,2013,0.1
nor,2014,0.1
nor,2015,0.1
nor,2016,0.2
nor,2017,0.2
nor,2018,0.2
nor,2019,0.1
npl,1995,23.7
npl,2003,16.5
npl,2010,3
nru,2012,0.1
pak,1987,21.9
pak,1990,21.1
pak,1996,3
pak,1998,5.3
pak,2001,5.6
pak,2004,3.1
pak,2005,2.8
pak,2007,1.7
pak,2010,1
pak,2011,0.9
pak,2013,0.8
pak,2015,0.5
pak,2018,0.4
pan,1979,1.7
pan,1989,16.3
pan,1991,14
pan,1995,11
pan,1997,9.2
pan,1998,9.9
pan,1999,8.5
pan,2000,6.5
pan,2001,8
pan,2002,4.5
pan,2003,4.6
pan,2004,4
pan,2005,3.8
pan,2006,4.5
pan,2007,2.7
pan,2008,1.4
pan,2009,0.8
pan,2010,1.3
pan,2011,0.9
pan,2012,1.3
pan,2013,0.8
pan,2014,1.1
pan,2015,0.5
pan,2016,0.5
pan,2017,0.9
pan,2018,0.5
pan,2019,0.4
per,1997,7
per,1998,6.6
per,1999,6.8
per,2000,6.1
per,2001,6.4
per,2002,5.5
per,2003,3.8
per,2004,4.5
per,2005,5.4
per,2006,4.6
per,2007,3.7
per,2008,2.8
per,2009,2.2
per,2010,1.6
per,2011,1.4
per,2012,1.4
per,2013,1.2
per,2014,1
per,2015,1
per,2016,0.9
per,2017,0.9
per,2018,0.7
per,2019,0.6
per,2020,1.4
phl,2000,3.1
phl,2003,3.1
phl,2006,3.4
phl,2009,2.3
phl,2012,2.3
phl,2015,1.2
phl,2018,0.5
png,1996,21.3
png,2009,14.8
pol,2004,1
pol,2005,0.4
pol,2006,0.3
pol,2007,0.3
pol,2008,0.1
pol,2009,0.1
pol,2010,0.1
pol,2011,0.1
pol,2012,0.1
pol,2013,0.2
pol,2014,0.1
pol,2015,0.2
pol,2016,0.1
pol,2017,0.2
pol,2018,0.1
prt,2003,0.5
prt,2004,0.3
prt,2005,0.3
prt,2006,0
prt,2007,0.1
prt,2008,0.1
prt,2009,0.1
prt,2010,0.1
prt,2011,0.2
prt,2012,0.4
prt,2013,0.4
prt,2014,0.2
prt,2015,0.2
prt,2016,0.2
prt,2017,0.2
prt,2018,0.1
prt,2019,0.1
pry,1990,0.3
pry,1995,5
pry,1997,4.4
pry,1999,3.9
pry,2001,3.1
pry,2002,4.7
pry,2003,2.6
pry,2004,1.6
pry,2005,1.9
