geo,time,gc_xpn_totl_cn
fin,2003,52954000000
fin,2004,54921000000
fin,2005,57121000000
fin,2006,59268000000
fin,2007,61061000000
fin,2008,64827000000
fin,2009,69470000000
fin,2010,72215000000
fin,2011,75008000000
fin,2012,78198000000
fin,2013,81912000000
fin,2014,83902000000
fin,2015,85451000000
fin,2016,86103000000
fin,2017,85762000000
fin,2018,87261000000
fin,2019,88951000000
fji,1990,474340000
fji,1991,481480000
fji,1992,557390000
fji,1993,695620000
fji,1994,721100000
fji,1995,741590000
fji,1996,805640000
fji,2004,1177970000
fji,2005,1245440000
fji,2006,1412878203
fji,2010,1435927580.66
fji,2011,1505556868.04
fji,2012,1634791582.67
fji,2013,1881362003.77
fji,2014,2335843705.15
fji,2015,2585475092.37
fji,2016,2615651681.57
fji,2017,2792984536.79
fji,2018,3265136563.00378
fji,2019,3185047194.14
fra,1972,46954297309.1224
fra,1973,52671135455.5253
fra,1974,65110975262.098
fra,1975,79182019553.1109
fra,1976,92048716607.94839
fra,1977,104717229940.377
fra,1978,122340336333.022
fra,1979,141350728782.52701
fra,1980,164736408026.746
fra,1981,198244702015.52802
fra,1982,233993996557.70096
fra,1983,264560024513.802
fra,1984,290369643132.09601
fra,1985,313297975324.60199
fra,1986,332125428953.422
fra,1987,347608303593.07098
fra,1988,367552293824.138
fra,1989,386793646534.758
fra,1990,410347019697.93799
fra,1991,438748271609.26703
fra,1992,469741156813.63293
fra,1993,499636409093.88898
fra,1994,517991270769.27295
fra,1995,573805610000
fra,1996,590284380000
fra,1997,612548190000
fra,1998,616282470000
fra,1999,635901490000
fra,2000,652542440000
fra,2001,682565860000
fra,2002,720421060000
fra,2003,744165040000
fra,2004,767080850000
fra,2005,797153370000
fra,2006,826203560000
fra,2007,857987150000
fra,2008,890248820000
fra,2009,929889320000
fra,2010,984157070000
fra,2011,979490240000
fra,2012,1004128270000
fra,2013,1018778000000
fra,2014,1038109000000
fra,2015,1055071000000
fra,2016,1069744000000
fra,2017,1095968000000
fra,2018,1104938000000
fra,2019,1127693000000
fsm,2008,47932623.43
fsm,2009,46683832
fsm,2010,49814514.78
fsm,2011,48816259
fsm,2012,57085248
fsm,2013,57720850
fsm,2014,57789056.79
fsm,2015,65363677.79
fsm,2016,73648321
fsm,2017,81273952.96659
fsm,2018,86444225.16615
fsm,2019,93401394.95645
gab,2012,1427150983265.5
gab,2013,1419231782276.59009
gab,2014,1371013870000
gab,2015,1461335791032
gab,2016,1419913693445
gab,2017,1358200658653.16992
gab,2018,1283317393043.87012
gab,2019,1338870908951.76001
gbr,1972,20084000000
gbr,1973,22665000000
gbr,1974,29324000000
gbr,1975,39873000000
gbr,1976,47178000000
gbr,1977,52074000000
gbr,1978,60412000000
gbr,1979,70438000000
gbr,1980,86445000000
gbr,1981,100865000000
gbr,1982,111061000000
gbr,1983,119128000000
gbr,1984,127744000000
gbr,1985,136994000000
gbr,1986,143518000000
gbr,1987,151095000000
gbr,1988,158477000000
gbr,1989,167997000000
gbr,1990,200605000000
gbr,1991,225389000000
gbr,1992,253009000000
gbr,1993,264473000000
gbr,1994,276317000000
gbr,1995,301027000000
gbr,1996,310217000000
gbr,1997,314732000000
gbr,1998,323318000000
gbr,1999,334657000000
gbr,2000,358223000000
gbr,2001,376971000000
gbr,2002,408304000000
gbr,2003,448471000000
gbr,2004,477810000000
gbr,2005,512542000000
gbr,2006,542521000000
gbr,2007,573730000000
gbr,2008,634238000000
gbr,2009,655592000000
gbr,2010,688219000000
gbr,2011,692169000000
gbr,2012,725500000000
gbr,2013,715483000000
gbr,2014,735526000000
gbr,2015,741735000000
gbr,2016,751581000000
gbr,2017,770552000000
gbr,2018,793332000000
gbr,2019,816539000000
geo,1995,345400000
geo,1996,674300000
geo,1997,914500000
geo,1998,859300000
geo,1999,966100000
geo,2000,911200000
geo,2001,1071800000
geo,2002,1149100000
geo,2003,1248700000
geo,2004,1940600000
geo,2005,2527800000
geo,2006,3230600000
geo,2007,4440600000
geo,2008,5633900000
geo,2009,5632000000
geo,2010,5549900000
geo,2011,6039300000
geo,2012,6771400000
geo,2013,7168500000
geo,2014,8323000000
geo,2015,9565500000
geo,2016,10481500000
geo,2017,11104800000
geo,2018,10761600000
geo,2019,12115000000
geo,2020,14443300000
gha,2001,712365300
gha,2002,978658300
gha,2003,1456817408
gha,2004,1875713086
gha,2005,2212273634
gha,2006,2921915559
gha,2007,4136575547
gha,2008,6200523340
gha,2009,6597796462
gha,2010,9280938302
gha,2011,12645724165
gha,2012,20247720934.0365
gha,2013,24000689741.6493
gha,2014,28851277192.37
gha,2015,55081089580.55
gha,2016,40162940976.4938
gha,2017,45609218533
gha,2018,54317082833
gha,2019,62434270585.3899
gin,1989,160133000000
gin,1990,202712000000
gin,1991,256763000000
gin,1992,279476000000
gmb,1990,428710000
gnb,2017,98995327329.9688
gnb,2019,123543788633.327
gnq,2006,194412000000
gnq,2007,214635000000
gnq,2008,367821000000
gnq,2009,345265000000
gnq,2010,453925300000
gnq,2011,500581601000
gnq,2012,815431494919.64893
gnq,2013,871860404786.39905
gnq,2014,762179437329.61084
gnq,2015,775122212175.4729
gnq,2016,682506159043.88196
gnq,2017,701521556324.19995
gnq,2018,750849235041.75183
gnq,2019,759746507317.052
grc,1972,239148936.17021
grc,1973,307028613.3529
grc,1974,406016140.86574
grc,1975,480616287.60088
grc,1976,646661775.49523
grc,1977,794218635.36317
grc,1978,961760821.7168
grc,1979,1183037417.46148
grc,1980,1521261922.23037
grc,1981,2057872340.42553
grc,1982,3607278063.09611
grc,1983,3496962582.53852
grc,1984,4963433602.34776
grc,1985,6120586940.57227
grc,1986,7272017608.21717
grc,1987,8959119589.1416
grc,1988,10834101247.2487
grc,1989,14440733675.7153
grc,1990,19258547322.0836
grc,1995,39890000000
grc,1996,43702000000
grc,1997,48649000000
grc,1998,53496000000
grc,1999,55914000000
grc,2000,60520000000
grc,2001,64582000000
grc,2002,68650000000
grc,2003,75180000000
grc,2004,84175000000
grc,2005,85561000000
grc,2006,92416000000
grc,2007,102501000000
grc,2008,114246000000
grc,2009,121773000000
grc,2010,114207000000
grc,2011,111472000000
grc,2012,105645000000
grc,2013,108213000000
grc,2014,86758000000
grc,2015,90452000000
grc,2016,84182000000
grc,2017,84154000000
grc,2018,85982000000
grc,2019,85571000000
gtm,1990,3133570000
gtm,1991,3859580000
gtm,1992,5194670000
gtm,1993,5542040000
gtm,1994,5930970000
gtm,1995,6439592000
gtm,1996,7634800000
gtm,1997,8918270000
gtm,1998,11674560000
gtm,1999,14229760000
gtm,2000,16381880000
gtm,2001,19380430000
gtm,2002,20758690000
gtm,2003,24968560000
gtm,2004,24128930000
gtm,2005,26660700000
gtm,2006,29905500000
gtm,2007,32608300000
gtm,2008,34564500000
gtm,2009,38244513140.8201
gtm,2010,42143089466.78
gtm,2011,46513924129.65
gtm,2012,51170792586.92
gtm,2013,54267625831
gtm,2014,56411557658.51
gtm,2015,57798957332.2
gtm,2016,61516737916.86
gtm,2017,64928081312.44
gtm,2018,68643690169.29
gtm,2019,74684077789.25
hnd,1972,211500000
hnd,1973,203200000
hnd,1974,220400000
hnd,1975,267500000
hnd,1976,338500000
hnd,2003,29852600000
hnd,2004,31560650000
hnd,2005,36531900000
hnd,2006,41068250000
hnd,2007,52374771000
hnd,2008,57855056000
hnd,2009,65070200000
hnd,2010,68081600000
hnd,2011,75395166608
hnd,2012,84914253465
hnd,2013,89969723248
hnd,2014,100515111971.53799
hnd,2015,101179049476.64
hrv,1991,160920000
hrv,1992,986730000
hrv,1993,13638020000
hrv,1994,32850630000
hrv,2001,84086715000
hrv,2002,89445831000
hrv,2003,92449123000
hrv,2004,98269937000
hrv,2005,104083658000
hrv,2006,112606844000
hrv,2007,120303553000
hrv,2008,129020143000
hrv,2009,132172200000
hrv,2010,137036489000
hrv,2011,140612024000
hrv,2012,135498195000
hrv,2013,133473677000
hrv,2014,137733361000
hrv,2015,138358838000
hrv,2016,140189284000
hrv,2017,141949992000
hrv,2018,149076044000
hrv,2019,155036538000
hun,1981,415100000000
hun,1982,437000000000
hun,1983,457500000000
hun,1984,481600000000
hun,1985,512000000000
hun,1986,604500000000
hun,1987,666100000000
hun,1988,748500000000
hun,1989,905600000000
hun,1990,1060800000000
hun,1991,1292300000000
hun,1992,1574100000000
hun,1993,1860100000000
hun,1994,2320200000000
hun,1995,2979353000000
hun,1996,3340393000000
hun,1997,3942739000000
hun,1998,4716961700000
hun,1999,5113191000000
hun,2000,5510446000000
hun,2001,6304150000000
hun,2002,7482175000000
hun,2003,8162991000000
hun,2004,8783969000000
hun,2005,9441826000000
hun,2006,10427129000000
hun,2007,10908166000000
hun,2008,12068689000000
hun,2009,11934330000000
hun,2010,11963503000000
hun,2011,12837006000000
hun,2012,12932419000000
hun,2013,14244843500000
hun,2014,14769175398000
hun,2015,15129374917000
hun,2016,15755861995000
hun,2017,16433917081000
hun,2018,17183445000000
hun,2019,18579438801000
idn,1972,476000000000
idn,1973,764000000000
idn,1974,1417000000000
idn,1975,1678000000000
idn,1976,1998000000000
idn,1977,2333000000000
idn,1978,2821000000000
idn,1979,4249000000000
idn,1980,6155000000000
idn,1981,7432000000000
idn,1982,8086000000000
idn,1983,9860000000000
idn,1984,10955000000000
idn,1985,12929000000000
idn,1986,15026000000000
idn,1987,14841000000000
idn,1988,15965000000000
idn,1989,19358000000000
idn,1990,24882000000000
idn,1991,25560000000000
idn,1992,30433000000000
idn,1993,35317800000000
idn,1994,38164000000000
idn,1995,44138000000000
idn,1996,55189000000000
idn,1997,81095900000000
idn,1998,128354500000000
idn,1999,179577000000000
idn,2002,286272800000000
idn,2003,327381763040134
idn,2004,386937091000000
idn,2008,912962000000000
idn,2009,861522000000000
idn,2010,961809000000000
idn,2011,1176690000000000
idn,2012,1345210000000000
idn,2013,1467720000000000
idn,2014,1681150302161000
idn,2015,1671470206923330
idn,2016,1844507121295210
idn,2017,1943213131345120
idn,2018,2198969550774440
idn,2019,2294894382036150
ind,1974,69320000000
ind,1975,86170000000
ind,1976,97590000000
ind,1977,109280000000
ind,1978,126980000000
ind,1979,152160000000
ind,1980,172100000000
ind,1981,196550000000
ind,1982,231130000000
ind,1983,271840000000
ind,1984,331450000000
ind,1985,409130000000
ind,1986,488330000000
ind,1987,570560000000
ind,1988,666350000000
ind,1989,787840000000
ind,1990,892060000000
ind,1991,1015840000000
ind,1992,1150660000000
ind,1993,1326700000000
ind,1994,1500590000000
ind,1995,1717440000000
ind,1996,1964000000000
ind,1997,2255740000000
ind,1998,2553460000000
ind,1999,2943430000000
ind,2000,3297650000000
ind,2001,3599190000000
ind,2002,4001380000000
ind,2003,4350090000000
ind,2004,4822030000000
ind,2005,5511380000000
ind,2006,6462560000000
ind,2007,7474310000000
ind,2008,9499600000000
ind,2009,10728600000000
ind,2010,12600800000000
ind,2011,12658800000000
ind,2012,16076200000000
ind,2013,18691100000000
ind,2014,18456491755000
ind,2015,20830910000000
ind,2016,23506080000000
ind,2017,26684580000000
ind,2018,29602800000000
irl,1972,920560106.86116
irl,1973,1111020818.62553
irl,1974,1352271053.52708
irl,1975,1895718951.09477
irl,1976,2359173349.72142
irl,1977,2792154034.46577
irl,1978,3429562549.83722
irl,1979,4196484349.20845
irl,1980,5414163166.42203
irl,1981,6876901432.77245
irl,1982,8756113788.84764
irl,1983,9865864869.39474
irl,1984,10604852431.0405
irl,1985,11713333773.5092
irl,1986,12202182933.7044
irl,1987,12958946828.4482
irl,1988,12932282328.8012
irl,1989,12363439669.6649
irl,1990,13529059225.6629
irl,1991,14581672092.6807
irl,1992,15683804744.7572
irl,1993,16961161251.657
irl,1994,17992188571.3415
irl,1995,20374931000
irl,1996,21267287000
irl,1997,22953626000
irl,1998,25010742000
irl,1999,27288944000
irl,2000,30041057000
irl,2001,35381080000
irl,2002,40084342000
irl,2003,43273015000
irl,2004,46438051000
irl,2005,51816147000
irl,2006,56698655000
irl,2007,62920316000
irl,2008,69424728000
irl,2009,74662711000
irl,2010,104384725000
irl,2011,75969739000
irl,2012,70252315000
irl,2013,68990617000
irl,2014,68573289000
irl,2015,72066984000
irl,2016,70695522000
irl,2017,73235809000
irl,2018,76782568000
irl,2019,79003223000
irn,1972,269800000000
irn,1973,344600000000
irn,1974,1033500000000
irn,1975,1202500000000
irn,1976,1412300000000
irn,1977,1590700000000
irn,1978,1609300000000
irn,1979,1649700000000
irn,1980,1847600000000
irn,1981,2185900000000
irn,1982,2446400000000
irn,1983,2771400000000
irn,1984,2765900000000
irn,1985,2899500000000
irn,1986,2791900000000
irn,1987,3265600000000
irn,1988,4018600000000
irn,1989,4083700000000
irn,1990,5571600000000
irn,1991,7102000000000
irn,1992,9983000000000
irn,1993,15741000000000
irn,1994,21712000000000
irn,1995,29363000000000
irn,1996,42215000000000
irn,1997,50413000000000
irn,1998,64232000000000
irn,1999,78754650102044.40625
irn,2000,97920055000000
irn,2001,129545900000000
irn,2002,178988000000000
irn,2003,216090300000000
irn,2004,272613546000000
irn,2005,394213004168908.9375
irn,2006,505974657870430
irn,2007,546383939054720.9375
irn,2008,709548775380099
irn,2009,806599000000000
irq,2014,68471500000000
irq,2015,52624077508822.29688
irq,2016,52303098796298.49219
irq,2017,57577631227546.20312
irq,2018,65840538540334.49219
irq,2019,76253083980040.98438
isl,1972,169500000
isl,1973,246600000
isl,1974,406500000
isl,1975,570400000
isl,1976,684700000
isl,1977,988400000
isl,1978,1605900000
isl,1979,2479300000
isl,1980,3707900000
isl,1981,5895400000
isl,1982,9636200000
isl,1983,17750100000
isl,1984,21061300000
isl,1985,31156600000
isl,1986,45738200000
isl,1987,57066700000
isl,1988,78293700000
isl,1989,101431700000
isl,1990,110927800000
isl,1991,124994500000
isl,1992,126709600000
isl,1993,127471300000
isl,1994,134336100000
isl,1995,139359700000
isl,1996,147733400000
isl,1997,146027400000
isl,1998,176836556000
isl,1999,194144100000
isl,2000,208217600000
isl,2001,237253804780
isl,2002,260023285536
isl,2003,280028260242.33301
isl,2004,296094663126.43799
isl,2005,353544773342.19897
isl,2006,400091460511.50098
isl,2007,448951923183.78302
isl,2008,807772406113.71899
isl,2009,677476731556.71204
isl,2010,638131220359.39795
isl,2011,678724521856.68005
isl,2012,683983585573.66895
isl,2013,682848637457.61499
isl,2014,716335789298.88196
isl,2015,744338970056.67297
isl,2016,891497020007.88501
isl,2017,830902960952.12891
isl,2018,877810227188.91602
isl,2019,940230338936.58875
isr,1972,1400000
isr,1973,2500000
isr,1974,3500000
isr,1975,5200000
isr,1976,7200000
isr,1977,10700000
isr,1978,15900000
isr,1979,33600000
isr,1980,80400000
isr,1981,197200000
isr,1982,438200000
isr,1983,1363600000
isr,1984,6766100000
isr,1985,19703000000
isr,1986,26530100000
isr,1987,32240000000
isr,1988,34701700000
isr,1989,42202400000
isr,1990,52707300000
isr,1991,48983000000
isr,1992,76285000000
isr,1993,84433000000
isr,1994,99961000000
isr,1995,122659000000
isr,1996,146273000000
isr,1997,162039000000
isr,1998,179243000000
isr,1999,194231000000
isr,2000,226088281887.24301
isr,2001,244090521412.27701
isr,2002,276643691605.20502
isr,2003,251283881341.62701
isr,2004,253756577614.616
isr,2005,263975426215.186
isr,2006,277799315186.08899
isr,2007,285847737574.94397
isr,2008,305880327098.79797
isr,2009,322466813831.08801
isr,2010,332268404211.72498
isr,2011,352432558398.01898
isr,2012,374938178737.75696
isr,2013,398632475947.88
isr,2014,402589960618.36401
isr,2015,415243883801.97198
isr,2016,434866421274.54498
isr,2017,465096469981.21295
isr,2018,492147290996.76001
isr,2019,514790959690.85297
ita,1973,14066220103.6013
ita,1974,17818279475.4864
ita,1975,23824673211.89709
ita,1976,28991308030.3883
ita,1977,35405702717.0798
ita,1978,46795643169.5993
ita,1979,60358834253.4874
ita,1980,81419430141.45758
ita,1986,227518889411.08401
ita,1987,253442443461.93896
ita,1988,254239852913.07501
ita,1989,285005190391.30701
ita,1990,316080402010.04999
ita,1991,351957629875.99902
ita,1992,395601853047.354
ita,1993,416556058814.112
ita,1994,419971904744.69
ita,1995,476172000000
ita,1996,495992000000
ita,1997,492593000000
ita,1998,469325000000
ita,1999,481856000000
ita,2000,490147000000
ita,2001,521742000000
ita,2002,532977000000
ita,2003,552636000000
ita,2004,564030000000
ita,2005,584630000000
ita,2006,617350000000
ita,2007,633172000000
ita,2008,664928000000
ita,2009,694469000000
ita,2010,688856000000
ita,2011,690662000000
ita,2012,708431000000
ita,2013,704944000000
ita,2014,710283000000
ita,2015,722021000000
ita,2016,733800000000
ita,2017,745017000000
ita,2018,753328000000
ita,2019,760740000000
jam,1988,5136400000
jam,1989,6137600000
jam,1990,7470000000
jam,1991,10638900000
jam,1992,16321900000
jam,1993,25369300000
jam,1994,34454738165
jam,1995,44441719236.54
jam,1996,64225142380.4
jam,1997,72113242393
jam,1998,84743006819.105
jam,1999,93166282655.10429
jam,2000,95780648100
jam,2001,113665158500
jam,2002,141080377000
jam,2003,173247910000
jam,2004,188381951000
jam,2005,192250012000
jam,2006,224505283000
jam,2007,252877883200
jam,2008,310149498559.66998
jam,2009,387044194540.33002
jam,2010,333173832700
jam,2011,349891312800
jam,2012,361520953821
jam,2013,358252932716
jam,2014,395967811706
jam,2015,427972104040
jam,2016,461400813951.84998
jam,2017,505244000000
jam,2018,538393159032.87
jam,2019,544279358515.76801
jor,1990,819760000
jor,1991,856540000
jor,1992,891250000
jor,1993,1005890000
jor,1994,1086190000
jor,1995,1232420000
jor,1996,1414930000
jor,1997,1460020000
jor,1998,1599730000
jor,1999,1546890000
jor,2000,1626800000
jor,2001,1717430000
jor,2002,1925200000
jor,2003,2130010000
jor,2004,2600240000
jor,2005,3181800000
jor,2006,3496580000
jor,2007,4110600000
jor,2008,4899300000
jor,2009,5089600000
jor,2010,5055200000
jor,2011,6047100000
jor,2012,6485400000
jor,2013,6419000000
jor,2014,7191300000
jor,2015,7045000000
jor,2016,7323900000
jor,2017,7550600000
jor,2018,8096200000
jor,2019,8293700000
kaz,1997,313400000000
kaz,1998,288540000000
kaz,1999,285980000000
kaz,2000,356747659000
kaz,2001,441047523000
kaz,2002,479251052000
kaz,2003,640475241000
kaz,2004,825971498000
kaz,2010,3592542686326.58008
kaz,2011,4294942465963.27051
kaz,2012,4899172381768.46973
kaz,2013,5259090930919.07031
kaz,2014,6073939532007.75977
kaz,2015,6331784117486.60938
kaz,2016,7670830466650.25879
kaz,2017,10346197185094.5
kaz,2018,9090589600350.16016
kaz,2019,11169868913208.80078
ken,2014,1233037326960.61011
ken,2015,1426091164777.59009
ken,2016,1685197206268.77002
ken,2017,2131750935140.8999
ken,2018,2207598200000
ken,2019,1924520665655.44971
kgz,2014,104171086000
kgz,2015,117273700000
kgz,2016,128776600000
kgz,2017,138187699000
kgz,2018,145109360000
kgz,2019,151811970000
khm,2002,1574113085095
khm,2003,1722108531781
khm,2004,1753659035353
khm,2005,1954976483316
khm,2006,2563161118131
khm,2007,2873863000000
khm,2008,3592542704625
khm,2009,4721473660503
khm,2010,5002502904599.15039
khm,2011,5754326642179
khm,2012,5993136300000
khm,2013,7274214600000
khm,2014,8397697714923
khm,2015,8844165548035
khm,2016,10553027594975
khm,2017,12840779200069.5
khm,2018,14453940700000
khm,2019,17363081458815
kir,2011,112630983.7
kir,2012,124276230.7854
kir,2013,125799675.77
kir,2014,122751713.6251
kir,2015,149763579.62
kir,2016,170525661.4
kir,2017,187317545.59
kir,2018,192872185.68
kir,2019,218738214.1484
kna,1990,103050000
kna,1991,102150000
kna,1992,109900000
kna,1993,123330000
kna,1994,146480000
kna,2000,295100000
kna,2001,307000000
kna,2002,273077000
kna,2003,272511000
kna,2004,288104000
kna,2005,327112248
kna,2006,356358593
kna,2007,378820994
kna,2008,536231961.67
kna,2009,545249134
kna,2010,530140000
kna,2011,594920000
kna,2012,546460000
kna,2013,560580000
kna,2014,621920000
kna,2015,638790000
kna,2016,702580000
kna,2017,654240000
kor,1972,661000000000
kor,1973,625000000000
kor,1974,977000000000
kor,1975,1459000000000
kor,1976,2108000000000
kor,1977,2535000000000
kor,1978,3421000000000
kor,1979,4747000000000
kor,1980,5963000000000
kor,1981,7391000000000
kor,1982,9117000000000
kor,1983,9645000000000
kor,1984,10767000000000
kor,1985,12243000000000
kor,1986,13638000000000
kor,1987,15403000000000
kor,1988,17840000000000
kor,1989,21735000000000
kor,1990,26593000000000
kor,1991,31960000000000
kor,1992,37244000000000
kor,1993,41348000000000
kor,1994,49124000000000
kor,1995,57030000000000
kor,1996,65038000000000
kor,1997,70737000000000
kor,1998,82057059000000
kor,1999,87806743000000
kor,2000,100292533000000
kor,2001,115461979000000
kor,2002,121160381000000
kor,2003,144873577000000
kor,2004,155968443000000
kor,2005,170612100000000
kor,2006,186558200000000
kor,2007,196368942000000
kor,2008,211420508000000
kor,2009,232659683828260
kor,2010,233138336000000
kor,2011,251894525000000
kor,2012,354749000000000
kor,2013,360686000000000
kor,2014,369146527286811.0625
kor,2015,389459531776480.9375
kor,2016,409162391795590
kor,2017,439886033197864.9375
kor,2018,472992311596360
kor,2019,529476603522624
kwt,1972,303000000
kwt,1973,368000000
kwt,1974,740000000
kwt,1977,989000000
kwt,1978,1045000000
kwt,1979,1117000000
kwt,1980,1460000000
kwt,1981,1696000000
kwt,1982,1915000000
kwt,1983,2161000000
kwt,1984,2042000000
kwt,1985,2158000000
kwt,1986,2009000000
kwt,1987,1906000000
kwt,1988,2283000000
kwt,1989,2482000000
kwt,1990,2550000000
kwt,1991,6579000000
kwt,1992,5375000000
kwt,1993,3988000000
kwt,1994,3850000000
kwt,1995,3766000000
kwt,1996,3939000000
kwt,1997,3515000000
kwt,1998,3677000000
kwt,2001,4655000000
kwt,2002,4800000000
kwt,2003,5391000000
kwt,2004,6179000000
kwt,2005,6727000000
kwt,2006,10183000000
lbn,1998,6845460000000
lbn,1999,7357000000000
lbn,2000,7938900000000
lbn,2001,7718500000000
lbn,2002,8185800000000
lbn,2003,9225478496500
lbn,2004,8563500000000
lbn,2005,8699392164000
lbn,2006,10528271009000
lbn,2007,11816193000000
lbn,2008,13410093550220
lbn,2009,15361218080720
lbn,2010,14977300000000
lbn,2011,15888400000000
lbn,2012,17782700000000
lbn,2013,18863700000000
lbn,2014,18812405134473.60156
lbn,2015,17234637998041.30078
lbn,2016,19929221462061.89453
lbn,2017,20771080825961.89453
lbn,2018,24288098066894.19922
lbn,2019,23407154618589.5
lbr,1982,297000000
lca,2000,368421000
lca,2001,400971000
lca,2002,405491000
lca,2003,466587000
lca,2004,490387517
lca,2005,480163664
lca,2006,484775934
lca,2007,482383572
lca,2008,627391586
lca,2009,661826110
lca,2010,723175988
lca,2011,745239058
lca,2012,825850377
lca,2013,847944064
lca,2014,883561561
lca,2015,887920000
lca,2016,916750000
lca,2017,950280000
lka,1990,79275000000
lka,1991,94988000000
lka,1992,101982000000
lka,1993,114095000000
lka,1994,140729000000
lka,1995,173292000000
lka,1996,191849000000
lka,1997,203264000000
lka,1998,221563000000
lka,1999,234678000000
lka,2000,289114000000
lka,2001,335149000000
lka,2002,362362000000
lka,2003,373202000000
lka,2004,433036000000
lka,2005,495363000000
lka,2006,621464000000
lka,2007,717409000000
lka,2008,847371000000
lka,2009,1013401000000
lka,2010,1080692000000
lka,2011,1167010000000
lka,2012,1354540000000
lka,2013,1406950000000
lka,2014,1530449046360.78003
lka,2015,1976573239199.71997
lka,2016,2006616062094.37988
lka,2017,2205702974853.43994
lka,2018,2346511546836.24023
lka,2019,2535265121322.27002
lso,1987,319685000
lso,1988,396008000
lso,1989,448884000
lso,1991,571430818.35
lso,1992,710791116.81
lso,1993,774144447.66
lso,1994,1024090856.81
lso,1995,1179935324.41
lso,1996,1218274921.27
lso,1997,1508093738.9
lso,1998,2028695609.89
lso,1999,1928891032.58
lso,2000,2081787080.30587
lso,2001,2386391408.82276
lso,2002,2823036584.88072
lso,2003,2971900000
lso,2004,3144500000
lso,2005,3576900000
lso,2006,4440484040.78026
lso,2007,4913500167.38656
lso,2008,6786020499.16868
lso,2009,7697423770.11116
lso,2010,6958864867.37785
lso,2011,7639594617.02115
lso,2012,8149861798.75232
lso,2013,9754926231.35985
lso,2014,10152250272.3224
lso,2015,11514163960.4273
lso,2016,12622738144.9361
lso,2017,12206338503.6915
lso,2018,13277849254.2729
lso,2019,13556429015.6
ltu,1991,28710611.67748
ltu,1993,640697405.00463
ltu,1994,1142058619.09175
ltu,1995,2534981000
ltu,1996,3303159000
ltu,1997,5748341000
ltu,1998,5271405000
ltu,1999,4790155000
ltu,2000,4963159000
ltu,2001,4868618000
ltu,2002,4975895000
ltu,2003,5255068000
ltu,2004,5795788000
ltu,2005,6517416000
ltu,2006,7449647000
ltu,2007,9093683000
ltu,2008,11257638000
ltu,2009,11245412000
ltu,2010,11082305000
ltu,2011,12376450000
ltu,2012,11320229000
ltu,2013,11586638000
ltu,2014,11947552000
ltu,2015,12236189000
ltu,2016,12689762000
ltu,2017,13138607000
ltu,2018,14587651000
ltu,2019,15964964000
lux,1972,477393350.0083
lux,1973,555430231.60692
lux,1974,663685333.87539
lux,1975,847200910.26502
lux,1976,991995518.08507
lux,1977,1111678511.84559
lux,1978,1173627103.68642
lux,1979,1313786102.59321
lux,1980,1454316941.78716
lux,1981,1633296066.67344
lux,1982,1860887111.76775
lux,1983,2037362512.05382
lux,1984,2131685998.23004
lux,1985,2158111447.97087
lux,1986,2277794441.73139
lux,1987,2466441414.08382
lux,1988,2648420050.61986
lux,1989,2752609699.08205
lux,1990,3194727800.51512
lux,1991,3539869955.0569
lux,1992,4064536600.23947
lux,1993,4415355516.49855
lux,1994,4769595363.39951
lux,1995,5791440000
lux,1996,6062583000
lux,1997,6515662000
lux,1998,6733626000
lux,1999,7342773000
lux,2000,7855293000
lux,2001,8434072000
lux,2002,9184227000
lux,2003,10029123000
lux,2004,10945154000
lux,2005,11575628000
lux,2006,12213231000
lux,2007,12811389000
lux,2008,13881542000
lux,2009,15106101000
lux,2010,15923768000
lux,2011,16715825000
lux,2012,17982100000
lux,2013,18938815000
lux,2014,19556893000
lux,2015,20116025000
lux,2016,20660398000
lux,2017,21908547000
lux,2018,23288779000
lux,2019,24612126000
lva,1994,773273914.20652
lva,1995,1867637349.81588
lva,1996,2075139014.5759
lva,1997,2476810035.23031
lva,1998,2879642119.28219
lva,1999,3162100671.02635
lva,2000,3155707707.98117
lva,2001,3139336144.92803
lva,2002,3488444858.02585
lva,2003,3798894144.02878
lva,2004,4383206413.16782
lva,2005,5396904400.08879
lva,2006,6634622170.6194
lva,2007,8179754241.58087
lva,2008,10333141245.6389
lva,2009,9959792488.37514
lva,2010,9999476383.17369
lva,2011,9653322974.82655
lva,2012,9730570685.42581
lva,2013,9986837012.87984
lva,2014,10553795937.4164
lva,2015,10718942976.9893
lva,2016,10773098900.9738
lva,2017,11567402860.5415
lva,2018,12412325484.7724
lva,2019,13352237608.2094
mac,1996,7123170000
mac,1997,7748580000
mac,1998,8147210000
mac,1999,9780639403.17
mac,2000,8166697363.28
mac,2001,8431134124.85001
mac,2002,8841627850.46395
mac,2003,9643755177.7279
mac,2004,10120172034.7366
mac,2005,11262000000
mac,2006,12932000000
mac,2007,14927334590.1148
mac,2008,23078063285.55
mac,2009,29395356255.0843
mac,2010,33231322259
mac,2011,35451469155.14
mac,2012,37629531287.69
mac,2013,43112789101
mac,2014,49857694514.71
mac,2015,55307899411.71
mac,2016,58763132163.19
mac,2017,61408074287.18
mac,2018,64930368471.77
mac,2019,70377086974.39
mar,1990,41000000000
mar,1991,48726000000
mar,1992,52405000000
mar,1993,62089000000
mar,1994,66855000000
mar,1995,74777000000
mar,1997,78974000000
mar,1998,85087000000
mar,1999,89230000000
mar,2002,114544463000
mar,2003,115616792000
mar,2004,125283324000
