global,time,bx_trf_pwkr_cd
world,2006,193359176306.06799
world,2007,228124178871.90799
world,2008,262276585291.418
world,2009,251183265939.73401
world,2010,272476757349.25696
world,2011,302992805350.87
world,2012,322903460368.716
world,2013,338115996547.45599
world,2014,358156447889.64001
world,2015,355855406525.28998
world,2016,351022347486.672
world,2017,386089954329.164
world,2018,421105629078.78699
world,2019,437380678397.68097
world,2020,442439769473.16602
