geo,time,ne_gdi_ftot_cd
arm,2008,5461720355.04204
arm,2009,3708570694.00107
arm,2010,3646247328.79178
arm,2011,3117354884.24323
arm,2012,2506035881.76143
arm,2013,2359142260.84936
arm,2014,2321328775.40334
arm,2015,2175313228.22332
arm,2016,1830568575.87762
arm,2017,2034409230.76158
arm,2018,2085572951.20644
arm,2019,2153972430.98119
arm,2020,2094878027.78232
atg,1993,120000000
atg,1994,128518518.51852
atg,1995,140370370.37037
atg,1996,160370370.37037
atg,1997,176666666.66667
atg,1998,201111111.11111
atg,1999,221481481.48148
atg,2000,239629629.62963
atg,2001,164074074.07407
atg,2002,180370370.37037
atg,2003,198518518.51852
atg,2004,216296296.2963
atg,2005,275185185.18519
atg,2006,418888888.88889
atg,2007,490370370.37037
atg,2008,512592592.59259
atg,2009,462962962.96296
atg,2010,322962962.96296
atg,2011,235925925.92593
atg,2012,265555555.55556
atg,2013,280370370.37037
atg,2014,311980222.22222
atg,2015,319849629.62963
atg,2016,390500851.85185
atg,2017,478079407.40741
atg,2018,593774629.62963
atg,2019,706740259.25926
atg,2020,789994259.25926
aus,1960,5631089707.69403
aus,1961,5961473849.25524
aus,1962,5934595139.43331
aus,1963,6366894389.06932
aus,1964,7151976705.11815
aus,1965,8078172247.73211
aus,1966,8811737036.62224
aus,1967,9568820696.60656
aus,1968,10626049949.6024
aus,1969,11511927427.4835
aus,1970,13007055661.3283
aus,1971,13854854966.9616
aus,1972,15649532710.2804
aus,1973,18556053811.6592
aus,1974,25338246131.1717
aus,1975,25150894442.1685
aus,1976,27538131854.2796
aus,1977,28454920853.4067
aus,1978,31187683284.4575
aus,1979,35993411337.0442
aus,1980,39607799442.8969
aus,1981,50231046093.1151
aus,1982,56180072823.5684
aus,1983,47065044454.8432
aus,1984,50384894040.9346
aus,1985,48802638643.8598
aus,1986,51347929490.7666
aus,1987,52930121757.54369
aus,1988,65563154831.1991
aus,1989,86060581385.88062
aus,1990,86142362447.095
aus,1991,80087120320.22598
aus,1992,74345151118.97249
aus,1993,73306632939.85388
aus,1994,77360083016.2574
aus,1995,92392337392.3374
aus,1996,96918816388.46739
aus,1997,104715135388.95
aus,1998,100553483008.886
aus,1999,98873919037.4734
aus,2000,107945738868.304
aus,2001,88084683911.1302
aus,2002,96159480954.37421
aus,2003,121847408270.239
aus,2004,163687580025.608
aus,2005,187919861674.936
aus,2006,207978436657.68201
aus,2007,234256889377.40399
aus,2008,297934646374.21698
aus,2009,256354734207.039
aus,2010,310545230335.59399
aus,2011,363910085773.44
aus,2012,424103938956.48602
aus,2013,439105365753.56494
aus,2014,394523088221.79401
aus,2015,354204176720.19293
aus,2016,305880040762.84802
aus,2017,318386001960.93201
aus,2018,348363692736.99701
aus,2019,324692461736.51801
aus,2020,300817133664.03003
aut,1970,4184601746.49378
aut,1971,5238062011.23472
aut,1972,7018414786.59444
aut,1973,8861298756.06156
aut,1974,10524891784.4523
aut,1975,11244309868.0572
aut,1976,11776931809.4654
aut,1977,14573108816.9178
aut,1978,16321408130.3895
aut,1979,19649453422.5425
aut,1980,22401820889.1725
aut,1981,19327720753.4128
aut,1982,17494034040.4937
aut,1983,17078152290.4857
aut,1984,15760772986.7272
aut,1985,16522104948.1245
aut,1986,23375614240.6489
aut,1987,30010730300.3918
aut,1988,33221904602.697
aut,1989,33503628705.1482
aut,1990,42227794989.7132
aut,1991,45955417796.1108
aut,1992,50780731279.7395
aut,1993,48581466934.816
aut,1994,53247853270.69029
aut,1995,60980414903.78049
aut,1996,61191395892.9036
aut,1997,54090055248.6188
aut,1998,55591273899.51089
aut,1999,54226236726.3167
aut,2000,50529189290.40009
aut,2001,48975503460.7205
aut,2002,50448334503.9883
aut,2003,63229230317.8548
aut,2004,71118385927.51759
aut,2005,72865956703.1284
aut,2006,76001836247.82339
aut,2007,89189765162.31009
aut,2008,100566420281.35201
aut,2009,90046218652.0273
aut,2010,84718571352.33348
aut,2011,97007073680.83681
aut,2012,92726615987.08601
aut,2013,99116851613.5493
aut,2014,100292164299.992
aut,2015,86694874154.82028
aut,2016,91423732806.4438
aut,2017,98592721333.85901
aut,2018,109633746584.01601
aut,2019,111073689930.745
aut,2020,109386282418.35001
aze,1992,97370370.37037
aze,1993,328975000
aze,1994,313348407.64331
aze,1995,378157924.54968
aze,1996,924561199.58154
aze,1997,1465688119.43294
aze,1998,1579090204.18713
aze,1999,1306189320.38835
aze,2000,1219937416.18239
aze,2001,1306023837.6463
aze,2002,2125180004.11438
aze,2003,3848080643.51899
aze,2004,5009463722.39748
aze,2005,5471652210.70446
aze,2006,6232146854.71233
aze,2007,7072602260.80876
aze,2008,9076192794.54722
aze,2009,8335406817.61632
aze,2010,9611886369.29978
aze,2011,13307458528.5551
aze,2012,15647657841.1405
aze,2013,19129891650.733
aze,2014,20639806196.6084
aze,2015,14768104626.1956
aze,2016,9479977439.3683
aze,2017,9733035091.79642
aze,2018,9749588235.29412
aze,2019,10179000000
aze,2020,10016529411.7647
bdi,1960,12250000
bdi,1961,14000000
bdi,1962,15750000
bdi,1963,14000000
bdi,1964,14000000
bdi,1965,8808296.2963
bdi,1966,11196571.42857
bdi,1967,12312000
bdi,1968,15044571.42857
bdi,1969,15822857.14286
bdi,1970,9701714.28571
bdi,1971,12817142.85714
bdi,1972,12995428.57143
bdi,1973,17391847.64951
bdi,1974,22449523.80952
bdi,1975,38971428.57143
bdi,1976,40753623.18841
bdi,1977,61304333.33333
bdi,1978,85656666.66667
bdi,1979,116718888.88889
bdi,1980,127711111.11111
bdi,1981,131454444.44444
bdi,1982,153330000
bdi,1983,209144701.45239
bdi,1984,173619580.65325
bdi,1985,164504101.41685
bdi,1986,168005605.67575
bdi,1987,243436387.18032
bdi,1988,163552833.0781
bdi,1989,184531124.93461
bdi,1990,172567224.31462
bdi,1991,173915917.86814
bdi,1992,110387272.38686
bdi,1993,104192751.23559
bdi,1994,64303043.97557
bdi,1995,64457594.95191
bdi,1996,72696284.06276
bdi,1997,59316021.00184
bdi,1998,60522710.75638
bdi,1999,47554830.00923
bdi,2000,24209416.23767
bdi,2001,39177455.28994
bdi,2002,32592023.71595
bdi,2003,61742809.11123
bdi,2004,94702564.24231
bdi,2005,204431687.35436
bdi,2006,219185860.45311
bdi,2007,200533853.5685
bdi,2008,214518574.31971
bdi,2009,327340114.35082
bdi,2010,334497232.29356
bdi,2011,345339243.95989
bdi,2012,345895988.20275
bdi,2013,329006383.42147
bdi,2014,389632690.31796
bdi,2015,383089224.02931
bdi,2016,255703293.56184
bdi,2017,246898024.56144
bdi,2018,296294811.49909
bdi,2019,322692791.48853
bdi,2020,323333533.83538
bel,1970,7189894312.22267
bel,1971,7805280815.72239
bel,1972,9411292273.85208
bel,1973,12105104533.2229
bel,1974,15072935998.343
bel,1975,17459352857.2996
bel,1976,18506743991.6405
bel,1977,21133134496.3422
bel,1978,25829023952.8628
bel,1979,28326125481.563
bel,1980,31478728100.4276
bel,1981,22577978053.0204
bel,1982,18691457707.9287
bel,1983,16321395660.7495
bel,1984,15308767104.1609
bel,1985,16237327264.0804
bel,1986,22402170850.6411
bel,1987,28547224203.1334
bel,1988,34205577619.3088
bel,1989,37502434479.93449
bel,1990,49239336069.5316
bel,1991,47136961606.6155
bel,1992,51882405269.7616
bel,1993,47906396921.6418
bel,1994,50932183506.149
bel,1995,61152846195.9496
bel,1996,59147882736.1564
bel,1997,55227559765.4488
bel,1998,56308735274.5054
bel,1999,57244131947.1816
bel,2000,53295030193.5687
bel,2001,53008102277.441
bel,2002,53476165586.1177
bel,2003,65188434051.8822
bel,2004,79240309274.51758
bel,2005,85450837994.0856
bel,2006,91145801998.2352
bel,2007,109691965876.39301
bel,2008,124769922360.39101
bel,2009,110107053425.89799
bel,2010,106505160423.334
bel,2011,120420276058.366
bel,2012,113926065901.172
bel,2013,115696745185.608
bel,2014,122100248634.94099
bel,2015,106168068039.72701
bel,2016,110816719619.533
bel,2017,117036099563.53
bel,2018,128168874853.569
bel,2019,129291581508.235
bel,2020,124865449728.405
ben,1982,342963595.64622
ben,1983,182120689.32941
ben,1984,131134276.69149
ben,1985,91483165.31742
ben,1986,171524629.81428
ben,1987,208959570.98071
ben,1988,244419815.19445
ben,1989,187142462.12403
ben,1990,247377920.31875
ben,1991,257359532.85793
ben,1992,227457191.18745
ben,1993,315765923.88967
ben,1994,259572010.10726
ben,1995,381092149.34877
ben,1996,385812731.59895
ben,1997,390736729.55958
ben,1998,424209426.43111
ben,1999,737673733.53158
ben,2000,659153701.59165
ben,2001,698894445.19009
ben,2002,709375958.53733
ben,2003,938439855.39511
ben,2004,995807862.13017
ben,2005,987846616.9529
ben,2006,996131568.20799
ben,2007,1393433350.38883
ben,2008,1550867546.86099
ben,2009,1613257169.24796
ben,2010,1682987954.99463
ben,2011,1948999932.9441
ben,2012,1805349100.77498
ben,2013,2592228384.67575
ben,2014,2874461501.22743
ben,2015,2334087772.6202
ben,2016,2331408950.57353
ben,2017,2977071046.6148
ben,2018,3694043678.6365
ben,2019,3622856065.68233
ben,2020,3945209495.19273
bfa,1979,271852952.87362
bfa,1980,272329108.91539
bfa,1981,245220979.5331
bfa,1982,302065433.3164
bfa,1983,276271699.12823
bfa,1984,216836749.72829
bfa,1985,297153342.9194
bfa,1986,389828756.88806
bfa,1987,473153673.79547
bfa,1988,482796244.19419
bfa,1989,514093226.10101
bfa,1990,550199633.95929
bfa,1991,627067248.97548
bfa,1992,654345918.5362
bfa,1993,600008614.13195
bfa,1994,487387796.60907
bfa,1995,534911069.73397
bfa,1996,583322431.48502
bfa,1997,592972677.5123
bfa,1998,627508868.01261
bfa,1999,579320815.05404
bfa,2000,489511782.60453
bfa,2001,435938270.96945
bfa,2002,483932000.28484
bfa,2003,682634559.14788
bfa,2004,852367347.6973
bfa,2005,948865675.35008
bfa,2006,1040725142.29777
bfa,2007,1386602314.04517
bfa,2008,1635277726.00897
bfa,2009,1775934504.9282
bfa,2010,2034335803.38335
bfa,2011,2550603663.33184
bfa,2012,2782899851.59325
bfa,2013,3157069048.44628
bfa,2014,2601942720.23928
bfa,2015,2265528574.62056
bfa,2016,2598134408.44973
bfa,2017,2946026455.9076
bfa,2018,3202212994.4108
bfa,2019,3462181217.6252
bgd,1980,2619023882.42894
bgd,1981,3473990208.07834
bgd,1982,3216616766.46707
bgd,1983,2916540404.0404
bgd,1984,3118960000
bgd,1985,3526884615.38462
bgd,1986,3522266666.66667
bgd,1987,3759741935.48387
bgd,1988,4182467846.44857
bgd,1989,4639875609.96842
bgd,1990,5200668451.80243
bgd,1991,5230560224.08964
bgd,1992,5487230031.83024
bgd,1993,5952339523.80952
bgd,1994,6214296793.01746
bgd,1995,7254002500
bgd,1996,9626674816.62592
bgd,1997,10525081967.2131
bgd,1998,11057290748.8987
bgd,1999,11649376039.9334
bgd,2000,12706579208.9048
bgd,2001,13052020014.8258
bgd,2002,13320616402.5771
bgd,2003,14846735751.2953
bgd,2004,16271819262.7824
bgd,2005,17937414634.1463
bgd,2006,18776485912.7457
bgd,2007,20841195821.0252
bgd,2008,24009476211.9225
bgd,2009,26855388461.7397
bgd,2010,30256903105.2292
bgd,2011,35273774915.9694
bgd,2012,37689448672.3874
bgd,2013,42581720212.9776
bgd,2014,49406990433.6694
bgd,2015,56351771702.4379
bgd,2016,65655283268.8713
bgd,2017,76187937682.70351
bgd,2018,85595865206.41089
bgd,2019,95522687351.5397
bgd,2020,98430338903.2963
bgr,1980,5606923076.92308
bgr,1981,5492857142.85714
bgr,1982,5315333333.33333
bgr,1983,4430000000
bgr,1984,4506500000
bgr,1985,4533052631.57895
bgr,1986,5465235294.11765
bgr,1987,7551769230.76923
bgr,1988,6035294117.64706
bgr,1989,5737777777.77778
bgr,1990,4387227272.72727
bgr,1991,1986693548.3871
bgr,1992,1679226804.12371
bgr,1993,1402971014.49275
bgr,1994,1334446494.46494
bgr,1995,3164241071.42857
bgr,1996,547369308.60034
bgr,1997,1095500327.01112
bgr,1998,2193544080.89071
bgr,1999,2215172770.31071
bgr,2000,2216183299.58084
bgr,2001,2732581132.42093
bgr,2002,3112810784.78575
bgr,2003,4187793039.76453
bgr,2004,5480266014.8562
bgr,2005,7666000889.39712
bgr,2006,9433044314.75662
bgr,2007,12569510846.746
bgr,2008,17967751103.1336
bgr,2009,14452657283.0028
bgr,2010,11243899417.8963
bgr,2011,12019990757.1987
bgr,2012,11469239159.0013
bgr,2013,11823668566.7752
bgr,2014,12021587979.9213
bgr,2015,10589658240.7617
bgr,2016,9928888009.04977
bgr,2017,10829673292.9991
bgr,2018,12446374170.1871
bgr,2019,12824160847.1666
bgr,2020,13389918429.179
bhr,1980,946934996.02016
bhr,1981,1011968085.10638
bhr,1982,1201861436.17021
bhr,1983,1532181117.02128
bhr,1984,1720744946.80851
bhr,1985,1232978723.40426
bhr,1986,984308510.6383
bhr,1987,764095744.68085
bhr,1988,715691489.3617
bhr,1989,765425531.91489
bhr,1990,800531914.89362
bhr,1991,913563829.78723
bhr,1992,1027127659.57447
bhr,1993,1207978723.40426
bhr,1994,1110372340.42553
bhr,1995,1013563829.78723
bhr,1996,755585106.38298
bhr,1997,760372340.42553
bhr,1998,867553191.48936
bhr,1999,898936170.21277
bhr,2000,1485265957.44681
bhr,2001,1523590425.53191
bhr,2002,2217234042.55319
bhr,2003,2610585106.38298
bhr,2004,2960611702.12766
bhr,2005,4101808510.6383
bhr,2006,5458803191.48936
bhr,2007,7290691489.3617
bhr,2008,8876090425.53192
bhr,2009,5794175531.91489
bhr,2010,6697154255.31915
bhr,2011,6062260638.29787
bhr,2012,8252287234.04255
bhr,2013,8057978723.40425
bhr,2014,8547340425.53191
bhr,2015,7474521276.59575
bhr,2016,8305053191.48936
bhr,2017,10056622340.4255
bhr,2018,11147074468.0851
bhr,2019,11214787234.0426
bhs,1977,81300000
bhs,1978,85900000
bhs,1979,135300000
bhs,1980,212900000
bhs,1981,238900000
bhs,1982,298700000
bhs,1983,310700000
bhs,1984,326500000
bhs,1985,407800000
bhs,1986,425200000
bhs,1987,508100000
bhs,1989,877900000
bhs,1990,811370000
bhs,1991,790590000
bhs,1992,812400000
bhs,1993,659620000
bhs,1994,787950000
bhs,1995,872290000
bhs,1996,999170000
bhs,1997,1780500000
bhs,1998,2129300000
bhs,1999,2126600000
bhs,2000,2261100000
bhs,2001,2112900000
bhs,2002,2033600000
bhs,2003,2043900000
bhs,2004,1993600000
bhs,2005,2571600000
bhs,2006,3288500000
bhs,2007,3119700000
bhs,2008,2977400000
bhs,2009,2672600000
bhs,2010,2694900000
bhs,2011,2856600000
bhs,2012,3249300000
bhs,2013,2969600000
bhs,2014,3379200000
bhs,2015,2794600000
bhs,2016,2968800000
bhs,2017,3270900000
bhs,2018,3216700000
bhs,2019,3332400000
bhs,2020,2142000000
bih,1995,229000000
bih,1996,948237971.8235
bih,1997,1256369182.86143
bih,1998,1340671989.54367
bih,1999,1119738507.62527
bih,2000,1699611674.19997
bih,2001,1648178048.00156
bih,2002,1905309798.20473
bih,2003,2307735633.58038
bih,2004,2670774066.82877
bih,2005,3216912923.33048
bih,2006,2924225935.66343
bih,2007,4229392375.9616
bih,2008,5498743085.40871
bih,2009,4175594527.32234
bih,2010,3565880938.75487
bih,2011,4097537691.5615
bih,2012,3765674113.11319
bih,2013,3820490935.95659
bih,2014,4249253154.72929
bih,2015,3426134251.03611
bih,2016,3504121150.30946
bih,2017,3967764188.96531
bih,2018,4591173540.92498
bih,2019,4652665252.34725
bih,2020,4422022313.20671
blr,1990,4750000000
blr,1991,4000000000
blr,1992,4259259259.25926
blr,1993,5520661157.02479
blr,1994,4966431688.48607
blr,1995,3450958727.52803
blr,1996,3110615384.61538
blr,1997,3564743490.98752
blr,1998,3947775754.42248
blr,1999,3195695862.33178
blr,2000,3209885099.43375
blr,2001,2800719424.46043
blr,2002,3208508096.03573
blr,2003,4233788395.90444
blr,2004,5859537037.03704
blr,2005,8010027855.1532
blr,2006,10960932400.9324
blr,2007,14206383970.1771
blr,2008,20236516853.9326
blr,2009,18079341210.1683
blr,2010,22217824773.41389
blr,2011,23273969849.2462
blr,2012,21949406261.24509
blr,2013,28086475225.2252
blr,2014,26185397104.8513
blr,2015,16176717317.5939
blr,2016,12140681544.0289
blr,2017,14315375459.2972
blr,2018,15744650569.2972
blr,2019,17412850176.8812
blr,2020,14934948352.1889
blz,1980,42642151.09257
blz,1981,46212387.32846
blz,1982,39060792.62542
blz,1983,34563059.01714
blz,1984,41459809.55163
blz,1985,35176232.4625
blz,1986,38451487.78224
blz,1987,57436169.40009
blz,1988,78124970.27775
blz,1989,96112036.10871
blz,1990,101871901.17787
blz,1991,122050000
blz,1992,135177550
blz,1993,158765100
blz,1994,119378900
blz,1995,134615800
blz,1996,130285900
blz,1997,130479700
blz,1998,129487400
blz,1999,180203150
blz,2000,238491800
blz,2001,219203750
blz,2002,210708750
blz,2003,187373000
blz,2004,186619750
blz,2005,206097550
blz,2006,225178750
blz,2007,242639850
blz,2008,326042150
blz,2009,255862100
blz,2010,213672050
blz,2011,226443250
blz,2012,228158150
blz,2013,280748150
blz,2014,295463400
blz,2015,352053250
blz,2016,383014300
blz,2017,345850050
blz,2018,372103800
blz,2019,398387900
blz,2020,364916065.74022
bmu,2010,865343000
bmu,2011,794297000
bmu,2012,702521000
bmu,2013,704322000
bmu,2014,775746000
bmu,2015,791397000
bmu,2016,883410000
bmu,2017,983043000
bmu,2018,968986000
bmu,2019,1110091000
bmu,2020,851200000
bol,1970,150841750.84175
bol,1971,164225589.22559
bol,1972,197292215.11847
bol,1973,225837081.45927
bol,1974,327336331.83408
bol,1975,452523738.13094
bol,1976,533983008.49575
bol,1977,620389805.09745
bol,1978,819040479.76012
bol,1979,853783456.59771
bol,1980,774877650.89723
bol,1981,938009787.92822
bol,1982,842805794.13376
bol,1983,677805120.23486
bol,1984,936251359.25457
bol,1985,777748739.28764
bol,1986,529827884.03505
bol,1987,525473392.21841
bol,1988,583952702.7027
bol,1989,565508158.47352
bol,1990,611294974.2329
bol,1991,773921130.53678
bol,1992,920833482.88681
bol,1993,955648402.14766
bol,1994,888303213.93788
bol,1995,1043110638.9184
bol,1996,1196560517.08509
bol,1997,1503417201.14953
bol,1998,1967455037.11366
bol,1999,1582227651.22841
bol,2000,1502174820.08571
bol,2001,1133853547.0493
bol,2002,1237180474.19805
bol,2003,1023544495.50867
bol,2004,1025363911.29032
bol,2005,1240506068.60813
bol,2006,1637237006.34081
bol,2007,2117544324.43448
bol,2008,2876107096.97028
bol,2009,2857502564.10256
bol,2010,3256385195.31974
bol,2011,4544739224.44861
bol,2012,4973493053.54559
bol,2013,5843694934.87699
bol,2014,6923276410.99855
bol,2015,7052491895.80318
bol,2016,7015795079.59479
bol,2017,7977471345.87554
bol,2018,8124442981.18669
bol,2019,7759993921.85239
bol,2020,5695846599.13169
bra,1970,7971917261.70508
bra,1971,9729130523.00776
bra,1972,11880838993.8565
bra,1973,17026417445.9026
bra,1974,23985056668.301
bra,1975,30141749198.4928
bra,1976,34337500831.3634
bra,1977,37641541979.4465
bra,1978,44592290846.3593
bra,1979,51706247744.726
bra,1980,53826080660.56689
bra,1981,60453985735.769
bra,1982,60381604384.6568
bra,1983,36859357044.4999
bra,1984,35296622617.5003
bra,1985,37785143122.7051
bra,1986,51195732297.9863
bra,1987,65594531626.5194
bra,1988,75059639341.98259
bra,1989,93360241356.81667
bra,1990,80737919535.6447
bra,1991,62043375835.4236
bra,1992,60462920557.4193
bra,1993,71018902801.839
bra,1994,109004180881.63901
bra,1995,156069249061.68201
bra,1996,158525047096.44601
bra,1997,168894696685.01199
bra,1998,160152305005.73901
bra,1999,102036859742.565
bra,2000,119976434291.50999
bra,2001,103138282923.58099
bra,2002,91387178023.1801
bra,2003,92693362908.1752
bra,2004,115922472177.32001
bra,2005,152078705751.647
bra,2006,190625873046.03101
bra,2007,251421346051.974
bra,2008,328747156847.85901
bra,2009,318428930614.13202
bra,2010,453577697059.78003
bra,2011,539162778701.90698
bra,2012,510714264891.19293
bra,2013,517114053158.58698
bra,2014,488090287501.38495
bra,2015,321439054734.71094
bra,2016,278769300395.25598
bra,2017,300426825410.34894
bra,2018,289397794197.23102
bra,2019,287541701288.25702
bra,2020,237379433815.35696
brb,1975,74989851.98753
brb,1976,115451142.82863
brb,1977,117277257.32509
brb,1978,125429324.31761
brb,1979,148660070.6011
brb,1980,196539551.53383
brb,1981,257495152.389
brb,1982,225923532.04395
brb,1983,206383930.79103
brb,1984,188783373.93725
brb,1985,181126634.51499
brb,1986,212399940.33709
brb,1987,228658081.83762
brb,1988,265947397.20579
brb,1989,320787550.34058
brb,1990,301944016.30786
brb,1991,255655546.16417
brb,1992,162000000
brb,1993,190871575.59787
brb,1994,226818475.61279
brb,1995,258539253.21931
brb,1996,297419579.37652
brb,1997,382936409.28753
brb,1998,528464177.3977
brb,1999,561378213.09601
brb,2000,550300000
brb,2001,499650000
brb,2002,548400000
brb,2003,589100000
brb,2004,658000000
brb,2005,717750000
brb,2006,892000000
brb,2007,881149200
brb,2008,868633700
brb,2009,748388750
brb,2010,710817550
brb,2011,784834250
brb,2012,736175400
brb,2013,763288050
brb,2014,766977400
brb,2015,788416250
brb,2016,782342800
brb,2017,768658200
brb,2018,717492200
brb,2019,808554800
brb,2020,750000000
brn,1989,554786443.11132
brn,1990,657655172.41379
brn,1991,763486918.26812
brn,1992,972989564.14978
brn,1993,1217353632.87536
brn,1994,1171271441.66558
brn,1995,1735572174.40384
brn,1996,2113475177.30496
brn,1997,1844692887.93103
brn,1998,1369502868.06883
brn,1999,983480825.9587
brn,2000,777609106.72854
brn,2001,819764134.62075
brn,2002,1238550206.63465
brn,2003,982536562.96636
brn,2004,1057376109.33617
brn,2005,1082242670.03124
brn,2006,1200453143.68431
brn,2007,1591467055.93524
brn,2008,1967894439.74033
brn,2009,1883404372.33604
brn,2010,3225522552.25523
brn,2011,4800858573.8135
brn,2012,6241197183.09859
brn,2013,7139546035.80563
brn,2014,4663772691.397
brn,2015,4529056658.66609
brn,2016,3918230941.86636
brn,2017,4194810992.83076
brn,2018,5547788865.00111
brn,2019,5186674387.91966
brn,2020,4847667783.34862
btn,1980,42281475.82697
btn,1981,47965311.77829
btn,1982,52272093.02326
btn,1983,64068326.73267
btn,1984,61410352.11268
btn,1985,74318924.81811
btn,1986,81705765.26566
btn,1987,90171111.11111
btn,1988,108333333.33333
btn,1989,96950092.42144
btn,1990,67740108.87063
btn,1991,82625584.87247
btn,1992,97984047.0679
btn,1993,97017422.10561
btn,1994,110912888.10966
btn,1995,122918045.02004
btn,1996,114569237.93395
btn,1997,115112605.34288
btn,1998,124196558.41008
btn,1999,159844779.37761
btn,2000,221557285.26925
btn,2001,284472676.41449
btn,2002,327145354.86525
btn,2003,368893054.95921
btn,2004,444912367.60812
btn,2005,426332560.0907
btn,2006,416538033.8579
btn,2007,385068140.31948
btn,2008,525912552.98217
btn,2009,584025652.17512
btn,2010,970130138.10911
btn,2011,1238155731.92606
btn,2012,1239825794.16421
btn,2013,835086428.18916
btn,2014,1048703191.83303
btn,2015,1116656972.53032
btn,2016,1222448312.98626
btn,2017,1276462489.30132
btn,2018,1154653590.98641
btn,2019,952318574.79261
btn,2020,781480713.22351
bwa,1965,10679882.7307
bwa,1966,11924686.19247
bwa,1967,13179916.31799
bwa,1968,13807531.38075
bwa,1969,18938866.45314
bwa,1970,33221663.87493
bwa,1971,58604716.45143
bwa,1972,76022256.72878
bwa,1973,103659415.06988
bwa,1974,100735835.17292
