geo,time,ny_trf_nctr_cd
can,1979,-263334471.57248
can,1980,-97076633.59562
can,1981,-93418967.38677
can,1982,-206695306.80068
can,1983,-440603700.09737
can,1984,-770596865.10694
can,1985,-860490662.76089
can,1986,-376394386.46995
can,1987,-1082202111.61388
can,1988,-1085561062.80978
can,1989,-1114864864.86486
can,1990,-1086732944.80631
can,1991,-1509121061.35987
can,1992,-1251758087.20113
can,1993,-1044105108.13115
can,1994,-985647334.50498
can,1995,-735937044.59341
can,1996,-198753208.6542
can,1997,166112956.81063
can,1998,378833838.89451
can,1999,194521101.16443
can,2000,290216147.0608
can,2001,403538223.1405
can,2002,337730198.17753
can,2003,-244093926.20084
can,2004,-502690238.27825
can,2005,-1449084007.26192
can,2006,-1666960507.7574
can,2007,-2222325668.00112
can,2008,-1494845360.82474
can,2009,-3046102703.17558
can,2010,-3850064041.11921
can,2011,-3667394570.69628
can,2012,-4200668501.579
can,2013,-3929573028.34067
can,2014,-3116550293.80901
can,2015,-3278890551.14315
can,2016,-1603783705.96539
can,2017,-3363802619.29474
can,2018,-2538982929.63196
can,2019,-2077942261.0861
can,2020,-3157731470.6294
che,2012,-16515968130.6493
che,2013,-19375101156.3538
che,2014,-25634313325.9878
che,2015,-20633603772.4021
che,2016,-20982715266.86069
che,2017,-21079102934.0826
che,2018,-19593968264.7896
che,2019,-20994008704.18349
che,2020,-22823367092.4277
chl,1960,35363636.36364
chl,1961,31000000
chl,1962,20545454.54545
chl,1963,4562500
chl,1964,7826086.95652
chl,1965,9656250
chl,1966,13025641.02564
chl,1967,8549019.60784
chl,1968,6782608.69565
chl,1969,3604651.16279
chl,1970,1796460.17699
chl,1971,3500000
chl,1972,5408653.84615
chl,1973,13006983.24022
chl,1974,11000506.07287
chl,1975,10000855.39715
chl,1976,28008942.52874
chl,1977,74985492.10771
chl,1978,69990786.48136
chl,1979,79991052.34899
chl,1980,113000000
chl,1981,108400000
chl,1982,109096428.99234
chl,1983,96597956.59348
chl,1984,106797288.7896
chl,1985,134452318.78652
chl,1986,94313999.89634
chl,1987,125801011.80438
chl,1988,176800946.90013
chl,1989,215602172.69151
chl,1990,196093801.24631
chl,1991,312768455.41492
chl,1992,400319929.39489
chl,1993,320300863.49803
chl,1994,330263220.52454
chl,1995,310489704.36273
chl,1996,508991680.20957
chl,1997,521988532.59739
chl,1998,466705972.21273
chl,1999,647095910.76547
chl,2000,559859357.43043
chl,2001,425813044.05554
chl,2002,582806920.71641
chl,2003,630176156.78184
chl,2004,1118433017.30286
chl,2005,1813889528.85396
chl,2006,3457631567.29455
chl,2007,3181418243.17356
chl,2008,2915890124.68938
chl,2009,1624522818.73143
chl,2010,4527204992.69371
chl,2011,2946351037.44206
chl,2012,2174784530.83859
chl,2013,2349523872.87114
chl,2014,2235088923.52047
chl,2015,1942474152.38581
chl,2016,1409111405.07363
chl,2017,1598211433.54724
chl,2018,2484116113.22259
chl,2019,1970310399.2026
chl,2020,1090049012.26033
chn,1982,486000000
chn,1983,511000000
chn,1984,442000000
chn,1985,243000000
chn,1986,378000000
chn,1987,224000000
chn,1988,419000000
chn,1989,381000000
chn,1990,274000000
chn,1991,830000000
chn,1992,1155000000
chn,1993,1172000000
chn,1994,1337000000
chn,1995,1434000000
chn,1996,2129000000
chn,1997,5143160003.86017
chn,1998,4278446002.58482
chn,1999,4943464998.85242
chn,2000,6311304998.55044
chn,2001,8492313080.66835
chn,2002,12984445064.6369
chn,2003,17448942297.934
chn,2004,22898188611.5407
chn,2005,23865499347.1071
chn,2006,28067501505.0041
chn,2007,37102286296.418
chn,2008,43155952494.7112
chn,2009,31658747079.6616
chn,2010,40637736333.6927
chn,2011,24679129907.9161
chn,2012,3435007366.57003
chn,2013,-8712340682.39775
chn,2014,1435606097.60068
chn,2015,-12746150493.7776
chn,2016,-9583924644.44277
chn,2017,-11889709415.8726
chn,2018,-2015425695.28416
chn,2019,10226269715.1294
chn,2020,9352797226.40853
civ,1997,-380439680.40812
civ,1998,-393589781.40248
civ,1999,-385746839.3246
civ,2000,-330888979.00333
civ,2001,-310623586.06533
civ,2002,-464185869.46306
civ,2003,-487672474.47566
civ,2004,-466304343.70366
civ,2005,-461751250.05121
civ,2006,-531278055.09531
civ,2007,-343289151.80857
civ,2008,-332244904.48431
civ,2009,-98871931.86211
civ,2010,-438931172.61052
civ,2011,-533852030.32964
civ,2012,-520666940.35506
civ,2013,-278019165.02868
civ,2014,-293666544.27185
civ,2015,-345054064.39013
civ,2016,-415115888.20625
civ,2017,-516656399.55588
civ,2018,-550908143.26852
civ,2019,-539094063.60352
civ,2020,-719474526.1351
cmr,1970,17367465.8497
cmr,1971,16390612.17004
cmr,1972,17165264.43929
cmr,1973,20750277.26781
cmr,1974,19670817.39576
cmr,1975,47505082.98847
cmr,1976,65613647.17797
cmr,1977,33942213.37782
cmr,1978,14089785.37676
cmr,1979,33305226.64365
cmr,1980,0
cmr,1981,0
cmr,1982,-10955359.04211
cmr,1983,0
cmr,1984,-16477605.21809
cmr,1985,-6232429.55685
cmr,1986,-4042668.63487
cmr,1987,33274052.81087
cmr,1988,47008244.46816
cmr,1989,84323339.236
cmr,1990,-42568850.61896
cmr,1991,55613669.49904
cmr,1992,186254356.19842
cmr,1993,-17221906.42408
cmr,1994,15446915.70514
cmr,1995,59374125.00972
cmr,1996,33623145.93774
cmr,1997,80182375.5023
cmr,1998,106957887.40707
cmr,1999,111783897.20561
cmr,2000,96934288.40565
cmr,2001,119131668.3545
cmr,2002,243256996.98377
cmr,2003,209471928.65497
cmr,2004,150691864.80018
cmr,2005,243551381.44788
cmr,2006,252059422.43259
cmr,2007,478537969.01472
cmr,2008,622494015.02242
cmr,2009,446033342.37733
cmr,2010,345720514.36324
cmr,2011,258294261.66995
cmr,2012,203582459.17248
cmr,2013,303705449.44762
cmr,2014,358475712.66288
cmr,2015,194515771.59248
cmr,2016,345929906.83855
cmr,2017,423658247.63582
cmr,2018,455489412.57169
cmr,2019,503489437.81564
cmr,2020,418703721.0773
cod,1965,0
cod,1966,0
cod,1967,0
cod,1991,0
cod,1994,302521.0084
cod,1995,28618233.61823
cod,1996,103010163.41172
cod,1997,-1000000
cod,1998,31989235.93828
cod,1999,19762863.63636
cod,2000,140791442.02899
cod,2001,255403320
cod,2002,369594322.15546
cod,2003,377176976.7147
cod,2004,357604940.17533
cod,2005,368686686.23446
cod,2006,717289101.70608
cod,2007,860358483.93168
cod,2008,1052048199.82388
cod,2009,1180765613.44988
cod,2010,1031660677.20594
cod,2011,1035950168.75092
cod,2012,1011539639.46921
cod,2013,1615620434.70729
cod,2014,2032847124.53591
cod,2015,1904882084.37502
cod,2016,1323205200.36171
cod,2017,1459730711.56806
cod,2018,1204071272.55784
cod,2019,1464310655.78053
cod,2020,808614113.80621
cog,1990,2571166.12567
cog,1991,-4608294.94068
cog,1992,-18512167.35841
cog,1993,-12350154.99928
cog,1994,-29899135.21986
cog,1995,41765155.81338
cog,1996,31051604.68409
cog,1997,2038718.49372
cog,1998,-3044317.85783
cog,1999,-5313283.55036
cog,2000,18867613.29075
cog,2001,-15271726.27658
cog,2002,-22920134.7185
cog,2003,-15031936.16664
cog,2004,-28195401.24171
cog,2005,15760175.82864
cog,2006,13679738.82083
cog,2007,235776.81575
cog,2008,-4865954.02064
cog,2009,-31496042.98134
cog,2010,-119787512.84635
cog,2011,-85937514.90094
cog,2012,-58331869.16032
cog,2013,-35049793.53898
cog,2014,-40674332.2917
cog,2015,142027341.30302
cog,2016,513542510.12146
cog,2017,-2893785.50525
cog,2018,-3407499.91922
cog,2019,-4531260.66049
cog,2020,-149768470.47964
col,1968,30998033.76186
col,1969,37996581.35736
col,1970,35997852.98153
col,1971,34098981.94407
col,1972,34741038.47451
col,1973,34667518.73036
col,1974,50920897.66578
col,1975,48216397.47182
col,1976,50998419.79965
col,1977,46031554.47315
col,1978,72819332.55108
col,1979,102003535.97906
col,1980,165007009.02631
col,1981,242035236.40354
col,1982,169373076.79544
col,1983,163993344.95681
col,1984,298999233.8454
col,1985,460999892.02025
col,1986,785002491.92495
col,1987,1001003300.81568
col,1988,964001718.51343
col,1989,898003247.10262
col,1990,1025998467.92498
col,1991,1697987035.77916
col,1992,1935661125.71681
col,1993,1248513333.61384
col,1994,1092348196.53789
col,1995,798885611.74535
col,1996,705968318.29178
col,1997,713248676.08391
col,1998,749879027.08099
col,1999,1452688282.81683
col,2000,1673360074.41569
col,2001,2354003545.04362
col,2002,2655805052.41248
col,2003,3308504297.02683
col,2004,3724259370.10352
col,2005,4081721994.61728
col,2006,4707896535.03728
col,2007,5153270585.0064
col,2008,5450494694.01329
col,2009,4554140220.35107
col,2010,4445978698.91101
col,2011,4834591761.06566
col,2012,4622972315.75853
col,2013,4729275214.22605
col,2014,4639868197.37024
col,2015,5487473945.34898
col,2016,5887126239.92685
col,2017,6615667241.79771
col,2018,7679727063.33246
col,2019,8729189270.18382
col,2020,8787822695.42059
com,1990,5501841.05413
com,1991,3725516.96269
com,1992,4960527.34977
com,1993,10669023.04773
com,1994,7111022.65424
com,1995,35913550.19045
com,1996,32639538.39337
com,1997,19102976.58168
com,1998,30981240.06122
com,1999,31550368.94623
com,2000,31283819.95134
com,2001,38293435.46121
com,2002,35243038.38147
com,2003,43594770.66176
com,2004,64214601.89354
com,2005,75685050.5685
com,2006,75723274.66342
com,2007,86852772.32166
com,2008,114724730.9417
com,2009,138456623.82155
com,2010,145587457.62885
com,2011,150807340.78116
com,2012,192652055.94002
com,2013,176628605.48986
com,2014,169813299.11049
com,2015,162723428.13223
com,2016,104980445.67922
com,2017,143150538.0344
com,2018,143192934.54778
com,2019,160202301.39914
cpv,1980,39736238.29804
cpv,1981,57069904.93832
cpv,1982,47851097.81055
cpv,1983,54917406.23666
cpv,1984,62104493.63144
cpv,1985,55892250.17107
cpv,1986,68070443.65892
cpv,1987,78383146.25658
cpv,1988,64321920.42183
cpv,1989,71008926.86536
cpv,1990,79753300.31
cpv,1991,84331334.0242
cpv,1992,97696502.39642
cpv,1993,109701893.64268
cpv,1994,123224780.50091
cpv,1995,151598499.73326
cpv,1996,145512004.26194
cpv,1997,126325725.69993
cpv,1998,136969360.62267
cpv,1999,158117462.46449
cpv,2000,136160379.02163
cpv,2001,129524358.13996
cpv,2002,169103963.89445
cpv,2003,217128460.74327
cpv,2004,232923418.71642
cpv,2005,279465483.93318
cpv,2006,290386809.2063
cpv,2007,300665497.45927
cpv,2008,317511342.548
cpv,2009,309863311.96277
cpv,2010,339784665.40474
cpv,2011,359044126.34702
cpv,2012,258432250.14191
cpv,2013,274398686.68934
cpv,2014,265424715.02809
cpv,2015,254003855.68548
cpv,2016,279323624.44289
cpv,2017,303117432.04741
cpv,2018,320073534.33925
cpv,2019,331163451.61998
cpv,2020,355824126.48496
cri,1965,4900000
cri,1966,5000000
cri,1967,4500000
cri,1968,3800000
cri,1969,3800000
cri,1970,3400000
cri,1971,3510428.92934
cri,1972,4017136.39789
cri,1973,7033519.88927
cri,1974,8659041.61412
cri,1975,9470420.07001
cri,1976,11198891.48191
cri,1977,15800000
cri,1978,16600000
cri,1979,12200000
cri,1980,14500000
cri,1981,27100000
cri,1982,35900000
cri,1983,69000000
cri,1984,140900000
cri,1985,218700000
cri,1986,151900000
cri,1987,226000000
cri,1988,255400000
cri,1989,191400000
cri,1990,191900000
cri,1991,117319630.85028
cri,1992,163177271.58899
cri,1993,143462087.33313
cri,1994,155229841.23115
cri,1995,132087538.47041
cri,1996,146270530.29151
cri,1997,118861256.43031
cri,1998,103725811.50076
cri,1999,89776554.68713
cri,2000,74886708.99471
cri,2001,163225161.42372
cri,2002,192888480.97685
cri,2003,226148627.26564
cri,2004,231577289.58395
cri,2005,296444412.62047
cri,2006,381034778.71337
cri,2007,518394398.60554
cri,2008,477712163.1683
cri,2009,401077695.86356
cri,2010,446905054.411
cri,2011,404335526.4961
cri,2012,441940564.49146
cri,2013,429680059.62463
cri,2014,492737479.98002
cri,2015,505537949.81149
cri,2016,569584287.43058
cri,2017,585664254.79504
cri,2018,551183025.00561
cri,2019,589172936.09308
cri,2020,560217692.0505
cub,2003,977600000
cub,2004,973900000
cub,2005,-367200000
cub,2006,277700000
cub,2007,-199000000
cub,2008,481900000
cub,2009,235000000
cub,2010,-196000000
cub,2011,261000000
cub,2012,-394000000
cub,2013,-220000000
cub,2014,220000000
cub,2015,219000000
cub,2016,617000000
cub,2017,464000000
cub,2018,758000000
cym,2010,-172686907.4763
cym,2011,-174700588.02352
cym,2012,-304783391.33565
cym,2013,-318518540.74163
cym,2014,-364660866.43466
cym,2015,-243187687.5075
cym,2016,-442396855.87423
cym,2017,-746983559.34237
cym,2018,-699176647.06588
cym,2019,-571250570.0228
cym,2020,-596423856.95428
cyp,1976,19691002.72645
cyp,1977,24092711.19244
cyp,1978,18603096.80294
cyp,1979,19880239.52096
cyp,1980,26202321.72471
cyp,1981,22733612.27336
cyp,1982,28976572.13317
cyp,1983,31479421.57953
cyp,1984,14456630.10967
cyp,1985,12763915.54703
cyp,1986,60000000
cyp,1987,63093788.06334
cyp,1988,72396486.8256
cyp,1989,67337278.10651
cyp,1990,74263764.40461
cyp,1991,63888888.88889
cyp,1992,68970013.03781
cyp,1993,66195524.14605
cyp,1994,67261904.7619
cyp,1995,29754204.39845
cyp,1996,22835633.6261
cyp,1997,21436716.07754
cyp,1998,26470588.23529
cyp,1999,60409924.48759
cyp,2000,103958529.68897
cyp,2001,31623315.1184
cyp,2002,68576538.46154
cyp,2003,84809513.02378
cyp,2004,98527500
cyp,2005,53171496.08258
cyp,2006,118702923.09622
cyp,2007,-7730221.73556
cyp,2008,-100190713.34407
cyp,2009,-275702556.26563
cyp,2010,-254278006.09837
cyp,2011,-307958518.93096
cyp,2012,-315565977.12964
cyp,2013,-445909018.46195
cyp,2014,-543418094.85851
cyp,2015,-478428714.07966
cyp,2016,-400516493.24773
cyp,2017,-376907026.66064
cyp,2018,-416356282.4752
cyp,2019,-301490428.74734
cyp,2020,-343485893.77499
cze,1992,-329100000
cze,1993,127883888.45059
cze,1994,155088031.96109
cze,1995,287716654.10701
cze,1996,206519016.25333
cze,1997,40380332.25442
cze,1998,4305911.80006
cze,1999,13393425.3613
cze,2000,13395344.01679
cze,2001,-31759636.34165
cze,2002,24252716.97629
cze,2003,102130525.71874
cze,2004,-172841811.99854
cze,2005,-703415228.69761
cze,2006,-781700862.11475
cze,2007,-1362984571.56655
cze,2008,-1434713590.32785
cze,2009,-1426847820.38504
cze,2010,-1508201013.18184
cze,2011,-1909367038.53525
cze,2012,-1651691993.35972
cze,2013,-1709657777.19111
cze,2014,-1643309647.1155
cze,2015,-1392265867.16805
cze,2016,-2220997752.99288
cze,2017,-2291591210.48354
cze,2018,-2590437913.93585
cze,2019,-2211296318.50342
cze,2020,-2751112116.41408
deu,1970,-1482044567.94742
deu,1971,-1488439747.95071
deu,1972,-1897385143.83856
deu,1973,-2595317965.60556
deu,1974,-3026208903.33308
deu,1975,-3343233961.36418
deu,1976,-3520913469.0073
deu,1977,-3546470984.58688
deu,1978,-4702758519.96105
deu,1979,-5790383096.78796
deu,1980,-6279531956.10071
deu,1981,-5004063176.11424
deu,1982,-4610129765.45499
deu,1983,-4305076216.00919
deu,1984,-4892990172.49674
deu,1985,-4536389184.16157
deu,1986,-5630030622.35432
deu,1987,-6867365614.79869
deu,1988,-7674403608.41965
deu,1989,-7736018932.69531
deu,1990,-23702365331.0737
deu,1991,-47617352975.8397
deu,1992,-36241897307.45149
deu,1993,-40708462084.467
deu,1994,-44006260094.0099
deu,1995,-38571038624.2664
deu,1996,-34946711723.4208
deu,1997,-31017369727.0471
deu,1998,-30783594531.5105
deu,1999,-27620662423.1661
deu,2000,-26627749788.2354
deu,2001,-24478450617.7166
deu,2002,-26380561367.451
deu,2003,-33286656859.9999
deu,2004,-35364142861.004
deu,2005,-37593919850.5836
deu,2006,-37099178438.8235
deu,2007,-43589424515.2943
deu,2008,-51317599815.625
deu,2009,-44649774889.06249
deu,2010,-47540199666.6668
deu,2011,-45398620573.9301
deu,2012,-45395438143.3594
deu,2013,-56045253136.8629
deu,2014,-48073129381.17631
deu,2015,-40957668357.4219
deu,2016,-40840297251.362
deu,2017,-52822762130.5883
deu,2018,-52496970824.3137
deu,2019,-48945664517.647
deu,2020,-55115531041.24529
dji,1991,187096628.98588
dji,1992,174931493.74582
dji,1993,182274463.90691
dji,1994,132916200.11141
dji,1995,120419083.8449
dji,1996,111365567.37808
dji,1997,98947226.27039
dji,1998,100179494.82616
dji,1999,116300268.39822
dji,2000,101996950.27599
dji,2001,104951018.73161
dji,2002,85217841.44811
dji,2003,110358370.70464
dji,2004,68483746.9967
dji,2005,72580055.25515
dji,2006,78752651.62811
dji,2007,79197168.59572
dji,2008,79844250.25743
dji,2009,86112502.18038
dji,2010,105288626.55511
dji,2011,74133051.24324
dji,2012,91401691.4152
dji,2013,112490926.78974
dji,2014,109708475.64441
dji,2015,196241862.24475
dji,2016,198346284.34456
dji,2017,153628440.08305
dji,2018,196679064.37618
dji,2019,271813685.49581
dji,2020,194822221.34694
dma,1977,5700000
dma,1978,9200000
dma,1979,27400000
dma,1980,24400000
dma,1981,15392592.59259
dma,1982,9955555.55556
dma,1983,12311111.11111
dma,1984,17474074.07407
dma,1985,20666666.66667
dma,1986,2455555.55556
dma,1987,6488888.88889
dma,1988,10225925.92593
dma,1989,7459259.25926
dma,1990,5862962.96296
dma,1991,7333333.33333
dma,1992,7485185.18519
dma,1993,8700000
dma,1994,7070370.37037
dma,1995,7866666.66667
dma,1996,10170370.37037
dma,1997,10355555.55556
dma,1998,12740740.74074
dma,1999,13559259.25926
dma,2000,18066666.66667
dma,2001,17469259.25926
dma,2002,13642481.48148
dma,2003,12765555.55556
dma,2004,18110000
dma,2005,19665962.96296
dma,2006,19574629.62963
dma,2007,21152888.88889
dma,2008,19039148.14815
dma,2009,19091703.7037
dma,2010,19710592.59259
dma,2011,16492629.62963
dma,2012,16809444.44444
dma,2013,20303703.7037
dma,2014,46311111.11111
dma,2015,51866666.66667
dma,2016,36377777.77778
dma,2017,54133333.33333
dma,2018,43059259.25926
dma,2019,18205185.18519
dma,2020,20891111.11111
dnk,1966,-63597380.98725
dnk,1967,-68873989.25501
dnk,1968,-32924440
dnk,1969,-107471426.66667
dnk,1970,-123353866.66667
dnk,1971,-78441350.33597
dnk,1972,-126648007.71301
dnk,1973,-332351929.91156
dnk,1974,-166697238.67496
dnk,1975,-446906825.38025
dnk,1976,-376001488.83375
dnk,1977,-498612573.29424
dnk,1978,-606462118.73935
dnk,1979,-1113310967.49667
dnk,1980,-1011961532.31959
dnk,1981,-1004254569.44717
dnk,1982,-1170227905.52542
dnk,1983,-1274681902.67906
dnk,1984,-958019234.11158
dnk,1985,-1130865388.24506
dnk,1986,-1827692003.46064
dnk,1987,-2546565209.12825
dnk,1988,-2075537993.0179
dnk,1989,-2069446526.77081
dnk,1990,-2301137413.95469
dnk,1991,-2731031970.60893
dnk,1992,-2956803399.54606
dnk,1993,-3232807569.51835
dnk,1994,-3399372543.47074
dnk,1995,-3997393974.01114
dnk,1996,-4542914791.24631
dnk,1997,-3306079188.43213
dnk,1998,-4154429321.87201
dnk,1999,-4862819299.90539
dnk,2000,-4577575435.1672
dnk,2001,-4037823809.29495
dnk,2002,-4629941606.39416
dnk,2003,-5173125673.60384
dnk,2004,-6580427634.32425
dnk,2005,-5602061064.88352
dnk,2006,-5600322862.71608
dnk,2007,-6236015945.03738
dnk,2008,-6083050548.24346
dnk,2009,-6519614243.87696
dnk,2010,-6500268933.11345
dnk,2011,-6596741093.00442
dnk,2012,-6531749639.35013
dnk,2013,-6922870768.67551
dnk,2014,-5914333566.94026
dnk,2015,-4881607433.56667
dnk,2016,-4287018395.18233
dnk,2017,-4502117163.45412
dnk,2018,-5855618723.66308
dnk,2019,-5112268223.77077
dnk,2020,-6009795977.37869
dom,1968,10000000
dom,1969,8400000
dom,1970,31200000
dom,1971,17400000
dom,1972,30600000
dom,1973,30600000
dom,1974,35000000
dom,1975,39000000
dom,1976,125800000
dom,1977,139600000
dom,1978,149800000
dom,1979,205800000
dom,1980,187800000
dom,1981,193000000
dom,1982,205000000
dom,1983,477720000
dom,1984,540486500
dom,1985,681510184.41175
dom,1986,596215163.72276
dom,1987,704789741.98918
dom,1988,741772286.29857
dom,1989,788175946.37224
dom,1990,793639695.96378
dom,1991,836978434.94303
dom,1992,917261440
dom,1993,894000000
dom,1994,983080059.92011
dom,1995,992200000
dom,1996,1167723540.86056
dom,1997,1352184265.20252
dom,1998,1989296726.54066
dom,1999,1848786906.98732
dom,2000,1902559527.85588
dom,2001,2027271200.04793
dom,2002,2269848331.72284
dom,2003,2349617160.36772
dom,2004,2513199235.39779
dom,2005,2699451635.91213
dom,2006,3142998336.33634
dom,2007,3400846243.35658
dom,2008,3513533794.38971
dom,2009,3216379068.10594
dom,2010,3432025485.24903
dom,2011,3855343481.86811
dom,2012,3914519912.10647
dom,2013,4148830549.47421
dom,2014,4368302302.88613
dom,2015,4753823021.16749
dom,2016,5059128561.3185
dom,2017,5710888327.19041
dom,2018,6433562649.9697
dom,2019,6899400232.77168
dom,2020,8067771599.9257
dza,1977,281421819.23411
dza,1978,315186968.90996
dza,1979,321023538.2659
dza,1980,300985041.95549
dza,1981,309096807.08096
dza,1982,328818431.25299
dza,1983,238055462.74641
dza,1984,180599590.64093
dza,1985,378495564.66049
dza,1986,763881504.79553
dza,1987,517351588.75807
dza,1988,390714817.06905
dza,1989,540703940.27811
dza,1990,333017024.83952
dza,1991,216100341.58145
dza,1996,880001572.63434
dza,1997,1059994489.43201
dza,1998,1060000000
dza,1999,790001186.65122
dza,2000,790002099.39436
dza,2001,1365848604.54575
dza,2002,1732124861.48046
dza,2003,2423644938.30351
dza,2004,3279462008.36518
dza,2005,3106434140.37008
dza,2006,2267318773.34934
dza,2007,2881470406.56695
dza,2008,3507481868.23736
dza,2009,3310414412.62867
dza,2010,3252413088.48439
dza,2011,3539380760.89386
dza,2012,3904831304.16839
dza,2013,3292834427.80754
dza,2014,4106988173.09721
dza,2015,3238687713.15127
dza,2016,3507968981.1418
dza,2017,3910158326.80021
dza,2018,4294242060.89861
dza,2019,3610163413.58786
dza,2020,2897888257.15746
ecu,1960,8644143.90128
ecu,1961,7749168.95235
ecu,1962,9304460.00544
ecu,1963,6703213.1222
ecu,1964,11905706.88868
ecu,1965,9304460.18603
ecu,1966,9404508.14502
ecu,1967,12706090.79168
ecu,1968,13206330.58663
ecu,1969,12305898.95572
ecu,1970,17208248.94621
ecu,1971,16107721.39733
ecu,1972,15307337.72541
ecu,1973,27213044.84518
ecu,1974,31415059.12274
ecu,1975,32315490.75365
ecu,1976,31214963.20476
ecu,1977,36217361.15424
ecu,1978,40919615.22676
ecu,1979,30214483.61487
ecu,1980,30314531.57386
ecu,1981,25412181.58336
ecu,1982,20209687.7159
ecu,1983,24111558.1165
ecu,1984,20109639.75691
ecu,1985,79938319.23271
ecu,1986,45421773.38129
ecu,1987,131663114.03034
ecu,1988,97246616.13791
ecu,1989,97046520.21993
ecu,1990,107251412.03687
ecu,1991,110155077.53877
ecu,1992,120060030.01501
ecu,1993,255627813.90695
ecu,1994,322461230.61531
ecu,1995,442121060.53026
ecu,1996,491945972.98649
ecu,1997,621210605.30265
ecu,1998,767283641.82091
ecu,1999,1090045022.51126
ecu,2000,1352476238.11906
ecu,2001,1638800000
ecu,2002,1651675200
ecu,2003,1769425800
ecu,2004,2030220100
ecu,2005,2660939400
ecu,2006,3103864500
ecu,2007,3183533000
ecu,2008,2910399000
ecu,2009,2868773000
ecu,2010,2641385000
ecu,2011,2684726000
ecu,2012,2480389000
ecu,2013,2393561000
ecu,2014,2325366000
ecu,2015,2033739000
ecu,2016,2771804000
ecu,2017,2877168000
ecu,2018,2391314000
ecu,2019,2976554000
ecu,2020,2992940000
egy,1987,3356500000
egy,1988,4081400170.35775
egy,1989,4243399938.04213
egy,1990,4836299955.13683
egy,1991,7419000000
egy,1992,4380352420.78657
egy,1993,5737200150.06002
egy,1994,4046000088.96797
egy,1995,4197600029.48983
egy,1996,3521100000
egy,1997,4145200265.48673
egy,1998,4600300059.03188
egy,1999,4869100088.46948
egy,2000,4679500014.67782
egy,2001,3742200000
egy,2002,4252400000
egy,2003,3609300000
egy,2004,3934100000
egy,2005,5427800000
egy,2006,5547100000
egy,2007,7061300000
egy,2008,9337600000
egy,2009,8246600000
egy,2010,10463400000
egy,2011,13136800000
egy,2012,18408000000
egy,2013,19264900000
egy,2014,30367900000
egy,2015,21875800000
egy,2016,16790700000
egy,2017,21835100000
egy,2018,26470900000
egy,2019,25113600000
egy,2020,27679900000
eri,1992,170699997.81817
eri,1993,182698596.34361
eri,1994,320100000
eri,1995,237400000
eri,1996,270800006.29257
eri,1997,403497423.57533
eri,1998,304094024.64038
eri,1999,321028996.88443
eri,2000,348500000
eri,2001,376400000
eri,2002,384199997.1343
eri,2003,413000000
eri,2004,405300003.62647
eri,2005,370799998.69859
eri,2006,353000000
eri,2007,353000000
eri,2008,353000000
eri,2009,353000000
esp,1970,329909674.35227
esp,1971,387908982.03593
esp,1972,449546984.20916
esp,1973,658326670.47401
esp,1974,528332852.61033
esp,1975,550301449.27536
esp,1976,477266849.04253
esp,1977,449334063.52684
esp,1978,585010850.69444
esp,1979,521551809.61824
esp,1980,676289162.21861
esp,1981,577075148.67544
esp,1982,562521581.0995
esp,1983,409140371.2297
esp,1984,421379631.54626
esp,1985,368929549.90215
esp,1986,70097421.88428
esp,1987,563595202.80286
esp,1988,1026794743.60806
esp,1989,675922698.52424
esp,1990,9542931.76624
esp,1991,-426112089.67174
esp,1992,-1347204615.63465
esp,1993,-1022925872.66309
esp,1994,-1421714072.78599
esp,1995,411615959.43421
esp,1996,-1104849599.3695
esp,1997,-1328057954.54545
esp,1998,-1924184207.5955
esp,1999,-2520561299.2278
esp,2000,-3822832340.39217
esp,2001,-4502329635.03938
esp,2002,-4295741434.90197
esp,2003,-7774465375.2941
esp,2004,-9084218618.14674
esp,2005,-12347595953.3074
esp,2006,-16473456564.7059
esp,2007,-17687389574.1177
esp,2008,-22712876703.9062
esp,2009,-19416766094.9219
esp,2010,-16682818533.3334
esp,2011,-18294467889.10509
esp,2012,-15623030250
esp,2013,-16556319476.8628
esp,2014,-14176431869.4117
esp,2015,-11864021339.4531
esp,2016,-13058136022.179
esp,2017,-11438021911.7647
esp,2018,-13949434669.8039
esp,2019,-14507270172.549
esp,2020,-15842260031.1284
est,2000,92825946.74284
est,2001,97724465.13293
est,2002,80194970.3306
est,2003,127409665.76332
est,2004,61381366.45963
est,2005,22372839.1991
est,2006,-42221804.03964
est,2007,30309334.79332
est,2008,112933938.77252
est,2009,123506529.59155
est,2010,144097380.84239
est,2011,140587480.54475
est,2012,136573035.82031
est,2013,7570272.82353
est,2014,19528961.52941
est,2015,7766590.23438
est,2016,-36417112.41245
est,2017,194192194.23529
est,2018,80186811.21569
est,2019,58436569.41176
eth,1981,86859903.38164
eth,1982,114782608.69565
eth,1983,182270531.40097
eth,1984,270531400.96618
eth,1985,445024154.58937
eth,1986,242870096.61836
eth,1987,173848937.19807
eth,1988,306280193.23672
eth,1989,397149758.45411
eth,1990,333333333.33333
eth,1991,494927536.23188
eth,1992,552078501.33809
eth,1993,647583210.43144
eth,1994,532036622.68947
eth,1995,738699018.10273
eth,1996,706405678.7427
eth,1997,483843592.26887
eth,1998,578371548.96832
eth,1999,504212278.15575
eth,2000,701635669.66532
eth,2001,775355616.12911
eth,2002,880351399.44046
eth,2003,1163847875.9979
eth,2004,1337908707.00157
eth,2005,1806927262.00934
eth,2006,2095496284.94741
eth,2007,2895408972.02638
eth,2008,3729216540.45868
