geo,time,dc_dac_nldl_cd
ind,2014,870000.00477
ind,2015,2130000.11444
ind,2016,720000.02861
ind,2017,409999.99642
ind,2018,1399999.97616
ind,2019,2559999.94278
irn,1970,109999.9994
irn,1971,180000.00715
irn,1972,280000.00119
irn,1973,270000.01073
irn,1974,189999.99762
irn,1975,170000.00179
irn,1976,150000.00596
irn,1977,330000.01311
irn,1978,70000.0003
irn,1979,39999.99911
irn,1980,9999.99978
irn,1984,159999.99642
irn,1988,239999.99464
irn,1990,1100000.02384
irn,1991,3890000.1049
irn,1992,15289999.96185
irn,1993,6789999.96185
irn,1994,3279999.97139
irn,1995,4210000.03815
irn,1996,100000.00149
irn,1997,7789999.96185
irn,1998,2710000.03815
irn,1999,9999.99978
irn,2000,70000.0003
irn,2001,3779999.97139
irn,2002,3819999.93324
irn,2003,7699999.80927
irn,2004,11130000.11444
irn,2005,6750000
irn,2006,1019999.98093
irn,2007,2240000.00954
irn,2008,4510000.22888
irn,2009,4480000.01907
irn,2010,3430000.06676
irn,2012,70000.0003
irn,2013,1769999.98093
irn,2014,1220000.02861
irn,2015,689999.99762
irn,2016,540000.02146
irn,2017,699999.98808
irn,2018,769999.98093
irn,2019,150000.00596
irq,1971,29999.99933
irq,1972,200000.00298
irq,1973,219999.99881
irq,1974,319999.99285
irq,1975,280000.00119
irq,1976,250000
irq,1977,200000.00298
irq,1978,200000.00298
irq,1979,79999.99821
irq,1980,59999.99866
irq,1981,90000.00358
irq,1982,29999.99933
irq,1983,9999.99978
irq,1984,19999.99955
irq,1985,59999.99866
irq,1986,70000.0003
irq,1987,79999.99821
irq,1991,12970000.26703
irq,1992,18690000.53406
irq,1993,22510000.22888
irq,1994,19590000.15259
irq,1995,34869998.93188
irq,1996,19290000.91553
irq,1997,42830001.83105
irq,1998,14289999.96185
irq,1999,2400000.09537
irq,2000,3619999.88556
irq,2001,16879999.16077
irq,2002,15840000.15259
irq,2003,73269996.64307
irq,2004,140800003.05176
irq,2005,120500000
irq,2006,3190000.05722
irq,2007,5940000.05722
irq,2008,81809997.55859
irq,2009,7269999.98093
irq,2010,4309999.94278
irq,2011,3390000.1049
irq,2012,219999.99881
irq,2013,400000.00596
irq,2014,16299999.23706
irq,2015,40310001.37329
irq,2016,42689998.62671
irq,2017,30430000.30518
irq,2018,48419998.16895
irq,2019,15390000.34332
isr,1971,230000.00417
isr,1972,100000.00149
isr,1973,419999.98689
isr,1974,310000.00238
isr,1975,39999.99911
isr,1976,79999.99821
isr,1977,90000.00358
isr,1978,419999.98689
isr,1979,379999.99523
isr,1980,1169999.95708
isr,1981,1379999.99523
isr,1982,810000.00238
isr,1983,730000.01907
isr,1984,1240000.00954
isr,1985,219999.99881
isr,1986,3839999.91417
isr,1987,5659999.84741
isr,1988,5030000.20981
isr,1989,5420000.07629
isr,1990,6949999.80927
isr,1991,6579999.92371
isr,1992,11109999.65668
isr,1993,5929999.82834
isr,1994,15890000.34332
isr,1995,7800000.19073
isr,1996,6619999.88556
isr,1997,2000000
isr,1998,990000.00954
isr,2001,689999.99762
isr,2002,1990000.00954
isr,2003,1049999.95232
isr,2004,1009999.99046
jam,1970,19999.99955
jam,1971,259999.99046
jam,1972,250000
jam,1973,259999.99046
jam,1974,379999.99523
jam,1975,509999.99046
jam,1976,930000.00715
jam,1977,5000000
jam,1978,21950000.76294
jam,1979,28040000.91553
jam,1980,34349998.47412
jam,1981,6860000.13351
jam,1982,8350000.38147
jam,1983,7909999.84741
jam,1984,7119999.88556
jam,1985,2660000.08583
jam,1986,3359999.8951
jam,1987,6420000.07629
jam,1988,4679999.82834
jam,1989,10659999.84741
jam,1990,25450000.76294
jam,1991,-159999.99642
jam,1992,4619999.88556
jam,1993,7980000.01907
jam,1994,7659999.84741
jam,1995,11640000.34332
jam,1996,5559999.94278
jam,1997,1190000.05722
jam,1998,-529999.97139
jam,1999,-2789999.96185
jam,2000,3160000.08583
jam,2001,1840000.03338
jam,2002,1639999.98569
jam,2003,-2279999.97139
jam,2004,7719999.79019
jam,2005,-3980000.01907
jam,2006,-2980000.01907
jam,2007,-5250000
jam,2008,-5250000
jam,2009,-4250000
jam,2010,-2940000.05722
jam,2011,-660000.02623
jam,2012,-2990000.00954
jam,2013,-1350000.02384
jam,2014,-1350000.02384
jam,2015,-1129999.99523
jam,2016,-1120000.00477
jam,2017,-1039999.96185
jam,2018,-579999.98331
jor,1970,159999.99642
jor,1971,50000.00075
jor,1972,129999.99523
jor,1973,90000.00358
jor,1974,119999.99732
jor,1975,360000.01431
jor,1976,140000.0006
jor,1977,280000.00119
jor,1978,1879999.99523
jor,1979,140000.0006
jor,1980,660000.02623
jor,1981,899999.97616
jor,1982,400000.00596
jor,1983,259999.99046
jor,1984,769999.98093
jor,1985,140000.0006
jor,1986,370000.00477
jor,1987,100000.00149
jor,1988,100000.00149
jor,1989,50000.00075
jor,1990,5469999.79019
jor,1991,2279999.97139
jor,1992,100000.00149
jor,1993,119999.99732
jor,1994,90000.00358
jor,1995,3920000.07629
jor,1996,6260000.22888
jor,1997,8159999.84741
jor,1998,1559999.94278
jor,1999,769999.98093
jor,2000,1120000.00477
jor,2001,670000.01669
jor,2002,310000.00238
jor,2003,379999.99523
jor,2004,589999.97377
jor,2005,779999.97139
jor,2006,259999.99046
jor,2007,140000.0006
jor,2008,250000
jor,2009,600000.02384
jor,2010,1029999.97139
jor,2011,1200000.04768
jor,2012,2559999.94278
jor,2013,4090000.15259
jor,2014,1740000.00954
jor,2015,33729999.54224
jor,2016,19739999.77112
jor,2017,28649999.61853
jor,2018,39580001.83105
jor,2019,7789999.96185
kaz,1992,1000000
kaz,1993,79999.99821
kaz,1994,39999.99911
kaz,1995,109999.9994
kaz,1996,200000.00298
kaz,1997,379999.99523
kaz,1998,1279999.97139
kaz,1999,119999.99732
kaz,2000,289999.99166
kaz,2001,2150000.09537
kaz,2002,2009999.99046
kaz,2003,2509999.99046
kaz,2004,3319999.93324
kaz,2005,2359999.8951
kaz,2006,250000
kaz,2007,370000.00477
kaz,2008,29999.99933
kaz,2009,629999.99523
kaz,2010,430000.00715
kaz,2011,259999.99046
kaz,2012,439999.99762
kaz,2013,540000.02146
kaz,2014,589999.97377
kaz,2015,439999.99762
kaz,2016,500000
kaz,2017,460000.00834
kaz,2018,740000.00954
kaz,2019,670000.01669
ken,1965,140000.0006
ken,1967,1460000.03815
ken,1968,70000.0003
ken,1969,209999.99344
ken,1970,1809999.94278
ken,1971,3490000.00954
ken,1972,5650000.09537
ken,1973,9720000.26703
ken,1974,9409999.84741
ken,1975,10710000.03815
ken,1976,14550000.19073
ken,1977,13939999.58038
ken,1978,24319999.69482
ken,1979,27690000.53406
ken,1980,47459999.08447
ken,1981,37659999.84741
ken,1982,54830001.83105
ken,1983,30190000.53406
ken,1984,25170000.07629
ken,1985,19629999.16077
ken,1986,44360000.61035
ken,1987,56529998.7793
ken,1988,56650001.52588
ken,1989,49020000.45776
ken,1990,67010002.13623
ken,1991,26389999.38965
ken,1992,54240001.67847
ken,1993,48049999.23706
ken,1994,41970001.2207
ken,1995,36349998.47412
ken,1996,39880001.06812
ken,1997,31719999.31335
ken,1998,29159999.84741
ken,1999,10390000.34332
ken,2000,14239999.77112
ken,2001,23100000.38147
ken,2002,12659999.84741
ken,2003,7690000.05722
ken,2004,24379999.16077
ken,2005,28280000.68665
ken,2006,26280000.68665
ken,2007,11039999.96185
ken,2008,15930000.30518
ken,2009,25379999.16077
ken,2010,17549999.23706
ken,2011,34819999.69482
ken,2012,27489999.77112
ken,2013,32259998.32153
ken,2014,30959999.08447
ken,2015,17870000.83923
ken,2016,18829999.92371
ken,2017,20760000.22888
ken,2018,15909999.84741
ken,2019,11180000.30518
kgz,1992,1100000.02384
kgz,1993,4909999.84741
kgz,1994,100000.00149
kgz,1995,3589999.91417
kgz,1996,8729999.54224
kgz,1997,649999.97616
kgz,1998,2890000.1049
kgz,1999,1990000.00954
kgz,2000,1940000.05722
kgz,2001,1789999.96185
kgz,2002,1659999.96662
kgz,2003,4760000.22888
kgz,2004,3069999.93324
kgz,2005,3119999.88556
kgz,2006,119999.99732
kgz,2007,379999.99523
kgz,2008,59999.99866
kgz,2009,70000.0003
kgz,2010,550000.01192
kgz,2011,39999.99911
kgz,2012,9999.99978
kgz,2016,70000.0003
kgz,2017,59999.99866
kgz,2018,19999.99955
khm,1971,19999.99955
khm,1972,19999.99955
khm,1973,9999.99978
khm,1974,79999.99821
khm,1975,230000.00417
khm,1979,1500000
khm,1980,6750000
khm,1981,5969999.79019
khm,1982,2150000.09537
khm,1983,879999.99523
khm,1984,980000.01907
khm,1985,370000.00477
khm,1986,159999.99642
khm,1987,209999.99344
khm,1988,540000.02146
khm,1989,779999.97139
khm,1990,4059999.94278
khm,1991,7789999.96185
khm,1992,13640000.34332
khm,1993,12600000.38147
khm,1994,11020000.45776
khm,1995,11770000.45776
khm,1996,8390000.34332
khm,1997,11520000.45776
khm,1998,9310000.41962
khm,1999,6289999.96185
khm,2000,7380000.11444
khm,2001,8159999.84741
khm,2002,9270000.45776
khm,2003,7199999.80927
khm,2004,8699999.80927
khm,2005,8039999.96185
khm,2006,2019999.98093
khm,2007,170000.00179
khm,2008,1870000.00477
khm,2009,79999.99821
khm,2010,1259999.99046
khm,2011,250000
khm,2012,519999.98093
khm,2013,9999.99978
kir,1992,9999.99978
kir,1993,9999.99978
kir,1994,9999.99978
kir,1995,90000.00358
kir,1996,150000.00596
kir,1997,109999.9994
kir,2000,9999.99978
kir,2002,19999.99955
kna,1994,2240000.00954
kna,1996,9999.99978
kna,1998,200000.00298
kna,2001,70000.0003
kna,2002,29999.99933
kor,1970,990000.00954
kor,1971,90000.00358
kor,1972,319999.99285
kor,1973,259999.99046
kor,1974,540000.02146
kor,1975,639999.98569
kor,1976,1120000.00477
kor,1977,2190000.05722
kor,1978,2319999.93324
kor,1979,1399999.97616
kor,1980,1279999.97139
kor,1981,910000.02623
kor,1982,579999.98331
kor,1983,529999.97139
kor,1984,970000.02861
kor,1985,509999.99046
kor,1986,560000.00238
kor,1987,829999.98331
kor,1995,319999.99285
kor,1996,150000.00596
kor,1997,230000.00417
kor,1998,90000.00358
kor,2000,29999.99933
kor,2001,119999.99732
kor,2002,90000.00358
kor,2003,100000.00149
kor,2004,100000.00149
kos,2009,449999.98808
kos,2010,3630000.11444
kos,2011,1580000.04292
kos,2012,4550000.19073
kos,2013,2289999.96185
kos,2014,930000.00715
kos,2015,230000.00417
kos,2016,39999.99911
kos,2017,19999.99955
kwt,1979,70000.0003
kwt,2001,19999.99955
kwt,2002,9999.99978
kwt,2004,19999.99955
lao,1973,9999.99978
lao,1974,9999.99978
lao,1975,19999.99955
lao,1976,4079999.92371
lao,1977,3609999.8951
lao,1978,6860000.13351
lao,1979,6070000.17166
lao,1980,2559999.94278
lao,1981,2829999.92371
lao,1982,6280000.20981
lao,1983,2460000.03815
lao,1984,2500000
lao,1985,300000.01192
lao,1986,1419999.95708
lao,1987,389999.98569
lao,1988,109999.9994
lao,1989,9999.99978
lao,1990,79999.99821
lao,1991,9999.99978
lao,1992,2269999.98093
lao,1993,430000.00715
lao,1994,1860000.01431
lao,1995,2309999.94278
lao,1996,3160000.08583
lao,1997,4190000.05722
lao,1998,2529999.97139
lao,1999,540000.02146
lao,2000,1990000.00954
lao,2001,2710000.03815
lao,2002,1970000.02861
lao,2003,870000.00477
lao,2004,2420000.07629
lao,2005,2859999.8951
lao,2006,79999.99821
lao,2007,59999.99866
lao,2010,70000.0003
lbn,1971,90000.00358
lbn,1972,219999.99881
lbn,1973,239999.99464
lbn,1974,460000.00834
lbn,1975,600000.02384
lbn,1976,1659999.96662
lbn,1977,2880000.11444
lbn,1978,2309999.94278
lbn,1979,349999.99404
lbn,1980,270000.01073
lbn,1981,250000
lbn,1982,2109999.8951
lbn,1983,1559999.94278
lbn,1984,1230000.01907
lbn,1985,779999.97139
lbn,1986,500000
lbn,1987,839999.97377
lbn,1988,1120000.00477
lbn,1989,1320000.05245
lbn,1990,949999.98808
lbn,1991,360000.01431
lbn,1992,579999.98331
lbn,1993,519999.98093
lbn,1994,430000.00715
lbn,1995,1090000.03338
lbn,1996,990000.00954
lbn,1997,639999.98569
lbn,1998,3490000.00954
lbn,1999,189999.99762
lbn,2000,610000.01431
lbn,2001,519999.98093
lbn,2002,360000.01431
lbn,2003,610000.01431
lbn,2004,230000.00417
lbn,2005,189999.99762
lbn,2006,13359999.65668
lbn,2007,550000.01192
lbn,2008,2460000.03815
lbn,2009,670000.01669
lbn,2010,1029999.97139
lbn,2011,939999.99762
lbn,2012,639999.98569
lbn,2013,1889999.98569
lbn,2014,5550000.19073
lbn,2015,37849998.47412
lbn,2016,52200000.76294
lbn,2017,28280000.68665
lbn,2018,82330001.83105
lbn,2019,11819999.69482
lbr,1970,19999.99955
lbr,1971,70000.0003
lbr,1972,129999.99523
lbr,1973,-140000.0006
lbr,1974,610000.01431
lbr,1975,230000.00417
lbr,1976,550000.01192
lbr,1977,1870000.00477
lbr,1978,949999.98808
lbr,1979,1009999.99046
lbr,1980,899999.97616
lbr,1981,1840000.03338
lbr,1982,1080000.04292
lbr,1983,899999.97616
lbr,1984,560000.00238
lbr,1985,519999.98093
lbr,1986,319999.99285
lbr,1987,479999.98927
lbr,1988,1039999.96185
lbr,1989,1190000.05722
lbr,1990,5730000.01907
lbr,1991,2210000.03815
lbr,1992,1590000.03338
lbr,1993,2420000.07629
lbr,1994,6079999.92371
lbr,1995,5519999.98093
lbr,1996,6610000.13351
lbr,1997,8260000.22888
lbr,1998,6420000.07629
lbr,1999,3160000.08583
lbr,2000,2000000
lbr,2001,2250000
lbr,2002,2880000.11444
lbr,2003,8979999.54224
lbr,2004,8619999.88556
lbr,2005,7199999.80927
lbr,2006,6530000.20981
lbr,2007,2849999.90463
lbr,2008,19989999.77112
lbr,2010,40009998.32153
lbr,2011,1389999.98569
lbr,2014,6789999.96185
lbr,2015,19999.99955
lby,1972,19999.99955
lby,1973,29999.99933
lby,1974,50000.00075
lby,1975,19999.99955
lby,1977,19999.99955
lby,1978,29999.99933
lby,1982,70000.0003
lby,1995,9999.99978
lby,1996,0
lby,1997,29999.99933
lby,2001,70000.0003
lby,2002,140000.0006
lby,2003,970000.02861
lby,2004,140000.0006
lby,2005,200000.00298
lby,2010,59999.99866
lby,2011,4090000.15259
lby,2012,150000.00596
lby,2013,639999.98569
lby,2014,379999.99523
lby,2015,509999.99046
lby,2016,2049999.95232
lby,2017,6610000.13351
lby,2018,4250000
lby,2019,7670000.07629
lca,1975,19999.99955
lca,1976,9999.99978
lca,1986,19999.99955
lca,1987,19999.99955
lca,1991,189999.99762
lca,1992,180000.00715
lca,1993,129999.99523
lca,1994,2880000.11444
lca,1995,189999.99762
lca,1996,90000.00358
lca,1997,100000.00149
lca,1998,109999.9994
lca,2000,19999.99955
lca,2001,79999.99821
lca,2002,9999.99978
lka,1970,109999.9994
lka,1972,259999.99046
lka,1973,379999.99523
lka,1974,529999.97139
lka,1975,4090000.15259
lka,1976,6179999.82834
lka,1977,11989999.77112
lka,1978,32060001.37329
lka,1979,21190000.53406
lka,1980,22719999.31335
lka,1981,49490001.67847
lka,1982,21540000.91553
lka,1983,25409999.84741
lka,1984,20649999.61853
lka,1985,14449999.80927
lka,1986,17219999.31335
lka,1987,23520000.45776
lka,1988,28350000.38147
lka,1989,18010000.22888
lka,1990,22309999.46594
lka,1991,15199999.80927
lka,1992,10420000.07629
lka,1993,9279999.73297
lka,1994,14689999.58038
lka,1995,14069999.69482
lka,1996,13119999.88556
lka,1997,14000000
lka,1998,13239999.77112
lka,1999,3099999.90463
lka,2000,6880000.11444
lka,2001,15800000.19073
lka,2002,18600000.38147
lka,2003,21510000.22888
lka,2004,13909999.84741
lka,2005,56159999.84741
lka,2006,14949999.80927
lka,2007,14569999.69482
lka,2008,19760000.22888
lka,2009,2690000.05722
lka,2010,3619999.88556
lka,2011,1320000.05245
lka,2012,460000.00834
lka,2013,70000.0003
lka,2014,70000.0003
lka,2016,119999.99732
lka,2017,159999.99642
lka,2018,209999.99344
lka,2019,119999.99732
lso,1970,39999.99911
lso,1971,239999.99464
lso,1972,219999.99881
lso,1973,449999.98808
lso,1974,409999.99642
lso,1975,439999.99762
lso,1976,860000.01431
lso,1977,829999.98331
lso,1978,1179999.94755
lso,1979,2160000.08583
lso,1980,3920000.07629
lso,1981,3740000.00954
lso,1982,2019999.98093
lso,1983,2369999.88556
lso,1984,1669999.95708
lso,1985,800000.01192
lso,1986,980000.01907
lso,1987,1700000.04768
lso,1988,740000.00954
lso,1989,490000.00954
lso,1990,1330000.04292
lso,1991,1750000
lso,1992,1320000.05245
lso,1993,579999.98331
lso,1994,759999.99046
lso,1995,1779999.97139
lso,1996,500000
lso,1997,370000.00477
lso,1998,519999.98093
lso,2000,280000.00119
lso,2001,740000.00954
lso,2002,689999.99762
lso,2003,79999.99821
lso,2004,140000.0006
lso,2005,100000.00149
lso,2006,90000.00358
ltu,1991,100000.00149
ltu,1992,1200000.04768
ltu,1993,1460000.03815
ltu,1995,1440000.05722
ltu,1998,800000.01192
ltu,2000,1279999.97139
ltu,2001,2019999.98093
ltu,2002,680000.00715
ltu,2003,939999.99762
ltu,2004,1190000.05722
lva,1991,100000.00149
lva,1992,1500000
lva,1993,1009999.99046
lva,1995,939999.99762
lva,1998,519999.98093
lva,1999,100000.00149
lva,2001,2059999.94278
lva,2002,349999.99404
lva,2003,819999.99285
lva,2004,550000.01192
mac,2001,70000.0003
mar,1971,39999.99911
mar,1972,109999.9994
mar,1973,150000.00596
mar,1974,529999.97139
mar,1975,790000.02146
mar,1976,889999.98569
mar,1977,330000.01311
mar,1978,519999.98093
mar,1979,449999.98808
mar,1980,800000.01192
mar,1981,550000.01192
mar,1982,150000.00596
mar,1983,219999.99881
mar,1984,1639999.98569
mar,1985,879999.99523
mar,1986,90000.00358
mar,1987,639999.98569
mar,1988,1200000.04768
mar,1989,660000.02623
mar,1990,540000.02146
mar,1991,79999.99821
mar,1992,-90000.00358
mar,1993,-170000.00179
mar,1994,-29999.99933
mar,1995,29999.99933
mar,1996,180000.00715
mar,1997,660000.02623
mar,1998,1840000.03338
mar,1999,2549999.95232
mar,2000,-90000.00358
mar,2001,990000.00954
mar,2002,1149999.97616
mar,2003,1799999.95232
mar,2004,6500000
mar,2005,1559999.94278
mar,2006,389999.98569
mar,2007,-300000.01192
mar,2008,639999.98569
mar,2009,1720000.02861
mar,2010,1139999.98569
mar,2011,1610000.01431
mar,2012,1730000.01907
mar,2013,1990000.00954
mar,2014,1149999.97616
mar,2015,1070000.05245
mar,2016,699999.98808
mar,2017,1100000.02384
mar,2018,2470000.02861
mar,2019,1210000.03815
mda,1992,600000.02384
mda,1993,2690000.05722
mda,1995,3869999.88556
mda,1996,3950000.04768
mda,1997,2190000.05722
mda,1998,8699999.80927
mda,1999,1740000.00954
mda,2000,13470000.26703
mda,2001,15149999.61853
mda,2002,3470000.02861
mda,2003,4909999.84741
mda,2004,5599999.90463
mda,2005,8300000.19073
mda,2006,7000000
mda,2007,7949999.80927
mda,2008,6929999.82834
mda,2009,2089999.91417
mda,2010,5619999.88556
mda,2011,4000000
mda,2012,889999.98569
mda,2013,250000
mda,2014,519999.98093
mda,2015,330000.01311
mda,2016,319999.99285
mda,2017,310000.00238
mda,2018,289999.99166
mda,2019,280000.00119
mdg,1970,9999.99978
mdg,1971,129999.99523
mdg,1972,140000.0006
mdg,1973,230000.00417
mdg,1974,379999.99523
mdg,1975,800000.01192
mdg,1976,310000.00238
mdg,1977,469999.99881
mdg,1978,239999.99464
mdg,1979,360000.01431
mdg,1980,790000.02146
mdg,1981,560000.00238
mdg,1982,1059999.94278
mdg,1983,779999.97139
mdg,1984,289999.99166
mdg,1985,170000.00179
mdg,1986,1950000.04768
mdg,1987,529999.97139
mdg,1988,490000.00954
mdg,1989,460000.00834
mdg,1990,910000.02623
mdg,1991,439999.99762
mdg,1992,779999.97139
mdg,1993,970000.02861
mdg,1994,800000.01192
mdg,1995,1899999.97616
mdg,1996,4010000.22888
mdg,1997,2849999.90463
mdg,1998,3640000.1049
mdg,1999,1350000.02384
mdg,2000,1259999.99046
mdg,2001,1500000
mdg,2002,439999.99762
mdg,2003,629999.99523
mdg,2004,850000.02384
mdg,2005,980000.01907
mdg,2006,159999.99642
mdg,2007,11880000.11444
mdg,2008,4190000.05722
mdg,2009,330000.01311
mdv,1980,9999.99978
mdv,1982,29999.99933
mdv,1983,70000.0003
mdv,1987,9999.99978
mdv,1991,29999.99933
mdv,1995,29999.99933
mdv,1996,19999.99955
mdv,2000,769999.98093
mdv,2001,509999.99046
mdv,2002,9999.99978
mdv,2007,4969999.79019
mdv,2008,5900000.09537
mex,1970,9999.99978
mex,1971,79999.99821
mex,1972,310000.00238
mex,1973,370000.00477
mex,1974,259999.99046
mex,1975,490000.00954
mex,1976,610000.01431
mex,1977,720000.02861
mex,1978,680000.00715
mex,1979,1149999.97616
mex,1980,1740000.00954
mex,1981,9380000.11444
mex,1982,2630000.11444
mex,1983,1850000.02384
mex,1984,2660000.08583
mex,1985,1850000.02384
mex,1986,4880000.11444
mex,1987,3630000.11444
mex,1988,3440000.05722
mex,1989,3019999.98093
mex,1990,5159999.84741
mex,1991,4019999.98093
mex,1992,4449999.80927
mex,1993,4630000.11444
mex,1994,3910000.08583
mex,1995,4329999.92371
mex,1996,4010000.22888
mex,1997,3940000.05722
mex,1998,3150000.09537
mex,1999,-289999.99166
mex,2000,-2019999.98093
mex,2001,2710000.03815
mex,2002,3279999.97139
mex,2003,-9999.99978
mex,2004,200000.00298
mex,2005,189999.99762
mex,2006,-150000.00596
mex,2007,-319999.99285
mex,2008,-340000.00358
mex,2009,-319999.99285
mex,2010,-270000.01073
mex,2011,109999.9994
mex,2012,170000.00179
mex,2013,150000.00596
mex,2014,200000.00298
mex,2015,79999.99821
mex,2016,109999.9994
mex,2017,140000.0006
mex,2018,129999.99523
mex,2019,150000.00596
mkd,1994,10789999.96185
mkd,1995,6789999.96185
mkd,1996,509999.99046
mkd,1997,7519999.98093
mkd,1998,7690000.05722
mkd,1999,12399999.61853
mkd,2000,20909999.84741
mkd,2001,43869998.93188
mkd,2002,17610000.61035
mkd,2003,31500000
mkd,2004,28479999.54224
mkd,2005,29700000.76294
mkd,2006,11369999.88556
mkd,2007,8979999.54224
mkd,2008,20170000.07629
mkd,2009,18260000.22888
mkd,2010,2319999.93324
mkd,2011,1559999.94278
mkd,2012,39999.99911
mkd,2016,50000.00075
mkd,2017,319999.99285
mkd,2018,239999.99464
mkd,2019,119999.99732
mli,1970,9999.99978
mli,1972,29999.99933
mli,1973,109999.9994
mli,1974,239999.99464
mli,1975,209999.99344
mli,1976,2299999.95232
mli,1977,5900000.09537
mli,1978,8350000.38147
mli,1979,5369999.88556
mli,1980,12539999.96185
mli,1981,6349999.90463
mli,1982,3589999.91417
mli,1983,7960000.03815
mli,1984,15569999.69482
mli,1985,15449999.80927
mli,1986,19969999.31335
mli,1987,22399999.61853
mli,1988,23229999.54224
mli,1989,29200000.76294
mli,1990,35450000.76294
mli,1991,28200000.76294
mli,1992,30799999.23706
mli,1993,24180000.30518
mli,1994,20860000.61035
mli,1995,33419998.16895
mli,1996,42819999.69482
mli,1997,33490001.67847
mli,1998,36069999.69482
mli,1999,26219999.31335
mli,2000,42520000.45776
mli,2001,41470001.2207
mli,2002,38169998.16895
mli,2003,42619998.93188
mli,2004,64139999.38965
mli,2005,65830001.83105
mli,2006,66120002.74658
mli,2007,64870002.74658
mli,2008,79580001.83105
mli,2009,77330001.83105
mli,2010,56689998.62671
mli,2011,59439998.62671
mli,2012,46069999.69482
mli,2013,60259998.32153
mli,2014,44360000.61035
mli,2015,37470001.2207
mli,2016,34000000
mli,2017,37680000.30518
mli,2018,48930000.30518
mli,2019,40810001.37329
mlt,1971,19999.99955
mlt,1972,39999.99911
mlt,1973,9999.99978
mlt,1974,239999.99464
mlt,1975,39999.99911
mlt,1976,400000.00596
mlt,1977,579999.98331
mlt,1978,129999.99523
mlt,1979,370000.00477
mlt,1980,19999.99955
mlt,1981,-29999.99933
mlt,1982,19999.99955
mlt,1983,9999.99978
mlt,1984,-9999.99978
mlt,1985,19999.99955
mlt,1986,-19999.99955
mlt,1987,-29999.99933
mlt,1988,-29999.99933
mlt,1989,-39999.99911
mlt,1990,-29999.99933
mlt,1992,79999.99821
mlt,1996,19999.99955
mmr,1973,19999.99955
mmr,1974,50000.00075
mmr,1975,90000.00358
mmr,1976,90000.00358
mmr,1977,119999.99732
mmr,1978,13300000.19073
mmr,1979,750000
mmr,1980,1899999.97616
mmr,1981,3579999.92371
mmr,1982,1399999.97616
mmr,1983,2250000
mmr,1984,430000.00715
mmr,1985,1159999.96662
mmr,1986,2390000.1049
mmr,1987,1610000.01431
mmr,1988,1129999.99523
mmr,1989,19999.99955
mmr,1990,769999.98093
mmr,1994,819999.99285
mmr,1995,1970000.02861
mmr,1996,1830000.04292
mmr,1997,1230000.01907
mmr,1998,1870000.00477
mmr,1999,1230000.01907
mmr,2000,1559999.94278
mmr,2001,2200000.04768
mmr,2002,4170000.07629
mmr,2003,639999.98569
mmr,2004,2779999.97139
mmr,2005,709999.97854
mmr,2006,660000.02623
mmr,2007,2420000.07629
mmr,2008,15819999.69482
mmr,2009,5769999.98093
mmr,2010,2740000.00954
mmr,2011,2950000.04768
mmr,2012,1610000.01431
mmr,2013,4210000.03815
mmr,2014,7949999.80927
mmr,2015,1279999.97139
mmr,2016,1720000.02861
mmr,2017,3789999.96185
mmr,2018,2809999.94278
mmr,2019,2440000.05722
mne,2007,1029999.97139
mne,2008,90000.00358
mne,2009,189999.99762
mne,2010,1110000.01431
mne,2011,1620000.00477
mne,2018,39999.99911
mng,1991,2160000.08583
mng,1992,1779999.97139
mng,1993,4320000.17166
mng,1994,1250000
mng,1995,3849999.90463
mng,1996,1169999.95708
mng,1997,1820000.05245
mng,1998,1769999.98093
mng,1999,2829999.92371
mng,2000,3819999.93324
mng,2001,2509999.99046
mng,2002,2549999.95232
mng,2003,5420000.07629
mng,2004,9510000.22888
mng,2005,7489999.77112
mng,2006,8020000.45776
mng,2007,11140000.34332
mng,2008,6550000.19073
mng,2009,9619999.88556
mng,2010,8840000.15259
mng,2011,6260000.22888
mng,2012,2849999.90463
mng,2013,370000.00477
mng,2014,170000.00179
mng,2019,449999.98808
mnp,1982,70000.0003
mnp,1983,59999.99866
mnp,1984,259999.99046
mnp,1985,170000.00179
mnp,1986,239999.99464
mnp,1987,289999.99166
mnp,1988,1039999.96185
mnp,1989,1049999.95232
mnp,1990,1289999.96185
mnp,1991,490000.00954
mnp,1992,519999.98093
moz,1974,189999.99762
moz,1975,490000.00954
moz,1976,1149999.97616
moz,1977,3369999.88556
moz,1978,6610000.13351
moz,1979,10029999.73297
moz,1980,18329999.92371
moz,1981,18280000.68665
moz,1982,29530000.68665
moz,1983,16840000.15259
moz,1984,29149999.61853
moz,1985,24829999.92371
moz,1986,36060001.37329
moz,1987,50639999.38965
moz,1988,49360000.61035
moz,1989,35270000.45776
moz,1990,40759998.32153
moz,1991,23709999.08447
moz,1992,54180000.30518
moz,1993,42500000
moz,1994,41700000.76294
moz,1995,54450000.76294
moz,1996,45659999.84741
moz,1997,42680000.30518
moz,1998,48459999.08447
moz,1999,43900001.52588
moz,2000,61639999.38965
moz,2001,86599998.47412
moz,2002,51970001.2207
moz,2003,47270000.45776
moz,2004,54700000.76294
moz,2005,64459999.08447
moz,2006,59659999.84741
moz,2007,80660003.66211
moz,2008,105699996.94824
moz,2009,99309997.55859
moz,2010,81839996.33789
moz,2011,73000000
moz,2012,53709999.08447
moz,2013,62299999.23706
moz,2014,47669998.16895
